"","Subject","Rating","Trial","Sex","Word","Frequency","Class"
"527","J",1,41,"F","mustard",4.442651,"plant"
"528","J",1,42,"F","olive",5.587249,"plant"
"529","J",1,43,"F","bee",5.700444,"animal"
"530","J",1,44,"F","walnut",4.49981,"plant"
"531","J",3,45,"F","mole",4.60517,"animal"
"532","J",2,46,"F","stork",3.044522,"animal"
"533","J",1,47,"F","gherkin",2.079442,"plant"
"534","J",2,48,"F","gull",4.418841,"animal"
"535","J",3,49,"F","cat",7.086738,"animal"
"536","J",2,50,"F","tomato",5.545177,"plant"
"537","J",3,51,"F","woodpecker",2.890372,"animal"
"538","J",1,52,"F","asparagus",3.663562,"plant"
"539","J",1,53,"F","radish",3.044522,"plant"
"540","J",2,54,"F","frog",5.129899,"animal"
"541","J",2,55,"F","lemon",5.631212,"plant"
"542","J",2,56,"F","broccoli",2.833213,"plant"
"543","J",2,57,"F","apple",6.304449,"plant"
"544","J",1,58,"F","mushroom",5.537334,"plant"
"545","J",1,59,"F","peanut",4.59512,"plant"
"546","J",3,60,"F","badger",5.056246,"animal"
"547","J",1,61,"F","almond",4.204693,"plant"
"548","J",5,62,"F","camel",6.109248,"animal"
"549","J",2,63,"F","chicken",6.59987,"animal"
"550","J",2,64,"F","magpie",2.995732,"animal"
"551","J",2,65,"F","owl",4.859812,"animal"
"552","J",1,66,"F","ant",5.347108,"animal"
"553","J",2,67,"F","eggplant",1.791759,"plant"
"554","J",4,68,"F","dolphin",4.007333,"animal"
"555","J",4,69,"F","shark",5.880533,"animal"
"556","J",2,70,"F","lettuce",4.812184,"plant"
"557","J",3,71,"F","eagle",5.117994,"animal"
"558","J",3,72,"F","goose",5.267858,"animal"
"559","J",2,73,"F","banana",5.023881,"plant"
"560","J",2,74,"F","kiwi",3.044522,"plant"
"561","J",2,75,"F","avocado",3.433987,"plant"
"562","J",2,76,"F","tortoise",4.624973,"animal"
"563","J",3,77,"F","dog",7.667626,"animal"
"564","J",2,78,"F","hedgehog",3.637586,"animal"
"565","J",7,79,"F","whale",5.298317,"animal"
"566","J",6,80,"F","moose",2.70805,"animal"
"567","J",3,81,"F","squid",3.970292,"animal"
"568","K",4,1,"F","pig",6.660575,"animal"
"569","K",3,2,"F","melon",4.127134,"plant"
"570","K",6,3,"F","lion",6.098074,"animal"
"571","K",1,4,"F","peanut",4.59512,"plant"
"572","K",2,5,"F","avocado",3.433987,"plant"
"573","K",3,6,"F","hedgehog",3.637586,"animal"
"574","K",5,7,"F","swan",4.962845,"animal"
"575","K",3,8,"F","mole",4.60517,"animal"
"576","K",4,9,"F","vulture",4.248495,"animal"
"577","K",3,10,"F","pineapple",3.988984,"plant"
"578","K",2,11,"F","broccoli",2.833213,"plant"
"579","K",3,12,"F","kiwi",3.044522,"plant"
"580","K",1,13,"F","mushroom",5.537334,"plant"
"581","K",2,14,"F","apricot",3.828641,"plant"
"582","K",3,15,"F","bunny",3.332205,"animal"
"583","K",1,16,"F","blackberry",4.060443,"plant"
"584","K",4,17,"F","snake",6.120297,"animal"
"585","K",6,18,"F","moose",2.70805,"animal"
"586","K",5,19,"F","fox",5.652489,"animal"
"587","K",1,20,"F","wasp",4.682131,"animal"
"588","K",3,21,"F","pigeon",5.26269,"animal"
"589","K",5,22,"F","goat",6.228511,"animal"
"590","K",2,23,"F","lemon",5.631212,"plant"
"591","K",4,24,"F","stork",3.044522,"animal"
"592","K",1,25,"F","grape",5.192957,"plant"
"593","K",1,26,"F","blueberry",2.484907,"plant"
"594","K",2,27,"F","leek",3.332205,"plant"
"595","K",1,28,"F","clove",3.663562,"plant"
"596","K",4,29,"F","eagle",5.117994,"animal"
"597","K",2,30,"F","tomato",5.545177,"plant"
"598","K",3,31,"F","squirrel",4.70953,"animal"
"599","K",1,32,"F","paprika",2.484907,"plant"
"600","K",4,33,"F","gull",4.418841,"animal"
"601","K",7,34,"F","elephant",6.063785,"animal"
"602","K",3,35,"F","bat",5.918894,"animal"
"603","K",5,36,"F","dog",7.667626,"animal"
"604","K",1,37,"F","cherry",4.997212,"plant"
"605","K",5,38,"F","horse",7.77191,"animal"
"606","K",4,39,"F","cat",7.086738,"animal"
"607","K",3,40,"F","lettuce",4.812184,"plant"
"608","K",2,41,"F","banana",5.023881,"plant"
"609","K",7,42,"F","whale",5.298317,"animal"
"610","K",2,43,"F","potato",6.461468,"plant"
"611","K",3,44,"F","woodpecker",2.890372,"animal"
"612","K",5,45,"F","dolphin",4.007333,"animal"
"613","K",2,46,"F","carrot",4.976734,"plant"
"614","K",5,47,"F","sheep",6.577861,"animal"
"615","K",1,48,"F","bee",5.700444,"animal"
"616","K",4,49,"F","goose",5.267858,"animal"
"617","K",2,50,"F","apple",6.304449,"plant"
"618","K",1,51,"F","ant",5.347108,"animal"
"619","K",1,52,"F","olive",5.587249,"plant"
"620","K",1,53,"F","mustard",4.442651,"plant"
"621","K",1,54,"F","almond",4.204693,"plant"
"622","K",4,55,"F","tortoise",4.624973,"animal"
"623","K",2,56,"F","mouse",5.805135,"animal"
"624","K",1,57,"F","spider",4.844187,"animal"
"625","K",3,58,"F","magpie",2.995732,"animal"
"626","K",5,59,"F","donkey",5.541264,"animal"
"627","K",4,60,"F","monkey",5.783825,"animal"
"628","K",1,61,"F","butterfly",5.214936,"animal"
"629","K",1,62,"F","strawberry",4.75359,"plant"
"630","K",2,63,"F","pear",4.727388,"plant"
"631","K",6,64,"F","camel",6.109248,"animal"
"632","K",3,65,"F","beaver",3.951244,"animal"
"633","K",2,66,"F","asparagus",3.663562,"plant"
"634","K",2,67,"F","frog",5.129899,"animal"
"635","K",2,68,"F","radish",3.044522,"plant"
"636","K",1,69,"F","walnut",4.49981,"plant"
"637","K",5,70,"F","reindeer",4.043051,"animal"
"638","K",2,71,"F","cucumber",4.454347,"plant"
"639","K",4,72,"F","badger",5.056246,"animal"
"640","K",5,73,"F","squid",3.970292,"animal"
"641","K",2,74,"F","orange",6.378426,"plant"
"642","K",2,75,"F","eggplant",1.791759,"plant"
"643","K",3,76,"F","chicken",6.59987,"animal"
"644","K",5,77,"F","shark",5.880533,"animal"
"645","K",4,78,"F","owl",4.859812,"animal"
"646","K",2,79,"F","gherkin",2.079442,"plant"
"647","K",5,80,"F","crocodile",4.615121,"animal"
"648","K",2,81,"F","beetroot",3.555348,"plant"
"649","L",2,1,"F","bee",5.700444,"animal"
"650","L",3,2,"F","magpie",2.995732,"animal"
"651","L",2,3,"F","radish",3.044522,"plant"
"652","L",5,4,"F","crocodile",4.615121,"animal"
"653","L",3,5,"F","potato",6.461468,"plant"
"654","L",2,6,"F","wasp",4.682131,"animal"
"655","L",3,7,"F","swan",4.962845,"animal"
"656","L",4,8,"F","gherkin",2.079442,"plant"
"657","L",5,9,"F","dolphin",4.007333,"animal"
"658","L",7,10,"F","whale",5.298317,"animal"
"659","L",3,11,"F","chicken",6.59987,"animal"
"660","L",4,12,"F","cat",7.086738,"animal"
"661","L",4,13,"F","mole",4.60517,"animal"
"662","L",5,14,"F","dog",7.667626,"animal"
"663","L",2,15,"F","mouse",5.805135,"animal"
"664","L",3,16,"F","kiwi",3.044522,"plant"
"665","L",7,17,"F","elephant",6.063785,"animal"
"666","L",4,18,"F","badger",5.056246,"animal"
"667","L",2,19,"F","woodpecker",2.890372,"animal"
"668","L",2,20,"F","blueberry",2.484907,"plant"
"669","L",5,21,"F","donkey",5.541264,"animal"
"670","L",6,22,"F","reindeer",4.043051,"animal"
"671","L",2,23,"F","pigeon",5.26269,"animal"
"672","L",1,24,"F","squid",3.970292,"animal"
"673","L",6,25,"F","lion",6.098074,"animal"
"674","L",6,26,"F","shark",5.880533,"animal"
"675","L",6,27,"F","camel",6.109248,"animal"
"676","L",2,28,"F","asparagus",3.663562,"plant"
"677","L",2,29,"F","banana",5.023881,"plant"
"678","L",2,30,"F","lemon",5.631212,"plant"
"679","L",2,31,"F","cucumber",4.454347,"plant"
"680","L",3,32,"F","goose",5.267858,"animal"
"681","L",3,33,"F","frog",5.129899,"animal"
"682","L",1,34,"F","mushroom",5.537334,"plant"
"683","L",2,35,"F","carrot",4.976734,"plant"
"684","L",1,36,"F","lettuce",4.812184,"plant"
"685","L",1,37,"F","butterfly",5.214936,"animal"
"686","L",2,38,"F","grape",5.192957,"plant"
"687","L",3,39,"F","eggplant",1.791759,"plant"
"688","L",4,40,"F","beetroot",3.555348,"plant"
"689","L",2,41,"F","gull",4.418841,"animal"
"690","L",2,42,"F","apricot",3.828641,"plant"
"691","L",2,43,"F","broccoli",2.833213,"plant"
"692","L",2,44,"F","strawberry",4.75359,"plant"
"693","L",3,45,"F","squirrel",4.70953,"animal"
"694","L",4,46,"F","fox",5.652489,"animal"
"695","L",1,47,"F","owl",4.859812,"animal"
"696","L",6,48,"F","moose",2.70805,"animal"
"697","L",2,49,"F","walnut",4.49981,"plant"
"698","L",3,50,"F","beaver",3.951244,"animal"
"699","L",2,51,"F","almond",4.204693,"plant"
"700","L",1,52,"F","ant",5.347108,"animal"
"701","L",2,53,"F","snake",6.120297,"animal"
"702","L",1,54,"F","paprika",2.484907,"plant"
"703","L",3,55,"F","goat",6.228511,"animal"
"704","L",3,56,"F","hedgehog",3.637586,"animal"
"705","L",4,57,"F","tortoise",4.624973,"animal"
"706","L",2,58,"F","monkey",5.783825,"animal"
"707","L",1,59,"F","peanut",4.59512,"plant"
"708","L",2,60,"F","blackberry",4.060443,"plant"
"709","L",1,61,"F","melon",4.127134,"plant"
"710","L",2,62,"F","stork",3.044522,"animal"
"711","L",2,63,"F","eagle",5.117994,"animal"
"712","L",2,64,"F","vulture",4.248495,"animal"
"713","L",2,65,"F","orange",6.378426,"plant"
"714","L",4,66,"F","sheep",6.577861,"animal"
"715","L",1,67,"F","clove",3.663562,"plant"
"716","L",1,68,"F","cherry",4.997212,"plant"
"717","L",6,69,"F","horse",7.77191,"animal"
"718","L",2,70,"F","apple",6.304449,"plant"
"719","L",1,71,"F","mustard",4.442651,"plant"
"720","L",1,72,"F","bat",5.918894,"animal"
"721","L",2,73,"F","olive",5.587249,"plant"
"722","L",4,74,"F","bunny",3.332205,"animal"
"723","L",2,75,"F","leek",3.332205,"plant"
"724","L",2,76,"F","pear",4.727388,"plant"
"725","L",5,77,"F","pig",6.660575,"animal"
"726","L",3,78,"F","avocado",3.433987,"plant"
"727","L",1,79,"F","spider",4.844187,"animal"
"728","L",3,80,"F","pineapple",3.988984,"plant"
"729","L",2,81,"F","tomato",5.545177,"plant"
"730","M1",2,1,"F","squid",3.970292,"animal"
"731","M1",2,2,"F","pear",4.727388,"plant"
"732","M1",2,3,"F","asparagus",3.663562,"plant"
"733","M1",3,4,"F","leek",3.332205,"plant"
"734","M1",7,5,"F","donkey",5.541264,"animal"
"735","M1",3,6,"F","pigeon",5.26269,"animal"
"736","M1",4,7,"F","eagle",5.117994,"animal"
"737","M1",3,8,"F","squirrel",4.70953,"animal"
"738","M1",4,9,"F","woodpecker",2.890372,"animal"
"739","M1",2,10,"F","bunny",3.332205,"animal"
"740","M1",4,11,"F","fox",5.652489,"animal"
"741","M1",5,12,"F","sheep",6.577861,"animal"
"742","M1",4,13,"F","shark",5.880533,"animal"
"743","M1",3,14,"F","badger",5.056246,"animal"
"744","M1",3,15,"F","moose",2.70805,"animal"
"745","M1",3,16,"F","radish",3.044522,"plant"
"746","M1",1,17,"F","cherry",4.997212,"plant"
"747","M1",4,18,"F","tortoise",4.624973,"animal"
"748","M1",3,19,"F","mouse",5.805135,"animal"
"749","M1",4,20,"F","pineapple",3.988984,"plant"
"750","M1",7,21,"F","whale",5.298317,"animal"
"751","M1",1,22,"F","ant",5.347108,"animal"
"752","M1",2,23,"F","wasp",4.682131,"animal"
"753","M1",4,24,"F","goose",5.267858,"animal"
"754","M1",2,25,"F","orange",6.378426,"plant"
"755","M1",4,26,"F","paprika",2.484907,"plant"
"756","M1",1,27,"F","blueberry",2.484907,"plant"
"757","M1",2,28,"F","eggplant",1.791759,"plant"
"758","M1",4,29,"F","chicken",6.59987,"animal"
"759","M1",4,30,"F","gull",4.418841,"animal"
"760","M1",1,31,"F","butterfly",5.214936,"animal"
"761","M1",5,32,"F","goat",6.228511,"animal"
"762","M1",2,33,"F","lemon",5.631212,"plant"
"763","M1",1,34,"F","walnut",4.49981,"plant"
"764","M1",3,35,"F","snake",6.120297,"animal"
"765","M1",5,36,"F","pig",6.660575,"animal"
"766","M1",6,37,"F","crocodile",4.615121,"animal"
"767","M1",3,38,"F","melon",4.127134,"plant"
"768","M1",3,39,"F","owl",4.859812,"animal"
"769","M1",2,40,"F","lettuce",4.812184,"plant"
"770","M1",6,41,"F","horse",7.77191,"animal"
"771","M1",2,42,"F","frog",5.129899,"animal"
"772","M1",2,43,"F","carrot",4.976734,"plant"
"773","M1",3,44,"F","hedgehog",3.637586,"animal"
"774","M1",3,45,"F","camel",6.109248,"animal"
"775","M1",2,46,"F","kiwi",3.044522,"plant"
"776","M1",4,47,"F","gherkin",2.079442,"plant"
"777","M1",1,48,"F","olive",5.587249,"plant"
"778","M1",2,49,"F","beetroot",3.555348,"plant"
"779","M1",1,50,"F","almond",4.204693,"plant"
"780","M1",1,51,"F","grape",5.192957,"plant"
"781","M1",2,52,"F","broccoli",2.833213,"plant"
"782","M1",1,53,"F","peanut",4.59512,"plant"
"783","M1",1,54,"F","bee",5.700444,"animal"
"784","M1",3,55,"F","swan",4.962845,"animal"
"785","M1",1,56,"F","strawberry",4.75359,"plant"
"786","M1",2,57,"F","potato",6.461468,"plant"
"787","M1",2,58,"F","cucumber",4.454347,"plant"
"788","M1",3,59,"F","dolphin",4.007333,"animal"
"789","M1",4,60,"F","cat",7.086738,"animal"
"790","M1",3,61,"F","apricot",3.828641,"plant"
"791","M1",1,62,"F","spider",4.844187,"animal"
"792","M1",4,63,"F","dog",7.667626,"animal"
"793","M1",1,64,"F","mustard",4.442651,"plant"
"794","M1",2,65,"F","mole",4.60517,"animal"
"795","M1",2,66,"F","apple",6.304449,"plant"
"796","M1",1,67,"F","blackberry",4.060443,"plant"
"797","M1",2,68,"F","beaver",3.951244,"animal"
"798","M1",2,69,"F","tomato",5.545177,"plant"
"799","M1",2,70,"F","vulture",4.248495,"animal"
"800","M1",3,71,"F","reindeer",4.043051,"animal"
"801","M1",2,72,"F","clove",3.663562,"plant"
"802","M1",2,73,"F","banana",5.023881,"plant"
"803","M1",3,74,"F","magpie",2.995732,"animal"
"804","M1",2,75,"F","bat",5.918894,"animal"
"805","M1",7,76,"F","elephant",6.063785,"animal"
"806","M1",3,77,"F","avocado",3.433987,"plant"
"807","M1",5,78,"F","monkey",5.783825,"animal"
"808","M1",6,79,"F","lion",6.098074,"animal"
"809","M1",5,80,"F","stork",3.044522,"animal"
"810","M1",1,81,"F","mushroom",5.537334,"plant"
"811","M2",4,1,"F","donkey",5.541264,"animal"
"812","M2",1,2,"F","wasp",4.682131,"animal"
"813","M2",2,3,"F","cat",7.086738,"animal"
"814","M2",1,4,"F","peanut",4.59512,"plant"
"815","M2",2,5,"F","bat",5.918894,"animal"
"816","M2",3,6,"F","swan",4.962845,"animal"
"817","M2",5,7,"F","pig",6.660575,"animal"
"818","M2",1,8,"F","blackberry",4.060443,"plant"
"819","M2",5,9,"F","lion",6.098074,"animal"
"820","M2",2,10,"F","tomato",5.545177,"plant"
"821","M2",5,11,"F","camel",6.109248,"animal"
"822","M2",7,12,"F","elephant",6.063785,"animal"
"823","M2",2,13,"F","carrot",4.976734,"plant"
"824","M2",3,14,"F","woodpecker",2.890372,"animal"
"825","M2",1,15,"F","blueberry",2.484907,"plant"
"826","M2",1,16,"F","radish",3.044522,"plant"
"827","M2",2,17,"F","potato",6.461468,"plant"
"828","M2",1,18,"F","bee",5.700444,"animal"
"829","M2",5,19,"F","crocodile",4.615121,"animal"
"830","M2",2,20,"F","broccoli",2.833213,"plant"
"831","M2",1,21,"F","cherry",4.997212,"plant"
"832","M2",1,22,"F","grape",5.192957,"plant"
"833","M2",5,23,"F","horse",7.77191,"animal"
"834","M2",4,24,"F","goose",5.267858,"animal"
"835","M2",3,25,"F","mole",4.60517,"animal"
"836","M2",1,26,"F","leek",3.332205,"plant"
"837","M2",2,27,"F","gull",4.418841,"animal"
"838","M2",1,28,"F","gherkin",2.079442,"plant"
"839","M2",2,29,"F","orange",6.378426,"plant"
"840","M2",6,30,"F","reindeer",4.043051,"animal"
"841","M2",2,31,"F","mouse",5.805135,"animal"
"842","M2",1,32,"F","butterfly",5.214936,"animal"
"843","M2",4,33,"F","monkey",5.783825,"animal"
"844","M2",2,34,"F","pineapple",3.988984,"plant"
"845","M2",1,35,"F","mustard",4.442651,"plant"
"846","M2",4,36,"F","snake",6.120297,"animal"
"847","M2",4,37,"F","stork",3.044522,"animal"
"848","M2",2,38,"F","beetroot",3.555348,"plant"
"849","M2",5,39,"F","shark",5.880533,"animal"
"850","M2",2,40,"F","magpie",2.995732,"animal"
"851","M2",2,41,"F","cucumber",4.454347,"plant"
"852","M2",3,42,"F","owl",4.859812,"animal"
"853","M2",2,43,"F","apricot",3.828641,"plant"
"854","M2",3,44,"F","beaver",3.951244,"animal"
"855","M2",2,45,"F","lemon",5.631212,"plant"
"856","M2",1,46,"F","walnut",4.49981,"plant"
"857","M2",4,47,"F","goat",6.228511,"animal"
"858","M2",3,48,"F","fox",5.652489,"animal"
"859","M2",6,49,"F","moose",2.70805,"animal"
"860","M2",5,50,"F","dolphin",4.007333,"animal"
"861","M2",1,51,"F","ant",5.347108,"animal"
"862","M2",2,52,"F","hedgehog",3.637586,"animal"
"863","M2",4,53,"F","eagle",5.117994,"animal"
"864","M2",5,54,"F","sheep",6.577861,"animal"
"865","M2",2,55,"F","frog",5.129899,"animal"
"866","M2",7,56,"F","whale",5.298317,"animal"
"867","M2",4,57,"F","vulture",4.248495,"animal"
"868","M2",2,58,"F","avocado",3.433987,"plant"
"869","M2",1,59,"F","olive",5.587249,"plant"
"870","M2",4,60,"F","squid",3.970292,"animal"
"871","M2",3,61,"F","chicken",6.59987,"animal"
"872","M2",2,62,"F","mushroom",5.537334,"plant"
"873","M2",1,63,"F","strawberry",4.75359,"plant"
"874","M2",3,64,"F","lettuce",4.812184,"plant"
"875","M2",4,65,"F","badger",5.056246,"animal"
"876","M2",2,66,"F","pear",4.727388,"plant"
"877","M2",1,67,"F","paprika",2.484907,"plant"
"878","M2",1,68,"F","clove",3.663562,"plant"
"879","M2",3,69,"F","eggplant",1.791759,"plant"
"880","M2",2,70,"F","apple",6.304449,"plant"
"881","M2",4,71,"F","squirrel",4.70953,"animal"
"882","M2",1,72,"F","spider",4.844187,"animal"
"883","M2",3,73,"F","dog",7.667626,"animal"
"884","M2",2,74,"F","melon",4.127134,"plant"
"885","M2",1,75,"F","almond",4.204693,"plant"
"886","M2",2,76,"F","asparagus",3.663562,"plant"
"887","M2",4,77,"F","kiwi",3.044522,"plant"
"888","M2",2,78,"F","banana",5.023881,"plant"
"889","M2",3,79,"F","bunny",3.332205,"animal"
"890","M2",5,80,"F","tortoise",4.624973,"animal"
"891","M2",3,81,"F","pigeon",5.26269,"animal"
"892","P",6,1,"M","donkey",5.541264,"animal"
"893","P",4,2,"M","goose",5.267858,"animal"
"894","P",2,3,"M","owl",4.859812,"animal"
"895","P",2,4,"M","hedgehog",3.637586,"animal"
"896","P",3,5,"M","vulture",4.248495,"animal"
"897","P",1,6,"M","olive",5.587249,"plant"
"898","P",2,7,"M","carrot",4.976734,"plant"
"899","P",2,8,"M","kiwi",3.044522,"plant"
"900","P",1,9,"M","blackberry",4.060443,"plant"
"901","P",1,10,"M","blueberry",2.484907,"plant"
"902","P",5,11,"M","dolphin",4.007333,"animal"
"903","P",2,12,"M","melon",4.127134,"plant"
"904","P",2,13,"M","gull",4.418841,"animal"
"905","P",6,14,"M","squid",3.970292,"animal"
"906","P",1,15,"M","tomato",5.545177,"plant"
"907","P",1,16,"M","mushroom",5.537334,"plant"
"908","P",3,17,"M","dog",7.667626,"animal"
"909","P",6,18,"M","shark",5.880533,"animal"
"910","P",7,19,"M","elephant",6.063785,"animal"
"911","P",1,20,"M","orange",6.378426,"plant"
"912","P",1,21,"M","leek",3.332205,"plant"
"913","P",5,22,"M","lion",6.098074,"animal"
"914","P",6,23,"M","crocodile",4.615121,"animal"
"915","P",4,24,"M","pig",6.660575,"animal"
"916","P",2,25,"M","pineapple",3.988984,"plant"
"917","P",2,26,"M","swan",4.962845,"animal"
"918","P",1,27,"M","apricot",3.828641,"plant"
"919","P",1,28,"M","frog",5.129899,"animal"
"920","P",2,29,"M","lettuce",4.812184,"plant"
"921","P",1,30,"M","ant",5.347108,"animal"
"922","P",1,31,"M","cherry",4.997212,"plant"
"923","P",1,32,"M","clove",3.663562,"plant"
"924","P",1,33,"M","wasp",4.682131,"animal"
"925","P",1,34,"M","avocado",3.433987,"plant"
"926","P",3,35,"M","squirrel",4.70953,"animal"
"927","P",2,36,"M","bat",5.918894,"animal"
"928","P",1,37,"M","radish",3.044522,"plant"
"929","P",1,38,"M","butterfly",5.214936,"animal"
"930","P",1,39,"M","paprika",2.484907,"plant"
"931","P",4,40,"M","sheep",6.577861,"animal"
"932","P",3,41,"M","cat",7.086738,"animal"
"933","P",6,42,"M","reindeer",4.043051,"animal"
"934","P",2,43,"M","cucumber",4.454347,"plant"
"935","P",2,44,"M","bunny",3.332205,"animal"
"936","P",3,45,"M","snake",6.120297,"animal"
"937","P",1,46,"M","beetroot",3.555348,"plant"
"938","P",6,47,"M","moose",2.70805,"animal"
"939","P",7,48,"M","whale",5.298317,"animal"
"940","P",1,49,"M","pear",4.727388,"plant"
"941","P",2,50,"M","mole",4.60517,"animal"
"942","P",3,51,"M","monkey",5.783825,"animal"
"943","P",1,52,"M","gherkin",2.079442,"plant"
"944","P",1,53,"M","peanut",4.59512,"plant"
"945","P",3,54,"M","badger",5.056246,"animal"
"946","P",2,55,"M","potato",6.461468,"plant"
"947","P",1,56,"M","bee",5.700444,"animal"
"948","P",7,57,"M","camel",6.109248,"animal"
"949","P",1,58,"M","walnut",4.49981,"plant"
"950","P",2,59,"M","mouse",5.805135,"animal"
"951","P",2,60,"M","eggplant",1.791759,"plant"
"952","P",2,61,"M","tortoise",4.624973,"animal"
"953","P",2,62,"M","woodpecker",2.890372,"animal"
"954","P",3,63,"M","fox",5.652489,"animal"
"955","P",2,64,"M","magpie",2.995732,"animal"
"956","P",2,65,"M","banana",5.023881,"plant"
"957","P",1,66,"M","grape",5.192957,"plant"
"958","P",1,67,"M","almond",4.204693,"plant"
"959","P",2,68,"M","lemon",5.631212,"plant"
"960","P",1,69,"M","strawberry",4.75359,"plant"
"961","P",5,70,"M","goat",6.228511,"animal"
"962","P",6,71,"M","horse",7.77191,"animal"
"963","P",2,72,"M","broccoli",2.833213,"plant"
"964","P",2,73,"M","asparagus",3.663562,"plant"
"965","P",2,74,"M","apple",6.304449,"plant"
"966","P",4,75,"M","eagle",5.117994,"animal"
"967","P",3,76,"M","pigeon",5.26269,"animal"
"968","P",3,77,"M","chicken",6.59987,"animal"
"969","P",1,78,"M","spider",4.844187,"animal"
"970","P",1,79,"M","mustard",4.442651,"plant"
"971","P",3,80,"M","stork",3.044522,"animal"
"972","P",3,81,"M","beaver",3.951244,"animal"
"973","R1",2,1,"M","dog",7.667626,"animal"
"974","R1",1,2,"M","walnut",4.49981,"plant"
"975","R1",1,3,"M","goose",5.267858,"animal"
"976","R1",2,4,"M","pineapple",3.988984,"plant"
"977","R1",1,5,"M","kiwi",3.044522,"plant"
"978","R1",1,6,"M","strawberry",4.75359,"plant"
"979","R1",1,7,"M","woodpecker",2.890372,"animal"
"980","R1",1,8,"M","paprika",2.484907,"plant"
"981","R1",1,9,"M","peanut",4.59512,"plant"
"982","R1",1,10,"M","apricot",3.828641,"plant"
"983","R1",1,11,"M","broccoli",2.833213,"plant"
"984","R1",1,12,"M","gherkin",2.079442,"plant"
"985","R1",3,13,"M","lion",6.098074,"animal"
"986","R1",6,14,"M","reindeer",4.043051,"animal"
"987","R1",1,15,"M","eggplant",1.791759,"plant"
"988","R1",2,16,"M","swan",4.962845,"animal"
"989","R1",1,17,"M","radish",3.044522,"plant"
"990","R1",1,18,"M","frog",5.129899,"animal"
"991","R1",5,19,"M","shark",5.880533,"animal"
"992","R1",2,20,"M","badger",5.056246,"animal"
"993","R1",6,21,"M","moose",2.70805,"animal"
"994","R1",7,22,"M","elephant",6.063785,"animal"
"995","R1",2,23,"M","snake",6.120297,"animal"
"996","R1",1,24,"M","olive",5.587249,"plant"
"997","R1",1,25,"M","potato",6.461468,"plant"
"998","R1",1,26,"M","pear",4.727388,"plant"
"999","R1",5,27,"M","horse",7.77191,"animal"
"1000","R1",1,28,"M","owl",4.859812,"animal"
"1001","R1",1,29,"M","wasp",4.682131,"animal"
"1002","R1",5,30,"M","donkey",5.541264,"animal"
"1003","R1",1,31,"M","avocado",3.433987,"plant"
"1004","R1",1,32,"M","almond",4.204693,"plant"
"1005","R1",7,33,"M","whale",5.298317,"animal"
"1006","R1",1,34,"M","blackberry",4.060443,"plant"
"1007","R1",1,35,"M","banana",5.023881,"plant"
"1008","R1",2,36,"M","eagle",5.117994,"animal"
"1009","R1",1,37,"M","bat",5.918894,"animal"
"1010","R1",1,38,"M","spider",4.844187,"animal"
"1011","R1",1,39,"M","pigeon",5.26269,"animal"
"1012","R1",1,40,"M","cucumber",4.454347,"plant"
"1013","R1",1,41,"M","hedgehog",3.637586,"animal"
"1014","R1",1,42,"M","leek",3.332205,"plant"
"1015","R1",2,43,"M","mole",4.60517,"animal"
"1016","R1",2,44,"M","beaver",3.951244,"animal"
"1017","R1",1,45,"M","lemon",5.631212,"plant"
"1018","R1",2,46,"M","bunny",3.332205,"animal"
"1019","R1",1,47,"M","apple",6.304449,"plant"
"1020","R1",1,48,"M","ant",5.347108,"animal"
"1021","R1",1,49,"M","cherry",4.997212,"plant"
"1022","R1",2,50,"M","chicken",6.59987,"animal"
"1023","R1",1,51,"M","mouse",5.805135,"animal"
"1024","R1",1,52,"M","bee",5.700444,"animal"
"1025","R1",1,53,"M","carrot",4.976734,"plant"
"1026","R1",4,54,"M","pig",6.660575,"animal"
"1027","R1",1,55,"M","lettuce",4.812184,"plant"
"1028","R1",4,56,"M","goat",6.228511,"animal"
"1029","R1",2,57,"M","squirrel",4.70953,"animal"
"1030","R1",1,58,"M","tomato",5.545177,"plant"
"1031","R1",1,59,"M","grape",5.192957,"plant"
"1032","R1",6,60,"M","dolphin",4.007333,"animal"
"1033","R1",1,61,"M","mustard",4.442651,"plant"
"1034","R1",2,62,"M","magpie",2.995732,"animal"
"1035","R1",3,63,"M","sheep",6.577861,"animal"
"1036","R1",2,64,"M","fox",5.652489,"animal"
"1037","R1",1,65,"M","mushroom",5.537334,"plant"
"1038","R1",2,66,"M","monkey",5.783825,"animal"
"1039","R1",1,67,"M","orange",6.378426,"plant"
"1040","R1",5,68,"M","squid",3.970292,"animal"
"1041","R1",1,69,"M","gull",4.418841,"animal"
"1042","R1",2,70,"M","vulture",4.248495,"animal"
"1043","R1",2,71,"M","cat",7.086738,"animal"
"1044","R1",1,72,"M","butterfly",5.214936,"animal"
"1045","R1",2,73,"M","stork",3.044522,"animal"
"1046","R1",1,74,"M","asparagus",3.663562,"plant"
"1047","R1",2,75,"M","tortoise",4.624973,"animal"
"1048","R1",1,76,"M","beetroot",3.555348,"plant"
"1049","R1",5,77,"M","crocodile",4.615121,"animal"
"1050","R1",1,78,"M","clove",3.663562,"plant"
"1051","R1",3,79,"M","melon",4.127134,"plant"
"1052","R1",6,80,"M","camel",6.109248,"animal"
"1053","R1",1,81,"M","blueberry",2.484907,"plant"
"1054","R2",1,1,"M","strawberry",4.75359,"plant"
