"","Subject","Word","RT","RootFrequency","Condition","Rating","Frequency","BaseFrequency","LengthInLetters","FamilySize","NumberOfSynsets","RT4WordsBack","RT3WordsBack","RT2WordsBack","RT1WordBack","RT1WordLater","RT2WordsLater","RTtoPrime"
"218","PP023","markantheid",5.68697535633982,5.15905529921453,"heidheid",2.73,0,5.16478597392351,11,0,0,5.63835466933375,5.5834963087817,5.53733426701854,5.5683445037611,5.61312810638807,5.58724865840025,5.57972982598622
"219","PP023","riantheid",5.65599181081985,4.52178857704904,"baseheid",2.36,0,4.53259949315326,9,0,0,5.80513496891649,5.57972982598622,5.52942908751142,5.4971682252932,5.40267738187228,5.3890717298165,5.41610040220442
"220","PP023","labielheid",5.58724865840025,4.36944785246702,"heidheid",3.23,0,4.38202663467388,10,0.693147,0,5.44673737166631,5.58724865840025,5.40267738187228,5.51745289646471,5.50938833662798,5.54517744447956,5.4249500174814
"221","PP023","tactvolheid",5.57215403217776,5.24174701505964,"baseheid",2.55,0,4.75359019110636,11,2.48491,1,5.77455154554441,5.67332326717149,5.63121178182137,5.55295958492162,6.25958146406492,5.64897423816121,5.64897423816121
"222","PP023","bezweetheid",5.61312810638807,6.46769872610435,"heidheid",3.36,0,4.75359019110636,11,2.94444,1,5.76832099579377,6.01126717440416,5.62762111369064,5.4971682252932,5.6021188208797,5.5834963087817,5.58724865840025
"223","PP023","ovaalheid",5.5683445037611,5.85793315448346,"baseheid",2.23,0,5.86078622346587,9,0.693147,1,5.72031177660741,5.72031177660741,5.79605775076537,5.58724865840025,5.7268477475872,5.60947179518496,5.63835466933375
"224","PP023","banaalheid",5.77765232322266,5.73657229747919,"heidheid",2.64,0,5.73979291217923,10,0.693147,0,5.51342874616498,5.66988092298052,5.7037824746562,5.65948221575962,5.66988092298052,5.93489419561959,5.4249500174814
"225","PP023","ludiekheid",6.89365635460264,4.12713438504509,"baseheid",2.05,0,4.14313472639153,10,0,0,5.70044357339069,5.75257263882563,5.71702770140622,5.59098698051086,5.54517744447956,5.64544689764324,6.31716468674728
"226","PP023","aftandsheid",5.65599181081985,4.18965474202643,"heidheid",2.05,0,4.20469261939097,11,0,0,5.62762111369064,5.60947179518496,5.5683445037611,5.70711026474888,6.28785856016178,5.48893772615669,5.4553211153577
"227","PP023","dementheid",5.605802066296,3.80666248977032,"baseheid",3.23,0,3.8286413964891,10,1.09861,0,5.56068163101553,5.50938833662798,6.26149168432104,5.74300318780948,6.59441345974978,5.79301360838414,5.95842469302978
"228","PP023","onwelheid",5.74939298590825,3.95124371858143,"heidheid",2,0,3.97029191355212,9,4.96284,1,5.55682806169954,5.7268477475872,6.03068526026126,6.02102334934953,5.84932477994686,5.65948221575962,5.7268477475872
"229","PP023","basaalheid",5.71702770140622,3.52636052461616,"baseheid",2.14,0,3.55534806148941,10,0,0,5.91889385427315,5.89989735358249,6.82871207164168,5.97635090929793,5.63478960316925,5.54907608489522,5.63835466933375
"230","PP023","jofelheid",5.57215403217776,3.29583686600433,"heidheid",2.64,0,3.3322045101752,9,0,0,5.53338948872752,5.42934562895444,5.4380793089232,5.57215403217776,5.48479693349065,5.49306144334055,5.3890717298165
"231","PP023","onbelastheid",6.50727771238501,6.74523634948436,"baseheid",2.55,0,3.17805383034795,12,4.63473,6,5.65599181081985,5.72031177660741,5.75574221358691,5.56068163101553,5.79909265446053,5.74620319054015,5.4971682252932
"232","PP023","geurloosheid",5.96614673912369,7.9885429827377,"baseheid",2.95,0,2.56494935746154,12,2.70805,1,5.62401750618734,5.69035945432406,6.22851100359118,5.68697535633982,5.605802066296,6.56667242980324,6.23048144757848
"233","PP023","erkendheid",6.69950034016168,7.59588991771854,"baseheid",4.73,0,6.5191472879404,10,0,0,5.53733426701854,5.73009978297357,5.74300318780948,6.51174532964473,5.63121178182137,5.80513496891649,5.89440283426485
"234","PP023","royaalheid",6.23048144757848,6.08904487544685,"heidheid",3.36,0,6.0913098820777,10,0.693147,0,5.7037824746562,5.77455154554441,5.96614673912369,5.72031177660741,5.46806014113513,5.4510384535657,5.62401750618734
"235","PP023","contentheid",5.7037824746562,4.48863636973214,"baseheid",2.5,0,4.49980967033027,11,0,1,5.50938833662798,5.78689738136671,5.8636311755981,5.66296048013595,5.80513496891649,5.73979291217923,5.78074351579233
"236","PP023","koketheid",5.56068163101553,4.77912349311153,"heidheid",2,0,4.78749174278205,9,1.09861,0,5.50533153593236,5.4553211153577,5.56452040732269,5.64190707093811,5.56452040732269,6.40357419793482,5.7037824746562
"237","PP023","summierheid",5.6021188208797,5.29330482472449,"baseheid",2.14,0,5.29831736654804,11,0.693147,0,5.95842469302978,5.59098698051086,5.68697535633982,5.5834963087817,6.29156913955832,5.9427993751267,5.75890177387728
"238","PP023","ontroerdheid",5.50125821054473,6.289715570909,"heidheid",3.32,0,5.54907608489522,12,0,1,5.40717177146012,5.37989735354046,5.47227067367148,5.42934562895444,5.68017260901707,5.84932477994686,5.66296048013595
"239","PP023","antiekheid",5.92157841964382,6.74405918631135,"baseheid",2.23,0,6.74523634948436,10,1.38629,2,5.83773044716594,5.64897423816121,5.5683445037611,5.65599181081985,5.73334127689775,5.5834963087817,5.51342874616498
"240","PP023","enormheid",5.91350300563827,8.42441979126388,"heidheid",3,0,8.42463920980563,9,0.693147,0,5.89989735358249,5.95583736946483,5.93224518744801,5.80513496891649,5.79301360838414,6.08677472691231,5.59098698051086
"241","PP006","lobbigheid",6.17170059741091,2.89037175789616,"baseheid",1.82,0,0,10,1.09861,3,5.56068163101553,5.57215403217776,5.49306144334055,5.48063892334199,5.57215403217776,5.53338948872752,5.62762111369064
"242","PP006","tembaarheid",5.57215403217776,5.25749537202778,"heidheid",3.73,0,0,11,1.79176,0,5.62401750618734,5.69035945432406,5.66296048013595,5.65948221575962,5.95064255258773,5.4553211153577,5.66296048013595
"243","PP006","pitloosheid",5.68017260901707,4.77912349311153,"baseheid",1.86,0,0,11,2.70805,4,5.73334127689775,5.59842195899838,5.77765232322266,5.73657229747919,5.87493073085203,5.68357976733868,5.62762111369064
"244","PP006","tilbaarheid",5.98393628068719,7.25417784645652,"heidheid",3.18,0,0,11,2.48491,1,5.70711026474888,5.75257263882563,6.30991827822652,5.82304589548302,5.85507192220243,5.74620319054015,6.48157712927643
"245","PP006","blusbaarheid",6.16541785423142,4.99721227376411,"baseheid",2.91,0,0,12,2.30259,0,5.75257263882563,5.6021188208797,5.6937321388027,5.66642668811243,5.75890177387728,5.65248918026865,5.83188247728352
"246","PP006","saprijkheid",5.50938833662798,6.10255859461357,"heidheid",1.95,0,0,11,3.55535,2,6.04500531403601,5.82894561761021,5.50938833662798,5.6937321388027,6.47389069635227,5.62762111369064,6.9555926083963
"247","PP006","ondiepheid",5.27299955856375,9.3805049984995,"baseheid",2.77,0,5.66296048013595,10,3.80666,1,6.71538338633468,5.48063892334199,5.32787616878958,5.31811999384422,5.47646355193151,5.44673737166631,5.83188247728352
"248","PP006","kortafheid",5.78996017089725,9.59940505871657,"heidheid",2.36,0,5.86929691313377,10,4.07754,1,5.72358510195238,5.82304589548302,5.78382518232974,5.8171111599632,5.89440283426485,5.66296048013595,6.19644412779452
"249","PP006","gammelheid",5.46383180502561,4.90527477843843,"baseheid",2.55,0,4.91265488573605,10,0,0,5.44673737166631,5.50125821054473,5.53338948872752,5.57594910314632,5.45958551414416,5.83773044716594,6.19440539110467
"250","PP006","beschutheid",5.54517744447956,5.21493575760899,"heidheid",2.95,0,4.78749174278205,11,0.693147,0,5.50938833662798,5.54907608489522,5.48893772615669,5.41610040220442,5.605802066296,6.00141487796115,5.89715386763674
"251","PP006","coulantheid",6.11368217983223,1.6094379124341,"baseheid",2.5,0,1.79175946922805,11,0,1,5.77455154554441,6.22653666928747,6.15697898558556,6.26909628370626,5.82894561761021,5.62762111369064,6.59167373200866
"252","PP006","onattentheid",5.62401750618734,5.94803498918065,"heidheid",2.73,0,1.6094379124341,12,0,0,5.63478960316925,5.66642668811243,5.74620319054015,5.52146091786225,5.8664680569333,5.67332326717149,5.75257263882563
"253","PP006","kalkrijkheid",6.26339826259162,6.16961073249146,"baseheid",2.09,0,3.13549421592915,12,3.4012,3,5.8805329864007,5.87773578177964,5.88610403145016,6.17586727010576,6.37672694789863,5.96614673912369,6.19031540585315
"254","PP006","visrijkheid",5.83773044716594,8.04044688130311,"heidheid",2.18,0,3.04452243772342,11,4.63473,4,5.69035945432406,5.8171111599632,5.82894561761021,5.83773044716594,5.66988092298052,5.66296048013595,6.361302477573
"255","PP006","bebrildheid",6.00388706710654,7.34213173058472,"baseheid",1.41,0,3.61091791264422,11,2.89037,3,5.49306144334055,5.8636311755981,5.81413053182507,5.80814248998044,6.02102334934953,6.3750248198281,5.82894561761021
"256","PP006","pipsheid",6.56667242980324,3.29583686600433,"heidheid",1.86,0,3.3322045101752,8,0,0,5.6970934865054,5.88887795833288,5.88610403145016,5.82304589548302,5.80513496891649,5.71373280550937,5.72358510195238
"257","PP006","beuheid",5.67332326717149,5.06259503302697,"baseheid",1.73,0,5.06890420222023,7,0,0,5.76205138278018,5.79605775076537,5.92157841964382,5.74300318780948,5.87211778947542,5.77765232322266,6.10031895202006
"258","PP006","markantheid",6.26909628370626,5.15905529921453,"heidheid",2.73,0,5.16478597392351,11,0,0,5.91889385427315,5.85793315448346,5.8348107370626,5.83188247728352,5.54126354515843,5.78074351579233,5.72031177660741
"259","PP006","riantheid",7.28824440102012,4.52178857704904,"baseheid",2.36,0,4.53259949315326,9,0,0,6.4377516497364,5.88887795833288,5.8636311755981,6.10479323241498,5.86078622346587,5.67332326717149,5.79301360838414
"260","PP006","labielheid",6.07534603108868,4.36944785246702,"heidheid",3.23,0,4.38202663467388,10,0.693147,0,5.76519110278484,5.89440283426485,5.75890177387728,6.03548143252476,5.62040086571715,5.7037824746562,5.57972982598622
"261","PP006","tactvolheid",5.8406416573734,5.24174701505964,"baseheid",2.55,0,4.75359019110636,11,2.48491,1,5.95064255258773,5.77765232322266,5.76832099579377,5.78996017089725,5.91620206260743,5.82008293035236,5.95842469302978
"262","PP006","bezweetheid",6.43294009273918,6.46769872610435,"heidheid",3.36,0,4.75359019110636,11,2.94444,1,5.84643877505772,5.7268477475872,5.46806014113513,5.62762111369064,5.65948221575962,5.77765232322266,5.78689738136671
"263","PP006","ovaalheid",5.76205138278018,5.85793315448346,"baseheid",2.23,0,5.86078622346587,9,0.693147,1,5.87211778947542,5.97888576490112,6.0282785202307,5.58724865840025,6.63463335786169,5.58724865840025,6.62804137617953
"264","PP006","banaalheid",6.20455776256869,5.73657229747919,"heidheid",2.64,0,5.73979291217923,10,0.693147,0,6.19847871649231,5.84932477994686,5.76832099579377,5.7037824746562,5.63835466933375,5.55682806169954,5.6937321388027
"265","PP006","ludiekheid",5.75574221358691,4.12713438504509,"baseheid",2.05,0,4.14313472639153,10,0,0,5.75890177387728,5.72358510195238,6.29710931993394,6.22455842927536,5.80513496891649,5.67675380226828,5.9427993751267
"266","PP006","aftandsheid",5.53733426701854,4.18965474202643,"heidheid",2.05,0,4.20469261939097,11,0,0,5.68697535633982,5.46806014113513,5.51342874616498,5.48893772615669,5.4553211153577,6.0282785202307,5.71373280550937
"267","PP006","dementheid",6.3750248198281,3.80666248977032,"baseheid",3.23,0,3.8286413964891,10,1.09861,0,5.56068163101553,5.8406416573734,7.22183582528845,6.01126717440416,5.79301360838414,5.83188247728352,5.84354441703136
"268","PP006","onwelheid",5.85793315448346,3.95124371858143,"heidheid",2,0,3.97029191355212,9,4.96284,1,5.78689738136671,5.75574221358691,5.83773044716594,6.61740297797448,6.03548143252476,6.02586597382531,5.8664680569333
"269","PP006","basaalheid",7.13329595489607,3.52636052461616,"baseheid",2.14,0,3.55534806148941,10,0,0,6.25575004175337,5.29330482472449,7.11476944836646,7.0184017990692,6.0282785202307,5.78996017089725,5.77144112313002
"270","PP006","jofelheid",5.56452040732269,3.29583686600433,"heidheid",2.64,0,3.3322045101752,9,0,0,5.64544689764324,5.55682806169954,5.71042701737487,5.71373280550937,6.0282785202307,5.76519110278484,5.82304589548302
"271","PP006","onbelastheid",5.91079664404053,6.74523634948436,"baseheid",2.55,0,3.17805383034795,12,4.63473,6,6.15909538849193,5.67675380226828,5.73334127689775,5.54517744447956,5.77455154554441,5.97635090929793,5.77144112313002
"272","PP006","geurloosheid",5.90808293816893,7.9885429827377,"baseheid",2.95,0,2.56494935746154,12,2.70805,1,5.52942908751142,5.40717177146012,5.26785815906333,5.34710753071747,5.82008293035236,5.79909265446053,5.80814248998044
"273","PP006","erkendheid",5.8805329864007,7.59588991771854,"baseheid",4.73,0,6.5191472879404,10,0,0,6.29894924685594,5.77765232322266,6.9782137426307,6.43133108193348,5.84354441703136,5.71702770140622,5.8171111599632
"274","PP006","royaalheid",5.84354441703136,6.08904487544685,"heidheid",3.36,0,6.0913098820777,10,0.693147,0,5.87773578177964,6.22257626807137,6.13988455222626,5.80211837537706,5.91620206260743,5.8805329864007,6.33505425149806
"275","PP006","contentheid",5.80513496891649,4.48863636973214,"baseheid",2.5,0,4.49980967033027,11,0,1,5.73979291217923,5.64544689764324,5.8111409929767,5.73657229747919,5.60947179518496,5.72031177660741,5.64190707093811
"276","PP006","koketheid",5.76519110278484,4.77912349311153,"heidheid",2,0,4.78749174278205,9,1.09861,0,5.72031177660741,6.00388706710654,5.77144112313002,5.82304589548302,6.8596149036542,5.78689738136671,5.87773578177964
"277","PP006","summierheid",6.21460809842219,5.29330482472449,"baseheid",2.14,0,5.29831736654804,11,0.693147,0,6.05208916892442,5.93489419561959,5.97635090929793,6.10031895202006,6.18414889093748,5.79301360838414,5.83773044716594
"278","PP006","ontroerdheid",6.35262939631957,6.289715570909,"heidheid",3.32,0,5.54907608489522,12,0,1,5.79301360838414,5.49306144334055,5.62040086571715,5.54517744447956,6.78558764500793,5.82600010738045,6.26149168432104
"279","PP006","antiekheid",6.74641212857337,6.74405918631135,"baseheid",2.23,0,6.74523634948436,10,1.38629,2,5.93224518744801,6.10479323241498,5.87493073085203,5.99146454710798,5.61677109766657,6.44571981938558,5.8636311755981
"280","PP006","enormheid",5.75890177387728,8.42441979126388,"heidheid",3,0,8.42463920980563,9,0.693147,0,6.48768401848461,5.82304589548302,5.72358510195238,5.59842195899838,5.61677109766657,5.51745289646471,5.80814248998044
"281","PP021","lobbigheid",6.50428817353665,2.89037175789616,"baseheid",1.82,0,0,10,1.09861,3,5.95064255258773,5.81413053182507,6.10924758276437,5.76205138278018,5.83188247728352,5.74620319054015,5.6970934865054
"282","PP021","tembaarheid",6.66185474054531,5.25749537202778,"heidheid",3.73,0,0,11,1.79176,0,5.85220247977447,6.58202513889283,5.90808293816893,5.96870755998537,5.93489419561959,5.92692602597041,7.19368581839511
"283","PP021","pitloosheid",6.4118182677099,4.77912349311153,"baseheid",1.86,0,0,11,2.70805,4,5.91350300563827,5.84932477994686,6.29526600143965,6.22257626807137,5.4380793089232,5.8805329864007,5.21493575760899
"284","PP021","tilbaarheid",5.78689738136671,7.25417784645652,"heidheid",3.18,0,0,11,2.48491,1,6.1779441140506,6.26339826259162,5.82008293035236,7.02375895473844,5.99645208861902,5.84932477994686,6.5510803350434
"285","PP021","blusbaarheid",6.02102334934953,4.99721227376411,"baseheid",2.91,0,0,12,2.30259,0,5.82008293035236,5.59098698051086,5.74300318780948,5.35658627467201,6.20859002609663,5.98393628068719,5.59471137960184
"286","PP021","saprijkheid",6.4425401664682,6.10255859461357,"heidheid",1.95,0,0,11,3.55535,2,6.48004456192665,5.66296048013595,5.69035945432406,5.34233425196481,5.72358510195238,5.59842195899838,7.22402480828583
"287","PP021","ondiepheid",6.05443934626937,9.3805049984995,"baseheid",2.77,0,5.66296048013595,10,3.80666,1,6.1246833908942,5.77144112313002,5.86078622346587,5.82600010738045,6.21860011969173,5.50125821054473,6.3135480462771
"288","PP021","kortafheid",5.5683445037611,9.59940505871657,"heidheid",2.36,0,5.86929691313377,10,4.07754,1,5.66988092298052,5.63121178182137,5.33753807970132,5.55295958492162,5.89715386763674,5.49306144334055,7.11963563801764
"289","PP021","gammelheid",6.13122648948314,4.90527477843843,"baseheid",2.55,0,4.91265488573605,10,0,0,5.68697535633982,5.96100533962327,5.95842469302978,6.00635315960173,6.09582456243222,6.18620862390049,5.85507192220243
"290","PP021","beschutheid",5.47646355193151,5.21493575760899,"heidheid",2.95,0,4.78749174278205,11,0.693147,0,5.78996017089725,5.74620319054015,5.90263333340137,5.66296048013595,6.03787091992214,5.48479693349065,6.55961523749324
"291","PP021","coulantheid",6.11809719804135,1.6094379124341,"baseheid",2.5,0,1.79175946922805,11,0,1,5.80211837537706,5.78382518232974,5.71373280550937,6.10031895202006,5.78689738136671,5.64190707093811,5.59098698051086
"292","PP021","onattentheid",5.76832099579377,5.94803498918065,"heidheid",2.73,0,1.6094379124341,12,0,0,5.76519110278484,5.91620206260743,5.78996017089725,6.48920493132532,6.53958595561767,5.52942908751142,7.35883089834235
"293","PP021","kalkrijkheid",6.71538338633468,6.16961073249146,"baseheid",2.09,0,3.13549421592915,12,3.4012,3,6.49072353450251,6.17170059741091,5.71702770140622,6.09807428216624,6.1527326947041,5.9427993751267,6.21460809842219
"294","PP021","visrijkheid",6.77992190747225,8.04044688130311,"heidheid",2.18,0,3.04452243772342,11,4.63473,4,5.47646355193151,5.84354441703136,5.6937321388027,5.59098698051086,6.25190388316589,5.56068163101553,6.22455842927536
"295","PP021","bebrildheid",6.13556489108174,7.34213173058472,"baseheid",1.41,0,3.61091791264422,11,2.89037,3,5.6937321388027,5.90536184805457,5.67675380226828,5.68357976733868,6.00388706710654,5.83188247728352,5.79909265446053
"296","PP021","pipsheid",5.80513496891649,3.29583686600433,"heidheid",1.86,0,3.3322045101752,8,0,0,5.45958551414416,6.05443934626937,5.54907608489522,5.87493073085203,6.03068526026126,5.83188247728352,5.91079664404053
"297","PP021","beuheid",5.4380793089232,5.06259503302697,"baseheid",1.73,0,5.06890420222023,7,0,0,5.63478960316925,5.95064255258773,5.8171111599632,5.89440283426485,6.24027584517077,5.41610040220442,6.4118182677099
"298","PP021","markantheid",5.90808293816893,5.15905529921453,"heidheid",2.73,0,5.16478597392351,11,0,0,5.54907608489522,6.09356977004514,6.25190388316589,5.4249500174814,6.4723462945009,5.72358510195238,5.4510384535657
"299","PP021","riantheid",6.43615036836943,4.52178857704904,"baseheid",2.36,0,4.53259949315326,9,0,0,6.1779441140506,6.361302477573,5.94542060860658,5.80814248998044,6.02102334934953,5.87493073085203,5.56068163101553
"300","PP021","labielheid",5.6970934865054,4.36944785246702,"heidheid",3.23,0,4.38202663467388,10,0.693147,0,5.6970934865054,5.89989735358249,5.38449506278909,5.94803498918065,6.13772705408623,5.80513496891649,5.69035945432406
"301","PP021","tactvolheid",5.75257263882563,5.24174701505964,"baseheid",2.55,0,4.75359019110636,11,2.48491,1,6.02586597382531,5.97635090929793,5.70711026474888,5.80513496891649,6.26339826259162,5.71373280550937,6.53087762772588
"302","PP021","bezweetheid",5.82008293035236,6.46769872610435,"heidheid",3.36,0,4.75359019110636,11,2.94444,1,5.90808293816893,5.71042701737487,6.05678401322862,5.87211778947542,5.96100533962327,6.08904487544685,5.94803498918065
"303","PP021","ovaalheid",5.605802066296,5.85793315448346,"baseheid",2.23,0,5.86078622346587,9,0.693147,1,6.06145691892802,6.46458830368996,5.95583736946483,5.82008293035236,6.01615715969835,5.89715386763674,5.84354441703136
"304","PP021","banaalheid",6.46614472423762,5.73657229747919,"heidheid",2.64,0,5.73979291217923,10,0.693147,0,5.85507192220243,6.54678541076052,6.16120732169508,5.66988092298052,5.8111409929767,5.6937321388027,6.26339826259162
"305","PP021","ludiekheid",5.58724865840025,4.12713438504509,"baseheid",2.05,0,4.14313472639153,10,0,0,5.85507192220243,6.47697236288968,6.15909538849193,5.4971682252932,6.28599809450886,5.71702770140622,6.51025834052315
"306","PP021","aftandsheid",7.06561336359772,4.18965474202643,"heidheid",2.05,0,4.20469261939097,11,0,0,5.79909265446053,5.90263333340137,5.97888576490112,5.59098698051086,6.69826805411541,5.99893656194668,5.89440283426485
"307","PP021","dementheid",5.42934562895444,3.80666248977032,"baseheid",3.23,0,3.8286413964891,10,1.09861,0,5.9427993751267,5.85793315448346,6.67834211465433,6.27664348934164,6.25575004175337,5.74300318780948,5.85220247977447
"308","PP021","onwelheid",5.77455154554441,3.95124371858143,"heidheid",2,0,3.97029191355212,9,4.96284,1,6.65544035036765,6.13772705408623,5.82894561761021,6.59304453414244,5.98393628068719,5.9427993751267,5.80211837537706
"309","PP021","basaalheid",5.97635090929793,3.52636052461616,"baseheid",2.14,0,3.55534806148941,10,0,0,5.75257263882563,5.62762111369064,5.4424177105218,5.96870755998537,7.2868764117507,5.73979291217923,5.6021188208797
"310","PP021","jofelheid",5.97888576490112,3.29583686600433,"heidheid",2.64,0,3.3322045101752,9,0,0,5.80513496891649,5.96614673912369,6.03787091992214,5.91889385427315,6.08221891037645,5.97126183979046,6.60258789218934
"311","PP021","onbelastheid",5.8636311755981,6.74523634948436,"baseheid",2.55,0,3.17805383034795,12,4.63473,6,5.95583736946483,5.54517744447956,5.85220247977447,5.88887795833288,6.29341927884648,5.53733426701854,5.46383180502561
"312","PP021","geurloosheid",6.02102334934953,7.9885429827377,"baseheid",2.95,0,2.56494935746154,12,2.70805,1,5.95064255258773,5.88887795833288,6.14846829591765,6.27476202124194,5.89715386763674,6.09356977004514,6.39526159811545
"313","PP021","erkendheid",5.89989735358249,7.59588991771854,"baseheid",4.73,0,6.5191472879404,10,0,0,5.56068163101553,5.82008293035236,6.0282785202307,6.76157276880406,5.91620206260743,5.72031177660741,5.71373280550937
"314","PP021","royaalheid",6.04025471127741,6.08904487544685,"heidheid",3.36,0,6.0913098820777,10,0.693147,0,5.40717177146012,6.05443934626937,5.79301360838414,5.62762111369064,5.63835466933375,5.64897423816121,5.99893656194668
"315","PP021","contentheid",6.63725803128446,4.48863636973214,"baseheid",2.5,0,4.49980967033027,11,0,1,5.94542060860658,6.04500531403601,6.63200177739563,6.04025471127741,5.98393628068719,5.7037824746562,5.98141421125448
"316","PP021","koketheid",6.33150184989369,4.77912349311153,"heidheid",2,0,4.78749174278205,9,1.09861,0,5.78074351579233,6.11589212548303,6.01615715969835,5.91350300563827,6.16331480403464,6.68210859744981,7.04925484125584
"317","PP021","summierheid",5.84932477994686,5.29330482472449,"baseheid",2.14,0,5.29831736654804,11,0.693147,0,5.86929691313377,5.88332238848828,6.23048144757848,6.05443934626937,6.16751649088834,6.1779441140506,6.25190388316589
"318","PP021","ontroerdheid",5.65248918026865,6.289715570909,"heidheid",3.32,0,5.54907608489522,12,0,1,5.94803498918065,5.605802066296,6.25382881157547,5.65948221575962,5.8805329864007,5.73657229747919,5.75890177387728
"319","PP021","antiekheid",6.13339804299665,6.74405918631135,"baseheid",2.23,0,6.74523634948436,10,1.38629,2,6.0282785202307,6.30444880242198,6.25958146406492,5.59098698051086,5.96870755998537,6.30444880242198,5.99146454710798
"320","PP021","enormheid",5.76832099579377,8.42441979126388,"heidheid",3,0,8.42463920980563,9,0.693147,0,6.29526600143965,6.01859321449623,5.66296048013595,5.75257263882563,5.97888576490112,5.65948221575962,5.97126183979046
"321","PP030","lobbigheid",5.40717177146012,2.89037175789616,"baseheid",1.82,0,0,10,1.09861,3,5.52146091786225,5.38449506278909,5.59842195899838,5.43372200355424,5.48479693349065,5.49306144334055,5.45958551414416
"322","PP030","tembaarheid",5.48479693349065,5.25749537202778,"heidheid",3.73,0,0,11,1.79176,0,5.50938833662798,5.64190707093811,5.40267738187228,5.67675380226828,5.34710753071747,5.53733426701854,5.54907608489522
"323","PP030","pitloosheid",5.27811465923052,4.77912349311153,"baseheid",1.86,0,0,11,2.70805,4,5.4510384535657,5.42053499927229,5.52942908751142,5.33753807970132,5.52146091786225,5.46806014113513,5.52942908751142
"324","PP030","tilbaarheid",5.63835466933375,7.25417784645652,"heidheid",3.18,0,0,11,2.48491,1,5.48893772615669,5.4553211153577,5.46806014113513,5.51342874616498,5.51745289646471,5.46383180502561,5.61312810638807
"325","PP030","blusbaarheid",5.59471137960184,4.99721227376411,"baseheid",2.91,0,0,12,2.30259,0,5.50533153593236,5.4971682252932,5.52942908751142,5.4424177105218,5.4424177105218,5.4380793089232,5.4553211153577
"326","PP030","saprijkheid",5.41164605185504,6.10255859461357,"heidheid",1.95,0,0,11,3.55535,2,5.46383180502561,5.48479693349065,5.46806014113513,5.4249500174814,5.45958551414416,5.52545293913178,5.46806014113513
"327","PP030","ondiepheid",5.4424177105218,9.3805049984995,"baseheid",2.77,0,5.66296048013595,10,3.80666,1,5.62762111369064,5.48479693349065,5.58724865840025,5.50125821054473,5.54126354515843,5.50533153593236,5.53733426701854
"328","PP030","kortafheid",5.48063892334199,9.59940505871657,"heidheid",2.36,0,5.86929691313377,10,4.07754,1,5.48479693349065,5.50125821054473,5.62401750618734,5.54907608489522,5.50938833662798,5.52942908751142,5.48479693349065
"329","PP030","gammelheid",5.48893772615669,4.90527477843843,"baseheid",2.55,0,4.91265488573605,10,0,0,5.57972982598622,5.50938833662798,5.4249500174814,5.47227067367148,5.57215403217776,5.59471137960184,5.52146091786225
"330","PP030","beschutheid",5.55682806169954,5.21493575760899,"heidheid",2.95,0,4.78749174278205,11,0.693147,0,5.52942908751142,5.96100533962327,5.39362754635236,5.4249500174814,5.4510384535657,5.51342874616498,5.48479693349065
"331","PP030","coulantheid",5.60947179518496,1.6094379124341,"baseheid",2.5,0,1.79175946922805,11,0,1,5.57215403217776,5.46383180502561,5.43372200355424,5.51745289646471,5.56452040732269,5.51745289646471,5.4553211153577
"332","PP030","onattentheid",5.4510384535657,5.94803498918065,"heidheid",2.73,0,1.6094379124341,12,0,0,5.50533153593236,5.48479693349065,5.4424177105218,5.47646355193151,5.84354441703136,5.4249500174814,5.41164605185504
"333","PP030","kalkrijkheid",5.605802066296,6.16961073249146,"baseheid",2.09,0,3.13549421592915,12,3.4012,3,6.14846829591765,5.53338948872752,5.74939298590825,5.4971682252932,5.75574221358691,5.605802066296,5.41164605185504
"334","PP030","visrijkheid",5.56068163101553,8.04044688130311,"heidheid",2.18,0,3.04452243772342,11,4.63473,4,5.66642668811243,5.54126354515843,5.57972982598622,5.41164605185504,5.50938833662798,5.5683445037611,5.48893772615669
"335","PP030","bebrildheid",5.34710753071747,7.34213173058472,"baseheid",1.41,0,3.61091791264422,11,2.89037,3,5.43372200355424,5.42053499927229,5.39362754635236,5.33271879326537,5.40267738187228,5.4380793089232,5.4553211153577
"336","PP030","pipsheid",5.4424177105218,3.29583686600433,"heidheid",1.86,0,3.3322045101752,8,0,0,5.49306144334055,5.46806014113513,5.42934562895444,5.4249500174814,5.57215403217776,5.64190707093811,5.4249500174814
"337","PP030","beuheid",5.67332326717149,5.06259503302697,"baseheid",1.73,0,5.06890420222023,7,0,0,5.56068163101553,5.63478960316925,5.65599181081985,5.64897423816121,5.74939298590825,5.53733426701854,5.64544689764324
"338","PP030","markantheid",5.3890717298165,5.15905529921453,"heidheid",2.73,0,5.16478597392351,11,0,0,5.50533153593236,5.52942908751142,5.53338948872752,6.03787091992214,6.0282785202307,5.54517744447956,5.35658627467201
"339","PP030","riantheid",5.5683445037611,4.52178857704904,"baseheid",2.36,0,4.53259949315326,9,0,0,5.57972982598622,5.56452040732269,5.56452040732269,5.52545293913178,5.56068163101553,5.50533153593236,5.52545293913178
"340","PP030","labielheid",5.52545293913178,4.36944785246702,"heidheid",3.23,0,4.38202663467388,10,0.693147,0,5.49306144334055,5.34710753071747,5.51342874616498,5.57972982598622,5.62401750618734,5.63478960316925,5.66988092298052
