"","Subject","Word","Trial","RT","Condition","Rating","Frequency","BaseFrequency","LengthInLetters","FamilySize","NumberOfSynsets","ResponseToPrime","RTtoPrime","RTmin1","RTmin2","RTmin3","RTmin4"
"192","pp15","enormheid",326,6.44888939414686,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.49526555593701,788,686,707,658
"193","pp15","onwelheid",329,6.41345895716736,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.50578406012823,675,668,632,788
"194","pp15","tilbaarheid",331,6.39526159811545,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.34738920965601,602,610,675,668
"195","pp15","geurloosheid",332,6.41836493593621,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.46302945692067,599,602,610,675
"196","pp15","pipsheid",344,6.78219205600679,"baseheid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.3279367837292,670,737,777,639
"197","pp15","aftandsheid",346,6.40191719672719,"baseheid",2.05,0,4.20469261939097,11,0,0,"correct",6.52209279817015,696,882,670,737
"198","pp16","enormheid",79,6.30991827822652,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.25958146406492,621,501,576,657
"199","pp16","basaalheid",81,6.61069604471776,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.56807791141198,693,550,621,501
"200","pp16","markantheid",83,6.29710931993394,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.26720054854136,586,743,693,550
"201","pp16","ontroerdheid",89,6.52209279817015,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.46458830368996,519,649,603,608
"202","pp16","lobbigheid",92,6.44094654063292,"baseheid",1.82,0,0,10,0.741275220811803,3,"correct",6.43133108193348,627,580,680,519
"203","pp16","contentheid",95,6.45204895443723,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.3026189757449,664,790,627,627
"204","pp16","riantheid",96,6.3261494731551,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.27476202124194,634,664,790,627
"205","pp16","tembaarheid",111,6.42486902390539,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.84694313958538,598,644,635,968
"206","pp16","onattentheid",115,6.23244801655052,"heid",2.73,0,1.6094379124341,12,0,0,"correct",6.48768401848461,525,556,547,617
"207","pp16","bebrildheid",130,6.26339826259162,"baseheid",1.41,0,3.61091791264422,11,1.35850426878838,3,"incorrect",6.36302810354046,631,510,537,514
"208","pp16","aftandsheid",139,6.73459165997295,"heid",2.05,0,4.20469261939097,11,0,0,"correct",6.89972310728487,1479,601,543,767
"209","pp16","geurloosheid",143,6.49526555593701,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.30078579466324,611,639,760,841
"210","pp16","ovaalheid",157,6.26339826259162,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.24222326545517,605,710,694,640
"211","pp16","erkendheid",172,6.32076829425058,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.35610766069589,762,546,824,751
"212","pp16","coulantheid",174,6.33505425149806,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.62539236800796,623,556,762,546
"213","pp16","labielheid",196,6.36818718635049,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.40522845803084,579,609,654,597
"214","pp16","visrijkheid",200,6.41673228251233,"heid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.36302810354046,717,489,516,583
"215","pp16","ondiepheid",206,6.46925031679577,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.34035930372775,633,862,611,571
"216","pp16","onwelheid",207,6.41673228251233,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.4425401664682,645,633,862,611
"217","pp16","blusbaarheid",209,6.67456139181443,"baseheid",2.91,0,0,12,1.19470700912477,0,"correct",6.71417052990947,614,612,645,633
"218","pp16","tilbaarheid",215,6.5206211275587,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.46302945692067,584,546,784,689
"219","pp16","gammelheid",221,6.3491389913798,"baseheid",2.55,0,4.91265488573605,10,0,0,"correct",6.91373735065968,675,534,757,758
"220","pp16","koketheid",228,6.4707995037826,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.55819780281227,566,535,590,623
"221","pp16","ludiekheid",232,6.33150184989369,"baseheid",2.05,0,4.14313472639153,10,0,0,"correct",6.3919171133926,514,541,497,646
"222","pp16","pipsheid",242,6.26909628370626,"heid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.34738920965601,573,522,674,594
"223","pp16","banaalheid",252,6.49526555593701,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.66440902035041,566,513,654,569
"224","pp16","bezweetheid",257,6.57368016696065,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.63068338564237,650,566,709,535
"225","pp16","beschutheid",264,6.30444880242198,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.43454651878745,527,545,533,881
"226","pp16","antiekheid",271,6.18826412308259,"baseheid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.24222326545517,586,581,734,585
"227","pp16","tactvolheid",274,6.50578406012823,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.51767127291227,537,782,487,586
"228","pp16","jofelheid",275,6.22653666928747,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.16120732169508,669,537,782,487
"229","pp16","pitloosheid",309,6.54821910276237,"baseheid",1.86,0,0,11,1.31050613197084,4,"correct",6.36475075685191,565,549,531,589
"230","pp16","summierheid",310,6.49828214947643,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.37331978957701,698,565,549,531
"231","pp16","kalkrijkheid",316,6.3919171133926,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.2709884318583,506,523,616,526
"232","pp16","onbelastheid",317,6.22653666928747,"baseheid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.09807428216624,597,506,523,616
"233","pp16","kortafheid",326,6.3578422665081,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.59441345974978,528,605,549,566
"234","pp16","saprijkheid",333,6.23048144757848,"heid",1.95,0,0,11,1.51630236639884,2,"correct",6.60665018619822,674,579,478,543
"235","pp16","beuheid",337,6.34388043412633,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.50578406012823,507,762,506,508
"236","pp16","dementheid",343,6.18620862390049,"baseheid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.60800062529609,509,603,626,631
"237","pp16","royaalheid",344,6.26149168432104,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.26149168432104,486,509,603,626
"238","pp17","riantheid",68,6.7900972355139,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.77308037565554,1149,955,1045,604
"239","pp17","beuheid",73,6.9177056098353,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.41673228251233,1377,911,1139,831
"240","pp17","ovaalheid",81,6.38687931936265,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.46769872610435,560,883,698,1108
"241","pp17","beschutheid",101,6.62539236800796,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.23244801655052,770,814,745,934
"242","pp17","tactvolheid",103,7.06646697013696,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.35262939631957,1259,754,770,814
"243","pp17","tembaarheid",105,7.0975488506148,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.95177216439891,848,1172,1259,754
"244","pp17","summierheid",130,7.05531284333975,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.72743172485086,928,1507,642,1149
"245","pp17","tilbaarheid",131,6.9782137426307,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.60394382460047,1159,928,1507,642
"246","pp17","labielheid",163,7.11801620446533,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",7.032624261028,860,1670,889,1081
"247","pp17","contentheid",164,6.74758652682932,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.58892647753352,1234,860,1670,889
"248","pp17","dementheid",180,6.7428806357919,"baseheid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.53958595561767,813,1470,1029,850
"249","pp17","enormheid",181,7.2086003379602,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",7.1739583197568,848,813,1470,1029
"250","pp17","royaalheid",192,7.1276936993474,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"incorrect",7.46737106691756,668,617,776,890
"251","pp17","jofelheid",196,7.04403289727469,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.73340189183736,573,1147,813,1246
"252","pp17","basaalheid",214,7.26403014289953,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.64248680136726,773,989,1058,1750
"253","pp17","kalkrijkheid",222,7.23993259132047,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",7.02286808608264,1489,845,838,851
"254","pp17","kortafheid",224,6.70808408385307,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",7.31521838975297,930,1394,1489,845
"255","pp17","ontroerdheid",243,6.83195356556585,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.99301512293296,894,747,1065,1022
"256","pp17","banaalheid",250,6.88243747099785,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"incorrect",7.46737106691756,1067,1114,762,842
"257","pp17","erkendheid",253,6.65027904858742,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.65027904858742,1060,598,975,1067
"258","pp17","coulantheid",256,6.9622434642662,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.51471269087253,1215,588,773,1060
"259","pp17","geurloosheid",261,6.61606518513282,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",7.30586003268401,1018,613,595,1641
"260","pp17","ondiepheid",278,7.34148385236316,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.32256523992728,688,578,759,1536
"261","pp17","markantheid",279,6.72142570079064,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.92951677076365,1543,688,578,759
"262","pp17","bezweetheid",297,7.3078727807637,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"incorrect",7.40306109109009,1303,1074,658,719
"263","pp17","koketheid",307,7.03614849375054,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",7.26332961747684,851,1372,897,1732
"264","pp17","onattentheid",310,6.92461239604856,"heid",2.73,0,1.6094379124341,12,0,0,"correct",7.46508273639955,768,943,1137,851
"265","pp17","onwelheid",320,7.14124512235049,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"incorrect",7.10906213568717,796,1051,646,926
"266","pp18","koketheid",69,7.04141166379481,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"incorrect",7.20414929203594,959,853,723,764
"267","pp18","bezweetheid",78,6.5132301109123,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.59304453414244,620,616,799,756
"268","pp18","ondiepheid",88,6.64509096950564,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.37672694789863,675,671,617,815
"269","pp18","saprijkheid",89,6.94312242281943,"heid",1.95,0,0,11,1.51630236639884,2,"incorrect",6.52649485957079,769,675,671,617
"270","pp18","royaalheid",97,6.98656645940643,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.45519856334012,863,1002,768,607
"271","pp18","antiekheid",101,6.32076829425058,"baseheid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.37842618365159,612,657,634,1082
"272","pp18","beschutheid",110,6.93537044601511,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",7.06902342657826,811,583,815,820
"273","pp18","gammelheid",119,6.44571981938558,"baseheid",2.55,0,4.91265488573605,10,0,0,"correct",6.67456139181443,676,862,567,699
"274","pp18","tactvolheid",131,6.63594655568665,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.63068338564237,657,559,653,637
"275","pp18","onattentheid",143,6.65415252018322,"heid",2.73,0,1.6094379124341,12,0,0,"correct",6.77992190747225,679,625,538,956
"276","pp18","tembaarheid",144,6.5206211275587,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.7990558620588,776,679,625,538
"277","pp18","contentheid",146,6.5410299991899,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.7093043402583,588,679,776,679
"278","pp18","erkendheid",147,6.50128967054039,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.70318811324086,693,588,679,776
"279","pp18","riantheid",165,6.87316383421252,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.4150969591716,709,666,816,692
"280","pp18","beuheid",169,6.76157276880406,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.3261494731551,741,1215,594,966
"281","pp18","banaalheid",176,6.84054652928869,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",7.12608727329912,729,558,1057,688
"282","pp18","kortafheid",179,6.74051935960622,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.8627579130514,971,554,935,729
"283","pp18","blusbaarheid",189,6.59850902861452,"baseheid",2.91,0,0,12,1.19470700912477,0,"correct",6.48768401848461,571,697,609,727
"284","pp18","basaalheid",200,6.59987049921284,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.93439720992856,892,657,556,981
"285","pp18","ovaalheid",248,6.4118182677099,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.3456363608286,669,961,564,591
"286","pp18","visrijkheid",253,6.31535800152233,"heid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.74641212857337,668,834,746,642
"287","pp18","labielheid",265,6.60258789218934,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.58202513889283,634,836,631,788
"288","pp18","onbelastheid",266,6.79682371827486,"baseheid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.3985949345352,737,634,836,631
"289","pp18","pitloosheid",272,6.66568371778241,"baseheid",1.86,0,0,11,1.31050613197084,4,"correct",6.70686233660275,1137,712,626,798
"290","pp18","jofelheid",274,6.6945620585211,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.73933662735717,923,785,1137,712
"291","pp18","kalkrijkheid",276,6.6945620585211,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.53813982376767,767,808,923,785
"292","pp18","coulantheid",281,6.66057514983969,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.62539236800796,669,774,721,619
"293","pp18","ontroerdheid",282,6.48768401848461,"heid",3.32,0,5.54907608489522,12,0,1,"correct",7.28207365809346,781,669,774,721
"294","pp18","bebrildheid",303,6.71052310945243,"baseheid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",6.7286286130847,685,609,550,608
"295","pp18","markantheid",319,6.45362499889269,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.65157187358973,563,505,599,709
"296","pp18","summierheid",320,6.51471269087253,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.50578406012823,635,563,505,599
"297","pp18","enormheid",326,6.37331978957701,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.78332520060396,551,640,837,647
"298","pp18","onwelheid",329,6.65286302935335,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.91671502035361,706,669,586,551
"299","pp18","tilbaarheid",331,6.46458830368996,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.41345895716736,1120,775,706,669
"300","pp18","geurloosheid",332,6.47697236288968,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.53233429222235,642,1120,775,706
"301","pp18","pipsheid",344,6.45833828334479,"heid",1.86,0,3.3322045101752,8,0,0,"correct",6.87832646829133,1011,1392,786,633
"302","pp18","aftandsheid",346,6.69950034016168,"heid",2.05,0,4.20469261939097,11,0,0,"correct",6.84268328223842,575,638,1011,1392
"303","pp19","enormheid",79,6.85646198459459,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.42486902390539,704,877,705,861
"304","pp19","basaalheid",81,6.69703424766648,"heid",2.14,0,3.55534806148941,10,0,0,"correct",6.80572255341699,664,950,704,877
"305","pp19","markantheid",83,6.63463335786169,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.46302945692067,697,810,664,950
"306","pp19","ontroerdheid",89,6.59578051396131,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.53378883793334,841,690,597,825
"307","pp19","lobbigheid",92,6.63331843328038,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.65286302935335,604,946,732,841
"308","pp19","contentheid",95,6.51025834052315,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.81892406527552,764,678,760,604
"309","pp19","riantheid",96,6.56526497003536,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.56244409369372,672,764,678,760
"310","pp19","tembaarheid",111,6.34212141872115,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.39024066706535,726,694,699,658
"311","pp19","onattentheid",115,6.60934924316738,"baseheid",2.73,0,1.6094379124341,12,0,0,"correct",6.75809450442773,598,628,638,568
"312","pp19","bebrildheid",130,6.54534966033442,"heid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",6.85224256905188,739,560,812,639
"313","pp19","aftandsheid",139,6.84800527457636,"baseheid",2.05,0,4.20469261939097,11,0,0,"correct",6.62406522779989,649,609,709,852
"314","pp19","geurloosheid",143,6.51619307604296,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.38012253689976,650,728,774,942
"315","pp19","ovaalheid",157,6.41836493593621,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.50128967054039,593,681,573,713
"316","pp19","erkendheid",172,6.68336094576627,"heid",4.73,0,6.5191472879404,10,0,0,"incorrect",7.11395610956603,712,666,835,627
"317","pp19","coulantheid",174,6.56244409369372,"heid",2.5,0,1.79175946922805,11,0,1,"correct",6.76272950693188,584,799,712,666
"318","pp19","labielheid",196,6.61606518513282,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.38519439899773,703,656,636,743
"319","pp19","visrijkheid",200,6.58202513889283,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.49828214947643,699,1130,721,747
"320","pp19","ondiepheid",206,6.34388043412633,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.72262979485545,539,764,617,643
"321","pp19","onwelheid",207,6.46458830368996,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.38012253689976,569,539,764,617
"322","pp19","blusbaarheid",209,6.52502965784346,"heid",2.91,0,0,12,1.19470700912477,0,"correct",6.72743172485086,574,642,569,539
"323","pp19","tilbaarheid",215,6.51619307604296,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.3491389913798,650,738,639,596
"324","pp19","gammelheid",221,6.63987583382654,"heid",2.55,0,4.91265488573605,10,0,0,"correct",6.63331843328038,682,625,616,711
"325","pp19","koketheid",228,6.48616078894409,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.39692965521615,660,608,674,612
"326","pp19","ludiekheid",232,6.59987049921284,"heid",2.05,0,4.14313472639153,10,0,0,"correct",6.61069604471776,703,708,762,656
"327","pp19","pipsheid",242,6.51619307604296,"baseheid",1.86,0,3.3322045101752,8,0,0,"correct",6.46614472423762,825,697,682,622
"328","pp19","banaalheid",252,6.5510803350434,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.45990445437753,653,534,655,629
"329","pp19","bezweetheid",257,6.52209279817015,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.56667242980324,611,708,634,800
"330","pp19","beschutheid",264,6.68210859744981,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.41673228251233,713,694,689,872
"331","pp19","tactvolheid",274,6.64378973314767,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.69579891705849,846,1024,1078,829
"332","pp19","jofelheid",275,6.7286286130847,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.64768837356333,768,846,1024,1078
"333","pp19","pitloosheid",309,6.3750248198281,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.62007320653036,651,681,535,728
"334","pp19","summierheid",310,6.60665018619822,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.7202201551353,587,651,681,535
"335","pp19","kalkrijkheid",316,6.55393340402581,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.77422388635761,607,702,600,576
"336","pp19","onbelastheid",317,6.5792512120101,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"incorrect",7.14361760270412,702,607,702,600
"337","pp19","kortafheid",326,6.49072353450251,"baseheid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.53233429222235,709,844,1075,682
"338","pp19","saprijkheid",333,6.58479139238572,"baseheid",1.95,0,0,11,1.51630236639884,2,"correct",6.5510803350434,652,612,628,662
"339","pp19","beuheid",337,6.85118492749374,"heid",1.73,0,5.06890420222023,7,0,0,"correct",6.81234509417748,1157,907,557,724
"340","pp19","dementheid",343,6.5792512120101,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.4723462945009,607,636,720,781
"341","pp19","royaalheid",344,6.45990445437753,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.44888939414686,720,607,636,720
"342","pp2","riantheid",68,6.48616078894409,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.45676965557216,637,745,649,685
"343","pp2","beuheid",73,6.53958595561767,"heid",1.73,0,5.06890420222023,7,0,0,"incorrect",6.2709884318583,514,494,601,516
"344","pp2","ovaalheid",81,6.18001665365257,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.54678541076052,814,561,522,428
"345","pp2","aftandsheid",88,6.56385552653213,"baseheid",2.05,0,4.20469261939097,11,0,0,"incorrect",6.20455776256869,534,769,595,919
"346","pp2","beschutheid",101,6.3456363608286,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.14846829591765,590,508,560,600
"347","pp2","tactvolheid",103,6.17378610390194,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.60934924316738,538,570,590,508
"348","pp2","tembaarheid",105,6.26149168432104,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.47543271670409,699,480,538,570
"349","pp2","summierheid",130,6.35610766069589,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.43133108193348,657,616,495,584
"350","pp2","tilbaarheid",131,6.22257626807137,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.30991827822652,576,657,616,495
"351","pp2","pitloosheid",135,6.34212141872115,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.49072353450251,505,509,1750,504
"352","pp2","labielheid",163,6.48004456192665,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.35957386867238,561,743,544,860
"353","pp2","contentheid",164,6.22851100359118,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.66185474054531,652,561,743,544
"354","pp2","saprijkheid",178,6.71659477352098,"baseheid",1.95,0,0,11,1.51630236639884,2,"correct",6.48004456192665,625,528,562,790
"355","pp2","dementheid",180,6.23048144757848,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.25575004175337,753,826,625,528
"356","pp2","enormheid",181,6.3261494731551,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.20050917404269,508,753,826,625
"357","pp2","bebrildheid",185,6.48157712927643,"heid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",6.98471632011827,514,679,818,559
"358","pp2","royaalheid",192,6.36647044773144,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.3135480462771,615,552,715,586
"359","pp2","jofelheid",196,6.16961073249146,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.21460809842219,508,604,691,582
"360","pp2","blusbaarheid",206,6.52649485957079,"heid",2.91,0,0,12,1.19470700912477,0,"incorrect",6.53958595561767,682,559,464,582
"361","pp2","basaalheid",214,6.1527326947041,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.67203294546107,665,527,593,489
"362","pp2","kalkrijkheid",222,6.24997524225948,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.70686233660275,534,645,697,608
"363","pp2","kortafheid",224,6.22059017009974,"baseheid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.24222326545517,610,518,534,645
"364","pp2","ontroerdheid",243,6.40191719672719,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.13988455222626,678,704,591,488
"365","pp2","lobbigheid",249,7.34342622914737,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.57507584059962,1183,782,753,753
"366","pp2","banaalheid",250,6.3261494731551,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.19236248947487,1546,1183,782,753
"367","pp2","erkendheid",253,6.48157712927643,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.49978704065585,713,602,559,1546
"368","pp2","coulantheid",256,6.31173480915291,"heid",2.5,0,1.79175946922805,11,0,1,"correct",6.51767127291227,664,593,653,713
"369","pp2","geurloosheid",261,6.25190388316589,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.2803958389602,485,642,492,545
"370","pp2","antiekheid",271,6.04025471127741,"heid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.3297209055227,533,671,464,724
"371","pp2","ludiekheid",273,6.67456139181443,"heid",2.05,0,4.14313472639153,10,0,0,"incorrect",6.57646956904822,534,420,533,671
"372","pp2","ondiepheid",278,6.10479323241498,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.5132301109123,635,494,625,878
"373","pp2","markantheid",279,6.25766758788264,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.19031540585315,448,635,494,625
"374","pp2","pipsheid",285,6.44888939414686,"baseheid",1.86,0,3.3322045101752,8,0,0,"correct",6.62406522779989,571,492,616,630
"375","pp2","bezweetheid",297,6.24804287450843,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.30078579466324,463,605,562,635
"376","pp2","onbelastheid",303,6.46302945692067,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.78105762593618,702,870,527,545
"377","pp2","koketheid",307,6.25766758788264,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.58479139238572,533,599,679,641
"378","pp2","onattentheid",310,6.29526600143965,"baseheid",2.73,0,1.6094379124341,12,0,0,"correct",6.27852142416584,572,575,522,533
"379","pp2","onwelheid",320,6.3578422665081,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.15697898558556,469,641,682,532
"380","pp2","visrijkheid",336,6.33150184989369,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.13772705408623,731,825,505,677
"381","pp2","gammelheid",338,6.35610766069589,"heid",2.55,0,4.91265488573605,10,0,0,"incorrect",6.37842618365159,511,562,731,825
"382","pp20","riantheid",68,6.45362499889269,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.55535689181067,741,678,526,804
"383","pp20","beuheid",73,6.71174039505618,"heid",1.73,0,5.06890420222023,7,0,0,"correct",6.68586094706836,603,518,736,803
"384","pp20","ovaalheid",81,6.71295620067707,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"incorrect",6.24804287450843,695,674,574,520
