"","Rating","Subject","Word","Class","Naive","Language","MeanFamiliarity"
"520",4,"To","camel","animal","naive","English",0.6931472
"521",3,"To","cucumber","plant","naive","English",0
"522",3,"To","chicken","animal","naive","English",1.0986123
"523",5,"To","crocodile","animal","naive","English",0
"524",2,"To","potato","plant","naive","English",0
"525",2,"To","peanut","plant","naive","English",0.6931472
"526",7,"To","whale","animal","naive","English",1.0986123
"527",3,"To","monkey","animal","naive","English",0
"528",3,"To","beaver","animal","naive","English",0
"529",3,"To","orange","plant","naive","English",1.3862944
"530",3,"To","bat","animal","naive","English",2.1972246
"531",2,"To","ant","animal","naive","English",1.3862944
"532",4,"To","dolphin","animal","naive","English",0
"533",5,"To","elephant","animal","naive","English",0.6931472
"534",4,"To","pig","animal","naive","English",2.7725887
"535",3,"To","magpie","animal","naive","English",0
"536",3,"To","mustard","plant","naive","English",0
"537",4,"To","reindeer","animal","naive","English",0
"538",2,"To","wasp","animal","naive","English",1.3862944
"539",3,"To","mouse","animal","naive","English",1.9459101
"540",2,"To","olive","plant","naive","English",1.0986123
"541",4,"To","sheep","animal","naive","English",2.3025851
"542",3,"To","paprika","plant","naive","English",0
"543",3,"To","avocado","plant","naive","English",0
"544",4,"To","donkey","animal","naive","English",0
"545",3,"To","eggplant","plant","naive","English",0
"546",3,"To","carrot","plant","naive","English",0.6931472
"547",4,"To","cat","animal","naive","English",2.7725887
"548",4,"To","dog","animal","naive","English",3.1354942
"549",2,"To","almond","plant","naive","English",0
"550",3,"To","apple","plant","naive","English",1.0986123
"551",3,"To","lettuce","plant","naive","English",0
"552",2,"To","strawberry","plant","naive","English",0
"553",3,"To","lemon","plant","naive","English",0.6931472
"554",2,"To","walnut","plant","naive","English",0
"555",2,"To","blackberry","plant","naive","English",0.6931472
"556",4,"To","gull","animal","naive","English",1.6094379
"557",3,"To","clove","plant","naive","English",0
"558",3,"To","gherkin","plant","naive","English",0
"559",4,"To","fox","animal","naive","English",1.7917595
"560",3,"To","pineapple","plant","naive","English",0
"561",2,"To","cherry","plant","naive","English",0.6931472
"562",3,"To","tomato","plant","naive","English",0
"563",4,"To","goat","animal","naive","English",1.9459101
"564",4,"To","eagle","animal","naive","English",1.0986123
"565",3,"To","tortoise","animal","naive","English",0
"566",3,"To","kiwi","plant","naive","English",0
"567",3,"To","squirrel","animal","naive","English",0
"568",3,"Mar","donkey","animal","naive","English",0
"569",4,"Mar","goose","animal","naive","English",1.7917595
"570",2,"Mar","owl","animal","naive","English",1.3862944
"571",2,"Mar","hedgehog","animal","naive","English",0
"572",4,"Mar","vulture","animal","naive","English",0
"573",1,"Mar","olive","plant","naive","English",1.0986123
"574",2,"Mar","carrot","plant","naive","English",0.6931472
"575",4,"Mar","kiwi","plant","naive","English",0
"576",1,"Mar","blackberry","plant","naive","English",0.6931472
"577",1,"Mar","blueberry","plant","naive","English",0
"578",5,"Mar","dolphin","animal","naive","English",0
"579",2,"Mar","melon","plant","naive","English",1.0986123
"580",3,"Mar","gull","animal","naive","English",1.6094379
"581",4,"Mar","squid","animal","naive","English",0
"582",2,"Mar","tomato","plant","naive","English",0
"583",2,"Mar","mushroom","plant","naive","English",0.6931472
"584",3,"Mar","dog","animal","naive","English",3.1354942
"585",5,"Mar","shark","animal","naive","English",0.6931472
"586",7,"Mar","elephant","animal","naive","English",0.6931472
"587",2,"Mar","orange","plant","naive","English",1.3862944
"588",2,"Mar","leek","plant","naive","English",0
"589",6,"Mar","lion","animal","naive","English",1.0986123
"590",6,"Mar","crocodile","animal","naive","English",0
"591",4,"Mar","pig","animal","naive","English",2.7725887
"592",2,"Mar","pineapple","plant","naive","English",0
"593",4,"Mar","swan","animal","naive","English",1.3862944
"594",2,"Mar","apricot","plant","naive","English",0
"595",2,"Mar","frog","animal","naive","English",2.0794415
"596",3,"Mar","lettuce","plant","naive","English",0
"597",1,"Mar","ant","animal","naive","English",1.3862944
"598",2,"Mar","cherry","plant","naive","English",0.6931472
"599",1,"Mar","clove","plant","naive","English",0
"600",1,"Mar","wasp","animal","naive","English",1.3862944
"601",2,"Mar","avocado","plant","naive","English",0
"602",3,"Mar","squirrel","animal","naive","English",0
"603",2,"Mar","bat","animal","naive","English",2.1972246
"604",1,"Mar","radish","plant","naive","English",0.6931472
"605",1,"Mar","butterfly","animal","naive","English",0
"606",1,"Mar","paprika","plant","naive","English",0
"607",4,"Mar","sheep","animal","naive","English",2.3025851
"608",3,"Mar","cat","animal","naive","English",2.7725887
"609",6,"Mar","reindeer","animal","naive","English",0
"610",2,"Mar","cucumber","plant","naive","English",0
"611",3,"Mar","bunny","animal","naive","English",0
"612",4,"Mar","snake","animal","naive","English",1.6094379
"613",2,"Mar","beetroot","plant","naive","English",0
"614",6,"Mar","moose","animal","naive","English",0
"615",6,"Mar","whale","animal","naive","English",1.0986123
"616",2,"Mar","pear","plant","naive","English",0
"617",2,"Mar","mole","animal","naive","English",1.0986123
"618",3,"Mar","monkey","animal","naive","English",0
"619",2,"Mar","gherkin","plant","naive","English",0
"620",1,"Mar","peanut","plant","naive","English",0.6931472
"621",4,"Mar","badger","animal","naive","English",0.6931472
"622",2,"Mar","potato","plant","naive","English",0
"623",1,"Mar","bee","animal","naive","English",1.7917595
"624",5,"Mar","camel","animal","naive","English",0.6931472
"625",2,"Mar","walnut","plant","naive","English",0
"626",2,"Mar","mouse","animal","naive","English",1.9459101
"627",3,"Mar","eggplant","plant","naive","English",0
"628",5,"Mar","tortoise","animal","naive","English",0
"629",4,"Mar","woodpecker","animal","naive","English",0
"630",4,"Mar","fox","animal","naive","English",1.7917595
"631",3,"Mar","magpie","animal","naive","English",0
"632",2,"Mar","banana","plant","naive","English",0
"633",1,"Mar","grape","plant","naive","English",1.0986123
"634",1,"Mar","almond","plant","naive","English",0
"635",2,"Mar","lemon","plant","naive","English",0.6931472
"636",2,"Mar","strawberry","plant","naive","English",0
"637",4,"Mar","goat","animal","naive","English",1.9459101
"638",6,"Mar","horse","animal","naive","English",3.3322045
"639",2,"Mar","broccoli","plant","naive","English",0
"640",2,"Mar","asparagus","plant","naive","English",0
"641",2,"Mar","apple","plant","naive","English",1.0986123
"642",4,"Mar","eagle","animal","naive","English",1.0986123
"643",3,"Mar","pigeon","animal","naive","English",1.0986123
"644",3,"Mar","chicken","animal","naive","English",1.0986123
"645",1,"Mar","spider","animal","naive","English",0.6931472
"646",1,"Mar","mustard","plant","naive","English",0
"647",4,"Mar","stork","animal","naive","English",0
"648",4,"Mar","beaver","animal","naive","English",0
"649",4,"ME","dog","animal","naive","English",3.1354942
"650",1,"ME","walnut","plant","naive","English",0
"651",3,"ME","goose","animal","naive","English",1.7917595
"652",2,"ME","pineapple","plant","naive","English",0
"653",3,"ME","kiwi","plant","naive","English",0
"654",1,"ME","strawberry","plant","naive","English",0
"655",3,"ME","woodpecker","animal","naive","English",0
"656",1,"ME","paprika","plant","naive","English",0
"657",1,"ME","peanut","plant","naive","English",0.6931472
"658",2,"ME","apricot","plant","naive","English",0
"659",3,"ME","broccoli","plant","naive","English",0
"660",1,"ME","gherkin","plant","naive","English",0
"661",6,"ME","lion","animal","naive","English",1.0986123
"662",7,"ME","reindeer","animal","naive","English",0
"663",3,"ME","eggplant","plant","naive","English",0
"664",4,"ME","swan","animal","naive","English",1.3862944
"665",2,"ME","radish","plant","naive","English",0.6931472
"666",1,"ME","frog","animal","naive","English",2.0794415
"667",6,"ME","shark","animal","naive","English",0.6931472
"668",4,"ME","badger","animal","naive","English",0.6931472
"669",7,"ME","moose","animal","naive","English",0
"670",7,"ME","elephant","animal","naive","English",0.6931472
"671",5,"ME","snake","animal","naive","English",1.6094379
"672",1,"ME","olive","plant","naive","English",1.0986123
"673",1,"ME","potato","plant","naive","English",0
"674",2,"ME","pear","plant","naive","English",0
"675",4,"ME","horse","animal","naive","English",3.3322045
"676",2,"ME","owl","animal","naive","English",1.3862944
"677",1,"ME","wasp","animal","naive","English",1.3862944
"678",4,"ME","donkey","animal","naive","English",0
"679",2,"ME","avocado","plant","naive","English",0
"680",1,"ME","almond","plant","naive","English",0
"681",7,"ME","whale","animal","naive","English",1.0986123
"682",1,"ME","blackberry","plant","naive","English",0.6931472
"683",2,"ME","banana","plant","naive","English",0
"684",4,"ME","eagle","animal","naive","English",1.0986123
"685",1,"ME","bat","animal","naive","English",2.1972246
"686",1,"ME","spider","animal","naive","English",0.6931472
"687",2,"ME","pigeon","animal","naive","English",1.0986123
"688",2,"ME","cucumber","plant","naive","English",0
"689",2,"ME","hedgehog","animal","naive","English",0
"690",2,"ME","leek","plant","naive","English",0
"691",3,"ME","mole","animal","naive","English",1.0986123
"692",4,"ME","beaver","animal","naive","English",0
"693",1,"ME","lemon","plant","naive","English",0.6931472
"694",2,"ME","bunny","animal","naive","English",0
"695",2,"ME","apple","plant","naive","English",1.0986123
"696",1,"ME","ant","animal","naive","English",1.3862944
"697",1,"ME","cherry","plant","naive","English",0.6931472
"698",2,"ME","chicken","animal","naive","English",1.0986123
"699",1,"ME","mouse","animal","naive","English",1.9459101
"700",1,"ME","bee","animal","naive","English",1.7917595
"701",2,"ME","carrot","plant","naive","English",0.6931472
"702",4,"ME","pig","animal","naive","English",2.7725887
"703",3,"ME","lettuce","plant","naive","English",0
"704",5,"ME","goat","animal","naive","English",1.9459101
"705",3,"ME","squirrel","animal","naive","English",0
"706",1,"ME","tomato","plant","naive","English",0
"707",1,"ME","grape","plant","naive","English",1.0986123
"708",5,"ME","dolphin","animal","naive","English",0
"709",1,"ME","mustard","plant","naive","English",0
"710",3,"ME","magpie","animal","naive","English",0
"711",4,"ME","sheep","animal","naive","English",2.3025851
"712",3,"ME","fox","animal","naive","English",1.7917595
"713",1,"ME","mushroom","plant","naive","English",0.6931472
"714",4,"ME","monkey","animal","naive","English",0
"715",2,"ME","orange","plant","naive","English",1.3862944
"716",7,"ME","squid","animal","naive","English",0
"717",3,"ME","gull","animal","naive","English",1.6094379
"718",4,"ME","vulture","animal","naive","English",0
"719",2,"ME","cat","animal","naive","English",2.7725887
"720",1,"ME","butterfly","animal","naive","English",0
"721",4,"ME","stork","animal","naive","English",0
"722",2,"ME","asparagus","plant","naive","English",0
"723",2,"ME","tortoise","animal","naive","English",0
"724",2,"ME","beetroot","plant","naive","English",0
"725",5,"ME","crocodile","animal","naive","English",0
"726",1,"ME","clove","plant","naive","English",0
"727",2,"ME","melon","plant","naive","English",1.0986123
"728",5,"ME","camel","animal","naive","English",0.6931472
"729",1,"ME","blueberry","plant","naive","English",0
"730",2,"Pt","bee","animal","naive","English",1.7917595
"731",3,"Pt","magpie","animal","naive","English",0
"732",1,"Pt","radish","plant","naive","English",0.6931472
"733",7,"Pt","crocodile","animal","naive","English",0
"734",3,"Pt","potato","plant","naive","English",0
"735",1,"Pt","wasp","animal","naive","English",1.3862944
"736",4,"Pt","swan","animal","naive","English",1.3862944
"737",3,"Pt","gherkin","plant","naive","English",0
"738",4,"Pt","dolphin","animal","naive","English",0
"739",7,"Pt","whale","animal","naive","English",1.0986123
"740",2,"Pt","chicken","animal","naive","English",1.0986123
"741",4,"Pt","cat","animal","naive","English",2.7725887
"742",1,"Pt","mole","animal","naive","English",1.0986123
"743",4,"Pt","dog","animal","naive","English",3.1354942
"744",1,"Pt","mouse","animal","naive","English",1.9459101
"745",1,"Pt","kiwi","plant","naive","English",0
"746",7,"Pt","elephant","animal","naive","English",0.6931472
"747",3,"Pt","badger","animal","naive","English",0.6931472
"748",2,"Pt","woodpecker","animal","naive","English",0
"749",1,"Pt","blueberry","plant","naive","English",0
"750",5,"Pt","donkey","animal","naive","English",0
"751",6,"Pt","reindeer","animal","naive","English",0
"752",3,"Pt","pigeon","animal","naive","English",1.0986123
"753",6,"Pt","squid","animal","naive","English",0
"754",5,"Pt","lion","animal","naive","English",1.0986123
"755",4,"Pt","shark","animal","naive","English",0.6931472
"756",4,"Pt","camel","animal","naive","English",0.6931472
"757",2,"Pt","asparagus","plant","naive","English",0
"758",2,"Pt","banana","plant","naive","English",0
"759",2,"Pt","lemon","plant","naive","English",0.6931472
"760",3,"Pt","cucumber","plant","naive","English",0
"761",3,"Pt","goose","animal","naive","English",1.7917595
"762",2,"Pt","frog","animal","naive","English",2.0794415
"763",2,"Pt","mushroom","plant","naive","English",0.6931472
"764",3,"Pt","carrot","plant","naive","English",0.6931472
"765",3,"Pt","lettuce","plant","naive","English",0
"766",1,"Pt","butterfly","animal","naive","English",0
"767",2,"Pt","grape","plant","naive","English",1.0986123
"768",3,"Pt","eggplant","plant","naive","English",0
"769",3,"Pt","beetroot","plant","naive","English",0
"770",2,"Pt","gull","animal","naive","English",1.6094379
"771",2,"Pt","apricot","plant","naive","English",0
"772",3,"Pt","broccoli","plant","naive","English",0
"773",2,"Pt","strawberry","plant","naive","English",0
"774",4,"Pt","squirrel","animal","naive","English",0
"775",3,"Pt","fox","animal","naive","English",1.7917595
"776",2,"Pt","owl","animal","naive","English",1.3862944
"777",6,"Pt","moose","animal","naive","English",0
"778",2,"Pt","walnut","plant","naive","English",0
"779",3,"Pt","beaver","animal","naive","English",0
"780",2,"Pt","almond","plant","naive","English",0
"781",1,"Pt","ant","animal","naive","English",1.3862944
"782",3,"Pt","snake","animal","naive","English",1.6094379
"783",1,"Pt","paprika","plant","naive","English",0
"784",5,"Pt","goat","animal","naive","English",1.9459101
"785",2,"Pt","hedgehog","animal","naive","English",0
"786",5,"Pt","tortoise","animal","naive","English",0
"787",5,"Pt","monkey","animal","naive","English",0
"788",1,"Pt","peanut","plant","naive","English",0.6931472
"789",1,"Pt","blackberry","plant","naive","English",0.6931472
"790",3,"Pt","melon","plant","naive","English",1.0986123
"791",3,"Pt","stork","animal","naive","English",0
"792",4,"Pt","eagle","animal","naive","English",1.0986123
"793",5,"Pt","vulture","animal","naive","English",0
"794",2,"Pt","orange","plant","naive","English",1.3862944
"795",4,"Pt","sheep","animal","naive","English",2.3025851
"796",1,"Pt","clove","plant","naive","English",0
"797",2,"Pt","cherry","plant","naive","English",0.6931472
"798",5,"Pt","horse","animal","naive","English",3.3322045
"799",3,"Pt","apple","plant","naive","English",1.0986123
"800",1,"Pt","mustard","plant","naive","English",0
"801",3,"Pt","bat","animal","naive","English",2.1972246
"802",2,"Pt","olive","plant","naive","English",1.0986123
"803",3,"Pt","bunny","animal","naive","English",0
"804",3,"Pt","leek","plant","naive","English",0
"805",2,"Pt","pear","plant","naive","English",0
"806",5,"Pt","pig","animal","naive","English",2.7725887
"807",4,"Pt","avocado","plant","naive","English",0
"808",2,"Pt","spider","animal","naive","English",0.6931472
"809",2,"Pt","pineapple","plant","naive","English",0
"810",2,"Pt","tomato","plant","naive","English",0
"811",3,"AL","goose","animal","naive","English",1.7917595
"812",3,"AL","magpie","animal","naive","English",0
"813",2,"AL","lemon","plant","naive","English",0.6931472
"814",4,"AL","snake","animal","naive","English",1.6094379
"815",1,"AL","olive","plant","naive","English",1.0986123
"816",4,"AL","tortoise","animal","naive","English",0
"817",2,"AL","gherkin","plant","naive","English",0
"818",6,"AL","dolphin","animal","naive","English",0
"819",4,"AL","chicken","animal","naive","English",1.0986123
"820",5,"AL","sheep","animal","naive","English",2.3025851
"821",3,"AL","eggplant","plant","naive","English",0
"822",1,"AL","ant","animal","naive","English",1.3862944
"823",3,"AL","carrot","plant","naive","English",0.6931472
"824",3,"AL","pigeon","animal","naive","English",1.0986123
"825",2,"AL","paprika","plant","naive","English",0
"826",1,"AL","spider","animal","naive","English",0.6931472
"827",4,"AL","owl","animal","naive","English",1.3862944
"828",6,"AL","shark","animal","naive","English",0.6931472
"829",1,"AL","blackberry","plant","naive","English",0.6931472
"830",6,"AL","reindeer","animal","naive","English",0
"831",2,"AL","bat","animal","naive","English",2.1972246
"832",5,"AL","fox","animal","naive","English",1.7917595
"833",2,"AL","tomato","plant","naive","English",0
"834",1,"AL","walnut","plant","naive","English",0
"835",2,"AL","mouse","animal","naive","English",1.9459101
"836",2,"AL","asparagus","plant","naive","English",0
"837",4,"AL","kiwi","plant","naive","English",0
"838",1,"AL","mushroom","plant","naive","English",0.6931472
"839",1,"AL","peanut","plant","naive","English",0.6931472
"840",3,"AL","bunny","animal","naive","English",0
"841",4,"AL","mole","animal","naive","English",1.0986123
"842",3,"AL","pineapple","plant","naive","English",0
"843",1,"AL","bee","animal","naive","English",1.7917595
"844",3,"AL","gull","animal","naive","English",1.6094379
"845",3,"AL","cucumber","plant","naive","English",0
"846",2,"AL","clove","plant","naive","English",0
"847",1,"AL","butterfly","animal","naive","English",0
"848",3,"AL","squirrel","animal","naive","English",0
"849",5,"AL","goat","animal","naive","English",1.9459101
"850",3,"AL","eagle","animal","naive","English",1.0986123
"851",6,"AL","horse","animal","naive","English",3.3322045
"852",2,"AL","radish","plant","naive","English",0.6931472
"853",2,"AL","frog","animal","naive","English",2.0794415
"854",6,"AL","camel","animal","naive","English",0.6931472
"855",2,"AL","pear","plant","naive","English",0
"856",4,"AL","badger","animal","naive","English",0.6931472
"857",5,"AL","monkey","animal","naive","English",0
"858",2,"AL","orange","plant","naive","English",1.3862944
"859",1,"AL","mustard","plant","naive","English",0
"860",1,"AL","cherry","plant","naive","English",0.6931472
"861",7,"AL","whale","animal","naive","English",1.0986123
"862",3,"AL","leek","plant","naive","English",0
"863",1,"AL","wasp","animal","naive","English",1.3862944
"864",4,"AL","cat","animal","naive","English",2.7725887
"865",4,"AL","vulture","animal","naive","English",0
"866",2,"AL","apple","plant","naive","English",1.0986123
"867",2,"AL","banana","plant","naive","English",0
"868",2,"AL","avocado","plant","naive","English",0
"869",4,"AL","dog","animal","naive","English",3.1354942
"870",2,"AL","beetroot","plant","naive","English",0
"871",1,"AL","almond","plant","naive","English",0
"872",3,"AL","hedgehog","animal","naive","English",0
"873",3,"AL","swan","animal","naive","English",1.3862944
"874",1,"AL","blueberry","plant","naive","English",0
"875",6,"AL","crocodile","animal","naive","English",0
"876",7,"AL","moose","animal","naive","English",0
"877",2,"AL","broccoli","plant","naive","English",0
"878",6,"AL","pig","animal","naive","English",2.7725887
"879",4,"AL","stork","animal","naive","English",0
"880",2,"AL","apricot","plant","naive","English",0
"881",6,"AL","donkey","animal","naive","English",0
"882",1,"AL","grape","plant","naive","English",1.0986123
"883",3,"AL","melon","plant","naive","English",1.0986123
"884",6,"AL","lion","animal","naive","English",1.0986123
"885",7,"AL","elephant","animal","naive","English",0.6931472
"886",4,"AL","beaver","animal","naive","English",0
"887",3,"AL","woodpecker","animal","naive","English",0
"888",2,"AL","potato","plant","naive","English",0
"889",3,"AL","lettuce","plant","naive","English",0
"890",1,"AL","strawberry","plant","naive","English",0
"891",7,"AL","squid","animal","naive","English",0
"892",2,"DM","strawberry","plant","naive","English",0
"893",4,"DM","lettuce","plant","naive","English",0
"894",2,"DM","olive","plant","naive","English",1.0986123
"895",4,"DM","pigeon","animal","naive","English",1.0986123
"896",5,"DM","dog","animal","naive","English",3.1354942
"897",4,"DM","squirrel","animal","naive","English",0
"898",1,"DM","ant","animal","naive","English",1.3862944
"899",3,"DM","pear","plant","naive","English",0
"900",1,"DM","spider","animal","naive","English",0.6931472
"901",6,"DM","moose","animal","naive","English",0
"902",4,"DM","melon","plant","naive","English",1.0986123
"903",4,"DM","magpie","animal","naive","English",0
"904",6,"DM","reindeer","animal","naive","English",0
"905",4,"DM","kiwi","plant","naive","English",0
"906",2,"DM","grape","plant","naive","English",1.0986123
"907",7,"DM","elephant","animal","naive","English",0.6931472
"908",6,"DM","dolphin","animal","naive","English",0
"909",6,"DM","crocodile","animal","naive","English",0
"910",6,"DM","shark","animal","naive","English",0.6931472
"911",3,"DM","bat","animal","naive","English",2.1972246
"912",3,"DM","chicken","animal","naive","English",1.0986123
"913",4,"DM","vulture","animal","naive","English",0
"914",4,"DM","snake","animal","naive","English",1.6094379
"915",2,"DM","bee","animal","naive","English",1.7917595
"916",4,"DM","stork","animal","naive","English",0
"917",3,"DM","beetroot","plant","naive","English",0
"918",3,"DM","eggplant","plant","naive","English",0
"919",2,"DM","walnut","plant","naive","English",0
"920",2,"DM","mushroom","plant","naive","English",0.6931472
"921",2,"DM","radish","plant","naive","English",0.6931472
"922",3,"DM","pineapple","plant","naive","English",0
"923",3,"DM","tomato","plant","naive","English",0
"924",3,"DM","apple","plant","naive","English",1.0986123
"925",3,"DM","banana","plant","naive","English",0
"926",4,"DM","squid","animal","naive","English",0
"927",4,"DM","badger","animal","naive","English",0.6931472
"928",4,"DM","eagle","animal","naive","English",1.0986123
"929",5,"DM","tortoise","animal","naive","English",0
"930",3,"DM","hedgehog","animal","naive","English",0
"931",4,"DM","goose","animal","naive","English",1.7917595
"932",2,"DM","peanut","plant","naive","English",0.6931472
"933",6,"DM","horse","animal","naive","English",3.3322045
"934",1,"DM","paprika","plant","naive","English",0
"935",3,"DM","lemon","plant","naive","English",0.6931472
"936",5,"DM","goat","animal","naive","English",1.9459101
"937",2,"DM","apricot","plant","naive","English",0
"938",5,"DM","sheep","animal","naive","English",2.3025851
"939",3,"DM","carrot","plant","naive","English",0.6931472
"940",4,"DM","broccoli","plant","naive","English",0
"941",4,"DM","swan","animal","naive","English",1.3862944
"942",3,"DM","frog","animal","naive","English",2.0794415
"943",4,"DM","owl","animal","naive","English",1.3862944
"944",4,"DM","beaver","animal","naive","English",0
"945",3,"DM","woodpecker","animal","naive","English",0
"946",2,"DM","mouse","animal","naive","English",1.9459101
"947",5,"DM","donkey","animal","naive","English",0
"948",3,"DM","mole","animal","naive","English",1.0986123
"949",2,"DM","wasp","animal","naive","English",1.3862944
"950",3,"DM","orange","plant","naive","English",1.3862944
"951",3,"DM","avocado","plant","naive","English",0
"952",5,"DM","monkey","animal","naive","English",0
"953",3,"DM","potato","plant","naive","English",0
"954",4,"DM","gull","animal","naive","English",1.6094379
"955",5,"DM","lion","animal","naive","English",1.0986123
"956",2,"DM","almond","plant","naive","English",0
"957",2,"DM","blueberry","plant","naive","English",0
"958",3,"DM","gherkin","plant","naive","English",0
"959",2,"DM","cherry","plant","naive","English",0.6931472
"960",2,"DM","blackberry","plant","naive","English",0.6931472
"961",2,"DM","butterfly","animal","naive","English",0
"962",1,"DM","mustard","plant","naive","English",0
"963",1,"DM","clove","plant","naive","English",0
"964",3,"DM","cucumber","plant","naive","English",0
"965",4,"DM","fox","animal","naive","English",1.7917595
"966",4,"DM","bunny","animal","naive","English",0
"967",5,"DM","pig","animal","naive","English",2.7725887
"968",4,"DM","cat","animal","naive","English",2.7725887
"969",3,"DM","leek","plant","naive","English",0
"970",7,"DM","whale","animal","naive","English",1.0986123
"971",6,"DM","camel","animal","naive","English",0.6931472
"972",3,"DM","asparagus","plant","naive","English",0
"973",4,"Rab","donkey","animal","naive","English",0
"974",1,"Rab","wasp","animal","naive","English",1.3862944
"975",3,"Rab","cat","animal","naive","English",2.7725887
"976",1,"Rab","peanut","plant","naive","English",0.6931472
"977",3,"Rab","bat","animal","naive","English",2.1972246
"978",4,"Rab","swan","animal","naive","English",1.3862944
"979",3,"Rab","pig","animal","naive","English",2.7725887
"980",1,"Rab","blackberry","plant","naive","English",0.6931472
"981",6,"Rab","lion","animal","naive","English",1.0986123
"982",1,"Rab","tomato","plant","naive","English",0
"983",5,"Rab","camel","animal","naive","English",0.6931472
"984",7,"Rab","elephant","animal","naive","English",0.6931472
"985",2,"Rab","carrot","plant","naive","English",0.6931472
"986",3,"Rab","woodpecker","animal","naive","English",0
"987",1,"Rab","blueberry","plant","naive","English",0
"988",1,"Rab","radish","plant","naive","English",0.6931472
"989",1,"Rab","potato","plant","naive","English",0
"990",1,"Rab","bee","animal","naive","English",1.7917595
"991",3,"Rab","crocodile","animal","naive","English",0
"992",1,"Rab","broccoli","plant","naive","English",0
"993",1,"Rab","cherry","plant","naive","English",0.6931472
"994",1,"Rab","grape","plant","naive","English",1.0986123
"995",3,"Rab","horse","animal","naive","English",3.3322045
"996",4,"Rab","goose","animal","naive","English",1.7917595
"997",1,"Rab","mole","animal","naive","English",1.0986123
"998",1,"Rab","leek","plant","naive","English",0
"999",2,"Rab","gull","animal","naive","English",1.6094379
"1000",1,"Rab","gherkin","plant","naive","English",0
"1001",1,"Rab","orange","plant","naive","English",1.3862944
"1002",3,"Rab","reindeer","animal","naive","English",0
"1003",1,"Rab","mouse","animal","naive","English",1.9459101
"1004",1,"Rab","butterfly","animal","naive","English",0
"1005",4,"Rab","monkey","animal","naive","English",0
"1006",1,"Rab","pineapple","plant","naive","English",0
"1007",1,"Rab","mustard","plant","naive","English",0
"1008",1,"Rab","snake","animal","naive","English",1.6094379
"1009",3,"Rab","stork","animal","naive","English",0
"1010",1,"Rab","beetroot","plant","naive","English",0
"1011",3,"Rab","shark","animal","naive","English",0.6931472
"1012",1,"Rab","magpie","animal","naive","English",0
"1013",1,"Rab","cucumber","plant","naive","English",0
"1014",1,"Rab","owl","animal","naive","English",1.3862944
"1015",1,"Rab","apricot","plant","naive","English",0
"1016",3,"Rab","beaver","animal","naive","English",0
"1017",1,"Rab","lemon","plant","naive","English",0.6931472
"1018",1,"Rab","walnut","plant","naive","English",0
"1019",3,"Rab","goat","animal","naive","English",1.9459101
"1020",3,"Rab","fox","animal","naive","English",1.7917595
"1021",3,"Rab","moose","animal","naive","English",0
"1022",3,"Rab","dolphin","animal","naive","English",0
"1023",1,"Rab","ant","animal","naive","English",1.3862944
"1024",2,"Rab","hedgehog","animal","naive","English",0
"1025",4,"Rab","eagle","animal","naive","English",1.0986123
"1026",4,"Rab","sheep","animal","naive","English",2.3025851
"1027",1,"Rab","frog","animal","naive","English",2.0794415
"1028",7,"Rab","whale","animal","naive","English",1.0986123
"1029",4,"Rab","vulture","animal","naive","English",0
"1030",1,"Rab","avocado","plant","naive","English",0
"1031",1,"Rab","olive","plant","naive","English",1.0986123
"1032",3,"Rab","squid","animal","naive","English",0
"1033",3,"Rab","chicken","animal","naive","English",1.0986123
"1034",1,"Rab","mushroom","plant","naive","English",0.6931472
"1035",1,"Rab","strawberry","plant","naive","English",0
"1036",1,"Rab","lettuce","plant","naive","English",0
"1037",1,"Rab","badger","animal","naive","English",0.6931472
"1038",1,"Rab","pear","plant","naive","English",0
"1039",1,"Rab","paprika","plant","naive","English",0
"1040",1,"Rab","clove","plant","naive","English",0
"1041",1,"Rab","eggplant","plant","naive","English",0
"1042",1,"Rab","apple","plant","naive","English",1.0986123
"1043",2,"Rab","squirrel","animal","naive","English",0
"1044",1,"Rab","spider","animal","naive","English",0.6931472
"1045",4,"Rab","dog","animal","naive","English",3.1354942
"1046",1,"Rab","melon","plant","naive","English",1.0986123
"1047",1,"Rab","almond","plant","naive","English",0
"1048",1,"Rab","asparagus","plant","naive","English",0
"1049",1,"Rab","kiwi","plant","naive","English",0
"1050",1,"Rab","banana","plant","naive","English",0
"1051",1,"Rab","bunny","animal","naive","English",0
"1052",2,"Rab","tortoise","animal","naive","English",0
"1053",2,"Rab","pigeon","animal","naive","English",1.0986123
"1054",5,"H","donkey","animal","naive","English",0
"1055",2,"H","wasp","animal","naive","English",1.3862944
"1056",3,"H","cat","animal","naive","English",2.7725887
"1057",2,"H","peanut","plant","naive","English",0.6931472
"1058",3,"H","bat","animal","naive","English",2.1972246
"1059",5,"H","swan","animal","naive","English",1.3862944
"1060",7,"H","pig","animal","naive","English",2.7725887
"1061",1,"H","blackberry","plant","naive","English",0.6931472
"1062",7,"H","lion","animal","naive","English",1.0986123
"1063",3,"H","tomato","plant","naive","English",0
"1064",7,"H","camel","animal","naive","English",0.6931472
"1065",7,"H","elephant","animal","naive","English",0.6931472
"1066",4,"H","carrot","plant","naive","English",0.6931472
"1067",6,"H","woodpecker","animal","naive","English",0
"1068",2,"H","blueberry","plant","naive","English",0
"1069",4,"H","radish","plant","naive","English",0.6931472
"1070",3,"H","potato","plant","naive","English",0
