"","Subject","Word","Trial","RT","Condition","Rating","Frequency","BaseFrequency","LengthInLetters","FamilySize","NumberOfSynsets","ResponseToPrime","RTtoPrime"
"219","pp16","gammelheid",221,6.3491389913798,"baseheid",2.55,0,4.91265488573605,10,0,0,"correct",6.91373735065968
"220","pp16","koketheid",228,6.4707995037826,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.55819780281227
"221","pp16","ludiekheid",232,6.33150184989369,"baseheid",2.05,0,4.14313472639153,10,0,0,"correct",6.3919171133926
"222","pp16","pipsheid",242,6.26909628370626,"heid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.34738920965601
"223","pp16","banaalheid",252,6.49526555593701,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.66440902035041
"224","pp16","bezweetheid",257,6.57368016696065,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.63068338564237
"225","pp16","beschutheid",264,6.30444880242198,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.43454651878745
"226","pp16","antiekheid",271,6.18826412308259,"baseheid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.24222326545517
"227","pp16","tactvolheid",274,6.50578406012823,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.51767127291227
"228","pp16","jofelheid",275,6.22653666928747,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.16120732169508
"229","pp16","pitloosheid",309,6.54821910276237,"baseheid",1.86,0,0,11,1.31050613197084,4,"correct",6.36475075685191
"230","pp16","summierheid",310,6.49828214947643,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.37331978957701
"231","pp16","kalkrijkheid",316,6.3919171133926,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.2709884318583
"232","pp16","onbelastheid",317,6.22653666928747,"baseheid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.09807428216624
"233","pp16","kortafheid",326,6.3578422665081,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.59441345974978
"234","pp16","saprijkheid",333,6.23048144757848,"heid",1.95,0,0,11,1.51630236639884,2,"correct",6.60665018619822
"235","pp16","beuheid",337,6.34388043412633,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.50578406012823
"236","pp16","dementheid",343,6.18620862390049,"baseheid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.60800062529609
"237","pp16","royaalheid",344,6.26149168432104,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.26149168432104
"238","pp17","riantheid",68,6.7900972355139,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.77308037565554
"239","pp17","beuheid",73,6.9177056098353,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.41673228251233
"240","pp17","ovaalheid",81,6.38687931936265,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.46769872610435
"241","pp17","beschutheid",101,6.62539236800796,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.23244801655052
"242","pp17","tactvolheid",103,7.06646697013696,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.35262939631957
"243","pp17","tembaarheid",105,7.0975488506148,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.95177216439891
"244","pp17","summierheid",130,7.05531284333975,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.72743172485086
"245","pp17","tilbaarheid",131,6.9782137426307,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.60394382460047
"246","pp17","labielheid",163,7.11801620446533,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",7.032624261028
"247","pp17","contentheid",164,6.74758652682932,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.58892647753352
"248","pp17","dementheid",180,6.7428806357919,"baseheid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.53958595561767
"249","pp17","enormheid",181,7.2086003379602,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",7.1739583197568
"250","pp17","royaalheid",192,7.1276936993474,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"incorrect",7.46737106691756
"251","pp17","jofelheid",196,7.04403289727469,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.73340189183736
"252","pp17","basaalheid",214,7.26403014289953,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.64248680136726
"253","pp17","kalkrijkheid",222,7.23993259132047,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",7.02286808608264
"254","pp17","kortafheid",224,6.70808408385307,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",7.31521838975297
"255","pp17","ontroerdheid",243,6.83195356556585,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.99301512293296
"256","pp17","banaalheid",250,6.88243747099785,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"incorrect",7.46737106691756
"257","pp17","erkendheid",253,6.65027904858742,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.65027904858742
"258","pp17","coulantheid",256,6.9622434642662,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.51471269087253
"259","pp17","geurloosheid",261,6.61606518513282,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",7.30586003268401
"260","pp17","ondiepheid",278,7.34148385236316,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.32256523992728
"261","pp17","markantheid",279,6.72142570079064,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.92951677076365
"262","pp17","bezweetheid",297,7.3078727807637,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"incorrect",7.40306109109009
"263","pp17","koketheid",307,7.03614849375054,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",7.26332961747684
"264","pp17","onattentheid",310,6.92461239604856,"heid",2.73,0,1.6094379124341,12,0,0,"correct",7.46508273639955
"265","pp17","onwelheid",320,7.14124512235049,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"incorrect",7.10906213568717
"266","pp18","koketheid",69,7.04141166379481,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"incorrect",7.20414929203594
"267","pp18","bezweetheid",78,6.5132301109123,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.59304453414244
"268","pp18","ondiepheid",88,6.64509096950564,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.37672694789863
"269","pp18","saprijkheid",89,6.94312242281943,"heid",1.95,0,0,11,1.51630236639884,2,"incorrect",6.52649485957079
"270","pp18","royaalheid",97,6.98656645940643,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.45519856334012
"271","pp18","antiekheid",101,6.32076829425058,"baseheid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.37842618365159
"272","pp18","beschutheid",110,6.93537044601511,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",7.06902342657826
"273","pp18","gammelheid",119,6.44571981938558,"baseheid",2.55,0,4.91265488573605,10,0,0,"correct",6.67456139181443
"274","pp18","tactvolheid",131,6.63594655568665,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.63068338564237
"275","pp18","onattentheid",143,6.65415252018322,"heid",2.73,0,1.6094379124341,12,0,0,"correct",6.77992190747225
"276","pp18","tembaarheid",144,6.5206211275587,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.7990558620588
"277","pp18","contentheid",146,6.5410299991899,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.7093043402583
"278","pp18","erkendheid",147,6.50128967054039,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.70318811324086
"279","pp18","riantheid",165,6.87316383421252,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.4150969591716
"280","pp18","beuheid",169,6.76157276880406,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.3261494731551
"281","pp18","banaalheid",176,6.84054652928869,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",7.12608727329912
"282","pp18","kortafheid",179,6.74051935960622,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.8627579130514
"283","pp18","blusbaarheid",189,6.59850902861452,"baseheid",2.91,0,0,12,1.19470700912477,0,"correct",6.48768401848461
"284","pp18","basaalheid",200,6.59987049921284,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.93439720992856
"285","pp18","ovaalheid",248,6.4118182677099,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.3456363608286
"286","pp18","visrijkheid",253,6.31535800152233,"heid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.74641212857337
"287","pp18","labielheid",265,6.60258789218934,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.58202513889283
"288","pp18","onbelastheid",266,6.79682371827486,"baseheid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.3985949345352
"289","pp18","pitloosheid",272,6.66568371778241,"baseheid",1.86,0,0,11,1.31050613197084,4,"correct",6.70686233660275
"290","pp18","jofelheid",274,6.6945620585211,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.73933662735717
"291","pp18","kalkrijkheid",276,6.6945620585211,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.53813982376767
"292","pp18","coulantheid",281,6.66057514983969,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.62539236800796
"293","pp18","ontroerdheid",282,6.48768401848461,"heid",3.32,0,5.54907608489522,12,0,1,"correct",7.28207365809346
"294","pp18","bebrildheid",303,6.71052310945243,"baseheid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",6.7286286130847
"295","pp18","markantheid",319,6.45362499889269,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.65157187358973
"296","pp18","summierheid",320,6.51471269087253,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.50578406012823
"297","pp18","enormheid",326,6.37331978957701,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.78332520060396
"298","pp18","onwelheid",329,6.65286302935335,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.91671502035361
"299","pp18","tilbaarheid",331,6.46458830368996,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.41345895716736
"300","pp18","geurloosheid",332,6.47697236288968,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.53233429222235
"301","pp18","pipsheid",344,6.45833828334479,"heid",1.86,0,3.3322045101752,8,0,0,"correct",6.87832646829133
"302","pp18","aftandsheid",346,6.69950034016168,"heid",2.05,0,4.20469261939097,11,0,0,"correct",6.84268328223842
"303","pp19","enormheid",79,6.85646198459459,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.42486902390539
"304","pp19","basaalheid",81,6.69703424766648,"heid",2.14,0,3.55534806148941,10,0,0,"correct",6.80572255341699
"305","pp19","markantheid",83,6.63463335786169,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.46302945692067
"306","pp19","ontroerdheid",89,6.59578051396131,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.53378883793334
"307","pp19","lobbigheid",92,6.63331843328038,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.65286302935335
"308","pp19","contentheid",95,6.51025834052315,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.81892406527552
"309","pp19","riantheid",96,6.56526497003536,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.56244409369372
"310","pp19","tembaarheid",111,6.34212141872115,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.39024066706535
"311","pp19","onattentheid",115,6.60934924316738,"baseheid",2.73,0,1.6094379124341,12,0,0,"correct",6.75809450442773
"312","pp19","bebrildheid",130,6.54534966033442,"heid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",6.85224256905188
"313","pp19","aftandsheid",139,6.84800527457636,"baseheid",2.05,0,4.20469261939097,11,0,0,"correct",6.62406522779989
"314","pp19","geurloosheid",143,6.51619307604296,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.38012253689976
"315","pp19","ovaalheid",157,6.41836493593621,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.50128967054039
"316","pp19","erkendheid",172,6.68336094576627,"heid",4.73,0,6.5191472879404,10,0,0,"incorrect",7.11395610956603
"317","pp19","coulantheid",174,6.56244409369372,"heid",2.5,0,1.79175946922805,11,0,1,"correct",6.76272950693188
"318","pp19","labielheid",196,6.61606518513282,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.38519439899773
"319","pp19","visrijkheid",200,6.58202513889283,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.49828214947643
"320","pp19","ondiepheid",206,6.34388043412633,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.72262979485545
"321","pp19","onwelheid",207,6.46458830368996,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.38012253689976
"322","pp19","blusbaarheid",209,6.52502965784346,"heid",2.91,0,0,12,1.19470700912477,0,"correct",6.72743172485086
"323","pp19","tilbaarheid",215,6.51619307604296,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.3491389913798
"324","pp19","gammelheid",221,6.63987583382654,"heid",2.55,0,4.91265488573605,10,0,0,"correct",6.63331843328038
"325","pp19","koketheid",228,6.48616078894409,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.39692965521615
"326","pp19","ludiekheid",232,6.59987049921284,"heid",2.05,0,4.14313472639153,10,0,0,"correct",6.61069604471776
"327","pp19","pipsheid",242,6.51619307604296,"baseheid",1.86,0,3.3322045101752,8,0,0,"correct",6.46614472423762
"328","pp19","banaalheid",252,6.5510803350434,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.45990445437753
"329","pp19","bezweetheid",257,6.52209279817015,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.56667242980324
"330","pp19","beschutheid",264,6.68210859744981,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.41673228251233
"331","pp19","tactvolheid",274,6.64378973314767,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.69579891705849
"332","pp19","jofelheid",275,6.7286286130847,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.64768837356333
"333","pp19","pitloosheid",309,6.3750248198281,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.62007320653036
"334","pp19","summierheid",310,6.60665018619822,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.7202201551353
"335","pp19","kalkrijkheid",316,6.55393340402581,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.77422388635761
"336","pp19","onbelastheid",317,6.5792512120101,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"incorrect",7.14361760270412
"337","pp19","kortafheid",326,6.49072353450251,"baseheid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.53233429222235
"338","pp19","saprijkheid",333,6.58479139238572,"baseheid",1.95,0,0,11,1.51630236639884,2,"correct",6.5510803350434
"339","pp19","beuheid",337,6.85118492749374,"heid",1.73,0,5.06890420222023,7,0,0,"correct",6.81234509417748
"340","pp19","dementheid",343,6.5792512120101,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.4723462945009
"341","pp19","royaalheid",344,6.45990445437753,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.44888939414686
"342","pp2","riantheid",68,6.48616078894409,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.45676965557216
"343","pp2","beuheid",73,6.53958595561767,"heid",1.73,0,5.06890420222023,7,0,0,"incorrect",6.2709884318583
"344","pp2","ovaalheid",81,6.18001665365257,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.54678541076052
"345","pp2","aftandsheid",88,6.56385552653213,"baseheid",2.05,0,4.20469261939097,11,0,0,"incorrect",6.20455776256869
"346","pp2","beschutheid",101,6.3456363608286,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.14846829591765
"347","pp2","tactvolheid",103,6.17378610390194,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.60934924316738
"348","pp2","tembaarheid",105,6.26149168432104,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.47543271670409
"349","pp2","summierheid",130,6.35610766069589,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.43133108193348
"350","pp2","tilbaarheid",131,6.22257626807137,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.30991827822652
"351","pp2","pitloosheid",135,6.34212141872115,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.49072353450251
"352","pp2","labielheid",163,6.48004456192665,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.35957386867238
"353","pp2","contentheid",164,6.22851100359118,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.66185474054531
"354","pp2","saprijkheid",178,6.71659477352098,"baseheid",1.95,0,0,11,1.51630236639884,2,"correct",6.48004456192665
"355","pp2","dementheid",180,6.23048144757848,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.25575004175337
"356","pp2","enormheid",181,6.3261494731551,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.20050917404269
"357","pp2","bebrildheid",185,6.48157712927643,"heid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",6.98471632011827
"358","pp2","royaalheid",192,6.36647044773144,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.3135480462771
"359","pp2","jofelheid",196,6.16961073249146,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.21460809842219
"360","pp2","blusbaarheid",206,6.52649485957079,"heid",2.91,0,0,12,1.19470700912477,0,"incorrect",6.53958595561767
"361","pp2","basaalheid",214,6.1527326947041,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.67203294546107
"362","pp2","kalkrijkheid",222,6.24997524225948,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.70686233660275
"363","pp2","kortafheid",224,6.22059017009974,"baseheid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.24222326545517
"364","pp2","ontroerdheid",243,6.40191719672719,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.13988455222626
"365","pp2","lobbigheid",249,7.34342622914737,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.57507584059962
"366","pp2","banaalheid",250,6.3261494731551,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.19236248947487
"367","pp2","erkendheid",253,6.48157712927643,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.49978704065585
"368","pp2","coulantheid",256,6.31173480915291,"heid",2.5,0,1.79175946922805,11,0,1,"correct",6.51767127291227
"369","pp2","geurloosheid",261,6.25190388316589,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.2803958389602
"370","pp2","antiekheid",271,6.04025471127741,"heid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.3297209055227
"371","pp2","ludiekheid",273,6.67456139181443,"heid",2.05,0,4.14313472639153,10,0,0,"incorrect",6.57646956904822
"372","pp2","ondiepheid",278,6.10479323241498,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.5132301109123
"373","pp2","markantheid",279,6.25766758788264,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.19031540585315
"374","pp2","pipsheid",285,6.44888939414686,"baseheid",1.86,0,3.3322045101752,8,0,0,"correct",6.62406522779989
"375","pp2","bezweetheid",297,6.24804287450843,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.30078579466324
"376","pp2","onbelastheid",303,6.46302945692067,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.78105762593618
"377","pp2","koketheid",307,6.25766758788264,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.58479139238572
"378","pp2","onattentheid",310,6.29526600143965,"baseheid",2.73,0,1.6094379124341,12,0,0,"correct",6.27852142416584
"379","pp2","onwelheid",320,6.3578422665081,"baseheid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.15697898558556
"380","pp2","visrijkheid",336,6.33150184989369,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.13772705408623
"381","pp2","gammelheid",338,6.35610766069589,"heid",2.55,0,4.91265488573605,10,0,0,"incorrect",6.37842618365159
"382","pp20","riantheid",68,6.45362499889269,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.55535689181067
"383","pp20","beuheid",73,6.71174039505618,"heid",1.73,0,5.06890420222023,7,0,0,"correct",6.68586094706836
"384","pp20","ovaalheid",81,6.71295620067707,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"incorrect",6.24804287450843
"385","pp20","aftandsheid",88,6.71780469502369,"baseheid",2.05,0,4.20469261939097,11,0,0,"correct",6.76619171466035
"386","pp20","beschutheid",101,6.29894924685594,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.36302810354046
"387","pp20","tactvolheid",103,6.40357419793482,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.5410299991899
"388","pp20","tembaarheid",105,6.46302945692067,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.26530121273771
"389","pp20","summierheid",130,6.68085467879022,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.5410299991899
"390","pp20","tilbaarheid",131,6.38687931936265,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.4393503711001
"391","pp20","pitloosheid",135,6.72982407048948,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.75227037614174
"392","pp20","labielheid",163,6.63987583382654,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.55250788703459
"393","pp20","contentheid",164,6.36302810354046,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.6945620585211
"394","pp20","saprijkheid",178,6.54534966033442,"baseheid",1.95,0,0,11,1.51630236639884,2,"correct",6.62804137617953
"395","pp20","dementheid",180,6.46769872610435,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.61204103483309
"396","pp20","royaalheid",192,6.59304453414244,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.36302810354046
"397","pp20","blusbaarheid",206,6.61606518513282,"heid",2.91,0,0,12,1.19470700912477,0,"correct",6.8351845861473
"398","pp20","basaalheid",214,6.51767127291227,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.63331843328038
"399","pp20","ontroerdheid",243,6.61740297797448,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.49223983502047
"400","pp20","banaalheid",250,6.53958595561767,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.48920493132532
"401","pp20","erkendheid",253,6.40191719672719,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.59987049921284
"402","pp20","geurloosheid",261,6.87109129461055,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.54821910276237
"403","pp20","ludiekheid",273,7.04403289727469,"heid",2.05,0,4.14313472639153,10,0,0,"incorrect",6.37842618365159
"404","pp20","ondiepheid",278,6.94697599213542,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",7.12849594568004
"405","pp20","markantheid",279,6.6631326959908,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.54965074223381
"406","pp20","bezweetheid",297,6.53958595561767,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.58063913728495
"407","pp20","onbelastheid",303,6.67959918584438,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.95844839329766
"408","pp20","koketheid",307,6.4281052726846,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.6052979209482
"409","pp21","bezweetheid",78,6.58479139238572,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.57088296233958
"410","pp21","royaalheid",97,7.02286808608264,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.88550967003482
"411","pp21","antiekheid",101,7.15148546390474,"heid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",7.02553831463852
"412","pp21","beschutheid",110,6.40191719672719,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.65286302935335
"413","pp21","gammelheid",119,6.89060912014717,"heid",2.55,0,4.91265488573605,10,0,0,"incorrect",7.12528309151071
"414","pp21","tactvolheid",131,6.8627579130514,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",7.01660968389422
"415","pp21","onattentheid",143,7.07749805356923,"baseheid",2.73,0,1.6094379124341,12,0,0,"incorrect",7.22402480828583
"416","pp21","tembaarheid",144,6.90173720665657,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",7.09589322109753
"417","pp21","contentheid",146,6.96318998587024,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.97634807044775
"418","pp21","erkendheid",147,7.06902342657826,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.6631326959908
"419","pp21","riantheid",165,6.88653164253051,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.8330317327862
"420","pp21","beuheid",169,7.03614849375054,"heid",1.73,0,5.06890420222023,7,0,0,"correct",7.27309259599952
"421","pp21","dementheid",173,6.58063913728495,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"incorrect",7.41938058291869
"422","pp21","banaalheid",176,7.08002649992259,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.72142570079064
"423","pp21","blusbaarheid",189,6.8373328146856,"heid",2.91,0,0,12,1.19470700912477,0,"correct",7.41577697541539
"424","pp21","basaalheid",200,6.98841318199959,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.73459165997295
"425","pp21","ludiekheid",238,7.38523092306657,"heid",2.05,0,4.14313472639153,10,0,0,"correct",6.81014245011514
"426","pp21","ovaalheid",248,6.72383244082121,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",7.01929665371504
"427","pp21","visrijkheid",253,6.57786135772105,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.63463335786169
"428","pp21","lobbigheid",260,6.80350525760834,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.9027427371586
"429","pp21","labielheid",265,6.72142570079064,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.83195356556585
"430","pp21","onbelastheid",266,7.05358572719368,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"incorrect",7.46737106691756
"431","pp21","pitloosheid",272,6.64509096950564,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.74170069465205
"432","pp21","jofelheid",274,6.43454651878745,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.48463523563525
"433","pp21","kalkrijkheid",276,6.5410299991899,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.93049476595163
"434","pp21","coulantheid",281,6.79570577517351,"heid",2.5,0,1.79175946922805,11,0,1,"incorrect",6.79794041297493
"435","pp21","ontroerdheid",282,6.80793494369993,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.69950034016168
"436","pp21","markantheid",319,7.032624261028,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.60394382460047
"437","pp21","summierheid",320,6.88755257166462,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",7.06304816338817
