"","Verb","WrittenFrequency","FamilySize","LengthInLetters","VerbalSynsets","MeanBigramFrequency","NcountStem","Regularity","InflectionalEntropy","Auxiliary","Valency","NVratio","WrittenSpokenRatio"
"208","schaken",5.39362754635236,2.99573227355399,6,2,13.91,6,"regular",1.68663,"hebben",2,-1.70474809223843,-1.94591014905531
"209","bollen",4.97673374242057,3.66356164612965,3,1,13.34,30,"regular",2.84316,"hebben",3,1.50942704652351,-2.56494935746154
"210","wijzen",9.26700421909372,4.30406509320417,4,5,13.6,13,"irregular",2.33039,"hebben",9,-3.96369931103465,0.456431551700192
"211","plagen",6.80239476332431,2.63905732961526,5,2,13.47,5,"regular",2.69493,"hebben",2,-1.81878814161597,-0.847297860387203
"212","neuken",6.60800062529609,2.07944154167984,4,2,13.26,8,"regular",1.84558,"hebben",3,-6.60800062529609,1.55814461804655
"213","wijzigen",6.99942246750796,2.83321334405622,6,0,13.55,2,"regular",2.15055,"hebben",1,-6.99942246750796,1.38629436111989
"214","strooien",6.15485809401642,2.77258872223978,6,1,13.22,3,"regular",2.38183,"hebben",2,-6.15485809401642,1.25276296849537
"215","zwemmen",7.35755620091035,3.66356164612965,4,1,13.29,4,"irregular",1.91697,"zijnheb",3,-7.35755620091035,0.75377180237638
"216","tellen",7.98888225330923,3.97029191355212,3,6,14.45,20,"regular",2.35996,"hebben",10,-2.62290623828738,0.21868920096483
"217","staken",6.86589107488344,2.83321334405622,5,2,13.92,13,"regular",1.66755,"hebben",3,-2.12969262648894,-0.22314355131421
"218","wijden",7.3038432252777,3.80666248977032,4,3,13.82,15,"regular",2.35907,"hebben",2,-7.3038432252777,-0.959775843813894
"219","blaken",4.55387689160054,0.693147180559945,5,2,13.71,8,"regular",2.45733,"hebben",2,-4.55387689160054,2.77258872223978
"220","zwaaien",7.76131918094799,2.77258872223978,5,3,12.94,2,"regular",2.44019,"zijnheb",4,-2.55731249387119,0.832909122935104
"221","gissen",5.28826703069454,1.6094379124341,3,1,13.8,22,"regular",1.5274,"hebben",3,-4.59511985013459,0.287682072451781
"222","spugen",6.07993319509559,1.94591014905531,5,3,12.44,0,"regular",2.6774,"hebben",3,-1.61402507644101,0.451985123743057
"223","spugen",6.07993319509559,1.94591014905531,5,3,12.44,0,"irregular",2.6774,"hebben",3,-1.61402507644101,0.451985123743057
"224","spreiden",7.15070145759253,2.63905732961526,6,4,13.48,0,"regular",2.40415,"hebben",3,-7.15070145759253,1.02961941718116
"225","maken",11.3656543995679,5.08140436498446,4,4,14.05,17,"regular",2.23212,"hebben",9,-6.26578797174367,1.00526097334912
"226","kosten",8.17948018535889,4.49980967033027,4,2,13.76,16,"regular",1.9584,"hebben",2,0.0999633023537747,-0.463402945214384
"227","gunnen",6.94505106372583,3.66356164612965,3,3,13.35,10,"regular",2.42592,"hebben",2,-6.94505106372583,0.679160938585206
"228","putten",6.58617165485467,3.25809653802148,3,3,12.84,23,"regular",1.97482,"hebben",3,-0.51082562376599,0.405465108108164
"229","proesten",5.29330482472449,0.693147180559945,6,2,13.9,2,"regular",2.49555,"hebben",2,-5.29330482472449,0.916290731874155
"230","plegen",7.22766249872865,2.83321334405622,5,3,13.69,2,"regular",2.04002,"hebben",3,-7.22766249872865,1.29928298413026
"231","sluiten",9.03025631012242,4.15888308335967,5,8,13.49,8,"irregular",2.32313,"zijnheb",9,-9.03025631012242,0.703299552023964
"232","proeven",6.76041469108343,3.85014760171006,5,3,13.24,3,"regular",2.46931,"hebben",6,0.45629479562603,-1.27163145279975
"233","voelen",10.2831219006098,4.70048036579242,4,7,14.26,15,"regular",2.14303,"hebben",9,-10.2831219006098,1.35293876741901
"234","smoezen",3.85014760171006,1.09861228866811,5,1,13.41,3,"regular",1.70036,"hebben",2,1.73710105669019,-1.25276296849537
"235","boenen",4.75359019110636,1.09861228866811,4,2,14.6,20,"regular",2.42373,"hebben",2,-4.75359019110636,1.09861228866811
"236","starten",6.7900972355139,2.83321334405622,5,4,14.06,6,"regular",2.27946,"zijnheb",4,-0.650212683287649,-2.59253731398037
"237","harken",4.4188406077966,1.6094379124341,4,1,13.99,10,"regular",2.59319,"hebben",3,-0.229185865770173,0
"238","slijten",5.73979291217923,2.77258872223978,5,5,13.41,8,"irregular",2.05451,"zijnheb",5,-5.73979291217923,0.241162056816888
"239","bukken",6.83947643822884,0.693147180559945,3,2,12.92,13,"regular",2.15877,"hebben",2,-6.83947643822884,1.29928298413026
"240","bluffen",4.61512051684126,1.94591014905531,4,1,12.16,3,"regular",2.15605,"hebben",2,-0.0933319397922192,-1.25276296849537
"241","gokken",5.56068163101553,1.94591014905531,3,3,13.3,18,"regular",1.80805,"hebben",3,-0.716494544556936,-1.85629799036563
"242","krijsen",6.40522845803084,1.09861228866811,5,1,13.35,5,"regular",2.44931,"hebben",2,-3.76617112841558,1.09861228866811
"243","krijsen",6.40522845803084,1.09861228866811,5,1,13.35,5,"irregular",2.44931,"hebben",2,-3.76617112841558,1.09861228866811
"244","blunderen",3.63758615972639,0.693147180559945,7,1,13.92,4,"regular",1.44841,"hebben",1,0.805065096763931,0.0800427076735364
"245","blaffen",6.54678541076052,2.30258509299405,4,3,13.11,3,"regular",2.42991,"hebben",3,-3.90772808114527,0.405465108108164
"246","tobben",5.36597601502185,1.79175946922805,3,2,12.43,13,"regular",1.97312,"hebben",3,-5.36597601502185,2.07944154167984
"247","sparen",7.04053639021596,3.63758615972639,5,5,13.86,5,"regular",2.14451,"hebben",3,-7.04053639021596,1.32913594727994
"248","storten",7.52131798019924,3.3322045101752,5,7,14.08,15,"regular",2.27741,"zijnheb",7,-6.13502361907935,0.95265837604503
"249","dwingen",8.14670905220332,1.79175946922805,5,2,13.63,5,"irregular",2.46134,"hebben",4,-8.14670905220332,1.42711635564015
"250","schrapen",6.32256523992728,2.39789527279837,7,2,13.38,1,"regular",2.05872,"hebben",5,-5.22395295125917,1.6094379124341
"251","douwen",3.63758615972639,1.38629436111989,4,1,13.17,10,"regular",2.29124,"hebben",1,-1.44036158239017,-0.693147180559945
"252","stoken",5.71373280550937,2.99573227355399,5,5,13.83,10,"regular",2.45887,"hebben",2,-5.71373280550937,0.693147180559945
"253","lachen",9.45516713412153,3.63758615972639,4,1,13.36,2,"regular",2.20176,"hebben",5,-2.06498570589511,-0.888455932880711
"254","falen",6.91572344863131,0.693147180559945,4,2,13.1,13,"regular",2.10545,"hebben",3,-6.91572344863131,1.6094379124341
"255","dwepen",4.54329478227,2.07944154167984,5,1,13.45,1,"regular",2.60586,"hebben",1,-4.54329478227,1.09861228866811
"256","dragen",9.38965741974984,4.40671924726425,5,6,13.86,10,"irregular",2.24891,"hebben",6,-9.38965741974984,1.79175946922805
"257","snokken",3.68887945411394,0.693147180559945,4,1,12.93,10,"regular",2.52603,"hebben",3,-1.1239300966524,0.693147180559945
"258","koken",7.7985230536252,3.40119738166216,4,4,13.67,18,"regular",2.466,"zijnheb",5,-2.41862570008475,0.590868331439527
"259","schijten",4.78749174278205,2.63905732961526,6,1,13.63,6,"irregular",1.9213,"hebben",2,-0.836248024200618,0
"260","snoepen",4.89034912822175,2.56494935746154,5,2,12.95,8,"regular",2.01949,"hebben",2,-0.275228611380494,-2.67414864942653
"261","smullen",4.39444915467244,1.09861228866811,4,2,12.31,3,"regular",2.14073,"hebben",2,-4.39444915467244,0.693147180559945
"262","ruimen",6.70318811324086,4.96284463025991,4,1,12.85,9,"regular",1.92037,"hebben",3,-2.39912302003669,-3.36119204704846
"263","boren",6.26720054854136,3.29583686600433,4,4,14.06,16,"regular",2.55759,"hebben",7,-1.92339512668768,-1.34373474670109
"264","klikken",5.63478960316925,2.07944154167984,4,4,13.55,13,"regular",2.28621,"hebben",3,-0.644357016390513,-2.70805020110221
"265","tooien",5.2257466737132,2.07944154167984,4,1,13.07,13,"regular",2.14073,"hebben",1,-2.45315795147342,1.38629436111989
"266","scharen",5.52545293913178,2.89037175789616,6,1,14.23,5,"regular",2.29101,"hebben",3,0.276665436245279,-1.68639895357023
"267","wippen",6.35610766069589,2.30258509299405,3,6,12.98,17,"regular",2.32387,"zijnheb",8,-2.19722457733622,-0.798507696217771
"268","tonen",8.62443194208584,4.04305126783455,4,5,14.48,13,"regular",2.2089,"hebben",5,-0.372246506082508,-1.83258146374831
"269","kijken",10.8505984267502,3.98898404656427,4,2,13.7,9,"irregular",2.08758,"hebben",8,-4.55533242531052,-0.247335006219865
"270","stuiven",6.00141487796115,3.04452243772342,5,2,12.98,4,"irregular",2.30279,"zijnheb",4,-6.00141487796115,0.287682072451781
"271","getroosten",5.31811999384422,0.693147180559945,8,0,14.08,0,"regular",1.54375,"hebben",2,-5.31811999384422,1.28093384546206
"272","prakken",3.43398720448515,0.693147180559945,4,1,13.33,9,"regular",2.22561,"hebben",1,-0.215111379616946,-1.25276296849537
"273","hijsen",6.38856140554563,1.6094379124341,4,2,13.8,7,"irregular",2.24777,"hebben",3,-5.00226704442574,1.09861228866811
"274","sjouwen",5.67332326717149,2.30258509299405,5,4,12.18,1,"regular",2.38373,"hebben",4,-4.2870289060516,0.22314355131421
"275","stropen",5.39362754635236,2.94443897916644,6,4,13.77,4,"regular",2.38037,"zijnheb",5,-0.666239727640021,-1.38629436111989
"276","duchten",5.24174701505964,0.693147180559945,5,1,13.63,7,"regular",1.94887,"hebben",1,-5.24174701505964,1.09861228866811
"277","piesen",3.73766961828337,0.693147180559945,4,2,13.61,19,"regular",2.14078,"hebben",2,-0.741937344729378,-0.405465108108164
"278","spannen",7.68063742756094,4.14313472639153,4,4,14.03,4,"regular",2.32198,"hebben",5,-3.47594480816997,0.998528830111127
"279","villen",4.7361984483945,1.09861228866811,3,2,13.43,19,"regular",2.24457,"hebben",1,-4.7361984483945,1.38629436111989
"280","sprinten",4.51085950651685,1.6094379124341,6,1,13.78,2,"regular",2.16336,"hebben",1,-0.128832871842969,-1.90954250488444
"281","piepen",6.45519856334012,2.484906649788,4,4,13.1,14,"regular",2.63447,"hebben",7,-3.31970434741097,-1.75785791755237
"282","gieren",6.35262939631957,2.07944154167984,4,4,14.35,18,"regular",2.51465,"hebben",5,-0.477698665467536,0.51082562376599
"283","brengen",10.5060807247552,3.97029191355212,5,6,14.17,1,"irregular",2.23227,"hebben",11,-10.5060807247552,1.58500388709682
"284","breien",6.55961523749324,2.484906649788,4,1,13.26,6,"regular",2.2165,"hebben",3,-3.56388296393925,0.693147180559945
"285","springen",8.52337405049132,3.89182029811063,6,5,13.66,5,"irregular",2.4199,"zijnheb",10,-8.52337405049132,1.51982575374441
"286","schieten",8.80131894766524,4.33073334028633,6,5,14.34,7,"irregular",2.29326,"zijnheb",13,-8.80131894766524,0.242946178610389
"287","trillen",7.73149202924568,2.83321334405622,4,3,13.48,10,"regular",2.52866,"hebben",2,-7.03834484868574,1.09861228866811
"288","houden",10.7474011212345,5.08140436498446,4,16,13.62,9,"irregular",2.22242,"hebben",17,-10.7474011212345,2.28104324921929
"289","schelden",6.49223983502047,2.39789527279837,6,1,14.07,9,"irregular",2.32138,"hebben",2,-6.49223983502047,1.46633706879343
"290","bijten",7.51207124583547,2.83321334405622,4,3,13.46,10,"irregular",2.17727,"hebben",7,-3.45162823528905,1.01160091167848
"291","bidden",7.48605261786314,3.2188758248682,3,4,13.67,13,"irregular",2.36209,"hebben",4,-7.48605261786314,2.30258509299405
"292","bijten",0,2.83321334405622,4,3,13.46,10,"regular",0,"hebben",7,4.06044301054642,-3.17805383034795
"293","razen",6.67456139181443,1.79175946922805,4,4,13.88,20,"regular",2.51883,"hebben",3,-6.67456139181443,1.6094379124341
"294","talmen",4.48863636973214,0.693147180559945,4,1,13.02,8,"regular",2.46058,"hebben",1,-4.48863636973214,0.693147180559945
"295","klagen",7.34277918933185,3.04452243772342,5,2,13.58,7,"regular",2.3593,"hebben",3,-7.34277918933185,0.810930216216329
"296","oogsten",6.0137151560428,2.77258872223978,5,2,13.9,0,"regular",2.19766,"hebben",2,0.500997534829728,-0.82098055206983
"297","sloffen",5.34710753071747,1.94591014905531,4,1,12.99,5,"regular",2.28934,"zijnheb",3,-0.405465108108165,-1.38629436111989
"298","smachten",4.26267987704132,0.693147180559945,6,1,13.53,1,"regular",2.55217,"hebben",2,-4.26267987704132,1.09861228866811
"299","vallen",10.1659287371221,4.48863636973214,3,16,14.29,20,"irregular",2.13184,"zijn",18,-2.85604725129733,-0.550972691779402
"300","redden",8.03171037532204,3.25809653802148,3,2,13.82,14,"regular",1.78743,"hebben",6,-8.03171037532204,-0.0425596144187961
"301","krimpen",6.35262939631957,2.07944154167984,5,2,12.66,3,"irregular",2.42621,"zijnheb",4,-2.50248179460951,-0.22314355131421
"302","druipen",6.55961523749324,2.484906649788,5,1,13.04,3,"irregular",2.47617,"zijnheb",2,-6.55961523749324,1.09861228866811
"303","munten",3.93182563272433,2.83321334405622,4,1,13.39,9,"regular",2.12278,"hebben",1,2.45168100215968,-1.73460105538811
"304","dromen",7.93272102748195,3.25809653802148,5,3,13.79,4,"regular",2.53801,"hebben",4,0.596993444487961,-0.747214401830221
"305","typen",5.04342511691925,1.94591014905531,3,1,11.61,3,"regular",2.52813,"hebben",1,-5.04342511691925,0.133531392624523
"306","tillen",7.25488481007734,2.484906649788,3,2,13.62,18,"regular",2.1295,"hebben",4,-3.28459289652522,0.693147180559945
"307","stoven",5.32300997913841,1.94591014905531,5,1,13.65,8,"regular",1.96534,"zijnheb",4,-1.0055218656021,-1.38629436111989
"308","juichen",6.41345895716736,1.79175946922805,5,1,12.86,0,"regular",2.67985,"hebben",2,-6.41345895716736,1.70474809223843
"309","stoten",7.48717369421374,3.95124371858143,5,10,14.09,17,"regular",2.35746,"zijnheb",11,-1.25472567766322,0.22825865198098
"310","stoten",7.48717369421374,3.95124371858143,5,10,14.09,17,"irregular",2.35746,"zijnheb",11,-1.25472567766322,0.22825865198098
"311","stoppen",8.45361420977337,3.55534806148941,4,8,13.78,9,"regular",2.23091,"zijnheb",7,-4.08416635730635,0.182321556793955
"312","knopen",6.82110747225646,3.2188758248682,5,2,13.18,2,"regular",2.21697,"hebben",3,0.122014950562964,-1.14862270924277
"313","dekken",6.92657703322272,4.30406509320417,3,5,14.66,18,"regular",2.64125,"hebben",1,-0.325346914493848,-1.7730673362159
"314","wennen",7.7397944584087,2.77258872223978,3,3,15.2,26,"regular",0.559565,"zijnheb",3,-1.17876379251213,1.09861228866811
"315","schoppen",6.89162589705225,3.13549421592915,5,2,13.67,8,"regular",2.45375,"hebben",4,-0.910211685797773,-0.931558204004943
"316","baden",6.3261494731551,1.6094379124341,4,3,13.76,16,"regular",2.23328,"hebben",6,-6.3261494731551,1.25276296849537
"317","wenden",7.86863689418417,2.89037175789616,4,3,14.67,11,"regular",1.86347,"hebben",3,-7.86863689418417,1.94591014905531
"318","snuiven",6.71780469502369,1.94591014905531,5,3,12.29,2,"irregular",2.12553,"hebben",4,-3.62676224166538,2.70805020110221
"319","stoeien",5.38449506278909,1.38629436111989,5,2,13.56,5,"regular",2.29893,"hebben",2,-5.38449506278909,1.09861228866811
"320","snurken",5.46806014113513,1.09861228866811,5,2,12.7,0,"regular",2.4156,"hebben",1,-3.52214999207982,1.09861228866811
"321","grieven",4.12713438504509,0.693147180559945,5,1,13.52,6,"regular",2.50892,"hebben",2,0.507594603184544,0.693147180559945
"322","zoenen",6.64509096950564,2.30258509299405,4,1,14.85,16,"regular",2.2628,"hebben",1,-0.479673115274224,-0.113328685307003
"323","bonken",6.21460809842219,1.79175946922805,4,4,13.5,16,"regular",2.36098,"hebben",3,-1.80788885115794,-1.70474809223843
"324","heffen",7.7336835707759,3.2188758248682,3,2,13.87,17,"irregular",2.04464,"hebben",2,-7.7336835707759,1.89711998488588
"325","schudden",8.56445838388335,2.70805020110221,5,2,13.47,3,"regular",1.51395,"hebben",5,-8.56445838388335,1.98591548366901
"326","kneden",5.75890177387728,1.09861228866811,5,2,13.53,3,"regular",2.42618,"hebben",1,-5.75890177387728,2.19722457733622
"327","klitten",3.61091791264422,1.09861228866811,4,2,13.86,6,"regular",1.61742,"hebben",2,-0.352821374622742,-0.916290731874155
"328","treffen",8.2534880283459,3.13549421592915,4,5,13.44,7,"irregular",2.51635,"hebben",4,-7.56034084778596,1.22377543162212
"329","rukken",7.40610338123702,2.83321334405622,3,3,12.91,14,"regular",2.29311,"zijnheb",6,-0.698019297383945,-0.494696241836107
"330","mijden",5.60947179518496,2.30258509299405,4,1,13.82,10,"irregular",2.08774,"hebben",1,-5.60947179518496,0.693147180559945
"331","bevelen",7.43248380791712,1.6094379124341,6,0,14.19,3,"irregular",2.14466,"hebben",4,-7.43248380791712,3.02042488614436
"332","roosteren",6.1527326947041,2.07944154167984,7,3,14.06,0,"regular",2.03916,"hebben",3,-0.635279798239397,-1.79175946922806
"333","heersen",7.82883452758809,3.3322045101752,5,3,14.66,4,"regular",2.29904,"hebben",3,-7.82883452758809,1.70474809223843
"334","tornen",4.79579054559674,1.38629436111989,4,2,13.95,6,"regular",1.75123,"zijnheb",3,-4.79579054559674,0.693147180559945
"335","waken",6.57228254269401,3.3322045101752,4,4,14.11,16,"regular",2.44183,"hebben",2,-6.57228254269401,2.484906649788
"336","slachten",5.4380793089232,3.17805383034795,6,1,13.71,4,"regular",1.66747,"hebben",2,-1.80049314919681,0.22314355131421
"337","hoesten",6.3279367837292,2.56494935746154,5,2,14.32,12,"regular",2.03981,"hebben",5,-1.5917383353347,0.405465108108165
"338","dineren",5.84932477994686,0,6,0,14.69,1,"regular",1.65554,"hebben",1,-5.84932477994686,1.38629436111989
"339","vinden",10.8518969142917,3.61091791264422,4,3,14.14,7,"irregular",2.41398,"hebben",10,-10.8518969142917,-0.903543586676289
"340","hinken",5.54907608489522,1.09861228866811,4,2,14,11,"regular",2.47062,"hebben",2,-5.54907608489522,1.6094379124341
"341","slapen",9.07566546864958,4.24849524204936,5,5,13.39,5,"irregular",2.1774,"hebben",7,-0.87895306143651,0.11960287237337
"342","pissen",5.17614973257383,2.63905732961526,3,2,13.36,24,"irregular",1.84465,"hebben",3,-1.06527586840052,-0.559615787935423
"343","spuiten",6.65929391968364,3.2188758248682,5,9,13.35,6,"irregular",2.32151,"zijnheb",9,-1.65534761373818,0.138150338480817
"344","pakken",8.87626525995469,4.02535169073515,3,12,13.24,24,"regular",1.91047,"hebben",9,-1.01030984602119,-1.20233211486848
"345","wroeten",5.19295685089021,1.38629436111989,5,2,13.66,2,"regular",2.2603,"hebben",5,-5.19295685089021,0.916290731874155
"346","spatten",6.18620862390049,2.56494935746154,4,2,13.74,7,"regular",2.05162,"zijnheb",6,-2.09186406167839,0.998528830111127
"347","bouwen",8.28702502516506,5.4971682252932,4,2,12.81,11,"regular",1.99622,"hebben",4,-1.51853181351643,-2.11625551480255
"348","arbeiden",5.28826703069454,5.28826703069454,6,0,13.69,0,"regular",2.26628,"hebben",2,2.77069298707488,-0.791127588920149
"349","antwoorden",9.07669468710627,1.79175946922805,8,0,13.84,0,"regular",1.16705,"hebben",2,-9.07669468710627,-2.83622539452621
"350","zwijgen",8.55487425838393,2.30258509299405,5,2,13.11,3,"irregular",2.58137,"hebben",3,-8.55487425838393,2.54770755102703
"351","woelen",5.90808293816893,2.89037175789616,4,2,14.01,13,"regular",2.33177,"hebben",6,-5.90808293816893,1.09861228866811
"352","janken",6.20657592672493,1.38629436111989,4,3,13.3,10,"regular",2.32154,"hebben",3,-6.20657592672493,1.94591014905531
"353","scheppen",8.11522197256233,3.63758615972639,5,4,13.71,5,"irregular",2.24984,"hebben",4,-3.59343339551329,0.207639364778244
"354","hopen",8.59415423255237,3.29583686600433,4,3,13.94,13,"regular",2.45187,"hebben",5,-0.121330988872069,-0.554364530961
"355","weven",5.5834963087817,3.63758615972639,4,2,13.85,21,"regular",2.01197,"hebben",3,-5.5834963087817,1.79175946922805
"356","kleden",7.70885960104718,4.54329478227,5,3,13.85,3,"regular",2.39681,"hebben",5,0.0978367714740038,0.616186139423817
"357","smelten",6.70563909486,2.77258872223978,5,4,13.57,7,"irregular",2.34531,"zijnheb",4,-6.70563909486,0.356674943938732
"358","voeden",7.29097477814298,4.77912349311153,4,6,14.15,8,"regular",2.05806,"hebben",2,-7.29097477814298,2.30258509299405
"359","dagen",5.96357934361845,2.07944154167984,4,3,14.28,13,"regular",2.44204,"hebben",4,-5.96357934361845,-1.8067973465926
"360","geeuwen",5.76519110278484,1.6094379124341,5,1,13.52,4,"regular",2.1442,"hebben",1,-1.72213983495029,0.916290731874155
"361","doen",11.1743430033897,4.14313472639153,3,9,14.6,20,"irregular",2.39017,"hebben",14,-11.1743430033897,0.182137241983738
"362","kruipen",7.95050243480885,3.09104245335832,5,5,12.74,7,"irregular",2.39768,"zijnheb",7,-7.95050243480885,1.7730673362159
"363","dalen",7.75491027202143,2.39789527279837,4,3,14.47,16,"regular",2.65341,"zijn",3,-7.75491027202143,3.52636052461616
"364","liggen",10.6203024303963,3.76120011569356,3,8,13.79,11,"irregular",2.23995,"zijnheb",14,-10.6203024303963,1.17364747461102
"365","geven",10.9054604450498,4.91998092582813,4,7,14,14,"irregular",2.27689,"hebben",10,-10.9054604450498,0.843182260053517
"366","leven",10.1947756155819,4.59511985013459,4,4,13.68,20,"regular",1.66901,"hebben",12,-10.1947756155819,2.43041846450393
"367","pompen",5.62040086571715,3.13549421592915,4,4,12.66,6,"regular",2.40326,"hebben",3,-0.222238164199397,-1.6094379124341
"368","lezen",9.45993109330524,4.51085950651685,4,5,14.21,20,"irregular",2.10214,"hebben",9,-9.45993109330524,-0.0629346715555963
"369","drukken",8.78813593986372,4.86753445045558,4,8,13.28,6,"regular",2.26429,"hebben",15,-0.463072246232523,-2.75117462773596
"370","glippen",6.03068526026126,1.79175946922805,4,2,12.71,8,"regular",1.93047,"zijn",3,-4.42124734782716,1.09861228866811
"371","rillen",6.4281052726846,1.38629436111989,3,1,13.32,17,"regular",2.27208,"hebben",2,-4.48219512362928,1.50407739677627
"372","schorten",5.14166355650266,1.79175946922805,6,1,13.95,7,"regular",1.61768,"hebben",2,0.449323424008196,-0.204794412646013
"373","baten",5.89715386763674,2.70805020110221,4,1,14.24,19,"regular",1.80786,"hebben",1,0.58442326163969,-0.587786664902119
"374","soppen",4.56434819146784,1.38629436111989,3,3,13.28,17,"regular",2.70706,"hebben",3,-0.194900339000815,-1.25276296849537
"375","dreigen",7.97384437594469,2.484906649788,5,2,13.87,0,"regular",2.62667,"hebben",4,-7.97384437594469,1.29928298413026
"376","naaien",6.12029741895095,2.99573227355399,4,3,13.09,17,"regular",2.20098,"hebben",3,-6.12029741895095,1.22377543162212
"377","stormen",6.8501261661455,3.80666248977032,5,2,13.62,4,"regular",2.3234,"zijnheb",3,0.013677225307454,0.943606542521119
"378","pellen",5.01063529409626,1.09861228866811,3,1,13.74,24,"regular",2.37772,"hebben",3,-5.01063529409626,0.847297860387203
"379","lokken",6.92264389147589,3.29583686600433,3,1,13.33,25,"regular",2.25114,"hebben",3,-1.97388400109772,0.0953101798043248
"380","knikken",8.85180655855245,2.07944154167984,4,4,13.21,8,"regular",1.32239,"zijnheb",3,-3.38797475352684,1.80359392687506
"381","bonzen",6.4425401664682,1.38629436111989,4,4,13.77,15,"regular",2.45821,"zijnheb",8,-1.57500571601262,-0.693147180559945
"382","laken",4.59511985013459,0.693147180559945,4,1,13.83,14,"regular",1.98911,"hebben",1,-4.59511985013459,2.07944154167984
"383","schrijven",9.79584666101874,4.90527477843843,7,6,13.22,2,"irregular",2.33185,"hebben",9,-9.79584666101874,0.71219537553064
"384","peinzen",6.95844839329766,1.94591014905531,5,3,13.8,3,"regular",1.96595,"hebben",4,-6.95844839329766,-0.773189888233482
"385","schuiven",8.3898142620864,3.58351893845611,6,4,13.03,4,"irregular",2.26013,"zijnheb",11,-4.60562462816815,1.51634748936809
"386","remmen",6.60258789218934,2.63905732961526,3,3,13.5,17,"regular",2.5829,"hebben",4,-0.872488109215762,-2.14006616349627
"387","fokken",5.73657229747919,2.99573227355399,3,2,12.45,17,"regular",1.83181,"hebben",3,-1.78532857889776,0
"388","hollen",6.95272864462487,3.8286413964891,3,1,13.73,26,"regular",2.20802,"hebben",3,-0.225296919774014,-2.95491027903374
"389","vullen",8.08517874807454,3.52636052461616,3,2,12.78,16,"regular",2.45419,"hebben",3,-8.08517874807454,0.934309237376834
"390","prenten",5.35185813347607,2.70805020110221,5,1,14.2,5,"regular",1.90128,"hebben",2,0.450260241900996,0.182321556793955
"391","suizen",6.07073772800249,1.09861228866811,4,2,13.34,7,"regular",2.63768,"hebben",2,-6.07073772800249,2.9704144655697
"392","achten",8.31727776622123,4.11087386417331,4,3,14.09,1,"regular",2.29989,"hebben",4,-4.98507325604603,-1.51396012081834
"393","wikken",4.93447393313069,0,3,0,13.83,24,"regular",2.27286,"hebben",1,-4.93447393313069,0
"394","eisen",7.72841577984104,2.99573227355399,3,2,14.27,18,"regular",2.42628,"hebben",3,0.409272405136564,-2.07944154167984
"395","kunnen",12.2539719367997,2.63905732961526,3,4,14.5,24,"irregular",2.05071,"hebben",7,-6.92125314353431,0.353407810089406
"396","vreten",6.32076829425058,2.89037175789616,5,5,14.49,4,"irregular",2.29024,"hebben",6,-6.32076829425058,0.890972923889865
"397","spitten",4.58496747867057,2.30258509299405,4,1,13.44,8,"regular",1.49917,"hebben",2,0.0689928714869508,-0.693147180559945
"398","spuwen",6.04737217904628,1.94591014905531,4,2,12.32,4,"regular",2.18811,"hebben",1,-6.04737217904628,1.94591014905531
"399","gisten",5.12989871492307,2.19722457733622,4,1,14.08,13,"regular",2.25243,"hebben",2,-0.402510896210733,0.182321556793955
"400","tuiten",4.85981240436167,1.79175946922805,4,1,13.9,14,"regular",2.41154,"hebben",3,-0.611317162312313,-0.336472236621213
"401","speuren",5.92958914338989,2.63905732961526,5,1,13.31,3,"regular",2.52262,"hebben",3,-5.92958914338989,1.79175946922805
"402","zagen",5.37063802812766,3.46573590279973,4,3,13.8,15,"regular",2.49858,"hebben",5,-0.608464093329906,-1.17865499634165
"403","sissen",6.6631326959908,1.6094379124341,3,2,13.64,19,"regular",2.29194,"hebben",3,-6.6631326959908,2.30258509299405
"404","schetsen",6.97260625130175,2.30258509299405,6,2,14.11,1,"regular",2.31412,"hebben",1,-0.72263100904227,-0.998528830111127
"405","pikken",0.693147180559945,3.04452243772342,3,5,13.16,22,"regular",0,"hebben",10,5.41164605185504,-3.63758615972639
"406","lullen",4.99043258677874,2.07944154167984,3,1,12.83,18,"regular",1.88613,"hebben",1,0.554744857700826,-1.51982575374441
"407","treuren",5.61677109766657,2.07944154167984,5,2,13.63,0,"regular",2.6078,"hebben",2,-5.61677109766657,1.94591014905531
"408","raken",9.15059036757041,2.56494935746154,4,6,13.72,18,"regular",2.36533,"zijnheb",7,-9.15059036757041,0.47473923399157
"409","rijden",9.05858681674865,4.56434819146784,4,4,13.64,13,"irregular",2.27576,"hebben",16,-9.05858681674865,1.51982575374441
"410","danken",7.7066129139642,2.83321334405622,4,3,14.26,10,"regular",1.72621,"hebben",6,0.409804158830008,-1.0232214427015
"411","voeren",8.86615849228492,4.67282883446191,4,8,14.62,14,"regular",2.14887,"hebben",7,-3.04904733232171,-0.793230639116928
"412","graaien",5.74300318780948,1.38629436111989,5,2,13.07,10,"regular",2.26083,"hebben",3,-4.35670882668959,0.916290731874155
"413","sluipen",6.83087423464618,3.04452243772342,5,1,12.67,5,"irregular",2.48691,"zijn",2,-6.83087423464618,2.07944154167984
"414","krullen",5.80513496891649,2.89037175789616,4,3,12.89,6,"regular",2.8752,"hebben",4,0.425346478661994,0
"415","blussen",5.00394630594546,2.30258509299405,4,1,13.13,6,"regular",1.9012,"hebben",3,-5.00394630594546,0.405465108108164
