"","Year","Month","Day","MaxT","MinT"
"1069",65,7,15,104,77
"1070",65,7,16,106,75
"1071",65,7,17,95,75
"1072",65,7,18,97,75
"1073",65,7,19,105,76
"1074",65,7,20,107,71
"1075",65,7,21,105,80
"1076",65,7,22,98,80
"1077",65,7,23,102,77
"1078",65,7,24,98,77
"1079",65,7,25,105,74
"1080",65,7,26,103,77
"1081",65,7,27,106,80
"1082",65,7,28,104,78
"1083",65,7,29,102,72
"1084",65,7,30,105,75
"1085",65,7,31,109,78
"1086",65,8,1,109,77
"1087",65,8,2,107,80
"1088",65,8,3,107,78
"1089",65,8,4,105,76
"1090",65,8,5,108,69
"1091",65,8,6,110,71
"1092",65,8,7,107,80
"1093",65,8,8,105,82
"1094",65,8,9,110,77
"1095",65,8,10,108,84
"1096",65,8,11,104,78
"1097",65,8,12,105,74
"1098",65,8,13,108,76
"1099",65,8,14,99,75
"1100",65,8,15,103,75
"1101",65,8,16,104,79
"1102",65,8,17,93,72
"1103",65,8,18,98,70
"1104",65,8,19,99,68
"1105",65,8,20,103,70
"1106",65,8,21,101,74
"1107",65,8,22,100,72
"1108",65,8,23,101,69
"1109",65,8,24,103,61
"1110",65,8,25,106,65
"1111",65,8,26,105,68
"1112",65,8,27,107,70
"1113",65,8,28,108,69
"1114",65,8,29,101,82
"1115",65,8,30,101,75
"1116",65,8,31,103,73
"1117",66,7,1,106,73
"1118",66,7,2,107,74
"1119",66,7,3,107,72
"1120",66,7,4,109,76
"1121",66,7,5,111,74
"1122",66,7,6,113,68
"1123",66,7,7,108,74
"1124",66,7,8,104,82
"1125",66,7,9,104,82
"1126",66,7,10,105,87
"1127",66,7,11,109,79
"1128",66,7,12,108,81
"1129",66,7,13,109,84
"1130",66,7,14,108,75
"1131",66,7,15,110,79
"1132",66,7,16,110,85
"1133",66,7,17,111,85
"1134",66,7,18,112,84
"1135",66,7,19,102,84
"1136",66,7,20,102,83
"1137",66,7,21,102,79
"1138",66,7,22,104,78
"1139",66,7,23,109,85
"1140",66,7,24,112,84
"1141",66,7,25,102,79
"1142",66,7,26,107,80
"1143",66,7,27,104,78
"1144",66,7,28,102,87
"1145",66,7,29,100,75
"1146",66,7,30,101,80
"1147",66,7,31,104,79
"1148",66,8,1,108,83
"1149",66,8,2,110,85
"1150",66,8,3,108,86
"1151",66,8,4,109,81
"1152",66,8,5,110,84
"1153",66,8,6,104,85
"1154",66,8,7,107,81
"1155",66,8,8,108,83
"1156",66,8,9,110,85
"1157",66,8,10,107,79
"1158",66,8,11,103,74
"1159",66,8,12,105,83
"1160",66,8,13,104,81
"1161",66,8,14,105,80
"1162",66,8,15,107,76
"1163",66,8,16,105,78
"1164",66,8,17,101,74
"1165",66,8,18,98,71
"1166",66,8,19,93,72
"1167",66,8,20,100,78
"1168",66,8,21,102,75
"1169",66,8,22,103,73
"1170",66,8,23,102,73
"1171",66,8,24,101,75
"1172",66,8,25,103,78
"1173",66,8,26,102,75
"1174",66,8,27,101,79
"1175",66,8,28,101,77
"1176",66,8,29,101,74
"1177",66,8,30,95,76
"1178",66,8,31,97,73
"1179",67,7,1,110,74
"1180",67,7,2,110,76
"1181",67,7,3,105,79
"1182",67,7,4,107,82
"1183",67,7,5,103,86
"1184",67,7,6,98,81
"1185",67,7,7,97,77
"1186",67,7,8,106,79
"1187",67,7,9,100,82
"1188",67,7,10,105,79
"1189",67,7,11,103,72
"1190",67,7,12,104,81
"1191",67,7,13,105,81
"1192",67,7,14,105,82
"1193",67,7,15,103,82
"1194",67,7,16,104,75
"1195",67,7,17,97,74
"1196",67,7,18,105,78
"1197",67,7,19,109,79
"1198",67,7,20,109,78
"1199",67,7,21,107,81
"1200",67,7,22,95,75
"1201",67,7,23,102,79
"1202",67,7,24,107,82
"1203",67,7,25,106,85
"1204",67,7,26,96,80
"1205",67,7,27,100,82
"1206",67,7,28,102,81
"1207",67,7,29,106,83
"1208",67,7,30,101,78
"1209",67,7,31,105,82
"1210",67,8,1,103,80
"1211",67,8,2,108,80
"1212",67,8,3,94,81
"1213",67,8,4,102,78
"1214",67,8,5,97,79
"1215",67,8,6,100,79
"1216",67,8,7,102,77
"1217",67,8,8,102,83
"1218",67,8,9,102,79
"1219",67,8,10,102,84
"1220",67,8,11,100,76
"1221",67,8,12,103,82
"1222",67,8,13,106,82
"1223",67,8,14,106,81
"1224",67,8,15,102,75
"1225",67,8,16,101,77
"1226",67,8,17,98,74
"1227",67,8,18,104,76
"1228",67,8,19,103,75
"1229",67,8,20,104,79
"1230",67,8,21,106,76
"1231",67,8,22,104,76
"1232",67,8,23,104,80
"1233",67,8,24,104,76
"1234",67,8,25,107,76
"1235",67,8,26,110,77
"1236",67,8,27,106,80
"1237",67,8,28,107,82
"1238",67,8,29,108,84
"1239",67,8,30,103,79
"1240",67,8,31,101,81
"1241",68,7,1,104,67
"1242",68,7,2,109,71
"1243",68,7,3,105,79
"1244",68,7,4,102,75
"1245",68,7,5,90,74
"1246",68,7,6,92,73
"1247",68,7,7,99,71
"1248",68,7,8,103,78
"1249",68,7,9,107,80
"1250",68,7,10,109,78
"1251",68,7,11,110,73
"1252",68,7,12,109,74
"1253",68,7,13,106,77
"1254",68,7,14,104,79
"1255",68,7,15,106,76
"1256",68,7,16,105,73
"1257",68,7,17,104,81
"1258",68,7,18,107,82
"1259",68,7,19,107,83
"1260",68,7,20,108,82
"1261",68,7,21,105,81
"1262",68,7,22,102,80
"1263",68,7,23,98,79
"1264",68,7,24,104,81
"1265",68,7,25,105,85
"1266",68,7,26,99,74
"1267",68,7,27,102,76
"1268",68,7,28,101,76
"1269",68,7,29,100,78
"1270",68,7,30,102,81
"1271",68,7,31,99,74
"1272",68,8,1,102,80
"1273",68,8,2,101,77
"1274",68,8,3,103,73
"1275",68,8,4,96,74
"1276",68,8,5,92,73
"1277",68,8,6,100,77
"1278",68,8,7,96,77
"1279",68,8,8,102,79
"1280",68,8,9,98,80
"1281",68,8,10,101,80
"1282",68,8,11,99,79
"1283",68,8,12,101,77
"1284",68,8,13,103,76
"1285",68,8,14,96,71
"1286",68,8,15,96,66
"1287",68,8,16,101,67
"1288",68,8,17,99,70
"1289",68,8,18,98,70
"1290",68,8,19,98,72
"1291",68,8,20,91,74
"1292",68,8,21,98,72
"1293",68,8,22,97,67
"1294",68,8,23,98,61
"1295",68,8,24,102,66
"1296",68,8,25,103,69
"1297",68,8,26,96,81
"1298",68,8,27,101,76
"1299",68,8,28,104,74
"1300",68,8,29,104,75
"1301",68,8,30,100,78
"1302",68,8,31,99,75
"1303",69,7,1,110,75
"1304",69,7,2,110,85
"1305",69,7,3,112,88
"1306",69,7,4,111,82
"1307",69,7,5,108,78
"1308",69,7,6,104,72
"1309",69,7,7,104,68
"1310",69,7,8,103,71
"1311",69,7,9,102,83
"1312",69,7,10,106,78
"1313",69,7,11,104,85
"1314",69,7,12,105,87
"1315",69,7,13,108,82
"1316",69,7,14,108,85
"1317",69,7,15,108,81
"1318",69,7,16,100,83
"1319",69,7,17,97,81
"1320",69,7,18,101,75
"1321",69,7,19,101,86
"1322",69,7,20,103,79
"1323",69,7,21,108,83
"1324",69,7,22,106,82
"1325",69,7,23,97,78
"1326",69,7,24,104,82
"1327",69,7,25,104,82
"1328",69,7,26,96,82
"1329",69,7,27,100,82
"1330",69,7,28,104,85
"1331",69,7,29,106,85
"1332",69,7,30,110,87
"1333",69,7,31,113,87
"1334",69,8,1,107,83
"1335",69,8,2,110,87
"1336",69,8,3,111,89
"1337",69,8,4,113,87
"1338",69,8,5,114,88
"1339",69,8,6,105,88
"1340",69,8,7,106,79
"1341",69,8,8,103,79
"1342",69,8,9,104,84
"1343",69,8,10,106,85
"1344",69,8,11,108,84
"1345",69,8,12,101,83
"1346",69,8,13,102,83
"1347",69,8,14,99,74
"1348",69,8,15,108,81
"1349",69,8,16,109,82
"1350",69,8,17,104,84
"1351",69,8,18,104,78
"1352",69,8,19,107,82
"1353",69,8,20,108,78
"1354",69,8,21,110,81
"1355",69,8,22,110,89
"1356",69,8,23,110,87
"1357",69,8,24,101,81
"1358",69,8,25,105,83
"1359",69,8,26,105,81
"1360",69,8,27,105,83
"1361",69,8,28,105,84
"1362",69,8,29,98,75
"1363",69,8,30,104,80
"1364",69,8,31,107,81
"1365",70,7,1,104,72
"1366",70,7,2,105,86
"1367",70,7,3,109,88
"1368",70,7,4,109,88
"1369",70,7,5,110,82
"1370",70,7,6,109,80
"1371",70,7,7,106,79
"1372",70,7,8,102,80
"1373",70,7,9,106,80
"1374",70,7,10,105,80
"1375",70,7,11,108,80
"1376",70,7,12,111,80
"1377",70,7,13,113,83
"1378",70,7,14,112,86
"1379",70,7,15,112,89
"1380",70,7,16,110,91
"1381",70,7,17,110,87
"1382",70,7,18,107,89
"1383",70,7,19,106,87
"1384",70,7,20,102,83
"1385",70,7,21,97,77
"1386",70,7,22,101,80
"1387",70,7,23,107,85
"1388",70,7,24,104,82
"1389",70,7,25,103,83
"1390",70,7,26,105,82
"1391",70,7,27,106,84
"1392",70,7,28,107,78
"1393",70,7,29,106,85
"1394",70,7,30,108,88
"1395",70,7,31,108,88
"1396",70,8,1,107,87
"1397",70,8,2,103,80
"1398",70,8,3,102,81
"1399",70,8,4,100,76
"1400",70,8,5,106,85
"1401",70,8,6,106,86
"1402",70,8,7,110,85
"1403",70,8,8,105,80
"1404",70,8,9,101,78
"1405",70,8,10,103,81
"1406",70,8,11,104,78
"1407",70,8,12,104,80
"1408",70,8,13,105,80
"1409",70,8,14,106,78
"1410",70,8,15,94,78
"1411",70,8,16,99,82
"1412",70,8,17,101,81
"1413",70,8,18,103,81
"1414",70,8,19,101,79
"1415",70,8,20,101,78
"1416",70,8,21,104,80
"1417",70,8,22,106,83
"1418",70,8,23,99,82
"1419",70,8,24,105,83
"1420",70,8,25,107,82
"1421",70,8,26,106,81
"1422",70,8,27,104,83
"1423",70,8,28,109,83
"1424",70,8,29,109,78
"1425",70,8,30,109,78
"1426",70,8,31,109,82
"1427",71,7,1,108,72
"1428",71,7,2,106,75
"1429",71,7,3,105,80
"1430",71,7,4,106,85
"1431",71,7,5,108,79
"1432",71,7,6,97,85
"1433",71,7,7,108,78
"1434",71,7,8,108,78
"1435",71,7,9,111,80
"1436",71,7,10,112,83
"1437",71,7,11,114,78
"1438",71,7,12,111,83
"1439",71,7,13,111,87
"1440",71,7,14,108,86
"1441",71,7,15,105,85
"1442",71,7,16,106,83
"1443",71,7,17,104,78
"1444",71,7,18,108,86
"1445",71,7,19,109,78
"1446",71,7,20,105,78
"1447",71,7,21,108,83
"1448",71,7,22,106,84
"1449",71,7,23,107,87
"1450",71,7,24,108,84
"1451",71,7,25,107,86
"1452",71,7,26,110,86
"1453",71,7,27,109,88
"1454",71,7,28,107,89
"1455",71,7,29,106,87
"1456",71,7,30,104,89
"1457",71,7,31,104,77
"1458",71,8,1,106,84
"1459",71,8,2,106,81
"1460",71,8,3,105,76
"1461",71,8,4,98,74
"1462",71,8,5,104,83
"1463",71,8,6,100,73
"1464",71,8,7,102,81
"1465",71,8,8,104,81
"1466",71,8,9,104,81
"1467",71,8,10,100,74
"1468",71,8,11,96,74
"1469",71,8,12,99,72
"1470",71,8,13,96,72
"1471",71,8,14,98,79
"1472",71,8,15,97,74
"1473",71,8,16,103,80
"1474",71,8,17,100,83
"1475",71,8,18,99,79
"1476",71,8,19,97,78
"1477",71,8,20,89,75
"1478",71,8,21,92,77
"1479",71,8,22,95,77
"1480",71,8,23,98,80
"1481",71,8,24,101,80
"1482",71,8,25,102,83
"1483",71,8,26,101,77
"1484",71,8,27,103,82
"1485",71,8,28,103,82
"1486",71,8,29,105,83
"1487",71,8,30,106,83
"1488",71,8,31,106,83
"1489",72,7,1,112,77
"1490",72,7,2,110,75
"1491",72,7,3,110,75
"1492",72,7,4,114,77
"1493",72,7,5,108,80
"1494",72,7,6,107,84
"1495",72,7,7,107,82
"1496",72,7,8,103,81
"1497",72,7,9,107,82
"1498",72,7,10,108,82
"1499",72,7,11,109,83
"1500",72,7,12,109,85
"1501",72,7,13,108,84
"1502",72,7,14,106,87
"1503",72,7,15,104,85
"1504",72,7,16,102,82
"1505",72,7,17,94,71
"1506",72,7,18,101,77
"1507",72,7,19,104,80
"1508",72,7,20,105,78
"1509",72,7,21,104,81
"1510",72,7,22,106,78
"1511",72,7,23,105,84
"1512",72,7,24,99,86
"1513",72,7,25,101,82
"1514",72,7,26,107,84
"1515",72,7,27,111,86
"1516",72,7,28,111,85
"1517",72,7,29,113,90
"1518",72,7,30,110,89
"1519",72,7,31,115,87
"1520",72,8,1,116,90
"1521",72,8,2,107,82
"1522",72,8,3,106,80
"1523",72,8,4,104,86
"1524",72,8,5,103,76
"1525",72,8,6,99,76
"1526",72,8,7,103,80
"1527",72,8,8,103,78
"1528",72,8,9,102,78
"1529",72,8,10,103,79
"1530",72,8,11,101,82
"1531",72,8,12,100,73
"1532",72,8,13,96,73
"1533",72,8,14,100,78
"1534",72,8,15,101,78
"1535",72,8,16,101,73
"1536",72,8,17,100,74
"1537",72,8,18,100,78
"1538",72,8,19,99,72
"1539",72,8,20,102,81
"1540",72,8,21,106,75
"1541",72,8,22,109,75
"1542",72,8,23,107,74
"1543",72,8,24,104,77
"1544",72,8,25,101,74
"1545",72,8,26,98,73
"1546",72,8,27,97,77
"1547",72,8,28,98,74
"1548",72,8,29,95,80
"1549",72,8,30,101,78
"1550",72,8,31,105,80
"1551",73,7,1,111,82
"1552",73,7,2,115,87
"1553",73,7,3,111,88
"1554",73,7,4,113,91
"1555",73,7,5,113,87
"1556",73,7,6,109,89
"1557",73,7,7,107,85
"1558",73,7,8,109,88
"1559",73,7,9,112,83
"1560",73,7,10,111,88
"1561",73,7,11,107,82
"1562",73,7,12,101,77
"1563",73,7,13,101,77
"1564",73,7,14,102,79
"1565",73,7,15,101,78
"1566",73,7,16,99,80
"1567",73,7,17,101,77
"1568",73,7,18,104,77
"1569",73,7,19,106,76
"1570",73,7,20,109,80
"1571",73,7,21,106,75
"1572",73,7,22,102,69
"1573",73,7,23,107,70
"1574",73,7,24,108,71
"1575",73,7,25,110,75
"1576",73,7,26,106,82
"1577",73,7,27,107,80
"1578",73,7,28,104,79
"1579",73,7,29,105,84
"1580",73,7,30,99,80
"1581",73,7,31,105,80
"1582",73,8,1,106,83
"1583",73,8,2,107,83
"1584",73,8,3,103,83
"1585",73,8,4,104,84
"1586",73,8,5,105,78
"1587",73,8,6,104,80
"1588",73,8,7,103,75
"1589",73,8,8,105,75
"1590",73,8,9,107,77
"1591",73,8,10,106,81
"1592",73,8,11,107,82
"1593",73,8,12,110,83
"1594",73,8,13,107,85
"1595",73,8,14,107,83
"1596",73,8,15,110,83
"1597",73,8,16,106,84
"1598",73,8,17,105,86
"1599",73,8,18,111,83
"1600",73,8,19,108,84
"1601",73,8,20,105,80
"1602",73,8,21,105,84
"1603",73,8,22,109,82
"1604",73,8,23,110,82
"1605",73,8,24,109,81
"1606",73,8,25,107,74
"1607",73,8,26,106,74
"1608",73,8,27,103,76
"1609",73,8,28,104,72
"1610",73,8,29,104,81
"1611",73,8,30,103,77
"1612",73,8,31,103,83
"1613",74,7,1,107,83
"1614",74,7,2,106,78
"1615",74,7,3,105,76
"1616",74,7,4,111,78
"1617",74,7,5,110,87
"1618",74,7,6,107,84
"1619",74,7,7,97,75
"1620",74,7,8,99,72
"1621",74,7,9,102,72
"1622",74,7,10,101,74
"1623",74,7,11,103,73
"1624",74,7,12,105,80
"1625",74,7,13,103,86
"1626",74,7,14,102,76
"1627",74,7,15,100,75
"1628",74,7,16,104,80
"1629",74,7,17,106,86
"1630",74,7,18,99,85
"1631",74,7,19,95,82
"1632",74,7,20,99,77
"1633",74,7,21,101,75
"1634",74,7,22,106,76
"1635",74,7,23,105,79
"1636",74,7,24,110,83
"1637",74,7,25,113,83
"1638",74,7,26,111,86
"1639",74,7,27,110,86
"1640",74,7,28,108,89
"1641",74,7,29,105,87
"1642",74,7,30,107,84
"1643",74,7,31,107,80
"1644",74,8,1,105,80
"1645",74,8,2,101,77
"1646",74,8,3,103,80
"1647",74,8,4,99,80
"1648",74,8,5,95,77
"1649",74,8,6,101,76
"1650",74,8,7,106,81
"1651",74,8,8,104,82
"1652",74,8,9,104,78
"1653",74,8,10,102,79
"1654",74,8,11,105,74
"1655",74,8,12,104,73
"1656",74,8,13,104,75
"1657",74,8,14,105,82
"1658",74,8,15,105,82
"1659",74,8,16,106,82
"1660",74,8,17,109,78
"1661",74,8,18,108,80
"1662",74,8,19,109,82
"1663",74,8,20,105,75
"1664",74,8,21,102,75
"1665",74,8,22,106,74
"1666",74,8,23,104,78
"1667",74,8,24,105,77
"1668",74,8,25,105,78
"1669",74,8,26,109,78
"1670",74,8,27,110,76
"1671",74,8,28,105,75
"1672",74,8,29,108,72
"1673",74,8,30,109,73
"1674",74,8,31,108,75
"1675",75,7,1,110,72
"1676",75,7,2,105,78
"1677",75,7,3,104,85
"1678",75,7,4,104,81
"1679",75,7,5,107,84
"1680",75,7,6,110,88
"1681",75,7,7,106,85
"1682",75,7,8,102,83
"1683",75,7,9,109,81
"1684",75,7,10,113,88
"1685",75,7,11,113,88
"1686",75,7,12,105,83
"1687",75,7,13,105,81
"1688",75,7,14,106,82
"1689",75,7,15,111,87
"1690",75,7,16,108,79
"1691",75,7,17,102,78
"1692",75,7,18,104,83
"1693",75,7,19,107,80
"1694",75,7,20,107,83
"1695",75,7,21,107,85
"1696",75,7,22,106,86
"1697",75,7,23,105,84
"1698",75,7,24,107,85
"1699",75,7,25,108,82
"1700",75,7,26,106,80
"1701",75,7,27,98,82
"1702",75,7,28,103,80
"1703",75,7,29,103,83
"1704",75,7,30,103,77
"1705",75,7,31,105,81
"1706",75,8,1,111,78
"1707",75,8,2,112,78
"1708",75,8,3,114,79
"1709",75,8,4,116,81
"1710",75,8,5,110,84
"1711",75,8,6,112,86
"1712",75,8,7,110,84
"1713",75,8,8,108,85
"1714",75,8,9,106,84
"1715",75,8,10,108,84
"1716",75,8,11,100,83
"1717",75,8,12,103,79
"1718",75,8,13,104,78
"1719",75,8,14,102,75
"1720",75,8,15,104,76
"1721",75,8,16,104,76
"1722",75,8,17,103,74
"1723",75,8,18,103,69
"1724",75,8,19,103,73
"1725",75,8,20,100,79
"1726",75,8,21,101,74
"1727",75,8,22,105,78
"1728",75,8,23,105,79
"1729",75,8,24,106,77
"1730",75,8,25,106,74
"1731",75,8,26,106,75
"1732",75,8,27,104,78
"1733",75,8,28,102,71
"1734",75,8,29,102,74
"1735",75,8,30,106,72
"1736",75,8,31,109,73
"1737",76,7,1,106,81
"1738",76,7,2,104,80
"1739",76,7,3,103,78
"1740",76,7,4,107,82
"1741",76,7,5,110,82
"1742",76,7,6,110,83
"1743",76,7,7,111,90
"1744",76,7,8,109,87
"1745",76,7,9,107,90
"1746",76,7,10,102,86
"1747",76,7,11,101,84
"1748",76,7,12,97,79
"1749",76,7,13,100,82
"1750",76,7,14,103,83
"1751",76,7,15,105,82
"1752",76,7,16,103,84
"1753",76,7,17,99,82
"1754",76,7,18,99,82
"1755",76,7,19,102,81
"1756",76,7,20,105,83
"1757",76,7,21,100,83
"1758",76,7,22,100,79
"1759",76,7,23,99,75
"1760",76,7,24,97,71
"1761",76,7,25,97,77
"1762",76,7,26,98,79
"1763",76,7,27,100,78
"1764",76,7,28,100,76
"1765",76,7,29,96,77
"1766",76,7,30,95,80
"1767",76,7,31,100,78
"1768",76,8,1,103,78
"1769",76,8,2,105,77
"1770",76,8,3,102,79
"1771",76,8,4,100,74
"1772",76,8,5,104,72
"1773",76,8,6,109,76
"1774",76,8,7,102,80
"1775",76,8,8,105,81
"1776",76,8,9,101,76
"1777",76,8,10,104,81
"1778",76,8,11,104,80
"1779",76,8,12,107,80
"1780",76,8,13,106,77
"1781",76,8,14,101,72
"1782",76,8,15,96,72
"1783",76,8,16,99,73
"1784",76,8,17,97,78
"1785",76,8,18,100,74
"1786",76,8,19,103,75
"1787",76,8,20,106,82
"1788",76,8,21,102,83
"1789",76,8,22,101,80
"1790",76,8,23,101,77
"1791",76,8,24,106,81
"1792",76,8,25,107,84
"1793",76,8,26,104,82
"1794",76,8,27,103,79
"1795",76,8,28,105,82
"1796",76,8,29,103,81
"1797",76,8,30,104,81
"1798",76,8,31,106,79
"1799",77,7,1,107,84
"1800",77,7,2,106,85
"1801",77,7,3,99,84
"1802",77,7,4,102,79
"1803",77,7,5,105,78
"1804",77,7,6,108,79
"1805",77,7,7,110,81
"1806",77,7,8,110,84
"1807",77,7,9,109,83
"1808",77,7,10,107,87
"1809",77,7,11,107,84
"1810",77,7,12,107,82
"1811",77,7,13,107,82
"1812",77,7,14,105,84
"1813",77,7,15,106,83
"1814",77,7,16,109,87
"1815",77,7,17,109,87
"1816",77,7,18,100,80
"1817",77,7,19,106,82
"1818",77,7,20,103,85
"1819",77,7,21,100,89
"1820",77,7,22,106,85
"1821",77,7,23,96,84
"1822",77,7,24,103,80
"1823",77,7,25,110,83
"1824",77,7,26,105,87
"1825",77,7,27,109,81
"1826",77,7,28,112,86
"1827",77,7,29,109,87
"1828",77,7,30,106,88
"1829",77,7,31,110,88
"1830",77,8,1,108,86
"1831",77,8,2,108,86
"1832",77,8,3,110,85
"1833",77,8,4,110,84
"1834",77,8,5,113,85
"1835",77,8,6,109,84
"1836",77,8,7,109,87
"1837",77,8,8,106,87
"1838",77,8,9,105,83
"1839",77,8,10,102,81
"1840",77,8,11,108,85
"1841",77,8,12,104,82
"1842",77,8,13,105,83
"1843",77,8,14,104,81
"1844",77,8,15,98,80
"1845",77,8,16,97,79
"1846",77,8,17,100,82
"1847",77,8,18,103,84
"1848",77,8,19,107,86
"1849",77,8,20,110,88
"1850",77,8,21,101,87
"1851",77,8,22,102,83
"1852",77,8,23,105,85
"1853",77,8,24,103,85
"1854",77,8,25,105,83
"1855",77,8,26,105,79
"1856",77,8,27,100,80
"1857",77,8,28,102,78
"1858",77,8,29,107,78
"1859",77,8,30,106,80
"1860",77,8,31,105,81
"1861",78,7,1,108,72
"1862",78,7,2,109,70
"1863",78,7,3,108,73
"1864",78,7,4,106,71
"1865",78,7,5,107,72
"1866",78,7,6,108,72
"1867",78,7,7,109,75
"1868",78,7,8,108,87
"1869",78,7,9,110,83
"1870",78,7,10,104,81
"1871",78,7,11,108,83
"1872",78,7,12,109,84
"1873",78,7,13,112,86
"1874",78,7,14,112,87
"1875",78,7,15,110,88
"1876",78,7,16,111,86
"1877",78,7,17,110,87
"1878",78,7,18,112,83
"1879",78,7,19,115,86
"1880",78,7,20,114,86
"1881",78,7,21,108,87
"1882",78,7,22,105,77
"1883",78,7,23,103,80
"1884",78,7,24,104,78
"1885",78,7,25,101,79
"1886",78,7,26,100,82
"1887",78,7,27,106,81
"1888",78,7,28,111,85
"1889",78,7,29,112,85
"1890",78,7,30,110,81
"1891",78,7,31,107,82
"1892",78,8,1,102,75
"1893",78,8,2,103,75
"1894",78,8,3,104,76
"1895",78,8,4,105,78
"1896",78,8,5,106,80
"1897",78,8,6,108,81
"1898",78,8,7,106,77
"1899",78,8,8,106,79
"1900",78,8,9,107,80
"1901",78,8,10,107,84
"1902",78,8,11,104,79
"1903",78,8,12,99,78
"1904",78,8,13,104,80
"1905",78,8,14,103,78
"1906",78,8,15,105,73
"1907",78,8,16,107,76
"1908",78,8,17,105,78
"1909",78,8,18,105,81
"1910",78,8,19,105,82
"1911",78,8,20,107,75
"1912",78,8,21,103,80
"1913",78,8,22,107,79
"1914",78,8,23,104,81
"1915",78,8,24,105,82
"1916",78,8,25,106,76
"1917",78,8,26,105,75
"1918",78,8,27,104,71
"1919",78,8,28,107,71
"1920",78,8,29,106,72
"1921",78,8,30,107,76
"1922",78,8,31,106,81
"1923",79,7,1,104,84
"1924",79,7,2,105,80
"1925",79,7,3,106,76
"1926",79,7,4,107,73
"1927",79,7,5,107,74
"1928",79,7,6,107,74
"1929",79,7,7,111,73
"1930",79,7,8,111,74
"1931",79,7,9,114,75
"1932",79,7,10,113,74
"1933",79,7,11,111,76
"1934",79,7,12,111,77
"1935",79,7,13,108,81
"1936",79,7,14,108,80
"1937",79,7,15,113,81
"1938",79,7,16,109,86
"1939",79,7,17,108,84
"1940",79,7,18,106,85
"1941",79,7,19,102,81
"1942",79,7,20,94,78
"1943",79,7,21,104,80
"1944",79,7,22,106,79
"1945",79,7,23,110,78
"1946",79,7,24,112,80
"1947",79,7,25,111,83
"1948",79,7,26,110,83
"1949",79,7,27,111,86
"1950",79,7,28,113,87
"1951",79,7,29,108,82
"1952",79,7,30,104,78
"1953",79,7,31,107,84
"1954",79,8,1,107,86
"1955",79,8,2,110,85
"1956",79,8,3,107,84
"1957",79,8,4,108,86
"1958",79,8,5,104,78
"1959",79,8,6,106,85
"1960",79,8,7,106,84
"1961",79,8,8,107,83
"1962",79,8,9,109,83
"1963",79,8,10,107,77
"1964",79,8,11,104,76
"1965",79,8,12,82,73
"1966",79,8,13,96,70
"1967",79,8,14,95,75
"1968",79,8,15,98,69
"1969",79,8,16,98,72
"1970",79,8,17,96,70
"1971",79,8,18,97,69
"1972",79,8,19,97,74
"1973",79,8,20,100,72
"1974",79,8,21,102,68
"1975",79,8,22,102,71
"1976",79,8,23,104,73
"1977",79,8,24,105,75
"1978",79,8,25,106,75
"1979",79,8,26,107,77
"1980",79,8,27,110,75
"1981",79,8,28,103,80
"1982",79,8,29,100,72
"1983",79,8,30,102,77
"1984",79,8,31,104,70
"1985",80,7,1,101,78
"1986",80,7,2,105,84
"1987",80,7,3,107,79
"1988",80,7,4,110,78
"1989",80,7,5,106,78
"1990",80,7,6,99,89
"1991",80,7,7,105,85
"1992",80,7,8,108,84
"1993",80,7,9,108,83
"1994",80,7,10,110,90
"1995",80,7,11,109,88
"1996",80,7,12,102,82
"1997",80,7,13,100,76
"1998",80,7,14,107,83
"1999",80,7,15,111,78
"2000",80,7,16,112,81
"2001",80,7,17,111,84
"2002",80,7,18,109,86
"2003",80,7,19,108,86
"2004",80,7,20,106,80
"2005",80,7,21,111,83
"2006",80,7,22,108,84
"2007",80,7,23,111,87
"2008",80,7,24,109,89
"2009",80,7,25,111,80
"2010",80,7,26,107,80
"2011",80,7,27,112,88
"2012",80,7,28,115,86
"2013",80,7,29,106,90
"2014",80,7,30,105,89
"2015",80,7,31,108,85
"2016",80,8,1,107,88
"2017",80,8,2,101,90
"2018",80,8,3,102,84
"2019",80,8,4,104,85
"2020",80,8,5,105,89
"2021",80,8,6,108,84
"2022",80,8,7,111,84
"2023",80,8,8,110,90
"2024",80,8,9,107,89
"2025",80,8,10,107,84
"2026",80,8,11,108,86
"2027",80,8,12,105,90
"2028",80,8,13,101,79
"2029",80,8,14,96,77
"2030",80,8,15,99,79
"2031",80,8,16,101,78
"2032",80,8,17,104,77
"2033",80,8,18,102,74
"2034",80,8,19,98,75
"2035",80,8,20,98,74
"2036",80,8,21,103,73
"2037",80,8,22,104,77
"2038",80,8,23,93,84
"2039",80,8,24,94,81
"2040",80,8,25,100,75
"2041",80,8,26,104,79
"2042",80,8,27,105,80
"2043",80,8,28,104,81
"2044",80,8,29,104,82
"2045",80,8,30,104,79
"2046",80,8,31,101,78
"2047",81,7,1,104,82
"2048",81,7,2,107,79
"2049",81,7,3,110,86
"2050",81,7,4,110,88
"2051",81,7,5,111,86
"2052",81,7,6,107,89
"2053",81,7,7,106,87
"2054",81,7,8,105,85
"2055",81,7,9,108,87
"2056",81,7,10,105,87
"2057",81,7,11,100,83
"2058",81,7,12,102,81
"2059",81,7,13,102,83
"2060",81,7,14,105,84
"2061",81,7,15,106,78
"2062",81,7,16,100,78
"2063",81,7,17,105,81
"2064",81,7,18,108,86
"2065",81,7,19,107,89
"2066",81,7,20,106,87
