"","Year","Mn","Dy","MxT","MnT","Prec","Snow","SnCv"
"7196",1919,9,14,61,54,72,0,NA
"7197",1919,9,15,68,47,0,0,NA
"7198",1919,9,16,78,49,0,0,NA
"7199",1919,9,17,83,47,0,0,NA
"7200",1919,9,18,76,53,0.0000000000000001,0,NA
"7201",1919,9,19,78,46,8,0,NA
"7202",1919,9,20,78,44,0,0,NA
"7203",1919,9,21,56,39,40,0,NA
"7204",1919,9,22,55,38,7,0,NA
"7205",1919,9,23,71,33,0,0,NA
"7206",1919,9,24,77,36,0,0,NA
"7207",1919,9,25,71,39,0,0,NA
"7208",1919,9,26,82,39,0,0,NA
"7209",1919,9,27,63,47,0,0,NA
"7210",1919,9,28,71,37,0,0,NA
"7211",1919,9,29,59,48,0,0,NA
"7212",1919,9,30,73,37,0,0,NA
"7213",1919,10,1,77,38,0,0,NA
"7214",1919,10,2,71,35,0,0,NA
"7215",1919,10,3,64,38,19,0,NA
"7216",1919,10,4,48,34,40,0,NA
"7217",1919,10,5,58,31,0,0,NA
"7218",1919,10,6,62,30,0,0,NA
"7219",1919,10,7,64,32,0,0,NA
"7220",1919,10,8,69,34,0,0,NA
"7221",1919,10,9,53,29,2,0.0000000000000001,NA
"7222",1919,10,10,49,21,3,5,NA
"7223",1919,10,11,64,24,0,0,NA
"7224",1919,10,12,61,27,0,0,NA
"7225",1919,10,13,66,33,1,0,NA
"7226",1919,10,14,54,38,4,0,NA
"7227",1919,10,15,50,34,11,0,NA
"7228",1919,10,16,55,33,8,0,NA
"7229",1919,10,17,64,29,0,0,NA
"7230",1919,10,18,59,31,81,0,NA
"7231",1919,10,19,54,39,13,0,NA
"7232",1919,10,20,53,25,0,0,NA
"7233",1919,10,21,56,26,0,0,NA
"7234",1919,10,22,66,29,0,0,NA
"7235",1919,10,23,65,28,0,0,NA
"7236",1919,10,24,46,31,0,0,NA
"7237",1919,10,25,52,29,2,0.0000000000000001,NA
"7238",1919,10,26,32,27,9,10,NA
"7239",1919,10,27,41,27,0,0,NA
"7240",1919,10,28,53,16,0,0,NA
"7241",1919,10,29,56,24,0,0,NA
"7242",1919,10,30,53,24,0,0,NA
"7243",1919,10,31,44,27,0,0,NA
"7244",1919,11,1,56,20,0,0,NA
"7245",1919,11,2,54,28,0,0,NA
"7246",1919,11,3,47,25,0,0,NA
"7247",1919,11,4,56,16,0,0,NA
"7248",1919,11,5,69,25,0,0,NA
"7249",1919,11,6,43,31,0,0,NA
"7250",1919,11,7,35,29,0,0,NA
"7251",1919,11,8,37,21,28,20,NA
"7252",1919,11,9,29,17,25,40,NA
"7253",1919,11,10,42,24,0,0,NA
"7254",1919,11,11,43,6,10,15,NA
"7255",1919,11,12,22,-6,0,0,NA
"7256",1919,11,13,41,1,0,0,NA
"7257",1919,11,14,43,15,0,0,NA
"7258",1919,11,15,53,21,0,0,NA
"7259",1919,11,16,57,32,0,0,NA
"7260",1919,11,17,49,26,0,0,NA
"7261",1919,11,18,54,24,0,0,NA
"7262",1919,11,19,52,25,0,0,NA
"7263",1919,11,20,48,35,0,0,NA
"7264",1919,11,21,53,25,0,0,NA
"7265",1919,11,22,60,26,0,0,NA
"7266",1919,11,23,62,26,0,0,NA
"7267",1919,11,24,61,30,0,0,NA
"7268",1919,11,25,41,23,6,10,NA
"7269",1919,11,26,24,-2,39,55,NA
"7270",1919,11,27,3,-8,14,23,NA
"7271",1919,11,28,5,-14,0,0,NA
"7272",1919,11,29,42,-9,0,0,NA
"7273",1919,11,30,35,11,0,0,NA
"7274",1919,12,1,23,6,1,0.0000000000000001,NA
"7275",1919,12,2,9,-5,1,0.0000000000000001,NA
"7276",1919,12,3,37,-7,0,0,NA
"7277",1919,12,4,40,10,0,0,NA
"7278",1919,12,5,32,15,0,0,NA
"7279",1919,12,6,27,8,2,3,NA
"7280",1919,12,7,24,6,5,10,NA
"7281",1919,12,8,13,-11,20,30,NA
"7282",1919,12,9,-7,-35,0.0000000000000001,0.0000000000000001,NA
"7283",1919,12,10,51,-23,0,0,NA
"7284",1919,12,11,51,31,0,0,NA
"7285",1919,12,12,47,-11,8,10,NA
"7286",1919,12,13,7,-18,0,0,NA
"7287",1919,12,14,24,-12,0,0,NA
"7288",1919,12,15,40,5,0,0,NA
"7289",1919,12,16,43,11,0,0,NA
"7290",1919,12,17,48,15,0,0,NA
"7291",1919,12,18,46,21,0,0,NA
"7292",1919,12,19,48,14,0,0,NA
"7293",1919,12,20,45,19,0,0,NA
"7294",1919,12,21,49,22,0,0,NA
"7295",1919,12,22,49,28,0,0,NA
"7296",1919,12,23,47,22,0,0,NA
"7297",1919,12,24,47,24,0,0,NA
"7298",1919,12,25,53,24,0,0,NA
"7299",1919,12,26,39,17,2,3,NA
"7300",1919,12,27,51,24,0,0,NA
"7301",1919,12,28,47,24,0,0,NA
"7302",1919,12,29,52,29,0,0,NA
"7303",1919,12,30,60,25,0,0,NA
"7304",1919,12,31,52,22,0,0,NA
"7305",1920,1,1,35,18,0,0,NA
"7306",1920,1,2,40,17,0,0,NA
"7307",1920,1,3,40,17,0,0,NA
"7308",1920,1,4,34,16,0,0,NA
"7309",1920,1,5,51,25,0,0,NA
"7310",1920,1,6,42,19,46,58,NA
"7311",1920,1,7,23,11,6,5,NA
"7312",1920,1,8,24,-10,0,0,NA
"7313",1920,1,9,38,-9,0,0,NA
"7314",1920,1,10,32,5,2,3,NA
"7315",1920,1,11,27,-1,0,0,NA
"7316",1920,1,12,41,3,0,0,NA
"7317",1920,1,13,40,9,0,0,NA
"7318",1920,1,14,44,13,0,0,NA
"7319",1920,1,15,46,17,0,0,NA
"7320",1920,1,16,52,26,0,0,NA
"7321",1920,1,17,60,28,0,0,NA
"7322",1920,1,18,64,28,0,0,NA
"7323",1920,1,19,69,44,0,0,NA
"7324",1920,1,20,59,22,0,0,NA
"7325",1920,1,21,28,19,0,0,NA
"7326",1920,1,22,29,20,0,0,NA
"7327",1920,1,23,24,18,0,0,NA
"7328",1920,1,24,25,20,0,0,NA
"7329",1920,1,25,58,20,0,0,NA
"7330",1920,1,26,63,28,0,0,NA
"7331",1920,1,27,47,24,0,0,NA
"7332",1920,1,28,56,21,0,0,NA
"7333",1920,1,29,60,23,0,0,NA
"7334",1920,1,30,52,25,0,0,NA
"7335",1920,1,31,57,21,0,0,NA
"7336",1920,2,1,55,28,0,0,NA
"7337",1920,2,2,45,31,0,0,NA
"7338",1920,2,3,32,24,0,0,NA
"7339",1920,2,4,36,24,0,0,NA
"7340",1920,2,5,48,21,0,0,NA
"7341",1920,2,6,52,24,0,0,NA
"7342",1920,2,7,56,21,0,0,NA
"7343",1920,2,8,37,22,1,1,NA
"7344",1920,2,9,36,20,2,3,NA
"7345",1920,2,10,48,14,0,0,NA
"7346",1920,2,11,43,16,0,0,NA
"7347",1920,2,12,51,21,0.0000000000000001,0.0000000000000001,NA
"7348",1920,2,13,31,18,16,20,NA
"7349",1920,2,14,32,4,2,3,NA
"7350",1920,2,15,32,14,0,0,NA
"7351",1920,2,16,44,13,0,0,NA
"7352",1920,2,17,47,18,0,0,NA
"7353",1920,2,18,55,19,0,0,NA
"7354",1920,2,19,57,21,0,0,NA
"7355",1920,2,20,49,30,0,0,NA
"7356",1920,2,21,35,25,2,0,NA
"7357",1920,2,22,53,25,0.0000000000000001,0.0000000000000001,NA
"7358",1920,2,23,41,19,22,25,NA
"7359",1920,2,24,29,8,1,0.0000000000000001,NA
"7360",1920,2,25,32,7,0,0,NA
"7361",1920,2,26,42,9,0,0,NA
"7362",1920,2,27,42,17,0,0,NA
"7363",1920,2,28,30,-2,18,28,NA
"7364",1920,2,29,35,-11,0,0,NA
"7365",1920,3,1,41,2,0,0,NA
"7366",1920,3,2,42,31,0.0000000000000001,0,NA
"7367",1920,3,3,42,25,0,0,NA
"7368",1920,3,4,39,15,0,0,NA
"7369",1920,3,5,34,14,3,5,NA
"7370",1920,3,6,18,-3,11,15,NA
"7371",1920,3,7,30,-12,0,0,NA
"7372",1920,3,8,48,3,0,0,NA
"7373",1920,3,9,47,22,0,0,NA
"7374",1920,3,10,55,26,0,0,NA
"7375",1920,3,11,48,33,0,0,NA
"7376",1920,3,12,53,24,0,0,NA
"7377",1920,3,13,63,34,0,0,NA
"7378",1920,3,14,69,30,0.0000000000000001,0,NA
"7379",1920,3,15,46,24,0,0,NA
"7380",1920,3,16,40,16,0,0,NA
"7381",1920,3,17,54,19,0,0,NA
"7382",1920,3,18,49,31,0,0,NA
"7383",1920,3,19,56,18,0,0,NA
"7384",1920,3,20,63,19,0,0,NA
"7385",1920,3,21,68,20,0,0,NA
"7386",1920,3,22,63,37,0,0,NA
"7387",1920,3,23,49,29,0.0000000000000001,0,NA
"7388",1920,3,24,49,23,0,0,NA
"7389",1920,3,25,58,19,0,0,NA
"7390",1920,3,26,62,24,0,0,NA
"7391",1920,3,27,52,30,0.0000000000000001,0,NA
"7392",1920,3,28,47,27,0,0,NA
"7393",1920,3,29,52,18,0,0,NA
"7394",1920,3,30,60,15,0,0,NA
"7395",1920,3,31,66,22,0,0,NA
"7396",1920,4,1,39,21,1,0.0000000000000001,NA
"7397",1920,4,2,49,12,0,0,NA
"7398",1920,4,3,37,13,21,27,NA
"7399",1920,4,4,29,-4,2,3,NA
"7400",1920,4,5,61,21,0.0000000000000001,0.0000000000000001,NA
"7401",1920,4,6,54,29,0,0,NA
"7402",1920,4,7,69,33,0,0,NA
"7403",1920,4,8,62,35,2,0,NA
"7404",1920,4,9,66,34,11,0,NA
"7405",1920,4,10,58,34,0,0,NA
"7406",1920,4,11,41,21,104,110,NA
"7407",1920,4,12,41,9,0,0,NA
"7408",1920,4,13,50,19,0,0,NA
"7409",1920,4,14,59,30,0,0,NA
"7410",1920,4,15,62,34,0,0,NA
"7411",1920,4,16,56,32,0,0,NA
"7412",1920,4,17,52,26,116,115,NA
"7413",1920,4,18,30,25,74,85,NA
"7414",1920,4,19,34,24,22,30,NA
"7415",1920,4,20,37,22,0,0,NA
"7416",1920,4,21,47,25,0,0,NA
"7417",1920,4,22,43,30,0,0,NA
"7418",1920,4,23,45,20,0.0000000000000001,0.0000000000000001,NA
"7419",1920,4,24,41,30,3,3,NA
"7420",1920,4,25,38,29,0.0000000000000001,0.0000000000000001,NA
"7421",1920,4,26,44,28,1,0.0000000000000001,NA
"7422",1920,4,27,49,28,0,0,NA
"7423",1920,4,28,56,34,3,0,NA
"7424",1920,4,29,58,34,0,0,NA
"7425",1920,4,30,60,35,0,0,NA
"7426",1920,5,1,76,32,0,0,NA
"7427",1920,5,2,69,45,0,0,NA
"7428",1920,5,3,63,45,0.0000000000000001,0,NA
"7429",1920,5,4,68,33,2,0,NA
"7430",1920,5,5,65,45,18,0,NA
"7431",1920,5,6,64,39,1,0,NA
"7432",1920,5,7,53,43,25,0,NA
"7433",1920,5,8,65,45,5,0,NA
"7434",1920,5,9,74,47,0,0,NA
"7435",1920,5,10,71,41,5,0,NA
"7436",1920,5,11,55,44,57,0,NA
"7437",1920,5,12,51,41,9,0,NA
"7438",1920,5,13,43,34,1,0,NA
"7439",1920,5,14,42,38,18,0,NA
"7440",1920,5,15,49,34,16,0,NA
"7441",1920,5,16,62,38,18,0,NA
"7442",1920,5,17,72,34,0,0,NA
"7443",1920,5,18,72,50,0,0,NA
"7444",1920,5,19,77,46,0,0,NA
"7445",1920,5,20,71,43,0,0,NA
"7446",1920,5,21,74,46,0,0,NA
"7447",1920,5,22,68,49,1,0,NA
"7448",1920,5,23,71,40,0,0,NA
"7449",1920,5,24,77,44,0,0,NA
"7450",1920,5,25,85,46,19,0,NA
"7451",1920,5,26,72,46,0,0,NA
"7452",1920,5,27,62,41,0,0,NA
"7453",1920,5,28,81,34,0,0,NA
"7454",1920,5,29,84,41,0,0,NA
"7455",1920,5,30,73,47,0,0,NA
"7456",1920,5,31,75,51,0,0,NA
"7457",1920,6,1,63,44,3,0,NA
"7458",1920,6,2,66,43,7,0,NA
"7459",1920,6,3,66,47,0.0000000000000001,0,NA
"7460",1920,6,4,68,47,0,0,NA
"7461",1920,6,5,70,43,2,0,NA
"7462",1920,6,6,85,46,0,0,NA
"7463",1920,6,7,86,43,0,0,NA
"7464",1920,6,8,87,48,0,0,NA
"7465",1920,6,9,75,51,0,0,NA
"7466",1920,6,10,84,47,0,0,NA
"7467",1920,6,11,83,50,0,0,NA
"7468",1920,6,12,83,45,0,0,NA
"7469",1920,6,13,78,50,0,0,NA
"7470",1920,6,14,80,54,3,0,NA
"7471",1920,6,15,80,45,0.0000000000000001,0,NA
"7472",1920,6,16,78,45,0,0,NA
"7473",1920,6,17,75,46,16,0,NA
"7474",1920,6,18,67,45,0.0000000000000001,0,NA
"7475",1920,6,19,69,46,0,0,NA
"7476",1920,6,20,74,43,0,0,NA
"7477",1920,6,21,70,48,0,0,NA
"7478",1920,6,22,71,50,0,0,NA
"7479",1920,6,23,86,49,0,0,NA
"7480",1920,6,24,88,51,0,0,NA
"7481",1920,6,25,75,54,0,0,NA
"7482",1920,6,26,71,54,9,0,NA
"7483",1920,6,27,74,56,20,0,NA
"7484",1920,6,28,77,57,0,0,NA
"7485",1920,6,29,81,48,0,0,NA
"7486",1920,6,30,87,49,0,0,NA
"7487",1920,7,1,89,61,0,0,NA
"7488",1920,7,2,89,49,0,0,NA
"7489",1920,7,3,92,54,0,0,NA
"7490",1920,7,4,88,60,0,0,NA
"7491",1920,7,5,81,51,0.0000000000000001,0,NA
"7492",1920,7,6,76,50,8,0,NA
"7493",1920,7,7,71,47,0,0,NA
"7494",1920,7,8,77,53,0,0,NA
"7495",1920,7,9,77,55,0,0,NA
"7496",1920,7,10,79,48,0.0000000000000001,0,NA
"7497",1920,7,11,82,53,0,0,NA
"7498",1920,7,12,84,54,0,0,NA
"7499",1920,7,13,88,48,10,0,NA
"7500",1920,7,14,83,56,0,0,NA
"7501",1920,7,15,85,55,0,0,NA
"7502",1920,7,16,85,54,0,0,NA
"7503",1920,7,17,81,51,5,0,NA
"7504",1920,7,18,81,56,0,0,NA
"7505",1920,7,19,85,49,0,0,NA
"7506",1920,7,20,88,50,0,0,NA
"7507",1920,7,21,91,54,0,0,NA
"7508",1920,7,22,91,54,0.0000000000000001,0,NA
"7509",1920,7,23,86,66,0.0000000000000001,0,NA
"7510",1920,7,24,78,59,29,0,NA
"7511",1920,7,25,80,58,6,0,NA
"7512",1920,7,26,80,55,0,0,NA
"7513",1920,7,27,82,52,0,0,NA
"7514",1920,7,28,86,56,0,0,NA
"7515",1920,7,29,88,56,0,0,NA
"7516",1920,7,30,84,55,0.0000000000000001,0,NA
"7517",1920,7,31,82,57,0.0000000000000001,0,NA
"7518",1920,8,1,81,57,0.0000000000000001,0,NA
"7519",1920,8,2,83,58,0,0,NA
"7520",1920,8,3,82,58,4,0,NA
"7521",1920,8,4,82,60,6,0,NA
"7522",1920,8,5,86,55,0,0,NA
"7523",1920,8,6,84,56,0,0,NA
"7524",1920,8,7,83,57,0.0000000000000001,0,NA
"7525",1920,8,8,84,53,0.0000000000000001,0,NA
"7526",1920,8,9,83,51,2,0,NA
"7527",1920,8,10,87,60,0.0000000000000001,0,NA
"7528",1920,8,11,74,56,2,0,NA
"7529",1920,8,12,68,55,75,0,NA
"7530",1920,8,13,76,47,0,0,NA
"7531",1920,8,14,89,48,1,0,NA
"7532",1920,8,15,86,56,4,0,NA
"7533",1920,8,16,84,52,0,0,NA
"7534",1920,8,17,86,51,0,0,NA
"7535",1920,8,18,87,51,0,0,NA
"7536",1920,8,19,77,56,4,0,NA
"7537",1920,8,20,63,49,68,0,NA
"7538",1920,8,21,67,44,0.0000000000000001,0,NA
"7539",1920,8,22,81,44,0,0,NA
"7540",1920,8,23,85,47,0,0,NA
"7541",1920,8,24,87,47,0,0,NA
"7542",1920,8,25,83,49,0,0,NA
"7543",1920,8,26,77,52,0,0,NA
"7544",1920,8,27,81,54,0.0000000000000001,0,NA
"7545",1920,8,28,74,49,6,0,NA
"7546",1920,8,29,76,45,0.0000000000000001,0,NA
"7547",1920,8,30,83,46,0,0,NA
"7548",1920,8,31,69,50,0,0,NA
"7549",1920,9,1,69,43,0,0,NA
"7550",1920,9,2,68,44,0,0,NA
"7551",1920,9,3,69,47,30,0,NA
"7552",1920,9,4,68,43,0,0,NA
"7553",1920,9,5,72,47,0,0,NA
"7554",1920,9,6,73,50,1,0,NA
"7555",1920,9,7,62,50,10,0,NA
"7556",1920,9,8,67,43,9,0,NA
"7557",1920,9,9,73,41,7,0,NA
"7558",1920,9,10,76,39,0,0,NA
"7559",1920,9,11,79,43,0,0,NA
"7560",1920,9,12,80,46,0,0,NA
"7561",1920,9,13,83,41,0,0,NA
"7562",1920,9,14,83,41,0,0,NA
"7563",1920,9,15,82,52,0,0,NA
"7564",1920,9,16,84,44,0,0,NA
"7565",1920,9,17,87,46,0,0,NA
"7566",1920,9,18,86,51,0,0,NA
"7567",1920,9,19,86,49,0,0,NA
"7568",1920,9,20,81,53,0,0,NA
"7569",1920,9,21,81,46,0.0000000000000001,0,NA
"7570",1920,9,22,77,41,0,0,NA
"7571",1920,9,23,68,45,0,0,NA
"7572",1920,9,24,79,36,0,0,NA
"7573",1920,9,25,60,42,3,0,NA
"7574",1920,9,26,64,26,0,0,NA
"7575",1920,9,27,73,32,0,0,NA
"7576",1920,9,28,66,37,0,0,NA
"7577",1920,9,29,64,30,0,0,NA
"7578",1920,9,30,76,31,0,0,NA
"7579",1920,10,1,82,36,0,0,NA
"7580",1920,10,2,71,46,0,0,NA
"7581",1920,10,3,79,41,0,0,NA
"7582",1920,10,4,79,36,0,0,NA
"7583",1920,10,5,81,39,0,0,NA
"7584",1920,10,6,79,37,0,0,NA
"7585",1920,10,7,77,40,0,0,NA
"7586",1920,10,8,74,37,0,0,NA
"7587",1920,10,9,77,38,0,0,NA
"7588",1920,10,10,81,36,0,0,NA
"7589",1920,10,11,64,44,0,0,NA
"7590",1920,10,12,66,32,0,0,NA
"7591",1920,10,13,63,34,13,0,NA
"7592",1920,10,14,62,42,3,0,NA
"7593",1920,10,15,71,30,0,0,NA
"7594",1920,10,16,59,33,0,0,NA
"7595",1920,10,17,71,28,0,0,NA
"7596",1920,10,18,65,29,0,0,NA
"7597",1920,10,19,61,35,0,0,NA
"7598",1920,10,20,52,39,0,0,NA
"7599",1920,10,21,52,38,0.0000000000000001,0,NA
"7600",1920,10,22,54,25,2,0,NA
"7601",1920,10,23,47,30,0,0,NA
"7602",1920,10,24,55,16,0,0,NA
"7603",1920,10,25,69,21,0,0,NA
"7604",1920,10,26,51,35,3,0,NA
"7605",1920,10,27,53,15,0,0,NA
"7606",1920,10,28,61,17,0,0,NA
"7607",1920,10,29,57,26,0,0,NA
"7608",1920,10,30,44,31,3,3,NA
"7609",1920,10,31,33,25,26,20,NA
"7610",1920,11,1,36,19,1,0.0000000000000001,NA
"7611",1920,11,2,51,12,0,0,NA
"7612",1920,11,3,62,20,0,0,NA
"7613",1920,11,4,53,27,0,0,NA
"7614",1920,11,5,46,22,0,0,NA
"7615",1920,11,6,38,29,0.0000000000000001,0.0000000000000001,NA
"7616",1920,11,7,35,30,3,3,NA
"7617",1920,11,8,54,26,0,0,NA
"7618",1920,11,9,41,19,1,3,NA
"7619",1920,11,10,45,12,0,0,NA
"7620",1920,11,11,29,14,11,23,NA
"7621",1920,11,12,18,5,8,15,NA
"7622",1920,11,13,32,-2,0,0,NA
"7623",1920,11,14,33,12,0,0,NA
"7624",1920,11,15,40,7,0,0,NA
"7625",1920,11,16,45,16,0,0,NA
"7626",1920,11,17,59,21,0,0,NA
"7627",1920,11,18,69,33,0,0,NA
"7628",1920,11,19,62,32,0,0,NA
"7629",1920,11,20,59,29,0,0,NA
"7630",1920,11,21,49,31,0,0,NA
"7631",1920,11,22,46,18,0,0,NA
"7632",1920,11,23,51,30,0,0,NA
"7633",1920,11,24,48,16,0,0,NA
"7634",1920,11,25,51,23,0,0,NA
"7635",1920,11,26,53,15,0,0,NA
"7636",1920,11,27,58,19,0.0000000000000001,0.0000000000000001,NA
"7637",1920,11,28,41,29,0,0,NA
"7638",1920,11,29,49,11,0,0,NA
"7639",1920,11,30,65,18,0,0,NA
"7640",1920,12,1,62,18,0,0,NA
"7641",1920,12,2,62,30,0,0,NA
"7642",1920,12,3,48,35,0,0,NA
"7643",1920,12,4,50,15,0,0,NA
"7644",1920,12,5,41,18,0,0,NA
"7645",1920,12,6,38,29,6,8,NA
"7646",1920,12,7,36,16,0,0,NA
"7647",1920,12,8,43,18,0,0,NA
"7648",1920,12,9,45,18,0,0,NA
"7649",1920,12,10,52,15,0,0,NA
"7650",1920,12,11,51,20,0,0,NA
"7651",1920,12,12,45,26,0,0,NA
"7652",1920,12,13,49,17,0,0,NA
"7653",1920,12,14,45,22,0,0,NA
"7654",1920,12,15,47,21,0,0,NA
"7655",1920,12,16,55,19,0,0,NA
"7656",1920,12,17,41,20,0,0,NA
"7657",1920,12,18,48,19,0,0,NA
"7658",1920,12,19,47,15,0,0,NA
"7659",1920,12,20,37,18,29,35,NA
"7660",1920,12,21,22,8,9,13,NA
"7661",1920,12,22,17,-7,0,0,NA
"7662",1920,12,23,15,-9,0,0,NA
"7663",1920,12,24,34,-10,0,0,NA
"7664",1920,12,25,37,4,0,0,NA
"7665",1920,12,26,25,10,9,13,NA
"7666",1920,12,27,25,-12,1,0.0000000000000001,NA
"7667",1920,12,28,54,8,0,0,NA
"7668",1920,12,29,54,29,0,0,NA
"7669",1920,12,30,44,15,0,0,NA
"7670",1920,12,31,47,25,0,0,NA
"7671",1921,1,1,44,12,0,0,NA
"7672",1921,1,2,39,18,0,0,NA
"7673",1921,1,3,49,24,0,0,NA
"7674",1921,1,4,44,23,0,0,NA
"7675",1921,1,5,51,22,0,0,NA
"7676",1921,1,6,61,29,0,0,NA
"7677",1921,1,7,33,2,24,35,NA
"7678",1921,1,8,30,3,0,0,NA
"7679",1921,1,9,38,-3,0,0,NA
"7680",1921,1,10,31,-3,11,23,NA
"7681",1921,1,11,23,-9,0,0,NA
"7682",1921,1,12,29,-12,0,0,NA
"7683",1921,1,13,34,-4,0,0,NA
"7684",1921,1,14,49,21,0,0,NA
"7685",1921,1,15,63,42,0,0,NA
"7686",1921,1,16,56,25,0,0,NA
"7687",1921,1,17,38,21,0,0,NA
"7688",1921,1,18,42,21,0,0,NA
"7689",1921,1,19,53,24,0,0,NA
"7690",1921,1,20,52,20,0,0,NA
"7691",1921,1,21,46,15,0,0,NA
"7692",1921,1,22,45,11,0,0,NA
"7693",1921,1,23,48,15,0,0,NA
"7694",1921,1,24,41,20,61,30,NA
"7695",1921,1,25,38,12,0,0,NA
"7696",1921,1,26,29,6,0,0,NA
"7697",1921,1,27,43,13,0,0,NA
"7698",1921,1,28,47,16,0,0,NA
"7699",1921,1,29,40,26,0,0,NA
"7700",1921,1,30,32,8,0,0,NA
"7701",1921,1,31,43,18,0,0,NA
"7702",1921,2,1,37,18,0,0,NA
"7703",1921,2,2,37,9,0,0,NA
"7704",1921,2,3,41,19,0,0,NA
"7705",1921,2,4,39,21,0.0000000000000001,0.0000000000000001,NA
"7706",1921,2,5,35,16,2,3,NA
"7707",1921,2,6,27,18,16,23,NA
"7708",1921,2,7,25,-8,1,1,NA
"7709",1921,2,8,43,-3,0,0,NA
"7710",1921,2,9,46,16,0,0,NA
"7711",1921,2,10,40,15,0,0,NA
"7712",1921,2,11,54,31,0,0,NA
"7713",1921,2,12,59,26,0,0,NA
"7714",1921,2,13,58,28,0,0,NA
"7715",1921,2,14,54,24,0,0,NA
"7716",1921,2,15,46,26,0.0000000000000001,0,NA
"7717",1921,2,16,36,20,0,0,NA
"7718",1921,2,17,31,14,0,0,NA
"7719",1921,2,18,37,15,0,0,NA
"7720",1921,2,19,39,14,0,0,NA
"7721",1921,2,20,45,21,0,0,NA
"7722",1921,2,21,46,20,0,0,NA
"7723",1921,2,22,38,22,0.0000000000000001,0.0000000000000001,NA
"7724",1921,2,23,61,22,0,0,NA
"7725",1921,2,24,64,28,0,0,NA
"7726",1921,2,25,70,24,0,0,NA
"7727",1921,2,26,61,24,0,0,NA
"7728",1921,2,27,63,26,0,0,NA
"7729",1921,2,28,66,21,0,0,NA
"7730",1921,3,1,59,39,0,0,NA
"7731",1921,3,2,56,28,0,0,NA
"7732",1921,3,3,73,23,0,0,NA
"7733",1921,3,4,67,34,0.0000000000000001,0,NA
"7734",1921,3,5,65,38,0,0,NA
"7735",1921,3,6,54,25,2,0,NA
"7736",1921,3,7,54,25,0,0,NA
"7737",1921,3,8,36,20,6,5,NA
"7738",1921,3,9,45,11,0,0,NA
"7739",1921,3,10,60,18,0,0,NA
"7740",1921,3,11,62,19,0,0,NA
"7741",1921,3,12,53,21,0,0,NA
"7742",1921,3,13,53,30,0,0,NA
"7743",1921,3,14,65,29,0,0,NA
"7744",1921,3,15,59,34,0,0,NA
"7745",1921,3,16,71,26,0,0,NA
"7746",1921,3,17,66,36,0,0,NA
"7747",1921,3,18,81,33,0,0,NA
"7748",1921,3,19,75,54,0,0,NA
"7749",1921,3,20,58,33,0,0,NA
"7750",1921,3,21,56,25,0,0,NA
"7751",1921,3,22,62,25,0,0,NA
"7752",1921,3,23,61,28,0.0000000000000001,0,NA
"7753",1921,3,24,64,31,0,0,NA
"7754",1921,3,25,60,21,0,0,NA
"7755",1921,3,26,48,29,5,0.0000000000000001,NA
"7756",1921,3,27,34,20,0,0,NA
"7757",1921,3,28,52,9,0,0,NA
"7758",1921,3,29,60,17,0,0,NA
"7759",1921,3,30,57,20,0,0,NA
"7760",1921,3,31,60,13,0,0,NA
"7761",1921,4,1,74,22,0,0,NA
"7762",1921,4,2,74,27,0,0,NA
"7763",1921,4,3,73,32,0,0,NA
"7764",1921,4,4,74,36,0,0,NA
"7765",1921,4,5,58,35,0.0000000000000001,0.0000000000000001,NA
"7766",1921,4,6,38,27,14,15,NA
"7767",1921,4,7,39,20,17,20,NA
"7768",1921,4,8,52,21,0,0,NA
"7769",1921,4,9,46,21,2,3,NA
"7770",1921,4,10,56,17,0,0,NA
"7771",1921,4,11,78,26,0,0,NA
"7772",1921,4,12,62,49,0,0,NA
"7773",1921,4,13,61,32,0,0,NA
"7774",1921,4,14,53,34,5,0,NA
"7775",1921,4,15,45,28,97,40,NA
"7776",1921,4,16,32,21,8,10,NA
"7777",1921,4,17,43,17,0,0,NA
"7778",1921,4,18,62,30,0,0,NA
"7779",1921,4,19,70,29,0,0,NA
"7780",1921,4,20,60,42,0,0,NA
"7781",1921,4,21,60,37,0,0,NA
"7782",1921,4,22,71,42,0,0,NA
"7783",1921,4,23,78,39,0,0,NA
"7784",1921,4,24,64,28,26,0.0000000000000001,NA
"7785",1921,4,25,47,28,2,0.0000000000000001,NA
"7786",1921,4,26,51,27,0.0000000000000001,0.0000000000000001,NA
"7787",1921,4,27,50,28,0.0000000000000001,0,NA
"7788",1921,4,28,53,30,0.0000000000000001,0.0000000000000001,NA
"7789",1921,4,29,62,27,0,0,NA
"7790",1921,4,30,72,42,0,0,NA
"7791",1921,5,1,64,33,0,0,NA
"7792",1921,5,2,72,30,0,0,NA
"7793",1921,5,3,66,33,0,0,NA
"7794",1921,5,4,71,43,0,0,NA
"7795",1921,5,5,75,41,0,0,NA
"7796",1921,5,6,73,51,1,0,NA
"7797",1921,5,7,64,40,56,0,NA
"7798",1921,5,8,57,40,12,0,NA
"7799",1921,5,9,64,36,1,0,NA
"7800",1921,5,10,67,40,0,0,NA
"7801",1921,5,11,74,35,0,0,NA
"7802",1921,5,12,67,39,0,0,NA
"7803",1921,5,13,69,36,0,0,NA
"7804",1921,5,14,60,42,0.0000000000000001,0,NA
"7805",1921,5,15,49,40,3,0,NA
"7806",1921,5,16,71,44,0,0,NA
