"","Time","Year","Mon","Day","Min"
"5356",5357,1963,9,1,49
"5357",5358,1963,9,2,51
"5358",5359,1963,9,3,53
"5359",5360,1963,9,4,47
"5360",5361,1963,9,5,49
"5361",5362,1963,9,6,58
"5362",5363,1963,9,7,58
"5363",5364,1963,9,8,55
"5364",5365,1963,9,9,49
"5365",5366,1963,9,10,50
"5366",5367,1963,9,11,53
"5367",5368,1963,9,12,51
"5368",5369,1963,9,13,47
"5369",5370,1963,9,14,51
"5370",5371,1963,9,15,55
"5371",5372,1963,9,16,42
"5372",5373,1963,9,17,54
"5373",5374,1963,9,18,55
"5374",5375,1963,9,19,49
"5375",5376,1963,9,20,55
"5376",5377,1963,9,21,53
"5377",5378,1963,9,22,52
"5378",5379,1963,9,23,46
"5379",5380,1963,9,24,49
"5380",5381,1963,9,25,47
"5381",5382,1963,9,26,47
"5382",5383,1963,9,27,48
"5383",5384,1963,9,28,40
"5384",5385,1963,9,29,41
"5385",5386,1963,9,30,48
"5386",5387,1963,10,1,51
"5387",5388,1963,10,2,53
"5388",5389,1963,10,3,52
"5389",5390,1963,10,4,49
"5390",5391,1963,10,5,51
"5391",5392,1963,10,6,46
"5392",5393,1963,10,7,47
"5393",5394,1963,10,8,44
"5394",5395,1963,10,9,43
"5395",5396,1963,10,10,45
"5396",5397,1963,10,11,41
"5397",5398,1963,10,12,42
"5398",5399,1963,10,13,44
"5399",5400,1963,10,14,37
"5400",5401,1963,10,15,42
"5401",5402,1963,10,16,38
"5402",5403,1963,10,17,37
"5403",5404,1963,10,18,40
"5404",5405,1963,10,19,46
"5405",5406,1963,10,20,49
"5406",5407,1963,10,21,43
"5407",5408,1963,10,22,39
"5408",5409,1963,10,23,41
"5409",5410,1963,10,24,46
"5410",5411,1963,10,25,41
"5411",5412,1963,10,26,38
"5412",5413,1963,10,27,25
"5413",5414,1963,10,28,33
"5414",5415,1963,10,29,36
"5415",5416,1963,10,30,35
"5416",5417,1963,10,31,27
"5417",5418,1963,11,1,23
"5418",5419,1963,11,2,29
"5419",5420,1963,11,3,27
"5420",5421,1963,11,4,28
"5421",5422,1963,11,5,32
"5422",5423,1963,11,6,28
"5423",5424,1963,11,7,30
"5424",5425,1963,11,8,23
"5425",5426,1963,11,9,32
"5426",5427,1963,11,10,29
"5427",5428,1963,11,11,26
"5428",5429,1963,11,12,20
"5429",5430,1963,11,13,24
"5430",5431,1963,11,14,23
"5431",5432,1963,11,15,35
"5432",5433,1963,11,16,30
"5433",5434,1963,11,17,19
"5434",5435,1963,11,18,21
"5435",5436,1963,11,19,23
"5436",5437,1963,11,20,28
"5437",5438,1963,11,21,26
"5438",5439,1963,11,22,24
"5439",5440,1963,11,23,27
"5440",5441,1963,11,24,23
"5441",5442,1963,11,25,27
"5442",5443,1963,11,26,21
"5443",5444,1963,11,27,29
"5444",5445,1963,11,28,19
"5445",5446,1963,11,29,22
"5446",5447,1963,11,30,15
"5447",5448,1963,12,1,21
"5448",5449,1963,12,2,19
"5449",5450,1963,12,3,21
"5450",5451,1963,12,4,20
"5451",5452,1963,12,5,23
"5452",5453,1963,12,6,25
"5453",5454,1963,12,7,13
"5454",5455,1963,12,8,7
"5455",5456,1963,12,9,10
"5456",5457,1963,12,10,-4
"5457",5458,1963,12,11,-11
"5458",5459,1963,12,12,-5
"5459",5460,1963,12,13,-9
"5460",5461,1963,12,14,-10
"5461",5462,1963,12,15,4
"5462",5463,1963,12,16,8
"5463",5464,1963,12,17,13
"5464",5465,1963,12,18,13
"5465",5466,1963,12,19,17
"5466",5467,1963,12,20,18
"5467",5468,1963,12,21,17
"5468",5469,1963,12,22,5
"5469",5470,1963,12,23,10
"5470",5471,1963,12,24,29
"5471",5472,1963,12,25,27
"5472",5473,1963,12,26,24
"5473",5474,1963,12,27,23
"5474",5475,1963,12,28,18
"5475",5476,1963,12,29,17
"5476",5477,1963,12,30,16
"5477",5478,1963,12,31,28
"5478",5479,1964,1,1,30
"5479",5480,1964,1,2,30
"5480",5481,1964,1,3,21
"5481",5482,1964,1,4,19
"5482",5483,1964,1,5,13
"5483",5484,1964,1,6,14
"5484",5485,1964,1,7,19
"5485",5486,1964,1,8,4
"5486",5487,1964,1,9,2
"5487",5488,1964,1,10,12
"5488",5489,1964,1,11,6
"5489",5490,1964,1,12,-5
"5490",5491,1964,1,13,-3
"5491",5492,1964,1,14,2
"5492",5493,1964,1,15,2
"5493",5494,1964,1,16,13
"5494",5495,1964,1,17,27
"5495",5496,1964,1,18,24
"5496",5497,1964,1,19,19
"5497",5498,1964,1,20,25
"5498",5499,1964,1,21,29
"5499",5500,1964,1,22,21
"5500",5501,1964,1,23,15
"5501",5502,1964,1,24,13
"5502",5503,1964,1,25,23
"5503",5504,1964,1,26,22
"5504",5505,1964,1,27,14
"5505",5506,1964,1,28,18
"5506",5507,1964,1,29,20
"5507",5508,1964,1,30,16
"5508",5509,1964,1,31,19
"5509",5510,1964,2,1,20
"5510",5511,1964,2,2,15
"5511",5512,1964,2,3,15
"5512",5513,1964,2,4,13
"5513",5514,1964,2,5,20
"5514",5515,1964,2,6,14
"5515",5516,1964,2,7,15
"5516",5517,1964,2,8,29
"5517",5518,1964,2,9,34
"5518",5519,1964,2,10,33
"5519",5520,1964,2,11,24
"5520",5521,1964,2,12,17
"5521",5522,1964,2,13,10
"5522",5523,1964,2,14,14
"5523",5524,1964,2,15,5
"5524",5525,1964,2,16,8
"5525",5526,1964,2,17,16
"5526",5527,1964,2,18,19
"5527",5528,1964,2,19,20
"5528",5529,1964,2,20,12
"5529",5530,1964,2,21,11
"5530",5531,1964,2,22,16
"5531",5532,1964,2,23,3
"5532",5533,1964,2,24,15
"5533",5534,1964,2,25,-3
"5534",5535,1964,2,26,-3
"5535",5536,1964,2,27,10
"5536",5537,1964,2,28,11
"5537",5538,1964,2,29,24
"5538",5539,1964,3,1,21
"5539",5540,1964,3,2,25
"5540",5541,1964,3,3,11
"5541",5542,1964,3,4,4
"5542",5543,1964,3,5,20
"5543",5544,1964,3,6,15
"5544",5545,1964,3,7,16
"5545",5546,1964,3,8,11
"5546",5547,1964,3,9,9
"5547",5548,1964,3,10,21
"5548",5549,1964,3,11,15
"5549",5550,1964,3,12,32
"5550",5551,1964,3,13,25
"5551",5552,1964,3,14,23
"5552",5553,1964,3,15,31
"5553",5554,1964,3,16,28
"5554",5555,1964,3,17,28
"5555",5556,1964,3,18,31
"5556",5557,1964,3,19,25
"5557",5558,1964,3,20,17
"5558",5559,1964,3,21,25
"5559",5560,1964,3,22,32
"5560",5561,1964,3,23,19
"5561",5562,1964,3,24,13
"5562",5563,1964,3,25,8
"5563",5564,1964,3,26,18
"5564",5565,1964,3,27,24
"5565",5566,1964,3,28,14
"5566",5567,1964,3,29,23
"5567",5568,1964,3,30,29
"5568",5569,1964,3,31,35
"5569",5570,1964,4,1,38
"5570",5571,1964,4,2,34
"5571",5572,1964,4,3,24
"5572",5573,1964,4,4,22
"5573",5574,1964,4,5,21
"5574",5575,1964,4,6,29
"5575",5576,1964,4,7,25
"5576",5577,1964,4,8,26
"5577",5578,1964,4,9,31
"5578",5579,1964,4,10,30
"5579",5580,1964,4,11,34
"5580",5581,1964,4,12,34
"5581",5582,1964,4,13,31
"5582",5583,1964,4,14,29
"5583",5584,1964,4,15,38
"5584",5585,1964,4,16,39
"5585",5586,1964,4,17,35
"5586",5587,1964,4,18,28
"5587",5588,1964,4,19,36
"5588",5589,1964,4,20,38
"5589",5590,1964,4,21,42
"5590",5591,1964,4,22,36
"5591",5592,1964,4,23,42
"5592",5593,1964,4,24,36
"5593",5594,1964,4,25,42
"5594",5595,1964,4,26,36
"5595",5596,1964,4,27,33
"5596",5597,1964,4,28,31
"5597",5598,1964,4,29,39
"5598",5599,1964,4,30,41
"5599",5600,1964,5,1,40
"5600",5601,1964,5,2,40
"5601",5602,1964,5,3,31
"5602",5603,1964,5,4,27
"5603",5604,1964,5,5,45
"5604",5605,1964,5,6,38
"5605",5606,1964,5,7,34
"5606",5607,1964,5,8,34
"5607",5608,1964,5,9,36
"5608",5609,1964,5,10,38
"5609",5610,1964,5,11,39
"5610",5611,1964,5,12,30
"5611",5612,1964,5,13,37
"5612",5613,1964,5,14,45
"5613",5614,1964,5,15,43
"5614",5615,1964,5,16,47
"5615",5616,1964,5,17,56
"5616",5617,1964,5,18,50
"5617",5618,1964,5,19,46
"5618",5619,1964,5,20,52
"5619",5620,1964,5,21,54
"5620",5621,1964,5,22,54
"5621",5622,1964,5,23,48
"5622",5623,1964,5,24,45
"5623",5624,1964,5,25,60
"5624",5625,1964,5,26,48
"5625",5626,1964,5,27,48
"5626",5627,1964,5,28,48
"5627",5628,1964,5,29,43
"5628",5629,1964,5,30,41
"5629",5630,1964,5,31,42
"5630",5631,1964,6,1,43
"5631",5632,1964,6,2,44
"5632",5633,1964,6,3,48
"5633",5634,1964,6,4,46
"5634",5635,1964,6,5,47
"5635",5636,1964,6,6,51
"5636",5637,1964,6,7,51
"5637",5638,1964,6,8,49
"5638",5639,1964,6,9,45
"5639",5640,1964,6,10,49
"5640",5641,1964,6,11,52
"5641",5642,1964,6,12,55
"5642",5643,1964,6,13,50
"5643",5644,1964,6,14,50
"5644",5645,1964,6,15,49
"5645",5646,1964,6,16,58
"5646",5647,1964,6,17,55
"5647",5648,1964,6,18,52
"5648",5649,1964,6,19,51
"5649",5650,1964,6,20,48
"5650",5651,1964,6,21,51
"5651",5652,1964,6,22,45
"5652",5653,1964,6,23,43
"5653",5654,1964,6,24,47
"5654",5655,1964,6,25,53
"5655",5656,1964,6,26,54
"5656",5657,1964,6,27,57
"5657",5658,1964,6,28,55
"5658",5659,1964,6,29,52
"5659",5660,1964,6,30,52
"5660",5661,1964,7,1,53
"5661",5662,1964,7,2,55
"5662",5663,1964,7,3,55
"5663",5664,1964,7,4,61
"5664",5665,1964,7,5,66
"5665",5666,1964,7,6,55
"5666",5667,1964,7,7,56
"5667",5668,1964,7,8,55
"5668",5669,1964,7,9,55
"5669",5670,1964,7,10,60
"5670",5671,1964,7,11,57
"5671",5672,1964,7,12,59
"5672",5673,1964,7,13,51
"5673",5674,1964,7,14,59
"5674",5675,1964,7,15,62
"5675",5676,1964,7,16,62
"5676",5677,1964,7,17,61
"5677",5678,1964,7,18,61
"5678",5679,1964,7,19,57
"5679",5680,1964,7,20,59
"5680",5681,1964,7,21,59
"5681",5682,1964,7,22,63
"5682",5683,1964,7,23,66
"5683",5684,1964,7,24,64
"5684",5685,1964,7,25,58
"5685",5686,1964,7,26,58
"5686",5687,1964,7,27,60
"5687",5688,1964,7,28,61
"5688",5689,1964,7,29,58
"5689",5690,1964,7,30,64
"5690",5691,1964,7,31,63
"5691",5692,1964,8,1,63
"5692",5693,1964,8,2,62
"5693",5694,1964,8,3,63
"5694",5695,1964,8,4,60
"5695",5696,1964,8,5,60
"5696",5697,1964,8,6,59
"5697",5698,1964,8,7,53
"5698",5699,1964,8,8,55
"5699",5700,1964,8,9,62
"5700",5701,1964,8,10,62
"5701",5702,1964,8,11,52
"5702",5703,1964,8,12,61
"5703",5704,1964,8,13,63
"5704",5705,1964,8,14,55
"5705",5706,1964,8,15,56
"5706",5707,1964,8,16,57
"5707",5708,1964,8,17,52
"5708",5709,1964,8,18,56
"5709",5710,1964,8,19,56
"5710",5711,1964,8,20,49
"5711",5712,1964,8,21,49
"5712",5713,1964,8,22,42
"5713",5714,1964,8,23,41
"5714",5715,1964,8,24,52
"5715",5716,1964,8,25,47
"5716",5717,1964,8,26,60
"5717",5718,1964,8,27,48
"5718",5719,1964,8,28,49
"5719",5720,1964,8,29,49
"5720",5721,1964,8,30,44
"5721",5722,1964,8,31,57
"5722",5723,1964,9,1,58
"5723",5724,1964,9,2,55
"5724",5725,1964,9,3,47
"5725",5726,1964,9,4,44
"5726",5727,1964,9,5,50
"5727",5728,1964,9,6,54
"5728",5729,1964,9,7,51
"5729",5730,1964,9,8,55
"5730",5731,1964,9,9,50
"5731",5732,1964,9,10,53
"5732",5733,1964,9,11,52
"5733",5734,1964,9,12,44
"5734",5735,1964,9,13,44
"5735",5736,1964,9,14,49
"5736",5737,1964,9,15,52
"5737",5738,1964,9,16,46
"5738",5739,1964,9,17,46
"5739",5740,1964,9,18,51
"5740",5741,1964,9,19,41
"5741",5742,1964,9,20,36
"5742",5743,1964,9,21,40
"5743",5744,1964,9,22,44
"5744",5745,1964,9,23,37
"5745",5746,1964,9,24,39
"5746",5747,1964,9,25,46
"5747",5748,1964,9,26,38
"5748",5749,1964,9,27,33
"5749",5750,1964,9,28,35
"5750",5751,1964,9,29,45
"5751",5752,1964,9,30,49
"5752",5753,1964,10,1,39
"5753",5754,1964,10,2,35
"5754",5755,1964,10,3,40
"5755",5756,1964,10,4,32
"5756",5757,1964,10,5,33
"5757",5758,1964,10,6,31
"5758",5759,1964,10,7,40
"5759",5760,1964,10,8,31
"5760",5761,1964,10,9,37
"5761",5762,1964,10,10,45
"5762",5763,1964,10,11,37
"5763",5764,1964,10,12,34
"5764",5765,1964,10,13,35
"5765",5766,1964,10,14,36
"5766",5767,1964,10,15,45
"5767",5768,1964,10,16,43
"5768",5769,1964,10,17,36
"5769",5770,1964,10,18,27
"5770",5771,1964,10,19,19
"5771",5772,1964,10,20,39
"5772",5773,1964,10,21,36
"5773",5774,1964,10,22,34
"5774",5775,1964,10,23,27
"5775",5776,1964,10,24,29
"5776",5777,1964,10,25,32
"5777",5778,1964,10,26,31
"5778",5779,1964,10,27,39
"5779",5780,1964,10,28,30
"5780",5781,1964,10,29,38
"5781",5782,1964,10,30,42
"5782",5783,1964,10,31,35
"5783",5784,1964,11,1,31
"5784",5785,1964,11,2,40
"5785",5786,1964,11,3,36
"5786",5787,1964,11,4,29
"5787",5788,1964,11,5,28
"5788",5789,1964,11,6,32
"5789",5790,1964,11,7,29
"5790",5791,1964,11,8,35
"5791",5792,1964,11,9,36
"5792",5793,1964,11,10,37
"5793",5794,1964,11,11,36
"5794",5795,1964,11,12,26
"5795",5796,1964,11,13,30
"5796",5797,1964,11,14,22
"5797",5798,1964,11,15,20
"5798",5799,1964,11,16,23
"5799",5800,1964,11,17,27
"5800",5801,1964,11,18,22
"5801",5802,1964,11,19,19
"5802",5803,1964,11,20,23
"5803",5804,1964,11,21,19
"5804",5805,1964,11,22,27
"5805",5806,1964,11,23,27
"5806",5807,1964,11,24,27
"5807",5808,1964,11,25,29
"5808",5809,1964,11,26,28
"5809",5810,1964,11,27,24
"5810",5811,1964,11,28,19
"5811",5812,1964,11,29,23
"5812",5813,1964,11,30,24
"5813",5814,1964,12,1,33
"5814",5815,1964,12,2,24
"5815",5816,1964,12,3,27
"5816",5817,1964,12,4,20
"5817",5818,1964,12,5,17
"5818",5819,1964,12,6,18
"5819",5820,1964,12,7,19
"5820",5821,1964,12,8,22
"5821",5822,1964,12,9,24
"5822",5823,1964,12,10,21
"5823",5824,1964,12,11,24
"5824",5825,1964,12,12,20
"5825",5826,1964,12,13,16
"5826",5827,1964,12,14,19
"5827",5828,1964,12,15,32
"5828",5829,1964,12,16,-3
"5829",5830,1964,12,17,-8
"5830",5831,1964,12,18,-6
"5831",5832,1964,12,19,23
"5832",5833,1964,12,20,17
"5833",5834,1964,12,21,27
"5834",5835,1964,12,22,38
"5835",5836,1964,12,23,47
"5836",5837,1964,12,24,38
"5837",5838,1964,12,25,11
"5838",5839,1964,12,26,11
"5839",5840,1964,12,27,28
"5840",5841,1964,12,28,25
"5841",5842,1964,12,29,16
"5842",5843,1964,12,30,17
"5843",5844,1964,12,31,11
"5844",5845,1965,1,1,15
"5845",5846,1965,1,2,8
"5846",5847,1965,1,3,5
"5847",5848,1965,1,4,23
"5848",5849,1965,1,5,26
"5849",5850,1965,1,6,32
"5850",5851,1965,1,7,31
"5851",5852,1965,1,8,20
"5852",5853,1965,1,9,18
"5853",5854,1965,1,10,17
"5854",5855,1965,1,11,19
"5855",5856,1965,1,12,16
"5856",5857,1965,1,13,18
"5857",5858,1965,1,14,20
"5858",5859,1965,1,15,33
"5859",5860,1965,1,16,26
"5860",5861,1965,1,17,30
"5861",5862,1965,1,18,28
"5862",5863,1965,1,19,28
"5863",5864,1965,1,20,24
"5864",5865,1965,1,21,24
"5865",5866,1965,1,22,19
"5866",5867,1965,1,23,11
"5867",5868,1965,1,24,21
"5868",5869,1965,1,25,24
"5869",5870,1965,1,26,13
"5870",5871,1965,1,27,19
"5871",5872,1965,1,28,28
"5872",5873,1965,1,29,28
"5873",5874,1965,1,30,17
"5874",5875,1965,1,31,16
"5875",5876,1965,2,1,-5
"5876",5877,1965,2,2,-2
"5877",5878,1965,2,3,4
"5878",5879,1965,2,4,10
"5879",5880,1965,2,5,34
"5880",5881,1965,2,6,28
"5881",5882,1965,2,7,16
"5882",5883,1965,2,8,15
"5883",5884,1965,2,9,17
"5884",5885,1965,2,10,15
"5885",5886,1965,2,11,0
"5886",5887,1965,2,12,2
"5887",5888,1965,2,13,4
"5888",5889,1965,2,14,16
"5889",5890,1965,2,15,-3
"5890",5891,1965,2,16,-5
"5891",5892,1965,2,17,9
"5892",5893,1965,2,18,22
"5893",5894,1965,2,19,29
"5894",5895,1965,2,20,26
"5895",5896,1965,2,21,18
"5896",5897,1965,2,22,12
"5897",5898,1965,2,23,4
"5898",5899,1965,2,24,10
"5899",5900,1965,2,25,23
"5900",5901,1965,2,26,32
"5901",5902,1965,2,27,35
"5902",5903,1965,2,28,27
"5903",5904,1965,3,1,9
"5904",5905,1965,3,2,7
"5905",5906,1965,3,3,4
"5906",5907,1965,3,4,11
"5907",5908,1965,3,5,22
"5908",5909,1965,3,6,26
"5909",5910,1965,3,7,23
"5910",5911,1965,3,8,25
"5911",5912,1965,3,9,26
"5912",5913,1965,3,10,26
"5913",5914,1965,3,11,24
"5914",5915,1965,3,12,29
"5915",5916,1965,3,13,26
"5916",5917,1965,3,14,24
"5917",5918,1965,3,15,22
"5918",5919,1965,3,16,27
"5919",5920,1965,3,17,5
"5920",5921,1965,3,18,-2
"5921",5922,1965,3,19,-2
"5922",5923,1965,3,20,1
"5923",5924,1965,3,21,16
"5924",5925,1965,3,22,18
"5925",5926,1965,3,23,9
"5926",5927,1965,3,24,-3
"5927",5928,1965,3,25,-1
"5928",5929,1965,3,26,7
"5929",5930,1965,3,27,33
"5930",5931,1965,3,28,31
"5931",5932,1965,3,29,31
"5932",5933,1965,3,30,32
"5933",5934,1965,3,31,37
"5934",5935,1965,4,1,32
"5935",5936,1965,4,2,37
"5936",5937,1965,4,3,35
"5937",5938,1965,4,4,35
"5938",5939,1965,4,5,34
"5939",5940,1965,4,6,35
"5940",5941,1965,4,7,35
"5941",5942,1965,4,8,35
"5942",5943,1965,4,9,37
"5943",5944,1965,4,10,35
"5944",5945,1965,4,11,33
"5945",5946,1965,4,12,32
"5946",5947,1965,4,13,36
"5947",5948,1965,4,14,25
"5948",5949,1965,4,15,33
"5949",5950,1965,4,16,39
"5950",5951,1965,4,17,40
"5951",5952,1965,4,18,35
"5952",5953,1965,4,19,40
"5953",5954,1965,4,20,52
"5954",5955,1965,4,21,41
"5955",5956,1965,4,22,48
"5956",5957,1965,4,23,43
"5957",5958,1965,4,24,38
"5958",5959,1965,4,25,31
"5959",5960,1965,4,26,41
"5960",5961,1965,4,27,37
"5961",5962,1965,4,28,33
"5962",5963,1965,4,29,41
"5963",5964,1965,4,30,44
"5964",5965,1965,5,1,47
"5965",5966,1965,5,2,47
"5966",5967,1965,5,3,40
"5967",5968,1965,5,4,43
"5968",5969,1965,5,5,47
"5969",5970,1965,5,6,39
"5970",5971,1965,5,7,35
"5971",5972,1965,5,8,33
"5972",5973,1965,5,9,29
"5973",5974,1965,5,10,36
"5974",5975,1965,5,11,36
"5975",5976,1965,5,12,42
"5976",5977,1965,5,13,51
"5977",5978,1965,5,14,46
"5978",5979,1965,5,15,46
"5979",5980,1965,5,16,42
"5980",5981,1965,5,17,48
"5981",5982,1965,5,18,48
"5982",5983,1965,5,19,43
"5983",5984,1965,5,20,49
"5984",5985,1965,5,21,50
"5985",5986,1965,5,22,53
"5986",5987,1965,5,23,53
"5987",5988,1965,5,24,45
"5988",5989,1965,5,25,39
"5989",5990,1965,5,26,40
"5990",5991,1965,5,27,40
"5991",5992,1965,5,28,38
"5992",5993,1965,5,29,45
"5993",5994,1965,5,30,51
"5994",5995,1965,5,31,50
"5995",5996,1965,6,1,46
"5996",5997,1965,6,2,43
"5997",5998,1965,6,3,48
"5998",5999,1965,6,4,47
"5999",6000,1965,6,5,46
"6000",6001,1965,6,6,46
"6001",6002,1965,6,7,51
"6002",6003,1965,6,8,49
"6003",6004,1965,6,9,55
"6004",6005,1965,6,10,55
"6005",6006,1965,6,11,51
"6006",6007,1965,6,12,51
"6007",6008,1965,6,13,53
"6008",6009,1965,6,14,52
"6009",6010,1965,6,15,58
"6010",6011,1965,6,16,53
"6011",6012,1965,6,17,54
"6012",6013,1965,6,18,57
"6013",6014,1965,6,19,52
"6014",6015,1965,6,20,49
"6015",6016,1965,6,21,55
"6016",6017,1965,6,22,55
"6017",6018,1965,6,23,50
"6018",6019,1965,6,24,55
"6019",6020,1965,6,25,52
"6020",6021,1965,6,26,49
"6021",6022,1965,6,27,45
"6022",6023,1965,6,28,51
"6023",6024,1965,6,29,57
"6024",6025,1965,6,30,60
"6025",6026,1965,7,1,55
"6026",6027,1965,7,2,52
"6027",6028,1965,7,3,54
"6028",6029,1965,7,4,56
"6029",6030,1965,7,5,56
"6030",6031,1965,7,6,55
"6031",6032,1965,7,7,58
"6032",6033,1965,7,8,58
"6033",6034,1965,7,9,56
"6034",6035,1965,7,10,53
"6035",6036,1965,7,11,60
"6036",6037,1965,7,12,62
"6037",6038,1965,7,13,56
"6038",6039,1965,7,14,61
"6039",6040,1965,7,15,59
"6040",6041,1965,7,16,62
"6041",6042,1965,7,17,59
"6042",6043,1965,7,18,64
"6043",6044,1965,7,19,63
"6044",6045,1965,7,20,62
"6045",6046,1965,7,21,59
"6046",6047,1965,7,22,60
"6047",6048,1965,7,23,63
"6048",6049,1965,7,24,63
"6049",6050,1965,7,25,60
"6050",6051,1965,7,26,57
"6051",6052,1965,7,27,60
"6052",6053,1965,7,28,57
"6053",6054,1965,7,29,61
"6054",6055,1965,7,30,60
"6055",6056,1965,7,31,53
"6056",6057,1965,8,1,52
"6057",6058,1965,8,2,54
"6058",6059,1965,8,3,58
"6059",6060,1965,8,4,55
"6060",6061,1965,8,5,57
"6061",6062,1965,8,6,52
"6062",6063,1965,8,7,55
"6063",6064,1965,8,8,56
"6064",6065,1965,8,9,57
"6065",6066,1965,8,10,55
"6066",6067,1965,8,11,59
"6067",6068,1965,8,12,61
"6068",6069,1965,8,13,58
"6069",6070,1965,8,14,59
"6070",6071,1965,8,15,56
"6071",6072,1965,8,16,62
"6072",6073,1965,8,17,57
"6073",6074,1965,8,18,59
"6074",6075,1965,8,19,57
"6075",6076,1965,8,20,53
"6076",6077,1965,8,21,57
"6077",6078,1965,8,22,55
"6078",6079,1965,8,23,59
"6079",6080,1965,8,24,51
"6080",6081,1965,8,25,50
"6081",6082,1965,8,26,60
"6082",6083,1965,8,27,52
"6083",6084,1965,8,28,61
"6084",6085,1965,8,29,59
"6085",6086,1965,8,30,54
"6086",6087,1965,8,31,46
"6087",6088,1965,9,1,46
"6088",6089,1965,9,2,54
"6089",6090,1965,9,3,52
"6090",6091,1965,9,4,53
"6091",6092,1965,9,5,48
"6092",6093,1965,9,6,43
"6093",6094,1965,9,7,52
"6094",6095,1965,9,8,54
"6095",6096,1965,9,9,52
"6096",6097,1965,9,10,46
"6097",6098,1965,9,11,52
"6098",6099,1965,9,12,49
"6099",6100,1965,9,13,52
"6100",6101,1965,9,14,51
"6101",6102,1965,9,15,49
"6102",6103,1965,9,16,30
"6103",6104,1965,9,17,30
"6104",6105,1965,9,18,37
"6105",6106,1965,9,19,40
"6106",6107,1965,9,20,32
"6107",6108,1965,9,21,35
"6108",6109,1965,9,22,38
"6109",6110,1965,9,23,37
"6110",6111,1965,9,24,35
"6111",6112,1965,9,25,35
"6112",6113,1965,9,26,41
"6113",6114,1965,9,27,38
"6114",6115,1965,9,28,46
"6115",6116,1965,9,29,35
"6116",6117,1965,9,30,34
"6117",6118,1965,10,1,40
"6118",6119,1965,10,2,43
"6119",6120,1965,10,3,43
"6120",6121,1965,10,4,44
"6121",6122,1965,10,5,44
"6122",6123,1965,10,6,38
"6123",6124,1965,10,7,40
"6124",6125,1965,10,8,40
"6125",6126,1965,10,9,42
"6126",6127,1965,10,10,43
"6127",6128,1965,10,11,39
"6128",6129,1965,10,12,36
"6129",6130,1965,10,13,39
"6130",6131,1965,10,14,37
"6131",6132,1965,10,15,43
"6132",6133,1965,10,16,36
"6133",6134,1965,10,17,38
"6134",6135,1965,10,18,40
"6135",6136,1965,10,19,36
"6136",6137,1965,10,20,36
"6137",6138,1965,10,21,33
"6138",6139,1965,10,22,38
"6139",6140,1965,10,23,37
"6140",6141,1965,10,24,39
"6141",6142,1965,10,25,36
"6142",6143,1965,10,26,32
"6143",6144,1965,10,27,34
"6144",6145,1965,10,28,39
"6145",6146,1965,10,29,34
"6146",6147,1965,10,30,40
"6147",6148,1965,10,31,29
"6148",6149,1965,11,1,34
"6149",6150,1965,11,2,35
"6150",6151,1965,11,3,30
"6151",6152,1965,11,4,25
"6152",6153,1965,11,5,37
"6153",6154,1965,11,6,33
"6154",6155,1965,11,7,32
"6155",6156,1965,11,8,26
"6156",6157,1965,11,9,23
"6157",6158,1965,11,10,28
"6158",6159,1965,11,11,25
"6159",6160,1965,11,12,26
"6160",6161,1965,11,13,27
"6161",6162,1965,11,14,32
"6162",6163,1965,11,15,32
"6163",6164,1965,11,16,33
"6164",6165,1965,11,17,25
"6165",6166,1965,11,18,22
"6166",6167,1965,11,19,30
"6167",6168,1965,11,20,25
"6168",6169,1965,11,21,19
"6169",6170,1965,11,22,26
"6170",6171,1965,11,23,30
"6171",6172,1965,11,24,40
"6172",6173,1965,11,25,31
"6173",6174,1965,11,26,17
"6174",6175,1965,11,27,18
"6175",6176,1965,11,28,21
"6176",6177,1965,11,29,19
"6177",6178,1965,11,30,21
"6178",6179,1965,12,1,25
"6179",6180,1965,12,2,23
"6180",6181,1965,12,3,27
"6181",6182,1965,12,4,38
"6182",6183,1965,12,5,31
"6183",6184,1965,12,6,29
"6184",6185,1965,12,7,27
"6185",6186,1965,12,8,23
"6186",6187,1965,12,9,27
"6187",6188,1965,12,10,31
"6188",6189,1965,12,11,28
"6189",6190,1965,12,12,20
"6190",6191,1965,12,13,19
"6191",6192,1965,12,14,17
"6192",6193,1965,12,15,0
"6193",6194,1965,12,16,0
"6194",6195,1965,12,17,8
"6195",6196,1965,12,18,5
"6196",6197,1965,12,19,17
"6197",6198,1965,12,20,14
"6198",6199,1965,12,21,24
"6199",6200,1965,12,22,26
"6200",6201,1965,12,23,18
"6201",6202,1965,12,24,6
"6202",6203,1965,12,25,22
"6203",6204,1965,12,26,17
"6204",6205,1965,12,27,13
"6205",6206,1965,12,28,23
"6206",6207,1965,12,29,29
"6207",6208,1965,12,30,27
"6208",6209,1965,12,31,24
"6209",6210,1966,1,1,15
"6210",6211,1966,1,2,10
"6211",6212,1966,1,3,14
"6212",6213,1966,1,4,19
"6213",6214,1966,1,5,27
"6214",6215,1966,1,6,24
"6215",6216,1966,1,7,25
"6216",6217,1966,1,8,38
"6217",6218,1966,1,9,20
"6218",6219,1966,1,10,18
"6219",6220,1966,1,11,24
"6220",6221,1966,1,12,19
"6221",6222,1966,1,13,20
"6222",6223,1966,1,14,26
"6223",6224,1966,1,15,21
"6224",6225,1966,1,16,0
"6225",6226,1966,1,17,8
"6226",6227,1966,1,18,13
"6227",6228,1966,1,19,10
