"","Year","Day","Hour","Prec"
"2851",52,26,20,0
"2852",52,26,21,0
"2853",52,26,22,0
"2854",52,26,23,0
"2855",52,26,24,0
"2856",52,27,1,0
"2857",52,27,2,0
"2858",52,27,3,0
"2859",52,27,4,0
"2860",52,27,5,0
"2861",52,27,6,0
"2862",52,27,7,0
"2863",52,27,8,0
"2864",52,27,9,0
"2865",52,27,10,0
"2866",52,27,11,0
"2867",52,27,12,0
"2868",52,27,13,0
"2869",52,27,14,0
"2870",52,27,15,0
"2871",52,27,16,0
"2872",52,27,17,0
"2873",52,27,18,0
"2874",52,27,19,0
"2875",52,27,20,0
"2876",52,27,21,0.05
"2877",52,27,22,0.03
"2878",52,27,23,0.02
"2879",52,27,24,0.02
"2880",52,28,1,0.01
"2881",52,28,2,0
"2882",52,28,3,0
"2883",52,28,4,0
"2884",52,28,5,0
"2885",52,28,6,0
"2886",52,28,7,0
"2887",52,28,8,0
"2888",52,28,9,0
"2889",52,28,10,0
"2890",52,28,11,0
"2891",52,28,12,0
"2892",52,28,13,0
"2893",52,28,14,0
"2894",52,28,15,0
"2895",52,28,16,0
"2896",52,28,17,0
"2897",52,28,18,0
"2898",52,28,19,0
"2899",52,28,20,0
"2900",52,28,21,0
"2901",52,28,22,0.02
"2902",52,28,23,0.01
"2903",52,28,24,0
"2904",52,29,1,0
"2905",52,29,2,0
"2906",52,29,3,0
"2907",52,29,4,0
"2908",52,29,5,0
"2909",52,29,6,0
"2910",52,29,7,0
"2911",52,29,8,0
"2912",52,29,9,0
"2913",52,29,10,0
"2914",52,29,11,0
"2915",52,29,12,0
"2916",52,29,13,0
"2917",52,29,14,0
"2918",52,29,15,0
"2919",52,29,16,0
"2920",52,29,17,0
"2921",52,29,18,0
"2922",52,29,19,0
"2923",52,29,20,0
"2924",52,29,21,0
"2925",52,29,22,0
"2926",52,29,23,0
"2927",52,29,24,0
"2928",52,30,1,0
"2929",52,30,2,0
"2930",52,30,3,0
"2931",52,30,4,0
"2932",52,30,5,0
"2933",52,30,6,0
"2934",52,30,7,0
"2935",52,30,8,0
"2936",52,30,9,0
"2937",52,30,10,0
"2938",52,30,11,0
"2939",52,30,12,0
"2940",52,30,13,0
"2941",52,30,14,0
"2942",52,30,15,0
"2943",52,30,16,0
"2944",52,30,17,0
"2945",52,30,18,0
"2946",52,30,19,0
"2947",52,30,20,0
"2948",52,30,21,0
"2949",52,30,22,0
"2950",52,30,23,0
"2951",52,30,24,0
"2952",52,31,1,0
"2953",52,31,2,0
"2954",52,31,3,0
"2955",52,31,4,0
"2956",52,31,5,0
"2957",52,31,6,0
"2958",52,31,7,0
"2959",52,31,8,0
"2960",52,31,9,0
"2961",52,31,10,0
"2962",52,31,11,0
"2963",52,31,12,0
"2964",52,31,13,0
"2965",52,31,14,0
"2966",52,31,15,0
"2967",52,31,16,0
"2968",52,31,17,0
"2969",52,31,18,0
"2970",52,31,19,0
"2971",52,31,20,0
"2972",52,31,21,0
"2973",52,31,22,0
"2974",52,31,23,0
"2975",52,31,24,0
"2976",53,1,1,0
"2977",53,1,2,0
"2978",53,1,3,0
"2979",53,1,4,0
"2980",53,1,5,0
"2981",53,1,6,0
"2982",53,1,7,0
"2983",53,1,8,0
"2984",53,1,9,0
"2985",53,1,10,0
"2986",53,1,11,0
"2987",53,1,12,0
"2988",53,1,13,0
"2989",53,1,14,0
"2990",53,1,15,0
"2991",53,1,16,0
"2992",53,1,17,0
"2993",53,1,18,0
"2994",53,1,19,0
"2995",53,1,20,0
"2996",53,1,21,0
"2997",53,1,22,0
"2998",53,1,23,0
"2999",53,1,24,0
"3000",53,2,1,0
"3001",53,2,2,0
"3002",53,2,3,0
"3003",53,2,4,0
"3004",53,2,5,0
"3005",53,2,6,0
"3006",53,2,7,0
"3007",53,2,8,0
"3008",53,2,9,0
"3009",53,2,10,0
"3010",53,2,11,0
"3011",53,2,12,0
"3012",53,2,13,0
"3013",53,2,14,0
"3014",53,2,15,0
"3015",53,2,16,0
"3016",53,2,17,0
"3017",53,2,18,0
"3018",53,2,19,0
"3019",53,2,20,0
"3020",53,2,21,0
"3021",53,2,22,0
"3022",53,2,23,0
"3023",53,2,24,0
"3024",53,3,1,0
"3025",53,3,2,0
"3026",53,3,3,0
"3027",53,3,4,0
"3028",53,3,5,0
"3029",53,3,6,0
"3030",53,3,7,0
"3031",53,3,8,0
"3032",53,3,9,0
"3033",53,3,10,0
"3034",53,3,11,0
"3035",53,3,12,0
"3036",53,3,13,0
"3037",53,3,14,0
"3038",53,3,15,0
"3039",53,3,16,0
"3040",53,3,17,0
"3041",53,3,18,0
"3042",53,3,19,0
"3043",53,3,20,0
"3044",53,3,21,0
"3045",53,3,22,0
"3046",53,3,23,0
"3047",53,3,24,0
"3048",53,4,1,0
"3049",53,4,2,0
"3050",53,4,3,0
"3051",53,4,4,0
"3052",53,4,5,0
"3053",53,4,6,0
"3054",53,4,7,0
"3055",53,4,8,0
"3056",53,4,9,0
"3057",53,4,10,0
"3058",53,4,11,0
"3059",53,4,12,0
"3060",53,4,13,0
"3061",53,4,14,0
"3062",53,4,15,0
"3063",53,4,16,0
"3064",53,4,17,0
"3065",53,4,18,0
"3066",53,4,19,0
"3067",53,4,20,0
"3068",53,4,21,0
"3069",53,4,22,0
"3070",53,4,23,0
"3071",53,4,24,0
"3072",53,5,1,0
"3073",53,5,2,0
"3074",53,5,3,0
"3075",53,5,4,0
"3076",53,5,5,0
"3077",53,5,6,0
"3078",53,5,7,0
"3079",53,5,8,0
"3080",53,5,9,0
"3081",53,5,10,0
"3082",53,5,11,0
"3083",53,5,12,0
"3084",53,5,13,0
"3085",53,5,14,0
"3086",53,5,15,0
"3087",53,5,16,0
"3088",53,5,17,0
"3089",53,5,18,0
"3090",53,5,19,0
"3091",53,5,20,0
"3092",53,5,21,0
"3093",53,5,22,0
"3094",53,5,23,0
"3095",53,5,24,0
"3096",53,6,1,0
"3097",53,6,2,0
"3098",53,6,3,0
"3099",53,6,4,0
"3100",53,6,5,0
"3101",53,6,6,0
"3102",53,6,7,0
"3103",53,6,8,0
"3104",53,6,9,0
"3105",53,6,10,0
"3106",53,6,11,0
"3107",53,6,12,0
"3108",53,6,13,0
"3109",53,6,14,0
"3110",53,6,15,0
"3111",53,6,16,0
"3112",53,6,17,0
"3113",53,6,18,0
"3114",53,6,19,0
"3115",53,6,20,0
"3116",53,6,21,0
"3117",53,6,22,0
"3118",53,6,23,0
"3119",53,6,24,0
"3120",53,7,1,0
"3121",53,7,2,0
"3122",53,7,3,0
"3123",53,7,4,0
"3124",53,7,5,0
"3125",53,7,6,0
"3126",53,7,7,0
"3127",53,7,8,0
"3128",53,7,9,0
"3129",53,7,10,0
"3130",53,7,11,0
"3131",53,7,12,0
"3132",53,7,13,0
"3133",53,7,14,0
"3134",53,7,15,0
"3135",53,7,16,0
"3136",53,7,17,0
"3137",53,7,18,0
"3138",53,7,19,0
"3139",53,7,20,0
"3140",53,7,21,0
"3141",53,7,22,0
"3142",53,7,23,0
"3143",53,7,24,0
"3144",53,8,1,0
"3145",53,8,2,0
"3146",53,8,3,0
"3147",53,8,4,0
"3148",53,8,5,0
"3149",53,8,6,0
"3150",53,8,7,0
"3151",53,8,8,0
"3152",53,8,9,0
"3153",53,8,10,0
"3154",53,8,11,0
"3155",53,8,12,0
"3156",53,8,13,0
"3157",53,8,14,0
"3158",53,8,15,0
"3159",53,8,16,0
"3160",53,8,17,0
"3161",53,8,18,0
"3162",53,8,19,0
"3163",53,8,20,0
"3164",53,8,21,0
"3165",53,8,22,0
"3166",53,8,23,0
"3167",53,8,24,0
"3168",53,9,1,0
"3169",53,9,2,0
"3170",53,9,3,0
"3171",53,9,4,0
"3172",53,9,5,0
"3173",53,9,6,0
"3174",53,9,7,0
"3175",53,9,8,0
"3176",53,9,9,0
"3177",53,9,10,0
"3178",53,9,11,0
"3179",53,9,12,0
"3180",53,9,13,0
"3181",53,9,14,0
"3182",53,9,15,0
"3183",53,9,16,0
"3184",53,9,17,0
"3185",53,9,18,0.95
"3186",53,9,19,0.06
"3187",53,9,20,0.04
"3188",53,9,21,0
"3189",53,9,22,0
"3190",53,9,23,0
"3191",53,9,24,0
"3192",53,10,1,0
"3193",53,10,2,0
"3194",53,10,3,0
"3195",53,10,4,0
"3196",53,10,5,0
"3197",53,10,6,0
"3198",53,10,7,0
"3199",53,10,8,0
"3200",53,10,9,0
"3201",53,10,10,0
"3202",53,10,11,0
"3203",53,10,12,0
"3204",53,10,13,0
"3205",53,10,14,0
"3206",53,10,15,0
"3207",53,10,16,0
"3208",53,10,17,0
"3209",53,10,18,0
"3210",53,10,19,0
"3211",53,10,20,0
"3212",53,10,21,0.02
"3213",53,10,22,0.06
"3214",53,10,23,0
"3215",53,10,24,0.04
"3216",53,11,1,0.01
"3217",53,11,2,0.01
"3218",53,11,3,0
"3219",53,11,4,0
"3220",53,11,5,0
"3221",53,11,6,0
"3222",53,11,7,0
"3223",53,11,8,0
"3224",53,11,9,0
"3225",53,11,10,0
"3226",53,11,11,0
"3227",53,11,12,0
"3228",53,11,13,0
"3229",53,11,14,0
"3230",53,11,15,0
"3231",53,11,16,0
"3232",53,11,17,0
"3233",53,11,18,0
"3234",53,11,19,0
"3235",53,11,20,0
"3236",53,11,21,0
"3237",53,11,22,0
"3238",53,11,23,0
"3239",53,11,24,0
"3240",53,12,1,0
"3241",53,12,2,0
"3242",53,12,3,0
"3243",53,12,4,0
"3244",53,12,5,0
"3245",53,12,6,0
"3246",53,12,7,0
"3247",53,12,8,0
"3248",53,12,9,0
"3249",53,12,10,0
"3250",53,12,11,0
"3251",53,12,12,0
"3252",53,12,13,0
"3253",53,12,14,0
"3254",53,12,15,0
"3255",53,12,16,0
"3256",53,12,17,0
"3257",53,12,18,0
"3258",53,12,19,0
"3259",53,12,20,0
"3260",53,12,21,0
"3261",53,12,22,0
"3262",53,12,23,0
"3263",53,12,24,0
"3264",53,13,1,0
"3265",53,13,2,0
"3266",53,13,3,0
"3267",53,13,4,0
"3268",53,13,5,0
"3269",53,13,6,0
"3270",53,13,7,0
"3271",53,13,8,0
"3272",53,13,9,0
"3273",53,13,10,0
"3274",53,13,11,0
"3275",53,13,12,0
"3276",53,13,13,0
"3277",53,13,14,0
"3278",53,13,15,0
"3279",53,13,16,0
"3280",53,13,17,0
"3281",53,13,18,0
"3282",53,13,19,0
"3283",53,13,20,0
"3284",53,13,21,0
"3285",53,13,22,0
"3286",53,13,23,0
"3287",53,13,24,0
"3288",53,14,1,0
"3289",53,14,2,0
"3290",53,14,3,0
"3291",53,14,4,0
"3292",53,14,5,0
"3293",53,14,6,0
"3294",53,14,7,0
"3295",53,14,8,0
"3296",53,14,9,0
"3297",53,14,10,0
"3298",53,14,11,0
"3299",53,14,12,0
"3300",53,14,13,0
"3301",53,14,14,0
"3302",53,14,15,0
"3303",53,14,16,0
"3304",53,14,17,0
"3305",53,14,18,0
"3306",53,14,19,0
"3307",53,14,20,0
"3308",53,14,21,0
"3309",53,14,22,0
"3310",53,14,23,0
"3311",53,14,24,0
"3312",53,15,1,0
"3313",53,15,2,0
"3314",53,15,3,0
"3315",53,15,4,0
"3316",53,15,5,0
"3317",53,15,6,0
"3318",53,15,7,0
"3319",53,15,8,0
"3320",53,15,9,0
"3321",53,15,10,0
"3322",53,15,11,0
"3323",53,15,12,0
"3324",53,15,13,0
"3325",53,15,14,0
"3326",53,15,15,0
"3327",53,15,16,0
"3328",53,15,17,0
"3329",53,15,18,0
"3330",53,15,19,0
"3331",53,15,20,0
"3332",53,15,21,0
"3333",53,15,22,0
"3334",53,15,23,0
"3335",53,15,24,0
"3336",53,16,1,0
"3337",53,16,2,0
"3338",53,16,3,0
"3339",53,16,4,0
"3340",53,16,5,0
"3341",53,16,6,0
"3342",53,16,7,0
"3343",53,16,8,0
"3344",53,16,9,0
"3345",53,16,10,0.02
"3346",53,16,11,0.01
"3347",53,16,12,0
"3348",53,16,13,0.04
"3349",53,16,14,0.12
"3350",53,16,15,0.12
"3351",53,16,16,0.08
"3352",53,16,17,0.01
"3353",53,16,18,0
"3354",53,16,19,0
"3355",53,16,20,0
"3356",53,16,21,0
"3357",53,16,22,0
"3358",53,16,23,0
"3359",53,16,24,0
"3360",53,17,1,0
"3361",53,17,2,0
"3362",53,17,3,0
"3363",53,17,4,0
"3364",53,17,5,0
"3365",53,17,6,0
"3366",53,17,7,0
"3367",53,17,8,0
"3368",53,17,9,0
"3369",53,17,10,0
"3370",53,17,11,0
"3371",53,17,12,0
"3372",53,17,13,0
"3373",53,17,14,0
"3374",53,17,15,0
"3375",53,17,16,0
"3376",53,17,17,0
"3377",53,17,18,0
"3378",53,17,19,0
"3379",53,17,20,0
"3380",53,17,21,0
"3381",53,17,22,0
"3382",53,17,23,0
"3383",53,17,24,0
"3384",53,18,1,0
"3385",53,18,2,0
"3386",53,18,3,0
"3387",53,18,4,0
"3388",53,18,5,0
"3389",53,18,6,0
"3390",53,18,7,0
"3391",53,18,8,0
"3392",53,18,9,0
"3393",53,18,10,0
"3394",53,18,11,0
"3395",53,18,12,0
"3396",53,18,13,0
"3397",53,18,14,0
"3398",53,18,15,0
"3399",53,18,16,0
"3400",53,18,17,0
"3401",53,18,18,0
"3402",53,18,19,0
"3403",53,18,20,0
"3404",53,18,21,0
"3405",53,18,22,0
"3406",53,18,23,0
"3407",53,18,24,0
"3408",53,19,1,0
"3409",53,19,2,0
"3410",53,19,3,0
"3411",53,19,4,0
"3412",53,19,5,0
"3413",53,19,6,0
"3414",53,19,7,0
"3415",53,19,8,0
"3416",53,19,9,0
"3417",53,19,10,0
"3418",53,19,11,0
"3419",53,19,12,0
"3420",53,19,13,0
"3421",53,19,14,0
"3422",53,19,15,0
"3423",53,19,16,0
"3424",53,19,17,0
"3425",53,19,18,0
"3426",53,19,19,0
"3427",53,19,20,0
"3428",53,19,21,0
"3429",53,19,22,0
"3430",53,19,23,0
"3431",53,19,24,0
"3432",53,20,1,0
"3433",53,20,2,0
"3434",53,20,3,0
"3435",53,20,4,0
"3436",53,20,5,0
"3437",53,20,6,0
"3438",53,20,7,0
"3439",53,20,8,0
"3440",53,20,9,0
"3441",53,20,10,0
"3442",53,20,11,0
"3443",53,20,12,0
"3444",53,20,13,0
"3445",53,20,14,0
"3446",53,20,15,0
"3447",53,20,16,0
"3448",53,20,17,0
"3449",53,20,18,0
"3450",53,20,19,0
"3451",53,20,20,0
"3452",53,20,21,0
"3453",53,20,22,0
"3454",53,20,23,0
"3455",53,20,24,0
"3456",53,21,1,0
"3457",53,21,2,0
"3458",53,21,3,0
"3459",53,21,4,0
"3460",53,21,5,0
"3461",53,21,6,0
"3462",53,21,7,0
"3463",53,21,8,0
"3464",53,21,9,0
"3465",53,21,10,0
"3466",53,21,11,0
"3467",53,21,12,0
"3468",53,21,13,0
"3469",53,21,14,0
"3470",53,21,15,0
"3471",53,21,16,0
"3472",53,21,17,0
"3473",53,21,18,0
"3474",53,21,19,0
"3475",53,21,20,0
"3476",53,21,21,0
"3477",53,21,22,0
"3478",53,21,23,0
"3479",53,21,24,0
"3480",53,22,1,0
"3481",53,22,2,0
"3482",53,22,3,0
"3483",53,22,4,0
"3484",53,22,5,0
"3485",53,22,6,0
"3486",53,22,7,0
"3487",53,22,8,0
"3488",53,22,9,0
"3489",53,22,10,0
"3490",53,22,11,0
"3491",53,22,12,0
"3492",53,22,13,0
"3493",53,22,14,0
"3494",53,22,15,0
"3495",53,22,16,0
"3496",53,22,17,0
"3497",53,22,18,0
"3498",53,22,19,0
"3499",53,22,20,0
"3500",53,22,21,0
"3501",53,22,22,0
"3502",53,22,23,0
"3503",53,22,24,0
"3504",53,23,1,0
"3505",53,23,2,0
"3506",53,23,3,0
"3507",53,23,4,0
"3508",53,23,5,0
"3509",53,23,6,0
"3510",53,23,7,0
"3511",53,23,8,0
"3512",53,23,9,0
"3513",53,23,10,0
"3514",53,23,11,0
"3515",53,23,12,0
"3516",53,23,13,0
"3517",53,23,14,0
"3518",53,23,15,0
"3519",53,23,16,0
"3520",53,23,17,0
"3521",53,23,18,0
"3522",53,23,19,0
"3523",53,23,20,0
"3524",53,23,21,0
"3525",53,23,22,0
"3526",53,23,23,0
"3527",53,23,24,0
"3528",53,24,1,0
"3529",53,24,2,0
"3530",53,24,3,0
"3531",53,24,4,0
"3532",53,24,5,0
"3533",53,24,6,0
"3534",53,24,7,0
"3535",53,24,8,0
"3536",53,24,9,0
"3537",53,24,10,0
"3538",53,24,11,0
"3539",53,24,12,0
"3540",53,24,13,0
"3541",53,24,14,0
"3542",53,24,15,0
"3543",53,24,16,0
"3544",53,24,17,0
"3545",53,24,18,0
"3546",53,24,19,0
"3547",53,24,20,0
"3548",53,24,21,0
"3549",53,24,22,0
"3550",53,24,23,0
"3551",53,24,24,0
"3552",53,25,1,0
"3553",53,25,2,0
"3554",53,25,3,0
"3555",53,25,4,0
"3556",53,25,5,0
"3557",53,25,6,0
"3558",53,25,7,0
"3559",53,25,8,0
"3560",53,25,9,0
"3561",53,25,10,0
"3562",53,25,11,0
"3563",53,25,12,0
"3564",53,25,13,0
"3565",53,25,14,0
"3566",53,25,15,0
"3567",53,25,16,0
"3568",53,25,17,0
"3569",53,25,18,0
"3570",53,25,19,0
"3571",53,25,20,0
"3572",53,25,21,0
"3573",53,25,22,0
"3574",53,25,23,0
"3575",53,25,24,0
"3576",53,26,1,0
"3577",53,26,2,0
"3578",53,26,3,0
"3579",53,26,4,0
"3580",53,26,5,0
"3581",53,26,6,0
"3582",53,26,7,0
"3583",53,26,8,0
"3584",53,26,9,0
"3585",53,26,10,0
"3586",53,26,11,0
"3587",53,26,12,0
"3588",53,26,13,0
"3589",53,26,14,0
"3590",53,26,15,0
"3591",53,26,16,0
"3592",53,26,17,0
"3593",53,26,18,0
"3594",53,26,19,0
"3595",53,26,20,0
"3596",53,26,21,0
"3597",53,26,22,0
"3598",53,26,23,0
"3599",53,26,24,0
"3600",53,27,1,0
"3601",53,27,2,0
"3602",53,27,3,0
"3603",53,27,4,0
"3604",53,27,5,0
"3605",53,27,6,0
"3606",53,27,7,0
"3607",53,27,8,0
"3608",53,27,9,0
"3609",53,27,10,0
"3610",53,27,11,0
"3611",53,27,12,0
"3612",53,27,13,0
"3613",53,27,14,0
"3614",53,27,15,0
"3615",53,27,16,0
"3616",53,27,17,0
"3617",53,27,18,0
"3618",53,27,19,0
"3619",53,27,20,0.03
"3620",53,27,21,0.01
"3621",53,27,22,0.02
"3622",53,27,23,0
"3623",53,27,24,0
"3624",53,28,1,0
"3625",53,28,2,0
"3626",53,28,3,0
"3627",53,28,4,0
"3628",53,28,5,0
"3629",53,28,6,0
"3630",53,28,7,0
"3631",53,28,8,0
"3632",53,28,9,0
"3633",53,28,10,0
"3634",53,28,11,0
"3635",53,28,12,0
"3636",53,28,13,0
"3637",53,28,14,0
"3638",53,28,15,0
"3639",53,28,16,0
"3640",53,28,17,0
"3641",53,28,18,0
"3642",53,28,19,0
"3643",53,28,20,0
"3644",53,28,21,0
"3645",53,28,22,0
"3646",53,28,23,0
"3647",53,28,24,0
"3648",53,29,1,0
"3649",53,29,2,0
"3650",53,29,3,0
"3651",53,29,4,0
"3652",53,29,5,0
"3653",53,29,6,0
"3654",53,29,7,0
"3655",53,29,8,0
"3656",53,29,9,0
"3657",53,29,10,0
"3658",53,29,11,0
"3659",53,29,12,0
"3660",53,29,13,0
"3661",53,29,14,0
"3662",53,29,15,0.03
"3663",53,29,16,0.06
"3664",53,29,17,0.01
"3665",53,29,18,0
"3666",53,29,19,0.03
"3667",53,29,20,0.01
"3668",53,29,21,0.03
"3669",53,29,22,0.02
"3670",53,29,23,0.05
"3671",53,29,24,0.02
"3672",53,30,1,0
"3673",53,30,2,0
"3674",53,30,3,0
"3675",53,30,4,0
"3676",53,30,5,0
"3677",53,30,6,0
"3678",53,30,7,0
"3679",53,30,8,0
"3680",53,30,9,0
"3681",53,30,10,0
"3682",53,30,11,0
"3683",53,30,12,0
"3684",53,30,13,0
"3685",53,30,14,0
"3686",53,30,15,0
"3687",53,30,16,0.07
"3688",53,30,17,0
"3689",53,30,18,0
"3690",53,30,19,0
"3691",53,30,20,0
"3692",53,30,21,0
"3693",53,30,22,0
"3694",53,30,23,0
"3695",53,30,24,0
"3696",53,31,1,0
"3697",53,31,2,0
"3698",53,31,3,0
"3699",53,31,4,0
"3700",53,31,5,0
"3701",53,31,6,0
"3702",53,31,7,0
"3703",53,31,8,0
"3704",53,31,9,0
"3705",53,31,10,0
"3706",53,31,11,0
"3707",53,31,12,0
"3708",53,31,13,0
"3709",53,31,14,0
"3710",53,31,15,0
"3711",53,31,16,0
"3712",53,31,17,0
"3713",53,31,18,0
"3714",53,31,19,0
"3715",53,31,20,0
"3716",53,31,21,0
"3717",53,31,22,0
"3718",53,31,23,0
"3719",53,31,24,0
"3720",54,1,1,0
"3721",54,1,2,0
"3722",54,1,3,0
"3723",54,1,4,0
"3724",54,1,5,0
"3725",54,1,6,0
"3726",54,1,7,0
"3727",54,1,8,0
"3728",54,1,9,0
"3729",54,1,10,0
"3730",54,1,11,0
"3731",54,1,12,0
"3732",54,1,13,0
"3733",54,1,14,0
"3734",54,1,15,0
"3735",54,1,16,0
"3736",54,1,17,0
"3737",54,1,18,0
"3738",54,1,19,0
"3739",54,1,20,0
"3740",54,1,21,0
"3741",54,1,22,0
"3742",54,1,23,0
"3743",54,1,24,0
"3744",54,2,1,0
"3745",54,2,2,0
"3746",54,2,3,0
"3747",54,2,4,0
"3748",54,2,5,0
"3749",54,2,6,0
"3750",54,2,7,0
"3751",54,2,8,0
"3752",54,2,9,0
"3753",54,2,10,0
"3754",54,2,11,0
"3755",54,2,12,0
"3756",54,2,13,0
"3757",54,2,14,0
"3758",54,2,15,0
"3759",54,2,16,0
"3760",54,2,17,0
"3761",54,2,18,0
"3762",54,2,19,0
"3763",54,2,20,0
"3764",54,2,21,0
"3765",54,2,22,0
"3766",54,2,23,0
"3767",54,2,24,0
"3768",54,3,1,0
"3769",54,3,2,0
"3770",54,3,3,0
"3771",54,3,4,0
"3772",54,3,5,0
"3773",54,3,6,0
"3774",54,3,7,0
"3775",54,3,8,0
"3776",54,3,9,0
"3777",54,3,10,0
"3778",54,3,11,0
"3779",54,3,12,0
"3780",54,3,13,0
"3781",54,3,14,0
"3782",54,3,15,0
"3783",54,3,16,0
"3784",54,3,17,0
"3785",54,3,18,0
"3786",54,3,19,0
"3787",54,3,20,0
"3788",54,3,21,0
"3789",54,3,22,0
"3790",54,3,23,0
"3791",54,3,24,0
"3792",54,4,1,0
"3793",54,4,2,0
"3794",54,4,3,0
"3795",54,4,4,0
"3796",54,4,5,0
"3797",54,4,6,0
"3798",54,4,7,0
"3799",54,4,8,0
"3800",54,4,9,0
"3801",54,4,10,0
"3802",54,4,11,0
"3803",54,4,12,0
"3804",54,4,13,0.22
"3805",54,4,14,0.03
"3806",54,4,15,0
"3807",54,4,16,0
"3808",54,4,17,0
"3809",54,4,18,0
"3810",54,4,19,0
"3811",54,4,20,0
"3812",54,4,21,0
"3813",54,4,22,0
"3814",54,4,23,0
"3815",54,4,24,0
"3816",54,5,1,0
"3817",54,5,2,0
"3818",54,5,3,0
"3819",54,5,4,0
"3820",54,5,5,0
"3821",54,5,6,0
"3822",54,5,7,0
"3823",54,5,8,0
"3824",54,5,9,0
"3825",54,5,10,0
"3826",54,5,11,0
"3827",54,5,12,0
"3828",54,5,13,0
"3829",54,5,14,0
"3830",54,5,15,0
"3831",54,5,16,0
"3832",54,5,17,0
"3833",54,5,18,0
"3834",54,5,19,0
"3835",54,5,20,0
"3836",54,5,21,0
"3837",54,5,22,0
"3838",54,5,23,0
"3839",54,5,24,0
"3840",54,6,1,0
"3841",54,6,2,0
"3842",54,6,3,0
"3843",54,6,4,0
"3844",54,6,5,0
"3845",54,6,6,0
"3846",54,6,7,0
"3847",54,6,8,0
"3848",54,6,9,0
"3849",54,6,10,0
"3850",54,6,11,0
"3851",54,6,12,0
"3852",54,6,13,0
"3853",54,6,14,0
"3854",54,6,15,0
"3855",54,6,16,0
"3856",54,6,17,0
"3857",54,6,18,0
"3858",54,6,19,0
"3859",54,6,20,0
"3860",54,6,21,0
"3861",54,6,22,0
"3862",54,6,23,0
"3863",54,6,24,0
"3864",54,7,1,0.02
"3865",54,7,2,0
"3866",54,7,3,0
"3867",54,7,4,0
"3868",54,7,5,0
"3869",54,7,6,0
"3870",54,7,7,0
"3871",54,7,8,0
"3872",54,7,9,0
"3873",54,7,10,0
"3874",54,7,11,0
"3875",54,7,12,0
"3876",54,7,13,0
"3877",54,7,14,0
"3878",54,7,15,0
"3879",54,7,16,0
"3880",54,7,17,0
"3881",54,7,18,0
"3882",54,7,19,0
"3883",54,7,20,0
"3884",54,7,21,0
"3885",54,7,22,0
"3886",54,7,23,0
"3887",54,7,24,0
"3888",54,8,1,0
"3889",54,8,2,0
"3890",54,8,3,0
"3891",54,8,4,0
"3892",54,8,5,0
"3893",54,8,6,0
"3894",54,8,7,0
"3895",54,8,8,0
"3896",54,8,9,0
"3897",54,8,10,0
"3898",54,8,11,0
"3899",54,8,12,0
"3900",54,8,13,0
"3901",54,8,14,0
"3902",54,8,15,0
"3903",54,8,16,0
"3904",54,8,17,0
"3905",54,8,18,0
"3906",54,8,19,0
"3907",54,8,20,0
"3908",54,8,21,0
"3909",54,8,22,0
"3910",54,8,23,0
"3911",54,8,24,0
"3912",54,9,1,0
"3913",54,9,2,0
"3914",54,9,3,0
"3915",54,9,4,0
"3916",54,9,5,0
"3917",54,9,6,0
"3918",54,9,7,0
"3919",54,9,8,0
"3920",54,9,9,0
"3921",54,9,10,0
"3922",54,9,11,0
"3923",54,9,12,0
"3924",54,9,13,0
"3925",54,9,14,0
"3926",54,9,15,0
"3927",54,9,16,0
"3928",54,9,17,0.03
"3929",54,9,18,0.01
"3930",54,9,19,0
"3931",54,9,20,0
"3932",54,9,21,0
"3933",54,9,22,0
"3934",54,9,23,0
"3935",54,9,24,0
"3936",54,10,1,0
"3937",54,10,2,0
"3938",54,10,3,0
"3939",54,10,4,0
"3940",54,10,5,0
"3941",54,10,6,0
"3942",54,10,7,0
"3943",54,10,8,0
"3944",54,10,9,0
"3945",54,10,10,0
"3946",54,10,11,0
"3947",54,10,12,0
"3948",54,10,13,0
"3949",54,10,14,0
"3950",54,10,15,0
"3951",54,10,16,0
"3952",54,10,17,0
"3953",54,10,18,0
"3954",54,10,19,0
"3955",54,10,20,0
"3956",54,10,21,0
"3957",54,10,22,0
"3958",54,10,23,0
"3959",54,10,24,0
"3960",54,11,1,0
"3961",54,11,2,0
"3962",54,11,3,0
"3963",54,11,4,0
"3964",54,11,5,0
"3965",54,11,6,0
"3966",54,11,7,0
"3967",54,11,8,0
"3968",54,11,9,0
"3969",54,11,10,0
"3970",54,11,11,0
"3971",54,11,12,0
"3972",54,11,13,0
"3973",54,11,14,0
"3974",54,11,15,0
"3975",54,11,16,0
"3976",54,11,17,0
"3977",54,11,18,0
"3978",54,11,19,0
"3979",54,11,20,0
"3980",54,11,21,0
"3981",54,11,22,0
"3982",54,11,23,0
"3983",54,11,24,0
"3984",54,12,1,0
"3985",54,12,2,0
"3986",54,12,3,0
"3987",54,12,4,0
"3988",54,12,5,0
"3989",54,12,6,0
"3990",54,12,7,0
"3991",54,12,8,0
"3992",54,12,9,0
"3993",54,12,10,0
"3994",54,12,11,0
"3995",54,12,12,0
"3996",54,12,13,0
"3997",54,12,14,0
"3998",54,12,15,0
"3999",54,12,16,0
"4000",54,12,17,0
"4001",54,12,18,0
"4002",54,12,19,0
"4003",54,12,20,0
"4004",54,12,21,0
"4005",54,12,22,0
"4006",54,12,23,0
"4007",54,12,24,0
"4008",54,13,1,0
