"","id","time","event"
"985",663,0,"FullTime"
"986",663,3,"Stop"
"987",663,9,"Start"
"988",663,9,"FullTime"
"989",664,0,"PartTime"
"990",665,0,"NoActivity"
"991",666,0,"NoActivity"
"992",667,0,"NoActivity"
"993",668,0,"FullTime"
"994",669,0,"NoActivity"
"995",670,0,"NoActivity"
"996",671,0,"FullTime"
"997",672,0,"NoActivity"
"998",672,10,"Start"
"999",672,10,"LowPartTime"
"1000",673,0,"FullTime"
"1001",674,0,"PartTime"
"1002",675,0,"LowPartTime"
"1003",675,9,"Stop"
"1004",676,0,"PartTime"
"1005",677,0,"FullTime"
"1006",678,0,"FullTime"
"1007",679,0,"LowPartTime"
"1008",680,0,"NoActivity"
"1009",681,0,"PartTime"
"1010",682,0,"FullTime"
"1011",683,0,"FullTime"
"1012",684,0,"NoActivity"
"1013",685,0,"NoActivity"
"1014",686,0,"PartTime"
"1015",687,0,"FullTime"
"1016",688,0,"FullTime"
"1017",688,11,"Decrease"
"1018",688,11,"PartTime"
"1019",689,0,"NoActivity"
"1020",690,0,"FullTime"
"1021",691,0,"FullTime"
"1022",691,10,"Decrease"
"1023",691,10,"PartTime"
"1024",692,0,"FullTime"
"1025",693,0,"NoActivity"
"1026",694,0,"NoActivity"
"1027",695,0,"NoActivity"
"1028",696,0,"NoActivity"
"1029",697,0,"PartTime"
"1030",698,0,"FullTime"
"1031",699,0,"FullTime"
"1032",700,0,"PartTime"
"1033",701,0,"PartTime"
"1034",701,10,"Decrease"
"1035",701,10,"LowPartTime"
"1036",702,0,"NoActivity"
"1037",703,0,"FullTime"
"1038",704,0,"NoActivity"
"1039",705,0,"NoActivity"
"1040",705,5,"Start"
"1041",705,5,"LowPartTime"
"1042",706,0,"NoActivity"
"1043",707,0,"NoActivity"
"1044",708,0,"NoActivity"
"1045",709,0,"PartTime"
"1046",710,0,"NoActivity"
"1047",711,0,"NoActivity"
"1048",712,0,"FullTime"
"1049",713,0,"LowPartTime"
"1050",714,0,"FullTime"
"1051",715,0,"NoActivity"
"1052",716,0,"FullTime"
"1053",717,0,"FullTime"
"1054",718,0,"NoActivity"
"1055",719,0,"FullTime"
"1056",720,0,"NoActivity"
"1057",721,0,"NoActivity"
"1058",721,6,"Start"
"1059",721,6,"LowPartTime"
"1060",722,0,"FullTime"
"1061",722,9,"Stop"
"1062",723,0,"LowPartTime"
"1063",724,0,"NoActivity"
"1064",725,0,"NoActivity"
"1065",726,0,"NoActivity"
"1066",726,5,"Start"
"1067",726,5,"LowPartTime"
"1068",726,8,"Stop"
"1069",726,9,"Start"
"1070",726,9,"LowPartTime"
"1071",726,10,"Stop"
"1072",726,11,"Start"
"1073",726,11,"PartTime"
"1074",727,0,"FullTime"
"1075",728,0,"NoActivity"
"1076",728,9,"Start"
"1077",728,9,"FullTime"
"1078",729,0,"PartTime"
"1079",730,0,"NoActivity"
"1080",731,0,"FullTime"
"1081",732,0,"PartTime"
"1082",732,11,"Increase"
"1083",732,11,"FullTime"
"1084",733,0,"FullTime"
"1085",734,0,"LowPartTime"
"1086",734,11,"Stop"
"1087",735,0,"FullTime"
"1088",736,0,"NoActivity"
"1089",737,0,"FullTime"
"1090",738,0,"NoActivity"
"1091",739,0,"NoActivity"
"1092",740,0,"FullTime"
"1093",740,10,"Decrease"
"1094",740,10,"PartTime"
"1095",741,0,"NoActivity"
"1096",742,0,"FullTime"
"1097",743,0,"NoActivity"
"1098",744,0,"FullTime"
"1099",745,0,"FullTime"
"1100",746,0,"FullTime"
"1101",747,0,"LowPartTime"
"1102",747,8,"Stop"
"1103",748,0,"LowPartTime"
"1104",749,0,"FullTime"
"1105",750,0,"FullTime"
"1106",751,0,"NoActivity"
"1107",752,0,"FullTime"
"1108",753,0,"FullTime"
"1109",754,0,"NoActivity"
"1110",755,0,"FullTime"
"1111",756,0,"FullTime"
"1112",757,0,"PartTime"
"1113",758,0,"NoActivity"
"1114",759,0,"FullTime"
"1115",760,0,"FullTime"
"1116",761,0,"NoActivity"
"1117",761,3,"Start"
"1118",761,3,"LowPartTime"
"1119",761,4,"Stop"
"1120",761,7,"Start"
"1121",761,7,"LowPartTime"
"1122",761,8,"Stop"
"1123",761,11,"Start"
"1124",761,11,"LowPartTime"
"1125",762,0,"NoActivity"
"1126",763,0,"FullTime"
"1127",764,0,"FullTime"
"1128",765,0,"NoActivity"
"1129",766,0,"NoActivity"
"1130",767,0,"FullTime"
"1131",767,9,"Decrease"
"1132",767,9,"PartTime"
"1133",768,0,"FullTime"
"1134",768,8,"Decrease"
"1135",768,8,"PartTime"
"1136",768,10,"Increase"
"1137",768,10,"FullTime"
"1138",769,0,"FullTime"
"1139",770,0,"PartTime"
"1140",771,0,"FullTime"
"1141",772,0,"LowPartTime"
"1142",772,4,"Stop"
"1143",773,0,"FullTime"
"1144",774,0,"FullTime"
"1145",775,0,"NoActivity"
"1146",776,0,"PartTime"
"1147",777,0,"FullTime"
"1148",778,0,"FullTime"
"1149",779,0,"LowPartTime"
"1150",780,0,"FullTime"
"1151",780,9,"Stop"
"1152",781,0,"LowPartTime"
"1153",782,0,"PartTime"
"1154",783,0,"NoActivity"
"1155",783,4,"Start"
"1156",783,4,"FullTime"
"1157",783,8,"Stop"
"1158",783,10,"Start"
"1159",783,10,"FullTime"
"1160",784,0,"FullTime"
"1161",784,10,"Stop"
"1162",785,0,"PartTime"
"1163",786,0,"NoActivity"
"1164",786,8,"Start"
"1165",786,8,"PartTime"
"1166",787,0,"FullTime"
"1167",788,0,"PartTime"
"1168",788,9,"Decrease"
"1169",788,9,"LowPartTime"
"1170",789,0,"FullTime"
"1171",790,0,"FullTime"
"1172",791,0,"FullTime"
"1173",792,0,"FullTime"
"1174",793,0,"FullTime"
"1175",794,0,"NoActivity"
"1176",795,0,"PartTime"
"1177",796,0,"FullTime"
"1178",797,0,"NoActivity"
"1179",798,0,"FullTime"
"1180",799,0,"FullTime"
"1181",800,0,"FullTime"
"1182",801,0,"FullTime"
"1183",802,0,"NoActivity"
"1184",803,0,"PartTime"
"1185",804,0,"NoActivity"
"1186",805,0,"NoActivity"
"1187",806,0,"FullTime"
"1188",807,0,"FullTime"
"1189",808,0,"PartTime"
"1190",809,0,"LowPartTime"
"1191",809,8,"Stop"
"1192",810,0,"FullTime"
"1193",811,0,"LowPartTime"
"1194",812,0,"PartTime"
"1195",813,0,"PartTime"
"1196",814,0,"FullTime"
"1197",815,0,"NoActivity"
"1198",816,0,"NoActivity"
"1199",817,0,"NoActivity"
"1200",818,0,"PartTime"
"1201",819,0,"FullTime"
"1202",820,0,"FullTime"
"1203",821,0,"NoActivity"
"1204",822,0,"NoActivity"
"1205",823,0,"FullTime"
"1206",824,0,"FullTime"
"1207",825,0,"NoActivity"
"1208",826,0,"NoActivity"
"1209",827,0,"NoActivity"
"1210",828,0,"PartTime"
"1211",829,0,"LowPartTime"
"1212",829,9,"Stop"
"1213",830,0,"FullTime"
"1214",831,0,"FullTime"
"1215",832,0,"FullTime"
"1216",833,0,"PartTime"
"1217",834,0,"FullTime"
"1218",835,0,"NoActivity"
"1219",836,0,"NoActivity"
"1220",837,0,"NoActivity"
"1221",838,0,"NoActivity"
"1222",839,0,"LowPartTime"
"1223",840,0,"NoActivity"
"1224",841,0,"FullTime"
"1225",841,3,"Stop"
"1226",841,7,"Start"
"1227",841,7,"LowPartTime"
"1228",842,0,"FullTime"
"1229",843,0,"FullTime"
"1230",844,0,"PartTime"
"1231",845,0,"NoActivity"
"1232",845,7,"Start"
"1233",845,7,"LowPartTime"
"1234",846,0,"PartTime"
"1235",847,0,"FullTime"
"1236",848,0,"NoActivity"
"1237",849,0,"FullTime"
"1238",849,1,"Stop"
"1239",849,4,"Start"
"1240",849,4,"LowPartTime"
"1241",849,10,"Stop"
"1242",850,0,"FullTime"
"1243",851,0,"PartTime"
"1244",852,0,"FullTime"
"1245",853,0,"LowPartTime"
"1246",854,0,"FullTime"
"1247",855,0,"NoActivity"
"1248",855,11,"Start"
"1249",855,11,"PartTime"
"1250",856,0,"FullTime"
"1251",857,0,"NoActivity"
"1252",858,0,"NoActivity"
"1253",858,2,"Start"
"1254",858,2,"LowPartTime"
"1255",858,3,"Stop"
"1256",858,5,"Start"
"1257",858,5,"LowPartTime"
"1258",858,6,"Stop"
"1259",858,7,"Start"
"1260",858,7,"LowPartTime"
"1261",858,8,"Stop"
"1262",859,0,"NoActivity"
"1263",860,0,"FullTime"
"1264",861,0,"FullTime"
"1265",862,0,"FullTime"
"1266",863,0,"NoActivity"
"1267",864,0,"LowPartTime"
"1268",864,9,"Stop"
"1269",865,0,"NoActivity"
"1270",866,0,"PartTime"
"1271",867,0,"LowPartTime"
"1272",867,10,"Increase"
"1273",867,10,"PartTime"
"1274",868,0,"NoActivity"
"1275",869,0,"FullTime"
"1276",869,6,"Stop"
"1277",870,0,"NoActivity"
"1278",871,0,"NoActivity"
"1279",872,0,"PartTime"
"1280",873,0,"FullTime"
"1281",874,0,"PartTime"
"1282",875,0,"FullTime"
"1283",875,7,"Decrease"
"1284",875,7,"PartTime"
"1285",875,8,"Stop"
"1286",876,0,"FullTime"
"1287",877,0,"NoActivity"
"1288",877,6,"Start"
"1289",877,6,"FullTime"
"1290",877,7,"Stop"
"1291",878,0,"NoActivity"
"1292",879,0,"NoActivity"
"1293",880,0,"FullTime"
"1294",881,0,"FullTime"
"1295",882,0,"NoActivity"
"1296",883,0,"FullTime"
"1297",884,0,"NoActivity"
"1298",885,0,"LowPartTime"
"1299",885,6,"Stop"
"1300",885,9,"Start"
"1301",885,9,"PartTime"
"1302",886,0,"PartTime"
"1303",886,9,"Decrease"
"1304",886,9,"LowPartTime"
"1305",887,0,"NoActivity"
"1306",888,0,"PartTime"
"1307",889,0,"NoActivity"
"1308",890,0,"NoActivity"
"1309",891,0,"FullTime"
"1310",892,0,"PartTime"
"1311",893,0,"FullTime"
"1312",894,0,"FullTime"
"1313",895,0,"FullTime"
"1314",896,0,"NoActivity"
"1315",897,0,"PartTime"
"1316",898,0,"FullTime"
"1317",899,0,"NoActivity"
"1318",900,0,"PartTime"
"1319",901,0,"FullTime"
"1320",902,0,"FullTime"
"1321",903,0,"FullTime"
"1322",904,0,"FullTime"
"1323",905,0,"FullTime"
"1324",906,0,"NoActivity"
"1325",907,0,"NoActivity"
"1326",908,0,"NoActivity"
"1327",909,0,"FullTime"
"1328",910,0,"LowPartTime"
"1329",911,0,"FullTime"
"1330",912,0,"FullTime"
"1331",913,0,"NoActivity"
"1332",914,0,"FullTime"
"1333",914,10,"Stop"
"1334",915,0,"FullTime"
"1335",916,0,"FullTime"
"1336",917,0,"FullTime"
"1337",918,0,"NoActivity"
"1338",918,2,"Start"
"1339",918,2,"LowPartTime"
"1340",918,3,"Stop"
"1341",918,4,"Start"
"1342",918,4,"LowPartTime"
"1343",918,6,"Stop"
"1344",918,7,"Start"
"1345",918,7,"LowPartTime"
"1346",918,9,"Stop"
"1347",919,0,"LowPartTime"
"1348",919,11,"Increase"
"1349",919,11,"PartTime"
"1350",920,0,"FullTime"
"1351",921,0,"LowPartTime"
"1352",922,0,"FullTime"
"1353",922,8,"Stop"
"1354",923,0,"NoActivity"
"1355",924,0,"FullTime"
"1356",925,0,"FullTime"
"1357",926,0,"FullTime"
"1358",927,0,"PartTime"
"1359",928,0,"PartTime"
"1360",929,0,"FullTime"
"1361",930,0,"PartTime"
"1362",931,0,"FullTime"
"1363",932,0,"FullTime"
"1364",933,0,"NoActivity"
"1365",934,0,"PartTime"
"1366",934,6,"Stop"
"1367",934,10,"Start"
"1368",934,10,"LowPartTime"
"1369",935,0,"FullTime"
"1370",936,0,"NoActivity"
"1371",937,0,"FullTime"
"1372",938,0,"NoActivity"
"1373",939,0,"NoActivity"
"1374",940,0,"NoActivity"
"1375",941,0,"NoActivity"
"1376",942,0,"FullTime"
"1377",943,0,"LowPartTime"
"1378",944,0,"NoActivity"
"1379",945,0,"PartTime"
"1380",946,0,"NoActivity"
"1381",946,6,"Start"
"1382",946,6,"FullTime"
"1383",946,7,"Stop"
"1384",946,11,"Start"
"1385",946,11,"LowPartTime"
"1386",947,0,"PartTime"
"1387",948,0,"LowPartTime"
"1388",949,0,"NoActivity"
"1389",950,0,"NoActivity"
"1390",951,0,"PartTime"
"1391",952,0,"FullTime"
"1392",953,0,"NoActivity"
"1393",954,0,"FullTime"
"1394",955,0,"FullTime"
"1395",956,0,"PartTime"
"1396",957,0,"FullTime"
"1397",958,0,"LowPartTime"
"1398",958,10,"Increase"
"1399",958,10,"PartTime"
"1400",959,0,"FullTime"
"1401",960,0,"PartTime"
"1402",961,0,"FullTime"
"1403",961,8,"Stop"
"1404",962,0,"PartTime"
"1405",963,0,"NoActivity"
"1406",964,0,"NoActivity"
"1407",964,1,"Start"
"1408",964,1,"FullTime"
"1409",964,3,"Stop"
"1410",964,9,"Start"
"1411",964,9,"FullTime"
"1412",965,0,"NoActivity"
"1413",966,0,"PartTime"
"1414",967,0,"NoActivity"
"1415",967,2,"Start"
"1416",967,2,"FullTime"
"1417",967,4,"Stop"
"1418",967,6,"Start"
"1419",967,6,"FullTime"
"1420",968,0,"FullTime"
"1421",969,0,"PartTime"
"1422",970,0,"FullTime"
"1423",971,0,"NoActivity"
"1424",972,0,"FullTime"
"1425",973,0,"FullTime"
"1426",974,0,"FullTime"
"1427",975,0,"FullTime"
"1428",976,0,"PartTime"
"1429",977,0,"LowPartTime"
"1430",977,2,"Stop"
"1431",977,6,"Start"
"1432",977,6,"LowPartTime"
"1433",977,8,"Stop"
"1434",977,9,"Start"
"1435",977,9,"PartTime"
"1436",978,0,"LowPartTime"
"1437",979,0,"LowPartTime"
"1438",980,0,"LowPartTime"
"1439",980,11,"Increase"
"1440",980,11,"PartTime"
"1441",981,0,"FullTime"
"1442",982,0,"FullTime"
"1443",983,0,"FullTime"
"1444",984,0,"NoActivity"
"1445",985,0,"FullTime"
"1446",986,0,"FullTime"
"1447",986,5,"Stop"
"1448",986,10,"Start"
"1449",986,10,"FullTime"
"1450",987,0,"FullTime"
"1451",988,0,"NoActivity"
"1452",989,0,"FullTime"
"1453",989,9,"Decrease"
"1454",989,9,"LowPartTime"
"1455",990,0,"NoActivity"
"1456",991,0,"FullTime"
"1457",992,0,"PartTime"
"1458",993,0,"NoActivity"
"1459",993,6,"Start"
"1460",993,6,"FullTime"
"1461",993,7,"Decrease"
"1462",993,7,"PartTime"
"1463",993,8,"Stop"
"1464",994,0,"PartTime"
"1465",995,0,"FullTime"
"1466",996,0,"FullTime"
"1467",997,0,"NoActivity"
"1468",998,0,"NoActivity"
"1469",999,0,"FullTime"
"1470",999,7,"Decrease"
"1471",999,7,"PartTime"
"1472",1000,0,"NoActivity"
"1473",1001,0,"FullTime"
"1474",1001,10,"Decrease"
"1475",1001,10,"PartTime"
"1476",1002,0,"PartTime"
"1477",1002,10,"Decrease"
"1478",1002,10,"LowPartTime"
"1479",1003,0,"LowPartTime"
"1480",1004,0,"NoActivity"
"1481",1005,0,"FullTime"
"1482",1005,7,"Stop"
"1483",1006,0,"LowPartTime"
"1484",1007,0,"NoActivity"
"1485",1008,0,"NoActivity"
"1486",1009,0,"PartTime"
"1487",1009,11,"Increase"
"1488",1009,11,"FullTime"
"1489",1010,0,"NoActivity"
"1490",1011,0,"FullTime"
"1491",1012,0,"FullTime"
"1492",1013,0,"FullTime"
"1493",1014,0,"PartTime"
"1494",1014,10,"Stop"
"1495",1015,0,"FullTime"
"1496",1016,0,"PartTime"
"1497",1017,0,"FullTime"
"1498",1018,0,"PartTime"
"1499",1019,0,"PartTime"
"1500",1019,9,"Increase"
"1501",1019,9,"FullTime"
"1502",1020,0,"FullTime"
"1503",1021,0,"PartTime"
"1504",1021,8,"Increase"
"1505",1021,8,"FullTime"
"1506",1022,0,"FullTime"
"1507",1022,6,"Decrease"
"1508",1022,6,"PartTime"
"1509",1023,0,"FullTime"
"1510",1024,0,"NoActivity"
"1511",1025,0,"NoActivity"
"1512",1026,0,"PartTime"
"1513",1027,0,"FullTime"
"1514",1028,0,"PartTime"
"1515",1029,0,"LowPartTime"
"1516",1030,0,"NoActivity"
"1517",1031,0,"NoActivity"
"1518",1032,0,"FullTime"
"1519",1033,0,"FullTime"
"1520",1034,0,"LowPartTime"
"1521",1035,0,"PartTime"
"1522",1036,0,"FullTime"
"1523",1037,0,"FullTime"
"1524",1038,0,"NoActivity"
"1525",1039,0,"FullTime"
"1526",1040,0,"FullTime"
"1527",1041,0,"NoActivity"
"1528",1042,0,"FullTime"
"1529",1043,0,"PartTime"
"1530",1044,0,"FullTime"
"1531",1045,0,"NoActivity"
"1532",1046,0,"NoActivity"
"1533",1047,0,"FullTime"
"1534",1048,0,"PartTime"
"1535",1048,4,"Increase"
"1536",1048,4,"FullTime"
"1537",1048,5,"Decrease"
"1538",1048,5,"PartTime"
"1539",1048,7,"Increase"
"1540",1048,7,"FullTime"
"1541",1048,10,"Decrease"
"1542",1048,10,"PartTime"
"1543",1049,0,"LowPartTime"
"1544",1050,0,"FullTime"
"1545",1051,0,"NoActivity"
"1546",1052,0,"NoActivity"
"1547",1053,0,"PartTime"
"1548",1054,0,"FullTime"
"1549",1055,0,"FullTime"
"1550",1056,0,"NoActivity"
"1551",1056,9,"Start"
"1552",1056,9,"LowPartTime"
"1553",1057,0,"NoActivity"
"1554",1058,0,"FullTime"
"1555",1058,10,"Decrease"
"1556",1058,10,"LowPartTime"
"1557",1059,0,"FullTime"
"1558",1060,0,"FullTime"
"1559",1061,0,"NoActivity"
"1560",1062,0,"FullTime"
"1561",1063,0,"LowPartTime"
"1562",1063,3,"Increase"
"1563",1063,3,"PartTime"
"1564",1063,8,"Decrease"
"1565",1063,8,"LowPartTime"
"1566",1063,10,"Stop"
"1567",1064,0,"PartTime"
"1568",1065,0,"FullTime"
"1569",1066,0,"FullTime"
"1570",1067,0,"LowPartTime"
"1571",1067,9,"Increase"
"1572",1067,9,"PartTime"
"1573",1068,0,"PartTime"
"1574",1069,0,"NoActivity"
"1575",1070,0,"FullTime"
"1576",1071,0,"PartTime"
"1577",1072,0,"PartTime"
"1578",1073,0,"NoActivity"
"1579",1073,7,"Start"
"1580",1073,7,"FullTime"
"1581",1074,0,"NoActivity"
"1582",1075,0,"FullTime"
"1583",1075,10,"Decrease"
"1584",1075,10,"PartTime"
"1585",1076,0,"FullTime"
"1586",1077,0,"PartTime"
"1587",1078,0,"PartTime"
"1588",1079,0,"FullTime"
"1589",1080,0,"NoActivity"
"1590",1081,0,"FullTime"
"1591",1082,0,"FullTime"
"1592",1083,0,"FullTime"
"1593",1084,0,"LowPartTime"
"1594",1084,8,"Stop"
"1595",1084,11,"Start"
"1596",1084,11,"LowPartTime"
"1597",1085,0,"NoActivity"
"1598",1086,0,"LowPartTime"
"1599",1087,0,"NoActivity"
"1600",1088,0,"PartTime"
"1601",1088,8,"Increase"
"1602",1088,8,"FullTime"
"1603",1089,0,"NoActivity"
"1604",1090,0,"NoActivity"
"1605",1091,0,"FullTime"
"1606",1091,11,"Stop"
"1607",1092,0,"FullTime"
"1608",1093,0,"NoActivity"
"1609",1093,3,"Start"
"1610",1093,3,"PartTime"
"1611",1093,4,"Stop"
"1612",1093,9,"Start"
"1613",1093,9,"FullTime"
"1614",1094,0,"FullTime"
"1615",1095,0,"FullTime"
"1616",1096,0,"NoActivity"
"1617",1097,0,"NoActivity"
"1618",1098,0,"LowPartTime"
"1619",1098,9,"Increase"
"1620",1098,9,"PartTime"
"1621",1099,0,"FullTime"
"1622",1100,0,"NoActivity"
"1623",1101,0,"PartTime"
"1624",1101,8,"Increase"
"1625",1101,8,"FullTime"
"1626",1102,0,"FullTime"
"1627",1103,0,"NoActivity"
"1628",1104,0,"FullTime"
"1629",1105,0,"FullTime"
"1630",1106,0,"FullTime"
"1631",1107,0,"LowPartTime"
"1632",1108,0,"PartTime"
"1633",1109,0,"PartTime"
"1634",1110,0,"FullTime"
"1635",1111,0,"FullTime"
"1636",1112,0,"NoActivity"
"1637",1113,0,"NoActivity"
"1638",1113,7,"Start"
"1639",1113,7,"PartTime"
"1640",1114,0,"NoActivity"
"1641",1114,1,"Start"
"1642",1114,1,"PartTime"
"1643",1114,3,"Stop"
"1644",1114,9,"Start"
"1645",1114,9,"PartTime"
"1646",1114,10,"Stop"
"1647",1115,0,"NoActivity"
"1648",1116,0,"FullTime"
"1649",1117,0,"NoActivity"
"1650",1118,0,"NoActivity"
"1651",1119,0,"FullTime"
"1652",1120,0,"FullTime"
"1653",1121,0,"FullTime"
"1654",1122,0,"NoActivity"
"1655",1122,2,"Start"
"1656",1122,2,"LowPartTime"
"1657",1123,0,"FullTime"
"1658",1124,0,"FullTime"
"1659",1125,0,"NoActivity"
"1660",1126,0,"NoActivity"
"1661",1127,0,"FullTime"
"1662",1128,0,"NoActivity"
"1663",1129,0,"LowPartTime"
"1664",1130,0,"NoActivity"
"1665",1131,0,"LowPartTime"
"1666",1132,0,"NoActivity"
"1667",1133,0,"LowPartTime"
"1668",1134,0,"NoActivity"
"1669",1135,0,"PartTime"
"1670",1136,0,"FullTime"
"1671",1137,0,"PartTime"
"1672",1137,7,"Stop"
"1673",1138,0,"FullTime"
"1674",1139,0,"FullTime"
"1675",1140,0,"PartTime"
"1676",1141,0,"NoActivity"
"1677",1142,0,"NoActivity"
"1678",1143,0,"NoActivity"
"1679",1144,0,"NoActivity"
"1680",1145,0,"FullTime"
"1681",1145,11,"Stop"
"1682",1146,0,"FullTime"
"1683",1147,0,"FullTime"
"1684",1147,10,"Decrease"
"1685",1147,10,"PartTime"
"1686",1148,0,"NoActivity"
"1687",1149,0,"LowPartTime"
"1688",1150,0,"FullTime"
"1689",1151,0,"FullTime"
"1690",1152,0,"PartTime"
"1691",1153,0,"PartTime"
"1692",1154,0,"NoActivity"
"1693",1155,0,"NoActivity"
"1694",1156,0,"NoActivity"
"1695",1157,0,"FullTime"
"1696",1158,0,"NoActivity"
"1697",1159,0,"FullTime"
"1698",1160,0,"PartTime"
"1699",1161,0,"FullTime"
"1700",1161,11,"Decrease"
"1701",1161,11,"PartTime"
"1702",1162,0,"FullTime"
"1703",1163,0,"FullTime"
"1704",1164,0,"NoActivity"
"1705",1165,0,"FullTime"
"1706",1166,0,"FullTime"
"1707",1167,0,"NoActivity"
"1708",1168,0,"NoActivity"
"1709",1169,0,"FullTime"
"1710",1169,11,"Decrease"
"1711",1169,11,"PartTime"
"1712",1170,0,"NoActivity"
"1713",1171,0,"NoActivity"
"1714",1172,0,"LowPartTime"
"1715",1172,2,"Stop"
"1716",1172,11,"Start"
"1717",1172,11,"LowPartTime"
"1718",1173,0,"FullTime"
"1719",1174,0,"PartTime"
"1720",1174,1,"Stop"
"1721",1174,2,"Start"
"1722",1174,2,"LowPartTime"
"1723",1175,0,"NoActivity"
"1724",1176,0,"NoActivity"
"1725",1177,0,"NoActivity"
"1726",1178,0,"FullTime"
"1727",1179,0,"FullTime"
"1728",1180,0,"NoActivity"
"1729",1181,0,"FullTime"
"1730",1181,9,"Decrease"
"1731",1181,9,"PartTime"
"1732",1182,0,"FullTime"
"1733",1183,0,"FullTime"
"1734",1184,0,"NoActivity"
"1735",1185,0,"NoActivity"
"1736",1185,11,"Start"
"1737",1185,11,"LowPartTime"
"1738",1186,0,"NoActivity"
"1739",1187,0,"FullTime"
"1740",1188,0,"LowPartTime"
"1741",1188,5,"Increase"
"1742",1188,5,"FullTime"
"1743",1188,7,"Decrease"
"1744",1188,7,"PartTime"
"1745",1189,0,"NoActivity"
"1746",1190,0,"NoActivity"
"1747",1191,0,"LowPartTime"
"1748",1192,0,"FullTime"
"1749",1193,0,"PartTime"
"1750",1194,0,"FullTime"
"1751",1195,0,"FullTime"
"1752",1196,0,"FullTime"
"1753",1197,0,"NoActivity"
"1754",1197,2,"Start"
"1755",1197,2,"PartTime"
"1756",1197,4,"Decrease"
"1757",1197,4,"LowPartTime"
"1758",1197,5,"Stop"
"1759",1197,7,"Start"
"1760",1197,7,"FullTime"
"1761",1197,9,"Stop"
"1762",1197,10,"Start"
"1763",1197,10,"LowPartTime"
"1764",1198,0,"PartTime"
"1765",1199,0,"PartTime"
"1766",1200,0,"FullTime"
"1767",1201,0,"NoActivity"
"1768",1202,0,"LowPartTime"
"1769",1202,5,"Stop"
"1770",1202,8,"Start"
"1771",1202,8,"FullTime"
"1772",1203,0,"FullTime"
"1773",1204,0,"FullTime"
"1774",1205,0,"NoActivity"
"1775",1205,6,"Start"
"1776",1205,6,"LowPartTime"
"1777",1205,9,"Stop"
"1778",1206,0,"FullTime"
"1779",1206,1,"Decrease"
"1780",1206,1,"LowPartTime"
"1781",1206,2,"Increase"
"1782",1206,2,"FullTime"
"1783",1206,9,"Decrease"
"1784",1206,9,"PartTime"
"1785",1207,0,"FullTime"
"1786",1208,0,"NoActivity"
"1787",1209,0,"PartTime"
"1788",1210,0,"FullTime"
"1789",1211,0,"PartTime"
"1790",1212,0,"PartTime"
"1791",1213,0,"FullTime"
"1792",1214,0,"FullTime"
"1793",1215,0,"FullTime"
"1794",1216,0,"LowPartTime"
"1795",1217,0,"PartTime"
"1796",1217,10,"Decrease"
"1797",1217,10,"LowPartTime"
"1798",1218,0,"NoActivity"
"1799",1219,0,"NoActivity"
"1800",1220,0,"NoActivity"
"1801",1221,0,"PartTime"
"1802",1222,0,"FullTime"
"1803",1222,4,"Decrease"
"1804",1222,4,"PartTime"
"1805",1222,5,"Decrease"
"1806",1222,5,"LowPartTime"
"1807",1222,6,"Stop"
"1808",1222,8,"Start"
"1809",1222,8,"LowPartTime"
"1810",1222,9,"Increase"
"1811",1222,9,"FullTime"
"1812",1223,0,"NoActivity"
"1813",1224,0,"NoActivity"
"1814",1225,0,"FullTime"
"1815",1226,0,"LowPartTime"
"1816",1227,0,"PartTime"
"1817",1228,0,"FullTime"
"1818",1229,0,"FullTime"
"1819",1230,0,"PartTime"
"1820",1231,0,"FullTime"
"1821",1232,0,"FullTime"
"1822",1233,0,"NoActivity"
"1823",1234,0,"LowPartTime"
"1824",1235,0,"NoActivity"
"1825",1236,0,"FullTime"
"1826",1237,0,"PartTime"
"1827",1238,0,"LowPartTime"
"1828",1239,0,"NoActivity"
"1829",1240,0,"NoActivity"
"1830",1241,0,"LowPartTime"
"1831",1241,11,"Increase"
"1832",1241,11,"PartTime"
"1833",1242,0,"FullTime"
"1834",1242,10,"Decrease"
"1835",1242,10,"LowPartTime"
"1836",1243,0,"FullTime"
"1837",1243,10,"Stop"
"1838",1244,0,"FullTime"
"1839",1245,0,"PartTime"
"1840",1246,0,"FullTime"
"1841",1247,0,"FullTime"
"1842",1248,0,"FullTime"
"1843",1249,0,"NoActivity"
"1844",1249,2,"Start"
"1845",1249,2,"FullTime"
"1846",1249,3,"Stop"
"1847",1249,5,"Start"
"1848",1249,5,"FullTime"
"1849",1249,9,"Stop"
"1850",1250,0,"NoActivity"
"1851",1251,0,"PartTime"
"1852",1252,0,"FullTime"
"1853",1253,0,"NoActivity"
"1854",1254,0,"LowPartTime"
"1855",1254,9,"Increase"
"1856",1254,9,"PartTime"
"1857",1255,0,"FullTime"
"1858",1256,0,"NoActivity"
"1859",1257,0,"FullTime"
"1860",1258,0,"FullTime"
"1861",1259,0,"PartTime"
"1862",1260,0,"FullTime"
"1863",1261,0,"NoActivity"
"1864",1262,0,"LowPartTime"
"1865",1263,0,"NoActivity"
"1866",1263,6,"Start"
"1867",1263,6,"LowPartTime"
"1868",1263,7,"Stop"
"1869",1264,0,"FullTime"
"1870",1265,0,"NoActivity"
"1871",1266,0,"NoActivity"
"1872",1266,7,"Start"
"1873",1266,7,"FullTime"
"1874",1267,0,"LowPartTime"
"1875",1268,0,"FullTime"
"1876",1269,0,"FullTime"
"1877",1270,0,"FullTime"
