"","home","favorite","underdog","spread","favorite.name","underdog.name","week"
"629",1,24,27,2.5,"DEN","SEA",13
"630",1,28,17,14,"MIA","NYJ",13
"631",0,31,17,10,"WAS","MIN",14
"632",0,35,17,13,"SF","ATL",14
"633",1,17,20,0,"CLE","CIN",14
"634",1,21,15,3,"BUF","IND",14
"635",0,20,10,3.5,"NYG","NYJ",14
"636",0,20,23,7,"PIT","HOU",14
"637",0,26,10,4,"DAL","PHA",14
"638",1,27,14,6,"GB","TB",14
"639",0,13,16,4.5,"DEN","KC",14
"640",1,10,33,4.5,"NE","PHX",14
"641",1,38,17,11,"SEA","DET",14
"642",1,34,45,3.5,"MIA","LAA",14
"643",1,34,21,7,"LAN","NO",14
"644",1,20,7,1,"SD","CHI",14
"645",1,21,17,7,"NYJ","BUF",15
"646",1,51,7,16.5,"SF","MIN",15
"647",1,23,20,7,"PIT","CLE",15
"648",1,23,6,7.5,"TB","ATL",15
"649",0,35,17,14,"MIA","IND",15
"650",0,24,21,2.5,"CIN","NO",15
"651",1,31,21,4,"PHX","NYG",15
"652",0,20,14,0,"GB","CHI",15
"653",0,7,34,4.5,"SEA","KC",15
"654",0,17,27,3,"NE","PHA",15
"655",1,27,16,11.5,"LAN","HOU",15
"656",0,30,28,1,"WAS","DAL",15
"657",1,16,13,7,"DEN","SD",15
"658",0,24,3,7,"LAA","DET",15
"659",1,19,16,6.5,"SF","LAN",16
"660",1,3,10,9,"NYG","NO",16
"661",1,14,31,4,"SEA","DEN",16
"662",1,41,21,4,"TB","NYJ",16
"663",1,16,10,10,"NE","IND",16
"664",1,20,27,2,"HOU","CLE",16
"665",1,29,27,6.5,"WAS","PHX",16
"666",0,38,14,7.5,"GB","MIN",16
"667",1,52,21,13.5,"CIN","BUF",16
"668",1,13,30,0,"DET","CHI",16
"669",1,21,42,2.5,"SD","KC",16
"670",0,10,26,3,"PHA","ATL",16
"671",1,7,13,6,"LAA","PIT",16
"672",1,28,21,6.5,"MIA","DAL",16
"673",1,21,0,6.5,"NYG","PHA",1
"674",1,31,0,9,"LAA","NYJ",1
"675",0,23,26,7.5,"MIA","HOU",1
"676",0,27,24,2.5,"PHX","CLE",1
"677",0,21,28,11,"SF","MIN",1
"678",1,27,28,3,"ATL","DET",1
"679",0,28,24,3,"SEA","CIN",1
"680",0,47,27,0,"KC","NO",1
"681",1,26,20,5,"NE","GB",1
"682",1,38,28,7,"CHI","TB",1
"683",1,45,3,10,"PIT","IND",1
"684",0,14,9,5,"SD","BUF",1
"685",1,20,16,1,"LAN","DEN",1
"686",1,44,14,1,"DAL","WAS",1
"687",0,20,36,2,"LAA","KC",2
"688",0,17,6,4.5,"LAN","PHA",2
"689",0,21,26,5,"DAL","DET",2
"690",1,16,13,10,"WAS","HOU",2
"691",1,20,7,4.5,"CHI","NE",2
"692",1,41,27,4,"PHX","CIN",2
"693",1,42,3,3.5,"NYJ","BUF",2
"694",1,30,13,17,"MIA","IND",2
"695",1,35,16,14,"SF","ATL",2
"696",1,16,31,3,"TB","MIN",2
"697",1,23,20,1,"GB","NYG",2
"698",1,34,23,10,"DEN","NO",2
"699",0,49,35,3.5,"SEA","SD",2
"700",0,7,17,2,"PIT","CLE",2
"701",0,33,24,3.5,"CHI","MIN",3
"702",0,6,14,5,"DET","IND",3
"703",0,17,14,6,"NE","BUF",3
"704",1,6,19,14.5,"WAS","PHA",3
"705",1,27,17,2,"NYG","PHX",3
"706",0,44,28,6,"DEN","ATL",3
"707",1,41,44,4,"CIN","SD",3
"708",1,20,0,5.5,"PIT","HOU",3
"709",1,20,7,7,"DAL","CLE",3
"710",1,20,13,2.5,"NO","TB",3
"711",1,31,0,4,"MIA","KC",3
"712",1,3,24,5.5,"GB","NYJ",3
"713",0,34,10,3,"SF","LAA",3
"714",1,24,35,7,"SEA","LAN",3
"715",0,16,10,4.5,"NYG","PHA",4
"716",1,45,10,6,"CHI","WAS",4
"717",1,43,28,7,"PHX","GB",4
"718",1,20,35,1.5,"NE","LAA",4
"719",1,30,9,5,"DET","TB",4
"720",0,17,10,5,"DAL","HOU",4
"721",0,27,20,3,"MIN","BUF",4
"722",0,7,28,2.5,"SEA","KC",4
"723",0,30,26,1,"MIA","DEN",4
"724",1,25,20,10,"NYJ","IND",4
"725",1,7,21,4.5,"SD","CLE",4
"726",1,17,6,10,"LAN","ATL",4
"727",1,17,20,15.5,"SF","NO",4
"728",1,24,37,6.5,"PIT","CIN",4
"729",1,49,17,3.5,"IND","BUF",5
"730",1,24,20,7.5,"MIA","PIT",5
"731",1,43,10,3.5,"GB","DET",5
"732",1,24,20,3.5,"CLE","NE",5
"733",1,23,21,3.5,"NO","PHA",5
"734",0,38,17,11.5,"SF","ATL",5
"735",0,27,19,8.5,"CHI","TB",5
"736",1,19,10,2,"LAA","KC",5
"737",1,31,20,8.5,"DEN","HOU",5
"738",1,20,29,3,"CIN","NYJ",5
"739",1,26,21,13.5,"SEA","SD",5
"740",1,13,10,6.5,"LAN","MIN",5
"741",1,29,30,1,"NYG","DAL",5
"742",0,10,27,1.5,"PHX","WAS",5
"743",0,15,10,5.5,"DEN","IND",6
"744",1,14,3,10,"NE","BUF",6
"745",0,7,30,4,"PHX","PHA",6
"746",0,31,27,6.5,"LAN","TB",6
"747",1,27,13,6,"DAL","PIT",6
"748",1,24,3,9.5,"WAS","DET",6
"749",0,30,35,1,"NYG","CIN",6
"750",0,21,6,2.5,"CLE","HOU",6
"751",1,20,17,3.5,"GB","MIN",6
"752",1,30,26,14,"SEA","ATL",6
"753",0,20,31,3.5,"KC","SD",6
"754",1,23,13,9.5,"LAA","NO",6
"755",1,10,26,3.5,"SF","CHI",6
"756",0,7,23,3.5,"MIA","NYJ",6
"757",1,17,3,2.5,"NYG","WAS",7
"758",0,14,16,4,"DAL","PHA",7
"759",0,21,23,10,"SF","DET",7
"760",1,21,17,3.5,"MIN","SD",7
"761",0,24,31,1.5,"NO","ATL",7
"762",1,0,16,1,"KC","LAN",7
"763",0,21,20,2.5,"LAA","CLE",7
"764",1,23,10,4,"PIT","PHX",7
"765",1,21,9,0,"BUF","IND",7
"766",0,27,44,4,"CIN","HOU",7
"767",1,41,38,13.5,"MIA","TB",7
"768",1,13,10,3.5,"DEN","SEA",7
"769",0,13,20,2,"NYJ","NE",7
"770",1,23,7,9.5,"CHI","GB",7
"771",1,21,17,9,"PHA","BUF",8
"772",1,10,20,6.5,"PHX","HOU",8
"773",1,24,10,13,"DAL","ATL",8
"774",0,32,14,2.5,"NE","TB",8
"775",0,21,31,6,"MIA","DET",8
"776",1,27,9,8,"CHI","MIN",8
"777",1,17,14,3,"NYJ","SEA",8
"778",0,10,37,2,"GB","IND",8
"779",1,7,14,2.5,"CLE","WAS",8
"780",0,30,10,1,"DEN","KC",8
"781",0,28,14,0,"SF","LAN",8
"782",0,21,26,1.5,"PIT","CIN",8
"783",0,21,13,3.5,"NYG","NO",8
"784",1,34,21,6,"LAA","SD",8
"785",0,23,17,3.5,"CIN","BUF",9
"786",1,22,20,12,"NYG","TB",9
"787",0,16,10,8.5,"CHI","GB",9
"788",0,13,17,1,"MIA","NE",9
"789",0,44,10,6,"WAS","ATL",9
"790",1,16,13,3.5,"MIN","DET",9
"791",1,23,20,1,"HOU","KC",9
"792",1,10,9,4,"PIT","CLE",9
"793",0,10,30,2,"DEN","SD",9
"794",1,33,3,1,"SEA","LAA",9
"795",1,28,10,7.5,"LAN","NO",9
"796",0,35,17,3.5,"NYJ","IND",9
"797",1,24,13,10,"SF","PHA",9
"798",0,10,21,4,"DAL","PHX",9
"799",1,28,36,2,"KC","PIT",10
"800",0,27,3,6,"SEA","NO",10
"801",1,17,27,5.5,"MIN","GB",10
"802",0,0,20,2.5,"HOU","BUF",10
"803",1,24,19,5,"NYG","LAN",10
"804",1,27,10,3,"CIN","CLE",10
"805",0,0,16,2.5,"PHX","TB",10
"806",1,24,3,11,"CHI","DET",10
"807",1,34,15,9.5,"NE","IND",10
"808",1,23,17,9,"PHA","ATL",10
"809",1,7,13,2.5,"WAS","DAL",10
"810",0,34,40,2.5,"LAA","SD",10
"811",1,21,17,3.5,"MIA","NYJ",10
"812",0,16,17,3,"SF","DEN",10
"813",1,38,14,8,"GB","NO",11
"814",1,17,7,8,"CLE","BUF",11
"815",0,44,0,0,"CHI","DAL",11
"816",1,14,24,2.5,"PHX","PHA",11
"817",0,30,7,3,"PIT","HOU",11
"818",1,62,28,10,"NYJ","TB",11
"819",0,34,20,8,"MIA","IND",11
"820",0,14,30,6,"LAN","ATL",11
"821",1,13,6,6,"LAA","CIN",11
"822",1,31,3,12,"SF","KC",11
"823",1,13,20,3.5,"SEA","NE",11
"824",1,30,24,5,"DEN","SD",11
"825",1,41,21,3.5,"DET","MIN",11
"826",1,23,21,1,"WAS","NYG",11
"827",1,23,30,5,"PIT","WAS",12
"828",0,23,14,8.5,"MIA","BUF",12
"829",0,16,19,1,"DET","TB",12
"830",1,24,6,3,"CLE","CIN",12
"831",1,16,13,3.5,"NYJ","NE",12
"832",1,36,0,16,"CHI","ATL",12
"833",1,23,30,7,"MIN","NO",12
"834",0,35,37,5,"SD","HOU",12
"835",1,20,7,4,"KC","IND",12
"836",1,34,17,5.5,"LAN","GB",12
"837",1,34,17,6.5,"DAL","PHA",12
"838",1,31,28,4.5,"LAA","DEN",12
"839",0,34,3,4,"NYG","PHX",12
"840",1,19,6,6.5,"SF","SEA",12
"841",0,20,31,3,"NYJ","DET",13
"842",1,35,17,14,"DAL","PHX",13
"843",1,33,35,6,"NYG","CLE",13
"844",1,23,28,6.5,"PHA","MIN",13
"845",1,23,31,1.5,"PIT","DEN",13
"846",1,45,27,7.5,"CIN","HOU",13
"847",0,38,31,6.5,"NE","IND",13
"848",0,3,29,5.5,"LAN","NO",13
"849",1,21,0,6.5,"GB","TB",13
"850",1,40,7,10,"SD","BUF",13
"851",0,35,8,4,"SF","WAS",13
"852",1,24,6,8,"SEA","KC",13
"853",0,34,24,7,"LAA","ATL",13
"854",0,24,38,3.5,"CHI","MIA",13
"855",1,17,10,18,"CHI","IND",14
"856",0,17,12,1,"WAS","PHA",14
"857",1,23,6,8,"NE","DET",14
"858",1,38,10,3.5,"KC","ATL",14
"859",0,34,24,4.5,"MIA","GB",14
"860",1,28,16,3,"PHX","NO",14
"861",0,27,7,9,"NYJ","BUF",14
"862",0,24,50,2.5,"DAL","CIN",14
"863",1,14,17,2.5,"DEN","LAA",14
"864",0,35,14,7,"NYG","HOU",14
"865",1,31,13,4.5,"SEA","CLE",14
"866",1,26,7,6,"MIN","TB",14
"867",1,54,44,4,"SD","PIT",14
"868",1,20,27,10,"SF","LAN",14
"869",0,19,6,2.5,"CHI","NYJ",15
"870",1,14,13,10.5,"DEN","KC",15
"871",1,27,24,1.5,"WAS","CIN",15
"872",0,13,14,1,"MIN","ATL",15
"873",1,30,24,10,"PIT","BUF",15
"874",1,28,21,3,"DAL","NYG",15
"875",1,23,31,3.5,"TB","IND",15
"876",0,31,19,9.5,"SF","NO",15
"877",1,28,21,9.5,"CLE","HOU",15
"878",1,23,26,4.5,"DET","GB",15
"879",1,46,14,9,"LAN","PHX",15
"880",1,13,3,4.5,"LAA","SEA",15
"881",1,20,14,7,"SD","PHA",15
"882",1,30,27,6,"MIA","NE",15
"883",0,27,24,1,"DEN","SEA",16
"884",1,28,10,8.5,"NYG","PIT",16
"885",0,27,16,7,"WAS","PHX",16
"886",1,37,10,7,"NYJ","CLE",16
"887",1,35,37,2.5,"MIN","PHA",16
"888",0,37,17,7,"CHI","DET",16
"889",1,34,23,6,"NE","CIN",16
"890",1,28,0,18,"MIA","BUF",16
"891",1,10,16,6,"NO","ATL",16
"892",1,38,34,1,"KC","SD",16
"893",0,20,17,3,"GB","TB",16
"894",1,34,16,5,"IND","HOU",16
"895",1,31,16,9,"SF","DAL",16
"896",0,16,6,2,"LAA","LAN",16
"897",0,28,24,6,"NYJ","BUF",1
"898",1,41,14,6,"WAS","PHA",1
"899",1,41,31,10,"CHI","CLE",1
"900",0,31,7,9,"SF","TB",1
"901",1,10,13,3.5,"MIN","DET",1
"902",0,16,10,2.5,"LAN","PHX",1
"903",1,10,31,3.5,"NO","ATL",1
"904",1,3,31,4,"GB","HOU",1
"905",0,14,24,1,"CIN","KC",1
"906",0,28,50,2,"MIA","SD",1
"907",1,38,36,3,"DEN","LAA",1
"908",1,30,0,6,"SEA","PIT",1
"909",1,33,3,9.5,"NE","IND",1
"910",0,28,31,1,"NYG","DAL",1
"911",1,6,20,2,"NYJ","NE",2
"912",0,13,16,2,"SF","LAN",2
"913",0,31,7,2,"DAL","DET",2
"914",1,10,6,2,"WAS","LAA",2
"915",1,36,33,6.5,"CIN","BUF",2
"916",1,24,10,2.5,"NO","GB",2
"917",1,20,7,3.5,"NYG","SD",2
"918",1,33,13,2.5,"ATL","PHX",2
"919",1,20,23,1.5,"HOU","CLE",2
"920",1,13,10,16,"CHI","PHA",2
"921",1,23,17,5,"SEA","KC",2
"922",1,30,10,13.5,"MIA","IND",2
"923",0,23,10,2,"MIN","TB",2
"924",0,21,10,5.5,"DEN","PIT",2
"925",1,13,30,5,"CLE","CIN",3
"926",0,33,7,3.5,"DEN","PHA",3
"927",1,31,7,5,"MIN","PIT",3
"928",0,24,7,7.5,"LAN","IND",3
"929",1,17,10,3,"BUF","PHX",3
"930",1,20,24,8,"DET","TB",3
"931",1,35,37,9,"DAL","ATL",3
"932",0,45,51,2.5,"MIA","NYJ",3
"933",1,31,38,6,"NE","SEA",3
"934",1,9,14,3.5,"LAA","NYG",3
"935",1,26,17,10,"SF","NO",3
"936",1,27,30,3,"SD","WAS",3
"937",1,27,13,3.5,"KC","HOU",3
"938",0,25,12,11,"CHI","GB",3
"939",1,16,31,3,"MIA","SF",4
"940",0,20,34,5.5,"LAN","PHA",4
"941",1,17,20,2,"BUF","KC",4
"942",1,16,22,6,"HOU","PIT",4
"943",1,19,14,4,"WAS","SEA",4
"944",1,20,17,11,"NYG","NO",4
"945",1,24,21,8.5,"CLE","DET",4
"946",1,42,7,6.5,"MIN","GB",4
"947",0,44,7,4.5,"CHI","CIN",4
"948",1,17,13,3,"LAA","SD",4
"949",0,26,7,9.5,"NYJ","IND",4
"950",1,27,20,3,"DEN","NE",4
"951",0,23,20,6,"ATL","TB",4
"952",0,31,7,6.5,"DAL","PHX",4
"953",1,35,14,17.5,"SF","IND",5
"954",1,0,16,6,"ATL","PHA",5
"955",0,27,24,3,"CLE","PIT",5
"956",1,24,13,3,"DET","HOU",5
"957",1,34,7,6,"NE","MIA",5
"958",0,13,6,7.5,"NYG","PHX",5
"959",0,14,6,6.5,"WAS","NO",5
"960",0,34,28,7,"CIN","GB",5
"961",1,23,0,12.5,"CHI","MIN",5
"962",1,17,24,0,"KC","LAA",5
"963",1,29,14,3.5,"DEN","DAL",5
"964",1,26,20,11,"LAN","TB",5
"965",1,14,13,8,"NYJ","BUF",5
"966",1,33,7,6,"SEA","SD",5
"967",1,24,27,9.5,"SF","MIN",6
"968",0,14,26,1,"LAN","ATL",6
"969",0,17,14,4,"NO","IND",6
"970",1,14,10,3.5,"LAA","SEA",6
"971",0,31,14,5,"DEN","SD",6
"972",1,20,7,4.5,"CLE","KC",6
"973",1,27,14,6.5,"MIA","BUF",6
"974",0,20,7,13.5,"CHI","HOU",6
"975",1,19,30,3,"TB","PHX",6
"976",0,21,14,3,"DET","GB",6
"977",1,30,6,0,"DAL","WAS",6
"978",1,35,3,7,"NYG","PHA",6
"979",1,24,31,7,"NE","NYJ",6
"980",1,24,22,7.5,"CIN","PIT",6
"981",0,10,10,3,"SF","ATL",7
"982",1,14,10,7,"LAN","DET",7
"983",1,38,7,5,"NO","TB",7
"984",0,7,23,9.5,"CHI","MIN",7
"985",1,14,17,13,"CLE","GB",7
"986",0,17,14,5,"DAL","PHA",7
"987",1,28,21,13,"WAS","PHX",7
"988",0,30,28,1,"LAA","MIA",7
"989",1,42,41,6,"KC","SD",7
"990",1,17,12,3,"SEA","NYG",7
"991",1,31,28,6.5,"CIN","HOU",7
"992",0,34,0,7,"NE","PIT",7
"993",1,24,13,10.5,"BUF","IND",7
"994",0,10,22,3.5,"DEN","NYJ",7
"995",0,31,17,9.5,"SF","GB",8
"996",1,13,7,15,"CHI","DET",8
"997",1,20,23,3.5,"MIN","CLE",8
"998",0,23,3,7.5,"NE","BUF",8
"999",0,9,30,4.5,"CIN","PIT",8
"1000",0,17,13,9.5,"MIA","IND",8
"1001",1,27,20,9.5,"KC","TB",8
"1002",1,28,23,9,"NYJ","NO",8
"1003",0,28,17,6.5,"LAA","HOU",8
"1004",1,23,7,4,"PHA","SD",8
"1005",1,37,6,11,"DAL","PHX",8
"1006",1,14,7,3.5,"LAN","ATL",8
"1007",1,20,13,6,"DEN","SEA",8
"1008",1,27,20,3.5,"NYG","WAS",8
"1009",0,28,34,0,"BUF","TB",9
"1010",0,24,9,6.5,"CLE","IND",9
"1011",1,17,14,3,"NYG","DAL",9
"1012",0,10,13,2,"PHA","PHX",9
"1013",1,28,7,8,"MIA","HOU",9
"1014",1,25,17,9,"NE","ATL",9
"1015",1,27,3,5,"PIT","GB",9
"1016",0,10,23,6,"SF","NO",9
"1017",1,17,24,3,"DET","CIN",9
"1018",1,23,24,1.5,"SD","KC",9
"1019",1,10,21,3.5,"LAA","DEN",9
"1020",1,44,38,7,"WAS","MIN",9
"1021",1,7,38,4,"SEA","NYJ",9
"1022",1,17,20,9.5,"CHI","LAN",9
"1023",1,43,17,11,"SF","PHX",10
"1024",0,16,7,9.5,"WAS","GB",10
"1025",1,16,12,1,"BUF","PIT",10
"1026",0,28,14,3,"NYJ","ATL",10
"1027",0,23,3,10.5,"CHI","TB",10
"1028",0,30,21,13,"NE","IND",10
"1029",0,0,6,3,"LAN","NO",10
"1030",0,28,32,4,"CIN","HOU",10
"1031",1,27,7,1,"KC","SEA",10
"1032",0,24,10,3,"MIN","DET",10
"1033",0,17,14,3.5,"NYG","PHA",10
"1034",1,3,9,14,"DEN","SD",10
"1035",1,13,17,3,"DAL","LAA",10
"1036",1,26,16,3,"CLE","MIA",10
"1037",0,13,10,7,"CHI","ATL",11
"1038",1,34,7,3,"CIN","SEA",11
"1039",0,24,21,6.5,"DAL","SD",11
"1040",1,38,17,8,"DEN","KC",11
"1041",1,31,7,4,"GB","TB",11
"1042",1,27,14,6.5,"LAA","CLE",11
"1043",0,34,24,1.5,"MIA","BUF",11
"1044",0,30,28,2.5,"NE","LAN",11
"1045",0,16,7,3,"NO","PHX",11
"1046",0,22,20,1.5,"NYG","MIN",11
"1047",1,31,16,16,"NYJ","IND",11
"1048",1,11,13,3.5,"PHA","DET",11
"1049",1,21,10,4.5,"PIT","HOU",11
"1050",1,14,6,2.5,"WAS","SF",11
"1051",1,37,31,6.5,"CLE","PIT",12
"1052",1,20,0,10,"SF","ATL",12
"1053",1,41,14,3,"WAS","DAL",12
"1054",0,37,31,6,"LAA","SD",12
"1055",1,22,19,13,"NE","BUF",12
"1056",1,12,10,14,"CHI","GB",12
"1057",1,19,16,3,"NYG","DEN",12
"1058",0,38,17,3.5,"DET","TB",12
"1059",1,31,17,7,"HOU","IND",12
"1060",1,24,20,3.5,"CIN","MIN",12
"1061",0,14,23,4,"KC","PHX",12
"1062",1,26,13,6.5,"LAN","NO",12
"1063",1,24,20,6,"SEA","PHA",12
"1064",0,3,45,1.5,"NYJ","MIA",12
"1065",1,40,44,6,"DET","GB",13
"1066",1,14,31,8,"DAL","SEA",13
"1067",1,13,10,7,"CLE","HOU",13
"1068",1,14,17,6.5,"KC","BUF",13
"1069",0,21,20,3,"NE","NO",13
"1070",0,17,3,6.5,"SD","IND",13
"1071",1,3,17,2.5,"NYJ","LAN",13
"1072",1,45,13,12,"MIN","TB",13
"1073",0,20,17,7.5,"WAS","PHX",13
"1074",1,13,10,10.5,"CHI","PIT",13
"1075",1,14,20,9,"MIA","ATL",13
"1076",1,27,33,11,"LAA","PHA",13
"1077",1,34,28,7.5,"DEN","CIN",13
"1078",1,17,21,3.5,"SF","NYG",13
"1079",1,24,10,6,"SF","NYJ",14
"1080",1,27,31,3.5,"NO","MIA",14
"1081",1,23,28,11,"ATL","IND",14
"1082",0,10,37,5,"DEN","KC",14
"1083",0,21,17,3,"CLE","BUF",14
"1084",0,32,6,3,"MIN","GB",14
"1085",1,7,31,5,"NE","CIN",14
"1086",1,27,17,4.5,"PIT","DET",14
"1087",1,10,10,4.5,"PHA","PHX",14
"1088",1,48,14,17,"CHI","TB",14
"1089",1,14,24,3.5,"WAS","NYG",14
"1090",1,27,0,7,"SD","HOU",14
"1091",1,29,10,5,"LAN","DAL",14
"1092",0,0,37,2.5,"LAA","SEA",14
"1093",1,31,30,3,"DEN","WAS",15
"1094",1,24,45,6.5,"NYJ","PIT",15
"1095",0,29,24,2.5,"SF","NE",15
"1096",1,31,37,6.5,"LAN","MIA",15
"1097",0,14,9,1,"NO","ATL",15
"1098",0,21,7,3.5,"GB","TB",15
"1099",1,21,23,6.5,"DAL","PHA",15
"1100",1,27,7,10.5,"NYG","PHX",15
"1101",1,17,20,6.5,"LAA","KC",15
"1102",1,24,34,2.5,"SD","SEA",15
"1103",1,3,34,3.5,"CIN","CLE",15
"1104",0,14,24,4,"BUF","IND",15
"1105",0,10,23,7,"MIN","HOU",15
"1106",0,16,13,10,"CHI","DET",15
"1107",1,24,14,5,"SF","LAN",16
"1108",1,55,24,11.5,"NYG","GB",16
"1109",1,41,16,3.5,"SEA","DEN",16
"1110",0,24,10,3,"CHI","DAL",16
"1111",1,6,20,3,"DET","ATL",16
"1112",1,33,17,3,"MIN","NO",16
"1113",1,21,17,12.5,"PHX","TB",16
"1114",0,21,14,3,"WAS","PHA",16
"1115",1,52,21,7,"CIN","NYJ",16
"1116",1,47,17,6.5,"CLE","SD",16
"1117",1,16,7,3.5,"HOU","BUF",16
"1118",1,24,30,9,"LAA","IND",16
"1119",1,19,24,2,"PIT","KC",16
"1120",1,27,34,3.5,"MIA","NE",16
"1121",1,28,3,6,"NE","NYJ",1
"1122",1,34,7,4,"CHI","MIA",1
"1123",1,21,14,5.5,"CIN","PHX",1
"1124",0,6,3,3,"CLE","KC",1
"1125",1,14,21,4,"DEN","SEA",1
"1126",1,31,17,5,"DET","ATL",1
"1127",1,14,17,3.5,"IND","HOU",1
"1128",1,24,13,5.5,"LAA","SD",1
"1129",0,34,7,3.5,"LAN","GB",1
"1130",0,10,13,3,"MIN","BUF",1
"1131",1,33,34,0,"NO","SF",1
"1132",0,41,14,6.5,"PHA","TB",1
"1133",1,24,21,3,"PIT","DAL",1
"1134",1,27,20,2,"NYG","WAS",1
"1135",1,36,6,6.5,"MIN","NE",2
"1136",1,9,6,3.5,"BUF","MIA",2
"1137",0,17,13,1.5,"CHI","IND",2
"1138",1,3,23,9.5,"CLE","NYJ",2
"1139",1,34,3,12.5,"DEN","SD",2
"1140",1,10,13,6.5,"GB","TB",2
"1141",1,38,35,3,"HOU","LAA",2
"1142",1,17,10,10,"LAN","DET",2
"1143",0,29,21,8.5,"NO","ATL",2
"1144",1,17,20,2,"NYG","SF",2
"1145",1,24,28,5,"PHA","CIN",2
"1146",1,31,10,7.5,"SEA","KC",2
"1147",1,30,29,7.5,"WAS","PIT",2
"1148",1,14,17,2.5,"PHX","DAL",2
"1149",1,14,16,2.5,"NE","BUF",3
"1150",1,7,31,3,"CHI","MIN",3
"1151",0,13,20,5.5,"DEN","KC",3
"1152",0,3,45,1.5,"HOU","NYJ",3
"1153",1,17,22,0,"LAA","LAN",3
"1154",1,24,17,10,"MIA","GB",3
"1155",0,22,14,5.5,"NO","DET",3
"1156",0,12,10,3,"NYG","DAL",3
"1157",0,30,24,3,"PHX","TB",3
"1158",1,12,17,2.5,"PIT","CIN",3
"1159",1,17,34,14,"SF","ATL",3
"1160",0,6,17,8,"SEA","SD",3
"1161",1,17,10,5,"WAS","PHA",3
"1162",1,23,17,2,"CLE","IND",3
"1163",1,31,6,3.5,"HOU","NE",4
"1164",1,36,28,4,"BUF","PIT",4
"1165",0,24,6,6,"CHI","GB",4
"1166",1,24,17,3.5,"CIN","CLE",4
"1167",1,26,20,6.5,"DAL","ATL",4
"1168",1,15,13,2,"IND","MIA",4
"1169",1,23,24,6.5,"KC","SD",4
"1170",1,23,21,6,"MIN","PHA",4
"1171",1,13,9,13.5,"NO","TB",4
"1172",1,31,45,3.5,"NYG","LAN",4
"1173",0,17,10,1.5,"NYJ","DET",4
"1174",0,38,7,2,"SF","SEA",4
"1175",0,21,30,5.5,"WAS","PHX",4
"1176",1,27,30,7,"DEN","LAA",4
"1177",1,21,17,2,"NE","IND",5
"1178",1,24,3,4,"CHI","BUF",5
"1179",0,12,0,4,"DEN","SD",5
"1180",1,21,45,2,"LAA","CIN",5
"1181",1,27,41,7,"LAN","PHX",5
"1182",0,7,24,3,"MIN","MIA",5
"1183",1,17,17,5.5,"NYJ","KC",5
"1184",1,32,23,4,"PHA","HOU",5
"1185",1,9,23,2.5,"PIT","CLE",5
"1186",1,20,13,13.5,"SF","DET",5
"1187",0,31,20,4,"SEA","ATL",5
"1188",1,27,24,2,"TB","GB",5
"1189",1,23,24,3.5,"WAS","NYG",5
"1190",1,20,17,6.5,"NO","DAL",5
"1191",0,3,45,2.5,"NE","GB",6
"1192",1,34,23,5,"BUF","IND",6
"1193",0,24,7,7,"CHI","DET",6
"1194",1,36,19,6,"CIN","NYJ",6
"1195",1,10,16,3.5,"CLE","SEA",6
"1196",1,7,6,5,"HOU","KC",6
"1197",1,14,24,2,"LAA","MIA",6
"1198",0,33,0,6.5,"LAN","ATL",6
"1199",1,14,13,13,"MIN","TB",6
"1200",0,23,17,5,"NO","SD",6
"1201",1,31,14,6,"PHX","PIT",6
"1202",1,13,16,6,"SF","DEN",6
"1203",0,35,17,1.5,"WAS","DAL",6
"1204",1,24,13,2,"PHA","NYG",6
"1205",0,21,27,5,"CIN","NE",7
"1206",1,17,7,7,"CHI","DAL",7
"1207",1,19,3,2,"CLE","PHA",7
"1208",1,30,14,13,"DEN","ATL",7
"1209",1,35,31,6,"IND","TB",7
"1210",0,17,27,3.5,"KC","LAA",7
"1211",1,21,24,1.5,"LAN","SF",7
"1212",1,31,28,9.5,"MIA","SD",7
"1213",1,14,34,10,"MIN","GB",7
"1214",1,30,10,10.5,"NYG","DET",7
"1215",1,14,34,0,"PIT","HOU",7
"1216",1,19,20,2.5,"SEA","NO",7
"1217",1,33,17,6.5,"WAS","PHX",7
"1218",1,14,37,2.5,"NYJ","BUF",7
"1219",1,23,20,6,"BUF","NE",8
"1220",1,44,21,5,"CIN","HOU",8
"1221",1,21,29,0,"PHX","CLE",8
"1222",0,21,39,4,"DEN","PIT",8
"1223",1,6,7,6.5,"KC","DET",8
"1224",1,31,10,4.5,"LAN","SEA",8
"1225",1,30,44,4.5,"MIA","NYJ",8
"1226",0,49,20,3.5,"MIN","TB",8
"1227",1,20,6,5,"NO","LAA",8
"1228",0,23,16,7.5,"NYG","ATL",8
"1229",1,24,23,5.5,"PHA","DAL",8
"1230",1,0,16,0,"SD","IND",8
"1231",0,20,17,5,"WAS","GB",8
"1232",1,10,9,2.5,"CHI","SF",8
"1233",0,7,30,5,"CHI","NE",9
"1234",1,24,27,11,"PHA","ATL",9
"1235",1,23,16,3,"CLE","CIN",9
"1236",1,28,0,7,"BUF","GB",9
"1237",1,10,12,2,"NO","LAN",9
"1238",0,17,14,3.5,"MIA","TB",9
"1239",1,10,16,3,"DAL","PHX",9
"1240",1,24,20,5,"NYJ","PIT",9
"1241",0,13,10,7,"NYG","DET",9
"1242",1,17,14,8,"SEA","SD",9
"1243",1,24,21,4,"SF","MIN",9
"1244",1,17,10,6.5,"LAA","KC",9
