"","Item 1","Item 2","Item 3","Item 4","Item 5","Item 6"
"929",1,0,1,0,1,1
"930",1,0,1,0,1,1
"931",1,0,1,0,1,1
"932",0,1,1,0,1,1
"933",0,1,1,0,1,1
"934",0,1,1,0,1,1
"935",0,1,1,0,1,1
"936",0,1,1,0,1,1
"937",0,1,1,0,1,1
"938",0,1,1,0,1,1
"939",0,1,1,0,1,1
"940",0,1,1,0,1,1
"941",0,1,1,0,1,1
"942",0,1,1,0,1,1
"943",1,0,0,1,1,1
"944",1,0,0,1,1,1
"945",0,1,0,1,1,1
"946",0,1,0,1,1,1
"947",0,1,0,1,1,1
"948",0,1,0,1,1,1
"949",0,1,0,1,1,1
"950",0,1,0,1,1,1
"951",0,1,0,1,1,1
"952",0,1,0,1,1,1
"953",1,1,1,1,1,0
"954",1,1,1,1,1,0
"955",1,1,1,1,1,0
"956",1,1,1,1,1,0
"957",1,1,1,1,0,1
"958",1,1,1,1,0,1
"959",1,1,1,0,1,1
"960",1,1,1,0,1,1
"961",1,1,1,0,1,1
"962",1,1,1,0,1,1
"963",1,1,1,0,1,1
"964",1,1,0,1,1,1
"965",1,1,0,1,1,1
"966",1,0,1,1,1,1
"967",1,0,1,1,1,1
"968",1,0,1,1,1,1
"969",1,0,1,1,1,1
"970",1,0,1,1,1,1
"971",1,0,1,1,1,1
"972",1,0,1,1,1,1
"973",0,1,1,1,1,1
"974",0,1,1,1,1,1
"975",0,1,1,1,1,1
"976",0,1,1,1,1,1
"977",0,1,1,1,1,1
"978",0,1,1,1,1,1
"979",0,1,1,1,1,1
"980",0,1,1,1,1,1
"981",0,1,1,1,1,1
"982",0,1,1,1,1,1
"983",0,1,1,1,1,1
"984",0,1,1,1,1,1
"985",0,1,1,1,1,1
"986",0,1,1,1,1,1
"987",0,1,1,1,1,1
"988",0,1,1,1,1,1
"989",0,1,1,1,1,1
"990",0,1,1,1,1,1
"991",0,1,1,1,1,1
"992",0,1,1,1,1,1
"993",0,1,1,1,1,1
"994",0,1,1,1,1,1
"995",0,1,1,1,1,1
"996",0,1,1,1,1,1
"997",0,1,1,1,1,1
"998",0,1,1,1,1,1
"999",0,1,1,1,1,1
"1000",0,1,1,1,1,1
"1001",0,1,1,1,1,1
"1002",0,1,1,1,1,1
"1003",1,1,1,1,1,1
"1004",1,1,1,1,1,1
"1005",1,1,1,1,1,1
