"","Date","Total.Steps","Aerobic.Steps","Aerobic.Walking.Time","Calories","Distance","Fat.Burned","Steps.12AM","Steps.1AM","Steps.2AM","Steps.3AM","Steps.4AM","Steps.5AM","Steps.6AM","Steps.7AM","Steps.8AM","Steps.9AM","Steps.10AM","Steps.11AM","Steps.12PM","Steps.1PM","Steps.2PM","Steps.3PM","Steps.4PM","Steps.5PM","Steps.6PM","Steps.7PM","Steps.8PM","Steps.9PM","Steps.10PM","Steps.11PM","Aerobic.Steps.12AM","Aerobic.Steps.1AM","Aerobic.Steps.2AM","Aerobic.Steps.3AM","Aerobic.Steps.4AM","Aerobic.Steps.5AM","Aerobic.Steps.6AM","Aerobic.Steps.7AM","Aerobic.Steps.8AM","Aerobic.Steps.9AM","Aerobic.Steps.10AM","Aerobic.Steps.11AM","Aerobic.Steps.12PM","Aerobic.Steps.1PM","Aerobic.Steps.2PM","Aerobic.Steps.3PM","Aerobic.Steps.4PM","Aerobic.Steps.5PM","Aerobic.Steps.6PM","Aerobic.Steps.7PM","Aerobic.Steps.8PM","Aerobic.Steps.9PM","Aerobic.Steps.10PM","Aerobic.Steps.11PM","Used.12AM","Used.1AM","Used.2AM","Used.3AM","Used.4AM","Used.5AM","Used.6AM","Used.7AM","Used.8AM","Used.9AM","Used.10AM","Used.11AM","Used.12PM","Used.1PM","Used.2PM","Used.3PM","Used.4PM","Used.5PM","Used.6PM","Used.7PM","Used.8PM","Used.9PM","Used.10PM","Used.11PM"
"72",2013-07-18,10041,1779,16,612,4.59,34.4,0,0,0,0,0,0,890,204,366,17,0,0,419,1875,0,583,410,1679,1316,144,1301,732,86,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"73",2013-07-19,7616,3315,31,456,3.48,25.9,0,0,0,0,0,0,0,293,340,355,0,0,227,2108,0,657,585,95,209,887,0,1656,138,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",2013-07-20,1908,0,0,93,0.87,5.1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,110,0,1251,74,96,51,0,139,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"75",2013-07-21,4058,931,10,216,1.85,12.1,0,0,0,0,0,0,637,571,0,0,0,167,793,34,127,61,1044,68,9,0,318,196,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"76",2013-07-22,9044,1135,10,523,4.13,29.6,0,0,0,0,0,0,0,23,35,361,475,597,2177,368,1738,982,1399,219,135,27,6,447,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"77",2013-07-23,6385,0,0,363,2.92,20,0,0,0,0,0,0,0,626,1053,0,0,256,346,544,139,30,488,269,611,411,344,791,428,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"78",2013-07-24,8931,0,0,529,4.08,29.4,0,0,0,0,0,0,0,369,608,0,0,1360,988,1623,125,94,886,332,626,801,0,22,33,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79",2013-07-25,8658,1113,10,509,3.96,28.4,79,0,0,0,0,0,394,0,221,863,2151,1485,221,602,609,573,170,571,251,82,188,132,0,66,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80",2013-07-26,4273,0,0,206,1.95,11.3,0,0,0,0,0,0,0,457,482,0,0,73,27,484,53,571,391,0,434,619,38,511,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81",2013-07-27,6393,0,0,369,2.92,20.3,0,0,0,0,0,0,0,0,23,0,953,656,146,322,275,11,553,582,0,44,59,911,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"82",2013-07-28,5578,0,0,318,2.55,17.7,0,0,0,0,0,0,0,0,0,0,199,813,1339,9,154,75,2109,353,192,59,155,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",2013-07-29,12952,0,0,773,5.92,43.1,34,0,0,0,0,0,0,0,0,86,573,722,2778,2627,933,1148,2496,341,339,321,53,127,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"84",2013-07-30,6092,1794,18,341,2.78,19.3,0,0,0,0,0,0,0,360,605,0,0,227,738,29,649,56,336,84,112,51,1847,858,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,91,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"85",2013-07-31,7361,3853,36,438,3.36,25.3,0,0,0,0,0,0,0,342,192,391,511,0,443,774,1694,151,1675,896,209,0,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,1215,0,1022,892,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"86",2013-08-01,6903,0,0,418,3.15,23.1,0,0,0,0,0,0,352,194,439,96,863,248,135,0,724,0,531,325,176,1072,1685,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"87",2013-08-02,8937,1705,16,522,4.09,29.4,0,0,0,0,0,0,0,0,642,0,1167,1981,120,679,106,1149,1058,1015,597,372,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"88",2013-08-03,9048,0,0,564,4.14,31.8,0,0,0,0,135,830,73,0,8,0,858,731,0,2065,0,1657,229,0,0,672,1001,772,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"89",2013-08-04,15565,8174,75,1002,7.12,61.7,0,0,0,0,0,0,0,0,1120,1251,4256,0,4189,143,1266,1221,197,1397,434,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,4055,0,4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"90",2013-08-05,11101,0,0,706,5.08,40,0,0,0,0,0,1236,553,0,451,0,1190,0,1123,715,1198,2367,1788,46,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
"91",2013-08-06,17334,7353,74,1094,7.93,65,0,0,0,0,0,0,566,0,1103,1648,923,3737,0,878,1207,2623,0,3176,1421,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183,0,0,0,1941,0,2117,1112,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"92",2013-08-07,9785,1266,12,610,4.47,34.3,0,0,0,0,680,840,1061,995,635,382,1571,393,608,401,484,580,268,848,0,39,0,0,0,0,0,0,0,0,545,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"93",2013-08-08,13001,5433,55,824,5.95,48.2,0,0,0,0,8,1637,0,974,2003,0,1530,2250,1464,974,184,0,0,619,543,0,0,0,717,98,0,0,0,0,0,0,0,930,2003,0,0,1406,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",2013-08-09,6285,0,0,353,2.87,19.6,0,0,0,0,0,0,0,399,13,578,0,0,475,1984,32,24,442,407,275,813,620,36,34,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"95",2013-08-10,2865,0,0,134,1.31,7.3,0,0,0,0,0,0,0,0,0,48,0,36,13,93,146,618,1515,0,10,166,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"96",2013-08-11,2363,0,0,139,1.08,7.8,0,0,0,0,0,0,0,0,0,0,0,0,715,0,345,144,958,0,0,108,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"97",2013-08-12,10464,5722,50,636,4.78,38,0,0,0,0,0,0,0,304,226,414,0,420,162,3216,0,2966,22,480,454,580,1082,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"98",2013-08-13,6266,1445,13,356,2.86,20.1,0,0,0,0,0,0,0,0,0,230,0,559,233,1112,1086,132,156,76,608,337,23,1670,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"99",2013-08-14,6164,1853,17,373,2.82,21.2,0,0,0,0,0,0,0,76,493,26,0,2096,213,32,435,1039,267,480,70,0,845,30,62,0,0,0,0,0,0,0,0,0,0,0,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"100",2013-08-15,10058,1020,10,590,4.6,32.9,0,0,0,0,0,0,0,328,245,417,80,337,21,85,1888,587,627,1405,1635,1448,459,454,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"101",2013-08-16,3442,0,0,181,1.57,10,0,0,0,0,0,0,0,0,97,0,0,0,167,160,841,0,0,382,843,862,0,69,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",2013-08-17,6061,1510,14,339,2.77,19.2,0,0,0,0,0,0,0,0,0,77,230,0,27,67,57,106,50,665,439,460,1943,1915,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"103",2013-08-18,3640,0,0,200,1.66,11.1,0,0,0,0,0,0,0,0,0,27,95,0,797,0,292,218,1165,658,12,173,163,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"104",2013-08-19,6132,1442,13,357,2.8,19.9,0,0,0,0,0,0,0,310,182,526,693,64,536,1752,14,0,895,251,191,108,536,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"105",2013-08-20,6109,1622,15,363,2.79,20.5,0,0,0,0,0,0,0,0,201,476,56,57,472,1545,1658,0,150,445,536,60,86,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"106",2013-08-21,6314,0,0,351,2.88,19.5,0,0,0,0,0,0,0,69,537,363,535,212,202,463,286,196,137,174,133,1115,620,1183,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"107",2013-08-22,7183,3027,28,422,3.28,24,0,0,0,0,0,0,208,58,1171,92,0,2003,142,21,0,0,598,733,238,157,1684,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"108",2013-08-23,8465,4331,43,524,3.87,29.8,0,0,0,0,0,0,0,351,181,405,195,93,1589,260,0,563,466,336,86,920,2867,119,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,200,0,0,0,0,0,188,2725,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"109",2013-08-24,10020,0,0,609,4.58,34.2,0,0,0,0,0,0,182,1880,369,74,40,1303,1636,200,1163,0,0,409,0,1425,1234,70,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"110",2013-08-25,2766,0,0,154,1.26,8.5,0,0,0,0,0,0,0,0,0,0,0,0,705,142,174,120,1045,226,26,0,135,9,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"111",2013-08-26,6005,1690,15,346,2.74,19.5,0,0,0,0,0,0,61,110,200,390,0,0,157,2119,0,8,501,373,265,363,17,1364,15,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112",2013-08-27,6043,1782,16,353,2.76,19.9,0,0,0,0,0,0,0,386,211,416,1880,401,348,10,336,0,506,327,23,99,1038,62,0,0,0,0,0,0,0,0,0,0,0,0,1677,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"113",2013-08-28,6414,2117,20,393,2.93,22.2,0,0,0,0,0,0,0,65,496,15,44,0,155,2158,0,0,727,648,450,277,1109,122,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"114",2013-08-29,6168,1645,15,357,2.82,20.2,0,0,0,0,0,0,0,327,47,0,1209,227,1069,402,463,0,0,379,74,74,1224,642,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,545,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"115",2013-08-30,6894,1078,10,414,3.15,23,0,0,0,0,0,0,0,74,521,661,517,282,237,1841,120,26,596,264,105,1061,388,77,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"116",2013-08-31,8394,0,0,494,3.84,27.2,0,0,0,0,0,0,0,0,19,767,480,68,47,235,1041,1011,992,1504,221,263,877,826,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"117",2013-09-01,2671,0,0,129,1.22,7.1,0,0,0,0,0,0,0,0,0,0,47,0,514,193,383,52,994,154,64,27,0,26,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"118",2013-09-02,7274,0,0,447,3.32,24.7,0,0,0,0,0,0,0,0,0,0,86,1942,226,873,1118,945,1364,315,37,0,76,94,149,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",2013-09-03,6990,1807,17,422,3.19,23.9,0,0,0,0,0,0,0,424,201,432,0,29,554,2022,0,178,524,410,827,0,97,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"120",2013-09-04,6018,1684,15,349,2.75,19.7,0,0,0,0,0,0,0,80,543,59,0,1884,54,165,573,896,15,507,335,415,34,50,0,408,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"121",2013-09-05,6041,0,0,339,2.76,18.8,0,0,0,0,0,0,0,315,187,453,0,0,360,2150,0,570,413,393,600,0,551,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"122",2013-09-06,6212,0,0,349,2.84,19.5,0,0,0,0,0,0,0,393,201,398,0,45,429,1305,1204,51,549,386,146,0,0,977,23,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123",2013-09-07,3593,0,0,179,1.64,9.7,0,0,0,0,0,0,0,32,98,47,23,49,99,104,0,15,668,426,439,536,990,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"124",2013-09-08,3671,0,0,212,1.68,11.7,0,0,0,0,0,0,0,0,0,0,0,155,830,0,287,82,1704,160,229,113,12,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"125",2013-09-09,10375,2997,27,620,4.74,36.2,0,0,0,0,0,0,40,506,183,347,1248,43,173,3227,0,2957,66,591,479,462,38,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"126",2013-09-10,6215,2783,26,365,2.84,20.7,0,0,0,0,0,0,27,858,0,581,0,49,2140,253,0,79,553,382,55,15,1179,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,197,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"127",2013-09-11,6203,0,0,366,2.83,20.4,0,0,0,0,0,0,0,162,594,61,29,53,146,2154,478,822,112,0,247,449,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"128",2013-09-12,6003,1342,12,328,2.74,18.3,0,0,0,0,0,0,860,7,794,384,272,16,1761,121,297,41,393,395,249,0,389,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"129",2013-09-13,6278,1119,10,369,2.87,20.7,0,0,0,0,0,0,0,86,560,1087,21,419,0,0,0,2227,776,77,859,129,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"130",2013-09-14,2034,0,0,105,0.93,5.7,0,0,0,0,0,0,0,31,0,0,41,0,33,217,0,299,74,0,0,0,1168,141,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"131",2013-09-15,3703,0,0,215,1.69,11.9,0,0,0,0,0,0,0,0,0,0,43,132,323,413,225,159,1036,309,63,705,57,131,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"132",2013-09-16,6925,1413,13,402,3.16,22.3,0,0,0,0,0,0,0,351,0,611,100,0,83,1297,705,71,571,536,350,613,788,796,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"133",2013-09-17,6146,2776,25,349,2.81,20.3,0,0,0,0,0,0,0,368,210,397,113,406,168,39,317,68,578,246,355,16,0,0,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"134",2013-09-18,6221,0,0,374,2.84,20.7,0,0,0,0,0,0,0,57,499,351,316,424,562,79,689,860,47,247,246,707,210,895,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"135",2013-09-19,6342,1749,16,370,2.9,20.8,0,0,0,0,0,0,0,89,364,0,956,1476,234,87,683,56,491,297,411,403,471,159,140,25,0,0,0,0,0,0,0,0,0,0,330,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"136",2013-09-20,6362,3105,29,359,2.91,20.5,0,0,0,0,0,0,0,192,166,181,151,1508,1995,58,129,57,17,551,828,466,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"137",2013-09-21,4703,0,0,259,2.15,14.3,0,0,0,0,0,0,0,25,766,1272,48,546,357,0,21,434,1009,142,35,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"138",2013-09-22,3050,0,0,182,1.39,10.1,0,0,0,0,0,0,0,0,0,0,109,155,762,333,397,92,953,24,102,21,31,47,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"139",2013-09-23,5938,0,0,345,2.71,19.4,0,0,0,0,0,0,0,377,226,375,29,0,120,292,386,1863,529,386,89,0,183,1056,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"140",2013-09-24,6457,1559,14,384,2.95,21.6,0,0,0,0,0,0,0,55,526,0,468,866,0,1458,1758,0,479,261,66,236,73,172,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"141",2013-09-25,6305,2772,25,384,2.88,21.7,0,0,0,0,0,0,0,203,460,27,148,70,278,1618,495,663,137,164,225,175,0,1568,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0,0,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"142",2013-09-26,6528,1593,14,391,2.98,22.1,0,0,0,0,0,0,318,119,826,184,36,52,192,21,0,2217,745,0,776,114,871,0,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"143",2013-09-27,2132,0,0,104,0.97,5.7,0,0,0,0,0,0,0,0,21,99,25,515,414,438,214,0,30,91,0,0,0,94,43,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"144",2013-09-28,6301,1401,13,355,2.88,19.8,0,0,0,0,0,0,0,0,57,56,0,704,830,682,975,715,0,408,82,77,790,843,53,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"145",2013-09-29,3935,0,0,226,1.8,12.6,0,0,0,0,0,0,577,63,601,0,0,102,972,0,54,177,891,191,154,7,9,96,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"146",2013-09-30,9943,3830,35,599,4.55,34.3,0,0,0,0,0,0,0,987,228,346,0,54,119,259,1765,76,1082,2637,943,844,315,274,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"147",2013-10-01,6217,1737,16,359,2.84,20.2,0,0,0,0,0,0,0,872,202,482,0,587,589,100,112,1871,512,315,38,48,464,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
