"","dtime","lat","lon","lc"
"2004",2002-09-28 17:12:27,78.879,12.004,-2
"2005",2002-09-28 20:15:25,78.884,12.011,-2
"2006",2002-09-28 20:21:20,78.824,12.104,-2
"2007",2002-09-28 21:13:51,78.815,11.967,0
"2008",2002-09-28 23:46:49,78.801,11.611,-2
"2009",2002-09-29 00:02:10,78.829,11.938,3
"2010",2002-09-29 00:03:36,78.821,11.943,-9
"2011",2002-09-29 01:27:18,78.865,11.902,-2
"2012",2002-09-29 01:28:49,78.832,11.897,-1
"2013",2002-09-29 03:07:03,78.86,11.783,1
"2014",2002-09-29 03:09:06,78.846,11.818,-2
"2015",2002-09-29 04:22:00,79.223,11.771,-2
"2016",2002-09-29 05:04:48,78.833,11.83,1
"2017",2002-09-29 05:09:38,78.818,11.927,2
"2018",2002-09-29 06:00:58,78.813,11.959,1
"2019",2002-09-29 08:05:58,78.811,11.942,-1
"2020",2002-09-29 08:10:38,78.819,11.986,2
"2021",2002-09-29 09:00:38,78.828,11.602,-2
"2022",2002-09-29 11:26:42,78.821,12.015,-1
"2023",2002-09-29 11:29:02,78.826,12.009,-2
"2024",2002-09-29 11:45:43,78.823,11.925,-1
"2025",2002-09-29 12:20:52,78.834,11.959,-2
"2026",2002-09-29 13:09:35,78.828,11.935,-2
"2027",2002-09-29 13:25:46,78.829,11.89,-2
"2028",2002-09-29 15:10:08,78.848,12.009,-1
"2029",2002-09-29 17:07:12,78.822,11.914,-1
"2030",2002-09-29 20:02:38,78.789,11.866,-2
"2031",2002-09-29 23:22:36,78.834,12.086,-2
"2032",2002-09-29 23:39:52,78.824,11.908,-2
"2033",2002-09-29 23:55:22,78.839,12.037,-2
"2034",2002-09-30 00:43:25,78.782,12.289,-2
"2035",2002-09-30 01:03:28,78.821,11.914,-1
"2036",2002-09-30 03:02:02,78.833,11.882,3
"2037",2002-09-30 03:03:05,78.847,11.925,-2
"2038",2002-09-30 04:06:24,78.818,11.907,1
"2039",2002-09-30 05:02:11,78.802,12.12,-2
"2040",2002-09-30 06:04:47,78.823,11.939,2
"2041",2002-09-30 07:33:16,78.879,12.439,-2
"2042",2002-09-30 08:02:00,78.812,11.929,-1
"2043",2002-09-30 08:21:45,78.812,11.907,-2
"2044",2002-09-30 09:07:52,78.813,11.871,-1
"2045",2002-09-30 10:03:58,78.8,11.902,0
"2046",2002-09-30 11:04:57,78.818,11.944,-1
"2047",2002-09-30 11:22:17,78.814,11.987,-2
"2048",2002-09-30 13:03:04,78.82,11.992,3
"2049",2002-09-30 13:03:25,78.822,12.003,1
"2050",2002-09-30 14:16:04,78.763,11.859,-1
"2051",2002-09-30 14:26:11,78.819,12,-1
"2052",2002-09-30 15:14:48,78.821,11.974,-2
"2053",2002-09-30 16:09:01,78.822,11.96,-2
"2054",2002-09-30 18:09:48,78.816,11.961,-1
"2055",2002-09-30 21:09:47,78.852,11.859,-2
"2056",2002-09-30 21:14:46,78.83,11.823,-2
"2057",2002-09-30 23:16:36,78.835,11.821,-2
"2058",2002-10-01 01:01:50,78.824,11.965,-2
"2059",2002-10-01 02:16:43,78.907,11.454,-9
"2060",2002-10-01 03:07:27,78.828,12.027,2
"2061",2002-10-01 04:02:12,78.818,11.991,0
"2062",2002-10-01 04:20:10,78.822,11.97,-1
"2063",2002-10-01 04:21:39,78.829,11.972,-2
"2064",2002-10-01 05:33:01,78.817,11.987,-9
"2065",2002-10-01 06:02:42,78.845,11.897,1
"2066",2002-10-01 06:05:14,78.803,12.069,-1
"2067",2002-10-01 07:13:01,78.73,11.669,-2
"2068",2002-10-01 08:09:44,78.809,11.907,-2
"2069",2002-10-01 08:12:05,78.811,11.879,-1
"2070",2002-10-01 09:01:35,78.824,12.044,-1
"2071",2002-10-01 09:02:22,78.773,11.69,-2
"2072",2002-10-01 11:00:38,78.797,11.888,-1
"2073",2002-10-01 14:01:57,78.812,11.97,2
"2074",2002-10-01 14:02:37,78.828,11.988,0
"2075",2002-10-01 20:10:15,78.722,12.269,-2
"2076",2002-10-01 20:53:21,78.813,11.927,-1
"2077",2002-10-01 20:58:31,78.816,11.931,-1
"2078",2002-10-01 21:00:05,78.694,10.754,-2
"2079",2002-10-01 21:10:52,78.814,11.964,-1
"2080",2002-10-01 21:53:26,78.827,11.874,-1
"2081",2002-10-01 22:33:59,78.816,11.899,2
"2082",2002-10-01 22:36:48,78.817,11.882,2
"2083",2002-10-01 23:01:20,78.825,11.886,-2
"2084",2002-10-02 00:14:23,78.818,11.904,3
"2085",2002-10-02 00:17:26,78.821,11.947,-2
"2086",2002-10-02 01:03:33,78.817,11.914,1
"2087",2002-10-02 01:09:51,78.835,11.937,0
"2088",2002-10-02 02:03:02,78.829,11.884,-2
"2089",2002-10-02 03:00:27,78.778,11.593,-2
"2090",2002-10-02 04:07:32,78.814,11.932,3
"2091",2002-10-02 06:58:45,78.816,11.953,1
"2092",2002-10-02 07:04:42,78.819,11.955,-1
"2093",2002-10-02 07:17:31,78.818,11.946,2
"2094",2002-10-02 08:01:31,78.813,11.938,-2
"2095",2002-10-02 09:02:28,78.74,11.946,-2
"2096",2002-10-02 09:09:58,78.811,11.938,2
"2097",2002-10-02 10:16:22,78.812,11.922,-2
"2098",2002-10-02 12:00:09,78.816,11.981,-2
"2099",2002-10-02 12:06:25,78.791,12.097,-1
"2100",2002-10-02 14:01:57,78.83,12.053,-1
"2101",2002-10-02 21:42:42,78.748,12.185,0
"2102",2002-10-02 22:11:50,78.817,11.904,3
"2103",2002-10-02 22:13:42,78.777,11.343,-2
"2104",2002-10-02 22:25:19,78.819,11.858,-2
"2105",2002-10-03 00:06:20,78.817,11.954,3
"2106",2002-10-03 00:08:02,78.817,11.956,-1
"2107",2002-10-03 00:13:43,78.82,11.944,-2
"2108",2002-10-03 01:03:59,78.802,11.961,-2
"2109",2002-10-03 03:30:10,78.819,11.988,1
"2110",2002-10-03 03:33:45,78.838,11.847,-2
"2111",2002-10-03 04:03:06,78.994,12.015,-2
"2112",2002-10-03 06:06:37,78.689,11.591,-2
"2113",2002-10-03 09:51:57,78.822,11.993,3
"2114",2002-10-03 10:13:57,78.821,11.973,-1
"2115",2002-10-03 10:16:37,78.83,12.005,1
"2116",2002-10-03 12:01:40,78.734,11.688,0
"2117",2002-10-03 12:02:21,78.724,11.661,-2
"2118",2002-10-03 14:01:16,78.783,11.758,-2
"2119",2002-10-03 18:05:18,78.666,12.739,-2
"2120",2002-10-03 18:24:36,78.698,12.404,-2
"2121",2002-10-03 18:41:02,78.979,12.29,-2
"2122",2002-10-03 18:47:39,78.799,12.73,-2
"2123",2002-10-03 20:06:03,78.822,12,-1
"2124",2002-10-03 22:08:24,78.823,11.935,2
"2125",2002-10-03 22:11:46,78.819,11.988,1
"2126",2002-10-03 23:09:20,78.819,11.988,1
"2127",2002-10-04 01:08:36,78.817,12.045,1
"2128",2002-10-04 01:10:36,78.816,12.009,-1
"2129",2002-10-04 02:01:44,78.723,10.639,-2
"2130",2002-10-04 03:12:57,78.817,12.005,2
"2131",2002-10-04 03:14:32,78.818,12.02,-1
"2132",2002-10-04 04:14:13,78.813,11.947,-1
"2133",2002-10-04 05:01:16,78.803,11.971,1
"2134",2002-10-04 05:59:56,78.961,10.698,-2
"2135",2002-10-04 06:10:36,78.823,11.975,-1
"2136",2002-10-04 08:24:36,78.825,12.121,-1
"2137",2002-10-04 08:37:56,78.817,11.996,-2
"2138",2002-10-04 08:45:56,78.824,11.987,2
"2139",2002-10-04 10:03:16,78.857,12.348,-2
"2140",2002-10-04 12:06:36,78.817,11.964,1
"2141",2002-10-04 18:17:27,78.808,11.951,-1
"2142",2002-10-04 20:18:41,78.823,11.965,1
"2143",2002-10-04 22:02:24,78.837,12.036,-2
"2144",2002-10-04 23:03:05,78.803,12.026,-1
"2145",2002-10-04 23:05:19,78.819,11.987,-1
"2146",2002-10-05 00:02:10,78.818,12.016,1
"2147",2002-10-05 01:07:16,78.839,11.823,0
"2148",2002-10-05 04:05:40,78.788,11.771,1
"2149",2002-10-05 04:07:09,78.788,12.038,0
"2150",2002-10-05 04:31:09,78.824,11.932,1
"2151",2002-10-05 05:05:22,78.81,12.129,-2
"2152",2002-10-05 06:12:20,78.817,11.983,0
"2153",2002-10-05 08:02:58,78.951,12.521,-1
"2154",2002-10-05 09:04:03,78.826,12.016,2
"2155",2002-10-05 09:06:08,78.824,11.995,3
"2156",2002-10-05 09:07:31,78.824,11.976,-1
"2157",2002-10-05 10:09:15,78.824,11.994,1
"2158",2002-10-05 11:10:35,78.818,11.967,1
"2159",2002-10-05 14:34:35,78.824,11.987,3
"2160",2002-10-05 14:53:54,78.811,12.032,0
"2161",2002-10-05 15:15:03,78.859,12.198,-2
"2162",2002-10-05 20:05:33,78.818,11.995,1
"2163",2002-10-05 20:09:41,78.81,11.706,-2
"2164",2002-10-05 21:01:04,78.836,12.016,-1
"2165",2002-10-05 21:07:27,78.821,11.973,2
"2166",2002-10-05 22:04:38,78.816,12.01,-1
"2167",2002-10-05 23:04:35,78.824,11.998,0
"2168",2002-10-06 03:52:45,78.813,12.029,-1
"2169",2002-10-06 04:08:27,78.824,12.002,-1
"2170",2002-10-06 04:33:53,78.811,11.998,1
"2171",2002-10-06 04:52:12,78.817,11.94,1
"2172",2002-10-06 05:25:47,78.857,12.016,-9
"2173",2002-10-06 07:13:40,78.818,12,-1
"2174",2002-10-06 08:00:03,78.815,11.911,-2
"2175",2002-10-06 09:10:54,78.816,11.993,1
"2176",2002-10-06 10:00:24,79.285,12.081,-2
"2177",2002-10-06 11:17:01,78.823,12.029,-2
"2178",2002-10-06 12:29:12,78.824,11.998,3
"2179",2002-10-06 13:20:36,78.819,11.988,3
"2180",2002-10-06 14:07:39,78.826,11.955,-2
"2181",2002-10-06 14:12:38,78.805,11.982,-2
"2182",2002-10-06 15:02:11,78.812,11.948,-1
"2183",2002-10-06 17:11:25,78.822,11.645,-1
"2184",2002-10-06 18:09:33,78.812,11.942,-2
"2185",2002-10-06 19:12:18,78.819,11.986,2
"2186",2002-10-06 19:15:23,78.808,11.937,-2
"2187",2002-10-06 21:01:11,78.691,12.586,-2
"2188",2002-10-06 23:05:00,78.819,12.034,-1
"2189",2002-10-06 23:16:39,78.826,11.982,-2
"2190",2002-10-07 01:00:30,78.814,12.059,-2
"2191",2002-10-07 01:15:10,78.83,12.063,-2
"2192",2002-10-07 02:00:32,78.903,12.236,-2
"2193",2002-10-07 02:05:56,78.818,11.997,3
"2194",2002-10-07 02:08:42,78.818,11.922,-1
"2195",2002-10-07 03:18:12,78.813,12.032,2
"2196",2002-10-07 03:39:23,78.826,12.033,2
"2197",2002-10-07 04:20:51,78.822,12.016,-1
"2198",2002-10-07 05:20:24,78.821,12.018,-2
"2199",2002-10-07 06:02:13,78.817,11.98,-1
"2200",2002-10-07 07:06:59,78.812,11.999,1
"2201",2002-10-07 08:04:01,78.825,12.007,1
"2202",2002-10-07 08:17:46,78.717,11.361,-2
"2203",2002-10-07 08:19:01,78.821,12,-1
"2204",2002-10-07 10:00:09,78.817,11.973,-1
"2205",2002-10-07 11:07:15,78.835,12.025,-1
"2206",2002-10-07 12:07:27,78.825,12.03,1
"2207",2002-10-07 12:08:07,78.824,12.031,1
"2208",2002-10-07 13:07:15,78.819,11.985,1
"2209",2002-10-07 15:38:25,78.79,11.906,1
"2210",2002-10-07 16:24:09,78.85,11.191,-2
"2211",2002-10-07 17:10:04,78.817,11.987,-1
"2212",2002-10-07 17:19:38,78.815,12.006,-1
"2213",2002-10-07 19:03:36,78.817,11.964,3
"2214",2002-10-07 19:05:41,78.828,11.324,-2
"2215",2002-10-07 20:09:56,78.85,12.355,-2
"2216",2002-10-07 20:11:41,78.817,11.944,2
"2217",2002-10-07 23:04:58,78.816,11.947,2
"2218",2002-10-07 23:07:31,78.819,11.859,-1
"2219",2002-10-08 00:01:55,78.814,12.014,1
"2220",2002-10-08 00:06:47,78.819,12.006,1
"2221",2002-10-08 01:15:55,78.826,12.006,3
"2222",2002-10-08 01:18:27,78.817,12.118,-2
"2223",2002-10-08 06:06:12,78.816,12.081,-2
"2224",2002-10-08 06:19:35,78.555,11.921,-2
"2225",2002-10-08 09:07:19,78.823,12.03,-1
"2226",2002-10-08 09:09:20,78.823,12.027,3
"2227",2002-10-08 10:02:12,78.811,11.99,-9
"2228",2002-10-08 10:15:31,78.815,11.979,-1
"2229",2002-10-08 13:46:04,78.81,11.979,-2
"2230",2002-10-08 14:33:32,78.842,12.032,-2
"2231",2002-10-08 14:39:42,78.829,11.975,-2
"2232",2002-10-08 16:13:17,78.816,12.023,-1
"2233",2002-10-08 20:13:10,78.812,11.992,-2
"2234",2002-10-08 21:08:52,78.759,12.903,-2
"2235",2002-10-08 21:28:46,78.828,11.882,-1
"2236",2002-10-08 22:16:22,78.821,12.013,-1
"2237",2002-10-08 23:05:51,78.819,11.991,-2
"2238",2002-10-08 23:11:54,78.816,12.017,-1
"2239",2002-10-09 03:01:54,78.828,12.022,-1
"2240",2002-10-09 04:11:00,78.823,11.998,-1
"2241",2002-10-09 04:13:44,78.813,12.035,-1
"2242",2002-10-09 06:22:23,78.823,11.985,1
"2243",2002-10-09 07:17:51,78.824,11.99,1
"2244",2002-10-09 08:03:22,78.828,11.993,-1
"2245",2002-10-09 09:08:32,78.821,12.037,-2
"2246",2002-10-09 10:05:14,78.827,11.971,-1
"2247",2002-10-09 13:01:54,78.828,11.995,2
"2248",2002-10-09 16:26:43,78.853,12.555,-2
"2249",2002-10-09 17:02:13,78.821,12.049,-9
"2250",2002-10-09 18:07:18,78.807,11.761,-1
"2251",2002-10-09 19:14:58,78.825,11.874,1
"2252",2002-10-09 20:12:28,78.768,11.372,-2
"2253",2002-10-09 20:22:21,78.82,12.018,-1
"2254",2002-10-09 21:08:59,78.83,11.989,-1
"2255",2002-10-10 02:08:30,78.833,11.994,1
"2256",2002-10-10 02:10:50,78.742,12.507,-2
"2257",2002-10-10 06:09:46,78.817,11.946,-1
"2258",2002-10-10 07:03:16,78.826,12.008,1
"2259",2002-10-10 07:21:15,78.832,11.998,-1
"2260",2002-10-10 08:11:39,78.828,12.011,-1
"2261",2002-10-10 09:21:05,78.83,12.011,1
"2262",2002-10-10 09:30:05,78.817,12.056,-2
"2263",2002-10-10 19:10:22,78.891,12.162,-1
"2264",2002-10-10 20:11:33,78.827,11.996,-1
"2265",2002-10-10 20:15:42,78.946,11.496,-2
"2266",2002-10-10 22:23:54,78.689,12.745,-2
"2267",2002-10-11 00:03:56,78.825,12.009,-1
"2268",2002-10-11 00:19:26,78.819,12.326,-1
"2269",2002-10-11 01:15:31,78.828,12.016,-1
"2270",2002-10-11 03:59:54,78.381,14.686,-2
"2271",2002-10-11 07:06:35,78.82,12.025,2
"2272",2002-10-11 08:01:30,78.901,12.742,-2
"2273",2002-10-11 08:59:54,77.949,11.918,-2
"2274",2002-10-11 09:08:34,78.918,12.029,-2
"2275",2002-10-11 10:09:14,78.827,11.982,2
"2276",2002-10-11 10:11:54,78.862,13.808,-2
"2277",2002-10-11 11:58:26,78.787,12.327,-1
"2278",2002-10-11 12:09:02,78.843,12.102,1
"2279",2002-10-11 14:01:54,78.825,12.294,-1
"2280",2002-10-11 18:18:31,78.845,11.971,-2
"2281",2002-10-11 18:49:02,78.831,11.935,-1
"2282",2002-10-11 19:03:06,78.807,11.941,-2
"2283",2002-10-11 19:59:39,78.821,11.998,-1
"2284",2002-10-11 20:02:40,79.072,9.646,-2
"2285",2002-10-11 20:19:05,78.834,11.99,-2
"2286",2002-10-11 20:32:27,78.834,11.987,-2
"2287",2002-10-11 22:14:53,78.823,11.969,-2
"2288",2002-10-11 23:19:32,78.544,12.236,-2
"2289",2002-10-12 00:07:57,78.818,12.019,1
"2290",2002-10-12 00:11:31,78.823,12.022,0
"2291",2002-10-12 01:05:08,78.825,12.014,1
"2292",2002-10-12 03:05:22,78.827,11.999,0
"2293",2002-10-12 05:01:49,78.801,12.016,0
"2294",2002-10-12 05:11:07,78.879,11.637,-2
"2295",2002-10-12 05:11:53,78.822,12.017,-1
"2296",2002-10-12 06:09:19,78.822,11.991,2
"2297",2002-10-12 07:04:01,78.864,11.975,-2
"2298",2002-10-12 08:01:31,78.688,11.383,-9
"2299",2002-10-12 08:04:06,78.834,12.04,1
"2300",2002-10-12 10:00:33,78.825,12.034,-1
"2301",2002-10-12 10:02:33,78.828,11.993,2
"2302",2002-10-12 10:11:53,78.348,10.264,-2
"2303",2002-10-12 11:11:53,78.634,11.982,-2
"2304",2002-10-12 13:26:22,78.848,12.129,-2
"2305",2002-10-12 14:43:50,78.775,12.073,-2
"2306",2002-10-12 15:16:45,78.824,12.016,-2
"2307",2002-10-12 16:24:32,78.825,12.018,-1
"2308",2002-10-12 16:28:49,78.866,12.179,-2
"2309",2002-10-12 17:01:03,78.835,12.104,-1
"2310",2002-10-12 17:01:49,78.828,12.034,1
"2311",2002-10-12 17:02:12,78.818,12.228,-2
"2312",2002-10-12 18:03:09,78.841,12.042,-2
"2313",2002-10-12 18:04:52,78.827,11.965,2
"2314",2002-10-12 22:02:15,78.815,11.982,-2
"2315",2002-10-12 22:10:28,78.798,12.13,-1
"2316",2002-10-12 23:10:52,78.831,12.001,2
"2317",2002-10-12 23:15:23,78.812,11.84,-2
"2318",2002-10-13 03:05:25,78.809,12.021,1
"2319",2002-10-13 03:10:23,78.825,11.903,-1
"2320",2002-10-13 05:59:53,78.82,11.981,-2
"2321",2002-10-13 06:01:13,78.822,11.992,2
"2322",2002-10-13 08:08:33,78.816,11.956,2
"2323",2002-10-13 08:11:53,78.919,11.908,-2
"2324",2002-10-13 14:53:52,78.845,11.799,-2
"2325",2002-10-13 14:55:52,78.823,11.978,3
"2326",2002-10-13 15:03:37,78.917,11.544,-2
"2327",2002-10-13 15:05:26,78.823,12.015,-1
"2328",2002-10-13 18:17:40,78.822,11.979,1
"2329",2002-10-13 19:32:18,78.801,12.099,-2
"2330",2002-10-14 00:34:10,78.809,12.064,-2
"2331",2002-10-14 00:40:17,79.002,10.941,-2
"2332",2002-10-14 02:48:09,78.818,11.988,-2
"2333",2002-10-14 04:47:26,78.836,11.856,-2
"2334",2002-10-14 05:46:14,78.834,12.173,-2
"2335",2002-10-14 06:09:39,78.847,11.914,1
"2336",2002-10-14 06:11:32,78.871,11.858,-1
"2337",2002-10-14 07:18:08,78.815,11.972,1
"2338",2002-10-14 07:26:48,78.815,11.901,-1
"2339",2002-10-14 07:52:48,79.278,11.939,-1
"2340",2002-10-14 07:54:08,78.81,11.962,1
"2341",2002-10-14 07:55:28,78.816,11.946,1
"2342",2002-10-14 09:10:00,78.751,11.784,-2
"2343",2002-10-14 11:08:32,78.812,11.955,1
"2344",2002-10-14 11:09:12,78.808,11.937,2
"2345",2002-10-14 16:13:32,78.821,11.994,-1
"2346",2002-10-14 19:36:33,78.872,12.156,-2
"2347",2002-10-14 21:09:18,78.776,12.096,-1
"2348",2002-10-14 21:12:10,79.336,9.828,-2
"2349",2002-10-14 21:20:54,78.811,11.961,1
"2350",2002-10-15 00:59:01,78.858,12.047,-2
"2351",2002-10-15 05:15:03,78.812,11.946,2
"2352",2002-10-15 05:34:54,78.819,11.911,3
"2353",2002-10-15 05:51:11,79.01,11.189,-2
"2354",2002-10-15 05:54:20,78.817,11.91,0
"2355",2002-10-15 06:00:40,78.847,11.969,-2
"2356",2002-10-15 06:01:39,78.852,11.955,-1
"2357",2002-10-15 06:11:56,78.809,11.913,1
"2358",2002-10-15 07:52:27,78.817,11.963,-1
"2359",2002-10-15 08:31:38,78.843,12.127,1
"2360",2002-10-15 09:07:12,78.826,11.995,1
"2361",2002-10-15 10:14:02,78.812,11.957,2
"2362",2002-10-15 11:04:58,78.808,11.937,-2
"2363",2002-10-15 11:07:37,78.815,11.988,1
"2364",2002-10-15 20:26:43,78.807,11.93,-2
"2365",2002-10-15 22:35:48,78.824,11.923,1
"2366",2002-10-15 23:04:08,78.819,11.911,-1
"2367",2002-10-15 23:05:54,78.821,11.911,-2
"2368",2002-10-15 23:11:42,78.822,11.923,1
"2369",2002-10-16 01:28:55,78.821,11.975,2
"2370",2002-10-16 01:30:53,78.821,12.014,-2
"2371",2002-10-16 03:07:56,79.088,11.233,-2
"2372",2002-10-16 04:07:52,78.829,11.995,2
"2373",2002-10-16 13:46:57,78.839,11.979,-2
"2374",2002-10-16 14:17:58,78.835,12.014,-2
"2375",2002-10-16 15:28:53,78.831,12.056,-2
"2376",2002-10-16 15:40:42,78.799,11.995,-1
"2377",2002-10-16 16:05:18,78.824,12.003,-2
"2378",2002-10-16 16:35:07,78.829,12.014,-2
"2379",2002-10-16 17:21:50,78.816,11.935,-1
"2380",2002-10-16 18:49:54,78.791,11.925,-1
"2381",2002-10-16 19:03:45,78.818,11.925,-1
"2382",2002-10-16 19:06:45,78.827,11.675,-2
"2383",2002-10-16 22:26:44,78.81,11.943,1
"2384",2002-10-16 22:50:45,78.813,11.92,0
"2385",2002-10-16 22:53:33,78.85,12.206,-2
"2386",2002-10-16 23:27:58,78.822,11.688,-2
"2387",2002-10-17 07:27:21,78.874,11.83,-2
"2388",2002-10-17 08:22:48,78.77,12.237,-2
"2389",2002-10-17 08:26:30,78.807,11.517,-2
"2390",2002-10-17 08:35:16,78.803,11.92,-1
"2391",2002-10-17 08:57:04,78.824,12.165,-2
"2392",2002-10-17 09:26:09,78.804,12.068,-2
"2393",2002-10-17 11:10:02,78.824,11.921,-2
"2394",2002-10-17 11:44:53,78.822,11.995,1
"2395",2002-10-17 11:44:57,78.816,12.007,-2
"2396",2002-10-17 11:45:56,78.809,11.929,0
"2397",2002-10-17 12:23:55,78.829,11.944,-1
"2398",2002-10-17 12:29:55,78.817,11.968,1
"2399",2002-10-17 17:11:17,78.815,11.942,-1
"2400",2002-10-17 18:51:19,78.833,11.767,-2
"2401",2002-10-17 20:33:31,78.967,11.783,-2
"2402",2002-10-17 21:02:06,78.838,12.18,-2
"2403",2002-10-17 21:17:14,78.791,11.638,-2
"2404",2002-10-17 23:03:24,78.827,12.023,-2
"2405",2002-10-18 00:01:40,79.494,10.561,-2
"2406",2002-10-18 00:17:02,78.828,10.938,-2
"2407",2002-10-18 01:18:16,78.859,11.759,-2
"2408",2002-10-18 09:04:06,78.823,12.038,2
"2409",2002-10-18 12:16:42,78.862,12.232,-9
"2410",2002-10-18 12:27:04,78.81,11.936,-1
"2411",2002-10-18 13:02:17,78.822,12.013,-1
"2412",2002-10-18 13:02:41,78.815,11.952,2
"2413",2002-10-18 13:32:04,78.831,11.969,-2
"2414",2002-10-18 14:44:02,78.823,11.937,-1
"2415",2002-10-18 15:16:53,78.812,11.917,-1
"2416",2002-10-18 17:01:26,78.826,11.98,-1
"2417",2002-10-18 17:02:34,78.827,11.955,-2
"2418",2002-10-18 17:21:40,78.808,11.892,-2
"2419",2002-10-18 17:31:17,78.817,11.869,-1
"2420",2002-10-18 18:06:27,78.818,11.91,-1
"2421",2002-10-18 18:07:43,78.816,11.864,-2
"2422",2002-10-18 19:00:40,78.815,11.937,-1
"2423",2002-10-18 19:01:50,78.834,11.785,-2
"2424",2002-10-18 22:04:46,78.817,11.937,1
"2425",2002-10-19 08:13:00,78.769,11.816,-2
"2426",2002-10-19 08:30:16,78.821,12.012,-1
"2427",2002-10-19 08:33:35,78.819,11.996,2
"2428",2002-10-19 08:38:30,78.868,12.443,-2
"2429",2002-10-19 09:11:40,78.844,12.558,-2
"2430",2002-10-19 10:18:29,78.817,11.952,-2
"2431",2002-10-19 10:20:38,78.815,11.961,2
"2432",2002-10-19 11:58:50,78.817,11.829,-2
"2433",2002-10-19 12:00:06,78.832,12.011,-1
"2434",2002-10-19 12:00:24,78.812,11.959,-1
"2435",2002-10-19 16:00:29,78.835,11.923,1
"2436",2002-10-19 16:47:09,78.79,12.267,-2
"2437",2002-10-19 19:26:54,78.811,12.071,-2
"2438",2002-10-19 20:35:17,78.769,11.656,-2
"2439",2002-10-19 22:15:55,78.821,12.01,-1
"2440",2002-10-19 22:50:47,78.808,12.165,-2
"2441",2002-10-20 08:11:46,79.277,13.744,-2
"2442",2002-10-20 08:15:49,78.812,11.941,0
"2443",2002-10-20 08:25:25,78.815,11.982,2
"2444",2002-10-20 08:50:51,78.797,12.019,-2
"2445",2002-10-20 11:26:30,78.817,11.926,-2
"2446",2002-10-20 11:27:53,78.827,11.93,-1
"2447",2002-10-20 11:38:29,78.819,11.938,2
"2448",2002-10-20 11:41:41,78.822,12.016,-2
"2449",2002-10-20 11:45:28,78.814,11.91,2
"2450",2002-10-20 11:45:47,78.829,11.971,1
"2451",2002-10-20 12:16:30,78.817,11.933,-1
"2452",2002-10-20 16:36:45,78.793,12.085,-1
"2453",2002-10-20 18:17:51,78.813,11.971,2
"2454",2002-10-20 18:27:11,78.833,11.838,-2
"2455",2002-10-20 18:38:15,78.854,11.932,-2
"2456",2002-10-20 21:49:24,78.807,12.111,-2
"2457",2002-10-21 01:06:31,78.814,11.924,0
"2458",2002-10-21 01:09:51,78.823,11.913,2
"2459",2002-10-21 03:27:31,78.834,11.986,-1
"2460",2002-10-21 05:05:51,78.81,11.936,1
"2461",2002-10-21 05:09:51,79.43,6.541,-9
"2462",2002-10-21 07:50:42,79.222,13.715,-2
"2463",2002-10-21 07:52:10,78.825,11.894,-1
"2464",2002-10-21 08:05:57,78.826,11.937,3
"2465",2002-10-21 08:08:35,78.826,11.936,3
"2466",2002-10-21 08:09:36,78.845,11.847,-2
"2467",2002-10-21 08:25:51,78.795,12.039,-2
"2468",2002-10-21 11:16:24,78.814,11.927,-1
"2469",2002-10-21 11:31:35,78.81,11.903,-2
"2470",2002-10-21 11:56:22,78.817,11.928,-1
"2471",2002-10-21 16:26:44,78.818,11.96,1
"2472",2002-10-21 18:09:50,78.82,11.969,-1
"2473",2002-10-21 21:32:17,78.927,11.452,-2
"2474",2002-10-21 21:46:07,78.813,11.808,-2
"2475",2002-10-21 21:51:22,78.83,11.94,-1
"2476",2002-10-21 21:53:13,78.827,11.621,-2
"2477",2002-10-21 22:06:06,78.825,11.858,1
"2478",2002-10-22 08:00:50,78.934,11.731,-9
"2479",2002-10-22 09:10:30,78.693,11.37,-2
"2480",2002-10-22 13:12:49,78.815,11.918,-1
"2481",2002-10-22 14:30:38,78.821,11.658,-2
"2482",2002-10-22 14:53:25,78.822,11.833,-2
"2483",2002-10-22 18:16:39,78.825,11.904,-2
"2484",2002-10-22 18:17:49,78.83,11.937,-1
"2485",2002-10-22 23:25:25,78.83,12.012,1
"2486",2002-10-23 07:30:42,78.805,11.982,-2
"2487",2002-10-23 10:54:10,78.813,11.893,-2
"2488",2002-10-23 11:06:09,78.812,11.872,-2
"2489",2002-10-23 11:10:32,78.833,11.981,1
"2490",2002-10-23 12:08:12,78.814,11.905,-1
"2491",2002-10-23 14:20:01,78.83,11.908,-2
"2492",2002-10-23 16:04:20,78.812,11.941,-1
"2493",2002-10-23 16:11:15,78.816,11.963,-1
"2494",2002-10-23 16:13:33,78.814,12.055,-1
"2495",2002-10-23 18:59:58,78.788,11.778,-2
"2496",2002-10-23 23:02:43,78.681,12.2,-1
"2497",2002-10-23 23:03:18,78.805,11.963,0
"2498",2002-10-23 23:04:37,78.813,11.966,2
"2499",2002-10-23 23:06:33,78.806,11.908,-2
"2500",2002-10-24 00:31:40,78.812,11.92,2
"2501",2002-10-24 00:32:47,78.67,11.854,-2
"2502",2002-10-24 00:43:37,78.814,11.942,2
"2503",2002-10-24 00:44:41,78.828,11.857,-2
"2504",2002-10-24 01:42:20,78.812,11.893,-1
"2505",2002-10-24 01:45:49,78.74,12.265,-2
"2506",2002-10-24 02:06:58,78.345,10.188,-2
"2507",2002-10-24 02:23:21,78.817,11.774,-2
"2508",2002-10-24 02:23:21,78.826,11.832,-2
