"","year","stratum","subunit","total","cows","calves","bulls","unclass","voc","grpsize"
"581",2006,3,418,2,1,1,0,0,35,2
"582",2006,3,418,2,1,1,0,0,50,2
"583",2006,3,418,2,2,0,0,0,20,2
"584",2006,3,360,3,1,2,0,0,50,3
"585",2006,3,360,3,1,0,2,0,10,3
"586",2006,3,360,3,2,0,0,1,85,3
"587",2006,3,360,6,2,2,2,0,60,6
"588",2006,3,418,4,2,0,2,0,30,4
"589",2006,3,427,2,1,1,0,0,90,2
"590",2006,3,427,2,2,0,0,0,40,2
"591",2006,3,360,2,0,0,2,0,5,2
"592",2006,3,360,2,2,0,0,0,30,2
"593",2006,3,360,2,1,1,0,0,55,2
"594",2006,3,360,2,0,0,2,0,40,2
"595",2006,3,360,2,1,1,0,0,50,2
"596",2006,3,360,2,1,1,0,0,50,2
"597",2006,3,296,2,1,1,0,0,95,2
"598",2007,1,133,1,1,0,0,0,10,1
"599",2007,1,122,1,0,0,1,0,40,1
"600",2007,1,122,1,1,0,0,0,40,1
"601",2007,1,122,3,0,0,3,0,0,3
"602",2007,1,122,2,1,1,0,0,0,2
"603",2007,1,312,1,1,0,0,0,50,1
"604",2007,1,312,2,1,1,0,0,0,2
"605",2007,1,312,4,3,0,1,0,70,4
"606",2007,1,312,2,2,0,0,0,20,2
"607",2007,1,312,1,1,0,0,0,30,1
"608",2007,1,312,3,2,1,0,0,30,3
"609",2007,1,183,1,1,0,0,0,85,1
"610",2007,1,183,4,1,0,3,0,50,4
"611",2007,1,258,1,0,0,1,0,50,1
"612",2007,1,183,3,1,2,0,0,50,3
"613",2007,1,167,4,2,0,2,0,40,4
"614",2007,1,167,1,0,0,1,0,50,1
"615",2007,1,421,1,0,0,1,0,80,1
"616",2007,1,421,1,1,0,0,0,70,1
"617",2007,1,398,3,1,0,2,0,60,3
"618",2007,1,398,2,2,0,0,0,70,2
"619",2007,1,398,1,0,0,1,0,70,1
"620",2007,1,398,1,1,0,0,0,75,1
"621",2007,1,183,1,1,0,0,0,60,1
"622",2007,1,398,1,0,0,1,0,45,1
"623",2007,1,398,4,2,1,1,0,45,4
"624",2007,1,183,2,1,1,0,0,15,2
"625",2007,1,398,1,0,0,1,0,40,1
"626",2007,1,122,3,0,0,3,0,10,3
"627",2007,1,122,4,0,0,4,0,10,4
"628",2007,1,398,1,0,0,1,0,60,1
"629",2007,1,398,3,0,0,3,0,70,3
"630",2007,1,117,3,1,0,2,0,50,3
"631",2007,1,117,1,0,0,1,0,30,1
"632",2007,1,117,3,0,0,3,0,30,3
"633",2007,1,398,2,1,1,0,0,55,2
"634",2007,1,218,2,1,1,0,0,30,2
"635",2007,1,186,1,1,0,0,0,65,1
"636",2007,1,167,1,1,0,0,0,30,1
"637",2007,1,186,1,0,0,1,0,40,1
"638",2007,1,186,1,1,0,0,0,30,1
"639",2007,1,186,2,1,1,0,0,40,2
"640",2007,2,271,3,2,0,1,0,40,3
"641",2007,2,381,1,1,0,0,0,50,1
"642",2007,2,427,2,1,0,1,0,50,2
"643",2007,2,427,1,1,0,0,0,50,1
"644",2007,2,427,1,1,0,0,0,50,1
"645",2007,2,427,2,1,1,0,0,30,2
"646",2007,2,187,2,1,1,0,0,10,2
"647",2007,2,427,1,1,0,0,0,10,1
"648",2007,2,147,3,1,2,0,0,15,3
"649",2007,2,354,2,0,0,2,0,30,2
"650",2007,2,317,2,1,1,0,0,40,2
"651",2007,2,187,3,1,2,0,0,10,3
"652",2007,2,185,1,0,0,1,0,50,1
"653",2007,2,187,1,1,0,0,0,50,1
"654",2007,2,354,2,1,0,1,0,60,2
"655",2007,2,147,2,1,1,0,0,75,2
"656",2007,2,427,3,2,0,1,0,60,3
"657",2007,2,381,2,1,1,0,0,60,2
"658",2007,2,381,1,1,0,0,0,40,1
"659",2007,2,271,2,0,0,2,0,10,2
"660",2007,2,234,1,0,0,1,0,60,1
"661",2007,2,381,1,0,0,1,0,10,1
"662",2007,2,381,1,1,0,0,0,70,1
"663",2007,2,381,1,0,0,1,0,70,1
"664",2007,2,347,1,1,0,0,0,30,1
"665",2007,2,347,2,1,1,0,0,20,2
"666",2007,2,185,1,0,0,1,0,50,1
"667",2007,2,381,4,2,0,2,0,40,4
"668",2007,2,381,2,2,0,0,0,50,2
"669",2007,2,381,1,1,0,0,0,40,1
"670",2007,2,234,2,1,1,0,0,90,2
"671",2007,2,234,2,1,0,0,1,20,2
"672",2007,2,234,1,0,0,0,1,50,1
"673",2007,2,185,1,0,0,1,0,15,1
"674",2007,2,23,3,3,0,0,0,10,3
"675",2007,2,234,1,0,0,1,0,45,1
"676",2007,2,301,1,0,0,1,0,10,1
"677",2007,2,301,4,2,0,2,0,65,4
"678",2007,2,301,2,0,0,2,0,10,2
"679",2007,2,347,2,1,1,0,0,40,2
"680",2007,2,185,1,0,0,1,0,30,1
"681",2007,2,187,2,1,1,0,0,30,2
"682",2007,2,187,2,2,0,0,0,10,2
"683",2007,2,373,7,3,0,2,2,60,7
"684",2007,2,373,4,1,0,3,0,30,4
"685",2007,2,317,2,1,1,0,0,45,2
"686",2007,2,354,2,0,0,2,0,30,2
"687",2007,2,103,3,1,2,0,0,40,3
"688",2007,2,103,2,1,0,1,0,40,2
"689",2007,2,103,3,0,0,3,0,55,3
"690",2007,2,103,1,0,0,1,0,35,1
"691",2007,2,103,1,1,0,0,0,30,1
"692",2007,2,301,1,0,0,1,0,0,1
"693",2007,2,347,1,1,0,0,0,30,1
"694",2007,2,347,2,2,0,0,0,20,2
"695",2007,2,185,1,0,0,1,0,10,1
"696",2007,2,185,3,1,2,0,0,10,3
"697",2007,2,185,2,1,1,0,0,60,2
"698",2007,2,185,1,1,0,0,0,50,1
"699",2007,2,301,2,1,0,1,0,25,2
"700",2007,2,301,1,0,0,1,0,45,1
"701",2007,2,103,2,1,1,0,0,60,2
"702",2007,2,354,4,1,0,3,0,70,4
"703",2007,2,317,2,1,1,0,0,15,2
"704",2007,2,354,1,0,0,1,0,90,1
"705",2007,2,301,2,0,0,2,0,20,2
"706",2007,2,317,2,1,1,0,0,40,2
"707",2007,2,103,2,1,0,1,0,40,2
"708",2007,2,354,3,2,0,1,0,30,3
"709",2007,2,354,2,1,1,0,0,50,2
"710",2007,2,354,2,1,1,0,0,50,2
"711",2007,2,354,3,1,0,2,0,40,3
"712",2007,2,373,3,1,0,0,2,70,3
"713",2007,2,301,3,1,0,2,0,65,3
"714",2007,2,373,1,0,0,0,1,70,1
"715",2007,2,373,2,0,0,2,0,55,2
"716",2007,2,373,1,0,0,1,0,0,1
"717",2007,3,318,2,1,0,0,1,25,2
"718",2007,3,318,1,0,0,1,0,20,1
"719",2007,3,318,3,1,0,2,0,15,3
"720",2007,3,318,1,1,0,0,0,5,1
"721",2007,3,318,2,0,0,2,0,75,2
"722",2007,3,339,2,0,0,2,0,60,2
"723",2007,3,318,1,0,0,1,0,25,1
"724",2007,3,318,1,0,0,1,0,30,1
"725",2007,3,318,3,1,0,2,0,15,3
"726",2007,3,339,4,2,0,2,0,5,4
"727",2007,3,339,2,0,0,2,0,0,2
"728",2007,3,339,2,0,0,2,0,60,2
"729",2007,3,339,2,0,0,2,0,5,2
"730",2007,3,339,3,3,0,0,0,50,3
"731",2007,3,339,1,1,0,0,0,10,1
"732",2007,3,402,2,1,1,0,0,10,2
"733",2007,3,339,1,1,0,0,0,20,1
"734",2007,3,402,2,2,0,0,0,50,2
"735",2007,3,402,2,1,0,1,0,40,2
"736",2007,3,318,3,0,0,3,0,40,3
"737",2007,3,402,1,0,0,1,0,50,1
"738",2007,3,318,2,1,1,0,0,20,2
"739",2007,3,434,1,0,0,1,0,10,1
"740",2007,3,434,1,1,0,0,0,50,1
"741",2007,3,434,2,1,1,0,0,10,2
"742",2007,3,434,1,1,0,0,0,75,1
"743",2007,3,434,1,1,0,0,0,20,1
"744",2007,3,434,1,0,0,1,0,10,1
"745",2007,3,402,2,0,0,2,0,10,2
"746",2007,3,339,3,1,0,2,0,5,3
"747",2007,3,339,3,1,2,0,0,10,3
"748",2007,3,339,9,2,0,7,0,30,9
"749",2007,3,339,4,3,1,0,0,50,4
"750",2007,3,339,2,0,0,2,0,0,2
"751",2007,3,434,4,4,0,0,0,20,4
"752",2007,3,434,4,3,0,1,0,65,4
"753",2007,3,434,1,0,0,1,0,55,1
"754",2007,3,434,1,1,0,0,0,60,1
"755",2007,3,434,1,0,0,1,0,45,1
"756",2007,3,434,2,0,0,2,0,10,2
"757",2007,3,434,3,2,0,1,0,20,3
"758",2007,3,434,1,1,0,0,0,5,1
"759",2007,3,434,2,0,0,2,0,10,2
"760",2007,3,434,1,1,0,0,0,40,1
"761",2007,3,434,2,1,1,0,0,25,2
"762",2007,3,434,1,1,0,0,0,85,1
"763",2007,3,434,2,2,0,0,0,10,2
"764",2007,3,434,7,7,0,0,0,20,7
"765",2007,3,434,2,0,0,2,0,45,2
"766",2007,3,435,4,2,0,2,0,15,4
"767",2007,3,435,1,1,0,0,0,70,1
"768",2007,3,435,1,1,0,0,0,70,1
"769",2007,3,435,2,2,0,0,0,15,2
"770",2007,3,435,2,1,0,1,0,10,2
"771",2007,3,435,2,1,1,0,0,40,2
"772",2007,3,435,2,1,1,0,0,60,2
"773",2007,3,435,2,1,1,0,0,5,2
"774",2007,3,435,2,2,0,0,0,50,2
"775",2007,3,435,4,3,0,1,0,20,4
"776",2007,3,435,1,0,0,1,0,45,1
"777",2007,3,435,1,1,0,0,0,85,1
"778",2007,3,435,1,1,0,0,0,35,1
"779",2007,3,435,2,1,1,0,0,30,2
"780",2007,3,435,3,2,0,1,0,20,3
"781",2007,3,339,1,1,0,0,0,60,1
"782",2007,3,339,4,2,0,2,0,20,4
"783",2007,3,339,2,2,0,0,0,40,2
"784",2007,3,339,2,1,1,0,0,15,2
"785",2007,3,434,5,0,0,1,4,10,5
"786",2007,3,438,2,2,0,0,0,30,2
"787",2007,3,438,1,0,0,1,0,65,1
"788",2007,3,438,3,1,2,0,0,50,3
"789",2007,3,438,2,1,1,0,0,70,2
"790",2007,3,438,3,2,0,1,0,30,3
"791",2007,3,438,1,1,0,0,0,60,1
"792",2007,3,438,2,1,1,0,0,70,2
"793",2007,3,438,1,1,0,0,0,25,1
"794",2007,3,438,1,0,0,1,0,55,1
"795",2007,3,438,2,1,0,1,0,10,2
"796",2007,3,438,1,0,0,1,0,45,1
"797",2007,3,438,1,0,0,1,0,0,1
"798",2007,3,438,1,1,0,0,0,55,1
"799",2007,3,438,1,1,0,0,0,80,1
"800",2007,3,438,3,1,0,2,0,50,3
"801",2007,3,438,2,1,1,0,0,15,2
"802",2007,3,438,5,1,0,4,0,70,5
"803",2007,3,438,1,0,0,1,0,0,1
"804",2007,3,438,2,1,1,0,0,75,2
"805",2007,3,435,3,1,0,2,0,40,3
