"","word","syllables"
"2741","carillon",3
"2742","carillonneur",4
"2743","carload",2
"2744","carminative",4
"2745","carmine",2
"2746","carnage",2
"2747","carnal",2
"2748","carnality",4
"2749","carnally",3
"2750","carnation",3
"2751","carnauba",3
"2752","carnelian",3
"2753","carnival",3
"2754","carnivora",4
"2755","carnivore",3
"2756","carnivorous",4
"2757","carol",2
"2758","carom",2
"2759","carotene",3
"2760","carousal",3
"2761","carouse",2
"2762","carousel",3
"2763","carp",1
"2764","carpel",2
"2765","carpenter",3
"2766","carpet",2
"2767","carport",2
"2768","carrel",2
"2769","carriage",2
"2770","carrier",3
"2771","carrion",3
"2772","carrot",2
"2773","carry",2
"2774","cart",1
"2775","cartage",2
"2776","cartel",2
"2777","cartilage",3
"2778","cartilaginous",5
"2779","cartography",4
"2780","carton",2
"2781","cartoon",2
"2782","cartridge",2
"2783","cartwheel",2
"2784","carve",1
"2785","caryatid",4
"2786","casaba",3
"2787","cascade",2
"2788","cascara",3
"2789","case",1
"2790","casein",2
"2791","casement",2
"2792","cash",1
"2793","cashew",2
"2794","cashier",2
"2795","cashmere",2
"2796","casing",2
"2797","casino",3
"2798","cask",1
"2799","casket",2
"2800","casque",1
"2801","cassava",3
"2802","casserole",3
"2803","cassette",2
"2804","cassia",2
"2805","cassock",2
"2806","cast",1
"2807","castanets",3
"2808","castaway",3
"2809","caste",1
"2810","castellated",4
"2811","castigate",3
"2812","castigation",4
"2813","castigator",4
"2814","castle",2
"2815","castled",2
"2816","castor",2
"2817","castrate",2
"2818","castration",3
"2819","casual",3
"2820","casualty",4
"2821","casuistic",4
"2822","casuistry",4
"2823","cat",1
"2824","cataclysm",4
"2825","cataclysmic",4
"2826","catacomb",3
"2827","catalepsy",4
"2828","cataleptic",4
"2829","catalogue",3
"2830","catalpa",3
"2831","catalysis",4
"2832","catalyst",3
"2833","catamaran",4
"2834","catamount",3
"2835","catapult",3
"2836","cataract",3
"2837","catarrh",2
"2838","catastrophe",4
"2839","catastrophic",4
"2840","catbird",2
"2841","catch",1
"2842","catchy",2
"2843","catechism",4
"2844","catechumen",4
"2845","categorical",5
"2846","categorize",4
"2847","cater",2
"2848","catercorner",4
"2849","caterpillar",4
"2850","caterwaul",3
"2851","catfish",2
"2852","cathartic",3
"2853","cathedral",3
"2854","catheter",3
"2855","cathode",2
"2856","cathodic",3
"2857","catholic",3
"2858","catholicism",5
"2859","catholicity",5
"2860","catkin",2
"2861","catsup",2
"2862","cattail",2
"2863","cattle",2
"2864","catty",2
"2865","catwalk",2
"2866","caucasian",3
"2867","caucasoid",3
"2868","caucus",2
"2869","caudal",2
"2870","caught",1
"2871","cauliflower",4
"2872","caulk",1
"2873","causal",2
"2874","causality",4
"2875","causally",3
"2876","causation",3
"2877","causative",3
"2878","cause",1
"2879","causeway",2
"2880","caustic",2
"2881","cauterization",5
"2882","cauterize",3
"2883","caution",2
"2884","cautionary",4
"2885","cautious",2
"2886","cavalcade",3
"2887","cavalier",3
"2888","cavalry",3
"2889","cave",1
"2890","caveat",3
"2891","cavern",2
"2892","caviare",3
"2893","cavil",2
"2894","cavity",3
"2895","cavort",2
"2896","cavy",2
"2897","caw",1
"2898","cay",1
"2899","cayuse",2
"2900","cease",1
"2901","cecum",2
"2902","cedar",2
"2903","cede",1
"2904","ceiling",2
"2905","celandine",3
"2906","celebrate",3
"2907","celebrated",4
"2908","celebration",4
"2909","celebrity",4
"2910","celerity",4
"2911","celery",3
"2912","celestial",3
"2913","celibacy",4
"2914","cell",1
"2915","cellar",2
"2916","cellaret",3
"2917","cellist",2
"2918","cello",2
"2919","cellophane",3
"2920","cellular",3
"2921","cellulosic",4
"2922","celsius",3
"2923","celt",1
"2924","celtuce",2
"2925","cembalo",3
"2926","cement",2
"2927","cemetery",4
"2928","cenobite",3
"2929","cenobitic",4
"2930","cenotaph",3
"2931","censer",2
"2932","censor",2
"2933","censorial",4
"2934","censorious",4
"2935","censorship",3
"2936","censure",2
"2937","census",2
"2938","cent",1
"2939","centaur",2
"2940","centavo",3
"2941","centenarian",5
"2942","centenary",4
"2943","centennial",4
"2944","center",2
"2945","centesimo",4
"2947","centigrade",3
"2948","centime",2
"2949","centimeter",4
"2950","centimo",3
"2951","centipede",3
"2952","central",2
"2953","centralization",5
"2954","centralize",3
"2955","centralizer",4
"2956","centre",2
"2957","centrifugal",4
"2958","centrifuge",3
"2959","centripetal",4
"2960","centrist",2
"2961","centurion",4
"2962","century",3
"2963","cephalic",3
"2964","ceramic",3
"2965","ceramist",3
"2966","cereal",3
"2967","cerebellum",4
"2968","cerebrate",3
"2969","cerebration",4
"2970","cerebrum",3
"2971","cerecloth",2
"2972","cerement",3
"2973","ceremonial",5
"2974","ceremony",4
"2975","cerise",2
"2976","cerium",3
"2977","certain",2
"2978","certificate",4
"2979","certification",5
"2980","certify",3
"2981","certitude",3
"2982","cerulean",4
"2983","cesarian",4
"2984","cesium",3
"2985","cessation",3
"2986","cession",2
"2987","cesspool",2
"2988","chablis",2
"2989","chafe",1
"2990","chafer",2
"2991","chaff",1
"2992","chaffer",2
"2993","chaffinch",2
"2994","chagrin",2
"2995","chain",1
"2996","chair",1
"2997","chaise",1
"2998","chalcedony",4
"2999","chalet",2
"3000","chalice",2
"3001","chalk",1
"3002","chalkboard",2
"3003","challenge",2
"3004","challis",2
"3005","cham",1
"3006","chamber",2
"3007","chamberlain",3
"3008","chambray",2
"3009","chameleon",3
"3010","chamois",2
"3011","chamomile",3
"3012","champ",1
"3013","champagne",2
"3014","champion",3
"3015","chance",1
"3016","chancel",2
"3017","chancellor",3
"3018","chancellory",4
"3019","chancery",3
"3020","chancre",2
"3021","chancy",2
"3022","chandelier",3
"3023","chandler",2
"3024","change",1
"3025","changeling",2
"3026","channel",2
"3027","channelization",5
"3028","channelize",3
"3029","chant",1
"3030","chanticleer",3
"3031","chantry",2
"3032","chanty",2
"3033","chaos",2
"3034","chaotic",3
"3035","chap",1
"3037","chapbook",2
"3038","chapel",2
"3039","chaperone",3
"3040","chapfallen",3
"3041","chaplain",2
"3042","chaplet",2
"3043","chapman",2
"3044","chaps",1
"3045","chapter",2
"3046","char",1
"3047","charabanc",3
"3048","character",3
"3049","characteristic",5
"3050","characterization",6
"3051","characterize",4
"3052","charactery",4
"3053","charades",2
"3054","charcoal",2
"3055","chard",1
"3056","charge",1
"3057","charger",2
"3058","chariot",3
"3059","charioteer",4
"3060","charismatic",4
"3061","charitable",4
"3062","charity",3
"3063","charlatan",3
"3064","charm",1
"3065","charnel",2
"3066","chart",1
"3067","charter",2
"3068","chartreuse",2
"3069","charwoman",3
"3070","chary",2
"3071","chase",1
"3072","chaser",2
"3073","chasm",2
"3074","chassis",2
"3075","chaste",1
"3076","chasten",2
"3077","chastise",2
"3078","chastity",3
"3079","chasuble",3
"3080","chat",1
"3081","chateau",2
"3082","chatelaine",3
"3083","chattel",2
"3084","chatter",2
"3085","chatterbox",3
"3086","chatty",2
"3087","chauffeur",2
"3088","chaunt",1
"3089","chauvinism",4
"3090","chauvinistic",4
"3091","cheap",1
"3092","cheapen",2
"3093","cheapskate",2
"3094","cheat",1
"3095","check",1
"3096","checker",2
"3097","checkers",2
"3098","checklist",2
"3099","checkmate",2
"3100","checkpoint",2
"3101","checkroom",2
"3102","cheddar",2
"3103","cheek",1
"3104","cheeky",2
"3105","cheep",1
"3106","cheer",1
"3107","cheerful",2
"3108","cheery",2
"3109","cheese",1
"3110","chef",1
"3111","chela",2
"3112","chemical",3
"3113","chemise",2
"3114","chemist",2
"3115","chemotherapy",5
"3116","chemurgic",3
"3117","chemurgy",3
"3118","chenille",2
"3119","cheque",1
"3120","cherish",2
"3121","cheroot",2
"3122","cherry",2
"3123","chert",1
"3124","cherub",2
"3125","cherubim",3
"3126","chess",1
"3127","chest",1
"3128","chesterfield",3
"3129","chestnut",2
"3130","chevalier",3
"3131","cheviot",3
"3132","chevron",2
"3133","chew",1
"3134","chianti",3
"3135","chiao",1
"3136","chiaroscuro",5
"3137","chic",1
"3138","chicanery",4
"3139","chick",1
"3140","chickadee",3
"3141","chickenhearted",4
"3142","chickweed",2
"3143","chicory",3
"3144","chid",1
"3145","chidden",2
"3146","chide",1
"3147","chided",2
"3148","chiding",2
"3149","chief",1
"3150","chieftain",2
"3151","chiffon",2
"3152","chiffonier",3
"3153","chigger",2
"3154","chignon",2
"3155","chilblain",2
"3156","child",1
"3157","childbirth",2
"3158","childish",2
"3159","childless",2
"3160","children",2
"3161","chill",1
"3162","chimera",3
"3163","chime",1
"3164","chimney",2
"3165","chimp",1
"3166","chimpanzee",3
"3167","chin",1
"3168","china",2
"3169","chinchilla",3
"3170","chinese",2
"3171","chink",1
"3172","chino",2
"3173","chintz",1
"3174","chip",1
"3175","chipmunk",2
"3176","chipper",2
"3177","chirographic",4
"3178","chirography",4
"3179","chiropody",4
"3180","chiropractic",4
"3181","chirp",1
"3182","chisel",2
"3183","chit",1
"3184","chitchat",2
"3185","chitlins",2
"3186","chivalric",3
"3187","chivalrous",3
"3188","chive",1
"3189","chloral",2
"3190","chlordane",2
"3191","chloride",2
"3192","chlorinate",3
"3193","chlorination",4
"3194","chlorine",2
"3195","chloroform",3
"3196","chock",1
"3197","chocolate",3
"3198","choice",1
"3199","choir",1
"3200","choke",1
"3201","choler",2
"3202","cholera",3
"3203","choleric",3
"3204","cholesterol",4
"3205","chon",1
"3206","choose",1
"3207","choosey",2
"3208","chop",1
"3209","choppy",2
"3210","chops",1
"3211","chopstick",2
"3212","choral",2
"3214","chord",1
"3215","chore",1
"3216","chorea",3
"3217","choreography",5
"3218","chorister",3
"3219","chortle",2
"3220","chorus",2
"3221","chose",1
"3222","chosen",2
"3223","chow",1
"3224","chowder",2
"3225","chrism",2
"3226","christ",1
"3227","christen",2
"3228","christendom",3
"3229","christian",2
"3230","christianity",5
"3231","christianize",3
"3232","christmas",2
"3233","chromatic",3
"3234","chrome",1
"3235","chromium",3
"3236","chromo",2
"3237","chromosome",3
"3238","chronic",2
"3239","chronicle",3
"3240","chronograph",3
"3241","chronological",5
"3242","chronologist",4
"3243","chronology",4
"3244","chronometer",4
"3245","chrysalis",3
"3246","chrysanthemum",4
"3247","chrysolite",3
"3248","chub",1
"3249","chubby",2
"3250","chuck",1
"3251","chuckle",2
"3252","chug",1
"3253","chukka",2
"3254","chum",1
"3255","chummy",2
"3256","chump",1
"3257","chunk",1
"3258","church",1
"3259","churl",1
"3260","churn",1
"3261","chute",1
"3262","chutney",2
"3263","cicada",3
"3264","cicatrices",4
"3265","cicatrix",3
"3266","cicerone",4
"3267","cider",2
"3268","cigar",2
"3269","cigarette",3
"3270","cinch",1
"3271","cinchona",3
"3272","cincture",2
"3273","cinder",2
"3274","cinema",3
"3275","cinematic",4
"3276","cinematograph",5
"3277","cinnabar",3
"3278","cinnamon",3
"3279","cipher",2
"3280","circa",2
"3281","circle",2
"3282","circlet",2
"3283","circuit",2
"3284","circuitous",4
"3285","circuitry",3
"3286","circuity",4
"3287","circular",3
"3288","circularity",5
"3289","circularize",4
"3290","circulate",3
"3291","circulation",4
"3292","circulatory",5
"3293","circumambulate",5
"3294","circumcise",3
"3295","circumcision",4
"3296","circumference",4
"3297","circumflex",3
"3298","circumlocution",5
"3299","circumscribe",3
"3300","circumscription",4
"3301","circumspect",3
"3302","circumspection",4
"3303","circumstance",3
"3304","circumstantial",4
"3305","circumvent",3
"3306","circus",2
"3307","cirrus",2
"3308","cistern",2
"3309","citadel",3
"3310","citation",3
"3311","cite",1
"3312","citify",3
"3313","citizen",3
"3314","citron",2
"3315","citronella",4
"3316","citrus",2
"3317","city",2
"3318","civet",2
"3319","civic",2
"3320","civil",2
"3321","civilian",3
"3322","civility",4
"3323","civilization",5
"3324","civilize",3
"3325","clack",1
"3326","clad",1
"3327","claim",1
"3328","claimant",2
"3329","clairvoyant",3
"3330","clam",1
"3331","clamber",2
"3332","clammy",2
"3333","clamor",2
"3334","clamp",1
"3335","clan",1
"3336","clandestine",3
"3337","clang",1
"3338","clangor",2
"3339","clank",1
"3340","clap",1
"3341","clapboard",2
"3342","clapper",2
"3343","claptrap",2
"3344","claque",1
"3345","claret",2
"3346","clarification",5
"3347","clarify",3
"3348","clarinet",3
"3349","clarion",3
"3350","clarity",3
"3351","clash",1
"3352","clasp",1
"3353","class",1
"3354","classic",2
"3355","classical",3
"3356","classicism",4
"3357","classification",5
"3358","classified",3
"3359","classmate",2
"3360","clatter",2
"3361","clause",1
"3362","claustrophobia",5
"3363","clavichord",3
"3364","clavicle",3
"3365","clavier",2
"3366","claw",1
"3367","clay",1
"3368","clean",1
"3369","cleanly",2
"3371","cleanse",1
"3372","clear",1
"3373","clearance",2
"3374","clearing",2
"3375","clearstory",3
"3376","cleat",1
"3377","cleavage",2
"3378","cleave",1
"3379","clef",1
"3380","cleft",1
"3381","clematis",3
"3382","clemency",3
"3383","clench",1
"3384","clergy",2
"3385","cleric",2
"3386","clerical",3
"3387","clerk",1
"3388","clever",2
"3389","clew",1
"3390","cliche",2
"3391","click",1
"3392","client",2
"3393","clientele",3
"3394","cliff",1
"3395","climactic",3
"3396","climate",2
"3397","climatic",3
"3398","climax",2
"3399","climb",1
"3400","clime",1
"3401","clinch",1
"3402","cling",1
"3403","clinic",2
"3404","clinical",3
"3405","clink",1
"3406","clinker",2
"3407","clip",1
"3408","clipboard",2
"3409","clique",1
"3410","cloak",1
"3411","cloche",1
"3412","clock",1
"3413","clod",1
"3414","clog",1
"3415","cloisonne",3
"3416","cloister",2
"3417","clop",1
"3418","close",1
"3420","closefisted",3
"3421","closet",2
"3422","closure",2
"3423","clot",1
"3424","cloth",1
"3425","clothe",1
"3426","clothes",1
"3427","clothier",2
"3428","clothing",2
"3429","cloture",2
"3430","cloud",1
"3431","clout",1
"3432","clove",1
"3433","cloven",2
"3434","clover",2
"3435","clown",1
"3436","cloy",1
"3437","club",1
"3438","cluck",1
"3439","clue",1
"3440","clump",1
"3441","clumsy",2
"3442","clung",1
"3443","cluster",2
"3444","clutch",1
"3445","clutter",2
"3446","coach",1
"3447","coadjutor",4
"3448","coagulant",4
"3449","coal",1
"3450","coalesce",3
"3451","coalescence",4
"3452","coalfield",2
"3453","coalition",4
"3454","coarse",1
"3455","coarsen",2
"3456","coast",1
"3457","coastline",2
"3458","coat",1
"3459","coauthor",3
"3460","coax",1
"3461","coaxial",4
"3462","cob",1
"3463","cobalt",2
"3464","cobble",2
"3465","cobbler",2
"3466","cobblestone",3
"3467","cobra",2
"3468","cobweb",2
"3469","coca",2
"3470","cocaine",2
"3471","cochineal",3
"3472","cochlea",3
"3473","cock",1
"3474","cockade",2
"3475","cockatiel",3
"3476","cockatoo",3
"3477","cockatrice",3
"3478","cockcrow",2
"3479","cockerel",3
"3480","cockeye",2
"3481","cockle",2
"3482","cockney",2
"3483","cocky",2
"3484","coco",2
"3485","cocoa",2
"3486","coconut",3
"3487","cocoon",2
"3488","cod",1
"3489","coda",2
"3490","coddle",2
"3491","code",1
"3492","codeine",2
"3493","codex",2
"3494","codfish",2
"3495","codger",2
"3496","codices",3
"3497","codicil",3
"3498","codify",3
"3499","codling",2
"3500","coeducation",5
"3501","coefficient",4
"3502","coequal",3
"3503","coequality",5
"3504","coequally",4
"3505","coerce",2
"3506","coeval",3
"3507","coexist",3
"3508","coextensive",4
"3509","coffee",2
"3510","coffer",2
"3511","coffin",2
"3512","cog",1
"3513","cogent",2
"3514","cogitate",3
"3515","cogitation",4
"3516","cognac",2
"3517","cognate",2
"3518","cognition",3
"3519","cognitive",3
"3520","cognizance",3
"3521","cognomen",3
"3522","cogwheel",2
"3523","cohabit",3
"3524","coheir",2
"3525","cohere",2
"3526","cohort",2
"3527","coif",1
"3528","coiffeur",2
"3529","coiffure",2
"3530","coil",1
"3531","coin",1
"3532","coincide",3
"3533","coincidence",4
"3534","coincident",4
"3535","coitus",3
"3536","coke",1
"3537","cola",2
"3538","colander",3
"3539","cold",1
"3540","coleslaw",2
"3541","colic",2
"3542","coliseum",4
"3543","collaborate",4
"3544","collage",2
"3545","collapse",2
"3546","collar",2
"3547","collard",2
"3548","collate",2
"3549","collateral",4
"3550","collation",3
"3551","colleague",2
"3552","collect",2
"3554","collected",3
"3555","collective",3
"3556","colleen",2
"3557","college",2
"3558","collegian",3
"3559","collegiate",3
"3560","collide",2
"3561","collie",2
"3562","collier",2
"3563","collocation",4
"3564","collodion",4
"3565","colloid",2
"3566","colloidal",3
"3567","colloquial",4
"3568","colloquium",4
"3569","colloquy",3
"3570","collusion",3
"3571","cologne",2
"3572","colon",2
"3574","colonel",2
"3575","colonial",4
"3576","colonist",3
"3577","colonization",5
"3578","colonizer",4
"3579","colonnade",3
"3580","colony",3
"3581","color",2
"3582","coloration",4
"3583","coloratura",5
"3584","colored",2
"3585","colorfast",3
"3586","colossal",3
"3587","colossus",3
"3588","colporteur",3
"3589","colt",1
"3590","columbine",3
"3591","column",2
"3592","columnar",3
"3593","columnist",3
"3594","coma",2
"3595","comb",1
"3596","combat",2
"3598","combatant",3
"3599","combative",3
"3600","comber",2
"3601","combination",4
"3602","combine",2
"3604","combings",2
"3605","combo",2
"3606","combustible",4
"3607","come",1
"3608","comeback",2
"3609","comedian",4
"3610","comedown",2
"3611","comedy",3
"3612","comely",2
"3613","comestible",4
"3614","comet",2
"3615","comeuppance",3
"3616","comfit",2
"3617","comfort",2
"3618","comfortable",3
"3619","comforter",3
"3620","comic",2
"3621","coming",2
"3622","comity",3
"3623","comma",2
"3624","command",2
"3625","commandant",3
"3626","commandeer",3
"3627","commander",3
"3628","commandment",3
"3629","commando",3
"3630","commemorate",4
"3631","commence",2
"3632","commend",2
"3633","commendation",4
"3634","commensurate",4
"3635","comment",2
"3636","commentary",4
"3637","commerce",2
"3638","commercial",3
"3639","commination",4
"3640","comminatory",5
"3641","commingle",3
"3642","commiserate",4
"3643","commissar",3
"3644","commissariat",5
"3645","commissary",4
"3646","commission",3
"3647","commit",2
"3648","committee",3
"3649","commode",2
"3650","commodore",3
"3651","common",2
"3652","commonplace",3
"3653","commotion",3
"3654","communal",3
"3655","commune",2
"3657","communicable",5
"3658","communicate",4
"3659","communion",3
"3660","communique",4
"3661","communism",4
"3662","communistic",4
"3663","community",4
"3664","commutation",4
"3665","commutator",4
"3666","commute",2
"3667","compact",2
"3669","companion",3
"3670","company",3
"3671","comparable",4
"3672","comparative",4
"3673","compare",2
"3674","compass",2
"3675","compassion",3
"3676","compatible",4
"3677","compatriot",4
"3678","compeer",2
"3679","compel",2
"3680","compendium",4
"3681","compensate",3
"3682","compensation",4
"3683","compensatory",5
"3684","compete",2
"3685","competence",3
"3686","competition",4
"3687","competitive",4
"3688","competitor",4
"3689","compilation",4
"3690","compile",2
"3691","compiler",3
"3692","complacence",3
"3693","complain",2
"3694","complaisance",3
"3695","complement",3
"3697","complementary",5
"3698","complete",2
"3699","complex",2
"3701","complexion",3
"3702","complexity",4
"3703","compliance",3
"3704","complicate",3
"3705","complication",4
"3706","complicity",4
"3707","compliment",3
"3708","complimentary",5
"3709","comply",2
"3710","component",3
"3711","comport",2
"3712","compose",2
"3713","composite",3
"3714","composition",4
"3715","compositor",4
"3716","compost",2
"3717","composure",3
"3718","compote",2
"3719","compound",2
"3721","comprehend",3
"3722","compress",2
"3724","comprise",2
"3725","compromise",3
"3726","comptroller",3
"3727","compulsion",3
"3728","compunction",3
"3729","computation",4
"3730","compute",2
"3731","computer",3
"3732","comrade",2
"3733","con",1
"3734","concatenation",5
"3735","concave",2
"3736","concavity",4
"3737","conceal",2
"3738","concede",2
"3739","conceit",2
"3740","conceive",2
"3741","concentrate",3
"3742","concentration",4
"3743","concentric",3
"3744","concept",2
"3745","conception",3
"3746","conceptual",4
"3747","concern",2
"3748","concert",2
"3750","concerted",3
"3751","concertina",4
"3752","concertmaster",4
"3753","concerto",3
"3754","concession",3
"3755","conch",1
"3756","conches",2
"3757","conchs",1
"3758","conciliate",4
"3759","concise",2
"3760","conclave",2
"3761","conclude",2
"3762","conclusion",3
"3763","concoct",2
"3764","concord",2
"3765","concordance",3
"3766","concordat",3
"3767","concourse",2
"3768","concrescence",3
"3769","concrete",2
"3771","concretion",3
"3772","concubinage",4
"3773","concubine",3
"3774","concupiscence",4
"3775","concur",2
"3776","concussion",3
"3777","condemn",2
"3778","condemnation",4
"3779","condemnatory",5
"3780","condensation",4
"3781","condense",2
"3782","condenser",3
"3783","condescend",3
"3784","condign",2
"3785","condiment",3
"3786","condition",3
"3787","condole",2
"3788","condolence",3
"3789","condominium",5
"3790","condonation",4
"3791","condone",2
"3792","condor",2
"3793","conduce",2
"3794","conduct",2
"3796","conductive",3
"3797","conductivity",5
"3798","conductor",3
"3799","conduit",3
"3800","cone",1
"3801","conestoga",4
"3802","coney",2
"3803","confabulation",5
"3804","confection",3
"3805","confederacy",5
"3806","confederate",4
"3807","confer",2
"3808","conferee",3
"3809","conference",3
"3810","confess",2
"3811","confessor",3
"3812","confetti",3
"3813","confidant",3
"3814","confide",2
"3815","confidence",3
"3816","confidential",4
"3817","configuration",5
"3818","confine",2
"3819","confirm",2
"3820","confirmation",4
"3821","confiscate",3
"3822","confiscation",4
"3823","confiscatory",5
"3824","conflagration",4
"3825","conflict",2
"3827","confluence",3
"3828","conflux",2
"3829","conform",2
"3830","conformation",4
"3831","conformity",4
"3832","confound",2
"3833","confraternity",5
"3834","confront",2
"3835","confucianism",5
"3836","confuse",2
"3837","confutation",4
"3838","confute",2
"3839","conga",2
"3840","congeal",2
"3841","congener",3
"3842","congenial",3
"3843","congenital",4
"3844","congeries",3
"3845","congest",2
"3846","conglomerate",4
"3847","congratulate",4
"3848","congregate",3
"3849","congregation",4
"3850","congress",2
"3851","congressional",4
"3852","congressman",3
"3853","congruence",3
"3854","congruity",4
"3855","congruous",3
"3856","conic",2
"3857","conifer",3
"3858","coniferous",4
"3859","conjecture",3
"3860","conjoin",2
"3861","conjugal",3
"3862","conjugate",3
"3863","conjugation",4
"3864","conjunct",2
"3865","conjunction",3
"3866","conjuration",4
"3867","conjure",2
"3868","conk",1
"3869","connect",2
"3870","conniption",3
"3871","connive",2
"3872","connoisseur",3
"3873","connotation",4
"3874","connotative",4
"3875","connote",2
"3876","connubial",4
"3877","conquer",2
"3878","conquest",2
"3879","conquistador",4
"3880","consanguinity",5
"3881","conscience",2
"3882","conscientious",4
"3883","conscious",2
"3884","conscript",2
"3886","conscription",3
"3887","consecrate",3
"3888","consecration",4
"3889","consecutive",4
"3890","consensus",3
"3891","consent",2
"3892","consequence",3
"3893","consequential",4
"3894","conservation",4
"3895","conservatism",5
"3896","conservator",4
"3897","conservatory",5
"3898","conserve",2
"3900","consider",3
"3901","consign",2
"3902","consignee",3
"3903","consignment",3
"3904","consist",2
"3905","consistory",4
"3906","consolation",4
"3907","consolatory",5
"3908","console",2
"3910","consolidate",4
"3911","consomme",3
"3912","consonance",3
"3913","consonantal",4
"3914","consort",2
"3916","conspectus",3
"3917","conspicuous",4
"3918","conspiracy",4
"3919","constable",3
"3920","constabulary",5
"3921","constancy",3
"3922","constellation",4
"3923","consternation",4
"3924","constipate",3
"3925","constipation",4
"3926","constituency",5
"3927","constitute",3
"3928","constitution",4
"3929","constitutive",4
"3930","constrain",2
"3931","constrict",2
"3932","construct",2
"3933","construction",3
"3934","construe",2
"3935","consubstantiation",6
"3936","consul",2
"3937","consult",2
"3938","consultation",4
"3939","consume",2
"3940","consummate",3
"3942","consummation",4
"3943","consumption",3
"3944","contact",2
"3945","contagion",3
"3946","contain",2
"3947","contaminant",4
"3948","contaminate",4
"3949","contemn",2
"3950","contemplate",3
"3951","contemplation",4
"3952","contemplative",4
"3953","contemporaneous",6
"3954","contemporary",5
"3955","contempt",2
"3956","contemptuous",4
"3957","contend",2
"3958","content",2
"3960","contented",3
"3961","contention",3
"3962","contentment",3
"3963","conterminous",4
"3964","contest",2
"3966","context",2
"3967","contiguity",5
"3968","contiguous",4
"3969","continence",3
"3970","continent",3
"3971","continental",4
"3972","contingency",4
"3973","continual",4
"3974","continuation",5
"3975","continue",3
"3976","continuity",5
"3977","continuous",4
"3978","contort",2
"3979","contour",2
"3980","contraband",3
"3981","contraception",4
"3982","contract",2
"3984","contractile",3
"3985","contractility",5
"3986","contraction",3
"3987","contractor",3
"3988","contractual",4
"3989","contradict",3
"3990","contrail",2
"3991","contralto",3
"3992","contraption",3
"3993","contrapuntal",4
"3994","contrariety",5
"3995","contrarily",4
"3996","contrariwise",4
"3997","contrary",3
"3998","contrast",2
"4000","contravene",3
"4001","contribute",3
"4002","contribution",4
"4003","contributor",4
"4004","contrite",2
"4005","contrition",3
"4006","contrivance",3
"4007","contrive",2
"4008","control",2
"4009","controversial",4
"4010","controversy",4
"4011","controvert",3
"4012","contumacious",4
"4013","contumacy",4
"4014","contumelious",5
"4015","contumely",4
"4016","contusion",3
"4017","conundrum",3
"4018","conurbation",4
"4019","convalesce",3
"4020","convection",3
"4021","convene",2
"4022","convenience",3
"4023","convent",2
"4024","conventicle",4
"4025","convention",3
"4026","conventual",4
"4027","converge",2
"4028","conversant",3
"4029","conversation",4
"4030","converse",2
"4032","conversion",3
"4033","convert",2
"4035","convertible",4
"4036","convex",2
"4037","convexity",4
"4038","convey",2
"4039","convict",2
"4041","conviction",3
"4042","convince",2
"4043","convivial",3
"4044","convocation",4
"4045","convoke",2
"4046","convoluted",4
"4047","convolution",4
"4048","convoy",2
"4049","convulse",2
"4050","convulsion",3
"4051","coo",1
"4052","cook",1
"4053","cookery",3
"4054","cooky",2
"4055","cool",1
"4056","coolant",2
"4057","coolie",2
"4058","coolly",2
"4059","coon",1
"4060","coop",1
"4061","cooper",2
"4062","cooperate",4
"4063","cooperative",5
"4064","coordinate",4
"4065","coot",1
"4066","cootie",2
"4067","cop",1
"4068","copartner",3
"4069","cope",1
"4070","copilot",3
"4071","coping",2
"4072","copious",3
"4073","copper",2
"4074","copperas",3
"4075","copperhead",3
"4076","coppice",2
"4077","copra",2
"4078","copse",1
"4079","copula",3
"4080","copulate",3
"4081","copulation",4
"4082","copy",2
"4083","coquetry",3
"4084","coquette",2
"4085","coracle",3
"4086","coral",2
"4087","corbel",2
"4088","cord",1
"4089","cordial",2
"4090","cordiality",5
"4091","cordially",3
"4092","cordillera",4
"4093","cordoba",3
"4094","cordon",2
"4095","cordovan",3
"4096","corduroy",3
"4097","cordwainer",3
"4098","core",1
"4099","corespondent",4
"4100","cork",1
"4101","cormorant",3
"4102","corn",1
"4103","cornea",3
"4104","corner",2
"4105","cornet",2
"4106","cornflower",3
"4107","cornice",2
"4108","cornmeal",2
"4109","cornucopia",5
"4110","corny",2
"4111","corolla",3
"4112","corollary",4
"4113","corona",3
"4114","coronal",3
"4115","coronary",4
"4116","coronation",4
"4117","coroner",3
"4118","coronet",3
"4119","corporal",3
"4120","corporate",3
"4121","corporation",4
"4122","corporeal",4
"4123","corps",1
"4125","corpse",1
"4126","corpulence",3
"4127","corpus",2
"4128","corpuscle",3
"4129","corral",2
"4130","correct",2
"4131","correlate",3
"4132","correlation",4
"4133","correlative",4
"4134","correspond",3
"4135","corridor",3
"4136","corrigendum",4
"4137","corroborate",4
"4138","corrode",2
"4139","corrugate",3
"4140","corrugation",4
"4141","corrupt",2
"4142","corsage",2
"4143","corsair",2
"4144","corset",2
"4145","cortege",2
"4146","cortex",2
"4147","cortical",3
"4148","cortices",3
"4149","cortisone",3
"4150","corundum",3
"4151","coruscate",3
"4152","coruscation",4
"4153","corvette",2
"4154","coryza",3
"4155","cosignatory",5
"4156","cosmetic",3
"4157","cosmetologist",5
"4158","cosmic",2
"4159","cosmogony",4
"4160","cosmological",5
"4161","cosmonaut",3
"4162","cosmopolitan",5
"4163","cosmos",2
"4164","cossack",2
"4165","cost",1
