"","name","per.freq","cum.freq","rank","gender","gender2","pred.sex"
"1042","ROCIO",0.008,82.186,1042,"F","F","F"
"1043","KAITLYN",0.008,82.194,1043,"F","F","F"
"1044","JESSE",0.008,82.202,1044,"F","B","M"
"1045","EDYTHE",0.008,82.209,1045,"F","F","F"
"1046","ASHLEIGH",0.008,82.217,1046,"F","F","F"
"1047","SELINA",0.008,82.225,1047,"F","F","F"
"1048","LAKESHA",0.008,82.232,1048,"F","F","F"
"1049","GERI",0.008,82.24,1049,"F","F","F"
"1050","ALLENE",0.008,82.248,1050,"F","F","F"
"1051","PAMALA",0.008,82.255,1051,"F","F","F"
"1052","MICHAELA",0.008,82.263,1052,"F","F","F"
"1053","DAYNA",0.008,82.27,1053,"F","F","F"
"1054","CARYN",0.008,82.278,1054,"F","F","F"
"1055","ROSALIA",0.008,82.286,1055,"F","F","F"
"1056","SUN",0.007,82.293,1056,"F","F","F"
"1057","JACQULINE",0.007,82.301,1057,"F","F","F"
"1058","REBECA",0.007,82.308,1058,"F","F","F"
"1059","MARYBETH",0.007,82.315,1059,"F","F","F"
"1060","KRYSTLE",0.007,82.323,1060,"F","F","F"
"1061","IOLA",0.007,82.33,1061,"F","F","F"
"1062","DOTTIE",0.007,82.338,1062,"F","F","F"
"1063","BENNIE",0.007,82.345,1063,"F","B","M"
"1064","BELLE",0.007,82.353,1064,"F","F","F"
"1065","AUBREY",0.007,82.36,1065,"F","B","M"
"1066","GRISELDA",0.007,82.367,1066,"F","F","F"
"1067","ERNESTINA",0.007,82.375,1067,"F","F","F"
"1068","ELIDA",0.007,82.382,1068,"F","F","F"
"1069","ADRIANNE",0.007,82.39,1069,"F","F","F"
"1070","DEMETRIA",0.007,82.397,1070,"F","F","F"
"1071","DELMA",0.007,82.404,1071,"F","F","F"
"1072","CHONG",0.007,82.412,1072,"F","B","F"
"1073","JAQUELINE",0.007,82.419,1073,"F","F","F"
"1074","DESTINY",0.007,82.427,1074,"F","F","F"
"1075","ARLEEN",0.007,82.434,1075,"F","F","F"
"1076","VIRGINA",0.007,82.441,1076,"F","F","F"
"1077","RETHA",0.007,82.448,1077,"F","F","F"
"1078","FATIMA",0.007,82.456,1078,"F","F","F"
"1079","TILLIE",0.007,82.463,1079,"F","F","F"
"1080","ELEANORE",0.007,82.47,1080,"F","F","F"
"1081","CARI",0.007,82.478,1081,"F","F","F"
"1082","TREVA",0.007,82.485,1082,"F","F","F"
"1083","BIRDIE",0.007,82.492,1083,"F","F","F"
"1084","WILHELMINA",0.007,82.499,1084,"F","F","F"
"1085","ROSALEE",0.007,82.506,1085,"F","F","F"
"1086","MAURINE",0.007,82.514,1086,"F","F","F"
"1087","LATRICE",0.007,82.521,1087,"F","F","F"
"1088","YONG",0.007,82.528,1088,"F","B","F"
"1089","JENA",0.007,82.535,1089,"F","F","F"
"1090","TARYN",0.007,82.542,1090,"F","F","F"
"1091","ELIA",0.007,82.549,1091,"F","F","F"
"1092","DEBBY",0.007,82.556,1092,"F","F","F"
"1093","MAUDIE",0.007,82.564,1093,"F","F","F"
"1094","JEANNA",0.007,82.571,1094,"F","F","F"
"1095","DELILAH",0.007,82.578,1095,"F","F","F"
"1096","CATRINA",0.007,82.585,1096,"F","F","F"
"1097","SHONDA",0.007,82.592,1097,"F","F","F"
"1098","HORTENCIA",0.007,82.599,1098,"F","F","F"
"1099","THEODORA",0.007,82.606,1099,"F","F","F"
"1100","TERESITA",0.007,82.613,1100,"F","F","F"
"1101","ROBBIN",0.007,82.62,1101,"F","F","F"
"1102","DANETTE",0.007,82.627,1102,"F","F","F"
"1103","MARYJANE",0.007,82.634,1103,"F","F","F"
"1104","FREDDIE",0.007,82.641,1104,"F","B","M"
"1105","DELPHINE",0.007,82.648,1105,"F","F","F"
"1106","BRIANNE",0.007,82.655,1106,"F","F","F"
"1107","NILDA",0.007,82.662,1107,"F","F","F"
"1108","DANNA",0.007,82.669,1108,"F","F","F"
"1109","CINDI",0.007,82.676,1109,"F","F","F"
"1110","BESS",0.007,82.683,1110,"F","F","F"
"1111","IONA",0.007,82.69,1111,"F","F","F"
"1112","HANNA",0.007,82.697,1112,"F","F","F"
"1113","ARIEL",0.007,82.704,1113,"F","B","F"
"1114","WINONA",0.007,82.711,1114,"F","F","F"
"1115","VIDA",0.007,82.718,1115,"F","F","F"
"1116","ROSITA",0.007,82.725,1116,"F","F","F"
"1117","MARIANNA",0.007,82.731,1117,"F","F","F"
"1118","WILLIAM",0.007,82.738,1118,"F","B","M"
"1119","RACHEAL",0.007,82.745,1119,"F","F","F"
"1120","GUILLERMINA",0.007,82.752,1120,"F","F","F"
"1121","ELOISA",0.007,82.759,1121,"F","F","F"
"1122","CELESTINE",0.007,82.766,1122,"F","F","F"
"1123","CAREN",0.007,82.773,1123,"F","F","F"
"1124","MALISSA",0.007,82.78,1124,"F","F","F"
"1125","LONA",0.007,82.786,1125,"F","F","F"
"1126","CHANTEL",0.007,82.793,1126,"F","F","F"
"1127","SHELLIE",0.007,82.8,1127,"F","F","F"
"1128","MARISELA",0.007,82.807,1128,"F","F","F"
"1129","LEORA",0.007,82.814,1129,"F","F","F"
"1130","AGATHA",0.007,82.82,1130,"F","F","F"
"1131","SOLEDAD",0.007,82.827,1131,"F","F","F"
"1132","MIGDALIA",0.007,82.834,1132,"F","F","F"
"1133","IVETTE",0.007,82.84,1133,"F","F","F"
"1134","CHRISTEN",0.007,82.847,1134,"F","F","F"
"1135","ATHENA",0.007,82.854,1135,"F","F","F"
"1136","JANEL",0.007,82.861,1136,"F","F","F"
"1137","CHLOE",0.007,82.867,1137,"F","F","F"
"1138","VEDA",0.007,82.874,1138,"F","F","F"
"1139","PATTIE",0.007,82.881,1139,"F","F","F"
"1140","TESSIE",0.007,82.887,1140,"F","F","F"
"1141","TERA",0.007,82.894,1141,"F","F","F"
"1142","MARILYNN",0.007,82.901,1142,"F","F","F"
"1143","LUCRETIA",0.007,82.907,1143,"F","F","F"
"1144","KARRIE",0.007,82.914,1144,"F","F","F"
"1145","DINAH",0.007,82.92,1145,"F","F","F"
"1146","DANIELA",0.007,82.927,1146,"F","F","F"
"1147","ALECIA",0.007,82.934,1147,"F","F","F"
"1148","ADELINA",0.007,82.94,1148,"F","F","F"
"1149","VERNICE",0.007,82.947,1149,"F","F","F"
"1150","SHIELA",0.007,82.953,1150,"F","F","F"
"1151","PORTIA",0.007,82.96,1151,"F","F","F"
"1152","MERRY",0.007,82.967,1152,"F","F","F"
"1153","LASHAWN",0.007,82.973,1153,"F","F","F"
"1154","DEVON",0.007,82.98,1154,"F","B","M"
"1155","DARA",0.007,82.986,1155,"F","F","F"
"1156","TAWANA",0.007,82.993,1156,"F","F","F"
"1157","OMA",0.007,82.999,1157,"F","F","F"
"1158","VERDA",0.007,83.006,1158,"F","F","F"
"1159","CHRISTIN",0.007,83.012,1159,"F","F","F"
"1160","ALENE",0.007,83.019,1160,"F","F","F"
"1161","ZELLA",0.006,83.025,1161,"F","F","F"
"1162","SANDI",0.006,83.032,1162,"F","F","F"
"1163","RAFAELA",0.006,83.038,1163,"F","F","F"
"1164","MAYA",0.006,83.045,1164,"F","F","F"
"1165","KIRA",0.006,83.051,1165,"F","F","F"
"1166","CANDIDA",0.006,83.058,1166,"F","F","F"
"1167","ALVINA",0.006,83.064,1167,"F","F","F"
"1168","SUZAN",0.006,83.071,1168,"F","F","F"
"1169","SHAYLA",0.006,83.077,1169,"F","F","F"
"1170","LYN",0.006,83.083,1170,"F","F","F"
"1171","LETTIE",0.006,83.09,1171,"F","F","F"
"1172","ALVA",0.006,83.096,1172,"F","B","M"
"1173","SAMATHA",0.006,83.103,1173,"F","F","F"
"1174","ORALIA",0.006,83.109,1174,"F","F","F"
"1175","MATILDE",0.006,83.115,1175,"F","F","F"
"1176","MADONNA",0.006,83.122,1176,"F","F","F"
"1177","LARISSA",0.006,83.128,1177,"F","F","F"
"1178","VESTA",0.006,83.134,1178,"F","F","F"
"1179","RENITA",0.006,83.141,1179,"F","F","F"
"1180","INDIA",0.006,83.147,1180,"F","F","F"
"1181","DELOIS",0.006,83.153,1181,"F","F","F"
"1182","SHANDA",0.006,83.159,1182,"F","F","F"
"1183","PHILLIS",0.006,83.166,1183,"F","F","F"
"1184","LORRI",0.006,83.172,1184,"F","F","F"
"1185","ERLINDA",0.006,83.178,1185,"F","F","F"
"1186","CRUZ",0.006,83.185,1186,"F","B","M"
"1187","CATHRINE",0.006,83.191,1187,"F","F","F"
"1188","BARB",0.006,83.197,1188,"F","F","F"
"1189","ZOE",0.006,83.203,1189,"F","F","F"
"1190","ISABELL",0.006,83.21,1190,"F","F","F"
"1191","IONE",0.006,83.216,1191,"F","F","F"
"1192","GISELA",0.006,83.222,1192,"F","F","F"
"1193","CHARLIE",0.006,83.228,1193,"F","B","M"
"1194","VALENCIA",0.006,83.235,1194,"F","F","F"
"1195","ROXANNA",0.006,83.241,1195,"F","F","F"
"1196","MAYME",0.006,83.247,1196,"F","F","F"
"1197","KISHA",0.006,83.253,1197,"F","F","F"
"1198","ELLIE",0.006,83.259,1198,"F","F","F"
"1199","MELLISSA",0.006,83.266,1199,"F","F","F"
"1200","DORRIS",0.006,83.272,1200,"F","F","F"
"1201","DALIA",0.006,83.278,1201,"F","F","F"
"1202","BELLA",0.006,83.284,1202,"F","F","F"
"1203","ANNETTA",0.006,83.29,1203,"F","F","F"
"1204","ZOILA",0.006,83.296,1204,"F","F","F"
"1205","RETA",0.006,83.302,1205,"F","F","F"
"1206","REINA",0.006,83.308,1206,"F","F","F"
"1207","LAURETTA",0.006,83.315,1207,"F","F","F"
"1208","KYLIE",0.006,83.321,1208,"F","F","F"
"1209","CHRISTAL",0.006,83.327,1209,"F","F","F"
"1210","PILAR",0.006,83.333,1210,"F","F","F"
"1211","CHARLA",0.006,83.339,1211,"F","F","F"
"1212","ELISSA",0.006,83.345,1212,"F","F","F"
"1213","TIFFANI",0.006,83.351,1213,"F","F","F"
"1214","TANA",0.006,83.357,1214,"F","F","F"
"1215","PAULINA",0.006,83.363,1215,"F","F","F"
"1216","LEOTA",0.006,83.369,1216,"F","F","F"
"1217","BREANNA",0.006,83.375,1217,"F","F","F"
"1218","JAYME",0.006,83.381,1218,"F","F","F"
"1219","CARMEL",0.006,83.387,1219,"F","F","F"
"1220","VERNELL",0.006,83.393,1220,"F","F","F"
"1221","TOMASA",0.006,83.399,1221,"F","F","F"
"1222","MANDI",0.006,83.405,1222,"F","F","F"
"1223","DOMINGA",0.006,83.411,1223,"F","F","F"
"1224","SANTA",0.006,83.417,1224,"F","F","F"
"1225","MELODIE",0.006,83.423,1225,"F","F","F"
"1226","LURA",0.006,83.429,1226,"F","F","F"
"1227","ALEXA",0.006,83.435,1227,"F","F","F"
"1228","TAMELA",0.006,83.441,1228,"F","F","F"
"1229","RYAN",0.006,83.447,1229,"F","B","M"
"1230","MIRNA",0.006,83.453,1230,"F","F","F"
"1231","KERRIE",0.006,83.458,1231,"F","F","F"
"1232","VENUS",0.006,83.464,1232,"F","F","F"
"1233","NOEL",0.006,83.47,1233,"F","B","M"
"1234","FELICITA",0.006,83.476,1234,"F","F","F"
"1235","CRISTY",0.006,83.482,1235,"F","F","F"
"1236","CARMELITA",0.006,83.488,1236,"F","F","F"
"1237","BERNIECE",0.006,83.494,1237,"F","F","F"
"1238","ANNEMARIE",0.006,83.5,1238,"F","F","F"
"1239","TIARA",0.006,83.505,1239,"F","F","F"
"1240","ROSEANNE",0.006,83.511,1240,"F","F","F"
"1241","MISSY",0.006,83.517,1241,"F","F","F"
"1242","CORI",0.006,83.523,1242,"F","F","F"
"1243","ROXANA",0.006,83.529,1243,"F","F","F"
"1244","PRICILLA",0.006,83.535,1244,"F","F","F"
"1245","KRISTAL",0.006,83.54,1245,"F","F","F"
"1246","JUNG",0.006,83.546,1246,"F","F","F"
"1247","ELYSE",0.006,83.552,1247,"F","F","F"
"1248","HAYDEE",0.006,83.558,1248,"F","F","F"
"1249","ALETHA",0.006,83.564,1249,"F","F","F"
"1250","BETTINA",0.006,83.569,1250,"F","F","F"
"1251","MARGE",0.006,83.575,1251,"F","F","F"
"1252","GILLIAN",0.006,83.581,1252,"F","F","F"
"1253","FILOMENA",0.006,83.586,1253,"F","F","F"
"1254","CHARLES",0.006,83.592,1254,"F","B","M"
"1255","ZENAIDA",0.006,83.598,1255,"F","F","F"
"1256","HARRIETTE",0.006,83.603,1256,"F","F","F"
"1257","CARIDAD",0.006,83.609,1257,"F","F","F"
"1258","VADA",0.006,83.615,1258,"F","F","F"
"1259","UNA",0.006,83.62,1259,"F","F","F"
"1260","ARETHA",0.006,83.626,1260,"F","F","F"
"1261","PEARLINE",0.006,83.632,1261,"F","F","F"
"1262","MARJORY",0.006,83.637,1262,"F","F","F"
"1263","MARCELA",0.006,83.643,1263,"F","F","F"
"1264","FLOR",0.006,83.648,1264,"F","F","F"
"1265","EVETTE",0.006,83.654,1265,"F","F","F"
"1266","ELOUISE",0.006,83.659,1266,"F","F","F"
"1267","ALINA",0.006,83.665,1267,"F","F","F"
"1268","TRINIDAD",0.006,83.671,1268,"F","B","F"
"1269","DAVID",0.006,83.676,1269,"F","B","M"
"1270","DAMARIS",0.006,83.682,1270,"F","F","F"
"1271","CATHARINE",0.006,83.687,1271,"F","F","F"
"1272","CARROLL",0.006,83.693,1272,"F","B","M"
"1273","BELVA",0.006,83.698,1273,"F","F","F"
"1274","NAKIA",0.005,83.704,1274,"F","F","F"
"1275","MARLENA",0.005,83.709,1275,"F","F","F"
"1276","LUANNE",0.005,83.715,1276,"F","F","F"
"1277","LORINE",0.005,83.72,1277,"F","F","F"
"1278","KARON",0.005,83.726,1278,"F","F","F"
"1279","DORENE",0.005,83.731,1279,"F","F","F"
"1280","DANITA",0.005,83.737,1280,"F","F","F"
"1281","BRENNA",0.005,83.742,1281,"F","F","F"
"1282","TATIANA",0.005,83.748,1282,"F","F","F"
"1283","SAMMIE",0.005,83.753,1283,"F","B","M"
"1284","LOUANN",0.005,83.759,1284,"F","F","F"
"1285","LOREN",0.005,83.764,1285,"F","B","M"
"1286","JULIANNA",0.005,83.77,1286,"F","F","F"
"1287","ANDRIA",0.005,83.775,1287,"F","F","F"
"1288","PHILOMENA",0.005,83.78,1288,"F","F","F"
"1289","LUCILA",0.005,83.786,1289,"F","F","F"
"1290","LEONORA",0.005,83.791,1290,"F","F","F"
"1291","DOVIE",0.005,83.797,1291,"F","F","F"
"1292","ROMONA",0.005,83.802,1292,"F","F","F"
"1293","MIMI",0.005,83.808,1293,"F","F","F"
"1294","JACQUELIN",0.005,83.813,1294,"F","F","F"
"1295","GAYE",0.005,83.818,1295,"F","F","F"
"1296","TONJA",0.005,83.824,1296,"F","F","F"
"1297","MISTI",0.005,83.829,1297,"F","F","F"
"1298","JOE",0.005,83.835,1298,"F","B","M"
"1299","GENE",0.005,83.84,1299,"F","B","M"
"1300","CHASTITY",0.005,83.845,1300,"F","F","F"
"1301","STACIA",0.005,83.851,1301,"F","F","F"
"1302","ROXANN",0.005,83.856,1302,"F","F","F"
"1303","MICAELA",0.005,83.861,1303,"F","F","F"
"1304","NIKITA",0.005,83.867,1304,"F","F","F"
"1305","MEI",0.005,83.872,1305,"F","F","F"
"1306","VELDA",0.005,83.877,1306,"F","F","F"
"1307","MARLYS",0.005,83.882,1307,"F","F","F"
"1308","JOHNNA",0.005,83.888,1308,"F","F","F"
"1309","AURA",0.005,83.893,1309,"F","F","F"
"1310","LAVERN",0.005,83.898,1310,"F","B","M"
"1311","IVONNE",0.005,83.903,1311,"F","F","F"
"1312","HAYLEY",0.005,83.909,1312,"F","F","F"
"1313","NICKI",0.005,83.914,1313,"F","F","F"
"1314","MAJORIE",0.005,83.919,1314,"F","F","F"
"1315","HERLINDA",0.005,83.924,1315,"F","F","F"
"1316","GEORGE",0.005,83.93,1316,"F","B","M"
"1317","ALPHA",0.005,83.935,1317,"F","F","F"
"1318","YADIRA",0.005,83.94,1318,"F","F","F"
"1319","PERLA",0.005,83.945,1319,"F","F","F"
"1320","GREGORIA",0.005,83.95,1320,"F","F","F"
"1321","DANIEL",0.005,83.955,1321,"F","B","M"
"1322","ANTONETTE",0.005,83.961,1322,"F","F","F"
"1323","SHELLI",0.005,83.966,1323,"F","F","F"
"1324","MOZELLE",0.005,83.971,1324,"F","F","F"
"1325","MARIAH",0.005,83.976,1325,"F","F","F"
"1326","JOELLE",0.005,83.981,1326,"F","F","F"
"1327","CORDELIA",0.005,83.986,1327,"F","F","F"
"1328","JOSETTE",0.005,83.992,1328,"F","F","F"
"1329","CHIQUITA",0.005,83.997,1329,"F","F","F"
"1330","TRISTA",0.005,84.002,1330,"F","F","F"
"1331","LOUIS",0.005,84.007,1331,"F","B","M"
"1332","LAQUITA",0.005,84.012,1332,"F","F","F"
"1333","GEORGIANA",0.005,84.017,1333,"F","F","F"
"1334","CANDI",0.005,84.022,1334,"F","F","F"
"1335","SHANON",0.005,84.027,1335,"F","F","F"
"1336","LONNIE",0.005,84.032,1336,"F","B","M"
"1337","HILDEGARD",0.005,84.037,1337,"F","F","F"
"1338","CECIL",0.005,84.042,1338,"F","B","M"
"1339","VALENTINA",0.005,84.047,1339,"F","F","F"
"1340","STEPHANY",0.005,84.052,1340,"F","F","F"
"1341","MAGDA",0.005,84.057,1341,"F","F","F"
"1342","KAROL",0.005,84.062,1342,"F","F","F"
"1343","GERRY",0.005,84.067,1343,"F","B","M"
"1344","GABRIELLA",0.005,84.072,1344,"F","F","F"
"1345","TIANA",0.005,84.077,1345,"F","F","F"
"1346","ROMA",0.005,84.082,1346,"F","F","F"
"1347","RICHELLE",0.005,84.087,1347,"F","F","F"
"1348","RAY",0.005,84.092,1348,"F","B","M"
"1349","PRINCESS",0.005,84.097,1349,"F","F","F"
"1350","OLETA",0.005,84.102,1350,"F","F","F"
"1351","JACQUE",0.005,84.107,1351,"F","F","F"
"1352","IDELLA",0.005,84.112,1352,"F","F","F"
"1353","ALAINA",0.005,84.117,1353,"F","F","F"
"1354","SUZANNA",0.005,84.122,1354,"F","F","F"
"1355","JOVITA",0.005,84.127,1355,"F","F","F"
"1356","BLAIR",0.005,84.132,1356,"F","B","M"
"1357","TOSHA",0.005,84.137,1357,"F","F","F"
"1358","RAVEN",0.005,84.142,1358,"F","F","F"
"1359","NEREIDA",0.005,84.147,1359,"F","F","F"
"1360","MARLYN",0.005,84.152,1360,"F","F","F"
"1361","KYLA",0.005,84.157,1361,"F","F","F"
"1362","JOSEPH",0.005,84.162,1362,"F","B","M"
"1363","DELFINA",0.005,84.167,1363,"F","F","F"
"1364","TENA",0.005,84.172,1364,"F","F","F"
"1365","STEPHENIE",0.005,84.177,1365,"F","F","F"
"1366","SABINA",0.005,84.182,1366,"F","F","F"
"1367","NATHALIE",0.005,84.186,1367,"F","F","F"
"1368","MARCELLE",0.005,84.191,1368,"F","F","F"
"1369","GERTIE",0.005,84.196,1369,"F","F","F"
"1370","DARLEEN",0.005,84.201,1370,"F","F","F"
"1371","THEA",0.005,84.206,1371,"F","F","F"
"1372","SHARONDA",0.005,84.211,1372,"F","F","F"
"1373","SHANTEL",0.005,84.216,1373,"F","F","F"
"1374","BELEN",0.005,84.221,1374,"F","F","F"
"1375","VENESSA",0.005,84.225,1375,"F","F","F"
"1376","ROSALINA",0.005,84.23,1376,"F","F","F"
"1377","ONA",0.005,84.235,1377,"F","F","F"
"1378","GENOVEVA",0.005,84.24,1378,"F","F","F"
"1379","COREY",0.005,84.245,1379,"F","B","M"
"1380","CLEMENTINE",0.005,84.25,1380,"F","F","F"
"1381","ROSALBA",0.005,84.254,1381,"F","F","F"
"1382","RENATE",0.005,84.259,1382,"F","F","F"
"1383","RENATA",0.005,84.264,1383,"F","F","F"
"1384","MI",0.005,84.269,1384,"F","F","F"
"1385","IVORY",0.005,84.274,1385,"F","B","M"
"1386","GEORGIANNA",0.005,84.278,1386,"F","F","F"
"1387","FLOY",0.005,84.283,1387,"F","F","F"
"1388","DORCAS",0.005,84.288,1388,"F","F","F"
"1389","ARIANA",0.005,84.293,1389,"F","F","F"
"1390","TYRA",0.005,84.298,1390,"F","F","F"
"1391","THEDA",0.005,84.302,1391,"F","F","F"
"1392","MARIAM",0.005,84.307,1392,"F","F","F"
"1393","JULI",0.005,84.312,1393,"F","F","F"
"1394","JESICA",0.005,84.317,1394,"F","F","F"
"1395","DONNIE",0.005,84.321,1395,"F","B","M"
"1396","VIKKI",0.005,84.326,1396,"F","F","F"
"1397","VERLA",0.005,84.331,1397,"F","F","F"
"1398","ROSELYN",0.005,84.336,1398,"F","F","F"
"1399","MELVINA",0.005,84.34,1399,"F","F","F"
"1400","JANNETTE",0.005,84.345,1400,"F","F","F"
"1401","GINNY",0.005,84.35,1401,"F","F","F"
"1402","DEBRAH",0.005,84.355,1402,"F","F","F"
"1403","CORRIE",0.005,84.359,1403,"F","F","F"
"1404","ASIA",0.005,84.364,1404,"F","F","F"
"1405","VIOLETA",0.005,84.369,1405,"F","F","F"
"1406","MYRTIS",0.005,84.374,1406,"F","F","F"
"1407","LATRICIA",0.005,84.378,1407,"F","F","F"
"1408","COLLETTE",0.005,84.383,1408,"F","F","F"
"1409","CHARLEEN",0.005,84.388,1409,"F","F","F"
"1410","ANISSA",0.005,84.392,1410,"F","F","F"
"1411","VIVIANA",0.005,84.397,1411,"F","F","F"
"1412","TWYLA",0.005,84.402,1412,"F","F","F"
"1413","PRECIOUS",0.005,84.406,1413,"F","F","F"
"1414","NEDRA",0.005,84.411,1414,"F","F","F"
"1415","LATONIA",0.005,84.416,1415,"F","F","F"
"1416","LAN",0.005,84.42,1416,"F","F","F"
"1417","HELLEN",0.005,84.425,1417,"F","F","F"
"1418","FABIOLA",0.005,84.43,1418,"F","F","F"
"1419","ANNAMARIE",0.005,84.435,1419,"F","F","F"
"1420","ADELL",0.005,84.439,1420,"F","F","F"
"1421","SHARYN",0.005,84.444,1421,"F","F","F"
"1422","CHANTAL",0.005,84.448,1422,"F","F","F"
"1423","NIKI",0.005,84.453,1423,"F","F","F"
"1424","MAUD",0.005,84.458,1424,"F","F","F"
"1425","LIZETTE",0.005,84.462,1425,"F","F","F"
"1426","LINDY",0.005,84.467,1426,"F","F","F"
"1427","KIA",0.005,84.472,1427,"F","F","F"
"1428","KESHA",0.005,84.476,1428,"F","F","F"
"1429","JEANA",0.005,84.481,1429,"F","F","F"
"1430","DANELLE",0.005,84.485,1430,"F","F","F"
"1431","CHARLINE",0.005,84.49,1431,"F","F","F"
"1432","CHANEL",0.005,84.495,1432,"F","F","F"
"1433","CARROL",0.005,84.499,1433,"F","B","F"
"1434","VALORIE",0.005,84.504,1434,"F","F","F"
"1435","LIA",0.005,84.508,1435,"F","F","F"
"1436","DORTHA",0.005,84.513,1436,"F","F","F"
"1437","CRISTAL",0.005,84.518,1437,"F","F","F"
"1438","SUNNY",0.005,84.522,1438,"F","F","F"
"1439","LEONE",0.005,84.527,1439,"F","F","F"
"1440","LEILANI",0.005,84.531,1440,"F","F","F"
"1441","GERRI",0.005,84.536,1441,"F","F","F"
"1442","DEBI",0.005,84.54,1442,"F","F","F"
"1443","ANDRA",0.005,84.545,1443,"F","F","F"
"1444","KESHIA",0.005,84.549,1444,"F","F","F"
"1445","IMA",0.005,84.554,1445,"F","F","F"
"1446","EULALIA",0.005,84.558,1446,"F","F","F"
"1447","EASTER",0.005,84.563,1447,"F","F","F"
"1448","DULCE",0.005,84.568,1448,"F","F","F"
"1449","NATIVIDAD",0.004,84.572,1449,"F","F","F"
"1450","LINNIE",0.004,84.577,1450,"F","F","F"
"1451","KAMI",0.004,84.581,1451,"F","F","F"
"1452","GEORGIE",0.004,84.586,1452,"F","F","F"
"1453","CATINA",0.004,84.59,1453,"F","F","F"
"1454","BROOK",0.004,84.594,1454,"F","F","F"
"1455","ALDA",0.004,84.599,1455,"F","F","F"
"1456","WINNIFRED",0.004,84.603,1456,"F","F","F"
"1457","SHARLA",0.004,84.608,1457,"F","F","F"
"1458","RUTHANN",0.004,84.612,1458,"F","F","F"
"1459","MEAGHAN",0.004,84.617,1459,"F","F","F"
"1460","MAGDALENE",0.004,84.621,1460,"F","F","F"
"1461","LISSETTE",0.004,84.626,1461,"F","F","F"
"1462","ADELAIDA",0.004,84.63,1462,"F","F","F"
"1463","VENITA",0.004,84.635,1463,"F","F","F"
"1464","TRENA",0.004,84.639,1464,"F","F","F"
"1465","SHIRLENE",0.004,84.643,1465,"F","F","F"
"1466","SHAMEKA",0.004,84.648,1466,"F","F","F"
"1467","ELIZEBETH",0.004,84.652,1467,"F","F","F"
"1468","DIAN",0.004,84.657,1468,"F","F","F"
"1469","SHANTA",0.004,84.661,1469,"F","F","F"
"1470","MICKEY",0.004,84.666,1470,"F","B","M"
"1471","LATOSHA",0.004,84.67,1471,"F","F","F"
"1472","CARLOTTA",0.004,84.674,1472,"F","F","F"
"1473","WINDY",0.004,84.679,1473,"F","F","F"
"1474","SOON",0.004,84.683,1474,"F","F","F"
"1475","ROSINA",0.004,84.687,1475,"F","F","F"
"1476","MARIANN",0.004,84.692,1476,"F","F","F"
"1477","LEISA",0.004,84.696,1477,"F","F","F"
"1478","JONNIE",0.004,84.701,1478,"F","F","F"
"1479","DAWNA",0.004,84.705,1479,"F","F","F"
"1480","CATHIE",0.004,84.709,1480,"F","F","F"
"1481","BILLY",0.004,84.714,1481,"F","B","M"
"1482","ASTRID",0.004,84.718,1482,"F","F","F"
"1483","SIDNEY",0.004,84.722,1483,"F","B","M"
"1484","LAUREEN",0.004,84.726,1484,"F","F","F"
"1485","JANEEN",0.004,84.731,1485,"F","F","F"
"1486","HOLLI",0.004,84.735,1486,"F","F","F"
"1487","FAWN",0.004,84.739,1487,"F","F","F"
"1488","VICKEY",0.004,84.744,1488,"F","F","F"
"1489","TERESSA",0.004,84.748,1489,"F","F","F"
"1490","SHANTE",0.004,84.752,1490,"F","F","F"
"1491","RUBYE",0.004,84.756,1491,"F","F","F"
"1492","MARCELINA",0.004,84.761,1492,"F","F","F"
"1493","CHANDA",0.004,84.765,1493,"F","F","F"
"1494","CARY",0.004,84.769,1494,"F","B","M"
"1495","TERESE",0.004,84.774,1495,"F","F","F"
"1496","SCARLETT",0.004,84.778,1496,"F","F","F"
"1497","MARTY",0.004,84.782,1497,"F","B","M"
"1498","MARNIE",0.004,84.786,1498,"F","F","F"
"1499","LULU",0.004,84.79,1499,"F","F","F"
"1500","LISETTE",0.004,84.795,1500,"F","F","F"
"1501","JENIFFER",0.004,84.799,1501,"F","F","F"
"1502","ELENOR",0.004,84.803,1502,"F","F","F"
"1503","DORINDA",0.004,84.807,1503,"F","F","F"
"1504","DONITA",0.004,84.812,1504,"F","F","F"
"1505","CARMAN",0.004,84.816,1505,"F","F","F"
"1506","BERNITA",0.004,84.82,1506,"F","F","F"
"1507","ALTAGRACIA",0.004,84.824,1507,"F","F","F"
"1508","ALETA",0.004,84.829,1508,"F","F","F"
"1509","ADRIANNA",0.004,84.833,1509,"F","F","F"
"1510","ZORAIDA",0.004,84.837,1510,"F","F","F"
"1511","RONNIE",0.004,84.841,1511,"F","B","M"
"1512","NICOLA",0.004,84.845,1512,"F","F","F"
"1513","LYNDSEY",0.004,84.85,1513,"F","F","F"
"1514","KENDALL",0.004,84.854,1514,"F","B","M"
"1515","JANINA",0.004,84.858,1515,"F","F","F"
"1516","CHRISSY",0.004,84.862,1516,"F","F","F"
"1517","AMI",0.004,84.867,1517,"F","F","F"
"1518","STARLA",0.004,84.871,1518,"F","F","F"
"1519","PHYLIS",0.004,84.875,1519,"F","F","F"
"1520","PHUONG",0.004,84.879,1520,"F","F","F"
"1521","KYRA",0.004,84.883,1521,"F","F","F"
"1522","CHARISSE",0.004,84.887,1522,"F","F","F"
