"","ID","Ubication","Level","Zone","Income","Employees","Taxes","SPAM"
"489","AB1666","c5k93","Small","B",275,44,3,"no"
"490","AB1667","c5k94","Small","B",299,89,3,"no"
"491","AB1668","c5k95","Small","B",336,80,5,"yes"
"492","AB1669","c5k96","Small","B",271,16,3,"yes"
"493","AB167","c5k97","Small","B",45,29,0.5,"yes"
"494","AB1670","c5k98","Small","B",222,38,2,"yes"
"495","AB1671","c5k99","Small","B",231,23,2,"yes"
"496","AB1672","c6k1","Small","B",270,44,3,"no"
"497","AB1673","c6k2","Small","B",242,55,2,"no"
"498","AB1674","c6k3","Small","B",282,25,3,"yes"
"499","AB1675","c6k4","Small","B",356,81,5,"yes"
"500","AB1676","c6k5","Small","B",296,45,3,"yes"
"501","AB1677","c6k6","Small","B",248,71,2,"no"
"502","AB1678","c6k7","Small","B",235,27,2,"yes"
"503","AB1679","c6k8","Small","B",250,59,2,"yes"
"504","AB168","c6k9","Small","B",87,9,0.5,"yes"
"505","AB1680","c6k10","Small","B",235,91,2,"yes"
"506","AB1681","c6k11","Small","B",247,75,2,"yes"
"507","AB1682","c6k12","Small","B",298,21,3,"yes"
"508","AB1683","c6k13","Small","B",332,92,4,"no"
"509","AB1684","c6k14","Small","B",340,44,5,"no"
"510","AB1685","c6k15","Small","B",235,15,2,"no"
"511","AB1686","c6k16","Small","B",269,36,3,"yes"
"512","AB1687","c6k17","Small","B",315,63,4,"yes"
"513","AB1688","c6k18","Small","B",137,23,0.5,"yes"
"514","AB1689","c6k19","Small","B",165,64,1,"no"
"515","AB169","c6k20","Small","B",77,37,0.5,"yes"
"516","AB1690","c6k21","Small","B",180,64,1,"no"
"517","AB1691","c6k22","Small","B",167,8,1,"no"
"518","AB1692","c6k23","Small","B",130,14,0.5,"yes"
"519","AB1693","c6k24","Small","B",169,84,1,"yes"
"520","AB1694","c6k25","Small","B",170,52,1,"no"
"521","AB1695","c6k26","Small","B",204,73,1,"no"
"522","AB1696","c6k27","Small","B",212,14,1,"no"
"523","AB1697","c6k28","Small","B",159,12,1,"yes"
"524","AB1698","c6k29","Small","B",171,36,1,"no"
"525","AB1699","c6k30","Small","B",176,40,1,"yes"
"526","AB170","c6k31","Small","B",75,73,0.5,"yes"
"527","AB1700","c6k32","Small","B",217,78,2,"yes"
"528","AB1701","c6k33","Small","B",195,37,1,"no"
"529","AB1702","c6k34","Small","B",226,66,2,"yes"
"530","AB1703","c6k35","Small","B",230,75,2,"no"
"531","AB1704","c6k36","Small","B",189,25,1,"yes"
"532","AB1705","c6k37","Small","B",180,24,1,"yes"
"533","AB1706","c6k38","Small","B",123,34,0.5,"yes"
"534","AB1707","c6k39","Small","B",173,64,1,"no"
"535","AB1708","c6k40","Small","B",154,7,1,"yes"
"536","AB1709","c6k41","Small","B",220,82,2,"no"
"537","AB171","c6k42","Small","B",77,81,0.5,"yes"
"538","AB1710","c6k43","Small","B",1,45,0.5,"yes"
"539","AB1711","c6k44","Small","B",180,12,1,"yes"
"540","AB1712","c6k45","Small","B",172,48,1,"yes"
"541","AB1713","c6k46","Small","B",55,81,0.5,"yes"
"542","AB1714","c6k47","Small","B",130,50,0.5,"no"
"543","AB1715","c6k48","Small","B",229,82,2,"no"
"544","AB1716","c6k49","Small","B",125,74,0.5,"no"
"545","AB1717","c6k50","Small","B",140,59,0.5,"no"
"546","AB1718","c6k51","Small","B",188,25,1,"yes"
"547","AB1719","c6k52","Small","B",213,34,1,"yes"
"548","AB172","c6k53","Small","B",80,77,0.5,"yes"
"549","AB1720","c6k54","Small","B",125,58,0.5,"no"
"550","AB1721","c6k55","Small","B",142,67,0.5,"no"
"551","AB1722","c6k56","Small","B",153,19,1,"no"
"552","AB1723","c6k57","Small","B",169,4,1,"yes"
"553","AB1724","c6k58","Small","B",195,45,1,"no"
"554","AB1725","c6k59","Small","B",130,74,0.5,"no"
"555","AB1726","c6k60","Small","B",80,69,0.5,"no"
"556","AB1727","c6k61","Small","B",170,32,1,"no"
"557","AB1728","c6k62","Small","B",145,23,0.5,"yes"
"558","AB1729","c6k63","Small","B",106,53,0.5,"yes"
"559","AB173","c6k64","Small","B",144,15,0.5,"yes"
"560","AB1730","c6k65","Small","B",200,65,1,"no"
"561","AB1731","c6k66","Small","B",190,9,1,"yes"
"562","AB1732","c6k67","Small","B",222,82,2,"yes"
"563","AB1733","c6k68","Small","B",135,83,0.5,"yes"
"564","AB1734","c6k69","Small","B",137,23,0.5,"no"
"565","AB1735","c6k70","Small","B",120,78,0.5,"no"
"566","AB1736","c6k71","Small","B",130,66,0.5,"no"
"567","AB1737","c6k72","Small","B",219,74,2,"no"
"568","AB1738","c6k73","Small","B",1,13,0.5,"no"
"569","AB1739","c6k74","Small","B",124,78,0.5,"yes"
"570","AB174","c6k75","Small","B",25,29,0.5,"no"
"571","AB1740","c6k76","Small","B",206,82,1,"no"
"572","AB1741","c6k77","Small","B",143,7,0.5,"yes"
"573","AB1742","c6k78","Small","B",190,21,1,"yes"
"574","AB1743","c6k79","Small","B",196,89,1,"yes"
"575","AB1744","c6k80","Small","B",10,29,0.5,"yes"
"576","AB1745","c6k81","Small","B",110,30,0.5,"no"
"577","AB1746","c6k82","Small","B",141,67,0.5,"yes"
"578","AB1747","c6k83","Small","B",150,35,1,"yes"
"579","AB1748","c6k84","Small","B",193,9,1,"yes"
"580","AB1749","c6k85","Small","B",179,48,1,"yes"
"581","AB175","c6k86","Small","B",71,69,0.5,"no"
"582","AB1750","c6k87","Small","B",164,72,1,"yes"
"583","AB1751","c6k88","Small","B",170,36,1,"yes"
"584","AB1752","c6k89","Small","B",140,59,0.5,"no"
"585","AB1753","c6k90","Small","B",164,84,1,"yes"
"586","AB1754","c6k91","Small","B",145,59,0.5,"yes"
"587","AB1755","c6k92","Small","B",135,47,0.5,"no"
"588","AB1756","c6k93","Small","B",141,27,0.5,"yes"
"589","AB1757","c6k94","Small","B",216,58,2,"yes"
"590","AB1758","c6k95","Small","B",152,43,1,"no"
"591","AB1759","c6k96","Small","B",195,85,1,"no"
"592","AB176","c6k97","Small","B",83,85,0.5,"yes"
"593","AB1760","c6k98","Small","B",208,10,1,"no"
"594","AB1761","c6k99","Small","B",200,53,1,"no"
"595","AB1762","c7k1","Small","B",188,85,1,"no"
"596","AB1763","c7k2","Small","B",130,70,0.5,"no"
"597","AB1764","c7k3","Small","B",189,53,1,"no"
"598","AB1765","c7k4","Small","B",226,78,2,"no"
"599","AB1766","c7k5","Small","B",155,75,1,"yes"
"600","AB1767","c7k6","Small","B",175,44,1,"yes"
"601","AB1768","c7k7","Small","B",190,25,1,"yes"
"602","AB1769","c7k8","Small","B",224,18,2,"no"
"603","AB177","c7k9","Small","B",101,13,0.5,"yes"
"604","AB1770","c7k10","Small","B",198,5,1,"no"
"605","AB1771","c7k11","Small","B",149,11,0.5,"yes"
"606","AB1772","c7k12","Small","B",187,68,1,"no"
"607","AB1773","c7k13","Small","B",188,73,1,"no"
"608","AB1774","c7k14","Small","B",188,81,1,"yes"
"609","AB1775","c7k15","Small","B",100,29,0.5,"yes"
"610","AB1776","c7k16","Small","B",181,12,1,"no"
"611","AB1777","c7k17","Small","B",204,9,1,"yes"
"612","AB1778","c7k18","Small","B",134,31,0.5,"yes"
"613","AB1779","c7k19","Small","B",180,32,1,"no"
"614","AB178","c7k20","Small","B",79,73,0.5,"yes"
"615","AB1780","c7k21","Small","B",158,23,1,"no"
"616","AB1781","c7k22","Small","B",188,77,1,"yes"
"617","AB1782","c7k23","Small","B",213,58,1,"yes"
"618","AB1783","c7k24","Small","B",220,74,2,"yes"
"619","AB1784","c7k25","Small","B",182,76,1,"yes"
"620","AB1785","c7k26","Small","B",148,63,0.5,"yes"
"621","AB1786","c7k27","Small","B",196,57,1,"yes"
"622","AB1787","c7k28","Small","B",9,37,0.5,"yes"
"623","AB1788","c7k29","Small","B",126,58,0.5,"yes"
"624","AB1789","c7k30","Small","B",207,30,1,"no"
"625","AB179","c7k31","Small","B",145,71,0.5,"yes"
"626","AB1790","c7k32","Small","B",101,41,0.5,"yes"
"627","AB1791","c7k33","Small","B",97,21,0.5,"yes"
"628","AB1792","c7k34","Small","B",96,17,0.5,"yes"
"629","AB1793","c7k35","Small","B",100,81,0.5,"no"
"630","AB1794","c7k36","Small","B",130,58,0.5,"yes"
"631","AB1795","c7k37","Small","B",131,46,0.5,"no"
"632","AB1796","c7k38","Small","B",192,77,1,"no"
"633","AB1797","c7k39","Small","B",210,22,1,"yes"
"634","AB1798","c7k40","Small","B",97,45,0.5,"yes"
"635","AB1799","c7k41","Small","B",130,38,0.5,"yes"
"636","AB180","c7k42","Small","B",24,61,0.5,"yes"
"637","AB1800","c7k43","Small","B",96,81,0.5,"yes"
"638","AB1801","c7k44","Small","B",130,30,0.5,"yes"
"639","AB1802","c7k45","Small","B",131,82,0.5,"no"
"640","AB1803","c7k46","Small","B",141,63,0.5,"no"
"641","AB1804","c7k47","Small","B",136,83,0.5,"no"
"642","AB1805","c7k48","Small","B",154,87,1,"yes"
"643","AB1806","c7k49","Small","B",190,73,1,"yes"
"644","AB1807","c7k50","Small","B",100,85,0.5,"yes"
"645","AB1808","c7k51","Small","B",104,41,0.5,"no"
"646","AB1809","c7k52","Small","B",88,45,0.5,"no"
"647","AB181","c7k53","Small","B",194,85,1,"yes"
"648","AB1810","c7k54","Small","B",156,23,1,"yes"
"649","AB1811","c7k55","Small","B",106,49,0.5,"yes"
"650","AB1812","c7k56","Small","B",150,15,1,"yes"
"651","AB1813","c7k57","Small","B",120,42,0.5,"yes"
"652","AB1814","c7k58","Small","B",86,77,0.5,"no"
"653","AB1815","c7k59","Small","B",162,56,1,"yes"
"654","AB1816","c7k60","Small","B",177,48,1,"yes"
"655","AB1817","c7k61","Small","B",191,25,1,"yes"
"656","AB1818","c7k62","Small","B",151,7,1,"yes"
"657","AB1819","c7k63","Small","B",97,25,0.5,"yes"
"658","AB182","c7k64","Small","B",87,5,0.5,"yes"
"659","AB1820","c7k65","Small","B",131,74,0.5,"no"
"660","AB1821","c7k66","Small","B",80,41,0.5,"yes"
"661","AB1822","c7k67","Small","B",121,74,0.5,"no"
"662","AB1823","c7k68","Small","B",186,76,1,"yes"
"663","AB1824","c7k69","Small","B",209,74,1,"no"
"664","AB1825","c7k70","Small","B",181,64,1,"yes"
"665","AB1826","c7k71","Small","B",180,68,1,"yes"
"666","AB1827","c7k72","Small","B",160,56,1,"yes"
"667","AB1828","c7k73","Small","B",94,41,0.5,"no"
"668","AB1829","c7k74","Small","B",111,34,0.5,"yes"
"669","AB183","c7k75","Small","B",110,22,0.5,"no"
"670","AB1830","c7k76","Small","B",117,38,0.5,"no"
"671","AB1831","c7k77","Small","B",131,82,0.5,"no"
"672","AB1832","c7k78","Small","B",165,44,1,"yes"
"673","AB1833","c7k79","Small","B",152,83,1,"yes"
"674","AB1834","c7k80","Small","B",131,22,0.5,"no"
"675","AB1835","c7k81","Small","B",131,82,0.5,"yes"
"676","AB1836","c7k82","Small","B",144,11,0.5,"yes"
"677","AB1837","c7k83","Small","B",170,60,1,"no"
"678","AB1838","c7k84","Small","B",157,59,1,"yes"
"679","AB1839","c7k85","Small","B",161,16,1,"yes"
"680","AB184","c7k86","Small","B",96,85,0.5,"yes"
"681","AB1840","c7k87","Small","B",185,64,1,"yes"
"682","AB1841","c7k88","Small","B",192,17,1,"yes"
"683","AB1842","c7k89","Small","B",96,9,0.5,"no"
"684","AB1843","c7k90","Small","B",91,5,0.5,"no"
"685","AB1844","c7k91","Small","B",100,29,0.5,"no"
"686","AB1845","c7k92","Small","B",134,7,0.5,"no"
"687","AB1846","c7k93","Small","B",156,11,1,"yes"
"688","AB1847","c7k94","Small","B",181,8,1,"yes"
"689","AB1848","c7k95","Small","B",179,24,1,"yes"
"690","AB1849","c7k96","Small","B",178,36,1,"yes"
"691","AB185","c7k97","Small","C",68,73,0.5,"yes"
"692","AB1850","c7k98","Small","C",162,68,1,"yes"
"693","AB1851","c7k99","Small","C",196,41,1,"no"
"694","AB1852","c8k1","Small","C",166,40,1,"yes"
"695","AB1853","c8k2","Small","C",190,21,1,"yes"
"696","AB1854","c8k3","Small","C",211,82,1,"yes"
"697","AB1855","c8k4","Small","C",131,74,0.5,"yes"
"698","AB1856","c8k5","Small","C",151,27,1,"no"
"699","AB1857","c8k6","Small","C",150,83,1,"yes"
"700","AB1858","c8k7","Small","C",176,20,1,"no"
"701","AB1859","c8k8","Small","C",196,73,1,"yes"
"702","AB186","c8k9","Small","C",67,77,0.5,"no"
"703","AB1860","c8k10","Small","C",142,55,0.5,"no"
"704","AB1861","c8k11","Small","C",120,22,0.5,"yes"
"705","AB1862","c8k12","Small","C",181,40,1,"no"
"706","AB1863","c8k13","Small","C",166,68,1,"yes"
"707","AB1864","c8k14","Small","C",189,9,1,"yes"
"708","AB1865","c8k15","Small","C",221,22,2,"yes"
"709","AB1866","c8k16","Small","C",196,57,1,"yes"
"710","AB1867","c8k17","Small","C",197,33,1,"yes"
"711","AB1868","c8k18","Small","C",183,12,1,"no"
"712","AB1869","c8k19","Small","C",172,56,1,"yes"
"713","AB187","c8k20","Small","C",98,65,0.5,"yes"
"714","AB1870","c8k21","Small","C",145,7,0.5,"yes"
"715","AB1871","c8k22","Small","C",160,32,1,"yes"
"716","AB1872","c8k23","Small","C",136,23,0.5,"no"
"717","AB1873","c8k24","Small","C",171,60,1,"yes"
"718","AB1874","c8k25","Small","C",182,40,1,"yes"
"719","AB1875","c8k26","Small","C",112,26,0.5,"yes"
"720","AB1876","c8k27","Small","C",135,51,0.5,"yes"
"721","AB1877","c8k28","Small","C",123,18,0.5,"yes"
"722","AB1878","c8k29","Small","C",197,21,1,"yes"
"723","AB1879","c8k30","Small","C",175,32,1,"no"
"724","AB188","c8k31","Small","C",117,82,0.5,"yes"
"725","AB1880","c8k32","Small","C",319,15,4,"yes"
"726","AB1881","c8k33","Small","C",450,54,9,"no"
"727","AB1882","c8k34","Small","C",380,70,6,"no"
"728","AB1883","c8k35","Small","C",482,73,10.5,"no"
"729","AB1884","c8k36","Small","C",450,98,9,"no"
"730","AB1885","c8k37","Small","C",380,18,6,"yes"
"731","AB1886","c8k38","Small","C",335,64,5,"no"
"732","AB1887","c8k39","Small","C",350,25,5,"no"
"733","AB1888","c8k40","Small","C",430,73,8,"yes"
"734","AB1889","c8k41","Small","C",394,79,7,"yes"
"735","AB189","c8k42","Small","C",50,17,0.5,"yes"
"736","AB1890","c8k43","Small","C",450,55,9,"no"
"737","AB1891","c8k44","Small","C",470,44,10,"yes"
"738","AB1892","c8k45","Small","C",490,30,10.5,"yes"
"739","AB1893","c8k46","Small","C",391,71,7,"yes"
"740","AB1894","c8k47","Small","C",440,74,8,"no"
"741","AB1895","c8k48","Small","C",350,48,5,"yes"
"742","AB1896","c8k49","Small","C",319,67,4,"yes"
"743","AB1897","c8k50","Small","C",375,66,6,"yes"
"744","AB1898","c8k51","Small","C",370,98,6,"yes"
"745","AB1899","c8k52","Small","C",390,31,6,"no"
"746","AB190","c8k53","Small","C",141,59,0.5,"no"
"747","AB1900","c8k54","Small","C",430,17,8,"yes"
"748","AB1901","c8k55","Small","C",384,50,6,"no"
"749","AB1902","c8k56","Small","C",480,93,10.5,"no"
"750","AB1903","c8k57","Small","C",420,32,8,"no"
"751","AB1904","c8k58","Small","C",450,50,9,"yes"
"752","AB1906","c8k59","Small","C",460,43,9,"no"
"753","AB1907","c8k60","Small","C",470,52,10,"no"
"754","AB1909","c8k61","Small","C",328,79,4,"no"
"755","AB191","c8k62","Small","C",76,37,0.5,"yes"
"756","AB1910","c8k63","Small","C",350,92,5,"yes"
"757","AB1911","c8k64","Small","C",480,49,10,"no"
"758","AB1912","c8k65","Small","C",477,33,10,"yes"
"759","AB1913","c8k66","Small","C",368,77,6,"yes"
"760","AB1914","c8k67","Small","C",430,57,8,"yes"
"761","AB1915","c8k68","Small","C",470,56,10,"yes"
"762","AB1916","c8k69","Small","C",370,17,6,"yes"
"763","AB1917","c8k70","Small","C",430,33,8,"no"
"764","AB1918","c8k71","Small","C",390,39,7,"yes"
"765","AB1919","c8k72","Small","C",410,36,7,"yes"
"766","AB192","c8k73","Small","C",198,13,1,"no"
"767","AB1920","c8k74","Small","C",440,58,8,"yes"
"768","AB1921","c8k75","Small","C",420,88,7,"no"
"769","AB1922","c8k76","Small","C",410,36,7,"no"
"770","AB1923","c8k77","Small","C",450,58,9,"yes"
"771","AB1924","c8k78","Small","C",410,56,7,"yes"
"772","AB1926","c8k79","Small","C",420,84,7,"yes"
"773","AB1927","c8k80","Small","C",420,48,7,"yes"
"774","AB1928","c8k81","Small","C",373,98,6,"yes"
"775","AB1929","c8k82","Small","C",410,16,7,"yes"
"776","AB193","c8k83","Small","C",83,45,0.5,"yes"
"777","AB1930","c8k84","Small","C",380,34,6,"yes"
"778","AB1931","c8k85","Small","C",416,52,7,"yes"
"779","AB1932","c8k86","Small","C",420,92,7,"yes"
"780","AB1933","c8k87","Small","C",450,71,9,"yes"
"781","AB1934","c8k88","Small","C",470,52,10,"yes"
"782","AB1936","c8k89","Small","C",310,18,4,"no"
"783","AB1937","c8k90","Small","C",293,37,3,"no"
"784","AB1938","c8k91","Small","C",410,36,7,"yes"
"785","AB1939","c8k92","Small","C",412,92,7,"no"
"786","AB194","c8k93","Small","C",153,27,1,"no"
"787","AB1940","c8k94","Small","C",460,47,9,"yes"
"788","AB1943","c8k95","Small","C",340,56,5,"yes"
"789","AB1944","c8k96","Small","C",380,38,6,"yes"
"790","AB1945","c8k97","Small","C",340,84,5,"no"
"791","AB1946","c8k98","Small","C",390,59,7,"yes"
"792","AB1947","c8k99","Small","C",385,54,6,"no"
"793","AB1948","c9k1","Small","C",321,51,4,"yes"
"794","AB1949","c9k2","Small","C",400,27,7,"yes"
"795","AB195","c9k3","Small","C",198,49,1,"yes"
"796","AB1950","c9k4","Small","C",460,55,9,"yes"
"797","AB1951","c9k5","Small","C",480,33,10,"yes"
"798","AB1952","c9k6","Small","C",450,39,9,"no"
"799","AB1953","c9k7","Small","C",490,82,10.5,"no"
"800","AB1954","c9k8","Small","C",340,84,5,"yes"
"801","AB1955","c9k9","Small","C",440,82,8,"no"
"802","AB1956","c9k10","Small","C",470,76,10,"yes"
"803","AB1957","c9k11","Small","C",468,32,10,"no"
"804","AB1958","c9k12","Small","C",490,94,10.5,"no"
"805","AB196","c9k13","Small","C",187,12,1,"yes"
"806","AB1960","c9k14","Small","C",312,74,4,"yes"
"807","AB1961","c9k15","Small","C",430,21,8,"no"
"808","AB1962","c9k16","Small","C",379,86,6,"yes"
"809","AB1963","c9k17","Small","C",400,95,7,"no"
"810","AB1964","c9k18","Small","C",450,70,9,"yes"
"811","AB1965","c9k19","Small","C",475,89,10,"yes"
"812","AB1966","c9k20","Small","C",430,69,8,"yes"
"813","AB1967","c9k21","Small","C",487,25,10.5,"no"
"814","AB1968","c9k22","Small","C",300,13,3,"no"
"815","AB1969","c9k23","Small","C",389,83,6,"yes"
"816","AB197","c9k24","Small","C",146,75,0.5,"yes"
"817","AB1970","c9k25","Small","C",356,65,5,"no"
"818","AB1971","c9k26","Small","C",356,41,5,"yes"
"819","AB1972","c9k27","Small","C",400,31,7,"yes"
"820","AB1973","c9k28","Small","C",490,46,10.5,"yes"
"821","AB1974","c9k29","Small","C",410,28,7,"yes"
"822","AB1975","c9k30","Small","C",420,36,8,"yes"
"823","AB1976","c9k31","Small","C",440,70,8,"yes"
"824","AB1977","c9k32","Small","C",390,31,6,"no"
"825","AB1978","c9k33","Small","C",471,101,10,"no"
"826","AB1979","c9k34","Small","C",466,84,10,"yes"
"827","AB198","c9k35","Small","C",119,38,0.5,"yes"
"828","AB1980","c9k36","Small","C",363,45,5,"yes"
"829","AB1981","c9k37","Small","C",420,40,8,"yes"
"830","AB1982","c9k38","Small","C",440,74,8,"yes"
"831","AB1983","c9k39","Small","C",440,94,8,"yes"
"832","AB1984","c9k40","Small","C",480,25,10,"yes"
"833","AB1985","c9k41","Small","C",300,14,3,"yes"
"834","AB1986","c9k42","Small","C",470,44,10,"yes"
"835","AB1988","c9k43","Small","C",390,51,6,"no"
"836","AB1989","c9k44","Small","C",350,92,5,"no"
"837","AB199","c9k45","Small","C",137,35,0.5,"yes"
"838","AB1990","c9k46","Small","C",378,62,6,"yes"
"839","AB1991","c9k47","Small","C",390,31,7,"no"
"840","AB1992","c9k48","Small","C",430,37,8,"no"
"841","AB1993","c9k49","Small","C",410,24,7,"no"
"842","AB1994","c9k50","Small","C",440,94,8,"no"
"843","AB1995","c9k51","Small","C",407,64,7,"no"
"844","AB1996","c9k52","Small","C",400,23,7,"no"
"845","AB1997","c9k53","Small","C",400,95,7,"yes"
"846","AB1998","c9k54","Small","C",380,18,6,"no"
"847","AB1999","c9k55","Small","C",430,97,8,"no"
"848","AB200","c9k56","Small","C",155,11,1,"no"
"849","AB2000","c9k57","Small","C",420,29,8,"yes"
"850","AB2001","c9k58","Small","C",490,42,10.5,"no"
"851","AB2002","c9k59","Small","C",432,37,8,"yes"
"852","AB2003","c9k60","Small","C",480,93,10,"no"
"853","AB2005","c9k61","Small","C",390,47,6,"yes"
"854","AB2006","c9k62","Small","C",330,87,4,"yes"
"855","AB2007","c9k63","Small","C",445,34,9,"yes"
"856","AB2008","c9k64","Small","C",434,45,8,"yes"
"857","AB2009","c9k65","Small","C",491,74,10.5,"yes"
"858","AB201","c9k66","Small","C",150,7,1,"yes"
"859","AB2010","c9k67","Small","C",451,79,9,"yes"
"860","AB2011","c9k68","Small","C",400,79,7,"yes"
"861","AB2016","c9k69","Small","C",436,97,8,"yes"
"862","AB2017","c9k70","Small","C",363,97,5,"no"
"863","AB2018","c9k71","Small","C",370,41,6,"yes"
"864","AB202","c9k72","Small","C",129,46,0.5,"yes"
"865","AB2021","c9k73","Small","C",324,23,4,"no"
"866","AB2022","c9k74","Small","C",370,54,6,"no"
"867","AB2023","c9k75","Small","C",469,20,10,"no"
"868","AB2024","c9k76","Small","C",390,23,6,"yes"
"869","AB2025","c9k77","Small","C",379,54,6,"yes"
"870","AB2026","c9k78","Small","C",460,39,9,"yes"
"871","AB2027","c9k79","Small","C",389,39,6,"yes"
"872","AB2028","c9k80","Small","C",391,27,7,"no"
"873","AB203","c9k81","Small","C",102,29,0.5,"yes"
"874","AB2030","c9k82","Small","C",440,86,8,"yes"
"875","AB2032","c9k83","Small","C",400,19,7,"yes"
"876","AB2033","c9k84","Small","C",460,83,9,"yes"
"877","AB2034","c9k85","Small","C",434,53,8,"yes"
"878","AB2035","c9k86","Small","C",458,47,9,"yes"
"879","AB2036","c9k87","Small","C",490,54,10.5,"yes"
"880","AB2037","c9k88","Small","C",475,33,10,"no"
"881","AB2038","c9k89","Small","C",460,99,9,"yes"
"882","AB2039","c9k90","Small","C",470,28,10,"no"
"883","AB204","c9k91","Small","C",91,65,0.5,"yes"
"884","AB2040","c9k92","Small","C",430,81,8,"yes"
"885","AB2041","c9k93","Small","C",350,81,5,"yes"
"886","AB2043","c9k94","Small","C",400,79,7,"yes"
"887","AB2044","c9k95","Small","C",404,87,7,"yes"
"888","AB2045","c9k96","Small","C",440,34,8,"yes"
"889","AB2047","c9k97","Small","C",385,94,6,"yes"
"890","AB2049","c9k98","Small","C",480,85,10,"yes"
"891","AB205","c9k99","Small","C",125,26,0.5,"no"
"892","AB2050","c10k1","Small","C",425,37,8,"no"
"893","AB2053","c10k2","Small","C",420,69,8,"no"
"894","AB2054","c10k3","Small","C",310,94,4,"yes"
"895","AB2055","c10k4","Small","C",410,96,7,"yes"
"896","AB2056","c10k5","Small","C",420,80,7,"yes"
"897","AB2058","c10k6","Small","C",480,93,10,"no"
"898","AB2059","c10k7","Small","C",417,20,7,"no"
"899","AB206","c10k8","Small","C",110,62,0.5,"no"
"900","AB2060","c10k9","Small","C",440,38,8,"yes"
"901","AB2062","c10k10","Small","C",333,76,5,"no"
"902","AB2063","c10k11","Small","C",380,74,6,"no"
"903","AB2064","c10k12","Small","C",420,76,8,"yes"
"904","AB2065","c10k13","Small","C",450,70,9,"no"
"905","AB2066","c10k14","Small","C",360,13,5,"yes"
"906","AB2068","c10k15","Small","C",360,49,5,"yes"
"907","AB2069","c10k16","Small","C",390,31,7,"no"
"908","AB207","c10k17","Small","C",171,12,1,"yes"
"909","AB2070","c10k18","Small","C",400,27,7,"no"
"910","AB2071","c10k19","Small","C",375,30,6,"no"
"911","AB2072","c10k20","Small","C",429,41,8,"yes"
"912","AB2073","c10k21","Small","C",420,76,8,"no"
"913","AB2074","c10k22","Small","C",332,28,4,"yes"
"914","AB2075","c10k23","Small","C",411,52,7,"no"
"915","AB2076","c10k24","Small","C",421,101,8,"no"
"916","AB2077","c10k25","Small","C",385,38,6,"yes"
"917","AB2078","c10k26","Small","C",460,63,9,"no"
"918","AB208","c10k27","Small","C",120,70,0.5,"yes"
"919","AB2080","c10k28","Small","C",490,90,10.5,"yes"
"920","AB2081","c10k29","Small","C",470,60,10,"yes"
"921","AB2082","c10k30","Small","C",480,41,10,"yes"
"922","AB2084","c10k31","Small","C",404,51,7,"yes"
"923","AB2085","c10k32","Small","C",470,28,10,"yes"
"924","AB2088","c10k33","Small","C",482,37,10.5,"no"
"925","AB2089","c10k34","Small","C",429,101,8,"no"
"926","AB209","c10k35","Small","C",96,49,0.5,"no"
"927","AB2090","c10k36","Small","C",480,45,10,"yes"
"928","AB2092","c10k37","Small","C",400,71,7,"yes"
"929","AB2093","c10k38","Small","C",430,85,8,"yes"
"930","AB2094","c10k39","Small","C",427,57,8,"yes"
"931","AB2095","c10k40","Small","C",361,33,5,"yes"
"932","AB2097","c10k41","Small","C",470,36,10,"no"
"933","AB2098","c10k42","Small","C",494,102,10.5,"no"
"934","AB2099","c10k43","Small","C",463,28,9,"yes"
"935","AB210","c10k44","Small","C",117,46,0.5,"no"
"936","AB2100","c10k45","Small","C",400,91,7,"no"
"937","AB2101","c10k46","Small","C",400,39,7,"yes"
"938","AB2102","c10k47","Small","C",433,65,8,"yes"
"939","AB2103","c10k48","Small","C",308,82,4,"no"
"940","AB2104","c10k49","Small","C",387,59,6,"no"
"941","AB2105","c10k50","Small","C",416,92,7,"no"
"942","AB2107","c10k51","Small","C",469,40,10,"no"
"943","AB2108","c10k52","Small","C",410,48,7,"no"
"944","AB211","c10k53","Small","C",168,84,1,"yes"
"945","AB2110","c10k54","Small","C",468,92,10,"yes"
"946","AB2111","c10k55","Small","C",480,77,10,"no"
"947","AB2114","c10k56","Small","C",361,37,5,"yes"
"948","AB2115","c10k57","Small","C",380,82,6,"yes"
"949","AB2116","c10k58","Small","C",457,95,9,"no"
"950","AB2117","c10k59","Small","C",409,36,7,"no"
"951","AB2118","c10k60","Small","C",480,85,10,"no"
"952","AB2119","c10k61","Small","C",480,37,10,"yes"
"953","AB212","c10k62","Small","C",185,44,1,"no"
"954","AB2120","c10k63","Small","C",350,20,5,"yes"
"955","AB2121","c10k64","Small","C",450,26,9,"yes"
"956","AB2122","c10k65","Small","C",420,28,7,"no"
"957","AB2123","c10k66","Small","C",376,30,6,"yes"
"958","AB2124","c10k67","Small","C",460,91,9,"no"
"959","AB2126","c10k68","Small","C",380,30,6,"yes"
"960","AB2128","c10k69","Small","C",420,60,8,"yes"
"961","AB2129","c10k70","Small","C",390,43,6,"no"
"962","AB213","c10k71","Small","C",186,80,1,"no"
"963","AB2130","c10k72","Small","C",460,67,9,"no"
"964","AB2131","c10k73","Small","C",334,76,5,"yes"
"965","AB2132","c10k74","Small","C",380,22,6,"no"
"966","AB2133","c10k75","Small","C",370,66,6,"no"
"967","AB2134","c10k76","Small","C",360,29,5,"yes"
"968","AB2135","c10k77","Small","C",450,90,9,"yes"
