"","Poor","Canton","Gender","AgeGroup","Edu","CivStat","NChild","Working","FirstJob","LastJob","Origin","SocMob","RetirTiming","ProfCar","Pension","TimFirstChild"
"235",NA,"Valais","female","85-89","low","widow",1,"no","w-collar",NA,"Swiss",NA,"late","full employment","1+support","early"
"236",0,"Valais","female","85-89","medium","widow",8,"no","b-collar","intact","Swiss","down","early","full employment","1+support","norm"
"237",0,"Valais","female","85-89","low","married",3,"no","w-collar","w-collar","Swiss","stag","legal","start and stop","1+2","norm"
"238",0,"Valais","female","85-89","high","sep/div",6,"no","intact",NA,"other",NA,"early","full employment","1+support","norm"
"239",0,"Valais","female","85-89","high","widow",0,"no","w-collar","intermed","Swiss","up","early","start and stop","1+2","no-child"
"240",NA,"Valais","female","85-89","low","widow",4,"no","w-collar","b-collar","Swiss","down","legal","missing / early retirement","1+support","early"
"241",NA,"Valais","female","85-89","low","widow",3,NA,"selfemp","selfemp","Swiss","stag",NA,"full employment","1+support","early"
"242",0,"Valais","female","85-89","high","widow",4,"no","intermed","intermed","Swiss","stag","early","full employment","1+2","norm"
"243",1,"Valais","female","85-89","medium","widow",1,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+support","norm"
"244",0,"Valais","female","85-89","high","single",0,"no","intermed","upper","Swiss","up","legal","missing / early retirement","1+2+3","no-child"
"245",0,"Valais","female","85-89","high","widow",3,"no","intact","intact","Swiss","stag","late",NA,"1+savings","norm"
"246",NA,"Valais","female","85-89","medium","widow",0,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+support","no-child"
"247",0,"Valais","female","90","low","widow",7,"yes","w-collar","selfemp","Swiss","up","early","full employment","1+savings","norm"
"248",1,"Valais","female","90","low","widow",5,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+support","early"
"249",NA,"Valais","female","90","high","widow",2,"no","w-collar","intact","Swiss","down","early","full employment","1+2","norm"
"250",1,"Valais","female","90","high","widow",3,"no","upper","w-collar","Swiss","down","legal","start and stop","1+support","norm"
"251",NA,"Valais","female","90","low","widow",2,"no","intact","intact","Swiss","stag",NA,NA,"1+2","norm"
"252",0,"Valais","female","90","low","widow",4,"no","w-collar","w-collar","Swiss","stag","legal","stop and restart","1+2","norm"
"253",0,"Valais","female","90","medium","widow",3,"no","b-collar","b-collar","Swiss","stag","legal","start and stop","1+support","norm"
"254",1,"Valais","female","90","low","widow",3,"no","w-collar","intact","Swiss","down","legal","start and stop","1+support","early"
"255",0,"Valais","female","90","high","single",0,"no","upper","upper","Swiss","stag","legal","full employment","1+2","no-child"
"256",0,"Valais","female","90","medium","married",2,"no","w-collar","w-collar","Swiss","stag","legal","start and stop","1+support","norm"
"257",1,"Valais","female","90","low","widow",6,"no","intact","intact","Swiss","stag",NA,NA,"1+savings","early"
"258",0,"Valais","female","90","high","single",0,"no","upper","upper","Swiss","stag","late","full employment","1+savings","no-child"
"259",0,"Valais","female","90","high","widow",0,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+2","no-child"
"260",1,"Valais","female","90","low","widow",3,"no","w-collar","w-collar","Swiss","stag","legal","stop and restart","1+2","norm"
"261",0,"Valais","female","90","high","widow",2,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+support","norm"
"262",0,"Valais","female","90","low","widow",5,"no","selfemp","selfemp","Swiss","stag",NA,"missing / early retirement","1+2+3","early"
"263",NA,"Valais","female","90","low","widow",2,"no","selfemp","selfemp","Swiss","stag","legal","missing / early retirement","1+support","late"
"264",1,"Valais","female","90","high","widow",6,"no","intermed","selfemp","Swiss","up","late","full employment","1+savings","norm"
"265",NA,"Valais","female","90","low","widow",2,"no",NA,NA,"Swiss",NA,NA,"start and stop","1+support","early"
"266",0,"Valais","female","90","low","widow",3,"no","w-collar","selfemp","Swiss","up","late","full employment","1+support","norm"
"267",0,"Valais","female","90","medium","widow",3,"no","upper","upper","Swiss","stag","late","missing / early retirement","1+2","early"
"268",NA,"Valais","female","90","high","widow",5,"no","w-collar","upper","Swiss","up","early","missing / early retirement","1+support","early"
"269",0,"Valais","female","90","high","widow",4,"no","upper","upper","Swiss","stag","legal","stop and restart","1+2","norm"
"270",1,"Valais","female","90","high","single",0,"no","intermed","upper","Swiss","up","legal","full employment","1+support","no-child"
"271",1,"Valais","female","90","low","widow",4,"no","b-collar",NA,"other",NA,NA,"start and stop","1+2","early"
"272",0,"Valais","female","90","low","widow",0,"no","w-collar","b-collar","Swiss","down","early","full employment","1+2","no-child"
"273",0,"Valais","female","90","low","married",2,"no","w-collar","intact","Swiss","down","early","stop and restart","1+support","norm"
"274",0,"Valais","female","90","high","widow",2,"no","w-collar","w-collar","Swiss","stag",NA,"start and stop","1+2+3","norm"
"275",0,"Valais","male","65-69","medium","married",3,"no","b-collar","b-collar","Swiss","stag","early","missing / early retirement","1+support","norm"
"276",1,"Valais","male","65-69","medium","married",2,"no","b-collar","w-collar","Swiss","up","legal","full employment","1+2","norm"
"277",1,"Valais","male","65-69","medium","married",2,"no","b-collar","selfemp","Swiss","up","legal","full employment","1+savings","norm"
"278",1,"Valais","male","65-69","medium","married",2,"no","w-collar","upper","other","up","early","full employment","1+support","norm"
"279",NA,"Valais","male","65-69","high","married",4,"no","b-collar","b-collar","other","stag","early","start and stop","1+support","early"
"280",0,"Valais","male","65-69","high","married",1,"no","selfemp","selfemp","Swiss","stag","legal","full employment","1+2","norm"
"281",0,"Valais","male","65-69","high","married",2,"no","intermed","intermed","Swiss","stag","early","missing / early retirement","1+2","late"
"282",0,"Valais","male","65-69","high","sep/div",2,"no","upper","upper","Swiss","stag","late","full employment","1+2+3+work","norm"
"283",0,"Valais","male","65-69","high","married",3,"no","selfemp","selfemp","other","stag","legal","full employment","1+2","norm"
"284",1,"Valais","male","65-69","high","married",2,"yes","upper","upper","Swiss","stag",NA,"missing / early retirement","1+savings","late"
"285",0,"Valais","male","65-69","medium","married",2,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+2+3","norm"
"286",0,"Valais","male","65-69","high","married",2,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2+3+work","norm"
"287",1,"Valais","male","65-69","medium","married",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"288",0,"Valais","male","65-69","high","married",2,"no","intermed","upper","Swiss","up","early","missing / early retirement","1+2+3","late"
"289",0,"Valais","male","65-69","high","married",2,"no","b-collar","w-collar","Swiss","up","early","full employment","1+2+3+work","norm"
"290",0,"Valais","male","65-69","medium","married",3,"yes","selfemp","selfemp","Swiss","stag",NA,"missing / early retirement","1+savings","norm"
"291",0,"Valais","male","65-69","low","married",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"292",0,"Valais","male","65-69","high","married",1,"no","intermed","w-collar","other","down","early","full employment","1+2+3","norm"
"293",0,"Valais","male","65-69","high","married",3,"no","b-collar","upper","Swiss","up","legal","stop and restart","1+2+3+work","early"
"294",0,"Valais","male","65-69","high","married",2,"no","intermed","intermed","Swiss","stag","legal","full employment","1+2","early"
"295",NA,"Valais","male","65-69","high","married",1,"no","b-collar","b-collar","Swiss","stag","early","start and stop","1+2+3","norm"
"296",0,"Valais","male","65-69","high","married",3,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+2","norm"
"297",0,"Valais","male","65-69","high","married",2,"no","b-collar","upper","Swiss","up","early","missing / early retirement","1+2","norm"
"298",0,"Valais","male","65-69","medium","married",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"299",0,"Valais","male","65-69","medium","married",3,"yes","intermed","selfemp","Swiss","up",NA,"full employment","1+2+3+work","norm"
"300",0,"Valais","male","65-69","high","married",2,"no","w-collar","upper","Swiss","up","early","full employment","1+2","norm"
"301",0,"Valais","male","65-69","high","married",4,"yes","w-collar","upper","Swiss","up","early","full employment","1+2+3+work","norm"
"302",0,"Valais","male","65-69","medium","married",2,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","norm"
"303",0,"Valais","male","65-69","high","married",2,"no","b-collar","intermed","Swiss","up","legal","missing / early retirement","1+2","norm"
"304",0,"Valais","male","65-69","high","married",1,"no","b-collar","intermed","Swiss","up","early","full employment","1+2","norm"
"305",0,"Valais","male","65-69","low","single",0,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","no-child"
"306",0,"Valais","male","65-69","high","married",2,"no","upper","upper","other","stag","legal","missing / early retirement","1+2+3","norm"
"307",1,"Valais","male","65-69","medium","married",2,"no","b-collar","w-collar","Swiss","up","legal","stop and restart","1+support","norm"
"308",1,"Valais","male","70-74","high","married",2,"no","w-collar","upper","Swiss","up","legal","full employment","1+savings","late"
"309",0,"Valais","male","65-69","medium","married",2,"no","intermed","upper","Swiss","up","early","missing / early retirement","1+2","norm"
"310",0,"Valais","male","65-69","high","married",2,"no","upper","upper","Swiss","stag","early","missing / early retirement","1+2+3","norm"
"311",NA,"Valais","male","65-69","high","married",3,"yes","upper","upper","Swiss","stag",NA,"full employment","1+2+3+work","norm"
"312",0,"Valais","male","65-69","high","married",3,"no","w-collar","upper","Swiss","up","early","full employment","1+2+3","early"
"313",0,"Valais","male","65-69","medium","married",2,"no","b-collar","selfemp","Swiss","up","legal","full employment","1+savings","norm"
"314",0,"Valais","male","65-69","medium","married",3,"yes","b-collar","b-collar","Swiss","stag",NA,"full employment","1+support","late"
"315",0,"Valais","male","65-69","high","widow",3,"yes","selfemp","selfemp","Swiss","stag",NA,"full employment","1+support","norm"
"316",0,"Valais","male","65-69","high","married",1,"no","b-collar","upper","Swiss","up","early","missing / early retirement","1+2","early"
"317",0,"Valais","male","65-69","high","sep/div",3,"no","b-collar","intermed","Swiss","up","legal","full employment","1+savings","norm"
"318",0,"Valais","male","65-69","high","married",2,"no","upper","upper","Swiss","stag","early","full employment","1+2","norm"
"319",1,"Valais","male","65-69","medium","married",2,"yes","selfemp","selfemp","other","stag",NA,"full employment","1+2+3+work","norm"
"320",1,"Valais","male","65-69","medium","married",2,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2+3","norm"
"321",0,"Valais","male","65-69","medium","married",4,NA,"w-collar","intermed","Swiss","up",NA,"start and stop","1+2","early"
"322",1,"Valais","male","65-69","high","married",3,NA,"w-collar","selfemp","Swiss","up",NA,"full employment","1+2+3+work","norm"
"323",0,"Valais","male","65-69","medium","widow",2,"no","b-collar","b-collar","Swiss","stag",NA,"full employment","1+2+3","norm"
"324",1,"Valais","male","65-69","high","married",3,"no","w-collar","upper","Swiss","up","early","full employment","1+2","norm"
"325",0,"Valais","male","65-69","high","married",2,"no",NA,"upper","Swiss",NA,"legal","missing / early retirement","1+2","norm"
"326",0,"Valais","male","65-69","high","married",2,"yes","upper","upper","Swiss","stag",NA,"missing / early retirement","1+2+3+work","norm"
"327",1,"Valais","male","65-69","medium","married",2,"no","b-collar","upper","Swiss","up","legal","full employment","1+savings","late"
"328",1,"Valais","male","70-74","medium","married",2,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+2","norm"
"329",NA,"Valais","male","65-69","medium","married",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2+3+work","late"
"330",0,"Valais","male","65-69","medium","sep/div",NA,"no","b-collar","intermed","Swiss","up","early","missing / early retirement","1+2",NA
"331",0,"Valais","male","65-69","medium","married",3,"no","b-collar","b-collar","Swiss","stag","early","missing / early retirement","1+2","norm"
"332",0,"Valais","male","65-69","high","married",3,"no","upper","upper","Swiss","stag","late","full employment","1+2+3","norm"
"333",0,"Valais","male","65-69","medium","married",2,"no","b-collar","intermed","Swiss","up","early","full employment","1+2","early"
"334",1,"Valais","male","70-74","low","sep/div",3,"no","b-collar","intermed","Swiss","up","early","full employment","1+2","norm"
"335",0,"Valais","male","70-74","high","married",3,"no","intermed","upper","Swiss","up","early","full employment","1+2","norm"
"336",1,"Valais","male","70-74","medium","sep/div",2,"no","w-collar","w-collar","Swiss","stag","early","missing / early retirement","1+savings","norm"
"337",1,"Valais","male","70-74","high","married",3,"no","upper","upper","other","stag","legal","full employment","1+2+3+work","norm"
"338",0,"Valais","male","70-74","low","married",2,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","late"
"339",0,"Valais","male","70-74","medium","married",3,"no",NA,"intermed","Swiss",NA,"legal","full employment","1+support","norm"
"340",NA,"Valais","male","70-74","medium","married",1,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+2+3","late"
"341",0,"Valais","male","70-74",NA,"married",3,"no","b-collar","b-collar","Swiss","stag","early","missing / early retirement","1+2+3+work","norm"
"342",0,"Valais","male","70-74","high","married",3,"no","b-collar","selfemp","Swiss","up","legal","full employment","1+2+3+work","early"
"343",1,"Valais","male","70-74","low","widow",0,"no","b-collar","selfemp","Swiss","up","legal","full employment","1+2+3+work","no-child"
"344",0,"Valais","male","70-74","high","married",0,"no","w-collar","upper","Swiss","up","early","missing / early retirement","1+2+3","no-child"
"345",1,"Valais","male","70-74","medium","single",0,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+support","no-child"
"346",0,"Valais","male","70-74","medium","married",2,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","norm"
"347",0,"Valais","male","70-74","high","married",2,"no","intermed","intermed","Swiss","stag","legal","missing / early retirement","1+2+3","norm"
"348",0,"Valais","male","70-74","medium","married",2,"no","b-collar","selfemp","Swiss","up","late","missing / early retirement","1+2","norm"
"349",1,"Valais","male","70-74","low","sep/div",3,"no","selfemp","selfemp","Swiss","stag","legal","full employment","1+2","norm"
"350",0,"Valais","male","70-74","high","married",5,"no","w-collar","upper","Swiss","up","early","full employment","1+2+3+work","norm"
"351",0,"Valais","male","70-74","high","married",2,"yes","upper","upper","Swiss","stag",NA,"full employment","1+2+3+work","late"
"352",0,"Valais","male","70-74","high","sep/div",1,"no","upper","upper","Swiss","stag","late","full employment","1+2+3","norm"
"353",0,"Valais","male","70-74","high","married",3,"no","upper","upper","Swiss","stag","early","full employment","1+2+3","late"
"354",1,"Valais","male","70-74","medium","married",2,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2+3","norm"
"355",0,"Valais","male","70-74","high","married",3,"no","intermed","intermed","Swiss","stag","legal","full employment","1+2+3","late"
"356",1,"Valais","male","70-74","high","married",2,"yes","b-collar","selfemp","Swiss","up",NA,"full employment","1+2","norm"
"357",1,"Valais","male","70-74","medium","married",3,"no","b-collar","selfemp","other","up","late","full employment","1+savings","norm"
"358",0,"Valais","male","70-74","medium","married",3,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+2+3","norm"
"359",0,"Valais","male","70-74","high","married",2,"yes","w-collar","intermed","Swiss","up","early","full employment","1+2+3+work","norm"
"360",NA,"Valais","male","70-74","medium","married",2,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+2+3","norm"
"361",0,"Valais","male","70-74","high","married",2,"no","w-collar","selfemp","Swiss","up","early","full employment","1+savings","norm"
"362",0,"Valais","male","70-74","medium","widow",2,"no","b-collar","w-collar","Swiss","up","early","missing / early retirement","1+support","norm"
"363",0,"Valais","male","70-74","high","married",2,"no","w-collar","selfemp","Swiss","up","early","full employment","1+2+3","early"
"364",0,"Valais","male","70-74","high","married",2,"no","upper","upper","Swiss","stag","legal","missing / early retirement","1+savings","norm"
"365",1,"Valais","male","70-74","medium","married",5,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2+3+work","early"
"366",0,"Valais","male","70-74","low","married",1,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","norm"
"367",0,"Valais","male","70-74","high","sep/div",1,"no","upper","selfemp","Swiss","down","legal","full employment","1+support","late"
"368",0,"Valais","male","70-74","low","married",2,"no","b-collar","upper","Swiss","up","early","full employment","1+support","norm"
"369",0,"Valais","male","70-74","high","married",2,"no","upper","upper","Swiss","stag","early","full employment","1+2+3","norm"
"370",0,"Valais","male","70-74","high","married",3,"yes","upper","upper","other","stag",NA,"missing / early retirement","1+2+3+work","norm"
"371",0,"Valais","male","70-74","medium","married",5,"no","w-collar","w-collar","Swiss","stag","early","missing / early retirement","1+2+3+work","norm"
"372",NA,"Valais","male","70-74","high","widow",3,"no","upper","upper","Swiss","stag","legal","start and stop","1+support","norm"
"373",NA,"Valais","male","70-74","low","married",3,"no","b-collar","selfemp","Swiss","up","legal","full employment","1+support","norm"
"374",0,"Valais","male","70-74","medium","married",4,"yes","b-collar","w-collar","Swiss","up","late","full employment","1+2+3+work","norm"
"375",0,"Valais","male","70-74","low","sep/div",3,"no","selfemp","b-collar","Swiss","down","early","full employment","1+2","norm"
"376",0,"Valais","male","70-74","medium","married",2,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+2","norm"
"377",1,"Valais","male","70-74","medium","married",2,"no","b-collar","b-collar","Swiss","stag","legal","missing / early retirement","1+support","early"
"378",NA,"Valais","male","70-74","high","married",3,"no","intermed","upper","Swiss","up","legal","full employment","1+2+3","norm"
"379",1,"Valais","male","70-74","medium","sep/div",3,"no","w-collar","w-collar","Swiss","stag",NA,"full employment","1+support","early"
"380",1,"Valais","male","70-74","medium","married",2,"no","b-collar","b-collar","other","stag","legal","full employment","1+2","norm"
"381",0,"Valais","male","70-74","high","married",2,"no",NA,"upper","Swiss",NA,"early","full employment","1+2","norm"
"382",NA,"Valais","male","70-74","low","married",3,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2+3+work","norm"
"383",0,"Valais","male","70-74","medium","married",2,"no","b-collar","intermed","Swiss","up","legal","start and stop","1+2","early"
"384",0,"Valais","male","75-79","high","married",2,"no","w-collar",NA,"Swiss",NA,"legal","full employment","1+2","norm"
"385",NA,"Valais","male","70-74","high","married",2,"no","w-collar","w-collar","Swiss","stag","legal","missing / early retirement","1+2","norm"
"386",0,"Valais","male","70-74","medium","married",0,"no","b-collar","b-collar","Swiss","stag",NA,"missing / early retirement","1+2","no-child"
"387",NA,"Valais","male","70-74","medium","married",2,"no","b-collar","w-collar","Swiss","up","early","full employment","1+2","late"
"388",NA,"Valais","male","70-74","medium","married",1,"no","b-collar","w-collar","Swiss","up","late","full employment","1+2","norm"
"389",0,"Valais","male","70-74","high","married",3,"no","upper","upper","Swiss","stag","legal","full employment","1+2+3+work","norm"
"390",0,"Valais","male","70-74","low","married",3,"yes","w-collar","w-collar","Swiss","stag",NA,"full employment","1+2+3+work","norm"
"391",0,"Valais","male","70-74","low","single",0,"no","w-collar","b-collar","Swiss","down","legal","full employment","1+2","no-child"
"392",NA,"Valais","male","70-74","low","married",2,"no","b-collar","upper","Swiss","up","early","start and stop","1+2","late"
"393",0,"Valais","male","75-79","high","married",2,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+2","late"
"394",0,"Valais","male","75-79","high","married",5,"no","selfemp","selfemp","Swiss","stag","late","full employment","1+2+3+work","norm"
"395",0,"Valais","male","75-79","high","married",2,"no","b-collar","upper","Swiss","up","early","full employment","1+2+3","late"
"396",0,"Valais","male","75-79","high","single",0,"yes","intermed","intermed","Swiss","stag",NA,"missing / early retirement","1+2+3+work","no-child"
"397",0,"Valais","male","75-79","high","married",2,"yes","w-collar","intermed","Swiss","up",NA,"full employment","1+2","early"
"398",0,"Valais","male","75-79","medium","married",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","late"
"399",0,"Valais","male","75-79","high","sep/div",5,"no","upper","upper","Swiss","stag","late","missing / early retirement","1+2+3","norm"
"400",0,"Valais","male","75-79","medium","married",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","norm"
"401",1,"Valais","male","75-79","medium","married",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","early"
"402",0,"Valais","male","75-79","medium","single",0,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","no-child"
"403",NA,"Valais","male","75-79","medium","married",3,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+2","norm"
"404",1,"Valais","male","75-79","low","married",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","late"
"405",0,"Valais","male","75-79","high","widow",3,"no","w-collar","w-collar","other","stag","legal","full employment","1+2+3","norm"
"406",0,"Valais","male","75-79","low","married",4,"no","b-collar","w-collar","Swiss","up","early","full employment","1+2","norm"
"407",1,"Valais","male","75-79","medium","married",3,"no","b-collar","b-collar","Swiss","stag","late","full employment","1+savings","norm"
"408",0,"Valais","male","75-79","low","married",2,"no","b-collar","w-collar","Swiss","up","legal","full employment","1+2","norm"
"409",0,"Valais","male","75-79","high","married",2,"no","w-collar","upper","Swiss","up","legal","full employment","1+2","norm"
"410",1,"Valais","male","75-79","medium","married",2,"no","b-collar","selfemp","Swiss","up","late","full employment","1+support","early"
"411",0,"Valais","male","75-79","low","married",0,"yes","b-collar","b-collar","Swiss","stag","early","full employment","1+2+3","no-child"
"412",0,"Valais","male","75-79","high","married",3,"no","b-collar","intermed","Swiss","up","legal","full employment","1+2","norm"
"413",0,"Valais","male","75-79","low","married",2,"no",NA,"w-collar","Swiss",NA,"early","full employment","1+2","norm"
"414",0,"Valais","male","75-79","high","sep/div",1,"yes","upper","upper","other","stag",NA,"missing / early retirement","1+support","norm"
"415",0,"Valais","male","75-79","low","married",1,"no","selfemp","w-collar","Swiss","down","legal","full employment","1+2","norm"
"416",NA,"Valais","male","75-79","medium","married",4,"no","b-collar","b-collar","other","stag","early","full employment","1+2+3","norm"
"417",1,"Valais","male","75-79","low","married",2,"no","b-collar","b-collar","Swiss","stag","legal","start and stop","1+support","early"
"418",0,"Valais","male","75-79","high","married",2,"yes","intermed",NA,"Swiss",NA,NA,"full employment","1+2+3+work","late"
"419",0,"Valais","male","75-79","medium","married",3,"no","upper","upper","Swiss","stag","early","full employment","1+2+3","norm"
"420",0,"Valais","male","80-84","high","married",2,"no","upper","upper","Swiss","stag","legal","missing / early retirement","1+2+3","norm"
"421",0,"Valais","male","75-79","high","married",3,"yes","upper","upper","Swiss","stag",NA,"full employment","1+2+3+work","early"
"422",0,"Valais","male","75-79","high","married",3,"no","upper","selfemp","Swiss","down","late","full employment","1+support","norm"
"423",1,"Valais","male","75-79","high","married",5,"no","b-collar","b-collar","Swiss","stag","legal","missing / early retirement","1+support","norm"
"424",1,"Valais","male","75-79","medium","married",3,"no","upper","upper","Swiss","stag","early","full employment","1+2","norm"
"425",0,"Valais","male","75-79","low","married",0,"no","b-collar","b-collar","Swiss","stag","early","missing / early retirement","1+support","no-child"
"426",0,"Valais","male","75-79","medium","widow",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","early"
"427",0,"Valais","male","75-79","high","married",7,"no","upper","upper","Swiss","stag","early","full employment","1+2","norm"
"428",0,"Valais","male","75-79","high","widow",2,"no","upper","upper","Swiss","stag","legal","missing / early retirement","1+2","norm"
"429",0,"Valais","male","75-79","high","married",2,"no","w-collar","upper","Swiss","up","legal","full employment","1+2","norm"
"430",0,"Valais","male","75-79","low","widow",0,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2+3+work","no-child"
"431",0,"Valais","male","75-79","medium","married",3,"no","b-collar","w-collar","Swiss","up","early","full employment","1+2+3","norm"
"432",1,"Valais","male","75-79","low","married",3,"no","b-collar","b-collar","Swiss","stag",NA,"full employment","1+2+3+work","norm"
"433",NA,"Valais","male","75-79","high","married",1,"no","intermed","selfemp","other","up","late","full employment","1+2","late"
"434",0,"Valais","male","75-79","high","married",4,"no","w-collar","upper","Swiss","up","early","missing / early retirement","1+2","norm"
"435",0,"Valais","male","75-79","low","single",0,"no","b-collar","w-collar","Swiss","up","early","full employment","1+2+3+work","no-child"
"436",0,"Valais","male","75-79","high","married",3,"no","upper","upper","Swiss","stag","legal","missing / early retirement","1+support","norm"
"437",0,"Valais","male","75-79","low","married",0,"no","intermed","intermed","Swiss","stag","early","missing / early retirement","1+support","no-child"
"438",0,"Valais","male","75-79","medium","married",1,"no","b-collar","upper","Swiss","up","legal","full employment","1+2","early"
"439",NA,"Valais","male","75-79","high","widow",2,"no",NA,"upper","Swiss",NA,"early","full employment","1+2+3","norm"
"440",0,"Valais","male","75-79","high","single",0,"no","intermed","intermed","Swiss","stag","legal","missing / early retirement","1+2+3+work","no-child"
"441",1,"Valais","male","75-79","medium","single",0,"no","b-collar","w-collar","Swiss","up","legal","full employment","1+support","no-child"
"442",0,"Valais","male","75-79",NA,"married",3,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","norm"
"443",0,"Valais","male","75-79","high","married",2,"no","upper","upper","other","stag","legal","full employment","1+2+3","norm"
"444",0,"Valais","male","75-79","high","married",2,"no","intermed",NA,"Swiss",NA,"late","full employment","1+savings","late"
"445",0,"Valais","male","65-69","medium","sep/div",3,"no","w-collar","w-collar","Swiss","stag","early","missing / early retirement","1+2+3+work","early"
"446",0,"Valais","male","75-79","low","married",1,"no","b-collar","b-collar","other","stag","legal","full employment","1+2","late"
"447",0,"Valais","male","75-79","high","married",2,"no","upper","upper","Swiss","stag","early","full employment","1+2","norm"
"448",0,"Valais","male","75-79","medium","married",1,"no","intermed","intermed","Swiss","stag","late","full employment","1+2","early"
"449",1,"Valais","male","75-79","low","married",0,"no","b-collar","intact","Swiss","down","early","missing / early retirement","1+support","no-child"
"450",0,"Valais","male","75-79",NA,"married",2,"no","upper","upper","Swiss","stag","legal","full employment","1+2+3","norm"
"451",1,"Valais","male","75-79","medium","married",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+savings","norm"
"452",1,"Valais","male","75-79","medium","married",5,"no","w-collar","selfemp","Swiss","up","early","full employment","1+support","early"
"453",0,"Valais","male","80-84","medium","widow",1,"no","b-collar","intermed","Swiss","up","legal","full employment","1+2","norm"
"454",1,"Valais","male","80-84","low","widow",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","late"
"455",1,"Valais","male","80-84","low","married",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"456",0,"Valais","male","80-84","medium","married",0,NA,"b-collar","b-collar","Swiss","stag","legal","start and stop","1+2+3","no-child"
"457",NA,"Valais","male","80-84","high","widow",3,"no","b-collar","upper","Swiss","up","early","full employment","1+2+3","norm"
"458",0,"Valais","male","80-84","low","married",4,"no","selfemp","selfemp","Swiss","stag","early","missing / early retirement","1+support","norm"
"459",0,"Valais","male","80-84","high","married",2,"no","upper","upper","Swiss","stag","legal","full employment","1+2","norm"
"460",0,"Valais","male","80-84","low","married",0,"no","w-collar","upper","Swiss","up",NA,"stop and restart","1+savings","no-child"
"461",0,"Valais","male","80-84","high","married",1,"no","selfemp","selfemp","Swiss","stag","late","full employment","1+savings","late"
"462",0,"Valais","male","80-84","medium","married",3,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+2+3","norm"
"463",1,"Valais","male","80-84","low","married",2,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+support","norm"
"464",NA,"Valais","male","80-84","medium","married",2,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+2","norm"
"465",0,"Valais","male","80-84","high","sep/div",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","norm"
"466",0,"Valais","male","80-84","high","married",4,"no","w-collar","selfemp","Swiss","up","legal","full employment","1+savings","norm"
"467",NA,"Valais","male","80-84","high","married",2,"no","upper","upper","Swiss","stag","legal","missing / early retirement","1+support","norm"
"468",0,"Valais","male","80-84","medium","sep/div",4,"no","b-collar","intermed","Swiss","up","early","full employment","1+2+3","norm"
"469",1,"Valais","male","80-84","high","married",3,"no","upper","upper","Swiss","stag","legal",NA,"1+2","norm"
"470",0,"Valais","male","80-84","medium","married",0,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+savings","no-child"
"471",0,"Valais","male","80-84","medium","widow",1,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","late"
"472",1,"Valais","male","80-84","high","sep/div",2,"no","w-collar","b-collar","Swiss","down","late","full employment","1+support","norm"
