"","longitude","latitude","name.city","index.rurality","Nb.students","Occupancy.rate","Cost.per.student","Nb.students.per.class","Freq.certifies","Freq.agreges","Freq.rep.stud","Nb.specialties","Teachers.age"
"174",415600.07817583,1807000.0379172,"TARBES","urban",689,0.605,3727.7889669,22,0.7836990596,0.0015673981,0.0899854862,5,48.777429467
"175",415600.07817583,1807000.0379172,"TARBES","urban",310,0.985342019543974,3133.9060496,26.304347826,0.8950617284,0.037037037,0.0419354839,10,41.388888889
"176",415600.07817583,1807000.0379172,"TARBES","urban",508,0.908353234117339,3871.8693528,24.842105263,0.6685185185,0,0.0236220472,17,43.6567718
"177",415600.07817583,1807000.0379172,"TARBES","urban",518,0.555,4879.7176577,17.076923077,0.8052208835,0.0642570281,0.0752895753,4,46.299196787
"178",415600.07817583,1807000.0379172,"TARBES","urban",577,0.854166666666667,3193.1831415,25,0.6061493411,0.0161054173,0.0831889081,15,45.998535871
"179",415600.07817583,1807000.0379172,"TARBES","urban",713,0.697894736842105,3802.6930769,26.52,0.8425324675,0.0779220779,0.0280504909,8,48.709415584
"180",430099.99392504,1800450.0293544,"TOURNAY","rural",287,0.416666666666667,3865.3336667,18.75,0.6714285714,0,0.0452961672,5,39.697142857
"181",439899.97175124,1814850.0341853,"TRIE-SUR-BAISE","rural",231,0.545,4176.3929817,21.8,0.796875,0,0.0606060606,4,42.18359375
"182",414650.00783801,1824200.0691489,"VIC-EN-BIGORRE","rural",624,0.783333333333333,3428.786539,26.111111111,0.8140900196,0.0665362035,0.0801282051,8,48.230919765
"183",609549.97137696,1876150.0802117,"ALBAN","rural",279,0.658333333333333,3976.598481,19.75,0.676,0.048,0.0609318996,4,43.281124498
"184",583699.96907019,1880950.0436298,"ALBI","urban",427,0.295555555555556,5149.3425564,16.625,0.8398950131,0.031496063,0.0866510539,9,46.267716535
"185",583699.96907019,1880950.0436298,"ALBI","urban",773,1.12272727272727,3719.7960729,24.7,0.8373408769,0.0664780764,0.0388098318,13,49.181046676
"186",583699.96907019,1880950.0436298,"ALBI","urban",724,0.810956790123457,3509.1986584,23.886363636,0.7331042383,0.0274914089,0.0773480663,15,48.628865979
"187",583699.96907019,1880950.0436298,"ALBI","urban",692,0.728448275862069,3780.5045562,23.045454545,0.7247191011,0.0323033708,0.0419075145,14,47.406469761
"188",584600.08394886,1892349.9710697,"BLAYE-LES-MINES","rural",434,0.902712864895407,3359.6253153,24.6,0.6674259681,0.0273348519,0.0714285714,12,46.636986301
"189",614249.90929996,1845600.0254052,"BRASSAC","rural",298,0.605,4099.8274793,22,0.6245614035,0,0.0570469799,4,50.316901408
"190",586200.03356263,1894750.0100671,"CARMAUX","rural",466,0.91,3983.9834066,22.75,0.7385964912,0.0192982456,0.0708154506,6,47.945614035
"191",592750.0421254,1845499.9999102,"CASTRES","urban",700,0.938271604938272,3149.9383816,23.03030303,0.5977443609,0.030075188,0.0657142857,13,45.39245283
"192",592750.0421254,1845499.9999102,"CASTRES","urban",705,0.807,3539.7037299,25.21875,0.677027027,0.0486486486,0.0666666667,8,47.111263736
"193",592750.0421254,1845499.9999102,"CASTRES","urban",553,1.0854248705292,3200.1350397,23.16,0.6923076923,0.0821678322,0.0596745027,10,50.087565674
"194",569850.04717367,1896250.0487626,"CORDES-SUR-CIEL","rural",242,0.93,3002.4434409,24.8,0.8007968127,0,0.0743801653,4,44.003984064
"195",584800.02036221,1830849.98863,"DOURGNE","rural",254,0.891666666666667,3249.6608598,26.75,0.8448979592,0,0.125984252,4,45.26122449
"196",564200.03891283,1879050.0175309,"GAILLAC","rural",1051,0.968333333333333,3331.4323752,24.208333333,0.7697841727,0.0215827338,0.0837297812,17,46.00270514
"197",572550.04807946,1861950.0117942,"GRAULHET","rural",746,0.45982905982906,3936.587026,23.391304348,0.6899661781,0.0214205186,0.0603217158,21,43.645997745
"198",624849.97650979,1830800.0331709,"LABASTIDE-ROUAIROUX","rural",150,0.72625,3742.5475559,26.409090909,0.7076023392,0,0.1,5,41.023391813
"199",593800.02338153,1833400.0085816,"LABRUGUIERE","intermediate",322,0.409230769230769,4407.548797,19,0.7907608696,0.035326087,0.0745341615,5,41.9373297
"200",628949.99061601,1855299.9777364,"LACAUNE","rural",282,0.7325,3589.3869625,24.416666667,0.5534591195,0,0.0567375887,7,39.133333333
"201",583300.09624349,1855799.9906348,"LAUTREC","rural",160,1.10964912280702,3579.469249,25.3,0.6685714286,0.0057142857,0.0375,4,45.651428571
"202",557950.10683521,1854450.0474703,"LAVAUR","rural",740,0.905555555555556,3818.1301636,22.227272727,0.6852589641,0.0478087649,0.0689189189,10,46.463087248
"203",604100.01410621,1829449.9754296,"MAZAMET","urban",447,0.901851851851852,2911.06577,25.631578947,0.5992970123,0.0210896309,0.0782997763,13,46.253075571
"204",604100.01410621,1829449.9754296,"MAZAMET","urban",487,0.745833333333333,3274.1351955,23.866666667,0.8475750577,0.0277136259,0.0616016427,4,47.699769053
"205",573750.01028979,1842100.0496925,"PUYLAURENS","rural",372,0.758,3879.9565699,25.266666667,0.5927977839,0.0664819945,0.0161290323,4,44.362880886
"206",551100.0217873,1870950.0148135,"RABASTENS","rural",390,0.922803853998441,3342.4243949,24.275862069,0.7430730479,0,0.0923076923,5,43.065491184
"207",588250.04061574,1864250.0252965,"REALMONT","rural",409,0.92,3582.5442029,23,0.7985436893,0,0.075794621,4,42.575242718
"208",591350.02892498,1881600.0374825,"SAINT-JUERY","urban",626,0.705,3545.0364184,20.142857143,0.7304075235,0.0360501567,0.0878594249,4,46.799373041
"209",548100.05897311,1861900.056335,"SAINT-SULPICE","intermediate",452,0.956666666666667,3590.8587805,23.916666667,0.6063829787,0.0425531915,0.0951327434,6,46.282051282
"210",603850.00765697,1890000.0021082,"VALENCE-D'ALBIGEOIS","rural",170,0.382857142857143,5164.095,16.75,0.5644444444,0,0.0352941176,4,43.580357143
"211",580750.07629189,1847200.0895957,"VIELMUR-SUR-AGOUT","intermediate",316,0.96625,3383.2307245,25.766666667,0.7077464789,0.0774647887,0.0632911392,4,42.862676056
"212",493550.07249958,1877050.0805136,"BEAUMONT-DE-LOMAGNE","rural",388,0.542666666666667,4233.1184767,18.5,0.690744921,0.0270880361,0.0515463918,4,42.619266055
"213",502950.06292234,1895799.9913233,"CASTELSARRASIN","rural",579,0.949401667423118,3161.3582156,24.96,0.7216312057,0,0.0535405872,14,43.877659574
"214",502950.06292234,1895799.9913233,"CASTELSARRASIN","rural",526,1,3725.5542143,20,0.7656565657,0.0484848485,0.072243346,5,42.698989899
"215",536499.96596631,1906650.0649823,"CAUSSADE","rural",739,1.22355323568152,3492.7103769,23.428571429,0.6467463479,0.0478087649,0.0554803789,13,46.770252324
"216",516050.08004787,1869699.9825673,"GRISOLLES","intermediate",565,0.651162790697674,3554.7917857,23.333333333,0.7939508507,0.02268431,0.0725663717,6,43.618147448
"217",520350.03056743,1880749.9926397,"LABASTIDE-SAINT-PIERRE","intermediate",578,0.708571428571429,3508.5937097,24.8,0.7454873646,0.0451263538,0.0432525952,4,45.651162791
"218",512200.0723909,1904450.076975,"LAFRANCAISE","rural",391,0.4475,4545.4910615,22.375,0.8232445521,0,0.074168798,4,44.0968523
"219",503250.02483074,1919000.0627601,"LAUZERTE","rural",252,1.09583333333333,3029.1841255,26.3,0.6666666667,0,0.0515873016,6,46.175496689
"220",501249.97323678,1903450.0511781,"MOISSAC","rural",692,1.24,2790.6519355,28.615384615,0.6234482759,0.0331034483,0.0563583815,20,44.243055556
"221",522000.0502171,1891900.0282071,"MONTAUBAN","urban",970,0.845454545454545,3551.6892115,23.25,0.6740890688,0.036437247,0.0773195876,17,46.421319797
"222",522000.0502171,1891900.0282071,"MONTAUBAN","urban",969,0.538888888888889,5005.0390722,24.25,0.6914789422,0.0460333007,0.0433436533,18,44.29970617
"223",522000.0502171,1891900.0282071,"MONTAUBAN","urban",648,1.11833333333333,3116.2841282,26.84,0.7671232877,0.0547945205,0.0694444444,9,46.700152207
"224",536150.04859876,1895850.0613592,"NEGREPELISSE","intermediate",497,0.53,3842.1338208,21.2,0.7912087912,0.0527472527,0.0905432596,4,41.314285714
"225",551250.0027415,1905800.0201396,"SAINT-ANTONIN-NOBLE-VAL","rural",242,0.988333333333333,2955.9035582,25.782608696,0.8855932203,0,0.0537190083,4,40.457627119
"226",484749.43300991,1901000.0567215,"VALENCE","rural",760,0.690216567475426,3706.7702397,21.75,0.6887905605,0.0353982301,0.0539473684,10,46.725663717
