"","id","absent","status","date","day","month"
"6335",31,9,0,"24.11.1986","Mo",71
"6336",31,10,0,"24.11.1986","Mo",71
"6337",179,1,1,"01.12.1986","Mo",72
"6338",72,1,1,"02.12.1986","Di",72
"6339",43,1,1,"09.12.1986","Di",72
"6340",151,1,1,"09.12.1986","Di",72
"6341",199,1,1,"11.12.1986","Do",72
"6342",40,1,1,"15.12.1986","Mo",72
"6343",91,1,1,"15.12.1986","Mo",72
"6344",194,1,1,"18.12.1986","Do",72
"6345",42,1,1,"22.12.1986","Mo",72
"6346",152,1,1,"23.12.1986","Di",72
"6347",11,1,0,"22.12.1986","Mo",72
"6348",11,2,1,"22.12.1986","Mo",72
"6349",37,1,0,"22.12.1986","Mo",72
"6350",37,2,1,"22.12.1986","Mo",72
"6351",164,1,0,"01.12.1986","Mo",72
"6352",164,2,0,"01.12.1986","Mo",72
"6353",164,3,1,"01.12.1986","Mo",72
"6354",148,1,0,"03.12.1986","Mi",72
"6355",148,2,0,"03.12.1986","Mi",72
"6356",7,1,0,"08.12.1986","Mo",72
"6357",7,2,0,"08.12.1986","Mo",72
"6358",7,3,1,"08.12.1986","Mo",72
"6359",214,1,0,"10.12.1986","Mi",72
"6360",214,2,0,"10.12.1986","Mi",72
"6361",129,1,0,"18.12.1986","Do",72
"6362",129,2,0,"18.12.1986","Do",72
"6363",129,3,0,"18.12.1986","Do",72
"6364",129,4,0,"18.12.1986","Do",72
"6365",129,5,1,"18.12.1986","Do",72
"6366",66,1,0,"12.12.1986","Fr",72
"6367",66,2,0,"12.12.1986","Fr",72
"6368",66,3,0,"12.12.1986","Fr",72
"6369",66,4,0,"12.12.1986","Fr",72
"6370",66,5,0,"12.12.1986","Fr",72
"6371",66,6,1,"12.12.1986","Fr",72
"6372",89,1,0,"16.12.1986","Di",72
"6373",89,2,0,"16.12.1986","Di",72
"6374",89,3,0,"16.12.1986","Di",72
"6375",225,1,0,"16.12.1986","Di",72
"6376",225,2,0,"16.12.1986","Di",72
"6377",225,3,0,"16.12.1986","Di",72
"6378",127,1,0,"01.12.1986","Mo",72
"6379",127,2,0,"01.12.1986","Mo",72
"6380",127,3,0,"01.12.1986","Mo",72
"6381",127,4,0,"01.12.1986","Mo",72
"6382",202,1,0,"08.12.1986","Mo",72
"6383",202,2,0,"08.12.1986","Mo",72
"6384",202,3,0,"08.12.1986","Mo",72
"6385",202,4,0,"08.12.1986","Mo",72
"6386",179,1,0,"10.12.1986","Mi",72
"6387",179,2,0,"10.12.1986","Mi",72
"6388",179,3,0,"10.12.1986","Mi",72
"6389",179,4,0,"10.12.1986","Mi",72
"6390",179,5,0,"10.12.1986","Mi",72
"6391",179,6,0,"10.12.1986","Mi",72
"6392",179,7,1,"10.12.1986","Mi",72
"6393",32,1,0,"01.12.1986","Mo",72
"6394",32,2,0,"01.12.1986","Mo",72
"6395",32,3,0,"01.12.1986","Mo",72
"6396",32,4,0,"01.12.1986","Mo",72
"6397",32,5,0,"01.12.1986","Mo",72
"6398",32,6,0,"01.12.1986","Mo",72
"6399",32,7,0,"01.12.1986","Mo",72
"6400",32,8,0,"01.12.1986","Mo",72
"6401",32,9,0,"01.12.1986","Mo",72
"6402",32,10,1,"01.12.1986","Mo",72
"6403",42,1,0,"01.12.1986","Mo",72
"6404",42,2,0,"01.12.1986","Mo",72
"6405",42,3,0,"01.12.1986","Mo",72
"6406",42,4,0,"01.12.1986","Mo",72
"6407",42,5,0,"01.12.1986","Mo",72
"6408",42,6,0,"01.12.1986","Mo",72
"6409",42,7,0,"01.12.1986","Mo",72
"6410",42,8,0,"01.12.1986","Mo",72
"6411",42,9,0,"01.12.1986","Mo",72
"6412",42,10,0,"01.12.1986","Mo",72
"6413",111,1,0,"08.12.1986","Mo",72
"6414",111,2,0,"08.12.1986","Mo",72
"6415",111,3,0,"08.12.1986","Mo",72
"6416",111,4,0,"08.12.1986","Mo",72
"6417",111,5,0,"08.12.1986","Mo",72
"6418",111,6,0,"08.12.1986","Mo",72
"6419",111,7,0,"08.12.1986","Mo",72
"6420",111,8,0,"08.12.1986","Mo",72
"6421",111,9,0,"08.12.1986","Mo",72
"6422",111,10,0,"08.12.1986","Mo",72
"6423",37,1,1,"05.01.1987","Mo",73
"6424",179,1,1,"19.01.1987","Mo",73
"6425",215,1,1,"19.01.1987","Mo",73
"6426",63,1,1,"22.01.1987","Do",73
"6427",34,1,1,"27.01.1987","Di",73
"6428",200,1,0,"02.01.1987","Fr",73
"6429",200,2,0,"02.01.1987","Fr",73
"6430",200,3,0,"02.01.1987","Fr",73
"6431",200,4,1,"02.01.1987","Fr",73
"6432",42,1,0,"08.01.1987","Do",73
"6433",76,1,0,"12.01.1987","Mo",73
"6434",76,2,1,"12.01.1987","Mo",73
"6435",161,1,0,"15.01.1987","Do",73
"6436",2,1,0,"15.01.1987","Do",73
"6437",91,1,0,"22.01.1987","Do",73
"6438",74,1,0,"07.01.1987","Mi",73
"6439",74,2,0,"07.01.1987","Mi",73
"6440",207,1,0,"07.01.1987","Mi",73
"6441",207,2,0,"07.01.1987","Mi",73
"6442",73,1,0,"20.01.1987","Di",73
"6443",73,2,0,"20.01.1987","Di",73
"6444",73,3,0,"20.01.1987","Di",73
"6445",207,1,0,"20.01.1987","Di",73
"6446",207,2,0,"20.01.1987","Di",73
"6447",207,3,0,"20.01.1987","Di",73
"6448",177,1,0,"27.01.1987","Di",73
"6449",177,2,0,"27.01.1987","Di",73
"6450",177,3,0,"27.01.1987","Di",73
"6451",211,1,0,"27.01.1987","Di",73
"6452",211,2,0,"27.01.1987","Di",73
"6453",211,3,0,"27.01.1987","Di",73
"6454",37,1,0,"12.01.1987","Mo",73
"6455",37,2,0,"12.01.1987","Mo",73
"6456",37,3,0,"12.01.1987","Mo",73
"6457",37,4,0,"12.01.1987","Mo",73
"6458",136,1,0,"12.01.1987","Mo",73
"6459",136,2,0,"12.01.1987","Mo",73
"6460",136,3,0,"12.01.1987","Mo",73
"6461",136,4,0,"12.01.1987","Mo",73
"6462",181,1,0,"12.01.1987","Mo",73
"6463",181,2,0,"12.01.1987","Mo",73
"6464",181,3,0,"12.01.1987","Mo",73
"6465",181,4,0,"12.01.1987","Mo",73
"6466",206,1,0,"19.01.1987","Mo",73
"6467",206,2,0,"19.01.1987","Mo",73
"6468",206,3,0,"19.01.1987","Mo",73
"6469",206,4,0,"19.01.1987","Mo",73
"6470",42,1,0,"26.01.1987","Mo",73
"6471",42,2,0,"26.01.1987","Mo",73
"6472",42,3,0,"26.01.1987","Mo",73
"6473",42,4,0,"26.01.1987","Mo",73
"6474",81,1,0,"19.01.1987","Mo",73
"6475",81,2,0,"19.01.1987","Mo",73
"6476",81,3,0,"19.01.1987","Mo",73
"6477",81,4,0,"19.01.1987","Mo",73
"6478",81,5,0,"19.01.1987","Mo",73
"6479",81,6,0,"19.01.1987","Mo",73
"6480",81,7,0,"19.01.1987","Mo",73
"6481",81,8,1,"19.01.1987","Mo",73
"6482",181,1,0,"30.01.1987","Fr",73
"6483",181,2,0,"30.01.1987","Fr",73
"6484",181,3,0,"30.01.1987","Fr",73
"6485",181,4,0,"30.01.1987","Fr",73
"6486",181,5,0,"30.01.1987","Fr",73
"6487",181,6,0,"30.01.1987","Fr",73
"6488",181,7,0,"30.01.1987","Fr",73
"6489",14,1,0,"16.01.1987","Fr",73
"6490",14,2,0,"16.01.1987","Fr",73
"6491",14,3,0,"16.01.1987","Fr",73
"6492",14,4,0,"16.01.1987","Fr",73
"6493",14,5,0,"16.01.1987","Fr",73
"6494",14,6,0,"16.01.1987","Fr",73
"6495",14,7,0,"16.01.1987","Fr",73
"6496",14,8,0,"16.01.1987","Fr",73
"6497",14,9,0,"16.01.1987","Fr",73
"6498",14,10,0,"16.01.1987","Fr",73
"6499",130,1,0,"23.01.1987","Fr",73
"6500",130,2,0,"23.01.1987","Fr",73
"6501",130,3,0,"23.01.1987","Fr",73
"6502",130,4,0,"23.01.1987","Fr",73
"6503",130,5,0,"23.01.1987","Fr",73
"6504",130,6,0,"23.01.1987","Fr",73
"6505",130,7,0,"23.01.1987","Fr",73
"6506",130,8,0,"23.01.1987","Fr",73
"6507",130,9,0,"23.01.1987","Fr",73
"6508",130,10,0,"23.01.1987","Fr",73
"6509",31,1,0,"29.01.1987","Do",73
"6510",31,2,0,"29.01.1987","Do",73
"6511",31,3,0,"29.01.1987","Do",73
"6512",31,4,0,"29.01.1987","Do",73
"6513",31,5,0,"29.01.1987","Do",73
"6514",31,6,0,"29.01.1987","Do",73
"6515",31,7,0,"29.01.1987","Do",73
"6516",31,8,0,"29.01.1987","Do",73
"6517",74,1,0,"29.01.1987","Do",73
"6518",74,2,0,"29.01.1987","Do",73
"6519",74,3,0,"29.01.1987","Do",73
"6520",74,4,0,"29.01.1987","Do",73
"6521",74,5,0,"29.01.1987","Do",73
"6522",74,6,0,"29.01.1987","Do",73
"6523",74,7,0,"29.01.1987","Do",73
"6524",74,8,0,"29.01.1987","Do",73
"6525",140,1,0,"21.01.1987","Mi",73
"6526",140,2,0,"21.01.1987","Mi",73
"6527",140,3,0,"21.01.1987","Mi",73
"6528",140,4,0,"21.01.1987","Mi",73
"6529",140,5,0,"21.01.1987","Mi",73
"6530",140,6,0,"21.01.1987","Mi",73
"6531",140,7,0,"21.01.1987","Mi",73
"6532",140,8,0,"21.01.1987","Mi",73
"6533",140,9,0,"21.01.1987","Mi",73
"6534",121,1,0,"05.01.1987","Mo",73
"6535",121,2,0,"05.01.1987","Mo",73
"6536",121,3,0,"05.01.1987","Mo",73
"6537",121,4,0,"05.01.1987","Mo",73
"6538",121,5,0,"05.01.1987","Mo",73
"6539",121,6,0,"05.01.1987","Mo",73
"6540",121,7,0,"05.01.1987","Mo",73
"6541",121,8,0,"05.01.1987","Mo",73
"6542",121,9,0,"05.01.1987","Mo",73
"6543",121,10,0,"05.01.1987","Mo",73
"6544",32,1,1,"04.02.1987","Mi",74
"6545",194,1,1,"12.02.1987","Do",74
"6546",176,1,1,"26.02.1987","Do",74
"6547",159,1,0,"16.02.1987","Mo",74
"6548",159,2,1,"16.02.1987","Mo",74
"6549",101,1,0,"19.02.1987","Do",74
"6550",77,1,0,"04.02.1987","Mi",74
"6551",77,2,0,"04.02.1987","Mi",74
"6552",216,1,0,"04.02.1987","Mi",74
"6553",216,2,0,"04.02.1987","Mi",74
"6554",158,1,0,"11.02.1987","Mi",74
"6555",158,2,0,"11.02.1987","Mi",74
"6556",184,1,0,"18.02.1987","Mi",74
"6557",184,2,0,"18.02.1987","Mi",74
"6558",46,1,0,"25.02.1987","Mi",74
"6559",46,2,0,"25.02.1987","Mi",74
"6560",97,1,0,"25.02.1987","Mi",74
"6561",97,2,0,"25.02.1987","Mi",74
"6562",26,1,0,"10.02.1987","Di",74
"6563",26,2,0,"10.02.1987","Di",74
"6564",26,3,0,"10.02.1987","Di",74
"6565",207,1,0,"10.02.1987","Di",74
"6566",207,2,0,"10.02.1987","Di",74
"6567",207,3,0,"10.02.1987","Di",74
"6568",179,1,0,"02.02.1987","Mo",74
"6569",179,2,0,"02.02.1987","Mo",74
"6570",179,3,0,"02.02.1987","Mo",74
"6571",179,4,0,"02.02.1987","Mo",74
"6572",115,1,0,"23.02.1987","Mo",74
"6573",115,2,0,"23.02.1987","Mo",74
"6574",115,3,0,"23.02.1987","Mo",74
"6575",115,4,0,"23.02.1987","Mo",74
"6576",75,1,0,"20.02.1987","Fr",74
"6577",75,2,0,"20.02.1987","Fr",74
"6578",75,3,0,"20.02.1987","Fr",74
"6579",75,4,0,"20.02.1987","Fr",74
"6580",75,5,0,"20.02.1987","Fr",74
"6581",75,6,0,"20.02.1987","Fr",74
"6582",75,7,0,"20.02.1987","Fr",74
"6583",128,1,0,"25.02.1987","Mi",74
"6584",128,2,0,"25.02.1987","Mi",74
"6585",128,3,0,"25.02.1987","Mi",74
"6586",128,4,0,"25.02.1987","Mi",74
"6587",128,5,0,"25.02.1987","Mi",74
"6588",128,6,0,"25.02.1987","Mi",74
"6589",128,7,0,"25.02.1987","Mi",74
"6590",128,8,1,"25.02.1987","Mi",74
"6591",98,1,0,"02.02.1987","Mo",74
"6592",98,2,0,"02.02.1987","Mo",74
"6593",98,3,0,"02.02.1987","Mo",74
"6594",98,4,0,"02.02.1987","Mo",74
"6595",98,5,0,"02.02.1987","Mo",74
"6596",98,6,0,"02.02.1987","Mo",74
"6597",98,7,0,"02.02.1987","Mo",74
"6598",98,8,0,"02.02.1987","Mo",74
"6599",98,9,0,"02.02.1987","Mo",74
"6600",98,10,0,"02.02.1987","Mo",74
"6601",143,1,0,"09.02.1987","Mo",74
"6602",143,2,0,"09.02.1987","Mo",74
"6603",143,3,0,"09.02.1987","Mo",74
"6604",143,4,0,"09.02.1987","Mo",74
"6605",143,5,0,"09.02.1987","Mo",74
"6606",143,6,0,"09.02.1987","Mo",74
"6607",143,7,0,"09.02.1987","Mo",74
"6608",143,8,0,"09.02.1987","Mo",74
"6609",143,9,0,"09.02.1987","Mo",74
"6610",143,10,0,"09.02.1987","Mo",74
"6611",203,1,0,"26.02.1987","Do",74
"6612",203,2,0,"26.02.1987","Do",74
"6613",203,3,0,"26.02.1987","Do",74
"6614",203,4,0,"26.02.1987","Do",74
"6615",203,5,0,"26.02.1987","Do",74
"6616",203,6,0,"26.02.1987","Do",74
"6617",203,7,0,"26.02.1987","Do",74
"6618",203,8,0,"26.02.1987","Do",74
"6619",203,9,0,"26.02.1987","Do",74
"6620",203,10,0,"26.02.1987","Do",74
"6621",102,1,1,"02.03.1987","Mo",75
"6622",106,1,1,"03.03.1987","Di",75
"6623",140,1,1,"03.03.1987","Di",75
"6624",34,1,1,"10.03.1987","Di",75
"6625",194,1,1,"16.03.1987","Mo",75
"6626",18,1,1,"17.03.1987","Di",75
"6627",184,1,1,"18.03.1987","Mi",75
"6628",18,1,1,"23.03.1987","Mo",75
"6629",35,1,1,"23.03.1987","Mo",75
"6630",171,1,1,"25.03.1987","Mi",75
"6631",72,1,1,"30.03.1987","Mo",75
"6632",99,1,1,"30.03.1987","Mo",75
"6633",85,1,0,"16.03.1987","Mo",75
"6634",85,2,1,"16.03.1987","Mo",75
"6635",126,1,0,"16.03.1987","Mo",75
"6636",126,2,1,"16.03.1987","Mo",75
"6637",48,1,0,"19.03.1987","Do",75
"6638",74,1,0,"26.03.1987","Do",75
"6639",50,1,0,"30.03.1987","Mo",75
"6640",50,2,1,"30.03.1987","Mo",75
"6641",72,1,0,"11.03.1987","Mi",75
"6642",72,2,0,"11.03.1987","Mi",75
"6643",80,1,0,"11.03.1987","Mi",75
"6644",80,2,0,"11.03.1987","Mi",75
"6645",87,1,0,"23.03.1987","Mo",75
"6646",87,2,0,"23.03.1987","Mo",75
"6647",87,3,1,"23.03.1987","Mo",75
"6648",179,1,0,"23.03.1987","Mo",75
"6649",179,2,0,"23.03.1987","Mo",75
"6650",179,3,1,"23.03.1987","Mo",75
"6651",160,1,0,"03.03.1987","Di",75
"6652",160,2,0,"03.03.1987","Di",75
"6653",160,3,0,"03.03.1987","Di",75
"6654",23,1,0,"02.03.1987","Mo",75
"6655",23,2,0,"02.03.1987","Mo",75
"6656",23,3,0,"02.03.1987","Mo",75
"6657",23,4,0,"02.03.1987","Mo",75
"6658",241,1,0,"19.03.1987","Do",75
"6659",241,2,0,"19.03.1987","Do",75
"6660",241,3,0,"19.03.1987","Do",75
"6661",241,4,0,"19.03.1987","Do",75
"6662",241,5,0,"19.03.1987","Do",75
"6663",241,6,0,"19.03.1987","Do",75
"6664",241,7,1,"19.03.1987","Do",75
"6665",137,1,0,"23.03.1987","Mo",75
"6666",137,2,0,"23.03.1987","Mo",75
"6667",137,3,0,"23.03.1987","Mo",75
"6668",137,4,0,"23.03.1987","Mo",75
"6669",222,1,0,"30.03.1987","Mo",75
"6670",222,2,0,"30.03.1987","Mo",75
"6671",222,3,0,"30.03.1987","Mo",75
"6672",222,4,0,"30.03.1987","Mo",75
"6673",2,1,0,"30.03.1987","Mo",75
"6674",2,2,0,"30.03.1987","Mo",75
"6675",2,3,0,"30.03.1987","Mo",75
"6676",2,4,0,"30.03.1987","Mo",75
"6677",127,1,0,"13.03.1987","Fr",75
"6678",127,2,0,"13.03.1987","Fr",75
"6679",127,3,0,"13.03.1987","Fr",75
"6680",127,4,0,"13.03.1987","Fr",75
"6681",127,5,0,"13.03.1987","Fr",75
"6682",127,6,0,"13.03.1987","Fr",75
"6683",127,7,0,"13.03.1987","Fr",75
"6684",103,1,0,"05.03.1987","Do",75
"6685",103,2,0,"05.03.1987","Do",75
"6686",103,3,0,"05.03.1987","Do",75
"6687",103,4,0,"05.03.1987","Do",75
"6688",103,5,0,"05.03.1987","Do",75
"6689",103,6,0,"05.03.1987","Do",75
"6690",103,7,0,"05.03.1987","Do",75
"6691",103,8,0,"05.03.1987","Do",75
"6692",106,1,0,"05.03.1987","Do",75
"6693",106,2,0,"05.03.1987","Do",75
"6694",106,3,0,"05.03.1987","Do",75
"6695",106,4,0,"05.03.1987","Do",75
"6696",106,5,0,"05.03.1987","Do",75
"6697",106,6,0,"05.03.1987","Do",75
"6698",106,7,0,"05.03.1987","Do",75
"6699",106,8,0,"05.03.1987","Do",75
"6700",140,1,0,"05.03.1987","Do",75
"6701",140,2,0,"05.03.1987","Do",75
"6702",140,3,0,"05.03.1987","Do",75
"6703",140,4,0,"05.03.1987","Do",75
"6704",140,5,0,"05.03.1987","Do",75
"6705",140,6,0,"05.03.1987","Do",75
"6706",140,7,0,"05.03.1987","Do",75
"6707",140,8,0,"05.03.1987","Do",75
"6708",58,1,0,"19.03.1987","Do",75
"6709",58,2,0,"19.03.1987","Do",75
"6710",58,3,0,"19.03.1987","Do",75
"6711",58,4,0,"19.03.1987","Do",75
"6712",58,5,0,"19.03.1987","Do",75
"6713",58,6,0,"19.03.1987","Do",75
"6714",58,7,0,"19.03.1987","Do",75
"6715",58,8,0,"19.03.1987","Do",75
"6716",203,1,0,"30.03.1987","Mo",75
"6717",203,2,0,"30.03.1987","Mo",75
"6718",203,3,0,"30.03.1987","Mo",75
"6719",203,4,0,"30.03.1987","Mo",75
"6720",203,5,0,"30.03.1987","Mo",75
"6721",203,6,0,"30.03.1987","Mo",75
"6722",203,7,0,"30.03.1987","Mo",75
"6723",203,8,0,"30.03.1987","Mo",75
"6724",203,9,0,"30.03.1987","Mo",75
"6725",203,10,1,"30.03.1987","Mo",75
"6726",111,1,0,"04.03.1987","Mi",75
"6727",111,2,0,"04.03.1987","Mi",75
"6728",111,3,0,"04.03.1987","Mi",75
"6729",111,4,0,"04.03.1987","Mi",75
"6730",111,5,0,"04.03.1987","Mi",75
"6731",111,6,0,"04.03.1987","Mi",75
"6732",111,7,0,"04.03.1987","Mi",75
"6733",111,8,0,"04.03.1987","Mi",75
"6734",111,9,0,"04.03.1987","Mi",75
"6735",111,10,0,"04.03.1987","Mi",75
"6736",247,1,0,"16.03.1987","Mo",75
"6737",247,2,0,"16.03.1987","Mo",75
"6738",247,3,0,"16.03.1987","Mo",75
"6739",247,4,0,"16.03.1987","Mo",75
"6740",247,5,0,"16.03.1987","Mo",75
"6741",247,6,0,"16.03.1987","Mo",75
"6742",247,7,0,"16.03.1987","Mo",75
"6743",247,8,0,"16.03.1987","Mo",75
"6744",247,9,0,"16.03.1987","Mo",75
"6745",247,10,0,"16.03.1987","Mo",75
"6746",144,1,0,"31.03.1987","Di",75
"6747",144,2,0,"31.03.1987","Di",75
"6748",144,3,0,"31.03.1987","Di",75
"6749",144,4,0,"31.03.1987","Di",75
"6750",144,5,0,"31.03.1987","Di",75
"6751",144,6,0,"31.03.1987","Di",75
"6752",144,7,0,"31.03.1987","Di",75
"6753",144,8,0,"31.03.1987","Di",75
"6754",144,9,0,"31.03.1987","Di",75
"6755",144,10,0,"31.03.1987","Di",75
"6756",16,1,0,"09.03.1987","Mo",75
"6757",16,2,0,"09.03.1987","Mo",75
"6758",16,3,0,"09.03.1987","Mo",75
"6759",16,4,0,"09.03.1987","Mo",75
"6760",16,5,0,"09.03.1987","Mo",75
"6761",16,6,0,"09.03.1987","Mo",75
"6762",16,7,0,"09.03.1987","Mo",75
"6763",16,8,0,"09.03.1987","Mo",75
"6764",16,9,0,"09.03.1987","Mo",75
"6765",16,10,0,"09.03.1987","Mo",75
"6766",16,1,1,"01.04.1987","Mi",76
"6767",210,1,1,"01.04.1987","Mi",76
"6768",43,1,1,"06.04.1987","Mo",76
"6769",231,1,1,"06.04.1987","Mo",76
"6770",36,1,1,"08.04.1987","Mi",76
"6771",32,1,1,"09.04.1987","Do",76
"6772",214,1,1,"09.04.1987","Do",76
"6773",67,1,1,"13.04.1987","Mo",76
"6774",103,1,1,"13.04.1987","Mo",76
"6775",221,1,1,"16.04.1987","Do",76
"6776",222,1,1,"16.04.1987","Do",76
"6777",32,1,1,"27.04.1987","Mo",76
"6778",164,1,1,"27.04.1987","Mo",76
"6779",215,1,1,"28.04.1987","Di",76
"6780",230,1,1,"29.04.1987","Mi",76
"6781",226,1,0,"02.04.1987","Do",76
"6782",102,1,0,"06.04.1987","Mo",76
"6783",102,2,1,"06.04.1987","Mo",76
"6784",210,1,0,"09.04.1987","Do",76
"6785",46,1,0,"15.04.1987","Mi",76
"6786",46,2,1,"15.04.1987","Mi",76
"6787",67,1,0,"15.04.1987","Mi",76
"6788",67,2,1,"15.04.1987","Mi",76
"6789",35,1,0,"29.04.1987","Mi",76
"6790",35,2,1,"29.04.1987","Mi",76
"6791",189,1,0,"01.04.1987","Mi",76
"6792",189,2,0,"01.04.1987","Mi",76
"6793",216,1,0,"28.04.1987","Di",76
"6794",216,2,0,"28.04.1987","Di",76
"6795",216,3,1,"28.04.1987","Di",76
"6796",63,1,0,"01.04.1987","Mi",76
"6797",63,2,0,"01.04.1987","Mi",76
"6798",63,3,0,"01.04.1987","Mi",76
"6799",63,4,0,"01.04.1987","Mi",76
"6800",63,5,0,"01.04.1987","Mi",76
"6801",63,6,1,"01.04.1987","Mi",76
"6802",133,1,0,"07.04.1987","Di",76
"6803",133,2,0,"07.04.1987","Di",76
"6804",133,3,0,"07.04.1987","Di",76
"6805",139,1,0,"13.04.1987","Mo",76
"6806",139,2,0,"13.04.1987","Mo",76
"6807",139,3,0,"13.04.1987","Mo",76
"6808",139,4,1,"13.04.1987","Mo",76
"6809",231,1,0,"15.04.1987","Mi",76
"6810",231,2,0,"15.04.1987","Mi",76
"6811",231,3,0,"15.04.1987","Mi",76
"6812",231,4,0,"15.04.1987","Mi",76
"6813",231,5,0,"15.04.1987","Mi",76
"6814",231,6,1,"15.04.1987","Mi",76
"6815",91,1,0,"21.04.1987","Di",76
"6816",91,2,0,"21.04.1987","Di",76
"6817",91,3,0,"21.04.1987","Di",76
"6818",206,1,0,"28.04.1987","Di",76
"6819",206,2,0,"28.04.1987","Di",76
"6820",206,3,0,"28.04.1987","Di",76
"6821",206,4,0,"28.04.1987","Di",76
"6822",206,5,0,"28.04.1987","Di",76
"6823",206,6,0,"28.04.1987","Di",76
"6824",206,7,1,"28.04.1987","Di",76
"6825",43,1,0,"23.04.1987","Do",76
"6826",43,2,0,"23.04.1987","Do",76
"6827",43,3,0,"23.04.1987","Do",76
"6828",43,4,0,"23.04.1987","Do",76
"6829",43,5,0,"23.04.1987","Do",76
"6830",43,6,0,"23.04.1987","Do",76
"6831",43,7,0,"23.04.1987","Do",76
"6832",43,8,1,"23.04.1987","Do",76
"6833",124,1,0,"23.04.1987","Do",76
"6834",124,2,0,"23.04.1987","Do",76
"6835",124,3,0,"23.04.1987","Do",76
"6836",124,4,0,"23.04.1987","Do",76
"6837",124,5,0,"23.04.1987","Do",76
"6838",124,6,0,"23.04.1987","Do",76
"6839",124,7,0,"23.04.1987","Do",76
"6840",124,8,0,"23.04.1987","Do",76
"6841",24,1,0,"02.04.1987","Do",76
"6842",24,2,0,"02.04.1987","Do",76
"6843",24,3,0,"02.04.1987","Do",76
"6844",24,4,0,"02.04.1987","Do",76
"6845",24,5,0,"02.04.1987","Do",76
"6846",24,6,0,"02.04.1987","Do",76
"6847",24,7,0,"02.04.1987","Do",76
"6848",24,8,0,"02.04.1987","Do",76
"6849",115,1,0,"22.04.1987","Mi",76
"6850",115,2,0,"22.04.1987","Mi",76
"6851",115,3,0,"22.04.1987","Mi",76
"6852",115,4,0,"22.04.1987","Mi",76
"6853",115,5,0,"22.04.1987","Mi",76
"6854",115,6,0,"22.04.1987","Mi",76
"6855",115,7,0,"22.04.1987","Mi",76
"6856",115,8,0,"22.04.1987","Mi",76
"6857",115,9,1,"22.04.1987","Mi",76
"6858",210,1,0,"22.04.1987","Mi",76
"6859",210,2,0,"22.04.1987","Mi",76
"6860",210,3,0,"22.04.1987","Mi",76
"6861",210,4,0,"22.04.1987","Mi",76
"6862",210,5,0,"22.04.1987","Mi",76
"6863",210,6,0,"22.04.1987","Mi",76
"6864",210,7,0,"22.04.1987","Mi",76
"6865",210,8,0,"22.04.1987","Mi",76
"6866",210,9,1,"22.04.1987","Mi",76
"6867",51,1,0,"16.04.1987","Do",76
"6868",51,2,0,"16.04.1987","Do",76
"6869",51,3,0,"16.04.1987","Do",76
"6870",51,4,0,"16.04.1987","Do",76
"6871",51,5,0,"16.04.1987","Do",76
"6872",51,6,0,"16.04.1987","Do",76
"6873",51,7,0,"16.04.1987","Do",76
"6874",51,8,0,"16.04.1987","Do",76
"6875",51,9,0,"16.04.1987","Do",76
"6876",51,10,0,"16.04.1987","Do",76
"6877",16,1,1,"04.05.1987","Mo",77
"6878",136,1,1,"04.05.1987","Mo",77
"6879",20,1,1,"05.05.1987","Di",77
"6880",39,1,1,"06.05.1987","Mi",77
"6881",215,1,1,"06.05.1987","Mi",77
"6882",70,1,1,"07.05.1987","Do",77
"6883",211,1,1,"14.05.1987","Do",77
"6884",63,1,1,"19.05.1987","Di",77
"6885",32,1,1,"25.05.1987","Mo",77
"6886",150,1,1,"25.05.1987","Mo",77
"6887",168,1,1,"28.05.1987","Do",77
"6888",236,1,0,"11.05.1987","Mo",77
"6889",236,2,1,"11.05.1987","Mo",77
"6890",90,1,0,"14.05.1987","Do",77
"6891",103,1,0,"14.05.1987","Do",77
"6892",194,1,0,"18.05.1987","Mo",77
"6893",194,2,1,"18.05.1987","Mo",77
"6894",247,1,0,"19.05.1987","Di",77
"6895",247,2,1,"19.05.1987","Di",77
"6896",138,1,0,"28.05.1987","Do",77
"6897",76,1,0,"06.05.1987","Mi",77
"6898",76,2,0,"06.05.1987","Mi",77
"6899",196,1,0,"13.05.1987","Mi",77
"6900",196,2,0,"13.05.1987","Mi",77
"6901",179,1,0,"20.05.1987","Mi",77
"6902",179,2,0,"20.05.1987","Mi",77
"6903",127,1,0,"25.05.1987","Mo",77
"6904",127,2,0,"25.05.1987","Mo",77
"6905",127,3,1,"25.05.1987","Mo",77
"6906",77,1,0,"19.05.1987","Di",77
"6907",77,2,0,"19.05.1987","Di",77
"6908",77,3,0,"19.05.1987","Di",77
"6909",196,1,0,"19.05.1987","Di",77
"6910",196,2,0,"19.05.1987","Di",77
"6911",196,3,0,"19.05.1987","Di",77
"6912",222,1,0,"04.05.1987","Mo",77
"6913",222,2,0,"04.05.1987","Mo",77
"6914",222,3,0,"04.05.1987","Mo",77
"6915",222,4,0,"04.05.1987","Mo",77
"6916",14,1,0,"11.05.1987","Mo",77
"6917",14,2,0,"11.05.1987","Mo",77
"6918",14,3,0,"11.05.1987","Mo",77
"6919",14,4,0,"11.05.1987","Mo",77
"6920",86,1,0,"12.05.1987","Di",77
"6921",86,2,0,"12.05.1987","Di",77
"6922",86,3,0,"12.05.1987","Di",77
"6923",86,4,0,"12.05.1987","Di",77
"6924",86,5,0,"12.05.1987","Di",77
"6925",86,6,0,"12.05.1987","Di",77
