"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"2641","Czech Republic","CZE",1999,5853.557918379,60.5,383.9985433209,5.7
"2642","Czech Republic","CZE",2000,5521.1894260407,60,361.6126546716,5.4
"2643","Czech Republic","CZE",2001,6048.7405548972,59.6,405.0221651878,5.1
"2644","Czech Republic","CZE",2002,7376.4975682201,59.5,522.4438666168,4.8
"2645","Czech Republic","CZE",2003,8950.1795579122,59.2,665.512200839,4.6
"2646","Czech Republic","CZE",2004,10720.8992866377,58.9,769.8457020836,4.4
"2647","Czech Republic","CZE",2005,12167.9038133509,59.3,879.6889634838,4.2
"2648","Czech Republic","CZE",2006,13887.3023932354,59.2,965.2568539633,3.9
"2649","Czech Republic","CZE",2007,16858.1620476826,58.8,1134.13036975,3.7
"2650","Czech Republic","CZE",2008,20728.8638353825,58.5,1468.6464716067,3.5
"2651","Czech Republic","CZE",2009,18136.8450606611,57.9,1383.6514363709,3.3
"2652","Czech Republic","CZE",2010,18256.526506592,NA,NA,3.1
"2653","Denmark","DNK",1960,1364.1010435009,NA,NA,NA
"2654","Denmark","DNK",1961,1504.0872231769,NA,NA,NA
"2655","Denmark","DNK",1962,1681.2929017431,NA,NA,NA
"2656","Denmark","DNK",1963,1775.5534555452,NA,NA,NA
"2657","Denmark","DNK",1964,2014.1268565207,NA,NA,NA
"2658","Denmark","DNK",1965,2244.4088665407,NA,NA,NA
"2659","Denmark","DNK",1966,2442.9445813021,NA,NA,NA
"2660","Denmark","DNK",1967,2642.793902086,NA,NA,NA
"2661","Denmark","DNK",1968,2711.4324947606,NA,NA,NA
"2662","Denmark","DNK",1969,3068.776238915,NA,NA,NA
"2663","Denmark","DNK",1970,3365.9024819098,NA,NA,NA
"2664","Denmark","DNK",1971,3730.7165221988,NA,NA,NA
"2665","Denmark","DNK",1972,4525.4511891439,NA,NA,NA
"2666","Denmark","DNK",1973,5966.1121119146,NA,NA,NA
"2667","Denmark","DNK",1974,6609.8252611434,NA,NA,NA
"2668","Denmark","DNK",1975,7824.7621421712,NA,NA,NA
"2669","Denmark","DNK",1976,8609.520194572,NA,NA,NA
"2670","Denmark","DNK",1977,9601.9609772063,NA,NA,NA
"2671","Denmark","DNK",1978,11617.600278406,NA,NA,NA
"2672","Denmark","DNK",1979,13515.8893747179,NA,NA,NA
"2673","Denmark","DNK",1980,13607.1370660849,65.7,NA,NA
"2674","Denmark","DNK",1981,11787.1883479164,65.7,NA,NA
"2675","Denmark","DNK",1982,11515.662556082,66,NA,NA
"2676","Denmark","DNK",1983,11577.0065256814,66.3,NA,NA
"2677","Denmark","DNK",1984,11290.0229762839,66.1,NA,NA
"2678","Denmark","DNK",1985,11967.8930515979,66.9,NA,NA
"2679","Denmark","DNK",1986,16864.961492625,67.6,NA,NA
"2680","Denmark","DNK",1987,20941.3582175584,67.2,NA,NA
"2681","Denmark","DNK",1988,22072.2769314035,68,NA,NA
"2682","Denmark","DNK",1989,21441.3425939155,67.8,NA,NA
"2683","Denmark","DNK",1990,26427.6564251251,68.3,NA,NA
"2684","Denmark","DNK",1991,26521.9195317482,68.1,NA,NA
"2685","Denmark","DNK",1992,29051.3521210248,68,NA,NA
"2686","Denmark","DNK",1993,27100.9113576786,67.3,NA,NA
"2687","Denmark","DNK",1994,29508.7828005037,64.5,NA,NA
"2688","Denmark","DNK",1995,34809.4135740929,65.3,2817.1699963237,5.3
"2689","Denmark","DNK",1996,35050.5172600024,65.4,2870.370504134,5.1
"2690","Denmark","DNK",1997,32253.6648116003,65.8,2625.473601099,4.9
"2691","Denmark","DNK",1998,32758.5917994604,65.5,2720.4037180351,4.8
"2692","Denmark","DNK",1999,32701.836394544,66.2,2763.043546534,4.7
"2693","Denmark","DNK",2000,29992.9406013154,65.8,2474.108280429,4.6
"2694","Denmark","DNK",2001,29967.0783507334,66,2560.6124406963,4.5
"2695","Denmark","DNK",2002,32354.4066003344,66.2,2831.3722437889,4.4
"2696","Denmark","DNK",2003,39468.1619496481,65.6,3661.820662611,4.4
"2697","Denmark","DNK",2004,45310.12000173,66.1,4274.6853030536,4.3
"2698","Denmark","DNK",2005,47576.9170839494,65.9,4503.5802205047,4.1
"2699","Denmark","DNK",2006,50462.2335756077,66.3,4835.1828352241,3.9
"2700","Denmark","DNK",2007,57021.1731779507,65.9,5531.7014795617,3.8
"2701","Denmark","DNK",2008,62156.9943141833,66.1,6133.3617721231,3.6
"2702","Denmark","DNK",2009,55933.3544723908,65.4,6272.7286815712,3.4
"2703","Denmark","DNK",2010,55987.9220427744,NA,NA,3.3
"2704","Djibouti","DJI",1960,NA,NA,NA,NA
"2705","Djibouti","DJI",1961,NA,NA,NA,NA
"2706","Djibouti","DJI",1962,NA,NA,NA,NA
"2707","Djibouti","DJI",1963,NA,NA,NA,NA
"2708","Djibouti","DJI",1964,NA,NA,NA,NA
"2709","Djibouti","DJI",1965,NA,NA,NA,NA
"2710","Djibouti","DJI",1966,NA,NA,NA,NA
"2711","Djibouti","DJI",1967,NA,NA,NA,NA
"2712","Djibouti","DJI",1968,NA,NA,NA,NA
"2713","Djibouti","DJI",1969,NA,NA,NA,NA
"2714","Djibouti","DJI",1970,NA,NA,NA,NA
"2715","Djibouti","DJI",1971,NA,NA,NA,NA
"2716","Djibouti","DJI",1972,NA,NA,NA,NA
"2717","Djibouti","DJI",1973,NA,NA,NA,NA
"2718","Djibouti","DJI",1974,NA,NA,NA,NA
"2719","Djibouti","DJI",1975,NA,NA,NA,NA
"2720","Djibouti","DJI",1976,NA,NA,NA,NA
"2721","Djibouti","DJI",1977,NA,NA,NA,NA
"2722","Djibouti","DJI",1978,NA,NA,NA,NA
"2723","Djibouti","DJI",1979,NA,NA,NA,NA
"2724","Djibouti","DJI",1980,NA,64.2,NA,NA
"2725","Djibouti","DJI",1981,NA,64.2,NA,NA
"2726","Djibouti","DJI",1982,NA,64.3,NA,NA
"2727","Djibouti","DJI",1983,NA,64.4,NA,NA
"2728","Djibouti","DJI",1984,NA,64.5,NA,NA
"2729","Djibouti","DJI",1985,845.664143288,64.7,NA,NA
"2730","Djibouti","DJI",1986,NA,65.1,NA,NA
"2731","Djibouti","DJI",1987,804.330341138,65.4,NA,NA
"2732","Djibouti","DJI",1988,790.2046698518,65.7,NA,NA
"2733","Djibouti","DJI",1989,765.0947409367,66.1,NA,NA
"2734","Djibouti","DJI",1990,804.4391772788,66.1,NA,NA
"2735","Djibouti","DJI",1991,795.0299525484,66.4,NA,NA
"2736","Djibouti","DJI",1992,804.2203355237,66.6,NA,NA
"2737","Djibouti","DJI",1993,772.1992256878,67,NA,NA
"2738","Djibouti","DJI",1994,801.8167082154,67.1,NA,NA
"2739","Djibouti","DJI",1995,794.4047679171,67.5,32.1330171456,89
"2740","Djibouti","DJI",1996,766.5713898945,67.8,30.8015839123,87.6
"2741","Djibouti","DJI",1997,755.0458677466,68.1,34.1417695809,86.4
"2742","Djibouti","DJI",1998,746.4625213154,68.4,39.5802444028,85.3
"2743","Djibouti","DJI",1999,753.3733982115,68.6,47.0537371848,84.1
"2744","Djibouti","DJI",2000,753.1196451252,68.8,43.8803015652,83.1
"2745","Djibouti","DJI",2001,763.6264491921,69,41.5537124722,82.1
"2746","Djibouti","DJI",2002,772.4228025468,69.2,42.579354335,81.1
"2747","Djibouti","DJI",2003,797.8614046419,69.3,48.8924489755,80
"2748","Djibouti","DJI",2004,839.1586414881,69.4,45.580662498,78.8
"2749","Djibouti","DJI",2005,876.8834414771,69.6,59.9081429963,77.9
"2750","Djibouti","DJI",2006,933.4593739244,69.7,60.5261450325,76.8
"2751","Djibouti","DJI",2007,1010.0850543247,69.9,70.6849628287,75.7
"2752","Djibouti","DJI",2008,1148.308885941,70,80.0482030258,75.4
"2753","Djibouti","DJI",2009,1202.919901334,70.1,84.45174367,74.1
"2754","Djibouti","DJI",2010,NA,NA,NA,73
"2755","Dominica","DMA",1960,NA,NA,NA,NA
"2756","Dominica","DMA",1961,NA,NA,NA,NA
"2757","Dominica","DMA",1962,NA,NA,NA,NA
"2758","Dominica","DMA",1963,NA,NA,NA,NA
"2759","Dominica","DMA",1964,NA,NA,NA,NA
"2760","Dominica","DMA",1965,NA,NA,NA,NA
"2761","Dominica","DMA",1966,NA,NA,NA,NA
"2762","Dominica","DMA",1967,NA,NA,NA,NA
"2763","Dominica","DMA",1968,NA,NA,NA,NA
"2764","Dominica","DMA",1969,NA,NA,NA,NA
"2765","Dominica","DMA",1970,NA,NA,NA,NA
"2766","Dominica","DMA",1971,NA,NA,NA,NA
"2767","Dominica","DMA",1972,NA,NA,NA,NA
"2768","Dominica","DMA",1973,NA,NA,NA,NA
"2769","Dominica","DMA",1974,NA,NA,NA,NA
"2770","Dominica","DMA",1975,NA,NA,NA,NA
"2771","Dominica","DMA",1976,NA,NA,NA,NA
"2772","Dominica","DMA",1977,495.4281279361,NA,NA,NA
"2773","Dominica","DMA",1978,608.4370901486,NA,NA,NA
"2774","Dominica","DMA",1979,591.2321549611,NA,NA,NA
"2775","Dominica","DMA",1980,784.7354864597,NA,NA,NA
"2776","Dominica","DMA",1981,878.5326153456,NA,NA,NA
"2777","Dominica","DMA",1982,958.5697067739,NA,NA,NA
"2778","Dominica","DMA",1983,1069.2860518065,NA,NA,NA
"2779","Dominica","DMA",1984,1210.6956632536,NA,NA,NA
"2780","Dominica","DMA",1985,1338.7995633188,NA,NA,NA
"2781","Dominica","DMA",1986,1534.7987194924,NA,NA,NA
"2782","Dominica","DMA",1987,1745.9841901024,NA,NA,NA
"2783","Dominica","DMA",1988,2003.995793166,NA,NA,NA
"2784","Dominica","DMA",1989,2152.9207929719,NA,NA,NA
"2785","Dominica","DMA",1990,2345.0106478695,NA,NA,NA
"2786","Dominica","DMA",1991,2547.0347230514,NA,NA,NA
"2787","Dominica","DMA",1992,2702.2809644401,NA,NA,NA
"2788","Dominica","DMA",1993,2815.6180589353,NA,NA,NA
"2789","Dominica","DMA",1994,3019.7514688993,NA,NA,NA
"2790","Dominica","DMA",1995,3139.3562752725,NA,192.8028465146,14
"2791","Dominica","DMA",1996,3321.5953060897,NA,206.2481485259,13.8
"2792","Dominica","DMA",1997,3469.2357668863,NA,219.9888221896,13.5
"2793","Dominica","DMA",1998,3670.0426056971,NA,222.6512728502,13.3
"2794","Dominica","DMA",1999,3824.7037414435,NA,232.9441699613,13
"2795","Dominica","DMA",2000,3892.0464731555,NA,236.6948904919,12.9
"2796","Dominica","DMA",2001,3832.445564984,NA,241.4665029273,12.8
"2797","Dominica","DMA",2002,3677.5162126758,NA,243.4815459004,12.6
"2798","Dominica","DMA",2003,3798.169489762,NA,248.2331160473,12.4
"2799","Dominica","DMA",2004,4128.3962754408,NA,253.0085437219,12.2
"2800","Dominica","DMA",2005,4341.7563374038,NA,266.7692300935,12.1
"2801","Dominica","DMA",2006,4594.7490430751,NA,284.8831930857,12
"2802","Dominica","DMA",2007,5032.0990540764,NA,315.0817146203,11.8
"2803","Dominica","DMA",2008,5493.3643718691,NA,336.829840706,11.6
"2804","Dominica","DMA",2009,5532.0536519559,NA,361.2918805492,11.5
"2805","Dominica","DMA",2010,5649.327471427,NA,NA,11.3
"2806","Dominican Republic","DOM",1960,203.2069305557,NA,NA,NA
"2807","Dominican Republic","DOM",1961,191.1799344418,NA,NA,NA
"2808","Dominican Republic","DOM",1962,233.0287082557,NA,NA,NA
"2809","Dominican Republic","DOM",1963,257.4846884443,NA,NA,NA
"2810","Dominican Republic","DOM",1964,271.8306380414,NA,NA,NA
"2811","Dominican Republic","DOM",1965,228.0990413727,NA,NA,NA
"2812","Dominican Republic","DOM",1966,245.0430480276,NA,NA,NA
"2813","Dominican Republic","DOM",1967,250.0728613913,NA,NA,NA
"2814","Dominican Republic","DOM",1968,253.2087020632,NA,NA,NA
"2815","Dominican Republic","DOM",1969,280.5354380901,NA,NA,NA
"2816","Dominican Republic","DOM",1970,329.2418735178,NA,NA,NA
"2817","Dominican Republic","DOM",1971,359.3216962037,NA,NA,NA
"2818","Dominican Republic","DOM",1972,417.1215168422,NA,NA,NA
"2819","Dominican Republic","DOM",1973,479.3416955944,NA,NA,NA
"2820","Dominican Republic","DOM",1974,582.9047288684,NA,NA,NA
"2821","Dominican Republic","DOM",1975,699.3356371856,NA,NA,NA
"2822","Dominican Republic","DOM",1976,749.1386414605,NA,NA,NA
"2823","Dominican Republic","DOM",1977,849.0411449274,NA,NA,NA
"2824","Dominican Republic","DOM",1978,863.1249810179,NA,NA,NA
"2825","Dominican Republic","DOM",1979,971.2059601962,NA,NA,NA
"2826","Dominican Republic","DOM",1980,1144.4451803688,63.1,NA,NA
"2827","Dominican Republic","DOM",1981,1225.788452219,63.2,NA,NA
"2828","Dominican Republic","DOM",1982,1313.1682302998,63.4,NA,NA
"2829","Dominican Republic","DOM",1983,1390.0402902092,63.6,NA,NA
"2830","Dominican Republic","DOM",1984,1628.899588297,63.8,NA,NA
"2831","Dominican Republic","DOM",1985,778.2261135918,64,NA,NA
"2832","Dominican Republic","DOM",1986,924.3607685601,64.1,NA,NA
"2833","Dominican Republic","DOM",1987,861.3845083906,64.1,NA,NA
"2834","Dominican Republic","DOM",1988,778.0754593292,64.2,NA,NA
"2835","Dominican Republic","DOM",1989,948.3882979335,64.3,NA,NA
"2836","Dominican Republic","DOM",1990,983.1831973289,64.5,NA,NA
"2837","Dominican Republic","DOM",1991,1324.8786850833,64.5,NA,NA
"2838","Dominican Republic","DOM",1992,1506.5814245888,64.5,NA,NA
"2839","Dominican Republic","DOM",1993,1700.4689771141,64.5,NA,NA
"2840","Dominican Republic","DOM",1994,1866.4002361223,64.6,NA,NA
"2841","Dominican Republic","DOM",1995,2066.4297116284,64.7,105.5549677675,39.6
"2842","Dominican Republic","DOM",1996,2251.0658284172,64.7,109.5922753119,38.2
"2843","Dominican Republic","DOM",1997,2392.1815324426,64.7,129.3002851109,36.7
"2844","Dominican Republic","DOM",1998,2543.1891673735,64.7,139.1508420141,35.4
"2845","Dominican Republic","DOM",1999,2566.6375337868,64.7,146.2600901142,34.1
"2846","Dominican Republic","DOM",2000,2792.9176957772,64.8,170.0683977623,32.9
"2847","Dominican Republic","DOM",2001,2852.8738367457,64.9,169.3188026433,31.6
"2848","Dominican Republic","DOM",2002,2998.659564055,64.9,173.385336828,30.4
"2849","Dominican Republic","DOM",2003,2364.32148386,65,128.9277330109,29.4
"2850","Dominican Republic","DOM",2004,2413.9449176372,65.1,122.5400283424,28.2
"2851","Dominican Republic","DOM",2005,3670.4505390382,65.1,192.809276024,27.1
"2852","Dominican Republic","DOM",2006,3825.468751214,65.2,205.0070162062,26.2
"2853","Dominican Republic","DOM",2007,4334.3334292806,65.2,224.4325837075,25.2
"2854","Dominican Republic","DOM",2008,4707.589593381,65.2,261.329145798,24.1
"2855","Dominican Republic","DOM",2009,4756.3591278728,65.1,270.6475982346,23.2
"2856","Dominican Republic","DOM",2010,5195.4464710533,NA,NA,22.3
"2857","Ecuador","ECU",1960,227.5913936867,NA,NA,NA
"2858","Ecuador","ECU",1961,214.2398330166,NA,NA,NA
"2859","Ecuador","ECU",1962,203.6725253674,NA,NA,NA
"2860","Ecuador","ECU",1963,214.1778412243,NA,NA,NA
"2861","Ecuador","ECU",1964,231.4654802168,NA,NA,NA
"2862","Ecuador","ECU",1965,240.4824109682,NA,NA,NA
"2863","Ecuador","ECU",1966,251.517572199,NA,NA,NA
"2864","Ecuador","ECU",1967,267.1888633442,NA,NA,NA
"2865","Ecuador","ECU",1968,276.9350982103,NA,NA,NA
"2866","Ecuador","ECU",1969,299.8832649531,NA,NA,NA
"2867","Ecuador","ECU",1970,280.4207498758,NA,NA,NA
"2868","Ecuador","ECU",1971,263.3487495017,NA,NA,NA
"2869","Ecuador","ECU",1972,305.0546667364,NA,NA,NA
"2870","Ecuador","ECU",1973,397.9028031217,NA,NA,NA
"2871","Ecuador","ECU",1974,585.2655018017,NA,NA,NA
"2872","Ecuador","ECU",1975,673.3359317804,NA,NA,NA
"2873","Ecuador","ECU",1976,799.9198962413,NA,NA,NA
"2874","Ecuador","ECU",1977,946.7083946262,NA,NA,NA
"2875","Ecuador","ECU",1978,1033.6428490621,NA,NA,NA
"2876","Ecuador","ECU",1979,1238.8537090515,NA,NA,NA
"2877","Ecuador","ECU",1980,1495.4746708418,57.1,NA,NA
"2878","Ecuador","ECU",1981,1708.618139114,57,NA,NA
"2879","Ecuador","ECU",1982,1570.1857894932,56.8,NA,NA
"2880","Ecuador","ECU",1983,1296.4751579862,56.6,NA,NA
"2881","Ecuador","ECU",1984,1285.2802511197,56.4,NA,NA
"2882","Ecuador","ECU",1985,1302.5197648657,56.2,NA,NA
"2883","Ecuador","ECU",1986,1105.7726934934,55.9,NA,NA
"2884","Ecuador","ECU",1987,952.017857983,55.8,NA,NA
"2885","Ecuador","ECU",1988,929.1002510587,55.5,NA,NA
"2886","Ecuador","ECU",1989,950.1809000715,55.5,NA,NA
"2887","Ecuador","ECU",1990,1009.2954513032,55.4,NA,NA
"2888","Ecuador","ECU",1991,1081.4734552747,55.6,NA,NA
"2889","Ecuador","ECU",1992,1118.5488591372,56.1,NA,NA
"2890","Ecuador","ECU",1993,1375.2369590387,56.5,NA,NA
"2891","Ecuador","ECU",1994,1663.0119179065,56.8,NA,NA
"2892","Ecuador","ECU",1995,1774.8407828518,57.2,72.7611881494,33.1
"2893","Ecuador","ECU",1996,1836.8495130712,57.5,80.6890140574,31.7
"2894","Ecuador","ECU",1997,2008.4360721059,57.8,88.2991808737,30.4
"2895","Ecuador","ECU",1998,1945.3977673287,58.2,83.3213022121,29.1
"2896","Ecuador","ECU",1999,1373.2086261645,58.9,64.9232471653,27.9
"2897","Ecuador","ECU",2000,1291.3416130102,59.3,53.7321009164,26.7
"2898","Ecuador","ECU",2001,1692.9525135205,60,78.7588565385,25.6
"2899","Ecuador","ECU",2002,1950.2366767274,60.3,97.3323978385,24.6
"2900","Ecuador","ECU",2003,2204.7987864483,60.7,109.6246504355,23.7
"2901","Ecuador","ECU",2004,2471.2354252283,60.9,129.8713806572,22.6
"2902","Ecuador","ECU",2005,2769.6878136079,61.1,146.9279350571,21.7
"2903","Ecuador","ECU",2006,3057.6167759603,61.5,166.4207055982,20.7
"2904","Ecuador","ECU",2007,3285.5246686919,61.9,185.1718922543,19.9
"2905","Ecuador","ECU",2008,3856.4062506669,62.1,215.8970743743,19.1
"2906","Ecuador","ECU",2009,3647.6989974313,62.3,255.4997949109,18.2
"2907","Ecuador","ECU",2010,4072.6624932534,NA,NA,17.6
"2908","Egypt, Arab Rep.","EGY",1960,148.5227585815,NA,NA,NA
"2909","Egypt, Arab Rep.","EGY",1961,151.2821129486,NA,NA,NA
"2910","Egypt, Arab Rep.","EGY",1962,136.1271750182,NA,NA,NA
"2911","Egypt, Arab Rep.","EGY",1963,137.8439816555,NA,NA,NA
"2912","Egypt, Arab Rep.","EGY",1964,154.3973319552,NA,NA,NA
"2913","Egypt, Arab Rep.","EGY",1965,160.8883721957,NA,NA,NA
"2914","Egypt, Arab Rep.","EGY",1966,163.8545186647,NA,NA,NA
"2915","Egypt, Arab Rep.","EGY",1967,166.9613612996,NA,NA,NA
"2916","Egypt, Arab Rep.","EGY",1968,178.3545224598,NA,NA,NA
"2917","Egypt, Arab Rep.","EGY",1969,195.5475790384,NA,NA,NA
"2918","Egypt, Arab Rep.","EGY",1970,213.8582950313,NA,NA,NA
"2919","Egypt, Arab Rep.","EGY",1971,224.9181541099,NA,NA,NA
"2920","Egypt, Arab Rep.","EGY",1972,233.2251948543,NA,NA,NA
"2921","Egypt, Arab Rep.","EGY",1973,250.3749942064,NA,NA,NA
"2922","Egypt, Arab Rep.","EGY",1974,229.6384730603,NA,NA,NA
"2923","Egypt, Arab Rep.","EGY",1975,285.0072651913,NA,NA,NA
"2924","Egypt, Arab Rep.","EGY",1976,325.599989047,NA,NA,NA
"2925","Egypt, Arab Rep.","EGY",1977,348.7946797166,NA,NA,NA
"2926","Egypt, Arab Rep.","EGY",1978,345.9778830693,NA,NA,NA
"2927","Egypt, Arab Rep.","EGY",1979,413.2746673638,NA,NA,NA
"2928","Egypt, Arab Rep.","EGY",1980,509.7047158862,51.5,NA,NA
"2929","Egypt, Arab Rep.","EGY",1981,508.5333907483,51.5,NA,NA
"2930","Egypt, Arab Rep.","EGY",1982,542.9754884705,51.1,NA,NA
"2931","Egypt, Arab Rep.","EGY",1983,582.8372230204,50.8,NA,NA
"2932","Egypt, Arab Rep.","EGY",1984,619.6356181676,50.7,NA,NA
"2933","Egypt, Arab Rep.","EGY",1985,684.7575461098,50.5,NA,NA
"2934","Egypt, Arab Rep.","EGY",1986,691.3381598726,50.6,NA,NA
"2935","Egypt, Arab Rep.","EGY",1987,761.907219763,50.7,NA,NA
"2936","Egypt, Arab Rep.","EGY",1988,643.8037540226,50.6,NA,NA
"2937","Egypt, Arab Rep.","EGY",1989,712.2416819417,50.6,NA,NA
"2938","Egypt, Arab Rep.","EGY",1990,758.7602078603,50.5,NA,NA
"2939","Egypt, Arab Rep.","EGY",1991,637.947074718,50.4,NA,NA
"2940","Egypt, Arab Rep.","EGY",1992,709.3624096876,50.3,NA,NA
"2941","Egypt, Arab Rep.","EGY",1993,776.046366961,50.1,NA,NA
"2942","Egypt, Arab Rep.","EGY",1994,850.3394094584,49.9,NA,NA
"2943","Egypt, Arab Rep.","EGY",1995,969.3127844586,49.7,36.3908163088,51.1
"2944","Egypt, Arab Rep.","EGY",1996,1071.4382795227,49.5,44.2490924579,48.1
"2945","Egypt, Arab Rep.","EGY",1997,1221.7613568464,49.3,56.683996564,45.1
"2946","Egypt, Arab Rep.","EGY",1998,1298.8798817114,49.2,63.5851434879,42.3
"2947","Egypt, Arab Rep.","EGY",1999,1364.9505440539,49.1,70.2252073743,39.6
"2948","Egypt, Arab Rep.","EGY",2000,1475.8444095689,48.9,75.7839560863,37
"2949","Egypt, Arab Rep.","EGY",2001,1417.2564553875,48.7,72.9886353671,34.6
"2950","Egypt, Arab Rep.","EGY",2002,1251.8865873467,48.5,70.8630683922,32.4
"2951","Egypt, Arab Rep.","EGY",2003,1159.7971751569,48.3,55.8882666309,30.3
"2952","Egypt, Arab Rep.","EGY",2004,1082.3692480493,48.2,56.6130061723,28.4
"2953","Egypt, Arab Rep.","EGY",2005,1208.6501223588,48,63.3880735625,26.5
"2954","Egypt, Arab Rep.","EGY",2006,1422.3400159885,48.1,72.3376387568,24.7
"2955","Egypt, Arab Rep.","EGY",2007,1695.7399115112,47.8,81.3351583156,22.9
"2956","Egypt, Arab Rep.","EGY",2008,2079.0284346347,47.8,97.2638570159,21.5
"2957","Egypt, Arab Rep.","EGY",2009,2370.7111103535,48.8,113.297174278,20
"2958","Egypt, Arab Rep.","EGY",2010,2698.5887074956,NA,NA,18.6
"2959","El Salvador","SLV",1960,225.5963102598,NA,NA,NA
"2960","El Salvador","SLV",1961,222.5158447761,NA,NA,NA
"2961","El Salvador","SLV",1962,239.2366707585,NA,NA,NA
"2962","El Salvador","SLV",1963,244.825779813,NA,NA,NA
"2963","El Salvador","SLV",1964,261.4176949317,NA,NA,NA
"2964","El Salvador","SLV",1965,270.5026487515,NA,NA,NA
"2965","El Salvador","SLV",1966,278.0532401703,NA,NA,NA
"2966","El Salvador","SLV",1967,283.7209197534,NA,NA,NA
"2967","El Salvador","SLV",1968,285.3728211341,NA,NA,NA
"2968","El Salvador","SLV",1969,288.5518056348,NA,NA,NA
"2969","El Salvador","SLV",1970,303.2188735895,NA,NA,NA
"2970","El Salvador","SLV",1971,309.1362645313,NA,NA,NA
"2971","El Salvador","SLV",1972,320.92382501,NA,NA,NA
"2972","El Salvador","SLV",1973,357.1924695172,NA,NA,NA
"2973","El Salvador","SLV",1974,402.7626678349,NA,NA,NA
"2974","El Salvador","SLV",1975,445.2755035145,NA,NA,NA
"2975","El Salvador","SLV",1976,538.5319931174,NA,NA,NA
"2976","El Salvador","SLV",1977,666.7003811445,NA,NA,NA
"2977","El Salvador","SLV",1978,695.4831839219,NA,NA,NA
"2978","El Salvador","SLV",1979,756.4312864906,NA,NA,NA
"2979","El Salvador","SLV",1980,767.5597114682,61.8,NA,NA
"2980","El Salvador","SLV",1981,726.7626942317,61.7,NA,NA
"2981","El Salvador","SLV",1982,708.3240742072,61.6,NA,NA
"2982","El Salvador","SLV",1983,720.6387383535,61.5,NA,NA
"2983","El Salvador","SLV",1984,742.6004571515,61.5,NA,NA
"2984","El Salvador","SLV",1985,760.6993164441,61.4,NA,NA
"2985","El Salvador","SLV",1986,745.3427624679,61.3,NA,NA
"2986","El Salvador","SLV",1987,772.4161653864,61.1,NA,NA
"2987","El Salvador","SLV",1988,807.3663207062,61,NA,NA
"2988","El Salvador","SLV",1989,831.4324036882,61,NA,NA
"2989","El Salvador","SLV",1990,900.2531660861,60.9,NA,NA
"2990","El Salvador","SLV",1991,981.1070969162,60.9,NA,NA
"2991","El Salvador","SLV",1992,1082.965055607,60.9,NA,NA
"2992","El Salvador","SLV",1993,1242.4659938835,61.9,NA,NA
"2993","El Salvador","SLV",1994,1427.5796698543,62.7,NA,NA
"2994","El Salvador","SLV",1995,1657.0429015119,61.8,105.7898099624,37.8
"2995","El Salvador","SLV",1996,1781.1820136058,60.3,135.0614705062,35.9
"2996","El Salvador","SLV",1997,1906.922424574,60.2,155.3241653189,33.9
"2997","El Salvador","SLV",1998,2042.9091543451,61.9,168.4855049734,31.9
"2998","El Salvador","SLV",1999,2108.688358534,61.5,167.9697823478,29.9
"2999","El Salvador","SLV",2000,2211.0224589478,60.9,176.3909308789,28
"3000","El Salvador","SLV",2001,2315.2332489238,60.3,180.8275573161,26.2
"3001","El Salvador","SLV",2002,2389.1354928908,59.7,183.0601635166,24.5
"3002","El Salvador","SLV",2003,2504.2260801864,61,182.8721447314,22.8
"3003","El Salvador","SLV",2004,2620.4752129448,59.6,189.2766738985,21.3
"3004","El Salvador","SLV",2005,2821.2814351444,60.1,201.5158667543,19.9
"3005","El Salvador","SLV",2006,3070.8107532373,60.5,203.0023498352,18.6
"3006","El Salvador","SLV",2007,3339.9673620213,60.6,207.474960949,17.3
"3007","El Salvador","SLV",2008,3606.5483908648,60.8,216.925256484,16.1
"3008","El Salvador","SLV",2009,3425.1706416913,59.9,228.5718921638,15
"3009","El Salvador","SLV",2010,3519.4163757178,NA,NA,13.9
"3010","Equatorial Guinea","GNQ",1960,NA,NA,NA,NA
"3011","Equatorial Guinea","GNQ",1961,NA,NA,NA,NA
"3012","Equatorial Guinea","GNQ",1962,35.3675905677,NA,NA,NA
"3013","Equatorial Guinea","GNQ",1963,41.5343643583,NA,NA,NA
"3014","Equatorial Guinea","GNQ",1964,48.0177955606,NA,NA,NA
"3015","Equatorial Guinea","GNQ",1965,240.3168676473,NA,NA,NA
"3016","Equatorial Guinea","GNQ",1966,250.878492188,NA,NA,NA
"3017","Equatorial Guinea","GNQ",1967,256.0399047348,NA,NA,NA
"3018","Equatorial Guinea","GNQ",1968,233.8537726116,NA,NA,NA
"3019","Equatorial Guinea","GNQ",1969,230.213222902,NA,NA,NA
"3020","Equatorial Guinea","GNQ",1970,228.0159245787,NA,NA,NA
"3021","Equatorial Guinea","GNQ",1971,227.9536376255,NA,NA,NA
"3022","Equatorial Guinea","GNQ",1972,238.0169674699,NA,NA,NA
"3023","Equatorial Guinea","GNQ",1973,309.490644812,NA,NA,NA
"3024","Equatorial Guinea","GNQ",1974,377.2898986147,NA,NA,NA
"3025","Equatorial Guinea","GNQ",1975,437.7755347063,NA,NA,NA
"3026","Equatorial Guinea","GNQ",1976,453.5563633331,NA,NA,NA
"3027","Equatorial Guinea","GNQ",1977,471.7099727638,NA,NA,NA
"3028","Equatorial Guinea","GNQ",1978,NA,NA,NA,NA
