"","date","adj_price"
"1001",2003-11-07,11.2
"1002",2003-11-14,10.68
"1003",2003-11-21,10.1
"1004",2003-11-28,10.41
"1005",2003-12-05,10.38
"1006",2003-12-12,10.4
"1007",2003-12-19,9.81
"1008",2003-12-26,10.35
"1009",2004-01-02,10.59
"1010",2004-01-09,11.45
"1011",2004-01-16,11.31
"1012",2004-01-23,11.23
"1013",2004-01-30,11.23
"1014",2004-02-06,11.31
"1015",2004-02-13,11.45
"1016",2004-02-20,11.15
"1017",2004-02-27,11.91
"1018",2004-03-05,13.31
"1019",2004-03-12,13.72
"1020",2004-03-19,12.87
"1021",2004-03-26,13.46
"1022",2004-04-02,13.69
"1023",2004-04-08,13.71
"1024",2004-04-16,14.53
"1025",2004-04-23,13.79
"1026",2004-04-30,12.83
"1027",2004-05-07,13.28
"1028",2004-05-14,13.47
"1029",2004-05-21,13.5
"1030",2004-05-28,13.97
"1031",2004-06-04,14.33
"1032",2004-06-10,15.3
"1033",2004-06-18,16.38
"1034",2004-06-25,16.78
"1035",2004-07-02,15.47
"1036",2004-07-09,14.95
"1037",2004-07-16,16.03
"1038",2004-07-23,15.28
"1039",2004-07-30,16.1
"1040",2004-08-06,14.83
"1041",2004-08-13,15.35
"1042",2004-08-20,15.33
"1043",2004-08-27,17.1
"1044",2004-09-03,17.54
"1045",2004-09-10,17.86
"1046",2004-09-17,18.49
"1047",2004-09-24,18.57
"1048",2004-10-01,19.25
"1049",2004-10-08,19.45
"1050",2004-10-15,22.65
"1051",2004-10-22,23.6
"1052",2004-10-29,26.09
"1053",2004-11-05,27.24
"1054",2004-11-12,27.63
"1055",2004-11-19,27.47
"1056",2004-11-26,32.14
"1057",2004-12-03,31.21
"1058",2004-12-10,32.44
"1059",2004-12-17,32.36
"1060",2004-12-23,31.87
"1061",2004-12-31,32.06
"1062",2005-01-07,34.48
"1063",2005-01-14,34.95
"1064",2005-01-21,35.09
"1065",2005-01-28,36.83
"1066",2005-02-04,39.25
"1067",2005-02-11,40.43
"1068",2005-02-18,43.22
"1069",2005-02-25,44.3
"1070",2005-03-04,42.63
"1071",2005-03-11,40.1
"1072",2005-03-18,42.78
"1073",2005-03-24,42.32
"1074",2005-04-01,40.72
"1075",2005-04-08,43.55
"1076",2005-04-15,35.2
"1077",2005-04-22,35.35
"1078",2005-04-29,35.91
"1079",2005-05-06,37.08
"1080",2005-05-13,34.62
"1081",2005-05-20,37.39
"1082",2005-05-27,40.39
"1083",2005-06-03,38.08
"1084",2005-06-10,35.66
"1085",2005-06-17,38.15
"1086",2005-06-24,37.6
"1087",2005-07-01,36.34
"1088",2005-07-08,38.09
"1089",2005-07-15,41.37
"1090",2005-07-22,43.81
"1091",2005-07-29,42.47
"1092",2005-08-05,42.81
"1093",2005-08-12,45.9
"1094",2005-08-19,45.63
"1095",2005-08-26,45.54
"1096",2005-09-02,46.02
"1097",2005-09-09,51.09
"1098",2005-09-16,50.99
"1099",2005-09-23,52.97
"1100",2005-09-30,53.38
"1101",2005-10-07,51.08
"1102",2005-10-14,53.77
"1103",2005-10-21,55.42
"1104",2005-10-28,54.24
"1105",2005-11-04,60.89
"1106",2005-11-11,61.28
"1107",2005-11-18,64.28
"1108",2005-11-25,69.04
"1109",2005-12-02,72.32
"1110",2005-12-09,74.01
"1111",2005-12-16,70.81
"1112",2005-12-23,73.04
"1113",2005-12-30,71.58
"1114",2006-01-06,75.97
"1115",2006-01-13,85.22
"1116",2006-01-20,75.76
"1117",2006-01-27,71.72
"1118",2006-02-03,71.54
"1119",2006-02-10,67.02
"1120",2006-02-17,69.99
"1121",2006-02-24,71.15
"1122",2006-03-03,67.43
"1123",2006-03-10,62.92
"1124",2006-03-17,64.38
"1125",2006-03-24,59.7
"1126",2006-03-31,62.45
"1127",2006-04-07,69.49
"1128",2006-04-13,66.19
"1129",2006-04-21,66.75
"1130",2006-04-28,70.09
"1131",2006-05-05,71.58
"1132",2006-05-12,67.41
"1133",2006-05-19,64.23
"1134",2006-05-26,63.28
"1135",2006-06-02,61.4
"1136",2006-06-09,58.99
"1137",2006-06-16,57.31
"1138",2006-06-23,58.58
"1139",2006-06-30,57.03
"1140",2006-07-07,55.16
"1141",2006-07-14,50.45
"1142",2006-07-21,60.46
"1143",2006-07-28,65.31
"1144",2006-08-04,68.01
"1145",2006-08-11,63.38
"1146",2006-08-18,67.62
"1147",2006-08-25,68.46
"1148",2006-09-01,68.09
"1149",2006-09-08,72.21
"1150",2006-09-15,73.78
"1151",2006-09-22,72.69
"1152",2006-09-29,76.65
"1153",2006-10-06,73.9
"1154",2006-10-13,74.7
"1155",2006-10-20,79.61
"1156",2006-10-27,80.07
"1157",2006-11-03,77.96
"1158",2006-11-10,82.76
"1159",2006-11-17,85.48
"1160",2006-11-24,91.24
"1161",2006-12-01,90.93
"1162",2006-12-08,87.88
"1163",2006-12-15,87.34
"1164",2006-12-22,81.85
"1165",2006-12-29,84.48
"1166",2007-01-05,84.69
"1167",2007-01-12,94.22
"1168",2007-01-19,88.12
"1169",2007-01-26,85.01
"1170",2007-02-02,84.39
"1171",2007-02-09,82.91
"1172",2007-02-16,84.47
"1173",2007-02-23,88.69
"1174",2007-03-02,85.04
"1175",2007-03-09,87.59
"1176",2007-03-16,89.21
"1177",2007-03-23,93.12
"1178",2007-03-30,92.51
"1179",2007-04-05,94.28
"1180",2007-04-13,89.85
"1181",2007-04-20,90.58
"1182",2007-04-27,99.49
"1183",2007-05-04,100.38
"1184",2007-05-11,108.28
"1185",2007-05-18,109.55
"1186",2007-05-25,113.13
"1187",2007-06-01,117.89
"1188",2007-06-08,123.96
"1189",2007-06-15,119.98
"1190",2007-06-22,122.47
"1191",2007-06-29,121.52
"1192",2007-07-06,131.73
"1193",2007-07-13,137.14
"1194",2007-07-20,143.14
"1195",2007-07-27,143.24
"1196",2007-08-03,131.29
"1197",2007-08-10,124.47
"1198",2007-08-17,121.54
"1199",2007-08-24,134.72
"1200",2007-08-31,137.89
"1201",2007-09-07,131.21
"1202",2007-09-14,138.22
"1203",2007-09-21,143.53
"1204",2007-09-28,152.81
"1205",2007-10-05,160.76
"1206",2007-10-12,166.53
"1207",2007-10-19,169.69
"1208",2007-10-26,183.91
"1209",2007-11-02,187.07
"1210",2007-11-09,164.66
"1211",2007-11-16,165.68
"1212",2007-11-23,170.81
"1213",2007-11-30,181.44
"1214",2007-12-07,193.47
"1215",2007-12-14,189.58
"1216",2007-12-21,193.08
"1217",2007-12-28,198.98
"1218",2008-01-04,179.28
"1219",2008-01-11,171.95
"1220",2008-01-18,160.67
"1221",2008-01-25,129.45
"1222",2008-02-01,133.18
"1223",2008-02-08,124.94
"1224",2008-02-15,124.1
"1225",2008-02-22,118.95
"1226",2008-02-29,124.49
"1227",2008-03-07,121.73
"1228",2008-03-14,126.07
"1229",2008-03-20,132.7
"1230",2008-03-28,142.4
"1231",2008-04-04,152.43
"1232",2008-04-11,146.51
"1233",2008-04-18,160.35
"1234",2008-04-25,169
"1235",2008-05-02,180.17
"1236",2008-05-09,182.67
"1237",2008-05-16,186.82
"1238",2008-05-23,180.4
"1239",2008-05-30,187.94
"1240",2008-06-06,184.85
"1241",2008-06-13,171.63
"1242",2008-06-20,174.52
"1243",2008-06-27,169.36
"1244",2008-07-03,169.39
"1245",2008-07-11,171.84
"1246",2008-07-18,164.44
"1247",2008-07-25,161.43
"1248",2008-08-01,155.99
"1249",2008-08-08,168.83
"1250",2008-08-15,174.99
"1251",2008-08-22,176.03
"1252",2008-08-29,168.81
"1253",2008-09-05,159.5
"1254",2008-09-12,148.3
"1255",2008-09-19,140.31
"1256",2008-09-26,127.69
"1257",2008-10-03,96.66
"1258",2008-10-10,96.39
"1259",2008-10-17,96.98
"1260",2008-10-24,95.97
"1261",2008-10-31,107.13
"1262",2008-11-07,97.82
"1263",2008-11-14,89.85
"1264",2008-11-21,82.23
"1265",2008-11-28,92.27
"1266",2008-12-05,93.6
"1267",2008-12-12,97.85
"1268",2008-12-19,89.62
"1269",2008-12-26,85.44
"1270",2009-01-02,90.36
"1271",2009-01-09,90.19
"1272",2009-01-16,81.98
"1273",2009-01-23,87.98
"1274",2009-01-30,89.74
"1275",2009-02-06,99.29
"1276",2009-02-13,98.74
"1277",2009-02-20,90.81
"1278",2009-02-27,88.93
"1279",2009-03-06,84.94
"1280",2009-03-13,95.52
"1281",2009-03-20,101.16
"1282",2009-03-27,106.39
"1283",2009-04-03,115.49
"1284",2009-04-09,119.06
"1285",2009-04-17,122.89
"1286",2009-04-24,123.37
"1287",2009-05-01,126.7
"1288",2009-05-08,128.64
"1289",2009-05-15,121.9
"1290",2009-05-22,121.98
"1291",2009-05-29,135.23
"1292",2009-06-05,144.05
"1293",2009-06-12,136.38
"1294",2009-06-19,138.88
"1295",2009-06-26,141.83
"1296",2009-07-02,139.42
"1297",2009-07-10,137.93
"1298",2009-07-17,151.1
"1299",2009-07-24,159.31
"1300",2009-07-31,162.69
"1301",2009-08-07,164.8
"1302",2009-08-14,166.07
"1303",2009-08-21,168.5
"1304",2009-08-28,169.32
"1305",2009-09-04,169.58
"1306",2009-09-11,171.42
"1307",2009-09-18,184.23
"1308",2009-09-25,181.59
"1309",2009-10-02,184.11
"1310",2009-10-09,189.66
"1311",2009-10-16,187.25
"1312",2009-10-23,203.07
"1313",2009-10-30,187.69
"1314",2009-11-06,193.51
"1315",2009-11-13,203.58
"1316",2009-11-20,199.07
"1317",2009-11-27,199.73
"1318",2009-12-04,192.49
"1319",2009-12-11,193.84
"1320",2009-12-18,194.59
"1321",2009-12-24,208.15
"1322",2009-12-31,209.83
"1323",2010-01-08,211.07
"1324",2010-01-15,205.05
"1325",2010-01-22,196.9
"1326",2010-01-29,191.24
"1327",2010-02-05,194.62
"1328",2010-02-12,199.52
"1329",2010-02-19,200.81
"1330",2010-02-26,203.75
"1331",2010-03-05,218.01
"1332",2010-03-12,225.63
"1333",2010-03-19,221.3
"1334",2010-03-26,229.91
"1335",2010-04-01,234.96
"1336",2010-04-09,240.76
"1337",2010-04-16,246.34
"1338",2010-04-23,269.67
"1339",2010-04-30,259.97
"1340",2010-05-07,234.85
"1341",2010-05-14,252.73
"1342",2010-05-21,241.28
"1343",2010-05-28,255.78
"1344",2010-06-04,254.87
"1345",2010-06-11,252.43
"1346",2010-06-18,272.9
"1347",2010-06-25,265.56
"1348",2010-07-02,245.88
"1349",2010-07-09,258.51
"1350",2010-07-16,248.83
"1351",2010-07-23,258.83
"1352",2010-07-30,256.15
"1353",2010-08-06,258.98
"1354",2010-08-13,248.04
"1355",2010-08-20,248.57
"1356",2010-08-27,240.59
"1357",2010-09-03,257.66
"1358",2010-09-10,262.28
"1359",2010-09-17,274.19
"1360",2010-09-24,291.07
"1361",2010-10-01,281.31
"1362",2010-10-08,292.81
"1363",2010-10-15,313.39
"1364",2010-10-22,306.16
"1365",2010-10-29,299.69
"1366",2010-11-05,315.77
"1367",2010-11-12,306.71
"1368",2010-11-19,305.42
"1369",2010-11-26,313.65
"1370",2010-12-03,316.08
"1371",2010-12-10,319.19
"1372",2010-12-17,319.24
"1373",2010-12-23,322.22
"1374",2010-12-31,321.18
"1375",2011-01-07,334.68
"1376",2011-01-14,346.99
"1377",2011-01-21,325.32
"1378",2011-01-28,334.66
"1379",2011-02-04,345.02
"1380",2011-02-11,355.32
"1381",2011-02-18,349.06
"1382",2011-02-25,346.67
"1383",2011-03-04,358.46
"1384",2011-03-11,350.49
"1385",2011-03-18,329.26
"1386",2011-03-25,350.04
"1387",2011-04-01,343.09
"1388",2011-04-08,333.63
"1389",2011-04-15,326.06
"1390",2011-04-21,349.2
"1391",2011-04-29,348.63
"1392",2011-05-06,345.18
"1393",2011-05-13,339.04
"1394",2011-05-20,333.79
"1395",2011-05-27,335.97
"1396",2011-06-03,341.97
"1397",2011-06-10,324.51
"1398",2011-06-17,318.89
"1399",2011-06-24,324.95
"1400",2011-07-01,341.79
"1401",2011-07-08,358.17
"1402",2011-07-15,363.36
"1403",2011-07-22,391.62
"1404",2011-07-29,388.81
"1405",2011-08-05,372.02
"1406",2011-08-12,375.38
"1407",2011-08-19,354.51
"1408",2011-08-26,381.94
"1409",2011-09-02,372.45
"1410",2011-09-09,375.87
"1411",2011-09-16,398.79
"1412",2011-09-23,402.57
"1413",2011-09-30,379.69
"1414",2011-10-07,368.22
"1415",2011-10-14,420.2
"1416",2011-10-21,391.19
"1417",2011-10-28,403.22
"1418",2011-11-04,398.53
"1419",2011-11-11,382.98
"1420",2011-11-18,373.34
"1421",2011-11-25,362.02
"1422",2011-12-02,388.03
"1423",2011-12-09,391.94
"1424",2011-12-16,379.39
"1425",2011-12-23,401.61
"1426",2011-12-30,403.27
"1427",2012-01-06,420.59
"1428",2012-01-13,418.02
"1429",2012-01-20,418.5
"1430",2012-01-27,445.37
"1431",2012-02-03,457.71
"1432",2012-02-10,491.31
"1433",2012-02-17,499.97
"1434",2012-02-24,520.18
"1435",2012-03-02,542.85
"1436",2012-03-09,542.84
"1437",2012-03-16,583.07
"1438",2012-03-23,593.5
"1439",2012-03-30,596.99
"1440",2012-04-05,630.97
"1441",2012-04-13,602.64
"1442",2012-04-20,570.53
"1443",2012-04-27,600.42
"1444",2012-05-04,562.83
"1445",2012-05-11,564.29
"1446",2012-05-18,528.11
"1447",2012-05-25,559.89
"1448",2012-06-01,558.59
"1449",2012-06-08,577.84
"1450",2012-06-15,571.68
"1451",2012-06-22,579.61
"1452",2012-06-29,581.5
"1453",2012-07-06,603.29
"1454",2012-07-13,602.38
"1455",2012-07-20,601.72
"1456",2012-07-27,582.66
"1457",2012-08-03,613.07
"1458",2012-08-10,621.7
"1459",2012-08-17,648.11
"1460",2012-08-24,663.22
"1461",2012-08-31,665.24
"1462",2012-09-07,680.44
"1463",2012-09-14,691.28
"1464",2012-09-21,700.09
"1465",2012-09-28,667.1
"1466",2012-10-01,659.39
