"","day.num","day.of.week","holiday","mean.temp","rel.humid","tot.mort","resp.mort","SO2","TSP"
"506",506,3,0,22.7,55,32,0,94.75,172.95
"507",507,4,0,24.2,41.7,33,4,81.75,137.37
"508",508,5,0,20.3,60,23,2,69.75,110
"509",509,6,0,20.5,51,27,3,63.75,127.33
"510",510,7,0,19.1,70.7,40,1,42.5,80.8
"511",511,1,0,18.5,67.7,22,1,56.25,104.53
"512",512,2,0,14.9,88.3,25,6,38,76.24
"513",513,3,0,14.8,70,28,2,47.75,58.91
"514",514,4,0,17.2,44,44,5,66,99.05
"515",515,5,0,19.6,54,30,0,57,68.94
"516",516,6,0,21.1,56,33,1,62.75,136.46
"517",517,7,0,23.4,55,34,3,59.75,119.12
"518",518,1,0,24.5,45.3,37,5,63.45,127.07
"519",519,2,0,26.4,45,49,3,81.5,135.28
"520",520,3,0,25.9,48,45,2,86.09,113.79
"521",521,4,0,19.8,54.3,40,3,51.83,93.96
"522",522,5,0,21.5,38,32,8,75,75.07
"523",523,6,0,22.5,48.7,32,3,48.25,88.75
"524",524,7,0,23.9,44.7,28,2,37.75,74.15
"525",525,1,0,25.6,45.7,39,3,69.26,100.61
"526",526,2,0,25.4,44,32,4,65.46,89.91
"527",527,3,0,25.8,44,40,5,86.59,78.54
"528",528,4,0,26.4,49,28,4,66.51,71.23
"529",529,5,0,27.9,49.7,36,4,61.93,65.23
"530",530,6,0,28,46,32,2,35.9,60.96
"531",531,7,0,26.5,49,20,0,13.57,59.49
"532",532,1,0,28.4,45,38,4,59.3,57.31
"533",533,2,0,28,40,53,8,49.42,54.14
"534",534,3,0,23.7,51,38,2,25.34,55.57
"535",535,4,0,21.1,29,35,3,34.01,31.8
"536",536,5,0,20.7,28,21,1,73.2,13.29
"537",537,6,0,19,44.7,32,3,35.58,21.13
"538",538,7,0,18.5,54.7,35,2,23.14,29.41
"539",539,1,0,17.2,53.3,22,2,43.3,34.44
"540",540,2,0,17.3,60.7,27,1,85.48,85.1
"541",541,3,0,20.8,52,21,2,72.03,95.41
"542",542,4,0,19.7,77,34,1,60.65,44.53
"543",543,5,0,19,79.7,35,2,68.31,53.5
"544",544,6,0,22.5,59,35,0,47.83,55
"545",545,7,0,19.8,85,31,0,20.22,43.67
"546",546,1,0,21.1,59.3,45,1,58.1,70.4
"547",547,2,0,21.8,57.3,18,1,44.25,60
"548",548,3,0,22.4,55.7,29,0,53,55.74
"549",549,4,0,24.5,59.3,32,0,46.75,96
"550",550,5,0,21.1,78,37,3,35.38,35.5
"551",551,6,0,23.6,31.3,31,4,40.25,28
"552",552,7,0,24,53.7,32,1,25.71,29.5
"553",553,1,0,25.5,50.7,16,2,55,43.5
"554",554,2,0,26.5,57.3,35,2,44,105.5
"555",555,3,0,25.9,61.3,38,4,40.47,57.5
"556",556,4,0,26.2,63,28,2,51.25,93
"557",557,5,0,28,63.3,32,0,39.28,85.07
"558",558,6,0,24.2,64,27,4,33.43,77.89
"559",559,7,0,26,60.7,29,2,31.39,74.28
"560",560,1,0,25.5,65.3,25,3,30.71,71.64
"561",561,2,0,23.7,66,28,1,31.83,31.27
"562",562,3,0,25.8,62.3,40,2,47.67,81.5
"563",563,4,0,25.8,61.3,30,2,44.58,72
"564",564,5,0,24.1,69.3,29,2,32.38,54
"565",565,6,0,18.7,82.7,24,1,21.37,8
"566",566,7,0,18.2,45,36,2,7.83,3.5
"567",567,1,0,23.5,28,23,0,21.37,25
"568",568,2,0,24.2,43.3,26,0,55.61,37.5
"569",569,3,0,23.9,55.3,17,1,43.8,55.5
"570",570,4,0,22.6,49,29,0,46,40.5
"571",571,5,0,20.8,72,22,2,45,49
"572",572,6,0,22.1,37.3,22,0,35,21
"573",573,7,0,21.1,48.7,24,1,22.5,12.5
"574",574,1,0,22.6,44.3,37,2,53.7,43.13
"575",575,2,0,24.7,40.7,25,0,54.75,58.5
"576",576,3,0,24.4,51.7,24,2,65.94,83
"577",577,4,0,25.5,48.3,28,3,58.79,72.5
"578",578,5,0,25.8,48,22,3,58.17,67.77
"579",579,6,0,26.7,49,30,1,26.77,62
"580",580,7,0,27.2,59.7,37,1,18.85,56.5
"581",581,1,0,28.3,46.3,31,2,39.58,76.5
"582",582,2,0,28.8,52.3,36,3,17.24,54.5
"583",583,3,0,28.4,48,28,2,50.16,59.5
"584",584,4,0,27.7,49.7,38,0,40.59,55.91
"585",585,5,0,26.5,55,19,2,29.19,37.5
"586",586,6,0,27,54,25,1,23.5,33
"587",587,7,0,22.8,60.3,27,0,32.22,50.21
"588",588,1,0,26.4,52,24,1,35.02,59.08
"589",589,2,0,20.8,77,25,2,11.61,58.7
"590",590,3,0,21.5,63,30,2,19.81,14
"591",591,4,0,24.1,54,21,2,23.81,32
"592",592,5,0,25.9,45.3,19,0,17.25,31
"593",593,6,1,27,45,20,0,16.66,25.5
"594",594,7,0,27.1,53.3,29,2,18.39,40.5
"595",595,1,0,24.8,61.3,21,2,22.12,29
"596",596,2,0,23,53.3,26,2,20.01,21.5
"597",597,3,0,23.3,54.3,28,2,25.66,28
"598",598,4,0,23.9,63,17,1,15.66,33.5
"599",599,5,0,22.3,65,19,1,13.7,13
"600",600,6,0,22.7,50.3,21,1,18.33,5.5
"601",601,7,0,23.8,53.3,14,1,22.92,21
"602",602,1,0,22.3,45.7,28,1,24.12,32
"603",603,2,0,22,39,23,2,34.36,33
"604",604,3,0,22.3,46.3,16,1,47.98,43
"605",605,4,0,23.3,49,29,3,51.25,80.5
"606",606,5,0,23.7,54.7,18,1,30.5,54
"607",607,6,0,21.9,61.7,19,4,43.27,67.75
"608",608,7,0,23.8,55,16,1,48.62,77.91
"609",609,1,0,24.8,68.3,26,3,52.93,87.07
"610",610,2,0,23.8,58,28,0,49.75,81.5
"611",611,3,0,21.7,64.3,25,3,30,38
"612",612,4,0,17.6,80,21,0,35.25,25.5
"613",613,5,0,17.8,77.7,24,0,79,58
"614",614,6,0,20.1,51,16,1,69.5,40
"615",615,7,0,21.9,52.7,26,2,60.75,63
"616",616,1,0,22.3,59.3,25,0,82.25,77
"617",617,2,0,23.2,59.3,23,2,94.5,134.5
"618",618,3,0,24,59.3,32,4,74.3,122
"619",619,4,0,19.2,89.7,21,0,25.88,45
"620",620,5,0,21.3,70.7,33,4,55.5,79
"621",621,6,0,22.4,63.3,27,3,29.75,71
"622",622,7,0,21.4,77.7,28,2,28.25,67.5
"623",623,1,0,22,42.3,30,3,38.75,41.5
"624",624,2,0,19.6,50.3,32,2,62,51
"625",625,3,0,20.7,56.7,32,2,66.25,99
"626",626,4,0,22.1,58.3,34,1,85,127.5
"627",627,5,0,21.9,68,34,3,82.96,122.95
"628",628,6,0,21,74,20,1,45.25,88
"629",629,7,0,20.6,84.7,27,1,23.25,31.5
"630",630,1,0,22.7,70.3,26,0,55.03,64
"631",631,2,0,22,84.7,43,2,31.7,67
"632",632,3,0,22.8,71.3,38,2,37,70.5
"633",633,4,0,18.8,85.3,34,1,31.5,35.5
"634",634,5,0,18.6,73,28,2,56.75,94
"635",635,6,0,18.1,77,26,0,65.08,96.06
"636",636,7,0,19.1,81.3,28,4,11,5.5
"637",637,1,0,15.5,77.3,35,0,35.25,17.5
"638",638,2,0,18,42.3,31,0,61.75,42
"639",639,3,0,18.2,40,17,1,98.25,119
"640",640,4,0,17.5,58,27,2,86.5,116.5
"641",641,5,0,14.5,88.3,30,2,49,101.07
"642",642,6,0,14.7,83.7,29,3,39.52,79
"643",643,7,0,16.7,77.3,32,3,35.12,32
"644",644,1,0,18,84.3,35,3,79.5,106
"645",645,2,0,18.3,87,38,3,103.25,119.5
"646",646,3,0,19.3,79.7,25,0,65.75,141.5
"647",647,4,0,18.7,82,35,2,86.75,198
"648",648,5,0,18,85.3,39,1,102.22,161.93
"649",649,6,0,19.1,78.3,31,3,88.64,169.23
"650",650,7,0,19.3,57.3,31,1,35.5,88.03
"651",651,1,0,14.9,56.7,29,3,59.25,68.87
"652",652,2,0,15.9,36.7,32,0,55.75,61.57
"653",653,3,0,14.6,46.7,29,2,87.2,156.5
"654",654,4,0,15,62,39,5,144.69,229
"655",655,5,0,16.3,65.3,40,4,125.25,301
"656",656,6,0,16.5,77,39,3,123.84,244.04
"657",657,7,0,16.7,76.3,36,1,96.82,208.46
"658",658,1,0,17.3,81.3,40,3,105.88,254.08
"659",659,2,0,16,82.3,28,0,111.44,323.88
"660",660,3,0,13.8,90.3,37,1,64,149.5
"661",661,4,0,11.1,75.3,49,0,64.32,51.5
"662",662,5,0,9.9,55.7,37,6,127.61,127.5
"663",663,6,0,10,48,31,1,146.8,142.5
"664",664,7,0,8.7,59.7,39,3,78.28,62
"665",665,1,0,8.1,94,41,4,67.75,29
"666",666,2,0,9.1,83,41,3,117.95,61
"667",667,3,0,11.2,67.7,36,3,206,196.5
"668",668,4,0,11.4,71,33,1,298.3,164.66
"669",669,5,0,11.6,73.3,41,1,321.15,182
"670",670,6,0,13,66.7,60,7,182.99,107.19
"671",671,7,0,13.4,74.7,40,0,195.18,140.94
"672",672,1,0,13.3,72,37,3,191.24,150.07
"673",673,2,0,11.9,87.3,45,3,186.63,121.78
"674",674,3,0,10.9,87.7,32,2,284.2,148.24
"675",675,4,0,10.3,87.3,33,2,135.32,103
"676",676,5,0,10.7,83.7,37,5,198.12,150.5
"677",677,6,0,10.3,73.7,41,2,209.58,214
"678",678,7,0,6.5,44.7,28,1,82.96,40.5
"679",679,1,0,5.3,50.7,33,2,260.74,156
"680",680,2,0,4.9,54.7,39,4,378.39,231.5
"681",681,3,0,4.8,51,37,1,559,279
"682",682,4,0,6.8,56,27,1,347.48,204.5
"683",683,5,0,7.4,77,33,2,584.75,408
"684",684,6,0,10.1,32.3,38,3,171.61,172
"685",685,7,0,8.6,35.3,28,6,190.38,66
"686",686,1,0,6.4,34.7,41,3,400.38,201
"687",687,2,0,5.7,47,38,5,542,339.5
"688",688,3,0,7.3,46.3,43,2,511.25,368.5
"689",689,4,0,8.7,52.7,31,3,460.75,310
"690",690,5,0,8.5,62,41,2,459.5,462
"691",691,6,0,10.2,66.3,32,0,355.5,329
"692",692,7,0,7.3,73.3,45,3,312,264
"693",693,1,0,7.6,76.3,36,2,360.75,340
"694",694,2,0,10.2,72.3,36,2,290,287
"695",695,3,0,10.6,62.7,31,1,282.25,358
"696",696,4,0,8.5,50.3,38,4,210.5,153
"697",697,5,0,5.9,58.7,38,1,371.75,275.5
"698",698,6,0,6,70.7,39,2,237.5,240.5
"699",699,7,0,8.8,20,36,3,95.75,38
"700",700,1,0,8.9,31.7,34,2,229,104.5
"701",701,2,0,8,32.7,45,5,227,164.18
"702",702,3,0,8,32,35,2,299.25,130
"703",703,4,0,5.5,54.3,34,2,447.56,235
"704",704,5,0,3.9,49,40,4,489.25,315
"705",705,6,0,2.4,68,21,4,319.75,282
"706",706,7,0,2.9,70,29,0,347.5,242.5
"707",707,1,0,2.9,75.7,28,3,282,203
"708",708,2,1,2.4,84,49,2,377,270
"709",709,3,0,5.3,78,33,2,458.71,283.5
"710",710,4,0,6.1,67.3,29,1,419.75,214
"711",711,5,0,5.4,85,32,4,478.5,264.5
"712",712,6,0,6.4,67,44,7,306.5,196
"713",713,7,0,6.2,36,46,4,128.75,88
"714",714,1,0,2.5,64.3,32,2,209,80.5
"715",715,2,0,3.7,63.3,42,5,422.25,144
"716",716,3,0,4.8,70.3,43,4,277.25,183.5
"717",717,4,0,6.4,62.3,38,2,373,188
"718",718,5,0,3.4,91.7,31,2,200,94
"719",719,6,0,5,54,40,3,133.5,33.5
"720",720,7,0,2.4,50.7,37,4,225.25,67
"721",721,1,0,1.1,81.3,40,6,243.75,110
"722",722,2,0,1.7,94.7,37,2,284.75,87
"723",723,3,0,1.3,90,45,0,452.25,164.5
"724",724,4,0,2,95.7,32,2,394.5,145
"725",725,5,1,4.9,53.7,34,4,171.75,54
"726",726,6,1,3.5,46,35,2,406.25,104.5
"727",727,7,0,1.2,52,43,5,436.75,148.5
"728",728,1,0,1.1,82.6,36,5,390.25,150
"729",729,2,0,0.9,95.7,39,1,300.75,90
"730",730,3,0,2.6,92.3,42,4,407.5,173.5
"731",731,4,0,3.2,96,49,6,333,88
"732",732,5,1,4.6,90,40,3,319.25,119
"733",733,6,0,8.8,54.7,41,3,338.5,121
"734",734,7,0,7.5,61.3,36,0,444.75,206
"735",735,1,0,7.4,72,42,2,503.25,257.5
"736",736,2,0,7.6,67,36,3,498.25,320.5
"737",737,3,0,7.8,80.3,37,1,369.5,337.5
"738",738,4,0,6.5,59.3,36,0,233.75,241.5
"739",739,5,0,1.7,50,36,3,158.75,104
"740",740,6,0,0.9,66.3,36,3,198.75,142
"741",741,7,0,1.5,78.3,39,6,193.25,165
"742",742,1,0,1.8,87.7,48,4,251,130.5
"743",743,2,0,4.5,75.7,40,1,339.75,261.5
"744",744,3,0,5.1,62,38,4,224.25,187.5
"745",745,4,0,3.7,46.3,39,2,218.5,148.5
"746",746,5,0,3.7,84,39,6,305.75,179
"747",747,6,0,3.2,88.7,40,5,436.25,241
"748",748,7,0,1.5,92,46,6,321.75,111
"749",749,1,0,2.1,87,29,3,288.75,182
"750",750,2,0,0.9,90.3,39,4,418,240.5
"751",751,3,0,0.4,87,33,3,542.75,262.5
"752",752,4,0,0.6,82,35,4,786,360
"753",753,5,0,0.1,82.3,39,3,774.5,376.5
"754",754,6,0,0.7,83,44,7,677.75,322
"755",755,7,0,2.1,88.3,41,4,590.76,236
"756",756,1,0,1.4,92,32,1,450.77,214.07
"757",757,2,0,-0.5,89,31,1,529.73,230.5
"758",758,3,0,1,85,35,4,339.25,179.5
"759",759,4,0,5.6,73,45,3,506.5,258
"760",760,5,0,5.8,67.3,27,2,453.5,324
"761",761,6,0,7.9,56.7,41,0,363,242.5
"762",762,7,0,13.4,35.3,44,8,259,100
"763",763,1,0,6.8,78,38,6,232,257
"764",764,2,0,3.9,82.3,31,2,245.25,214
"765",765,3,0,2.9,53,35,1,226.25,209
"766",766,4,0,2.2,72.7,33,3,440.5,306.5
"767",767,5,0,0.7,83.7,39,2,536.25,328
"768",768,6,0,0.2,79,36,4,544.5,242.5
"769",769,7,0,3.3,76.7,39,6,480.75,284.5
"770",770,1,0,4.8,69.3,30,3,425.75,342
"771",771,2,0,2.9,82.3,34,1,452.25,405
"772",772,3,0,1.8,83.7,38,3,464.25,380
"773",773,4,0,1.6,84.3,33,1,416.06,347.5
"774",774,5,0,3.7,74,36,5,550.5,354.5
"775",775,6,0,2.8,83.3,37,1,541.75,282
"776",776,7,0,1.6,88,22,1,334.25,201
"777",777,1,0,2.7,89,33,2,308.5,177
"778",778,2,0,5.2,83.7,28,4,353.5,173
"779",779,3,0,7.2,89.7,43,2,311,114
"780",780,4,0,9.9,64,46,6,390.75,218
"781",781,5,0,6.6,73,32,4,198.5,190
"782",782,6,0,4.5,63.7,35,4,137.75,132.5
"783",783,7,0,1.5,53.3,37,2,118,108.5
"784",784,1,0,-0.5,67.3,22,1,196.5,156.5
"785",785,2,0,-1.5,93.7,26,2,155.76,133
"786",786,3,0,0.2,92,24,2,272.22,256
"787",787,4,0,1.9,77.7,38,2,317.44,232
"788",788,5,0,2.7,67.3,32,4,323,178.5
"789",789,6,0,4.4,57,23,1,362.5,233
"790",790,7,0,6.3,54.7,38,4,376.25,259
"791",791,1,0,8.7,67.3,37,1,390.5,262
"792",792,2,0,9.8,47,41,4,215.75,193.5
"793",793,3,0,9.7,37,43,3,303.75,136
"794",794,4,0,6.7,64.7,42,5,298.25,189.5
"795",795,5,0,7.2,62,48,1,155.75,68.5
"796",796,6,0,7.2,55.3,36,2,157.6,91
"797",797,7,0,3.7,73.3,27,2,100.81,49
"798",798,1,0,2.9,83,23,4,209.83,58
"799",799,2,0,6.1,79.7,35,3,251.5,140
"800",800,3,0,6.7,72.3,43,4,299.75,213.5
"801",801,4,0,7.9,50.3,42,3,131.25,105
"802",802,5,0,8.8,47.7,29,0,206.93,121.5
"803",803,6,0,8.6,48,35,5,166.65,127.5
"804",804,7,0,9.4,25.3,27,1,72.06,51.5
"805",805,1,0,9.6,40,37,3,122.19,87.2
"806",806,2,0,8.6,42.7,40,2,173.35,131
"807",807,3,0,5.6,82,45,2,166.77,121.5
"808",808,4,0,4.7,83.3,32,3,169.44,84.97
"809",809,5,0,9.1,46.3,32,4,254.2,88.42
"810",810,6,0,6,75.3,38,1,124.73,80.5
"811",811,7,0,8.2,63,29,0,195.25,97
"812",812,1,0,8.2,54.7,27,2,116.75,84
"813",813,2,0,8.5,50.3,34,1,146.48,108.6
"814",814,3,0,9.4,44.3,25,2,196.5,147
"815",815,4,0,9.7,38.3,36,2,165,172
"816",816,5,0,11.3,37.3,36,2,289.5,234.5
"817",817,6,0,12.7,44,27,0,253.5,225
"818",818,7,0,10.1,62,37,1,94.18,86.5
"819",819,1,0,11,58,40,3,193.58,222
"820",820,2,0,9.8,82,32,1,104.5,170.5
"821",821,3,0,11.4,43,46,2,122,103.5
"822",822,4,0,13.2,56.7,29,7,202.75,149.5
"823",823,5,0,14.6,50.3,33,8,172.77,158
"824",824,6,0,15.4,43.7,39,5,145.6,162
"825",825,7,0,16.1,50,39,1,105.19,112.5
"826",826,1,0,15.5,56,37,3,124.11,192.5
"827",827,2,0,17.3,41.3,35,4,144,180.5
"828",828,3,0,15.9,56,42,2,118.75,184.5
"829",829,4,0,13.9,64,37,3,53.25,94
"830",830,5,0,15,40,35,3,67.25,101.86
"831",831,6,0,13.7,46,33,1,39.25,72
"832",832,7,1,13,56.3,30,2,40.5,63.5
"833",833,1,1,15.6,40,24,1,65.23,81.7
"834",834,2,0,8.6,81,30,1,93.46,90.57
"835",835,3,0,7.2,73,34,3,75.51,55.5
"836",836,4,0,7.1,70.7,36,2,96.25,79.5
"837",837,5,0,8.9,70,26,4,132,76.5
"838",838,6,0,12.6,58,27,1,102.5,98
"839",839,7,0,14.8,52,38,2,90.75,107.5
"840",840,1,0,12.2,67,30,5,64.5,103.5
"841",841,2,0,11.6,49,28,0,74.75,91
"842",842,3,0,12.8,48.7,41,2,119.75,175
"843",843,4,0,13.2,35,35,3,88.75,141
"844",844,5,0,11.8,52.7,30,4,72.25,125
"845",845,6,0,7,76.7,34,4,60,62
"846",846,7,1,12.4,39.3,32,2,79.43,74.15
"847",847,1,0,15.2,40,35,2,81.33,82.33
"848",848,2,0,15.1,34,35,0,102.75,204
"849",849,3,0,13.8,49.3,26,3,70,119.5
"850",850,4,0,15,35.3,38,2,79.22,120.5
"851",851,5,0,11.4,63.3,38,3,47.75,103
"852",852,6,1,12.9,52.7,33,0,59.7,65.5
"853",853,7,0,14.3,53.3,40,1,36,57.5
"854",854,1,0,14.5,59,34,1,42.5,117.5
"855",855,2,0,14.7,56.7,25,2,56.75,100
"856",856,3,0,11.5,93,30,2,36.5,71
"857",857,4,0,12.9,85,33,3,49.5,92.5
"858",858,5,0,15,35,48,4,37.5,55.5
"859",859,6,0,10.4,84,40,5,40,41
"860",860,7,0,12.5,72.7,26,2,29.3,26
"861",861,1,0,14.7,70,30,2,49.47,123
"862",862,2,0,17.3,32.3,36,2,58.23,113.5
"863",863,3,0,18.2,50,41,5,68.5,134
"864",864,4,0,18.9,49,33,0,58.5,142.5
"865",865,5,0,20.1,41.7,33,2,64,160
"866",866,6,0,21.4,38,38,1,58,134
"867",867,7,0,21.8,36.3,44,2,53.5,97
"868",868,1,0,22,44,41,2,47.39,147
"869",869,2,0,22,33.7,38,0,31.23,118.5
"870",870,3,0,22,35.7,35,1,60.34,136.5
"871",871,4,0,22.3,33.3,32,2,43.7,119
"872",872,5,0,22.9,42,38,1,40.75,142.5
"873",873,6,0,22.8,45.3,36,6,32.25,163.5
"874",874,7,0,18.6,75.3,35,1,18.89,38.5
"875",875,1,0,22,41.3,35,6,29.25,94
"876",876,2,0,19.8,38.7,24,2,38,50.5
"877",877,3,0,20.8,41.3,34,1,55,121
"878",878,4,0,22.2,42.3,36,3,53,140
"879",879,5,0,23.7,43.3,37,0,86.5,156.5
"880",880,6,0,23.6,48.3,27,3,29.75,157
"881",881,7,0,21.1,51.7,26,3,4.5,44.5
"882",882,1,0,21.8,48.7,23,0,29.5,104
"883",883,2,0,24.2,46,32,0,60.5,118.5
"884",884,3,0,24.2,49,21,1,77.75,156.5
"885",885,4,0,24.7,43.3,26,2,40.73,134.18
"886",886,5,0,24.2,43.7,34,3,38,119.56
"887",887,6,0,23.9,45.7,29,1,25.5,109.38
"888",888,7,0,24.2,43,33,2,19.75,101.92
"889",889,1,0,24.9,46.7,25,2,29.75,98.12
"890",890,2,0,23.8,59.7,41,1,24,99.08
"891",891,3,0,25.7,50.3,32,1,21,97.01
"892",892,4,0,25.3,54.3,35,2,19.84,97.45
"893",893,5,0,21.7,72.3,29,0,45.43,95.59
"894",894,6,0,20.5,57,30,1,23.5,93.71
"895",895,7,0,17.1,65.3,32,3,11.75,91.69
"896",896,1,0,21.4,30.3,29,0,25.75,70.35
"897",897,2,0,22,40,24,1,31.75,74.42
"898",898,3,0,20.6,53,33,4,24.5,79.06
"899",899,4,0,22.3,58,36,1,27,85.71
"900",900,5,0,22.4,59,20,1,30.25,89.73
"901",901,6,0,21.9,59,43,3,25,91.37
"902",902,7,0,20.6,55.3,24,1,19.51,89.53
"903",903,1,0,25.2,60.7,30,4,17.75,93.74
"904",904,2,0,24.9,55.3,44,4,62.25,94.6
"905",905,3,0,23.3,58.3,32,1,28.93,95.03
"906",906,4,0,24.7,47.3,33,2,63.5,92.2
"907",907,5,0,26.4,58,33,1,39.31,94.23
"908",908,6,0,23.8,76.3,25,2,20.56,89.43
"909",909,7,0,24.5,34.3,26,1,15.67,77.42
"910",910,1,0,23,42.7,30,1,56.5,79.02
"911",911,2,0,23.9,54.7,29,5,25.13,83.93
"912",912,3,0,23.4,53.7,31,2,40.52,85.82
"913",913,4,0,24.5,44.3,34,4,38.34,85.39
"914",914,5,0,25.2,43,35,2,26.22,84.97
"915",915,6,0,26.4,45.3,33,2,22.34,85.04
"916",916,7,0,26.8,50,31,3,18.89,86.51
"917",917,1,0,26.3,53,25,1,16.63,87.08
"918",918,2,0,27.1,53.7,24,2,67.57,87.85
"919",919,3,0,30,26.3,39,1,57.45,44.46
"920",920,4,0,26.4,46.7,25,1,18.88,84.08
"921",921,5,0,26,43.3,33,3,40.3,80.76
"922",922,6,0,26.9,45.7,29,4,44.34,83.56
"923",923,7,0,26.8,49.3,30,3,30.2,84.99
"924",924,1,0,28.3,48,29,1,24.4,85.7
"925",925,2,0,25.6,75.7,38,2,13.55,88.6
"926",926,3,0,25,69.3,41,1,16.23,96.14
"927",927,4,0,26.6,69,35,3,35.25,97.44
"928",928,5,0,26.7,69.3,34,2,45.5,97.43
"929",929,6,0,26.4,63,43,2,31,92.07
"930",930,7,0,24.7,66.3,35,3,14.29,94.03
"931",931,1,0,24.8,68,26,1,29.25,95.34
"932",932,2,0,27.4,66.7,22,0,20.28,96.68
"933",933,3,0,27.8,58.3,29,1,86.25,89.52
"934",934,4,0,27.5,48.3,16,1,47,84.45
"935",935,5,0,25.5,55.3,25,3,37,85.77
"936",936,6,0,21.2,61.7,22,2,28.33,83.63
"937",937,7,0,22.5,57.7,26,3,24.55,83.37
"938",938,1,0,25.5,47,22,2,25.01,82.33
"939",939,2,0,19.9,71.3,23,2,34.38,86.36
"940",940,3,0,18.7,77.7,25,1,37.02,73.55
"941",941,4,0,22.8,57,16,2,38.53,83.71
"942",942,5,0,24.1,62.3,10,0,50.5,113.7
"943",943,6,0,22.2,55.3,23,1,13.04,69.91
"944",944,7,0,23.9,44.3,28,1,29.58,44.36
"945",945,1,0,24.5,54.7,27,0,23.25,48.92
"946",946,2,0,22.2,66.7,22,1,12.68,43.45
"947",947,3,0,23.1,56.7,16,1,31.69,64.08
"948",948,4,0,24.5,61.7,27,1,30.43,64.44
"949",949,5,0,22.1,65.7,30,2,16.75,54.4
"950",950,6,0,20.6,69.7,25,1,19.75,39.8
"951",951,7,0,21.2,70.3,20,2,21.35,60.62
"952",952,1,0,24.8,55.7,24,0,25.38,76.7
"953",953,2,0,27,54.7,34,2,27.1,84.38
"954",954,3,0,26.3,51,22,5,16.98,60.79
"955",955,4,0,26.6,53.3,31,2,19.8,78.12
"956",956,5,0,26.4,60.7,17,1,23.25,66.26
"957",957,6,0,25.3,59.3,21,3,13.25,43.45
"958",958,7,1,25.2,63.3,24,3,14.75,48.92
"959",959,1,0,27,58.3,19,4,23.01,70.75
"960",960,2,0,22.4,62,32,1,16.75,39.8
"961",961,3,0,24.9,49.3,27,1,19.75,40.71
"962",962,4,0,25.5,50.7,22,1,10.75,52.58
"963",963,5,0,24.5,70.7,18,0,30.25,50.75
"964",964,6,0,19.8,62.7,24,3,35.09,68.71
"965",965,7,0,19.2,51.7,20,2,38.53,78.03
"966",966,1,0,22.7,44.7,21,2,44.36,84.65
"967",967,2,0,22.1,48.3,27,1,39.78,70.82
"968",968,3,0,22.8,50.3,22,1,47.39,78.5
"969",969,4,0,22.9,52.3,27,0,15.55,87
"970",970,5,0,19,84.3,25,0,21.61,78.42
"971",971,6,0,18.6,92,21,1,25.09,35.5
"972",972,7,0,20.6,74.7,25,2,30.95,59.12
"973",973,1,0,22.2,61.3,21,1,41.01,78.63
"974",974,2,0,18.5,83.3,21,1,37.54,77.5
"975",975,3,0,19.7,59,17,0,64,73.5
"976",976,4,0,22.1,55,25,1,77.25,90
"977",977,5,0,23.6,57,24,0,38.75,92
"978",978,6,0,24.9,57.7,37,1,55.25,135.5
"979",979,7,0,25.1,64.7,32,0,32.25,129
"980",980,1,0,23.4,54,28,1,45.62,126.16
"981",981,2,0,19.3,73,17,1,56.4,56.5
"982",982,3,0,21,62,26,1,59.5,56.5
"983",983,4,0,24,53.7,35,3,78.75,88
"984",984,5,0,24.2,52,29,2,46.25,138.5
"985",985,6,0,24.1,67,41,4,33.5,135
"986",986,7,0,24.8,67.7,30,4,35,133
"987",987,1,0,25.5,63.3,38,3,50.89,132.71
"988",988,2,0,23.5,60.3,27,1,74.51,133
"989",989,3,0,23.1,59.3,28,3,60.98,191.5
"990",990,4,0,23.3,65.3,28,3,101.49,224.5
"991",991,5,0,22.7,66.3,32,0,74,256
"992",992,6,0,22.4,59,24,1,61,219.5
"993",993,7,0,22.1,61.7,37,3,38.16,164
"994",994,1,0,22.2,71,28,3,64.53,133.5
"995",995,2,0,21.3,78.7,21,1,62.75,117.5
"996",996,3,0,19.9,73,28,2,48.5,111
"997",997,4,0,20.2,72,25,1,51,102
"998",998,5,0,18.2,74,26,1,42,65.5
"999",999,6,0,17.5,90.3,32,0,34,66.5
"1000",1000,7,0,19.8,88.3,27,1,22,44
"1001",1001,1,0,21.6,61,31,4,36.25,76.5
"1002",1002,2,0,20.4,60.3,27,4,67.25,107
"1003",1003,3,0,19.9,61.7,27,1,93,174.5
"1004",1004,4,0,17.1,79,34,4,59.5,139
"1005",1005,5,0,16.5,74,27,0,74.72,133.92
"1006",1006,6,0,17.5,71.3,24,2,84.52,128.28
"1007",1007,7,0,17.5,61.3,30,2,35,91
"1008",1008,1,0,15.4,72,24,0,66.41,104.14
"1009",1009,2,0,10.6,92,31,2,34.25,47
"1010",1010,3,0,10.8,89.7,32,0,70.18,58.54
"1011",1011,4,0,11.1,72.3,32,1,56.75,89
"1012",1012,5,0,12.5,71,34,1,82,100.5
"1013",1013,6,0,13.1,72,34,3,38.25,41.5
"1014",1014,7,0,13,75.7,41,3,76.1,70.7
"1015",1015,1,0,12.8,69.3,38,2,103.36,89.46
"1016",1016,2,0,11.9,77.3,33,2,120.47,96.36
"1017",1017,3,0,11.7,83.7,34,3,130.97,94.17
"1018",1018,4,0,13.3,81.3,40,3,132.91,93.89
"1019",1019,5,0,13.5,58.3,45,3,141.31,104.39
