"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Class"
"15471",101,0,102,0,70,-7,1,33,32,"Bypass"
"15472",37,0,83,0,28,3,46,54,8,"Rad.Flow"
"15473",59,0,87,0,56,-16,28,30,2,"Rad.Flow"
"15474",37,0,76,7,26,0,39,50,12,"Rad.Flow"
"15475",42,0,87,3,42,0,45,46,0,"Rad.Flow"
"15476",44,4,93,0,44,2,49,50,0,"Rad.Flow"
"15477",37,0,104,0,24,6,67,81,14,"Rad.Flow"
"15478",43,0,81,0,44,10,37,37,0,"Rad.Flow"
"15479",37,0,90,0,30,1,53,59,6,"Rad.Flow"
"15480",38,3,92,0,24,0,54,69,14,"Rad.Flow"
"15481",41,0,77,0,38,-18,36,38,2,"Rad.Flow"
"15482",37,0,95,0,20,0,58,75,16,"Rad.Flow"
"15483",56,0,77,0,18,7,22,59,38,"High"
"15484",56,0,78,2,12,0,22,65,42,"High"
"15485",42,-2,87,0,42,0,45,46,0,"Rad.Flow"
"15486",37,0,93,0,12,31,56,81,24,"Rad.Flow"
"15487",45,0,89,2,46,20,44,42,0,"Rad.Flow"
"15488",37,5,76,0,36,0,39,40,0,"Rad.Flow"
"15489",44,0,86,0,42,-24,43,45,2,"Rad.Flow"
"15490",66,0,109,0,68,16,43,42,0,"Rad.Flow"
"15491",86,3,89,0,6,-15,3,84,80,"Bypass"
"15492",44,0,84,0,42,-23,41,43,2,"Rad.Flow"
"15493",37,0,75,0,36,-7,37,39,2,"Rad.Flow"
"15494",45,-2,81,0,46,13,36,35,0,"Rad.Flow"
"15495",55,0,81,-7,-12,-4,26,94,68,"High"
"15496",45,3,79,0,44,0,35,35,0,"Rad.Flow"
"15497",43,0,76,0,42,-21,33,35,2,"Rad.Flow"
"15498",51,3,81,0,52,13,30,30,0,"Rad.Flow"
"15499",55,-3,81,0,54,-6,26,27,2,"Rad.Flow"
"15500",37,5,108,0,36,0,71,72,2,"Rad.Flow"
"15501",37,-1,77,0,36,19,40,41,0,"Rad.Flow"
"15502",52,0,88,6,52,-2,36,37,0,"Rad.Flow"
"15503",48,0,86,-1,46,0,39,40,2,"Rad.Flow"
"15504",48,-2,86,0,46,-3,38,40,2,"Rad.Flow"
"15505",47,-1,86,0,46,0,38,39,0,"Rad.Flow"
"15506",56,0,97,0,42,-16,41,55,14,"High"
"15507",51,0,84,1,52,4,33,32,0,"Rad.Flow"
"15508",51,0,81,0,52,3,30,30,0,"Rad.Flow"
"15509",102,0,103,7,70,-20,1,33,32,"Bypass"
"15510",37,-1,79,0,20,-3,42,58,16,"Rad.Flow"
"15511",49,4,87,0,50,29,38,38,0,"Rad.Flow"
"15512",37,0,75,0,20,12,38,54,16,"Rad.Flow"
"15513",43,0,77,0,44,16,34,34,0,"Rad.Flow"
"15514",38,0,105,0,38,2,67,66,0,"Rad.Flow"
"15515",42,0,88,2,42,0,45,46,2,"Rad.Flow"
"15516",41,0,80,0,42,11,39,39,0,"Rad.Flow"
"15517",80,0,84,0,-14,0,4,99,96,"Bypass"
"15518",53,0,86,0,54,1,32,32,0,"Rad.Flow"
"15519",44,0,84,-3,42,-22,41,43,2,"Rad.Flow"
"15520",41,0,86,1,42,1,45,45,0,"Rad.Flow"
"15521",43,0,77,-5,42,0,34,35,2,"Rad.Flow"
"15522",56,0,79,2,0,1,23,79,56,"High"
"15523",56,3,99,0,50,1,42,49,8,"High"
"15524",51,-3,78,0,52,0,27,26,0,"Rad.Flow"
"15525",55,0,96,0,52,24,41,44,4,"High"
"15526",37,0,103,0,34,17,66,69,4,"Rad.Flow"
"15527",40,0,81,2,38,0,41,42,2,"Rad.Flow"
"15528",37,0,97,0,28,-23,60,69,8,"Rad.Flow"
"15529",45,-1,76,0,44,-16,31,32,2,"Rad.Flow"
"15530",37,0,95,0,18,3,58,77,20,"Rad.Flow"
"15531",42,0,86,4,42,0,44,45,0,"Rad.Flow"
"15532",37,0,82,0,34,3,45,48,2,"Rad.Flow"
"15533",45,-2,77,0,44,-16,32,34,2,"Rad.Flow"
"15534",37,0,81,1,-2,0,44,83,40,"Rad.Flow"
"15535",47,1,94,8,46,0,47,48,0,"Rad.Flow"
"15536",47,-2,86,-1,46,0,39,40,0,"Rad.Flow"
"15537",58,-2,86,0,56,0,28,30,2,"Rad.Flow"
"15538",46,0,79,0,44,-21,33,35,2,"Rad.Flow"
"15539",56,1,78,2,24,0,22,55,32,"High"
"15540",55,0,98,0,50,-30,42,49,6,"High"
"15541",45,-1,88,-3,44,-5,43,44,2,"Rad.Flow"
"15542",79,-3,83,0,-40,0,4,125,120,"Bypass"
"15543",41,0,97,-2,38,-19,56,58,2,"Rad.Flow"
"15544",84,-3,88,0,2,0,3,85,82,"Bypass"
"15545",56,-2,76,16,0,0,20,76,56,"High"
"15546",37,0,81,1,36,-15,43,44,2,"Rad.Flow"
"15547",45,-2,77,0,44,-19,31,33,2,"Rad.Flow"
"15548",48,0,86,-1,46,0,37,39,2,"Rad.Flow"
"15549",46,4,79,0,46,0,33,33,0,"Rad.Flow"
"15550",37,0,79,0,36,17,43,43,0,"Rad.Flow"
"15551",37,1,79,-3,34,-5,42,46,4,"Rad.Flow"
"15552",53,3,88,0,54,31,35,33,0,"Rad.Flow"
"15553",38,0,77,0,38,11,39,38,0,"Rad.Flow"
"15554",55,0,83,0,56,18,27,26,0,"Rad.Flow"
"15555",51,0,83,0,52,10,32,31,0,"Rad.Flow"
"15556",37,0,103,0,26,4,66,77,12,"Rad.Flow"
"15557",43,5,79,0,42,0,36,38,2,"Rad.Flow"
"15558",50,3,86,0,50,0,36,37,2,"Rad.Flow"
"15559",52,0,86,-4,52,0,34,35,0,"Rad.Flow"
"15560",37,0,103,-6,18,0,66,85,20,"Rad.Flow"
"15561",49,-2,111,0,50,0,62,62,0,"Rad.Flow"
"15562",56,0,95,0,42,-1,40,54,14,"High"
"15563",46,1,83,0,44,-20,37,39,2,"Rad.Flow"
"15564",41,0,88,0,38,-5,47,49,2,"Rad.Flow"
"15565",44,0,76,7,44,0,31,32,0,"Rad.Flow"
"15566",46,0,86,4,44,-30,41,42,2,"Rad.Flow"
"15567",48,-2,106,0,46,-1,58,60,2,"Rad.Flow"
"15568",43,0,75,0,42,-19,32,34,2,"Rad.Flow"
"15569",74,-12,78,-13,-40,3,4,119,116,"Bypass"
"15570",41,0,83,5,38,0,42,44,2,"Rad.Flow"
"15571",44,0,108,0,44,2,64,64,0,"Rad.Flow"
"15572",55,-5,96,0,54,21,41,42,2,"Rad.Flow"
"15573",55,-1,77,2,-22,0,22,101,78,"High"
"15574",41,-2,81,0,38,-9,41,43,2,"Rad.Flow"
"15575",80,-2,84,0,-20,0,4,105,100,"Bypass"
"15576",39,-8,78,0,0,5,39,78,40,"Rad.Flow"
"15577",37,0,106,4,26,0,68,80,12,"Rad.Flow"
"15578",51,-2,80,0,52,0,29,28,0,"Rad.Flow"
"15579",46,3,77,0,46,10,32,31,0,"Rad.Flow"
"15580",84,0,88,-1,-2,-9,3,90,88,"Bypass"
"15581",56,0,97,0,44,14,41,53,12,"High"
"15582",49,-5,86,0,50,0,38,37,0,"Rad.Flow"
"15583",38,4,75,0,36,-5,37,39,2,"Rad.Flow"
"15584",45,0,79,0,46,28,34,33,0,"Rad.Flow"
"15585",39,2,78,-6,38,0,39,39,0,"Rad.Flow"
"15586",37,0,94,-4,16,0,57,79,22,"Rad.Flow"
"15587",102,0,103,0,70,-12,1,33,32,"Bypass"
"15588",55,0,77,-1,-4,59,21,82,60,"High"
"15589",56,4,96,7,42,0,40,55,14,"High"
"15590",55,0,98,0,50,0,42,49,6,"High"
"15591",55,0,77,6,28,0,22,49,26,"High"
"15592",49,-2,84,0,50,2,35,35,0,"Rad.Flow"
"15593",49,5,84,0,50,5,35,35,0,"Rad.Flow"
"15594",81,0,84,0,-14,4,4,100,96,"Bypass"
"15595",41,0,76,0,38,-8,35,37,2,"Rad.Flow"
"15596",37,0,105,1,20,-10,68,84,16,"Rad.Flow"
"15597",81,4,85,0,-24,0,4,111,108,"Bypass"
"15598",47,-5,95,0,46,0,49,49,0,"Rad.Flow"
"15599",43,0,84,0,42,-4,41,43,2,"Rad.Flow"
"15600",41,0,79,0,38,-22,39,41,2,"Rad.Flow"
"15601",53,0,83,0,54,8,30,29,0,"Rad.Flow"
"15602",41,0,77,0,38,-27,36,39,2,"Rad.Flow"
"15603",60,-3,109,0,60,0,49,49,0,"Rad.Flow"
"15604",56,-2,97,0,44,4,41,53,12,"High"
"15605",46,0,76,0,44,-29,30,32,2,"Rad.Flow"
"15606",80,0,84,-2,-42,0,4,128,124,"Bypass"
"15607",56,0,95,0,50,23,40,46,6,"High"
"15608",45,-2,108,0,44,0,63,64,2,"Rad.Flow"
"15609",37,0,83,0,30,9,46,52,6,"Rad.Flow"
"15610",56,0,95,0,50,11,40,46,6,"High"
"15611",46,5,76,0,46,1,29,29,0,"Rad.Flow"
"15612",49,0,81,0,46,-5,32,34,2,"Rad.Flow"
"15613",55,0,77,-2,28,-2,21,48,28,"High"
"15614",58,-5,108,0,56,0,50,51,2,"Rad.Flow"
"15615",37,0,79,0,2,5,42,76,34,"Rad.Flow"
"15616",49,0,107,0,50,28,58,58,0,"Rad.Flow"
"15617",56,1,80,0,-2,-4,24,83,58,"High"
"15618",37,0,80,4,18,0,43,62,18,"Rad.Flow"
"15619",37,0,76,0,34,4,39,42,2,"Rad.Flow"
"15620",44,-1,106,-4,44,6,62,62,0,"Rad.Flow"
"15621",56,0,97,0,52,5,41,45,4,"High"
"15622",45,3,76,1,44,-5,31,32,2,"Rad.Flow"
"15623",55,2,81,3,54,0,25,26,2,"Rad.Flow"
"15624",37,0,82,0,36,6,45,46,2,"Rad.Flow"
"15625",37,0,76,2,28,17,40,48,8,"Rad.Flow"
"15626",55,0,84,0,54,-6,28,30,2,"Rad.Flow"
"15627",42,-1,79,0,42,0,37,37,0,"Rad.Flow"
"15628",80,2,84,0,-38,0,4,123,118,"Bypass"
"15629",37,0,90,0,30,18,53,59,6,"Rad.Flow"
"15630",43,0,76,-1,42,0,33,35,2,"Rad.Flow"
"15631",55,0,78,0,6,-13,23,73,50,"High"
"15632",51,0,86,-5,50,-5,36,37,2,"Rad.Flow"
"15633",45,0,83,0,46,21,38,37,0,"Rad.Flow"
"15634",37,0,81,0,28,-11,45,53,8,"Rad.Flow"
"15635",44,-3,77,0,44,3,34,34,0,"Rad.Flow"
"15636",46,5,86,0,46,4,40,39,0,"Rad.Flow"
"15637",49,0,89,5,46,-21,40,42,2,"Rad.Flow"
"15638",42,1,108,6,42,0,67,67,0,"Rad.Flow"
"15639",56,-1,97,0,50,-2,41,48,6,"High"
"15640",55,0,96,6,52,-3,41,44,4,"High"
"15641",44,0,88,3,44,24,44,44,0,"Rad.Flow"
"15642",56,0,87,1,54,-26,31,33,2,"Rad.Flow"
"15643",44,0,83,0,44,6,38,39,0,"Rad.Flow"
"15644",38,0,104,-3,38,0,66,66,0,"Rad.Flow"
"15645",55,-1,98,-4,46,0,42,51,8,"High"
"15646",37,0,77,-4,34,-6,40,43,2,"Rad.Flow"
"15647",41,0,81,0,42,13,39,39,0,"Rad.Flow"
"15648",38,0,91,-1,6,-4,53,86,32,"Rad.Flow"
"15649",55,0,92,0,34,-30,37,59,22,"High"
"15650",43,0,84,-3,44,17,41,41,0,"Rad.Flow"
"15651",37,0,104,6,18,0,67,86,20,"Rad.Flow"
"15652",50,0,77,2,50,0,27,28,0,"Rad.Flow"
"15653",41,1,79,0,42,31,39,38,0,"Rad.Flow"
"15654",43,-1,99,0,42,-8,56,58,2,"Rad.Flow"
"15655",55,0,96,-5,46,0,41,50,8,"High"
"15656",56,0,79,2,26,-4,23,53,30,"High"
"15657",37,0,81,0,10,-20,45,71,26,"Rad.Flow"
"15658",55,0,77,0,-14,-1,21,92,70,"High"
"15659",41,2,81,0,42,9,39,39,0,"Rad.Flow"
"15660",49,1,81,0,46,-17,32,34,2,"Rad.Flow"
"15661",56,0,96,0,44,0,40,52,12,"High"
"15662",44,0,80,0,42,-19,36,39,2,"Rad.Flow"
"15663",47,-1,85,4,46,0,38,39,0,"Rad.Flow"
"15664",55,0,96,1,42,-29,41,55,14,"High"
"15665",55,0,81,0,-20,15,26,102,76,"High"
"15666",37,0,81,0,28,0,45,53,8,"Rad.Flow"
"15667",41,0,78,-2,38,-4,37,39,2,"Rad.Flow"
"15668",44,0,76,0,42,-22,32,34,2,"Rad.Flow"
"15669",48,-1,87,0,50,25,39,38,0,"Rad.Flow"
"15670",56,3,86,0,56,0,30,30,0,"Rad.Flow"
"15671",48,0,82,0,46,-8,34,35,2,"Rad.Flow"
"15672",55,4,71,-6,0,0,16,71,56,"High"
"15673",43,-4,81,3,42,-12,37,39,2,"Rad.Flow"
"15674",57,1,79,0,56,0,23,23,0,"Rad.Flow"
"15675",56,5,95,0,50,13,39,46,8,"High"
"15676",46,-1,85,-4,46,-22,39,39,0,"Rad.Flow"
"15677",55,0,81,0,-6,31,25,88,64,"High"
"15678",45,0,85,0,44,1,41,41,0,"Rad.Flow"
"15679",47,0,86,-2,46,-3,38,39,0,"Rad.Flow"
"15680",44,5,77,0,42,-14,34,36,2,"Rad.Flow"
"15681",55,0,79,0,10,-20,23,68,46,"High"
"15682",41,2,81,0,38,-16,39,42,2,"Rad.Flow"
"15683",37,-2,75,0,28,0,38,46,8,"Rad.Flow"
"15684",56,1,99,1,46,0,42,52,10,"High"
"15685",51,2,102,0,50,0,51,53,2,"Rad.Flow"
"15686",37,0,82,-3,-2,0,45,85,40,"Rad.Flow"
"15687",37,5,82,0,36,0,45,46,0,"Rad.Flow"
"15688",44,0,84,0,44,6,40,41,0,"Rad.Flow"
"15689",56,0,81,0,0,2,25,81,56,"High"
"15690",45,0,85,-1,44,-8,40,41,2,"Rad.Flow"
"15691",48,-1,81,-1,46,0,33,34,2,"Rad.Flow"
"15692",56,0,95,0,44,30,40,51,12,"High"
"15693",37,0,76,0,34,-9,39,42,2,"Rad.Flow"
"15694",49,0,77,0,50,25,29,28,0,"Rad.Flow"
"15695",55,0,95,0,38,-2,40,57,16,"High"
"15696",37,0,77,0,28,10,41,49,8,"Rad.Flow"
"15697",40,4,81,0,38,0,40,42,2,"Rad.Flow"
"15698",37,-16,106,0,30,0,69,75,6,"Rad.Flow"
"15699",37,0,83,0,8,-10,46,75,28,"Rad.Flow"
"15700",46,0,85,0,46,7,39,39,0,"Rad.Flow"
"15701",43,0,77,0,44,24,34,34,0,"Rad.Flow"
"15702",56,-1,81,1,54,-17,25,26,2,"Rad.Flow"
"15703",56,0,88,0,56,19,32,31,0,"Rad.Flow"
"15704",53,0,102,0,54,8,49,48,0,"Rad.Flow"
"15705",37,0,83,0,36,5,46,46,0,"Rad.Flow"
"15706",45,1,76,0,44,-6,31,32,2,"Rad.Flow"
"15707",48,-5,77,0,46,-2,29,31,2,"Rad.Flow"
"15708",56,0,81,0,54,-6,25,26,2,"Rad.Flow"
"15709",37,0,97,-3,20,0,60,76,16,"Rad.Flow"
"15710",79,0,83,0,-46,-17,4,130,126,"Bypass"
"15711",49,0,82,0,46,-17,33,35,2,"Rad.Flow"
"15712",41,1,76,0,38,-2,35,37,2,"Rad.Flow"
"15713",56,0,97,0,38,11,41,58,18,"High"
"15714",80,0,84,0,-32,3,4,117,114,"Bypass"
"15715",37,-2,106,0,30,-190,69,75,6,"Rad.Flow"
"15716",37,0,81,-5,34,0,43,47,4,"Rad.Flow"
"15717",56,0,76,0,-12,0,20,89,68,"High"
"15718",37,0,104,-5,18,16,67,86,18,"Rad.Flow"
"15719",37,0,82,0,-4,-15,45,87,42,"Rad.Flow"
"15720",37,0,76,0,30,-11,39,45,6,"Rad.Flow"
"15721",56,0,97,0,50,-19,41,48,6,"High"
"15722",53,1,86,0,52,-23,33,34,2,"Rad.Flow"
"15723",42,-2,84,-3,42,0,42,43,0,"Rad.Flow"
"15724",38,0,78,3,38,0,40,39,0,"Rad.Flow"
"15725",44,1,86,-3,44,0,42,42,0,"Rad.Flow"
"15726",37,0,95,5,10,3,57,84,28,"Rad.Flow"
"15727",44,-2,86,1,44,0,42,42,0,"Rad.Flow"
"15728",55,0,96,1,44,0,41,52,12,"High"
"15729",57,0,90,4,56,0,34,33,0,"Rad.Flow"
"15730",37,0,76,3,34,12,40,43,2,"Rad.Flow"
"15731",103,1,104,0,70,0,1,35,34,"Bypass"
"15732",37,0,81,0,26,7,44,55,10,"Rad.Flow"
"15733",42,0,80,-3,42,0,38,39,0,"Rad.Flow"
"15734",47,-4,85,-2,46,0,38,39,0,"Rad.Flow"
"15735",44,0,82,0,42,-20,38,41,2,"Rad.Flow"
"15736",37,0,94,2,30,0,57,63,6,"Rad.Flow"
"15737",44,0,76,0,42,-9,32,35,2,"Rad.Flow"
"15738",37,0,79,0,2,-1,43,77,34,"Rad.Flow"
"15739",56,0,76,0,-10,19,20,86,66,"High"
"15740",41,0,89,0,42,14,48,48,0,"Rad.Flow"
"15741",49,1,82,0,50,5,33,33,0,"Rad.Flow"
"15742",55,0,79,0,16,-15,23,63,40,"High"
"15743",38,3,77,0,38,21,39,38,0,"Rad.Flow"
"15744",101,0,102,0,70,-26,1,32,32,"Bypass"
"15745",44,0,82,0,42,-11,38,41,2,"Rad.Flow"
"15746",77,0,81,0,-40,12,4,123,118,"Bypass"
"15747",49,0,95,0,46,-15,47,49,2,"Rad.Flow"
"15748",45,0,81,8,44,0,35,37,2,"Rad.Flow"
"15749",37,0,98,0,34,19,61,64,4,"Rad.Flow"
"15750",56,-3,81,0,54,-30,25,27,2,"Rad.Flow"
"15751",37,-1,75,0,26,0,38,49,10,"Rad.Flow"
"15752",42,0,88,4,42,0,46,47,0,"Rad.Flow"
"15753",49,0,81,0,50,7,32,32,0,"Rad.Flow"
"15754",41,3,83,0,42,6,42,42,0,"Rad.Flow"
"15755",54,0,81,-7,54,0,27,27,0,"Rad.Flow"
"15756",85,0,89,0,2,-8,4,86,82,"Bypass"
"15757",56,0,96,-1,52,-2,40,44,4,"High"
"15758",55,0,98,0,46,-4,42,51,8,"High"
"15759",51,4,84,0,50,0,33,35,2,"Rad.Flow"
"15760",43,-1,87,0,42,-16,44,46,2,"Rad.Flow"
"15761",55,3,83,-2,54,0,29,29,0,"Rad.Flow"
"15762",55,0,79,-2,20,-6,24,59,34,"High"
"15763",37,0,104,0,20,11,67,84,16,"Rad.Flow"
"15764",55,0,78,1,12,-14,23,65,42,"High"
"15765",42,0,87,-6,42,0,45,46,2,"Rad.Flow"
"15766",57,0,96,0,56,0,39,39,0,"Rad.Flow"
"15767",44,0,102,0,44,1,58,58,0,"Rad.Flow"
"15768",43,0,79,0,42,-4,36,38,2,"Rad.Flow"
"15769",51,-1,84,0,50,-4,34,35,2,"Rad.Flow"
"15770",44,-1,81,0,44,11,38,37,0,"Rad.Flow"
"15771",56,0,92,8,-2,0,36,94,58,"High"
"15772",55,-4,77,0,0,0,22,77,56,"High"
"15773",49,0,82,0,50,4,33,33,0,"Rad.Flow"
"15774",45,0,83,5,46,14,37,36,0,"Rad.Flow"
"15775",44,0,88,-7,44,0,44,44,0,"Rad.Flow"
"15776",49,0,81,1,50,25,33,32,0,"Rad.Flow"
"15777",55,-1,98,0,50,-18,42,49,6,"High"
"15778",49,0,83,0,46,3,34,37,2,"Rad.Flow"
"15779",37,0,79,-1,18,0,43,61,18,"Rad.Flow"
"15780",41,0,81,0,38,-27,39,42,2,"Rad.Flow"
"15781",45,-4,79,0,44,-10,33,35,2,"Rad.Flow"
"15782",49,3,83,0,50,4,34,34,0,"Rad.Flow"
"15783",53,0,79,0,54,3,26,24,0,"Rad.Flow"
"15784",49,0,83,0,50,18,34,34,0,"Rad.Flow"
"15785",37,0,77,0,8,-14,40,69,30,"Rad.Flow"
"15786",42,0,89,-3,42,0,47,48,2,"Rad.Flow"
"15787",46,-1,85,-6,46,-4,39,39,0,"Rad.Flow"
"15788",37,0,83,2,36,0,46,46,0,"Rad.Flow"
"15789",37,0,79,-3,34,0,43,46,2,"Rad.Flow"
"15790",47,3,83,0,46,0,37,37,0,"Rad.Flow"
"15791",50,3,77,0,50,0,26,28,2,"Rad.Flow"
"15792",39,0,83,8,38,0,44,44,0,"Rad.Flow"
"15793",38,0,76,-5,38,0,37,37,0,"Rad.Flow"
"15794",39,-4,79,0,38,0,40,40,0,"Rad.Flow"
"15795",42,2,80,0,42,0,38,39,0,"Rad.Flow"
"15796",37,0,104,0,20,-22,67,83,16,"Rad.Flow"
"15797",51,4,77,0,50,0,27,28,2,"Rad.Flow"
"15798",80,-5,84,0,-20,0,4,105,100,"Bypass"
"15799",51,5,88,0,52,16,36,36,0,"Rad.Flow"
"15800",37,0,77,0,20,5,41,57,16,"Rad.Flow"
"15801",37,0,79,2,26,0,42,53,12,"Rad.Flow"
"15802",43,2,78,-7,42,0,35,37,2,"Rad.Flow"
"15803",55,0,78,0,10,-12,23,68,46,"High"
"15804",37,0,77,0,24,25,40,54,14,"Rad.Flow"
"15805",48,5,87,0,46,0,39,41,2,"Rad.Flow"
"15806",37,0,79,0,20,9,43,59,16,"Rad.Flow"
"15807",37,0,79,0,34,-16,42,46,4,"Rad.Flow"
"15808",40,-4,83,0,38,0,43,44,2,"Rad.Flow"
"15809",55,0,77,-5,0,0,21,77,56,"High"
"15810",55,-4,85,0,54,-10,30,31,2,"Rad.Flow"
"15811",55,0,96,0,42,9,41,55,14,"High"
"15812",41,0,84,0,42,14,43,43,0,"Rad.Flow"
"15813",37,0,79,0,6,-11,43,74,32,"Rad.Flow"
"15814",44,1,81,0,44,2,37,37,0,"Rad.Flow"
"15815",43,0,81,-3,42,0,38,40,2,"Rad.Flow"
"15816",45,1,83,0,46,31,37,36,0,"Rad.Flow"
"15817",37,0,76,0,24,-18,40,53,14,"Rad.Flow"
"15818",59,0,86,0,56,-3,27,29,2,"Rad.Flow"
"15819",46,-1,86,-2,46,0,41,40,0,"Rad.Flow"
"15820",46,0,82,0,46,16,36,35,0,"Rad.Flow"
"15821",55,0,98,0,52,3,42,46,4,"High"
"15822",56,0,96,0,42,27,40,55,14,"High"
"15823",49,-1,95,-2,50,3,46,46,0,"Rad.Flow"
"15824",55,0,95,-3,54,-4,40,41,2,"Rad.Flow"
"15825",54,4,87,0,54,0,33,33,0,"Rad.Flow"
"15826",37,0,78,1,28,30,42,50,8,"Rad.Flow"
"15827",45,-1,84,0,46,14,38,37,0,"Rad.Flow"
"15828",45,0,85,0,44,5,41,41,0,"Rad.Flow"
"15829",37,0,77,0,0,9,41,77,36,"Rad.Flow"
"15830",46,2,87,0,46,0,41,41,0,"Rad.Flow"
"15831",45,-1,77,0,44,-5,31,33,2,"Rad.Flow"
"15832",44,0,86,-2,44,-3,42,42,0,"Rad.Flow"
"15833",48,-1,82,0,46,-9,34,35,2,"Rad.Flow"
"15834",56,-1,77,-3,24,-10,22,54,32,"High"
"15835",42,0,85,0,42,0,43,44,0,"Rad.Flow"
"15836",44,0,88,0,44,1,45,44,0,"Rad.Flow"
"15837",102,0,102,-2,72,18,1,30,30,"Bypass"
"15838",37,0,76,0,36,-21,38,39,2,"Rad.Flow"
"15839",41,-1,80,0,38,-16,39,41,2,"Rad.Flow"
"15840",37,-3,77,0,20,0,40,57,16,"Rad.Flow"
"15841",37,0,77,0,-24,-27,41,103,62,"Rad.Flow"
"15842",37,-3,81,0,38,4,43,42,0,"Rad.Flow"
"15843",37,0,77,0,-22,7,41,101,60,"Rad.Flow"
"15844",44,0,86,1,42,-23,43,45,2,"Rad.Flow"
"15845",51,0,79,0,50,-2,28,30,2,"Rad.Flow"
"15846",44,0,77,0,42,-26,34,36,2,"Rad.Flow"
"15847",51,1,88,0,52,21,36,36,0,"Rad.Flow"
"15848",38,1,93,-2,38,0,55,55,0,"Rad.Flow"
"15849",102,0,103,-1,72,20,1,31,30,"Bypass"
"15850",43,1,108,0,42,0,65,67,2,"Rad.Flow"
"15851",39,0,85,-4,38,0,46,46,0,"Rad.Flow"
"15852",51,0,91,0,52,31,40,39,0,"Rad.Flow"
"15853",49,1,82,0,50,0,33,33,0,"Rad.Flow"
"15854",49,0,80,0,46,-19,31,34,2,"Rad.Flow"
"15855",83,1,86,2,-6,0,4,94,90,"Bypass"
"15856",44,0,78,0,44,11,34,34,0,"Rad.Flow"
"15857",85,0,88,7,0,0,3,88,84,"Bypass"
"15858",42,0,84,5,42,0,43,43,0,"Rad.Flow"
"15859",56,-1,107,0,56,1,51,50,0,"Rad.Flow"
"15860",58,5,97,0,56,0,39,40,0,"Rad.Flow"
"15861",51,-1,86,0,52,25,36,35,0,"Rad.Flow"
"15862",43,0,83,0,42,-10,39,41,2,"Rad.Flow"
"15863",56,0,76,0,-2,11,20,79,58,"High"
"15864",37,-3700,106,-1,34,-2,69,72,4,"Bpv.Open"
"15865",52,-3,81,0,52,-3,28,29,0,"Rad.Flow"
"15866",37,0,82,0,12,31,45,69,24,"Rad.Flow"
"15867",43,0,79,-1,42,0,35,37,2,"Rad.Flow"
"15868",37,0,83,3,24,0,46,59,14,"Rad.Flow"
"15869",37,0,106,-2,30,8,69,75,6,"Rad.Flow"
"15870",37,0,77,0,20,-25,40,56,16,"Rad.Flow"
"15871",39,0,77,-1,38,-2,38,38,0,"Rad.Flow"
"15872",49,0,95,0,50,13,47,46,0,"Rad.Flow"
"15873",56,0,78,0,16,-3,22,63,40,"High"
"15874",37,0,76,0,20,-7,40,55,16,"Rad.Flow"
"15875",50,-3,84,-6,50,0,34,35,0,"Rad.Flow"
"15876",56,0,81,0,-4,7,25,86,62,"High"
"15877",42,0,108,8,42,0,67,67,0,"Rad.Flow"
"15878",45,-2,79,0,46,5,33,32,0,"Rad.Flow"
"15879",46,0,86,-6,46,0,40,40,0,"Rad.Flow"
"15880",50,4,81,0,50,0,31,32,2,"Rad.Flow"
"15881",37,0,83,6,34,0,45,49,4,"Rad.Flow"
"15882",37,0,94,0,10,-5,57,84,26,"Rad.Flow"
"15883",37,0,77,-2,28,-12,40,48,8,"Rad.Flow"
"15884",56,5,81,0,56,5,24,24,0,"Rad.Flow"
"15885",37,0,82,0,16,21,45,66,22,"Rad.Flow"
"15886",57,5,92,0,56,1,35,35,0,"Rad.Flow"
"15887",37,0,81,0,26,11,44,55,10,"Rad.Flow"
"15888",48,0,81,0,46,-9,32,34,2,"Rad.Flow"
"15889",59,-1,108,0,60,0,49,49,0,"Rad.Flow"
"15890",56,0,79,3,-22,0,24,103,80,"High"
"15891",39,1,86,1,38,0,47,47,0,"Rad.Flow"
"15892",37,0,95,0,28,6,58,67,8,"Rad.Flow"
"15893",37,0,109,-10,28,0,71,80,8,"Rad.Flow"
"15894",37,0,82,4,24,0,45,59,14,"Rad.Flow"
"15895",37,0,105,0,36,7,68,69,2,"Rad.Flow"
"15896",55,0,77,0,-24,-30,21,103,82,"High"
"15897",53,0,88,3,54,0,35,34,0,"Rad.Flow"
"15898",41,0,86,2,42,5,45,45,0,"Rad.Flow"
"15899",42,5,97,0,42,1,55,55,0,"Rad.Flow"
"15900",37,0,98,0,28,-16,61,70,8,"Rad.Flow"
"15901",46,0,81,-1,46,-6,35,34,0,"Rad.Flow"
"15902",41,5,81,0,42,12,39,39,0,"Rad.Flow"
"15903",37,0,79,0,20,-23,42,58,16,"Rad.Flow"
"15904",49,-1,84,0,50,5,35,35,0,"Rad.Flow"
"15905",42,0,108,-1,42,0,66,66,0,"Rad.Flow"
"15906",37,0,77,0,30,-25,40,46,6,"Rad.Flow"
"15907",48,-5,77,0,46,0,30,31,2,"Rad.Flow"
"15908",37,0,77,0,36,-3,41,41,0,"Rad.Flow"
"15909",55,-2,98,0,44,-19,42,54,12,"High"
"15910",46,0,92,7,46,0,45,45,0,"Rad.Flow"
