"","y1","y2","y3","klf4","nanog","oct4","sox2","clusterID"
"430","0","0","1",3.224061,3.434628,3.405633,3.203191,"2"
"431","0","0","0",1.996628,3.77661,2.18399,3.543366,"2"
"432","0","0","1",1.996628,3.77661,2.18399,3.543366,"2"
"433","0","0","1",1.996628,3.77661,2.18399,3.543366,"2"
"434","1","1","1",2.567874,1.322526,3.253193,2.906671,"2"
"435","0","0","1",1.88574,1.787531,2.659289,0.137352,"3"
"436","0","1","1",0.017507,1.644794,0.065404,0.89473,"2"
"437","0","1","0",4.074389,3.114544,1.775974,1.214522,"2"
"438","1","1","0",3.343312,1.890841,2.89514,1.955058,"2"
"439","1","0","0",0.860768,0.37762,1.547029,0.456671,"2"
"440","0","1","0",3.970618,2.5227,2.368533,2.552282,"2"
"441","1","1","1",1.793772,2.676892,1.668914,1.207044,"3"
"442","0","0","0",1.186778,2.602619,1.903299,1.187566,"2"
"443","0","1","0",0.315399,0.795734,2.226382,1.811832,"2"
"444","0","0","0",0.315399,0.795734,2.226382,1.811832,"2"
"445","0","0","1",0.315399,0.795734,2.226382,1.811832,"2"
"446","0","1","1",0.315399,0.795734,2.226382,1.811832,"2"
"447","0","1","1",0.45694,1.609172,2.147225,2.393447,"3"
"448","1","1","1",0.45694,1.609172,2.147225,2.393447,"3"
"449","0","1","1",0.943756,0.561241,2.505118,2.843793,"3"
"450","0","1","1",1.364338,2.381789,1.485321,2.001542,"3"
"451","0","0","0",1.287791,1.230666,2.015796,2.022779,"2"
"452","0","0","0",2.668411,0.36009,2.052978,1.889912,"3"
"453","0","1","1",0,0.152986,0,0,"3"
"454","1","0","0",2.265329,0.160732,2.16563,2.402966,"2"
"455","0","1","0",2.228252,0.788941,2.195627,0.064381,"2"
"456","0","0","1",2.399239,2.320214,2.078286,1.620589,"3"
"457","1","1","1",2.399239,2.320214,2.078286,1.620589,"3"
"458","1","1","1",1.864313,2.828013,1.945784,2.871639,"3"
"459","0","1","1",0.250098,0.14097,0.281051,2.973643,"3"
"460","0","1","1",3.722383,3.118926,3.949723,2.815905,"2"
"461","0","0","0",1.084397,0.81207,1.586824,2.096892,"2"
"462","0","0","1",1.598075,2.603615,3.05208,2.567874,"3"
"463","1","1","1",1.598075,2.603615,3.05208,2.567874,"3"
"464","1","0","0",0,0,0,0,"2"
"465","1","1","1",1.574933,0,2.363793,0.300677,"3"
"466","0","0","0",1.574933,0,2.363793,0.300677,"3"
"467","1","1","0",1.574933,0,2.363793,0.300677,"3"
"468","0","0","1",2.784208,3.351972,3.657324,1.747794,"3"
"469","0","1","1",2.623788,2.34621,2.280294,0.962678,"3"
"470","0","0","1",1.40948,0.600579,0.30913,2.200033,"2"
"471","0","0","0",0.099382,1.999831,0.018904,0.482575,"2"
"472","0","1","1",1.114211,2.356161,0.482016,0.153203,"2"
"473","1","1","1",1.719426,0.367926,0.079226,0,"2"
"474","0","0","0",1.719426,0.367926,0.079226,0,"2"
"475","0","0","0",0.815112,1.393144,0.198663,2.092213,"2"
"476","1","1","1",1.070115,1.129758,1.664794,0.329671,"2"
"477","0","0","1",2.987217,0.298712,2.277017,1.540553,"3"
"478","0","0","1",0.342267,1.382873,1.08124,1.417309,"2"
"479","0","0","0",0.342267,1.382873,1.08124,1.417309,"2"
"480","1","1","1",3.444348,1.885081,1.500303,1.512549,"2"
"481","0","0","1",3.444348,1.885081,1.500303,1.512549,"2"
"482","0","0","0",3.444348,1.885081,1.500303,1.512549,"2"
"483","0","0","1",2.546384,2.682702,1.623004,1.966932,"2"
"484","0","0","0",0.250498,0,0,0.011031,"2"
"485","0","0","0",1.56327,0.051359,0,0.01404,"2"
"486","0","0","0",1.56327,0.051359,0,0.01404,"2"
"487","1","0","0",1.56327,0.051359,0,0.01404,"2"
"488","0","0","0",0.154609,0.388694,1.47688,1.007938,"2"
"489","1","0","0",2.188925,2.757027,3.138814,3.241942,"3"
"490","0","0","1",1.833775,1.497127,1.766012,2.072402,"2"
"491","0","1","1",3.327738,2.636143,2.22981,2.788399,"2"
"492","1","0","0",3.327738,2.636143,2.22981,2.788399,"2"
"493","0","0","0",0.502291,1.749517,1.80458,2.293427,"2"
"494","1","0","0",3.088152,3.418716,1.834742,1.925564,"3"
"495","0","1","1",2.79974,0.018629,3.412064,2.076666,"2"
"496","0","1","0",3.613175,3.742228,1.947544,2.52909,"2"
"497","1","1","0",3.155974,4.740466,3.617843,4.126672,"2"
"498","1","1","1",4.308247,3.135834,4.030047,3.943678,"2"
"499","1","1","1",4.308247,3.135834,4.030047,3.943678,"2"
"500","1","0","0",4.354137,2.594613,4.00285,3.39121,"2"
"501","0","0","0",1.989603,1.811645,1.1955,1.904652,"2"
"502","0","1","1",1.989603,1.811645,1.1955,1.904652,"2"
"503","0","0","1",2.140656,1.742367,3.530634,2.356161,"3"
"504","1","1","0",0,0.291048,0,0,"2"
"505","1","1","1",1.245835,0.008282,0,1.346999,"3"
"506","0","0","0",2.077262,0.236147,0.001023,0.008978,"2"
"507","0","0","1",0.731765,0,2.06677,0.008978,"2"
"508","0","1","1",4.560385,2.858253,3.005205,2.712832,"2"
"509","1","1","1",3.928062,4.187589,4.595828,4.560385,"3"
"510","0","0","0",2.993448,1.581598,2.109525,1.329833,"3"
"511","0","1","1",2.993448,1.581598,2.109525,1.329833,"3"
"512","1","1","1",3.311804,1.71782,3.178291,2.368102,"2"
"513","0","1","1",3.168232,1.720773,1.269252,1.594249,"3"
"514","0","0","0",3.168232,1.720773,1.269252,1.594249,"3"
"515","0","0","1",0.868357,1.840857,0.001023,0.472773,"2"
"516","0","1","1",0.868357,1.840857,0.001023,0.472773,"2"
"517","0","0","0",2.209529,2.189027,2.355565,0.452419,"3"
"518","1","0","0",2.52909,0,0.033704,0.409464,"3"
"519","0","0","0",0.005712,0.385915,0.52622,1.592408,"3"
"520","0","0","1",0.005712,0.385915,0.52622,1.592408,"3"
"521","0","0","0",2.381357,1.543668,0.40054,0.272935,"2"
"522","0","0","0",2.381357,1.543668,0.40054,0.272935,"2"
"523","0","0","1",3.492189,2.259458,2.101348,2.887601,"2"
"524","1","1","1",1.442016,2.564822,1.608181,1.143032,"2"
"525","1","1","0",0.002707,3.525954,0.134846,2.951653,"2"
"526","0","1","1",1.574752,2.96267,3.409182,3.024572,"2"
"527","1","0","0",1.574752,2.96267,3.409182,3.024572,"2"
"528","1","0","1",1.999576,3.455727,4.740466,4.627823,"3"
"529","0","1","1",1.999576,3.455727,4.740466,4.627823,"3"
"530","1","1","1",3.502648,1.938788,1.414888,0.004306,"2"
"531","0","0","0",1.261481,1.596501,1.470982,0.013059,"2"
"532","0","1","1",1.261481,1.596501,1.470982,0.013059,"2"
"533","0","1","0",2.451849,1.330599,1.977247,2.691183,"3"
"534","0","0","0",2.451383,3.994658,3.537469,4.148795,"2"
"535","0","0","0",1.440689,1.487745,2.134893,1.58545,"2"
"536","1","1","1",3.089672,0.900052,2.164235,2.045493,"2"
"537","1","1","1",3.089672,0.900052,2.164235,2.045493,"2"
"538","0","1","1",3.622779,1.967945,3.025671,1.836751,"3"
"539","0","0","0",2.094518,1.369375,1.911285,2.416617,"2"
"540","0","0","1",1.572039,2.290961,0.482575,1.978829,"2"
"541","1","1","0",2.778859,0.66053,1.434579,1.909085,"2"
"542","1","1","0",2.115615,0.287108,1.030675,1.666323,"3"
"543","1","0","0",0.838732,0.001369,1.979617,0.045041,"3"
"544","1","1","1",0.838732,0.001369,1.979617,0.045041,"3"
"545","1","1","1",2.563555,2.84353,1.239818,1.73368,"2"
"546","1","1","1",2.041678,0.950621,1.580491,0.204128,"2"
"547","0","1","1",2.908473,1.467643,2.198824,2.76967,"3"
"548","0","0","0",0.504303,1.414341,1.577547,2.941832,"2"
"549","0","1","1",0.815492,0.64151,0.40303,2.206659,"2"
"550","0","0","0",2.187466,2.434822,1.808061,1.898242,"3"
"551","1","0","0",1.607187,0.002681,0,2.848806,"2"
"552","0","0","0",2.751614,1.019901,1.853403,0,"2"
"553","0","0","0",2.089467,0.466267,1.22053,1.278029,"2"
"554","0","0","0",2.168188,2.655281,3.425094,3.025244,"2"
"555","0","0","1",2.168188,2.655281,3.425094,3.025244,"2"
"556","0","0","1",3.707415,1.132654,0.266385,2.051166,"2"
"557","0","0","0",2.437463,3.453347,2.097321,2.258012,"3"
"558","0","1","1",2.437463,3.453347,2.097321,2.258012,"3"
"559","1","1","1",2.437463,3.453347,2.097321,2.258012,"3"
"560","1","1","1",2.486871,1.181213,0.485654,2.130287,"2"
"561","0","1","0",3.583587,0.002857,1.508055,1.974473,"2"
"562","0","0","0",1.7187,0.026702,2.218544,1.657228,"2"
"563","0","0","1",1.422861,0.88844,1.381618,1.772435,"2"
"564","0","1","0",0.986354,1.638948,0.001335,0.009815,"2"
"565","1","1","1",0.41087,1.764371,1.324237,2.602782,"2"
"566","1","1","0",1.090394,2.283088,0.398163,2.467859,"3"
"567","1","1","1",0.063775,0.00022,0.359593,0,"2"
"568","1","0","1",0.158143,0.203234,1.063294,1.376131,"2"
"569","0","0","1",0.404645,0.084844,0.338711,0,"3"
"570","1","1","1",1.904496,2.809954,1.184311,1.976414,"3"
"571","1","1","1",2.753614,2.151843,1.888601,1.946367,"2"
"572","1","1","1",2.753614,2.151843,1.888601,1.946367,"2"
"573","1","1","0",2.939308,2.395284,1.985148,2.015286,"2"
"574","0","1","0",2.939308,2.395284,1.985148,2.015286,"2"
"575","1","1","0",0.810472,1.130477,1.670661,1.173865,"3"
"576","0","0","0",0.810472,1.130477,1.670661,1.173865,"3"
"577","0","0","0",2.27296,1.815549,0.004652,0,"3"
"578","1","1","1",0.554642,1.168919,1.390427,0.4625,"3"
"579","0","0","1",0.554642,1.168919,1.390427,0.4625,"3"
"580","1","1","1",2.842212,0,1.108024,0.017797,"2"
"581","0","0","0",2.842212,0,1.108024,0.017797,"2"
"582","1","1","1",1.843978,2.121911,2.324962,2.461436,"2"
"583","1","0","1",2.650579,3.428848,3.617046,3.511343,"3"
"584","1","1","1",2.650579,3.428848,3.617046,3.511343,"3"
"585","0","1","1",2.650579,3.428848,3.617046,3.511343,"3"
"586","0","0","1",0.636728,3.020112,2.068063,0.083333,"2"
"587","0","1","1",2.53936,3.439377,2.186448,4.011215,"3"
"588","0","1","0",1.610958,2.181188,1.992617,2.491054,"2"
"589","1","1","0",1.610958,2.181188,1.992617,2.491054,"2"
"590","0","0","1",2.132021,1.5402,1.929214,0.02318,"3"
"591","0","0","0",1.038958,0.766558,1.722166,1.739777,"3"
"592","0","0","0",2.136331,2.554507,0.267292,2.475002,"2"
"593","0","1","0",3.804769,3.423494,3.37435,3.786312,"2"
"594","1","1","0",2.059944,1.647304,2.317179,1.161259,"2"
"595","1","0","0",1.588772,2.285858,2.17131,3.179232,"3"
"596","0","1","0",2.330619,3.56749,3.532194,2.869778,"3"
"597","0","1","1",2.330619,3.56749,3.532194,2.869778,"3"
"598","1","1","1",3.65374,3.558426,3.719106,2.517881,"2"
"599","1","1","1",1.90317,2.889298,1.56375,1.861679,"2"
"600","1","1","0",2.074409,2.40539,1.58068,2.236873,"3"
"601","0","0","1",2.383838,3.913843,3.010018,1.904872,"2"
"602","0","0","1",1.851511,3.49626,3.750447,4.710718,"3"
"603","0","0","0",1.851511,3.49626,3.750447,4.710718,"3"
"604","0","0","1",1.851511,3.49626,3.750447,4.710718,"3"
"605","1","1","1",1.851511,3.49626,3.750447,4.710718,"3"
"606","0","1","0",2.659964,2.031828,0.959745,3.067156,"2"
"607","1","1","1",2.659964,2.031828,0.959745,3.067156,"2"
"608","0","0","0",3.203676,2.675245,2.155587,4.427165,"2"
"609","1","0","1",2.047714,2.97469,2.117221,0.396499,"2"
"610","1","1","1",2.047714,2.97469,2.117221,0.396499,"2"
"611","0","0","1",0.100857,2.773523,0.509316,2.628822,"3"
"612","0","0","0",3.331935,3.071492,2.51505,2.329932,"2"
"613","0","0","1",3.028166,1.401975,0.469374,1.299812,"2"
"614","1","1","1",3.028166,1.401975,0.469374,1.299812,"2"
"615","0","1","1",2.152745,1.268248,1.678133,2.172816,"2"
"616","0","1","1",2.152745,1.268248,1.678133,2.172816,"2"
"617","0","0","1",2.152745,1.268248,1.678133,2.172816,"2"
"618","1","0","1",3.770483,3.758465,4.196662,3.365839,"2"
"619","1","1","1",3.734894,3.488614,1.878325,2.653729,"3"
"620","0","0","0",3.108144,4.230217,4.252916,4.416219,"3"
"621","0","0","0",3.108144,4.230217,4.252916,4.416219,"3"
"622","0","1","1",3.174746,3.321329,1.6117,2.968249,"3"
"623","0","0","0",3.174746,3.321329,1.6117,2.968249,"3"
"624","0","1","1",0.308783,1.766445,1.794925,0.071053,"2"
"625","0","1","1",3.305378,4.560385,2.113084,3.613909,"3"
"626","1","1","1",3.305378,4.560385,2.113084,3.613909,"3"
"627","0","0","0",0.863714,3.887893,1.801772,3.461427,"3"
"628","0","0","0",1.530595,3.092423,2.341313,2.133403,"3"
"629","1","1","0",1.530595,3.092423,2.341313,2.133403,"3"
"630","0","1","1",2.229895,2.440283,1.420511,0.139893,"2"
"631","1","1","0",3.290026,3.521412,4.235157,3.600547,"2"
"632","0","0","1",3.290026,3.521412,4.235157,3.600547,"2"
"633","0","1","1",1.590881,1.243381,1.504147,2.057483,"2"
"634","0","0","1",3.829145,2.961423,3.284718,2.415336,"3"
"635","1","1","1",1.130823,0.786148,0.445182,1.191221,"2"
"636","0","0","0",1.130823,0.786148,0.445182,1.191221,"2"
"637","1","1","1",3.07613,1.994681,3.355133,0.827634,"2"
"638","1","0","0",3.07613,1.994681,3.355133,0.827634,"2"
"639","0","0","0",0.007491,0.368641,1.95473,0.236778,"2"
"640","1","0","1",1.878179,2.510348,1.243117,3.073243,"3"
"641","1","1","0",1.781387,3.699893,3.103183,2.757567,"2"
"642","1","1","0",1.781387,3.699893,3.103183,2.757567,"2"
"643","0","0","0",1.839007,0.147271,2.655281,1.6673,"2"
"644","1","1","1",1.708203,0.120058,3.019836,1.901839,"2"
"645","0","1","1",0.410018,2.587652,1.128296,1.736074,"2"
"646","0","0","1",3.073559,1.917323,2.028971,2.766126,"2"
"647","1","1","1",2.142213,2.406259,2.200584,0,"3"
"648","0","1","1",2.142213,2.406259,2.200584,0,"3"
"649","1","1","1",0,0.003046,0.021228,0.121884,"3"
"650","0","0","0",1.421899,0.930127,0.188095,0.359647,"2"
"651","0","0","0",3.220329,3.523054,2.687756,1.91259,"2"
"652","0","1","0",3.220329,3.523054,2.687756,1.91259,"2"
"653","0","1","1",1.676304,0.024549,0,0.25072,"3"
"654","0","0","1",2.900076,1.584682,0.226466,0.632811,"2"
"655","0","0","1",1.623183,0.211512,3.236327,1.691894,"2"
"656","0","1","1",1.481205,0,0,0.023422,"3"
"657","0","0","0",1.481205,0,0,0.023422,"3"
"658","0","0","0",2.690815,1.067727,2.420733,2.417544,"3"
"659","0","0","1",0,3.166092,0.018839,3.755667,"3"
"660","1","1","1",0,3.166092,0.018839,3.755667,"3"
"661","0","0","1",2.860102,1.866119,1.887908,2.053385,"2"
"662","0","1","0",0.418856,1.065353,1.694633,0.313112,"2"
"663","0","0","0",0.29819,2.539197,1.971106,1.911756,"2"
"664","0","1","0",0.29819,2.539197,1.971106,1.911756,"2"
"665","0","0","0",0.29819,2.539197,1.971106,1.911756,"2"
"666","0","0","0",0.200654,1.631048,0.555895,0.294857,"2"
"667","1","1","1",2.950989,1.608181,1.956207,2.006525,"3"
"668","0","0","0",2.811577,0.995214,0.032734,0.094161,"3"
"669","0","0","0",2.811577,0.995214,0.032734,0.094161,"3"
"670","0","0","0",0.362193,1.55788,1.982559,1.830746,"3"
"671","0","1","0",0.362193,1.55788,1.982559,1.830746,"3"
"672","0","0","0",0.362193,1.55788,1.982559,1.830746,"3"
"673","0","1","0",0.362193,1.55788,1.982559,1.830746,"3"
"674","1","0","1",0.362193,1.55788,1.982559,1.830746,"3"
"675","1","0","0",1.998181,2.081933,1.860107,1.958465,"3"
"676","1","0","0",3.358855,2.68486,2.75665,2.016663,"3"
"677","0","0","0",2.992254,1.163084,2.367611,2.666281,"3"
"678","1","0","1",3.472771,0.830636,2.960125,1.150835,"2"
"679","1","1","1",0.38409,1.991592,2.985294,0.969001,"3"
"680","1","1","1",2.805341,2e-06,1.36972,0.020937,"2"
"681","1","1","0",1.258973,3.421925,3.215172,3.557915,"3"
"682","0","0","1",1.24889,3.071019,2.571425,2.566487,"3"
"683","0","0","0",0.46458,2.959235,1.430857,2.245201,"3"
"684","1","0","1",0.46458,2.959235,1.430857,2.245201,"3"
"685","0","0","1",1.399651,2.829692,1.271289,1.900402,"3"
"686","0","0","0",2.008587,1.921305,3.541537,2.079402,"3"
"687","1","1","1",2.008587,1.921305,3.541537,2.079402,"3"
"688","0","0","0",1.097328,0,1.404864,0.095841,"2"
"689","0","0","1",0.367461,0.002127,1.237901,0,"2"
"690","1","1","0",1.933188,2.341313,1.939703,0.04912,"3"
"691","0","0","1",1.933188,2.341313,1.939703,0.04912,"3"
"692","1","1","1",3.241206,3.528964,3.008933,4.222514,"3"
"693","1","1","1",3.241206,3.528964,3.008933,4.222514,"3"
"694","0","0","0",3.696723,2.83721,2.895798,2.381535,"2"
"695","0","0","0",3.696723,2.83721,2.895798,2.381535,"2"
"696","0","0","1",1.373824,0.022232,0,0.123351,"2"
"697","1","0","0",0.957317,0.004885,0.982168,0.391972,"3"
"698","1","0","0",0.957317,0.004885,0.982168,0.391972,"3"
"699","0","0","1",0.957317,0.004885,0.982168,0.391972,"3"
"700","0","0","0",0.957317,0.004885,0.982168,0.391972,"3"
"701","0","1","0",0.957317,0.004885,0.982168,0.391972,"3"
"702","1","0","0",0.957317,0.004885,0.982168,0.391972,"3"
"703","0","0","1",1.758565,1.42035,1.582797,2.251019,"2"
"704","0","0","0",0,0.000198,0,0.71734,"2"
"705","0","0","1",0.711824,1.386671,1.626806,1.711172,"2"
"706","1","1","1",3.106305,3.892137,2.9177,3.957417,"3"
"707","0","0","0",0.166726,2.069121,0.047993,2.215613,"2"
"708","0","1","1",0.325629,1.463868,0.14996,0.124051,"2"
"709","0","1","1",0.325629,1.463868,0.14996,0.124051,"2"
"710","0","1","1",2.42621,4.126672,3.963662,4.526849,"3"
"711","1","1","1",1.37515,0.041275,0.547488,1.361705,"2"
"712","1","0","0",0.009324,1.831693,0.188154,0.271852,"3"
"713","0","0","1",3.857474,3.058986,3.823338,2.241311,"2"
"714","0","0","1",3.857474,3.058986,3.823338,2.241311,"2"
"715","0","0","0",1.386671,2.038611,2.655607,1.921948,"2"
"716","1","0","0",3.508551,2.315461,3.705211,2.526131,"2"
"717","0","0","1",2.308296,1.204358,1.43211,1.237133,"3"
"718","1","1","0",0.165028,0.277949,3.373792,1.354427,"3"
"719","0","1","1",0.165028,0.277949,3.373792,1.354427,"3"
"720","1","0","1",2.067056,2.564058,1.789869,0.725385,"2"
"721","1","1","1",1.810035,3.282149,1.688629,1.506054,"2"
"722","0","1","1",0.000699,0,0.814063,0.021914,"3"
"723","0","0","0",0.000699,0,0.814063,0.021914,"3"
"724","0","0","0",0.000699,0,0.814063,0.021914,"3"
"725","1","1","0",3.361363,3.585794,1.923829,0.848793,"2"
"726","0","1","0",2.957693,0.896883,1.874745,0.011455,"2"
"727","1","0","1",2.193925,2.188274,3.068101,3.460795,"2"
"728","0","0","1",2.311202,1.34716,1.90761,2.850217,"2"
"729","1","1","1",3.853115,3.274088,3.384112,2.23148,"2"
"730","0","0","1",3.368626,3.253193,3.328416,2.027966,"2"
"731","1","1","1",0.305825,0.20366,1.160714,1.753352,"3"
"732","1","1","0",2.094912,2.536933,3.066531,0.112291,"2"
"733","0","1","0",2.094912,2.536933,3.066531,0.112291,"2"
"734","0","0","1",2.094912,2.536933,3.066531,0.112291,"2"
"735","0","1","0",3.243944,2.799491,2.747794,3.680106,"2"
"736","0","0","0",3.243944,2.799491,2.747794,3.680106,"2"
"737","1","0","0",2.823284,0.00237,2.452302,0.258566,"2"
"738","0","1","1",3.042252,3.359468,3.176831,2.068239,"2"
"739","0","1","1",4.574799,5.132242,4.883703,4.974942,"3"
"740","0","0","0",4.574799,5.132242,4.883703,4.974942,"3"
"741","0","1","1",1.734282,2.157433,0.463151,0.14354,"3"
"742","1","1","1",0.000202,0.170523,0,0,"2"
"743","1","0","0",1.401169,1.623183,2.116065,2.451551,"3"
"744","0","1","1",0.428901,0.273396,0.336037,1.041699,"2"
"745","1","1","1",0.341463,2.15206,1.082699,0.271048,"3"
"746","0","0","0",1.792926,0.59675,0.856166,2.241507,"2"
"747","0","1","0",1.792926,0.59675,0.856166,2.241507,"2"
"748","1","1","0",1.304461,2.573822,1.450691,3.088751,"2"
"749","0","1","0",1.304461,2.573822,1.450691,3.088751,"2"
"750","0","1","1",2.629237,3.356207,3.049401,2.715553,"3"
"751","0","1","0",2.629237,3.356207,3.049401,2.715553,"3"
"752","1","0","0",0.2475,2.10829,1.737438,2.042161,"2"
"753","0","1","1",2.521405,2.190502,2.404812,0,"2"
"754","0","0","1",2.521405,2.190502,2.404812,0,"2"
"755","1","0","1",0.222314,0.126314,2.481423,2.961423,"3"
"756","0","0","0",0.289182,0.244109,0.806954,0.017471,"2"
"757","0","1","1",4.931955,0.389951,2.484717,1.617095,"3"
"758","0","1","1",4.931955,0.389951,2.484717,1.617095,"3"
"759","1","1","0",0.344273,1.61655,3.00475,3.715354,"2"
"760","0","1","1",1.704266,0,0,2.772091,"3"
"761","0","0","0",1.588554,2.680426,1.615536,2.197271,"3"
"762","0","1","0",1.827955,0.053672,0.754912,0.264098,"2"
"763","0","0","1",2.833476,2.707058,2.124815,1.770822,"2"
"764","0","0","1",0.840371,0.00015,1.989046,0.816229,"2"
"765","0","0","1",1.605249,0.002036,2.766475,0.663626,"2"
"766","1","1","1",2.045493,0.745619,1.604489,1.734176,"2"
"767","1","1","1",2.045493,0.745619,1.604489,1.734176,"2"
"768","0","0","1",1.622337,0.378266,1.759611,1.818163,"2"
"769","0","0","0",0.001915,1.566376,2.21611,0.142008,"2"
"770","0","0","0",0.354253,0.847376,1.074615,0.011031,"2"
"771","0","1","0",1.501206,2.484717,2.476804,2.487163,"3"
"772","0","0","0",0,0.245279,0,0,"3"
"773","0","0","1",0,0.245279,0,0,"3"
"774","0","0","0",0,0.245279,0,0,"3"
"775","0","0","0",1.780527,0.180646,0.423551,1.697952,"2"
"776","0","0","0",2.8575,1.698904,0,0,"3"
"777","1","1","0",0.993959,2.89947,0.631729,0.39803,"2"
"778","0","1","0",0.993959,2.89947,0.631729,0.39803,"2"
"779","0","1","1",1.796564,1.561861,2.408812,1.964698,"2"
"780","0","0","0",3.5e-05,0.278,0.973856,1.749318,"2"
"781","1","1","1",3.5e-05,0.278,0.973856,1.749318,"2"
"782","0","1","0",1.256146,1.4613,1.756646,2.709872,"2"
"783","0","1","0",0.22321,2.833058,1.448958,3.19666,"2"
"784","0","0","0",2.09345,1.469724,0.189804,2.506221,"3"
"785","1","1","0",2.392415,1.94255,2.459671,0,"2"
"786","0","0","1",3.098255,1.100943,1.87783,2.464275,"2"
"787","0","0","0",0.202617,2.210522,1.968887,0.776477,"3"
"788","0","1","1",0.202617,2.210522,1.968887,0.776477,"3"
"789","1","1","1",0.619516,1.679623,2.139012,1.475705,"2"
"790","1","1","0",2.15206,3.503647,3.859277,3.251026,"2"
"791","1","0","1",2.17907,3.497227,3.96559,2.675441,"2"
"792","0","0","1",2.19919,2.136718,2.533277,3.221139,"2"
"793","0","0","0",0.679,2.375019,1.441079,3.294977,"3"
"794","1","1","1",2.516719,2.280294,3.37547,0.208326,"2"
"795","0","1","1",2.516719,2.280294,3.37547,0.208326,"2"
"796","0","0","1",4.679145,3.316764,4.366472,3.812689,"2"
"797","1","0","1",3.093926,1.712897,2.146826,2.197865,"2"
"798","0","1","1",2.130287,4.427165,3.612255,4.324217,"2"
"799","0","0","0",1.885398,1.86521,2.413111,1.791075,"2"
"800","1","1","1",2.384053,1.566834,3.103603,2.049896,"3"
"801","1","0","0",2.384053,1.566834,3.103603,2.049896,"3"
"802","1","1","1",3.951757,3.903684,4.262748,4.471379,"3"
"803","0","1","1",3.951757,3.903684,4.262748,4.471379,"3"
"804","0","0","1",4.366472,0.052712,0.194414,0.053985,"2"
"805","0","0","0",1.424675,2.879661,1.778156,3.275285,"3"
"806","0","1","1",1.933262,2.330798,1.985305,1.166595,"2"
"807","1","1","0",2.17342,1.695604,1.708203,2.138349,"2"
"808","0","1","1",1.830564,2.353923,1.419887,0.860037,"3"
"809","0","0","1",1.830564,2.353923,1.419887,0.860037,"3"
"810","0","1","1",2.062065,1.637599,0.067748,0.206671,"3"
"811","1","1","0",3.027112,2.954718,0.999066,3.183156,"2"
"812","1","0","1",2.612775,2.060233,2.836509,2.671563,"3"
"813","1","1","1",0.726628,0.411039,1.613874,0.566257,"2"
"814","0","1","1",2.830285,3.326054,3.256712,1.519261,"3"
"815","0","0","0",2.830285,3.326054,3.256712,1.519261,"3"
"816","0","0","1",2.143237,0.306989,1.416319,0.857199,"2"
"817","1","1","1",2.316134,2.032853,1.731411,1.652975,"2"
"818","0","1","1",2.316134,2.032853,1.731411,1.652975,"2"
"819","0","0","1",0.000174,3.512043,2.082393,2.97469,"2"
"820","0","0","1",2.680706,1.691587,2.378404,0.988775,"3"
"821","0","0","0",2.680706,1.691587,2.378404,0.988775,"3"
"822","1","0","1",2.814881,2.49624,3.865961,2.511308,"2"
"823","0","0","1",2.814881,2.49624,3.865961,2.511308,"2"
"824","0","1","1",1.979975,0.156869,3.014443,1.682276,"2"
"825","0","1","1",2.550061,3.467699,3.466999,3.269063,"3"
"826","0","0","0",2.80328,1.558119,1.735034,2.802774,"2"
"827","0","0","0",0.719326,2.454651,2.911936,2.761345,"3"
"828","1","1","1",0.719326,2.454651,2.911936,2.761345,"3"
"829","0","1","0",1.488098,1.000291,2.027164,2.626679,"3"
"830","1","0","0",1.488098,1.000291,2.027164,2.626679,"3"
"831","1","1","0",0.245846,1.563006,0.104274,0.324535,"2"
"832","0","1","1",1.007577,2.099364,1.317499,1.630313,"2"
"833","1","1","1",2.370075,0.029317,0.258724,0.336647,"3"
"834","1","1","1",3.271924,0.223973,1.191786,0.118893,"3"
"835","1","1","1",3.546902,3.478409,1.496943,3.058213,"2"
"836","1","0","1",8.7e-05,1.793081,2.481149,0,"3"
"837","0","0","0",2.140074,2.271738,2.68727,1.408647,"2"
"838","1","0","0",2.755361,2.906427,2.204977,2.962367,"2"
"839","0","1","0",2.755361,2.906427,2.204977,2.962367,"2"
"840","0","1","1",0.342438,0.312877,2.595659,1.679623,"2"
"841","1","0","1",0.342438,0.312877,2.595659,1.679623,"2"
"842","0","0","1",0,0.286002,0,0.448384,"2"
"843","0","1","1",0.001255,0.142248,0.014291,0.021462,"2"
"844","1","0","1",2.315246,2.274283,0.035779,0.196313,"2"
"845","0","1","0",0,0.332867,2.628108,1.878907,"2"
"846","0","0","0",0.4175,0.354877,1.392541,1.901327,"2"
"847","1","1","1",2.34621,2.547266,1.575158,2.305198,"3"
"848","1","1","1",2.423843,2.312437,1.915591,1.507842,"2"
"849","1","0","1",0.23937,1.271505,0.653288,0.410479,"3"
"850","1","1","1",3.523468,1.80588,1.7187,1.038958,"2"
"851","0","0","0",1.306034,0.414229,1.486198,0.03018,"2"
"852","0","1","1",2.15037,1.891561,1.784591,3.00688,"3"
"853","0","0","1",2.561105,3.879045,3.550868,3.402255,"3"
"854","1","0","0",2.714204,3.573433,3.145477,0,"2"
"855","0","0","0",0.184181,2.032458,2.568284,0.151288,"2"
"856","1","1","1",0.359835,2.10009,1.450071,1.971683,"3"
"857","0","0","0",0.359835,2.10009,1.450071,1.971683,"3"
"858","1","1","0",1.703685,1.716391,3.383356,0.740305,"2"
