"","time","color","object","id","cnt"
"2843",476,"0","0","32",2
"2844",493,"0","0","32",2
"2845",510,"0","0","32",2
"2846",527,"0","0","32",2
"2847",544,"0","0","32",2
"2848",561,"0","0","32",2
"2849",578,"0","0","32",2
"2850",595,"0","0","32",2
"2851",612,"0","0","32",2
"2852",629,"0","0","32",2
"2853",646,"0","0","32",2
"2854",663,"0","0","32",2
"2855",680,"0","0","32",2
"2856",697,"0","0","32",2
"2857",714,"0","0","32",2
"2858",731,"0","0","32",2
"2859",748,"0","0","32",2
"2860",765,"0","0","32",2
"2861",782,"0","0","32",2
"2862",799,"0","0","32",2
"2863",816,"0","0","32",2
"2864",833,"0","0","32",2
"2865",850,"0","0","32",2
"2866",867,"0","0","32",2
"2867",884,"0","0","32",2
"2868",901,"0","0","32",2
"2869",918,"0","0","32",2
"2870",935,"0","0","32",2
"2871",952,"0","0","32",2
"2872",969,"0","0","32",2
"2873",986,"0","0","32",2
"2874",1003,"0","0","32",2
"2875",1020,"0","0","32",2
"2876",1037,"0","0","32",2
"2877",1054,"0","0","32",2
"2878",1071,"0","0","32",2
"2879",1088,"0","0","32",2
"2880",1105,"0","0","32",2
"2881",1122,"0","0","32",2
"2882",1139,"0","0","32",2
"2883",1156,"0","0","32",2
"2884",1173,"0","0","32",2
"2885",1190,"0","0","32",2
"2886",1207,"0","0","32",2
"2887",1224,"0","0","32",2
"2888",1241,"0","0","32",2
"2889",1258,"0","0","32",2
"2890",1275,"0","0","32",2
"2891",1292,"0","0","32",3
"2892",1309,"0","0","32",3
"2893",1326,"0","0","32",3
"2894",1343,"0","0","32",3
"2895",1360,"0","0","32",3
"2896",1377,"0","0","32",4
"2897",1394,"0","0","32",4
"2898",1411,"0","0","32",4
"2899",1428,"0","0","32",4
"2900",306,"1","1","32",4
"2901",323,"1","1","32",4
"2902",340,"1","1","32",4
"2903",357,"1","1","32",4
"2904",374,"1","1","32",4
"2905",391,"1","1","32",4
"2906",408,"1","1","32",4
"2907",425,"1","1","32",4
"2908",442,"1","1","32",4
"2909",459,"1","1","32",4
"2910",476,"1","1","32",4
"2911",493,"1","1","32",4
"2912",510,"1","1","32",4
"2913",527,"1","1","32",4
"2914",544,"1","1","32",4
"2915",561,"1","1","32",4
"2916",578,"1","1","32",4
"2917",595,"1","1","32",4
"2918",612,"1","1","32",4
"2919",629,"1","1","32",4
"2920",646,"1","1","32",4
"2921",663,"1","1","32",4
"2922",680,"1","1","32",4
"2923",697,"1","1","32",4
"2924",714,"1","1","32",4
"2925",731,"1","1","32",4
"2926",748,"1","1","32",4
"2927",765,"1","1","32",4
"2928",782,"1","1","32",4
"2929",799,"1","1","32",4
"2930",816,"1","1","32",4
"2931",833,"1","1","32",4
"2932",850,"1","1","32",4
"2933",867,"1","1","32",4
"2934",884,"1","1","32",4
"2935",901,"1","1","32",4
"2936",918,"1","1","32",4
"2937",935,"1","1","32",4
"2938",952,"1","1","32",4
"2939",969,"1","1","32",4
"2940",986,"1","1","32",4
"2941",1003,"1","1","32",4
"2942",1020,"1","1","32",4
"2943",1037,"1","1","32",3
"2944",1054,"1","1","32",3
"2945",1071,"1","1","32",3
"2946",1088,"1","1","32",3
"2947",1105,"1","1","32",3
"2948",1122,"1","1","32",3
"2949",1139,"1","1","32",3
"2950",1156,"1","1","32",3
"2951",1173,"1","1","32",3
"2952",1190,"1","1","32",3
"2953",1207,"1","1","32",3
"2954",1224,"1","1","32",3
"2955",1241,"1","1","32",3
"2956",1258,"1","1","32",3
"2957",1275,"1","1","32",3
"2958",187,"1","1","32",3
"2959",204,"1","1","32",3
"2960",221,"1","1","32",3
"2961",238,"1","1","32",3
"2962",255,"1","1","32",3
"2963",272,"1","1","32",3
"2964",289,"1","1","32",3
"2965",1292,"1","1","32",2
"2966",1309,"1","1","32",2
"2967",1326,"1","1","32",2
"2968",1343,"1","1","32",2
"2969",1360,"1","1","32",2
"2970",-51,"1","1","32",1
"2971",-34,"1","1","32",2
"2972",-17,"1","1","32",2
"2973",0,"1","1","32",2
"2974",17,"1","1","32",2
"2975",34,"1","1","32",2
"2976",51,"1","1","32",2
"2977",68,"1","1","32",2
"2978",85,"1","1","32",2
"2979",102,"1","1","32",2
"2980",119,"1","1","32",2
"2981",136,"1","1","32",2
"2982",153,"1","1","32",2
"2983",170,"1","1","32",2
"2984",1037,"0","1","32",1
"2985",1054,"0","1","32",1
"2986",1071,"0","1","32",1
"2987",1088,"0","1","32",1
"2988",1105,"0","1","32",1
"2989",1122,"0","1","32",1
"2990",1139,"0","1","32",1
"2991",1156,"0","1","32",1
"2992",1173,"0","1","32",1
"2993",1190,"0","1","32",1
"2994",1207,"0","1","32",1
"2995",1224,"0","1","32",1
"2996",1241,"0","1","32",1
"2997",1258,"0","1","32",1
"2998",1275,"0","1","32",1
"2999",1292,"0","1","32",1
"3000",1309,"0","1","32",1
"3001",1326,"0","1","32",1
"3002",1343,"0","1","32",1
"3003",1360,"0","1","32",1
"3004",1377,"0","1","32",1
"3005",1394,"0","1","32",1
"3006",1411,"0","1","32",1
"3007",1428,"0","1","32",1
"3008",1377,"1","1","32",1
"3009",1394,"1","1","32",1
"3010",1411,"1","1","32",1
"3011",1428,"1","1","32",1
"3012",-867,"0","0","52",6
"3013",-850,"0","0","52",6
"3014",-833,"0","0","52",6
"3015",-816,"0","0","52",6
"3016",-799,"0","0","52",6
"3017",-782,"0","0","52",6
"3018",-765,"0","0","52",6
"3019",-748,"0","0","52",6
"3020",-731,"0","0","52",6
"3021",-714,"0","0","52",6
"3022",-697,"0","0","52",6
"3023",-680,"0","0","52",6
"3024",-663,"0","0","52",6
"3025",-646,"0","0","52",6
"3026",-629,"0","0","52",6
"3027",-612,"0","0","52",6
"3028",-595,"0","0","52",6
"3029",-578,"0","0","52",6
"3030",-561,"0","0","52",6
"3031",-544,"0","0","52",6
"3032",-527,"0","0","52",6
"3033",-510,"0","0","52",6
"3034",-493,"0","0","52",6
"3035",-476,"0","0","52",6
"3036",-459,"0","0","52",6
"3037",-442,"0","0","52",6
"3038",-425,"0","0","52",6
"3039",-408,"0","0","52",6
"3040",-391,"0","0","52",6
"3041",-374,"0","0","52",6
"3042",-357,"0","0","52",6
"3043",-340,"0","0","52",6
"3044",-323,"0","0","52",6
"3045",-306,"1","0","52",1
"3046",-289,"1","0","52",1
"3047",-272,"1","0","52",1
"3048",-255,"1","0","52",1
"3049",-238,"1","0","52",1
"3050",-221,"1","0","52",1
"3051",-204,"1","0","52",1
"3052",-187,"1","0","52",1
"3053",-170,"1","0","52",1
"3054",-153,"1","0","52",1
"3055",-136,"1","0","52",1
"3056",-119,"1","0","52",1
"3057",-102,"1","0","52",1
"3058",-85,"1","1","52",1
"3059",-68,"1","1","52",1
"3060",-51,"1","1","52",1
"3061",-34,"1","1","52",1
"3062",-17,"1","1","52",1
"3063",0,"1","1","52",1
"3064",17,"1","1","52",1
"3065",34,"1","1","52",1
"3066",51,"1","1","52",1
"3067",68,"1","1","52",1
"3068",85,"1","1","52",1
"3069",102,"1","1","52",1
"3070",119,"1","1","52",1
"3071",136,"1","1","52",1
"3072",153,"1","1","52",1
"3073",170,"1","1","52",1
"3074",187,"0","0","52",3
"3075",204,"0","0","52",3
"3076",221,"0","0","52",3
"3077",238,"0","0","52",2
"3078",255,"0","0","52",3
"3079",272,"0","0","52",3
"3080",289,"0","0","52",3
"3081",306,"0","0","52",4
"3082",323,"0","0","52",4
"3083",340,"0","0","52",4
"3084",357,"0","0","52",4
"3085",374,"0","0","52",4
"3086",391,"0","0","52",4
"3087",408,"0","0","52",4
"3088",425,"0","0","52",4
"3089",442,"0","0","52",4
"3090",459,"0","0","52",4
"3091",476,"0","0","52",4
"3092",493,"0","0","52",4
"3093",510,"0","0","52",4
"3094",527,"0","0","52",4
"3095",544,"0","0","52",4
"3096",561,"1","1","52",2
"3097",578,"1","1","52",2
"3098",595,"1","1","52",3
"3099",612,"1","1","52",3
"3100",629,"1","1","52",3
"3101",646,"1","1","52",3
"3102",663,"1","1","52",3
"3103",680,"1","1","52",4
"3104",697,"1","1","52",4
"3105",714,"1","1","52",4
"3106",731,"1","1","52",4
"3107",748,"1","1","52",4
"3108",765,"1","1","52",4
"3109",782,"1","1","52",4
"3110",799,"1","1","52",4
"3111",816,"1","1","52",4
"3112",833,"1","1","52",4
"3113",850,"1","1","52",4
"3114",867,"1","1","52",5
"3115",884,"1","1","52",5
"3116",901,"1","1","52",5
"3117",918,"1","1","52",5
"3118",935,"1","1","52",5
"3119",952,"1","1","52",4
"3120",969,"1","1","52",4
"3121",986,"1","1","52",4
"3122",1003,"1","1","52",4
"3123",1020,"1","1","52",4
"3124",1037,"1","1","52",4
"3125",1054,"1","1","52",3
"3126",1071,"1","1","52",3
"3127",1088,"1","1","52",3
"3128",1105,"1","1","52",3
"3129",1122,"1","1","52",3
"3130",1139,"1","1","52",2
"3131",1156,"1","1","52",2
"3132",1173,"1","1","52",2
"3133",1190,"1","1","52",2
"3134",1207,"0","0","52",4
"3135",1224,"0","0","52",4
"3136",1241,"0","0","52",4
"3137",1258,"0","0","52",4
"3138",1275,"0","0","52",4
"3139",1292,"0","0","52",4
"3140",1309,"0","0","52",4
"3141",1326,"0","0","52",4
"3142",1343,"0","0","52",3
"3143",1360,"0","0","52",3
"3144",1377,"0","0","52",3
"3145",1394,"0","0","52",3
"3146",1411,"0","0","52",3
"3147",1428,"0","0","52",3
"3148",-306,"0","0","52",5
"3149",-289,"0","0","52",5
"3150",-272,"0","0","52",5
"3151",-255,"0","0","52",5
"3152",-238,"0","0","52",5
"3153",-221,"0","0","52",5
"3154",-204,"0","0","52",5
"3155",-187,"0","0","52",5
"3156",-170,"0","0","52",5
"3157",-153,"0","0","52",5
"3158",-136,"0","0","52",5
"3159",-119,"0","0","52",5
"3160",-102,"0","0","52",5
"3161",-85,"0","0","52",5
"3162",-68,"0","0","52",5
"3163",-51,"0","0","52",5
"3164",-34,"0","0","52",5
"3165",-17,"0","0","52",4
"3166",0,"0","0","52",4
"3167",17,"0","0","52",4
"3168",34,"0","0","52",4
"3169",51,"0","0","52",3
"3170",68,"1","0","52",3
"3171",85,"1","0","52",3
"3172",102,"1","0","52",3
"3173",119,"1","0","52",3
"3174",136,"1","0","52",3
"3175",153,"1","0","52",3
"3176",170,"1","0","52",3
"3177",187,"1","0","52",3
"3178",204,"1","0","52",3
"3179",221,"1","0","52",3
"3180",238,"1","0","52",4
"3181",255,"1","0","52",3
"3182",272,"1","0","52",3
"3183",289,"1","0","52",3
"3184",561,"0","0","52",3
"3185",578,"0","0","52",3
"3186",595,"0","0","52",2
"3187",612,"0","0","52",2
"3188",629,"0","0","52",2
"3189",646,"0","0","52",2
"3190",663,"0","0","52",2
"3191",680,"0","0","52",2
"3192",697,"0","0","52",2
"3193",714,"0","0","52",2
"3194",731,"0","0","52",2
"3195",748,"0","0","52",2
"3196",765,"0","0","52",2
"3197",782,"0","0","52",2
"3198",799,"0","0","52",2
"3199",816,"0","0","52",2
"3200",833,"0","0","52",2
"3201",850,"0","0","52",2
"3202",867,"0","0","52",1
"3203",884,"0","0","52",1
"3204",901,"0","0","52",1
"3205",918,"0","0","52",1
"3206",935,"0","0","52",1
"3207",952,"0","0","52",2
"3208",969,"0","0","52",2
"3209",986,"0","0","52",2
"3210",1003,"0","0","52",2
"3211",1020,"0","0","52",2
"3212",1037,"0","0","52",2
"3213",1054,"0","0","52",3
"3214",1071,"0","0","52",3
"3215",1088,"0","0","52",3
"3216",1105,"0","0","52",3
"3217",1122,"0","0","52",3
"3218",1139,"0","0","52",3
"3219",1156,"0","0","52",3
"3220",1173,"0","0","52",3
"3221",1190,"0","0","52",3
"3222",1343,"1","0","52",1
"3223",1360,"1","0","52",1
"3224",1377,"1","0","52",1
"3225",1394,"1","0","52",1
"3226",1411,"1","0","52",1
"3227",1428,"1","0","52",1
"3228",-17,"1","0","52",1
"3229",0,"1","0","52",1
"3230",17,"1","0","52",1
"3231",34,"1","0","52",1
"3232",51,"1","0","52",2
"3233",1139,"0","1","52",1
"3234",1156,"0","1","52",1
"3235",1173,"0","1","52",1
"3236",1190,"0","1","52",1
"3237",1207,"0","1","52",1
"3238",1224,"0","1","52",1
"3239",1241,"0","1","52",1
"3240",1258,"0","1","52",1
"3241",1275,"0","1","52",1
"3242",1292,"0","1","52",1
"3243",1309,"0","1","52",1
"3244",1326,"0","1","52",1
"3245",1343,"0","1","52",1
"3246",1360,"0","1","52",1
"3247",1377,"0","1","52",1
"3248",1394,"0","1","52",1
"3249",1411,"0","1","52",1
"3250",1428,"0","1","52",1
"3251",68,"0","0","52",2
"3252",85,"0","0","52",2
"3253",102,"0","0","52",2
"3254",119,"0","0","52",2
"3255",136,"0","0","52",2
"3256",153,"0","0","52",2
"3257",170,"0","0","52",2
"3258",306,"1","0","52",1
"3259",323,"1","0","52",1
"3260",340,"1","0","52",1
"3261",357,"1","0","52",1
"3262",374,"1","0","52",1
"3263",391,"1","0","52",1
"3264",408,"1","0","52",1
"3265",425,"1","0","52",1
"3266",442,"1","0","52",1
"3267",459,"1","0","52",1
"3268",476,"1","0","52",1
"3269",493,"1","0","52",1
"3270",510,"1","0","52",1
"3271",527,"1","0","52",1
"3272",544,"1","0","52",1
"3273",561,"1","0","52",1
"3274",578,"1","0","52",1
"3275",595,"1","0","52",1
"3276",612,"1","0","52",1
"3277",629,"1","0","52",1
"3278",646,"1","0","52",1
"3279",663,"1","0","52",1
"3280",1207,"1","1","52",1
"3281",1224,"1","1","52",1
"3282",1241,"1","1","52",1
"3283",1258,"1","1","52",1
"3284",1275,"1","1","52",1
"3285",1292,"1","1","52",1
"3286",1309,"1","1","52",1
"3287",1326,"1","1","52",1
"3288",1343,"1","1","52",1
"3289",1360,"1","1","52",1
"3290",1377,"1","1","52",1
"3291",1394,"1","1","52",1
"3292",1411,"1","1","52",1
"3293",1428,"1","1","52",1
"3294",306,"1","1","52",1
"3295",323,"1","1","52",1
"3296",340,"1","1","52",1
"3297",357,"1","1","52",1
"3298",374,"1","1","52",1
"3299",391,"1","1","52",1
"3300",408,"1","1","52",1
"3301",425,"1","1","52",1
"3302",442,"1","1","52",1
"3303",459,"1","1","52",1
"3304",476,"1","1","52",1
"3305",493,"1","1","52",1
"3306",510,"1","1","52",1
"3307",527,"1","1","52",1
"3308",544,"1","1","52",1
"3309",-867,"0","0","62",6
"3310",-850,"0","0","62",6
"3311",-833,"0","0","62",6
"3312",-816,"0","0","62",6
"3313",-799,"0","0","62",6
"3314",-782,"0","0","62",6
"3315",-765,"0","0","62",6
"3316",-748,"0","0","62",6
"3317",-731,"0","0","62",6
"3318",-714,"0","0","62",6
"3319",-697,"0","0","62",6
"3320",-680,"0","0","62",6
"3321",-663,"0","0","62",6
"3322",-646,"0","0","62",5
"3323",-629,"0","0","62",5
"3324",-612,"0","0","62",5
"3325",-595,"0","0","62",5
"3326",-578,"0","0","62",5
"3327",-561,"0","0","62",5
"3328",-544,"0","0","62",5
"3329",-527,"0","0","62",5
"3330",-510,"0","0","62",5
"3331",-493,"0","0","62",5
"3332",-476,"0","0","62",5
"3333",-459,"0","0","62",5
"3334",-442,"0","0","62",5
"3335",-425,"0","0","62",5
"3336",-408,"0","0","62",5
"3337",-391,"0","0","62",5
"3338",-374,"0","0","62",4
"3339",-357,"0","0","62",4
"3340",-340,"0","0","62",4
"3341",-323,"0","0","62",5
"3342",-306,"0","0","62",5
"3343",-289,"0","0","62",5
"3344",-272,"0","0","62",5
"3345",-255,"0","0","62",5
"3346",-238,"0","0","62",5
"3347",-221,"0","0","62",5
"3348",-204,"0","0","62",5
"3349",-187,"0","0","62",5
"3350",-170,"0","0","62",4
"3351",-153,"0","0","62",4
"3352",-136,"0","0","62",4
"3353",-119,"0","0","62",4
"3354",-102,"0","0","62",3
"3355",-85,"0","0","62",3
"3356",-68,"0","0","62",3
"3357",-51,"1","0","62",3
"3358",-34,"1","0","62",2
"3359",-17,"1","0","62",2
"3360",0,"1","0","62",3
"3361",17,"1","0","62",3
"3362",34,"1","0","62",3
"3363",51,"1","0","62",3
"3364",68,"1","0","62",3
"3365",85,"1","0","62",3
"3366",102,"1","0","62",3
"3367",119,"1","0","62",3
"3368",136,"1","0","62",3
"3369",153,"1","0","62",4
"3370",170,"1","0","62",4
"3371",187,"1","0","62",4
"3372",204,"1","0","62",4
"3373",221,"1","0","62",4
"3374",238,"1","0","62",4
"3375",255,"1","1","62",2
"3376",272,"1","1","62",2
"3377",289,"1","1","62",2
"3378",306,"1","1","62",2
"3379",323,"1","1","62",3
"3380",340,"1","1","62",3
"3381",357,"1","1","62",3
"3382",374,"1","1","62",3
"3383",391,"1","1","62",3
"3384",408,"1","1","62",3
"3385",425,"1","1","62",4
"3386",442,"1","1","62",4
"3387",459,"1","1","62",4
"3388",476,"1","1","62",4
"3389",493,"1","1","62",4
"3390",510,"1","1","62",4
"3391",527,"1","1","62",4
"3392",544,"1","1","62",4
"3393",561,"1","1","62",4
"3394",578,"1","1","62",4
"3395",595,"1","1","62",5
"3396",612,"1","1","62",5
"3397",629,"1","1","62",5
"3398",646,"1","1","62",5
"3399",663,"1","1","62",5
"3400",680,"1","1","62",5
"3401",697,"1","1","62",5
"3402",714,"1","1","62",5
"3403",731,"1","1","62",5
"3404",748,"1","1","62",5
"3405",765,"1","1","62",5
"3406",782,"1","1","62",5
"3407",799,"1","1","62",5
"3408",816,"1","1","62",5
"3409",833,"1","1","62",5
"3410",850,"1","1","62",5
"3411",867,"1","1","62",5
"3412",884,"1","1","62",5
"3413",901,"1","0","62",1
"3414",918,"1","0","62",2
"3415",935,"1","0","62",2
"3416",952,"1","0","62",2
"3417",969,"1","0","62",2
"3418",986,"1","0","62",2
"3419",1003,"1","0","62",2
"3420",1020,"1","0","62",2
"3421",1037,"1","0","62",2
"3422",1054,"1","0","62",2
"3423",1071,"1","0","62",2
"3424",1088,"1","0","62",1
"3425",1105,"1","0","62",1
"3426",1122,"1","0","62",1
"3427",1139,"1","0","62",1
"3428",1156,"1","0","62",1
"3429",1173,"1","0","62",1
"3430",1190,"1","0","62",1
"3431",1207,"1","0","62",1
"3432",1224,"1","0","62",1
"3433",1241,"1","0","62",1
"3434",1258,"1","0","62",1
"3435",1275,"1","0","62",1
"3436",1292,"1","0","62",1
"3437",1309,"1","0","62",1
"3438",1326,"1","0","62",1
"3439",1343,"1","0","62",1
"3440",1360,"1","0","62",1
"3441",1377,"0","0","62",4
"3442",1394,"0","0","62",3
"3443",1411,"0","0","62",3
"3444",1428,"0","0","62",3
"3445",-374,"0","1","62",1
"3446",-357,"0","1","62",1
"3447",-340,"0","1","62",1
"3448",-323,"0","1","62",1
"3449",-306,"0","1","62",1
"3450",-289,"0","1","62",1
"3451",-272,"0","1","62",1
"3452",-255,"0","1","62",1
"3453",-238,"0","1","62",1
"3454",-221,"0","1","62",1
"3455",-204,"0","1","62",1
"3456",-187,"0","1","62",1
"3457",-170,"0","1","62",1
"3458",-153,"0","1","62",1
"3459",-136,"0","1","62",1
"3460",-119,"0","1","62",1
"3461",-102,"0","1","62",1
"3462",-85,"0","1","62",1
"3463",-68,"0","1","62",1
"3464",255,"1","0","62",3
"3465",272,"1","0","62",3
"3466",289,"1","0","62",3
"3467",306,"0","0","62",2
"3468",323,"0","0","62",2
"3469",340,"0","0","62",2
"3470",357,"0","0","62",2
"3471",374,"0","0","62",2
"3472",391,"0","0","62",2
"3473",408,"0","0","62",2
"3474",425,"0","0","62",2
"3475",442,"0","0","62",2
"3476",459,"0","0","62",2
"3477",476,"0","0","62",2
"3478",493,"0","0","62",2
"3479",510,"0","1","62",1
"3480",527,"0","1","62",1
"3481",544,"0","1","62",1
"3482",561,"0","1","62",1
"3483",578,"0","1","62",1
"3484",595,"0","1","62",1
"3485",612,"0","1","62",1
"3486",629,"0","1","62",1
"3487",646,"0","1","62",1
"3488",663,"0","1","62",1
"3489",680,"0","1","62",1
"3490",697,"0","1","62",1
"3491",714,"0","0","62",1
"3492",731,"0","0","62",1
"3493",748,"0","0","62",1
"3494",765,"0","0","62",1
"3495",782,"0","0","62",1
"3496",799,"0","0","62",1
"3497",816,"0","0","62",1
"3498",833,"0","0","62",1
"3499",850,"0","0","62",1
"3500",867,"0","0","62",1
"3501",884,"0","0","62",1
"3502",901,"0","0","62",1
"3503",1088,"1","1","62",4
"3504",1105,"1","1","62",4
"3505",1122,"1","1","62",4
"3506",1139,"1","1","62",3
"3507",1156,"1","1","62",3
"3508",1173,"1","1","62",3
"3509",1190,"1","1","62",3
"3510",1207,"1","1","62",3
"3511",1224,"1","1","62",3
"3512",1241,"1","1","62",3
"3513",1258,"1","1","62",3
"3514",1275,"1","1","62",3
"3515",1292,"1","1","62",3
"3516",1309,"1","1","62",3
"3517",1326,"1","1","62",3
"3518",1343,"1","1","62",2
"3519",1360,"1","1","62",2
"3520",1377,"1","1","62",2
"3521",1394,"1","1","62",3
"3522",1411,"1","1","62",3
"3523",1428,"1","1","62",3
"3524",-102,"1","1","62",1
"3525",-85,"1","1","62",1
"3526",-68,"1","1","62",1
"3527",-51,"1","1","62",1
"3528",-34,"1","1","62",2
"3529",-17,"1","1","62",2
"3530",0,"1","1","62",2
"3531",17,"1","1","62",2
"3532",34,"1","1","62",2
"3533",51,"1","1","62",2
"3534",68,"1","1","62",2
"3535",85,"1","1","62",2
"3536",102,"1","1","62",2
"3537",119,"1","1","62",2
"3538",136,"1","1","62",3
"3539",306,"1","0","62",2
"3540",901,"1","1","62",4
"3541",918,"1","1","62",4
"3542",935,"1","1","62",4
"3543",952,"1","1","62",4
"3544",969,"1","1","62",4
"3545",986,"1","1","62",4
"3546",1003,"1","1","62",4
"3547",1020,"1","1","62",4
"3548",1037,"1","1","62",4
"3549",1054,"1","1","62",4
"3550",1071,"0","0","62",1
"3551",1088,"0","0","62",1
"3552",1105,"0","0","62",1
"3553",1122,"0","0","62",1
"3554",1139,"0","0","62",2
"3555",1156,"0","0","62",2
"3556",1173,"0","0","62",2
"3557",1190,"0","0","62",2
"3558",1207,"0","0","62",2
"3559",1224,"0","0","62",2
"3560",1241,"0","0","62",2
"3561",1258,"0","0","62",2
"3562",1275,"0","0","62",2
"3563",1292,"0","0","62",2
"3564",1309,"0","0","62",2
"3565",1326,"0","0","62",2
"3566",1343,"0","0","62",3
"3567",1360,"0","0","62",3
"3568",-646,"1","0","62",1
"3569",-629,"1","0","62",1
"3570",-612,"1","0","62",1
"3571",-595,"1","0","62",1
"3572",-578,"1","0","62",1
"3573",-561,"1","0","62",1
"3574",-544,"1","0","62",1
"3575",-527,"1","0","62",1
"3576",-510,"1","0","62",1
"3577",-493,"1","0","62",1
"3578",-476,"1","0","62",1
"3579",-459,"1","0","62",1
"3580",-442,"1","0","62",1
"3581",-425,"1","0","62",1
"3582",-408,"1","0","62",1
"3583",-391,"1","0","62",1
"3584",-374,"1","0","62",1
"3585",-357,"1","0","62",1
"3586",-340,"1","0","62",1
"3587",-51,"0","0","62",2
"3588",-34,"0","0","62",2
"3589",-17,"0","0","62",2
"3590",323,"1","0","62",1
"3591",340,"1","0","62",1
"3592",357,"1","0","62",1
"3593",374,"1","0","62",1
"3594",391,"1","0","62",1
"3595",408,"1","0","62",1
"3596",1071,"1","1","62",3
"3597",0,"0","0","62",1
"3598",17,"0","0","62",1
"3599",34,"0","0","62",1
"3600",51,"0","0","62",1
"3601",68,"0","0","62",1
"3602",85,"0","0","62",1
"3603",102,"0","0","62",1
"3604",119,"0","0","62",1
"3605",153,"1","1","62",2
"3606",170,"1","1","62",1
"3607",187,"1","1","62",1
"3608",204,"1","1","62",1
"3609",221,"1","1","62",1
"3610",238,"1","1","62",1
"3611",-170,"1","0","62",1
"3612",-153,"1","0","62",1
"3613",-136,"1","0","62",1
"3614",-119,"1","0","62",1
"3615",-102,"1","0","62",1
"3616",-85,"1","0","62",1
"3617",-68,"1","0","62",1
"3618",170,"0","0","62",1
"3619",187,"0","0","62",1
"3620",204,"0","0","62",1
"3621",221,"0","0","62",1
"3622",238,"0","0","62",1
"3623",255,"0","0","62",1
"3624",272,"0","0","62",1
"3625",289,"0","0","62",1
"3626",510,"0","0","62",1
"3627",527,"0","0","62",1
"3628",544,"0","0","62",1
"3629",561,"0","0","62",1
"3630",578,"0","0","62",1
"3631",-867,"0","0","72",6
"3632",-850,"0","0","72",6
"3633",-833,"0","0","72",6
"3634",-816,"0","0","72",5
"3635",-799,"0","0","72",5
"3636",-782,"0","0","72",5
"3637",-765,"0","0","72",5
"3638",-748,"0","0","72",5
"3639",-731,"0","0","72",5
"3640",-714,"0","0","72",5
"3641",-697,"0","0","72",5
"3642",-680,"0","0","72",6
"3643",-663,"0","0","72",6
"3644",-646,"0","0","72",6
"3645",-629,"0","0","72",6
"3646",-612,"0","0","72",6
"3647",-595,"0","0","72",6
"3648",-578,"0","0","72",6
"3649",-561,"0","0","72",6
"3650",-544,"0","0","72",6
"3651",-527,"0","0","72",6
"3652",-510,"0","0","72",6
"3653",-493,"0","0","72",6
"3654",-476,"0","0","72",6
"3655",-459,"0","0","72",6
"3656",-442,"0","0","72",6
"3657",-425,"0","0","72",6
"3658",-408,"0","0","72",6
"3659",-391,"0","0","72",6
"3660",-374,"0","0","72",6
"3661",-357,"0","0","72",6
"3662",-340,"0","0","72",6
"3663",-323,"0","0","72",6
"3664",-306,"0","0","72",6
"3665",-289,"0","0","72",6
"3666",-272,"0","0","72",6
"3667",-255,"0","0","72",6
"3668",-238,"0","0","72",6
"3669",-221,"0","0","72",6
"3670",-204,"0","0","72",6
"3671",-187,"0","0","72",6
"3672",-170,"0","0","72",6
"3673",-153,"0","0","72",6
"3674",-136,"0","0","72",5
"3675",-119,"0","0","72",5
"3676",-102,"0","0","72",5
"3677",-85,"0","0","72",5
"3678",-68,"0","0","72",5
"3679",-51,"0","0","72",5
"3680",-34,"0","0","72",5
"3681",-17,"0","0","72",5
"3682",0,"0","0","72",5
"3683",17,"0","0","72",4
"3684",34,"0","0","72",4
"3685",51,"0","0","72",4
"3686",68,"0","0","72",4
"3687",85,"0","0","72",4
"3688",102,"0","0","72",4
"3689",119,"0","0","72",3
"3690",136,"0","0","72",3
"3691",153,"0","0","72",3
"3692",170,"0","0","72",3
"3693",187,"0","0","72",3
"3694",204,"0","0","72",3
"3695",221,"0","0","72",3
"3696",238,"0","0","72",3
"3697",255,"0","0","72",3
"3698",272,"0","0","72",3
"3699",289,"0","0","72",3
"3700",306,"0","0","72",3
"3701",323,"0","0","72",3
"3702",340,"0","0","72",1
"3703",357,"0","0","72",1
"3704",374,"0","0","72",1
"3705",391,"0","0","72",2
"3706",408,"0","0","72",2
"3707",425,"0","0","72",2
"3708",442,"0","0","72",2
"3709",459,"0","0","72",2
"3710",476,"0","0","72",2
"3711",493,"0","0","72",2
"3712",510,"0","0","72",2
"3713",527,"0","0","72",2
"3714",544,"0","0","72",2
"3715",561,"0","0","72",2
"3716",578,"0","0","72",2
"3717",595,"0","0","72",2
"3718",612,"0","0","72",2
"3719",629,"0","0","72",1
"3720",646,"0","0","72",1
"3721",663,"0","0","72",1
"3722",680,"0","0","72",1
"3723",697,"0","0","72",1
"3724",714,"0","0","72",1
"3725",731,"0","0","72",1
"3726",748,"0","0","72",1
"3727",765,"0","0","72",1
"3728",782,"0","0","72",1
"3729",799,"0","0","72",1
"3730",816,"0","0","72",1
"3731",833,"0","0","72",1
"3732",850,"0","0","72",1
"3733",867,"0","0","72",1
"3734",884,"0","0","72",1
"3735",901,"0","0","72",1
"3736",918,"0","0","72",1
"3737",935,"0","0","72",1
"3738",952,"0","0","72",1
"3739",969,"0","0","72",1
"3740",986,"0","0","72",1
"3741",1003,"0","0","72",1
"3742",1020,"0","0","72",1
"3743",1037,"0","0","72",1
"3744",1054,"0","0","72",1
