"","ID","CNo","XCOO","YCOO","SiO2_T","TiO2_T","Al2O3_T","Fe2O3_T","MnO_T","MgO_T","CaO_T","Na2O_T","K2O_T","P2O5_T","SO3_T","Cl_T","F_T","LOI_T","As_T","Ba_T","Bi_T","Ce_T","Co_T","Cr_T","Cs_T","Cu_T","Ga_T","Hf_T","La_T","Mo_T","Nb_T","Ni_T","Pb_T","Rb_T","Sb_T","Sc_T","Sn_T","Sr_T","Ta_T","Th_T","U_T","V_T","W_T","Y_T","Zn_T","Zr_T"
"94",5099,68,620352,7023690,70.42,0.274,12.82,1.12,0.021,0.46,2.03,4.1,1.55,0.113,0.005,0.014,0.01,6.83,1,511,1.5,10,1.5,26,2.5,5,14,2.5,10,2,4,1.5,13,53,7,5,1,336,2.5,5,1.5,30,2.5,3,14,100
"95",5100,92,337398.4,7766815.6,64.61,0.6,12.37,5.07,0.054,3.01,2.94,3.89,1.69,0.232,0.04,0.034,0.115,5.09,4,362,1.5,37,10,137,2.5,22,14,2.5,10,1,5,32,2,65,2.5,14,1,158,2.5,7,1.5,98,2.5,14,27,174
"96",5101,36,577869,6868753,22.04,0.073,3.66,2.02,0.037,0.36,2.13,0.88,0.49,0.306,0.15,0.012,0.01,67.64,1,220,5,25,1.5,6,2.5,14,4,2.5,37,1,6,1.5,6,15,2.5,2,2,145,2.5,2.5,1.5,19,2.5,6,13,22
"97",5102,127,477009,7526187,1.37,0.012,0.3,0.69,0.016,0.22,0.5,0.1,0.05,0.146,0.06,0.005,0.01,96.41,1,53,1.5,10,1.5,6,2.5,11,1.5,2.5,10,1,4,1.5,2,1,2.5,1,1,22,2.5,2.5,1.5,2.5,2.5,1.5,1.5,1.5
"98",5104,11,-227934.3,7238361.5,61.55,0.721,12.76,5.06,0.106,2.05,3.21,2.55,1.79,0.535,0.005,0.008,0.046,9.35,3,393,3,55,10,67,2.5,22,15,2.5,29,1,12,23,84,72,2.5,15,4,230,2.5,7,1.5,106,2.5,23,99,189
"99",5105,40,-464109.3,6925267.2,62.2,0.814,12.61,4.94,0.079,1.33,2.32,2.66,3.05,0.375,0.005,0.022,0.036,9.22,1,675,1.5,56,13,25,6,14,16,2.5,25,1,1,15,20,124,2.5,12,6,163,2.5,10,3,66,5,26,98,290
"100",5106,66,523191,7025789,67.83,0.455,10.58,2.44,0.06,0.79,1.97,2.49,2.12,0.302,0.005,0.017,0.01,10.63,4,578,1.5,38,1.5,34,2.5,5,13,2.5,47,1,6,1.5,9,69,2.5,7,3,233,2.5,5,1.5,37,2.5,13,50,181
"101",5108,45,-575284.1,6710942.8,64.3,0.831,6.54,3.28,0.049,1.05,1.63,0.85,1.15,0.243,0.005,0.018,0.01,19.81,3,268,1.5,34,8,18,2.5,5,9,2.5,10,1,6,5,14,47,2.5,11,1,108,2.5,7,1.5,38,6,20,55,192
"102",5109,68,-627350.1,6833586.3,58.15,1.252,12.5,5.99,0.127,1.74,3.49,2.79,2.46,0.582,0.005,0.019,0.047,10.47,3,675,1.5,89,17,33,7,18,16,2.5,60,2,1,13,33,176,2.5,18,2,208,6,14,8,87,2.5,47,216,396
"103",5110,12,423335.5,6479424.6,80.1,0.309,7.37,1.65,0.056,0.37,0.84,1.08,2.49,0.211,0.005,0.022,0.124,5.16,3,390,1.5,60,1.5,23,2.5,5,8,6,10,1,9,1.5,19,75,2.5,5,1,98,2.5,11,1.5,21,2.5,13,43,244
"104",5111,20,248851,6169135,74.86,0.488,7.69,2.3,0.052,0.56,1.04,0.7,2.29,0.132,0.06,0.017,0.056,9.47,4,374,1.5,39,6,43,2.5,5,9,7,10,2,10,5,17,78,2.5,7,3,65,2.5,11,1.5,39,2.5,14,49,295
"105",5112,94,572521,7224709,1.72,0.041,0.95,0.51,0.035,0.13,0.88,0.17,0.09,0.245,0.14,0.014,0.031,94.95,1,54,1.5,10,1.5,11,2.5,20,1.5,2.5,10,1,5,1.5,2,1,2.5,2,1,44,2.5,6,1.5,125,2.5,5,1.5,1.5
"106",5113,98,440680,7706710,65.84,0.615,12.81,5.05,0.082,2.79,3.55,3.43,1.61,0.188,0.005,0.018,0.052,3.64,5,478,1.5,42,14,143,2.5,16,15,2.5,42,1,1,48,2,52,7,17,1,240,2.5,2.5,1.5,91,2.5,11,49,158
"107",5114,16,164613,6228678,75.92,0.362,6.94,1.89,0.036,0.48,1.29,0.76,1.9,0.207,0.09,0.011,0.01,9.78,5,345,5,40,1.5,32,2.5,11,6,2.5,33,2,6,4,15,64,2.5,7,1,75,2.5,7,1.5,23,2.5,21,37,256
"108",5115,83,77439.6,7614400.4,60.28,0.955,13.91,6.51,0.277,1.77,1.64,1.51,2.23,0.211,0.08,0.004,0.038,10.25,6,503,1.5,64,9,79,2.5,23,20,2.5,28,5,11,16,13,73,2.5,17,4,149,2.5,13,1.5,106,2.5,20,55,216
"109",5116,105,617718.6,7779321,85.62,0.221,4.71,1.22,0.016,0.19,0.35,0.84,1.25,0.125,0.005,0.021,0.036,5.21,5,211,1.5,33,1.5,7,2.5,5,4,2.5,10,1,4,1.5,2,35,2.5,1,1,58,2.5,10,1.5,14,2.5,10,15,105
"110",5117,58,680978,6976259,11.89,0.076,2.23,0.66,0.011,0.56,2.29,0.63,0.29,0.217,0.17,0.013,0.104,80.71,1,161,1.5,10,1.5,4,2.5,78,4,2.5,10,1,4,1.5,4,3,2.5,3,1,151,2.5,2.5,1.5,8,2.5,3,6,18
"111",5118,27,-449525.9,6792808.8,63.75,0.899,13.22,5.49,0.097,1.68,2.68,2.56,2.67,0.265,0.005,0.015,0.01,6.26,3,678,1.5,86,11,45,2.5,13,18,7,40,8,6,17,17,108,2.5,14,1,186,2.5,8,1.5,85,2.5,36,72,278
"112",5119,109,141594.2,7715337.6,68.18,0.805,11.53,3.68,0.074,1.65,2.91,2.26,1.29,0.186,0.005,0.013,0.044,7.14,1,324,1.5,24,1.5,57,2.5,5,12,2.5,10,1,9,6,8,35,2.5,14,1,194,2.5,2.5,1.5,69,10,19,42,195
"113",5120,85,198660.6,7674695.2,62.38,0.988,13.22,6.4,0.105,2.79,3.57,1.99,1.37,0.252,0.03,0.004,0.05,6.58,1,329,1.5,55,14,88,2.5,14,15,2.5,30,20,10,19,12,66,2.5,20,1,214,2.5,11,1.5,102,2.5,25,96,262
"114",5121,111,582567,7369850,68.93,0.474,11.1,2.78,0.036,0.93,1.85,2.78,1.75,0.194,0.005,0.013,0.059,8.86,2,485,1.5,21,1.5,69,2.5,12,15,2.5,21,1,1,11,6,49,2.5,7,1,151,2.5,9,1.5,53,2.5,5,28,144
"115",5122,99,428540,7748100,62.55,0.737,12.36,6.72,0.091,3.7,3.17,3.22,1.01,0.137,0.005,0.021,0.039,5.98,3,320,1.5,24,23,252,2.5,25,14,2.5,22,2,1,85,2,43,2.5,17,1,142,2.5,2.5,1.5,129,2.5,12,46,167
"116",5123,121,512595,7459814,68.11,0.679,11.35,5.46,0.048,1.61,1.84,2.16,1.37,0.199,0.005,0.017,0.032,6.82,3,393,1.5,23,12,169,2.5,29,15,2.5,10,4,1,50,2,43,2.5,13,1,110,2.5,6,1.5,119,2.5,7,35,110
"117",5124,37,626549,6874851,26.24,0.083,4.22,2.26,0.044,0.38,2.17,0.98,0.61,0.315,0.19,0.007,0.04,62.29,1,258,1.5,10,1.5,10,2.5,14,1.5,2.5,10,1,3,1.5,6,16,2.5,4,1,152,2.5,2.5,1.5,23,2.5,5,16,33
"118",5125,73,-670826.9,6911557.9,44.19,1.278,12.61,7.1,0.096,2.08,3.89,3.14,1.21,0.821,0.01,0.016,0.01,23.11,6,802,1.5,92,13,60,2.5,48,20,6,35,6,17,29,56,25,2.5,18,9,653,2.5,2.5,1.5,124,2.5,26,118,267
"119",5127,1,-329318.5,7117480.2,65.16,0.835,10.46,4.62,0.058,0.98,1.46,1.67,1.13,0.199,0.005,0.007,0.046,13.13,6,231,1.5,27,7,87,2.5,5,14,6,10,1,12,10,11,39,2.5,13,3,111,2.5,8,4,92,2.5,12,33,224
"120",5128,5,522860.7,6215409.8,87.01,0.223,4.71,0.89,0.028,0.16,0.4,0.5,1.73,0.128,0.005,0.003,0.01,4,1,300,1.5,10,1.5,13,2.5,5,6,7,10,1,3,1.5,10,53,2.5,3,1,55,2.5,9,1.5,5,2.5,5,22,184
"121",5131,106,590040,7753320,47.03,0.861,15.19,8.55,0.091,2.93,2.09,1.94,2.12,0.394,0.005,0.015,0.01,18.42,4,596,1.5,70,23,116,2.5,39,24,2.5,35,24,9,60,16,106,2.5,16,1,168,2.5,11,1.5,145,2.5,12,133,97
"122",5132,244,474110,6921132,25.91,0.266,6.52,2,0.046,0.32,1.52,1.01,0.91,0.483,0.005,0.008,0.028,60.73,3,333,1.5,80,1.5,22,2.5,26,6,2.5,46,2,8,1.5,2,30,2.5,10,1,147,2.5,6,4,30,5,18,17,55
"123",5133,51,-491752,6928788.8,55.79,0.779,15.31,6.01,0.163,1.86,3.92,3.4,2.65,0.495,0.005,0.016,0.01,9.16,6,1032,3,92,15,48,2.5,28,17,2.5,45,1,1,16,15,87,2.5,16,1,540,2.5,2.5,1.5,101,2.5,25,134,212
"124",5134,91,424230,7224010,71.58,0.407,11.49,2.45,0.046,0.92,2.11,3.2,2.27,0.185,0.005,0.019,0.028,5.03,2,616,1.5,38,6,37,2.5,5,13,2.5,10,1,6,4,11,65,2.5,8,1,224,2.5,8,1.5,38,2.5,9,27,183
"125",5135,24,326276,6010516,86.83,0.262,4.95,1.19,0.066,0.2,0.39,0.63,1.57,0.124,0.005,0.013,0.01,3.54,1,295,1.5,30,1.5,27,2.5,5,4,2.5,25,3,4,1.5,11,53,2.5,1,1,51,2.5,11,1.5,22,2.5,7,21,257
"126",5136,24,426429,6822173,59.5,0.78,14.12,4.52,0.067,1.44,1.88,2.54,2.65,0.182,0.005,0.008,0.034,11.97,5,676,1.5,70,17,63,5,20,20,2.5,42,1,12,25,19,112,2.5,15,1,196,2.5,13,4,60,7,27,86,209
"127",5137,25,474710,6820674,68.59,0.34,11.97,2.3,0.064,0.56,2.02,2.6,2.3,0.229,0.005,0.019,0.01,8.68,4,642,1.5,36,1.5,24,2.5,13,14,2.5,28,3,12,1.5,18,72,2.5,7,1,252,2.5,6,1.5,23,2.5,11,51,247
"128",5138,46,574770,6924830,24.28,0.098,4.02,0.75,0.014,0.28,1.35,1.06,0.61,0.185,0.01,0.012,0.01,67.13,1,219,1.5,31,1.5,9,2.5,5,6,2.5,25,1,5,1.5,4,15,2.5,1,1,164,2.5,2.5,1.5,13,2.5,4,11,42
"129",5139,12,225210,6771295,70.39,0.463,10.15,2.74,0.054,0.8,1.34,1.72,2.29,0.258,0.005,0.012,0.021,9.47,7,441,1.5,52,1.5,36,2.5,5,10,2.5,28,1,10,4,14,104,2.5,8,1,126,2.5,10,1.5,47,2.5,17,62,188
"130",5140,93,526989,7222110,67.03,0.462,11.41,2.76,0.066,0.87,1.91,2.7,2.06,0.203,0.06,0.015,0.01,10.14,3,590,1.5,24,1.5,43,2.5,5,15,2.5,21,1,7,8,10,56,8,8,1,185,2.5,8,1.5,55,2.5,6,52,195
"131",5141,8,368753,6721416,63.99,0.596,12.6,3.41,0.052,1.09,1.97,2.39,2.2,0.275,0.005,0.017,0.062,11.06,4,488,3,46,6,42,2.5,12,14,2.5,41,1,9,7,18,84,2.5,12,3,209,2.5,9,1.5,54,2.5,18,57,233
"132",5142,57,628249,6973910,68.62,0.475,11.49,4.04,0.06,1.48,2.21,2.81,1.86,0.16,0.005,0.015,0.028,6.45,1,513,4,41,10,54,2.5,23,15,7,44,1,7,20,11,65,2.5,11,1,188,2.5,8,4,60,2.5,15,62,157
"133",5144,53,-477159.2,7069069.6,59.68,0.574,13.9,4.5,0.107,1.81,3.51,2.9,2,0.418,0.005,0.003,0.01,10.27,3,649,5,52,5,59,2.5,26,15,2.5,26,1,10,19,15,90,2.5,13,1,390,2.5,2.5,1.5,76,2.5,23,71,217
"134",5145,18,275078,6248670,66.6,0.381,7.48,2.42,0.043,2.18,6.54,0.65,2.26,0.101,0.05,0.01,0.01,10.96,4,339,1.5,39,3,32,2.5,16,7,7,27,5,5,7,8,60,2.5,8,1,85,2.5,9,1.5,32,2.5,19,31,239
"135",5146,320,214714.1,7745546.6,59.41,0.966,14.86,6.14,0.088,2.56,3.11,2.33,1.84,0.268,0.005,0.012,0.047,8.08,6,453,1.5,42,9,88,2.5,5,19,2.5,10,22,18,16,15,84,2.5,19,4,192,2.5,7,1.5,122,2.5,26,88,229
"136",5147,10,332360.1,6496728.5,73.08,0.341,8.13,2.64,0.077,0.87,1.54,0.95,2.5,0.208,0.11,0.007,0.101,9.14,7,328,1.5,48,1.5,33,2.5,21,7,2.5,29,1,6,7,13,81,2.5,8,1,98,2.5,8,1.5,30,2.5,16,72,173
"137",5148,34,474610,6873251,69.83,0.317,11.32,2.01,0.07,0.51,2,2.52,2.18,0.312,0.005,0.014,0.01,8.68,7,645,1.5,31,1.5,26,2.5,16,11,2.5,24,1,7,1.5,9,53,2.5,7,4,232,2.5,8,1.5,25,2.5,12,57,236
"138",5149,55,524490,6972211,61.07,0.303,10.43,2.08,0.039,0.68,2.15,2.38,1.66,0.312,0.005,0.014,0.01,18.57,4,479,1.5,52,1.5,24,2.5,18,11,2.5,41,1,5,4,32,40,2.5,8,2,245,2.5,7,1.5,33,2.5,11,29,138
"139",5150,17,210941,6245068,81.1,0.46,7.35,1.85,0.052,0.45,0.51,0.67,2.63,0.107,0.005,0.006,0.01,4.48,3,391,1.5,42,1.5,38,2.5,12,8,2.5,83,3,9,4,16,77,2.5,4,1,68,2.5,11,1.5,32,6,17,35,300
"140",5151,88,528888,7172130,67.82,0.385,10.68,1.97,0.026,0.49,1.38,2.33,1.93,0.179,0.005,0.01,0.01,12.55,1,525,1.5,10,1.5,34,2.5,5,12,2.5,10,1,7,5,16,58,2.5,4,3,161,2.5,8,1.5,35,2.5,5,28,156
"141",5152,89,283631.9,7765246.5,61.96,0.804,13.18,6.59,0.097,2.16,2.75,2.11,1.36,0.187,0.005,0.007,0.01,8.55,3,317,4,43,9,80,6,19,14,2.5,21,20,20,20,11,54,2.5,17,2,140,2.5,7,1.5,109,5,26,73,207
"142",5154,41,327969,6921832,74.21,0.309,11.01,2.03,0.076,0.59,1.45,2.54,2.39,0.139,0.005,0.015,0.084,4.91,1,571,1.5,39,1.5,21,2.5,5,14,2.5,10,1,6,4,16,91,2.5,6,1,176,2.5,7,1.5,21,2.5,8,43,143
"143",5155,9,423830,6723115,54.42,0.801,15.51,8.28,0.111,2.22,1.38,1.9,3.14,0.29,0.005,0.029,0.026,11.49,11,653,1.5,129,24,94,2.5,32,24,2.5,73,9,4,32,22,159,2.5,18,7,145,2.5,17,10,129,2.5,30,144,169
"144",5156,49,233207,6973111,22.79,0.192,4.82,2.65,0.031,1.19,2.61,0.78,0.75,0.603,0.2,0.006,0.066,63.13,3,188,1.5,61,1.5,30,2.5,38,5,5,28,1,6,11,5,24,2.5,7,1,107,2.5,2.5,1.5,36,2.5,16,30,89
"145",5157,1,403970,6127905,87.85,0.212,4.58,1.03,0.044,0.17,0.36,0.6,1.61,0.146,0.005,0.006,0.01,3.17,3,279,1.5,10,1.5,18,2.5,5,4,2.5,10,1,4,1.5,5,52,2.5,3,1,51,2.5,8,1.5,9,2.5,5,27,198
"146",5158,22,235907.5,6374208.7,83.7,0.381,6.13,1.58,0.047,0.44,0.29,0.4,2.51,0.094,0.005,0.01,0.01,4.12,3,352,7,31,4,28,2.5,5,4,2.5,27,3,10,1.5,10,70,2.5,4,1,45,2.5,6,1.5,33,2.5,11,34,328
"147",5159,21,295453,6120445,72.92,0.524,8.61,2.82,0.052,1.09,1.54,0.63,2.83,0.191,0.07,0.009,0.042,8.32,4,397,5,68,6,49,2.5,11,11,8,37,1,11,9,14,90,2.5,8,1,86,2.5,9,4,34,2.5,19,49,306
"148",5160,2,387684.1,6569821.4,66.99,0.352,8.01,2.91,0.094,0.65,4.58,0.94,2.57,0.462,0.12,0.005,0.01,12.06,7,345,4,73,5,31,2.5,20,9,2.5,34,1,3,6,18,84,2.5,7,1,150,2.5,9,5,37,2.5,24,88,216
"149",5161,43,427829,6917333,67.2,0.493,11.21,2.93,0.092,0.77,1.78,2.39,2.11,0.251,0.005,0.012,0.061,10.39,5,544,1.5,62,1.5,32,2.5,12,14,5,26,1,7,1.5,11,74,2.5,8,1,171,2.5,12,1.5,41,2.5,15,68,234
"150",5162,116,521291,7418331,62.72,0.613,12.4,4.74,0.092,1.89,2.13,2.77,2.14,0.259,0.04,0.016,0.093,9.78,5,573,1.5,44,13,103,2.5,43,16,2.5,31,5,1,28,8,75,2.5,12,1,163,2.5,11,1.5,95,2.5,11,59,142
"151",5163,207,321072,6724415,69.72,0.443,10.77,2.38,0.044,0.67,1.52,2.04,1.85,0.177,0.005,0.008,0.01,10.09,4,433,1.5,52,1.5,42,2.5,14,14,2.5,45,2,9,1.5,18,68,2.5,9,1,157,2.5,9,3,39,2.5,14,37,198
"152",5164,70,-605666.2,6907962.9,50.73,1.664,13.62,9.25,0.198,3.11,3.87,2.52,1.4,0.808,0.005,0.011,0.022,12.36,10,602,6,67,30,47,2.5,30,18,7,77,23,14,39,24,85,2.5,19,1,301,2.5,2.5,6,152,2.5,34,154,286
"153",5165,71,324570,7077268,35.86,0.285,6.25,1.95,0.044,1.31,3.07,1.48,1.35,0.44,0.29,0.009,0.01,47.43,4,323,1.5,35,1.5,20,2.5,33,7,5,29,1,10,1.5,2,44,2.5,7,1,166,2.5,2.5,1.5,70,2.5,11,34,124
"154",5166,103,470312,7321970,3.11,0.038,1.07,1.02,0.009,0.38,1.1,0.14,0.09,0.701,0.12,0.007,0.01,92.05,1,141,1.5,30,1.5,6,2.5,27,1.5,2.5,10,1,4,1.5,2,1,2.5,3,1,95,2.5,2.5,1.5,12,2.5,3,4,1.5
"155",5167,83,619052,7120450,26.16,0.184,4.54,1.33,0.029,0.9,2.47,1.09,0.61,0.602,0.16,0.007,0.058,61.64,1,243,1.5,50,1.5,59,2.5,22,1.5,2.5,33,1,4,16,2,13,2.5,6,1,181,2.5,5,1.5,27,2.5,10,37,45
"156",5168,6,272591,6723015,53.73,0.808,14.6,8.8,0.082,2.04,0.86,1.19,2.71,0.274,0.005,0.004,0.01,14.56,12,589,1.5,117,16,93,2.5,40,23,2.5,87,23,14,34,28,157,2.5,17,1,95,2.5,20,5,122,2.5,29,129,166
"157",5169,95,620352,7225809,14.03,0.059,2.2,0.61,0.018,1.18,2.4,0.51,0.31,0.303,0.32,0.009,0.01,77.87,1,218,1.5,10,1.5,15,2.5,22,1.5,2.5,10,1,3,1.5,4,2,2.5,3,1,67,2.5,2.5,1.5,18,2.5,4,18,6
"158",5170,5,526586.1,6574414,76.82,0.35,8.85,2.2,0.051,0.43,0.85,1.11,2.57,0.169,0.005,0.01,0.036,6.26,5,400,1.5,45,4,22,2.5,5,13,2.5,35,1,6,6,13,79,2.5,8,1,99,2.5,9,1.5,28,2.5,16,40,229
"159",5173,54,-368408.2,7077043,57.37,0.69,15.3,5.67,0.117,2.47,3.97,3.01,2.24,0.339,0.005,0.006,0.01,8.39,4,773,1.5,94,15,62,2.5,33,17,2.5,58,14,3,37,12,74,6,14,2,404,2.5,7,1.5,90,2.5,19,91,183
"160",5174,22,-373423.6,6862907.6,68.11,0.579,10.14,3.47,0.193,0.85,1.35,1.56,2.1,0.431,0.13,0.011,0.038,10.66,4,642,1.5,75,7,32,2.5,17,12,2.5,106,5,11,4,21,81,2.5,9,1,133,2.5,13,1.5,50,5,25,116,279
"161",5175,13,484589.4,6476541.6,79.35,0.418,7.98,1.96,0.076,0.46,0.62,0.77,3.03,0.187,0.005,0.008,0.01,4.81,1,439,1.5,43,1.5,23,2.5,5,9,2.5,35,1,8,6,16,87,2.5,5,1,89,2.5,9,1.5,29,2.5,16,36,292
"162",5176,20,223810,6823972,52.68,0.778,14.81,7.1,0.082,2.35,1.86,1.69,3.05,0.328,0.01,0.004,0.01,14.89,12,610,1.5,126,16,94,2.5,42,21,2.5,71,6,12,42,22,148,2.5,18,1,132,2.5,16,3,110,10,39,149,179
"163",5177,2,-318564.7,6814610.3,71.41,0.629,10.25,3.59,0.05,0.97,0.95,1.64,2.26,0.225,0.005,0.021,0.093,7.63,5,446,1.5,43,1.5,38,2.5,17,11,2.5,29,1,12,10,11,85,2.5,8,1,114,2.5,10,1.5,58,6,18,42,249
"164",5178,112,-175130.6,7346028.5,66.53,0.642,13.05,6.7,0.247,1.16,1.63,2.12,1.24,0.366,0.005,0.011,0.043,6,4,300,1.5,32,14,62,2.5,5,18,2.5,163,1,7,9,8,47,2.5,16,1,167,2.5,2.5,1.5,64,2.5,25,139,135
"165",5179,110,523491,7370751,1.61,0.007,0.3,0.29,0.002,0.02,0.16,0.08,0.02,0.11,0.02,0.003,0.056,97.22,1,26,1.5,10,1.5,1.5,2.5,5,1.5,2.5,10,1,2,1.5,2,1,2.5,1,1,10,2.5,5,1.5,2.5,2.5,1.5,1.5,1.5
"166",5180,108,-281559.8,6877604.6,81.77,0.312,6.61,1.38,0.066,0.31,0.4,0.96,2.59,0.283,0.005,0.011,0.01,4.98,1,477,1.5,38,1.5,17,2.5,5,6,2.5,78,1,10,1.5,15,88,2.5,2,3,79,2.5,8,1.5,22,2.5,9,39,267
"167",5181,6,352318.2,6514922.2,75.73,0.321,8.4,1.88,0.037,0.75,2.08,1.25,2.35,0.162,0.1,0.009,0.01,6.63,3,384,3,51,1.5,25,2.5,5,10,10,33,1,5,1.5,14,65,2.5,7,1,109,2.5,10,1.5,28,2.5,19,27,295
"168",5182,2,420069.4,6269877.9,74.19,0.524,9.61,3.14,0.063,0.91,0.84,0.73,2.86,0.133,0.06,0.006,0.01,6.61,5,413,1.5,66,7,43,2.5,14,13,7,34,1,9,11,12,98,2.5,9,1,85,2.5,10,1.5,32,2.5,17,45,274
"169",5183,137,360556,7613849,64.72,0.599,13.17,5.23,0.057,3.11,3.59,3.95,1.96,0.156,0.005,0.025,0.101,3.05,1,629,4,31,17,94,2.5,5,18,2.5,10,1,1,33,2,50,2.5,15,1,271,2.5,9,1.5,95,2.5,10,25,165
"170",5184,6,530696.9,6278573,82.45,0.353,6.59,1.54,0.042,0.5,0.75,0.7,2.19,0.083,0.08,0.002,0.067,4.39,4,348,1.5,32,1.5,26,2.5,5,7,2.5,33,1,8,1.5,6,72,2.5,6,4,69,2.5,8,1.5,18,2.5,10,27,243
"171",5185,14,369946.6,6369678.8,80.4,0.333,7.28,1.75,0.055,0.48,0.79,0.86,2.51,0.161,0.05,0.015,0.01,4.96,4,384,1.5,33,1.5,22,2.5,5,8,7,49,1,7,1.5,14,68,2.5,5,1,80,2.5,7,1.5,32,2.5,13,37,256
"172",5186,13,271392,6771495,60.6,0.814,14.3,6.44,0.118,1.76,1.31,1.88,2.82,0.265,0.005,0.01,0.01,9.29,9,599,1.5,72,16,78,7,18,20,2.5,116,1,12,25,17,131,2.5,15,2,119,2.5,17,4,86,6,22,115,207
"173",5187,65,479908,7023989,66.66,0.554,11.84,3.19,0.067,1.17,2.27,2.66,2.27,0.245,0.005,0.015,0.02,8.64,4,595,7,53,1.5,46,2.5,12,14,2.5,24,1,11,8,9,81,2.5,11,1,227,2.5,2.5,1.5,54,2.5,12,58,210
"174",5188,12,-180873.2,7248286.5,61.84,1.223,10.56,6.62,0.182,1.38,2.54,2.09,0.88,0.286,0.005,0.014,0.035,12.07,6,211,1.5,10,6,170,2.5,5,13,5,35,1,15,9,14,37,7,18,1,133,7,2.5,1.5,123,2.5,30,56,272
"175",5190,67,574870,7025889,63.39,0.217,8.9,1.22,0.023,0.42,1.73,2.29,1.65,0.229,0.07,0.012,0.079,19.53,1,435,1.5,21,1.5,10,2.5,16,10,2.5,10,1,3,1.5,12,42,2.5,4,2,220,2.5,8,1.5,30,2.5,4,20,91
"176",5191,4,408097,6202632,81.43,0.375,6.65,1.53,0.03,0.4,0.67,0.69,2.16,0.078,0.05,0.016,0.063,5.54,3,349,1.5,40,1.5,26,2.5,5,8,6,120,1,4,3,12,66,2.5,6,3,64,2.5,9,1.5,24,2.5,11,21,297
"177",5192,18,-352860.2,7054884.8,60.56,0.681,10.78,4.76,0.1,2.02,3.06,1.64,1.12,0.319,0.02,0.002,0.01,14.67,3,211,1.5,45,8,97,2.5,21,10,2.5,49,3,14,28,9,52,2.5,16,1,152,5,11,4,79,2.5,26,72,186
"178",5193,43,-487198,6779281.7,70.62,0.594,10.67,3.41,0.065,0.82,1.77,2.3,2.74,0.286,0.005,0.006,0.039,6.32,4,539,1.5,62,1.5,17,2.5,5,12,7,24,6,9,5,28,106,6,9,4,147,2.5,10,3,39,5,29,64,287
"179",5194,260,-619656.5,6805304.1,43.48,1.395,13.26,12.82,0.141,3.38,2.46,1,2.12,0.45,0.005,0.014,0.01,19.1,30,582,1.5,59,30,49,5,25,22,2.5,58,36,11,27,52,141,2.5,18,1,137,2.5,10,9,134,9,37,236,212
"180",5195,88,277680.7,7780735,66.32,0.659,11.39,4.74,0.078,2.34,3.27,2.33,1.59,0.223,0.07,0.02,0.03,6.63,5,398,1.5,52,17,76,2.5,13,12,2.5,64,3,1,27,6,67,2.5,15,1,182,2.5,10,1.5,97,5,17,59,191
"181",5196,248,671331,6924030,38.58,0.26,6.73,2.38,0.026,1,1.67,1.37,0.97,0.225,0.08,0.008,0.065,46.39,3,281,1.5,10,1.5,42,2.5,29,8,2.5,10,1,5,7,6,38,2.5,7,1,134,2.5,2.5,1.5,43,2.5,6,30,65
"182",5197,245,-575284.1,6710942.8,63.24,0.814,6.46,3.32,0.052,1.01,1.67,0.75,1.11,0.278,0.02,0.01,0.01,20.97,4,268,3,36,9,17,2.5,14,7,2.5,43,1,5,7,13,36,2.5,10,1,107,2.5,6,1.5,58,2.5,20,62,185
"183",5198,25,-401772.5,6729888.4,57.61,0.808,14.81,5.82,0.087,1.53,1.11,1.81,3.03,0.318,0.005,0.009,0.01,12.71,8,635,1.5,95,8,72,2.5,19,21,2.5,53,6,31,24,34,138,8,13,4,139,2.5,12,4,126,11,24,110,216
"184",5199,30,274290,6872252,50.06,0.519,10.43,3.09,0.041,0.88,1.63,2.01,1.83,0.328,0.005,0.008,0.01,28.82,4,453,1.5,101,1.5,45,2.5,19,14,7,45,1,9,5,15,56,2.5,13,1,143,2.5,13,1.5,55,9,28,47,272
"185",5200,13,-147821.2,7221272.9,57.66,0.985,14,8.01,0.135,3.72,2.57,1.84,1.56,0.231,0.005,0.003,0.01,8.97,15,286,1.5,36,28,204,2.5,25,17,2.5,54,21,11,75,11,63,2.5,24,2,106,2.5,7,1.5,154,2.5,25,110,187
"186",5201,108,426030,7369551,54.76,0.483,10.9,4.43,0.057,1.64,2.35,2.5,1.94,0.259,0.07,0.016,0.116,20.12,2,548,1.5,46,3,51,2.5,19,11,6,39,1,6,13,9,56,2.5,9,1,176,2.5,10,1.5,63,2.5,14,37,208
"187",5202,29,-408068,6880445.4,61.78,0.661,10.49,4.85,0.098,1.28,2.48,1.88,2.1,0.179,0.06,0.011,0.04,13.66,1,659,7,72,9,45,2.5,12,9,2.5,38,1,11,10,15,67,2.5,9,1,329,2.5,2.5,1.5,82,5,19,51,221
"188",5203,114,426330,7422329,19.54,0.175,3.95,1.67,0.04,1.04,3.17,0.99,0.73,0.351,0.49,0.014,0.13,67.51,1,289,1.5,10,1.5,19,2.5,30,4,2.5,10,3,7,1.5,2,16,2.5,3,1,162,2.5,6,7,30,2.5,1.5,19,46
