"","id","nhood","hour","month","reason","resident","age","male","race","citation"
"930",930,"2",23,"Feb","mech/reg",1,"30-39",1,"H",1
"931",931,"5",16,"Jan","MV nodanger",1,"18-29",1,"B",1
"932",932,"3",3,"Jan","mech/reg",0,"30-39",1,"B",0
"933",933,"7",20,"Jan","MV danger",0,"40+",1,"H",0
"934",934,"5",20,"Feb","MV nodanger",1,"30-39",1,"B",0
"935",935,"2",7,"Feb","MV nodanger",1,"40+",1,"B",1
"936",936,"7",23,"Jan","MV nodanger",0,"30-39",0,"W",1
"937",937,"4",2,"Feb","MV nodanger",0,"18-29",1,"A",0
"938",938,"3",11,"Feb","MV danger",0,"40+",1,"H",1
"939",939,"3",5,"Jan","MV nodanger",0,"18-29",1,"W",0
"940",940,"7",12,"Jan","MV nodanger",0,"40+",1,"A",1
"941",941,"1",0,"Jan","mech/reg",0,"40+",1,"B",0
"942",942,"4",20,"Feb","MV nodanger",1,"under 18",1,"H",0
"943",943,"1",11,"Jan","mech/reg",0,"40+",1,"B",0
"944",944,"3",16,"Feb","MV danger",0,"18-29",1,"B",0
"945",945,"4",14,"Jan","MV danger",0,"18-29",1,"A",1
"946",946,"2",13,"Jan","mech/reg",0,"30-39",1,"B",1
"947",947,"2",11,"Jan","mech/reg",0,"40+",1,"W",0
"948",948,"4",6,"Jan","MV danger",0,"30-39",1,"H",1
"949",949,"1",6,"Feb","MV nodanger",1,"40+",0,"B",1
"950",950,"2",21,"Feb","MV nodanger",0,"18-29",0,"B",1
"951",951,"6",4,"Jan","MV danger",0,"30-39",1,"B",0
"952",952,"6",4,"Jan","MV danger",0,"18-29",1,"B",1
"953",953,"6",9,"Jan","MV danger",0,"18-29",1,"B",1
"954",954,"3",17,"Feb","MV danger",0,"30-39",1,"W",1
"955",955,"6",13,"Jan","MV nodanger",0,"30-39",1,"H",1
"956",956,"3",4,"Jan","MV danger",1,"18-29",1,"W",1
"957",957,"1",22,"Feb","MV nodanger",0,"30-39",1,"W",0
"958",958,"7",12,"Jan","MV nodanger",1,"40+",1,"B",0
"959",959,"6",12,"Jan","mech/reg",0,"18-29",1,"W",1
"960",960,"7",3,"Jan","MV nodanger",1,"18-29",1,"B",1
"961",961,"3",9,"Feb","MV nodanger",0,"18-29",1,"A",0
"962",962,"6",4,"Feb","MV nodanger",1,"40+",1,"W",1
"963",963,"7",0,"Jan","MV danger",0,"30-39",1,"A",1
"964",964,"4",2,"Jan","MV nodanger",1,"40+",1,"H",0
"965",965,"3",3,"Jan","MV danger",0,"18-29",1,"A",0
"966",966,"6",9,"Feb","mech/reg",1,"18-29",1,"B",0
"967",967,"1",10,"Jan","MV nodanger",1,"40+",1,"B",1
"968",968,"7",7,"Feb","MV nodanger",0,"30-39",1,"B",1
"969",969,"6",23,"Jan","MV danger",0,"18-29",1,"B",1
"970",970,"1",21,"Jan","MV danger",0,"40+",1,"W",1
"971",971,"2",23,"Jan","mech/reg",1,"40+",0,"B",1
"972",972,"6",6,"Jan","MV nodanger",0,"18-29",1,"B",1
"973",973,"2",13,"Jan","MV nodanger",0,"40+",1,"B",0
"974",974,"3",0,"Feb","MV nodanger",0,"under 18",1,"B",0
"975",975,"3",12,"Jan","MV danger",0,"30-39",1,"W",1
"976",976,"1",8,"Feb","MV danger",1,"18-29",1,"A",1
"977",977,"3",0,"Feb","MV nodanger",0,"40+",1,"B",1
"978",978,"5",3,"Jan","MV nodanger",1,"18-29",1,"A",0
"979",979,"5",7,"Jan","mech/reg",1,"18-29",1,"B",0
"980",980,"2",22,"Feb","MV danger",1,"40+",1,"B",1
"981",981,"6",3,"Jan","MV nodanger",0,"18-29",1,"W",1
"982",982,"3",23,"Feb","MV nodanger",0,"40+",1,"B",0
"983",983,"5",8,"Jan","MV danger",0,"30-39",1,"A",1
"984",984,"4",23,"Jan","MV danger",1,"18-29",0,"H",1
"985",985,"2",2,"Feb","mech/reg",0,"18-29",1,"B",0
"986",986,"4",14,"Jan","MV nodanger",1,"18-29",1,"B",1
"987",987,"5",1,"Jan","MV nodanger",1,"18-29",1,"B",0
"988",988,"2",21,"Jan","MV nodanger",0,"40+",1,"B",1
"989",989,"4",9,"Jan","mech/reg",0,"40+",1,"A",1
"990",990,"6",2,"Feb","mech/reg",0,"30-39",0,"B",1
"991",991,"5",15,"Feb","MV danger",0,"18-29",1,"W",1
"992",992,"5",9,"Jan","mech/reg",0,"18-29",1,"B",0
"993",993,"2",5,"Feb","MV nodanger",0,"18-29",1,"B",1
"994",994,"7",11,"Jan","MV nodanger",0,"40+",1,"W",1
"995",995,"5",12,"Feb","mech/reg",0,"40+",0,"B",1
"996",996,"7",5,"Jan","MV nodanger",1,"18-29",1,"B",0
"997",997,"7",11,"Feb","mech/reg",1,"18-29",1,"B",1
"998",998,"2",7,"Jan","MV nodanger",1,"30-39",1,"B",0
"999",999,"7",0,"Jan","MV danger",0,"18-29",0,"A",1
"1000",1000,"3",13,"Feb","MV danger",0,"40+",1,"W",1
"1001",1001,"6",9,"Jan","MV nodanger",1,"40+",0,"W",0
"1002",1002,"3",18,"Feb","MV nodanger",1,"40+",1,"W",0
"1003",1003,"7",1,"Jan","MV nodanger",0,"30-39",0,"B",0
"1004",1004,"3",16,"Feb","MV nodanger",0,"18-29",1,"W",1
"1005",1005,"6",15,"Jan","MV nodanger",0,"40+",0,"A",1
"1006",1006,"4",4,"Feb","MV nodanger",0,"30-39",1,"W",1
"1007",1007,"4",16,"Feb","MV nodanger",0,"40+",1,"B",1
"1008",1008,"3",22,"Feb","MV danger",1,"18-29",1,"B",1
"1009",1009,"1",15,"Feb","mech/reg",1,"30-39",1,"B",1
"1010",1010,"6",1,"Mar","MV nodanger",1,"under 18",1,"B",1
"1011",1011,"4",18,"Jan","MV nodanger",1,"18-29",1,"H",1
"1012",1012,"6",14,"Feb","mech/reg",1,"40+",1,"H",1
"1013",1013,"4",6,"Feb","MV danger",0,"30-39",0,"H",1
"1014",1014,"3",4,"Jan","MV danger",1,"30-39",1,"W",0
"1015",1015,"6",15,"Jan","MV nodanger",1,"30-39",0,"A",1
"1016",1016,"1",5,"Feb","MV nodanger",1,"30-39",1,"H",1
"1017",1017,"3",9,"Jan","MV nodanger",1,"18-29",0,"W",1
"1018",1018,"7",20,"Feb","MV danger",0,"under 18",1,"W",1
"1019",1019,"2",13,"Jan","MV nodanger",0,"18-29",1,"B",1
"1020",1020,"3",11,"Feb","MV nodanger",0,"40+",1,"H",0
"1021",1021,"6",15,"Feb","MV danger",1,"18-29",0,"A",1
"1022",1022,"4",22,"Jan","mech/reg",1,"40+",0,"H",1
"1023",1023,"3",17,"Jan","MV danger",1,"40+",0,"H",1
"1024",1024,"3",2,"Feb","mech/reg",1,"30-39",1,"A",0
"1025",1025,"1",13,"Jan","MV nodanger",0,"40+",0,"W",1
"1026",1026,"3",22,"Feb","MV nodanger",1,"30-39",0,"B",1
"1027",1027,"6",7,"Feb","mech/reg",0,"18-29",1,"W",0
"1028",1028,"7",2,"Jan","MV danger",0,"40+",1,"A",0
"1029",1029,"4",1,"Jan","MV nodanger",0,"18-29",1,"B",1
"1030",1030,"5",4,"Jan","MV danger",0,"30-39",0,"B",1
"1031",1031,"6",3,"Feb","MV danger",1,"18-29",1,"B",0
"1032",1032,"3",13,"Feb","MV nodanger",1,"40+",0,"W",1
"1033",1033,"7",8,"Jan","MV nodanger",1,"18-29",1,"A",1
"1034",1034,"3",3,"Feb","mech/reg",1,"under 18",1,"B",1
"1035",1035,"6",11,"Jan","mech/reg",0,"18-29",1,"A",0
"1036",1036,"4",22,"Feb","MV danger",0,"30-39",0,"B",1
"1037",1037,"6",22,"Jan","MV danger",0,"18-29",1,"A",1
"1038",1038,"1",5,"Feb","MV nodanger",0,"40+",1,"W",1
"1039",1039,"4",1,"Feb","mech/reg",1,"40+",1,"A",1
"1040",1040,"6",11,"Feb","MV nodanger",1,"18-29",0,"W",1
"1041",1041,"2",8,"Jan","MV danger",0,"40+",1,"H",1
"1042",1042,"1",14,"Feb","MV nodanger",1,"18-29",1,"B",1
"1043",1043,"6",9,"Feb","MV danger",0,"under 18",0,"W",1
"1044",1044,"6",10,"Jan","MV nodanger",1,"40+",1,"W",1
"1045",1045,"2",21,"Jan","MV nodanger",0,"18-29",0,"B",0
"1046",1046,"4",10,"Jan","MV danger",1,"18-29",0,"A",1
"1047",1047,"2",9,"Jan","MV danger",0,"30-39",1,"B",1
"1048",1048,"1",11,"Mar","mech/reg",1,"18-29",1,"B",1
"1049",1049,"6",15,"Feb","mech/reg",1,"40+",1,"H",1
"1050",1050,"7",0,"Feb","MV nodanger",0,"30-39",1,"B",1
"1051",1051,"3",4,"Feb","MV danger",0,"18-29",1,"B",0
"1052",1052,"3",9,"Feb","MV nodanger",1,"40+",1,"W",1
"1053",1053,"5",22,"Jan","MV nodanger",0,"18-29",0,"W",0
"1054",1054,"5",8,"Feb","MV nodanger",0,"under 18",1,"W",1
"1055",1055,"1",7,"Jan","mech/reg",1,"40+",1,"B",0
"1056",1056,"4",23,"Jan","mech/reg",1,"30-39",0,"H",1
"1057",1057,"3",1,"Jan","MV nodanger",1,"18-29",0,"W",0
"1058",1058,"5",20,"Feb","mech/reg",1,"under 18",1,"B",0
"1059",1059,"1",12,"Feb","mech/reg",1,"30-39",1,"B",0
"1060",1060,"2",2,"Feb","MV nodanger",0,"30-39",0,"B",1
"1061",1061,"4",7,"Jan","mech/reg",1,"18-29",1,"H",1
"1062",1062,"1",8,"Feb","MV nodanger",1,"18-29",1,"B",1
"1063",1063,"7",5,"Jan","MV nodanger",1,"30-39",1,"B",1
"1064",1064,"4",1,"Jan","MV nodanger",0,"40+",1,"B",1
"1065",1065,"3",4,"Jan","MV nodanger",1,"18-29",0,"B",1
"1066",1066,"3",17,"Feb","MV nodanger",0,"18-29",1,"W",1
"1067",1067,"6",8,"Feb","MV danger",0,"18-29",1,"H",1
"1068",1068,"4",22,"Jan","MV nodanger",1,"30-39",1,"B",1
"1069",1069,"1",9,"Jan","MV nodanger",0,"18-29",1,"A",1
"1070",1070,"5",0,"Feb","MV danger",0,"40+",0,"W",1
"1071",1071,"1",11,"Feb","MV danger",1,"30-39",0,"B",1
"1072",1072,"5",17,"Feb","MV nodanger",0,"18-29",1,"B",0
"1073",1073,"4",5,"Jan","MV danger",0,"18-29",1,"A",1
"1074",1074,"6",15,"Jan","mech/reg",0,"30-39",1,"A",1
"1075",1075,"6",12,"Feb","MV nodanger",1,"18-29",1,"B",1
"1076",1076,"1",9,"Jan","MV danger",1,"40+",1,"B",1
"1077",1077,"7",21,"Jan","MV nodanger",0,"40+",1,"B",0
"1078",1078,"1",13,"Jan","mech/reg",1,"18-29",1,"B",1
"1079",1079,"5",7,"Feb","MV nodanger",1,"30-39",0,"B",0
"1080",1080,"2",19,"Feb","MV nodanger",0,"40+",1,"W",1
"1081",1081,"1",23,"Jan","MV danger",0,"40+",0,"B",1
"1082",1082,"2",16,"Feb","MV nodanger",1,"18-29",1,"B",1
"1083",1083,"6",4,"Jan","MV danger",0,"40+",1,"W",1
"1084",1084,"7",5,"Feb","mech/reg",1,"40+",0,"A",1
"1085",1085,"3",14,"Feb","MV nodanger",1,"30-39",1,"A",1
"1086",1086,"1",12,"Jan","MV nodanger",1,"18-29",0,"B",1
"1087",1087,"7",1,"Feb","mech/reg",1,"18-29",1,"W",1
"1088",1088,"3",0,"Jan","MV nodanger",0,"30-39",1,"B",1
"1089",1089,"3",9,"Feb","MV danger",0,"40+",0,"W",1
"1090",1090,"2",16,"Feb","MV nodanger",0,"18-29",0,"W",0
"1091",1091,"4",14,"Jan","MV nodanger",1,"18-29",1,"H",1
"1092",1092,"6",3,"Jan","mech/reg",0,"18-29",1,"B",1
"1093",1093,"6",13,"Feb","MV danger",0,"18-29",1,"A",1
"1094",1094,"2",9,"Jan","MV nodanger",0,"40+",0,"B",1
"1095",1095,"6",15,"Jan","MV nodanger",1,"18-29",0,"B",1
"1096",1096,"6",15,"Jan","MV danger",1,"18-29",1,"B",1
"1097",1097,"2",12,"Feb","MV danger",1,"30-39",0,"B",1
"1098",1098,"4",22,"Jan","MV danger",0,"18-29",1,"B",1
"1099",1099,"1",3,"Feb","MV danger",1,"40+",1,"B",0
"1100",1100,"7",20,"Jan","MV nodanger",0,"40+",0,"B",0
"1101",1101,"1",23,"Feb","mech/reg",0,"18-29",1,"B",1
"1102",1102,"7",11,"Jan","MV danger",0,"40+",1,"A",1
"1103",1103,"4",3,"Jan","MV nodanger",0,"30-39",1,"A",1
"1104",1104,"2",21,"Feb","MV nodanger",1,"18-29",1,"B",0
"1105",1105,"3",15,"Jan","MV nodanger",1,"40+",0,"W",1
"1106",1106,"5",13,"Jan","MV nodanger",1,"18-29",1,"B",1
"1107",1107,"2",14,"Jan","MV nodanger",1,"18-29",1,"H",1
"1108",1108,"5",17,"Feb","mech/reg",1,"18-29",1,"B",0
"1109",1109,"7",18,"Feb","MV nodanger",1,"18-29",1,"B",1
"1110",1110,"1",22,"Jan","MV nodanger",0,"18-29",1,"B",1
"1111",1111,"5",23,"Feb","MV nodanger",1,"18-29",1,"W",0
"1112",1112,"3",7,"Feb","mech/reg",0,"40+",1,"B",0
"1113",1113,"4",14,"Feb","MV nodanger",1,"18-29",1,"W",0
"1114",1114,"6",12,"Feb","MV nodanger",1,"30-39",1,"H",1
"1115",1115,"3",21,"Jan","MV nodanger",1,"18-29",1,"B",0
"1116",1116,"4",11,"Feb","MV danger",1,"18-29",1,"W",1
"1117",1117,"6",4,"Jan","MV nodanger",0,"18-29",1,"W",1
"1118",1118,"1",2,"Jan","MV nodanger",0,"18-29",1,"B",1
"1119",1119,"1",15,"Feb","MV danger",1,"18-29",1,"B",1
"1120",1120,"5",4,"Jan","MV nodanger",0,"40+",1,"B",0
"1121",1121,"4",12,"Jan","MV danger",0,"18-29",1,"H",1
"1122",1122,"5",4,"Feb","MV danger",1,"under 18",1,"B",1
"1123",1123,"7",0,"Jan","MV nodanger",0,"18-29",1,"A",0
"1124",1124,"2",14,"Feb","MV nodanger",0,"18-29",1,"H",1
"1125",1125,"7",9,"Feb","mech/reg",0,"30-39",1,"B",1
"1126",1126,"3",12,"Jan","mech/reg",1,"30-39",1,"W",1
"1127",1127,"7",23,"Jan","MV nodanger",1,"18-29",1,"A",0
"1128",1128,"7",3,"Jan","MV danger",0,"under 18",0,"W",1
"1129",1129,"5",5,"Feb","mech/reg",1,"40+",1,"B",0
"1130",1130,"4",6,"Feb","MV danger",0,"40+",1,"A",0
"1131",1131,"2",13,"Feb","MV danger",1,"18-29",1,"H",0
"1132",1132,"4",1,"Jan","MV nodanger",0,"30-39",0,"W",0
"1133",1133,"3",21,"Jan","MV nodanger",0,"40+",1,"W",1
"1134",1134,"6",1,"Feb","MV danger",1,"18-29",1,"B",0
"1135",1135,"1",3,"Jan","MV danger",0,"40+",1,"B",1
"1136",1136,"4",1,"Feb","MV danger",1,"under 18",1,"H",1
"1137",1137,"4",17,"Feb","mech/reg",0,"30-39",1,"H",1
"1138",1138,"6",18,"Feb","MV nodanger",0,"40+",1,"W",1
"1139",1139,"3",22,"Feb","MV nodanger",1,"18-29",1,"B",1
"1140",1140,"3",10,"Feb","MV danger",1,"40+",1,"W",1
"1141",1141,"2",9,"Feb","mech/reg",1,"18-29",1,"B",1
"1142",1142,"1",15,"Feb","MV danger",0,"40+",1,"B",0
"1143",1143,"7",0,"Feb","MV nodanger",0,"40+",0,"A",1
"1144",1144,"4",10,"Feb","MV nodanger",1,"18-29",1,"H",1
"1145",1145,"4",4,"Jan","MV nodanger",1,"18-29",1,"B",0
"1146",1146,"1",12,"Jan","MV nodanger",0,"18-29",1,"B",1
"1147",1147,"6",14,"Feb","MV nodanger",1,"18-29",0,"W",1
"1148",1148,"4",19,"Jan","mech/reg",1,"30-39",1,"H",1
"1149",1149,"5",14,"Feb","MV nodanger",0,"40+",1,"B",1
"1150",1150,"5",2,"Jan","MV danger",1,"40+",1,"H",0
"1151",1151,"5",4,"Jan","MV nodanger",0,"40+",1,"B",0
"1152",1152,"2",10,"Feb","MV nodanger",1,"18-29",1,"B",1
"1153",1153,"1",18,"Feb","MV nodanger",1,"18-29",1,"H",0
"1154",1154,"6",22,"Jan","MV nodanger",1,"40+",0,"W",0
"1155",1155,"5",11,"Jan","MV danger",1,"30-39",1,"B",0
"1156",1156,"5",19,"Jan","MV nodanger",1,"30-39",0,"B",1
"1157",1157,"5",17,"Jan","MV nodanger",1,"18-29",1,"W",1
"1158",1158,"1",7,"Feb","MV danger",0,"18-29",1,"W",1
"1159",1159,"1",4,"Feb","MV nodanger",1,"40+",1,"W",0
"1160",1160,"2",12,"Feb","MV nodanger",0,"40+",1,"W",1
"1161",1161,"1",8,"Feb","MV nodanger",0,"30-39",1,"W",1
"1162",1162,"6",11,"Jan","mech/reg",0,"40+",1,"W",1
"1163",1163,"4",17,"Jan","MV nodanger",1,"40+",0,"H",1
"1164",1164,"4",21,"Mar","MV nodanger",0,"18-29",1,"A",1
"1165",1165,"5",20,"Feb","MV danger",0,"40+",1,"B",0
"1166",1166,"2",2,"Jan","mech/reg",1,"30-39",0,"B",1
"1167",1167,"1",11,"Feb","MV nodanger",0,"40+",1,"B",1
"1168",1168,"7",0,"Jan","mech/reg",0,"40+",1,"A",0
"1169",1169,"6",15,"Jan","MV nodanger",0,"40+",1,"W",1
"1170",1170,"7",23,"Jan","mech/reg",1,"18-29",1,"A",1
"1171",1171,"7",14,"Jan","MV nodanger",1,"40+",0,"B",1
"1172",1172,"5",0,"Jan","MV nodanger",0,"30-39",1,"B",0
"1173",1173,"2",8,"Jan","MV nodanger",1,"30-39",0,"B",1
"1174",1174,"1",19,"Jan","MV nodanger",1,"40+",1,"B",0
"1175",1175,"4",19,"Feb","mech/reg",0,"18-29",1,"A",1
"1176",1176,"2",21,"Feb","mech/reg",1,"18-29",1,"W",0
"1177",1177,"6",4,"Feb","mech/reg",1,"18-29",1,"B",1
"1178",1178,"5",20,"Jan","MV nodanger",1,"18-29",1,"B",0
"1179",1179,"7",16,"Feb","MV danger",1,"30-39",1,"B",1
"1180",1180,"5",1,"Feb","MV nodanger",1,"30-39",1,"B",0
"1181",1181,"4",14,"Feb","MV danger",0,"30-39",1,"H",1
"1182",1182,"6",19,"Jan","MV nodanger",1,"18-29",1,"B",0
"1183",1183,"5",11,"Jan","MV nodanger",1,"18-29",0,"B",1
"1184",1184,"6",7,"Feb","MV nodanger",0,"30-39",1,"B",1
"1185",1185,"5",2,"Jan","MV nodanger",1,"18-29",1,"B",0
"1186",1186,"4",8,"Jan","MV nodanger",1,"40+",1,"B",1
"1187",1187,"1",20,"Feb","MV nodanger",1,"30-39",1,"B",1
"1188",1188,"1",3,"Feb","MV nodanger",1,"18-29",1,"B",1
"1189",1189,"3",4,"Jan","MV nodanger",0,"30-39",0,"W",0
"1190",1190,"1",16,"Feb","MV nodanger",1,"30-39",1,"B",0
"1191",1191,"7",20,"Jan","MV danger",0,"18-29",1,"B",1
"1192",1192,"5",8,"Feb","MV danger",1,"40+",0,"W",1
"1193",1193,"6",13,"Feb","MV nodanger",0,"30-39",1,"H",1
"1194",1194,"7",8,"Jan","mech/reg",0,"40+",1,"B",1
"1195",1195,"7",8,"Feb","mech/reg",0,"40+",1,"A",1
"1196",1196,"1",21,"Jan","mech/reg",0,"40+",1,"B",0
"1197",1197,"6",2,"Jan","MV nodanger",1,"30-39",1,"B",0
"1198",1198,"5",6,"Jan","mech/reg",0,"18-29",1,"B",1
"1199",1199,"4",9,"Feb","MV nodanger",0,"40+",1,"B",1
"1200",1200,"2",8,"Jan","mech/reg",1,"30-39",1,"B",1
"1201",1201,"4",23,"Feb","MV nodanger",1,"18-29",0,"B",1
"1202",1202,"5",22,"Jan","MV nodanger",0,"30-39",1,"B",0
"1203",1203,"7",16,"Feb","mech/reg",1,"18-29",1,"A",0
"1204",1204,"1",6,"Feb","mech/reg",0,"30-39",1,"H",0
"1205",1205,"7",11,"Feb","MV nodanger",1,"30-39",0,"B",1
"1206",1206,"4",8,"Jan","MV danger",1,"40+",1,"H",1
"1207",1207,"1",11,"Feb","MV nodanger",0,"40+",1,"W",1
"1208",1208,"3",5,"Jan","MV nodanger",1,"18-29",1,"B",0
"1209",1209,"7",6,"Feb","mech/reg",0,"18-29",0,"B",1
"1210",1210,"4",10,"Jan","MV nodanger",0,"18-29",1,"W",1
"1211",1211,"3",21,"Jan","MV danger",1,"18-29",1,"B",0
"1212",1212,"2",14,"Feb","MV danger",1,"18-29",1,"B",1
"1213",1213,"1",15,"Feb","MV nodanger",1,"18-29",1,"B",1
"1214",1214,"7",8,"Jan","MV nodanger",0,"40+",1,"W",1
"1215",1215,"6",22,"Feb","MV nodanger",1,"18-29",1,"H",0
"1216",1216,"7",6,"Jan","MV nodanger",1,"18-29",1,"A",1
"1217",1217,"4",0,"Feb","mech/reg",0,"30-39",1,"B",1
"1218",1218,"5",15,"Jan","MV nodanger",1,"18-29",0,"B",1
"1219",1219,"1",3,"Feb","MV danger",0,"18-29",0,"W",0
"1220",1220,"2",21,"Feb","MV nodanger",1,"40+",1,"B",0
"1221",1221,"1",0,"Jan","MV danger",1,"18-29",1,"B",1
"1222",1222,"6",16,"Jan","MV nodanger",1,"18-29",1,"B",0
"1223",1223,"6",16,"Jan","MV danger",1,"40+",1,"B",1
"1224",1224,"4",21,"Jan","MV danger",1,"40+",0,"W",0
"1225",1225,"2",14,"Jan","MV nodanger",1,"30-39",1,"W",1
"1226",1226,"1",0,"Jan","MV nodanger",1,"40+",1,"B",1
"1227",1227,"6",13,"Feb","MV nodanger",0,"40+",1,"B",0
"1228",1228,"5",11,"Jan","MV danger",0,"30-39",1,"B",0
"1229",1229,"4",2,"Feb","MV danger",1,"30-39",1,"B",0
"1230",1230,"7",16,"Feb","MV nodanger",0,"40+",1,"W",0
"1231",1231,"5",12,"Feb","MV nodanger",1,"30-39",1,"B",1
"1232",1232,"6",22,"Jan","MV nodanger",1,"30-39",1,"H",0
"1233",1233,"7",19,"Feb","MV nodanger",0,"30-39",0,"B",0
"1234",1234,"4",22,"Feb","MV nodanger",1,"40+",1,"H",0
"1235",1235,"3",11,"Feb","mech/reg",0,"18-29",0,"W",1
"1236",1236,"3",9,"Jan","MV danger",0,"40+",1,"H",1
"1237",1237,"1",7,"Feb","MV nodanger",0,"18-29",1,"B",1
"1238",1238,"4",0,"Feb","MV nodanger",1,"18-29",0,"A",1
"1239",1239,"7",23,"Feb","MV danger",0,"30-39",1,"W",0
"1240",1240,"2",12,"Jan","MV nodanger",1,"40+",1,"H",0
"1241",1241,"7",1,"Jan","MV danger",0,"40+",1,"B",1
"1242",1242,"2",4,"Feb","MV nodanger",0,"40+",1,"B",0
"1243",1243,"1",13,"Feb","MV danger",0,"40+",1,"B",1
"1244",1244,"2",20,"Jan","mech/reg",0,"18-29",1,"H",0
"1245",1245,"2",11,"Jan","MV danger",0,"under 18",0,"H",1
"1246",1246,"3",19,"Feb","MV nodanger",0,"30-39",0,"W",0
"1247",1247,"4",12,"Feb","MV nodanger",1,"18-29",1,"B",0
"1248",1248,"5",9,"Jan","MV danger",0,"40+",1,"W",1
"1249",1249,"5",18,"Feb","MV nodanger",0,"30-39",1,"B",1
"1250",1250,"5",16,"Feb","MV nodanger",0,"30-39",1,"B",1
"1251",1251,"2",13,"Jan","mech/reg",0,"30-39",1,"B",1
"1252",1252,"6",20,"Feb","MV danger",1,"18-29",0,"A",1
"1253",1253,"4",10,"Jan","MV nodanger",0,"40+",1,"W",1
"1254",1254,"6",6,"Feb","MV nodanger",1,"30-39",1,"B",1
"1255",1255,"3",23,"Jan","MV nodanger",1,"18-29",1,"W",0
"1256",1256,"2",4,"Feb","MV nodanger",1,"18-29",1,"B",1
"1257",1257,"1",21,"Jan","MV nodanger",1,"18-29",1,"H",0
"1258",1258,"7",18,"Jan","MV nodanger",0,"18-29",1,"A",1
"1259",1259,"5",23,"Feb","MV nodanger",1,"30-39",0,"B",1
"1260",1260,"6",9,"Feb","MV nodanger",1,"30-39",1,"B",0
"1261",1261,"5",15,"Feb","MV nodanger",1,"40+",1,"B",0
"1262",1262,"2",15,"Mar","MV nodanger",1,"18-29",1,"B",1
"1263",1263,"4",23,"Jan","MV danger",0,"18-29",1,"A",1
"1264",1264,"5",1,"Mar","MV danger",0,"30-39",0,"B",0
"1265",1265,"2",13,"Feb","MV danger",1,"under 18",0,"B",1
"1266",1266,"2",3,"Jan","MV nodanger",1,"40+",0,"B",0
"1267",1267,"5",11,"Feb","MV nodanger",1,"18-29",1,"B",0
"1268",1268,"7",19,"Jan","MV danger",1,"40+",1,"B",1
"1269",1269,"6",21,"Feb","MV nodanger",1,"18-29",0,"B",0
"1270",1270,"6",21,"Jan","MV nodanger",1,"40+",0,"W",1
"1271",1271,"5",10,"Feb","MV nodanger",0,"18-29",1,"B",0
"1272",1272,"7",22,"Feb","MV nodanger",0,"18-29",1,"H",0
"1273",1273,"1",19,"Feb","MV nodanger",1,"under 18",1,"B",1
"1274",1274,"2",2,"Feb","MV nodanger",0,"40+",0,"B",0
"1275",1275,"7",6,"Feb","MV danger",1,"18-29",1,"W",0
"1276",1276,"6",18,"Jan","MV nodanger",0,"40+",0,"W",1
"1277",1277,"7",14,"Feb","MV danger",1,"40+",1,"W",1
"1278",1278,"5",3,"Jan","MV nodanger",1,"40+",1,"B",0
"1279",1279,"3",8,"Feb","MV danger",0,"40+",0,"W",1
"1280",1280,"4",22,"Feb","MV nodanger",1,"40+",1,"B",0
"1281",1281,"4",15,"Jan","MV nodanger",0,"40+",1,"H",1
"1282",1282,"2",3,"Jan","MV danger",1,"18-29",1,"B",0
"1283",1283,"7",19,"Jan","MV nodanger",0,"40+",1,"A",1
"1284",1284,"4",4,"Jan","MV nodanger",1,"18-29",1,"B",1
"1285",1285,"1",11,"Feb","MV nodanger",0,"18-29",0,"B",1
"1286",1286,"2",10,"Feb","MV nodanger",0,"18-29",1,"B",1
"1287",1287,"6",12,"Feb","MV nodanger",0,"40+",1,"A",1
"1288",1288,"4",11,"Feb","MV danger",1,"18-29",1,"B",1
"1289",1289,"3",19,"Jan","mech/reg",1,"30-39",1,"B",0
"1290",1290,"2",22,"Feb","MV danger",1,"30-39",1,"B",0
"1291",1291,"5",1,"Jan","MV danger",0,"30-39",0,"W",0
"1292",1292,"6",13,"Feb","MV danger",0,"18-29",1,"A",1
"1293",1293,"6",8,"Jan","mech/reg",0,"under 18",1,"B",1
"1294",1294,"7",18,"Feb","MV nodanger",0,"18-29",1,"B",0
"1295",1295,"7",22,"Feb","mech/reg",0,"18-29",0,"A",1
"1296",1296,"5",6,"Jan","MV nodanger",0,"18-29",1,"B",1
"1297",1297,"1",11,"Feb","MV nodanger",0,"30-39",1,"B",0
"1298",1298,"3",19,"Feb","MV danger",0,"40+",1,"W",0
"1299",1299,"2",10,"Feb","MV nodanger",0,"40+",0,"B",1
"1300",1300,"1",19,"Feb","mech/reg",0,"18-29",1,"B",1
"1301",1301,"7",20,"Feb","MV nodanger",1,"18-29",1,"A",0
"1302",1302,"4",22,"Feb","MV danger",1,"18-29",1,"B",1
"1303",1303,"1",11,"Feb","MV nodanger",1,"40+",1,"A",1
"1304",1304,"1",8,"Jan","mech/reg",1,"18-29",1,"B",1
"1305",1305,"3",11,"Jan","MV nodanger",0,"18-29",1,"W",0
"1306",1306,"3",13,"Jan","MV danger",0,"30-39",0,"W",1
"1307",1307,"2",16,"Jan","MV danger",1,"40+",1,"H",1
"1308",1308,"1",23,"Jan","MV danger",0,"30-39",1,"B",1
"1309",1309,"7",19,"Feb","MV danger",1,"18-29",1,"B",0
"1310",1310,"6",13,"Jan","MV danger",1,"40+",1,"B",1
