"Package","Item","Title","csv","doc"
"car","Adler","Experimenter Expectations",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Adler.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Adler.html">DOC</a>
"car","Angell","Moral Integration of American Cities",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Angell.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Angell.html">DOC</a>
"car","Anscombe","U. S. State Public-School Expenditures",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Anscombe.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Anscombe.html">DOC</a>
"car","Baumann","Methods of Teaching Reading Comprehension",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Baumann.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Baumann.html">DOC</a>
"car","Bfox","Canadian Women's Labour-Force Participation",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Bfox.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Bfox.html">DOC</a>
"car","Blackmoor","Exercise Histories of Eating-Disordered and Control Subjects",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Blackmoor.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Blackmoor.html">DOC</a>
"car","Burt","Fraudulent Data on IQs of Twins Raised Apart",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Burt.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Burt.html">DOC</a>
"car","CanPop","Canadian Population Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/CanPop.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/CanPop.html">DOC</a>
"car","Chile","Voting Intentions in the 1988 Chilean Plebiscite",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Chile.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Chile.html">DOC</a>
"car","Chirot","The 1907 Romanian Peasant Rebellion",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Chirot.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Chirot.html">DOC</a>
"car","Cowles","Cowles and Davis's Data on Volunteering",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Cowles.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Cowles.html">DOC</a>
"car","Davis","Self-Reports of Height and Weight",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Davis.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Davis.html">DOC</a>
"car","DavisThin","Davis's Data on Drive for Thinness",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/DavisThin.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/DavisThin.html">DOC</a>
"car","Depredations","Minnesota Wolf Depredation Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Depredations.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Depredations.html">DOC</a>
"car","Duncan","Duncan's Occupational Prestige Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Duncan.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Duncan.html">DOC</a>
"car","Ericksen","The 1980 U.S. Census Undercount",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Ericksen.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Ericksen.html">DOC</a>
"car","Florida","Florida County Voting",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Florida.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Florida.html">DOC</a>
"car","Freedman","Crowding and Crime in U. S. Metropolitan Areas",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Freedman.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Freedman.html">DOC</a>
"car","Friendly","Format Effects on Recall",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Friendly.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Friendly.html">DOC</a>
"car","Ginzberg","Data on Depression",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Ginzberg.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Ginzberg.html">DOC</a>
"car","Greene","Refugee Appeals",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Greene.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Greene.html">DOC</a>
"car","Guyer","Anonymity and Cooperation",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Guyer.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Guyer.html">DOC</a>
"car","Hartnagel","Canadian Crime-Rates Time Series",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Hartnagel.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Hartnagel.html">DOC</a>
"car","Highway1","Highway Accidents",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Highway1.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Highway1.html">DOC</a>
"car","Leinhardt","Data on Infant-Mortality",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Leinhardt.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Leinhardt.html">DOC</a>
"car","Mandel","Contrived Collinear Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Mandel.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Mandel.html">DOC</a>
"car","Migration","Canadian Interprovincial Migration Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Migration.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Migration.html">DOC</a>
"car","Moore","Status, Authoritarianism, and Conformity",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Moore.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Moore.html">DOC</a>
"car","Mroz","U.S. Women's Labor-Force Participation",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Mroz.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Mroz.html">DOC</a>
"car","OBrienKaiser","O'Brien and Kaiser's Repeated-Measures Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/OBrienKaiser.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/OBrienKaiser.html">DOC</a>
"car","Ornstein","Interlocking Directorates Among Major Canadian Firms",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Ornstein.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Ornstein.html">DOC</a>
"car","Pottery","Chemical Composition of Pottery",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Pottery.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Pottery.html">DOC</a>
"car","Prestige","Prestige of Canadian Occupations",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Prestige.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Prestige.html">DOC</a>
"car","Quartet","Four Regression Datasets",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Quartet.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Quartet.html">DOC</a>
"car","Robey","Fertility and Contraception",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Robey.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Robey.html">DOC</a>
"car","SLID","Survey of Labour and Income Dynamics",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/SLID.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/SLID.html">DOC</a>
"car","Sahlins","Agricultural Production in Mazulu Village",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Sahlins.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Sahlins.html">DOC</a>
"car","Salaries","Salaries for Professors",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Salaries.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Salaries.html">DOC</a>
"car","Soils","Soil Compositions of Physical and Chemical Characteristics",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Soils.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Soils.html">DOC</a>
"car","States","Education and Related Statistics for the U.S. States",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/States.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/States.html">DOC</a>
"car","Transact","Transaction data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Transact.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Transact.html">DOC</a>
"car","UN","GDP and Infant Mortality",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/UN.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/UN.html">DOC</a>
"car","USPop","Population of the United States",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/USPop.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/USPop.html">DOC</a>
"car","Vocab","Vocabulary and Education",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Vocab.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Vocab.html">DOC</a>
"car","WeightLoss","Weight Loss Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/WeightLoss.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/WeightLoss.html">DOC</a>
"car","Womenlf","Canadian Women's Labour-Force Participation",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Womenlf.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Womenlf.html">DOC</a>
"car","Wool","Wool data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/car/Wool.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/car/Wool.html">DOC</a>
"cluster","agriculture","European Union Agricultural Workforces",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/agriculture.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/agriculture.html">DOC</a>
"cluster","animals","Attributes of Animals",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/animals.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/animals.html">DOC</a>
"cluster","chorSub","Subset of C-horizon of Kola Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/chorSub.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/chorSub.html">DOC</a>
"cluster","flower","Flower Characteristics",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/flower.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/flower.html">DOC</a>
"cluster","plantTraits","Plant Species Traits Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/plantTraits.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/plantTraits.html">DOC</a>
"cluster","pluton","Isotopic Composition Plutonium Batches",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/pluton.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/pluton.html">DOC</a>
"cluster","ruspini","Ruspini Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/ruspini.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/ruspini.html">DOC</a>
"cluster","votes.repub","Votes for Republican Candidate in Presidential Elections",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/votes.repub.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/votes.repub.html">DOC</a>
"cluster","xclara","Bivariate Data Set with 3 Clusters",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/cluster/xclara.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/cluster/xclara.html">DOC</a>
"COUNT","affairs","affairs",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/affairs.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/affairs.html">DOC</a>
"COUNT","azcabgptca","azcabgptca",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/azcabgptca.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/azcabgptca.html">DOC</a>
"COUNT","azdrg112","azdrg112",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/azdrg112.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/azdrg112.html">DOC</a>
"COUNT","azpro","azpro",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/azpro.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/azpro.html">DOC</a>
"COUNT","azprocedure","azprocedure",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/azprocedure.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/azprocedure.html">DOC</a>
"COUNT","badhealth","badhealth",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/badhealth.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/badhealth.html">DOC</a>
"COUNT","fasttrakg","fasttrakg",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/fasttrakg.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/fasttrakg.html">DOC</a>
"COUNT","fishing","fishing",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/fishing.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/fishing.html">DOC</a>
"COUNT","lbw","lbw",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/lbw.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/lbw.html">DOC</a>
"COUNT","lbwgrp","lbwgrp",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/lbwgrp.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/lbwgrp.html">DOC</a>
"COUNT","loomis","loomis",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/loomis.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/loomis.html">DOC</a>
"COUNT","mdvis","mdvis",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/mdvis.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/mdvis.html">DOC</a>
"COUNT","medpar","medpar",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/medpar.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/medpar.html">DOC</a>
"COUNT","nuts","nuts",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/nuts.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/nuts.html">DOC</a>
"COUNT","rwm","rwm",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/rwm.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/rwm.html">DOC</a>
"COUNT","rwm1984","rwm1984",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/rwm1984.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/rwm1984.html">DOC</a>
"COUNT","rwm5yr","rwm5yr",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/rwm5yr.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/rwm5yr.html">DOC</a>
"COUNT","ships","ships",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/ships.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/ships.html">DOC</a>
"COUNT","smoking","smoking",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/smoking.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/smoking.html">DOC</a>
"COUNT","titanic","titanic",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/titanic.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/titanic.html">DOC</a>
"COUNT","titanicgrp","titanicgrp",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/COUNT/titanicgrp.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/COUNT/titanicgrp.html">DOC</a>
"Ecdat","Accident","Ship Accidents",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Accident.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Accident.html">DOC</a>
"Ecdat","Airline","Cost for U.S. Airlines",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Airline.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Airline.html">DOC</a>
"Ecdat","Airq","Air Quality for Californian Metropolitan Areas",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Airq.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Airq.html">DOC</a>
"Ecdat","Benefits","Unemployement of Blue Collar Workers",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Benefits.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Benefits.html">DOC</a>
"Ecdat","Bids","Bids Received By U.S. Firms",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Bids.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Bids.html">DOC</a>
"Ecdat","BudgetFood","Budget Share of Food for Spanish Households",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/BudgetFood.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/BudgetFood.html">DOC</a>
"Ecdat","BudgetItaly","Budget Shares for Italian Households",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/BudgetItaly.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/BudgetItaly.html">DOC</a>
"Ecdat","BudgetUK","Budget Shares of British Households",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/BudgetUK.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/BudgetUK.html">DOC</a>
"Ecdat","Bwages","Wages in Belgium",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Bwages.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Bwages.html">DOC</a>
"Ecdat","CPSch3","Earnings from the Current Population Survey",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/CPSch3.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/CPSch3.html">DOC</a>
"Ecdat","CRANpackages","Growth of CRAN",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/CRANpackages.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/CRANpackages.html">DOC</a>
"Ecdat","Capm","Stock Market Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Capm.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Capm.html">DOC</a>
"Ecdat","Car","Stated Preferences for Car Choice",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Car.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Car.html">DOC</a>
"Ecdat","Caschool","The California Test Score Data Set",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Caschool.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Caschool.html">DOC</a>
"Ecdat","Catsup","Choice of Brand for Catsup",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Catsup.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Catsup.html">DOC</a>
"Ecdat","Cigar","Cigarette Consumption",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Cigar.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Cigar.html">DOC</a>
"Ecdat","Cigarette","The Cigarette Consumption Panel Data Set",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Cigarette.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Cigarette.html">DOC</a>
"Ecdat","Clothing","Sales Data of Men's Fashion Stores",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Clothing.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Clothing.html">DOC</a>
"Ecdat","Computers","Prices of Personal Computers",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Computers.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Computers.html">DOC</a>
"Ecdat","Cracker","Choice of Brand for Crakers",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Cracker.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Cracker.html">DOC</a>
"Ecdat","Crime","Crime in North Carolina",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Crime.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Crime.html">DOC</a>
"Ecdat","DM","DM Dollar Exchange Rate",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/DM.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/DM.html">DOC</a>
"Ecdat","Diamond","Pricing the C's of Diamond Stones",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Diamond.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Diamond.html">DOC</a>
"Ecdat","Doctor","Number of Doctor Visits",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Doctor.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Doctor.html">DOC</a>
"Ecdat","DoctorAUS","Doctor Visits in Australia",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/DoctorAUS.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/DoctorAUS.html">DOC</a>
"Ecdat","DoctorContacts","Contacts With Medical Doctor",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/DoctorContacts.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/DoctorContacts.html">DOC</a>
"Ecdat","Earnings","Earnings for Three Age Groups",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Earnings.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Earnings.html">DOC</a>
"Ecdat","Electricity","Cost Function for Electricity Producers",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Electricity.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Electricity.html">DOC</a>
"Ecdat","Fair","Extramarital Affairs Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Fair.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Fair.html">DOC</a>
"Ecdat","Fatality","Drunk Driving Laws and Traffic Deaths",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Fatality.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Fatality.html">DOC</a>
"Ecdat","Fishing","Choice of Fishing Mode",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Fishing.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Fishing.html">DOC</a>
"Ecdat","Forward","Exchange Rates of US Dollar Against Other Currencies",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Forward.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Forward.html">DOC</a>
"Ecdat","FriendFoe","Data from the Television Game Show Friend Or Foe ?",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/FriendFoe.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/FriendFoe.html">DOC</a>
"Ecdat","Garch","Daily Observations on Exchange Rates of the US Dollar Against Other Currencies",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Garch.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Garch.html">DOC</a>
"Ecdat","Gasoline","Gasoline Consumption",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Gasoline.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Gasoline.html">DOC</a>
"Ecdat","Griliches","Wage Datas",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Griliches.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Griliches.html">DOC</a>
"Ecdat","Grunfeld","Grunfeld Investment Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/Grunfeld.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/Grunfeld.html">DOC</a>
"Ecdat","HC","Heating and Cooling System Choice in Newly Built Houses in California",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Ecdat/HC.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Ecdat/HC.html">DOC</a>
