"","date","jyspot","jyfwd","jys30","dmspot","dmfwd","dms30","bpspot","bpfwd","bps30","quote"
"253",19791102,235.5,234.27,247.55,1.7978,1.7861,1.745,0.4851,0.4844,0.4581,"02nov1979"
"254",19791109,242.48,240.88,236.1,1.7948,1.7848,1.7288,0.4792,0.4789,0.4541,"09nov1979"
"255",19791116,247,245.55,240,1.784,1.774,1.7285,0.466,0.4671,0.455,"16nov1979"
"256",19791123,249.25,247.85,238.8,1.7623,1.7545,1.731,0.4627,0.4639,0.4533,"23nov1979"
"257",19791130,249.4,248.3,238.05,1.7316,1.7236,1.716,0.4559,0.4567,0.449,"30nov1979"
"258",19791207,239.2,238,235.05,1.756,1.748,1.7145,0.4606,0.4614,0.4428,"07dec1979"
"259",19791214,241.5,239.9,239.05,1.7393,1.7295,1.731,0.4554,0.4557,0.4394,"14dec1979"
"260",19791221,238,236.68,238.75,1.741,1.7342,1.7295,0.4556,0.4562,0.4386,"21dec1979"
"261",19791228,239,237.65,239.5,1.722,1.7127,1.7393,0.4484,0.4492,0.4413,"28dec1979"
"262",19800104,237.1,235.4,239.85,1.713,1.7015,1.7405,0.4472,0.4477,0.4352,"04jan1980"
"263",19800111,235.68,234.23,241.7,1.7187,1.7085,1.738,0.4425,0.4433,0.4334,"11jan1980"
"264",19800118,239.4,237.7,246.1,1.724,1.714,1.7462,0.4384,0.4397,0.4396,"18jan1980"
"265",19800125,239.2,237.7,248.4,1.7305,1.72,1.7655,0.4387,0.4416,0.4374,"25jan1980"
"266",19800201,240.25,239.02,248.45,1.745,1.7372,1.7815,0.4403,0.4417,0.4411,"01feb1980"
"267",19800208,241.3,240,246.85,1.7405,1.7324,1.8085,0.4343,0.4355,0.4506,"08feb1980"
"268",19800215,243.6,242.5,249.25,1.739,1.7305,1.883,0.4333,0.4345,0.4586,"15feb1980"
"269",19800222,246.65,245.15,248.85,1.7565,1.7455,1.891,0.439,0.4396,0.4587,"22feb1980"
"270",19800229,250.15,248.6,257.3,1.773,1.7604,1.959,0.4388,0.4397,0.4647,"29feb1980"
"271",19800307,248.2,247.1,260,1.797,1.7813,1.883,0.4495,0.4491,0.4566,"07mar1980"
"272",19800314,249.3,248.1,252.3,1.838,1.8194,1.894,0.4536,0.4527,0.4554,"14mar1980"
"273",19800321,248.85,247.9,247.4,1.8764,1.8589,1.834,0.4568,0.4562,0.4432,"21mar1980"
"274",19800328,249.7,248.95,239.2,1.9315,1.9143,1.804,0.4598,0.4595,0.4378,"28mar1980"
"275",19800404,258.1,256.7,233.8,1.962,1.9445,1.7925,0.4672,0.4663,0.4373,"04apr1980"
"276",19800411,251,249.8,227.1,1.881,1.8633,1.7847,0.456,0.4553,0.4373,"11apr1980"
"277",19800418,248.3,247.2,225.95,1.8485,1.8335,1.8038,0.4488,0.4486,0.4373,"18apr1980"
"278",19800425,244.1,242.95,219.5,1.81,1.7985,1.7688,0.4377,0.4379,0.4216,"25apr1980"
"279",19800502,239.9,239.35,222.7,1.811,1.8025,1.782,0.4418,0.4432,0.4315,"02may1980"
"280",19800509,231.7,231.65,217.2,1.8043,1.8003,1.764,0.4387,0.441,0.428,"09may1980"
"281",19800516,229.5,229.7,215.7,1.7882,1.7859,1.7648,0.4376,0.4398,0.429,"16may1980"
"282",19800523,221.6,222.25,217.4,1.783,1.7837,1.7678,0.4284,0.4316,0.4277,"23may1980"
"283",19800530,224.4,224.8,219.65,1.7865,1.7843,1.764,0.429,0.4313,0.4242,"30may1980"
"284",19800606,219.6,220,219,1.773,1.7727,1.7355,0.4286,0.4314,0.4197,"06jun1980"
"285",19800613,215.3,216.1,219.17,1.7517,1.7522,1.7484,0.4263,0.4293,0.4217,"13jun1980"
"286",19800620,216.8,217.5,220.35,1.7688,1.7688,1.7373,0.428,0.431,0.4199,"20jun1980"
"287",19800627,217.5,218,226.4,1.764,1.7637,1.764,0.4263,0.4292,0.4219,"27jun1980"
"288",19800704,218.65,219.3,225.7,1.758,1.7578,1.77,0.4235,0.4263,0.4218,"04jul1980"
"289",19800711,217.7,218.35,223.85,1.7433,1.7428,1.7758,0.4211,0.4235,0.4206,"11jul1980"
"290",19800718,219.05,219.65,224.2,1.743,1.7419,1.798,0.4211,0.4236,0.4226,"18jul1980"
"291",19800725,224.65,225.45,220.2,1.736,1.735,1.8027,0.4173,0.4197,0.4189,"25jul1980"
"292",19800801,227.4,227.8,217.3,1.7915,1.7887,1.781,0.4283,0.4307,0.4139,"01aug1980"
"293",19800808,226.5,226.85,216.35,1.7857,1.7822,1.7805,0.4223,0.4246,0.4164,"08aug1980"
"294",19800815,225.05,225.35,211.5,1.784,1.781,1.7818,0.4209,0.4231,0.4182,"15aug1980"
"295",19800822,224.2,224.55,216,1.806,1.8021,1.8002,0.4227,0.4252,0.4159,"22aug1980"
"296",19800829,218.95,219,207.9,1.7915,1.7875,1.8065,0.4182,0.4201,0.419,"29aug1980"
"297",19800905,218,218.1,209.45,1.78,1.7765,1.8046,0.4137,0.4156,0.4182,"05sep1980"
"298",19800912,213.2,213.55,206.45,1.7797,1.7757,1.8117,0.4142,0.4161,0.4149,"12sep1980"
"299",19800919,211.7,211.95,208.25,1.7982,1.7939,1.8665,0.4195,0.4211,0.4103,"19sep1980"
"300",19800926,212.3,212.35,211,1.8056,1.7991,1.8926,0.4174,0.4186,0.4097,"26sep1980"
"301",19801003,207.6,206.95,212.2,1.8115,1.803,1.9425,0.4188,0.4195,0.4087,"03oct1980"
"302",19801010,208.2,207.65,211.55,1.803,1.7951,1.889,0.4164,0.4174,0.4146,"10oct1980"
"303",19801017,208.25,207.45,213.05,1.8395,1.8305,1.9095,0.4138,0.4148,0.4181,"17oct1980"
"304",19801024,212.35,211.5,213.4,1.87,1.8608,1.913,0.4071,0.408,0.4243,"24oct1980"
"305",19801031,211.65,210.7,210.75,1.9077,1.8973,1.9445,0.41,0.4105,0.4272,"31oct1980"
"306",19801107,213.4,211.95,209.85,1.9566,1.9429,1.999,0.4122,0.4117,0.4279,"07nov1980"
"307",19801114,212.9,211.8,209.6,1.902,1.8928,2.01,0.4144,0.4147,0.4314,"14nov1980"
"308",19801121,213.35,211.85,207.7,1.9227,1.908,1.9415,0.4209,0.4205,0.4219,"21nov1980"
"309",19801128,216.55,214.8,203.4,1.926,1.9095,1.948,0.4235,0.4217,0.4209,"28nov1980"
"310",19801205,212.2,210.35,200.35,1.9578,1.9398,1.9423,0.4243,0.4219,0.4131,"05dec1980"
"311",19801212,210.5,207.85,203.25,2.017,1.993,1.9935,0.4324,0.429,0.4186,"12dec1980"
"312",19801219,208.75,206.35,198.95,1.9885,1.9665,1.9908,0.4305,0.4276,0.4125,"19dec1980"
"313",19801226,207,204.8,203.3,1.94,1.9223,2.0853,0.4219,0.4197,0.4157,"26dec1980"
"314",19810102,202.75,200.3,203.5,1.977,1.9565,2.1275,0.4203,0.4177,0.4253,"02jan1981"
"315",19810109,201.95,199.7,203.8,1.967,1.947,2.142,0.4162,0.4138,0.4277,"09jan1981"
"316",19810116,202.6,200.2,205.7,2.018,1.997,2.165,0.4168,0.4144,0.4397,"16jan1981"
"317",19810123,201.65,199.35,207.4,2.0277,2.0073,2.1045,0.4156,0.4133,0.4484,"23jan1981"
"318",19810130,205.7,204,209.55,2.1155,2.1013,2.131,0.419,0.4176,0.4552,"30jan1981"
"319",19810206,203.1,201.5,209.1,2.142,2.128,2.1475,0.4281,0.4268,0.4574,"06feb1981"
"320",19810213,205.5,203.95,207,2.193,2.1792,2.097,0.4354,0.434,0.4477,"13feb1981"
"321",19810220,205.15,203.75,209.05,2.097,2.0873,2.0708,0.4327,0.4319,0.4411,"20feb1981"
"322",19810227,209.35,207.8,211.6,2.129,2.126,2.096,0.4548,0.4534,0.446,"27feb1981"
"323",19810306,208.95,207.35,213.05,2.146,2.139,2.1223,0.4571,0.4554,0.4537,"06mar1981"
"324",19810313,207.7,206.2,216.2,2.1115,2.1045,2.1735,0.4513,0.4501,0.4623,"13mar1981"
"325",19810320,208.85,207.6,217.6,2.0698,2.0645,2.1727,0.4409,0.4399,0.4605,"20mar1981"
"326",19810327,211.85,210.5,213.25,2.1275,2.1235,2.1862,0.446,0.4451,0.4637,"27mar1981"
"327",19810403,213.3,211.9,217.9,2.1265,2.1228,2.2698,0.4524,0.4514,0.4735,"03apr1981"
"328",19810410,214.15,212.55,218.7,2.1467,2.1403,2.2865,0.4565,0.4551,0.4775,"10apr1981"
"329",19810417,216.75,214.8,220.05,2.1855,2.1763,2.293,0.4646,0.4624,0.4781,"17apr1981"
"330",19810424,215.4,213.67,224.05,2.178,2.1685,2.3308,0.461,0.4594,0.4836,"24apr1981"
"331",19810501,216,213.85,223.7,2.2145,2.204,2.3622,0.4671,0.4649,0.497,"01may1981"
"332",19810508,217.25,214.6,226.95,2.248,2.2323,2.3705,0.4723,0.4688,0.509,"08may1981"
"333",19810515,222.6,219.95,220.55,2.294,2.2778,2.342,0.4813,0.4776,0.5,"15may1981"
"334",19810522,222.45,219.8,224.9,2.3155,2.3009,2.378,0.4843,0.4808,0.5084,"22may1981"
"335",19810529,223.85,221.8,225.9,2.327,2.3157,2.3918,0.483,0.4805,0.515,"29may1981"
"336",19810605,228.1,225.7,229,2.426,2.4106,2.4445,0.5184,0.5155,0.5227,"05jun1981"
"337",19810612,224.7,222.58,230.8,2.3955,2.3831,2.4485,0.5126,0.5096,0.5381,"12jun1981"
"338",19810619,223.6,221.45,234.9,2.3858,2.3724,2.4615,0.5083,0.5052,0.5411,"19jun1981"
"339",19810626,225.2,222.7,237.1,2.3985,2.383,2.442,0.5151,0.5115,0.5366,"26jun1981"
"340",19810703,227.8,225.22,241.3,2.41,2.394,2.508,0.5281,0.5245,0.5532,"03jul1981"
"341",19810710,228.8,226.15,231,2.444,2.427,2.544,0.5283,0.5247,0.5595,"10jul1981"
"342",19810717,231.6,229,232,2.424,2.4078,2.508,0.5328,0.5296,0.5487,"17jul1981"
"343",19810724,234.7,231.98,230.6,2.4412,2.4236,2.4865,0.5398,0.5367,0.5445,"24jul1981"
"344",19810731,239.25,236.5,229.8,2.464,2.446,2.4375,0.5389,0.5361,0.5431,"31jul1981"
"345",19810807,237,234.33,232.55,2.533,2.5156,2.4305,0.5584,0.5551,0.5599,"07aug1981"
"346",19810814,231.8,229.16,226.95,2.515,2.4985,2.3265,0.5531,0.5499,0.5422,"14aug1981"
"347",19810821,228.15,225.72,226.85,2.4615,2.4458,2.2815,0.5352,0.5323,0.5467,"21aug1981"
"348",19810828,230.55,228.38,230.7,2.4655,2.453,2.3115,0.5441,0.5419,0.5587,"28aug1981"
"349",19810904,230,227.92,228.55,2.4185,2.4058,2.2245,0.542,0.5397,0.5369,"04sep1981"
"350",19810911,231.65,229.63,228.45,2.4025,2.391,2.209,0.5571,0.5551,0.5363,"11sep1981"
"351",19810918,226.85,225.05,232.55,2.27,2.2605,2.2267,0.5457,0.5449,0.5447,"18sep1981"
"352",19810925,228.9,227.16,235.4,2.325,2.3168,2.3075,0.5596,0.5589,0.5513,"25sep1981"
"353",19811002,230.7,228.75,227.65,2.2925,2.2829,2.207,0.5461,0.5458,0.5321,"02oct1981"
"354",19811009,226.9,225.2,227,2.1835,2.1753,2.2088,0.5249,0.5249,0.5309,"09oct1981"
"355",19811016,231,229.2,223.15,2.236,2.2272,2.247,0.5444,0.5443,0.5283,"16oct1981"
"356",19811023,233.25,231.35,217.3,2.2755,2.266,2.235,0.5504,0.5504,0.5234,"23oct1981"
"357",19811030,233.4,231.73,216.15,2.254,2.2465,2.229,0.5419,0.5422,0.5135,"30oct1981"
"358",19811106,228.8,227.22,217.7,2.224,2.2168,2.249,0.5338,0.5342,0.5173,"06nov1981"
"359",19811113,227.15,225.9,219.65,2.2122,2.2067,2.277,0.5249,0.5255,0.533,"13nov1981"
"360",19811120,218.8,217.73,219.55,2.2428,2.2385,2.272,0.524,0.525,0.5306,"20nov1981"
"361",19811127,216.15,215.18,219.8,2.224,2.2211,2.268,0.5128,0.5142,0.5266,"27nov1981"
"362",19811204,215.95,214.8,219.35,2.22,2.2161,2.2488,0.5126,0.5135,0.5202,"04dec1981"
"363",19811211,218.5,217.15,223.3,2.2555,2.2505,2.2805,0.5322,0.5329,0.533,"11dec1981"
"364",19811218,219.35,218.08,225.25,2.292,2.288,2.3045,0.5336,0.5345,0.5307,"18dec1981"
"365",19811225,220.75,219.35,227.95,2.277,2.2722,2.3097,0.5283,0.5289,0.5332,"25dec1981"
"366",19820101,219.3,217.85,233.35,2.251,2.245,2.343,0.5234,0.5241,0.5346,"01jan1982"
"367",19820108,221.65,220.1,236.05,2.26,2.2532,2.3665,0.5222,0.523,0.5404,"08jan1982"
"368",19820115,223.25,221.77,239.3,2.299,2.2922,2.3873,0.5334,0.534,0.5441,"15jan1982"
"369",19820122,226.35,224.8,234,2.3013,2.2933,2.3614,0.5347,0.5348,0.5468,"22jan1982"
"370",19820129,228.4,226.93,237.2,2.3077,2.2997,2.387,0.5309,0.5309,0.5513,"29jan1982"
"371",19820205,232.75,231.02,233.9,2.338,2.3278,2.3482,0.5353,0.5348,0.5438,"05feb1982"
"372",19820212,235.65,233.8,239.2,2.361,2.3501,2.3675,0.54,0.5392,0.5535,"12feb1982"
"373",19820219,232.4,230.66,243.7,2.358,2.3472,2.385,0.5379,0.5373,0.5555,"19feb1982"
"374",19820226,237,235.25,247.1,2.386,2.376,2.4115,0.551,0.5506,0.5609,"26feb1982"
"375",19820305,234.7,232.9,245.75,2.3472,2.3365,2.4085,0.5435,0.543,0.5681,"05mar1982"
"376",19820312,239.75,238.03,246.8,2.377,2.3655,2.4155,0.5547,0.554,0.5669,"12mar1982"
"377",19820319,243.55,241.75,242.95,2.384,2.3718,2.3945,0.5552,0.5543,0.5644,"19mar1982"
"378",19820326,247.4,245.65,236.85,2.3978,2.3853,2.355,0.5593,0.5584,0.5616,"26mar1982"
"379",19820402,246.35,244.57,236,2.3955,2.3832,2.3385,0.5582,0.5571,0.5536,"02apr1982"
"380",19820409,247.9,246.07,233.35,2.4175,2.4045,2.279,0.5701,0.5688,0.5454,"09apr1982"
"381",19820416,248.02,246.11,237.8,2.4265,2.4128,2.3217,0.5694,0.5681,0.5547,"16apr1982"
"382",19820423,242.85,241.1,239.95,2.3985,2.3862,2.3032,0.5647,0.5638,0.5536,"23apr1982"
"383",19820430,235.55,233.8,245.9,2.3325,2.3195,2.3865,0.5588,0.5578,0.561,"30apr1982"
"384",19820507,232.2,230.55,248.9,2.2905,2.2783,2.4165,0.5473,0.5463,0.5641,"07may1982"
"385",19820514,236.4,234.68,252.55,2.309,2.2962,2.432,0.5495,0.5485,0.569,"14may1982"
"386",19820521,238.5,236.8,256.6,2.3195,2.3065,2.4863,0.5604,0.5596,0.58,"21may1982"
"387",19820528,243.2,241.58,255.2,2.345,2.3328,2.4588,0.558,0.5572,0.5754,"28may1982"
"388",19820604,243.4,241.85,257.3,2.354,2.3425,2.4845,0.5564,0.5557,0.58,"04jun1982"
"389",19820611,246.6,245.06,254.8,2.3875,2.3767,2.4795,0.5632,0.5623,0.5773,"11jun1982"
"390",19820618,255.2,253.35,254.45,2.455,2.4413,2.464,0.576,0.5745,0.5757,"18jun1982"
"391",19820625,257.3,255.55,251.7,2.4925,2.478,2.4253,0.5816,0.58,0.5696,"25jun1982"
"392",19820702,255.5,253.6,258.5,2.4635,2.4495,2.4745,0.576,0.5745,0.5797,"02jul1982"
"393",19820709,255.8,254.04,263.5,2.4935,2.48,2.525,0.5807,0.5794,0.59,"09jul1982"
"394",19820716,256,254.4,259.75,2.493,2.481,2.4745,0.5822,0.5812,0.5786,"16jul1982"
"395",19820723,249.35,248.2,251,2.4,2.393,2.421,0.5724,0.5721,0.5664,"23jul1982"
"396",19820730,255.95,254.67,259.5,2.4535,2.4457,2.497,0.5744,0.574,0.5829,"30jul1982"
"397",19820806,260.8,259.68,259.35,2.5045,2.4977,2.487,0.5851,0.5848,0.5804,"06aug1982"
"398",19820813,261.5,260.5,261.82,2.497,2.4912,2.4992,0.5843,0.584,0.5834,"13aug1982"
"399",19820820,255.55,254.9,263.05,2.455,2.452,2.4955,0.5735,0.574,0.583,"20aug1982"
"400",19820827,254.9,254.22,269.9,2.451,2.4467,2.5408,0.5718,0.572,0.59,"27aug1982"
"401",19820903,255.7,254.78,274.15,2.4568,2.4496,2.5472,0.5754,0.5752,0.592,"03sep1982"
"402",19820910,262,261.06,263.5,2.503,2.495,2.4975,0.5836,0.5833,0.582,"10sep1982"
"403",19820917,263.4,262.4,268.95,2.5015,2.493,2.518,0.5851,0.5847,0.5865,"17sep1982"
"404",19820924,266.4,265.41,275.7,2.5158,2.5078,2.542,0.5852,0.5849,0.5932,"24sep1982"
"405",19821001,268.35,267.35,276.4,2.523,2.5153,2.5535,0.5893,0.5889,0.5952,"01oct1982"
"406",19821008,267.6,266.63,267.4,2.5172,2.5094,2.573,0.5847,0.5844,0.6009,"08oct1982"
"407",19821015,269.1,268.27,265,2.52,2.5132,2.5633,0.587,0.5868,0.616,"15oct1982"
"408",19821022,271.95,271.17,257.65,2.5248,2.5184,2.551,0.5887,0.5885,0.6285,"22oct1982"
"409",19821029,278.1,277.35,247.85,2.565,2.559,2.4615,0.598,0.5979,0.6129,"29oct1982"
"410",19821105,276.15,275.45,242.25,2.573,2.567,2.409,0.5996,0.5993,0.6144,"05nov1982"
"411",19821112,267.5,266.79,244.5,2.5888,2.5823,2.4448,0.6049,0.6046,0.6188,"12nov1982"
"412",19821119,258.9,258.27,242.85,2.548,2.5415,2.4075,0.6188,0.6192,0.6207,"19nov1982"
"413",19821126,252.6,252.05,232.6,2.5285,2.5232,2.366,0.625,0.6252,0.6164,"26nov1982"
"414",19821203,247.1,246.62,228.85,2.437,2.4305,2.349,0.6105,0.6108,0.6166,"03dec1982"
"415",19821210,243.9,243.47,229.8,2.4465,2.4395,2.35,0.6181,0.6187,0.6337,"10dec1982"
"416",19821217,243.1,242.56,235.45,2.4105,2.4042,2.4153,0.6175,0.6181,0.6369,"17dec1982"
"417",19821224,239.1,238.62,237.3,2.392,2.386,2.415,0.6223,0.623,0.6515,"24dec1982"
"418",19821231,234.4,233.75,241.2,2.3755,2.3681,2.484,0.6198,0.6203,0.657,"31dec1982"
"419",19830107,230.35,229.77,236.7,2.346,2.3388,2.4267,0.6242,0.625,0.6484,"07jan1983"
"420",19830114,230.5,229.95,234.95,2.3587,2.3513,2.412,0.633,0.6341,0.6502,"14jan1983"
"421",19830121,235.2,234.65,236.1,2.4285,2.421,2.433,0.6346,0.6359,0.6603,"21jan1983"
"422",19830128,236.85,236.31,236,2.4387,2.4318,2.4155,0.651,0.6521,0.6557,"28jan1983"
"423",19830204,240,239.47,236.55,2.4795,2.4728,2.42,0.659,0.6599,0.6606,"04feb1983"
"424",19830211,234.75,234.33,237.45,2.4053,2.3989,2.3905,0.6468,0.648,0.6656,"11feb1983"
"425",19830218,234.2,233.71,240.2,2.404,2.3975,2.388,0.6472,0.6483,0.6757,"18feb1983"
"426",19830225,235,234.5,239.55,2.4145,2.4062,2.4227,0.6553,0.6567,0.6867,"25feb1983"
"427",19830304,236.4,235.95,237.2,2.419,2.4113,2.4098,0.6602,0.6613,0.6605,"04mar1983"
"428",19830311,237.3,236.8,237.8,2.3895,2.381,2.4265,0.6651,0.6662,0.6476,"11mar1983"
"429",19830318,239.75,239.25,237.7,2.3922,2.3832,2.4645,0.669,0.6698,0.6437,"18mar1983"
"430",19830325,236.7,236.18,237.05,2.4195,2.4096,2.453,0.6854,0.6861,0.6384,"25mar1983"
"431",19830401,239.5,238.85,237.35,2.425,2.4155,2.458,0.6752,0.6758,0.6336,"01apr1983"
"432",19830408,238.95,238.27,233,2.4235,2.4137,2.443,0.6648,0.6652,0.6394,"08apr1983"
"433",19830415,237.55,236.93,234.05,2.437,2.428,2.468,0.6481,0.6486,0.6436,"15apr1983"
"434",19830422,236.2,235.58,235.75,2.448,2.4389,2.4895,0.6462,0.6468,0.637,"22apr1983"
"435",19830429,237.35,236.72,239.85,2.4573,2.4485,2.5412,0.6398,0.6405,0.6279,"29apr1983"
"436",19830506,235.35,234.77,241.2,2.4435,2.4349,2.574,0.6341,0.6348,0.6353,"06may1983"
"437",19830513,232.85,232.27,243.53,2.4475,2.438,2.5765,0.6387,0.6394,0.6614,"13may1983"
"438",19830520,233.75,233.16,237.9,2.475,2.4654,2.523,0.6423,0.643,0.6551,"20may1983"
"439",19830527,237.7,237.1,239,2.5088,2.4999,2.5388,0.6234,0.6238,0.6535,"27may1983"
"440",19830603,238.6,238.02,240.8,2.5425,2.5338,2.5675,0.6394,0.6398,0.6534,"03jun1983"
"441",19830610,242.2,241.55,241.3,2.5505,2.5409,2.5905,0.6325,0.6325,0.6521,"10jun1983"
"442",19830617,238.65,238.04,240.75,2.542,2.5325,2.595,0.6536,0.6537,0.6572,"17jun1983"
"443",19830624,237.8,237.11,240.35,2.5247,2.5145,2.603,0.6464,0.6462,0.6556,"24jun1983"
"444",19830701,238.75,238.09,243.2,2.5365,2.5262,2.6595,0.6518,0.6517,0.6727,"01jul1983"
"445",19830708,240.35,239.61,245.55,2.5715,2.5602,2.7145,0.649,0.6487,0.6734,"08jul1983"
"446",19830715,241.05,240.33,243.6,2.5975,2.5862,2.645,0.6577,0.6574,0.662,"15jul1983"
"447",19830722,240.05,239.33,243.5,2.588,2.5767,2.6445,0.656,0.6559,0.657,"22jul1983"
"448",19830729,241.5,240.75,246.8,2.6443,2.6326,2.7072,0.6574,0.6571,0.67,"29jul1983"
"449",19830805,244.55,243.78,246.2,2.69,2.6785,2.693,0.6752,0.6747,0.6696,"05aug1983"
"450",19830812,246.9,246.13,244.45,2.7247,2.7137,2.6843,0.6761,0.6757,0.6705,"12aug1983"
"451",19830819,243.3,242.49,242.43,2.65,2.6388,2.6662,0.658,0.6576,0.6642,"19aug1983"
"452",19830826,244.25,243.55,236.25,2.6573,2.6468,2.6375,0.6633,0.6631,0.6676,"26aug1983"
"453",19830902,246.75,246.06,232.45,2.7015,2.6914,2.5963,0.669,0.6687,0.6729,"02sep1983"
"454",19830909,244.5,243.88,232.15,2.6675,2.6581,2.5755,0.6687,0.6684,0.6616,"09sep1983"
"455",19830916,243.55,242.91,232,2.6735,2.664,2.5845,0.667,0.6668,0.6668,"16sep1983"
"456",19830923,240.85,240.3,232.4,2.6635,2.6544,2.603,0.6666,0.6664,0.6673,"23sep1983"
"457",19830930,236.15,235.57,234.55,2.638,2.6293,2.6515,0.6685,0.6685,0.6739,"30sep1983"
"458",19831007,231.35,230.71,236,2.5755,2.5661,2.675,0.6664,0.6663,0.6746,"07oct1983"
"459",19831014,233.6,232.97,234.55,2.6203,2.611,2.6735,0.6689,0.6685,0.6729,"14oct1983"
"460",19831021,231.85,231.22,234.93,2.581,2.5719,2.699,0.6656,0.6653,0.6801,"21oct1983"
"461",19831028,232.55,231.88,234.85,2.6155,2.6068,2.721,0.6685,0.6682,0.6865,"28oct1983"
"462",19831104,235.45,234.76,234.1,2.6625,2.6537,2.735,0.6727,0.6724,0.6914,"04nov1983"
"463",19831111,234.8,234.12,235.45,2.6617,2.653,2.754,0.6729,0.6725,0.7026,"11nov1983"
"464",19831118,235.75,235.07,235.35,2.696,2.6876,2.766,0.6759,0.6755,0.7047,"18nov1983"
"465",19831125,235.12,234.51,233.9,2.714,2.7055,2.758,0.6846,0.6843,0.6986,"25nov1983"
"466",19831202,232.72,232.08,233.95,2.7015,2.6933,2.787,0.6856,0.6851,0.7068,"02dec1983"
"467",19831209,235.85,235.2,233.85,2.7495,2.7406,2.827,0.6964,0.6957,0.7137,"09dec1983"
"468",19831216,235.3,234.57,234.1,2.7717,2.7621,2.8175,0.706,0.705,0.7105,"16dec1983"
"469",19831223,233.75,233.04,234.2,2.762,2.7518,2.8108,0.6992,0.6983,0.7102,"23dec1983"
"470",19831230,231.5,230.74,233.65,2.729,2.7195,2.766,0.6892,0.6887,0.7052,"30dec1983"
"471",19840106,232.82,232.11,233.9,2.808,2.7984,2.7495,0.7104,0.7099,0.7058,"06jan1984"
"472",19840113,234.5,233.77,233.65,2.833,2.8235,2.6957,0.7138,0.7134,0.6971,"13jan1984"
"473",19840120,233.5,232.78,233.3,2.7933,2.784,2.6705,0.705,0.7046,0.6904,"20jan1984"
"474",19840127,234.1,233.4,233.5,2.813,2.8042,2.6387,0.7114,0.711,0.6814,"27jan1984"
"475",19840203,233.1,232.47,224.4,2.749,2.7401,2.5715,0.7016,0.7013,0.6724,"03feb1984"
"476",19840210,234.3,233.62,223.4,2.746,2.7371,2.5915,0.706,0.7056,0.6854,"10feb1984"
"477",19840217,233.3,232.63,225.73,2.6842,2.6751,2.6345,0.6923,0.6919,0.6959,"17feb1984"
"478",19840224,232.93,232.33,224.7,2.628,2.6191,2.6075,0.6819,0.6814,0.6936,"24feb1984"
"479",19840302,233.03,232.37,225.25,2.5845,2.575,2.6205,0.6748,0.6742,0.6999,"02mar1984"
"480",19840309,224.1,223.48,224.15,2.5735,2.5633,2.616,0.6838,0.6831,0.6964,"09mar1984"
"481",19840316,225.05,224.3,224.95,2.606,2.5946,2.647,0.6889,0.6879,0.7049,"16mar1984"
"482",19840323,226.3,225.47,225.4,2.635,2.6235,2.683,0.6999,0.6987,0.7091,"23mar1984"
"483",19840330,224.2,223.39,227.25,2.59,2.5794,2.7303,0.6944,0.6933,0.7164,"30mar1984"
"484",19840406,225.53,224.65,229,2.6288,2.6174,2.7818,0.7027,0.7014,0.7205,"06apr1984"
"485",19840413,224.3,223.46,231,2.6173,2.6063,2.7545,0.6983,0.6971,0.7215,"13apr1984"
"486",19840420,224.6,223.7,233.13,2.6545,2.6427,2.745,0.7034,0.702,0.7194,"20apr1984"
"487",19840427,226.05,225.15,231.42,2.696,2.6832,2.733,0.7125,0.7111,0.7231,"27apr1984"
"488",19840504,226.38,225.36,230.9,2.7093,2.697,2.6856,0.7086,0.7074,0.7165,"04may1984"
"489",19840511,230.18,229.12,232.3,2.771,2.7576,2.7165,0.723,0.7213,0.7218,"11may1984"
"490",19840518,233.15,232.16,233.25,2.773,2.7604,2.7575,0.7206,0.7192,0.727,"18may1984"
"491",19840525,231.05,230.12,237.13,2.723,2.7105,2.7815,0.7218,0.7204,0.7383,"25may1984"
"492",19840601,230.5,229.58,238.7,2.7065,2.6941,2.798,0.7181,0.717,0.7427,"01jun1984"
"493",19840608,231.65,230.7,241.3,2.6935,2.681,2.8235,0.7159,0.7146,0.7637,"08jun1984"
"494",19840615,232.7,231.72,242,2.7335,2.7207,2.8425,0.7244,0.7229,0.7547,"15jun1984"
"495",19840622,235.4,234.23,246.7,2.7863,2.7717,2.8795,0.7334,0.7314,0.7582,"22jun1984"
"496",19840629,237,235.81,246,2.7845,2.7697,2.917,0.7391,0.7371,0.7689,"29jun1984"
"497",19840706,240.95,239.73,243.45,2.829,2.8138,2.917,0.7539,0.7523,0.7663,"06jul1984"
"498",19840713,242.15,241.02,242,2.843,2.8287,2.88,0.7598,0.7599,0.7576,"13jul1984"
"499",19840720,244.3,243.15,241.98,2.8545,2.8395,2.888,0.7551,0.7553,0.7627,"20jul1984"
"500",19840727,244.2,243.1,241.15,2.8655,2.8512,2.8815,0.7602,0.7606,0.7638,"27jul1984"
"501",19840803,243.3,242.17,244.35,2.8825,2.8675,2.9455,0.7573,0.7575,0.779,"03aug1984"
"502",19840810,241.2,240.08,245.2,2.872,2.8567,2.9938,0.757,0.7564,0.7822,"10aug1984"
"503",19840817,240.5,239.36,245.78,2.8599,2.8443,3.0895,0.7559,0.7551,0.8069,"17aug1984"
"504",19840824,240.75,239.65,246,2.8685,2.8525,3.09,0.7628,0.7621,0.8157,"24aug1984"
