"","agaaus","beitaw","corlae","cyadea","cyamed","daccup","dacdac","eladen","hedarb","hohpop","kniexc","kuneri","lepsco","metrob","neslan","rhosap","vitluc","altitude"
"355",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,300
"356",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,400
"357",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,200
"358",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,110
"359",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180
"360",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300
"361",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300
"362",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,320
"363",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130
"364",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,110
"365",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,90
"366",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,120
"367",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,300
"368",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,180
"369",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,190
"370",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,240
"371",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
"373",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"374",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
"375",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
"376",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
"377",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,20
"378",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20
"379",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
"380",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20
"381",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10
"382",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
"383",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,35
"384",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8
"385",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
"386",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20
"387",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45
"388",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
"390",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
"392",0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,40
