"","agaaus","beitaw","corlae","cyadea","cyamed","daccup","dacdac","eladen","hedarb","hohpop","kniexc","kuneri","lepsco","metrob","neslan","rhosap","vitluc","altitude"
"355",0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,220
"356",0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,210
"357",1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,220
"358",0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,210
"359",0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,210
"360",0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,170
"361",1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,280
"362",0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,200
"363",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,300
"364",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,310
"366",0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,120
"367",0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,290
"368",0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,120
"369",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,120
"370",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100
"371",0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,140
"372",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,100
"373",1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,140
"374",0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,200
"375",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,200
"376",0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,80
"377",0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,120
"378",0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,200
"379",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,120
"380",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200
"381",0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,100
"382",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,220
"383",0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,200
"384",0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,220
"385",0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,210
"386",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35
"387",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50
"388",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
"389",0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,150
"390",0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,210
"391",0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,160
"392",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,180
"393",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,240
"394",0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,220
"395",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,270
"396",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240
"397",0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,240
"398",0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,250
"399",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,280
"400",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,300
"401",0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,220
"402",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,90
"403",0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,100
"404",1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,140
"405",0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,100
"406",0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,140
"407",0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,110
"408",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140
"409",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,10
"410",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,60
"411",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,30
"412",0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,140
"413",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"414",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
"415",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,25
"416",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"417",0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,100
"418",0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,100
"419",0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,70
"420",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,100
"421",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200
"422",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,180
"423",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,120
"424",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,120
"425",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100
"426",0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,120
"427",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,130
"428",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,30
"429",1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,70
"430",0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5
"431",0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,25
"432",0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,20
"433",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
"434",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,45
"435",0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,180
"436",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,200
"437",1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,200
"438",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,60
"439",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,140
"440",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,170
"441",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,200
"442",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150
"443",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,180
"444",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"445",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,40
"446",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,30
"447",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90
"448",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200
"449",0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,140
"450",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,200
"451",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60
"452",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,20
"453",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,100
"454",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,200
"455",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,180
"456",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50
"457",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"458",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"459",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,100
"460",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,80
"461",0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,70
"462",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,60
"463",1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,130
"464",0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,100
"465",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,85
"466",0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,30
"467",1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,100
"468",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
"469",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,80
"470",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100
"471",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110
"472",1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,200
"473",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,270
"474",1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,240
"475",1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,210
"476",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,200
"477",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,140
"478",1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,220
"479",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,240
"480",0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,240
"481",1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,200
"482",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,220
"483",0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,160
"484",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50
"485",0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,80
"486",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90
"487",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,90
"488",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90
"489",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"490",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60
"491",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,40
"492",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25
"493",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,130
"494",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,180
"495",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,25
"496",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50
"497",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,120
"498",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130
"499",0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,100
"500",1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,120
"501",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,100
"502",0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,60
"503",1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,60
"504",0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,70
"505",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10
"506",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50
"507",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,100
"508",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,150
"509",1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,150
"510",0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,120
"511",1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,100
"512",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,110
"513",1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,140
"514",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,120
"515",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,70
"516",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,60
"517",0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,70
"518",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"519",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50
"520",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,70
"521",0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,90
"522",1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,80
"523",1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10
"524",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,140
"525",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,90
"526",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,70
"527",1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,90
"528",1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,130
"529",0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,120
"530",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,100
"531",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40
"532",1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,160
"533",0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,120
"534",1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,140
"535",0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,180
"536",0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,130
"537",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,100
"538",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120
"539",1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,80
"540",0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,140
"541",1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,150
"542",1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,130
"543",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,60
"544",1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,60
"545",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,80
"546",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80
"547",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"548",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
"549",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"550",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,280
"551",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,80
"552",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,60
"553",0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,45
"554",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40
"555",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60
"556",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40
"557",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,40
"558",0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,60
"559",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,20
"560",1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,40
"561",1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,40
"562",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50
"563",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
"564",0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,20
"565",1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,50
"566",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,60
"567",0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,30
"568",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50
"569",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,50
"570",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"571",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80
"572",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
"573",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50
"574",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70
"575",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
"576",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"577",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30
"578",1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,10
"579",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
