"","month","year","date","mei","npgo","pdo"
"456",12,1987,1987-12-01,1.267,0.69232265,1.27
"457",1,1988,1988-01-01,1.129,1.105185,0.93
"458",2,1988,1988-02-01,0.689,0.79684971,1.24
"459",3,1988,1988-03-01,0.485,0.96814878,1.42
"460",4,1988,1988-04-01,0.337,1.5734973,0.94
"461",5,1988,1988-05-01,0.09,1.7784138,1.2
"462",6,1988,1988-06-01,-0.685,1.7426903,0.74
"463",7,1988,1988-07-01,-1.185,1.7248738,0.64
"464",8,1988,1988-08-01,-1.369,1.3928516,0.19
"465",9,1988,1988-09-01,-1.597,1.31624,-0.37
"466",10,1988,1988-10-01,-1.327,1.4868884,-0.1
"467",11,1988,1988-11-01,-1.46,1.2427056,-0.02
"468",12,1988,1988-12-01,-1.319,0.75529687,-0.43
"469",1,1989,1989-01-01,-1.128,1.3125811,-0.95
"470",2,1989,1989-02-01,-1.286,0.66174412,-1.02
"471",3,1989,1989-03-01,-1.031,0.92933697,-0.83
"472",4,1989,1989-04-01,-0.776,0.78376127,-0.32
"473",5,1989,1989-05-01,-0.502,0.58351058,0.47
"474",6,1989,1989-06-01,-0.272,0.5221062,0.36
"475",7,1989,1989-07-01,-0.475,1.2640097,0.83
"476",8,1989,1989-08-01,-0.51,0.66697628,0.09
"477",9,1989,1989-09-01,-0.271,0.65426137,0.05
"478",10,1989,1989-10-01,-0.319,0.44178705,-0.12
"479",11,1989,1989-11-01,-0.059,-0.30061121,-0.5
"480",12,1989,1989-12-01,0.143,-0.17257603,-0.21
"481",1,1990,1990-01-01,0.233,0.2687734,-0.3
"482",2,1990,1990-02-01,0.545,-0.28017566,-0.65
"483",3,1990,1990-03-01,0.936,0.65271548,-0.62
"484",4,1990,1990-04-01,0.408,0.24156556,0.27
"485",5,1990,1990-05-01,0.603,-0.096055435,0.44
"486",6,1990,1990-06-01,0.399,-0.065433778,0.44
"487",7,1990,1990-07-01,0.062,-0.25829866,0.27
"488",8,1990,1990-08-01,0.118,-0.33040579,0.11
"489",9,1990,1990-09-01,0.391,-0.15925639,0.38
"490",10,1990,1990-10-01,0.274,-0.12022116,-0.69
"491",11,1990,1990-11-01,0.389,-0.73895202,-1.69
"492",12,1990,1990-12-01,0.342,-1.532809,-2.23
"493",1,1991,1991-01-01,0.322,-0.74421842,-2.02
"494",2,1991,1991-02-01,0.319,-0.30453129,-1.19
"495",3,1991,1991-03-01,0.38,-0.80698494,-0.74
"496",4,1991,1991-04-01,0.423,-0.20643753,-1.01
"497",5,1991,1991-05-01,0.712,-0.059529254,-0.51
"498",6,1991,1991-06-01,1.127,-0.38776968,-1.47
"499",7,1991,1991-07-01,1.013,-0.4794923,-0.1
"500",8,1991,1991-08-01,0.997,-0.57405316,0.36
"501",9,1991,1991-09-01,0.717,-0.94857557,0.65
"502",10,1991,1991-10-01,1.012,-1.0900901,0.49
"503",11,1991,1991-11-01,1.199,-0.17231725,0.42
"504",12,1991,1991-12-01,1.312,-0.21297704,0.09
"505",1,1992,1992-01-01,1.734,0.49307736,0.05
"506",2,1992,1992-02-01,1.878,-0.45653143,0.31
"507",3,1992,1992-03-01,2.008,-0.82080177,0.67
"508",4,1992,1992-04-01,2.276,-1.4336134,0.75
"509",5,1992,1992-05-01,2.13,-1.7956172,1.54
"510",6,1992,1992-06-01,1.748,-1.3506516,1.26
"511",7,1992,1992-07-01,0.949,-1.4624325,1.9
"512",8,1992,1992-08-01,0.54,-1.2474734,1.44
"513",9,1992,1992-09-01,0.511,-0.94662956,0.83
"514",10,1992,1992-10-01,0.634,-0.96898904,0.93
"515",11,1992,1992-11-01,0.571,-1.2806748,0.93
"516",12,1992,1992-12-01,0.62,-1.8686891,0.53
"517",1,1993,1993-01-01,0.667,-2.8169835,0.05
"518",2,1993,1993-02-01,0.97,-2.1408178,0.19
"519",3,1993,1993-03-01,0.948,-1.7419109,0.76
"520",4,1993,1993-04-01,1.396,-0.75883626,1.21
"521",5,1993,1993-05-01,1.978,-1.0894275,2.13
"522",6,1993,1993-06-01,1.504,-1.6821039,2.34
"523",7,1993,1993-07-01,1.085,-1.6785552,2.35
"524",8,1993,1993-08-01,0.993,-1.5143229,2.69
"525",9,1993,1993-09-01,0.963,-2.0474347,1.56
"526",10,1993,1993-10-01,1.081,-2.3542966,1.41
"527",11,1993,1993-11-01,0.846,-2.9986692,1.24
"528",12,1993,1993-12-01,0.597,-2.0005526,1.07
"529",1,1994,1994-01-01,0.38,-1.8540143,1.21
"530",2,1994,1994-02-01,0.198,-1.9786652,0.59
"531",3,1994,1994-03-01,0.131,-1.8557886,0.8
"532",4,1994,1994-04-01,0.443,-1.4470739,1.05
"533",5,1994,1994-05-01,0.619,-0.30135894,1.23
"534",6,1994,1994-06-01,0.59,-0.61160343,0.46
"535",7,1994,1994-07-01,0.843,-0.71112965,0.06
"536",8,1994,1994-08-01,0.624,-0.85876787,-0.79
"537",9,1994,1994-09-01,0.67,-1.1048639,-1.36
"538",10,1994,1994-10-01,1.346,-1.1107256,-1.32
"539",11,1994,1994-11-01,1.245,-1.6884391,-1.96
"540",12,1994,1994-12-01,1.189,-1.0167549,-1.79
"541",1,1995,1995-01-01,1.19,-0.49903343,-0.49
"542",2,1995,1995-02-01,0.897,-1.5608722,0.46
"543",3,1995,1995-03-01,0.77,-2.0546501,0.75
"544",4,1995,1995-04-01,0.337,-1.8249588,0.83
"545",5,1995,1995-05-01,0.45,-1.5042438,1.46
"546",6,1995,1995-06-01,0.479,-1.0479894,1.27
"547",7,1995,1995-07-01,0.256,-1.4994407,1.71
"548",8,1995,1995-08-01,-0.029,-1.0060149,0.21
"549",9,1995,1995-09-01,-0.42,-0.89392105,1.16
"550",10,1995,1995-10-01,-0.442,-0.51771379,0.47
"551",11,1995,1995-11-01,-0.492,-0.2774263,-0.28
"552",12,1995,1995-12-01,-0.502,0.21576192,0.16
"553",1,1996,1996-01-01,-0.591,-0.63897712,0.59
"554",2,1996,1996-02-01,-0.605,-1.0529048,0.75
"555",3,1996,1996-03-01,-0.278,-1.1487637,1.01
"556",4,1996,1996-04-01,-0.53,-0.43611656,1.46
"557",5,1996,1996-05-01,-0.228,-1.2747659,2.18
"558",6,1996,1996-06-01,-0.05,-1.0600342,1.1
"559",7,1996,1996-07-01,-0.185,-0.88413569,0.77
"560",8,1996,1996-08-01,-0.274,-0.74825013,-0.14
"561",9,1996,1996-09-01,-0.329,-0.93392844,0.24
"562",10,1996,1996-10-01,-0.378,-1.0410775,-0.33
"563",11,1996,1996-11-01,-0.091,-1.1001672,0.09
"564",12,1996,1996-12-01,-0.36,-1.3549181,-0.03
"565",1,1997,1997-01-01,-0.403,-1.6402249,0.23
"566",2,1997,1997-02-01,-0.469,-1.1130951,0.28
"567",3,1997,1997-03-01,-0.178,-0.61802828,0.65
"568",4,1997,1997-04-01,0.481,-0.5061382,1.05
"569",5,1997,1997-05-01,1.111,-0.87719416,1.83
"570",6,1997,1997-06-01,2.305,-0.93839334,2.76
"571",7,1997,1997-07-01,2.627,-0.77236159,2.35
"572",8,1997,1997-08-01,2.887,-0.7858272,2.79
"573",9,1997,1997-09-01,2.785,-0.48147621,2.19
"574",10,1997,1997-10-01,2.184,-0.59425899,1.61
"575",11,1997,1997-11-01,2.327,0.17402893,1.12
"576",12,1997,1997-12-01,2.24,0.26068165,0.67
"577",1,1998,1998-01-01,2.424,0.52791423,0.83
"578",2,1998,1998-02-01,2.677,1.9000587,1.56
"579",3,1998,1998-03-01,2.677,0.89331784,2.01
"580",4,1998,1998-04-01,2.565,0.52151313,1.27
"581",5,1998,1998-05-01,1.982,0.27758158,0.7
"582",6,1998,1998-06-01,1.067,0.11902247,0.4
"583",7,1998,1998-07-01,0.285,0.39316174,-0.04
"584",8,1998,1998-08-01,-0.349,0.27265688,-0.22
"585",9,1998,1998-09-01,-0.683,0.044480388,-1.21
"586",10,1998,1998-10-01,-0.807,0.098751134,-1.39
"587",11,1998,1998-11-01,-1.1,0.71735091,-0.52
"588",12,1998,1998-12-01,-0.967,0.76883039,-0.44
"589",1,1999,1999-01-01,-1.05,1.0828257,-0.32
"590",2,1999,1999-02-01,-1.113,2.3041594,-0.66
"591",3,1999,1999-03-01,-0.937,1.9742975,-0.33
"592",4,1999,1999-04-01,-0.937,1.6464381,-0.41
"593",5,1999,1999-05-01,-0.655,1.6045933,-0.68
"594",6,1999,1999-06-01,-0.403,1.9053233,-1.3
"595",7,1999,1999-07-01,-0.547,1.3811213,-0.66
"596",8,1999,1999-08-01,-0.796,1.4334654,-0.96
"597",9,1999,1999-09-01,-0.941,1.3049656,-1.53
"598",10,1999,1999-10-01,-0.947,1.1788208,-2.23
"599",11,1999,1999-11-01,-1.048,1.3205504,-2.05
"600",12,1999,1999-12-01,-1.205,1.0528054,-1.63
"601",1,2000,2000-01-01,-1.129,1.4045384,-2
"602",2,2000,2000-02-01,-1.177,2.1235311,-0.83
"603",3,2000,2000-03-01,-1.016,2.1492677,0.29
"604",4,2000,2000-04-01,-0.402,2.3652705,0.35
"605",5,2000,2000-05-01,0.021,2.220292,-0.05
"606",6,2000,2000-06-01,-0.298,2.1020662,-0.44
"607",7,2000,2000-07-01,-0.264,1.655785,-0.66
"608",8,2000,2000-08-01,-0.159,1.3516272,-1.19
"609",9,2000,2000-09-01,-0.256,1.3801795,-1.24
"610",10,2000,2000-10-01,-0.324,1.6981881,-1.3
"611",11,2000,2000-11-01,-0.725,2.0145948,-0.53
"612",12,2000,2000-12-01,-0.625,2.164995,0.52
"613",1,2001,2001-01-01,-0.525,2.8619328,0.6
"614",2,2001,2001-02-01,-0.667,2.9560468,0.29
"615",3,2001,2001-03-01,-0.574,2.388775,0.45
"616",4,2001,2001-04-01,-0.13,2.2039413,-0.31
"617",5,2001,2001-05-01,0.165,1.9538953,-0.3
"618",6,2001,2001-06-01,-0.046,2.349303,-0.47
"619",7,2001,2001-07-01,0.157,1.5004872,-1.31
"620",8,2001,2001-08-01,0.312,1.9150242,-0.77
"621",9,2001,2001-09-01,-0.215,1.8929954,-1.37
"622",10,2001,2001-10-01,-0.33,1.1619115,-1.37
"623",11,2001,2001-11-01,-0.248,1.7645249,-1.26
"624",12,2001,2001-12-01,-0.048,2.0194831,-0.93
"625",1,2002,2002-01-01,-0.015,1.8641573,0.27
"626",2,2002,2002-02-01,-0.153,2.1773568,-0.64
"627",3,2002,2002-03-01,-0.096,1.8982763,-0.43
"628",4,2002,2002-04-01,0.408,0.89742216,-0.32
"629",5,2002,2002-05-01,0.887,1.102573,-0.63
"630",6,2002,2002-06-01,0.807,1.6053913,-0.35
"631",7,2002,2002-07-01,0.535,1.3822965,-0.31
"632",8,2002,2002-08-01,0.869,0.81184355,0.6
"633",9,2002,2002-09-01,0.76,0.82441109,0.43
"634",10,2002,2002-10-01,0.901,0.82363712,0.42
"635",11,2002,2002-11-01,0.984,1.6592152,1.51
"636",12,2002,2002-12-01,1.152,2.6365472,2.1
"637",1,2003,2003-01-01,1.253,1.9691832,2.09
"638",2,2003,2003-02-01,0.931,0.99256558,1.75
"639",3,2003,2003-03-01,0.804,1.4907114,1.51
"640",4,2003,2003-04-01,0.386,1.1017217,1.18
"641",5,2003,2003-05-01,0.054,0.9192588,0.89
"642",6,2003,2003-06-01,-0.001,0.77769152,0.68
"643",7,2003,2003-07-01,-0.039,1.2024408,0.96
"644",8,2003,2003-08-01,0.21,0.78228794,0.88
"645",9,2003,2003-09-01,0.452,0.8692253,0.01
"646",10,2003,2003-10-01,0.562,1.286991,0.83
"647",11,2003,2003-11-01,0.536,-0.11436786,0.52
"648",12,2003,2003-12-01,0.361,0.22437689,0.33
"649",1,2004,2004-01-01,0.336,0.26501486,0.43
"650",2,2004,2004-02-01,0.373,0.66722957,0.48
"651",3,2004,2004-03-01,-0.094,0.38293237,0.61
"652",4,2004,2004-04-01,0.283,0.12524921,0.57
"653",5,2004,2004-05-01,0.452,0.20735337,0.88
"654",6,2004,2004-06-01,0.206,0.77647507,0.04
"655",7,2004,2004-07-01,0.415,0.41156805,0.44
"656",8,2004,2004-08-01,0.635,0.68538324,0.85
"657",9,2004,2004-09-01,0.552,0.37640228,0.75
"658",10,2004,2004-10-01,0.52,0.042904182,-0.11
"659",11,2004,2004-11-01,0.816,-0.44177726,-0.63
"660",12,2004,2004-12-01,0.684,-0.98521195,-0.17
"661",1,2005,2005-01-01,0.325,-1.4484168,0.44
"662",2,2005,2005-02-01,0.762,-1.3975385,0.81
"663",3,2005,2005-03-01,0.947,-1.1601114,1.36
"664",4,2005,2005-04-01,0.575,-1.4295114,1.03
"665",5,2005,2005-05-01,0.725,-0.75540296,1.86
"666",6,2005,2005-06-01,0.434,-1.2627714,1.17
"667",7,2005,2005-07-01,0.386,-1.4840835,0.66
"668",8,2005,2005-08-01,0.345,-1.2710431,0.25
"669",9,2005,2005-09-01,0.179,-1.4989903,-0.46
"670",10,2005,2005-10-01,-0.254,-0.56466268,-1.32
"671",11,2005,2005-11-01,-0.397,-0.99106455,-1.5
"672",12,2005,2005-12-01,-0.532,-0.44297569,0.2
"673",1,2006,2006-01-01,-0.383,-0.29147124,1.03
"674",2,2006,2006-02-01,-0.464,-0.61956905,0.66
"675",3,2006,2006-03-01,-0.594,-0.19011072,0.05
"676",4,2006,2006-04-01,-0.625,-0.16761264,0.4
"677",5,2006,2006-05-01,0.006,-0.044453706,0.48
"678",6,2006,2006-06-01,0.483,0.045342079,1.04
"679",7,2006,2006-07-01,0.59,-0.37779838,0.35
"680",8,2006,2006-08-01,0.709,-0.44967198,-0.65
"681",9,2006,2006-09-01,0.834,-0.19001139,-0.94
"682",10,2006,2006-10-01,1.014,-0.49185026,-0.05
"683",11,2006,2006-11-01,1.288,-0.57505528,-0.22
"684",12,2006,2006-12-01,0.963,0.40885769,0.14
"685",1,2007,2007-01-01,0.986,0.03416055,0.01
"686",2,2007,2007-02-01,0.501,0.34906458,0.04
"687",3,2007,2007-03-01,0.125,-0.046558131,-0.36
"688",4,2007,2007-04-01,0.082,0.49024858,0.16
"689",5,2007,2007-05-01,0.175,0.82335544,-0.1
"690",6,2007,2007-06-01,-0.341,1.4175913,0.09
"691",7,2007,2007-07-01,-0.334,1.1981206,0.78
"692",8,2007,2007-08-01,-0.503,1.3585733,0.5
"693",9,2007,2007-09-01,-1.138,0.99296299,-0.36
"694",10,2007,2007-10-01,-1.119,1.5293306,-1.45
"695",11,2007,2007-11-01,-1.134,1.0198369,-1.08
"696",12,2007,2007-12-01,-1.144,0.78632176,-0.58
"697",1,2008,2008-01-01,-0.965,0.98000962,-1
"698",2,2008,2008-02-01,-1.355,1.617707,-0.77
"699",3,2008,2008-03-01,-1.529,1.6520542,-0.71
"700",4,2008,2008-04-01,-0.849,1.6088871,-1.52
"701",5,2008,2008-05-01,-0.367,1.7464541,-1.37
"702",6,2008,2008-06-01,0.065,1.2821486,-1.34
"703",7,2008,2008-07-01,-0.037,1.2955964,-1.67
"704",8,2008,2008-08-01,-0.279,2.0540391,-1.7
"705",9,2008,2008-09-01,-0.632,2.2276957,-1.55
"706",10,2008,2008-10-01,-0.728,1.874763,-1.76
"707",11,2008,2008-11-01,-0.547,2.2366303,-1.25
"708",12,2008,2008-12-01,-0.626,0.89804289,-0.87
"709",1,2009,2009-01-01,-0.703,0.72171483,-1.4
"710",2,2009,2009-02-01,-0.716,1.1891885,-1.55
"711",3,2009,2009-03-01,-0.675,-0.08049953,-1.59
"712",4,2009,2009-04-01,-0.168,0.11758202,-1.65
"713",5,2009,2009-05-01,0.345,0.19835119,-0.88
"714",6,2009,2009-06-01,0.896,0.00033748517,-0.31
"715",7,2009,2009-07-01,0.854,0.072899493,-0.53
"716",8,2009,2009-08-01,0.929,-0.36738605,0.09
"717",9,2009,2009-09-01,0.738,0.56519109,0.52
"718",10,2009,2009-10-01,0.999,0.48646409,0.27
"719",11,2009,2009-11-01,1.039,0.80711274,-0.4
"720",12,2009,2009-12-01,1.084,0.6265881,0.08
