"","start","ad.O3","ad.NOx","ad.NO","ad.WS","ad.WD","ad.T","ad.Td","sz.O3","sz.NOx","sz.NO","sz.WS","sz.WD","sz.T","sz.Td","lu.O3","lu.NOx","lu.NO","lu.WS","lu.WD","lu.T","lu.Td"
"5264","19.04.2004 15:30",35.3,16.1,4.5,6.27,179,5.4,2.355,42.9,9.4,3,0.93,161,5.9,0.717,44.1,7,1,4.48,137,6.2,0.558
"5265","19.04.2004 16:00",33.5,16.2,4.1,3.01,145,5.7,1.843,41.1,13.3,4.8,0.36,154,6.3,0.633,45,5.7,0.3,3.7,129,6.3,0.446
"5266","19.04.2004 16:30",39.1,8.9,2.1,1.48,107,6.1,1.593,38.1,18.2,7.5,0.19,130,6.4,0.645,41.9,6.2,0.7,3.57,131,6.2,0.162
"5267","19.04.2004 17:00",35.9,10.6,2.1,0.6,122,6.3,1.957,38.5,12,3.4,0.58,150,6.4,0.769,37.6,8.1,1,2.19,133,6.6,0.877
"5268","19.04.2004 17:30",30.2,14.4,2.3,1.42,166,6,2.262,37.8,11.2,2.6,0.28,161,6.4,0.994,40.5,7.5,0.6,1.64,158,6.7,0.573
"5269","19.04.2004 18:00",26.9,13.9,1.6,1.25,169,5.8,2.339,30.9,17.5,4,0.33,183,6.5,1.471,38.5,8.4,0.6,3.41,130,6.5,0.383
"5270","19.04.2004 18:30",16.5,23.5,3.5,0.73,175,5.5,2.608,26.7,18.3,6.1,0.52,162,6.2,2.031,39.6,8.2,0.4,3.81,138,6.4,0.499
"5271","19.04.2004 19:00",15.9,23.6,4.9,0.38,177,5.2,2.588,24.8,21.7,8.7,0.17,55,5.7,1.77,35.8,9.5,0.6,3.33,133,6.1,0.339
"5272","19.04.2004 19:30",8.3,28.2,6.4,1.27,171,4.3,2.299,26.7,14.4,4.4,0.73,123,5.2,1.341,31.9,11.7,0.7,2.38,150,6.1,0.828
"5273","19.04.2004 20:00",22.1,12.5,1.6,1.19,140,4.3,2.039,22.5,14.9,4.7,0.36,133,5,1.49,28.3,13.8,0.5,2.76,144,5.9,0.915
"5274","19.04.2004 20:30",13,22,1.8,1.15,152,3.8,1.855,25,9.5,1.8,0.42,154,4.4,1.101,32.2,8.1,0.4,2.75,151,5.7,1.15
"5275","19.04.2004 21:00",18,16.3,1.8,1.44,171,3.5,1.383,22.7,14.6,3.9,0.09,173,4.3,1.091,26.5,9.6,0.4,2.93,173,5.2,1.046
"5276","19.04.2004 21:30",16.7,15.9,1.1,1.16,162,2.8,1.045,17.6,22,8.1,0.48,111,3.6,0.358,24.9,11.1,0.5,2.08,181,4.8,1.116
"5277","19.04.2004 22:00",22.3,9.6,0.3,0.93,162,2.8,0.903,23,9.9,1.6,0.35,114,3.2,0.037,18.7,14.6,0.7,2.29,185,4.4,1.119
"5278","19.04.2004 22:30",17.8,13.7,1.4,1.19,189,2.3,0.553,24.7,7.2,1.3,0.66,118,2.4,-0.761,23.3,11,0.5,1.83,183,4,0.869
"5279","19.04.2004 23:00",16.4,9.3,0.6,1.09,167,1.3,-0.022,24.6,6.3,1.2,0.43,121,2.4,-0.761,25.2,9.5,0.5,2.24,180,4,0.554
"5280","19.04.2004 23:30",16.4,11.3,0.8,1.13,162,1.6,-0.062,28.3,3.9,0.4,0.41,128,2.5,-0.959,26.9,7.6,0.4,1.86,184,3.7,0.209
"5281","20.04.2004 00:00",11.5,17.8,2.4,0.88,177,1.6,0.018,27,2.8,0.5,0.13,100,2.5,-0.802,29.4,6.8,0.6,1.67,201,3.5,0.103
"5282","20.04.2004 00:30",13.6,17.2,3.3,1.3,165,1.9,0.001,23.7,4.7,0.8,0.3,120,2,-1.271,34.1,4.5,0.5,2.12,169,3.9,-0.25
"5283","20.04.2004 01:00",20.2,9,0.9,1.58,158,1.3,-0.529,25.6,3,0.6,0.15,35,1.8,-1.517,34.6,3.8,0.4,1.77,158,3.8,-0.588
"5284","20.04.2004 01:30",22.8,8.5,1.3,1.36,179,1.3,-0.607,22.3,5.3,0.5,0.2,112,1.8,-1.363,30.3,7,0.7,1.42,158,3.8,-0.872
"5285","20.04.2004 02:00",22.2,9.4,1.3,1.24,181,1.4,-0.955,25.2,5.2,0.6,0.31,100,1.8,-1.604,25.3,5.7,0.5,0.73,128,3.5,-0.526
"5286","20.04.2004 02:30",20.7,13.7,4.5,0.17,346,0.7,-1.387,27.1,5.2,0.7,0.59,121,1.6,-2.026,18.1,7.6,0.6,0.14,143,2.4,-0.455
"5287","20.04.2004 03:00",16.7,11.7,1.9,0.47,131,0.7,-1.434,27.3,2.9,0.8,0.14,87,1.3,-2.021,22.9,6.1,0.6,1.14,261,2.4,-0.625
"5288","20.04.2004 03:30",15.6,17.1,4.8,1.07,163,0.6,-1.516,24.5,5.4,0.8,0.17,70,1.5,-1.983,15.3,9.1,0.7,1.35,229,2.4,-0.727
"5289","20.04.2004 04:00",13.9,17.4,2.6,0.8,145,0.9,-1.624,17.9,12.8,1.3,0.1,98,1.3,-1.901,10.2,18.6,5.8,1.08,271,2.1,-0.615
"5290","20.04.2004 04:30",7.8,42,19,1.75,189,1,-1.674,NA,NA,NA,0.21,101,1.3,-2.056,NA,NA,NA,0.87,293,1.7,-0.694
"5291","20.04.2004 05:00",3.9,48.2,20.9,1.19,153,0.4,-1.84,9.2,31.2,9.5,0.07,311,1.3,-1.884,1.7,62.2,42,1.55,282,1.5,-0.825
"5292","20.04.2004 05:30",1.9,94.2,64,1.66,171,0.3,-1.795,7,38.3,13.6,0.17,69,1.5,-1.913,2.5,51.2,30.6,1.23,275,1.4,-0.746
"5293","20.04.2004 06:00",5.4,86,54.3,1.48,167,1.5,-1.672,7.1,49,23,0.13,114,1.4,-2.097,2.2,114.9,91.5,0.25,294,1.7,-0.726
"5294","20.04.2004 06:30",3.8,88,55.8,1.06,161,1.4,-1.941,5.4,88.7,55.4,0.11,74,2.3,-1.796,3.7,103.6,81.7,0.37,299,1.8,-0.595
"5295","20.04.2004 07:00",7.5,65.5,38.2,0.79,115,1.9,-1.507,8.5,56.6,28.6,0.13,297,3.1,-1.207,3.4,97.6,74.9,0.2,319,2.7,-0.163
"5296","20.04.2004 07:30",8.5,90.4,61,0.91,25,3.6,-0.032,18.7,27.9,10.5,0.53,135,4.3,-1.057,7,73.8,49.8,0.93,323,3.1,0.009
"5297","20.04.2004 08:00",20.5,39.7,20.8,0.52,5,5.6,-1.41,30.6,14.2,5.8,0.69,128,5.6,-1.165,17.9,31.4,15.5,0.07,340,5,0.778
"5298","20.04.2004 08:30",28.3,22.8,8.8,0.59,30,7.5,-0.268,38.6,11.2,6,0.48,132,6.9,-2.635,32.9,10.2,3.7,0.91,128,6.5,-0.137
"5299","20.04.2004 09:00",29.4,22.4,9.1,1.31,357,8.3,-0.202,37.9,13.9,6.3,0.17,150,9.2,-2.656,32,13.1,5.7,1.71,147,7.7,-0.987
"5300","20.04.2004 09:30",29.6,18.7,7.9,1.79,350,9,1.236,39,9.4,3.3,0.62,144,9.6,-1.772,34.6,10.3,4.1,0.99,130,8.2,-0.802
"5301","20.04.2004 10:00",NA,NA,NA,2.67,340,9,-0.008,38.1,15.1,7.8,0.43,176,10.3,-1.88,29.4,14.9,6.6,0.46,161,9.1,-0.361
"5302","20.04.2004 10:30",NA,NA,NA,2.89,346,9.9,-0.305,37.4,16.4,7,0.38,241,11.6,-2.296,31.7,14.1,6.6,0.74,359,9.4,-0.571
"5303","20.04.2004 11:00",41.9,6.7,2.7,2.4,343,10.8,-0.497,38.7,17.1,6.8,0.44,186,12.6,-3.564,35.5,12.5,5.4,0.34,7,10.6,0.564
"5304","20.04.2004 11:30",42.9,7.3,2.9,2.46,344,11.2,-1.259,41.5,12.6,5.2,0.35,195,13.1,-3.378,39.6,9.9,3.7,0.93,114,11.8,-0.363
"5305","20.04.2004 12:00",45,6.5,2.3,2.5,343,11.9,-2.245,44.9,7.4,2.9,0.41,231,13.5,-3.679,42.6,8,2.3,1.18,127,12.8,0.121
"5306","20.04.2004 12:30",46.3,6.2,1.9,2.56,343,12.7,-3.027,44.4,9.5,3.4,0.44,229,14.3,-1.784,41.3,8.5,2.4,1.66,149,13.6,-0.26
"5307","20.04.2004 13:00",45.7,6.8,1.8,2.83,343,13.2,-1.533,44.6,9.7,3,0.68,177,14.9,-2.108,39.4,9.1,2.6,0.56,340,13.2,-0.761
"5308","20.04.2004 13:30",46.9,6.4,1.8,2.2,338,13.8,-1.463,45.4,8.4,2.5,1.1,148,13.9,-3.067,36.3,10.5,3.1,0.64,327,13.4,0.728
"5309","20.04.2004 14:00",45.9,9.1,3.1,1.75,345,14.2,-0.761,46.3,9.5,2.7,0.79,155,15,-2.647,41.1,9,2.3,2.46,332,13.5,1.145
"5310","20.04.2004 14:30",49.2,7.5,2.2,1.32,347,15.1,-1.934,47.7,9,2.6,0.43,233,16.4,-2.533,39.5,8.7,2,1.27,14,13.5,0.552
"5311","20.04.2004 15:00",50.8,5.2,1.4,2.8,343,14.9,-2.152,49.4,7.8,3,0.85,271,16.6,-2.511,39.1,9.4,2.3,2.05,329,14.2,1.843
"5312","20.04.2004 15:30",48.9,9.5,3.2,2.82,330,15,-0.207,47.6,12.8,5.2,0.63,258,16.1,-2.4,37.1,9.9,2,1.77,326,13.9,2.206
"5313","20.04.2004 16:00",37.3,22.7,7.3,1.96,306,14.5,0.072,46.6,11.5,3,0.44,243,15.7,-2.179,36.3,10.4,1.7,1.47,338,13.8,2.021
"5314","20.04.2004 16:30",41.3,13.7,3.8,1.38,343,13.9,0.398,41.5,13.2,3.3,1.07,291,15.2,0.356,30.1,14.7,3.8,2.06,332,13.9,2.237
"5315","20.04.2004 17:00",41.4,12.5,2.7,1.42,340,13.3,1.473,43.8,13,3.2,0.2,231,14.8,-0.978,30.6,11.9,2,2.99,322,13.7,2.869
"5316","20.04.2004 17:30",29.3,26.8,7,1.86,287,13.3,0.769,38.6,19,4.9,0.21,2,14.4,0.563,29.5,11.3,1.4,2.45,330,13.5,3.234
"5317","20.04.2004 18:00",32.7,27.2,6.8,2.16,315,13.7,0.596,35,29.1,13,0.49,140,13.9,1.179,29.3,11.1,1.2,2.72,334,13.3,4.145
"5318","20.04.2004 18:30",28.8,27.1,5.9,1.65,308,13.1,1.631,34.2,15.1,3.7,0.55,326,13.7,2.452,30.5,10.3,0.8,2.76,343,12.9,4.112
"5319","20.04.2004 19:00",24.9,27.3,4.7,1.33,308,12.5,2.62,22.1,21.8,4.3,0.16,153,12.8,3.759,30.7,10.8,0.5,2.07,348,12.7,4.207
"5320","20.04.2004 19:30",23.8,18.9,1.4,0.72,142,11.8,2.62,16.8,24.3,5.2,0.46,132,12.2,4.065,34.5,9.3,0.6,0.79,39,12.4,4.351
"5321","20.04.2004 20:00",19.6,19,0.7,2.63,164,10.5,2.859,22.7,18.6,4.9,0.43,288,11.8,3.74,33.2,8.8,0.6,1.1,66,12.5,4.172
"5322","20.04.2004 20:30",16.9,21.5,1.3,2.65,164,10.2,2.907,24.9,19.3,6.7,0.27,247,11.9,3.283,22.4,15.4,0.3,0.49,75,12.4,4.4
"5323","20.04.2004 21:00",20.5,18.6,0.6,2.55,152,10.3,2.552,25.4,19.6,8.1,0.64,287,11.4,3.143,7.8,32.9,5.2,0.56,169,12.2,4.744
"5324","20.04.2004 21:30",23.9,14.4,0.9,2.85,155,10,2.555,30.4,7.8,0.7,0.44,317,11.2,2.757,6.1,33.4,5.8,0.83,138,11.6,5.471
"5325","20.04.2004 22:00",21.9,13.4,1.5,2.07,170,9.4,3.226,27.7,9.4,1.1,0.12,87,11,3.064,11.9,22.1,1.4,0.71,202,11.4,5.281
"5326","20.04.2004 22:30",23.4,11.7,0.7,1.41,141,9.7,2.96,17.9,14.4,2.1,0.29,143,10.3,3.73,13.5,17.8,0.5,0.7,228,11.1,5.487
"5327","20.04.2004 23:00",24.5,11.2,1,1.97,177,9.3,3.044,22.7,8,0.6,0.24,121,10.1,3.695,18.6,12.9,0.3,0.7,179,10.8,5.221
"5328","20.04.2004 23:30",22.6,8.2,0.8,0.98,191,8.8,3.535,18.3,8.2,1.5,0.28,133,9.4,4.028,23.6,8.5,0.5,1.18,162,10.4,4.818
"5329","21.04.2004 00:00",20.6,9.9,0.8,0.28,209,8,3.598,14.7,8.2,0.6,0.26,129,9,4.209,23.9,9.3,0.6,1.77,162,10.5,4.788
"5330","21.04.2004 00:30",24.3,9.2,1.1,0.76,146,8.7,2.732,19.6,4.8,0.3,0.15,77,8.9,3.854,24.4,8.8,0.5,1.51,176,10.1,4.129
"5331","21.04.2004 01:00",23.9,7.5,0.6,1.43,158,8.5,2.815,19.1,4.7,0.8,0.21,141,8.7,3.822,24.9,8,0.4,1.97,171,9.5,4.288
"5332","21.04.2004 01:30",23.7,9.5,1.1,1.84,171,8.1,2.287,17.6,4.7,0.6,0.14,91,8.3,3.79,24.8,7,0.4,2.35,157,9.5,4.082
"5333","21.04.2004 02:00",28.8,6.9,0.8,1.57,174,7.9,1.563,18.5,4.8,0.9,0.3,113,8.4,3.672,23.7,6.8,0.5,1.5,182,9.4,4.253
"5334","21.04.2004 02:30",23.6,9.2,1.1,0.88,174,7.2,1.636,17.2,6.2,1,0.14,359,7.8,3.558,19.4,7.8,0.3,2.06,187,9.3,4.378
"5335","21.04.2004 03:00",21.9,11.8,2.2,0.75,172,6.1,1.536,15.2,9.6,2,0.37,122,7.4,3.095,20.1,9.1,0.4,1.51,195,9.2,4.422
"5336","21.04.2004 03:30",19.9,12.5,2.9,0.84,144,5.7,1.566,16.7,5.7,0.9,0.14,119,6.8,2.779,23.3,6.9,0.6,1.55,161,8.6,4.079
"5337","21.04.2004 04:00",8.7,34.7,15.9,0.86,169,5.9,1.571,11.1,12.9,3.2,0.12,102,6.2,2.529,18.8,9.2,1.2,1.53,161,8.2,4.077
"5338","21.04.2004 04:30",6.2,37.6,16.6,0.61,111,5.5,1.631,5.8,27.8,8.4,0.28,344,6.2,2.529,5.3,29.8,11.3,0.73,193,8.1,4.317
"5339","21.04.2004 05:00",1.3,110.6,81.2,0.68,172,4.1,1.292,3.6,39.8,18.4,0.18,2,5.9,2.364,0.8,73.3,51,0.85,256,7,4.469
"5340","21.04.2004 05:30",1.2,132.8,102.6,1.29,172,3.9,1.13,3.7,52.7,29.7,0.12,356,6.1,2.468,1.4,74.7,52.2,0.79,263,6.7,4.327
"5341","21.04.2004 06:00",1.4,170.2,136.8,1.05,171,4.9,1.393,2.5,87.3,63.2,0.04,27,6.3,2.608,3.9,70.6,48.3,0.37,228,6.8,4.374
"5342","21.04.2004 06:30",1.9,157.7,121.9,0.45,196,5.2,1.613,2.2,76.4,52.7,0.26,43,6.3,2.68,1.8,164.3,133.4,0.78,220,7,4.229
"5343","21.04.2004 07:00",3.1,129.4,99.4,0.87,151,6.3,2.571,4.1,69.1,44.1,0.38,124,7.9,3.249,8.5,54.6,33.7,0.72,252,7.6,4.142
"5344","21.04.2004 07:30",9.4,62.1,37.9,0.81,77,9.1,3.282,9.7,41.4,19.2,0.32,132,9.3,3.621,21.8,15.4,5.9,0.8,184,9.1,4.404
"5345","21.04.2004 08:00",16.7,38.6,19.9,0.51,38,10.7,3.61,20.1,23.6,8.1,0.63,128,10.4,3.532,22.5,18.9,8.2,1.66,138,10.4,4.002
"5346","21.04.2004 08:30",22.9,25.1,10.6,0.24,258,11.3,3.659,27.8,15.6,4.8,0.21,165,12.2,3.512,24.2,17.5,7.5,1.82,134,11,3.777
"5347","21.04.2004 09:00",23.7,27.8,11.6,0.22,4,13,4.18,35.4,11.2,3.9,0.34,181,13.3,2.965,31.6,10.7,4.1,1.4,140,12.2,4.139
"5348","21.04.2004 09:30",26.5,25,10.6,0.84,336,13.1,3.88,31,20.2,6.9,0.25,245,14.4,2.785,28.9,16.7,6.9,1.22,140,12.7,3.214
"5349","21.04.2004 10:00",30.9,17.6,6.9,2.45,346,13.3,4.381,36.6,15.2,4.7,0.6,293,15.2,2.385,27.2,18.1,7.5,0.62,143,13.9,3.772
"5350","21.04.2004 10:30",36.7,14.5,5.5,2.49,341,14.1,3.323,33,19.7,7.4,0.35,217,14.8,3.024,31,13,5.2,1.39,342,14,4.554
"5351","21.04.2004 11:00",38.2,11.5,4.6,3.43,342,13.4,4.422,34.8,18.2,6.4,0.66,154,15.3,2.773,38.4,9.4,3,1.89,357,14.7,5.604
"5352","21.04.2004 11:30",40.3,12.7,4.8,2.36,334,15,3.85,42.8,12.5,4.1,0.83,154,16.5,2.832,NA,8.3,2,1.39,39,15.6,5.871
"5353","21.04.2004 12:00",46.2,8.9,3,3.23,342,15.9,4.612,NA,NA,NA,0.73,159,17.1,3.083,NA,8.4,1.8,1.76,54,16.2,6.314
"5354","21.04.2004 12:30",47.1,12.2,3.8,3.72,335,16.9,4.58,NA,NA,NA,0.55,164,17.9,4.014,NA,8.4,1.7,1.56,312,16.7,6.293
"5355","21.04.2004 13:00",47.5,15.5,5.6,3.69,329,17.6,3.238,50.4,8.3,2.5,0.42,188,18.2,3.283,10.2,8.3,1.5,1.59,318,16.9,4.773
"5356","21.04.2004 13:30",49,14.3,4.6,3.58,332,18.1,4.121,52.3,8.2,1.9,0.68,273,18.9,3.358,52.7,7.9,1.2,1.86,318,17.3,3.406
"5357","21.04.2004 14:00",50.7,14,4.2,3.22,326,18.4,3.876,54.4,9.2,2.5,0.4,216,19.3,2.935,54.9,7.1,0.9,1.35,335,17.9,4.543
"5358","21.04.2004 14:30",53.2,13.1,3.8,3.52,334,18.6,3.714,52.9,14.8,5,0.9,277,20,3.253,52.4,7.8,0.9,1.37,315,18.2,3.846
"5359","21.04.2004 15:00",52.3,15.8,4.3,3.55,330,18.8,3.7,52.4,12.8,2.5,0.41,201,19.2,3.301,54.6,7.8,0.7,1.65,311,18.4,4.426
"5360","21.04.2004 15:30",49.6,19.9,5.8,2.56,308,19,4.335,53.3,13.8,2.7,0.31,181,19.8,3.035,57.2,8.2,0.9,1.63,324,18.5,2.481
"5361","21.04.2004 16:00",53.4,10.2,1.8,1.29,344,18.7,4.98,55,12.6,2.6,0.27,217,19.3,2.683,59.4,8.7,1,0.83,5,18.7,4.366
"5362","21.04.2004 16:30",54.6,9,1.5,1.06,5,18.7,4.403,54.5,13.8,2.9,0.49,256,20,2.863,58.8,8.8,1,0.32,131,18.8,5.141
"5363","21.04.2004 17:00",31.4,49.9,19.7,0.57,260,18,2.524,53.8,16.1,3.8,0.58,269,20.1,3.211,59.6,8.7,1,0.56,21,18.8,4.492
"5364","21.04.2004 17:30",13.6,77.5,34.9,0.79,251,16.6,3.981,54.4,15,3.4,0.85,284,19.4,2.897,58.9,8.5,0.8,0.66,86,19,4.448
"5365","21.04.2004 18:00",5.4,80.5,38.2,0.92,169,15.2,5.747,52.4,17.3,4,0.95,281,19,3.526,58.2,9.4,0.8,0.45,57,19.7,4.882
"5366","21.04.2004 18:30",4.3,87,43.9,1.28,182,15.3,4.948,37.2,24.6,3.2,0.24,170,17.8,4.897,57.1,9.4,0.6,0.42,4,18.8,4.044
"5367","21.04.2004 19:00",4.2,84.6,40.8,2.24,192,14,4.116,31.4,26.5,3.1,0.07,176,16.5,4.601,48.6,16.6,0.6,0.82,22,18.4,4.817
"5368","21.04.2004 19:30",3.7,57.3,20.4,1.18,197,12.5,4.046,29.7,25.3,2.6,0.08,329,15.4,4.604,30.9,31.8,0.5,0.81,146,17.8,3.6
"5369","21.04.2004 20:00",8.1,44.6,8.1,0.81,183,NA,NA,11.8,36.4,8,0.09,41,14.1,5.768,13.1,43.2,2.4,1.18,146,16.7,4.333
"5370","21.04.2004 20:30",26.6,22,3,1.34,170,NA,NA,11.6,29.9,5.8,0.14,356,13.1,5.781,22,26.5,0.7,1.34,154,15.5,5.751
"5371","21.04.2004 21:00",22.7,23.3,2.3,0.97,179,11.6,2.302,8.2,36.1,9,0.11,97,12.6,5.45,28.7,21,0.7,1.24,174,14.5,5.602
"5372","21.04.2004 21:30",23.3,16.8,1.2,0.79,131,NA,NA,11.9,27.5,5.9,0.11,140,11.6,4.667,35.6,12,0.6,1.71,180,13.4,5.412
"5373","21.04.2004 22:00",22.7,17.3,1.2,0.5,151,8.8,2.699,18.1,17.1,1.6,0.09,327,11.2,4.448,28.3,17,0.5,1.16,196,13,5.353
"5374","21.04.2004 22:30",21.8,16.9,1.2,0.35,111,10.5,2.812,17.7,17.2,3.4,0.18,120,10.3,4.126,18.7,24.4,0.8,1.05,160,12.9,5.545
"5375","21.04.2004 23:00",20.5,18.5,2.3,0.49,147,9.5,2.613,22.1,9.7,0.9,0.19,10,9.9,3.982,19.7,20.9,1.3,1.05,171,12.5,5.541
"5376","21.04.2004 23:30",24.4,11.6,1.2,0.81,142,9.1,2.145,24.7,7.5,0.8,0.22,118,9.8,3.388,29.7,9.8,0.9,1.48,257,11,5.476
"5377","22.04.2004 00:00",20.9,15.7,2.1,0.64,132,8.4,2.425,25,5.5,0.6,0.05,100,9.7,3.271,35,8.4,0.8,1.69,249,10.9,4.956
"5378","22.04.2004 00:30",24,11.5,1.6,1.36,176,8.6,2.162,24.8,5.9,0.4,0.08,108,9.5,2.971,31.5,8,0.7,1.33,247,10.8,5.179
"5379","22.04.2004 01:00",25.7,6.2,1.1,1.45,164,6.2,1.974,25.4,5.7,0.5,0.14,56,9,2.975,30.1,8.4,0.4,0.55,206,10.6,5.177
"5380","22.04.2004 01:30",22.4,10,1.2,0.89,165,6.7,2.036,25.4,5.4,0.7,0.12,106,8.6,2.827,30.3,8,0.4,1.07,235,10.7,4.936
"5381","22.04.2004 02:00",17.3,17.3,3.6,0.94,135,6.7,2.114,25.4,5.8,0.7,0.11,87,8.1,2.454,30.6,7.8,0.7,1.06,249,10,4.705
"5382","22.04.2004 02:30",19.6,12,1.2,0.89,160,6.9,2.053,28.2,3.4,0.3,0.22,72,8.1,2.412,29.6,7.8,0.6,1.53,252,9.5,4.571
"5383","22.04.2004 03:00",14.5,19.1,4.1,1.13,153,6.9,1.974,21.8,8.3,1.3,0.1,99,7.9,2.346,27.7,7.7,0.4,1.5,247,9.6,4.606
"5384","22.04.2004 03:30",17.2,13.9,0.9,1.34,154,5.9,1.666,22.7,5.5,0.6,0.17,77,7.5,2.29,23.7,9.1,0.6,2.28,253,9.2,4.677
"5385","22.04.2004 04:00",7.2,43.9,20,0.83,144,NA,NA,16.6,16.9,3,0.2,29,7.4,2.274,20.7,9.3,0.5,1.12,249,8.6,5.059
"5386","22.04.2004 04:30",2.5,66.6,36.2,0.83,180,6.9,1.755,19.2,13.7,2.2,0.18,98,7.7,2.176,12.5,38.1,20.9,0.51,205,8.2,4.707
"5387","22.04.2004 05:00",1,105.2,73.5,0.91,167,5.9,1.609,10.1,32.2,12.1,0.1,42,7.4,2.174,2.3,46.6,20.8,1.16,254,7.7,4.419
"5388","22.04.2004 05:30",1.6,120.7,86.9,0.81,137,6.9,1.875,2.8,72.8,42.9,0.18,75,7.3,2.318,1.4,88.7,60.5,1.55,268,7.2,4.251
"5389","22.04.2004 06:00",4.4,147.5,113.9,0.41,154,6.3,1.92,2.6,86.1,56.1,0.15,30,7.8,2.577,1.5,107.8,82.9,1.55,279,6.9,4.2
"5390","22.04.2004 06:30",2.1,184.9,148.7,0.36,73,6.6,2.304,4.9,63.1,32.5,0.16,269,8.4,2.636,2.1,125.2,99.2,1.17,295,6.8,3.999
"5391","22.04.2004 07:00",2.7,185.3,145.9,0.7,304,8.5,3.45,5.7,74.7,42.6,0.1,117,9.7,3.271,3.1,104.2,79.2,0.78,312,7.9,4.578
"5392","22.04.2004 07:30",14.9,46.9,25.7,1.66,334,10,5.33,18.1,32.5,11.6,0.16,235,10.9,3.59,8.3,51.8,31.4,0.75,345,8.7,5.393
"5393","22.04.2004 08:00",13.5,48.9,26,0.97,355,11.1,5.381,15.6,40.3,17.2,0.26,257,11.6,4.06,14.9,37.8,18.9,0.73,337,9.8,5.411
"5394","22.04.2004 08:30",25.6,29.1,11.7,0.86,331,12.7,4.233,19.3,35.4,15,0.16,232,13.4,4.988,17.1,37.6,17.8,0.9,4,11.3,5.53
"5395","22.04.2004 09:00",23,35.8,15.8,1.06,277,13.3,6.016,25,29.4,11.8,0.34,201,15,4.728,20.2,29.2,12.8,0.85,347,12.5,5.86
"5396","22.04.2004 09:30",32,19.9,7.6,1.19,333,14.5,5.044,31.8,21.2,7.3,0.53,270,15.9,3.993,34.9,14,5.1,1.08,345,13.7,7.447
"5397","22.04.2004 10:00",34.7,19.2,7.4,1.12,328,15.2,4.625,35.1,21.2,7.3,0.63,277,16.8,3.657,41.2,13.3,3.8,0.98,316,14.7,5.71
"5398","22.04.2004 10:30",37.6,19.5,7.6,1.53,305,15.9,4.733,35.3,21.5,7.8,0.28,206,17.7,4.84,43.7,10.9,3.1,0.94,342,16,6.732
"5399","22.04.2004 11:00",41.4,12.3,4,2.16,348,15.8,5.263,40,17.1,4.9,0.74,155,17.8,4.453,42,11.5,3.3,1.12,342,16.8,7.366
"5400","22.04.2004 11:30",46.3,10.3,3.1,1.92,342,16.1,4.142,46.4,14.5,4.3,0.54,169,18.8,3.93,48.9,10.6,2.5,1.51,346,18.2,9.152
"5401","22.04.2004 12:00",49.2,11.3,3.3,2.04,350,17.9,6.653,53.7,10.9,3.5,0.63,292,19.3,4.259,56.9,8.8,1.3,2.1,351,18.7,7.658
"5402","22.04.2004 12:30",52.1,8.8,2.4,2.52,344,18.3,6.741,56.9,9.8,2.3,0.73,269,20.4,4.722,55.9,9.2,1.4,0.82,353,19.3,8.743
"5403","22.04.2004 13:00",56.9,10,2.7,3.12,344,19,7.128,58.4,10.1,2.1,0.33,244,20.7,5.226,NA,NA,NA,1.05,316,19.9,8.042
"5404","22.04.2004 13:30",59.7,9,1.7,2.82,345,19.3,7.653,57.7,15.7,5.5,0.74,167,21.4,5.845,NA,NA,NA,2.48,350,20.2,6.923
"5405","22.04.2004 14:00",61.4,9.9,1.6,3.22,343,19.1,7.408,61.5,18.8,9.1,0.39,227,21.4,6.003,66,7.6,0.6,1.61,341,20.3,7.389
"5406","22.04.2004 14:30",61.5,12.5,2.6,1.76,344,19.7,8.574,66,10.9,1.8,0.49,174,21.4,6.276,65.6,8.4,0.7,1.35,323,20.4,6.894
"5407","22.04.2004 15:00",60.8,12.9,2.1,1.53,344,20.8,8.893,68.8,9.9,1.6,0.45,170,21.6,6.18,65.9,9.4,0.8,1.59,328,20.7,7.198
"5408","22.04.2004 15:30",62.4,13.2,2.2,1.4,356,20.8,7.773,68.2,11.9,2.1,0.57,148,21.6,6.061,70.2,10.3,1,1.9,310,21.3,7.201
"5409","22.04.2004 16:00",61.1,16.3,2.9,1.12,304,20.9,8.565,71.3,11.1,1.7,0.32,171,22,6.255,70.4,10.3,0.9,0.91,334,21.4,6.354
"5410","22.04.2004 16:30",59,18.1,3.4,1.21,271,21.1,7.381,69.5,14,2.1,0.63,146,22.1,6.303,68.6,10.4,0.8,1.43,325,21.5,6.974
"5411","22.04.2004 17:00",62.2,11.3,1,0.28,50,20.7,8.383,70.1,13.8,2.3,0.49,158,22.1,6.701,59.6,12.3,1.1,1.32,343,21.5,5.854
"5412","22.04.2004 17:30",51.8,15.5,1.7,0.67,220,19.9,5.473,69.5,15.3,1.8,0.67,149,21.8,6.158,61.9,12.4,0.7,2.11,338,21.3,6.456
"5413","22.04.2004 18:00",49.1,21.3,2.2,0.79,250,19.6,6.14,69.3,15.2,1.5,0.66,148,21.4,6.354,43.1,27.9,2.1,1.63,332,21.2,4.895
"5414","22.04.2004 18:30",43.4,25.9,3.1,1.26,249,19.2,6.125,55.2,17.7,2.4,0.71,132,20.2,7.434,44.6,21.8,1.9,1.7,317,20.8,4.954
