"","time","tbone"
"1284",1284,-0.328491
"1285",1285,-0.158936
"1286",1286,0.035675
"1287",1287,0.158447
"1288",1288,0.167175
"1289",1289,0.042175
"1290",1290,-0.161621
"1291",1291,-0.388702
"1292",1292,-0.580017
"1293",1293,-0.681702
"1294",1294,-0.676392
"1295",1295,-0.592682
"1296",1296,-0.473236
"1297",1297,-0.337555
"1298",1298,-0.190857
"1299",1299,-0.063263
"1300",1300,-0.013947
"1301",1301,-0.151764
"1302",1302,-0.41864
"1303",1303,-0.546844
"1304",1304,-0.299438
"1305",1305,0.163788
"1306",1306,0.522919
"1307",1307,0.664246
"1308",1308,0.656036
"1309",1309,0.60907
"1310",1310,0.58017
"1311",1311,0.545288
"1312",1312,0.493988
"1313",1313,0.424408
"1314",1314,0.338806
"1315",1315,0.256958
"1316",1316,0.186005
"1317",1317,0.124237
"1318",1318,0.059601
"1319",1319,0.016174
"1320",1320,0.021118
"1321",1321,0.058472
"1322",1322,0.103577
"1323",1323,0.138855
"1324",1324,0.150665
"1325",1325,0.123596
"1326",1326,0.060883
"1327",1327,-0.015869
"1328",1328,-0.11026
"1329",1329,-0.241028
"1330",1330,-0.348236
"1331",1331,-0.32962
"1332",1332,-0.173767
"1333",1333,0.021271
"1334",1334,0.154053
"1335",1335,0.174072
"1336",1336,0.062256
"1337",1337,-0.135193
"1338",1338,-0.360962
"1339",1339,-0.562134
"1340",1340,-0.679535
"1341",1341,-0.687836
"1342",1342,-0.61145
"1343",1343,-0.494202
"1344",1344,-0.356506
"1345",1345,-0.207458
"1346",1346,-0.074921
"1347",1347,-0.011139
"1348",1348,-0.115265
"1349",1349,-0.376892
"1350",1350,-0.547943
"1351",1351,-0.363983
"1352",1352,0.073639
"1353",1353,0.456696
"1354",1354,0.631927
"1355",1355,0.642517
"1356",1356,0.603394
"1357",1357,0.5755
"1358",1358,0.545532
"1359",1359,0.498932
"1360",1360,0.428253
"1361",1361,0.341553
"1362",1362,0.256409
"1363",1363,0.184265
"1364",1364,0.12384
"1365",1365,0.059448
"1366",1366,0.01181
"1367",1367,0.008545
"1368",1368,0.04422
"1369",1369,0.095734
"1370",1370,0.140686
"1371",1371,0.159821
"1372",1372,0.13858
"1373",1373,0.077881
"1374",1374,0.002319
"1375",1375,-0.086151
"1376",1376,-0.208984
"1377",1377,-0.322235
"1378",1378,-0.326538
"1379",1379,-0.189484
"1380",1380,0.000977
"1381",1381,0.146393
"1382",1382,0.184601
"1383",1383,0.093903
"1384",1384,-0.087585
"1385",1385,-0.312347
"1386",1386,-0.517609
"1387",1387,-0.649475
"1388",1388,-0.673828
"1389",1389,-0.609741
"1390",1390,-0.501343
"1391",1391,-0.370087
"1392",1392,-0.225006
"1393",1393,-0.087799
"1394",1394,-0.013641
"1395",1395,-0.096497
"1396",1396,-0.344452
"1397",1397,-0.529755
"1398",1398,-0.382568
"1399",1399,0.039795
"1400",1400,0.440002
"1401",1401,0.640106
"1402",1402,0.667145
"1403",1403,0.625214
"1404",1404,0.590637
"1405",1405,0.556458
"1406",1406,0.515228
"1407",1407,0.450928
"1408",1408,0.367188
"1409",1409,0.283264
"1410",1410,0.208191
"1411",1411,0.145691
"1412",1412,0.082184
"1413",1413,0.025635
"1414",1414,0.012665
"1415",1415,0.045044
"1416",1416,0.094177
"1417",1417,0.13858
"1418",1418,0.157562
"1419",1419,0.137756
"1420",1420,0.077972
"1421",1421,0.000366
"1422",1422,-0.085022
"1423",1423,-0.203003
"1424",1424,-0.317688
"1425",1425,-0.338989
"1426",1426,-0.211884
"1427",1427,-0.020142
"1428",1428,0.130341
"1429",1429,0.181396
"1430",1430,0.104675
"1431",1431,-0.069733
"1432",1432,-0.292877
"1433",1433,-0.50296
"1434",1434,-0.641693
"1435",1435,-0.677856
"1436",1436,-0.620026
"1437",1437,-0.512939
"1438",1438,-0.384003
"1439",1439,-0.238708
"1440",1440,-0.096985
"1441",1441,-0.010895
"1442",1442,-0.069763
"1443",1443,-0.317993
"1444",1444,-0.537598
"1445",1445,-0.428772
"1446",1446,-0.006409
"1447",1447,0.421478
"1448",1448,0.646393
"1449",1449,0.682404
"1450",1450,0.638245
"1451",1451,0.600616
"1452",1452,0.56546
"1453",1453,0.520142
"1454",1454,0.456512
"1455",1455,0.375305
"1456",1456,0.291656
"1457",1457,0.2146
"1458",1458,0.148712
"1459",1459,0.087524
"1460",1460,0.031952
"1461",1461,0.013916
"1462",1462,0.041656
"1463",1463,0.090179
"1464",1464,0.138275
"1465",1465,0.162292
"1466",1466,0.146332
"1467",1467,0.088257
"1468",1468,0.01239
"1469",1469,-0.074921
"1470",1470,-0.195129
"1471",1471,-0.319397
"1472",1472,-0.357239
"1473",1473,-0.240265
"1474",1474,-0.040985
"1475",1475,0.126648
"1476",1476,0.191559
"1477",1477,0.131714
"1478",1478,-0.036407
"1479",1479,-0.259521
"1480",1480,-0.477051
"1481",1481,-0.63385
"1482",1482,-0.686279
"1483",1483,-0.642517
"1484",1484,-0.541473
"1485",1485,-0.4151
"1486",1486,-0.273773
"1487",1487,-0.128387
"1488",1488,-0.02478
"1489",1489,-0.043304
"1490",1490,-0.262451
"1491",1491,-0.503143
"1492",1492,-0.472656
"1493",1493,-0.104828
"1494",1494,0.329742
"1495",1495,0.594727
"1496",1496,0.665161
"1497",1497,0.632904
"1498",1498,0.596802
"1499",1499,0.566376
"1500",1500,0.526184
"1501",1501,0.468231
"1502",1502,0.388886
"1503",1503,0.30191
"1504",1504,0.222076
"1505",1505,0.154327
"1506",1506,0.092865
"1507",1507,0.032928
"1508",1508,0.005615
"1509",1509,0.023651
"1510",1510,0.06839
"1511",1511,0.114258
"1512",1512,0.141754
"1513",1513,0.135315
"1514",1514,0.086853
"1515",1515,0.015625
"1516",1516,-0.061981
"1517",1517,-0.168549
"1518",1518,-0.292633
"1519",1519,-0.352295
"1520",1520,-0.268097
"1521",1521,-0.083221
"1522",1522,0.092682
"1523",1523,0.178955
"1524",1524,0.146698
"1525",1525,-0.006165
"1526",1526,-0.222534
"1527",1527,-0.447021
"1528",1528,-0.622223
"1529",1529,-0.695679
"1530",1530,-0.666229
"1531",1531,-0.567871
"1532",1532,-0.44397
"1533",1533,-0.304504
"1534",1534,-0.160492
"1535",1535,-0.050598
"1536",1536,-0.044067
"1537",1537,-0.232513
"1538",1538,-0.47879
"1539",1539,-0.499786
"1540",1540,-0.166534
"1541",1541,0.279419
"1542",1542,0.575897
"1543",1543,0.671936
"1544",1544,0.646484
"1545",1545,0.6073
"1546",1546,0.575256
"1547",1547,0.536041
"1548",1548,0.482574
"1549",1549,0.403381
"1550",1550,0.315643
"1551",1551,0.239197
"1552",1552,0.177643
"1553",1553,0.118866
"1554",1554,0.052307
"1555",1555,0.013184
"1556",1556,0.02002
"1557",1557,0.056091
"1558",1558,0.102051
"1559",1559,0.133087
"1560",1560,0.134521
"1561",1561,0.093475
"1562",1562,0.0242
"1563",1563,-0.050171
"1564",1564,-0.14679
"1565",1565,-0.269714
"1566",1566,-0.341064
"1567",1567,-0.273376
"1568",1568,-0.095154
"1569",1569,0.08194
"1570",1570,0.181702
"1571",1571,0.167999
"1572",1572,0.026611
"1573",1573,-0.187073
"1574",1574,-0.417389
"1575",1575,-0.598907
"1576",1576,-0.681793
"1577",1577,-0.660583
"1578",1578,-0.567993
"1579",1579,-0.444305
"1580",1580,-0.304596
"1581",1581,-0.158661
"1582",1582,-0.041748
"1583",1583,-0.019775
"1584",1584,-0.188599
"1585",1585,-0.440369
"1586",1586,-0.504089
"1587",1587,-0.207275
"1588",1588,0.246216
"1589",1589,0.568939
"1590",1590,0.681274
"1591",1591,0.660248
"1592",1592,0.616425
"1593",1593,0.583771
"1594",1594,0.546295
"1595",1595,0.493561
"1596",1596,0.417877
"1597",1597,0.33139
"1598",1598,0.252838
"1599",1599,0.189026
"1600",1600,0.129089
"1601",1601,0.061676
"1602",1602,0.01825
"1603",1603,0.022675
"1604",1604,0.062073
"1605",1605,0.106873
"1606",1606,0.13916
"1607",1607,0.141418
"1608",1608,0.101349
"1609",1609,0.032867
"1610",1610,-0.04361
"1611",1611,-0.139313
"1612",1612,-0.260925
"1613",1613,-0.344116
"1614",1614,-0.292755
"1615",1615,-0.11853
"1616",1616,0.07254
"1617",1617,0.186707
"1618",1618,0.18457
"1619",1619,0.054596
"1620",1620,-0.154602
"1621",1621,-0.385132
"1622",1622,-0.576721
"1623",1623,-0.678894
"1624",1624,-0.673248
"1625",1625,-0.589569
"1626",1626,-0.471497
"1627",1627,-0.33725
"1628",1628,-0.18985
"1629",1629,-0.065948
"1630",1630,-0.027618
"1631",1631,-0.176239
"1632",1632,-0.429413
"1633",1633,-0.524963
"1634",1634,-0.263031
"1635",1635,0.187836
"1636",1636,0.535736
"1637",1637,0.671387
"1638",1638,0.662262
"1639",1639,0.616547
"1640",1640,0.57962
"1641",1641,0.539978
"1642",1642,0.488007
"1643",1643,0.418701
"1644",1644,0.338898
"1645",1645,0.262756
"1646",1646,0.196716
"1647",1647,0.135803
"1648",1648,0.069916
"1649",1649,0.021698
"1650",1650,0.017426
"1651",1651,0.049835
"1652",1652,0.093872
"1653",1653,0.128479
"1654",1654,0.13855
"1655",1655,0.106445
"1656",1656,0.039063
"1657",1657,-0.035858
"1658",1658,-0.12735
"1659",1659,-0.249298
"1660",1660,-0.343842
"1661",1661,-0.310181
"1662",1662,-0.144409
"1663",1663,0.052277
"1664",1664,0.181824
"1665",1665,0.19519
"1666",1666,0.079193
"1667",1667,-0.1203
"1668",1668,-0.353302
"1669",1669,-0.557831
"1670",1670,-0.6763
"1671",1671,-0.685822
"1672",1672,-0.607025
"1673",1673,-0.488953
"1674",1674,-0.35257
"1675",1675,-0.206726
"1676",1676,-0.077698
"1677",1677,-0.020721
"1678",1678,-0.139008
"1679",1679,-0.397125
"1680",1680,-0.54538
"1681",1681,-0.332214
"1682",1682,0.114716
"1683",1683,0.489319
"1684",1684,0.658295
"1685",1685,0.664978
"1686",1686,0.620941
"1687",1687,0.586517
"1688",1688,0.54541
"1689",1689,0.497528
"1690",1690,0.428131
"1691",1691,0.342651
"1692",1692,0.261108
"1693",1693,0.188538
"1694",1694,0.12616
"1695",1695,0.061981
"1696",1696,0.010101
"1697",1697,0.001617
"1698",1698,0.031464
"1699",1699,0.076447
"1700",1700,0.115417
"1701",1701,0.131195
"1702",1702,0.103821
"1703",1703,0.038055
"1704",1704,-0.037476
"1705",1705,-0.124969
"1706",1706,-0.244598
"1707",1707,-0.346375
"1708",1708,-0.336487
"1709",1709,-0.180206
"1710",1710,0.01825
"1711",1711,0.158752
"1712",1712,0.189392
"1713",1713,0.095001
"1714",1714,-0.094391
"1715",1715,-0.327637
"1716",1716,-0.536255
"1717",1717,-0.666199
"1718",1718,-0.691895
"1719",1719,-0.628693
"1720",1720,-0.51825
"1721",1721,-0.387695
"1722",1722,-0.244965
"1723",1723,-0.109711
"1724",1724,-0.034302
"1725",1725,-0.112762
"1726",1726,-0.364807
"1727",1727,-0.552246
"1728",1728,-0.396545
"1729",1729,0.03595
"1730",1730,0.439606
"1731",1731,0.641876
"1732",1732,0.669006
"1733",1733,0.629578
"1734",1734,0.596191
"1735",1735,0.560669
"1736",1736,0.513275
"1737",1737,0.449066
"1738",1738,0.369171
"1739",1739,0.285889
"1740",1740,0.2146
"1741",1741,0.150085
"1742",1742,0.083832
"1743",1743,0.027252
"1744",1744,0.008545
"1745",1745,0.032867
"1746",1746,0.076324
"1747",1747,0.118652
"1748",1748,0.138886
"1749",1749,0.119751
"1750",1750,0.063293
"1751",1751,-0.010132
"1752",1752,-0.093506
"1753",1753,-0.209076
"1754",1754,-0.318726
"1755",1755,-0.330261
"1756",1756,-0.19519
"1757",1757,0.002167
"1758",1758,0.157654
"1759",1759,0.205383
"1760",1760,0.12912
"1761",1761,-0.05658
"1762",1762,-0.293518
"1763",1763,-0.515778
"1764",1764,-0.663635
"1765",1765,-0.701965
"1766",1766,-0.647461
"1767",1767,-0.539673
"1768",1768,-0.412201
"1769",1769,-0.27066
"1770",1770,-0.130035
"1771",1771,-0.040222
"1772",1772,-0.08606
"1773",1773,-0.320587
"1774",1774,-0.533875
"1775",1775,-0.440338
"1776",1776,-0.032227
"1777",1777,0.394653
"1778",1778,0.627197
"1779",1779,0.674957
"1780",1780,0.632935
"1781",1781,0.596802
"1782",1782,0.563629
"1783",1783,0.52002
"1784",1784,0.4599
"1785",1785,0.37735
"1786",1786,0.293488
"1787",1787,0.21991
"1788",1788,0.15506
"1789",1789,0.090149
"1790",1790,0.026428
"1791",1791,-0.00116
"1792",1792,0.019287
"1793",1793,0.061584
"1794",1794,0.108276
"1795",1795,0.13028
"1796",1796,0.115356
"1797",1797,0.061768
"1798",1798,-0.008698
"1799",1799,-0.086609
"1800",1800,-0.193451
"1801",1801,-0.307556
"1802",1802,-0.338257
"1803",1803,-0.221771
"1804",1804,-0.026306
"1805",1805,0.137939
"1806",1806,0.200226
"1807",1807,0.141602
"1808",1808,-0.03537
"1809",1809,-0.263184
"1810",1810,-0.486511
"1811",1811,-0.644989
"1812",1812,-0.698029
"1813",1813,-0.654785
"1814",1814,-0.552887
"1815",1815,-0.425751
"1816",1816,-0.286652
"1817",1817,-0.148956
"1818",1818,-0.052185
"1819",1819,-0.070038
"1820",1820,-0.283325
"1821",1821,-0.510864
"1822",1822,-0.470337
"1823",1823,-0.096649
"1824",1824,0.342957
"1825",1825,0.607788
"1826",1826,0.676178
"1827",1827,0.644073
"1828",1828,0.607056
"1829",1829,0.576477
"1830",1830,0.534729
"1831",1831,0.474426
"1832",1832,0.39447
"1833",1833,0.307434
"1834",1834,0.231384
"1835",1835,0.166077
"1836",1836,0.106171
"1837",1837,0.043304
"1838",1838,0.011078
"1839",1839,0.026886
"1840",1840,0.065247
"1841",1841,0.10907
"1842",1842,0.135345
"1843",1843,0.125397
"1844",1844,0.07312
"1845",1845,0.001404
"1846",1846,-0.073639
"1847",1847,-0.173065
"1848",1848,-0.286163
"1849",1849,-0.33252
"1850",1850,-0.236053
"1851",1851,-0.044373
"1852",1852,0.125824
"1853",1853,0.20343
"1854",1854,0.163788
"1855",1855,0.002167
"1856",1856,-0.222351
"1857",1857,-0.453491
"1858",1858,-0.629059
"1859",1859,-0.698334
"1860",1860,-0.666656
"1861",1861,-0.572052
"1862",1862,-0.450867
"1863",1863,-0.315521
"1864",1864,-0.174988
"1865",1865,-0.069031
"1866",1866,-0.063171
"1867",1867,-0.257538
"1868",1868,-0.502258
"1869",1869,-0.512939
"1870",1870,-0.16803
"1871",1871,0.288147
"1872",1872,0.58725
"1873",1873,0.681519
"1874",1874,0.656616
"1875",1875,0.615662
"1876",1876,0.582306
"1877",1877,0.540497
"1878",1878,0.481842
"1879",1879,0.404999
"1880",1880,0.316589
"1881",1881,0.238403
"1882",1882,0.173767
"1883",1883,0.110077
"1884",1884,0.043182
"1885",1885,0.003693
"1886",1886,0.012634
"1887",1887,0.052124
"1888",1888,0.098206
"1889",1889,0.128357
"1890",1890,0.122681
"1891",1891,0.073547
"1892",1892,0.000458
"1893",1893,-0.07666
"1894",1894,-0.173615
"1895",1895,-0.289825
"1896",1896,-0.350739
"1897",1897,-0.266388
"1898",1898,-0.072205
"1899",1899,0.116211
"1900",1900,0.214355
"1901",1901,0.19162
"1902",1902,0.045471
"1903",1903,-0.180634
"1904",1904,-0.422302
"1905",1905,-0.612732
"1906",1906,-0.702209
"1907",1907,-0.682648
"1908",1908,-0.592072
"1909",1909,-0.472626
"1910",1910,-0.338409
"1911",1911,-0.197327
"1912",1912,-0.077576
"1913",1913,-0.040924
"1914",1914,-0.19397
"1915",1915,-0.447723
"1916",1916,-0.52887
"1917",1917,-0.252472
"1918",1918,0.2034
"1919",1919,0.5466
"1920",1920,0.67688
"1921",1921,0.667328
"1922",1922,0.624634
"1923",1923,0.590851
"1924",1924,0.553497
"1925",1925,0.500519
"1926",1926,0.426514
"1927",1927,0.339966
"1928",1928,0.259857
"1929",1929,0.192383
"1930",1930,0.128967
"1931",1931,0.060944
"1932",1932,0.011322
"1933",1933,0.005646
"1934",1934,0.039246
"1935",1935,0.083679
"1936",1936,0.115631
"1937",1937,0.118988
"1938",1938,0.081146
"1939",1939,0.016632
"1940",1940,-0.051544
"1941",1941,-0.133301
"1942",1942,-0.246094
"1943",1943,-0.323303
"1944",1944,-0.274323
"1945",1945,-0.097565
"1946",1946,0.094574
"1947",1947,0.212524
"1948",1948,0.21225
"1949",1949,0.089905
"1950",1950,-0.123016
"1951",1951,-0.366913
"1952",1952,-0.572327
"1953",1953,-0.685455
"1954",1954,-0.688721
"1955",1955,-0.605713
"1956",1956,-0.486359
"1957",1957,-0.353699
"1958",1958,-0.215485
"1959",1959,-0.093933
"1960",1960,-0.044586
"1961",1961,-0.168488
"1962",1962,-0.420441
"1963",1963,-0.532898
"1964",1964,-0.293976
"1965",1965,0.155273
"1966",1966,0.513611
"1967",1967,0.664948
"1968",1968,0.669464
"1969",1969,0.626709
"1970",1970,0.595123
"1971",1971,0.55777
"1972",1972,0.509796
"1973",1973,0.440002
"1974",1974,0.352722
"1975",1975,0.27121
"1976",1976,0.200317
"1977",1977,0.134827
"1978",1978,0.061462
"1979",1979,0.002594
"1980",1980,-0.011627
"1981",1981,0.016998
"1982",1982,0.063171
"1983",1983,0.104919
"1984",1984,0.117188
"1985",1985,0.085938
"1986",1986,0.023804
"1987",1987,-0.047089
"1988",1988,-0.128479
"1989",1989,-0.244751
"1990",1990,-0.331421
"1991",1991,-0.297943
"1992",1992,-0.13678
"1993",1993,0.056641
"1994",1994,0.185333
"1995",1995,0.204803
"1996",1996,0.104004
"1997",1997,-0.099579
"1998",1998,-0.340149
"1999",1999,-0.55423
"2000",2000,-0.683197
"2001",2001,-0.701569
"2002",2002,-0.635132
"2003",2003,-0.525635
"2004",2004,-0.39682
"2005",2005,-0.257233
"2006",2006,-0.126678
"2007",2007,-0.056732
"2008",2008,-0.141876
"2009",2009,-0.385132
"2010",2010,-0.534637
"2011",2011,-0.352264
"2012",2012,0.080109
"2013",2013,0.471893
"2014",2014,0.661377
"2015",2015,0.686249
"2016",2016,0.644836
"2017",2017,0.607544
"2018",2018,0.569397
"2019",2019,0.521606
"2020",2020,0.451263
"2021",2021,0.365692
"2022",2022,0.280518
"2023",2023,0.212311
"2024",2024,0.151123
"2025",2025,0.082245
"2026",2026,0.020905
"2027",2027,-0.001984
"2028",2028,0.018402
"2029",2029,0.056763
"2030",2030,0.08963
"2031",2031,0.099579
"2032",2032,0.07309
"2033",2033,0.013916
"2034",2034,-0.050049
"2035",2035,-0.121002
"2036",2036,-0.224945
"2037",2037,-0.314362
"2038",2038,-0.302002
"2039",2039,-0.157227
"2040",2040,0.036682
"2041",2041,0.17691
"2042",2042,0.210907
"2043",2043,0.125854
"2044",2044,-0.067474
"2045",2045,-0.309998
"2046",2046,-0.529327
"2047",2047,-0.670471
"2048",2048,-0.698944
"2049",2049,-0.634094
"2050",2050,-0.526611
"2051",2051,-0.403809
"2052",2052,-0.268585
"2053",2053,-0.139923
"2054",2054,-0.060425
"2055",2055,-0.115662
"2056",2056,-0.358978
"2057",2057,-0.551758
"2058",2058,-0.417694
"2059",2059,0.012787
"2060",2060,0.436584
"2061",2061,0.654938
"2062",2062,0.694397
"2063",2063,0.652863
"2064",2064,0.614258
"2065",2065,0.579712
"2066",2066,0.533905
"2067",2067,0.467224
"2068",2068,0.379333
"2069",2069,0.291412
"2070",2070,0.221619
"2071",2071,0.163818
"2072",2072,0.098572
"2073",2073,0.030334
"2074",2074,0.001984
"2075",2075,0.019684
"2076",2076,0.059418
"2077",2077,0.10144
"2078",2078,0.120392
"2079",2079,0.098938
"2080",2080,0.039185
"2081",2081,-0.030396
"2082",2082,-0.101807
"2083",2083,-0.207214
"2084",2084,-0.307251
"2085",2085,-0.319
"2086",2086,-0.185761
"2087",2087,0.013428
"2088",2088,0.171753
"2089",2089,0.231171
"2090",2090,0.166229
"2091",2091,-0.014526
"2092",2092,-0.252838
"2093",2093,-0.485016
"2094",2094,-0.650726
"2095",2095,-0.702911
"2096",2096,-0.657837
"2097",2097,-0.559143
"2098",2098,-0.438965
"2099",2099,-0.306366
"2100",2100,-0.171417
"2101",2101,-0.074005
"2102",2102,-0.089661
"2103",2103,-0.311127
"2104",2104,-0.546967
"2105",2105,-0.502075
"2106",2106,-0.116333
"2107",2107,0.33786
"2108",2108,0.611664
"2109",2109,0.684692
"2110",2110,0.657654
"2111",2111,0.618713
"2112",2112,0.582336
"2113",2113,0.538147
"2114",2114,0.474243
"2115",2115,0.389801
"2116",2116,0.301086
"2117",2117,0.226624
"2118",2118,0.168213
"2119",2119,0.10788
"2120",2120,0.03833
"2121",2121,0.000519
"2122",2122,0.010284
"2123",2123,0.045746
"2124",2124,0.085724
"2125",2125,0.106445
"2126",2126,0.091797
"2127",2127,0.04068
"2128",2128,-0.023132
"2129",2129,-0.086121
"2130",2130,-0.178162
"2131",2131,-0.285828
"2132",2132,-0.329803
"2133",2133,-0.226837
"2134",2134,-0.026459
"2135",2135,0.152618
"2136",2136,0.231262
"2137",2137,0.186218
"2138",2138,0.023041
"2139",2139,-0.209869
"2140",2140,-0.449524
"2141",2141,-0.628113
"2142",2142,-0.699982
"2143",2143,-0.667206
"2144",2144,-0.572174
"2145",2145,-0.453949
"2146",2146,-0.323303
"2147",2147,-0.191772
"2148",2148,-0.088745
"2149",2149,-0.077332
"2150",2150,-0.268127
"2151",2151,-0.512207
"2152",2152,-0.510742
"2153",2153,-0.150818
"2154",2154,0.312805
"2155",2155,0.611298
"2156",2156,0.70224
"2157",2157,0.674438
"2158",2158,0.632538
"2159",2159,0.59903
"2160",2160,0.559021
"2161",2161,0.500214
"2162",2162,0.420837
"2163",2163,0.333099
"2164",2164,0.253967
"2165",2165,0.189789
"2166",2166,0.124817
"2167",2167,0.052124
"2168",2168,0.00708
"2169",2169,0.00708
"2170",2170,0.039001
"2171",2171,0.081512
"2172",2172,0.108917
"2173",2173,0.101593
"2174",2174,0.055359
"2175",2175,-0.009644
"2176",2176,-0.07373
"2177",2177,-0.159882
"2178",2178,-0.270844
"2179",2179,-0.329041
"2180",2180,-0.245575
"2181",2181,-0.052795
"2182",2182,0.12796
"2183",2183,0.226013
"2184",2184,0.19812
"2185",2185,0.055054
"2186",2186,-0.168732
"2187",2187,-0.413452
"2188",2188,-0.608765
"2189",2189,-0.702484
"2190",2190,-0.686371
"2191",2191,-0.597595
"2192",2192,-0.47995
"2193",2193,-0.347046
"2194",2194,-0.210449
"2195",2195,-0.096466
"2196",2196,-0.061371
"2197",2197,-0.212402
"2198",2198,-0.463593
"2199",2199,-0.539337
"2200",2200,-0.253937
"2201",2201,0.208099
"2202",2202,0.551849
"2203",2203,0.683807
"2204",2204,0.676605
"2205",2205,0.637909
"2206",2206,0.60675
"2207",2207,0.56604
"2208",2208,0.510376
"2209",2209,0.432434
"2210",2210,0.339844
"2211",2211,0.260681
"2212",2212,0.196747
"2213",2213,0.136871
"2214",2214,0.066833
"2215",2215,0.012604
"2216",2216,0.005524
"2217",2217,0.034576
"2218",2218,0.072998
"2219",2219,0.1008
"2220",2220,0.099121
"2221",2221,0.062592
"2222",2222,0.003967
"2223",2223,-0.055542
"2224",2224,-0.129364
"2225",2225,-0.238464
"2226",2226,-0.313538
"2227",2227,-0.263855
"2228",2228,-0.088715
"2229",2229,0.098053
"2230",2230,0.213226
"2231",2231,0.209961
"2232",2232,0.084564
"2233",2233,-0.138763
"2234",2234,-0.383606
"2235",2235,-0.585968
"2236",2236,-0.69577
"2237",2237,-0.694366
"2238",2238,-0.614838
"2239",2239,-0.499359
"2240",2240,-0.37442
"2241",2241,-0.244507
"2242",2242,-0.128479
"2243",2243,-0.080902
"2244",2244,-0.20166
"2245",2245,-0.460602
"2246",2246,-0.581299
"2247",2247,-0.332977
"2248",2248,0.138397
"2249",2249,0.518616
"2250",2250,0.675537
"2251",2251,0.677399
"2252",2252,0.638886
"2253",2253,0.608612
"2254",2254,0.56723
"2255",2255,0.509552
"2256",2256,0.43219
"2257",2257,0.344604
"2258",2258,0.266968
"2259",2259,0.199921
"2260",2260,0.138
"2261",2261,0.066498
"2262",2262,0.005341
"2263",2263,-0.010254
"2264",2264,0.017303
"2265",2265,0.061493
"2266",2266,0.094482
"2267",2267,0.098175
"2268",2268,0.066254
"2269",2269,0.00473
"2270",2270,-0.059204
"2271",2271,-0.131714
"2272",2272,-0.242706
"2273",2273,-0.329987
"2274",2274,-0.295502
"2275",2275,-0.127808
"2276",2276,0.065765
"2277",2277,0.194092
"2278",2278,0.205109
"2279",2279,0.098389
"2280",2280,-0.108246
"2281",2281,-0.3508
"2282",2282,-0.561188
"2283",2283,-0.685791
"2284",2284,-0.697266
"2285",2285,-0.624023
"2286",2286,-0.5112
"2287",2287,-0.386261
"2288",2288,-0.254028
"2289",2289,-0.130737
"2290",2290,-0.065308
"2291",2291,-0.141327
"2292",2292,-0.401489
"2293",2293,-0.589935
"2294",2294,-0.425354
"2295",2295,0.028351
"2296",2296,0.452118
"2297",2297,0.66214
"2298",2298,0.693085
"2299",2299,0.657318
"2300",2300,0.625824
"2301",2301,0.591339
"2302",2302,0.545319
"2303",2303,0.467102
"2304",2304,0.375305
"2305",2305,0.286194
"2306",2306,0.213318
"2307",2307,0.15094
"2308",2308,0.080475
"2309",2309,0.015503
"2310",2310,-0.003906
"2311",2311,0.022125
"2312",2312,0.064484
"2313",2313,0.104065
"2314",2314,0.117432
"2315",2315,0.089905
"2316",2316,0.0289
"2317",2317,-0.037323
"2318",2318,-0.106262
"2319",2319,-0.214447
"2320",2320,-0.31958
"2321",2321,-0.321533
"2322",2322,-0.173248
"2323",2323,0.033813
"2324",2324,0.193146
"2325",2325,0.238251
"2326",2326,0.153992
"2327",2327,-0.046509
"2328",2328,-0.294861
"2329",2329,-0.519043
"2330",2330,-0.664246
"2331",2331,-0.694244
"2332",2332,-0.631348
"2333",2333,-0.523102
"2334",2334,-0.402161
"2335",2335,-0.274963
"2336",2336,-0.152985
"2337",2337,-0.074097
"2338",2338,-0.112396
"2339",2339,-0.350952
"2340",2340,-0.569702
"2341",2341,-0.47464
"2342",2342,-0.052856
"2343",2343,0.40036
"2344",2344,0.650238
"2345",2345,0.701263
"2346",2346,0.661499
"2347",2347,0.625549
"2348",2348,0.591949
"2349",2349,0.547211
"2350",2350,0.4823
"2351",2351,0.398682
"2352",2352,0.313202
"2353",2353,0.242065
"2354",2354,0.179382
"2355",2355,0.106903
"2356",2356,0.031219
"2357",2357,-0.003662
"2358",2358,0.015747
"2359",2359,0.053802
"2360",2360,0.093719
"2361",2361,0.111053
"2362",2362,0.091431
"2363",2363,0.039581
"2364",2364,-0.024323
"2365",2365,-0.09082
"2366",2366,-0.186523
"2367",2367,-0.291992
"2368",2368,-0.32254
"2369",2369,-0.207886
"2370",2370,-0.007355
"2371",2371,0.157959
"2372",2372,0.221741
"2373",2373,0.158508
"2374",2374,-0.026611
"2375",2375,-0.266724
"2376",2376,-0.498169
"2377",2377,-0.662323
"2378",2378,-0.710602
"2379",2379,-0.659546
"2380",2380,-0.550934
"2381",2381,-0.425232
"2382",2382,-0.29538
"2383",2383,-0.168549
"2384",2384,-0.079987
"2385",2385,-0.091034
"2386",2386,-0.301636
"2387",2387,-0.544739
"2388",2388,-0.523804
"2389",2389,-0.144745
"2390",2390,0.328827
"2391",2391,0.621185
"2392",2392,0.69989
"2393",2393,0.668823
"2394",2394,0.630463
"2395",2395,0.601868
"2396",2396,0.560455
"2397",2397,0.498474
"2398",2398,0.4151
"2399",2399,0.323822
"2400",2400,0.247589
"2401",2401,0.182892
"2402",2402,0.112579
"2403",2403,0.036438
"2404",2404,-0.003998
"2405",2405,0.008453
