"","time","euph"
"1276",1276,-0.496704
"1277",1277,-0.584045
"1278",1278,-0.664856
"1279",1279,-0.733643
"1280",1280,-0.786957
"1281",1281,-0.823944
"1282",1282,-0.839874
"1283",1283,-0.830566
"1284",1284,-0.79126
"1285",1285,-0.718689
"1286",1286,-0.612793
"1287",1287,-0.476837
"1288",1288,-0.319305
"1289",1289,-0.148804
"1290",1290,0.022797
"1291",1291,0.185181
"1292",1292,0.328339
"1293",1293,0.447693
"1294",1294,0.54184
"1295",1295,0.610779
"1296",1296,0.658051
"1297",1297,0.688843
"1298",1298,0.704529
"1299",1299,0.708405
"1300",1300,0.703308
"1301",1301,0.690186
"1302",1302,0.668152
"1303",1303,0.635132
"1304",1304,0.591919
"1305",1305,0.535217
"1306",1306,0.464966
"1307",1307,0.383453
"1308",1308,0.296692
"1309",1309,0.207062
"1310",1310,0.122314
"1311",1311,0.05069
"1312",1312,-0.002533
"1313",1313,-0.036682
"1314",1314,-0.054138
"1315",1315,-0.060974
"1316",1316,-0.064697
"1317",1317,-0.075836
"1318",1318,-0.100311
"1319",1319,-0.141724
"1320",1320,-0.198792
"1321",1321,-0.271759
"1322",1322,-0.356079
"1323",1323,-0.446259
"1324",1324,-0.535645
"1325",1325,-0.61911
"1326",1326,-0.695496
"1327",1327,-0.758606
"1328",1328,-0.804596
"1329",1329,-0.833466
"1330",1330,-0.840607
"1331",1331,-0.821503
"1332",1332,-0.770782
"1333",1333,-0.687012
"1334",1334,-0.569122
"1335",1335,-0.42453
"1336",1336,-0.259125
"1337",1337,-0.085968
"1338",1338,0.085999
"1339",1339,0.243561
"1340",1340,0.378113
"1341",1341,0.488129
"1342",1342,0.571869
"1343",1343,0.631958
"1344",1344,0.671906
"1345",1345,0.696533
"1346",1346,0.707733
"1347",1347,0.708557
"1348",1348,0.700623
"1349",1349,0.685913
"1350",1350,0.662506
"1351",1351,0.628998
"1352",1352,0.584534
"1353",1353,0.52597
"1354",1354,0.453888
"1355",1355,0.37265
"1356",1356,0.284058
"1357",1357,0.195343
"1358",1358,0.113525
"1359",1359,0.04715
"1360",1360,-0.001007
"1361",1361,-0.030853
"1362",1362,-0.045898
"1363",1363,-0.051849
"1364",1364,-0.057007
"1365",1365,-0.071045
"1366",1366,-0.100067
"1367",1367,-0.146332
"1368",1368,-0.210571
"1369",1369,-0.290039
"1370",1370,-0.381561
"1371",1371,-0.475433
"1372",1372,-0.567902
"1373",1373,-0.653717
"1374",1374,-0.727203
"1375",1375,-0.785767
"1376",1376,-0.826813
"1377",1377,-0.846741
"1378",1378,-0.842194
"1379",1379,-0.809052
"1380",1380,-0.743134
"1381",1381,-0.644196
"1382",1382,-0.514008
"1383",1383,-0.361023
"1384",1384,-0.190369
"1385",1385,-0.016571
"1386",1386,0.151733
"1387",1387,0.302643
"1388",1388,0.428955
"1389",1389,0.529572
"1390",1390,0.604279
"1391",1391,0.656677
"1392",1392,0.690643
"1393",1393,0.709167
"1394",1394,0.715881
"1395",1395,0.712372
"1396",1396,0.700195
"1397",1397,0.679596
"1398",1398,0.650543
"1399",1399,0.612122
"1400",1400,0.561401
"1401",1401,0.498322
"1402",1402,0.422974
"1403",1403,0.339508
"1404",1404,0.250092
"1405",1405,0.162262
"1406",1406,0.083679
"1407",1407,0.021362
"1408",1408,-0.021667
"1409",1409,-0.048676
"1410",1410,-0.062622
"1411",1411,-0.069763
"1412",1412,-0.079529
"1413",1413,-0.098389
"1414",1414,-0.131958
"1415",1415,-0.18222
"1416",1416,-0.249847
"1417",1417,-0.33194
"1418",1418,-0.424011
"1419",1419,-0.517639
"1420",1420,-0.606873
"1421",1421,-0.689972
"1422",1422,-0.759125
"1423",1423,-0.810761
"1424",1424,-0.843689
"1425",1425,-0.854706
"1426",1426,-0.838776
"1427",1427,-0.793213
"1428",1428,-0.714081
"1429",1429,-0.601013
"1430",1430,-0.459473
"1431",1431,-0.297119
"1432",1432,-0.122864
"1433",1433,0.051025
"1434",1434,0.213013
"1435",1435,0.355072
"1436",1436,0.470856
"1437",1437,0.559723
"1438",1438,0.623871
"1439",1439,0.66626
"1440",1440,0.692139
"1441",1441,0.704193
"1442",1442,0.705414
"1443",1443,0.698425
"1444",1444,0.684357
"1445",1445,0.661743
"1446",1446,0.631165
"1447",1447,0.589996
"1448",1448,0.536591
"1449",1449,0.469971
"1450",1450,0.392395
"1451",1451,0.308197
"1452",1452,0.221222
"1453",1453,0.139984
"1454",1454,0.070221
"1455",1455,0.017273
"1456",1456,-0.017761
"1457",1457,-0.03894
"1458",1458,-0.050598
"1459",1459,-0.05896
"1460",1460,-0.072601
"1461",1461,-0.098724
"1462",1462,-0.140991
"1463",1463,-0.200745
"1464",1464,-0.277405
"1465",1465,-0.367035
"1466",1466,-0.462036
"1467",1467,-0.556824
"1468",1468,-0.643372
"1469",1469,-0.721619
"1470",1470,-0.784637
"1471",1471,-0.829071
"1472",1472,-0.852081
"1473",1473,-0.851471
"1474",1474,-0.824066
"1475",1475,-0.76416
"1476",1476,-0.671661
"1477",1477,-0.54657
"1478",1478,-0.395874
"1479",1479,-0.227203
"1480",1480,-0.051941
"1481",1481,0.118805
"1482",1482,0.274506
"1483",1483,0.405792
"1484",1484,0.511749
"1485",1485,0.590637
"1486",1486,0.646118
"1487",1487,0.681824
"1488",1488,0.702148
"1489",1489,0.710358
"1490",1490,0.708313
"1491",1491,0.698914
"1492",1492,0.681
"1493",1493,0.655487
"1494",1494,0.619965
"1495",1495,0.574219
"1496",1496,0.516754
"1497",1497,0.447052
"1498",1498,0.368011
"1499",1499,0.283112
"1500",1500,0.198059
"1501",1501,0.120483
"1502",1502,0.055878
"1503",1503,0.008545
"1504",1504,-0.022369
"1505",1505,-0.040802
"1506",1506,-0.05072
"1507",1507,-0.061188
"1508",1508,-0.080078
"1509",1509,-0.112823
"1510",1510,-0.162231
"1511",1511,-0.228943
"1512",1512,-0.311615
"1513",1513,-0.404755
"1514",1514,-0.501495
"1515",1515,-0.595673
"1516",1516,-0.678925
"1517",1517,-0.752289
"1518",1518,-0.808044
"1519",1519,-0.844177
"1520",1520,-0.857361
"1521",1521,-0.844879
"1522",1522,-0.803772
"1523",1523,-0.729462
"1524",1524,-0.621765
"1525",1525,-0.483887
"1526",1526,-0.324677
"1527",1527,-0.1521
"1528",1528,0.023315
"1529",1529,0.189087
"1530",1530,0.335693
"1531",1531,0.455872
"1532",1532,0.549622
"1533",1533,0.616394
"1534",1534,0.661011
"1535",1535,0.688049
"1536",1536,0.701202
"1537",1537,0.704102
"1538",1538,0.698151
"1539",1539,0.685761
"1540",1540,0.665894
"1541",1541,0.637604
"1542",1542,0.599976
"1543",1543,0.551605
"1544",1544,0.491486
"1545",1545,0.42038
"1546",1546,0.341919
"1547",1547,0.259674
"1548",1548,0.178436
"1549",1549,0.10675
"1550",1550,0.049103
"1551",1551,0.009094
"1552",1552,-0.01712
"1553",1553,-0.032593
"1554",1554,-0.043213
"1555",1555,-0.056702
"1556",1556,-0.080872
"1557",1557,-0.120178
"1558",1558,-0.177338
"1559",1559,-0.253143
"1560",1560,-0.342499
"1561",1561,-0.44043
"1562",1562,-0.539429
"1563",1563,-0.634552
"1564",1564,-0.718536
"1565",1565,-0.786469
"1566",1566,-0.835968
"1567",1567,-0.863953
"1568",1568,-0.868225
"1569",1569,-0.84256
"1570",1570,-0.785767
"1571",1571,-0.695465
"1572",1572,-0.571289
"1573",1573,-0.420898
"1574",1574,-0.251434
"1575",1575,-0.074615
"1576",1576,0.0979
"1577",1577,0.256226
"1578",1578,0.391174
"1579",1579,0.498322
"1580",1580,0.577545
"1581",1581,0.631989
"1582",1582,0.665619
"1583",1583,0.683594
"1584",1584,0.689545
"1585",1585,0.68808
"1586",1586,0.67926
"1587",1587,0.663727
"1588",1588,0.640991
"1589",1589,0.610413
"1590",1590,0.569824
"1591",1591,0.518311
"1592",1592,0.455078
"1593",1593,0.382324
"1594",1594,0.302338
"1595",1595,0.220764
"1596",1596,0.142242
"1597",1597,0.076202
"1598",1598,0.02533
"1599",1599,-0.008575
"1600",1600,-0.029419
"1601",1601,-0.041687
"1602",1602,-0.053467
"1603",1603,-0.072479
"1604",1604,-0.104248
"1605",1605,-0.152313
"1606",1606,-0.218628
"1607",1607,-0.301636
"1608",1608,-0.395447
"1609",1609,-0.493225
"1610",1610,-0.589508
"1611",1611,-0.675934
"1612",1612,-0.750702
"1613",1613,-0.808868
"1614",1614,-0.847473
"1615",1615,-0.864136
"1616",1616,-0.855377
"1617",1617,-0.81839
"1618",1618,-0.750214
"1619",1619,-0.6492
"1620",1620,-0.515015
"1621",1621,-0.357544
"1622",1622,-0.184082
"1623",1623,-0.006378
"1624",1624,0.161926
"1625",1625,0.312378
"1626",1626,0.435822
"1627",1627,0.532654
"1628",1628,0.601776
"1629",1629,0.646759
"1630",1630,0.673035
"1631",1631,0.685761
"1632",1632,0.688568
"1633",1633,0.683655
"1634",1634,0.672638
"1635",1635,0.655914
"1636",1636,0.631378
"1637",1637,0.599701
"1638",1638,0.557159
"1639",1639,0.503693
"1640",1640,0.439972
"1641",1641,0.367157
"1642",1642,0.289368
"1643",1643,0.210602
"1644",1644,0.138794
"1645",1645,0.078369
"1646",1646,0.03479
"1647",1647,0.004608
"1648",1648,-0.014343
"1649",1649,-0.027618
"1650",1650,-0.043213
"1651",1651,-0.068481
"1652",1652,-0.108643
"1653",1653,-0.166687
"1654",1654,-0.243439
"1655",1655,-0.334869
"1656",1656,-0.43692
"1657",1657,-0.539429
"1658",1658,-0.637909
"1659",1659,-0.724609
"1660",1660,-0.795593
"1661",1661,-0.846527
"1662",1662,-0.875519
"1663",1663,-0.878998
"1664",1664,-0.854523
"1665",1665,-0.80069
"1666",1666,-0.714539
"1667",1667,-0.595093
"1668",1668,-0.448303
"1669",1669,-0.281311
"1670",1670,-0.104828
"1671",1671,0.070709
"1672",1672,0.232239
"1673",1673,0.371368
"1674",1674,0.481995
"1675",1675,0.564423
"1676",1676,0.620758
"1677",1677,0.655914
"1678",1678,0.675598
"1679",1679,0.683807
"1680",1680,0.683594
"1681",1681,0.676422
"1682",1682,0.663177
"1683",1683,0.641296
"1684",1684,0.612274
"1685",1685,0.574707
"1686",1686,0.526764
"1687",1687,0.468292
"1688",1688,0.399963
"1689",1689,0.325714
"1690",1690,0.248627
"1691",1691,0.173553
"1692",1692,0.10849
"1693",1693,0.056946
"1694",1694,0.021271
"1695",1695,-0.001923
"1696",1696,-0.017548
"1697",1697,-0.030579
"1698",1698,-0.050964
"1699",1699,-0.085358
"1700",1700,-0.135406
"1701",1701,-0.204102
"1702",1702,-0.289948
"1703",1703,-0.388
"1704",1704,-0.490387
"1705",1705,-0.592011
"1706",1706,-0.684814
"1707",1707,-0.765106
"1708",1708,-0.825897
"1709",1709,-0.866821
"1710",1710,-0.884766
"1711",1711,-0.876221
"1712",1712,-0.839478
"1713",1713,-0.771057
"1714",1714,-0.669983
"1715",1715,-0.537872
"1716",1716,-0.3815
"1717",1717,-0.208008
"1718",1718,-0.029846
"1719",1719,0.14212
"1720",1720,0.29657
"1721",1721,0.42453
"1722",1722,0.522675
"1723",1723,0.592377
"1724",1724,0.636627
"1725",1725,0.662292
"1726",1726,0.674774
"1727",1727,0.67749
"1728",1728,0.674591
"1729",1729,0.665741
"1730",1730,0.651794
"1731",1731,0.630005
"1732",1732,0.600739
"1733",1733,0.561401
"1734",1734,0.511627
"1735",1735,0.450836
"1736",1736,0.381531
"1737",1737,0.307281
"1738",1738,0.231628
"1739",1739,0.160278
"1740",1740,0.099884
"1741",1741,0.053925
"1742",1742,0.02301
"1743",1743,0.003876
"1744",1744,-0.009399
"1745",1745,-0.024567
"1746",1746,-0.050262
"1747",1747,-0.091705
"1748",1748,-0.150238
"1749",1749,-0.227997
"1750",1750,-0.321472
"1751",1751,-0.42569
"1752",1752,-0.531738
"1753",1753,-0.633484
"1754",1754,-0.723236
"1755",1755,-0.795258
"1756",1756,-0.848633
"1757",1757,-0.880127
"1758",1758,-0.886963
"1759",1759,-0.86557
"1760",1760,-0.814697
"1761",1761,-0.731964
"1762",1762,-0.617157
"1763",1763,-0.472412
"1764",1764,-0.307831
"1765",1765,-0.129486
"1766",1766,0.048706
"1767",1767,0.21405
"1768",1768,0.356598
"1769",1769,0.470062
"1770",1770,0.55368
"1771",1771,0.610474
"1772",1772,0.645294
"1773",1773,0.664703
"1774",1774,0.672119
"1775",1775,0.672577
"1776",1776,0.66684
"1777",1777,0.656281
"1778",1778,0.639648
"1779",1779,0.615601
"1780",1780,0.583588
"1781",1781,0.541626
"1782",1782,0.488403
"1783",1783,0.426025
"1784",1784,0.356415
"1785",1785,0.282654
"1786",1786,0.209259
"1787",1787,0.143463
"1788",1788,0.090332
"1789",1789,0.051422
"1790",1790,0.024536
"1791",1791,0.00592
"1792",1792,-0.010254
"1793",1793,-0.031952
"1794",1794,-0.066895
"1795",1795,-0.118622
"1796",1796,-0.187927
"1797",1797,-0.274872
"1798",1798,-0.374146
"1799",1799,-0.478882
"1800",1800,-0.582184
"1801",1801,-0.679749
"1802",1802,-0.76181
"1803",1803,-0.825928
"1804",1804,-0.870026
"1805",1805,-0.890717
"1806",1806,-0.885742
"1807",1807,-0.853058
"1808",1808,-0.789307
"1809",1809,-0.693573
"1810",1810,-0.565643
"1811",1811,-0.411652
"1812",1812,-0.238678
"1813",1813,-0.058014
"1814",1814,0.117767
"1815",1815,0.276581
"1816",1816,0.408356
"1817",1817,0.50885
"1818",1818,0.579254
"1819",1819,0.623138
"1820",1820,0.647614
"1821",1821,0.659058
"1822",1822,0.660767
"1823",1823,0.657043
"1824",1824,0.648102
"1825",1825,0.636108
"1826",1826,0.616577
"1827",1827,0.590942
"1828",1828,0.557373
"1829",1829,0.512939
"1830",1830,0.457886
"1831",1831,0.392975
"1832",1832,0.321655
"1833",1833,0.247864
"1834",1834,0.176788
"1835",1835,0.115967
"1836",1836,0.069122
"1837",1837,0.036987
"1838",1838,0.015564
"1839",1839,0.000519
"1840",1840,-0.015198
"1841",1841,-0.040009
"1842",1842,-0.080627
"1843",1843,-0.137604
"1844",1844,-0.213989
"1845",1845,-0.307251
"1846",1846,-0.412476
"1847",1847,-0.521271
"1848",1848,-0.628143
"1849",1849,-0.723816
"1850",1850,-0.802856
"1851",1851,-0.862274
"1852",1852,-0.899353
"1853",1853,-0.911377
"1854",1854,-0.895233
"1855",1855,-0.848785
"1856",1856,-0.77002
"1857",1857,-0.658539
"1858",1858,-0.516541
"1859",1859,-0.351227
"1860",1860,-0.171906
"1861",1861,0.008118
"1862",1862,0.178253
"1863",1863,0.326111
"1864",1864,0.444672
"1865",1865,0.532257
"1866",1866,0.59137
"1867",1867,0.626648
"1868",1868,0.645905
"1869",1869,0.653717
"1870",1870,0.654419
"1871",1871,0.650818
"1872",1872,0.642395
"1873",1873,0.629272
"1874",1874,0.6091
"1875",1875,0.581696
"1876",1876,0.544128
"1877",1877,0.495514
"1878",1878,0.437225
"1879",1879,0.371124
"1880",1880,0.299988
"1881",1881,0.227936
"1882",1882,0.161377
"1883",1883,0.106384
"1884",1884,0.065063
"1885",1885,0.03717
"1886",1886,0.018463
"1887",1887,0.002991
"1888",1888,-0.017517
"1889",1889,-0.050171
"1890",1890,-0.098999
"1891",1891,-0.165253
"1892",1892,-0.250305
"1893",1893,-0.349792
"1894",1894,-0.457764
"1895",1895,-0.563873
"1896",1896,-0.666534
"1897",1897,-0.753174
"1898",1898,-0.820923
"1899",1899,-0.867798
"1900",1900,-0.891388
"1901",1901,-0.889557
"1902",1902,-0.860291
"1903",1903,-0.80072
"1904",1904,-0.710114
"1905",1905,-0.587372
"1906",1906,-0.436249
"1907",1907,-0.264862
"1908",1908,-0.083679
"1909",1909,0.094574
"1910",1910,0.256317
"1911",1911,0.3927
"1912",1912,0.497681
"1913",1913,0.571777
"1914",1914,0.619507
"1915",1915,0.645691
"1916",1916,0.658051
"1917",1917,0.661072
"1918",1918,0.656647
"1919",1919,0.650055
"1920",1920,0.63913
"1921",1921,0.62381
"1922",1922,0.602142
"1923",1923,0.572693
"1924",1924,0.532288
"1925",1925,0.481049
"1926",1926,0.419617
"1927",1927,0.351379
"1928",1928,0.279205
"1929",1929,0.208984
"1930",1930,0.145996
"1931",1931,0.095917
"1932",1932,0.060669
"1933",1933,0.036224
"1934",1934,0.019562
"1935",1935,0.003662
"1936",1936,-0.019531
"1937",1937,-0.057312
"1938",1938,-0.113586
"1939",1939,-0.187866
"1940",1940,-0.280609
"1941",1941,-0.384827
"1942",1942,-0.49234
"1943",1943,-0.597229
"1944",1944,-0.692017
"1945",1945,-0.771179
"1946",1946,-0.832245
"1947",1947,-0.872681
"1948",1948,-0.889069
"1949",1949,-0.879944
"1950",1950,-0.843506
"1951",1951,-0.775574
"1952",1952,-0.676758
"1953",1953,-0.545105
"1954",1954,-0.387848
"1955",1955,-0.21405
"1956",1956,-0.034271
"1957",1957,0.138092
"1958",1958,0.291077
"1959",1959,0.415894
"1960",1960,0.509338
"1961",1961,0.5737
"1962",1962,0.61322
"1963",1963,0.634613
"1964",1964,0.644501
"1965",1965,0.645599
"1966",1966,0.641968
"1967",1967,0.637085
"1968",1968,0.627563
"1969",1969,0.611877
"1970",1970,0.589355
"1971",1971,0.558258
"1972",1972,0.516327
"1973",1973,0.462677
"1974",1974,0.398987
"1975",1975,0.328766
"1976",1976,0.255707
"1977",1977,0.18692
"1978",1978,0.12851
"1979",1979,0.084015
"1980",1980,0.05304
"1981",1981,0.032135
"1982",1982,0.016052
"1983",1983,-0.003021
"1984",1984,-0.032776
"1985",1985,-0.078186
"1986",1986,-0.141022
"1987",1987,-0.222015
"1988",1988,-0.31897
"1989",1989,-0.426575
"1990",1990,-0.534454
"1991",1991,-0.637543
"1992",1992,-0.72937
"1993",1993,-0.80249
"1994",1994,-0.856201
"1995",1995,-0.888702
"1996",1996,-0.896484
"1997",1997,-0.877686
"1998",1998,-0.829651
"1999",1999,-0.748413
"2000",2000,-0.635437
"2001",2001,-0.490692
"2002",2002,-0.324158
"2003",2003,-0.144623
"2004",2004,0.034271
"2005",2005,0.200806
"2006",2006,0.343445
"2007",2007,0.455292
"2008",2008,0.536469
"2009",2009,0.589813
"2010",2010,0.62027
"2011",2011,0.635742
"2012",2012,0.641571
"2013",2013,0.641174
"2014",2014,0.637878
"2015",2015,0.631958
"2016",2016,0.621674
"2017",2017,0.604431
"2018",2018,0.579224
"2019",2019,0.543671
"2020",2020,0.496765
"2021",2021,0.438477
"2022",2022,0.372192
"2023",2023,0.300018
"2024",2024,0.227203
"2025",2025,0.160217
"2026",2026,0.105499
"2027",2027,0.064941
"2028",2028,0.037231
"2029",2029,0.019348
"2030",2030,0.00415
"2031",2031,-0.017059
"2032",2032,-0.051117
"2033",2033,-0.102783
"2034",2034,-0.172638
"2035",2035,-0.260773
"2036",2036,-0.362183
"2037",2037,-0.471497
"2038",2038,-0.578339
"2039",2039,-0.67868
"2040",2040,-0.765869
"2041",2041,-0.833282
"2042",2042,-0.878937
"2043",2043,-0.901947
"2044",2044,-0.900482
"2045",2045,-0.870331
"2046",2046,-0.810303
"2047",2047,-0.71814
"2048",2048,-0.593872
"2049",2049,-0.440582
"2050",2050,-0.268311
"2051",2051,-0.087524
"2052",2052,0.08902
"2053",2053,0.247742
"2054",2054,0.379303
"2055",2055,0.479736
"2056",2056,0.550629
"2057",2057,0.595825
"2058",2058,0.620758
"2059",2059,0.634399
"2060",2060,0.63797
"2061",2061,0.637482
"2062",2062,0.632935
"2063",2063,0.62619
"2064",2064,0.614197
"2065",2065,0.595917
"2066",2066,0.568634
"2067",2067,0.529907
"2068",2068,0.479736
"2069",2069,0.419342
"2070",2070,0.35141
"2071",2071,0.279968
"2072",2072,0.210327
"2073",2073,0.148621
"2074",2074,0.099731
"2075",2075,0.064087
"2076",2076,0.039459
"2077",2077,0.022125
"2078",2078,0.004608
"2079",2079,-0.02124
"2080",2080,-0.062805
"2081",2081,-0.122223
"2082",2082,-0.199554
"2083",2083,-0.294342
"2084",2084,-0.400635
"2085",2085,-0.508759
"2086",2086,-0.61203
"2087",2087,-0.704407
"2088",2088,-0.781891
"2089",2089,-0.838104
"2090",2090,-0.873047
"2091",2091,-0.886139
"2092",2092,-0.873932
"2093",2093,-0.833588
"2094",2094,-0.761383
"2095",2095,-0.657562
"2096",2096,-0.522919
"2097",2097,-0.36438
"2098",2098,-0.190704
"2099",2099,-0.01236
"2100",2100,0.157196
"2101",2101,0.306061
"2102",2102,0.426086
"2103",2103,0.515778
"2104",2104,0.577057
"2105",2105,0.613434
"2106",2106,0.632446
"2107",2107,0.641876
"2108",2108,0.64389
"2109",2109,0.642761
"2110",2110,0.638367
"2111",2111,0.6315
"2112",2112,0.618439
"2113",2113,0.597015
"2114",2114,0.565735
"2115",2115,0.523376
"2116",2116,0.469025
"2117",2117,0.405487
"2118",2118,0.33429
"2119",2119,0.260773
"2120",2120,0.191193
"2121",2121,0.132294
"2122",2122,0.087067
"2123",2123,0.055176
"2124",2124,0.033203
"2125",2125,0.016235
"2126",2126,-0.004242
"2127",2127,-0.035522
"2128",2128,-0.082397
"2129",2129,-0.146576
"2130",2130,-0.227966
"2131",2131,-0.323944
"2132",2132,-0.429199
"2133",2133,-0.533936
"2134",2134,-0.633789
"2135",2135,-0.720581
"2136",2136,-0.794708
"2137",2137,-0.848846
"2138",2138,-0.881622
"2139",2139,-0.890839
"2140",2140,-0.873505
"2141",2141,-0.82605
"2142",2142,-0.744537
"2143",2143,-0.63092
"2144",2144,-0.485443
"2145",2145,-0.31955
"2146",2146,-0.141388
"2147",2147,0.034729
"2148",2148,0.198181
"2149",2149,0.337616
"2150",2150,0.447296
"2151",2151,0.527252
"2152",2152,0.579742
"2153",2153,0.609863
"2154",2154,0.626648
"2155",2155,0.634979
"2156",2156,0.638184
"2157",2157,0.637909
"2158",2158,0.63504
"2159",2159,0.627106
"2160",2160,0.611908
"2161",2161,0.587402
"2162",2162,0.551117
"2163",2163,0.503265
"2164",2164,0.444092
"2165",2165,0.377167
"2166",2166,0.304901
"2167",2167,0.232391
"2168",2168,0.165771
"2169",2169,0.110809
"2170",2170,0.070404
"2171",2171,0.042145
"2172",2172,0.022827
"2173",2173,0.005859
"2174",2174,-0.01709
"2175",2175,-0.053375
"2176",2176,-0.106476
"2177",2177,-0.177094
"2178",2178,-0.264465
"2179",2179,-0.364471
"2180",2180,-0.470245
"2181",2181,-0.572266
"2182",2182,-0.66684
"2183",2183,-0.746582
"2184",2184,-0.811249
"2185",2185,-0.857178
"2186",2186,-0.881226
"2187",2187,-0.882294
"2188",2188,-0.856323
"2189",2189,-0.800323
"2190",2190,-0.711761
"2191",2191,-0.589691
"2192",2192,-0.439178
"2193",2193,-0.270233
"2194",2194,-0.091675
"2195",2195,0.082489
"2196",2196,0.23941
"2197",2197,0.369751
"2198",2198,0.469818
"2199",2199,0.540649
"2200",2200,0.584808
"2201",2201,0.609192
"2202",2202,0.622681
"2203",2203,0.628784
"2204",2204,0.630829
"2205",2205,0.630432
"2206",2206,0.628204
"2207",2207,0.619598
"2208",2208,0.603821
"2209",2209,0.578064
"2210",2210,0.540405
"2211",2211,0.490356
"2212",2212,0.429779
"2213",2213,0.361389
"2214",2214,0.288055
"2215",2215,0.216248
"2216",2216,0.152405
"2217",2217,0.100464
"2218",2218,0.062531
"2219",2219,0.036255
"2220",2220,0.016876
"2221",2221,-0.002838
"2222",2222,-0.030273
"2223",2223,-0.072052
"2224",2224,-0.130737
"2225",2225,-0.20636
"2226",2226,-0.298309
"2227",2227,-0.401093
"2228",2228,-0.506989
"2229",2229,-0.608704
"2230",2230,-0.700073
"2231",2231,-0.775085
"2232",2232,-0.834015
"2233",2233,-0.871704
"2234",2234,-0.887054
"2235",2235,-0.878876
"2236",2236,-0.842804
"2237",2237,-0.773682
"2238",2238,-0.673218
"2239",2239,-0.540375
"2240",2240,-0.382965
"2241",2241,-0.209351
"2242",2242,-0.031189
"2243",2243,0.138886
"2244",2244,0.2883
"2245",2245,0.408813
"2246",2246,0.498077
"2247",2247,0.559296
"2248",2248,0.596954
"2249",2249,0.617859
"2250",2250,0.629944
"2251",2251,0.636353
"2252",2252,0.639038
"2253",2253,0.639587
"2254",2254,0.6362
"2255",2255,0.625031
"2256",2256,0.605865
"2257",2257,0.575439
"2258",2258,0.534027
"2259",2259,0.47876
"2260",2260,0.414795
"2261",2261,0.343018
"2262",2262,0.268372
"2263",2263,0.19696
"2264",2264,0.135681
"2265",2265,0.087952
"2266",2266,0.054016
"2267",2267,0.031067
"2268",2268,0.013306
"2269",2269,-0.007629
"2270",2270,-0.039246
"2271",2271,-0.085724
"2272",2272,-0.149323
"2273",2273,-0.229889
"2274",2274,-0.324951
"2275",2275,-0.428436
"2276",2276,-0.530884
"2277",2277,-0.6297
"2278",2278,-0.715576
"2279",2279,-0.785187
"2280",2280,-0.836121
"2281",2281,-0.866211
"2282",2282,-0.87265
"2283",2283,-0.853149
"2284",2284,-0.805969
"2285",2285,-0.72644
"2286",2286,-0.616211
"2287",2287,-0.475983
"2288",2288,-0.315491
"2289",2289,-0.141571
"2290",2290,0.031982
"2291",2291,0.193237
"2292",2292,0.332336
"2293",2293,0.441742
"2294",2294,0.521698
"2295",2295,0.57486
"2296",2296,0.606689
"2297",2297,0.624481
"2298",2298,0.633484
"2299",2299,0.637024
"2300",2300,0.639099
"2301",2301,0.637878
"2302",2302,0.632324
"2303",2303,0.617859
"2304",2304,0.593689
"2305",2305,0.557739
"2306",2306,0.508698
"2307",2307,0.449493
"2308",2308,0.381653
"2309",2309,0.308228
"2310",2310,0.232574
"2311",2311,0.162689
"2312",2312,0.103607
"2313",2313,0.059235
"2314",2314,0.027985
"2315",2315,0.007233
"2316",2316,-0.011536
"2317",2317,-0.033783
"2318",2318,-0.068207
"2319",2319,-0.118774
"2320",2320,-0.186005
"2321",2321,-0.268829
"2322",2322,-0.363647
"2323",2323,-0.465088
"2324",2324,-0.564423
"2325",2325,-0.656555
"2326",2326,-0.735535
"2327",2327,-0.798676
"2328",2328,-0.843689
"2329",2329,-0.868103
"2330",2330,-0.869843
"2331",2331,-0.845581
"2332",2332,-0.79303
"2333",2333,-0.707245
"2334",2334,-0.589722
"2335",2335,-0.444489
"2336",2336,-0.280151
"2337",2337,-0.105835
"2338",2338,0.066101
"2339",2339,0.22171
"2340",2340,0.352905
"2341",2341,0.45459
"2342",2342,0.528198
"2343",2343,0.576538
"2344",2344,0.60611
"2345",2345,0.623199
"2346",2346,0.633087
"2347",2347,0.63739
"2348",2348,0.638733
"2349",2349,0.636749
"2350",2350,0.629364
"2351",2351,0.614227
"2352",2352,0.588562
"2353",2353,0.550934
"2354",2354,0.499878
"2355",2355,0.437744
"2356",2356,0.367249
"2357",2357,0.291992
"2358",2358,0.217957
"2359",2359,0.151367
"2360",2360,0.097382
"2361",2361,0.057861
"2362",2362,0.030457
"2363",2363,0.009888
"2364",2364,-0.009125
"2365",2365,-0.035278
"2366",2366,-0.075714
"2367",2367,-0.132935
"2368",2368,-0.206329
"2369",2369,-0.295532
"2370",2370,-0.39444
"2371",2371,-0.496521
"2372",2372,-0.592712
"2373",2373,-0.68158
"2374",2374,-0.755341
"2375",2375,-0.811035
"2376",2376,-0.848846
"2377",2377,-0.865387
"2378",2378,-0.858704
"2379",2379,-0.825378
"2380",2380,-0.762573
"2381",2381,-0.668396
"2382",2382,-0.541656
"2383",2383,-0.390472
"2384",2384,-0.221161
"2385",2385,-0.046509
"2386",2386,0.120636
"2387",2387,0.269714
"2388",2388,0.391571
"2389",2389,0.483704
"2390",2390,0.548035
"2391",2391,0.589203
"2392",2392,0.614441
"2393",2393,0.628632
"2394",2394,0.6362
"2395",2395,0.639893
"2396",2396,0.638947
