"","time","tuba"
"1294",1294,-0.187531
"1295",1295,-0.255554
"1296",1296,-0.32962
"1297",1297,-0.406616
"1298",1298,-0.479706
"1299",1299,-0.541534
"1300",1300,-0.588501
"1301",1301,-0.618835
"1302",1302,-0.633118
"1303",1303,-0.630432
"1304",1304,-0.611176
"1305",1305,-0.575623
"1306",1306,-0.525665
"1307",1307,-0.462006
"1308",1308,-0.384979
"1309",1309,-0.299042
"1310",1310,-0.206909
"1311",1311,-0.112518
"1312",1312,-0.020752
"1313",1313,0.0625
"1314",1314,0.131256
"1315",1315,0.183258
"1316",1316,0.217957
"1317",1317,0.237
"1318",1318,0.241791
"1319",1319,0.236542
"1320",1320,0.22641
"1321",1321,0.215393
"1322",1322,0.206268
"1323",1323,0.202942
"1324",1324,0.207306
"1325",1325,0.219788
"1326",1326,0.238831
"1327",1327,0.262299
"1328",1328,0.28595
"1329",1329,0.306152
"1330",1330,0.317993
"1331",1331,0.316406
"1332",1332,0.300079
"1333",1333,0.268616
"1334",1334,0.225616
"1335",1335,0.173584
"1336",1336,0.11734
"1337",1337,0.061432
"1338",1338,0.008881
"1339",1339,-0.037781
"1340",1340,-0.077148
"1341",1341,-0.108276
"1342",1342,-0.129974
"1343",1343,-0.14032
"1344",1344,-0.138275
"1345",1345,-0.124969
"1346",1346,-0.10144
"1347",1347,-0.070007
"1348",1348,-0.035828
"1349",1349,-0.00235
"1350",1350,0.025909
"1351",1351,0.046814
"1352",1352,0.060547
"1353",1353,0.066559
"1354",1354,0.067444
"1355",1355,0.065063
"1356",1356,0.061646
"1357",1357,0.057434
"1358",1358,0.053436
"1359",1359,0.05069
"1360",1360,0.050568
"1361",1361,0.05481
"1362",1362,0.063965
"1363",1363,0.079132
"1364",1364,0.099518
"1365",1365,0.12323
"1366",1366,0.148529
"1367",1367,0.173584
"1368",1368,0.19516
"1369",1369,0.21225
"1370",1370,0.22464
"1371",1371,0.231171
"1372",1372,0.232513
"1373",1373,0.229675
"1374",1374,0.221375
"1375",1375,0.207214
"1376",1376,0.188141
"1377",1377,0.164703
"1378",1378,0.137604
"1379",1379,0.110107
"1380",1380,0.084503
"1381",1381,0.061127
"1382",1382,0.040222
"1383",1383,0.018372
"1384",1384,-0.007141
"1385",1385,-0.037537
"1386",1386,-0.076355
"1387",1387,-0.124084
"1388",1388,-0.179596
"1389",1389,-0.242493
"1390",1390,-0.311096
"1391",1391,-0.383789
"1392",1392,-0.455505
"1393",1393,-0.519257
"1394",1394,-0.570282
"1395",1395,-0.607208
"1396",1396,-0.62738
"1397",1397,-0.629669
"1398",1398,-0.612885
"1399",1399,-0.578766
"1400",1400,-0.528961
"1401",1401,-0.464691
"1402",1402,-0.388519
"1403",1403,-0.302521
"1404",1404,-0.211182
"1405",1405,-0.117493
"1406",1406,-0.026001
"1407",1407,0.055908
"1408",1408,0.125031
"1409",1409,0.177643
"1410",1410,0.213165
"1411",1411,0.232056
"1412",1412,0.236633
"1413",1413,0.230713
"1414",1414,0.219238
"1415",1415,0.206573
"1416",1416,0.196136
"1417",1417,0.191925
"1418",1418,0.19632
"1419",1419,0.209137
"1420",1420,0.22937
"1421",1421,0.253937
"1422",1422,0.279266
"1423",1423,0.301453
"1424",1424,0.315826
"1425",1425,0.317596
"1426",1426,0.304016
"1427",1427,0.274933
"1428",1428,0.233307
"1429",1429,0.181641
"1430",1430,0.124023
"1431",1431,0.065826
"1432",1432,0.010712
"1433",1433,-0.038452
"1434",1434,-0.079926
"1435",1435,-0.11203
"1436",1436,-0.134369
"1437",1437,-0.144928
"1438",1438,-0.143494
"1439",1439,-0.130432
"1440",1440,-0.106506
"1441",1441,-0.07489
"1442",1442,-0.039825
"1443",1443,-0.006195
"1444",1444,0.022919
"1445",1445,0.044891
"1446",1446,0.058563
"1447",1447,0.065338
"1448",1448,0.065826
"1449",1449,0.063904
"1450",1450,0.060211
"1451",1451,0.057068
"1452",1452,0.052826
"1453",1453,0.051147
"1454",1454,0.051575
"1455",1455,0.056763
"1456",1456,0.067139
"1457",1457,0.083435
"1458",1458,0.104736
"1459",1459,0.129059
"1460",1460,0.155396
"1461",1461,0.181091
"1462",1462,0.203857
"1463",1463,0.223022
"1464",1464,0.236023
"1465",1465,0.24353
"1466",1466,0.244171
"1467",1467,0.238831
"1468",1468,0.227936
"1469",1469,0.212311
"1470",1470,0.192047
"1471",1471,0.168365
"1472",1472,0.142426
"1473",1473,0.116333
"1474",1474,0.092102
"1475",1475,0.069244
"1476",1476,0.048309
"1477",1477,0.025818
"1478",1478,0.000671
"1479",1479,-0.030426
"1480",1480,-0.06958
"1481",1481,-0.118561
"1482",1482,-0.176056
"1483",1483,-0.241272
"1484",1484,-0.312866
"1485",1485,-0.388214
"1486",1486,-0.462311
"1487",1487,-0.527466
"1488",1488,-0.57959
"1489",1489,-0.617035
"1490",1490,-0.63681
"1491",1491,-0.638672
"1492",1492,-0.621185
"1493",1493,-0.584503
"1494",1494,-0.532043
"1495",1495,-0.465973
"1496",1496,-0.387054
"1497",1497,-0.299683
"1498",1498,-0.20752
"1499",1499,-0.114655
"1500",1500,-0.023865
"1501",1501,0.058533
"1502",1502,0.127869
"1503",1503,0.180298
"1504",1504,0.21463
"1505",1505,0.232513
"1506",1506,0.234924
"1507",1507,0.225525
"1508",1508,0.211487
"1509",1509,0.195679
"1510",1510,0.182831
"1511",1511,0.176086
"1512",1512,0.178436
"1513",1513,0.190613
"1514",1514,0.210602
"1515",1515,0.236237
"1516",1516,0.263092
"1517",1517,0.287872
"1518",1518,0.305664
"1519",1519,0.310852
"1520",1520,0.30072
"1521",1521,0.274841
"1522",1522,0.234741
"1523",1523,0.183807
"1524",1524,0.126617
"1525",1525,0.06842
"1526",1526,0.011963
"1527",1527,-0.038757
"1528",1528,-0.081909
"1529",1529,-0.116394
"1530",1530,-0.141266
"1531",1531,-0.153717
"1532",1532,-0.153656
"1533",1533,-0.141785
"1534",1534,-0.118683
"1535",1535,-0.086761
"1536",1536,-0.051819
"1537",1537,-0.016937
"1538",1538,0.013275
"1539",1539,0.037018
"1540",1540,0.053345
"1541",1541,0.062317
"1542",1542,0.065765
"1543",1543,0.065552
"1544",1544,0.063843
"1545",1545,0.061859
"1546",1546,0.060242
"1547",1547,0.059082
"1548",1548,0.059967
"1549",1549,0.064667
"1550",1550,0.074188
"1551",1551,0.08963
"1552",1552,0.109467
"1553",1553,0.132538
"1554",1554,0.15741
"1555",1555,0.181732
"1556",1556,0.203003
"1557",1557,0.220459
"1558",1558,0.233154
"1559",1559,0.239807
"1560",1560,0.240417
"1561",1561,0.235718
"1562",1562,0.226746
"1563",1563,0.212402
"1564",1564,0.19458
"1565",1565,0.172424
"1566",1566,0.148102
"1567",1567,0.123505
"1568",1568,0.098602
"1569",1569,0.074585
"1570",1570,0.052246
"1571",1571,0.028198
"1572",1572,0.000854
"1573",1573,-0.032074
"1574",1574,-0.071655
"1575",1575,-0.120941
"1576",1576,-0.178406
"1577",1577,-0.243286
"1578",1578,-0.314606
"1579",1579,-0.388947
"1580",1580,-0.460571
"1581",1581,-0.523438
"1582",1582,-0.572571
"1583",1583,-0.606415
"1584",1584,-0.623627
"1585",1585,-0.623596
"1586",1586,-0.605591
"1587",1587,-0.569733
"1588",1588,-0.51947
"1589",1589,-0.456299
"1590",1590,-0.380493
"1591",1591,-0.296265
"1592",1592,-0.206665
"1593",1593,-0.11499
"1594",1594,-0.025604
"1595",1595,0.055939
"1596",1596,0.124542
"1597",1597,0.176331
"1598",1598,0.21109
"1599",1599,0.229919
"1600",1600,0.233459
"1601",1601,0.226501
"1602",1602,0.213745
"1603",1603,0.200012
"1604",1604,0.188538
"1605",1605,0.182953
"1606",1606,0.185333
"1607",1607,0.197021
"1608",1608,0.215851
"1609",1609,0.23996
"1610",1610,0.266266
"1611",1611,0.29007
"1612",1612,0.306732
"1613",1613,0.311798
"1614",1614,0.301056
"1615",1615,0.27475
"1616",1616,0.234955
"1617",1617,0.184418
"1618",1618,0.127625
"1619",1619,0.069031
"1620",1620,0.012848
"1621",1621,-0.038086
"1622",1622,-0.082367
"1623",1623,-0.11795
"1624",1624,-0.144012
"1625",1625,-0.1586
"1626",1626,-0.160461
"1627",1627,-0.150177
"1628",1628,-0.128143
"1629",1629,-0.09729
"1630",1630,-0.062073
"1631",1631,-0.027069
"1632",1632,0.003296
"1633",1633,0.027557
"1634",1634,0.043671
"1635",1635,0.053436
"1636",1636,0.057495
"1637",1637,0.057953
"1638",1638,0.057068
"1639",1639,0.056305
"1640",1640,0.055969
"1641",1641,0.055511
"1642",1642,0.056946
"1643",1643,0.060516
"1644",1644,0.068146
"1645",1645,0.080444
"1646",1646,0.097229
"1647",1647,0.118561
"1648",1648,0.141357
"1649",1649,0.16394
"1650",1650,0.184479
"1651",1651,0.20105
"1652",1652,0.213562
"1653",1653,0.220215
"1654",1654,0.221405
"1655",1655,0.217773
"1656",1656,0.20874
"1657",1657,0.193542
"1658",1658,0.174805
"1659",1659,0.151398
"1660",1660,0.124847
"1661",1661,0.097931
"1662",1662,0.071747
"1663",1663,0.046936
"1664",1664,0.023773
"1665",1665,0.000183
"1666",1666,-0.025787
"1667",1667,-0.056854
"1668",1668,-0.094727
"1669",1669,-0.14209
"1670",1670,-0.197479
"1671",1671,-0.259491
"1672",1672,-0.328888
"1673",1673,-0.40097
"1674",1674,-0.470245
"1675",1675,-0.531494
"1676",1676,-0.580902
"1677",1677,-0.61496
"1678",1678,-0.633423
"1679",1679,-0.634888
"1680",1680,-0.618408
"1681",1681,-0.583496
"1682",1682,-0.534546
"1683",1683,-0.472595
"1684",1684,-0.397675
"1685",1685,-0.313934
"1686",1686,-0.223602
"1687",1687,-0.130127
"1688",1688,-0.037476
"1689",1689,0.048248
"1690",1690,0.121338
"1691",1691,0.178467
"1692",1692,0.217682
"1693",1693,0.239532
"1694",1694,0.246185
"1695",1695,0.240845
"1696",1696,0.228912
"1697",1697,0.215363
"1698",1698,0.203156
"1699",1699,0.196045
"1700",1700,0.196625
"1701",1701,0.206055
"1702",1702,0.224091
"1703",1703,0.246826
"1704",1704,0.272461
"1705",1705,0.296448
"1706",1706,0.313568
"1707",1707,0.318909
"1708",1708,0.309052
"1709",1709,0.283386
"1710",1710,0.244324
"1711",1711,0.194733
"1712",1712,0.139526
"1713",1713,0.082184
"1714",1714,0.027283
"1715",1715,-0.023254
"1716",1716,-0.068481
"1717",1717,-0.105957
"1718",1718,-0.133636
"1719",1719,-0.150726
"1720",1720,-0.155548
"1721",1721,-0.147766
"1722",1722,-0.128113
"1723",1723,-0.097748
"1724",1724,-0.061859
"1725",1725,-0.025574
"1726",1726,0.006409
"1727",1727,0.032074
"1728",1728,0.049622
"1729",1729,0.059204
"1730",1730,0.062683
"1731",1731,0.062378
"1732",1732,0.061249
"1733",1733,0.060181
"1734",1734,0.058502
"1735",1735,0.057129
"1736",1736,0.056152
"1737",1737,0.057495
"1738",1738,0.062286
"1739",1739,0.073151
"1740",1740,0.089478
"1741",1741,0.110229
"1742",1742,0.134552
"1743",1743,0.159149
"1744",1744,0.181305
"1745",1745,0.200226
"1746",1746,0.215729
"1747",1747,0.22583
"1748",1748,0.230377
"1749",1749,0.229218
"1750",1750,0.222717
"1751",1751,0.2099
"1752",1752,0.190948
"1753",1753,0.16745
"1754",1754,0.139923
"1755",1755,0.109955
"1756",1756,0.080292
"1757",1757,0.052551
"1758",1758,0.026611
"1759",1759,0.001251
"1760",1760,-0.025909
"1761",1761,-0.058044
"1762",1762,-0.096283
"1763",1763,-0.142761
"1764",1764,-0.197998
"1765",1765,-0.260803
"1766",1766,-0.329254
"1767",1767,-0.401733
"1768",1768,-0.471497
"1769",1769,-0.532196
"1770",1770,-0.580902
"1771",1771,-0.615112
"1772",1772,-0.634186
"1773",1773,-0.636078
"1774",1774,-0.621033
"1775",1775,-0.587524
"1776",1776,-0.539154
"1777",1777,-0.477875
"1778",1778,-0.402588
"1779",1779,-0.31839
"1780",1780,-0.227844
"1781",1781,-0.134399
"1782",1782,-0.041565
"1783",1783,0.044189
"1784",1784,0.117584
"1785",1785,0.174316
"1786",1786,0.213776
"1787",1787,0.23645
"1788",1788,0.2435
"1789",1789,0.238129
"1790",1790,0.225525
"1791",1791,0.210693
"1792",1792,0.196747
"1793",1793,0.187622
"1794",1794,0.186646
"1795",1795,0.195618
"1796",1796,0.212494
"1797",1797,0.236572
"1798",1798,0.263824
"1799",1799,0.29007
"1800",1800,0.309692
"1801",1801,0.317963
"1802",1802,0.310333
"1803",1803,0.286346
"1804",1804,0.247772
"1805",1805,0.197662
"1806",1806,0.140137
"1807",1807,0.080536
"1808",1808,0.022583
"1809",1809,-0.030151
"1810",1810,-0.076569
"1811",1811,-0.115112
"1812",1812,-0.144318
"1813",1813,-0.162109
"1814",1814,-0.166595
"1815",1815,-0.158142
"1816",1816,-0.136841
"1817",1817,-0.104706
"1818",1818,-0.066467
"1819",1819,-0.027466
"1820",1820,0.007721
"1821",1821,0.036285
"1822",1822,0.056366
"1823",1823,0.068726
"1824",1824,0.074524
"1825",1825,0.075195
"1826",1826,0.074219
"1827",1827,0.07193
"1828",1828,0.069183
"1829",1829,0.065857
"1830",1830,0.063477
"1831",1831,0.063721
"1832",1832,0.068146
"1833",1833,0.078094
"1834",1834,0.093811
"1835",1835,0.11496
"1836",1836,0.13913
"1837",1837,0.163452
"1838",1838,0.185425
"1839",1839,0.203949
"1840",1840,0.217804
"1841",1841,0.226715
"1842",1842,0.230011
"1843",1843,0.227753
"1844",1844,0.220459
"1845",1845,0.207611
"1846",1846,0.189636
"1847",1847,0.166321
"1848",1848,0.139069
"1849",1849,0.110199
"1850",1850,0.081421
"1851",1851,0.053833
"1852",1852,0.027466
"1853",1853,0.000793
"1854",1854,-0.028137
"1855",1855,-0.060974
"1856",1856,-0.100037
"1857",1857,-0.147186
"1858",1858,-0.202759
"1859",1859,-0.265656
"1860",1860,-0.334015
"1861",1861,-0.405396
"1862",1862,-0.474854
"1863",1863,-0.536072
"1864",1864,-0.585449
"1865",1865,-0.620483
"1866",1866,-0.640045
"1867",1867,-0.642426
"1868",1868,-0.626312
"1869",1869,-0.592072
"1870",1870,-0.542145
"1871",1871,-0.478546
"1872",1872,-0.402466
"1873",1873,-0.316925
"1874",1874,-0.226196
"1875",1875,-0.132538
"1876",1876,-0.039764
"1877",1877,0.046082
"1878",1878,0.119812
"1879",1879,0.176544
"1880",1880,0.215912
"1881",1881,0.238403
"1882",1882,0.245453
"1883",1883,0.240021
"1884",1884,0.226501
"1885",1885,0.210602
"1886",1886,0.195282
"1887",1887,0.184509
"1888",1888,0.182404
"1889",1889,0.190582
"1890",1890,0.207977
"1891",1891,0.23233
"1892",1892,0.260345
"1893",1893,0.286896
"1894",1894,0.307434
"1895",1895,0.316254
"1896",1896,0.310394
"1897",1897,0.288666
"1898",1898,0.252167
"1899",1899,0.204254
"1900",1900,0.148438
"1901",1901,0.089264
"1902",1902,0.031036
"1903",1903,-0.023499
"1904",1904,-0.072205
"1905",1905,-0.112549
"1906",1906,-0.143219
"1907",1907,-0.161316
"1908",1908,-0.166412
"1909",1909,-0.15744
"1910",1910,-0.135773
"1911",1911,-0.103851
"1912",1912,-0.066376
"1913",1913,-0.028076
"1914",1914,0.006622
"1915",1915,0.034302
"1916",1916,0.054504
"1917",1917,0.066284
"1918",1918,0.07196
"1919",1919,0.072601
"1920",1920,0.071259
"1921",1921,0.068481
"1922",1922,0.06546
"1923",1923,0.062347
"1924",1924,0.060364
"1925",1925,0.060364
"1926",1926,0.064972
"1927",1927,0.075439
"1928",1928,0.091766
"1929",1929,0.113281
"1930",1930,0.137665
"1931",1931,0.162567
"1932",1932,0.185791
"1933",1933,0.20517
"1934",1934,0.220764
"1935",1935,0.230774
"1936",1936,0.234589
"1937",1937,0.233185
"1938",1938,0.226105
"1939",1939,0.212311
"1940",1940,0.193237
"1941",1941,0.168884
"1942",1942,0.139984
"1943",1943,0.110321
"1944",1944,0.081329
"1945",1945,0.052551
"1946",1946,0.025269
"1947",1947,-0.000519
"1948",1948,-0.028839
"1949",1949,-0.060608
"1950",1950,-0.098572
"1951",1951,-0.145294
"1952",1952,-0.200623
"1953",1953,-0.263092
"1954",1954,-0.331665
"1955",1955,-0.403961
"1956",1956,-0.473572
"1957",1957,-0.53479
"1958",1958,-0.584564
"1959",1959,-0.620026
"1960",1960,-0.638916
"1961",1961,-0.641113
"1962",1962,-0.623932
"1963",1963,-0.587555
"1964",1964,-0.536224
"1965",1965,-0.471008
"1966",1966,-0.393188
"1967",1967,-0.307587
"1968",1968,-0.216766
"1969",1969,-0.123291
"1970",1970,-0.031586
"1971",1971,0.05304
"1972",1972,0.125061
"1973",1973,0.180695
"1974",1974,0.218781
"1975",1975,0.240662
"1976",1976,0.246185
"1977",1977,0.240021
"1978",1978,0.226654
"1979",1979,0.210754
"1980",1980,0.195404
"1981",1981,0.184875
"1982",1982,0.182098
"1983",1983,0.189514
"1984",1984,0.205963
"1985",1985,0.22876
"1986",1986,0.254913
"1987",1987,0.280273
"1988",1988,0.298706
"1989",1989,0.30545
"1990",1990,0.29718
"1991",1991,0.273682
"1992",1992,0.236206
"1993",1993,0.187958
"1994",1994,0.132324
"1995",1995,0.073883
"1996",1996,0.016388
"1997",1997,-0.038025
"1998",1998,-0.086884
"1999",1999,-0.127411
"2000",2000,-0.157898
"2001",2001,-0.175995
"2002",2002,-0.180969
"2003",2003,-0.171783
"2004",2004,-0.149963
"2005",2005,-0.117889
"2006",2006,-0.079681
"2007",2007,-0.041138
"2008",2008,-0.00647
"2009",2009,0.022308
"2010",2010,0.043488
"2011",2011,0.056702
"2012",2012,0.064209
"2013",2013,0.067078
"2014",2014,0.06781
"2015",2015,0.067963
"2016",2016,0.066254
"2017",2017,0.064575
"2018",2018,0.063232
"2019",2019,0.06485
"2020",2020,0.070068
"2021",2021,0.081482
"2022",2022,0.097626
"2023",2023,0.118561
"2024",2024,0.141418
"2025",2025,0.165009
"2026",2026,0.186737
"2027",2027,0.205719
"2028",2028,0.221069
"2029",2029,0.231842
"2030",2030,0.237366
"2031",2031,0.237518
"2032",2032,0.232056
"2033",2033,0.221039
"2034",2034,0.203857
"2035",2035,0.180481
"2036",2036,0.15213
"2037",2037,0.122955
"2038",2038,0.09256
"2039",2039,0.063995
"2040",2040,0.036133
"2041",2041,0.009094
"2042",2042,-0.019012
"2043",2043,-0.050842
"2044",2044,-0.088776
"2045",2045,-0.134338
"2046",2046,-0.188202
"2047",2047,-0.249725
"2048",2048,-0.317871
"2049",2049,-0.389374
"2050",2050,-0.458221
"2051",2051,-0.518463
"2052",2052,-0.56604
"2053",2053,-0.599121
"2054",2054,-0.617584
"2055",2055,-0.619781
"2056",2056,-0.604553
"2057",2057,-0.572205
"2058",2058,-0.525085
"2059",2059,-0.465118
"2060",2060,-0.392273
"2061",2061,-0.310669
"2062",2062,-0.222778
"2063",2063,-0.130524
"2064",2064,-0.039398
"2065",2065,0.045044
"2066",2066,0.118347
"2067",2067,0.175385
"2068",2068,0.215424
"2069",2069,0.237915
"2070",2070,0.245422
"2071",2071,0.240234
"2072",2072,0.2276
"2073",2073,0.21225
"2074",2074,0.197266
"2075",2075,0.186676
"2076",2076,0.184143
"2077",2077,0.191315
"2078",2078,0.207153
"2079",2079,0.230133
"2080",2080,0.256836
"2081",2081,0.282043
"2082",2082,0.300446
"2083",2083,0.306885
"2084",2084,0.298676
"2085",2085,0.275177
"2086",2086,0.237823
"2087",2087,0.189209
"2088",2088,0.133575
"2089",2089,0.07547
"2090",2090,0.018616
"2091",2091,-0.034546
"2092",2092,-0.081696
"2093",2093,-0.121033
"2094",2094,-0.151215
"2095",2095,-0.169769
"2096",2096,-0.175201
"2097",2097,-0.167419
"2098",2098,-0.14624
"2099",2099,-0.114594
"2100",2100,-0.076996
"2101",2101,-0.0383
"2102",2102,-0.004242
"2103",2103,0.023865
"2104",2104,0.044647
"2105",2105,0.057312
"2106",2106,0.063721
"2107",2107,0.066711
"2108",2108,0.067383
"2109",2109,0.066895
"2110",2110,0.065125
"2111",2111,0.06311
"2112",2112,0.062408
"2113",2113,0.063141
"2114",2114,0.068237
"2115",2115,0.078461
"2116",2116,0.094635
"2117",2117,0.115234
"2118",2118,0.138184
"2119",2119,0.161835
"2120",2120,0.183167
"2121",2121,0.201508
"2122",2122,0.21582
"2123",2123,0.226166
"2124",2124,0.230927
"2125",2125,0.23114
"2126",2126,0.226501
"2127",2127,0.216034
"2128",2128,0.198944
"2129",2129,0.176025
"2130",2130,0.148651
"2131",2131,0.118896
"2132",2132,0.088379
"2133",2133,0.059265
"2134",2134,0.031799
"2135",2135,0.004425
"2136",2136,-0.024689
"2137",2137,-0.058044
"2138",2138,-0.09726
"2139",2139,-0.14447
"2140",2140,-0.200531
"2141",2141,-0.263184
"2142",2142,-0.332672
"2143",2143,-0.404755
"2144",2144,-0.473145
"2145",2145,-0.532806
"2146",2146,-0.580048
"2147",2147,-0.612457
"2148",2148,-0.629089
"2149",2149,-0.629761
"2150",2150,-0.612854
"2151",2151,-0.579041
"2152",2152,-0.531464
"2153",2153,-0.470428
"2154",2154,-0.396118
"2155",2155,-0.312439
"2156",2156,-0.222473
"2157",2157,-0.12796
"2158",2158,-0.034668
"2159",2159,0.052277
"2160",2160,0.127808
"2161",2161,0.187012
"2162",2162,0.228973
"2163",2163,0.253448
"2164",2164,0.261902
"2165",2165,0.257416
"2166",2166,0.245239
"2167",2167,0.228638
"2168",2168,0.212341
"2169",2169,0.200592
"2170",2170,0.196198
"2171",2171,0.201233
"2172",2172,0.214813
"2173",2173,0.235229
"2174",2174,0.259338
"2175",2175,0.281982
"2176",2176,0.298615
"2177",2177,0.304352
"2178",2178,0.296051
"2179",2179,0.273468
"2180",2180,0.237885
"2181",2181,0.19101
"2182",2182,0.137543
"2183",2183,0.081299
"2184",2184,0.026489
"2185",2185,-0.025208
"2186",2186,-0.071533
"2187",2187,-0.110931
"2188",2188,-0.140839
"2189",2189,-0.15979
"2190",2190,-0.166473
"2191",2191,-0.159088
"2192",2192,-0.139526
"2193",2193,-0.108978
"2194",2194,-0.072174
"2195",2195,-0.033539
"2196",2196,0.00119
"2197",2197,0.029449
"2198",2198,0.050873
"2199",2199,0.06427
"2200",2200,0.070709
"2201",2201,0.072937
"2202",2202,0.073029
"2203",2203,0.071136
"2204",2204,0.068298
"2205",2205,0.064484
"2206",2206,0.061737
"2207",2207,0.061462
"2208",2208,0.064484
"2209",2209,0.07312
"2210",2210,0.087677
"2211",2211,0.106903
"2212",2212,0.129303
"2213",2213,0.152405
"2214",2214,0.175293
"2215",2215,0.195435
"2216",2216,0.212708
"2217",2217,0.225861
"2218",2218,0.233337
"2219",2219,0.235626
"2220",2220,0.231781
"2221",2221,0.221069
"2222",2222,0.204285
"2223",2223,0.181244
"2224",2224,0.152954
"2225",2225,0.121704
"2226",2226,0.090027
"2227",2227,0.059326
"2228",2228,0.030975
"2229",2229,0.003418
"2230",2230,-0.025269
"2231",2231,-0.057495
"2232",2232,-0.09549
"2233",2233,-0.141663
"2234",2234,-0.195709
"2235",2235,-0.256927
"2236",2236,-0.324341
"2237",2237,-0.395203
"2238",2238,-0.463226
"2239",2239,-0.523895
"2240",2240,-0.574158
"2241",2241,-0.610474
"2242",2242,-0.63089
"2243",2243,-0.634521
"2244",2244,-0.619293
"2245",2245,-0.585052
"2246",2246,-0.535339
"2247",2247,-0.47113
"2248",2248,-0.394714
"2249",2249,-0.309753
"2250",2250,-0.219482
"2251",2251,-0.126038
"2252",2252,-0.033661
"2253",2253,0.051483
"2254",2254,0.126282
"2255",2255,0.184387
"2256",2256,0.225647
"2257",2257,0.248901
"2258",2258,0.256378
"2259",2259,0.250671
"2260",2260,0.23703
"2261",2261,0.219757
"2262",2262,0.203308
"2263",2263,0.192169
"2264",2264,0.189453
"2265",2265,0.196503
"2266",2266,0.211639
"2267",2267,0.233917
"2268",2268,0.259613
"2269",2269,0.284637
"2270",2270,0.302734
"2271",2271,0.309174
"2272",2272,0.301331
"2273",2273,0.278412
"2274",2274,0.242157
"2275",2275,0.193878
"2276",2276,0.138641
"2277",2277,0.080139
"2278",2278,0.02301
"2279",2279,-0.031555
"2280",2280,-0.079498
"2281",2281,-0.119537
"2282",2282,-0.1492
"2283",2283,-0.167145
"2284",2284,-0.172729
"2285",2285,-0.164764
"2286",2286,-0.144318
"2287",2287,-0.112732
"2288",2288,-0.075592
"2289",2289,-0.037231
"2290",2290,-0.002411
"2291",2291,0.026184
"2292",2292,0.04776
"2293",2293,0.061127
"2294",2294,0.068665
"2295",2295,0.072083
"2296",2296,0.073578
"2297",2297,0.073242
"2298",2298,0.071411
"2299",2299,0.069855
"2300",2300,0.06958
"2301",2301,0.071075
"2302",2302,0.075989
"2303",2303,0.086823
"2304",2304,0.10257
"2305",2305,0.122559
"2306",2306,0.144775
"2307",2307,0.167419
"2308",2308,0.188232
"2309",2309,0.205841
"2310",2310,0.219696
"2311",2311,0.229614
"2312",2312,0.234863
"2313",2313,0.234955
"2314",2314,0.229523
"2315",2315,0.217926
"2316",2316,0.200073
"2317",2317,0.176392
"2318",2318,0.148163
"2319",2319,0.116699
"2320",2320,0.08432
"2321",2321,0.052795
"2322",2322,0.022705
"2323",2323,-0.006439
"2324",2324,-0.036774
"2325",2325,-0.069916
"2326",2326,-0.108673
"2327",2327,-0.15506
"2328",2328,-0.20929
"2329",2329,-0.27063
"2330",2330,-0.337372
"2331",2331,-0.406708
"2332",2332,-0.471893
"2333",2333,-0.528381
"2334",2334,-0.573334
"2335",2335,-0.604065
"2336",2336,-0.620605
"2337",2337,-0.621674
"2338",2338,-0.605591
"2339",2339,-0.57196
"2340",2340,-0.523895
"2341",2341,-0.46109
"2342",2342,-0.385315
"2343",2343,-0.301208
"2344",2344,-0.210938
"2345",2345,-0.11731
"2346",2346,-0.02594
"2347",2347,0.059082
"2348",2348,0.131744
"2349",2349,0.189301
"2350",2350,0.229584
"2351",2351,0.253357
"2352",2352,0.261047
"2353",2353,0.256195
"2354",2354,0.242615
"2355",2355,0.225983
"2356",2356,0.208679
"2357",2357,0.196716
"2358",2358,0.192291
"2359",2359,0.19809
"2360",2360,0.213287
"2361",2361,0.236053
"2362",2362,0.262421
"2363",2363,0.287476
"2364",2364,0.305511
"2365",2365,0.311584
"2366",2366,0.302856
"2367",2367,0.278717
"2368",2368,0.240967
"2369",2369,0.191254
"2370",2370,0.134827
"2371",2371,0.076385
"2372",2372,0.019196
"2373",2373,-0.034454
"2374",2374,-0.082611
"2375",2375,-0.122925
"2376",2376,-0.15332
"2377",2377,-0.17157
"2378",2378,-0.176361
"2379",2379,-0.167084
"2380",2380,-0.143829
"2381",2381,-0.110535
"2382",2382,-0.072296
"2383",2383,-0.033875
"2384",2384,0.000702
"2385",2385,0.029083
"2386",2386,0.050079
"2387",2387,0.062683
"2388",2388,0.068756
"2389",2389,0.071503
"2390",2390,0.072449
"2391",2391,0.071503
"2392",2392,0.06955
"2393",2393,0.067108
"2394",2394,0.066345
"2395",2395,0.067688
"2396",2396,0.072418
"2397",2397,0.082642
"2398",2398,0.097504
"2399",2399,0.116669
"2400",2400,0.137421
"2401",2401,0.158478
"2402",2402,0.177887
"2403",2403,0.194916
"2404",2404,0.208405
"2405",2405,0.218109
"2406",2406,0.22226
"2407",2407,0.222443
"2408",2408,0.217133
"2409",2409,0.206421
"2410",2410,0.189423
"2411",2411,0.166534
"2412",2412,0.139038
"2413",2413,0.109558
"2414",2414,0.078461
"2415",2415,0.048553
"2416",2416,0.01947
"2417",2417,-0.009369
"2418",2418,-0.039551
"2419",2419,-0.072998
"2420",2420,-0.112549
"2421",2421,-0.159485
"2422",2422,-0.213928
"2423",2423,-0.274994
"2424",2424,-0.341949
