"","source","destination","id","t","n","category"
"19180",2762,9090,"047E7",2005-10-07,1,"Cattle"
"19181",2762,9090,"047E8",2005-10-07,1,"Cattle"
"19182",2762,9090,"047E9",2005-10-07,1,"Cattle"
"19183",2762,9090,"047EA",2005-10-07,1,"Cattle"
"19184",2762,8552,"047EB",2005-10-27,1,"Cattle"
"19185",2762,8552,"047EC",2005-10-27,1,"Cattle"
"19186",1416,9278,"047ED",2005-08-16,1,"Cattle"
"19187",1416,9278,"047EE",2005-08-16,1,"Cattle"
"19188",1416,9278,"047EF",2005-08-16,1,"Cattle"
"19189",1416,9278,"047F0",2005-08-16,1,"Cattle"
"19190",854,8552,"047F1",2005-10-27,1,"Cattle"
"19191",854,8552,"047F2",2005-10-27,1,"Cattle"
"19192",854,752,"047F3",2005-10-26,1,"Cattle"
"19193",854,752,"047F4",2005-10-26,1,"Cattle"
"19194",854,752,"047F5",2005-10-26,1,"Cattle"
"19195",854,752,"047F6",2005-10-26,1,"Cattle"
"19196",854,752,"047F7",2005-10-26,1,"Cattle"
"19197",854,752,"047F8",2005-10-26,1,"Cattle"
"19198",854,752,"047F9",2005-10-26,1,"Cattle"
"19199",854,752,"047FA",2005-10-26,1,"Cattle"
"19200",854,752,"047FB",2005-10-26,1,"Cattle"
"19201",854,752,"047FC",2005-10-26,1,"Cattle"
"19202",854,752,"047FD",2005-10-26,1,"Cattle"
"19203",854,752,"047FE",2005-10-26,1,"Cattle"
"19204",854,752,"047FF",2005-10-26,1,"Cattle"
"19205",1264,2763,"04800",2005-08-13,1,"Cattle"
"19206",2763,1266,"04800",2005-08-13,1,"Cattle"
"19207",2764,9372,"04801",2005-08-11,1,"Cattle"
"19208",2764,9372,"04802",2005-08-11,1,"Cattle"
"19209",2764,9372,"04803",2005-08-30,1,"Cattle"
"19210",2765,2764,"04804",2005-10-31,1,"Cattle"
"19211",2765,2764,"04805",2005-10-31,1,"Cattle"
"19212",2765,2764,"04806",2005-10-31,1,"Cattle"
"19213",2765,2764,"04807",2005-10-31,1,"Cattle"
"19214",2765,2764,"04808",2005-10-31,1,"Cattle"
"19215",2766,9373,"04809",2005-08-18,1,"Cattle"
"19216",2766,9373,"0480A",2005-08-18,1,"Cattle"
"19217",2766,9373,"0480B",2005-08-18,1,"Cattle"
"19218",2766,9373,"0480C",2005-08-18,1,"Cattle"
"19219",2767,9275,"0480D",2005-10-22,1,"Cattle"
"19220",2767,9275,"0480E",2005-10-22,1,"Cattle"
"19221",2767,9275,"0480F",2005-10-22,1,"Cattle"
"19222",2767,9275,"04810",2005-10-22,1,"Cattle"
"19223",2767,9275,"04811",2005-10-22,1,"Cattle"
"19224",2767,9275,"04812",2005-10-22,1,"Cattle"
"19225",2767,9275,"04813",2005-10-22,1,"Cattle"
"19226",2768,9168,"04814",2005-09-06,1,"Cattle"
"19227",2768,9168,"04815",2005-09-06,1,"Cattle"
"19228",2768,9168,"04816",2005-09-06,1,"Cattle"
"19229",2768,9168,"04817",2005-09-06,1,"Cattle"
"19230",2768,9168,"04818",2005-09-06,1,"Cattle"
"19231",2159,9374,"04819",2005-10-10,1,"Cattle"
"19232",2159,9374,"0481A",2005-10-10,1,"Cattle"
"19233",2159,9374,"0481B",2005-10-10,1,"Cattle"
"19234",2769,9375,"0481C",2005-10-06,1,"Cattle"
"19235",2770,9376,"0481D",2005-10-17,1,"Cattle"
"19236",2770,9376,"0481E",2005-10-17,1,"Cattle"
"19237",2770,9376,"0481F",2005-10-17,1,"Cattle"
"19238",2771,2772,"04820",2005-08-16,1,"Cattle"
"19239",2772,115,"04820",2005-08-16,1,"Cattle"
"19240",2771,2772,"04821",2005-08-16,1,"Cattle"
"19241",2772,115,"04821",2005-08-16,1,"Cattle"
"19242",2773,2771,"04822",2005-09-17,1,"Cattle"
"19243",2773,2771,"04823",2005-09-17,1,"Cattle"
"19244",2773,2771,"04824",2005-09-17,1,"Cattle"
"19245",2773,2771,"04825",2005-09-17,1,"Cattle"
"19246",2773,2771,"04826",2005-09-17,1,"Cattle"
"19247",2773,2771,"04827",2005-09-17,1,"Cattle"
"19248",2430,9377,"04828",2005-09-28,1,"Cattle"
"19249",2430,9377,"04829",2005-09-28,1,"Cattle"
"19250",2430,9377,"0482A",2005-09-28,1,"Cattle"
"19251",2774,8940,"0482B",2005-08-26,1,"Cattle"
"19252",2774,8940,"0482C",2005-08-26,1,"Cattle"
"19253",2774,8940,"0482D",2005-08-26,1,"Cattle"
"19254",2774,8940,"0482E",2005-08-26,1,"Cattle"
"19255",2774,8940,"0482F",2005-08-26,1,"Cattle"
"19256",2774,8940,"04830",2005-09-28,1,"Cattle"
"19257",2774,8940,"04831",2005-09-28,1,"Cattle"
"19258",2774,8940,"04832",2005-09-28,1,"Cattle"
"19259",2774,8940,"04833",2005-09-28,1,"Cattle"
"19260",2774,8940,"04834",2005-09-28,1,"Cattle"
"19261",2774,8940,"04835",2005-09-28,1,"Cattle"
"19262",420,2774,"04836",2005-09-27,1,"Cattle"
"19263",2775,2349,"04837",2005-10-10,1,"Cattle"
"19264",2775,2349,"04838",2005-10-10,1,"Cattle"
"19265",2775,2349,"04839",2005-10-10,1,"Cattle"
"19266",2776,9278,"0483A",2005-09-23,1,"Cattle"
"19267",2776,9278,"0483B",2005-09-23,1,"Cattle"
"19268",2776,9278,"0483C",2005-09-23,1,"Cattle"
"19269",2776,9278,"0483D",2005-09-23,1,"Cattle"
"19270",2776,9278,"0483E",2005-09-23,1,"Cattle"
"19271",2776,9278,"0483F",2005-09-23,1,"Cattle"
"19272",2777,2765,"04840",2005-09-02,1,"Cattle"
"19273",2777,2765,"04841",2005-09-02,1,"Cattle"
"19274",2777,2765,"04842",2005-09-02,1,"Cattle"
"19275",2778,2765,"04843",2005-10-23,1,"Cattle"
"19276",2778,2765,"04844",2005-10-23,1,"Cattle"
"19277",2778,2765,"04845",2005-10-23,1,"Cattle"
"19278",2778,2765,"04846",2005-10-23,1,"Cattle"
"19279",2778,2765,"04847",2005-10-23,1,"Cattle"
"19280",2778,2765,"04848",2005-10-23,1,"Cattle"
"19281",2778,2765,"04849",2005-10-23,1,"Cattle"
"19282",2779,2765,"0484A",2005-10-23,1,"Cattle"
"19283",2779,2765,"0484B",2005-10-23,1,"Cattle"
"19284",2780,2765,"0484C",2005-10-25,1,"Cattle"
"19285",2780,2765,"0484D",2005-10-25,1,"Cattle"
"19286",2780,2765,"0484E",2005-10-25,1,"Cattle"
"19287",2780,2765,"0484F",2005-10-25,1,"Cattle"
"19288",2780,2765,"04850",2005-10-25,1,"Cattle"
"19289",2780,2765,"04851",2005-10-25,1,"Cattle"
"19290",2780,2765,"04852",2005-10-25,1,"Cattle"
"19291",2780,2765,"04853",2005-10-25,1,"Cattle"
"19292",2780,2765,"04854",2005-10-25,1,"Cattle"
"19293",2780,2765,"04855",2005-10-25,1,"Cattle"
"19294",2781,2765,"04856",2005-09-21,1,"Cattle"
"19295",2782,2765,"04857",2005-10-23,1,"Cattle"
"19296",2782,2765,"04858",2005-10-19,1,"Cattle"
"19297",2782,2765,"04859",2005-10-23,1,"Cattle"
"19298",2782,2765,"0485A",2005-10-23,1,"Cattle"
"19299",1614,8452,"0485B",2005-10-27,1,"Cattle"
"19300",1614,8452,"0485C",2005-10-27,1,"Cattle"
"19301",2340,2341,"0485D",2005-09-01,1,"Cattle"
"19302",2341,9164,"0485D",2005-09-21,1,"Cattle"
"19303",2340,2341,"0485E",2005-09-01,1,"Cattle"
"19304",2341,9164,"0485E",2005-09-21,1,"Cattle"
"19305",2340,2341,"0485F",2005-09-01,1,"Cattle"
"19306",2341,9164,"0485F",2005-09-21,1,"Cattle"
"19307",2340,2341,"04860",2005-09-01,1,"Cattle"
"19308",2341,9164,"04860",2005-09-21,1,"Cattle"
"19309",2340,2341,"04861",2005-09-01,1,"Cattle"
"19310",2341,9164,"04861",2005-09-21,1,"Cattle"
"19311",2340,2341,"04862",2005-09-01,1,"Cattle"
"19312",2341,9164,"04862",2005-09-21,1,"Cattle"
"19313",2340,9164,"04863",2005-09-12,1,"Cattle"
"19314",2340,9164,"04864",2005-09-12,1,"Cattle"
"19315",2340,9164,"04865",2005-09-12,1,"Cattle"
"19316",2341,2340,"04866",2005-08-16,1,"Cattle"
"19317",2341,2340,"04867",2005-09-26,1,"Cattle"
"19318",2341,2340,"04868",2005-09-26,1,"Cattle"
"19319",2341,2340,"04869",2005-09-27,1,"Cattle"
"19320",2341,2340,"0486A",2005-09-27,1,"Cattle"
"19321",2783,9372,"0486B",2005-10-07,1,"Cattle"
"19322",2783,9372,"0486C",2005-10-07,1,"Cattle"
"19323",2783,9372,"0486D",2005-10-07,1,"Cattle"
"19324",2783,9372,"0486E",2005-10-07,1,"Cattle"
"19325",2784,6894,"0486F",2005-09-07,1,"Cattle"
"19326",2784,6894,"04870",2005-09-07,1,"Cattle"
"19327",2784,8347,"04871",2005-10-04,1,"Cattle"
"19328",2784,6894,"04872",2005-09-07,1,"Cattle"
"19329",2784,6894,"04873",2005-09-07,1,"Cattle"
"19330",2785,9378,"04874",2005-08-31,1,"Cattle"
"19331",2785,9378,"04875",2005-08-31,1,"Cattle"
"19332",2785,9378,"04876",2005-08-31,1,"Cattle"
"19333",2785,9378,"04877",2005-08-31,1,"Cattle"
"19334",2785,9378,"04878",2005-08-31,1,"Cattle"
"19335",2785,9379,"04879",2005-09-22,1,"Cattle"
"19336",2785,9379,"0487A",2005-09-22,1,"Cattle"
"19337",2785,9379,"0487B",2005-09-22,1,"Cattle"
"19338",2785,9380,"0487C",2005-08-25,1,"Cattle"
"19339",2785,9380,"0487D",2005-08-25,1,"Cattle"
"19340",2785,9379,"0487E",2005-09-22,1,"Cattle"
"19341",2785,9379,"0487F",2005-09-22,1,"Cattle"
"19342",2785,9380,"04880",2005-10-10,1,"Cattle"
"19343",2786,9381,"04881",2005-09-02,1,"Cattle"
"19344",23,2579,"04882",2005-08-22,1,"Cattle"
"19345",23,2579,"04883",2005-10-07,1,"Cattle"
"19346",23,2579,"04884",2005-08-22,1,"Cattle"
"19347",23,4463,"04885",2005-09-09,1,"Cattle"
"19348",2787,2107,"04886",2005-10-22,1,"Cattle"
"19349",2787,2107,"04887",2005-10-22,1,"Cattle"
"19350",2357,5249,"04888",2005-10-13,1,"Cattle"
"19351",718,2164,"04889",2005-09-27,1,"Cattle"
"19352",718,2164,"0488A",2005-09-27,1,"Cattle"
"19353",2788,1688,"0488B",2005-08-08,1,"Cattle"
"19354",2788,1688,"0488C",2005-08-08,1,"Cattle"
"19355",2788,1688,"0488D",2005-08-08,1,"Cattle"
"19356",2788,1688,"0488E",2005-08-08,1,"Cattle"
"19357",2788,1688,"0488F",2005-08-08,1,"Cattle"
"19358",2788,1688,"04890",2005-08-08,1,"Cattle"
"19359",2788,1688,"04891",2005-08-08,1,"Cattle"
"19360",2788,1688,"04892",2005-08-08,1,"Cattle"
"19361",2788,1688,"04893",2005-08-08,1,"Cattle"
"19362",2788,1688,"04894",2005-08-08,1,"Cattle"
"19363",2788,1688,"04895",2005-08-08,1,"Cattle"
"19364",2788,1688,"04896",2005-08-08,1,"Cattle"
"19365",2788,1688,"04897",2005-08-08,1,"Cattle"
"19366",2788,1688,"04898",2005-08-08,1,"Cattle"
"19367",2788,1688,"04899",2005-08-08,1,"Cattle"
"19368",2788,8447,"0489A",2005-10-13,1,"Cattle"
"19369",2788,1688,"0489B",2005-08-08,1,"Cattle"
"19370",2788,8447,"0489C",2005-10-13,1,"Cattle"
"19371",2788,1688,"0489D",2005-08-08,1,"Cattle"
"19372",2788,8447,"0489E",2005-10-13,1,"Cattle"
"19373",2788,8447,"0489F",2005-10-13,1,"Cattle"
"19374",2788,8447,"048A0",2005-10-13,1,"Cattle"
"19375",2788,8447,"048A1",2005-10-13,1,"Cattle"
"19376",2789,2790,"048A2",2005-09-16,1,"Cattle"
"19377",2790,3093,"048A3",2005-10-13,1,"Cattle"
"19378",2790,3093,"048A4",2005-10-13,1,"Cattle"
"19379",2790,3093,"048A5",2005-10-13,1,"Cattle"
"19380",2790,3093,"048A6",2005-10-13,1,"Cattle"
"19381",2790,3093,"048A7",2005-10-13,1,"Cattle"
"19382",2790,3093,"048A8",2005-10-13,1,"Cattle"
"19383",2790,3093,"048A9",2005-10-13,1,"Cattle"
"19384",958,9382,"048AA",2005-08-01,1,"Cattle"
"19385",958,9382,"048AB",2005-08-01,1,"Cattle"
"19386",958,9053,"048AC",2005-08-09,1,"Cattle"
"19387",958,9053,"048AD",2005-08-09,1,"Cattle"
"19388",958,9053,"048AE",2005-08-09,1,"Cattle"
"19389",958,9382,"048AF",2005-10-25,1,"Cattle"
"19390",958,9382,"048B0",2005-10-25,1,"Cattle"
"19391",958,9382,"048B1",2005-10-25,1,"Cattle"
"19392",958,9382,"048B2",2005-10-25,1,"Cattle"
"19393",958,9382,"048B3",2005-10-25,1,"Cattle"
"19394",958,9382,"048B4",2005-10-25,1,"Cattle"
"19395",958,9382,"048B5",2005-10-25,1,"Cattle"
"19396",2791,9372,"048B6",2005-08-11,1,"Cattle"
"19397",2791,9372,"048B7",2005-09-27,1,"Cattle"
"19398",2791,9372,"048B8",2005-09-27,1,"Cattle"
"19399",2792,9383,"048B9",2005-08-23,1,"Cattle"
"19400",2792,8951,"048BA",2005-10-25,1,"Cattle"
"19401",2792,8951,"048BB",2005-10-25,1,"Cattle"
"19402",2792,8951,"048BC",2005-10-25,1,"Cattle"
"19403",2792,8951,"048BD",2005-10-25,1,"Cattle"
"19404",2792,8951,"048BE",2005-10-25,1,"Cattle"
"19405",2792,8951,"048BF",2005-10-25,1,"Cattle"
"19406",2792,8951,"048C0",2005-10-25,1,"Cattle"
"19407",2792,8951,"048C1",2005-10-25,1,"Cattle"
"19408",2793,9384,"048C2",2005-10-07,1,"Cattle"
"19409",2793,9384,"048C3",2005-10-07,1,"Cattle"
"19410",2793,9384,"048C4",2005-10-07,1,"Cattle"
"19411",2793,9384,"048C5",2005-10-07,1,"Cattle"
"19412",2793,9384,"048C6",2005-10-07,1,"Cattle"
"19413",2793,9384,"048C7",2005-10-07,1,"Cattle"
"19414",2793,9384,"048C8",2005-10-07,1,"Cattle"
"19415",2793,9384,"048C9",2005-10-07,1,"Cattle"
"19416",2793,9384,"048CA",2005-10-07,1,"Cattle"
"19417",2793,9384,"048CB",2005-10-07,1,"Cattle"
"19418",2794,8348,"048CC",2005-08-30,1,"Cattle"
"19419",2794,8347,"048CD",2005-09-29,1,"Cattle"
"19420",1233,3191,"048CE",2005-08-26,1,"Cattle"
"19421",1233,3191,"048CF",2005-08-26,1,"Cattle"
"19422",1233,3191,"048D0",2005-08-26,1,"Cattle"
"19423",1233,3191,"048D1",2005-08-26,1,"Cattle"
"19424",2795,9385,"048D2",2005-09-15,1,"Cattle"
"19425",2796,9386,"048D3",2005-10-04,1,"Cattle"
"19426",2796,9386,"048D4",2005-10-04,1,"Cattle"
"19427",2796,9386,"048D5",2005-10-04,1,"Cattle"
"19428",2796,9386,"048D6",2005-10-04,1,"Cattle"
"19429",2796,9386,"048D7",2005-10-04,1,"Cattle"
"19430",2796,9386,"048D8",2005-10-04,1,"Cattle"
"19431",2796,9386,"048D9",2005-10-04,1,"Cattle"
"19432",2753,2804,"048DA",2005-09-17,1,"Cattle"
"19433",2753,9387,"048DB",2005-08-26,1,"Cattle"
"19434",2753,9387,"048DC",2005-08-26,1,"Cattle"
"19435",2753,2804,"048DD",2005-09-17,1,"Cattle"
"19436",2797,3688,"048DE",2005-08-02,1,"Cattle"
"19437",2797,3688,"048DF",2005-09-20,1,"Cattle"
"19438",2797,3688,"048E0",2005-09-20,1,"Cattle"
"19439",2797,3688,"048E1",2005-09-20,1,"Cattle"
"19440",2797,3688,"048E2",2005-09-20,1,"Cattle"
"19441",2798,9388,"048E3",2005-09-14,1,"Cattle"
"19442",2798,9388,"048E4",2005-09-14,1,"Cattle"
"19443",2799,9389,"048E5",2005-10-05,1,"Cattle"
"19444",2799,9389,"048E6",2005-10-05,1,"Cattle"
"19445",2799,9389,"048E7",2005-10-05,1,"Cattle"
"19446",2800,3688,"048E8",2005-08-02,1,"Cattle"
"19447",2800,3688,"048E9",2005-08-02,1,"Cattle"
"19448",2800,3688,"048EA",2005-08-02,1,"Cattle"
"19449",2801,9390,"048EB",2005-09-15,1,"Cattle"
"19450",2801,9390,"048EC",2005-09-15,1,"Cattle"
"19451",2801,9390,"048ED",2005-09-15,1,"Cattle"
"19452",2802,9388,"048EE",2005-09-14,1,"Cattle"
"19453",2802,9388,"048EF",2005-09-14,1,"Cattle"
"19454",2802,9388,"048F0",2005-09-14,1,"Cattle"
"19455",2802,9388,"048F1",2005-09-14,1,"Cattle"
"19456",2802,9388,"048F2",2005-09-14,1,"Cattle"
"19457",2802,9388,"048F3",2005-09-14,1,"Cattle"
"19458",2803,9391,"048F4",2005-09-05,1,"Cattle"
"19459",2803,9391,"048F5",2005-09-05,1,"Cattle"
"19460",2803,9391,"048F6",2005-09-05,1,"Cattle"
"19461",2803,9391,"048F7",2005-09-05,1,"Cattle"
"19462",2803,9391,"048F8",2005-09-05,1,"Cattle"
"19463",2803,9391,"048F9",2005-09-05,1,"Cattle"
"19464",2803,9391,"048FA",2005-09-05,1,"Cattle"
"19465",2803,9391,"048FB",2005-09-05,1,"Cattle"
"19466",2803,9391,"048FC",2005-09-05,1,"Cattle"
"19467",2803,8607,"048FD",2005-09-15,1,"Cattle"
"19468",2803,8607,"048FE",2005-09-15,1,"Cattle"
"19469",2803,8607,"048FF",2005-09-15,1,"Cattle"
"19470",2803,8607,"04900",2005-09-15,1,"Cattle"
"19471",2803,9392,"04901",2005-08-19,1,"Cattle"
"19472",2803,9393,"04902",2005-09-05,1,"Cattle"
"19473",2804,9378,"04903",2005-09-30,1,"Cattle"
"19474",2804,9378,"04904",2005-09-30,1,"Cattle"
"19475",2804,9378,"04905",2005-09-30,1,"Cattle"
"19476",2804,9378,"04906",2005-09-30,1,"Cattle"
"19477",2804,9378,"04907",2005-09-30,1,"Cattle"
"19478",2804,9378,"04908",2005-09-30,1,"Cattle"
"19479",2804,9378,"04909",2005-09-30,1,"Cattle"
"19480",2804,9378,"0490A",2005-09-30,1,"Cattle"
"19481",2804,9378,"0490B",2005-09-30,1,"Cattle"
"19482",2804,9378,"0490C",2005-09-30,1,"Cattle"
"19483",2805,1218,"0490D",2005-08-16,1,"Cattle"
"19484",2805,1218,"0490E",2005-08-16,1,"Cattle"
"19485",2805,1218,"0490F",2005-08-16,1,"Cattle"
"19486",2805,1218,"04910",2005-08-16,1,"Cattle"
"19487",2805,1218,"04911",2005-09-13,1,"Cattle"
"19488",2806,8339,"04912",2005-10-10,1,"Cattle"
"19489",2806,8339,"04913",2005-10-10,1,"Cattle"
"19490",2806,8339,"04914",2005-10-10,1,"Cattle"
"19491",2806,8339,"04915",2005-10-10,1,"Cattle"
"19492",2806,9394,"04916",2005-10-24,1,"Cattle"
"19493",2806,3869,"04917",2005-10-10,1,"Cattle"
"19494",2806,8339,"04918",2005-10-10,1,"Cattle"
"19495",2807,7688,"04919",2005-10-13,1,"Cattle"
"19496",2807,7688,"0491A",2005-10-13,1,"Cattle"
"19497",2807,7688,"0491B",2005-10-13,1,"Cattle"
"19498",2807,7688,"0491C",2005-10-13,1,"Cattle"
"19499",2807,7688,"0491D",2005-10-13,1,"Cattle"
"19500",2807,7688,"0491E",2005-10-13,1,"Cattle"
"19501",2807,7688,"0491F",2005-10-13,1,"Cattle"
"19502",2807,7688,"04920",2005-10-13,1,"Cattle"
"19503",2807,7688,"04921",2005-10-13,1,"Cattle"
"19504",2807,9120,"04922",2005-10-25,1,"Cattle"
"19505",2807,9120,"04923",2005-10-25,1,"Cattle"
"19506",2807,9120,"04924",2005-10-25,1,"Cattle"
"19507",2807,9120,"04925",2005-10-25,1,"Cattle"
"19508",2807,9120,"04926",2005-10-25,1,"Cattle"
"19509",2807,9120,"04927",2005-10-25,1,"Cattle"
"19510",2807,9120,"04928",2005-10-25,1,"Cattle"
"19511",2807,9120,"04929",2005-10-25,1,"Cattle"
"19512",2807,9120,"0492A",2005-10-25,1,"Cattle"
"19513",2807,9395,"0492B",2005-10-30,1,"Cattle"
"19514",2807,9395,"0492C",2005-10-30,1,"Cattle"
"19515",2807,9120,"0492D",2005-10-25,1,"Cattle"
"19516",2808,8197,"0492E",2005-10-20,1,"Cattle"
"19517",2808,8197,"0492F",2005-10-20,1,"Cattle"
"19518",2808,8197,"04930",2005-10-20,1,"Cattle"
"19519",2808,8197,"04931",2005-10-20,1,"Cattle"
"19520",2808,8223,"04932",2005-09-28,1,"Cattle"
"19521",2808,8223,"04933",2005-09-28,1,"Cattle"
"19522",2809,1469,"04934",2005-09-17,1,"Cattle"
"19523",1469,8800,"04934",2005-10-13,1,"Cattle"
"19524",1469,8800,"04935",2005-10-13,1,"Cattle"
"19525",2810,4693,"04936",2005-10-07,1,"Cattle"
"19526",2810,4693,"04937",2005-10-07,1,"Cattle"
"19527",2810,4693,"04938",2005-10-07,1,"Cattle"
"19528",2810,4693,"04939",2005-10-07,1,"Cattle"
"19529",2810,4693,"0493A",2005-10-07,1,"Cattle"
"19530",2810,4693,"0493B",2005-10-07,1,"Cattle"
"19531",2810,4693,"0493C",2005-10-07,1,"Cattle"
"19532",2810,8348,"0493D",2005-09-06,1,"Cattle"
"19533",2810,8348,"0493E",2005-09-06,1,"Cattle"
"19534",2810,8348,"0493F",2005-09-06,1,"Cattle"
"19535",2810,8348,"04940",2005-09-06,1,"Cattle"
"19536",2810,8348,"04941",2005-09-06,1,"Cattle"
"19537",2810,8348,"04942",2005-09-06,1,"Cattle"
"19538",2810,8347,"04943",2005-10-04,1,"Cattle"
"19539",2810,8347,"04944",2005-10-04,1,"Cattle"
"19540",2811,5884,"04945",2005-09-01,1,"Cattle"
"19541",2811,9396,"04946",2005-08-18,1,"Cattle"
"19542",2811,9396,"04947",2005-08-18,1,"Cattle"
"19543",2811,9396,"04948",2005-08-18,1,"Cattle"
"19544",2811,9396,"04949",2005-08-18,1,"Cattle"
"19545",2811,9397,"0494A",2005-09-30,1,"Cattle"
"19546",2811,9397,"0494B",2005-09-30,1,"Cattle"
"19547",2811,9397,"0494C",2005-09-30,1,"Cattle"
"19548",2811,9397,"0494D",2005-09-30,1,"Cattle"
"19549",2811,9397,"0494E",2005-10-31,1,"Cattle"
"19550",2811,9397,"0494F",2005-10-31,1,"Cattle"
"19551",2811,9397,"04950",2005-10-31,1,"Cattle"
"19552",2811,9397,"04951",2005-10-31,1,"Cattle"
"19553",2811,9397,"04952",2005-10-31,1,"Cattle"
"19554",1909,6894,"04953",2005-09-07,1,"Cattle"
"19555",1909,6894,"04954",2005-09-07,1,"Cattle"
"19556",2812,9398,"04955",2005-10-12,1,"Cattle"
"19557",2812,9398,"04956",2005-10-12,1,"Cattle"
"19558",2812,9398,"04957",2005-10-12,1,"Cattle"
"19559",2812,7106,"04958",2005-10-12,1,"Cattle"
"19560",2812,7106,"04959",2005-10-12,1,"Cattle"
"19561",2812,7106,"0495A",2005-10-12,1,"Cattle"
"19562",2812,7106,"0495B",2005-10-12,1,"Cattle"
"19563",2812,7106,"0495C",2005-10-12,1,"Cattle"
"19564",2812,7106,"0495D",2005-10-12,1,"Cattle"
"19565",2812,7106,"0495E",2005-10-12,1,"Cattle"
"19566",2812,7106,"0495F",2005-10-12,1,"Cattle"
"19567",2812,7106,"04960",2005-10-12,1,"Cattle"
"19568",2812,7106,"04961",2005-10-12,1,"Cattle"
"19569",2812,7106,"04962",2005-10-12,1,"Cattle"
"19570",2812,7106,"04963",2005-10-12,1,"Cattle"
"19571",2812,7106,"04964",2005-10-12,1,"Cattle"
"19572",2813,8239,"04965",2005-10-08,1,"Cattle"
"19573",2813,8239,"04966",2005-10-08,1,"Cattle"
"19574",2813,8239,"04967",2005-10-08,1,"Cattle"
"19575",2813,8239,"04968",2005-10-08,1,"Cattle"
"19576",2055,2092,"04969",2005-09-24,1,"Cattle"
"19577",2055,2092,"0496A",2005-09-24,1,"Cattle"
"19578",2575,8348,"0496B",2005-08-30,1,"Cattle"
"19579",2814,9384,"0496C",2005-10-07,1,"Cattle"
"19580",2814,9384,"0496D",2005-10-07,1,"Cattle"
"19581",2814,9384,"0496E",2005-10-07,1,"Cattle"
"19582",2814,9384,"0496F",2005-10-07,1,"Cattle"
"19583",2814,9384,"04970",2005-10-07,1,"Cattle"
"19584",2814,9384,"04971",2005-10-07,1,"Cattle"
"19585",2814,9384,"04972",2005-10-07,1,"Cattle"
"19586",2814,9384,"04973",2005-10-07,1,"Cattle"
"19587",2814,9384,"04974",2005-10-07,1,"Cattle"
"19588",2814,9384,"04975",2005-10-07,1,"Cattle"
"19589",2814,9384,"04976",2005-10-07,1,"Cattle"
"19590",2814,9384,"04977",2005-10-07,1,"Cattle"
"19591",2814,9384,"04978",2005-10-07,1,"Cattle"
"19592",2814,9384,"04979",2005-10-07,1,"Cattle"
"19593",2815,9384,"0497A",2005-10-07,1,"Cattle"
"19594",2815,9384,"0497B",2005-10-07,1,"Cattle"
"19595",2815,9384,"0497C",2005-10-07,1,"Cattle"
"19596",2815,9384,"0497D",2005-10-07,1,"Cattle"
"19597",2815,9384,"0497E",2005-10-07,1,"Cattle"
"19598",2815,9384,"0497F",2005-10-07,1,"Cattle"
"19599",2815,9384,"04980",2005-10-07,1,"Cattle"
"19600",2815,9384,"04981",2005-10-07,1,"Cattle"
"19601",2815,9384,"04982",2005-10-07,1,"Cattle"
"19602",2815,9384,"04983",2005-10-07,1,"Cattle"
"19603",2815,9384,"04984",2005-10-07,1,"Cattle"
"19604",2815,9384,"04985",2005-10-07,1,"Cattle"
"19605",2815,9384,"04986",2005-10-07,1,"Cattle"
"19606",2815,9384,"04987",2005-10-07,1,"Cattle"
"19607",2815,9384,"04988",2005-10-07,1,"Cattle"
"19608",2816,9399,"04989",2005-10-18,1,"Cattle"
"19609",2816,9399,"0498A",2005-10-18,1,"Cattle"
"19610",2816,9399,"0498B",2005-10-31,1,"Cattle"
"19611",2816,9399,"0498C",2005-10-31,1,"Cattle"
"19612",2816,9399,"0498D",2005-10-31,1,"Cattle"
"19613",2816,9399,"0498E",2005-10-31,1,"Cattle"
"19614",2816,9399,"0498F",2005-10-18,1,"Cattle"
"19615",2816,9399,"04990",2005-10-18,1,"Cattle"
"19616",2816,9399,"04991",2005-10-31,1,"Cattle"
"19617",2816,9399,"04992",2005-10-31,1,"Cattle"
"19618",2816,9399,"04993",2005-10-31,1,"Cattle"
"19619",2816,9399,"04994",2005-10-31,1,"Cattle"
"19620",2816,9399,"04995",2005-10-31,1,"Cattle"
"19621",2816,9399,"04996",2005-10-18,1,"Cattle"
"19622",2816,9399,"04997",2005-10-18,1,"Cattle"
"19623",2816,9399,"04998",2005-10-18,1,"Cattle"
"19624",2816,9399,"04999",2005-10-18,1,"Cattle"
"19625",2816,9399,"0499A",2005-10-18,1,"Cattle"
"19626",2816,9399,"0499B",2005-10-23,1,"Cattle"
"19627",2816,9399,"0499C",2005-10-18,1,"Cattle"
"19628",2816,9399,"0499D",2005-10-31,1,"Cattle"
"19629",2816,9399,"0499E",2005-10-18,1,"Cattle"
"19630",2816,9399,"0499F",2005-10-31,1,"Cattle"
"19631",2816,9399,"049A0",2005-10-23,1,"Cattle"
"19632",2816,9399,"049A1",2005-10-18,1,"Cattle"
"19633",2816,9399,"049A2",2005-10-31,1,"Cattle"
"19634",2816,9399,"049A3",2005-10-31,1,"Cattle"
"19635",2816,9399,"049A4",2005-10-18,1,"Cattle"
"19636",2816,9399,"049A5",2005-10-31,1,"Cattle"
"19637",2816,9399,"049A6",2005-10-23,1,"Cattle"
"19638",2816,9399,"049A7",2005-10-23,1,"Cattle"
