"","IDREGION","LBREGION","IDDISTRI","LBDISTRI","IDMUNICI","LBMUNICI","SURFAC05","POP00","POP10","HOMES00","HOMES10","POPMAL00","POPMAL10","POPFEM00","POPFEM10","INLANG00","INLANG10","INCOME00","INCOME01","INCOME02","INCOME03","PTREES00","PTREES01","PTREES02","PTREES03","MARRIA07","MARRIA08","MARRIA09","HARVBE07","HARVBE08","HARVBE09","VALUBE07","VALUBE08","VALUBE09","VOLUBE07","VOLUBE08","VOLUBE09","sHOMES00","sSURFAC","SIZEDIST","sSW_10_3"
"109",1,"CANADA",4,"TEOTITLAN",109,"San Antonio Nanahuatipam",158.12,1313,1233,305,304,650,617,663,616,135,102,435,1039,1699,1637,0,0,0,0,3,3,0,3,6,8,29,60,81,3,6,7,0,1,25,0
"110",4,"MIXTECA",16,"TLAXIACO",110,"San Antonio Sinicahua",37.64,1362,1603,288,394,607,738,755,865,1177,1345,1176,692,3362,3869,0,0,0,7000,1,0,0,14,15,17,96,103,88,10,11,9,1,0,35,0
"111",2,"COSTA",21,"JAMILTEPEC",111,"San Antonio Tepetlapa",70.53,3818,4394,705,861,1872,2111,1946,2283,2946,3363,1319,4727,5340,6381,0,0,0,0,1,1,0,35,35,35,408,294,306,34,25,25,1,1,24,0
"112",8,"VALLES CENTRALES",25,"OCOTLAN",112,"San Baltazar Chichicapam",90.6,2881,2439,727,804,1405,1132,1476,1307,2592,2154,1058,5701,4176,8347,0,0,0,5000,2,5,9,209,295,95,1664,2965,782,129,245,53,1,1,20,0
"113",2,"COSTA",30,"POCHUTLA",113,"San Baltazar Loxicha",110.29,2873,2832,588,683,1389,1381,1484,1451,670,539,2830,4065,4514,5144,0,4700,5000,1700,2,2,3,0,0,170,0,0,1380,0,0,111,1,1,14,0
"114",5,"SIERRA NORTE",13,"VILLA ALTA",114,"San Baltazar Yatzachi el Bajo",32.05,788,677,257,226,373,314,415,363,678,554,826,1715,2701,2831,0,0,10000,2000,0,0,0,43,43,43,232,226,247,19,17,18,0,1,25,0
"115",8,"VALLES CENTRALES",19,"CENTRO",115,"San Bartolo Coyotepec",41.49,4740,8684,1049,2231,2382,4141,2358,4543,237,336,NA,7108,4677,3916,0,4620,26000,5345,5,2,65,27,45,35,297,493,311,22,40,23,1,0,21,0
"116",1,"CANADA",4,"TEOTITLAN",116,"San Bartolome Ayautla",51.63,3833,4052,822,995,1865,1941,1968,2111,3197,3526,816,4395,6254,NA,0,1500,3000,700,0,5,2,18,20,29,115,124,178,11,12,16,1,0,25,0
"117",2,"COSTA",30,"POCHUTLA",117,"San Bartolome Loxicha",143.72,2512,2422,505,559,1231,1173,1281,1249,1844,1621,3807,4347,4534,5024,120000,0,0,0,0,0,1,170,170,0,1428,1530,0,119,128,0,1,1,14,1
"118",8,"VALLES CENTRALES",20,"TLACOLULA",118,"San Bartolome Quialana",20.13,2731,2470,542,591,1195,1026,1536,1444,2300,2188,6116,7575,6920,8376,0,0,0,5000,0,2,1,26,25,8,195,189,71,13,15,5,0,0,25,0
"119",4,"MIXTECA",16,"TLAXIACO",119,"San Bartolome Yucuane",77.22,523,399,145,136,233,163,290,236,418,313,1329,1492,1560,1472,0,0,0,0,0,0,0,17,19,22,113,127,103,11,13,10,0,0,35,0
"120",5,"SIERRA NORTE",13,"VILLA ALTA",120,"San Bartolome Zoogocho",10.77,638,368,125,131,353,160,285,208,575,320,1656,3707,3447,4421,0,11000,0,3000,0,0,0,8,8,8,43,43,47,4,3,3,0,0,25,0
"121",4,"MIXTECA",9,"TEPOSCOLULA",121,"San Bartolo Soyaltepec",68.51,827,655,239,205,367,291,460,364,171,109,933,2107,2425,2122,5000,15500,30000,43945,0,0,0,90,87,43,397,621,424,41,57,28,1,1,21,0
"122",6,"SIERRA SUR",27,"YAUTEPEC",122,"San Bartolo Yautepec",77.13,752,677,196,203,386,333,366,344,252,227,722,3174,2072,1607,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,12,0
"123",8,"VALLES CENTRALES",18,"ZIMATLAN",123,"San Bernardo Mixtepec",108.43,2727,2705,539,653,1287,1296,1440,1409,89,87,460,4392,3676,3460,0,0,0,1400,1,0,3,333,372,264,3213,3938,2691,270,325,205,1,1,13,0
"124",3,"ISTMO",28,"TEHUANTEPEC",124,"San Blas Atempa",212.23,15886,17094,3902,4118,7878,8525,8008,8569,12939,13509,2738,12968,22619,22486,0,0,0,0,166,133,167,0,0,3,0,0,10,0,0,1,1,1,19,1
"125",6,"SIERRA SUR",27,"YAUTEPEC",125,"San Carlos Yautepec",2303.49,10882,11813,2147,2611,5401,5902,5481,5911,4201,5063,2288,15925,4817,10625,46850,5650,56000,24200,104,99,71,4,84,89,17,692,858,2,58,71,1,1,12,0
"126",6,"SIERRA SUR",26,"MIAHUATLAN",126,"San Cristobal Amatlan",110.4,4236,5024,845,1098,1978,2365,2258,2659,3213,3973,1539,5183,5649,7000,0,0,0,33500,0,4,1,85,84,78,1156,814,782,91,66,55,1,1,32,0
"127",4,"MIXTECA",16,"TLAXIACO",127,"San Cristobal Amoltepec",22.39,1180,1283,253,347,571,601,609,682,880,957,NA,3631,3342,4533,0,2000,0,5200,0,0,0,10,11,12,67,75,74,7,8,7,0,1,35,0
"128",5,"SIERRA NORTE",13,"VILLA ALTA",128,"San Cristobal Lachirioag",15.55,1252,1230,412,442,589,591,663,639,1128,1072,1146,2858,2018,2471,0,600,5000,150,3,0,2,50,50,50,270,277,301,23,21,22,0,0,25,1
"129",4,"MIXTECA",3,"COIXTLAHUACA",129,"San Cristobal Suchixtlahuaca",53.16,344,334,106,97,160,161,184,173,8,7,463,1132,1866,1603,0,0,0,0,0,0,0,40,42,16,192,286,130,20,28,8,0,0,13,0
"130",3,"ISTMO",29,"JUCHITAN",130,"San Dionisio del Mar",354.81,4931,5098,1094,1399,2480,2582,2451,2516,2638,2399,1129,5715,6529,7450,0,0,0,100,53,44,51,0,0,0,0,0,0,0,0,0,1,1,22,0
"131",8,"VALLES CENTRALES",20,"TLACOLULA",131,"San Dionisio Ocotepec",309.28,9788,10500,1972,2418,4640,4894,5148,5606,8272,8954,2228,14601,14611,17478,0,0,0,5100,2,0,1,150,270,110,780,1694,654,60,135,44,1,1,25,0
"132",8,"VALLES CENTRALES",25,"OCOTLAN",132,"San Dionisio Ocotlan",9.32,1043,1245,237,313,490,609,553,636,29,34,986,2420,1878,2477,0,0,0,0,2,0,0,8,8,2,69,91,26,5,7,2,0,0,20,0
"133",4,"MIXTECA",16,"TLAXIACO",133,"San Esteban Atatlahuca",110.15,3408,3974,781,990,1647,1938,1761,2036,2810,3061,NA,2951,7228,8965,0,72000,15000,5600,0,5,2,5,6,6,25,29,25,3,3,3,1,1,35,0
"134",7,"PAPALOAPAN",6,"TUXTEPEC",134,"San Felipe Jalapa de Diaz",138.27,23238,26838,4654,5714,11311,12997,11927,13841,18493,21323,18460,NA,31786,36474,4000,6000,0,0,353,303,366,35,80,35,137,435,241,28,64,28,1,1,14,0
"135",8,"VALLES CENTRALES",11,"ETLA",135,"San Felipe Tejalapam",93.5,6150,7187,1203,1627,2992,3419,3158,3768,92,107,NA,6951,8498,5590,0,24100,1000,5180,1,3,2,22,23,17,200,247,168,15,21,12,1,0,23,0
"136",7,"PAPALOAPAN",6,"TUXTEPEC",136,"San Felipe Usila",439.04,11680,11575,2172,2526,5645,5565,6035,6010,9926,10106,2370,15629,14095,15325,168600,44000,270000,46300,87,78,81,35,20,20,137,136,128,28,20,16,1,1,14,0
"137",6,"SIERRA SUR",23,"SOLA DE VEGA",137,"San Francisco Cahuacua",248.09,3324,3427,621,762,1645,1671,1679,1756,33,47,3472,5405,5623,6342,11200,53501,50000,17229,2,1,2,123,143,103,1123,1406,575,92,120,41,1,1,16,0
"138",5,"SIERRA NORTE",13,"VILLA ALTA",138,"San Francisco Cajonos",42.83,472,460,150,166,213,217,259,243,373,347,829,1751,1079,1114,45000,1500,0,0,33,36,52,38,38,38,205,205,223,17,15,16,0,0,25,0
"139",1,"CANADA",5,"CUICATLAN",139,"San Francisco Chapulapa",59.64,1914,2136,384,502,936,1022,978,1114,211,214,1494,5345,3743,5059,0,0,0,0,0,0,0,6,6,8,36,32,48,4,3,4,1,0,20,0
"140",4,"MIXTECA",10,"NOCHIXTLAN",140,"San Francisco Chindua",21.66,783,827,169,211,400,395,383,432,4,5,495,1721,1585,1505,0,6000,0,5000,0,0,0,277,275,287,2245,2646,4404,261,262,315,0,0,32,0
"141",3,"ISTMO",29,"JUCHITAN",141,"San Francisco del Mar",706.81,5782,7232,1350,1824,3029,3659,2753,3573,1088,1058,3516,6000,6652,7841,0,0,0,3000,54,43,58,0,0,0,0,0,0,0,0,0,1,1,22,0
"142",1,"CANADA",4,"TEOTITLAN",142,"San Francisco Huehuetlan",14.04,1379,1160,343,346,644,516,735,644,1188,1007,904,2280,2197,2765,0,1500,0,0,0,1,2,11,23,18,66,145,119,7,14,11,0,0,25,0
"143",3,"ISTMO",29,"JUCHITAN",143,"San Francisco Ixhuatan",175.77,9318,8959,2309,2515,4627,4429,4691,4530,1207,770,5955,9610,10493,11244,0,0,0,0,55,66,87,0,0,0,0,0,0,0,0,0,1,1,22,0
"144",4,"MIXTECA",10,"NOCHIXTLAN",144,"San Francisco Jaltepetongo",45.66,1184,1110,299,325,568,544,616,566,216,172,327,733,2109,1981,17000,6300,10000,38794,0,0,0,89,92,90,618,816,1133,73,81,79,1,1,32,0
"145",8,"VALLES CENTRALES",20,"TLACOLULA",145,"San Francisco Lachigolo",12.83,1789,3474,399,883,864,1697,925,1777,401,556,NA,2841,3053,4288,0,105,10000,550,0,0,0,0,8,2,0,75,18,0,6,1,0,0,25,0
"146",6,"SIERRA SUR",26,"MIAHUATLAN",146,"San Francisco Logueche",40.33,1868,2666,306,564,925,1256,943,1410,1552,2328,743,3848,3434,4602,0,0,0,2000,0,4,0,12,12,12,154,104,103,12,8,7,1,0,32,0
"147",4,"MIXTECA",10,"NOCHIXTLAN",147,"San Francisco Nuxano",22.01,413,378,113,111,209,195,204,183,9,1,1909,2878,1660,2863,25000,0,0,2000,0,0,0,40,41,42,251,323,559,30,32,39,1,0,32,1
"148",6,"SIERRA SUR",26,"MIAHUATLAN",148,"San Francisco Ozolotepec",36.93,1991,1945,383,402,1003,925,988,1020,1572,1527,1538,1925,1138,NA,19000,0,0,0,0,0,0,15,15,10,188,128,67,15,10,5,1,1,32,0
"149",6,"SIERRA SUR",23,"SOLA DE VEGA",149,"San Francisco Sola",103.23,1250,1509,268,347,595,726,655,783,15,25,2142,3367,2405,2933,27000,40000,0,1300,0,0,0,97,102,41,855,999,287,72,85,22,0,1,16,0
"150",8,"VALLES CENTRALES",11,"ETLA",150,"San Francisco Telixtlahuaca",209.46,9694,11893,1893,2734,4653,5694,5041,6199,91,142,NA,NA,3933,NA,0,64607,86000,13800,93,66,77,43,56,46,371,591,456,28,50,34,1,1,23,0
"151",4,"MIXTECA",3,"COIXTLAHUACA",151,"San Francisco Teopan",86.28,452,394,109,112,224,205,228,189,2,0,1165,1543,1681,1525,0,0,0,5300,1,0,0,30,30,15,152,150,106,15,14,7,0,1,13,0
"152",4,"MIXTECA",1,"SILACAYOAPAM",152,"San Francisco Tlapancingo",97.23,2064,2152,350,404,970,981,1094,1171,1116,1284,1182,2698,2844,3172,0,1700,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
"153",2,"COSTA",22,"JUQUILA",153,"San Gabriel Mixtepec",223.42,3959,4733,816,1116,1918,2263,2041,2470,119,86,3346,5425,4899,3185,0,50127,0,0,106,133,143,315,315,102,2646,3051,1003,221,236,80,1,1,12,0
"154",6,"SIERRA SUR",26,"MIAHUATLAN",154,"San Ildefonso Amatlan",76.84,1938,2393,426,565,931,1124,1007,1269,705,932,1626,2643,4530,4935,0,500,0,3400,0,2,0,48,44,35,590,416,290,48,34,20,0,1,32,0
"155",6,"SIERRA SUR",23,"SOLA DE VEGA",155,"San Ildefonso Sola",38.8,849,940,156,196,420,470,429,470,4,9,1032,2596,2931,2847,0,0,0,0,0,0,0,38,41,30,373,399,210,32,34,16,0,0,16,0
"156",5,"SIERRA NORTE",13,"VILLA ALTA",156,"San Ildefonso Villa Alta",99.36,3294,3478,885,1005,1567,1691,1727,1787,2159,2193,2800,4055,5034,8701,0,15911,1000,44000,58,56,72,84,90,90,454,512,528,38,38,38,1,1,25,0
"157",8,"VALLES CENTRALES",19,"CENTRO",157,"San Jacinto Amilpas",4.16,8343,13860,1985,3530,3963,6581,4380,7279,633,953,NA,NA,6970,NA,0,295,1000,360,19,39,87,21,22,22,174,227,175,14,19,12,1,0,21,0
"158",6,"SIERRA SUR",23,"SOLA DE VEGA",158,"San Jacinto Tlacotepec",65.53,2355,2231,424,498,1163,1094,1192,1137,53,38,1518,4525,3303,4773,0,0,0,0,3,5,3,124,133,91,1098,1277,404,88,106,27,1,1,16,0
"159",6,"SIERRA SUR",26,"MIAHUATLAN",159,"San Jeronimo Coatlan",558.56,5227,5449,880,1058,2562,2636,2665,2813,72,69,1169,4639,3231,1432,0,5200,26000,53000,6,4,3,55,52,43,709,486,355,57,39,24,1,1,32,0
"160",4,"MIXTECA",2,"HUAJUAPAM",160,"San Jeronimo Silacayoapilla",59.88,1895,1449,428,398,925,710,970,739,15,3,864,2049,1152,1145,0,0,0,10000,1,3,1,49,48,48,128,127,225,15,14,15,0,1,28,0
"161",8,"VALLES CENTRALES",11,"ETLA",161,"San Jeronimo Sosola",227.71,2717,2559,648,723,1287,1205,1430,1354,23,16,1460,3639,3565,4950,0,520,4000,12750,0,1,2,160,160,85,1349,1529,631,109,126,43,0,1,23,0
"162",8,"VALLES CENTRALES",25,"OCOTLAN",162,"San Jeronimo Taviche",72.75,1529,1848,305,406,727,869,802,979,293,271,532,2361,1364,2366,0,4950,0,1000,0,0,1,10,10,4,88,111,30,7,9,2,0,0,20,0
"163",1,"CANADA",4,"TEOTITLAN",163,"San Jeronimo Tecoatl",17.86,1702,1606,419,435,793,769,909,837,1336,1116,840,2498,NA,3161,0,0,0,0,50,70,108,10,18,16,60,113,106,6,11,10,1,1,25,0
"164",4,"MIXTECA",2,"HUAJUAPAM",164,"San Jorge Nuchita",55.44,3353,3215,605,715,1556,1486,1797,1729,2022,2102,1168,4088,1863,4324,0,0,0,0,18,24,17,24,25,25,70,74,136,8,8,9,1,1,28,0
"165",4,"MIXTECA",2,"HUAJUAPAM",165,"San Jose Ayuquila",22.11,1271,1511,280,385,602,697,669,814,14,3,1073,2274,2346,880,0,0,0,0,2,0,1,50,49,49,252,257,454,29,29,30,0,0,28,0
"166",7,"PAPALOAPAN",6,"TUXTEPEC",166,"San Jose Chiltepec",172.26,9867,11019,2098,2638,4831,5279,5036,5740,3374,3157,1637,NA,8346,4623,3000,76460,35000,54508,22,7,2,0,0,0,0,0,0,0,0,0,1,1,14,0
"167",6,"SIERRA SUR",26,"MIAHUATLAN",167,"San Jose del Penasco",29.17,1892,2094,406,491,950,1038,942,1056,12,29,501,3129,2875,1325,0,0,0,0,0,0,0,11,24,17,142,232,211,11,21,16,0,0,32,0
"168",2,"COSTA",21,"JAMILTEPEC",168,"San Jose Estancia Grande",65.7,916,977,186,237,436,485,480,492,6,21,1040,1711,1831,1861,0,0,0,0,50,63,54,0,0,0,0,0,0,0,0,0,0,0,24,1
"169",7,"PAPALOAPAN",6,"TUXTEPEC",169,"San Jose Independencia",53.94,4538,3684,957,893,2219,1779,2319,1905,3795,3148,746,3735,7683,1969,0,0,0,0,10,7,7,45,45,45,245,245,287,36,36,34,1,0,14,0
"170",6,"SIERRA SUR",26,"MIAHUATLAN",170,"San Jose Lachiguiri",63.94,3151,3849,606,850,1483,1757,1668,2092,2659,3412,NA,4331,4358,1875,0,0,0,0,1,0,0,2,30,0,26,264,0,2,21,0,1,0,32,0
"171",1,"CANADA",4,"TEOTITLAN",171,"San Jose Tenango",257.14,19969,18478,4255,4434,9839,8929,10130,9549,16940,16034,1524,7206,38125,43587,0,0,0,500,0,0,2,71,78,111,389,469,677,39,44,60,1,1,25,0
"172",4,"MIXTECA",16,"TLAXIACO",172,"San Juan Achiutla",36.86,531,430,177,152,253,213,278,217,5,0,440,827,909,903,0,11300,10000,12443,0,0,0,32,35,38,259,270,285,26,27,27,0,0,35,0
"173",5,"SIERRA NORTE",12,"IXTLAN",173,"San Juan Atepec",57.85,1572,1517,472,474,764,722,808,795,1202,1060,837,2365,3585,2770,0,1400,0,0,0,2,0,30,30,30,192,238,227,16,17,16,1,0,26,0
"174",8,"VALLES CENTRALES",19,"CENTRO",174,"Animas Trujano",3.19,2887,3759,655,917,1360,1786,1527,1973,119,145,2163,2860,3316,2391,0,1900,2000,2700,4,0,1,33,28,21,363,304,228,29,25,17,1,0,21,0
"175",8,"VALLES CENTRALES",11,"ETLA",175,"San Juan Bautista Atatlahuca",453.38,1775,1724,330,381,875,833,900,891,711,625,1002,2345,2469,2648,0,0,20000,7000,22,10,7,182,182,100,1974,1960,1096,156,160,80,0,1,23,0
"176",4,"MIXTECA",3,"COIXTLAHUACA",176,"San Juan Bautista Coixtlahuaca",282.53,3223,2808,859,775,1578,1334,1645,1474,221,146,NA,5653,3335,4357,0,10500,30000,20500,32,30,19,130,130,46,601,722,349,57,65,23,1,1,13,0
"177",1,"CANADA",5,"CUICATLAN",177,"San Juan Bautista Cuicatlan",456.39,9298,9441,2235,2485,4518,4601,4780,4840,1428,1339,2910,NA,7317,3772,0,2100,1000,300,176,156,161,76,72,81,776,868,850,78,78,73,1,1,20,0
"178",8,"VALLES CENTRALES",11,"ETLA",178,"San Juan Bautista Guelache",50.63,3499,6287,760,1601,1661,2975,1838,3312,187,364,NA,1389,3422,4264,23000,5000,0,31100,0,0,0,15,20,15,143,225,159,11,18,11,1,0,23,0
"179",8,"VALLES CENTRALES",11,"ETLA",179,"San Juan Bautista Jayacatlan",124,1236,1462,271,364,630,736,606,726,14,12,2078,2353,2239,2297,0,25000,15000,110,0,0,0,64,75,72,738,876,863,62,72,63,0,1,23,0
"180",2,"COSTA",21,"JAMILTEPEC",180,"San Juan Bautista Lo de Soto",87.44,2286,2325,518,623,1154,1138,1132,1187,34,48,1072,3325,3045,3035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24,0
"181",4,"MIXTECA",2,"HUAJUAPAM",181,"San Juan Bautista Suchitepec",93.17,442,417,131,146,214,187,228,230,0,4,1251,1380,1269,1570,23900,0,0,0,0,0,0,29,28,29,78,80,147,9,9,10,0,0,28,0
"182",1,"CANADA",5,"CUICATLAN",182,"San Juan Bautista Tlacoatzintepec",50.14,2242,2292,425,483,1091,1088,1151,1204,1871,1920,1424,1300,4076,3551,0,0,0,0,6,2,7,10,14,15,56,88,99,6,8,9,1,0,20,0
"183",4,"MIXTECA",1,"SILACAYOAPAM",183,"San Juan Bautista Tlachichilco",90.89,1511,1447,292,340,709,681,802,766,122,119,912,2169,2139,3008,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,19,0
"184",7,"PAPALOAPAN",6,"TUXTEPEC",184,"San Juan Bautista Tuxtepec",821.49,133913,155766,32087,41045,64631,74788,69282,80978,22678,21431,131082,196071,187826,166178,278160,127510,130000,76554,856,997,1002,12,80,0,94,653,0,14,96,0,1,1,14,0
"185",2,"COSTA",21,"JAMILTEPEC",185,"San Juan Cacahuatepec",189.18,7514,8680,1513,2006,3607,4216,3907,4464,243,244,NA,8215,5305,8034,0,0,0,500,10,7,3,50,50,45,582,438,369,49,37,30,1,1,24,0
"186",4,"MIXTECA",1,"SILACAYOAPAM",186,"San Juan Cieneguilla",119.99,666,605,154,168,311,294,355,311,1,0,1190,1895,1331,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
"187",1,"CANADA",4,"TEOTITLAN",187,"San Juan Coatzospam",72.19,2479,2535,493,547,1233,1275,1246,1260,2142,2149,1105,3652,3925,4768,0,0,0,0,0,1,1,14,16,10,60,102,62,6,10,6,0,1,25,0
"188",2,"COSTA",21,"JAMILTEPEC",188,"San Juan Colorado",119.6,8656,9494,1711,2229,4236,4583,4420,4911,5501,6074,1735,8648,10899,13068,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,1,24,0
"189",7,"PAPALOAPAN",7,"CHOAPAN",189,"San Juan Comaltepec",115.15,2338,2517,404,501,1149,1207,1189,1310,1844,1927,1082,2685,5217,4787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
"190",5,"SIERRA NORTE",14,"MIXE",190,"San Juan Cotzocon",1436.66,21679,22356,4658,5465,10641,10895,11038,11461,9903,10349,NA,19930,25112,5852,2350,0,0,130550,130,150,148,75,75,72,488,510,720,75,75,60,1,1,17,0
"191",5,"SIERRA NORTE",12,"IXTLAN",191,"San Juan Chicomezuchil",23.04,374,320,112,98,168,147,206,173,9,11,514,1052,985,1122,0,0,0,2500,0,0,0,29,29,29,187,228,225,16,16,16,1,0,26,0
"192",8,"VALLES CENTRALES",25,"OCOTLAN",192,"San Juan Chilateca",4.67,1338,1442,339,403,620,667,718,775,12,10,1489,5097,3243,2898,0,2300,0,1520,1,1,1,40,40,20,363,448,177,29,36,12,0,0,20,0
"193",8,"VALLES CENTRALES",11,"ETLA",193,"San Juan del Estado",132.03,2285,2546,514,646,1079,1207,1206,1339,12,27,970,3463,2273,3891,0,50000,57000,32350,2,0,4,14,24,22,133,259,233,10,22,17,0,1,23,0
"194",8,"VALLES CENTRALES",20,"TLACOLULA",194,"San Juan del Rio",68.29,1350,1231,351,404,610,557,740,674,1186,1083,1481,2279,2699,3274,0,0,0,0,0,0,0,15,22,10,59,139,60,5,11,4,0,1,25,0
"195",4,"MIXTECA",10,"NOCHIXTLAN",195,"San Juan Diuxi",33.11,1468,1256,346,372,720,627,748,629,1273,1005,NA,3319,3511,4113,0,1500,14000,16500,5,0,0,50,48,49,228,257,563,26,26,40,1,0,32,0
"196",5,"SIERRA NORTE",12,"IXTLAN",196,"San Juan Evangelista Analco",17.55,422,404,126,128,198,197,224,207,201,174,855,1748,1361,1380,0,0,10000,5000,0,0,0,18,18,18,86,101,98,7,7,7,0,0,26,0
"197",8,"VALLES CENTRALES",20,"TLACOLULA",197,"San Juan Guelavia",31.71,2914,3047,696,869,1408,1483,1506,1564,2166,1922,1515,6016,8845,8095,0,2800,0,1220,1,2,0,0,0,0,0,0,0,0,0,0,1,0,25,0
"198",3,"ISTMO",29,"JUCHITAN",198,"San Juan Guichicovi",738.45,27399,28142,6496,7794,12988,13221,14411,14921,20114,19465,3730,22225,14451,46982,45935,0,56000,72967,267,241,240,325,350,345,3900,3780,6125,390,420,438,1,1,22,0
"199",4,"MIXTECA",1,"SILACAYOAPAM",199,"San Juan Ihualtepec",53.16,849,713,177,180,407,328,442,385,57,26,1082,1703,1380,1774,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
"200",6,"SIERRA SUR",27,"YAUTEPEC",200,"San Juan Juquila Mixes",314.33,3588,3924,878,1024,1698,1841,1890,2083,2926,3320,1450,3926,1909,5634,0,0,0,0,1,13,4,107,107,107,642,584,599,43,42,43,1,1,12,0
"201",5,"SIERRA NORTE",13,"VILLA ALTA",201,"San Juan Juquila Vijanos",28.05,1830,1832,447,475,884,871,946,961,1499,1586,918,2483,2559,851,0,1000,0,40000,0,0,1,37,37,37,200,205,212,17,15,15,0,1,25,1
"202",2,"COSTA",22,"JUQUILA",202,"San Juan Lachao",209.68,4302,4531,780,927,2140,2159,2162,2372,1828,1931,1230,5650,5615,7419,25000,3000,0,0,0,0,0,135,125,77,1233,1110,720,103,88,58,1,1,12,0
"203",8,"VALLES CENTRALES",24,"EJUTLA",203,"San Juan Lachigalla",104.89,3198,3285,604,689,1550,1580,1648,1705,3,8,1315,1301,2095,NA,0,0,0,1300,0,0,0,34,23,19,437,197,119,34,16,8,1,1,13,0
"204",6,"SIERRA SUR",27,"YAUTEPEC",204,"San Juan Lajarcia",108.61,675,715,173,202,309,324,366,391,20,25,571,1613,NA,692,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,12,0
"205",7,"PAPALOAPAN",7,"CHOAPAN",205,"San Juan Lalana",681.1,16775,17398,3429,3973,8304,8441,8471,8957,11585,12303,NA,13474,23737,23889,81250,1000,163000,0,80,52,53,25,25,25,130,136,338,20,20,23,1,1,6,0
"206",1,"CANADA",4,"TEOTITLAN",206,"San Juan de los Cues",102.85,2466,2357,513,638,1245,1166,1221,1191,828,740,911,2324,2988,3218,0,0,0,2000,2,2,2,3,4,5,18,25,34,2,2,3,1,0,25,0
"207",5,"SIERRA NORTE",14,"MIXE",207,"San Juan Mazatlan",1669.07,17090,17100,3387,3842,8640,8432,8450,8668,9616,8967,10568,19703,24188,25855,0,0,13000,2000,78,108,73,0,0,0,0,0,0,0,0,0,1,1,17,0
"208",4,"MIXTECA",8,"JUXTLAHUACA",208,"San Juan Mixtepec -Dto. 08-",358.6,9543,7611,2117,2070,4376,3572,5167,4039,8248,6689,NA,8217,9295,NA,0,13150,28000,20730,87,41,53,99,100,104,596,597,549,58,60,52,1,1,7,0
"209",6,"SIERRA SUR",26,"MIAHUATLAN",209,"San Juan Mixtepec -Dto. 26-",76.17,932,711,184,191,406,277,526,434,837,650,1325,2785,2088,2791,0,600,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0
"210",4,"MIXTECA",16,"TLAXIACO",210,"San Juan Numi",213.13,6750,6666,1195,1497,3209,3196,3541,3470,5872,5775,1566,6723,9835,10278,0,1700,13000,151475,1,0,0,350,352,351,2092,2162,2247,214,213,214,1,1,35,0
"211",6,"SIERRA SUR",26,"MIAHUATLAN",211,"San Juan Ozolotepec",256.51,3125,3168,593,639,1541,1582,1584,1586,1775,1909,1108,1734,1198,3119,0,0,15000,0,1,1,6,0,0,0,0,0,0,0,0,0,1,1,32,0
"212",7,"PAPALOAPAN",7,"CHOAPAN",212,"San Juan Petlapa",196.82,2551,2807,514,642,1244,1344,1307,1463,2143,2415,1589,4650,7413,7457,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,6,0
"213",2,"COSTA",22,"JUQUILA",213,"San Juan Quiahije",210.49,3889,3628,569,578,1824,1702,2065,1926,3168,3115,1205,5197,6093,5767,0,0,0,2100,3,0,1,0,0,0,0,0,0,0,0,0,1,1,12,0
"214",5,"SIERRA NORTE",12,"IXTLAN",214,"San Juan Quiotepec",197.5,2486,2313,472,531,1254,1153,1232,1160,2146,1981,1356,2160,1992,1788,5000,1000,60000,100,0,0,0,29,29,29,139,158,162,12,11,12,1,1,26,0
"215",4,"MIXTECA",10,"NOCHIXTLAN",215,"San Juan Sayultepec",15.14,665,764,164,212,321,351,344,413,7,11,1102,2002,1581,2159,0,200,0,0,1,0,0,480,477,489,3885,4730,7122,463,483,504,0,0,32,0
"216",5,"SIERRA NORTE",13,"VILLA ALTA",216,"San Juan Tabaa",18.8,1150,1331,270,328,544,633,606,698,1008,1179,997,2271,4123,2313,0,0,0,2600,0,1,1,34,34,34,184,184,205,15,14,15,0,0,25,0
"217",4,"MIXTECA",10,"NOCHIXTLAN",217,"San Juan Tamazola",354.57,3454,3446,687,828,1675,1678,1779,1768,1564,1385,1311,7033,NA,6388,0,0,0,300,2,0,1,770,775,564,5138,6373,6712,619,631,479,1,1,32,0
"218",4,"MIXTECA",16,"TLAXIACO",218,"San Juan Teita",97.59,572,607,127,155,274,291,298,316,372,380,NA,1515,NA,692,0,0,0,1000,0,0,0,24,26,27,195,205,176,20,21,17,0,1,35,0
