"","IncidntNum","Category","Descript","DayOfWeek","Date","Time","PdDistrict","Resolution","Location","lon","lat","violent","HrOfDay","TimeOfDay","HourOfWeek","censusBlock"
"85733",120810088,"BURGLARY","BURGLARY, FORCIBLE ENTRY","Friday",2012-10-05,"23:58","INGLESIDE","NONE","500 Block of TOMPKINS AV",-122.413136832407,37.737083780197,"FALSE","23",23.9666666666667,23.9666666666667,"06075025402"
"20378",120199688,"DRUG/NARCOTIC","POSSESSION OF MARIJUANA FOR SALES","Saturday",2012-03-10,"17:18","BAYVIEW","ARREST, BOOKED","0 Block of GARLINGTON CT",-122.384444370543,37.7324936163457,"FALSE","17",17.3,41.3,"06075023102"
"95943",120903627,"ASSAULT","BATTERY","Thursday",2012-11-08,"04:30","TENDERLOIN","NONE","200 Block of LEAVENWORTH ST",-122.414182057285,37.7832072489926,"TRUE","04",4.5,148.5,"06075012401"
"17825",126026168,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday",2012-02-21,"15:00","INGLESIDE","NONE","600 Block of MORSE ST",-122.444790359026,37.7115176723083,"FALSE","15",15,111,"06075026303"
"82638",120777256,"ASSAULT","BATTERY","Friday",2012-09-28,"06:15","RICHMOND","NONE","SCOTT ST / POST ST",-122.438020927319,37.7845304743365,"TRUE","06",6.25,6.25,"06075015500"
"63581",126105994,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday",2012-07-26,"23:00","INGLESIDE","NONE","BENNINGTON ST / CORTLAND AV",-122.417779045651,37.7391829161149,"FALSE","23",23,167,"06075025401"
"86156",120808340,"NON-CRIMINAL","FOUND PROPERTY","Monday",2012-10-08,"13:40","NORTHERN","NONE","3100 Block of SCOTT ST",-122.440775837598,37.7988952378021,"FALSE","13",13.6666666666667,85.6666666666667,"06075012800"
"32328",126048322,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Tuesday",2012-03-27,"11:00","SOUTHERN","NONE","THE EMBARCADERONORTH ST / MARKET ST",-122.393983685228,37.795060765295,"FALSE","11",11,107,"06075010500"
"61816",120580883,"WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday",2012-07-23,"13:00","NORTHERN","NONE","1300 Block of VANNESS AV",-122.421733845828,37.7880803361439,"FALSE","13",13,85,"06075012000"
"100493",120952505,"BURGLARY","BURGLARY, HOT PROWL, FORCIBLE ENTRY","Sunday",2012-11-25,"01:55","MISSION","ARREST, BOOKED","200 Block of SANCHEZ ST",-122.430978846619,37.764924477597,"FALSE","01",1.91666666666667,49.9166666666667,"06075020300"
"21961",126034406,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Tuesday",2012-03-13,"16:30","SOUTHERN","NONE","700 Block of HOWARD ST",-122.401495999275,37.7841738410027,"FALSE","16",16.5,112.5,"06075017801"
"105661",120996763,"ASSAULT","BATTERY","Monday",2012-12-10,"17:00","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403742962696,37.7752316978114,"TRUE","17",17,89,"06075018000"
"13436",120124986,"MISSING PERSON","MISSING ADULT","Saturday",2012-02-11,"12:00","TARAVAL","NONE","400 Block of ORIZABA AV",-122.462487735481,37.7168636226056,"FALSE","12",12,36,"06075031400"
"106489",120811638,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Tuesday",2012-10-09,"16:20","SOUTHERN","PSYCHOPATHIC CASE","700 Block of NATOMA ST",-122.412216755117,37.776568994937,"FALSE","16",16.3333333333333,112.333333333333,"06075017601"
"62862",120590917,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday",2012-07-26,"17:45","TARAVAL","NONE","1500 Block of 44TH AV",-122.507930667676,37.7578059153399,"FALSE","17",17.75,161.75,"06075035201"
"34912",120329619,"VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday",2012-04-25,"16:00","NORTHERN","NONE","2600 Block of FILLMORE ST",-122.434893842035,37.7934277761674,"FALSE","16",16,136,"06075013200"
"41148",120387899,"OTHER OFFENSES","TRAFFIC VIOLATION","Wednesday",2012-05-16,"08:29","BAYVIEW","ARREST, CITED","SILVER AV / REVERE AV",-122.398556318222,37.7364341471759,"FALSE","08",8.48333333333333,128.483333333333,"06075023001"
"69609",120659905,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Saturday",2012-08-18,"16:45","PARK","NONE","OAK ST / DIVISADERO ST",-122.437422446098,37.7731323316038,"FALSE","16",16.75,40.75,"06075016700"
"22512",120216668,"OTHER OFFENSES","PROBATION VIOLATION","Friday",2012-03-16,"18:34","TENDERLOIN","NONE","100 Block of TAYLOR ST",-122.410666302995,37.7834016555206,"FALSE","18",18.5666666666667,18.5666666666667,"06075012501"
"53689",126088641,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday",2012-06-17,"12:00","TENDERLOIN","NONE","LEAVENWORTH ST / MCALLISTER ST",-122.413679376888,37.7809258336852,"FALSE","12",12,60,"06075012402"
"80870",126140809,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday",2012-09-08,"23:40","NORTHERN","NONE","600 Block of STEINER ST",-122.43253567056,37.7748257745098,"FALSE","23",23.6666666666667,47.6666666666667,"06075016300"
"51362",120473498,"DRUG/NARCOTIC","PLANTING/CULTIVATING MARIJUANA","Saturday",2012-06-16,"12:19","TARAVAL","NONE","2300 Block of TARAVAL ST",-122.490792960217,37.7424937077718,"FALSE","12",12.3166666666667,36.3166666666667,"06075032901"
"68546",126110874,"NON-CRIMINAL","LOST PROPERTY","Sunday",2012-07-29,"02:00","PARK","NONE","STANYAN ST / PARNASSUS AV",-122.452571266797,37.7645097135746,"FALSE","02",2,50,"06075030101"
"23904",120231092,"WARRANTS","WARRANT ARREST","Wednesday",2012-03-21,"16:40","BAYVIEW","ARREST, BOOKED","JENNINGS ST / INGERSON AV",-122.394852404141,37.7201770494703,"FALSE","16",16.6666666666667,136.666666666667,"06075023400"
"113428",120641980,"LARCENY/THEFT","GRAND THEFT PICKPOCKET","Sunday",2012-08-12,"01:30","NORTHERN","NONE","POLK ST / PINE ST",-122.42049728879,37.789618819255,"FALSE","01",1.5,49.5,"06075011100"
"82303",120776399,"LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Thursday",2012-09-27,"14:10","RICHMOND","NONE","3500 Block of GEARY BL",-122.456567446583,37.7813352352418,"FALSE","14",14.1666666666667,158.166666666667,"06075015600"
"16011",120158894,"OTHER OFFENSES","TRAFFIC VIOLATION","Saturday",2012-02-25,"18:35","INGLESIDE","ARREST, CITED","MISSION ST / OCEAN AV",-122.435385454946,37.7239104470753,"FALSE","18",18.5833333333333,42.5833333333333,"06075025500"
"46050",120430523,"LARCENY/THEFT","ATTEMPTED THEFT FROM LOCKED VEHICLE","Thursday",2012-05-31,"04:31","BAYVIEW","NONE","2900 Block of SAN BRUNO AV",-122.402311673087,37.7246354168199,"FALSE","04",4.51666666666667,148.516666666667,"06075025702"
"36937",126058569,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday",2012-04-22,"13:00","SOUTHERN","NONE","0 Block of 3RD ST",-122.40287752105,37.7869530833568,"FALSE","13",13,61,NA
"98389",120931167,"ASSAULT","AGGRAVATED ASSAULT WITH A DEADLY WEAPON","Saturday",2012-11-17,"07:20","TENDERLOIN","ARREST, BOOKED","100 Block of GOLDEN GATE AV",-122.413428703639,37.7819525747533,"TRUE","07",7.33333333333333,31.3333333333333,"06075012501"
"57442",120537367,"ASSAULT","BATTERY","Sunday",2012-07-08,"03:40","INGLESIDE","NONE","RUSSIA AV / MISSION ST",-122.437150548382,37.7215739965111,"TRUE","03",3.66666666666667,51.6666666666667,"06075026004"
"122850",120936167,"RECOVERED VEHICLE","RECOVERED VEHICLE - STOLEN OUTSIDE SF","Saturday",2012-11-10,"10:00","BAYVIEW","NONE","1700 Block of JENNINGS ST",-122.386484292767,37.7294171432288,"FALSE","10",10,34,"06075023200"
"9726",120094436,"NON-CRIMINAL","AIDED CASE","Friday",2012-02-03,"11:40","PARK","NONE","1000 Block of DIVISADERO ST",-122.438582382949,37.7790755753074,"FALSE","11",11.6666666666667,11.6666666666667,"06075015802"
"45639",126074606,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday",2012-05-25,"20:00","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403742962696,37.7752316978114,"FALSE","20",20,20,"06075018000"
"47398",126077503,"NON-CRIMINAL","LOST PROPERTY","Wednesday",2012-06-06,"17:30","CENTRAL","NONE","BEACH ST / HYDE ST",-122.420564122318,37.8066567824467,"FALSE","17",17.5,137.5,"06075010200"
"47686",120446401,"LARCENY/THEFT","GRAND THEFT FROM PERSON","Tuesday",2012-06-05,"22:15","PARK","NONE","1200 Block of ARGUELLO BL",-122.457860917187,37.7648757816518,"FALSE","22",22.25,118.25,"06075030101"
"29252",120279666,"BURGLARY","BURGLARY, UNLAWFUL ENTRY","Friday",2012-04-06,"17:00","NORTHERN","NONE","1300 Block of SUTTER ST",-122.422658052192,37.7874001179787,"FALSE","17",17,17,"06075015100"
"96468",120913999,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Monday",2012-10-08,"20:00","PARK","NONE","400 Block of STANYAN ST",-122.454416644501,37.7738144419136,"FALSE","20",20,92,"06075016500"
"1940",120022120,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday",2012-01-08,"23:00","NORTHERN","NONE","900 Block of POLK ST",-122.41958500252,37.785825160322,"FALSE","23",23,71,"06075012202"
"48718",120458434,"MISSING PERSON","MISSING ADULT","Sunday",2012-06-10,"20:25","PARK","LOCATED","700 Block of BAKER ST",-122.44169572254,37.7776669233411,"FALSE","20",20.4166666666667,68.4166666666667,"06075015802"
"47436",120443479,"VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Tuesday",2012-06-05,"00:21","RICHMOND","NONE","2500 Block of CALIFORNIA ST",-122.435862575652,37.7885365281333,"FALSE","00",0.35,96.35,"06075015300"
"55928",120521843,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday",2012-07-02,"18:00","CENTRAL","NONE","0 Block of TELEGRAPHHILL BL",-122.405627136777,37.8025297496946,"FALSE","18",18,90,"06075010400"
"36242",120117420,"WARRANTS","WARRANT ARREST","Saturday",2012-02-11,"07:45","SOUTHERN","ARREST, CITED","700 Block of THE EMBARCADEROSOUTH ST",-122.387868217776,37.7811359933487,"FALSE","07",7.75,31.75,"06075060700"
"98131",120925693,"NON-CRIMINAL","LOST PROPERTY","Monday",2012-11-12,"16:00","RICHMOND","NONE","FULTON ST / 8TH AV",-122.465882650289,37.7733973258174,"FALSE","16",16,88,NA
"106457",120792226,"ASSAULT","BATTERY","Wednesday",2012-10-03,"01:30","SOUTHERN","NONE","500 Block of MARKET ST",-122.401163149607,37.7894801998438,"TRUE","01",1.5,121.5,"06075061500"
"115396",120804097,"ROBBERY","ROBBERY ON THE STREET WITH A KNIFE","Sunday",2012-10-07,"00:30","MISSION","NONE","2000 Block of MISSION ST",-122.419711493032,37.7650232524404,"TRUE","00",0.5,48.5,"06075020100"
"33339",120312921,"OTHER OFFENSES","MISCELLANEOUS INVESTIGATION","Sunday",2012-04-15,"16:00","TARAVAL","NONE","300 Block of SLOAT BL",-122.475642791632,37.7346635086651,"FALSE","16",16,64,"06075033100"
"82516",120784831,"SEX OFFENSES, FORCIBLE","SEXUAL BATTERY","Sunday",2012-09-30,"18:55","NORTHERN","ARREST, BOOKED","HAIGHT ST / FILLMORE ST",-122.430436523474,37.7721069661669,"TRUE","18",18.9166666666667,66.9166666666667,"06075016801"
"86909",120822726,"NON-CRIMINAL","FOUND PROPERTY","Saturday",2012-10-13,"11:20","PARK","NONE","700 Block of STANYAN ST",-122.453560211825,37.7685813522781,"FALSE","11",11.3333333333333,35.3333333333333,NA
"24636",120234137,"OTHER OFFENSES","HARASSING PHONE CALLS","Sunday",2012-03-11,"00:01","BAYVIEW","NONE","1000 Block of HOLLISTER AV",-122.3910579552,37.7189270996635,"FALSE","00",0.0166666666666667,48.0166666666667,"06075023400"
"68009",126113696,"NON-CRIMINAL","LOST PROPERTY","Sunday",2012-08-05,"15:00","PARK","NONE","1300 Block of MCALLISTER ST",-122.435021350432,37.7781819709233,"FALSE","15",15,63,"06075015802"
"76170",120721805,"ASSAULT","BATTERY","Sunday",2012-09-09,"08:45","INGLESIDE","ARREST, BOOKED","3300 Block of MISSION ST",-122.421607115588,37.7430114795183,"TRUE","08",8.75,56.75,"06075025300"
"13202",126020182,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday",2012-02-10,"19:00","INGLESIDE","NONE","0 Block of HAZELWOOD AV",-122.454268498762,37.7299983935794,"FALSE","19",19,19,"06075031000"
"71444",126122465,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday",2012-07-25,"15:22","TARAVAL","NONE","200 Block of SAGAMORE ST",-122.461188626803,37.7114113099626,"FALSE","15",15.3666666666667,135.366666666667,"06075031400"
"78896",120740112,"VEHICLE THEFT","STOLEN AUTOMOBILE","Saturday",2012-09-15,"02:00","BAYVIEW","NONE","0 Block of CASHMERE ST",-122.382254708514,37.7356428225407,"FALSE","02",2,26,"06075023103"
"23037",120220437,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Saturday",2012-03-17,"21:40","SOUTHERN","NONE","10TH ST / HARRISON ST",-122.411279189969,37.7715785765043,"FALSE","21",21.6666666666667,45.6666666666667,"06075017802"
"55918",120521542,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Monday",2012-07-02,"17:29","SOUTHERN","PSYCHOPATHIC CASE","800 Block of BRYANT ST",-122.403675173997,37.7751775060199,"FALSE","17",17.4833333333333,89.4833333333333,"06075018000"
"112076",120158678,"FRAUD","CREDIT CARD, THEFT BY USE OF","Tuesday",2012-02-07,"00:01","CENTRAL","PROSECUTED BY OUTSIDE AGENCY","600 Block of MASON ST",-122.41026419971,37.7893126645439,"FALSE","00",0.0166666666666667,96.0166666666667,"06075012100"
"69133",120654842,"NON-CRIMINAL","LOST PROPERTY","Friday",2012-08-17,"15:00","CENTRAL","NONE","800 Block of WASHINGTON ST",-122.407148747295,37.7951685771466,"FALSE","15",15,15,"06075061100"
"115097",120769441,"NON-CRIMINAL","TARASOFF REPORT","Tuesday",2012-09-25,"12:20","SOUTHERN","PSYCHOPATHIC CASE","200 Block of 11TH ST",-122.414837189169,37.7725636138267,"FALSE","12",12.3333333333333,108.333333333333,"06075017802"
"90972",120833234,"BURGLARY","BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY","Tuesday",2012-10-16,"08:30","RICHMOND","NONE","400 Block of LAKE ST",-122.463956361639,37.7867368244376,"FALSE","08",8.5,104.5,"06075040100"
"87554",126150814,"LARCENY/THEFT","GRAND THEFT OF PROPERTY","Saturday",2012-09-15,"00:01","PARK","NONE","MARKET ST / CASTRO ST",-122.435187699349,37.7626702770872,"FALSE","00",0.0166666666666667,24.0166666666667,"06075020600"
"66617",120626835,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Tuesday",2012-08-07,"22:00","RICHMOND","NONE","FULTON ST / 6TH AV",-122.463749926391,37.7736224122729,"FALSE","22",22,118,NA
"119308",121045072,"NON-CRIMINAL","LOST PROPERTY","Tuesday",2012-12-25,"18:30","CENTRAL","NONE","300 Block of POWELL ST",-122.40833353294,37.7876829824756,"FALSE","18",18.5,114.5,"06075012302"
"115251",120782932,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday",2012-09-30,"01:00","SOUTHERN","NONE","4TH ST / KING ST",-122.394102624525,37.7763827130285,"FALSE","01",1,49,"06075060700"
"21563",126031719,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday",2012-03-08,"20:30","SOUTHERN","NONE","2ND ST / BRANNAN ST",-122.392082305321,37.7818457722573,"FALSE","20",20.5,164.5,"06075061500"
"66692",120627861,"FRAUD","FALSE PRETENSES, GRAND THEFT","Thursday",2012-07-19,"13:20","SOUTHERN","NONE","300 Block of KING ST",-122.395846623551,37.7748903015646,"FALSE","13",13.3333333333333,157.333333333333,"06075060700"
"78767",120747118,"WARRANTS","WARRANT ARREST","Monday",2012-09-17,"18:55","NORTHERN","ARREST, BOOKED","1100 Block of FILLMORE ST",-122.431913651167,37.7795840807717,"FALSE","18",18.9166666666667,90.9166666666667,"06075016100"
"12816",126022376,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday",2012-02-13,"21:00","NORTHERN","NONE","LAUSSAT ST / WEBSTER ST",-122.42870994479,37.7718495482378,"FALSE","21",21,93,"06075016801"
"4667",120045564,"NON-CRIMINAL","LOST PROPERTY","Friday",2012-01-13,"10:00","TENDERLOIN","NONE","MARKET ST / HYDE ST",-122.414743835382,37.778719262789,"FALSE","10",10,10,"06075012402"
"94162",120891157,"ASSAULT","THREATS AGAINST LIFE","Saturday",2012-11-03,"09:30","BAYVIEW","NONE","0 Block of WESTBROOK CT",-122.382082545991,37.7349372489587,"TRUE","09",9.5,33.5,"06075023103"
"116927",120991694,"MISSING PERSON","MISSING JUVENILE","Saturday",2012-12-08,"21:00","SOUTHERN","NONE","0 Block of MOSS ST",-122.407867537061,37.7776864127303,"FALSE","21",21,45,"06075017802"
"13519",120131107,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Thursday",2012-02-16,"00:49","SOUTHERN","PSYCHOPATHIC CASE","200 Block of 9TH ST",-122.412644307219,37.7746239955587,"FALSE","00",0.816666666666667,144.816666666667,"06075017802"
"49131",120460097,"LARCENY/THEFT","GRAND THEFT FROM PERSON","Monday",2012-06-11,"09:20","BAYVIEW","NONE","1800 Block of SILVER AV",-122.402766567712,37.733990854565,"FALSE","09",9.33333333333333,81.3333333333333,"06075023001"
"3359",120038575,"OTHER OFFENSES","VIOLATION OF MUNICIPAL CODE","Saturday",2012-01-14,"14:40","SOUTHERN","ARREST, CITED","900 Block of MARKET ST",-122.409165910685,37.7831675657647,"FALSE","14",14.6666666666667,38.6666666666667,"06075017601"
"50613",120474800,"DRUG/NARCOTIC","POSSESSION OF NARCOTICS PARAPHERNALIA","Saturday",2012-06-16,"23:22","NORTHERN","ARREST, CITED","1500 Block of VANNESS AV",-122.422214054849,37.7899992573724,"FALSE","23",23.3666666666667,47.3666666666667,"06075011100"
"25526",120212688,"VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday",2012-03-14,"21:00","NORTHERN","NONE","100 Block of OAK ST",-122.421804571296,37.7751567772244,"FALSE","21",21,141,"06075016200"
"112130",120257543,"WARRANTS","WARRANT ARREST","Saturday",2012-03-31,"10:30","SOUTHERN","ARREST, BOOKED","800 Block of MARKET ST",-122.406659517434,37.7850491022697,"FALSE","10",10.5,34.5,"06075017601"
"27876",120250218,"NON-CRIMINAL","FOUND PROPERTY","Wednesday",2012-03-28,"17:02","NORTHERN","NONE","1100 Block of FILLMORE ST",-122.43204217085,37.7797945628599,"FALSE","17",17.0333333333333,137.033333333333,"06075016100"
"119927",121051007,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Sunday",2012-12-30,"20:04","NORTHERN","PSYCHOPATHIC CASE","FILLMORE ST / FULTON ST",-122.431578618623,37.7777002216831,"FALSE","20",20.0666666666667,68.0666666666667,"06075016100"
"33191",126049057,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday",2012-04-12,"22:15","SOUTHERN","NONE","HOWARD ST / 4TH ST",-122.402712593282,37.7832596543979,"FALSE","22",22.25,166.25,"06075017601"
"64918",120611400,"ASSAULT","THREATS AGAINST LIFE","Thursday",2012-08-02,"19:50","NORTHERN","NONE","FILLMORE ST / PINE ST",-122.433648580485,37.7879507587225,"TRUE","19",19.8333333333333,163.833333333333,"06075015200"
"115529",120823768,"TRESPASS","TRESPASSING","Saturday",2012-10-13,"15:59","CENTRAL","ARREST, CITED","1300 Block of STOCKTON ST",-122.408665533952,37.798057350465,"FALSE","15",15.9833333333333,39.9833333333333,"06075010700"
"110517",121020193,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Wednesday",2012-12-19,"08:51","RICHMOND","ARREST, CITED","GEARY BL / 3RD AV",-122.461062711176,37.7811580519204,"FALSE","08",8.85,128.85,"06075045100"
"115905",120879119,"ASSAULT","AGGRAVATED ASSAULT WITH BODILY FORCE","Tuesday",2012-10-30,"07:45","TARAVAL","NONE","100 Block of SAGAMORE ST",-122.457662126224,37.7112867210784,"TRUE","07",7.75,103.75,"06075031400"
"36763",120346691,"LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Tuesday",2012-05-01,"17:48","SOUTHERN","ARREST, CITED","800 Block of MARKET ST",-122.407036790381,37.78475328357,"FALSE","17",17.8,113.8,"06075017601"
"93562",120882786,"WARRANTS","WARRANT ARREST","Thursday",2012-11-01,"12:30","BAYVIEW","ARREST, BOOKED","1900 Block of CESAR CHAVEZ ST",-122.396318834181,37.7498543212158,"FALSE","12",12.5,156.5,"06075980900"
"23130",120223102,"BURGLARY","BURGLARY, FORCIBLE ENTRY","Saturday",2012-03-17,"18:17","SOUTHERN","NONE","100 Block of SOUTH VAN NESS AV",-122.417947775049,37.7710345808279,"FALSE","18",18.2833333333333,42.2833333333333,"06075017700"
"12379",120123267,"BURGLARY","BURGLARY, FORCIBLE ENTRY","Sunday",2012-02-12,"22:00","MISSION","NONE","3400 Block of 22ND ST",-122.425182506475,37.7551587836034,"FALSE","22",22,70,"06075020700"
"10501",120105209,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Tuesday",2012-02-07,"08:13","BAYVIEW","PSYCHOPATHIC CASE","1600 Block of OAKDALE AV",-122.391008856899,37.7349330687468,"FALSE","08",8.21666666666667,104.216666666667,"06075061200"
"62189",120585190,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Tuesday",2012-07-24,"16:45","SOUTHERN","NONE","0 Block of LAPU-LAPU ST",-122.399436216229,37.7825081271793,"FALSE","16",16.75,112.75,"06075017801"
"70544",126117212,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday",2012-08-18,"04:30","PARK","NONE","1000 Block of PAGE ST",-122.43860564609,37.7719167626418,"FALSE","04",4.5,28.5,"06075016700"
"83886",120796109,"WEAPON LAWS","POSS OF PROHIBITED WEAPON","Thursday",2012-10-04,"13:20","PARK","ARREST, BOOKED","1500 Block of HAIGHT ST",-122.447602428615,37.7698874999089,"FALSE","13",13.3333333333333,157.333333333333,"06075016600"
"30722",120291892,"DRUNKENNESS","UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE","Thursday",2012-04-12,"23:25","SOUTHERN","ARREST, BOOKED","1200 Block of MARKET ST",-122.415197384484,37.7783133856069,"FALSE","23",23.4166666666667,167.416666666667,"06075017601"
"54405",120441031,"VEHICLE THEFT","STOLEN TRUCK","Monday",2012-06-04,"05:00","INGLESIDE","NONE","800 Block of CHENERY ST",-122.435864940967,37.734726874894,"FALSE","05",5,77,"06075021700"
"66094",126112319,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday",2012-07-29,"12:00","CENTRAL","NONE","GREEN ST / THE EMBARCADERONORTH ST",-122.398861971113,37.8007809996037,"FALSE","12",12,60,"06075010500"
"69385",126116327,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday",2012-08-11,"18:00","BAYVIEW","NONE","ILLINOIS ST / 22ND ST",-122.387316279433,37.7580021664589,"FALSE","18",18,42,"06075022600"
"113619",120657545,"LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Saturday",2012-08-18,"14:00","SOUTHERN","ARREST, CITED","800 Block of MARKET ST",-122.406659517434,37.7850491022697,"FALSE","14",14,38,"06075017601"
"21051",126030636,"LARCENY/THEFT","GRAND THEFT OF PROPERTY","Sunday",2012-02-26,"19:00","MISSION","NONE","0 Block of JERSEY ST",-122.426274067049,37.7508494213665,"FALSE","19",19,67,"06075021400"
"4793",120048386,"FRAUD","CREDIT CARD, THEFT BY USE OF","Saturday",2012-01-14,"01:00","RICHMOND","NONE","400 Block of 10TH AV",-122.468479142301,37.7802228315091,"FALSE","01",1,25,"06075045200"
"12082",120120661,"TRESPASS","TRESPASSING","Sunday",2012-02-12,"13:00","SOUTHERN","ARREST, BOOKED","1000 Block of MISSION ST",-122.409171543628,37.7806541998122,"FALSE","13",13,61,"06075017601"
"1894",120018793,"OTHER OFFENSES","CONSPIRACY","Saturday",2012-01-07,"16:22","TENDERLOIN","NONE","100 Block of POWELL ST",-122.40790750612,37.7859650296466,"FALSE","16",16.3666666666667,40.3666666666667,"06075011700"
"112391",120484564,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Wednesday",2012-06-20,"12:30","RICHMOND","NONE","4100 Block of GEARY BL",-122.463231670724,37.7811027339976,"FALSE","12",12.5,132.5,"06075040100"
"91148",120861263,"FRAUD","CREDIT CARD, THEFT BY USE OF","Sunday",2012-10-21,"15:30","SOUTHERN","NONE","800 Block of MARKET ST",-122.407036790381,37.78475328357,"FALSE","15",15.5,63.5,"06075017601"
"73926",120672628,"VEHICLE THEFT","STOLEN AUTOMOBILE","Thursday",2012-08-23,"13:00","MISSION","NONE","100 Block of EUREKA ST",-122.438035116586,37.7597316523037,"FALSE","13",13,157,"06075020500"
"46120",120390159,"VEHICLE THEFT","STOLEN AUTOMOBILE","Wednesday",2012-05-16,"11:30","CENTRAL","NONE","400 Block of STOCKTON ST",-122.40700591265,37.7898710451762,"FALSE","11",11.5,131.5,"06075011700"
"41699",120383740,"MISSING PERSON","FOUND PERSON","Sunday",2012-05-13,"14:00","INGLESIDE","LOCATED","500 Block of CARTER ST",-122.423555247247,37.7089023253763,"FALSE","14",14,62,"06075026302"
"39995",120374539,"OTHER OFFENSES","TRAFFIC VIOLATION","Friday",2012-05-11,"12:00","INGLESIDE","ARREST, CITED","GENEVA AV / LONDON ST",-122.440253342983,37.7160400107849,"FALSE","12",12,12,"06075026301"
"76622",126131080,"LARCENY/THEFT","GRAND THEFT OF PROPERTY","Wednesday",2012-08-29,"11:00","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403742962696,37.7752316978114,"FALSE","11",11,131,"06075018000"
"77288",120731086,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Wednesday",2012-09-12,"12:36","MISSION","ARREST, CITED","2000 Block of MISSION ST",-122.41963428126,37.7642214059799,"FALSE","12",12.6,132.6,"06075020100"
"119712",121049018,"VEHICLE THEFT","STOLEN AUTOMOBILE","Sunday",2012-12-30,"06:41","TENDERLOIN","ARREST, BOOKED","300 Block of TURK ST",-122.415222418938,37.7826790577928,"FALSE","06",6.68333333333333,54.6833333333333,"06075012401"
"106158",120995721,"OTHER OFFENSES","PAROLE VIOLATION","Monday",2012-12-10,"16:08","TENDERLOIN","ARREST, BOOKED","100 Block of TURK ST",-122.411874363438,37.7831068512223,"FALSE","16",16.1333333333333,88.1333333333333,"06075012502"
"78337",120742748,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Sunday",2012-09-16,"09:15","TARAVAL","PSYCHOPATHIC CASE","LAKE MERCED BL / SKYLINEBLVD HY",-122.499055534823,37.7315743751389,"FALSE","09",9.25,57.25,"06075060400"
"50003",120466998,"ROBBERY","ROBBERY ON THE STREET, STRONGARM","Wednesday",2012-06-13,"22:50","BAYVIEW","NONE","2400 Block of SAN BRUNO AV",-122.405642292762,37.7324099289962,"TRUE","22",22.8333333333333,142.833333333333,"06075025702"
