"","x","y"
"1440",128914,265834
"1441",26755,NA
"1442",-159714,265272
"1443",-150385,252632
"1444",-156970,238443
"1445",-172875,236894
"1446",-182201,249527
"1447",-175624,263716
"1448",-159714,265272
"1449",24776,NA
"1450",249116,263479
"1451",258328,250728
"1452",251693,236512
"1453",235854,235045
"1454",226644,247790
"1455",233271,262007
"1456",249116,263479
"1457",26203,NA
"1458",-39109,263408
"1459",-29816,250733
"1460",-36416,236534
"1461",-52300,235010
"1462",-61590,247677
"1463",-54998,261877
"1464",-39109,263408
"1465",25626,NA
"1466",81319,261334
"1467",90576,248627
"1468",83961,234420
"1469",68096,232920
"1470",58842,245621
"1471",65449,259829
"1472",81319,261334
"1473",26969,NA
"1474",-207452,260597
"1475",-198112,247970
"1476",-204694,233787
"1477",-220607,232230
"1478",-229943,244849
"1479",-223370,259032
"1480",-207452,260597
"1481",25024,NA
"1482",201576,259054
"1483",210799,246316
"1484",204168,232103
"1485",188323,230628
"1486",179102,243360
"1487",185726,257574
"1488",201576,259054
"1489",26427,NA
"1490",-86784,258807
"1491",-77480,246145
"1492",-84076,231952
"1493",-99968,230419
"1494",-109269,243073
"1495",-102681,257267
"1496",-86784,258807
"1497",25860,NA
"1498",33703,256808
"1499",42971,244114
"1500",36360,229912
"1501",20489,228403
"1502",11223,241091
"1503",17827,255294
"1504",33703,256808
"1505",27179,NA
"1506",-255213,255896
"1507",-245862,243284
"1508",-252440,229107
"1509",-268361,227541
"1510",-277709,240146
"1511",-271139,254323
"1512",-255213,255896
"1513",25268,NA
"1514",154018,254603
"1515",163251,241877
"1516",156625,227668
"1517",140772,226184
"1518",131541,238903
"1519",138160,253113
"1520",154018,254603
"1521",26647,NA
"1522",-134481,254180
"1523",-125167,241532
"1524",-131759,227344
"1525",-147658,225803
"1526",-156970,238443
"1527",-150385,252632
"1528",-134481,254180
"1529",26090,NA
"1530",-13933,252256
"1531",-4654,239574
"1532",-11261,225377
"1533",-27140,223860
"1534",-36416,236534
"1535",-29816,250733
"1536",-13933,252256
"1537",24651,NA
"1538",274166,252193
"1539",283366,239437
"1540",276724,225223
"1541",260890,223763
"1542",251693,236512
"1543",258328,250728
"1544",274166,252193
"1545",25508,NA
"1546",106440,250125
"1547",115684,237412
"1548",109061,223207
"1549",93203,221714
"1550",83961,234420
"1551",90576,248627
"1552",106440,250125
"1553",26863,NA
"1554",-182201,249527
"1555",-172875,236894
"1556",-179464,222712
"1557",-195371,221162
"1558",-204694,233787
"1559",-198112,247970
"1560",-182201,249527
"1561",24901,NA
"1562",226644,247790
"1563",235854,235045
"1564",229216,220834
"1565",213376,219366
"1566",204168,232103
"1567",210799,246316
"1568",226644,247790
"1569",26316,NA
"1570",-61590,247677
"1571",-52300,235010
"1572",-58904,220817
"1573",-74790,219292
"1574",-84076,231952
"1575",-77480,246145
"1576",-61590,247677
"1577",25744,NA
"1578",58842,245621
"1579",68096,232920
"1580",61478,218720
"1581",45613,217218
"1582",36360,229912
"1583",42971,244114
"1584",58842,245621
"1585",27075,NA
"1586",-229943,244849
"1587",-220607,232230
"1588",-227193,218054
"1589",-243107,216495
"1590",-252440,229107
"1591",-245862,243284
"1592",-229943,244849
"1593",25147,NA
"1594",179102,243360
"1595",188323,230628
"1596",181689,216420
"1597",165843,214943
"1598",156625,227668
"1599",163251,241877
"1600",179102,243360
"1601",26538,NA
"1602",-109269,243073
"1603",-99968,230419
"1604",-106568,216232
"1605",-122462,214698
"1606",-131759,227344
"1607",-125167,241532
"1608",-109269,243073
"1609",25976,NA
"1610",11223,241091
"1611",20489,228403
"1612",13874,214207
"1613",-1998,212697
"1614",-11261,225377
"1615",-4654,239574
"1616",11223,241091
"1617",27283,NA
"1618",-277709,240146
"1619",-268361,227541
"1620",-274945,213371
"1621",-290868,211805
"1622",-300211,224402
"1623",-293636,238572
"1624",-277709,240146
"1625",25389,NA
"1626",131541,238903
"1627",140772,226184
"1628",134143,211980
"1629",118290,210494
"1630",109061,223207
"1631",115684,237412
"1632",131541,238903
"1633",26756,NA
"1634",-156970,238443
"1635",-147658,225803
"1636",-154255,211621
"1637",-170156,210079
"1638",-179464,222712
"1639",-172875,236894
"1640",-156970,238443
"1641",26204,NA
"1642",-36416,236534
"1643",-27140,223860
"1644",-33751,209669
"1645",-49630,208150
"1646",-58904,220817
"1647",-52300,235010
"1648",-36416,236534
"1649",24777,NA
"1650",251693,236512
"1651",260890,223763
"1652",254246,209554
"1653",238411,208092
"1654",229216,220834
"1655",235854,235045
"1656",251693,236512
"1657",25627,NA
"1658",83961,234420
"1659",93203,221714
"1660",86577,207514
"1661",70717,206020
"1662",61478,218720
"1663",68096,232920
"1664",83961,234420
"1665",26970,NA
"1666",-204694,233787
"1667",-195371,221162
"1668",-201965,206986
"1669",-217874,205435
"1670",-227193,218054
"1671",-220607,232230
"1672",-204694,233787
"1673",25025,NA
"1674",204168,232103
"1675",213376,219366
"1676",206736,205160
"1677",190895,203690
"1678",181689,216420
"1679",188323,230628
"1680",204168,232103
"1681",26428,NA
"1682",-84076,231952
"1683",-74790,219292
"1684",-81397,205105
"1685",-97284,203578
"1686",-106568,216232
"1687",-99968,230419
"1688",-84076,231952
"1689",25861,NA
"1690",36360,229912
"1691",45613,217218
"1692",38991,203023
"1693",23124,201520
"1694",13874,214207
"1695",20489,228403
"1696",36360,229912
"1697",27180,NA
"1698",-252440,229107
"1699",-243107,216495
"1700",-249699,202326
"1701",-265615,200767
"1702",-274945,213371
"1703",-268361,227541
"1704",-252440,229107
"1705",25269,NA
"1706",156625,227668
"1707",165843,214943
"1708",159207,200741
"1709",143359,199262
"1710",134143,211980
"1711",140772,226184
"1712",156625,227668
"1713",26648,NA
"1714",-131759,227344
"1715",-122462,214698
"1716",-129066,200517
"1717",-144961,198982
"1718",-154255,211621
"1719",-147658,225803
"1720",-131759,227344
"1721",26091,NA
"1722",-11261,225377
"1723",-1998,212697
"1724",-8617,198507
"1725",-24491,196996
"1726",-33751,209669
"1727",-27140,223860
"1728",-11261,225377
"1729",24652,NA
"1730",276724,225223
"1731",285909,212468
"1732",279258,198261
"1733",263429,196806
"1734",254246,209554
"1735",260890,223763
"1736",276724,225223
"1737",25509,NA
"1738",109061,223207
"1739",118290,210494
"1740",111658,196296
"1741",95804,194809
"1742",86577,207514
"1743",93203,221714
"1744",109061,223207
"1745",26864,NA
"1746",-179464,222712
"1747",-170156,210079
"1748",-176758,195904
"1749",-192660,194360
"1750",-201965,206986
"1751",-195371,221162
"1752",-179464,222712
"1753",24902,NA
"1754",229216,220834
"1755",238411,208092
"1756",231765,193888
"1757",215929,192424
"1758",206736,205160
"1759",213376,219366
"1760",229216,220834
"1761",26317,NA
"1762",-58904,220817
"1763",-49630,208150
"1764",-56246,193965
"1765",-72127,192445
"1766",-81397,205105
"1767",-74790,219292
"1768",-58904,220817
"1769",25745,NA
"1770",61478,218720
"1771",70717,206020
"1772",64088,191826
"1773",48227,190331
"1774",38991,203023
"1775",45613,217218
"1776",61478,218720
"1777",27076,NA
"1778",-227193,218054
"1779",-217874,205435
"1780",-224473,191266
"1781",-240383,189714
"1782",-249699,202326
"1783",-243107,216495
"1784",-227193,218054
"1785",25148,NA
"1786",181689,216420
"1787",190895,203690
"1788",184252,189489
"1789",168410,188017
"1790",159207,200741
"1791",165843,214943
"1792",181689,216420
"1793",26539,NA
"1794",-106568,216232
"1795",-97284,203578
"1796",-103897,189398
"1797",-119785,187870
"1798",-129066,200517
"1799",-122462,214698
"1800",-106568,216232
"1801",25977,NA
"1802",13874,214207
"1803",23124,201520
"1804",16498,187331
"1805",630,185827
"1806",-8617,198507
"1807",-1998,212697
"1808",13874,214207
"1809",27284,NA
"1810",-274945,213371
"1811",-265615,200767
"1812",-272212,186604
"1813",-288131,185044
"1814",-297457,197641
"1815",-290868,211805
"1816",-274945,213371
"1817",25390,NA
"1818",134143,211980
"1819",143359,199262
"1820",136720,185065
"1821",120871,183585
"1822",111658,196296
"1823",118290,210494
"1824",134143,211980
"1825",26757,NA
"1826",-154255,211621
"1827",-144961,198982
"1828",-151570,184807
"1829",-167467,183271
"1830",-176758,195904
"1831",-170156,210079
"1832",-154255,211621
"1833",26205,NA
"1834",-33751,209669
"1835",-24491,196996
"1836",-31113,182811
"1837",-46989,181299
"1838",-56246,193965
"1839",-49630,208150
"1840",-33751,209669
"1841",24778,NA
"1842",254246,209554
"1843",263429,196806
"1844",256776,182603
"1845",240946,181146
"1846",231765,193888
"1847",238411,208092
"1848",254246,209554
"1849",25628,NA
"1850",86577,207514
"1851",95804,194809
"1852",89168,180616
"1853",73312,179128
"1854",64088,191826
"1855",70717,206020
"1856",86577,207514
"1857",26971,NA
"1858",-201965,206986
"1859",-192660,194360
"1860",-199267,180191
"1861",-215172,178647
"1862",-224473,191266
"1863",-217874,205435
"1864",-201965,206986
"1865",25026,NA
"1866",206736,205160
"1867",215929,192424
"1868",209280,178225
"1869",193443,176760
"1870",184252,189489
"1871",190895,203690
"1872",206736,205160
"1873",26429,NA
"1874",-81397,205105
"1875",-72127,192445
"1876",-78747,178266
"1877",-94629,176745
"1878",-103897,189398
"1879",-97284,203578
"1880",-81397,205105
"1881",25862,NA
"1882",38991,203023
"1883",48227,190331
"1884",41594,176142
"1885",25732,174645
"1886",16498,187331
"1887",23124,201520
"1888",38991,203023
"1889",27181,NA
"1890",-249699,202326
"1891",-240383,189714
"1892",-246988,175551
"1893",-262900,173999
"1894",-272212,186604
"1895",-265615,200767
"1896",-249699,202326
"1897",25270,NA
"1898",159207,200741
"1899",168410,188017
"1900",161764,173822
"1901",145921,172348
"1902",136720,185065
"1903",143359,199262
"1904",159207,200741
"1905",26649,NA
"1906",-129066,200517
"1907",-119785,187870
"1908",-126402,173696
"1909",-142293,172168
"1910",-151570,184807
"1911",-144961,198982
"1912",-129066,200517
"1913",26092,NA
"1914",-8617,198507
"1915",630,185827
"1916",-6000,171643
"1917",-21869,170138
"1918",-31113,182811
"1919",-24491,196996
"1920",-8617,198507
"1921",24653,NA
"1922",279258,198261
"1923",288430,185508
"1924",281770,171306
"1925",265945,169856
"1926",256776,182603
"1927",263429,196806
"1928",279258,198261
"1929",27387,NA
"1930",-297457,197641
"1931",-288131,185044
"1932",-294733,170887
"1933",-310654,169327
"1934",-319976,181917
"1935",-313381,196074
"1936",-297457,197641
"1937",25510,NA
"1938",111658,196296
"1939",120871,183585
"1940",114228,169393
"1941",98379,167912
"1942",89168,180616
"1943",95804,194809
"1944",111658,196296
"1945",26865,NA
"1946",-176758,195904
"1947",-167467,183271
"1948",-174081,169102
"1949",-189980,167566
"1950",-199267,180191
"1951",-192660,194360
"1952",-176758,195904
"1953",26318,NA
"1954",-56246,193965
"1955",-46989,181299
"1956",-53616,167120
"1957",-69492,165606
"1958",-78747,178266
"1959",-72127,192445
"1960",-56246,193965
"1961",24903,NA
"1962",231765,193888
"1963",240946,181146
"1964",234290,166948
"1965",218459,165490
"1966",209280,178225
"1967",215929,192424
"1968",231765,193888
"1969",25746,NA
"1970",64088,191826
"1971",73312,179128
"1972",66672,164940
"1973",50816,163450
"1974",41594,176142
"1975",48227,190331
"1976",64088,191826
"1977",27077,NA
"1978",-224473,191266
"1979",-215172,178647
"1980",-221784,164484
"1981",-237690,162940
"1982",-246988,175551
"1983",-240383,189714
"1984",-224473,191266
"1985",25149,NA
"1986",184252,189489
"1987",193443,176760
"1988",186790,162565
"1989",170953,161099
"1990",161764,173822
"1991",168410,188017
"1992",184252,189489
"1993",26540,NA
"1994",-103897,189398
"1995",-94629,176745
"1996",-101254,162572
"1997",-117138,161050
"1998",-126402,173696
"1999",-119785,187870
"2000",-103897,189398
"2001",25978,NA
"2002",16498,187331
"2003",25732,174645
"2004",19095,160462
"2005",3231,158964
"2006",-6000,171643
"2007",630,185827
"2008",16498,187331
"2009",27285,NA
"2010",-272212,186604
"2011",-262900,173999
"2012",-269511,159842
"2013",-285425,158290
"2014",-294733,170887
"2015",-288131,185044
"2016",-272212,186604
"2017",25391,NA
"2018",136720,185065
"2019",145921,172348
"2020",139271,158157
"2021",123427,156682
"2022",114228,169393
"2023",120871,183585
"2024",136720,185065
"2025",26758,NA
"2026",-151570,184807
"2027",-142293,172168
"2028",-148915,157999
"2029",-164807,156470
"2030",-174081,169102
"2031",-167467,183271
"2032",-151570,184807
"2033",26206,NA
"2034",-31113,182811
"2035",-21869,170138
"2036",-28504,155960
"2037",-44375,154454
"2038",-53616,167120
"2039",-46989,181299
"2040",-31113,182811
"2041",24779,NA
"2042",256776,182603
"2043",265945,169856
"2044",259282,155660
"2045",243457,154208
"2046",234290,166948
"2047",240946,181146
"2048",256776,182603
"2049",25629,NA
"2050",89168,180616
"2051",98379,167912
"2052",91732,153725
"2053",75881,152242
"2054",66672,164940
"2055",73312,179128
"2056",89168,180616
"2057",26972,NA
"2058",-199267,180191
"2059",-189980,167566
"2060",-196600,153403
"2061",-212500,151865
"2062",-221784,164484
"2063",-215172,178647
"2064",-199267,180191
"2065",26430,NA
"2066",-78747,178266
"2067",-69492,165606
"2068",-76124,151433
"2069",-92003,149918
"2070",-101254,162572
"2071",-94629,176745
"2072",-78747,178266
"2073",25027,NA
"2074",209280,178225
"2075",218459,165490
"2076",211799,151297
"2077",195967,149837
"2078",186790,162565
"2079",193443,176760
"2080",209280,178225
"2081",25863,NA
"2082",41594,176142
"2083",50816,163450
"2084",44172,149268
"2085",28314,147777
"2086",19095,160462
"2087",25732,174645
"2088",41594,176142
"2089",27182,NA
"2090",-246988,175551
"2091",-237690,162940
"2092",-244308,148783
"2093",-260217,147237
"2094",-269511,159842
"2095",-262900,173999
"2096",-246988,175551
"2097",25271,NA
"2098",161764,173822
"2099",170953,161099
"2100",164296,146909
"2101",148458,145441
"2102",139271,158157
"2103",145921,172348
"2104",161764,173822
"2105",26650,NA
"2106",-126402,173696
"2107",-117138,161050
"2108",-123768,146882
"2109",-139654,145360
"2110",-148915,157999
"2111",-142293,172168
"2112",-126402,173696
"2113",26093,NA
"2114",-6000,171643
"2115",3231,158964
"2116",-3410,144786
"2117",-19275,143287
"2118",-28504,155960
"2119",-21869,170138
"2120",-6000,171643
"2121",24654,NA
"2122",281770,171306
"2123",290927,158554
"2124",284258,144359
"2125",268438,142914
"2126",259282,155660
"2127",265945,169856
"2128",281770,171306
"2129",27388,NA
"2130",-294733,170887
"2131",-285425,158290
"2132",-292042,144139
"2133",-307958,142586
"2134",-317263,155177
"2135",-310654,169327
"2136",-294733,170887
"2137",25511,NA
"2138",114228,169393
"2139",123427,156682
"2140",116773,142497
"2141",100928,141021
"2142",91732,153725
"2143",98379,167912
"2144",114228,169393
"2145",26866,NA
"2146",-174081,169102
"2147",-164807,156470
"2148",-171434,142307
"2149",-187329,140777
"2150",-196600,153403
"2151",-189980,167566
"2152",-174081,169102
"2153",26319,NA
"2154",-53616,167120
"2155",-44375,154454
"2156",-51013,140281
"2157",-66886,138773
"2158",-76124,151433
"2159",-69492,165606
"2160",-53616,167120
"2161",24904,NA
"2162",234290,166948
"2163",243457,154208
"2164",236791,140016
"2165",220964,138562
"2166",211799,151297
"2167",218459,165490
"2168",234290,166948
"2169",25747,NA
"2170",66672,164940
"2171",75881,152242
"2172",69230,138060
"2173",53377,136576
"2174",44172,149268
"2175",50816,163450
"2176",66672,164940
"2177",27078,NA
"2178",-221784,164484
"2179",-212500,151865
"2180",-219125,137709
"2181",-235028,136171
"2182",-244308,148783
"2183",-237690,162940
"2184",-221784,164484
"2185",26541,NA
"2186",-101254,162572
"2187",-92003,149918
"2188",-98640,135751
"2189",-114520,134236
"2190",-123768,146882
"2191",-117138,161050
"2192",-101254,162572
"2193",25150,NA
"2194",186790,162565
"2195",195967,149837
"2196",189304,135648
"2197",173471,134187
"2198",164296,146909
"2199",170953,161099
"2200",186790,162565
"2201",25979,NA
"2202",19095,160462
"2203",28314,147777
"2204",21665,133600
"2205",5805,132107
"2206",-3410,144786
"2207",3231,158964
"2208",19095,160462
"2209",27286,NA
"2210",-269511,159842
"2211",-260217,147237
"2212",-266841,133087
"2213",-282751,131541
"2214",-292042,144139
"2215",-285425,158290
"2216",-269511,159842
"2217",25392,NA
"2218",139271,158157
"2219",148458,145441
"2220",141797,131256
"2221",125958,129787
"2222",116773,142497
"2223",123427,156682
"2224",139271,158157
"2225",26759,NA
"2226",-148915,157999
"2227",-139654,145360
"2228",-146289,131197
"2229",-162177,129674
"2230",-171434,142307
"2231",-164807,156470
"2232",-148915,157999
"2233",26207,NA
"2234",-28504,155960
"2235",-19275,143287
"2236",-25921,129115
"2237",-41788,127614
"2238",-51013,140281
"2239",-44375,154454
"2240",-28504,155960
"2241",24780,NA
"2242",259282,155660
"2243",268438,142914
"2244",261765,128722
"2245",245944,127276
"2246",236791,140016
"2247",243457,154208
"2248",259282,155660
"2249",27490,NA
"2250",-317263,155177
"2251",-307958,142586
"2252",-314581,128442
"2253",-330500,126889
"2254",-339800,139473
"2255",-333185,153617
"2256",-317263,155177
"2257",25630,NA
"2258",91732,153725
"2259",100928,141021
"2260",94270,126840
"2261",78423,125362
"2262",69230,138060
"2263",75881,152242
"2264",91732,153725
"2265",26973,NA
"2266",-196600,153403
"2267",-187329,140777
"2268",-193962,126620
"2269",-209858,125090
"2270",-219125,137709
"2271",-212500,151865
"2272",-196600,153403
"2273",26431,NA
"2274",-76124,151433
"2275",-66886,138773
"2276",-73530,124606
"2277",-89405,123098
"2278",-98640,135751
"2279",-92003,149918
"2280",-76124,151433
"2281",25028,NA
"2282",211799,151297
"2283",220964,138562
"2284",214295,124375
"2285",198467,122920
"2286",189304,135648
"2287",195967,149837
"2288",211799,151297
"2289",25864,NA
"2290",44172,149268
"2291",53377,136576
"2292",46722,122400
"2293",30868,120914
"2294",21665,133600
"2295",28314,147777
"2296",44172,149268
"2297",27183,NA
"2298",-244308,148783
"2299",-235028,136171
"2300",-241659,122020
"2301",-257564,120481
"2302",-266841,133087
"2303",-260217,147237
"2304",-244308,148783
"2305",25272,NA
"2306",164296,146909
"2307",173471,134187
"2308",166804,120003
"2309",150969,118540
"2310",141797,131256
"2311",148458,145441
"2312",164296,146909
"2313",26651,NA
"2314",-123768,146882
"2315",-114520,134236
"2316",-121162,120074
"2317",-137044,118558
"2318",-146289,131197
"2319",-139654,145360
"2320",-123768,146882
"2321",26094,NA
"2322",-3410,144786
"2323",5805,132107
"2324",-847,117935
"2325",-16709,116442
"2326",-25921,129115
"2327",-19275,143287
"2328",-3410,144786
"2329",24655,NA
"2330",284258,144359
"2331",293402,131607
"2332",286723,117417
"2333",270907,115977
"2334",261765,128722
"2335",268438,142914
"2336",284258,144359
"2337",27389,NA
"2338",-292042,144139
"2339",-282751,131541
"2340",-289381,117397
"2341",-305294,115850
"2342",-314581,128442
"2343",-307958,142586
"2344",-292042,144139
"2345",25512,NA
"2346",116773,142497
"2347",125958,129787
"2348",119293,115607
"2349",103452,114136
"2350",94270,126840
"2351",100928,141021
"2352",116773,142497
"2353",26867,NA
"2354",-171434,142307
"2355",-162177,129674
"2356",-168817,115518
"2357",-184708,113994
"2358",-193962,126620
"2359",-187329,140777
"2360",-171434,142307
"2361",26320,NA
"2362",-51013,140281
"2363",-41788,127614
"2364",-48439,113447
"2365",-64308,111946
"2366",-73530,124606
"2367",-66886,138773
"2368",-51013,140281
"2369",24905,NA
"2370",236791,140016
"2371",245944,127276
"2372",239268,113089
"2373",223446,111641
"2374",214295,124375
"2375",220964,138562
"2376",236791,140016
"2377",25748,NA
"2378",69230,138060
"2379",78423,125362
"2380",71762,111186
"2381",55913,109708
"2382",46722,122400
"2383",53377,136576
"2384",69230,138060
"2385",27079,NA
"2386",-219125,137709
"2387",-209858,125090
"2388",-216497,110939
"2389",-232395,109407
"2390",-241659,122020
"2391",-235028,136171
"2392",-219125,137709
"2393",26542,NA
"2394",-98640,135751
"2395",-89405,123098
"2396",-96054,108936
"2397",-111930,107427
"2398",-121162,120074
"2399",-114520,134236
"2400",-98640,135751
"2401",25151,NA
"2402",189304,135648
"2403",198467,122920
"2404",191794,108737
"2405",175964,107281
"2406",166804,120003
"2407",173471,134187
"2408",189304,135648
"2409",25980,NA
"2410",21665,133600
"2411",30868,120914
"2412",24209,106743
"2413",8353,105256
"2414",-847,117935
"2415",5805,132107
"2416",21665,133600
"2417",27287,NA
"2418",-266841,133087
"2419",-257564,120481
"2420",-264201,106337
"2421",-280108,104798
"2422",-289381,117397
"2423",-282751,131541
"2424",-266841,133087
"2425",25393,NA
"2426",141797,131256
"2427",150969,118540
"2428",144299,104361
"2429",128462,102896
"2430",119293,115607
"2431",125958,129787
"2432",141797,131256
"2433",26760,NA
"2434",-146289,131197
"2435",-137044,118558
"2436",-143692,104401
"2437",-159576,102884
"2438",-168817,115518
"2439",-162177,129674
"2440",-146289,131197
"2441",26208,NA
"2442",-25921,129115
"2443",-16709,116442
"2444",-23366,102275
"2445",-39230,100781
"2446",-48439,113447
"2447",-41788,127614
"2448",-25921,129115
"2449",24781,NA
"2450",261765,128722
"2451",270907,115977
"2452",264225,101791
"2453",248408,100350
"2454",239268,113089
"2455",245944,127276
"2456",261765,128722
"2457",27491,NA
"2458",-314581,128442
"2459",-305294,115850
"2460",-311931,101712
"2461",-327846,100166
"2462",-337129,112751
"2463",-330500,126889
"2464",-314581,128442
"2465",25631,NA
"2466",94270,126840
"2467",103452,114136
"2468",96783,99960
"2469",80940,98489
"2470",71762,111186
"2471",78423,125362
"2472",94270,126840
"2473",26974,NA
"2474",-193962,126620
"2475",-184708,113994
"2476",-191354,99843
"2477",-207246,98319
"2478",-216497,110939
"2479",-209858,125090
"2480",-193962,126620
"2481",26432,NA
"2482",-73530,124606
"2483",-64308,111946
"2484",-70964,97784
"2485",-86835,96282
"2486",-96054,108936
"2487",-89405,123098
"2488",-73530,124606
"2489",25029,NA
"2490",214295,124375
"2491",223446,111641
"2492",216766,97459
"2493",200942,96009
"2494",191794,108737
"2495",198467,122920
"2496",214295,124375
"2497",25865,NA
"2498",46722,122400
"2499",55913,109708
"2500",49247,95537
"2501",33396,94057
"2502",24209,106743
"2503",30868,120914
"2504",46722,122400
"2505",27184,NA
"2506",-241659,122020
"2507",-232395,109407
"2508",-239040,95262
"2509",-254941,93730
"2510",-264201,106337
"2511",-257564,120481
"2512",-241659,122020
"2513",26652,NA
"2514",-121162,120074
"2515",-111930,107427
"2516",-118585,93270
"2517",-134463,91760
"2518",-143692,104401
"2519",-137044,118558
"2520",-121162,120074
"2521",25273,NA
"2522",166804,120003
"2523",175964,107281
"2524",169287,93102
"2525",153456,91644
"2526",144299,104361
"2527",150969,118540
"2528",166804,120003
"2529",26095,NA
"2530",-847,117935
"2531",8353,105256
"2532",1688,91090
"2533",-14169,89602
"2534",-23366,102275
"2535",-16709,116442
"2536",-847,117935
"2537",24656,NA
"2538",286723,117417
"2539",295854,104667
"2540",289166,90482
"2541",273354,89046
"2542",264225,101791
"2543",270907,115977
"2544",286723,117417
"2545",27390,NA
"2546",-289381,117397
"2547",-280108,104798
"2548",-286752,90659
"2549",-302662,89120
"2550",-311931,101712
"2551",-305294,115850
"2552",-289381,117397
"2553",25513,NA
"2554",119293,115607
"2555",128462,102896
"2556",121788,88722
"2557",105950,87256
"2558",96783,99960
"2559",103452,114136
"2560",119293,115607
"2561",26868,NA
"2562",-168817,115518
"2563",-159576,102884
"2564",-166229,88733
"2565",-182116,87216
"2566",-191354,99843
"2567",-184708,113994
"2568",-168817,115518
"2569",26321,NA
"2570",-48439,113447
"2571",-39230,100781
"2572",-45892,86619
"2573",-61758,85124
"2574",-70964,97784
"2575",-64308,111946
"2576",-48439,113447
"2577",24906,NA
"2578",239268,113089
"2579",248408,100350
"2580",241723,86168
"2581",225904,84725
"2582",216766,97459
"2583",223446,111641
"2584",239268,113089
"2585",25749,NA
"2586",71762,111186
"2587",80940,98489
"2588",74268,84318
"2589",58423,82845
"2590",49247,95537
"2591",55913,109708
"2592",71762,111186
"2593",27080,NA
"2594",-216497,110939
"2595",-207246,98319
"2596",-213898,84173
"2597",-229793,82648
"2598",-239040,95262
"2599",-232395,109407
"2600",-216497,110939
"2601",26543,NA
"2602",-96054,108936
"2603",-86835,96282
"2604",-93496,82126
"2605",-109369,80623
"2606",-118585,93270
"2607",-111930,107427
"2608",-96054,108936
"2609",25152,NA
"2610",191794,108737
"2611",200942,96009
"2612",194259,81831
"2613",178433,80380
"2614",169287,93102
"2615",175964,107281
"2616",191794,108737
"2617",25981,NA
"2618",24209,106743
"2619",33396,94057
"2620",26725,79891
"2621",10873,78410
"2622",1688,91090
"2623",8353,105256
"2624",24209,106743
"2625",27288,NA
"2626",-264201,106337
"2627",-254941,93730
"2628",-261592,79591
"2629",-277496,78059
"2630",-286752,90659
"2631",-280108,104798
"2632",-264201,106337
"2633",26761,NA
"2634",-143692,104401
"2635",-134463,91760
"2636",-141124,77609
"2637",-157005,76099
"2638",-166229,88733
"2639",-159576,102884
"2640",-143692,104401
"2641",25394,NA
"2642",144299,104361
"2643",153456,91644
"2644",146775,77470
"2645",130943,76012
"2646",121788,88722
"2647",128462,102896
"2648",144299,104361
"2649",26209,NA
"2650",-23366,102275
"2651",-14169,89602
"2652",-20839,75441
"2653",-36698,73952
"2654",-45892,86619
"2655",-39230,100781
"2656",-23366,102275
"2657",24782,NA
"2658",264225,101791
"2659",273354,89046
"2660",266662,74866
"2661",250849,73429
"2662",241723,86168
"2663",248408,100350
"2664",264225,101791
"2665",27492,NA
"2666",-311931,101712
"2667",-302662,89120
"2668",-309312,74986
"2669",-325224,73447
"2670",-334490,86033
"2671",-327846,100166
"2672",-311931,101712
"2673",25632,NA
"2674",96783,99960
"2675",105950,87256
"2676",99271,73086
"2677",83432,71620
"2678",74268,84318
"2679",80940,98489
"2680",96783,99960
"2681",26975,NA
"2682",-191354,99843
"2683",-182116,87216
"2684",-188775,73070
"2685",-204664,71552
"2686",-213898,84173
"2687",-207246,98319
"2688",-191354,99843
"2689",26433,NA
"2690",-70964,97784
"2691",-61758,85124
"2692",-68426,70968
"2693",-84293,69471
"2694",-93496,82126
"2695",-86835,96282
"2696",-70964,97784
"2697",25030,NA
"2698",216766,97459
"2699",225904,84725
"2700",219214,70548
"2701",203394,69103
"2702",194259,81831
"2703",200942,96009
"2704",216766,97459
"2705",25866,NA
"2706",49247,95537
"2707",58423,82845
"2708",51745,68679
"2709",35898,67205
"2710",26725,79891
"2711",33396,94057
"2712",49247,95537
"2713",27185,NA
"2714",-239040,95262
"2715",-229793,82648
"2716",-236452,68509
"2717",-252349,66983
"2718",-261592,79591
"2719",-254941,93730
"2720",-239040,95262
"2721",26653,NA
"2722",-118585,93270
"2723",-109369,80623
"2724",-116036,66472
"2725",-131912,64968
"2726",-141124,77609
"2727",-134463,91760
"2728",-118585,93270
"2729",25274,NA
"2730",169287,93102
"2731",178433,80380
"2732",171746,66206
"2733",155919,64754
"2734",146775,77470
"2735",153456,91644
"2736",169287,93102
"2737",26096,NA
"2738",1688,91090
"2739",10873,78410
"2740",4197,64249
"2741",-11657,62767
"2742",-20839,75441
"2743",-14169,89602
"2744",1688,91090
"2745",27391,NA
"2746",-286752,90659
"2747",-277496,78059
"2748",-284154,63925
"2749",-300060,62392
"2750",-309312,74986
"2751",-302662,89120
"2752",-286752,90659
"2753",24657,NA
"2754",289166,90482
"2755",298284,77731
"2756",291586,63551
"2757",275778,62121
"2758",266662,74866
"2759",273354,89046
"2760",289166,90482
"2761",26869,NA
"2762",-166229,88733
"2763",-157005,76099
"2764",-163670,61953
"2765",-179554,60442
"2766",-188775,73070
"2767",-182116,87216
"2768",-166229,88733
"2769",25514,NA
"2770",121788,88722
"2771",130943,76012
"2772",124257,61842
"2773",108423,60382
"2774",99271,73086
"2775",105950,87256
"2776",121788,88722
"2777",26322,NA
