"","id","parity","age","year","next.ivl","event","prev.ivl","ses","parish"
"3040",452,4,35,1858,1.936,0,3.061,"farmer","SKL"
"3041",453,0,24,1847,0.183,1,NA,"lower","SKL"
"3042",453,1,24,1847,3.817,0,0.183,"lower","SKL"
"3043",454,0,26,1849,0.564,1,NA,"lower","SKL"
"3044",454,1,26,1849,2.773,1,0.564,"lower","SKL"
"3045",454,2,29,1852,2.201,1,2.773,"lower","SKL"
"3046",454,3,31,1854,1.856,1,2.201,"lower","SKL"
"3047",454,4,33,1856,2.776,1,1.856,"lower","SKL"
"3048",454,5,36,1859,2.513,1,2.776,"lower","SKL"
"3049",454,6,38,1861,3.179,1,2.513,"lower","SKL"
"3050",454,7,41,1864,1.791,0,3.179,"lower","SKL"
"3051",455,0,32,1854,0.29,1,NA,"farmer","SKL"
"3052",455,1,32,1855,2.338,1,0.29,"farmer","SKL"
"3053",455,2,34,1857,12.814,0,2.338,"farmer","SKL"
"3054",456,0,27,1850,1.947,1,NA,"farmer","SKL"
"3055",456,1,28,1851,0.014,1,1.947,"farmer","SKL"
"3056",456,2,28,1851,2.344,1,0.014,"farmer","SKL"
"3057",456,3,31,1854,2.732,1,2.344,"farmer","SKL"
"3058",456,4,34,1857,2.839,1,2.732,"farmer","SKL"
"3059",456,5,36,1859,3.57,1,2.839,"farmer","SKL"
"3060",456,6,40,1863,6.166,0,3.57,"farmer","SKL"
"3061",457,0,22,1846,0.342,1,NA,"farmer","SKL"
"3062",457,1,23,1846,2.324,1,0.342,"farmer","SKL"
"3063",457,2,25,1848,2.667,1,2.324,"farmer","SKL"
"3064",457,3,28,1851,3.217,1,2.667,"farmer","SKL"
"3065",457,4,31,1854,3.253,0,3.217,"farmer","SKL"
"3066",458,0,26,1849,0.849,1,NA,"farmer","SKL"
"3067",458,1,27,1850,20.059,0,0.849,"farmer","SKL"
"3068",459,0,36,1859,0.277,1,NA,"lower","SKL"
"3069",459,1,36,1859,1.372,1,0.277,"lower","SKL"
"3070",459,2,37,1860,1.58,1,1.372,"lower","SKL"
"3071",459,3,39,1862,1.67,1,1.58,"lower","SKL"
"3072",459,4,40,1864,2.412,1,1.67,"lower","SKL"
"3073",459,5,43,1866,4.113,0,2.412,"lower","SKL"
"3074",460,0,30,1854,0.079,1,NA,"lower","SKL"
"3075",460,1,31,1854,1.925,1,0.079,"lower","SKL"
"3076",460,2,32,1856,2.33,1,1.925,"lower","SKL"
"3077",460,3,35,1858,1.306,1,2.33,"lower","SKL"
"3078",460,4,36,1859,2.029,1,1.306,"lower","SKL"
"3079",460,5,38,1861,2.73,1,2.029,"lower","SKL"
"3080",460,6,41,1864,6.112,0,2.73,"lower","SKL"
"3081",461,0,23,1846,0.37,1,NA,"lower","SKL"
"3082",461,1,23,1847,1.372,1,0.37,"lower","SKL"
"3083",461,2,25,1848,2.122,1,1.372,"lower","SKL"
"3084",461,3,27,1850,1.626,1,2.122,"lower","SKL"
"3085",461,4,28,1852,1.35,1,1.626,"lower","SKL"
"3086",461,5,30,1853,1.758,1,1.35,"lower","SKL"
"3087",461,6,32,1855,1.728,1,1.758,"lower","SKL"
"3088",461,7,33,1857,2.078,1,1.728,"lower","SKL"
"3089",461,8,35,1859,2.385,1,2.078,"lower","SKL"
"3090",461,9,38,1861,1.402,0,2.385,"lower","SKL"
"3091",462,0,21,1844,0.386,1,NA,"lower","SKL"
"3092",462,1,21,1845,2.472,1,0.386,"lower","SKL"
"3093",462,2,24,1847,2.812,1,2.472,"lower","SKL"
"3094",462,3,27,1850,3.034,1,2.812,"lower","SKL"
"3095",462,4,30,1853,2.502,1,3.034,"lower","SKL"
"3096",462,5,32,1855,2.188,1,2.502,"lower","SKL"
"3097",462,6,34,1858,1.804,1,2.188,"lower","SKL"
"3098",462,7,36,1859,3.57,1,1.804,"lower","SKL"
"3099",462,8,40,1863,6.27,0,3.57,"lower","SKL"
"3100",463,0,25,1848,1.659,1,NA,"lower","SKL"
"3101",463,1,26,1849,2.409,1,1.659,"lower","SKL"
"3102",463,2,29,1852,2.888,1,2.409,"lower","SKL"
"3103",463,3,31,1855,3.825,1,2.888,"lower","SKL"
"3104",463,4,35,1859,3.874,1,3.825,"lower","SKL"
"3105",463,5,39,1862,3.225,1,3.874,"lower","SKL"
"3106",463,6,42,1866,2.459,0,3.225,"lower","SKL"
"3107",464,0,20,1843,1.09,1,NA,"farmer","SKL"
"3108",464,1,21,1844,1.865,1,1.09,"farmer","SKL"
"3109",464,2,23,1846,2.297,1,1.865,"farmer","SKL"
"3110",464,3,25,1848,2.864,1,2.297,"farmer","SKL"
"3111",464,4,28,1851,2.286,1,2.864,"farmer","SKL"
"3112",464,5,30,1853,2.393,1,2.286,"farmer","SKL"
"3113",464,6,32,1856,2.916,1,2.393,"farmer","SKL"
"3114",464,7,35,1859,2.716,1,2.916,"farmer","SKL"
"3115",464,8,38,1861,3.075,1,2.716,"farmer","SKL"
"3116",464,9,41,1864,4.594,0,3.075,"farmer","SKL"
"3117",465,0,34,1857,1.295,1,NA,"lower","SKL"
"3118",465,1,35,1858,1.051,1,1.295,"lower","SKL"
"3119",465,2,36,1859,4.17,1,1.051,"lower","SKL"
"3120",465,3,40,1863,1.955,0,4.17,"lower","SKL"
"3121",466,0,26,1850,1.481,1,NA,"farmer","SKL"
"3122",466,1,28,1851,1.476,1,1.481,"farmer","SKL"
"3123",466,2,29,1853,1.309,1,1.476,"farmer","SKL"
"3124",466,3,31,1854,2.371,1,1.309,"farmer","SKL"
"3125",466,4,33,1856,1.301,1,2.371,"farmer","SKL"
"3126",466,5,34,1858,2.36,1,1.301,"farmer","SKL"
"3127",466,6,37,1860,3.009,1,2.36,"farmer","SKL"
"3128",466,7,40,1863,2.856,1,3.009,"farmer","SKL"
"3129",466,8,43,1866,4.445,0,2.856,"farmer","SKL"
"3130",467,0,28,1851,0.715,1,NA,"farmer","SKL"
"3131",467,1,28,1852,1.61,0,0.715,"farmer","SKL"
"3132",468,0,23,1846,0.126,1,NA,"lower","SKL"
"3133",468,1,23,1846,1.106,1,0.126,"lower","SKL"
"3134",468,2,24,1847,1.963,1,1.106,"lower","SKL"
"3135",468,3,26,1849,2.04,1,1.963,"lower","SKL"
"3136",468,4,28,1851,2.757,1,2.04,"lower","SKL"
"3137",468,5,31,1854,2.119,1,2.757,"lower","SKL"
"3138",468,6,33,1856,2.212,1,2.119,"lower","SKL"
"3139",468,7,35,1858,2.434,1,2.212,"lower","SKL"
"3140",468,8,37,1861,2.24,1,2.434,"lower","SKL"
"3141",468,9,40,1863,2.93,1,2.24,"lower","SKL"
"3142",468,10,42,1866,4.535,0,2.93,"lower","SKL"
"3143",469,0,21,1844,0.293,1,NA,"unknown","SKL"
"3144",469,1,21,1845,0.181,0,0.293,"unknown","SKL"
"3145",470,0,26,1850,1.008,1,NA,"farmer","SKL"
"3146",470,1,27,1851,1.361,1,1.008,"farmer","SKL"
"3147",470,2,29,1852,1.051,0,1.361,"farmer","SKL"
"3148",471,0,28,1851,1.993,1,NA,"farmer","SKL"
"3149",471,1,29,1853,2.464,1,1.993,"farmer","SKL"
"3150",471,2,32,1855,2.196,1,2.464,"farmer","SKL"
"3151",471,3,34,1858,2.497,1,2.196,"farmer","SKL"
"3152",471,4,37,1860,3.124,1,2.497,"farmer","SKL"
"3153",471,5,40,1863,7.224,0,3.124,"farmer","SKL"
"3154",472,0,25,1849,0.507,1,NA,"lower","SKL"
"3155",472,1,26,1849,1.013,1,0.507,"lower","SKL"
"3156",472,2,27,1850,2.149,1,1.013,"lower","SKL"
"3157",472,3,29,1852,2.604,1,2.149,"lower","SKL"
"3158",472,4,32,1855,0.616,0,2.604,"lower","SKL"
"3159",473,0,26,1849,1.64,1,NA,"farmer","SKL"
"3160",473,1,27,1851,2.07,1,1.64,"farmer","SKL"
"3161",473,2,29,1853,2.746,1,2.07,"farmer","SKL"
"3162",473,3,32,1856,2.782,1,2.746,"farmer","SKL"
"3163",473,4,35,1859,3.056,1,2.782,"farmer","SKL"
"3164",473,5,38,1862,2.497,1,3.056,"farmer","SKL"
"3165",473,6,41,1864,6.449,0,2.497,"farmer","SKL"
"3166",474,0,28,1852,0.364,1,NA,"upper","SKL"
"3167",474,1,29,1852,1.615,1,0.364,"upper","SKL"
"3168",474,2,30,1854,1.897,1,1.615,"upper","SKL"
"3169",474,3,32,1856,1.67,1,1.897,"upper","SKL"
"3170",474,4,34,1857,2.615,1,1.67,"upper","SKL"
"3171",474,5,37,1860,2.861,1,2.615,"upper","SKL"
"3172",474,6,39,1863,2.418,1,2.861,"upper","SKL"
"3173",474,7,42,1865,4.244,1,2.418,"upper","SKL"
"3174",474,8,46,1870,0.962,0,4.244,"upper","SKL"
"3175",475,0,22,1846,1.451,1,NA,"lower","SKL"
"3176",475,1,24,1847,2.721,1,1.451,"lower","SKL"
"3177",475,2,27,1850,3.551,1,2.721,"lower","SKL"
"3178",475,3,30,1854,3.042,1,3.551,"lower","SKL"
"3179",475,4,33,1857,7.379,1,3.042,"lower","SKL"
"3180",475,5,40,1864,2.793,0,7.379,"lower","SKL"
"3181",476,0,35,1858,0.821,1,NA,"farmer","SKL"
"3182",476,1,36,1859,2.089,1,0.821,"farmer","SKL"
"3183",476,2,38,1861,1.637,1,2.089,"farmer","SKL"
"3184",476,3,39,1863,2.453,1,1.637,"farmer","SKL"
"3185",476,4,42,1865,5.072,0,2.453,"farmer","SKL"
"3186",477,0,20,1844,0.731,1,NA,"unknown","SKL"
"3187",477,1,21,1845,2.951,1,0.731,"unknown","SKL"
"3188",477,2,24,1847,2.319,1,2.951,"unknown","SKL"
"3189",477,3,26,1850,2.448,1,2.319,"unknown","SKL"
"3190",477,4,29,1852,18.334,0,2.448,"unknown","SKL"
"3191",478,0,27,1851,0.46,1,NA,"farmer","SKL"
"3192",478,1,28,1851,5.068,1,0.46,"farmer","SKL"
"3193",478,2,33,1856,1.867,1,5.068,"farmer","SKL"
"3194",478,3,35,1858,10.401,0,1.867,"farmer","SKL"
"3195",479,0,24,1848,1.35,1,NA,"farmer","SKL"
"3196",479,1,26,1849,2.752,1,1.35,"farmer","SKL"
"3197",479,2,28,1852,0.747,0,2.752,"farmer","SKL"
"3198",480,0,29,1853,3.463,1,NA,"unknown","SKL"
"3199",480,1,33,1856,2.212,1,3.463,"unknown","SKL"
"3200",480,2,35,1859,3.368,1,2.212,"unknown","SKL"
"3201",480,3,38,1862,8.546,0,3.368,"unknown","SKL"
"3202",481,0,26,1849,1.079,1,NA,"lower","SKL"
"3203",481,1,27,1851,1.952,1,1.079,"lower","SKL"
"3204",481,2,29,1853,2.445,1,1.952,"lower","SKL"
"3205",481,3,31,1855,2.672,1,2.445,"lower","SKL"
"3206",481,4,34,1858,4.03,1,2.672,"lower","SKL"
"3207",481,5,38,1862,2.516,1,4.03,"lower","SKL"
"3208",481,6,41,1864,6.432,0,2.516,"lower","SKL"
"3209",482,0,22,1845,0.263,1,NA,"lower","SKL"
"3210",482,1,22,1846,2.251,1,0.263,"lower","SKL"
"3211",482,2,24,1848,2.01,1,2.251,"lower","SKL"
"3212",482,3,26,1850,2.346,1,2.01,"lower","SKL"
"3213",482,4,29,1852,3.893,1,2.346,"lower","SKL"
"3214",482,5,33,1856,2.861,1,3.893,"lower","SKL"
"3215",482,6,35,1859,2.713,1,2.861,"lower","SKL"
"3216",482,7,38,1862,2.823,1,2.713,"lower","SKL"
"3217",482,9,41,1865,3.37,1,0,"lower","SKL"
"3218",482,10,44,1868,1.09,0,3.37,"lower","SKL"
"3219",483,0,21,1845,1.117,1,NA,"unknown","SKL"
"3220",483,1,22,1846,1.558,1,1.117,"unknown","SKL"
"3221",483,2,24,1848,1.15,1,1.558,"unknown","SKL"
"3222",483,3,25,1849,0.282,0,1.15,"unknown","SKL"
"3223",484,0,24,1848,0.027,1,NA,"lower","SKL"
"3224",484,1,24,1848,0.791,1,0.027,"lower","SKL"
"3225",484,2,25,1849,1.207,1,0.791,"lower","SKL"
"3226",484,3,26,1850,3.499,1,1.207,"lower","SKL"
"3227",484,4,30,1853,4.329,1,3.499,"lower","SKL"
"3228",484,5,34,1858,4.652,1,4.329,"lower","SKL"
"3229",484,6,39,1862,1.415,1,4.652,"lower","SKL"
"3230",484,7,40,1864,7.005,0,1.415,"lower","SKL"
"3231",485,0,23,1846,0.871,1,NA,"farmer","SKL"
"3232",485,1,23,1847,1.999,1,0.871,"farmer","SKL"
"3233",485,2,25,1849,2.828,1,1.999,"farmer","SKL"
"3234",485,3,28,1852,1.569,0,2.828,"farmer","SKL"
"3235",486,0,24,1848,0.167,1,NA,"lower","SKL"
"3236",486,1,24,1848,2.461,1,0.167,"lower","SKL"
"3237",486,2,27,1850,2.45,1,2.461,"lower","SKL"
"3238",486,3,29,1853,2.724,1,2.45,"lower","SKL"
"3239",486,4,32,1856,4.534,1,2.724,"lower","SKL"
"3240",486,5,36,1860,4.274,1,4.534,"lower","SKL"
"3241",486,6,41,1864,4.507,0,4.274,"lower","SKL"
"3242",487,0,32,1855,0.285,1,NA,"lower","SKL"
"3243",487,1,32,1855,3.584,1,0.285,"lower","SKL"
"3244",487,2,35,1859,2.782,1,3.584,"lower","SKL"
"3245",487,3,38,1862,0.668,0,2.782,"lower","SKL"
"3246",488,0,24,1848,0.446,1,NA,"lower","SKL"
"3247",488,1,25,1848,1.169,1,0.446,"lower","SKL"
"3248",488,2,26,1849,3.22,1,1.169,"lower","SKL"
"3249",488,3,29,1853,17.967,0,3.22,"lower","SKL"
"3250",489,0,20,1844,1.191,1,NA,"unknown","SKL"
"3251",489,1,22,1845,2.24,1,1.191,"unknown","SKL"
"3252",489,2,24,1847,2.207,1,2.24,"unknown","SKL"
"3253",489,3,26,1850,2.289,1,2.207,"unknown","SKL"
"3254",489,4,28,1852,2.401,1,2.289,"unknown","SKL"
"3255",489,5,31,1854,2.415,1,2.401,"unknown","SKL"
"3256",489,6,33,1857,2.984,1,2.415,"unknown","SKL"
"3257",489,7,36,1860,2.716,1,2.984,"unknown","SKL"
"3258",489,8,39,1862,2.144,1,2.716,"unknown","SKL"
"3259",489,9,41,1865,6.052,0,2.144,"unknown","SKL"
"3260",490,0,21,1845,0.92,1,NA,"lower","SKL"
"3261",490,1,22,1846,1.812,1,0.92,"lower","SKL"
"3262",490,2,24,1848,3.242,1,1.812,"lower","SKL"
"3263",490,3,27,1851,3.844,1,3.242,"lower","SKL"
"3264",490,4,31,1855,2.678,1,3.844,"lower","SKL"
"3265",490,5,34,1857,4.438,1,2.678,"lower","SKL"
"3266",490,6,38,1862,2.965,1,4.438,"lower","SKL"
"3267",490,7,41,1865,5.959,0,2.965,"lower","SKL"
"3268",491,0,23,1847,0.452,1,NA,"farmer","SKL"
"3269",491,1,24,1848,2.021,1,0.452,"farmer","SKL"
"3270",491,2,26,1850,2.439,1,2.021,"farmer","SKL"
"3271",491,3,28,1852,2.053,1,2.439,"farmer","SKL"
"3272",491,4,30,1854,3.655,1,2.053,"farmer","SKL"
"3273",491,5,34,1858,2.311,1,3.655,"farmer","SKL"
"3274",491,6,36,1860,6.593,1,2.311,"farmer","SKL"
"3275",491,7,43,1867,4.056,0,6.593,"farmer","SKL"
"3276",492,0,32,1856,0.802,1,NA,"farmer","SKL"
"3277",492,1,33,1857,3.146,1,0.802,"farmer","SKL"
"3278",492,2,36,1860,3.411,1,3.146,"farmer","SKL"
"3279",492,3,39,1863,1.61,1,3.411,"farmer","SKL"
"3280",492,4,41,1865,1.065,0,1.61,"farmer","SKL"
"3281",493,0,29,1853,1.276,1,NA,"farmer","SKL"
"3282",493,1,31,1854,2.36,1,1.276,"farmer","SKL"
"3283",493,2,33,1857,2.1,1,2.36,"farmer","SKL"
"3284",493,3,35,1859,12.012,0,2.1,"farmer","SKL"
"3285",494,0,20,1844,0.35,1,NA,"unknown","SKL"
"3286",494,1,21,1844,1.689,1,0.35,"unknown","SKL"
"3287",494,2,22,1846,0.988,1,1.689,"unknown","SKL"
"3288",494,3,23,1847,1.741,1,0.988,"unknown","SKL"
"3289",494,4,25,1849,4.285,1,1.741,"unknown","SKL"
"3290",494,5,29,1853,3.157,1,4.285,"unknown","SKL"
"3291",494,6,33,1856,2.834,1,3.157,"unknown","SKL"
"3292",494,7,35,1859,3.001,1,2.834,"unknown","SKL"
"3293",494,8,38,1862,1.232,1,3.001,"unknown","SKL"
"3294",494,9,40,1863,7.322,0,1.232,"unknown","SKL"
"3295",495,0,40,1864,0.222,1,NA,"lower","SKL"
"3296",495,1,41,1864,1.966,1,0.222,"lower","SKL"
"3297",495,2,43,1866,4.363,0,1.966,"lower","SKL"
"3298",496,0,28,1852,0.022,1,NA,"lower","SKL"
"3299",496,1,28,1852,1.057,1,0.022,"lower","SKL"
"3300",496,2,29,1853,1.583,1,1.057,"lower","SKL"
"3301",496,3,31,1855,2.037,1,1.583,"lower","SKL"
"3302",496,5,33,1857,1.136,1,0,"lower","SKL"
"3303",496,6,34,1858,1.629,1,1.136,"lower","SKL"
"3304",496,7,36,1859,1.328,1,1.629,"lower","SKL"
"3305",496,8,37,1861,4.435,1,1.328,"lower","SKL"
"3306",496,9,41,1865,1.492,1,4.435,"lower","SKL"
"3307",496,10,43,1867,4.152,0,1.492,"lower","SKL"
"3308",497,0,26,1849,0.465,1,NA,"lower","SKL"
"3309",497,1,26,1850,2.639,1,0.465,"lower","SKL"
"3310",497,2,29,1853,2.689,1,2.639,"lower","SKL"
"3311",497,3,31,1855,4.041,1,2.689,"lower","SKL"
"3312",497,4,36,1859,1.355,1,4.041,"lower","SKL"
"3313",497,5,37,1861,3.559,1,1.355,"lower","SKL"
"3314",497,6,40,1864,3.74,1,3.559,"lower","SKL"
"3315",497,7,44,1868,2.832,0,3.74,"lower","SKL"
"3316",498,0,20,1844,0.695,1,NA,"unknown","SKL"
"3317",498,1,21,1845,1.194,1,0.695,"unknown","SKL"
"3318",498,2,22,1846,1.29,1,1.194,"unknown","SKL"
"3319",498,3,23,1847,1.859,1,1.29,"unknown","SKL"
"3320",498,4,25,1849,0.879,1,1.859,"unknown","SKL"
"3321",498,5,26,1850,21.025,0,0.879,"unknown","SKL"
"3322",499,0,31,1854,0.096,1,NA,"lower","SKL"
"3323",499,1,31,1855,2.04,1,0.096,"lower","SKL"
"3324",499,2,33,1857,2.541,1,2.04,"lower","SKL"
"3325",499,3,35,1859,2.601,1,2.541,"lower","SKL"
"3326",499,4,38,1862,2.686,1,2.601,"lower","SKL"
"3327",499,5,41,1864,6.408,0,2.686,"lower","SKL"
"3328",500,0,23,1846,0.454,1,NA,"farmer","SKL"
"3329",500,1,23,1847,1.717,1,0.454,"farmer","SKL"
"3330",500,2,25,1849,2.084,1,1.717,"farmer","SKL"
"3331",500,3,27,1851,2.229,1,2.084,"farmer","SKL"
"3332",500,4,29,1853,1.095,1,2.229,"farmer","SKL"
"3333",500,5,30,1854,2.587,1,1.095,"farmer","SKL"
"3334",500,6,33,1857,6.308,1,2.587,"farmer","SKL"
"3335",500,7,39,1863,1.903,1,6.308,"farmer","SKL"
"3336",500,8,41,1865,6.057,0,1.903,"farmer","SKL"
"3337",501,0,28,1852,0.783,1,NA,"lower","SKL"
"3338",501,1,28,1852,1.777,1,0.783,"lower","SKL"
"3339",501,2,30,1854,1.687,1,1.777,"lower","SKL"
"3340",501,3,32,1856,1.098,0,1.687,"lower","SKL"
"3341",502,0,30,1854,0.914,1,NA,"lower","SKL"
"3342",502,1,31,1855,2.097,1,0.914,"lower","SKL"
"3343",502,2,33,1857,1.875,1,2.097,"lower","SKL"
"3344",502,3,35,1859,2.22,1,1.875,"lower","SKL"
"3345",502,4,37,1861,2.891,1,2.22,"lower","SKL"
"3346",502,5,40,1864,1.61,0,2.891,"lower","SKL"
"3347",503,0,19,1843,0.334,1,NA,"unknown","SKL"
"3348",503,1,20,1844,1.99,1,0.334,"unknown","SKL"
"3349",503,2,22,1846,2.431,1,1.99,"unknown","SKL"
"3350",503,3,24,1848,2.467,1,2.431,"unknown","SKL"
"3351",503,4,27,1850,2.001,1,2.467,"unknown","SKL"
"3352",503,5,29,1852,2.741,1,2.001,"unknown","SKL"
"3353",503,6,31,1855,2.179,1,2.741,"unknown","SKL"
"3354",503,7,33,1857,2.311,1,2.179,"unknown","SKL"
"3355",503,8,36,1860,1.432,1,2.311,"unknown","SKL"
"3356",503,9,37,1861,2.426,1,1.432,"unknown","SKL"
"3357",503,10,40,1864,2.765,1,2.426,"unknown","SKL"
"3358",503,11,42,1866,4.582,0,2.765,"unknown","SKL"
"3359",504,0,19,1843,1.098,1,NA,"unknown","SKL"
"3360",504,1,20,1844,1.739,1,1.098,"unknown","SKL"
"3361",504,2,22,1846,4.342,1,1.739,"unknown","SKL"
"3362",504,3,26,1850,2.615,1,4.342,"unknown","SKL"
"3363",504,4,29,1853,2.141,1,2.615,"unknown","SKL"
"3364",504,5,31,1855,2.711,1,2.141,"unknown","SKL"
"3365",504,6,34,1857,6.96,1,2.711,"unknown","SKL"
"3366",504,7,40,1864,6.531,0,6.96,"unknown","SKL"
"3367",505,0,27,1851,0.723,1,NA,"farmer","SKL"
"3368",505,1,28,1851,1.24,0,0.723,"farmer","SKL"
"3369",506,0,20,1844,1.101,1,NA,"unknown","SKL"
"3370",506,1,22,1845,2.064,1,1.101,"unknown","SKL"
"3371",506,2,24,1847,1.93,1,2.064,"unknown","SKL"
"3372",506,3,26,1849,5.027,1,1.93,"unknown","SKL"
"3373",506,4,31,1854,3.458,1,5.027,"unknown","SKL"
"3374",506,5,34,1858,2.623,1,3.458,"unknown","SKL"
"3375",506,6,37,1861,3.201,1,2.623,"unknown","SKL"
"3376",506,7,40,1864,2.782,1,3.201,"unknown","SKL"
"3377",506,8,43,1867,2.609,0,2.782,"unknown","SKL"
"3378",507,0,33,1857,0.775,1,NA,"farmer","SKL"
"3379",507,1,34,1858,2.245,1,0.775,"farmer","SKL"
"3380",507,2,36,1860,2.133,1,2.245,"farmer","SKL"
"3381",507,3,38,1862,3.025,1,2.133,"farmer","SKL"
"3382",507,4,41,1865,2.691,1,3.025,"farmer","SKL"
"3383",507,5,44,1868,3.199,0,2.691,"farmer","SKL"
"3384",508,0,25,1849,4.041,1,NA,"farmer","SKL"
"3385",508,1,29,1853,7.455,0,4.041,"farmer","SKL"
"3386",509,0,25,1848,0.583,1,NA,"farmer","SKL"
"3387",509,1,25,1849,1.73,1,0.583,"farmer","SKL"
"3388",509,2,27,1851,2.415,1,1.73,"farmer","SKL"
"3389",509,3,29,1853,2.314,1,2.415,"farmer","SKL"
"3390",509,4,32,1856,2.519,1,2.314,"farmer","SKL"
"3391",509,5,34,1858,2.924,1,2.519,"farmer","SKL"
"3392",509,6,37,1861,3.05,1,2.924,"farmer","SKL"
"3393",509,7,40,1864,4.474,1,3.05,"farmer","SKL"
"3394",509,8,45,1868,2.479,0,4.474,"farmer","SKL"
"3395",510,0,32,1855,0.791,1,NA,"farmer","SKL"
"3396",510,1,32,1856,2.56,1,0.791,"farmer","SKL"
"3397",510,2,35,1859,2.732,1,2.56,"farmer","SKL"
"3398",510,3,38,1862,2.489,1,2.732,"farmer","SKL"
"3399",510,4,40,1864,2.541,1,2.489,"farmer","SKL"
"3400",510,5,43,1867,4.379,0,2.541,"farmer","SKL"
"3401",511,0,23,1846,1.662,1,NA,"lower","SKL"
"3402",511,1,24,1848,4.178,1,1.662,"lower","SKL"
"3403",511,2,28,1852,15.494,0,4.178,"lower","SKL"
"3404",512,0,23,1847,0.808,1,NA,"farmer","SKL"
"3405",512,1,24,1848,1.213,1,0.808,"farmer","SKL"
"3406",512,2,25,1849,2.368,1,1.213,"farmer","SKL"
"3407",512,3,27,1851,1.177,1,2.368,"farmer","SKL"
"3408",512,4,28,1852,2.858,0,1.177,"farmer","SKL"
"3409",513,0,25,1849,0.695,1,NA,"farmer","SKL"
"3410",513,1,26,1850,2.108,1,0.695,"farmer","SKL"
"3411",513,2,28,1852,2.409,1,2.108,"farmer","SKL"
"3412",513,3,30,1854,3.149,1,2.409,"farmer","SKL"
"3413",513,4,33,1857,1.276,1,3.149,"farmer","SKL"
"3414",513,5,35,1859,3.113,1,1.276,"farmer","SKL"
"3415",513,6,38,1862,4.025,1,3.113,"farmer","SKL"
"3416",513,7,42,1866,2.155,1,4.025,"farmer","SKL"
"3417",513,8,44,1868,2.933,0,2.155,"farmer","SKL"
"3418",514,0,27,1850,0.687,1,NA,"lower","NOR"
"3419",514,1,27,1851,1.248,1,0.687,"lower","NOR"
"3420",514,2,28,1852,4.422,1,1.248,"lower","NOR"
"3421",514,3,33,1856,5.016,1,4.422,"lower","NOR"
"3422",514,5,38,1861,8.466,0,0,"lower","NOR"
"3423",515,0,26,1849,0.909,1,NA,"farmer","NOR"
"3424",515,1,27,1850,1.402,1,0.909,"farmer","NOR"
"3425",515,2,28,1851,1.635,1,1.402,"farmer","NOR"
"3426",515,3,30,1853,1.687,1,1.635,"farmer","NOR"
"3427",515,4,31,1855,1.632,1,1.687,"farmer","NOR"
"3428",515,5,33,1856,1.53,1,1.632,"farmer","NOR"
"3429",515,6,34,1858,1.626,1,1.53,"farmer","NOR"
"3430",515,7,36,1859,2.448,1,1.626,"farmer","NOR"
"3431",515,8,38,1862,1.205,1,2.448,"farmer","NOR"
"3432",515,9,40,1863,2.984,1,1.205,"farmer","NOR"
"3433",515,10,43,1866,1.495,1,2.984,"farmer","NOR"
"3434",515,11,44,1868,2.832,0,1.495,"farmer","NOR"
"3435",516,0,27,1851,0.701,1,NA,"farmer","SKL"
"3436",516,1,28,1852,1.999,1,0.701,"farmer","SKL"
"3437",516,2,30,1854,2.292,1,1.999,"farmer","SKL"
"3438",516,3,32,1856,1.008,1,2.292,"farmer","SKL"
"3439",516,4,33,1857,2.037,1,1.008,"farmer","SKL"
"3440",516,5,35,1859,2.078,1,2.037,"farmer","SKL"
"3441",516,6,37,1861,2.497,1,2.078,"farmer","SKL"
"3442",516,7,39,1863,2.04,1,2.497,"farmer","SKL"
"3443",516,8,41,1865,1.654,1,2.04,"farmer","SKL"
"3444",516,9,43,1867,3.875,0,1.654,"farmer","SKL"
"3445",517,0,25,1849,0.435,1,NA,"lower","SKL"
"3446",517,1,25,1849,2.226,1,0.435,"lower","SKL"
"3447",517,2,27,1852,2.42,1,2.226,"lower","SKL"
"3448",517,3,30,1854,2.965,1,2.42,"lower","SKL"
"3449",517,4,33,1857,3.488,1,2.965,"lower","SKL"
"3450",517,5,36,1860,2.976,1,3.488,"lower","SKL"
"3451",517,6,39,1863,2.609,1,2.976,"lower","SKL"
"3452",517,7,42,1866,5.096,0,2.609,"lower","SKL"
"3453",518,0,29,1853,0.118,1,NA,"lower","SKL"
"3454",518,1,29,1853,1.708,1,0.118,"lower","SKL"
"3455",518,2,31,1855,3.455,1,1.708,"lower","SKL"
"3456",518,3,34,1859,3.244,1,3.455,"lower","SKL"
"3457",518,4,38,1862,2.754,1,3.244,"lower","SKL"
"3458",518,5,40,1865,3.146,1,2.754,"lower","SKL"
"3459",518,6,44,1868,1.503,0,3.146,"lower","SKL"
"3460",519,0,34,1859,0.813,1,NA,"lower","SKL"
"3461",519,1,35,1859,2.138,1,0.813,"lower","SKL"
"3462",519,2,37,1862,3.94,1,2.138,"lower","SKL"
"3463",519,3,41,1865,3.458,1,3.94,"lower","SKL"
"3464",519,4,45,1869,2.167,0,3.458,"lower","SKL"
"3465",520,0,21,1845,11.403,1,NA,"unknown","SKL"
"3466",520,1,33,1857,2.193,0,11.403,"unknown","SKL"
"3467",521,0,35,1860,1.131,1,NA,"lower","SKL"
"3468",521,1,37,1861,1.906,1,1.131,"lower","SKL"
"3469",521,2,38,1863,2.1,1,1.906,"lower","SKL"
"3470",521,3,41,1865,6.474,0,2.1,"lower","SKL"
