"","year","x","y","depth","coast","fulmar"
"582",1998,534342.6,5942461,35,98.51236,0
"583",1998,535048.1,5951056,35,100.882,1.194835
"584",1998,535753.6,5959651,35,106.1705,2.389671
"585",1998,536458.8,5968245,35,112.1035,0
"586",1998,537163.8,5976840,40,118.5841,1.194835
"587",1998,537870.9,5985438,42,122.0027,0
"588",1998,517004.9,5807307,34,72.54782,0
"589",1998,516975.1,5815989,31,76.01965,0
"590",1998,516945.2,5824672,30,83.34078,0
"591",1998,516915,5833354,32,91.02353,0
"592",1998,516884.7,5842036,30,93.80944,0
"593",1998,516854.2,5850718,27,94.26594,0
"594",1998,516823.6,5859400,30,95.408,1.186873
"595",1998,516792.8,5868082,29,97.44095,0
"596",1998,538631.5,5994121,42,129.1034,4.682242
"597",1998,539443.2,6002885,40,133.1134,0
"598",1998,540254.8,6011649,40,140.6918,2.341121
"599",1998,541066.1,6020413,40,144.5342,5.852803
"600",1998,544309.8,6055467,40,167.6594,9.364485
"601",1998,545120.2,6064230,41,175.7973,7.023363
"602",1998,545930.5,6072992,42,184.1186,4.682242
"603",1998,546740.6,6081755,43,192.5998,9.364485
"604",1998,547550.6,6090517,43,196.8938,3.511682
"605",1999,637495.6,5995275,39,74.32973,0
"606",1999,599026.3,5970039,39,66.93047,0
"607",1999,577184.1,5972975,40,87.58816,6.8366
"608",1999,518083,5797273,33,66.16789,0
"609",1999,588319.2,5934117,26,51.329,0
"610",1999,507633.3,5733771,21,33.62153,0
"611",1999,598002.6,5990036,44,85.68657,28.42134
"612",1999,515451.6,5989526,36,140.2398,0
"613",1999,476209.6,5744903,31,63.64503,0
"614",1999,591826.3,5922514,25,41.07539,0
"615",1999,599402.6,5936427,25,41.0162,0
"616",1999,551919.9,6060974,44,168.8481,0
"617",1999,524084.9,6017507,40,154.3022,1.620581
"618",1999,571385,5993168,45,105.7222,12.95072
"619",1999,526126.4,6023596,40,158.0243,3.171522
"620",1999,543129.1,6075259,40,186.8748,1.580165
"621",1999,517128.7,5998744,34,146.8407,1.58016
"622",1999,541172,6069000,43,182.7558,3.122508
"623",1999,521981.1,6011379,39,150.3087,6.230211
"624",1999,539028.2,6062727,43,178.6818,4.639778
"625",1999,534615.6,6049875,40,169.9476,1.506736
"626",1999,536808.6,6056353,40,173.7949,0
"627",1999,528284,6029966,40,161.8153,7.399956
"628",1999,532475.3,6043314,40,169.5057,0
"629",1999,519481,6005063,37,146.7287,0
"630",1999,589990.8,5928550,25,44.26814,0
"631",1999,530359.1,6036645,40,165.8605,0
"632",1999,516728.4,5961175,40,123.216,2.924443
"633",1999,599167,5957242,37,59.87225,4.366533
"634",1999,599093.3,5950160,34,52.64537,8.728618
"635",1999,599235.1,5964328,38,63.30237,20.33946
"636",1999,516421,5968238,41,128.3635,0
"637",1999,515838.1,5789050,28,60.77161,0
"638",1999,545501.8,6006355,41,129.814,1.428796
"639",1999,549352.2,6012449,41,134.0045,2.83194
"640",1999,617153.6,5994373,43,80.46545,0
"641",1999,480220.2,5749572,30,62.37538,1.410031
"642",1999,599205.2,5942961,31,48.57148,0
"643",1999,517033.1,5953991,40,120.8705,5.618991
"644",1999,518339,5909083,26,102.86,0
"645",1999,539397.7,5859078,25,70.81798,0
"646",1999,558656.9,6023954,41,137.9481,5.60724
"647",1999,518326,5894350,26,99.71301,0
"648",1999,609813.7,5994026,44,82.44505,4.192824
"649",1999,518286.3,5901724,26,101.576,13.96447
"650",1999,539410.9,5866458,25,71.97478,0
"651",1999,485811.2,5754288,29,61.8903,1.380303
"652",1999,517423.8,5939043,37,114.763,19.32188
"653",1999,566493,6036790,43,143.8826,2.75977
"654",1999,624542.5,5994677,40,77.32779,2.752605
"655",1999,553990.7,6018189,41,137.5853,2.752468
"656",1999,518173.4,5916494,27,104.368,0
"657",1999,491501.9,5759037,30,62.14065,0
"658",1999,518953.1,5871825,29,98.23485,0
"659",1999,539416.9,5896872,25,76.1097,0
"660",1999,517905.2,5923995,30,108.0171,0
"661",1999,518803.8,5879336,30,98.29892,0
"662",1999,518200.2,5818544,30,79.61272,1.368997
"663",1999,517242,5946550,40,118.6895,8.185133
"664",1999,517668.7,5931534,34,112.4397,6.813541
"665",1999,519025.9,5864291,30,91.42039,1.361955
"666",1999,519008.9,5848933,32,89.29146,0
"667",1999,518549.2,5886881,28,99.08067,0
"668",1999,518161.5,5810991,34,72.54782,0
"669",1999,547611.4,6075112,42,184.1186,0
"670",1999,538786.8,5965992,35,109.0628,9.492208
"671",1999,518115.6,5803397,33,69.2509,0
"672",1999,516152.7,5975583,40,131.1476,0
"673",1999,518744.8,5841345,31,93.08555,0
"674",1999,539543.5,5889305,25,74.27637,1.353202
"675",1999,518361.9,5826115,30,83.34078,1.35271
"676",1999,602322,5993922,45,87.13316,16.22909
"677",1999,518523.1,5833732,32,91.02353,1.3523
"678",1999,539453.2,5873980,25,73.2594,0
"679",1999,573302.9,5986436,43,98.54127,18.89385
"680",1999,538887.6,5958373,35,106.1705,5.39448
"681",1999,539030.3,5950729,35,96.56442,4.039303
"682",1999,562758.2,6030212,42,138.6711,5.376202
"683",1999,632116.3,5995028,39,76.05302,4.027016
"684",1999,538983,5912173,28,85.68949,0
"685",1999,539222.3,5904480,26,77.49316,1.338442
"686",1999,539499.2,5881647,25,73.67285,0
"687",1999,538845.9,5927597,31,92.44725,5.352357
"688",1999,539065,5989048,45,122.0356,0
"689",1999,538630.7,5973641,39,115.2809,6.688315
"690",1999,538650.4,5981351,40,118.5841,5.33714
"691",1999,538892.9,5943049,35,98.51236,6.668372
"692",1999,515810.9,5983243,37,137.0937,1.33307
"693",1999,538830.9,5919881,29,87.77922,5.332035
"694",1999,538741.3,5935321,34,94.39115,0
"695",1999,570260.9,6043400,45,145.4379,5.316362
"696",1999,511631.3,5782895,28,63.09312,0
"697",1999,519080.9,5856613,30,90.47203,0
"698",1999,549832.8,6067738,44,177.2137,1.319252
"699",1999,506615.4,5776938,29,63.44438,0
"700",1999,501416.8,5771082,29,60.10564,0
"701",1999,575453.5,5978956,41,91.5302,6.495819
"702",1999,496448.5,5764950,30,61.25921,0
"703",1999,521498.6,5714038,13,9.796696,0
"704",1999,511559,5728374,20,26.55952,0
"705",1999,516669.3,5721297,18,16.52229,0
"706",1999,541995.7,5999147,41,129.431,3.504205
"707",1999,498402,5736382,23,41.42086,0
"708",1999,540186.5,5803161,21,52.23207,0
"709",1999,539464,5847997,25,69.39428,3.222937
"710",1999,541401.3,5750341,18,18.77525,0
"711",1999,539612.8,5817924,24,63.04195,0
"712",1999,539907,5810511,22,56.43195,0
"713",1999,541078,5757748,23,25.15329,0
"714",1999,540461.3,5772633,20,31.67316,0
"715",1999,539300.5,5840553,25,68.44916,0
"716",1999,540501,5727750,3,5.817787,0
"717",1999,539471.5,5825406,23,65.16095,0
"718",1999,540839.2,5735302,8,7.310794,0
"719",1999,541189.5,5742864,18,14.47633,0
"720",1999,539319.5,5832993,24,67.67305,0
"721",1999,540322.8,5795668,20,44.30787,0
"722",1999,540399.1,5787940,20,40.66923,0
"723",1999,565466.9,6035246,43,139.7487,5.703346
"724",1999,599212.8,5992223,45,87.13316,20.71171
"725",1999,541257.5,6069227,43,182.7558,0
"726",1999,524279.6,6018010,40,154.3022,0
"727",1999,526325.3,6024108,40,158.0243,1.648203
"728",1999,522173.3,6011908,40,153.9649,3.271645
"729",1999,539217.6,6063249,43,178.6818,3.239552
"730",1999,600752.1,5893994,24,18.67386,0
"731",1999,638231.9,5998116,40,78.98828,7.916064
"732",1999,534797.1,6050411,40,169.9476,1.57298
"733",1999,536994.7,6056887,40,177.6997,1.569302
"734",1999,532653.8,6043866,40,169.5057,0
"735",1999,589723.4,5929378,25,44.26814,0
"736",1999,519698.8,6005610,37,146.7287,3.086426
"737",1999,528461.4,6030508,40,161.8153,1.539524
"738",1999,530536.2,6037203,40,165.8605,3.052757
"739",1999,516718.4,5961175,40,123.216,1.525113
"740",1999,599157,5957242,37,59.87225,16.69925
"741",1999,599083.3,5950160,34,52.64537,13.65606
"742",1999,599225.1,5964328,38,63.30237,13.63775
"743",1999,516411,5968238,41,128.3635,0
"744",1999,587776.6,5936154,26,51.329,0
"745",1999,599092.1,5905027,26,23.04912,0
"746",1999,598995.3,5897837,27,25.38135,1.494174
"747",1999,581614.1,6046130,45,140.5603,5.899605
"748",1999,617143.6,5994373,43,80.46545,2.943513
"749",1999,599195.2,5942961,31,48.57148,1.468822
"750",1999,517023.1,5953991,40,120.8705,2.930334
"751",1999,518329,5909083,26,102.86,0
"752",1999,633176.8,6003047,41,85.46853,5.856296
"753",1999,518316,5894350,26,99.71301,0
"754",1999,518276.3,5901724,26,101.576,1.45651
"755",1999,587077.8,6041237,45,133.8364,5.814765
"756",1999,615921,6017307,45,104.1018,5.80853
"757",1999,585837.9,5943171,34,58.46072,10.14319
"758",1999,517180.2,5998869,34,146.8407,1.445742
"759",1999,591809.7,5922488,25,41.07539,0
"760",1999,598926.4,5971588,40,73.99112,12.98514
"761",1999,517413.8,5939043,37,114.763,2.87899
"762",1999,598522.1,6031627,45,125.0787,5.751704
"763",1999,610114.8,6021955,45,110.3729,2.874881
"764",1999,547210.7,6075945,42,184.1186,0
"765",1999,579401.2,5965065,40,76.67586,2.872086
"766",1999,624532.5,5994677,40,77.32779,2.870996
"767",1999,518163.4,5916494,27,104.368,1.434916
"768",1999,564713.9,6016434,44,123.8535,1.434112
"769",1999,621735,6012654,44,97.93923,0
"770",1999,599073.8,5912372,26,27.15121,1.43355
"771",1999,518943.1,5871825,29,98.23485,0
"772",1999,592789,6036451,45,127.1503,2.861493
"773",1999,566712.2,6009197,45,120.0716,5.714607
"774",1999,517895.2,5923995,30,108.0171,1.428383
"775",1999,518793.8,5879336,30,98.29892,0
"776",1999,627547.3,6007897,43,91.8235,4.283552
"777",1999,597970.4,5900487,27,25.38135,0
"778",1999,517232,5946550,40,118.6895,4.268591
"779",1999,517658.7,5931534,34,112.4397,18.47715
"780",1999,519015.9,5864291,30,91.42039,1.420534
"781",1999,518539.2,5886881,28,99.08067,0
"782",1999,568785.7,6001940,45,116.3816,1.418985
"783",1999,570936.7,5994674,45,105.7222,1.41774
"784",1999,595975.4,5907783,26,29.4402,0
"785",1999,598058.6,5986714,44,85.68657,9.900637
"786",1999,583708.6,5950374,36,65.51861,7.066105
"787",1999,516142.7,5975583,40,131.1476,0
"788",1999,604310.1,6026782,45,116.7355,4.229673
"789",1999,598390.7,5979108,41,77.76366,46.48655
"790",1999,573055.6,5987361,45,102.2324,2.809845
"791",1999,632106.3,5995028,39,76.05302,0
"792",1999,599463.1,5935465,25,41.0162,0
"793",1999,577336.3,5972384,40,87.58816,4.173645
"794",1999,560541.2,6031055,42,138.6711,9.716802
"795",1999,599568.2,5927750,25,37.30841,0
"796",1999,599293.6,5919998,26,30.16071,0
"797",1999,581512.5,5957739,39,72.91562,0
"798",1999,593930.4,5915186,26,35.94702,0
"799",1999,549555.1,6068674,44,177.2137,0
"800",1999,558298.2,6038500,41,149.6569,0
"801",1999,551847.9,6061191,44,168.8481,0
"802",1999,556200.5,6046045,42,153.687,0
"803",1999,575191.1,5979891,41,91.5302,6.811995
"804",1999,554100.6,6053641,44,161.9095,0
"805",1999,505994.3,5733880,21,33.62153,1.273044
"806",1999,498392,5736382,23,41.42086,0
"807",1999,529173.8,5708265,6,3.910752,0
"808",1999,616742.8,5887677,9,3.042531,0
"809",1999,623108.7,5903956,15,5.3979,0
"810",1999,610519.7,5872242,6,3.445307,0
"811",1999,527862.4,5695058,9,2.113283,0
"812",1999,530064.7,5711154,6,2.34307,0
"813",1999,665898.4,5926989,9,3.445027,0
"814",1999,526687.9,5711264,6,3.910752,0
"815",1999,609815.7,5876428,6,3.445307,0
"816",1999,578872.4,5768573,12,4.819299,0
"817",1999,588938.3,5780477,13,3.616089,0
"818",1999,599274.6,5798149,6,1.290662,0
"819",1999,597179,5793491,12,2.823908,0
"820",1999,575805.6,5764543,8,1.979242,0
"821",1999,594856.7,5788923,8,1.382721,0
"822",1999,582062.3,5772543,14,4.106295,0
"823",1999,592000.5,5784580,11,2.527998,0
"824",1999,532348.7,5696071,9,1.134365,0
"825",1999,571788.5,5761477,14,3.034569,0
"826",1999,539868.5,5723726,8,5.63524,0
"827",1999,585564.7,5776523,13,3.616089,0
"828",1999,546901.6,5731902,5,3.477082,0
"829",1999,543424,5727764,3,5.817787,0
"830",1999,557944.6,5743998,8,4.159765,0
"831",1999,603183,5808211,11,3.826701,0
"832",1999,550455.5,5736018,3,1.807041,0
"833",1999,536195.6,5719737,8,3.615258,0
"834",1999,554010.2,5740212,1,2.701462,0
"835",1999,601335,5803034,9,2.267942,0
"836",1999,604757.5,5813543,14,4.825283,0
"837",1999,532842.6,5715275,6,2.34307,0
"838",1999,605920.8,5819114,8,1.863375,0
"839",1999,706407.8,5932771,4,2.133908,0
"840",1999,561652.1,5748092,8,6.00871,0
"841",1999,612286.1,5854272,9,2.095116,0
"842",1999,567809.5,5757981,15,3.284921,0
"843",1999,564746,5752999,8,2.180154,0
"844",1999,670825.6,5928566,6,2.321271,0
"845",1999,634261,5910087,8,1.211714,0
"846",1999,613434.3,5859978,9,3.041005,0
"847",1999,659655.1,5924602,6,1.19907,0
"848",1999,610866.6,5848618,7,1.405631,0
"849",1999,613667.3,5877871,10,3.674465,0
"850",1999,638572.6,5914154,7,3.98922,0
"851",1999,606954.9,5824855,10,2.426425,0
"852",1999,648320.2,5920553,4,1.10434,0
"853",1999,614786.7,5883572,6,1.544208,0
"854",1999,688790.9,5929337,6,1.912908,0
"855",1999,676700.3,5929179,4,1.743802,0
"856",1999,682763.3,5929031,6,2.156942,0
"857",1999,614142.6,5865910,9,4.140888,0
"858",1999,654021.8,5922515,8,2.165481,0
"859",1999,602190.2,5815437,14,4.825283,0
"860",1999,607861.7,5830851,11,2.915526,0
"861",1999,610492.8,5858590,9,3.041005,0
"862",1999,610929.1,5864799,9,4.140888,0
"863",1999,607888.6,5839856,16,3.845921,0
"864",1999,609077.7,5845988,16,4.337755,0
"865",1999,604906.3,5827668,11,2.915526,0
"866",1999,606434.3,5833758,14,3.405116,0
"867",1999,603383.2,5821559,14,7.24404,0
"868",1999,646100.3,5924929,16,4.596845,0
"869",1999,616674.4,5887064,9,3.042531,0
"870",1999,609813,5852297,9,2.095116,0
"871",1999,525012.8,5698166,7,6.141879,0
"872",1999,592165,5785639,11,2.527998,0
"873",1999,546568.8,5736122,5,3.477082,0
"874",1999,534175.1,5720678,8,3.615258,0
"875",1999,600500.2,5803159,9,2.267942,0
"876",1999,598160.6,5797137,15,4.870563,0
"877",1999,530122,5715630,6,2.34307,0
"878",1999,595253.9,5791336,8,1.382721,0
"879",1999,626675.8,5907268,13,5.823929,0
"880",1999,537979.9,5697767,13,1.39073,0
"881",1999,631332.5,5911861,13,7.074721,0
"882",1999,652027.2,5927364,18,8.240419,0
"883",1999,611845.7,5882719,14,5.189834,0
"884",1999,678057.1,5932238,16,6.030482,0
"885",1999,658468.5,5928759,16,6.587852,0
"886",1999,684608.8,5933135,17,6.294331,0
"887",1999,671522.9,5931210,6,2.321271,0
"888",1999,588772.3,5780052,13,3.616089,0
"889",1999,636089.3,5916436,7,3.98922,0
"890",1999,640951.3,5920955,8,3.826529,0
"891",1999,664983.5,5930043,9,3.445027,0
"892",1999,538162.8,5725895,8,8.016024,0
"893",1999,542250.4,5731171,3,5.817787,0
"894",1999,697900.1,5935184,10,4.863015,0
"895",1999,584770.5,5774732,7,1.246999,0
"896",1999,551071.3,5740941,4,5.961692,0
"897",1999,704524.2,5936293,4,2.133908,0
"898",1999,575145.8,5765316,8,1.979242,0
"899",1999,580107.7,5769894,8,1.579744,0
"900",1999,711116.5,5937780,12,5.71098,0
"901",1999,555754.9,5745806,8,4.159765,0
"902",1999,560461.9,5750693,8,6.00871,0
"903",1999,691231.7,5934164,15,5.653445,0
"904",1999,717729.4,5939445,9,5.091819,0
"905",1999,724397.5,5941164,4,1.635907,0
"906",1999,525150.5,5704895,6,6.048908,0
"907",1999,565271.1,5755687,8,2.180154,0
"908",1999,731201.1,5942927,8,4.482978,0
"909",1999,695487.1,5930269,3,1.186003,0
"910",1999,619982.3,5896070,5,1.618846,0
"911",1999,713389.3,5934660,4,1.513917,0
"912",1999,703622.8,5931925,6,3.512877,0
"913",1999,647353.3,5926026,16,4.596845,0
"914",1999,632495.2,5913025,13,7.074721,0
"915",1999,527821.5,5695049,9,2.113283,0
"916",1999,531607.3,5705213,6,2.694993,0
"917",1999,537651.4,5697442,13,1.39073,0
"918",1999,620679.7,5899218,9,2.64506,0
"919",1999,580863.2,5770987,8,1.579744,0
"920",1999,598751.3,5796965,15,4.870563,0
"921",1999,577741,5767062,12,4.819299,0
"922",1999,587701.9,5779038,13,3.616089,0
"923",1999,574418.2,5763251,8,1.979242,0
"924",1999,590876.1,5783079,11,2.527998,0
"925",1999,735071.7,5941310,9,3.363526,0
"926",1999,538488.3,5722234,8,8.016024,0
"927",1999,617648.8,5887800,9,3.042531,0
"928",1999,545645.1,5730304,1,1.669261,0
"929",1999,556458.5,5742579,8,4.159765,0
"930",1999,549129.8,5734442,3,1.807041,0
"931",1999,542102.6,5726212,8,5.63524,0
"932",1999,600848,5801739,9,2.267942,0
"933",1999,602727.8,5806886,11,3.826701,0
"934",1999,584285.1,5775004,7.529412,1.246999,0
"935",1999,552634.8,5738678,4,5.961692,0
"936",1999,604389.7,5812178,14,4.825283,0
"937",1999,616982.3,5887338,9,3.042531,0
"938",1999,560326.4,5746471,3,1.9501,0
"939",1999,531561.7,5713499,6,2.34307,0
"940",1999,718973.6,5936127,3,1.313998,0
"941",1999,534919.1,5718049,8,3.615258,0
"942",1999,724384.9,5937877,4,1.635907,0
"943",1999,707843.5,5933118,4,2.133908,0
"944",1999,729836.5,5939637,4,1.207968,0
"945",1999,605653.3,5817701,8,1.863375,0
"946",1999,643088.2,5922884,20,6.869779,0
"947",1999,563621.7,5751134,8,6.00871,0
"948",1999,606701.4,5823403,10,2.426425,0
"949",1999,713410.3,5934680,4,1.513917,0
"950",1999,566622.8,5756154,8,2.180154,0
"951",1999,663839.9,5926190,6,1.19907,0
"952",1999,669354.6,5928280,6,2.321271,0
"953",1999,641878.7,5917132,8,3.826529,0
"954",1999,614640.7,5883102,6,1.544208,0
"955",1999,637478.3,5913131,7,3.98922,0
"956",1999,610549,5847171,7,1.405631,0
"957",1999,614053.5,5871421,4,4.243776,0
"958",1999,613652.6,5877383,10,3.674465,0
"959",1999,646932.5,5920048,4,1.10434,0
"960",1999,699209,5930939,3,1.186003,0
"961",1999,652609.2,5922005,10,3.433212,0
"962",1999,658268.9,5924081,8,2.165481,0
"963",1999,681258,5929045,6,2.156942,0
"964",1999,608521.3,5835376,14,3.405116,0
"965",1999,687299.2,5929132,6,1.912908,0
"966",1999,693304.2,5929775,5,1.622607,0
"967",1999,614102.5,5865405,9,4.140888,0
"968",1999,675179.9,5929212,4,1.743802,0
"969",1999,602200.2,5815437,14,4.825283,0
"970",1999,601572.7,5809325,11,3.826701,0
"971",1999,610790.6,5868632,4,4.243776,0
"972",1999,607655.2,5829330,11,2.915526,0
"973",1999,610837.3,5862459,9,4.140888,0
"974",1999,604916.3,5827668,11,2.915526,0
"975",1999,606444.3,5833758,14,3.405116,0
"976",1999,619799.4,5893699,5,1.618846,0
"977",1999,603393.2,5821559,14,7.24404,0
"978",1999,610080.6,5874861,6,3.445307,0
"979",1999,592175,5785639,11,2.527998,0
"980",1999,600510.2,5803159,9,2.267942,0
"981",1999,598170.6,5797137,15,4.870563,0
"982",1999,624307.4,5905067,9,2.528629,0
"983",1999,595263.9,5791336,8,1.382721,0
"984",1999,629037.2,5909543,8,2.914554,0
"985",1999,664928.9,5930038,9,3.445027,0
"986",1999,678067.1,5932238,16,6.030482,0
"987",1999,638555.8,5918648,15,7.428996,0
"988",1999,684618.8,5933135,17,6.294331,0
"989",1999,612429.9,5883290,14,5.189834,0
"990",1999,671532.9,5931210,6,2.321271,0
"991",1999,588782.3,5780052,13,3.616089,0
"992",1999,697910.1,5935184,10,4.863015,0
"993",1999,584780.5,5774732,7,1.246999,0
"994",1999,704534.2,5936293,4,2.133908,0
"995",1999,575155.8,5765316,8,1.979242,0
"996",1999,580117.7,5769894,8,1.579744,0
"997",1999,711126.5,5937780,12,5.71098,0
"998",1999,691241.7,5934164,15,5.653445,0
"999",1999,717739.4,5939445,9,5.091819,0
"1000",1999,724407.5,5941164,4,1.635907,0
"1001",1999,731211.1,5942927,8,4.482978,0
"1002",1999,595458.3,5798460,15,4.870563,0
"1003",1999,613545.2,5886867,17,7.497752,0
"1004",1999,512375.6,5821202,30,83.09024,0
"1005",1999,526321.5,5837894,30,83.31388,0
"1006",1999,508970.4,5915205,29,113.8758,0
"1007",1999,505235.3,5794379,28,71.94224,0
"1008",1999,500700.8,5776014,30,63.36554,4.229837
"1009",1999,509076.3,5911097,26,107.6693,0
"1010",1999,513006.7,5871136,26,101.6523,0
"1011",1999,545235.3,5907194,26,74.53313,0
"1012",1999,540658.1,5718948,7,2.397407,0
"1013",1999,563837.2,5816497,20,42.8864,0
"1014",1999,580358.8,5807073,19,22.52203,0
"1015",1999,536302.5,5832201,24,72.50375,0
"1016",1999,541809.3,5829061,24,66.4243,0
"1017",1999,547316.2,5825920,24,60.43212,0
"1018",1999,558330.1,5819638,22,49.419,0
"1019",1999,569344.3,5813356,20,33.63983,0
"1020",1999,591373.6,5800790,15,9.431867,0
"1021",1999,530795.7,5835342,25,77.32842,0
"1022",1999,552823.1,5822779,24,55.60421,0
"1023",1999,574851.5,5810214,19,27.13438,0
"1024",1999,585866.2,5803932,16,15.98842,0
"1025",1999,516068,5788658,28,60.77161,0
"1026",1999,533794.7,5779297,20,42.84493,0
"1027",1999,551522,5769934,20,20.51074,0
"1028",1999,557431.2,5766813,20,16.22313,0
"1029",1999,521976.9,5785538,24,54.02025,0
"1030",1999,510159.2,5791778,29,67.58838,0
"1031",1999,527885.8,5782417,23,49.60532,0
"1032",1999,539703.8,5776176,20,31.67316,0
"1033",1999,545612.9,5773055,20,27.3073,0
"1034",1999,525278.8,5898976,27,90.72038,0
"1035",1999,542196.5,5886326,25,73.67285,0
"1036",1999,564731.2,5869459,25,48.51179,0
"1037",1999,581640.6,5856807,26,31.99612,0
"1038",1999,570367.6,5865242,25,42.9623,0
"1039",1999,547832.6,5882110,25,68.70361,0
"1040",1999,592914,5848372,21,19.85908,0
"1041",1999,598550.8,5844154,21,14.22597,0
"1042",1999,514007.4,5907408,26,102.86,1.464017
"1043",1999,519643.1,5903192,25,96.72222,1.464017
"1044",1999,530914.6,5894759,27,84.88337,0
"1045",1999,553468.7,5877893,25,63.32605,1.464017
"1046",1999,536560.5,5890543,25,79.23527,0
"1047",1999,559094.9,5873676,25,53.26292,0
"1048",1999,576004.1,5861025,25,36.81837,0
"1049",1999,587277.3,5852590,23,25.89751,0
"1050",1999,570172.8,5787387,19,21.48098,0
"1051",1999,526692.1,5873583,27,88.25779,0
"1052",1999,564096.2,5791380,20,25.18045,0
"1053",1999,578659.8,5881509,28,38.93241,0
"1054",1999,536660.9,5776218,20,36.20342,0
"1055",1999,571405.4,5880298,25,43.36116,0
"1056",1999,585946,5882527,31,29.02766,1.399275
"1057",1999,506818.3,5776131,29,59.77198,0
"1058",1999,485502.6,5770896,30,72.36853,0
"1059",1999,608087.3,5886103,21,9.626745,0
"1060",1999,514214.1,5776282,25,53.26473,0
"1061",1999,566551.4,5776483,20,13.95002,0
"1062",1999,521653.5,5776349,24,49.87619,0
"1063",1999,541399.8,5875792,25,73.2594,0
"1064",1999,544073.8,5776340,20,27.3073,0
"1065",1999,557782.4,5795203,20,35.83496,0
"1066",1999,600744.5,5884952,23,14.32481,0
"1067",1999,519435.4,5872287,29,93.25406,0
"1068",1999,551555.9,5776375,20,23.19889,0
"1069",1999,576406.1,5783466,18,14.44579,0
"1070",1999,533991.8,5874679,25,83.25826,0
"1071",1999,574024.6,5776784,19,11.10291,0
"1072",1999,559063.9,5776432,20,16.22313,0
"1073",1999,524686.6,5734457,21,21.00167,0
"1074",1999,530152,5729261,15,14.525,0
"1075",1999,564039.2,5879090,25,48.34966,0
"1076",1999,593330.3,5883638,29,24.08719,0
"1077",1999,519280.4,5739732,21,27.50014,0
"1078",1999,582854.2,5779552,17,7.407024,0
"1079",1999,529182.4,5776205,22,40.84347,0
"1080",1999,556521.9,5878022,25,58.33255,0
"1081",1999,551254.1,5799009,20,42.69554,0
"1082",1999,581605.2,5776925,17,7.407024,0
"1083",1999,513792,5745021,21,38.06275,0
"1084",1999,507990.9,5750075,23,44.91129,0
"1085",1999,490037.5,5764849,30,65.48114,0
"1086",1999,544528.4,5802730,20,49.55666,0
"1087",1999,548916.1,5876968,25,68.3205,0
"1088",1999,495193.8,5759107,29,58.61116,0
"1089",1999,563833,5763432,23,9.391631,0
"1090",1999,537699.8,5806450,23,55.18775,0
"1091",1999,524022.7,5814132,29,69.25091,0
"1092",1999,530874.6,5810295,25,62.21484,0
"1093",1999,517241.3,5818107,30,79.61272,0
"1094",1999,535766.8,5723963,8,8.016024,0
"1095",1999,501522.6,5754486,25,51.75799,0
"1096",1999,530608.8,5910427,29,88.55897,0
"1097",1999,522802.9,5912152,28,99.65032,0
"1098",1999,538414.9,5908703,27,83.84621,0
"1099",1999,514997.2,5913876,27,104.368,0
"1100",1999,519291.1,5821973,29,80.17597,0
"1101",1999,598931.9,5819879,15,10.84541,0
"1102",1999,513854.8,5822098,30,86.13667,0
"1103",1999,561793.3,5820345,21,44.71125,0
"1104",1999,524788.1,5821719,29,77.20448,0
"1105",1999,569080.9,5820444,20,35.06386,0
"1106",1999,554491.1,5820340,22,49.419,0
"1107",1999,547136.9,5820610,24,58.59853,0
"1108",1999,576448,5820471,20,30.16031,0
"1109",1999,532187.2,5821361,23,70.25439,0
"1110",1999,539694.9,5821009,24,63.04195,0
"1111",1999,597688.8,5823053,16,12.14726,0
"1112",1999,500801.1,5797807,31,78.5513,0
"1113",1999,587586.4,5797716,16,13.97079,0
"1114",1999,519782.4,5841623,31,88.83123,0
"1115",1999,583452.6,5839073,21,28.65854,0
"1116",1999,576840,5839386,22,33.63016,0
"1117",1999,590065.3,5838760,21,18.72163,0
"1118",1999,485605.9,5770740,30,72.36853,0
"1119",1999,542186.5,5886326,25,73.67285,0
"1120",1999,547822.6,5882110,25,68.70361,0
"1121",1999,553458.7,5877893,25,63.32605,0
"1122",1999,536550.5,5890543,25,79.23527,0
"1123",1999,546215.8,5851055,25,64.42025,0
"1124",1999,532949.2,5857915,25,80.62376,0
"1125",1999,597091.5,5838428,21,13.75668,0
"1126",1999,585754.6,5829132,20,22.709,0
"1127",1999,552679.7,5847448,25,59.44636,2.762848
"1128",1999,526370.2,5861424,30,85.54347,0
"1129",1999,557772.4,5795203,20,35.83496,0
"1130",1999,559084.4,5843598,25,49.00192,0
"1131",1999,574126.8,5797738,18.79,22.76473,0
"1132",1999,581639.1,5797726,17,18.40938,0
"1133",1999,559102.8,5797763,20,35.52988,0
"1134",1999,544079.4,5797788,20,45.31213,0
"1135",1999,521545.5,5797825,28,62.21484,0
"1136",1999,514034.4,5797837,33,66.16789,0
"1137",1999,536568,5797800,22,51.3633,0
"1138",1999,566614.7,5797751,20,31.48666,0
"1139",1999,551591,5797775,20,42.69554,0
"1140",1999,529056.7,5797813,24,54.80863,0
"1141",1999,506523.5,5797850,31,74.45256,0
"1142",1999,539561.3,5854402,25,69.94776,1.367519
"1143",1999,579063.9,5832529,21,28.17249,0
"1144",1999,565734.1,5840033,24,43.57736,0
"1145",1999,551244.1,5799009,20,42.69554,0
"1146",1999,572442.4,5836339,22,38.11275,0
"1147",1999,592576.2,5825800,18,17.04181,0
