"","year","month","day","RPT","VAL","ROS","KIL","SHA","BIR","DUB","CLA","MUL","CLO","BEL","MAL"
"698",62,11,29,7.17,4.38,3.58,0.21,3.54,0.21,7.41,0.17,2.96,7.21,9.04,13.13
"699",62,11,30,12.83,10,5.79,1,9.38,5.29,4.71,4.38,2.37,3.63,7.79,8.58
"700",62,12,1,18.38,15.41,11.75,6.79,12.21,8.04,8.42,10.83,5.66,9.08,11.5,11.5
"701",62,12,2,17.41,18.38,14.71,10.41,16.21,10.17,12.96,9.62,10,10.34,14.96,18.21
"702",62,12,3,17.33,16.13,13.88,8.87,14.04,12.38,10.13,9.75,9.71,10.79,13.96,17.5
"703",62,12,4,13.62,13.33,10.75,6.46,13.62,10.37,4.79,10.75,6.87,9.04,10.46,13.62
"704",62,12,5,15.46,16.42,13,7.71,10.83,9.96,8.96,7,7.83,8.29,18.41,18.58
"705",62,12,6,13.17,11.67,11.25,7.46,9.92,7.87,4.17,8.38,6.13,8.58,17.21,16.17
"706",62,12,7,25.46,17.5,22.34,16.21,15.34,12.75,13.13,14.67,9.96,13.96,23.21,24.5
"707",62,12,8,23.29,18,21.59,17.12,21.12,15.67,23.67,13.92,17.46,16.71,21.62,23.42
"708",62,12,9,23.33,18.88,10.75,16.71,20.12,14.42,20.25,14.79,19,17.21,21.04,28.54
"709",62,12,10,13.13,11.21,8.12,7.58,14.96,9.71,12.67,9.96,10.83,10.75,15.04,20.79
"710",62,12,11,17.92,15.87,11.63,9.13,17.37,12.21,16.42,12.46,12.29,12.17,19.92,19.46
"711",62,12,12,30.91,24.79,21.87,16.75,19.92,12.12,19.67,18.88,15.96,23.21,28.33,37.12
"712",62,12,13,17.16,11.12,15.09,8.42,10.63,8.46,14,9.5,10.41,13.7,14.75,23
"713",62,12,14,13.96,13.37,11.08,13.46,20.3,16.33,20,18.12,17.33,16.79,21.12,24.04
"714",62,12,15,29.38,18.46,17.58,24.33,29.46,22.83,28.91,26.67,25.8,28.21,29.25,32.79
"715",62,12,16,17.83,12.62,13.25,12.42,13.13,11.58,16.54,9.67,12.42,16.54,15.09,25.58
"716",62,12,17,13.37,11.96,6.46,4.42,12.17,7.83,9.59,8.42,7.08,8.04,14.29,13.92
"717",62,12,18,16.33,15.37,10.21,10.71,15.34,10.79,15.92,14.42,13.17,12.54,22.08,23.45
"718",62,12,19,11.25,9.75,8.25,4.79,11.04,8.21,9.87,7.67,8.79,10.58,14.17,16.54
"719",62,12,20,14.58,14.46,12.21,8.96,16,11.96,16.08,9.75,12.12,13.62,15.96,20.12
"720",62,12,21,5.75,5.17,6.38,2.29,7.54,5.17,10.41,3.5,6.13,6.25,9.87,11.46
"721",62,12,22,17.83,17.5,6.71,3.58,11.04,9.13,5.71,10.92,7.33,9.46,15.75,13.25
"722",62,12,23,13.25,11.29,12.21,6.54,11.12,8.96,9.33,9.46,8.12,11.04,15.41,18.12
"723",62,12,24,9.13,6.08,9.79,2,8.42,4.38,4.92,4.29,3.13,4.17,7.75,11.83
"724",62,12,25,8,2.58,8.75,1.79,1,0.75,7,0.75,2.33,3.67,6.96,12.46
"725",62,12,26,12.87,5.66,10.08,5,8.38,6.5,12.38,6.5,7.25,9.67,11.08,17.29
"726",62,12,27,13.62,12.96,19.83,8.42,5.66,4.92,11.92,7.21,6.58,5.88,7.67,16.79
"727",62,12,28,12.67,10.71,17.75,6.83,7.75,4.42,7.79,4.92,5.71,2.96,3.83,7.87
"728",62,12,29,19.29,13.13,22.79,7.17,11,6.54,13.62,8,7.21,9.25,9.33,16.88
"729",62,12,30,22,19.7,33.84,19.83,20.08,18.46,28.79,21.59,18.75,18.05,21.87,29.88
"730",62,12,31,22.67,16.88,28.67,14.12,19.75,17.08,27.79,25.21,19.83,17.79,25.46,37.63
"731",63,1,1,15.59,13.62,19.79,8.38,12.25,10,23.45,15.71,13.59,14.37,17.58,34.13
"732",63,1,2,13,13.92,21.5,6.63,10.67,8.54,20.75,11.46,10.75,14.09,12.83,30.75
"733",63,1,3,14.09,8.25,20.12,9,9.96,9.67,13.83,10.17,9,13.7,11.67,27.21
"734",63,1,4,10.29,1.54,6.67,5.21,6.08,5.13,8.54,8.21,5.91,11.17,11.54,25.54
"735",63,1,5,7.5,6.04,9.87,3.37,5.96,6.29,13.08,12.46,7.04,11.63,14.96,29.04
"736",63,1,6,19.7,13.75,19.33,10.46,16.96,12.12,20.91,15.67,13.17,12.71,19.08,24.54
"737",63,1,7,18.75,18.12,18.29,8.92,16.17,12.46,16.75,11.71,9.87,11.92,14.21,19.58
"738",63,1,8,20.67,18.79,17.67,7.33,20.41,13.5,16.83,12.83,9.67,12.83,15.34,17.41
"739",63,1,9,26.3,20.04,25.66,14.96,24,16.04,21.67,19.95,16,14.58,18.54,25.88
"740",63,1,10,25.58,19.75,24,10.41,20.25,12,19.38,16.71,12.25,12.33,17.37,26.58
"741",63,1,11,18.84,10.58,16.79,4.25,10.75,6.42,9.79,8.79,5.41,7.46,8.17,10.17
"742",63,1,12,10.04,10.34,8.54,2.08,4.54,1.25,3.96,2.25,2.29,1.58,2.62,4.54
"743",63,1,13,10,9,7.25,1.87,2.5,0.75,5.21,2.79,2.37,2.5,3,9.46
"744",63,1,14,11.92,6.83,10.88,4.75,4.33,2.25,10.46,6.54,5.04,6,6.63,12.04
"745",63,1,15,8.5,3.17,5.41,3.83,7.5,4.63,9.17,5.66,5.88,6.83,9.46,12.58
"746",63,1,16,11.54,9.71,11.38,5.41,8.21,8.21,12.58,10.58,8.83,11.04,12.54,21.25
"747",63,1,17,20.33,12.67,22.42,10.71,14.21,10.63,15.37,12.75,8.92,10.63,11.46,10.71
"748",63,1,18,28.21,16.79,27.21,11.38,16.29,13.83,21.5,13.96,13.13,13.67,17.21,25.8
"749",63,1,19,22.21,15.12,32.25,12.04,19.62,13.42,23.79,17.46,15.5,15.59,14.17,27.75
"750",63,1,20,19,14.25,20.91,11,18.5,15.63,19.62,18.88,15.87,14.5,23.04,32.83
"751",63,1,21,19.25,16.08,17.21,9.17,15.59,9.42,13.83,11.71,11.08,14.25,12.96,23.04
"752",63,1,22,17.16,12.04,14.33,6.13,13.62,10.5,11.92,8.75,4.58,7.87,10.79,13.79
"753",63,1,23,14.04,11.42,11.5,5.41,11.29,7.71,2.17,7.08,5.66,5.04,7.21,14.67
"754",63,1,24,7.04,6.17,8.46,1.79,6.13,3.96,3.04,2.62,2.13,0.46,8.79,12.21
"755",63,1,25,6,2.83,2.75,1.42,4.17,1.71,8.92,2.33,2.04,4.54,4.75,11.08
"756",63,1,26,7.67,3.75,7.17,1.38,0.92,0.25,8.38,2.08,2.29,4.79,0.13,8.29
"757",63,1,27,10.54,9.83,6.04,0.67,7.12,2.29,1.63,5.5,1.33,1.92,5.37,5.71
"758",63,1,28,7.5,6.34,3.37,0.92,5.25,1.08,1.33,1.71,0.29,1.38,1.96,5.37
"759",63,1,29,5.41,3.25,4.83,1.5,5.17,2.88,7.41,4.12,3.08,4.71,10.17,15.41
"760",63,1,30,21.42,21.84,25.21,15.46,17.29,13.54,19.62,17,14.04,17.83,21.87,27.5
"761",63,1,31,12.83,8.67,21.96,9.87,7.79,6.79,11.83,7.75,6.08,9.17,8.87,18.63
"762",63,2,1,15.41,7.62,24.67,11.42,9.21,8.17,14.04,7.54,7.54,10.08,10.17,17.67
"763",63,2,2,15.04,14.37,26.34,10.71,12.71,8.33,15.16,11.08,9.42,9.46,9.25,15.25
"764",63,2,3,11.12,4,9.87,4.92,5.91,4,8.67,4.42,5,6.87,5.79,13.79
"765",63,2,4,12.17,15.46,7.83,4.21,15.67,10.54,9.13,12.83,6.92,8.08,15.92,12.83
"766",63,2,5,12.62,11.46,28.75,13.13,12.58,12.83,22,15.29,15.41,17.41,16.79,29.17
"767",63,2,6,17.79,9.42,22.67,11.12,14,14.79,20.25,15.16,14.79,20.04,15.83,31
"768",63,2,7,11.87,7.75,10.54,7.21,7.92,7.83,11.83,5.54,6.58,7.5,8.71,18.34
"769",63,2,8,11.87,12.17,13.13,8.54,11.71,9.71,10.37,8.63,6.34,5.66,12.25,11.75
"770",63,2,9,14.83,9.75,23.33,12.33,13.25,13.67,16.88,14.58,12.67,13.21,13.75,15.37
"771",63,2,10,19.33,12.71,19.67,10,14.33,11.63,15.67,14.29,13.17,12.71,12.33,20.71
"772",63,2,11,7.71,4.88,11.63,3.63,7.12,4.17,6.79,5.71,4.79,5.29,5,11.92
"773",63,2,12,7.17,2.96,5.79,4.33,4.08,0.13,5.21,1.63,2.42,1.79,7.29,5.09
"774",63,2,13,18.91,20.12,16.54,10.75,18,13.7,12.83,14.79,12.96,16.42,19.58,23.54
"775",63,2,14,17.41,14.58,19.04,14.5,16.17,12.71,19.17,13.7,14.17,19.33,16.25,29.88
"776",63,2,15,10.04,10.63,15.92,6.87,12.33,9.21,15.5,13.79,10.63,15.79,14.83,24.25
"777",63,2,16,12.38,7.71,13.88,7.71,14.21,7.58,13.54,14.29,11.63,12.38,15.5,23.09
"778",63,2,17,12.46,14.67,12.46,5.33,11.12,6.96,7.83,8.33,6.63,7.33,11.63,13.7
"779",63,2,18,21.12,17.54,17.08,8.75,17.67,10.67,10.34,11.58,7.92,8,13.92,9.5
"780",63,2,19,16.83,9.79,18.34,9.87,13.42,8.67,14.54,10.04,8.71,9.17,9.75,8.12
"781",63,2,20,11.75,1.92,14.71,7.54,8.33,4.33,9.92,7.21,7.33,6.04,6.87,8.17
"782",63,2,21,5.58,2.92,4.67,3.58,4.58,2.17,8.5,1.5,1.42,3.17,5.46,4.54
"783",63,2,22,4.08,5.58,2.71,1.38,7.33,3.17,5.5,4.42,2.29,4.04,7.33,11.21
"784",63,2,23,18.58,16.66,14.46,7.04,13.79,10.83,9.33,11.5,6.42,7.67,10.92,13.59
"785",63,2,24,17.67,20.17,14.37,11.42,17.37,13.67,13.75,13.04,9.42,10.37,19.75,16.79
"786",63,2,25,19.75,18.88,15.96,13.13,21.17,13.33,11.46,14.79,12.92,12.5,21.59,23.58
"787",63,2,26,22.83,22.21,20.67,14.17,22.63,16.88,19.25,19.7,15.04,15.12,27.42,30.37
"788",63,2,27,17.62,16.66,15.5,7.87,15.71,13,12.5,12.42,8.58,10.83,16.96,14.54
"789",63,2,28,19.79,19.95,19,9.67,18.54,16.13,16.46,15.25,10.37,13.7,20.62,21.62
"790",63,3,1,16.75,19.67,17.67,8.87,19.08,15.37,16.21,14.29,11.29,9.21,19.92,19.79
"791",63,3,2,16.79,15.54,19.83,10.54,15.96,13.7,15.83,14.5,10.54,12,18.41,19.25
"792",63,3,3,12.83,15.83,14.5,7.62,13.7,11.54,14.46,12.25,9.17,9.92,15.34,17.37
"793",63,3,4,20.08,18.96,18.34,14.58,18.79,15.67,14.42,17.67,14.54,17.41,21.54,21.59
"794",63,3,5,27.46,22.67,25.08,20,21.46,19.95,20.21,23.13,17.21,25.37,32.63,30.09
"795",63,3,6,16.96,15.21,18.46,12.83,13.92,10.75,9.96,12.33,8.63,12.96,11.54,12.96
"796",63,3,7,20.58,18.54,19.83,15.29,18.08,13.92,17.88,16.62,15.59,18.84,17.46,17.33
"797",63,3,8,24.33,20.79,23.5,18.12,22.04,19.12,17.5,18.29,16.21,21.34,19.21,22.17
"798",63,3,9,18.75,11.54,17.5,11.38,14,9.71,13.33,12.38,8.75,13.67,11.75,18.38
"799",63,3,10,13.13,9.59,13.21,9.42,13.7,11.46,17.33,11.92,14.29,11.67,12.71,11.25
"800",63,3,11,8.38,3.37,11.79,4.88,5.54,2.92,5.66,2.62,2.88,3.5,3.67,5.37
"801",63,3,12,5.21,5.29,5.75,0.87,3.29,1.87,6.67,1.67,2.04,3.04,3.17,4.54
"802",63,3,13,20.79,18,16.29,11.12,15.63,12.29,11.46,13.5,10.75,12.29,15.37,17.92
"803",63,3,14,25.84,17.25,24.71,20.5,16.33,14.54,13.92,16.25,15.87,18.91,19.58,15.46
"804",63,3,15,15.09,9.92,17.79,11.92,14.58,11.83,14.25,10.83,11.79,14.54,13.92,14.09
"805",63,3,16,18.25,13.79,18.25,10.67,16.75,12.38,16.62,13.37,14.42,13.83,13.83,15.75
"806",63,3,17,16.96,10.79,16.54,10.37,12.5,10.37,13.17,11.34,10.21,13.42,12.21,18.79
"807",63,3,18,14.25,8.46,9.25,9.38,12.33,10.21,12.42,10.41,10.67,12.08,10.5,16.25
"808",63,3,19,11,11.96,9.04,4.75,11.87,6.92,9.54,9.04,7.21,7.21,10.21,7.41
"809",63,3,20,11.29,8.63,11.21,6.34,9.54,5.46,7.54,7.58,5.79,8.21,6.21,4.83
"810",63,3,21,4.38,5.66,5.71,1.04,5.83,1.29,4.33,2.13,1.25,3.17,5.17,5.13
"811",63,3,22,7.54,2.62,13.42,3.5,5.66,3.67,4.17,3.04,2.5,2.96,5.71,3.21
"812",63,3,23,6.34,8.04,4.88,1.63,6.42,3.88,4.79,7.75,3.04,6.67,14.96,10.25
"813",63,3,24,26.25,22.37,20.79,14.33,18.5,16.66,19.75,19.95,14.17,18.84,27.16,23.04
"814",63,3,25,15.54,12.38,14,11.96,17.25,14.37,19.55,15.09,16.88,16.17,16.92,15.63
"815",63,3,26,10.46,7.62,8.25,4.25,8.29,5.88,7.62,10.17,6.58,8.08,12.62,13.92
"816",63,3,27,12.83,12.21,12.33,8.08,12.54,9.54,13.92,10.79,11.12,12.58,15.5,17.29
"817",63,3,28,11.5,8.38,11.58,5.41,11.34,8.04,9.83,8.5,7.46,10.17,11.83,14.17
"818",63,3,29,7.54,8.87,5.33,5,10.96,6.13,8.67,8.12,5.41,4.83,9.71,3.08
"819",63,3,30,15.96,6.63,10.34,7.54,11.75,6.25,9.38,6.42,7.29,5.13,7.21,3.88
"820",63,3,31,7.41,9.83,8,5.13,8.87,7.04,6.83,9.62,6.87,8.96,17.5,17.92
"821",63,4,1,10.54,9.59,12.46,7.33,9.46,9.59,11.79,11.87,9.79,10.71,13.37,18.21
"822",63,4,2,3.88,3.13,5.04,3.75,5.46,4.5,8.96,6.5,7.41,6.54,7.08,11.79
"823",63,4,3,7.54,4.21,5.63,6.58,6.17,4.17,8.71,7.62,7.54,9.08,4.33,10.5
"824",63,4,4,12.71,9.04,16.83,8.83,10.88,9,13,10.54,9.79,13.67,13.33,20.71
"825",63,4,5,13.08,12.46,29.04,11.83,12.12,11.25,20.04,14.75,12.04,17.71,19.29,23.21
"826",63,4,6,13.5,11.42,25.25,12.83,15.92,16,20.5,19.95,17.62,18.25,21.75,32.96
"827",63,4,7,16.25,13.79,22.75,11.92,16.38,16.38,18.5,18.16,17.04,15.21,16.92,26.25
"828",63,4,8,9.83,9.46,12.25,5.96,11.08,7.92,10.41,12.5,11.04,12.42,10.5,20.38
"829",63,4,9,16.46,11.79,15.21,7.29,9.96,12.21,11.67,13.7,12.33,12.5,12.92,20.91
"830",63,4,10,4.75,4.42,13.59,5.25,7.83,6.79,7.25,8,6.34,8.54,11.38,8.83
"831",63,4,11,16.21,13.37,9.29,8.46,13.75,10.29,9.54,12.83,11.25,9.29,16.83,16.46
"832",63,4,12,11.12,10.13,11.79,8.38,13.13,11,16,12.08,12.71,16,19.62,24.79
"833",63,4,13,15.09,11.29,16.38,8.75,13.88,13.54,15.21,12.67,12.38,15.46,15.87,21.79
"834",63,4,14,19.12,15.54,18.96,11.04,15.16,13.33,16.46,11.29,11.54,13.79,13.7,14.75
"835",63,4,15,6.79,7.25,9.04,5.46,9.25,5.5,8.87,5.29,6.34,5.63,7.58,10.46
"836",63,4,16,15.54,15.71,14.62,8.92,14.25,10.63,9.67,13.83,10.29,13.7,20.46,16.38
"837",63,4,17,11.04,10.83,9.79,6.83,10.96,7.96,8,12.71,8.21,12.08,18.91,13.5
"838",63,4,18,5.66,5.21,9.42,4.67,9.29,7.75,9.92,9.13,8.79,8.29,11.29,11.29
"839",63,4,19,9.08,10.75,8.79,6.67,12.42,8.87,9.5,8.42,7.17,8.92,9.08,10.21
"840",63,4,20,25.5,20.67,24.87,17.04,22,17.71,21.54,19.29,17,19.67,17.92,22.63
"841",63,4,21,27.08,18.88,23.75,16.54,18.66,15.16,19.58,17.75,16.42,21.84,20.3,24.62
"842",63,4,22,14.09,12.42,15.12,10.29,14.54,12.21,13.42,13.13,12.42,15.67,16.83,13.7
"843",63,4,23,9.87,11.67,7.25,5.63,11.87,8.42,6,8.71,8.25,10,9.67,10.63
"844",63,4,24,8.54,3.54,5.04,5.79,9,7.25,6.67,8.83,7.46,8.87,10,9.67
"845",63,4,25,4.25,6,4.92,2.75,4,2,4.83,2.04,2.83,3.83,8.58,6.92
"846",63,4,26,5.09,8.87,8.38,5.88,6.79,6.96,5.71,8.29,5.83,6.21,15.09,8.83
"847",63,4,27,5.37,6.29,10.13,4,6.67,7.5,12.12,10.67,9.13,10.46,15.21,15.63
"848",63,4,28,5.88,6.5,10.21,5.54,8.96,8.04,11.42,7.54,10.46,8.92,12,12.71
"849",63,4,29,11.79,9.08,8.75,7.83,13.08,9.13,11.75,10.92,10.08,11.67,11.96,15.21
"850",63,4,30,12.83,10.83,12.46,7.67,12.54,10.75,12.33,11.58,10.75,12.08,14.5,16.08
"851",63,5,1,18.79,14.17,13.59,11.63,14.17,11.96,14.46,12.46,12.87,13.96,15.29,21.62
"852",63,5,2,18,13.75,11.83,12,16.5,12.54,15.37,13.96,12.75,12.87,15.83,20.58
"853",63,5,3,16.13,9.59,10.29,10,13.46,9.59,12.96,10.17,11.12,12.54,14.37,13.04
"854",63,5,4,13.88,12.21,12.58,8.38,14.42,11.63,13.37,13.88,12.46,12.71,17.96,18.21
"855",63,5,5,12.42,12.25,9.71,10.37,14.75,12,14.96,12.5,12.67,12.67,16.38,18.38
"856",63,5,6,12.38,11.58,12.29,8.25,12.58,9.46,13.67,11.67,10.13,12.62,17.71,15.54
"857",63,5,7,19.83,16.96,22.34,15.16,17.41,15.34,18.75,16.66,15.37,19.17,22.83,21
"858",63,5,8,14,12.87,15.37,7.87,15.04,10.83,11.67,14.29,11.83,14.46,18.54,19.55
"859",63,5,9,19.79,19.29,16.33,12.58,17.92,13.13,13.88,12.79,12.92,12.62,15.16,14.96
"860",63,5,10,30.91,18.21,21.12,19.62,26.2,18.38,23.09,17.37,20.08,17.37,20.25,22.21
"861",63,5,11,11.17,10.34,13.37,8.38,11.08,9.59,12.25,10.83,10.75,11.67,16.66,15.79
"862",63,5,12,23.75,22.17,23.09,13.42,21.92,16,15.59,23,15.34,20.88,32.91,24.54
"863",63,5,13,20.62,18.91,17.04,12.75,24.67,18.34,20.33,21.54,17.62,20.38,26.42,28.01
"864",63,5,14,13.29,10.75,10.25,7.04,12.62,8.58,13.42,11.87,11.46,12.04,15.75,18.29
"865",63,5,15,10.21,7.5,8.17,6.34,10.46,8.08,12.83,8.63,10.88,10.88,12.87,15.59
"866",63,5,16,8.08,9.13,9.59,6.58,11,8.83,14.42,10.08,10.67,12.29,13.7,13.62
"867",63,5,17,9.59,8.21,9.92,7.08,13.13,10,13.96,11.08,13,12.58,16.04,20.54
"868",63,5,18,17.79,12.96,13,11.42,17.75,14.33,19.33,16.79,17.04,18.12,18.63,24.21
"869",63,5,19,10.5,9.33,9.71,6.5,11.17,8.29,11.38,8.71,9.42,8.83,11.79,12.54
"870",63,5,20,16,13.5,15.41,9.21,16.88,12.33,14.5,10.96,11.75,10.04,13.33,12.92
"871",63,5,21,12.54,12.83,11.04,5.29,13.37,7.83,7.21,9.79,8.63,10.46,13.46,15.92
"872",63,5,22,8.87,6.83,9.87,5.17,7.58,6,7.62,5.17,6.87,6.04,8.71,8.17
"873",63,5,23,5.25,10.46,5.13,4.12,9.59,6.29,7,6.54,6.38,5.79,13.04,8.04
"874",63,5,24,9.59,9.21,6.17,3.88,10.54,5.29,4.96,6.29,5.33,5.04,7.54,8.96
"875",63,5,25,8.38,8.12,12.33,7.29,8.63,8.04,8.38,8.04,6.71,7.58,14.54,7.29
"876",63,5,26,11.63,8.58,8.12,6.71,9.71,7.38,9.29,9.62,9.17,11.04,12.38,12.75
"877",63,5,27,8.21,2.92,10.04,3.71,3.42,1.87,5.13,1.71,3.17,2.67,5.83,4.92
"878",63,5,28,3.63,5.91,13.83,4.63,7.75,3.71,5.63,5.17,3.67,4.21,5.04,1.75
"879",63,5,29,7.12,7.62,21.5,7.83,10.08,7.41,10.92,7.12,8.75,7.25,12.21,4.75
"880",63,5,30,4.88,2.96,17.25,4.67,5.96,6.71,8.25,7.62,7.83,7.54,7.96,11.12
"881",63,5,31,2.04,2.21,9.04,2.88,2.67,2.17,6.13,3.58,6.46,6.92,4.96,9.42
"882",63,6,1,13.37,6.87,12,8.5,10.04,9.42,10.92,12.96,11.79,11.04,10.92,13.67
"883",63,6,2,17.62,8.79,20.62,8.63,11.38,10.75,14.46,13.7,13.7,11.79,12.83,16.46
"884",63,6,3,19.04,9.17,24.13,11.54,12.12,13.04,17.67,14.5,14,11.63,14.09,11.75
"885",63,6,4,8.96,7.17,21.92,7.04,8.79,8.79,9.79,9.08,8.58,7.79,11.21,4.96
"886",63,6,5,3.37,4.75,16.83,2.21,3.54,3.88,6,7,6.21,7.08,12.08,7
"887",63,6,6,4.04,3.08,4,3.71,4.54,2.54,6.29,6.08,7,9.21,6.79,13.46
"888",63,6,7,6.34,8.04,4.63,4.5,6.96,2.92,3.58,4.25,3.54,4.67,5.71,10.96
"889",63,6,8,7.17,7.83,3.67,2.58,7.62,4.17,4.25,5.91,4.83,4.83,5.17,3.33
"890",63,6,9,6.75,3.37,13.25,3.58,4.25,4.38,8.38,7.96,8.42,7.5,6.96,5.96
"891",63,6,10,7.58,4.58,8.87,3.58,6.54,4.08,5.75,7.58,7.79,7.21,7.87,6.67
"892",63,6,11,4.12,3.75,7.87,1.21,5.09,2.92,2.92,4.04,4.25,5.09,6.83,4.63
"893",63,6,12,6.08,4.92,4.42,2.25,5.5,2.21,4.25,4.08,4.38,4.04,8.63,5.63
"894",63,6,13,10,3.13,4.17,5.54,5.91,3.67,4.92,3.96,4.67,8.38,5.71,5.41
"895",63,6,14,7.62,3.21,3.75,2.62,5.13,2.42,4.83,2.79,4.54,2.88,5.79,2.79
"896",63,6,15,8.92,8.08,8.04,4.5,9.13,6.58,7.17,11.46,7.67,10.54,14.17,11.87
"897",63,6,16,5.46,6.63,7.33,4.92,7.5,5.58,8.29,6.71,6.75,6.5,10.25,13.21
"898",63,6,17,10.25,10.58,11.83,5.83,8.75,4.92,5.88,8.87,4.46,7.71,13,8.25
"899",63,6,18,20.75,14.46,15.34,12.96,20.83,15.29,17.83,17.54,17.5,16.92,21.17,18.54
"900",63,6,19,7.04,7.67,7.33,5.04,8.54,5.17,8.92,7.5,6.5,8.75,11.12,12.79
"901",63,6,20,11.38,11.67,13,7.62,13.17,9.5,8.67,12.46,10.21,13.25,17.67,13.25
"902",63,6,21,14.54,10,15.34,6.5,11.71,8.79,10.34,10.41,10.96,10.96,13.7,16.08
"903",63,6,22,10,9.62,9.17,8.92,13.79,9.92,11.83,10.67,10.25,9.38,14.17,12.71
"904",63,6,23,15.59,14,14.83,7.96,15.04,10.75,11.87,13,9.83,12.71,17.96,16.25
"905",63,6,24,14.04,11.54,16.38,8,16.96,11.67,12.04,10.13,10.79,11.92,13.46,11.54
"906",63,6,25,9.83,9.25,8.96,6.42,14.5,8.63,8.17,10.79,8.17,8.54,13.37,11.92
"907",63,6,26,13.17,10.71,10.83,9.17,14.83,9.59,12.71,11.63,10.67,11.54,14.09,12.71
"908",63,6,27,13.7,12.17,11.79,8.83,13.42,9.75,13.04,13.25,10.92,14.58,14.88,24.25
"909",63,6,28,16.25,13.13,16.04,9.83,15.29,9,12.17,14.25,10.25,13.5,18.88,20.67
"910",63,6,29,15.09,14.04,15.21,10.54,14.58,9,13.5,15.04,11.5,15.54,20.96,18.75
"911",63,6,30,10.63,10.83,19,8.08,8.83,7.25,11.58,10.08,7.38,12.08,13.5,5.29
"912",63,7,1,3.83,5.5,8.5,4.12,6.79,4.04,8.54,8.25,8.04,9,10.75,10.83
"913",63,7,2,5.21,1.13,5.96,4.33,5.88,4.12,5.09,8.46,8,8.71,9.79,16.83
"914",63,7,3,2,2.17,8.25,2.58,4.83,3.13,6.46,5.96,6.34,6,6,9
"915",63,7,4,2.37,2.42,7.79,2.62,3.04,3.17,8.5,6.29,5.17,8.29,6.54,13.79
"916",63,7,5,2.67,2.08,7.46,1.92,3.04,2.88,5.17,5.41,4.67,6.04,7.33,7.29
"917",63,7,6,4.04,5.41,2.83,2.17,4.5,2.79,2.67,6.75,3.33,6.34,10.71,5.17
"918",63,7,7,7,7.83,5.83,4.88,5.17,4.5,6.46,7.75,5.54,7.12,9.46,11.21
"919",63,7,8,7.96,7.41,7.67,5.29,8.63,7,10.92,10.71,9.67,9.25,11.42,15.83
"920",63,7,9,8.38,8.46,9.5,8.21,12.71,9.87,13.96,11.96,10.17,10,12.67,13.21
"921",63,7,10,9.04,7.83,6.21,5.04,8.96,4.88,8.17,7.08,6.79,7.71,8,9.17
"922",63,7,11,6.67,5,7.12,3.13,7.87,2.58,4.46,4.12,2.79,3.21,3.71,5.79
"923",63,7,12,3.08,5.96,4.25,2.79,5.46,3.37,4.79,5.75,4.75,6.58,7.92,6.46
"924",63,7,13,10.37,7.96,7.54,5.17,7.21,3.83,5.54,6.42,4,4.71,9.04,5.83
"925",63,7,14,19.46,17.21,19.33,13.5,15.63,12.62,14.71,19.29,12.33,15.83,23.42,18.5
"926",63,7,15,12.62,10.79,15.87,7.83,11.96,9.08,12.04,10.83,8.75,11.17,14.29,10.58
"927",63,7,16,8.87,9.17,7.21,6.04,10.29,7,10.29,9.5,8.75,8.67,12.5,13.29
"928",63,7,17,11.75,10.63,10.92,6.25,10.58,7.58,9.75,10.5,7.71,11.92,12.5,15.04
"929",63,7,18,8,6.46,9.04,4.83,7.21,4.88,6.5,8.5,5.21,5.79,12.96,9.08
"930",63,7,19,7.04,5.37,9.42,5.09,11.12,6.54,10.04,7.92,8.54,10.25,9.96,14.54
"931",63,7,20,3.96,5.54,5.75,3.88,8.71,4.58,6.5,6.17,4.17,6.13,9.75,9.33
"932",63,7,21,5.13,8.46,5.17,6.75,8.54,6.13,7.29,11.46,6.54,9.79,16.79,13.33
"933",63,7,22,3.88,2.08,3.67,1.67,4.08,1.5,6.5,3.46,3.88,4.83,4.75,5.88
"934",63,7,23,12.29,10.67,12.79,8.83,9.96,7.12,7.87,7.62,7.58,9.46,8.46,7.67
"935",63,7,24,14.79,11.83,10.63,8.67,13.88,9.33,11.17,12.21,9.62,11.79,12.87,15.83
"936",63,7,25,15.12,10.75,8.96,7.71,11.71,8.42,11,10.75,10.37,11,13.88,15.54
"937",63,7,26,4.75,6.13,4,3,7.29,2.92,6.5,5.91,4.58,5.63,11.58,7.62
"938",63,7,27,5.75,10.75,6.58,6.08,10.79,7.96,5.5,10.21,7.21,10.92,19.67,10.08
"939",63,7,28,5.75,8.38,2.83,4.12,9.96,5,5.91,7.83,5.66,7.67,12.38,7.58
"940",63,7,29,7.75,12.33,5.54,6.75,11.75,8.29,8.21,11.34,7.75,10.79,19.7,12.96
"941",63,7,30,5.09,12.83,3.08,5.91,9.17,6.83,4.33,9.87,6.54,7.54,16.88,9.79
"942",63,7,31,5,8.79,3.5,3.92,9.75,3.42,4.33,9.75,4.46,4.88,7.87,9
"943",63,8,1,10.21,7.83,13.7,5.37,11.67,5,5.41,11.25,5.66,5.37,13.37,3.67
"944",63,8,2,7.58,7.46,18.25,6.08,9.62,5,4.08,8.17,5.41,5.66,11.42,6.96
"945",63,8,3,5.75,3.29,8.96,3.29,6.38,2.29,2.62,1.79,2.21,3.04,3.79,2.25
"946",63,8,4,7,6.5,4.79,2.37,5.91,1.87,3.13,3.5,3.67,4.29,8.71,3.71
