"","x","y","depth","coast","area"
"874",531500,5984000,41,126,1
"875",536500,5984000,43,122,1
"876",541500,5984000,44,118,1
"877",546500,5984000,45,115,1
"878",551500,5984000,45,112,1
"879",556500,5984000,45,108,1
"880",561500,5984000,45,105,1
"881",566500,5984000,44,102,1
"882",571500,5984000,44,99,1
"883",576500,5984000,44,95,1
"884",581500,5984000,43,92,1
"885",586500,5984000,43,88,1
"886",591500,5984000,43,85,1
"887",596500,5984000,43,82,1
"888",601500,5984000,43,79,1
"889",606500,5984000,42,76,1
"890",611500,5984000,42,73,1
"891",616500,5984000,40,71,1
"892",621500,5984000,40,69,1
"893",626500,5984000,39,68,1
"894",631500,5984000,38,66,1
"895",636500,5984000,38,65,1
"896",641500,5984000,37,63,1
"897",646500,5984000,37,62,1
"898",651500,5984000,36,60,1
"899",656500,5984000,36,59,1
"900",661500,5984000,35,57,1
"901",666500,5984000,35,56,1
"902",671500,5984000,34,56,1
"903",676500,5984000,33,56,1
"904",681500,5984000,33,56,2
"905",686500,5984000,32,56,1
"906",691500,5984000,32,54,1
"907",696500,5984000,30,52,1
"908",701500,5984000,30,51,2
"909",491500,5979000,44,154,1
"910",496500,5979000,57,151,1
"911",501500,5979000,50,146,1
"912",506500,5979000,36,142,1
"913",511500,5979000,35,138,1
"914",516500,5979000,38,134,1
"915",521500,5979000,40,130,1
"916",526500,5979000,40,126,1
"917",531500,5979000,40,122,1
"918",536500,5979000,41,119,1
"919",541500,5979000,42,115,1
"920",546500,5979000,42,111,1
"921",551500,5979000,43,108,1
"922",556500,5979000,43,105,1
"923",561500,5979000,42,101,1
"924",566500,5979000,41,98,1
"925",571500,5979000,41,95,1
"926",576500,5979000,42,92,1
"927",581500,5979000,42,88,1
"928",586500,5979000,42,85,1
"929",591500,5979000,42,81,1
"930",596500,5979000,42,78,1
"931",601500,5979000,41,75,1
"932",606500,5979000,41,72,1
"933",611500,5979000,40,69,1
"934",616500,5979000,40,67,1
"935",621500,5979000,39,65,1
"936",626500,5979000,38,63,1
"937",631500,5979000,38,62,1
"938",636500,5979000,37,60,1
"939",641500,5979000,36,59,1
"940",646500,5979000,36,57,1
"941",651500,5979000,35,55,1
"942",656500,5979000,34,54,1
"943",661500,5979000,34,53,1
"944",666500,5979000,33,52,1
"945",671500,5979000,32,51,1
"946",676500,5979000,32,51,1
"947",681500,5979000,31,51,2
"948",686500,5979000,31,51,2
"949",691500,5979000,31,49,1
"950",696500,5979000,30,48,2
"951",701500,5979000,30,47,2
"952",706500,5979000,30,45,2
"953",496500,5974000,38,148,1
"954",501500,5974000,55,144,1
"955",506500,5974000,50,139,1
"956",511500,5974000,42,135,1
"957",516500,5974000,40,131,1
"958",521500,5974000,40,127,1
"959",526500,5974000,40,123,1
"960",531500,5974000,40,119,1
"961",536500,5974000,39,115,1
"962",541500,5974000,38,112,1
"963",546500,5974000,38,108,1
"964",551500,5974000,39,104,1
"965",556500,5974000,40,101,1
"966",561500,5974000,40,97,1
"967",566500,5974000,40,94,1
"968",571500,5974000,40,91,1
"969",576500,5974000,40,88,1
"970",581500,5974000,40,85,1
"971",586500,5974000,41,81,1
"972",591500,5974000,41,77,1
"973",596500,5974000,41,74,1
"974",601500,5974000,40,71,1
"975",606500,5974000,40,68,1
"976",611500,5974000,39,65,1
"977",616500,5974000,39,62,1
"978",621500,5974000,38,60,1
"979",626500,5974000,37,58,1
"980",631500,5974000,37,57,1
"981",636500,5974000,36,55,1
"982",641500,5974000,35,54,1
"983",646500,5974000,34,52,1
"984",651500,5974000,33,51,1
"985",656500,5974000,32,49,1
"986",661500,5974000,32,48,1
"987",666500,5974000,31,47,1
"988",671500,5974000,31,46,1
"989",676500,5974000,30,46,2
"990",681500,5974000,30,46,2
"991",686500,5974000,30,46,2
"992",691500,5974000,30,45,2
"993",696500,5974000,30,43,2
"994",701500,5974000,30,42,2
"995",706500,5974000,28,41,2
"996",711500,5974000,29,39,2
"997",496500,5969000,32,146,1
"998",501500,5969000,38,141,1
"999",506500,5969000,54,137,1
"1000",511500,5969000,49,133,1
"1001",516500,5969000,42,128,1
"1002",521500,5969000,40,124,1
"1003",526500,5969000,38,120,1
"1004",531500,5969000,36,116,1
"1005",536500,5969000,35,112,1
"1006",541500,5969000,35,108,1
"1007",546500,5969000,35,104,1
"1008",551500,5969000,37,101,1
"1009",556500,5969000,39,97,1
"1010",561500,5969000,39,94,1
"1011",566500,5969000,40,90,1
"1012",571500,5969000,40,87,1
"1013",576500,5969000,40,84,1
"1014",581500,5969000,40,81,1
"1015",586500,5969000,40,78,1
"1016",591500,5969000,40,74,1
"1017",596500,5969000,40,70,1
"1018",601500,5969000,39,67,1
"1019",606500,5969000,39,64,1
"1020",611500,5969000,38,61,1
"1021",616500,5969000,38,58,1
"1022",621500,5969000,37,56,1
"1023",626500,5969000,37,54,1
"1024",631500,5969000,36,52,1
"1025",636500,5969000,35,51,1
"1026",641500,5969000,34,49,1
"1027",646500,5969000,33,47,1
"1028",651500,5969000,32,46,1
"1029",656500,5969000,31,45,2
"1030",661500,5969000,30,43,2
"1031",666500,5969000,30,42,2
"1032",671500,5969000,30,41,2
"1033",676500,5969000,30,41,2
"1034",681500,5969000,29,41,2
"1035",686500,5969000,30,41,2
"1036",691500,5969000,30,40,2
"1037",696500,5969000,30,38,2
"1038",701500,5969000,28,37,2
"1039",706500,5969000,27,36,2
"1040",711500,5969000,27,34,2
"1041",496500,5964000,37,143,1
"1042",501500,5964000,38,139,1
"1043",506500,5964000,46,134,1
"1044",511500,5964000,45,130,1
"1045",516500,5964000,40,126,1
"1046",521500,5964000,39,121,1
"1047",526500,5964000,35,117,1
"1048",531500,5964000,35,113,1
"1049",536500,5964000,35,109,1
"1050",541500,5964000,35,105,1
"1051",546500,5964000,35,101,1
"1052",551500,5964000,37,97,1
"1053",556500,5964000,38,94,1
"1054",561500,5964000,38,90,1
"1055",566500,5964000,39,87,1
"1056",571500,5964000,40,83,1
"1057",576500,5964000,40,80,1
"1058",581500,5964000,40,77,1
"1059",586500,5964000,40,74,1
"1060",591500,5964000,40,71,1
"1061",596500,5964000,39,67,1
"1062",601500,5964000,38,63,1
"1063",606500,5964000,38,60,1
"1064",611500,5964000,37,57,1
"1065",616500,5964000,37,54,1
"1066",621500,5964000,37,51,1
"1067",626500,5964000,36,49,1
"1068",631500,5964000,35,47,1
"1069",636500,5964000,34,46,1
"1070",641500,5964000,33,45,1
"1071",646500,5964000,31,43,2
"1072",651500,5964000,30,41,2
"1073",656500,5964000,30,40,2
"1074",661500,5964000,30,38,2
"1075",666500,5964000,30,37,2
"1076",671500,5964000,30,36,2
"1077",676500,5964000,28,36,2
"1078",681500,5964000,26,36,2
"1079",686500,5964000,26,36,2
"1080",691500,5964000,27,35,2
"1081",696500,5964000,28,33,2
"1082",701500,5964000,27,32,2
"1083",706500,5964000,26,31,2
"1084",711500,5964000,26,30,2
"1085",716500,5964000,24,27,2
"1086",496500,5959000,43,141,1
"1087",501500,5959000,42,137,1
"1088",506500,5959000,44,132,1
"1089",511500,5959000,42,128,1
"1090",516500,5959000,40,123,1
"1091",521500,5959000,39,119,1
"1092",526500,5959000,36,115,1
"1093",531500,5959000,35,110,1
"1094",536500,5959000,35,106,1
"1095",541500,5959000,35,102,1
"1096",546500,5959000,35,98,1
"1097",551500,5959000,36,94,1
"1098",556500,5959000,37,90,1
"1099",561500,5959000,38,87,1
"1100",566500,5959000,38,83,1
"1101",571500,5959000,39,80,1
"1102",576500,5959000,40,76,1
"1103",581500,5959000,40,73,1
"1104",586500,5959000,39,70,1
"1105",591500,5959000,38,67,1
"1106",596500,5959000,38,64,1
"1107",601500,5959000,37,60,1
"1108",606500,5959000,37,56,1
"1109",611500,5959000,36,53,1
"1110",616500,5959000,36,50,1
"1111",621500,5959000,36,47,1
"1112",626500,5959000,35,44,1
"1113",631500,5959000,34,42,1
"1114",636500,5959000,33,41,1
"1115",641500,5959000,31,40,1
"1116",646500,5959000,30,38,1
"1117",651500,5959000,30,36,2
"1118",656500,5959000,30,35,2
"1119",661500,5959000,28,34,2
"1120",666500,5959000,28,32,2
"1121",671500,5959000,28,31,2
"1122",676500,5959000,26,31,2
"1123",681500,5959000,25,31,2
"1124",686500,5959000,25,31,2
"1125",691500,5959000,26,30,2
"1126",696500,5959000,26,29,2
"1127",701500,5959000,26,27,2
"1128",706500,5959000,25,26,2
"1129",711500,5959000,25,25,2
"1130",716500,5959000,24,23,2
"1131",496500,5954000,36,138,1
"1132",501500,5954000,39,134,1
"1133",506500,5954000,40,130,1
"1134",511500,5954000,41,125,1
"1135",516500,5954000,40,121,1
"1136",521500,5954000,40,116,1
"1137",526500,5954000,39,112,1
"1138",531500,5954000,36,108,1
"1139",536500,5954000,35,103,1
"1140",541500,5954000,35,99,1
"1141",546500,5954000,35,95,1
"1142",551500,5954000,35,91,1
"1143",556500,5954000,36,87,1
"1144",561500,5954000,37,83,1
"1145",566500,5954000,38,80,1
"1146",571500,5954000,38,76,1
"1147",576500,5954000,38,73,1
"1148",581500,5954000,38,69,1
"1149",586500,5954000,38,66,1
"1150",591500,5954000,37,63,1
"1151",596500,5954000,37,60,1
"1152",601500,5954000,36,57,1
"1153",606500,5954000,36,53,1
"1154",611500,5954000,35,49,1
"1155",616500,5954000,35,46,1
"1156",621500,5954000,34,43,1
"1157",626500,5954000,33,40,2
"1158",631500,5954000,32,38,2
"1159",636500,5954000,31,36,1
"1160",641500,5954000,30,35,2
"1161",646500,5954000,30,33,2
"1162",651500,5954000,30,32,2
"1163",656500,5954000,30,30,2
"1164",661500,5954000,27,29,2
"1165",666500,5954000,25,27,2
"1166",671500,5954000,25,26,2
"1167",676500,5954000,26,26,2
"1168",681500,5954000,26,26,2
"1169",686500,5954000,26,26,2
"1170",691500,5954000,26,25,2
"1171",696500,5954000,26,24,2
"1172",701500,5954000,25,22,2
"1173",706500,5954000,22,21,2
"1174",711500,5954000,21,21,2
"1175",716500,5954000,22,19,2
"1176",721500,5954000,21,16,2
"1177",501500,5949000,36,132,1
"1178",506500,5949000,37,128,1
"1179",511500,5949000,41,123,1
"1180",516500,5949000,41,119,1
"1181",521500,5949000,40,114,1
"1182",526500,5949000,39,110,1
"1183",531500,5949000,36,105,1
"1184",536500,5949000,35,101,1
"1185",541500,5949000,35,97,1
"1186",546500,5949000,35,92,1
"1187",551500,5949000,35,88,1
"1188",556500,5949000,35,84,1
"1189",561500,5949000,36,80,1
"1190",566500,5949000,37,76,1
"1191",571500,5949000,37,73,1
"1192",576500,5949000,37,69,1
"1193",581500,5949000,37,66,1
"1194",586500,5949000,37,62,1
"1195",591500,5949000,36,59,1
"1196",596500,5949000,36,56,1
"1197",601500,5949000,35,53,1
"1198",606500,5949000,34,50,1
"1199",611500,5949000,33,46,1
"1200",616500,5949000,32,42,2
"1201",621500,5949000,31,39,2
"1202",626500,5949000,31,36,2
"1203",631500,5949000,30,33,2
"1204",636500,5949000,29,31,2
"1205",641500,5949000,29,30,2
"1206",646500,5949000,28,29,2
"1207",651500,5949000,28,27,2
"1208",656500,5949000,28,25,2
"1209",661500,5949000,26,24,2
"1210",666500,5949000,26,23,2
"1211",671500,5949000,26,21,2
"1212",676500,5949000,26,21,2
"1213",681500,5949000,26,21,2
"1214",686500,5949000,26,21,2
"1215",691500,5949000,26,20,2
"1216",696500,5949000,26,19,2
"1217",701500,5949000,24,18,2
"1218",706500,5949000,21,16,2
"1219",711500,5949000,21,16,2
"1220",716500,5949000,21,15,3
"1221",721500,5949000,18,12,3
"1222",501500,5944000,36,130,1
"1223",506500,5944000,36,126,1
"1224",511500,5944000,39,121,1
"1225",516500,5944000,40,117,1
"1226",521500,5944000,39,112,1
"1227",526500,5944000,38,108,1
"1228",531500,5944000,36,103,1
"1229",536500,5944000,35,99,1
"1230",541500,5944000,35,94,1
"1231",546500,5944000,35,90,1
"1232",551500,5944000,35,85,1
"1233",556500,5944000,35,81,1
"1234",561500,5944000,35,77,1
"1235",566500,5944000,36,73,1
"1236",571500,5944000,36,69,1
"1237",576500,5944000,36,65,1
"1238",581500,5944000,36,62,1
"1239",586500,5944000,35,58,1
"1240",591500,5944000,34,55,1
"1241",596500,5944000,33,52,2
"1242",601500,5944000,32,49,1
"1243",606500,5944000,30,46,2
"1244",611500,5944000,30,43,2
"1245",616500,5944000,29,39,2
"1246",621500,5944000,28,35,2
"1247",626500,5944000,26,32,2
"1248",631500,5944000,26,29,2
"1249",636500,5944000,25,27,2
"1250",641500,5944000,25,25,2
"1251",646500,5944000,25,24,2
"1252",651500,5944000,25,22,2
"1253",656500,5944000,25,20,2
"1254",661500,5944000,24,19,2
"1255",666500,5944000,24,18,2
"1256",671500,5944000,24,16,2
"1257",676500,5944000,24,16,2
"1258",681500,5944000,24,17,2
"1259",686500,5944000,24,16,2
"1260",691500,5944000,24,16,2
"1261",696500,5944000,23,14,2
"1262",701500,5944000,22,13,2
"1263",706500,5944000,20,11,2
"1264",711500,5944000,19,11,3
"1265",716500,5944000,16,10,3
"1266",721500,5944000,12,8,3
"1267",726500,5944000,10,5,3
"1268",731500,5944000,9,4,3
"1269",736500,5944000,10,3,3
"1270",501500,5939000,36,128,1
"1271",506500,5939000,36,124,1
"1272",511500,5939000,37,119,1
"1273",516500,5939000,37,115,1
"1274",521500,5939000,37,110,1
"1275",526500,5939000,37,106,1
"1276",531500,5939000,35,101,1
"1277",536500,5939000,35,96,1
"1278",541500,5939000,35,92,1
"1279",546500,5939000,35,87,1
"1280",551500,5939000,35,83,1
"1281",556500,5939000,35,79,1
"1282",561500,5939000,35,74,2
"1283",566500,5939000,35,70,2
"1284",571500,5939000,34,66,1
"1285",576500,5939000,33,62,1
"1286",581500,5939000,32,58,1
"1287",586500,5939000,31,55,2
"1288",591500,5939000,29,51,2
"1289",596500,5939000,28,48,2
"1290",601500,5939000,26,45,2
"1291",606500,5939000,26,42,2
"1292",611500,5939000,26,39,2
"1293",616500,5939000,26,36,2
"1294",621500,5939000,25,32,2
"1295",626500,5939000,25,28,2
"1296",631500,5939000,24,25,2
"1297",636500,5939000,23,22,2
"1298",641500,5939000,22,20,2
"1299",646500,5939000,22,19,2
"1300",651500,5939000,22,18,2
"1301",656500,5939000,21,16,2
"1302",661500,5939000,21,14,2
"1303",666500,5939000,21,13,2
"1304",671500,5939000,22,11,2
"1305",676500,5939000,22,11,2
"1306",681500,5939000,22,12,2
"1307",686500,5939000,22,11,2
"1308",691500,5939000,21,11,2
"1309",696500,5939000,20,10,3
"1310",701500,5939000,17,8,3
"1311",706500,5939000,15,7,3
"1312",711500,5939000,12,6,3
"1313",716500,5939000,9,5,3
"1314",721500,5939000,6,4,3
"1315",726500,5939000,5,2,6
"1316",731500,5939000,4,1,3
"1317",501500,5934000,33,125,1
"1318",506500,5934000,34,121,1
"1319",511500,5934000,34,117,1
"1320",516500,5934000,35,112,1
"1321",521500,5934000,35,108,1
"1322",526500,5934000,35,104,1
"1323",531500,5934000,35,99,1
"1324",536500,5934000,34,94,1
"1325",541500,5934000,34,90,1
"1326",546500,5934000,34,85,1
"1327",551500,5934000,34,81,1
"1328",556500,5934000,33,76,2
"1329",561500,5934000,32,72,2
"1330",566500,5934000,32,67,2
"1331",571500,5934000,31,63,2
"1332",576500,5934000,30,59,2
"1333",581500,5934000,29,55,2
"1334",586500,5934000,26,51,2
"1335",591500,5934000,25,48,2
"1336",596500,5934000,25,44,2
"1337",601500,5934000,25,41,2
"1338",606500,5934000,25,38,2
"1339",611500,5934000,25,35,2
"1340",616500,5934000,25,32,2
"1341",621500,5934000,24,29,2
"1342",626500,5934000,24,25,2
"1343",631500,5934000,23,21,2
"1344",636500,5934000,22,18,2
"1345",641500,5934000,21,16,2
"1346",646500,5934000,21,14,2
"1347",651500,5934000,21,13,2
"1348",656500,5934000,20,11,2
"1349",661500,5934000,18,9,3
"1350",666500,5934000,18,8,3
"1351",671500,5934000,16,7,3
"1352",676500,5934000,16,6,3
"1353",681500,5934000,18,7,3
"1354",686500,5934000,18,6,3
"1355",691500,5934000,15,6,3
"1356",696500,5934000,11,5,3
"1357",701500,5934000,7,4,3
"1358",706500,5934000,5,2,3
"1359",711500,5934000,4,2,3
"1360",716500,5934000,4,1,3
"1361",501500,5929000,31,123,2
"1362",506500,5929000,32,119,2
"1363",511500,5929000,32,115,1
"1364",516500,5929000,32,110,1
"1365",521500,5929000,32,106,1
"1366",526500,5929000,32,101,1
"1367",531500,5929000,32,97,2
"1368",536500,5929000,31,92,2
"1369",541500,5929000,31,88,2
"1370",546500,5929000,31,83,2
"1371",551500,5929000,31,79,2
"1372",556500,5929000,30,74,2
"1373",561500,5929000,30,69,2
"1374",566500,5929000,30,65,2
"1375",571500,5929000,29,61,2
"1376",576500,5929000,28,56,2
"1377",581500,5929000,26,52,2
"1378",586500,5929000,25,48,2
"1379",591500,5929000,25,44,2
"1380",596500,5929000,25,41,2
"1381",601500,5929000,26,37,2
"1382",606500,5929000,26,34,2
"1383",611500,5929000,25,31,2
"1384",616500,5929000,24,28,2
"1385",621500,5929000,23,25,2
"1386",626500,5929000,23,22,2
"1387",631500,5929000,22,18,2
"1388",636500,5929000,21,14,2
"1389",641500,5929000,21,11,2
"1390",646500,5929000,21,9,2
"1391",651500,5929000,18,8,3
"1392",656500,5929000,16,7,3
"1393",661500,5929000,14,5,3
"1394",666500,5929000,9,3,3
"1395",671500,5929000,6,2,3
"1396",676500,5929000,5,2,3
"1397",681500,5929000,7,2,3
"1398",686500,5929000,7,2,3
"1399",691500,5929000,5,2,3
"1400",696500,5929000,4,1,3
"1401",501500,5924000,31,121,2
"1402",506500,5924000,31,117,2
"1403",511500,5924000,30,113,2
"1404",516500,5924000,30,108,2
"1405",521500,5924000,31,103,2
"1406",526500,5924000,31,99,2
"1407",531500,5924000,31,94,2
"1408",536500,5924000,30,90,2
"1409",541500,5924000,30,86,2
"1410",546500,5924000,29,81,2
"1411",551500,5924000,30,77,2
"1412",556500,5924000,29,72,2
"1413",561500,5924000,29,67,2
"1414",566500,5924000,29,63,2
"1415",571500,5924000,28,58,2
"1416",576500,5924000,26,54,2
"1417",581500,5924000,25,49,2
"1418",586500,5924000,25,45,2
"1419",591500,5924000,26,41,2
"1420",596500,5924000,26,37,2
"1421",601500,5924000,26,34,2
"1422",606500,5924000,25,30,2
"1423",611500,5924000,24,27,2
"1424",616500,5924000,23,24,2
"1425",621500,5924000,22,21,2
"1426",626500,5924000,22,18,2
"1427",631500,5924000,22,14,2
"1428",636500,5924000,21,11,2
"1429",641500,5924000,20,7,3
"1430",646500,5924000,16,5,3
"1431",651500,5924000,11,3,3
"1432",656500,5924000,8,2,11
"1433",661500,5924000,6,1,11
"1434",506500,5919000,30,115,2
"1435",511500,5919000,29,111,2
"1436",516500,5919000,29,106,2
"1437",521500,5919000,29,101,2
"1438",526500,5919000,31,97,2
"1439",531500,5919000,31,92,2
"1440",536500,5919000,30,88,2
"1441",541500,5919000,29,83,2
"1442",546500,5919000,28,79,2
"1443",551500,5919000,28,75,2
"1444",556500,5919000,28,70,2
"1445",561500,5919000,28,66,2
"1446",566500,5919000,28,61,2
"1447",571500,5919000,27,56,2
"1448",576500,5919000,26,52,2
"1449",581500,5919000,26,47,2
"1450",586500,5919000,26,43,2
"1451",591500,5919000,26,38,2
"1452",596500,5919000,26,34,2
"1453",601500,5919000,26,30,2
"1454",606500,5919000,26,27,2
"1455",611500,5919000,25,23,2
"1456",616500,5919000,23,20,2
"1457",621500,5919000,22,17,2
"1458",626500,5919000,21,14,2
"1459",631500,5919000,20,11,2
"1460",636500,5919000,16,7,3
"1461",641500,5919000,8,4,3
"1462",646500,5919000,5,1,3
"1463",506500,5914000,29,114,2
"1464",511500,5914000,27,109,2
"1465",516500,5914000,27,104,2
"1466",521500,5914000,28,100,2
"1467",526500,5914000,30,95,2
"1468",531500,5914000,31,90,2
"1469",536500,5914000,28,86,2
"1470",541500,5914000,28,81,2
"1471",546500,5914000,28,77,2
"1472",551500,5914000,27,72,2
"1473",556500,5914000,27,68,2
"1474",561500,5914000,27,63,2
"1475",566500,5914000,26,59,2
"1476",571500,5914000,26,54,2
"1477",576500,5914000,26,50,2
"1478",581500,5914000,26,45,2
"1479",586500,5914000,26,41,2
"1480",591500,5914000,26,36,2
"1481",596500,5914000,26,31,2
"1482",601500,5914000,26,27,2
"1483",606500,5914000,26,23,2
"1484",611500,5914000,26,19,2
"1485",616500,5914000,24,16,2
"1486",621500,5914000,22,13,2
"1487",626500,5914000,19,10,3
"1488",631500,5914000,14,7,3
"1489",636500,5914000,7,4,3
"1490",641500,5914000,4,1,3
"1491",506500,5909000,28,112,2
"1492",511500,5909000,27,108,2
"1493",516500,5909000,26,103,2
"1494",521500,5909000,27,98,2
"1495",526500,5909000,29,93,2
"1496",531500,5909000,29,89,2
"1497",536500,5909000,27,84,2
"1498",541500,5909000,27,79,2
"1499",546500,5909000,27,75,2
"1500",551500,5909000,26,70,2
"1501",556500,5909000,26,65,2
"1502",561500,5909000,26,61,2
"1503",566500,5909000,26,57,2
"1504",571500,5909000,26,52,2
"1505",576500,5909000,26,48,2
"1506",581500,5909000,26,43,2
"1507",586500,5909000,26,39,2
"1508",591500,5909000,26,34,2
"1509",596500,5909000,26,29,2
"1510",601500,5909000,26,25,2
"1511",606500,5909000,26,20,2
"1512",611500,5909000,26,16,2
"1513",616500,5909000,24,12,2
"1514",621500,5909000,20,9,3
"1515",626500,5909000,14,6,3
"1516",631500,5909000,9,3,3
"1517",636500,5909000,9,1,3
"1518",506500,5904000,27,111,2
"1519",511500,5904000,26,106,2
"1520",516500,5904000,26,102,2
"1521",521500,5904000,26,97,2
"1522",526500,5904000,27,92,2
"1523",531500,5904000,29,87,2
"1524",536500,5904000,26,82,2
"1525",541500,5904000,26,77,2
"1526",546500,5904000,26,73,2
"1527",551500,5904000,26,68,2
"1528",556500,5904000,26,63,2
"1529",561500,5904000,26,59,2
"1530",566500,5904000,26,54,2
"1531",571500,5904000,26,50,2
"1532",576500,5904000,26,45,2
"1533",581500,5904000,27,41,2
"1534",586500,5904000,27,37,2
"1535",591500,5904000,27,32,2
"1536",596500,5904000,27,28,2
"1537",601500,5904000,26,23,2
"1538",606500,5904000,26,18,2
"1539",611500,5904000,25,14,2
"1540",616500,5904000,22,9,2
"1541",621500,5904000,16,5,3
"1542",626500,5904000,10,3,3
"1543",506500,5899000,26,110,2
"1544",511500,5899000,26,105,2
"1545",516500,5899000,25,101,2
"1546",521500,5899000,25,96,2
"1547",526500,5899000,27,91,2
"1548",531500,5899000,28,86,2
"1549",536500,5899000,25,81,2
"1550",541500,5899000,25,76,2
"1551",546500,5899000,25,71,2
"1552",551500,5899000,25,66,2
"1553",556500,5899000,26,62,2
"1554",561500,5899000,26,57,2
"1555",566500,5899000,26,52,2
"1556",571500,5899000,27,48,2
"1557",576500,5899000,28,43,2
"1558",581500,5899000,29,39,2
"1559",586500,5899000,29,34,2
"1560",591500,5899000,29,30,2
"1561",596500,5899000,27,25,2
"1562",601500,5899000,26,21,2
"1563",606500,5899000,25,16,2
"1564",611500,5899000,23,12,2
"1565",616500,5899000,19,7,3
"1566",621500,5899000,9,3,3
"1567",506500,5894000,26,109,2
"1568",511500,5894000,25,105,2
"1569",516500,5894000,26,100,2
"1570",521500,5894000,27,95,2
"1571",526500,5894000,28,90,2
"1572",531500,5894000,27,85,2
"1573",536500,5894000,25,80,2
"1574",541500,5894000,25,75,2
"1575",546500,5894000,25,70,2
"1576",551500,5894000,25,65,2
"1577",556500,5894000,25,60,2
"1578",561500,5894000,26,55,2
"1579",566500,5894000,26,51,2
"1580",571500,5894000,28,46,2
"1581",576500,5894000,29,41,2
"1582",581500,5894000,30,36,2
"1583",586500,5894000,31,32,2
"1584",591500,5894000,29,27,2
"1585",596500,5894000,26,23,2
"1586",601500,5894000,24,19,2
"1587",606500,5894000,23,14,2
"1588",611500,5894000,21,10,3
"1589",616500,5894000,14,5,3
"1590",621500,5894000,6,2,3
"1591",511500,5889000,27,104,2
"1592",516500,5889000,28,99,2
"1593",521500,5889000,30,94,2
"1594",526500,5889000,30,89,2
"1595",531500,5889000,26,84,2
"1596",536500,5889000,25,79,2
"1597",541500,5889000,25,74,2
"1598",546500,5889000,25,69,2
"1599",551500,5889000,25,64,2
"1600",556500,5889000,25,59,2
"1601",561500,5889000,25,54,2
"1602",566500,5889000,26,50,2
"1603",571500,5889000,28,45,2
"1604",576500,5889000,29,40,2
"1605",581500,5889000,30,35,2
"1606",586500,5889000,31,30,2
"1607",591500,5889000,30,25,2
"1608",596500,5889000,26,21,2
"1609",601500,5889000,24,16,2
"1610",606500,5889000,21,12,2
"1611",611500,5889000,18,7,3
"1612",616500,5889000,10,3,3
"1613",511500,5884000,29,104,2
"1614",516500,5884000,30,99,2
"1615",521500,5884000,30,94,2
"1616",526500,5884000,28,89,2
"1617",531500,5884000,26,84,2
"1618",536500,5884000,25,79,2
"1619",541500,5884000,25,74,2
"1620",546500,5884000,25,69,2
"1621",551500,5884000,25,64,2
"1622",556500,5884000,25,59,2
"1623",561500,5884000,25,54,2
"1624",566500,5884000,25,49,2
"1625",571500,5884000,27,44,2
"1626",576500,5884000,28,39,2
"1627",581500,5884000,30,34,2
"1628",586500,5884000,31,29,2
"1629",591500,5884000,29,24,2
"1630",596500,5884000,26,19,2
"1631",601500,5884000,24,14,2
"1632",606500,5884000,21,10,2
"1633",611500,5884000,14,5,3
"1634",616500,5884000,6,2,3
"1635",511500,5879000,30,103,2
"1636",516500,5879000,30,98,2
"1637",521500,5879000,30,93,2
"1638",526500,5879000,28,88,2
"1639",531500,5879000,26,83,2
"1640",536500,5879000,25,78,2
"1641",541500,5879000,25,73,2
"1642",546500,5879000,25,68,2
"1643",551500,5879000,25,63,2
"1644",556500,5879000,25,58,2
"1645",561500,5879000,25,53,2
"1646",566500,5879000,25,48,2
"1647",571500,5879000,26,43,2
"1648",576500,5879000,28,38,2
"1649",581500,5879000,30,33,2
"1650",586500,5879000,31,28,2
"1651",591500,5879000,28,23,2
"1652",596500,5879000,26,18,2
"1653",601500,5879000,25,14,2
"1654",606500,5879000,21,9,3
"1655",611500,5879000,11,4,3
"1656",511500,5874000,28,103,2
"1657",516500,5874000,30,98,2
"1658",521500,5874000,30,93,2
"1659",526500,5874000,28,88,2
"1660",531500,5874000,25,83,2
"1661",536500,5874000,25,78,2
"1662",541500,5874000,25,73,2
"1663",546500,5874000,25,68,2
"1664",551500,5874000,26,63,2
"1665",556500,5874000,27,58,2
"1666",561500,5874000,25,53,2
"1667",566500,5874000,25,48,2
"1668",571500,5874000,25,43,2
"1669",576500,5874000,27,38,2
"1670",581500,5874000,30,33,2
"1671",586500,5874000,30,28,2
"1672",591500,5874000,27,23,2
"1673",596500,5874000,26,18,2
"1674",601500,5874000,25,13,2
"1675",606500,5874000,18,8,3
"1676",611500,5874000,6,3,3
"1677",511500,5869000,27,102,2
"1678",516500,5869000,30,97,2
"1679",521500,5869000,30,93,2
"1680",526500,5869000,29,88,2
"1681",531500,5869000,25,83,2
"1682",536500,5869000,25,78,2
"1683",541500,5869000,25,73,2
"1684",546500,5869000,25,68,2
"1685",551500,5869000,27,63,2
"1686",556500,5869000,26,58,2
"1687",561500,5869000,25,53,2
"1688",566500,5869000,25,49,2
"1689",571500,5869000,25,44,2
"1690",576500,5869000,26,39,2
"1691",581500,5869000,30,34,2
"1692",586500,5869000,28,29,2
"1693",591500,5869000,26,24,2
"1694",596500,5869000,24,19,2
"1695",601500,5869000,22,14,2
"1696",606500,5869000,13,9,3
"1697",611500,5869000,5,4,3
"1698",511500,5864000,28,100,2
"1699",516500,5864000,30,96,2
"1700",521500,5864000,30,91,2
"1701",526500,5864000,29,87,2
"1702",531500,5864000,25,82,2
"1703",536500,5864000,25,77,2
