"","R","G","B","opt"
"548",0.318856183,0.00757551051,0.637639537,"C"
"549",0.325150025,0.00691491734,0.639512001,"C"
"550",0.331425547,0.00626107379,0.641315649,"C"
"551",0.337683446,0.00561830889,0.643048936,"C"
"552",0.343924591,0.0049905308,0.644710195,"C"
"553",0.350149699,0.00438202557,0.646297711,"C"
"554",0.356359209,0.00379781761,0.647809772,"C"
"555",0.362553473,0.00324319591,0.649244641,"C"
"556",0.368732762,0.00272370721,0.650600561,"C"
"557",0.37489727,0.00224514897,0.651875762,"C"
"558",0.381047116,0.00181356205,0.653068467,"C"
"559",0.387182639,0.00143446923,0.654176761,"C"
"560",0.39330401,0.00111388259,0.655198755,"C"
"561",0.399410821,0.000859420809,0.656132835,"C"
"562",0.405502914,0.000678091517,0.656977276,"C"
"563",0.411580082,0.000577101735,0.65773038,"C"
"564",0.417642063,0.000563847476,0.658390492,"C"
"565",0.423688549,0.00064590278,0.658956004,"C"
"566",0.429719186,0.000831008207,0.659425363,"C"
"567",0.435733575,0.00112705875,0.659797077,"C"
"568",0.441732123,0.00153984779,0.660069009,"C"
"569",0.4477136,0.00207954744,0.660240367,"C"
"570",0.453677394,0.00275470302,0.660309966,"C"
"571",0.459622938,0.00357374415,0.660276655,"C"
"572",0.465549631,0.00454518084,0.660139383,"C"
"573",0.471456847,0.00567758762,0.65989721,"C"
"574",0.477343929,0.00697958743,0.659549311,"C"
"575",0.483210198,0.00845983494,0.659094989,"C"
"576",0.489054951,0.0101269996,0.658533677,"C"
"577",0.494877466,0.0119897486,0.657864946,"C"
"578",0.500677687,0.014055064,0.657087561,"C"
"579",0.506454143,0.0163333443,0.656202294,"C"
"580",0.512206035,0.0188332232,0.655209222,"C"
"581",0.51793258,0.0215631918,0.654108545,"C"
"582",0.52363299,0.0245316468,0.652900629,"C"
"583",0.529306474,0.0277468735,0.65158601,"C"
"584",0.534952244,0.03121703,0.650165396,"C"
"585",0.54056951,0.034950131,0.648639668,"C"
"586",0.546157494,0.0389540334,0.647009884,"C"
"587",0.551715423,0.0431364795,0.645277275,"C"
"588",0.557242538,0.0473307585,0.64344325,"C"
"589",0.562738096,0.0515448092,0.641509389,"C"
"590",0.568201372,0.0557776706,0.63947744,"C"
"591",0.573631859,0.0600281369,0.637348841,"C"
"592",0.579028682,0.0642955547,0.635126108,"C"
"593",0.584391137,0.0685790261,0.632811608,"C"
"594",0.589718606,0.0728775875,0.630407727,"C"
"595",0.595010505,0.0771902878,0.627916992,"C"
"596",0.600266283,0.0815161895,0.625342058,"C"
"597",0.605485428,0.0858543713,0.622685703,"C"
"598",0.610667469,0.0902039303,0.619950811,"C"
"599",0.615811974,0.0945639838,0.617140367,"C"
"600",0.620918555,0.0989336721,0.61425744,"C"
"601",0.625986869,0.10331216,0.611305174,"C"
"602",0.631016615,0.107698641,0.608286774,"C"
"603",0.636007543,0.112092335,0.605205491,"C"
"604",0.640959444,0.116492495,0.602064611,"C"
"605",0.645872158,0.120898405,0.598867442,"C"
"606",0.650745571,0.125309384,0.5956173,"C"
"607",0.655579615,0.129724785,0.592317494,"C"
"608",0.660374266,0.134143997,0.588971318,"C"
"609",0.665129493,0.138566428,0.585582301,"C"
"610",0.669845385,0.14299154,0.582153572,"C"
"611",0.67452206,0.147418835,0.578688247,"C"
"612",0.679159664,0.151847851,0.575189431,"C"
"613",0.683758384,0.156278163,0.571660158,"C"
"614",0.68831844,0.160709387,0.56810338,"C"
"615",0.692840088,0.165141174,0.564521958,"C"
"616",0.697323615,0.169573215,0.560918659,"C"
"617",0.701769334,0.174005236,0.557296144,"C"
"618",0.70617759,0.178437,0.55365697,"C"
"619",0.710548747,0.182868306,0.550003579,"C"
"620",0.714883195,0.187298986,0.546338299,"C"
"621",0.719181339,0.191728906,0.542663338,"C"
"622",0.723443604,0.196157962,0.538980786,"C"
"623",0.727670428,0.200586086,0.535292612,"C"
"624",0.731862231,0.205013174,0.531600995,"C"
"625",0.736019424,0.209439071,0.527908434,"C"
"626",0.740142557,0.213863965,0.524215533,"C"
"627",0.744232102,0.218287899,0.520523766,"C"
"628",0.748288533,0.222710942,0.516834495,"C"
"629",0.752312321,0.227133187,0.513148963,"C"
"630",0.756303937,0.231554749,0.509468305,"C"
"631",0.760263849,0.235975765,0.505793543,"C"
"632",0.764192516,0.240396394,0.502125599,"C"
"633",0.768090391,0.244816813,0.49846529,"C"
"634",0.771957916,0.24923722,0.494813338,"C"
"635",0.775795522,0.253657797,0.491170517,"C"
"636",0.779603614,0.258078397,0.487539124,"C"
"637",0.783382636,0.262499662,0.483917732,"C"
"638",0.787132978,0.266921859,0.480306702,"C"
"639",0.790855015,0.271345267,0.476706319,"C"
"640",0.794549101,0.275770179,0.473116798,"C"
"641",0.798215577,0.280196901,0.469538286,"C"
"642",0.801854758,0.28462575,0.465970871,"C"
"643",0.805466945,0.289057057,0.46241458,"C"
"644",0.809052419,0.293491117,0.458869577,"C"
"645",0.812611506,0.297927865,0.455337565,"C"
"646",0.816144382,0.30236813,0.451816385,"C"
"647",0.819651255,0.306812282,0.448305861,"C"
"648",0.823132309,0.311260703,0.444805781,"C"
"649",0.826587706,0.315713782,0.441315901,"C"
"650",0.830017584,0.320171913,0.437835947,"C"
"651",0.833422053,0.324635499,0.434365616,"C"
"652",0.836801237,0.329104836,0.430905052,"C"
"653",0.840155276,0.333580106,0.427454836,"C"
"654",0.843484103,0.338062109,0.424013059,"C"
"655",0.846787726,0.342551272,0.420579333,"C"
"656",0.850066132,0.347048028,0.417153264,"C"
"657",0.853319279,0.351552815,0.413734445,"C"
"658",0.856547103,0.356066072,0.410322469,"C"
"659",0.85974952,0.360588229,0.406916975,"C"
"660",0.862926559,0.365119408,0.403518809,"C"
"661",0.86607792,0.369660446,0.400126027,"C"
"662",0.869203436,0.374211795,0.396738211,"C"
"663",0.872302917,0.37877391,0.393354947,"C"
"664",0.875376149,0.383347243,0.389975832,"C"
"665",0.878422895,0.387932249,0.386600468,"C"
"666",0.881442916,0.392529339,0.383228622,"C"
"667",0.884435982,0.397138877,0.379860246,"C"
"668",0.887401682,0.401761511,0.376494232,"C"
"669",0.890339687,0.406397694,0.373130228,"C"
"670",0.893249647,0.411047871,0.369767893,"C"
"671",0.896131191,0.415712489,0.366406907,"C"
"672",0.898983931,0.420391986,0.363046965,"C"
"673",0.901807455,0.425086807,0.359687758,"C"
"674",0.904601295,0.429797442,0.356328796,"C"
"675",0.907364995,0.434524335,0.352969777,"C"
"676",0.910098088,0.439267908,0.349610469,"C"
"677",0.912800095,0.444028574,0.346250656,"C"
"678",0.915470518,0.448806744,0.342890148,"C"
"679",0.918108848,0.453602818,0.339528771,"C"
"680",0.920714383,0.45841742,0.336165582,"C"
"681",0.92328666,0.463250828,0.332800827,"C"
"682",0.925825146,0.468103387,0.329434512,"C"
"683",0.928329275,0.472975465,0.32606655,"C"
"684",0.930798469,0.47786742,0.322696876,"C"
"685",0.93323214,0.482779603,0.319325444,"C"
"686",0.935629684,0.487712357,0.315952211,"C"
"687",0.937990034,0.492666544,0.31257544,"C"
"688",0.940312939,0.497642038,0.309196628,"C"
"689",0.942597771,0.502639147,0.305815824,"C"
"690",0.944843893,0.507658169,0.302433101,"C"
"691",0.947050662,0.51269939,0.299048555,"C"
"692",0.949217427,0.517763087,0.295662308,"C"
"693",0.95134353,0.522849522,0.292274506,"C"
"694",0.953427725,0.52795955,0.288883445,"C"
"695",0.95546964,0.533093083,0.285490391,"C"
"696",0.95746877,0.538250172,0.282096149,"C"
"697",0.95942443,0.543431038,0.27870099,"C"
"698",0.96133593,0.54863589,0.275305214,"C"
"699",0.963202573,0.553864931,0.271909159,"C"
"700",0.965023656,0.559118349,0.2685132,"C"
"701",0.96679847,0.564396327,0.265117752,"C"
"702",0.968525639,0.569699633,0.261721488,"C"
"703",0.970204593,0.57502827,0.258325424,"C"
"704",0.971835007,0.580382015,0.254931256,"C"
"705",0.973416145,0.585761012,0.251539615,"C"
"706",0.974947262,0.591165394,0.2481512,"C"
"707",0.976427606,0.596595287,0.244766775,"C"
"708",0.977856416,0.602050811,0.241387186,"C"
"709",0.979232922,0.607532077,0.238013359,"C"
"710",0.980556344,0.61303919,0.234646316,"C"
"711",0.98182589,0.61857225,0.231287178,"C"
"712",0.983040742,0.624131362,0.227937141,"C"
"713",0.984198924,0.629717516,0.224595006,"C"
"714",0.98530076,0.635329876,0.221264889,"C"
"715",0.986345421,0.640968508,0.217948456,"C"
"716",0.987332067,0.646633475,0.214647532,"C"
"717",0.988259846,0.652324832,0.211364122,"C"
"718",0.989127893,0.65804263,0.208100426,"C"
"719",0.989935328,0.663786914,0.204858855,"C"
"720",0.990681261,0.66955772,0.201642049,"C"
"721",0.991364787,0.675355082,0.1984529,"C"
"722",0.99198499,0.681179025,0.195294567,"C"
"723",0.992540939,0.687029567,0.1921705,"C"
"724",0.993031693,0.692906719,0.189084459,"C"
"725",0.993456302,0.698810484,0.186040537,"C"
"726",0.993813802,0.704740854,0.18304318,"C"
"727",0.994103226,0.710697814,0.180097207,"C"
"728",0.994323596,0.716681336,0.177207826,"C"
"729",0.994473934,0.722691379,0.174380656,"C"
"730",0.99455326,0.72872789,0.171621733,"C"
"731",0.994560594,0.734790799,0.168937522,"C"
"732",0.994494964,0.74088002,0.166334918,"C"
"733",0.994355411,0.746995448,0.163821243,"C"
"734",0.994140989,0.753136955,0.161404226,"C"
"735",0.993850778,0.75930439,0.159091984,"C"
"736",0.99348219,0.765498551,0.156890625,"C"
"737",0.993033251,0.771719833,0.154807583,"C"
"738",0.992505214,0.777966775,0.152854862,"C"
"739",0.99189727,0.78423912,0.151041581,"C"
"740",0.99120868,0.790536569,0.149376885,"C"
"741",0.990438793,0.796858775,0.14786981,"C"
"742",0.989587065,0.803205337,0.146529128,"C"
"743",0.988647741,0.809578605,0.145357284,"C"
"744",0.987620557,0.815977942,0.144362644,"C"
"745",0.986509366,0.82240062,0.143556679,"C"
"746",0.985314198,0.82884598,0.142945116,"C"
"747",0.984031139,0.83531536,0.142528388,"C"
"748",0.98265282,0.84181173,0.142302653,"C"
"749",0.981190389,0.848328902,0.142278607,"C"
"750",0.979643637,0.854866468,0.142453425,"C"
"751",0.977994918,0.861432314,0.142808191,"C"
"752",0.976264977,0.868015998,0.143350944,"C"
"753",0.974443038,0.874622194,0.144061156,"C"
"754",0.972530009,0.881250063,0.144922913,"C"
"755",0.970532932,0.887896125,0.145918663,"C"
"756",0.968443477,0.894563989,0.147014438,"C"
"757",0.966271225,0.901249365,0.148179639,"C"
"758",0.964021057,0.907950379,0.149370428,"C"
"759",0.961681481,0.914672479,0.150520343,"C"
"760",0.959275646,0.921406537,0.151566019,"C"
"761",0.956808068,0.928152065,0.152409489,"C"
"762",0.954286813,0.93490773,0.152921158,"C"
"763",0.951726083,0.941670605,0.152925363,"C"
"764",0.949150533,0.9484349,0.152177604,"C"
"765",0.94660227,0.95518986,0.150327944,"C"
"766",0.944151742,0.961916487,0.146860789,"C"
"767",0.94189612,0.968589814,0.140955606,"C"
"768",0.940015097,0.975158357,0.131325517,"C"
"769",0.26700401,0.00487433,0.32941519,"D"
"770",0.26851048,0.00960483,0.33542652,"D"
"771",0.26994384,0.01462494,0.34137895,"D"
"772",0.27130489,0.01994186,0.34726862,"D"
"773",0.27259384,0.02556309,0.35309303,"D"
"774",0.27380934,0.03149748,0.35885256,"D"
"775",0.27495242,0.03775181,0.36454323,"D"
"776",0.27602238,0.04416723,0.37016418,"D"
"777",0.2770184,0.05034437,0.37571452,"D"
"778",0.27794143,0.05632444,0.38119074,"D"
"779",0.27879067,0.06214536,0.38659204,"D"
"780",0.2795655,0.06783587,0.39191723,"D"
"781",0.28026658,0.07341724,0.39716349,"D"
"782",0.28089358,0.07890703,0.40232944,"D"
"783",0.28144581,0.0843197,0.40741404,"D"
"784",0.28192358,0.08966622,0.41241521,"D"
"785",0.28232739,0.09495545,0.41733086,"D"
"786",0.28265633,0.10019576,0.42216032,"D"
"787",0.28291049,0.10539345,0.42690202,"D"
"788",0.28309095,0.11055307,0.43155375,"D"
"789",0.28319704,0.11567966,0.43611482,"D"
"790",0.28322882,0.12077701,0.44058404,"D"
"791",0.28318684,0.12584799,0.44496,"D"
"792",0.283072,0.13089477,0.44924127,"D"
"793",0.28288389,0.13592005,0.45342734,"D"
"794",0.28262297,0.14092556,0.45751726,"D"
"795",0.28229037,0.14591233,0.46150995,"D"
"796",0.28188676,0.15088147,0.46540474,"D"
"797",0.28141228,0.15583425,0.46920128,"D"
"798",0.28086773,0.16077132,0.47289909,"D"
"799",0.28025468,0.16569272,0.47649762,"D"
"800",0.27957399,0.17059884,0.47999675,"D"
"801",0.27882618,0.1754902,0.48339654,"D"
"802",0.27801236,0.18036684,0.48669702,"D"
"803",0.27713437,0.18522836,0.48989831,"D"
"804",0.27619376,0.19007447,0.49300074,"D"
"805",0.27519116,0.1949054,0.49600488,"D"
"806",0.27412802,0.19972086,0.49891131,"D"
"807",0.27300596,0.20452049,0.50172076,"D"
"808",0.27182812,0.20930306,0.50443413,"D"
"809",0.27059473,0.21406899,0.50705243,"D"
"810",0.26930756,0.21881782,0.50957678,"D"
"811",0.26796846,0.22354911,0.5120084,"D"
"812",0.26657984,0.2282621,0.5143487,"D"
"813",0.2651445,0.23295593,0.5165993,"D"
"814",0.2636632,0.23763078,0.51876163,"D"
"815",0.26213801,0.24228619,0.52083736,"D"
"816",0.26057103,0.2469217,0.52282822,"D"
"817",0.25896451,0.25153685,0.52473609,"D"
"818",0.25732244,0.2561304,0.52656332,"D"
"819",0.25564519,0.26070284,0.52831152,"D"
"820",0.25393498,0.26525384,0.52998273,"D"
"821",0.25219404,0.26978306,0.53157905,"D"
"822",0.25042462,0.27429024,0.53310261,"D"
"823",0.24862899,0.27877509,0.53455561,"D"
"824",0.2468114,0.28323662,0.53594093,"D"
"825",0.24497208,0.28767547,0.53726018,"D"
"826",0.24311324,0.29209154,0.53851561,"D"
"827",0.24123708,0.29648471,0.53970946,"D"
"828",0.23934575,0.30085494,0.54084398,"D"
"829",0.23744138,0.30520222,0.5419214,"D"
"830",0.23552606,0.30952657,0.54294396,"D"
"831",0.23360277,0.31382773,0.54391424,"D"
"832",0.2316735,0.3181058,0.54483444,"D"
"833",0.22973926,0.32236127,0.54570633,"D"
"834",0.22780192,0.32659432,0.546532,"D"
"835",0.2258633,0.33080515,0.54731353,"D"
"836",0.22392515,0.334994,0.54805291,"D"
"837",0.22198915,0.33916114,0.54875211,"D"
"838",0.22005691,0.34330688,0.54941304,"D"
"839",0.21812995,0.34743154,0.55003755,"D"
"840",0.21620971,0.35153548,0.55062743,"D"
"841",0.21429757,0.35561907,0.5511844,"D"
"842",0.21239477,0.35968273,0.55171011,"D"
"843",0.2105031,0.36372671,0.55220646,"D"
"844",0.20862342,0.36775151,0.55267486,"D"
"845",0.20675628,0.37175775,0.55311653,"D"
"846",0.20490257,0.37574589,0.55353282,"D"
"847",0.20306309,0.37971644,0.55392505,"D"
"848",0.20123854,0.38366989,0.55429441,"D"
"849",0.1994295,0.38760678,0.55464205,"D"
"850",0.1976365,0.39152762,0.55496905,"D"
"851",0.19585993,0.39543297,0.55527637,"D"
"852",0.19410009,0.39932336,0.55556494,"D"
"853",0.19235719,0.40319934,0.55583559,"D"
"854",0.19063135,0.40706148,0.55608907,"D"
"855",0.18892259,0.41091033,0.55632606,"D"
"856",0.18723083,0.41474645,0.55654717,"D"
"857",0.18555593,0.4185704,0.55675292,"D"
"858",0.18389763,0.42238275,0.55694377,"D"
"859",0.18225561,0.42618405,0.5571201,"D"
"860",0.18062949,0.42997486,0.55728221,"D"
"861",0.17901879,0.43375572,0.55743035,"D"
"862",0.17742298,0.4375272,0.55756466,"D"
"863",0.17584148,0.44128981,0.55768526,"D"
"864",0.17427363,0.4450441,0.55779216,"D"
"865",0.17271876,0.4487906,0.55788532,"D"
"866",0.17117615,0.4525298,0.55796464,"D"
"867",0.16964573,0.45626209,0.55803034,"D"
"868",0.16812641,0.45998802,0.55808199,"D"
"869",0.1666171,0.46370813,0.55811913,"D"
"870",0.16511703,0.4674229,0.55814141,"D"
"871",0.16362543,0.47113278,0.55814842,"D"
"872",0.16214155,0.47483821,0.55813967,"D"
"873",0.16066467,0.47853961,0.55811466,"D"
"874",0.15919413,0.4822374,0.5580728,"D"
"875",0.15772933,0.48593197,0.55801347,"D"
"876",0.15626973,0.4896237,0.557936,"D"
"877",0.15481488,0.49331293,0.55783967,"D"
"878",0.15336445,0.49700003,0.55772371,"D"
"879",0.1519182,0.50068529,0.55758733,"D"
"880",0.15047605,0.50436904,0.55742968,"D"
"881",0.14903918,0.50805136,0.5572505,"D"
"882",0.14760731,0.51173263,0.55704861,"D"
"883",0.14618026,0.51541316,0.55682271,"D"
"884",0.14475863,0.51909319,0.55657181,"D"
"885",0.14334327,0.52277292,0.55629491,"D"
"886",0.14193527,0.52645254,0.55599097,"D"
"887",0.14053599,0.53013219,0.55565893,"D"
"888",0.13914708,0.53381201,0.55529773,"D"
"889",0.13777048,0.53749213,0.55490625,"D"
"890",0.1364085,0.54117264,0.55448339,"D"
"891",0.13506561,0.54485335,0.55402906,"D"
"892",0.13374299,0.54853458,0.55354108,"D"
"893",0.13244401,0.55221637,0.55301828,"D"
"894",0.13117249,0.55589872,0.55245948,"D"
"895",0.1299327,0.55958162,0.55186354,"D"
"896",0.12872938,0.56326503,0.55122927,"D"
"897",0.12756771,0.56694891,0.55055551,"D"
"898",0.12645338,0.57063316,0.5498411,"D"
"899",0.12539383,0.57431754,0.54908564,"D"
"900",0.12439474,0.57800205,0.5482874,"D"
"901",0.12346281,0.58168661,0.54744498,"D"
"902",0.12260562,0.58537105,0.54655722,"D"
"903",0.12183122,0.58905521,0.54562298,"D"
"904",0.12114807,0.59273889,0.54464114,"D"
"905",0.12056501,0.59642187,0.54361058,"D"
"906",0.12009154,0.60010387,0.54253043,"D"
"907",0.11973756,0.60378459,0.54139999,"D"
"908",0.11951163,0.60746388,0.54021751,"D"
"909",0.11942341,0.61114146,0.53898192,"D"
"910",0.11948255,0.61481702,0.53769219,"D"
"911",0.11969858,0.61849025,0.53634733,"D"
"912",0.12008079,0.62216081,0.53494633,"D"
"913",0.12063824,0.62582833,0.53348834,"D"
"914",0.12137972,0.62949242,0.53197275,"D"
"915",0.12231244,0.63315277,0.53039808,"D"
"916",0.12344358,0.63680899,0.52876343,"D"
"917",0.12477953,0.64046069,0.52706792,"D"
"918",0.12632581,0.64410744,0.52531069,"D"
"919",0.12808703,0.64774881,0.52349092,"D"
"920",0.13006688,0.65138436,0.52160791,"D"
"921",0.13226797,0.65501363,0.51966086,"D"
"922",0.13469183,0.65863619,0.5176488,"D"
"923",0.13733921,0.66225157,0.51557101,"D"
"924",0.14020991,0.66585927,0.5134268,"D"
"925",0.14330291,0.66945881,0.51121549,"D"
"926",0.1466164,0.67304968,0.50893644,"D"
"927",0.15014782,0.67663139,0.5065889,"D"
"928",0.15389405,0.68020343,0.50417217,"D"
"929",0.15785146,0.68376525,0.50168574,"D"
"930",0.16201598,0.68731632,0.49912906,"D"
"931",0.1663832,0.69085611,0.49650163,"D"
"932",0.1709484,0.69438405,0.49380294,"D"
"933",0.17570671,0.6978996,0.49103252,"D"
"934",0.18065314,0.70140222,0.48818938,"D"
"935",0.18578266,0.70489133,0.48527326,"D"
"936",0.19109018,0.70836635,0.48228395,"D"
"937",0.19657063,0.71182668,0.47922108,"D"
"938",0.20221902,0.71527175,0.47608431,"D"
"939",0.20803045,0.71870095,0.4728733,"D"
"940",0.21400015,0.72211371,0.46958774,"D"
"941",0.22012381,0.72550945,0.46622638,"D"
"942",0.2263969,0.72888753,0.46278934,"D"
"943",0.23281498,0.73224735,0.45927675,"D"
"944",0.2393739,0.73558828,0.45568838,"D"
"945",0.24606968,0.73890972,0.45202405,"D"
"946",0.25289851,0.74221104,0.44828355,"D"
"947",0.25985676,0.74549162,0.44446673,"D"
"948",0.26694127,0.74875084,0.44057284,"D"
"949",0.27414922,0.75198807,0.4366009,"D"
"950",0.28147681,0.75520266,0.43255207,"D"
"951",0.28892102,0.75839399,0.42842626,"D"
"952",0.29647899,0.76156142,0.42422341,"D"
"953",0.30414796,0.76470433,0.41994346,"D"
"954",0.31192534,0.76782207,0.41558638,"D"
"955",0.3198086,0.77091403,0.41115215,"D"
"956",0.3277958,0.77397953,0.40664011,"D"
"957",0.33588539,0.7770179,0.40204917,"D"
"958",0.34407411,0.78002855,0.39738103,"D"
"959",0.35235985,0.78301086,0.39263579,"D"
"960",0.36074053,0.78596419,0.38781353,"D"
"961",0.3692142,0.78888793,0.38291438,"D"
"962",0.37777892,0.79178146,0.3779385,"D"
"963",0.38643282,0.79464415,0.37288606,"D"
"964",0.39517408,0.79747541,0.36775726,"D"
"965",0.40400101,0.80027461,0.36255223,"D"
"966",0.4129135,0.80304099,0.35726893,"D"
"967",0.42190813,0.80577412,0.35191009,"D"
"968",0.43098317,0.80847343,0.34647607,"D"
"969",0.44013691,0.81113836,0.3409673,"D"
"970",0.44936763,0.81376835,0.33538426,"D"
"971",0.45867362,0.81636288,0.32972749,"D"
"972",0.46805314,0.81892143,0.32399761,"D"
"973",0.47750446,0.82144351,0.31819529,"D"
"974",0.4870258,0.82392862,0.31232133,"D"
"975",0.49661536,0.82637633,0.30637661,"D"
"976",0.5062713,0.82878621,0.30036211,"D"
"977",0.51599182,0.83115784,0.29427888,"D"
"978",0.52577622,0.83349064,0.2881265,"D"
"979",0.5356211,0.83578452,0.28190832,"D"
"980",0.5455244,0.83803918,0.27562602,"D"
"981",0.55548397,0.84025437,0.26928147,"D"
"982",0.5654976,0.8424299,0.26287683,"D"
"983",0.57556297,0.84456561,0.25641457,"D"
"984",0.58567772,0.84666139,0.24989748,"D"
"985",0.59583934,0.84871722,0.24332878,"D"
"986",0.60604528,0.8507331,0.23671214,"D"
"987",0.61629283,0.85270912,0.23005179,"D"
"988",0.62657923,0.85464543,0.22335258,"D"
"989",0.63690157,0.85654226,0.21662012,"D"
"990",0.64725685,0.85839991,0.20986086,"D"
"991",0.65764197,0.86021878,0.20308229,"D"
"992",0.66805369,0.86199932,0.19629307,"D"
"993",0.67848868,0.86374211,0.18950326,"D"
"994",0.68894351,0.86544779,0.18272455,"D"
"995",0.69941463,0.86711711,0.17597055,"D"
"996",0.70989842,0.86875092,0.16925712,"D"
"997",0.72039115,0.87035015,0.16260273,"D"
"998",0.73088902,0.87191584,0.15602894,"D"
"999",0.74138803,0.87344918,0.14956101,"D"
"1000",0.75188414,0.87495143,0.14322828,"D"
"1001",0.76237342,0.87642392,0.13706449,"D"
"1002",0.77285183,0.87786808,0.13110864,"D"
"1003",0.78331535,0.87928545,0.12540538,"D"
"1004",0.79375994,0.88067763,0.12000532,"D"
"1005",0.80418159,0.88204632,0.11496505,"D"
"1006",0.81457634,0.88339329,0.11034678,"D"
"1007",0.82494028,0.88472036,0.10621724,"D"
"1008",0.83526959,0.88602943,0.1026459,"D"
"1009",0.84556056,0.88732243,0.09970219,"D"
"1010",0.8558096,0.88860134,0.09745186,"D"
"1011",0.86601325,0.88986815,0.09595277,"D"
"1012",0.87616824,0.89112487,0.09525046,"D"
"1013",0.88627146,0.89237353,0.09537439,"D"
"1014",0.89632002,0.89361614,0.09633538,"D"
"1015",0.90631121,0.89485467,0.09812496,"D"
"1016",0.91624212,0.89609127,0.1007168,"D"
"1017",0.92610579,0.89732977,0.10407067,"D"
"1018",0.93590444,0.8985704,0.10813094,"D"
"1019",0.94563626,0.899815,0.11283773,"D"
"1020",0.95529972,0.90106534,0.11812832,"D"
"1021",0.96489353,0.90232311,0.12394051,"D"
"1022",0.97441665,0.90358991,0.13021494,"D"
"1023",0.98386829,0.90486726,0.13689671,"D"
"1024",0.99324789,0.90615657,0.1439362,"D"
