"","x","y","river","habitat"
"2554",25.5,53.5,0.48,2
"2555",25.5,54.5,0.48,2
"2556",25.5,55.5,0.48,2
"2557",25.5,56.5,0.48,2
"2558",25.5,57.5,0.48,2
"2559",25.5,58.5,0.48,2
"2560",25.5,59.5,0.48,2
"2561",25.5,60.5,0.48,3
"2562",25.5,61.5,0.48,3
"2563",25.5,62.5,0.48,3
"2564",25.5,63.5,0.48,3
"2565",25.5,64.5,0.48,3
"2566",25.5,65.5,0.48,3
"2567",25.5,66.5,0.48,3
"2568",25.5,67.5,0.48,3
"2569",25.5,68.5,0.48,3
"2570",25.5,69.5,0.48,3
"2571",25.5,70.5,0.48,3
"2572",25.5,71.5,0.48,3
"2573",25.5,72.5,0.48,2
"2574",25.5,73.5,0.48,2
"2575",25.5,74.5,0.48,2
"2576",25.5,75.5,0.48,2
"2577",25.5,76.5,0.48,2
"2578",25.5,77.5,0.48,2
"2579",25.5,78.5,0.48,3
"2580",25.5,79.5,0.48,3
"2581",25.5,80.5,0.48,3
"2582",25.5,81.5,0.48,3
"2583",25.5,82.5,0.48,3
"2584",25.5,83.5,0.48,3
"2585",25.5,84.5,0.48,3
"2586",25.5,85.5,0.48,3
"2587",25.5,86.5,0.48,3
"2588",25.5,87.5,0.48,3
"2589",25.5,88.5,0.48,3
"2590",25.5,89.5,0.48,3
"2591",25.5,90.5,0.48,3
"2592",25.5,91.5,0.48,3
"2593",25.5,92.5,0.48,3
"2594",25.5,93.5,0.48,3
"2595",25.5,94.5,0.48,3
"2596",25.5,95.5,0.48,3
"2597",25.5,96.5,0.48,3
"2598",25.5,97.5,0.48,3
"2599",25.5,98.5,0.48,3
"2600",25.5,99.5,0.48,3
"2601",26.5,0.5,0.46,3
"2602",26.5,1.5,0.46,3
"2603",26.5,2.5,0.46,3
"2604",26.5,3.5,0.46,3
"2605",26.5,4.5,0.46,3
"2606",26.5,5.5,0.46,2
"2607",26.5,6.5,0.46,2
"2608",26.5,7.5,0.46,2
"2609",26.5,8.5,0.46,2
"2610",26.5,9.5,0.46,1
"2611",26.5,10.5,0.46,1
"2612",26.5,11.5,0.46,1
"2613",26.5,12.5,0.46,1
"2614",26.5,13.5,0.46,1
"2615",26.5,14.5,0.46,1
"2616",26.5,15.5,0.46,1
"2617",26.5,16.5,0.46,1
"2618",26.5,17.5,0.46,1
"2619",26.5,18.5,0.46,1
"2620",26.5,19.5,0.46,1
"2621",26.5,20.5,0.46,1
"2622",26.5,21.5,0.46,1
"2623",26.5,22.5,0.46,1
"2624",26.5,23.5,0.46,1
"2625",26.5,24.5,0.46,1
"2626",26.5,25.5,0.46,1
"2627",26.5,26.5,0.46,1
"2628",26.5,27.5,0.46,1
"2629",26.5,28.5,0.46,1
"2630",26.5,29.5,0.46,1
"2631",26.5,30.5,0.46,1
"2632",26.5,31.5,0.46,1
"2633",26.5,32.5,0.46,2
"2634",26.5,33.5,0.46,2
"2635",26.5,34.5,0.46,2
"2636",26.5,35.5,0.46,2
"2637",26.5,36.5,0.46,2
"2638",26.5,37.5,0.46,2
"2639",26.5,38.5,0.46,2
"2640",26.5,39.5,0.46,2
"2641",26.5,40.5,0.46,2
"2642",26.5,41.5,0.46,2
"2643",26.5,42.5,0.46,2
"2644",26.5,43.5,0.46,2
"2645",26.5,44.5,0.46,2
"2646",26.5,45.5,0.46,2
"2647",26.5,46.5,0.46,2
"2648",26.5,47.5,0.46,2
"2649",26.5,48.5,0.46,2
"2650",26.5,49.5,0.46,2
"2651",26.5,50.5,0.46,2
"2652",26.5,51.5,0.46,2
"2653",26.5,52.5,0.46,2
"2654",26.5,53.5,0.46,2
"2655",26.5,54.5,0.46,2
"2656",26.5,55.5,0.46,2
"2657",26.5,56.5,0.46,2
"2658",26.5,57.5,0.46,2
"2659",26.5,58.5,0.46,2
"2660",26.5,59.5,0.46,2
"2661",26.5,60.5,0.46,3
"2662",26.5,61.5,0.46,3
"2663",26.5,62.5,0.46,3
"2664",26.5,63.5,0.46,3
"2665",26.5,64.5,0.46,3
"2666",26.5,65.5,0.46,3
"2667",26.5,66.5,0.46,3
"2668",26.5,67.5,0.46,3
"2669",26.5,68.5,0.46,3
"2670",26.5,69.5,0.46,3
"2671",26.5,70.5,0.46,3
"2672",26.5,71.5,0.46,3
"2673",26.5,72.5,0.46,3
"2674",26.5,73.5,0.46,3
"2675",26.5,74.5,0.46,3
"2676",26.5,75.5,0.46,3
"2677",26.5,76.5,0.46,3
"2678",26.5,77.5,0.46,3
"2679",26.5,78.5,0.46,3
"2680",26.5,79.5,0.46,3
"2681",26.5,80.5,0.46,3
"2682",26.5,81.5,0.46,3
"2683",26.5,82.5,0.46,3
"2684",26.5,83.5,0.46,3
"2685",26.5,84.5,0.46,3
"2686",26.5,85.5,0.46,3
"2687",26.5,86.5,0.46,3
"2688",26.5,87.5,0.46,3
"2689",26.5,88.5,0.46,3
"2690",26.5,89.5,0.46,3
"2691",26.5,90.5,0.46,3
"2692",26.5,91.5,0.46,3
"2693",26.5,92.5,0.46,3
"2694",26.5,93.5,0.46,3
"2695",26.5,94.5,0.46,3
"2696",26.5,95.5,0.46,3
"2697",26.5,96.5,0.46,3
"2698",26.5,97.5,0.46,3
"2699",26.5,98.5,0.46,3
"2700",26.5,99.5,0.46,3
"2701",27.5,0.5,0.44,3
"2702",27.5,1.5,0.44,3
"2703",27.5,2.5,0.44,3
"2704",27.5,3.5,0.44,3
"2705",27.5,4.5,0.44,3
"2706",27.5,5.5,0.44,2
"2707",27.5,6.5,0.44,2
"2708",27.5,7.5,0.44,2
"2709",27.5,8.5,0.44,2
"2710",27.5,9.5,0.44,1
"2711",27.5,10.5,0.44,1
"2712",27.5,11.5,0.44,1
"2713",27.5,12.5,0.44,1
"2714",27.5,13.5,0.44,1
"2715",27.5,14.5,0.44,1
"2716",27.5,15.5,0.44,1
"2717",27.5,16.5,0.44,1
"2718",27.5,17.5,0.44,1
"2719",27.5,18.5,0.44,1
"2720",27.5,19.5,0.44,1
"2721",27.5,20.5,0.44,1
"2722",27.5,21.5,0.44,1
"2723",27.5,22.5,0.44,1
"2724",27.5,23.5,0.44,1
"2725",27.5,24.5,0.44,1
"2726",27.5,25.5,0.44,1
"2727",27.5,26.5,0.44,1
"2728",27.5,27.5,0.44,1
"2729",27.5,28.5,0.44,1
"2730",27.5,29.5,0.44,1
"2731",27.5,30.5,0.44,2
"2732",27.5,31.5,0.44,2
"2733",27.5,32.5,0.44,2
"2734",27.5,33.5,0.44,2
"2735",27.5,34.5,0.44,2
"2736",27.5,35.5,0.44,2
"2737",27.5,36.5,0.44,2
"2738",27.5,37.5,0.44,2
"2739",27.5,38.5,0.44,2
"2740",27.5,39.5,0.44,2
"2741",27.5,40.5,0.44,2
"2742",27.5,41.5,0.44,2
"2743",27.5,42.5,0.44,2
"2744",27.5,43.5,0.44,2
"2745",27.5,44.5,0.44,2
"2746",27.5,45.5,0.44,2
"2747",27.5,46.5,0.44,2
"2748",27.5,47.5,0.44,2
"2749",27.5,48.5,0.44,2
"2750",27.5,49.5,0.44,2
"2751",27.5,50.5,0.44,2
"2752",27.5,51.5,0.44,2
"2753",27.5,52.5,0.44,2
"2754",27.5,53.5,0.44,2
"2755",27.5,54.5,0.44,2
"2756",27.5,55.5,0.44,2
"2757",27.5,56.5,0.44,2
"2758",27.5,57.5,0.44,2
"2759",27.5,58.5,0.44,2
"2760",27.5,59.5,0.44,2
"2761",27.5,60.5,0.44,2
"2762",27.5,61.5,0.44,3
"2763",27.5,62.5,0.44,3
"2764",27.5,63.5,0.44,3
"2765",27.5,64.5,0.44,3
"2766",27.5,65.5,0.44,3
"2767",27.5,66.5,0.44,3
"2768",27.5,67.5,0.44,3
"2769",27.5,68.5,0.44,3
"2770",27.5,69.5,0.44,3
"2771",27.5,70.5,0.44,3
"2772",27.5,71.5,0.44,3
"2773",27.5,72.5,0.44,3
"2774",27.5,73.5,0.44,3
"2775",27.5,74.5,0.44,3
"2776",27.5,75.5,0.44,3
"2777",27.5,76.5,0.44,3
"2778",27.5,77.5,0.44,3
"2779",27.5,78.5,0.44,3
"2780",27.5,79.5,0.44,3
"2781",27.5,80.5,0.44,3
"2782",27.5,81.5,0.44,3
"2783",27.5,82.5,0.44,3
"2784",27.5,83.5,0.44,3
"2785",27.5,84.5,0.44,3
"2786",27.5,85.5,0.44,3
"2787",27.5,86.5,0.44,3
"2788",27.5,87.5,0.44,3
"2789",27.5,88.5,0.44,3
"2790",27.5,89.5,0.44,3
"2791",27.5,90.5,0.44,3
"2792",27.5,91.5,0.44,3
"2793",27.5,92.5,0.44,3
"2794",27.5,93.5,0.44,3
"2795",27.5,94.5,0.44,3
"2796",27.5,95.5,0.44,3
"2797",27.5,96.5,0.44,3
"2798",27.5,97.5,0.44,3
"2799",27.5,98.5,0.44,3
"2800",27.5,99.5,0.44,3
"2801",28.5,0.5,0.42,3
"2802",28.5,1.5,0.42,3
"2803",28.5,2.5,0.42,3
"2804",28.5,3.5,0.42,3
"2805",28.5,4.5,0.42,2
"2806",28.5,5.5,0.42,2
"2807",28.5,6.5,0.42,2
"2808",28.5,7.5,0.42,2
"2809",28.5,8.5,0.42,1
"2810",28.5,9.5,0.42,1
"2811",28.5,10.5,0.42,1
"2812",28.5,11.5,0.42,1
"2813",28.5,12.5,0.42,1
"2814",28.5,13.5,0.42,1
"2815",28.5,14.5,0.42,1
"2816",28.5,15.5,0.42,1
"2817",28.5,16.5,0.42,1
"2818",28.5,17.5,0.42,1
"2819",28.5,18.5,0.42,1
"2820",28.5,19.5,0.42,1
"2821",28.5,20.5,0.42,1
"2822",28.5,21.5,0.42,1
"2823",28.5,22.5,0.42,1
"2824",28.5,23.5,0.42,1
"2825",28.5,24.5,0.42,1
"2826",28.5,25.5,0.42,1
"2827",28.5,26.5,0.42,1
"2828",28.5,27.5,0.42,1
"2829",28.5,28.5,0.42,2
"2830",28.5,29.5,0.42,2
"2831",28.5,30.5,0.42,2
"2832",28.5,31.5,0.42,2
"2833",28.5,32.5,0.42,2
"2834",28.5,33.5,0.42,2
"2835",28.5,34.5,0.42,2
"2836",28.5,35.5,0.42,2
"2837",28.5,36.5,0.42,2
"2838",28.5,37.5,0.42,2
"2839",28.5,38.5,0.42,2
"2840",28.5,39.5,0.42,2
"2841",28.5,40.5,0.42,2
"2842",28.5,41.5,0.42,2
"2843",28.5,42.5,0.42,2
"2844",28.5,43.5,0.42,2
"2845",28.5,44.5,0.42,2
"2846",28.5,45.5,0.42,2
"2847",28.5,46.5,0.42,2
"2848",28.5,47.5,0.42,2
"2849",28.5,48.5,0.42,2
"2850",28.5,49.5,0.42,2
"2851",28.5,50.5,0.42,2
"2852",28.5,51.5,0.42,2
"2853",28.5,52.5,0.42,2
"2854",28.5,53.5,0.42,2
"2855",28.5,54.5,0.42,2
"2856",28.5,55.5,0.42,2
"2857",28.5,56.5,0.42,2
"2858",28.5,57.5,0.42,2
"2859",28.5,58.5,0.42,2
"2860",28.5,59.5,0.42,2
"2861",28.5,60.5,0.42,2
"2862",28.5,61.5,0.42,2
"2863",28.5,62.5,0.42,3
"2864",28.5,63.5,0.42,3
"2865",28.5,64.5,0.42,3
"2866",28.5,65.5,0.42,3
"2867",28.5,66.5,0.42,3
"2868",28.5,67.5,0.42,3
"2869",28.5,68.5,0.42,3
"2870",28.5,69.5,0.42,3
"2871",28.5,70.5,0.42,3
"2872",28.5,71.5,0.42,3
"2873",28.5,72.5,0.42,3
"2874",28.5,73.5,0.42,3
"2875",28.5,74.5,0.42,3
"2876",28.5,75.5,0.42,3
"2877",28.5,76.5,0.42,3
"2878",28.5,77.5,0.42,3
"2879",28.5,78.5,0.42,3
"2880",28.5,79.5,0.42,3
"2881",28.5,80.5,0.42,3
"2882",28.5,81.5,0.42,3
"2883",28.5,82.5,0.42,3
"2884",28.5,83.5,0.42,3
"2885",28.5,84.5,0.42,3
"2886",28.5,85.5,0.42,3
"2887",28.5,86.5,0.42,3
"2888",28.5,87.5,0.42,3
"2889",28.5,88.5,0.42,3
"2890",28.5,89.5,0.42,3
"2891",28.5,90.5,0.42,3
"2892",28.5,91.5,0.42,3
"2893",28.5,92.5,0.42,3
"2894",28.5,93.5,0.42,3
"2895",28.5,94.5,0.42,3
"2896",28.5,95.5,0.42,3
"2897",28.5,96.5,0.42,3
"2898",28.5,97.5,0.42,3
"2899",28.5,98.5,0.42,3
"2900",28.5,99.5,0.42,3
"2901",29.5,0.5,0.4,3
"2902",29.5,1.5,0.4,3
"2903",29.5,2.5,0.4,3
"2904",29.5,3.5,0.4,3
"2905",29.5,4.5,0.4,2
"2906",29.5,5.5,0.4,2
"2907",29.5,6.5,0.4,2
"2908",29.5,7.5,0.4,2
"2909",29.5,8.5,0.4,1
"2910",29.5,9.5,0.4,1
"2911",29.5,10.5,0.4,1
"2912",29.5,11.5,0.4,1
"2913",29.5,12.5,0.4,1
"2914",29.5,13.5,0.4,1
"2915",29.5,14.5,0.4,1
"2916",29.5,15.5,0.4,1
"2917",29.5,16.5,0.4,1
"2918",29.5,17.5,0.4,1
"2919",29.5,18.5,0.4,1
"2920",29.5,19.5,0.4,1
"2921",29.5,20.5,0.4,1
"2922",29.5,21.5,0.4,1
"2923",29.5,22.5,0.4,1
"2924",29.5,23.5,0.4,1
"2925",29.5,24.5,0.4,1
"2926",29.5,25.5,0.4,1
"2927",29.5,26.5,0.4,1
"2928",29.5,27.5,0.4,2
"2929",29.5,28.5,0.4,2
"2930",29.5,29.5,0.4,2
"2931",29.5,30.5,0.4,2
"2932",29.5,31.5,0.4,2
"2933",29.5,32.5,0.4,2
"2934",29.5,33.5,0.4,2
"2935",29.5,34.5,0.4,2
"2936",29.5,35.5,0.4,2
"2937",29.5,36.5,0.4,2
"2938",29.5,37.5,0.4,3
"2939",29.5,38.5,0.4,3
"2940",29.5,39.5,0.4,3
"2941",29.5,40.5,0.4,3
"2942",29.5,41.5,0.4,3
"2943",29.5,42.5,0.4,3
"2944",29.5,43.5,0.4,3
"2945",29.5,44.5,0.4,2
"2946",29.5,45.5,0.4,2
"2947",29.5,46.5,0.4,2
"2948",29.5,47.5,0.4,2
"2949",29.5,48.5,0.4,2
"2950",29.5,49.5,0.4,2
"2951",29.5,50.5,0.4,2
"2952",29.5,51.5,0.4,2
"2953",29.5,52.5,0.4,2
"2954",29.5,53.5,0.4,2
"2955",29.5,54.5,0.4,2
"2956",29.5,55.5,0.4,2
"2957",29.5,56.5,0.4,2
"2958",29.5,57.5,0.4,2
"2959",29.5,58.5,0.4,2
"2960",29.5,59.5,0.4,2
"2961",29.5,60.5,0.4,2
"2962",29.5,61.5,0.4,2
"2963",29.5,62.5,0.4,2
"2964",29.5,63.5,0.4,3
"2965",29.5,64.5,0.4,3
"2966",29.5,65.5,0.4,3
"2967",29.5,66.5,0.4,3
"2968",29.5,67.5,0.4,3
"2969",29.5,68.5,0.4,3
"2970",29.5,69.5,0.4,3
"2971",29.5,70.5,0.4,3
"2972",29.5,71.5,0.4,3
"2973",29.5,72.5,0.4,3
"2974",29.5,73.5,0.4,3
"2975",29.5,74.5,0.4,3
"2976",29.5,75.5,0.4,3
"2977",29.5,76.5,0.4,3
"2978",29.5,77.5,0.4,3
"2979",29.5,78.5,0.4,3
"2980",29.5,79.5,0.4,3
"2981",29.5,80.5,0.4,3
"2982",29.5,81.5,0.4,3
"2983",29.5,82.5,0.4,3
"2984",29.5,83.5,0.4,3
"2985",29.5,84.5,0.4,3
"2986",29.5,85.5,0.4,3
"2987",29.5,86.5,0.4,3
"2988",29.5,87.5,0.4,3
"2989",29.5,88.5,0.4,3
"2990",29.5,89.5,0.4,3
"2991",29.5,90.5,0.4,3
"2992",29.5,91.5,0.4,3
"2993",29.5,92.5,0.4,3
"2994",29.5,93.5,0.4,3
"2995",29.5,94.5,0.4,3
"2996",29.5,95.5,0.4,3
"2997",29.5,96.5,0.4,3
"2998",29.5,97.5,0.4,3
"2999",29.5,98.5,0.4,3
"3000",29.5,99.5,0.4,3
"3001",30.5,0.5,0.38,3
"3002",30.5,1.5,0.38,3
"3003",30.5,2.5,0.38,3
"3004",30.5,3.5,0.38,2
"3005",30.5,4.5,0.38,2
"3006",30.5,5.5,0.38,2
"3007",30.5,6.5,0.38,2
"3008",30.5,7.5,0.38,1
"3009",30.5,8.5,0.38,1
"3010",30.5,9.5,0.38,1
"3011",30.5,10.5,0.38,1
"3012",30.5,11.5,0.38,1
"3013",30.5,12.5,0.38,1
"3014",30.5,13.5,0.38,1
"3015",30.5,14.5,0.38,1
"3016",30.5,15.5,0.38,1
"3017",30.5,16.5,0.38,1
"3018",30.5,17.5,0.38,1
"3019",30.5,18.5,0.38,1
"3020",30.5,19.5,0.38,1
"3021",30.5,20.5,0.38,1
"3022",30.5,21.5,0.38,1
"3023",30.5,22.5,0.38,1
"3024",30.5,23.5,0.38,1
"3025",30.5,24.5,0.38,1
"3026",30.5,25.5,0.38,1
"3027",30.5,26.5,0.38,2
"3028",30.5,27.5,0.38,2
"3029",30.5,28.5,0.38,2
"3030",30.5,29.5,0.38,2
"3031",30.5,30.5,0.38,2
"3032",30.5,31.5,0.38,2
"3033",30.5,32.5,0.38,2
"3034",30.5,33.5,0.38,3
"3035",30.5,34.5,0.38,3
"3036",30.5,35.5,0.38,3
"3037",30.5,36.5,0.38,3
"3038",30.5,37.5,0.38,3
"3039",30.5,38.5,0.38,3
"3040",30.5,39.5,0.38,3
"3041",30.5,40.5,0.38,3
"3042",30.5,41.5,0.38,3
"3043",30.5,42.5,0.38,3
"3044",30.5,43.5,0.38,3
"3045",30.5,44.5,0.38,3
"3046",30.5,45.5,0.38,3
"3047",30.5,46.5,0.38,3
"3048",30.5,47.5,0.38,2
"3049",30.5,48.5,0.38,2
"3050",30.5,49.5,0.38,2
"3051",30.5,50.5,0.38,2
"3052",30.5,51.5,0.38,2
"3053",30.5,52.5,0.38,2
"3054",30.5,53.5,0.38,2
"3055",30.5,54.5,0.38,2
"3056",30.5,55.5,0.38,2
"3057",30.5,56.5,0.38,2
"3058",30.5,57.5,0.38,2
"3059",30.5,58.5,0.38,2
"3060",30.5,59.5,0.38,2
"3061",30.5,60.5,0.38,2
"3062",30.5,61.5,0.38,2
"3063",30.5,62.5,0.38,2
"3064",30.5,63.5,0.38,2
"3065",30.5,64.5,0.38,2
"3066",30.5,65.5,0.38,3
"3067",30.5,66.5,0.38,3
"3068",30.5,67.5,0.38,3
"3069",30.5,68.5,0.38,3
"3070",30.5,69.5,0.38,3
"3071",30.5,70.5,0.38,3
"3072",30.5,71.5,0.38,3
"3073",30.5,72.5,0.38,3
"3074",30.5,73.5,0.38,3
"3075",30.5,74.5,0.38,3
"3076",30.5,75.5,0.38,3
"3077",30.5,76.5,0.38,3
"3078",30.5,77.5,0.38,3
"3079",30.5,78.5,0.38,3
"3080",30.5,79.5,0.38,3
"3081",30.5,80.5,0.38,3
"3082",30.5,81.5,0.38,3
"3083",30.5,82.5,0.38,3
"3084",30.5,83.5,0.38,3
"3085",30.5,84.5,0.38,3
"3086",30.5,85.5,0.38,3
"3087",30.5,86.5,0.38,3
"3088",30.5,87.5,0.38,3
"3089",30.5,88.5,0.38,3
"3090",30.5,89.5,0.38,3
"3091",30.5,90.5,0.38,3
"3092",30.5,91.5,0.38,3
"3093",30.5,92.5,0.38,3
"3094",30.5,93.5,0.38,3
"3095",30.5,94.5,0.38,3
"3096",30.5,95.5,0.38,3
"3097",30.5,96.5,0.38,3
"3098",30.5,97.5,0.38,3
"3099",30.5,98.5,0.38,3
"3100",30.5,99.5,0.38,3
"3101",31.5,0.5,0.36,3
"3102",31.5,1.5,0.36,3
"3103",31.5,2.5,0.36,3
"3104",31.5,3.5,0.36,2
"3105",31.5,4.5,0.36,2
"3106",31.5,5.5,0.36,2
"3107",31.5,6.5,0.36,2
"3108",31.5,7.5,0.36,1
"3109",31.5,8.5,0.36,1
"3110",31.5,9.5,0.36,1
"3111",31.5,10.5,0.36,1
"3112",31.5,11.5,0.36,1
"3113",31.5,12.5,0.36,1
"3114",31.5,13.5,0.36,1
"3115",31.5,14.5,0.36,1
"3116",31.5,15.5,0.36,1
"3117",31.5,16.5,0.36,1
"3118",31.5,17.5,0.36,1
"3119",31.5,18.5,0.36,1
"3120",31.5,19.5,0.36,1
"3121",31.5,20.5,0.36,1
"3122",31.5,21.5,0.36,1
"3123",31.5,22.5,0.36,1
"3124",31.5,23.5,0.36,1
"3125",31.5,24.5,0.36,1
"3126",31.5,25.5,0.36,2
"3127",31.5,26.5,0.36,2
"3128",31.5,27.5,0.36,2
"3129",31.5,28.5,0.36,2
"3130",31.5,29.5,0.36,2
"3131",31.5,30.5,0.36,2
"3132",31.5,31.5,0.36,3
"3133",31.5,32.5,0.36,3
"3134",31.5,33.5,0.36,3
"3135",31.5,34.5,0.36,3
"3136",31.5,35.5,0.36,3
"3137",31.5,36.5,0.36,3
"3138",31.5,37.5,0.36,3
"3139",31.5,38.5,0.36,3
"3140",31.5,39.5,0.36,3
"3141",31.5,40.5,0.36,3
"3142",31.5,41.5,0.36,3
"3143",31.5,42.5,0.36,3
"3144",31.5,43.5,0.36,3
"3145",31.5,44.5,0.36,3
"3146",31.5,45.5,0.36,3
"3147",31.5,46.5,0.36,3
"3148",31.5,47.5,0.36,3
"3149",31.5,48.5,0.36,3
"3150",31.5,49.5,0.36,2
"3151",31.5,50.5,0.36,2
"3152",31.5,51.5,0.36,2
"3153",31.5,52.5,0.36,2
"3154",31.5,53.5,0.36,2
"3155",31.5,54.5,0.36,2
"3156",31.5,55.5,0.36,2
"3157",31.5,56.5,0.36,2
"3158",31.5,57.5,0.36,2
"3159",31.5,58.5,0.36,2
"3160",31.5,59.5,0.36,2
"3161",31.5,60.5,0.36,2
"3162",31.5,61.5,0.36,2
"3163",31.5,62.5,0.36,2
"3164",31.5,63.5,0.36,2
"3165",31.5,64.5,0.36,2
"3166",31.5,65.5,0.36,2
"3167",31.5,66.5,0.36,3
"3168",31.5,67.5,0.36,3
"3169",31.5,68.5,0.36,3
"3170",31.5,69.5,0.36,3
"3171",31.5,70.5,0.36,3
"3172",31.5,71.5,0.36,3
"3173",31.5,72.5,0.36,3
"3174",31.5,73.5,0.36,3
"3175",31.5,74.5,0.36,3
"3176",31.5,75.5,0.36,3
"3177",31.5,76.5,0.36,3
"3178",31.5,77.5,0.36,3
"3179",31.5,78.5,0.36,3
"3180",31.5,79.5,0.36,3
"3181",31.5,80.5,0.36,3
"3182",31.5,81.5,0.36,3
"3183",31.5,82.5,0.36,3
"3184",31.5,83.5,0.36,3
"3185",31.5,84.5,0.36,3
"3186",31.5,85.5,0.36,3
"3187",31.5,86.5,0.36,3
"3188",31.5,87.5,0.36,3
"3189",31.5,88.5,0.36,3
"3190",31.5,89.5,0.36,3
"3191",31.5,90.5,0.36,3
"3192",31.5,91.5,0.36,3
"3193",31.5,92.5,0.36,3
"3194",31.5,93.5,0.36,3
"3195",31.5,94.5,0.36,3
"3196",31.5,95.5,0.36,3
"3197",31.5,96.5,0.36,3
"3198",31.5,97.5,0.36,3
"3199",31.5,98.5,0.36,3
"3200",31.5,99.5,0.36,3
"3201",32.5,0.5,0.34,3
"3202",32.5,1.5,0.34,3
"3203",32.5,2.5,0.34,2
"3204",32.5,3.5,0.34,2
"3205",32.5,4.5,0.34,2
"3206",32.5,5.5,0.34,2
"3207",32.5,6.5,0.34,1
"3208",32.5,7.5,0.34,1
"3209",32.5,8.5,0.34,1
"3210",32.5,9.5,0.34,1
"3211",32.5,10.5,0.34,1
"3212",32.5,11.5,0.34,1
"3213",32.5,12.5,0.34,1
"3214",32.5,13.5,0.34,1
"3215",32.5,14.5,0.34,1
"3216",32.5,15.5,0.34,1
"3217",32.5,16.5,0.34,1
"3218",32.5,17.5,0.34,1
"3219",32.5,18.5,0.34,1
"3220",32.5,19.5,0.34,1
"3221",32.5,20.5,0.34,1
"3222",32.5,21.5,0.34,1
"3223",32.5,22.5,0.34,1
"3224",32.5,23.5,0.34,1
"3225",32.5,24.5,0.34,2
"3226",32.5,25.5,0.34,2
"3227",32.5,26.5,0.34,2
"3228",32.5,27.5,0.34,2
"3229",32.5,28.5,0.34,2
"3230",32.5,29.5,0.34,3
"3231",32.5,30.5,0.34,3
"3232",32.5,31.5,0.34,3
"3233",32.5,32.5,0.34,3
"3234",32.5,33.5,0.34,3
"3235",32.5,34.5,0.34,3
"3236",32.5,35.5,0.34,3
"3237",32.5,36.5,0.34,3
"3238",32.5,37.5,0.34,3
"3239",32.5,38.5,0.34,3
"3240",32.5,39.5,0.34,3
"3241",32.5,40.5,0.34,3
"3242",32.5,41.5,0.34,3
"3243",32.5,42.5,0.34,3
"3244",32.5,43.5,0.34,3
"3245",32.5,44.5,0.34,3
"3246",32.5,45.5,0.34,3
"3247",32.5,46.5,0.34,3
"3248",32.5,47.5,0.34,3
"3249",32.5,48.5,0.34,3
"3250",32.5,49.5,0.34,3
"3251",32.5,50.5,0.34,2
"3252",32.5,51.5,0.34,2
"3253",32.5,52.5,0.34,2
"3254",32.5,53.5,0.34,2
"3255",32.5,54.5,0.34,2
"3256",32.5,55.5,0.34,2
"3257",32.5,56.5,0.34,2
"3258",32.5,57.5,0.34,2
"3259",32.5,58.5,0.34,2
"3260",32.5,59.5,0.34,2
"3261",32.5,60.5,0.34,2
"3262",32.5,61.5,0.34,2
"3263",32.5,62.5,0.34,2
"3264",32.5,63.5,0.34,2
"3265",32.5,64.5,0.34,2
"3266",32.5,65.5,0.34,2
"3267",32.5,66.5,0.34,2
"3268",32.5,67.5,0.34,2
"3269",32.5,68.5,0.34,3
"3270",32.5,69.5,0.34,3
"3271",32.5,70.5,0.34,3
"3272",32.5,71.5,0.34,3
"3273",32.5,72.5,0.34,3
"3274",32.5,73.5,0.34,3
"3275",32.5,74.5,0.34,3
"3276",32.5,75.5,0.34,3
"3277",32.5,76.5,0.34,3
"3278",32.5,77.5,0.34,3
"3279",32.5,78.5,0.34,3
"3280",32.5,79.5,0.34,3
"3281",32.5,80.5,0.34,3
"3282",32.5,81.5,0.34,3
"3283",32.5,82.5,0.34,3
"3284",32.5,83.5,0.34,3
"3285",32.5,84.5,0.34,3
"3286",32.5,85.5,0.34,3
"3287",32.5,86.5,0.34,3
"3288",32.5,87.5,0.34,3
"3289",32.5,88.5,0.34,3
"3290",32.5,89.5,0.34,3
"3291",32.5,90.5,0.34,3
"3292",32.5,91.5,0.34,3
"3293",32.5,92.5,0.34,3
"3294",32.5,93.5,0.34,3
"3295",32.5,94.5,0.34,3
"3296",32.5,95.5,0.34,3
"3297",32.5,96.5,0.34,3
"3298",32.5,97.5,0.34,3
"3299",32.5,98.5,0.34,3
"3300",32.5,99.5,0.34,3
"3301",33.5,0.5,0.32,3
"3302",33.5,1.5,0.32,3
"3303",33.5,2.5,0.32,2
"3304",33.5,3.5,0.32,2
"3305",33.5,4.5,0.32,2
"3306",33.5,5.5,0.32,2
"3307",33.5,6.5,0.32,1
"3308",33.5,7.5,0.32,1
"3309",33.5,8.5,0.32,1
"3310",33.5,9.5,0.32,1
"3311",33.5,10.5,0.32,1
"3312",33.5,11.5,0.32,1
"3313",33.5,12.5,0.32,1
"3314",33.5,13.5,0.32,1
"3315",33.5,14.5,0.32,1
"3316",33.5,15.5,0.32,1
"3317",33.5,16.5,0.32,1
"3318",33.5,17.5,0.32,1
"3319",33.5,18.5,0.32,1
"3320",33.5,19.5,0.32,1
"3321",33.5,20.5,0.32,1
"3322",33.5,21.5,0.32,1
"3323",33.5,22.5,0.32,1
"3324",33.5,23.5,0.32,1
"3325",33.5,24.5,0.32,2
"3326",33.5,25.5,0.32,2
"3327",33.5,26.5,0.32,2
"3328",33.5,27.5,0.32,2
"3329",33.5,28.5,0.32,3
"3330",33.5,29.5,0.32,3
