"","twotheta","nontronite","montmorillonite","clinochlore","antigorite","chamosite","hematite","goethite"
"798",12.97,1.839859,4.87466,7.370564,25.98464,46.389,45.785,3.326553
"799",12.98,7.147644,17.80258,42.36286,28.9552,18.406,21.752,21.63704
"800",12.99,40.13501,2.730694,19.35531,11.92641,12.423,25.72,42.60068
"801",13,19.12227,0.45369,16.34789,19.89831,24.44,27.958,28.56435
"802",13.01,16.10938,2.474693,10.34063,39.87087,21.457,12.926,5.528061
"803",13.02,3.903641,19.40329,10.33596,31.84409,20.475,4.896,11.49178
"804",13.03,28.1649,23.33209,12.33179,19.818,20.709,15.073,4.455551
"805",13.04,34.14905,0.261105,18.32812,25.79257,9.728,41.043,39.41934
"806",13.05,27.13306,22.19033,20.32471,21.76781,35.747,34.013,38.38321
"807",13.06,20.1169,11.11977,14.32145,13.74372,24.767,15.017,6.347061
"808",13.07,28.10316,5.049412,19.31833,1.720299,20.788,10.946,14.31097
"809",13.08,22.08928,20.09873,3.315357,33.69754,32.809,15.908,26.27492
"810",13.09,26.9397,9.028805,8.312904,21.67546,18.83,26.871,11.23889
"811",13.1,29.92554,14.9591,22.3106,13.65405,11.851,44.834,1.797089
"812",13.11,9.91124,1.889671,14.30843,21.63464,16.873,29.796,17.16565
"813",13.12,22.89783,9.820465,15.30642,16.6162,15.895,28.759,20.12843
"814",13.13,13.88425,12.70446,7.304539,17.59868,21.918,29.722,8.091248
"815",13.14,37.87054,2.635937,3.302814,9.581825,10.941,10.684,33.05411
"816",13.15,31.64554,9.196609,25.30123,13.56564,3.964,33.647,16.017
"817",13.16,45.63156,0.128574,7.299339,23.55019,16.988,24.61,25.98051
"818",13.17,18.15559,1.059795,17.29805,17.53541,21.967,19.573,24.94786
"819",13.18,25.14163,9.992264,1.296925,19.52131,27.991,31.536,26.91525
"820",13.19,14.12758,11.92499,17.29632,10.50788,19.015,44.499,18.88264
"821",13.2,21.11472,22.85797,10.29586,18.49561,5.039,24.462,10.85011
"822",13.21,32.10175,18.79122,1.295563,8.484123,20.063,18.425,21.81758
"823",13.22,11.08868,12.72304,1.29554,24.47331,14.982,16.612,11.78513
"824",13.23,26.07553,13.65681,12.29701,8.463181,4.993,22.342,25.75267
"825",13.24,12.06345,6.590858,2.701363,0.54628,22.03,39.295,24.72028
"826",13.25,21.05125,12.52528,3.299149,35.4448,27.054,41.249,38.6879
"827",13.26,37.03896,11.46801,21.30177,22.43767,20.077,14.203,25.65556
"828",13.27,29.02655,18.40297,23.30454,4.568817,9.103,42.958,1.62326
"829",13.28,16.01404,19.33561,3.307449,14.42388,14.129,13.912,13.59099
"830",13.29,18.00139,19.27116,17.1796,1.417252,17.154,14.866,6.558762
"831",13.3,16.98965,8.206982,16.1828,21.41129,12.181,40.82,3.473419
"832",13.31,30.9778,8.895847,13.18615,12.40624,11.211,3.226,21.78001
"833",13.32,3.034164,11.83224,21.18965,13.40186,20.238,29.726,18.7476
"834",13.33,35.95187,6.231075,19.19331,2.398148,0.264,36.678,52.71524
"835",13.34,21.93777,9.703243,18.19712,21.39509,16.291,5.368,21.68291
"836",13.35,39.92358,7.637848,11.20108,4.392685,9.318,19.582,4.349426
"837",13.36,33.9093,11.57283,6.205196,1.608582,17.345,8.532,18.38445
"838",13.37,31.89491,23.50811,9.209465,2.390404,7.627,18.483,15.57048
"839",13.38,21.88042,0.533257,7.785366,6.529175,28.397,33.433,12.41895
"840",13.39,43.86583,4.52346,6.217247,2.529457,13.422,39.384,20.37392
"841",13.4,10.85367,7.459496,22.22001,8.909714,5.446,41.334,29.32892
"842",13.41,33.8414,9.395828,3.222935,7.911263,17.471,17.366,28.28397
"843",13.42,30.82907,15.33247,20.22601,3.086578,2.099,18.319,7.239029
"844",13.43,6.302124,20.2694,11.22922,1.915176,9.876,33.272,22.19412
"845",13.44,12.2896,10.20665,14.23259,11.91754,18.144,40.225,8.149246
"846",13.45,22.27695,23.14419,3.236111,1.079483,19.164,30.177,3.104416
"847",13.46,19.26421,0.917965,18.23977,15.92381,4.184,33.13,22.22717
"848",13.47,0.251343,12.01993,4.243591,18.23179,11.205,46.083,24.18239
"849",13.48,34.23814,9.958126,16.24755,3.237236,26.226,58.036,31.13763
"850",13.49,23.22482,12.74987,33.25167,4.243275,3.247,30.285,27.09291
"851",13.5,50.21138,0.31131,1.489826,2.747326,1.732,24.238,11.98009
"852",13.51,18.19791,18.62773,5.482506,12.65467,17.288,13.192,20.93541
"853",13.52,11.1843,4.405441,0.522148,5.665218,15.308,25.378,14.89075
"854",13.53,7.170609,22.34519,1.576241,7.676334,1.332,40.331,31.84615
"855",13.54,20.15683,28.28528,2.418842,9.688004,26.354,6.715,17.80157
"856",13.55,3.401154,0.228458,2.585533,9.700233,11.537,22.235,2.759216
"857",13.56,20.38722,0.828033,4.590034,15.71317,2.559,21.184,22.71779
"858",13.57,43.3732,13.1156,28.59483,7.726654,20.582,1.921,31.67647
"859",13.58,19.35909,20.05962,19.59977,11.7407,6.605,30.872,10.98267
"860",13.59,15.34488,13.00397,21.60483,10.75529,9.627,2.823,40.94141
"861",13.6,0.330566,2.948658,3.610023,8.22958,13.65,25.774,7.900177
"862",13.61,69.31586,8.893681,4.615345,15.78284,10.674,36.725,28.85899
"863",13.62,8.301056,1.839039,18.62135,3.795807,12.699,25.676,19.81958
"864",13.63,41.28616,21.78473,9.627491,18.8093,8.725,26.71,32.78017
"865",13.64,10.27153,0.730766,5.633755,5.176655,17.751,10.662,24.74078
"866",13.65,31.25682,11.67713,14.9976,3.835747,3.777,40.615,39.70146
"867",13.66,23.24202,14.62425,10.00409,22.84868,32.804,10.568,27.66216
"868",13.67,32.22711,21.57171,16.01068,5.862141,8.83,46.52,26.62289
"869",13.68,19.21213,17.51951,17.01785,0.876175,8.857,21.473,23.57835
"870",13.69,5.197067,4.467648,5.125546,25.89073,9.884,18.428,29.53912
"871",13.7,40.18192,15.41617,3.132912,13.0264,9.911,16.382,17.49994
"872",13.71,38.49298,1.36504,7.140366,20.04198,4.938,40.337,21.46078
"873",13.72,26.47763,9.314247,9.148918,5.058167,2.035,1.291,20.42432
"874",13.73,13.46219,25.2638,8.15757,23.07486,17.245,6.246,10.1749
"875",13.74,5.553375,12.2141,14.16631,4.451832,13.271,22.201,14.13857
"876",13.75,7.427505,17.30315,1.824844,21.46995,1.703,21.155,2.89769
"877",13.76,27.40825,12.25414,9.212234,8.488773,6.323,45.11,15.06453
"878",13.77,31.3889,4.205467,17.22023,1.491909,20.349,13.065,15.02686
"879",13.78,38.36946,11.29696,1.743679,31.52723,20.374,18.021,18.98929
"880",13.79,20.34991,4.248962,0.263493,11.54684,9.4,36.978,9.951828
"881",13.8,70.33029,15.20136,0.270714,3.566929,2.426,10.935,26.91447
"882",13.81,31.30995,20.1541,12.27799,17.58757,11.452,34.893,23.87723
"883",13.82,7.707886,4.107159,1.714653,20.60869,8.481,14.85,36.84009
"884",13.83,21.26956,8.060558,7.29179,22.63118,6.507,12.808,23.80305
"885",13.84,15.24693,7.014282,27.29979,12.65413,2.467,36.766,15.76804
"886",13.85,36.22417,14.00285,6.307861,6.67754,23.558,11.724,11.50323
"887",13.86,29.48853,6.100376,6.316025,4.701393,9.586,19.682,21.46843
"888",13.87,11.46561,11.05508,12.32427,30.72653,8.613,47.641,6.675674
"889",13.88,55.44267,18.01012,5.332596,23.75211,3.643,7.401,26.64107
"890",13.89,7.419647,8.965488,1.340996,6.778122,9.672,11.553,11.60925
"891",13.9,32.39694,20.9212,4.34948,18.80575,5.701,22.507,34.57755
"892",13.91,4.374161,5.879078,16.35804,11.83381,29.733,1.461,11.54593
"893",13.92,25.35132,21.8373,8.366676,2.862293,12.764,28.415,33.51447
"894",13.93,10.3284,9.794456,6.376369,17.02261,15.795,10.369,3.483078
"895",13.94,35.30542,16.75337,12.38614,15.05193,25.827,3.45,30.45216
"896",13.95,1.282379,18.71268,11.39597,38.08165,27.038,38.502,18.42102
"897",13.96,5.740753,31.70744,9.405884,21.11179,7.071,25.455,29.38998
"898",13.97,7.232681,15.66745,14.41587,13.14233,5.105,61.407,29.35909
"899",13.98,21.20607,17.62779,0.574062,30.17326,27.138,42.54,24.32831
"900",13.99,22.41069,28.58849,17.43565,22.2046,27.286,41.493,19.29764
"901",14,14.38399,3.45047,9.445435,15.10136,6.32,18.445,14.26709
"902",14.01,17.35724,4.509594,7.455292,33.14001,10.354,43.397,21.23666
"903",14.02,7.330521,17.47124,9.465218,32.17255,5.388,16.854,43.20634
"904",14.03,4.303787,6.433258,3.524559,29.20549,14.422,17.806,19.17615
"905",14.04,22.94499,2.604374,7.483757,20.28678,11.456,19.76,8.146057
"906",14.05,12.91829,8.357391,12.49214,11.32206,30.49,16.713,36.1161
"907",14.06,18.89159,25.3195,2.500591,18.35772,6.477,19.667,16.08626
"908",14.07,20.8649,15.37598,5.509106,24.39375,2.554,31.62,40.05865
"909",14.08,5.838242,16.33878,11.39767,34.43016,23.584,9.574,41.03119
"910",14.09,24.81161,12.30509,2.406322,19.46693,8.614,23.527,17.00383
"911",14.1,24.785,11.27174,23.41505,2.504089,5.644,4.184,30.97659
"912",14.11,38.75839,1.761269,7.424889,11.5416,35.674,27.137,27.94948
"913",14.12,17.12457,17.20544,7.366699,26.57947,10.765,38.09,12.92247
"914",14.13,51.09845,9.172531,8.376686,4.617695,14.795,38.043,31.86945
"915",14.14,35.07233,10.14116,1.386742,15.80373,19.825,22.997,26.04948
"916",14.15,21.04623,8.110115,9.396873,10.84261,4.854,40.95,31.02277
"917",14.16,26.02013,2.079414,2.407074,21.88181,27.886,33.903,33.99617
"918",14.17,26.83792,21.54667,13.41735,14.92131,5.916,10.856,34.14679
"919",14.18,18.81181,7.517406,17.4277,23.96112,4.946,43.809,30.12041
"920",14.19,17.78575,3.488457,11.43813,28.00124,18.976,3.238,27.09415
"921",14.2,48.75967,15.44884,10.44863,24.04166,4.005,27.713,8.067947
"922",14.21,24.73361,6.421017,19.4592,13.08238,8.035,39.902,15.04187
"923",14.22,1.577621,21.39351,28.46983,16.1234,2.935,2.148,50.01591
"924",14.23,14.39552,7.366306,11.48052,22.16471,19.092,27.8,24.99004
"925",14.24,12.36868,15.33942,19.49127,24.20631,32.12,28.749,6.964279
"926",14.25,30.3419,6.312832,14.50207,21.24819,27.459,32.697,30.93861
"927",14.26,49.90768,9.286556,14.51293,19.29036,37.487,34.67,20.91306
"928",14.27,21.88092,2.739414,0.523838,7.332802,5.515,25.618,17.8876
"929",14.28,1.143463,3.233814,15.61188,10.37553,5.543,15.567,12.86224
"930",14.29,16.82997,16.20734,10.6229,18.41853,5.571,37.515,31.83702
"931",14.3,32.80345,13.18119,23.63397,25.46179,13.721,30.463,44.6749
"932",14.31,25.87323,15.15533,17.64512,13.50532,3.748,22.411,33.64987
"933",14.32,27.84671,19.12977,3.656326,18.59409,18.835,29.359,24.62495
"934",14.33,26.82019,12.10477,6.667591,17.63812,13.862,26.307,46.60016
"935",14.34,27.79367,7.081207,0.678909,6.684368,32.89,18.255,25.5755
"936",14.35,15.76811,11.05959,15.69029,11.73085,22.917,35.203,17.55093
"937",14.36,14.74255,20.0382,26.70278,21.77757,6.944,20.151,32.52647
"938",14.37,37.76114,9.017189,17.71532,12.82452,31.971,27.099,14.50212
"939",14.38,39.73761,11.99649,26.72792,24.8717,7.998,20.047,27.47787
"940",14.39,11.00441,26.97608,24.74057,8.919106,20.026,19.995,26.45502
"941",14.4,17.98087,18.95597,5.753273,13.98799,12.053,58.943,30.43227
"942",14.41,14.95734,22.93616,8.766029,16.03584,10.079,27.891,26.40961
"943",14.42,21.93378,11.91665,12.08905,9.083904,4.107,5.759,0.387054
"944",14.43,7.910233,24.89744,12.10188,25.13219,10.87,5.71,32.36455
"945",14.44,10.88666,15.87852,3.975616,8.171368,16.897,39.662,20.34215
"946",14.45,30.8631,0.140095,9.988525,22.47103,6.924,52.614,18.31985
"947",14.46,24.83951,17.84146,11.00146,17.51994,27.135,41.566,6.297653
"948",14.47,1.815933,12.8256,3.014706,16.40102,8.162,21.518,11.27554
"949",14.48,7.792358,15.80776,9.027981,11.45032,24.189,15.471,12.25354
"950",14.49,40.76878,12.7902,27.04188,12.49982,13.215,20.424,29.23164
"951",14.5,17.74524,0.227066,15.05714,25.6012,1.242,12.377,4.669571
"952",14.51,8.721848,17.75694,4.072414,18.65108,13.268,22.095,3.306137
"953",14.52,34.48926,4.741226,6.087715,8.701138,5.294,14.048,24.28195
"954",14.53,23.46591,12.41979,19.10305,19.75137,21.321,27.001,18.25786
"955",14.54,43.4426,9.40506,6.118397,18.80178,9.348,23.585,23.23386
"956",14.55,2.419281,27.39063,8.133774,11.95599,14.374,47.538,16.90627
"957",14.56,6.396988,21.3765,7.14917,11.96692,2.401,33.492,13.69806
"958",14.57,25.37469,0.637333,13.16459,1.981709,4.992,3.446,17.67451
"959",14.58,22.35245,2.661766,17.88556,23.06855,22.018,43.399,24.65166
"960",14.59,23.33022,18.3255,6.901028,5.881042,11.044,29.353,19.62898
"961",14.6,15.30803,30.31306,13.91652,19.16621,13.07,1.201,7.606491
"962",14.61,2.290222,19.30091,21.93204,9.213623,8.904,27.752,21.5842
"963",14.62,7.727554,26.28907,16.94759,16.15106,21.117,16.705,25.56204
"964",14.63,9.250473,1.277527,9.963173,17.19875,5.541,40.658,13.5401
"965",14.64,37.22853,15.26627,2.978794,3.248051,22.561,1.612,19.51834
"966",14.65,39.2066,3.255302,19.99444,8.269424,3.582,18.565,3.503174
"967",14.66,12.18471,2.219563,19.01012,4.680996,14.602,6.519,22.47391
"968",14.67,25.14572,5.210381,20.02583,31.57977,19.622,35.472,4.451218
"969",14.68,28.12387,15.20148,22.04156,4.626945,24.642,7.426,10.42934
"970",14.69,15.10205,9.193546,3.942673,7.323158,14.662,32.382,13.40768
"971",14.7,17.0818,20.17953,6.790398,5.731346,15.595,33.414,16.38658
"972",14.71,13.06157,8.172157,21.48201,7.312721,8.615,3.629,19.36571
"973",14.72,29.04141,17.16579,0.50444,19.35687,0.634,28.326,23.34505
"974",14.73,14.02518,18.15972,9.508606,12.4011,27.043,40.28,8.3246
"975",14.74,5.991013,20.15392,10.39009,22.44541,1.938,34.792,21.8067
"976",14.75,24.99011,9.148392,15.40314,15.51393,4.08,3.748,20.97537
"977",14.76,35.97125,23.12363,9.445446,7.55838,19.098,33.921,2.959137
"978",14.77,9.952438,10.11863,20.45966,8.602894,25.116,11.878,6.06015
"979",14.78,35.93365,14.1139,11.47386,6.647469,18.133,34.834,18.91768
"980",14.79,45.9149,2.109428,14.48807,25.69211,18.15,44.792,1.89566
"981",14.8,45.87605,14.10522,9.502281,6.31662,24.168,5.751,10.87383
"982",14.81,38.85739,19.10128,11.51649,7.361401,37.77,21.71,2.852173
"983",14.82,25.83878,8.097607,18.53071,1.40625,17.787,1.331,10.83069
"984",14.83,5.886017,11.09428,8.544922,1.451176,28.804,44.904,34.80939
"985",14.84,17.86751,17.09122,5.440865,16.25211,5.82,34.863,25.78827
"986",14.85,19.84903,13.17429,5.570259,9.29718,21.837,20.821,13.76729
"987",14.86,29.8306,17.17173,3.581375,1.342331,23.853,37.78,12.74649
"988",14.87,18.81221,14.16943,20.69092,12.38756,22.869,35.739,10.72588
"989",14.88,36.79387,16.16737,1.297974,11.43287,11.885,9.698,35.70549
"990",14.89,13.77557,24.16555,18.71218,1.52177,13.903,46.657,36.68527
"991",14.9,5.242661,20.16397,13.72233,12.52255,17.921,25.616,26.66524
"992",14.91,38.73627,0.16264,3.958431,21.57854,2.939,13.575,13.64539
"993",14.92,17.71523,29.16151,2.969452,21.62297,3.162,7.535,19.62569
"994",14.93,28.69423,16.24604,19.98044,5.332539,8.854,22.494,11.6113
"995",14.94,14.27483,2.754612,16.9914,6.708878,15.869,4.453,18.59709
"996",14.95,9.253967,20.24371,0.109093,15.75034,4.86,42.413,33.40939
"997",14.96,5.23317,17.24227,17.90147,16.79183,33.874,13.372,38.39554
"998",14.97,29.21243,2.758942,0.087975003,17.76733,6.889,9.332,3.383545
"999",14.98,23.19179,13.2396,37.81392,10.80892,8.903,27.292,25.37172
"1000",14.99,23.1712,35.23837,6.824093,1.850536,10.917,35.254,37.36008
"1001",15,38.6104,28.23735,20.83425,1.892197,15.931,17.217,50.3486
"1002",15.01,24.58997,22.23655,2.844398,18.93388,1.945,14.179,48.33728
"1003",15.02,7.036957,21.23598,14.74737,0.975597,17.959,68.143,8.326172
"1004",15.03,33.01666,7.235622,13.75748,11.01731,15.973,32.107,47.75307
"1005",15.04,23.99644,0.764523,13.76759,5.059044,27.829,19.072,24.74228
"1006",15.05,30.9763,2.764816,13.77845,3.100796,25.866,52.036,6.732666
"1007",15.06,28.95929,13.23381,7.788525,5.142563,18.879,11,4.276749
"1008",15.07,36.94237,4.235859,7.798584,20.18433,8.892,19.965,16.71181
"1009",15.08,21.92552,25.23811,8.808624,38.22611,17.905,33.446,11.31567
"1010",15.09,21.90875,18.24056,16.81865,23.26789,29.918,33.41,1.307175
"1011",15.1,16.89207,9.24511,9.828659,7.309662,13.931,6.375,17.29881
"1012",15.11,1.875473,9.249863,15.83865,5.351425,4.943,21.34,2.290588
"1013",15.12,23.85896,5.254822,12.84863,1.606823,10.956,27.305,33.28249
"1014",15.13,9.842545,23.26001,18.85858,3.433693,20.992,3.731,0.274536
"1015",15.14,20.82617,20.26539,8.868515,10.4742,1.996,3.99,33.26665
"1016",15.15,20.80913,0.729015,15.87842,10.51468,35.015,49.953,40.25888
"1017",15.16,15.40891,10.2764,17.8883,18.55515,23.025,20.916,15.25127
"1018",15.17,24.39284,13.28201,13.89816,5.59605,13.035,3.121,19.24377
"1019",15.18,13.37689,31.28782,8.868641,20.63694,0.955,13.843,10.23642
"1020",15.19,19.36435,18.29382,23.87845,6.679848,19.053,28.808,9.229202
"1021",15.2,26.3519,16.1507,20.88823,0.721497,19.062,28.773,12.22212
"1022",15.21,7.342072,19.15708,11.898,19.76302,22.07,8.263,48.21518
"1023",15.22,13.33388,24.16365,14.90774,9.804493,36.078,11.698,17.20836
"1024",15.23,35.32428,5.170418,0.692738,0.154053,13.085,23.917,24.20168
"1025",15.24,12.3163,15.07231,3.702438,5.88686,6.093,15.877,22.19513
"1026",15.25,32.30843,12.07945,16.71212,11.92773,13.1,4.838,14.18872
"1027",15.26,11.30069,1.913212,9.721794,8.968998,7.679,1.799,32.6714
"1028",15.27,6.293076,17.09574,23.73145,25.01021,19.687,23.76,17.66525
"1029",15.28,12.28557,10.84339,16.74165,19.05234,13.695,9.721,3.65918
"1030",15.29,16.27821,12.85037,2.751827,21.09441,15.702,11.318,37.65323
"1031",15.3,8.27095,16.85748,5.761986,23.13643,15.709,24.638,19.64738
"1032",15.31,6.73616,20.79832,16.77212,7.178391,0.282,14.593,27.64163
"1033",15.32,32.25342,7.805717,18.78257,12.22029,15.725,51.549,15.36401
"1034",15.33,13.2431,16.81326,15.793,1.737881,8.733,9.504,40.62212
"1035",15.34,19.23294,2.82093,6.803391,24.30254,4.74,35.46,12.61176
"1036",15.35,30.22293,21.82873,10.81377,18.3429,1.747,39.416,15.60149
"1037",15.36,25.21303,7.985607,14.82412,18.38318,25.753,28.372,6.408661
"1038",15.37,19.20403,2.018173,11.83513,4.423393,8.76,31.328,7.578735
"1039",15.38,17.19519,25.02207,14.84611,16.46353,14.766,1.285,14.56625
"1040",15.39,32.18649,24.02607,13.85707,4.503586,13.773,23.971,22.55385
"1041",15.4,33.17795,25.03039,20.868,3.543987,19.779,4.072,12.54155
"1042",15.41,4.16954,3.034809,10.87889,28.58437,5.785,43.882,19.52936
"1043",15.42,22.07828,22.03933,13.88977,6.624649,22.575,29.628,25.51727
"1044",15.43,27.07143,5.043961,17.90061,6.664856,20.581,39.583,46.50531
"1045",15.44,26.06474,10.0487,11.91142,24.70498,4.311,35.538,24.49342
"1046",15.45,9.941818,4.053547,21.9222,2.745007,4.692,26.492,43.48166
"1047",15.46,25.04668,7.058517,18.93392,7.784943,10.696,20.451,14.46997
"1048",15.47,0.035309002,23.93627,1.054398,7.824783,18.699,9.411,5.458405
"1049",15.48,7.95108,4.941483,3.956505,11.86453,13.702,41.37,27.44693
"1050",15.49,36.93994,8.946812,19.96861,18.90417,1.295,30.329,33.43556
"1051",15.5,2.07103,28.95226,6.982449,8.943718,33.707,38.29,49.42496
"1052",15.51,7.917175,12.95782,17.99625,0.016834,0.291,38.25,9.414459
"1053",15.52,15.90558,16.96349,7.010014,10.02203,15.71,13.211,11.40407
"1054",15.53,25.89413,1.229286,13.02374,7.520966,19.71,23.171,42.39377
"1055",15.54,11.88284,14.24191,25.03744,10.55959,7.711,35.132,8.38356
"1056",15.55,7.871704,13.24788,11.28436,14.59808,29.711,52.093,21.37347
"1057",15.56,1.139267,19.25394,11.29796,12.63644,10.711,49.054,19.36348
"1058",15.57,26.84975,13.26008,16.31151,13.67466,10.711,33.015,38.35359
"1059",15.58,5.161087,12.26631,9.325005,6.71273,7.71,15.976,40.63356
"1060",15.59,2.825623,24.27261,12.33845,0.75066,7.71,18.941,51.62386
"1061",15.6,31.81248,8.278999,11.35184,7.791046,10.709,33.907,15.61426
"1062",15.61,15.7995,28.28546,4.634827,13.83128,12.708,11.872,14.60472
"1063",15.62,6.786667,11.292,15.37576,12.87138,14.708,13.662,14.59529
"1064",15.63,38.77396,18.2986,11.38628,9.911324,19.708,23.632,12.58597
"1065",15.64,27.76143,35.30527,25.39765,3.047829,23.708,9.602,25.57672
"1066",15.65,12.74959,15.30399,16.40898,19.99067,2.291,30.572,24.56757
"1067",15.66,11.73792,0.310787,5.473415,10.029,18.707,4.543,22.5585
"1068",15.67,1.726349,17.31758,20.48463,6.067944,3.705,8.513,10.54955
"1069",15.68,13.71844,25.32442,23.49578,8.10672,26.703,5.483,26.54068
"1070",15.69,12.71066,22.33132,17.8112,0.145336,3.701,35.454,5.468109
"1071",15.7,17.72505,6.327148,15.8222,9.18325,4.694,7.425,34.23526
"1072",15.71,25.71758,15.33416,3.833134,19.221,12.691,14.396,44.22458
"1073",15.72,21.71117,32.4209,13.84399,26.25933,25.884,41.368,30.214
"1074",15.73,6.704895,28.42933,4.854774,12.2975,35.881,14.34,32.20352
"1075",15.74,11.69876,20.43781,20.86547,0.664516,20.879,26.314,42.19318
"1076",15.75,3.901062,19.4463,10.8761,3.471851,24.876,21.287,2.184296
"1077",15.76,17.89519,15.45484,6.88665,7.50872,12.873,17.261,9.184357
"1078",15.77,26.88943,6.711201,2.102882,4.406284,15.871,12.235,13.18073
"1079",15.78,0.883789,4.74036,17.90801,16.44281,15.87,35.209,28.17717
"1080",15.79,29.8783,25.74958,24.91883,21.09983,21.868,7.816,16.17374
"1081",15.8,24.89845,23.7588,16.93092,11.13603,12.866,32.074,26.17041
"1082",15.81,28.89313,14.76803,16.94348,25.17232,14.261,23.044,3.167191
"1083",15.82,7.402374,7.777267,12.95598,29.20972,6.259,21.014,17.16406
"1084",15.83,7.397202,29.7865,23.96839,14.58086,13.259,22.985,13.1683
"1085",15.84,21.39211,31.79573,14.98072,15.61794,5.259,24.955,18.17264
"1086",15.85,16.38708,20.80495,12.99297,13.65503,21.259,5.925,30.00954
"1087",15.86,1.382156,15.08711,14.00513,2.612141,4.259,9.899,20.01407
"1088",15.87,6.377457,14.09644,17.01721,2.422707,7.259,34.872,35.14011
"1089",15.88,19.37285,32.10574,11.02921,9.540993,7.258,0.846,20.14487
"1090",15.89,6.708801,13.115,12.21312,16.48959,30.257,1.18,10.14973
"1091",15.9,13.70433,20.12428,5.792351,18.12752,15.257,45.793,27.15466
"1092",15.91,17.70927,17.13351,4.799152,9.158268,17.256,29.534,13.1597
"1093",15.92,25.6125,2.1427,24.75658,6.188858,5.747,15.508,20.16483
"1094",15.93,25.60815,14.15185,18.76324,10.2193,2.25,26.481,7.829956
"1095",15.94,11.2298,27.16095,17.77044,0.249588,7.086,21.457,2.829025
"1096",15.95,13.22548,15.16999,0.039981999,10.27943,11.083,3.568,0.252792
"1097",15.96,10.22116,10.17908,26.04669,5.309113,7.079,23.406,23.25195
"1098",15.97,29.21689,24.18813,7.053322,6.338638,17.075,20.38,7.903732
"1099",15.98,18.21263,18.19712,14.05987,23.36801,20.071,4.796,22.90305
"1100",15.99,14.20837,18.20691,13.06633,11.39858,2.066,16.77,24.90405
"1101",16,14.20645,23.21664,19.07344,4.430828,8.938,1.745,12.90517
"1102",16.01,32.20453,17.22631,3.081184,12.46291,21.052,21.853,18.90637
"1103",16.02,0.797363,13.25492,4.088848,4.494835,14.043,4.255,23.90768
"1104",16.03,22.20006,2.264458,9.096424,16.5266,28.033,45.717,25.90906
"1105",16.04,29.19748,0.726086,12.74647,25.55928,19.023,29.689,44.91055
"1106",16.05,7.194916,20.28246,7.753899,13.5918,11.012,21.661,29.91212
"1107",16.06,23.19235,21.29094,1.238739,6.624149,10.002,3.633,43.91379
"1108",16.07,38.18979,9.299335,8.767632,13.65633,11.992,34.605,10.91556
"1109",16.08,11.18727,14.30765,7.673515,10.68835,21.485,29.577,24.9174
"1110",16.09,21.18475,16.31588,15.67976,19.59961,10.474,15.55,17.91936
"1111",16.1,9.855911,20.32402,3.314045,0.631294,27.463,25.522,19.9214
"1112",16.11,29.85341,18.33207,4.895088,6.662674,34.454,27.494,23.92352
"1113",16.12,32.85094,0.659973,19.89915,9.69389,7.191,21.468,16.92574
"1114",16.13,14.84849,2.34811,9.903141,1.365578,16.182,35.442,13.92799
"1115",16.14,24.84784,16.21772,17.90706,18.39648,0.827,62.416,23.93034
"1116",16.15,26.84717,14.22562,20.88224,17.42722,5.163,37.39,20.93356
"1117",16.16,16.84654,15.23343,21.88654,15.45782,6.153,42.364,8.323929
"1118",16.17,56.84592,13.27494,20.86275,13.4886,19.144,34.338,42.32724
"1119",16.18,12.84532,17.28256,7.867405,21.51923,12.134,25.915,14.33063
"1120",16.19,7.155273,22.29008,22.87202,5.549702,33.123,34.889,17.33403
"1121",16.2,28.84013,21.29749,18.87657,19.58002,8.113,35.863,25.33749
"1122",16.21,9.835571,4.30479,9.881058,5.610191,18.1,50.195,21.34097
"1123",16.22,12.83331,11.31199,6.885979,33.6402,23.09,24.17,6.655502
"1124",16.23,28.83107,42.31908,11.89082,16.67007,5.079,25.144,15.34665
"1125",16.24,22.82883,21.29154,0.896893,2.699768,0.069,45.118,48.35126
"1126",16.25,11.8266,6.155254,7.902878,12.72933,23.058,11.092,39.35594
"1127",16.26,38.82436,6.913372,1.908794,20.75873,4.048,22.066,15.11929
"1128",16.27,12.8221,18.91998,14.91464,11.78797,10.037,33.04,9.263763
"1129",16.28,13.81985,23.92644,12.92041,20.81705,14.026,21.016,12.7363
"1130",16.29,30.81828,13.36815,5.926117,6.845982,12.153,21.992,45.73637
"1131",16.3,20.81689,20.37819,3.931747,4.874748,5.141,30.968,14.73647
"1132",16.31,3.81546,7.388031,6.937305,19.90335,4.13,36.944,23.73781
"1133",16.32,4.814041,29.3977,7.942795,8.800381,0.118,15.921,12.73917
"1134",16.33,49.81259,24.40718,7.948212,14.82867,7.106,25.67,2.740204
"1135",16.34,36.81116,13.41646,16.95356,3.856812,10.914,13.647,4.741577
"1136",16.35,0.809677,18.39044,15.95883,16.88479,29.902,7.624,26.74297
"1137",16.36,8.809845,16.39935,13.96404,13.0113,17.889,36.601,34.74438
"1138",16.37,19.81,23.40807,13.96916,17.04092,20.877,12.979,25.74579
"1139",16.38,22.81013,24.41659,13.97443,1.070393,10.749,30.956,9.747208
"1140",16.39,15.81023,22.42491,18.97961,10.13442,24.736,10.018,20.74864
"1141",16.4,27.39363,29.43369,3.984734,14.15702,13.723,37.995,19.75006
"1142",16.41,1.3936,6.442276,13.98977,7.185944,16.71,20.468,16.7515
