"","Age","Sex","Year","Population"
"2881",30,"Male",1919,0.838
"2882",31,"Male",1919,0.816
"2883",32,"Male",1919,0.803
"2884",33,"Male",1919,0.805
"2885",34,"Male",1919,0.816
"2886",35,"Male",1919,0.824
"2887",36,"Male",1919,0.835
"2888",37,"Male",1919,0.83
"2889",38,"Male",1919,0.799
"2890",39,"Male",1919,0.754
"2891",40,"Male",1919,0.711
"2892",41,"Male",1919,0.665
"2893",42,"Male",1919,0.632
"2894",43,"Male",1919,0.624
"2895",44,"Male",1919,0.63
"2896",45,"Male",1919,0.632
"2897",46,"Male",1919,0.634
"2898",47,"Male",1919,0.628
"2899",48,"Male",1919,0.61
"2900",49,"Male",1919,0.582
"2901",50,"Male",1919,0.556
"2902",51,"Male",1919,0.532
"2903",52,"Male",1919,0.506
"2904",53,"Male",1919,0.477
"2905",54,"Male",1919,0.448
"2906",55,"Male",1919,0.418
"2907",56,"Male",1919,0.387
"2908",57,"Male",1919,0.363
"2909",58,"Male",1919,0.35
"2910",59,"Male",1919,0.344
"2911",60,"Male",1919,0.336
"2912",61,"Male",1919,0.33
"2913",62,"Male",1919,0.32
"2914",63,"Male",1919,0.301
"2915",64,"Male",1919,0.276
"2916",65,"Male",1919,0.254
"2917",66,"Male",1919,0.233
"2918",67,"Male",1919,0.213
"2919",68,"Male",1919,0.193
"2920",69,"Male",1919,0.176
"2921",70,"Male",1919,0.16
"2922",71,"Male",1919,0.147
"2923",72,"Male",1919,0.137
"2924",73,"Male",1919,0.129
"2925",74,"Male",1919,0.127
"2926",0,"Female",1919,1.13
"2927",1,"Female",1919,1.138
"2928",2,"Female",1919,1.143
"2929",3,"Female",1919,1.144
"2930",4,"Female",1919,1.142
"2931",5,"Female",1919,1.138
"2932",6,"Female",1919,1.131
"2933",7,"Female",1919,1.121
"2934",8,"Female",1919,1.11
"2935",9,"Female",1919,1.096
"2936",10,"Female",1919,1.081
"2937",11,"Female",1919,1.067
"2938",12,"Female",1919,1.049
"2939",13,"Female",1919,1.027
"2940",14,"Female",1919,1.003
"2941",15,"Female",1919,0.978
"2942",16,"Female",1919,0.953
"2943",17,"Female",1919,0.937
"2944",18,"Female",1919,0.935
"2945",19,"Female",1919,0.941
"2946",20,"Female",1919,0.946
"2947",21,"Female",1919,0.952
"2948",22,"Female",1919,0.954
"2949",23,"Female",1919,0.95
"2950",24,"Female",1919,0.942
"2951",25,"Female",1919,0.935
"2952",26,"Female",1919,0.928
"2953",27,"Female",1919,0.915
"2954",28,"Female",1919,0.891
"2955",29,"Female",1919,0.859
"2956",30,"Female",1919,0.829
"2957",31,"Female",1919,0.795
"2958",32,"Female",1919,0.771
"2959",33,"Female",1919,0.761
"2960",34,"Female",1919,0.76
"2961",35,"Female",1919,0.758
"2962",36,"Female",1919,0.757
"2963",37,"Female",1919,0.747
"2964",38,"Female",1919,0.722
"2965",39,"Female",1919,0.689
"2966",40,"Female",1919,0.658
"2967",41,"Female",1919,0.626
"2968",42,"Female",1919,0.599
"2969",43,"Female",1919,0.58
"2970",44,"Female",1919,0.568
"2971",45,"Female",1919,0.555
"2972",46,"Female",1919,0.54
"2973",47,"Female",1919,0.525
"2974",48,"Female",1919,0.508
"2975",49,"Female",1919,0.49
"2976",50,"Female",1919,0.474
"2977",51,"Female",1919,0.458
"2978",52,"Female",1919,0.439
"2979",53,"Female",1919,0.416
"2980",54,"Female",1919,0.392
"2981",55,"Female",1919,0.367
"2982",56,"Female",1919,0.343
"2983",57,"Female",1919,0.322
"2984",58,"Female",1919,0.311
"2985",59,"Female",1919,0.305
"2986",60,"Female",1919,0.298
"2987",61,"Female",1919,0.291
"2988",62,"Female",1919,0.282
"2989",63,"Female",1919,0.266
"2990",64,"Female",1919,0.246
"2991",65,"Female",1919,0.229
"2992",66,"Female",1919,0.211
"2993",67,"Female",1919,0.195
"2994",68,"Female",1919,0.179
"2995",69,"Female",1919,0.165
"2996",70,"Female",1919,0.153
"2997",71,"Female",1919,0.142
"2998",72,"Female",1919,0.134
"2999",73,"Female",1919,0.128
"3000",74,"Female",1919,0.127
"3001",0,"Male",1920,1.154
"3002",1,"Male",1920,1.172
"3003",2,"Male",1920,1.183
"3004",3,"Male",1920,1.19
"3005",4,"Male",1920,1.19
"3006",5,"Male",1920,1.187
"3007",6,"Male",1920,1.179
"3008",7,"Male",1920,1.168
"3009",8,"Male",1920,1.153
"3010",9,"Male",1920,1.136
"3011",10,"Male",1920,1.117
"3012",11,"Male",1920,1.096
"3013",12,"Male",1920,1.073
"3014",13,"Male",1920,1.048
"3015",14,"Male",1920,1.021
"3016",15,"Male",1920,0.994
"3017",16,"Male",1920,0.967
"3018",17,"Male",1920,0.946
"3019",18,"Male",1920,0.931
"3020",19,"Male",1920,0.922
"3021",20,"Male",1920,0.912
"3022",21,"Male",1920,0.901
"3023",22,"Male",1920,0.897
"3024",23,"Male",1920,0.904
"3025",24,"Male",1920,0.917
"3026",25,"Male",1920,0.929
"3027",26,"Male",1920,0.945
"3028",27,"Male",1920,0.947
"3029",28,"Male",1920,0.928
"3030",29,"Male",1920,0.895
"3031",30,"Male",1920,0.863
"3032",31,"Male",1920,0.829
"3033",32,"Male",1920,0.808
"3034",33,"Male",1920,0.809
"3035",34,"Male",1920,0.824
"3036",35,"Male",1920,0.835
"3037",36,"Male",1920,0.848
"3038",37,"Male",1920,0.846
"3039",38,"Male",1920,0.821
"3040",39,"Male",1920,0.779
"3041",40,"Male",1920,0.741
"3042",41,"Male",1920,0.7
"3043",42,"Male",1920,0.668
"3044",43,"Male",1920,0.652
"3045",44,"Male",1920,0.645
"3046",45,"Male",1920,0.636
"3047",46,"Male",1920,0.626
"3048",47,"Male",1920,0.614
"3049",48,"Male",1920,0.598
"3050",49,"Male",1920,0.578
"3051",50,"Male",1920,0.561
"3052",51,"Male",1920,0.544
"3053",52,"Male",1920,0.522
"3054",53,"Male",1920,0.494
"3055",54,"Male",1920,0.461
"3056",55,"Male",1920,0.429
"3057",56,"Male",1920,0.396
"3058",57,"Male",1920,0.369
"3059",58,"Male",1920,0.356
"3060",59,"Male",1920,0.351
"3061",60,"Male",1920,0.344
"3062",61,"Male",1920,0.339
"3063",62,"Male",1920,0.328
"3064",63,"Male",1920,0.308
"3065",64,"Male",1920,0.282
"3066",65,"Male",1920,0.259
"3067",66,"Male",1920,0.237
"3068",67,"Male",1920,0.215
"3069",68,"Male",1920,0.196
"3070",69,"Male",1920,0.177
"3071",70,"Male",1920,0.161
"3072",71,"Male",1920,0.148
"3073",72,"Male",1920,0.138
"3074",73,"Male",1920,0.133
"3075",74,"Male",1920,0.131
"3076",0,"Female",1920,1.123
"3077",1,"Female",1920,1.141
"3078",2,"Female",1920,1.154
"3079",3,"Female",1920,1.161
"3080",4,"Female",1920,1.163
"3081",5,"Female",1920,1.16
"3082",6,"Female",1920,1.153
"3083",7,"Female",1920,1.143
"3084",8,"Female",1920,1.13
"3085",9,"Female",1920,1.114
"3086",10,"Female",1920,1.096
"3087",11,"Female",1920,1.077
"3088",12,"Female",1920,1.056
"3089",13,"Female",1920,1.036
"3090",14,"Female",1920,1.015
"3091",15,"Female",1920,0.995
"3092",16,"Female",1920,0.973
"3093",17,"Female",1920,0.958
"3094",18,"Female",1920,0.949
"3095",19,"Female",1920,0.947
"3096",20,"Female",1920,0.943
"3097",21,"Female",1920,0.939
"3098",22,"Female",1920,0.938
"3099",23,"Female",1920,0.941
"3100",24,"Female",1920,0.947
"3101",25,"Female",1920,0.952
"3102",26,"Female",1920,0.959
"3103",27,"Female",1920,0.953
"3104",28,"Female",1920,0.926
"3105",29,"Female",1920,0.887
"3106",30,"Female",1920,0.848
"3107",31,"Female",1920,0.807
"3108",32,"Female",1920,0.776
"3109",33,"Female",1920,0.765
"3110",34,"Female",1920,0.766
"3111",35,"Female",1920,0.764
"3112",36,"Female",1920,0.762
"3113",37,"Female",1920,0.753
"3114",38,"Female",1920,0.732
"3115",39,"Female",1920,0.703
"3116",40,"Female",1920,0.676
"3117",41,"Female",1920,0.648
"3118",42,"Female",1920,0.623
"3119",43,"Female",1920,0.602
"3120",44,"Female",1920,0.584
"3121",45,"Female",1920,0.565
"3122",46,"Female",1920,0.545
"3123",47,"Female",1920,0.526
"3124",48,"Female",1920,0.51
"3125",49,"Female",1920,0.495
"3126",50,"Female",1920,0.481
"3127",51,"Female",1920,0.468
"3128",52,"Female",1920,0.451
"3129",53,"Female",1920,0.428
"3130",54,"Female",1920,0.402
"3131",55,"Female",1920,0.377
"3132",56,"Female",1920,0.352
"3133",57,"Female",1920,0.332
"3134",58,"Female",1920,0.32
"3135",59,"Female",1920,0.314
"3136",60,"Female",1920,0.306
"3137",61,"Female",1920,0.3
"3138",62,"Female",1920,0.291
"3139",63,"Female",1920,0.273
"3140",64,"Female",1920,0.252
"3141",65,"Female",1920,0.234
"3142",66,"Female",1920,0.215
"3143",67,"Female",1920,0.198
"3144",68,"Female",1920,0.181
"3145",69,"Female",1920,0.166
"3146",70,"Female",1920,0.154
"3147",71,"Female",1920,0.143
"3148",72,"Female",1920,0.135
"3149",73,"Female",1920,0.13
"3150",74,"Female",1920,0.129
"3151",0,"Male",1921,1.202
"3152",1,"Male",1921,1.206
"3153",2,"Male",1921,1.208
"3154",3,"Male",1921,1.206
"3155",4,"Male",1921,1.202
"3156",5,"Male",1921,1.195
"3157",6,"Male",1921,1.187
"3158",7,"Male",1921,1.177
"3159",8,"Male",1921,1.164
"3160",9,"Male",1921,1.149
"3161",10,"Male",1921,1.134
"3162",11,"Male",1921,1.118
"3163",12,"Male",1921,1.098
"3164",13,"Male",1921,1.074
"3165",14,"Male",1921,1.048
"3166",15,"Male",1921,1.022
"3167",16,"Male",1921,0.996
"3168",17,"Male",1921,0.973
"3169",18,"Male",1921,0.956
"3170",19,"Male",1921,0.941
"3171",20,"Male",1921,0.928
"3172",21,"Male",1921,0.912
"3173",22,"Male",1921,0.906
"3174",23,"Male",1921,0.914
"3175",24,"Male",1921,0.929
"3176",25,"Male",1921,0.944
"3177",26,"Male",1921,0.963
"3178",27,"Male",1921,0.967
"3179",28,"Male",1921,0.946
"3180",29,"Male",1921,0.911
"3181",30,"Male",1921,0.877
"3182",31,"Male",1921,0.84
"3183",32,"Male",1921,0.817
"3184",33,"Male",1921,0.817
"3185",34,"Male",1921,0.832
"3186",35,"Male",1921,0.842
"3187",36,"Male",1921,0.854
"3188",37,"Male",1921,0.853
"3189",38,"Male",1921,0.829
"3190",39,"Male",1921,0.792
"3191",40,"Male",1921,0.756
"3192",41,"Male",1921,0.721
"3193",42,"Male",1921,0.69
"3194",43,"Male",1921,0.671
"3195",44,"Male",1921,0.659
"3196",45,"Male",1921,0.644
"3197",46,"Male",1921,0.628
"3198",47,"Male",1921,0.613
"3199",48,"Male",1921,0.598
"3200",49,"Male",1921,0.584
"3201",50,"Male",1921,0.571
"3202",51,"Male",1921,0.559
"3203",52,"Male",1921,0.54
"3204",53,"Male",1921,0.512
"3205",54,"Male",1921,0.477
"3206",55,"Male",1921,0.443
"3207",56,"Male",1921,0.408
"3208",57,"Male",1921,0.382
"3209",58,"Male",1921,0.367
"3210",59,"Male",1921,0.359
"3211",60,"Male",1921,0.35
"3212",61,"Male",1921,0.342
"3213",62,"Male",1921,0.331
"3214",63,"Male",1921,0.311
"3215",64,"Male",1921,0.288
"3216",65,"Male",1921,0.265
"3217",66,"Male",1921,0.245
"3218",67,"Male",1921,0.225
"3219",68,"Male",1921,0.205
"3220",69,"Male",1921,0.187
"3221",70,"Male",1921,0.17
"3222",71,"Male",1921,0.155
"3223",72,"Male",1921,0.142
"3224",73,"Male",1921,0.133
"3225",74,"Male",1921,0.126
"3226",0,"Female",1921,1.16
"3227",1,"Female",1921,1.169
"3228",2,"Female",1921,1.175
"3229",3,"Female",1921,1.176
"3230",4,"Female",1921,1.175
"3231",5,"Female",1921,1.171
"3232",6,"Female",1921,1.164
"3233",7,"Female",1921,1.155
"3234",8,"Female",1921,1.144
"3235",9,"Female",1921,1.13
"3236",10,"Female",1921,1.116
"3237",11,"Female",1921,1.102
"3238",12,"Female",1921,1.084
"3239",13,"Female",1921,1.064
"3240",14,"Female",1921,1.041
"3241",15,"Female",1921,1.02
"3242",16,"Female",1921,0.998
"3243",17,"Female",1921,0.981
"3244",18,"Female",1921,0.969
"3245",19,"Female",1921,0.961
"3246",20,"Female",1921,0.953
"3247",21,"Female",1921,0.943
"3248",22,"Female",1921,0.939
"3249",23,"Female",1921,0.944
"3250",24,"Female",1921,0.955
"3251",25,"Female",1921,0.965
"3252",26,"Female",1921,0.977
"3253",27,"Female",1921,0.975
"3254",28,"Female",1921,0.949
"3255",29,"Female",1921,0.908
"3256",30,"Female",1921,0.869
"3257",31,"Female",1921,0.828
"3258",32,"Female",1921,0.796
"3259",33,"Female",1921,0.783
"3260",34,"Female",1921,0.783
"3261",35,"Female",1921,0.777
"3262",36,"Female",1921,0.773
"3263",37,"Female",1921,0.763
"3264",38,"Female",1921,0.743
"3265",39,"Female",1921,0.716
"3266",40,"Female",1921,0.692
"3267",41,"Female",1921,0.668
"3268",42,"Female",1921,0.643
"3269",43,"Female",1921,0.622
"3270",44,"Female",1921,0.601
"3271",45,"Female",1921,0.579
"3272",46,"Female",1921,0.557
"3273",47,"Female",1921,0.538
"3274",48,"Female",1921,0.521
"3275",49,"Female",1921,0.507
"3276",50,"Female",1921,0.493
"3277",51,"Female",1921,0.48
"3278",52,"Female",1921,0.464
"3279",53,"Female",1921,0.441
"3280",54,"Female",1921,0.415
"3281",55,"Female",1921,0.39
"3282",56,"Female",1921,0.364
"3283",57,"Female",1921,0.343
"3284",58,"Female",1921,0.331
"3285",59,"Female",1921,0.323
"3286",60,"Female",1921,0.315
"3287",61,"Female",1921,0.307
"3288",62,"Female",1921,0.297
"3289",63,"Female",1921,0.28
"3290",64,"Female",1921,0.26
"3291",65,"Female",1921,0.242
"3292",66,"Female",1921,0.224
"3293",67,"Female",1921,0.207
"3294",68,"Female",1921,0.19
"3295",69,"Female",1921,0.175
"3296",70,"Female",1921,0.161
"3297",71,"Female",1921,0.149
"3298",72,"Female",1921,0.139
"3299",73,"Female",1921,0.132
"3300",74,"Female",1921,0.127
"3301",0,"Male",1922,1.232
"3302",1,"Male",1922,1.228
"3303",2,"Male",1922,1.222
"3304",3,"Male",1922,1.217
"3305",4,"Male",1922,1.21
"3306",5,"Male",1922,1.203
"3307",6,"Male",1922,1.194
"3308",7,"Male",1922,1.184
"3309",8,"Male",1922,1.173
"3310",9,"Male",1922,1.16
"3311",10,"Male",1922,1.147
"3312",11,"Male",1922,1.133
"3313",12,"Male",1922,1.116
"3314",13,"Male",1922,1.094
"3315",14,"Male",1922,1.068
"3316",15,"Male",1922,1.043
"3317",16,"Male",1922,1.018
"3318",17,"Male",1922,0.995
"3319",18,"Male",1922,0.975
"3320",19,"Male",1922,0.956
"3321",20,"Male",1922,0.938
"3322",21,"Male",1922,0.918
"3323",22,"Male",1922,0.909
"3324",23,"Male",1922,0.913
"3325",24,"Male",1922,0.927
"3326",25,"Male",1922,0.94
"3327",26,"Male",1922,0.956
"3328",27,"Male",1922,0.959
"3329",28,"Male",1922,0.942
"3330",29,"Male",1922,0.912
"3331",30,"Male",1922,0.884
"3332",31,"Male",1922,0.854
"3333",32,"Male",1922,0.834
"3334",33,"Male",1922,0.829
"3335",34,"Male",1922,0.834
"3336",35,"Male",1922,0.836
"3337",36,"Male",1922,0.839
"3338",37,"Male",1922,0.834
"3339",38,"Male",1922,0.816
"3340",39,"Male",1922,0.79
"3341",40,"Male",1922,0.766
"3342",41,"Male",1922,0.741
"3343",42,"Male",1922,0.717
"3344",43,"Male",1922,0.695
"3345",44,"Male",1922,0.673
"3346",45,"Male",1922,0.65
"3347",46,"Male",1922,0.626
"3348",47,"Male",1922,0.606
"3349",48,"Male",1922,0.594
"3350",49,"Male",1922,0.586
"3351",50,"Male",1922,0.578
"3352",51,"Male",1922,0.57
"3353",52,"Male",1922,0.556
"3354",53,"Male",1922,0.528
"3355",54,"Male",1922,0.494
"3356",55,"Male",1922,0.461
"3357",56,"Male",1922,0.427
"3358",57,"Male",1922,0.399
"3359",58,"Male",1922,0.38
"3360",59,"Male",1922,0.367
"3361",60,"Male",1922,0.353
"3362",61,"Male",1922,0.339
"3363",62,"Male",1922,0.324
"3364",63,"Male",1922,0.307
"3365",64,"Male",1922,0.287
"3366",65,"Male",1922,0.269
"3367",66,"Male",1922,0.252
"3368",67,"Male",1922,0.234
"3369",68,"Male",1922,0.217
"3370",69,"Male",1922,0.198
"3371",70,"Male",1922,0.181
"3372",71,"Male",1922,0.165
"3373",72,"Male",1922,0.148
"3374",73,"Male",1922,0.131
"3375",74,"Male",1922,0.114
"3376",0,"Female",1922,1.181
"3377",1,"Female",1922,1.185
"3378",2,"Female",1922,1.186
"3379",3,"Female",1922,1.186
"3380",4,"Female",1922,1.184
"3381",5,"Female",1922,1.179
"3382",6,"Female",1922,1.172
"3383",7,"Female",1922,1.165
"3384",8,"Female",1922,1.155
"3385",9,"Female",1922,1.143
"3386",10,"Female",1922,1.131
"3387",11,"Female",1922,1.119
"3388",12,"Female",1922,1.104
"3389",13,"Female",1922,1.084
"3390",14,"Female",1922,1.064
"3391",15,"Female",1922,1.043
"3392",16,"Female",1922,1.023
"3393",17,"Female",1922,1.006
"3394",18,"Female",1922,0.991
"3395",19,"Female",1922,0.979
"3396",20,"Female",1922,0.966
"3397",21,"Female",1922,0.952
"3398",22,"Female",1922,0.944
"3399",23,"Female",1922,0.948
"3400",24,"Female",1922,0.958
"3401",25,"Female",1922,0.966
"3402",26,"Female",1922,0.977
"3403",27,"Female",1922,0.975
"3404",28,"Female",1922,0.954
"3405",29,"Female",1922,0.921
"3406",30,"Female",1922,0.889
"3407",31,"Female",1922,0.856
"3408",32,"Female",1922,0.828
"3409",33,"Female",1922,0.812
"3410",34,"Female",1922,0.802
"3411",35,"Female",1922,0.79
"3412",36,"Female",1922,0.777
"3413",37,"Female",1922,0.762
"3414",38,"Female",1922,0.745
"3415",39,"Female",1922,0.725
"3416",40,"Female",1922,0.705
"3417",41,"Female",1922,0.685
"3418",42,"Female",1922,0.665
"3419",43,"Female",1922,0.643
"3420",44,"Female",1922,0.619
"3421",45,"Female",1922,0.595
"3422",46,"Female",1922,0.571
"3423",47,"Female",1922,0.55
"3424",48,"Female",1922,0.533
"3425",49,"Female",1922,0.518
"3426",50,"Female",1922,0.503
"3427",51,"Female",1922,0.49
"3428",52,"Female",1922,0.473
"3429",53,"Female",1922,0.451
"3430",54,"Female",1922,0.427
"3431",55,"Female",1922,0.403
"3432",56,"Female",1922,0.38
"3433",57,"Female",1922,0.36
"3434",58,"Female",1922,0.346
"3435",59,"Female",1922,0.334
"3436",60,"Female",1922,0.323
"3437",61,"Female",1922,0.312
"3438",62,"Female",1922,0.299
"3439",63,"Female",1922,0.284
"3440",64,"Female",1922,0.266
"3441",65,"Female",1922,0.249
"3442",66,"Female",1922,0.233
"3443",67,"Female",1922,0.217
"3444",68,"Female",1922,0.201
"3445",69,"Female",1922,0.185
"3446",70,"Female",1922,0.171
"3447",71,"Female",1922,0.157
"3448",72,"Female",1922,0.144
"3449",73,"Female",1922,0.132
"3450",74,"Female",1922,0.121
"3451",0,"Male",1923,1.242
"3452",1,"Male",1923,1.237
"3453",2,"Male",1923,1.232
"3454",3,"Male",1923,1.226
"3455",4,"Male",1923,1.219
"3456",5,"Male",1923,1.213
"3457",6,"Male",1923,1.205
"3458",7,"Male",1923,1.196
"3459",8,"Male",1923,1.185
"3460",9,"Male",1923,1.174
"3461",10,"Male",1923,1.162
"3462",11,"Male",1923,1.15
"3463",12,"Male",1923,1.134
"3464",13,"Male",1923,1.113
"3465",14,"Male",1923,1.09
"3466",15,"Male",1923,1.066
"3467",16,"Male",1923,1.044
"3468",17,"Male",1923,1.021
"3469",18,"Male",1923,1.001
"3470",19,"Male",1923,0.982
"3471",20,"Male",1923,0.964
"3472",21,"Male",1923,0.944
"3473",22,"Male",1923,0.932
"3474",23,"Male",1923,0.931
"3475",24,"Male",1923,0.935
"3476",25,"Male",1923,0.94
"3477",26,"Male",1923,0.945
"3478",27,"Male",1923,0.946
"3479",28,"Male",1923,0.937
"3480",29,"Male",1923,0.922
"3481",30,"Male",1923,0.908
"3482",31,"Male",1923,0.894
"3483",32,"Male",1923,0.881
"3484",33,"Male",1923,0.869
"3485",34,"Male",1923,0.859
"3486",35,"Male",1923,0.848
"3487",36,"Male",1923,0.834
"3488",37,"Male",1923,0.822
"3489",38,"Male",1923,0.809
"3490",39,"Male",1923,0.796
"3491",40,"Male",1923,0.782
"3492",41,"Male",1923,0.769
"3493",42,"Male",1923,0.751
"3494",43,"Male",1923,0.726
"3495",44,"Male",1923,0.696
"3496",45,"Male",1923,0.667
"3497",46,"Male",1923,0.636
"3498",47,"Male",1923,0.612
"3499",48,"Male",1923,0.597
"3500",49,"Male",1923,0.589
"3501",50,"Male",1923,0.58
"3502",51,"Male",1923,0.571
"3503",52,"Male",1923,0.557
"3504",53,"Male",1923,0.534
"3505",54,"Male",1923,0.505
"3506",55,"Male",1923,0.478
"3507",56,"Male",1923,0.451
"3508",57,"Male",1923,0.425
"3509",58,"Male",1923,0.402
"3510",59,"Male",1923,0.382
"3511",60,"Male",1923,0.361
"3512",61,"Male",1923,0.34
"3513",62,"Male",1923,0.321
"3514",63,"Male",1923,0.305
"3515",64,"Male",1923,0.291
"3516",65,"Male",1923,0.276
"3517",66,"Male",1923,0.261
"3518",67,"Male",1923,0.246
"3519",68,"Male",1923,0.23
"3520",69,"Male",1923,0.213
"3521",70,"Male",1923,0.195
"3522",71,"Male",1923,0.176
"3523",72,"Male",1923,0.154
"3524",73,"Male",1923,0.131
"3525",74,"Male",1923,0.105
"3526",0,"Female",1923,1.191
"3527",1,"Female",1923,1.193
"3528",2,"Female",1923,1.194
"3529",3,"Female",1923,1.194
"3530",4,"Female",1923,1.191
"3531",5,"Female",1923,1.188
"3532",6,"Female",1923,1.182
"3533",7,"Female",1923,1.176
"3534",8,"Female",1923,1.167
"3535",9,"Female",1923,1.158
"3536",10,"Female",1923,1.147
"3537",11,"Female",1923,1.136
"3538",12,"Female",1923,1.122
"3539",13,"Female",1923,1.105
"3540",14,"Female",1923,1.086
"3541",15,"Female",1923,1.067
"3542",16,"Female",1923,1.049
"3543",17,"Female",1923,1.031
"3544",18,"Female",1923,1.014
"3545",19,"Female",1923,0.999
"3546",20,"Female",1923,0.983
"3547",21,"Female",1923,0.966
"3548",22,"Female",1923,0.956
"3549",23,"Female",1923,0.954
"3550",24,"Female",1923,0.959
"3551",25,"Female",1923,0.961
"3552",26,"Female",1923,0.965
"3553",27,"Female",1923,0.962
"3554",28,"Female",1923,0.949
"3555",29,"Female",1923,0.931
"3556",30,"Female",1923,0.913
"3557",31,"Female",1923,0.894
"3558",32,"Female",1923,0.874
"3559",33,"Female",1923,0.852
"3560",34,"Female",1923,0.829
"3561",35,"Female",1923,0.806
"3562",36,"Female",1923,0.781
"3563",37,"Female",1923,0.76
"3564",38,"Female",1923,0.743
"3565",39,"Female",1923,0.73
"3566",40,"Female",1923,0.717
"3567",41,"Female",1923,0.704
"3568",42,"Female",1923,0.688
"3569",43,"Female",1923,0.665
"3570",44,"Female",1923,0.639
"3571",45,"Female",1923,0.614
"3572",46,"Female",1923,0.588
"3573",47,"Female",1923,0.564
"3574",48,"Female",1923,0.545
"3575",49,"Female",1923,0.529
"3576",50,"Female",1923,0.512
"3577",51,"Female",1923,0.495
"3578",52,"Female",1923,0.477
"3579",53,"Female",1923,0.458
"3580",54,"Female",1923,0.438
"3581",55,"Female",1923,0.418
"3582",56,"Female",1923,0.399
"3583",57,"Female",1923,0.38
"3584",58,"Female",1923,0.363
"3585",59,"Female",1923,0.347
"3586",60,"Female",1923,0.331
"3587",61,"Female",1923,0.315
"3588",62,"Female",1923,0.3
"3589",63,"Female",1923,0.285
"3590",64,"Female",1923,0.271
"3591",65,"Female",1923,0.256
"3592",66,"Female",1923,0.242
"3593",67,"Female",1923,0.227
"3594",68,"Female",1923,0.213
"3595",69,"Female",1923,0.198
"3596",70,"Female",1923,0.182
"3597",71,"Female",1923,0.166
"3598",72,"Female",1923,0.149
"3599",73,"Female",1923,0.132
"3600",74,"Female",1923,0.113
"3601",0,"Male",1924,1.262
"3602",1,"Male",1924,1.254
"3603",2,"Male",1924,1.247
"3604",3,"Male",1924,1.239
"3605",4,"Male",1924,1.232
"3606",5,"Male",1924,1.224
"3607",6,"Male",1924,1.215
"3608",7,"Male",1924,1.206
"3609",8,"Male",1924,1.197
"3610",9,"Male",1924,1.186
"3611",10,"Male",1924,1.175
"3612",11,"Male",1924,1.164
"3613",12,"Male",1924,1.15
"3614",13,"Male",1924,1.132
"3615",14,"Male",1924,1.112
"3616",15,"Male",1924,1.091
"3617",16,"Male",1924,1.071
"3618",17,"Male",1924,1.052
"3619",18,"Male",1924,1.032
"3620",19,"Male",1924,1.014
"3621",20,"Male",1924,0.996
"3622",21,"Male",1924,0.979
"3623",22,"Male",1924,0.964
"3624",23,"Male",1924,0.955
"3625",24,"Male",1924,0.949
"3626",25,"Male",1924,0.943
"3627",26,"Male",1924,0.936
"3628",27,"Male",1924,0.933
"3629",28,"Male",1924,0.932
"3630",29,"Male",1924,0.933
"3631",30,"Male",1924,0.934
"3632",31,"Male",1924,0.936
"3633",32,"Male",1924,0.931
"3634",33,"Male",1924,0.914
"3635",34,"Male",1924,0.889
"3636",35,"Male",1924,0.864
"3637",36,"Male",1924,0.837
"3638",37,"Male",1924,0.817
"3639",38,"Male",1924,0.807
"3640",39,"Male",1924,0.803
"3641",40,"Male",1924,0.797
"3642",41,"Male",1924,0.792
"3643",42,"Male",1924,0.778
"3644",43,"Male",1924,0.753
"3645",44,"Male",1924,0.721
"3646",45,"Male",1924,0.689
"3647",46,"Male",1924,0.656
"3648",47,"Male",1924,0.629
"3649",48,"Male",1924,0.61
"3650",49,"Male",1924,0.598
"3651",50,"Male",1924,0.583
"3652",51,"Male",1924,0.569
"3653",52,"Male",1924,0.553
"3654",53,"Male",1924,0.533
"3655",54,"Male",1924,0.512
"3656",55,"Male",1924,0.492
"3657",56,"Male",1924,0.472
"3658",57,"Male",1924,0.45
"3659",58,"Male",1924,0.425
"3660",59,"Male",1924,0.398
"3661",60,"Male",1924,0.372
"3662",61,"Male",1924,0.345
"3663",62,"Male",1924,0.322
"3664",63,"Male",1924,0.307
"3665",64,"Male",1924,0.296
"3666",65,"Male",1924,0.283
"3667",66,"Male",1924,0.27
"3668",67,"Male",1924,0.256
"3669",68,"Male",1924,0.242
"3670",69,"Male",1924,0.226
"3671",70,"Male",1924,0.207
"3672",71,"Male",1924,0.186
"3673",72,"Male",1924,0.162
"3674",73,"Male",1924,0.134
"3675",74,"Male",1924,0.102
"3676",0,"Female",1924,1.214
"3677",1,"Female",1924,1.211
"3678",2,"Female",1924,1.207
"3679",3,"Female",1924,1.204
"3680",4,"Female",1924,1.199
"3681",5,"Female",1924,1.195
"3682",6,"Female",1924,1.189
"3683",7,"Female",1924,1.183
"3684",8,"Female",1924,1.176
"3685",9,"Female",1924,1.168
"3686",10,"Female",1924,1.16
"3687",11,"Female",1924,1.151
"3688",12,"Female",1924,1.14
"3689",13,"Female",1924,1.125
"3690",14,"Female",1924,1.11
"3691",15,"Female",1924,1.094
"3692",16,"Female",1924,1.078
"3693",17,"Female",1924,1.061
"3694",18,"Female",1924,1.044
"3695",19,"Female",1924,1.026
"3696",20,"Female",1924,1.009
"3697",21,"Female",1924,0.991
"3698",22,"Female",1924,0.977
"3699",23,"Female",1924,0.968
"3700",24,"Female",1924,0.963
"3701",25,"Female",1924,0.958
"3702",26,"Female",1924,0.952
