"","counts","day","month","year","hour","weekday","time"
"927",1162,7,"Feb",2007,18,"Wednesday",2007-02-07 18:00:00
"928",5244,7,"Feb",2007,19,"Wednesday",2007-02-07 19:00:00
"929",6904,7,"Feb",2007,20,"Wednesday",2007-02-07 20:00:00
"930",6077,7,"Feb",2007,21,"Wednesday",2007-02-07 21:00:00
"931",7380,7,"Feb",2007,22,"Wednesday",2007-02-07 22:00:00
"932",3345,7,"Feb",2007,23,"Wednesday",2007-02-07 23:00:00
"933",1196,8,"Feb",2007,0,"Thursday",2007-02-08 00:00:00
"934",1820,8,"Feb",2007,1,"Thursday",2007-02-08 01:00:00
"935",2193,8,"Feb",2007,2,"Thursday",2007-02-08 02:00:00
"936",1890,8,"Feb",2007,3,"Thursday",2007-02-08 03:00:00
"937",2239,8,"Feb",2007,4,"Thursday",2007-02-08 04:00:00
"938",3325,8,"Feb",2007,5,"Thursday",2007-02-08 05:00:00
"939",3658,8,"Feb",2007,6,"Thursday",2007-02-08 06:00:00
"940",2540,8,"Feb",2007,7,"Thursday",2007-02-08 07:00:00
"941",2252,8,"Feb",2007,8,"Thursday",2007-02-08 08:00:00
"942",3102,8,"Feb",2007,9,"Thursday",2007-02-08 09:00:00
"943",3522,8,"Feb",2007,10,"Thursday",2007-02-08 10:00:00
"944",2472,8,"Feb",2007,11,"Thursday",2007-02-08 11:00:00
"945",1996,8,"Feb",2007,12,"Thursday",2007-02-08 12:00:00
"946",1936,8,"Feb",2007,13,"Thursday",2007-02-08 13:00:00
"947",2347,8,"Feb",2007,14,"Thursday",2007-02-08 14:00:00
"948",2292,8,"Feb",2007,15,"Thursday",2007-02-08 15:00:00
"949",1864,8,"Feb",2007,16,"Thursday",2007-02-08 16:00:00
"950",1465,8,"Feb",2007,17,"Thursday",2007-02-08 17:00:00
"951",1086,8,"Feb",2007,18,"Thursday",2007-02-08 18:00:00
"952",5352,8,"Feb",2007,19,"Thursday",2007-02-08 19:00:00
"953",6935,8,"Feb",2007,20,"Thursday",2007-02-08 20:00:00
"954",6597,8,"Feb",2007,21,"Thursday",2007-02-08 21:00:00
"955",7564,8,"Feb",2007,22,"Thursday",2007-02-08 22:00:00
"956",1017,8,"Feb",2007,23,"Thursday",2007-02-08 23:00:00
"957",1966,9,"Feb",2007,0,"Friday",2007-02-09 00:00:00
"958",3076,9,"Feb",2007,1,"Friday",2007-02-09 01:00:00
"959",2527,9,"Feb",2007,2,"Friday",2007-02-09 02:00:00
"960",1950,9,"Feb",2007,3,"Friday",2007-02-09 03:00:00
"961",2367,9,"Feb",2007,4,"Friday",2007-02-09 04:00:00
"962",2371,9,"Feb",2007,5,"Friday",2007-02-09 05:00:00
"963",3472,9,"Feb",2007,6,"Friday",2007-02-09 06:00:00
"964",3321,9,"Feb",2007,7,"Friday",2007-02-09 07:00:00
"965",3293,9,"Feb",2007,8,"Friday",2007-02-09 08:00:00
"966",2816,9,"Feb",2007,9,"Friday",2007-02-09 09:00:00
"967",3357,9,"Feb",2007,10,"Friday",2007-02-09 10:00:00
"968",2318,9,"Feb",2007,11,"Friday",2007-02-09 11:00:00
"969",4663,9,"Feb",2007,12,"Friday",2007-02-09 12:00:00
"970",2238,9,"Feb",2007,13,"Friday",2007-02-09 13:00:00
"971",1754,9,"Feb",2007,14,"Friday",2007-02-09 14:00:00
"972",1248,9,"Feb",2007,15,"Friday",2007-02-09 15:00:00
"973",1267,9,"Feb",2007,16,"Friday",2007-02-09 16:00:00
"974",694,9,"Feb",2007,17,"Friday",2007-02-09 17:00:00
"975",1467,9,"Feb",2007,18,"Friday",2007-02-09 18:00:00
"976",5919,9,"Feb",2007,19,"Friday",2007-02-09 19:00:00
"977",6190,9,"Feb",2007,20,"Friday",2007-02-09 20:00:00
"978",6722,9,"Feb",2007,21,"Friday",2007-02-09 21:00:00
"979",4913,9,"Feb",2007,22,"Friday",2007-02-09 22:00:00
"980",531,9,"Feb",2007,23,"Friday",2007-02-09 23:00:00
"981",927,10,"Feb",2007,0,"Saturday",2007-02-10 00:00:00
"982",1027,10,"Feb",2007,1,"Saturday",2007-02-10 01:00:00
"983",1539,10,"Feb",2007,2,"Saturday",2007-02-10 02:00:00
"984",856,10,"Feb",2007,3,"Saturday",2007-02-10 03:00:00
"985",2081,10,"Feb",2007,4,"Saturday",2007-02-10 04:00:00
"986",1127,10,"Feb",2007,5,"Saturday",2007-02-10 05:00:00
"987",1380,10,"Feb",2007,6,"Saturday",2007-02-10 06:00:00
"988",1143,10,"Feb",2007,7,"Saturday",2007-02-10 07:00:00
"989",1949,10,"Feb",2007,8,"Saturday",2007-02-10 08:00:00
"990",1258,10,"Feb",2007,9,"Saturday",2007-02-10 09:00:00
"991",1055,10,"Feb",2007,10,"Saturday",2007-02-10 10:00:00
"992",1087,10,"Feb",2007,11,"Saturday",2007-02-10 11:00:00
"993",997,10,"Feb",2007,12,"Saturday",2007-02-10 12:00:00
"994",1345,10,"Feb",2007,13,"Saturday",2007-02-10 13:00:00
"995",1511,10,"Feb",2007,14,"Saturday",2007-02-10 14:00:00
"996",980,10,"Feb",2007,15,"Saturday",2007-02-10 15:00:00
"997",907,10,"Feb",2007,16,"Saturday",2007-02-10 16:00:00
"998",1083,10,"Feb",2007,17,"Saturday",2007-02-10 17:00:00
"999",930,10,"Feb",2007,18,"Saturday",2007-02-10 18:00:00
"1000",4886,10,"Feb",2007,19,"Saturday",2007-02-10 19:00:00
"1001",6880,10,"Feb",2007,20,"Saturday",2007-02-10 20:00:00
"1002",5699,10,"Feb",2007,21,"Saturday",2007-02-10 21:00:00
"1003",5833,10,"Feb",2007,22,"Saturday",2007-02-10 22:00:00
"1004",7082,10,"Feb",2007,23,"Saturday",2007-02-10 23:00:00
"1005",5831,11,"Feb",2007,0,"Sunday",2007-02-11 00:00:00
"1006",824,11,"Feb",2007,1,"Sunday",2007-02-11 01:00:00
"1007",692,11,"Feb",2007,2,"Sunday",2007-02-11 02:00:00
"1008",855,11,"Feb",2007,3,"Sunday",2007-02-11 03:00:00
"1009",998,11,"Feb",2007,4,"Sunday",2007-02-11 04:00:00
"1010",1430,11,"Feb",2007,5,"Sunday",2007-02-11 05:00:00
"1011",1117,11,"Feb",2007,6,"Sunday",2007-02-11 06:00:00
"1012",1498,11,"Feb",2007,7,"Sunday",2007-02-11 07:00:00
"1013",841,11,"Feb",2007,8,"Sunday",2007-02-11 08:00:00
"1014",1009,11,"Feb",2007,9,"Sunday",2007-02-11 09:00:00
"1015",1643,11,"Feb",2007,10,"Sunday",2007-02-11 10:00:00
"1016",1110,11,"Feb",2007,11,"Sunday",2007-02-11 11:00:00
"1017",1200,11,"Feb",2007,12,"Sunday",2007-02-11 12:00:00
"1018",1079,11,"Feb",2007,13,"Sunday",2007-02-11 13:00:00
"1019",1123,11,"Feb",2007,14,"Sunday",2007-02-11 14:00:00
"1020",1536,11,"Feb",2007,15,"Sunday",2007-02-11 15:00:00
"1021",1310,11,"Feb",2007,16,"Sunday",2007-02-11 16:00:00
"1022",1662,11,"Feb",2007,17,"Sunday",2007-02-11 17:00:00
"1023",1037,11,"Feb",2007,18,"Sunday",2007-02-11 18:00:00
"1024",4937,11,"Feb",2007,19,"Sunday",2007-02-11 19:00:00
"1025",7212,11,"Feb",2007,20,"Sunday",2007-02-11 20:00:00
"1026",6047,11,"Feb",2007,21,"Sunday",2007-02-11 21:00:00
"1027",7194,11,"Feb",2007,22,"Sunday",2007-02-11 22:00:00
"1028",3757,11,"Feb",2007,23,"Sunday",2007-02-11 23:00:00
"1029",2938,12,"Feb",2007,0,"Monday",2007-02-12 00:00:00
"1030",2293,12,"Feb",2007,1,"Monday",2007-02-12 01:00:00
"1031",2450,12,"Feb",2007,2,"Monday",2007-02-12 02:00:00
"1032",2620,12,"Feb",2007,3,"Monday",2007-02-12 03:00:00
"1033",2230,12,"Feb",2007,4,"Monday",2007-02-12 04:00:00
"1034",3062,12,"Feb",2007,5,"Monday",2007-02-12 05:00:00
"1035",3624,12,"Feb",2007,6,"Monday",2007-02-12 06:00:00
"1036",3090,12,"Feb",2007,7,"Monday",2007-02-12 07:00:00
"1037",3242,12,"Feb",2007,8,"Monday",2007-02-12 08:00:00
"1038",2915,12,"Feb",2007,9,"Monday",2007-02-12 09:00:00
"1039",2685,12,"Feb",2007,10,"Monday",2007-02-12 10:00:00
"1040",2191,12,"Feb",2007,11,"Monday",2007-02-12 11:00:00
"1041",2388,12,"Feb",2007,12,"Monday",2007-02-12 12:00:00
"1042",2503,12,"Feb",2007,13,"Monday",2007-02-12 13:00:00
"1043",2201,12,"Feb",2007,14,"Monday",2007-02-12 14:00:00
"1044",1823,12,"Feb",2007,15,"Monday",2007-02-12 15:00:00
"1045",1536,12,"Feb",2007,16,"Monday",2007-02-12 16:00:00
"1046",1587,12,"Feb",2007,17,"Monday",2007-02-12 17:00:00
"1047",1871,12,"Feb",2007,18,"Monday",2007-02-12 18:00:00
"1048",5413,12,"Feb",2007,19,"Monday",2007-02-12 19:00:00
"1049",6925,12,"Feb",2007,20,"Monday",2007-02-12 20:00:00
"1050",6810,12,"Feb",2007,21,"Monday",2007-02-12 21:00:00
"1051",8319,12,"Feb",2007,22,"Monday",2007-02-12 22:00:00
"1052",3162,12,"Feb",2007,23,"Monday",2007-02-12 23:00:00
"1053",1563,13,"Feb",2007,0,"Tuesday",2007-02-13 00:00:00
"1054",2484,13,"Feb",2007,1,"Tuesday",2007-02-13 01:00:00
"1055",2650,13,"Feb",2007,2,"Tuesday",2007-02-13 02:00:00
"1056",2666,13,"Feb",2007,3,"Tuesday",2007-02-13 03:00:00
"1057",2017,13,"Feb",2007,4,"Tuesday",2007-02-13 04:00:00
"1058",3217,13,"Feb",2007,5,"Tuesday",2007-02-13 05:00:00
"1059",2351,13,"Feb",2007,6,"Tuesday",2007-02-13 06:00:00
"1060",3015,13,"Feb",2007,7,"Tuesday",2007-02-13 07:00:00
"1061",2599,13,"Feb",2007,8,"Tuesday",2007-02-13 08:00:00
"1062",2936,13,"Feb",2007,9,"Tuesday",2007-02-13 09:00:00
"1063",1945,13,"Feb",2007,10,"Tuesday",2007-02-13 10:00:00
"1064",2471,13,"Feb",2007,11,"Tuesday",2007-02-13 11:00:00
"1065",2071,13,"Feb",2007,12,"Tuesday",2007-02-13 12:00:00
"1066",2529,13,"Feb",2007,13,"Tuesday",2007-02-13 13:00:00
"1067",2042,13,"Feb",2007,14,"Tuesday",2007-02-13 14:00:00
"1068",1576,13,"Feb",2007,15,"Tuesday",2007-02-13 15:00:00
"1069",2133,13,"Feb",2007,16,"Tuesday",2007-02-13 16:00:00
"1070",1658,13,"Feb",2007,17,"Tuesday",2007-02-13 17:00:00
"1071",1418,13,"Feb",2007,18,"Tuesday",2007-02-13 18:00:00
"1072",4254,13,"Feb",2007,19,"Tuesday",2007-02-13 19:00:00
"1073",7436,13,"Feb",2007,20,"Tuesday",2007-02-13 20:00:00
"1074",6365,13,"Feb",2007,21,"Tuesday",2007-02-13 21:00:00
"1075",7133,13,"Feb",2007,22,"Tuesday",2007-02-13 22:00:00
"1076",7526,13,"Feb",2007,23,"Tuesday",2007-02-13 23:00:00
"1077",2026,14,"Feb",2007,0,"Wednesday",2007-02-14 00:00:00
"1078",2348,14,"Feb",2007,1,"Wednesday",2007-02-14 01:00:00
"1079",2093,14,"Feb",2007,2,"Wednesday",2007-02-14 02:00:00
"1080",2138,14,"Feb",2007,3,"Wednesday",2007-02-14 03:00:00
"1081",1920,14,"Feb",2007,4,"Wednesday",2007-02-14 04:00:00
"1082",2434,14,"Feb",2007,5,"Wednesday",2007-02-14 05:00:00
"1083",2469,14,"Feb",2007,6,"Wednesday",2007-02-14 06:00:00
"1084",2673,14,"Feb",2007,7,"Wednesday",2007-02-14 07:00:00
"1085",2496,14,"Feb",2007,8,"Wednesday",2007-02-14 08:00:00
"1086",2754,14,"Feb",2007,9,"Wednesday",2007-02-14 09:00:00
"1087",1904,14,"Feb",2007,10,"Wednesday",2007-02-14 10:00:00
"1088",2143,14,"Feb",2007,11,"Wednesday",2007-02-14 11:00:00
"1089",2363,14,"Feb",2007,12,"Wednesday",2007-02-14 12:00:00
"1090",1591,14,"Feb",2007,13,"Wednesday",2007-02-14 13:00:00
"1091",1842,14,"Feb",2007,14,"Wednesday",2007-02-14 14:00:00
"1092",1426,14,"Feb",2007,15,"Wednesday",2007-02-14 15:00:00
"1093",1302,14,"Feb",2007,16,"Wednesday",2007-02-14 16:00:00
"1094",760,14,"Feb",2007,17,"Wednesday",2007-02-14 17:00:00
"1095",1360,14,"Feb",2007,18,"Wednesday",2007-02-14 18:00:00
"1096",5021,14,"Feb",2007,19,"Wednesday",2007-02-14 19:00:00
"1097",7501,14,"Feb",2007,20,"Wednesday",2007-02-14 20:00:00
"1098",6958,14,"Feb",2007,21,"Wednesday",2007-02-14 21:00:00
"1099",7876,14,"Feb",2007,22,"Wednesday",2007-02-14 22:00:00
"1100",2749,14,"Feb",2007,23,"Wednesday",2007-02-14 23:00:00
"1101",1383,15,"Feb",2007,0,"Thursday",2007-02-15 00:00:00
"1102",2108,15,"Feb",2007,1,"Thursday",2007-02-15 01:00:00
"1103",2287,15,"Feb",2007,2,"Thursday",2007-02-15 02:00:00
"1104",2839,15,"Feb",2007,3,"Thursday",2007-02-15 03:00:00
"1105",2042,15,"Feb",2007,4,"Thursday",2007-02-15 04:00:00
"1106",2622,15,"Feb",2007,5,"Thursday",2007-02-15 05:00:00
"1107",3750,15,"Feb",2007,6,"Thursday",2007-02-15 06:00:00
"1108",3420,15,"Feb",2007,7,"Thursday",2007-02-15 07:00:00
"1109",2506,15,"Feb",2007,8,"Thursday",2007-02-15 08:00:00
"1110",2616,15,"Feb",2007,9,"Thursday",2007-02-15 09:00:00
"1111",2663,15,"Feb",2007,10,"Thursday",2007-02-15 10:00:00
"1112",2091,15,"Feb",2007,11,"Thursday",2007-02-15 11:00:00
"1113",1699,15,"Feb",2007,12,"Thursday",2007-02-15 12:00:00
"1114",1947,15,"Feb",2007,13,"Thursday",2007-02-15 13:00:00
"1115",2603,15,"Feb",2007,14,"Thursday",2007-02-15 14:00:00
"1116",965,15,"Feb",2007,15,"Thursday",2007-02-15 15:00:00
"1117",1442,15,"Feb",2007,16,"Thursday",2007-02-15 16:00:00
"1118",645,15,"Feb",2007,17,"Thursday",2007-02-15 17:00:00
"1119",1029,15,"Feb",2007,18,"Thursday",2007-02-15 18:00:00
"1120",5153,15,"Feb",2007,19,"Thursday",2007-02-15 19:00:00
"1121",7574,15,"Feb",2007,20,"Thursday",2007-02-15 20:00:00
"1122",6988,15,"Feb",2007,21,"Thursday",2007-02-15 21:00:00
"1123",8070,15,"Feb",2007,22,"Thursday",2007-02-15 22:00:00
"1124",3396,15,"Feb",2007,23,"Thursday",2007-02-15 23:00:00
"1125",3097,16,"Feb",2007,0,"Friday",2007-02-16 00:00:00
"1126",2704,16,"Feb",2007,1,"Friday",2007-02-16 01:00:00
"1127",2143,16,"Feb",2007,2,"Friday",2007-02-16 02:00:00
"1128",1543,16,"Feb",2007,3,"Friday",2007-02-16 03:00:00
"1129",1326,16,"Feb",2007,4,"Friday",2007-02-16 04:00:00
"1130",2193,16,"Feb",2007,5,"Friday",2007-02-16 05:00:00
"1131",2226,16,"Feb",2007,6,"Friday",2007-02-16 06:00:00
"1132",2809,16,"Feb",2007,7,"Friday",2007-02-16 07:00:00
"1133",2904,16,"Feb",2007,8,"Friday",2007-02-16 08:00:00
"1134",1444,16,"Feb",2007,9,"Friday",2007-02-16 09:00:00
"1135",2089,16,"Feb",2007,10,"Friday",2007-02-16 10:00:00
"1136",2878,16,"Feb",2007,11,"Friday",2007-02-16 11:00:00
"1137",2429,16,"Feb",2007,12,"Friday",2007-02-16 12:00:00
"1138",2742,16,"Feb",2007,13,"Friday",2007-02-16 13:00:00
"1139",1205,16,"Feb",2007,14,"Friday",2007-02-16 14:00:00
"1140",1387,16,"Feb",2007,15,"Friday",2007-02-16 15:00:00
"1141",1598,16,"Feb",2007,16,"Friday",2007-02-16 16:00:00
"1142",1049,16,"Feb",2007,17,"Friday",2007-02-16 17:00:00
"1143",797,16,"Feb",2007,18,"Friday",2007-02-16 18:00:00
"1144",5264,16,"Feb",2007,19,"Friday",2007-02-16 19:00:00
"1145",6925,16,"Feb",2007,20,"Friday",2007-02-16 20:00:00
"1146",5733,16,"Feb",2007,21,"Friday",2007-02-16 21:00:00
"1147",7270,16,"Feb",2007,22,"Friday",2007-02-16 22:00:00
"1148",7045,16,"Feb",2007,23,"Friday",2007-02-16 23:00:00
"1149",1583,17,"Feb",2007,0,"Saturday",2007-02-17 00:00:00
"1150",501,17,"Feb",2007,1,"Saturday",2007-02-17 01:00:00
"1151",693,17,"Feb",2007,2,"Saturday",2007-02-17 02:00:00
"1152",730,17,"Feb",2007,3,"Saturday",2007-02-17 03:00:00
"1153",1217,17,"Feb",2007,4,"Saturday",2007-02-17 04:00:00
"1154",868,17,"Feb",2007,5,"Saturday",2007-02-17 05:00:00
"1155",1260,17,"Feb",2007,6,"Saturday",2007-02-17 06:00:00
"1156",956,17,"Feb",2007,7,"Saturday",2007-02-17 07:00:00
"1157",1034,17,"Feb",2007,8,"Saturday",2007-02-17 08:00:00
"1158",1052,17,"Feb",2007,9,"Saturday",2007-02-17 09:00:00
"1159",1659,17,"Feb",2007,10,"Saturday",2007-02-17 10:00:00
"1160",1249,17,"Feb",2007,11,"Saturday",2007-02-17 11:00:00
"1161",1166,17,"Feb",2007,12,"Saturday",2007-02-17 12:00:00
"1162",1058,17,"Feb",2007,13,"Saturday",2007-02-17 13:00:00
"1163",1566,17,"Feb",2007,14,"Saturday",2007-02-17 14:00:00
"1164",1272,17,"Feb",2007,15,"Saturday",2007-02-17 15:00:00
"1165",924,17,"Feb",2007,16,"Saturday",2007-02-17 16:00:00
"1166",1507,17,"Feb",2007,17,"Saturday",2007-02-17 17:00:00
"1167",849,17,"Feb",2007,18,"Saturday",2007-02-17 18:00:00
"1168",3933,17,"Feb",2007,19,"Saturday",2007-02-17 19:00:00
"1169",6393,17,"Feb",2007,20,"Saturday",2007-02-17 20:00:00
"1170",6310,17,"Feb",2007,21,"Saturday",2007-02-17 21:00:00
"1171",8045,17,"Feb",2007,22,"Saturday",2007-02-17 22:00:00
"1172",3491,17,"Feb",2007,23,"Saturday",2007-02-17 23:00:00
"1173",2587,18,"Feb",2007,0,"Sunday",2007-02-18 00:00:00
"1174",2141,18,"Feb",2007,1,"Sunday",2007-02-18 01:00:00
"1175",924,18,"Feb",2007,2,"Sunday",2007-02-18 02:00:00
"1176",1272,18,"Feb",2007,3,"Sunday",2007-02-18 03:00:00
"1177",800,18,"Feb",2007,4,"Sunday",2007-02-18 04:00:00
"1178",1347,18,"Feb",2007,5,"Sunday",2007-02-18 05:00:00
"1179",3937,18,"Feb",2007,6,"Sunday",2007-02-18 06:00:00
"1180",3250,18,"Feb",2007,7,"Sunday",2007-02-18 07:00:00
"1181",1630,18,"Feb",2007,8,"Sunday",2007-02-18 08:00:00
"1182",1594,18,"Feb",2007,9,"Sunday",2007-02-18 09:00:00
"1183",1086,18,"Feb",2007,10,"Sunday",2007-02-18 10:00:00
"1184",1532,18,"Feb",2007,11,"Sunday",2007-02-18 11:00:00
"1185",1482,18,"Feb",2007,12,"Sunday",2007-02-18 12:00:00
"1186",948,18,"Feb",2007,13,"Sunday",2007-02-18 13:00:00
"1187",1349,18,"Feb",2007,14,"Sunday",2007-02-18 14:00:00
"1188",809,18,"Feb",2007,15,"Sunday",2007-02-18 15:00:00
"1189",582,18,"Feb",2007,16,"Sunday",2007-02-18 16:00:00
"1190",1089,18,"Feb",2007,17,"Sunday",2007-02-18 17:00:00
"1191",998,18,"Feb",2007,18,"Sunday",2007-02-18 18:00:00
"1192",5502,18,"Feb",2007,19,"Sunday",2007-02-18 19:00:00
"1193",7253,18,"Feb",2007,20,"Sunday",2007-02-18 20:00:00
"1194",6468,18,"Feb",2007,21,"Sunday",2007-02-18 21:00:00
"1195",7832,18,"Feb",2007,22,"Sunday",2007-02-18 22:00:00
"1196",8276,18,"Feb",2007,23,"Sunday",2007-02-18 23:00:00
"1197",4924,19,"Feb",2007,0,"Monday",2007-02-19 00:00:00
"1198",2602,19,"Feb",2007,1,"Monday",2007-02-19 01:00:00
"1199",3689,19,"Feb",2007,2,"Monday",2007-02-19 02:00:00
"1200",4702,19,"Feb",2007,3,"Monday",2007-02-19 03:00:00
"1201",4608,19,"Feb",2007,4,"Monday",2007-02-19 04:00:00
"1202",4020,19,"Feb",2007,5,"Monday",2007-02-19 05:00:00
"1203",2925,19,"Feb",2007,6,"Monday",2007-02-19 06:00:00
"1204",3044,19,"Feb",2007,7,"Monday",2007-02-19 07:00:00
"1205",3397,19,"Feb",2007,8,"Monday",2007-02-19 08:00:00
"1206",1823,19,"Feb",2007,9,"Monday",2007-02-19 09:00:00
"1207",1956,19,"Feb",2007,10,"Monday",2007-02-19 10:00:00
"1208",1682,19,"Feb",2007,11,"Monday",2007-02-19 11:00:00
"1209",2061,19,"Feb",2007,12,"Monday",2007-02-19 12:00:00
"1210",1623,19,"Feb",2007,13,"Monday",2007-02-19 13:00:00
"1211",2174,19,"Feb",2007,14,"Monday",2007-02-19 14:00:00
"1212",1347,19,"Feb",2007,15,"Monday",2007-02-19 15:00:00
"1213",1704,19,"Feb",2007,16,"Monday",2007-02-19 16:00:00
"1214",1426,19,"Feb",2007,17,"Monday",2007-02-19 17:00:00
"1215",1855,19,"Feb",2007,18,"Monday",2007-02-19 18:00:00
"1216",5064,19,"Feb",2007,19,"Monday",2007-02-19 19:00:00
"1217",6466,19,"Feb",2007,20,"Monday",2007-02-19 20:00:00
"1218",6480,19,"Feb",2007,21,"Monday",2007-02-19 21:00:00
"1219",8076,19,"Feb",2007,22,"Monday",2007-02-19 22:00:00
"1220",3363,19,"Feb",2007,23,"Monday",2007-02-19 23:00:00
"1221",1334,20,"Feb",2007,0,"Tuesday",2007-02-20 00:00:00
"1222",1988,20,"Feb",2007,1,"Tuesday",2007-02-20 01:00:00
"1223",2029,20,"Feb",2007,2,"Tuesday",2007-02-20 02:00:00
"1224",1588,20,"Feb",2007,3,"Tuesday",2007-02-20 03:00:00
"1225",1713,20,"Feb",2007,4,"Tuesday",2007-02-20 04:00:00
"1226",2555,20,"Feb",2007,5,"Tuesday",2007-02-20 05:00:00
"1227",3216,20,"Feb",2007,6,"Tuesday",2007-02-20 06:00:00
"1228",2717,20,"Feb",2007,7,"Tuesday",2007-02-20 07:00:00
"1229",2622,20,"Feb",2007,8,"Tuesday",2007-02-20 08:00:00
"1230",2498,20,"Feb",2007,9,"Tuesday",2007-02-20 09:00:00
"1231",2576,20,"Feb",2007,10,"Tuesday",2007-02-20 10:00:00
"1232",2699,20,"Feb",2007,11,"Tuesday",2007-02-20 11:00:00
"1233",5530,20,"Feb",2007,12,"Tuesday",2007-02-20 12:00:00
"1234",3189,20,"Feb",2007,13,"Tuesday",2007-02-20 13:00:00
"1235",2623,20,"Feb",2007,14,"Tuesday",2007-02-20 14:00:00
"1236",1589,20,"Feb",2007,15,"Tuesday",2007-02-20 15:00:00
"1237",1444,20,"Feb",2007,16,"Tuesday",2007-02-20 16:00:00
"1238",2075,20,"Feb",2007,17,"Tuesday",2007-02-20 17:00:00
"1239",1977,20,"Feb",2007,18,"Tuesday",2007-02-20 18:00:00
"1240",5270,20,"Feb",2007,19,"Tuesday",2007-02-20 19:00:00
"1241",6938,20,"Feb",2007,20,"Tuesday",2007-02-20 20:00:00
"1242",6430,20,"Feb",2007,21,"Tuesday",2007-02-20 21:00:00
"1243",7916,20,"Feb",2007,22,"Tuesday",2007-02-20 22:00:00
"1244",2831,20,"Feb",2007,23,"Tuesday",2007-02-20 23:00:00
"1245",2782,21,"Feb",2007,0,"Wednesday",2007-02-21 00:00:00
"1246",3423,21,"Feb",2007,1,"Wednesday",2007-02-21 01:00:00
"1247",3191,21,"Feb",2007,2,"Wednesday",2007-02-21 02:00:00
"1248",2575,21,"Feb",2007,3,"Wednesday",2007-02-21 03:00:00
"1249",3096,21,"Feb",2007,4,"Wednesday",2007-02-21 04:00:00
"1250",2267,21,"Feb",2007,5,"Wednesday",2007-02-21 05:00:00
"1251",2272,21,"Feb",2007,6,"Wednesday",2007-02-21 06:00:00
"1252",4099,21,"Feb",2007,7,"Wednesday",2007-02-21 07:00:00
"1253",3635,21,"Feb",2007,8,"Wednesday",2007-02-21 08:00:00
"1254",3358,21,"Feb",2007,9,"Wednesday",2007-02-21 09:00:00
"1255",2282,21,"Feb",2007,10,"Wednesday",2007-02-21 10:00:00
"1256",2391,21,"Feb",2007,11,"Wednesday",2007-02-21 11:00:00
"1257",3144,21,"Feb",2007,12,"Wednesday",2007-02-21 12:00:00
"1258",2826,21,"Feb",2007,13,"Wednesday",2007-02-21 13:00:00
"1259",1929,21,"Feb",2007,14,"Wednesday",2007-02-21 14:00:00
"1260",1741,21,"Feb",2007,15,"Wednesday",2007-02-21 15:00:00
"1261",1782,21,"Feb",2007,16,"Wednesday",2007-02-21 16:00:00
"1262",1258,21,"Feb",2007,17,"Wednesday",2007-02-21 17:00:00
"1263",1406,21,"Feb",2007,18,"Wednesday",2007-02-21 18:00:00
"1264",5665,21,"Feb",2007,19,"Wednesday",2007-02-21 19:00:00
"1265",6946,21,"Feb",2007,20,"Wednesday",2007-02-21 20:00:00
"1266",6035,21,"Feb",2007,21,"Wednesday",2007-02-21 21:00:00
"1267",7489,21,"Feb",2007,22,"Wednesday",2007-02-21 22:00:00
"1268",2519,21,"Feb",2007,23,"Wednesday",2007-02-21 23:00:00
"1269",1538,22,"Feb",2007,0,"Thursday",2007-02-22 00:00:00
"1270",1870,22,"Feb",2007,1,"Thursday",2007-02-22 01:00:00
"1271",1982,22,"Feb",2007,2,"Thursday",2007-02-22 02:00:00
"1272",1879,22,"Feb",2007,3,"Thursday",2007-02-22 03:00:00
"1273",2242,22,"Feb",2007,4,"Thursday",2007-02-22 04:00:00
"1274",2999,22,"Feb",2007,5,"Thursday",2007-02-22 05:00:00
"1275",3204,22,"Feb",2007,6,"Thursday",2007-02-22 06:00:00
"1276",2828,22,"Feb",2007,7,"Thursday",2007-02-22 07:00:00
"1277",3285,22,"Feb",2007,8,"Thursday",2007-02-22 08:00:00
"1278",2679,22,"Feb",2007,9,"Thursday",2007-02-22 09:00:00
"1279",2461,22,"Feb",2007,10,"Thursday",2007-02-22 10:00:00
"1280",2532,22,"Feb",2007,11,"Thursday",2007-02-22 11:00:00
"1281",2170,22,"Feb",2007,12,"Thursday",2007-02-22 12:00:00
"1282",2186,22,"Feb",2007,13,"Thursday",2007-02-22 13:00:00
"1283",1886,22,"Feb",2007,14,"Thursday",2007-02-22 14:00:00
"1284",1527,22,"Feb",2007,15,"Thursday",2007-02-22 15:00:00
"1285",1414,22,"Feb",2007,16,"Thursday",2007-02-22 16:00:00
"1286",1853,22,"Feb",2007,17,"Thursday",2007-02-22 17:00:00
"1287",1752,22,"Feb",2007,18,"Thursday",2007-02-22 18:00:00
"1288",5165,22,"Feb",2007,19,"Thursday",2007-02-22 19:00:00
"1289",7484,22,"Feb",2007,20,"Thursday",2007-02-22 20:00:00
"1290",5831,22,"Feb",2007,21,"Thursday",2007-02-22 21:00:00
"1291",7628,22,"Feb",2007,22,"Thursday",2007-02-22 22:00:00
"1292",5314,22,"Feb",2007,23,"Thursday",2007-02-22 23:00:00
"1293",1115,23,"Feb",2007,0,"Friday",2007-02-23 00:00:00
"1294",1542,23,"Feb",2007,1,"Friday",2007-02-23 01:00:00
"1295",1746,23,"Feb",2007,2,"Friday",2007-02-23 02:00:00
"1296",1859,23,"Feb",2007,3,"Friday",2007-02-23 03:00:00
