"","female","age","educcats","racecats","married"
"736",TRUE,49,4,1,FALSE
"737",FALSE,25,3,1,FALSE
"738",FALSE,44,2,1,FALSE
"739",TRUE,60,5,2,FALSE
"740",FALSE,55,3,1,TRUE
"741",FALSE,51,3,2,FALSE
"742",FALSE,41,3,1,TRUE
"743",TRUE,46,5,1,TRUE
"744",TRUE,57,2,1,TRUE
"745",TRUE,43,4,1,TRUE
"746",TRUE,49,4,1,FALSE
"747",TRUE,62,1,2,FALSE
"748",FALSE,25,2,2,FALSE
"749",FALSE,37,4,2,TRUE
"750",TRUE,31,1,3,TRUE
"751",FALSE,41,2,1,FALSE
"752",FALSE,50,3,2,TRUE
"753",FALSE,39,4,4,TRUE
"754",TRUE,60,2,5,FALSE
"755",FALSE,45,5,1,TRUE
"756",TRUE,30,3,1,TRUE
"757",TRUE,49,2,1,FALSE
"758",TRUE,58,2,1,TRUE
"759",TRUE,23,4,2,TRUE
"760",TRUE,30,2,2,FALSE
"761",FALSE,46,2,1,FALSE
"762",FALSE,36,3,2,TRUE
"763",FALSE,76,2,1,TRUE
"764",TRUE,41,3,1,FALSE
"765",FALSE,77,1,2,FALSE
"766",TRUE,45,4,1,TRUE
"767",TRUE,70,4,3,TRUE
"768",TRUE,45,5,1,TRUE
"769",FALSE,47,4,1,FALSE
"770",FALSE,39,4,4,FALSE
"771",FALSE,29,3,2,FALSE
"772",FALSE,36,4,1,FALSE
"773",TRUE,66,4,3,FALSE
"774",TRUE,31,4,1,TRUE
"775",FALSE,54,4,1,TRUE
"776",TRUE,24,4,1,TRUE
"777",FALSE,22,3,2,FALSE
"778",TRUE,31,4,1,FALSE
"779",TRUE,35,4,2,FALSE
"780",TRUE,62,2,2,FALSE
"781",FALSE,37,4,2,FALSE
"782",TRUE,33,5,1,FALSE
"783",FALSE,37,4,1,TRUE
"784",FALSE,87,1,2,FALSE
"785",FALSE,28,2,3,TRUE
"786",TRUE,42,4,1,FALSE
"787",FALSE,27,2,1,FALSE
"788",FALSE,60,3,1,FALSE
"789",FALSE,65,4,1,TRUE
"790",FALSE,32,4,1,TRUE
"791",TRUE,42,5,1,FALSE
"792",FALSE,36,2,2,TRUE
"793",TRUE,65,2,1,TRUE
"794",TRUE,39,4,2,FALSE
"795",TRUE,57,2,1,FALSE
"796",TRUE,51,4,1,TRUE
"797",TRUE,68,4,1,FALSE
"798",TRUE,33,4,1,FALSE
"799",FALSE,33,2,4,TRUE
"800",TRUE,23,3,2,FALSE
"801",TRUE,61,3,2,FALSE
"802",TRUE,50,4,1,FALSE
"803",FALSE,55,2,1,FALSE
"804",TRUE,53,1,1,FALSE
"805",FALSE,22,2,3,TRUE
"806",FALSE,67,2,1,TRUE
"807",FALSE,74,2,1,TRUE
"808",TRUE,36,2,1,TRUE
"809",TRUE,26,3,1,TRUE
"810",TRUE,42,2,1,TRUE
"811",TRUE,66,2,1,TRUE
"812",TRUE,48,5,1,TRUE
"813",FALSE,46,5,3,TRUE
"814",TRUE,55,4,1,TRUE
"815",FALSE,49,3,1,FALSE
"816",TRUE,48,2,1,FALSE
"817",TRUE,58,5,1,FALSE
"818",TRUE,39,4,1,TRUE
"819",FALSE,61,2,1,TRUE
"820",FALSE,82,2,1,TRUE
"821",FALSE,59,1,1,FALSE
"822",FALSE,29,4,1,TRUE
"823",TRUE,46,2,1,TRUE
"824",TRUE,81,2,1,TRUE
"825",TRUE,57,1,2,FALSE
"826",FALSE,85,1,2,FALSE
"827",TRUE,64,2,1,TRUE
"828",TRUE,59,2,1,TRUE
"829",TRUE,19,3,1,FALSE
"830",FALSE,42,2,1,FALSE
"831",FALSE,76,2,1,TRUE
"832",FALSE,38,4,6,TRUE
"833",FALSE,29,4,1,FALSE
"834",FALSE,27,4,1,FALSE
"835",FALSE,48,2,2,FALSE
"836",FALSE,53,4,1,TRUE
"837",TRUE,35,3,1,TRUE
"838",TRUE,60,4,3,FALSE
"839",TRUE,53,4,1,TRUE
"840",FALSE,52,2,2,TRUE
"841",TRUE,77,4,1,FALSE
"842",FALSE,52,4,1,FALSE
"843",FALSE,57,4,1,TRUE
"844",TRUE,64,2,1,FALSE
"845",TRUE,56,5,1,TRUE
"846",TRUE,44,2,1,TRUE
"847",FALSE,77,2,1,TRUE
"848",TRUE,52,2,1,TRUE
"849",TRUE,84,2,1,TRUE
"850",FALSE,58,5,5,FALSE
"851",TRUE,74,4,1,FALSE
"852",TRUE,52,3,1,TRUE
"853",FALSE,51,3,1,TRUE
"854",TRUE,74,4,2,TRUE
"855",TRUE,28,3,5,FALSE
"856",TRUE,43,4,1,TRUE
"857",TRUE,64,5,1,FALSE
"858",FALSE,64,3,1,TRUE
"859",FALSE,34,3,1,FALSE
"860",TRUE,63,2,1,TRUE
"861",TRUE,55,4,1,TRUE
"862",TRUE,54,4,1,TRUE
"863",FALSE,18,2,1,FALSE
"864",FALSE,46,2,2,TRUE
"865",FALSE,29,5,1,TRUE
"866",TRUE,88,2,1,FALSE
"867",TRUE,29,2,1,FALSE
"868",TRUE,22,1,1,FALSE
"869",TRUE,53,3,3,TRUE
"870",TRUE,35,4,3,TRUE
"871",TRUE,86,4,1,FALSE
"872",TRUE,48,4,1,FALSE
"873",TRUE,29,3,1,FALSE
"874",TRUE,41,4,1,TRUE
"875",TRUE,46,3,1,TRUE
"876",FALSE,79,4,1,TRUE
"877",FALSE,69,2,1,FALSE
"878",FALSE,34,3,1,FALSE
"879",TRUE,43,5,1,TRUE
"880",TRUE,50,3,2,TRUE
"881",FALSE,45,2,2,TRUE
"882",FALSE,31,4,1,FALSE
"883",TRUE,39,4,1,FALSE
"884",TRUE,56,3,1,FALSE
"885",TRUE,32,5,1,TRUE
"886",TRUE,80,2,1,TRUE
"887",FALSE,46,4,1,TRUE
"888",FALSE,49,4,1,TRUE
"889",FALSE,20,3,1,FALSE
"890",FALSE,57,1,1,TRUE
"891",FALSE,44,4,2,FALSE
"892",TRUE,76,2,1,TRUE
"893",TRUE,24,4,1,FALSE
"894",TRUE,32,3,2,FALSE
"895",TRUE,45,5,2,FALSE
"896",FALSE,62,1,1,FALSE
"897",FALSE,65,3,1,TRUE
"898",FALSE,61,2,1,TRUE
"899",TRUE,61,4,1,TRUE
"900",FALSE,39,2,1,TRUE
"901",TRUE,63,5,1,TRUE
"902",TRUE,54,3,1,FALSE
"903",FALSE,64,3,3,FALSE
"904",TRUE,75,2,1,FALSE
"905",TRUE,53,5,1,TRUE
"906",FALSE,60,2,1,FALSE
"907",FALSE,63,5,1,TRUE
"908",FALSE,36,4,1,TRUE
"909",TRUE,47,5,1,TRUE
"910",FALSE,46,3,2,TRUE
"911",TRUE,35,2,2,FALSE
"912",FALSE,52,2,1,TRUE
"913",FALSE,43,3,3,FALSE
"914",TRUE,52,4,1,FALSE
"915",TRUE,77,2,1,FALSE
"916",FALSE,40,5,1,TRUE
"917",FALSE,63,3,1,TRUE
"918",FALSE,29,5,3,TRUE
"919",TRUE,61,2,2,FALSE
"920",FALSE,65,2,2,TRUE
"921",FALSE,55,4,1,FALSE
"922",TRUE,28,4,5,FALSE
"923",TRUE,19,2,1,FALSE
"924",TRUE,75,3,1,FALSE
"925",TRUE,34,2,1,FALSE
"926",FALSE,51,4,1,TRUE
"927",FALSE,69,4,2,TRUE
"928",FALSE,41,3,5,TRUE
"929",FALSE,40,4,1,TRUE
"930",FALSE,74,3,1,FALSE
"931",TRUE,62,2,1,TRUE
"932",TRUE,86,1,1,FALSE
"933",TRUE,19,2,1,FALSE
"934",FALSE,63,5,1,TRUE
"935",TRUE,29,1,2,FALSE
"936",TRUE,52,3,1,FALSE
"937",FALSE,68,5,1,TRUE
"938",FALSE,50,4,2,TRUE
"939",FALSE,64,2,1,FALSE
"940",FALSE,43,1,1,FALSE
"941",FALSE,27,3,1,FALSE
"942",TRUE,66,3,1,FALSE
"943",TRUE,23,3,1,FALSE
"944",TRUE,40,4,1,FALSE
"945",TRUE,41,5,1,TRUE
"946",FALSE,39,2,1,FALSE
"947",TRUE,28,4,1,TRUE
"948",FALSE,48,1,1,TRUE
"949",FALSE,37,3,1,TRUE
"950",TRUE,29,4,1,TRUE
"951",FALSE,58,5,2,TRUE
"952",TRUE,65,2,2,FALSE
"953",TRUE,51,3,1,FALSE
"954",FALSE,27,4,1,FALSE
"955",TRUE,67,3,1,FALSE
"956",FALSE,83,1,1,FALSE
"957",FALSE,35,4,1,TRUE
"958",FALSE,73,5,1,TRUE
"959",TRUE,38,4,3,TRUE
"960",TRUE,66,2,1,TRUE
"961",FALSE,18,2,1,FALSE
"962",FALSE,47,3,1,FALSE
"963",TRUE,71,1,3,FALSE
"964",FALSE,49,4,1,FALSE
"965",FALSE,68,2,1,TRUE
"966",TRUE,71,4,1,FALSE
"967",FALSE,18,2,2,FALSE
"968",FALSE,59,4,2,TRUE
"969",TRUE,19,2,4,FALSE
"970",TRUE,37,2,1,TRUE
"971",FALSE,22,2,1,FALSE
"972",TRUE,71,2,2,FALSE
"973",FALSE,20,3,1,FALSE
"974",TRUE,40,5,1,FALSE
"975",TRUE,30,2,6,FALSE
"976",TRUE,44,2,1,TRUE
"977",FALSE,28,4,1,FALSE
"978",TRUE,29,4,1,FALSE
"979",FALSE,52,4,1,TRUE
"980",FALSE,20,2,3,TRUE
"981",FALSE,40,5,1,TRUE
"982",FALSE,23,2,1,TRUE
"983",FALSE,64,5,1,TRUE
"984",TRUE,38,4,1,TRUE
"985",TRUE,57,3,1,FALSE
"986",FALSE,52,3,1,TRUE
"987",TRUE,44,3,1,TRUE
"988",FALSE,35,4,3,TRUE
"989",FALSE,37,2,1,FALSE
"990",FALSE,32,4,3,FALSE
"991",TRUE,37,2,2,FALSE
"992",TRUE,38,4,3,TRUE
"993",TRUE,69,2,1,FALSE
"994",FALSE,19,3,3,FALSE
"995",TRUE,30,4,2,TRUE
"996",FALSE,77,3,1,FALSE
"997",TRUE,58,4,1,TRUE
"998",TRUE,31,4,1,TRUE
"999",FALSE,80,1,1,FALSE
"1000",TRUE,29,2,2,FALSE
"1001",FALSE,79,1,1,TRUE
"1002",TRUE,57,2,5,FALSE
"1003",FALSE,42,3,1,FALSE
"1004",TRUE,20,3,2,FALSE
"1005",FALSE,33,2,3,TRUE
"1006",FALSE,28,1,2,TRUE
"1007",FALSE,49,5,1,TRUE
"1008",FALSE,65,4,1,TRUE
"1009",TRUE,48,3,1,TRUE
"1010",TRUE,90,3,1,FALSE
"1011",TRUE,57,4,1,TRUE
"1012",TRUE,43,4,1,TRUE
"1013",TRUE,51,4,1,TRUE
"1014",FALSE,32,1,1,TRUE
"1015",FALSE,60,1,1,TRUE
"1016",TRUE,73,2,1,TRUE
"1017",TRUE,50,4,1,TRUE
"1018",FALSE,23,4,1,TRUE
"1019",FALSE,57,2,1,TRUE
"1020",TRUE,38,5,4,TRUE
"1021",FALSE,24,3,1,TRUE
"1022",TRUE,65,2,1,TRUE
"1023",FALSE,51,3,1,TRUE
"1024",TRUE,28,5,1,TRUE
"1025",FALSE,33,4,1,TRUE
"1026",TRUE,56,4,4,FALSE
"1027",FALSE,26,2,2,TRUE
"1028",FALSE,61,2,1,TRUE
"1029",TRUE,51,2,1,TRUE
"1030",FALSE,45,2,2,FALSE
"1031",FALSE,64,5,1,TRUE
"1032",FALSE,41,4,1,TRUE
"1033",FALSE,33,4,1,FALSE
"1034",TRUE,34,2,1,FALSE
"1035",FALSE,39,3,2,TRUE
"1036",FALSE,31,4,1,FALSE
"1037",FALSE,22,1,1,FALSE
"1038",TRUE,55,4,1,TRUE
"1039",FALSE,59,4,1,TRUE
"1040",TRUE,54,3,1,TRUE
"1041",TRUE,66,2,1,FALSE
"1042",TRUE,40,4,1,FALSE
"1043",TRUE,72,2,1,TRUE
"1044",TRUE,45,2,3,FALSE
"1045",FALSE,79,2,1,FALSE
"1046",FALSE,46,3,1,TRUE
"1047",FALSE,21,3,1,FALSE
"1048",TRUE,82,3,1,FALSE
"1049",TRUE,67,2,1,TRUE
"1050",TRUE,52,5,4,TRUE
"1051",FALSE,24,5,1,TRUE
"1052",FALSE,57,1,1,FALSE
"1053",TRUE,30,3,2,FALSE
"1054",TRUE,57,2,1,TRUE
"1055",FALSE,63,4,1,TRUE
"1056",FALSE,50,1,2,TRUE
"1057",FALSE,33,2,1,FALSE
"1058",FALSE,56,4,1,TRUE
"1059",FALSE,53,5,1,TRUE
"1060",FALSE,67,1,1,TRUE
"1061",TRUE,54,4,1,TRUE
"1062",FALSE,67,5,1,TRUE
"1063",FALSE,43,2,1,TRUE
"1064",FALSE,51,2,2,FALSE
"1065",FALSE,22,2,1,FALSE
"1066",FALSE,53,2,1,TRUE
"1067",TRUE,45,3,1,FALSE
"1068",FALSE,21,3,1,FALSE
"1069",FALSE,47,4,2,TRUE
"1070",TRUE,63,4,1,TRUE
"1071",TRUE,44,2,1,TRUE
"1072",TRUE,51,3,1,FALSE
"1073",TRUE,25,2,1,FALSE
"1074",TRUE,57,5,1,TRUE
"1075",FALSE,56,4,1,TRUE
"1076",TRUE,21,3,1,FALSE
"1077",FALSE,28,2,1,TRUE
"1078",FALSE,23,2,1,FALSE
"1079",TRUE,54,2,2,TRUE
"1080",FALSE,20,3,1,FALSE
"1081",FALSE,63,2,5,FALSE
"1082",TRUE,65,3,1,TRUE
"1083",TRUE,53,4,1,TRUE
"1084",TRUE,54,4,1,FALSE
"1085",TRUE,82,1,1,FALSE
"1086",TRUE,66,2,1,TRUE
"1087",TRUE,54,5,1,FALSE
"1088",FALSE,68,5,1,TRUE
"1089",FALSE,55,2,1,TRUE
"1090",TRUE,31,4,1,TRUE
"1091",FALSE,31,2,1,TRUE
"1092",TRUE,36,4,1,TRUE
"1093",TRUE,61,1,1,FALSE
"1094",TRUE,25,5,1,FALSE
"1095",TRUE,31,3,1,FALSE
"1096",FALSE,36,4,4,TRUE
"1097",FALSE,77,4,1,TRUE
"1098",FALSE,39,3,1,FALSE
"1099",TRUE,49,2,4,FALSE
"1100",FALSE,55,4,1,TRUE
"1101",TRUE,30,3,1,FALSE
"1102",FALSE,51,2,1,FALSE
"1103",TRUE,34,3,1,TRUE
"1104",FALSE,44,3,1,TRUE
"1105",TRUE,36,4,2,FALSE
"1106",TRUE,35,2,1,FALSE
"1107",FALSE,24,4,2,FALSE
"1108",FALSE,23,4,1,FALSE
"1109",TRUE,45,5,1,FALSE
"1110",TRUE,30,3,1,TRUE
"1111",FALSE,35,4,2,FALSE
"1112",FALSE,20,2,2,FALSE
"1113",TRUE,25,3,2,FALSE
"1114",FALSE,66,1,1,TRUE
"1115",TRUE,36,5,2,FALSE
"1116",FALSE,41,2,3,FALSE
"1117",FALSE,69,2,1,TRUE
"1118",FALSE,19,3,1,FALSE
"1119",FALSE,75,2,5,FALSE
"1120",TRUE,50,3,3,TRUE
"1121",TRUE,29,5,1,FALSE
"1122",FALSE,49,1,1,FALSE
"1123",TRUE,33,4,5,FALSE
"1124",TRUE,20,1,3,TRUE
"1125",FALSE,19,3,1,FALSE
"1126",TRUE,52,3,2,TRUE
"1127",TRUE,54,3,1,TRUE
"1128",FALSE,53,3,1,TRUE
"1129",FALSE,67,4,2,TRUE
"1130",TRUE,51,2,1,TRUE
"1131",TRUE,48,4,2,TRUE
"1132",TRUE,82,2,1,TRUE
"1133",FALSE,34,4,1,TRUE
"1134",FALSE,45,3,2,TRUE
"1135",TRUE,36,5,4,TRUE
"1136",FALSE,41,4,4,TRUE
"1137",TRUE,34,3,2,TRUE
"1138",FALSE,32,1,3,FALSE
"1139",FALSE,48,2,1,FALSE
"1140",TRUE,49,3,1,FALSE
"1141",TRUE,86,1,2,FALSE
"1142",TRUE,63,4,1,TRUE
"1143",TRUE,61,3,1,TRUE
"1144",FALSE,40,4,3,TRUE
"1145",FALSE,50,3,5,TRUE
"1146",TRUE,63,2,1,TRUE
"1147",FALSE,49,2,1,TRUE
"1148",FALSE,25,3,1,FALSE
"1149",TRUE,44,4,1,FALSE
"1150",FALSE,25,3,1,FALSE
"1151",FALSE,64,4,1,TRUE
"1152",TRUE,64,1,1,FALSE
"1153",TRUE,78,2,1,TRUE
"1154",TRUE,58,3,1,TRUE
"1155",FALSE,23,4,1,FALSE
"1156",FALSE,61,3,1,TRUE
"1157",TRUE,41,3,3,FALSE
"1158",FALSE,76,1,1,TRUE
"1159",FALSE,44,2,1,TRUE
"1160",TRUE,54,2,1,TRUE
"1161",FALSE,70,3,1,TRUE
"1162",FALSE,39,2,1,TRUE
"1163",TRUE,44,5,1,TRUE
"1164",TRUE,64,1,2,FALSE
"1165",FALSE,19,3,3,FALSE
"1166",FALSE,56,5,1,TRUE
"1167",TRUE,28,5,1,FALSE
"1168",FALSE,39,4,1,TRUE
"1169",TRUE,26,1,3,TRUE
"1170",FALSE,33,2,1,TRUE
"1171",TRUE,29,4,1,TRUE
"1172",FALSE,34,4,2,TRUE
"1173",FALSE,49,3,2,FALSE
"1174",TRUE,46,3,1,FALSE
"1175",FALSE,30,4,1,TRUE
"1176",FALSE,59,4,1,TRUE
"1177",FALSE,48,4,1,FALSE
"1178",TRUE,21,4,1,FALSE
"1179",TRUE,33,4,1,TRUE
"1180",TRUE,44,4,1,FALSE
"1181",TRUE,21,2,1,TRUE
"1182",TRUE,49,3,1,TRUE
"1183",TRUE,31,3,1,TRUE
"1184",FALSE,20,2,3,TRUE
"1185",TRUE,84,2,1,FALSE
"1186",FALSE,55,5,1,TRUE
"1187",FALSE,24,4,1,FALSE
"1188",FALSE,50,5,1,FALSE
"1189",FALSE,26,3,1,FALSE
"1190",TRUE,63,5,1,FALSE
"1191",TRUE,50,4,1,TRUE
"1192",TRUE,44,3,2,FALSE
"1193",TRUE,65,4,1,FALSE
"1194",TRUE,28,3,1,FALSE
"1195",FALSE,24,2,1,FALSE
"1196",FALSE,22,2,1,TRUE
"1197",TRUE,55,4,1,FALSE
"1198",FALSE,42,3,1,FALSE
"1199",FALSE,26,4,3,FALSE
"1200",FALSE,44,2,1,TRUE
"1201",FALSE,22,4,3,FALSE
"1202",TRUE,35,3,1,TRUE
"1203",TRUE,71,2,1,FALSE
"1204",FALSE,66,2,1,FALSE
"1205",TRUE,23,4,2,FALSE
"1206",FALSE,42,5,1,TRUE
"1207",FALSE,50,4,5,TRUE
"1208",TRUE,24,2,1,TRUE
"1209",TRUE,56,3,1,TRUE
"1210",FALSE,66,4,1,TRUE
"1211",TRUE,47,4,1,TRUE
"1212",FALSE,50,2,1,TRUE
