"","lon","lat","raw","anomaly","infill"
"2628",-89.35,40.53,42,-1.22104,1
"2629",-90.67,40.47,45,-1.0872,1
"2630",-89.23,37.63,92,-0.14683,1
"2631",-88.6,42.25,40,-1.25926,0
"2632",-88.95,37.73,108,0.16416,1
"2633",-88.75,41.33,33,-1.39146,1
"2634",-87.72,39.38,72,-0.44757,1
"2635",-89.8,38.48,48,-0.86442,1
"2636",-89.7,40.2,40,-1.17652,1
"2637",-88.35,39.47,62,-0.635,0
"2638",-88.27,42.35,44,-1.11445,1
"2639",-88.5,38.1,58,-0.94008,0
"2640",-89.05,40.9,23,-1.81368,0
"2641",-90.5,41.45,42,-1.24205,0
"2642",-90.63,40.92,37,-1.37395,0
"2643",-88.58,40.03,60,-0.77815,1
"2644",-88.4,41.4,34,-1.37774,1
"2645",-89.97,41.82,55,-0.79854,0
"2646",-89.45,39.42,45,-1.04375,1
"2647",-89.4,39.42,46,-1.01758,1
"2648",-87.77,38.42,98,-0.06587,0
"2649",-87.75,38.42,100,-0.0269,1
"2650",-89.98,42.1,54,-0.8413,0
"2651",-89.72,39.07,47,-0.95238,1
"2652",-89.28,40,44,-1.14512,1
"2653",-90.77,39.98,61,-0.68908,1
"2654",-88.87,38.35,82,-0.35494,0
"2655",-89.03,39.63,58,-0.71643,1
"2656",-89.4,38.38,54,-0.80664,1
"2657",-88.45,41.53,40,-1.2034,1
"2658",-91.05,41.18,47,-0.92149,1
"2659",-88.17,39,68,-0.53294,1
"2660",-89,40.52,42,-1.15646,1
"2661",-89.4,37.18,94,-0.2572,1
"2662",-88.07,38.7,95,-0.03568,0
"2663",-89.33,42.02,48,-0.96645,1
"2664",-88.92,41.33,32,-1.444,0
"2665",-87.62,39,64,-0.66763,0
"2666",-89.08,39.38,45,-1.05148,0
"2667",-87.7,39.62,66,-0.61533,0
"2668",-87.68,41.5,42,-1.28539,1
"2669",-88.98,41.68,39,-1.27144,1
"2670",-91.23,39.82,59,-0.65397,1
"2671",-90.63,39.47,33,-1.46558,1
"2672",-89.68,40.67,46,-1.08348,0
"2673",-87.8,41.33,43,-1.26811,1
"2674",-89.85,40.02,39,-1.24677,1
"2675",-88.17,40,57,-0.78399,1
"2676",-88.18,40.75,75,-0.04347,1
"2677",-90.83,39.45,34,-1.45772,1
"2678",-88.63,40.88,45,-1.00748,0
"2679",-90.1,38.08,36,-1.26127,1
"2680",-89.78,40.95,36,-1.39831,1
"2681",-91.4,39.95,57,-0.71518,0
"2682",-91.2,39.93,77,-0.24521,0
"2683",-91.43,39.9,43,-1.12598,0
"2684",-91.4,39.93,51,-0.89116,0
"2685",-88.15,40.3,62,-0.63596,1
"2686",-90,38.22,36,-1.27524,0
"2687",-88.98,38.03,73,-0.51473,1
"2688",-88.18,40.67,87,0.17474,0
"2689",-87.73,38.98,84,-0.17977,1
"2690",-89.07,41.92,46,-1.04911,1
"2691",-88.98,42.3,43,-1.16492,1
"2692",-91,39.53,38,-1.33853,1
"2693",-88.35,37.42,117,0.10603,1
"2694",-90.55,40.12,65,-0.66788,0
"2695",-88.32,41.88,44,-1.12187,1
"2696",-88.02,38.93,62,-0.69798,0
"2697",-88.95,38.63,64,-0.61008,1
"2698",-88.18,37.72,101,0.12443,1
"2699",-87.82,39.92,68,-0.49754,1
"2700",-88.43,37.17,84,-0.57184,1
"2701",-89.7,38.17,44,-1.12744,0
"2702",-89.67,39.83,33,-1.44025,0
"2703",-89.65,39.8,47,-0.98967,0
"2704",-90,42.35,59,-0.61062,1
"2705",-88.83,41.12,35,-1.3756,1
"2706",-88.62,39.57,53,-0.83341,1
"2707",-89.5,41.33,35,-1.39365,1
"2708",-89.87,41.08,37,-1.37263,1
"2709",-88.28,39.8,62,-0.61966,1
"2710",-88.23,40.1,50,-0.98934,0
"2711",-88.23,40.08,46,-1.0975,0
"2712",-88.98,41.32,36,-1.31523,1
"2713",-89.12,38.97,49,-0.94755,1
"2714",-89.17,38.98,54,-0.80715,1
"2715",-89.77,39.5,42,-1.10064,1
"2716",-90.22,39.95,47,-0.99246,1
"2717",-89.6,41.55,29,-1.65383,0
"2718",-91.43,40.35,56,-0.75635,1
"2719",-90.15,38.33,37,-1.23254,1
"2720",-87.73,40.77,57,-0.92966,1
"2721",-87.87,42.37,52,-0.83632,1
"2722",-88.58,38.35,80,-0.40534,0
"2723",-88.1,41.87,41,-1.21884,1
"2724",-90.38,39.43,24,-1.75124,0
"2725",-88.3,38.63,67,-0.64251,0
"2726",-88.6,39.43,48,-0.95517,0
"2727",-89.2,42.3,57,-0.70683,1
"2728",-88.45,41.65,35,-1.37242,1
"2729",-90.05,42.18,54,-0.81394,1
"2730",-85.43,41.4,66,-0.4654,0
"2731",-85.72,40.1,186,1.74183,0
"2732",-85.68,40.1,179,1.66205,1
"2733",-84.98,41.63,77,-0.13197,0
"2734",-85.05,41.33,54,-0.76216,1
"2735",-86.5,38.87,106,0.28853,1
"2736",-86.53,38.83,122,0.67733,1
"2737",-84.95,40.67,106,0.40958,0
"2738",-86.52,39.17,102,0.18316,0
"2739",-86.62,39.13,99,0.09712,1
"2740",-85.17,40.73,96,0.28446,1
"2741",-85.17,40.8,82,-0.03507,1
"2742",-87.27,38.05,110,0.14516,1
"2743",-87.02,39.38,100,0.13866,0
"2744",-85.02,39.42,124,0.66698,0
"2745",-85.55,39.05,139,0.80422,1
"2746",-85.18,39.87,153,1.08924,0
"2747",-85.68,38.37,220,1.78444,0
"2748",-87.15,40.92,81,-0.10542,0
"2749",-85.5,41.15,36,-1.5142,0
"2750",-85.92,39.2,92,-0.13177,0
"2751",-85.05,39.67,118,0.51075,1
"2752",-87.4,40.13,90,-0.06084,1
"2753",-87.38,40.13,93,0.00211,1
"2754",-86.93,39.97,180,1.5899,0
"2755",-86.9,40.05,187,1.72288,1
"2756",-86.47,41.17,62,-0.72677,1
"2757",-87.67,37.83,106,0.08915,1
"2758",-84.93,40.85,86,0.16812,1
"2759",-87.52,38.52,87,-0.20641,1
"2760",-86.67,40.62,66,-0.5376,0
"2761",-86.7,38.45,101,0.02348,1
"2762",-87.23,38.8,95,0.05609,1
"2763",-85.97,41.68,47,-1.10685,1
"2764",-86.97,39.03,97,0.07398,1
"2765",-85.83,40.27,149,1.17933,1
"2766",-86.45,38.32,115,0.23508,1
"2767",-86,38,141,0.64804,1
"2768",-87.55,37.97,113,0.25698,1
"2769",-87.53,38.03,103,0.10763,1
"2770",-87.42,39.23,72,-0.49448,1
"2771",-85.12,40.18,145,1.2047,1
"2772",-85.13,41.17,58,-0.74635,1
"2773",-87.32,40.62,76,-0.28643,1
"2774",-86.5,40.32,117,0.53464,1
"2775",-86.05,39.48,87,-0.13605,1
"2776",-87.3,38.87,97,0.09947,1
"2777",-87.33,41.6,42,-1.18715,1
"2778",-85.8,41.53,47,-1.08131,1
"2779",-85.83,41.57,45,-1.14992,0
"2780",-86.85,39.63,44,-1.23231,0
"2781",-85.75,39.78,124,0.55066,0
"2782",-85.48,39.35,112,0.29981,1
"2783",-87.5,41.57,46,-1.0993,1
"2784",-85.37,40.43,135,1.07389,1
"2785",-87.53,38.5,91,-0.15726,1
"2786",-85.77,38.55,161,1.03699,1
"2787",-86.35,39.27,95,0.03479,1
"2788",-87.28,41.55,44,-1.14689,0
"2789",-85.43,41.72,70,-0.37723,1
"2790",-86.95,38.3,116,0.35385,1
"2791",-85.5,40.88,57,-0.7489,0
"2792",-85.5,40.85,54,-0.84129,0
"2793",-86.27,39.73,87,-0.06384,0
"2794",-86.17,39.77,113,0.47935,1
"2795",-86.12,39.85,124,0.64811,1
"2796",-86.12,39.75,106,0.35778,1
"2797",-86.93,38.38,100,0.10265,1
"2798",-85.75,38.27,181,1.32663,0
"2799",-85.25,41.45,86,0.11174,0
"2800",-87.45,40.77,63,-0.57371,1
"2801",-85.53,39.78,129,0.62369,1
"2802",-86.62,41.3,58,-0.85829,1
"2803",-86.13,40.48,108,0.3549,0
"2804",-86.12,40.47,121,0.59504,0
"2805",-86.87,40.35,107,0.44794,1
"2806",-85.42,41.65,70,-0.3999,1
"2807",-86.72,41.6,54,-0.92555,0
"2808",-86.33,38.2,128,0.44457,1
"2809",-84.92,39.58,138,0.85842,1
"2810",-86.38,40.75,79,-0.18282,1
"2811",-86.35,40.75,73,-0.31925,1
"2812",-87.43,41.28,62,-0.93793,1
"2813",-86.05,39.97,157,1.21778,1
"2814",-85.4,38.73,189,1.46413,0
"2815",-86.35,38.38,133,0.53282,1
"2816",-85.67,40.57,127,0.87837,0
"2817",-84.97,38.78,164,1.21739,0
"2818",-85.43,40.83,67,-0.45799,1
"2819",-86.42,39.43,87,-0.14913,1
"2820",-85.35,39.63,103,0.16139,0
"2821",-84.87,40.97,78,0.08771,1
"2822",-86.75,40.77,73,-0.37794,1
"2823",-85.1,39.12,105,0.205,0
"2824",-87.88,37.95,141,0.76586,0
"2825",-85.35,40.13,156,1.37727,1
"2826",-85.38,40.23,157,1.43067,1
"2827",-85.38,40.2,156,1.41095,0
"2828",-86.22,39.15,102,0.14417,1
"2829",-87.02,38.93,91,-0.05758,0
"2830",-87.4,37.95,106,0.10846,1
"2831",-85.38,39.93,145,0.94702,1
"2832",-87.93,38.13,103,0.16602,1
"2833",-86.1,39.55,100,0.16397,1
"2834",-86.02,40.05,166,1.45643,1
"2835",-85.62,39.02,118,0.43126,1
"2836",-86.23,41.7,46,-1.23789,1
"2837",-85.98,39.9,158,1.12638,0
"2838",-87.18,41.63,44,-1.10524,1
"2839",-86.55,38.88,113,0.38497,0
"2840",-86.48,38.55,86,-0.43795,0
"2841",-85.75,40,149,1.0849,0
"2842",-87.5,40.07,79,-0.29745,1
"2843",-87.3,38.5,97,0.14478,1
"2844",-86.3,41.35,52,-1.08431,0
"2845",-84.97,40.43,161,1.45767,0
"2846",-85.2,41.63,61,-0.62722,1
"2847",-87.58,38.35,84,-0.41591,0
"2848",-87.15,40.93,76,-0.23413,0
"2849",-84.83,39.77,136,0.90595,1
"2850",-84.85,39.83,129,0.80222,1
"2851",-84.88,39.88,145,1.13328,1
"2852",-86.22,41.07,79,-0.262,0
"2853",-87.23,39.77,81,-0.41849,0
"2854",-86.53,37.93,131,0.35914,1
"2855",-86.5,40.87,68,-0.50412,1
"2856",-85.45,39.6,123,0.55641,0
"2857",-86.8,38.17,97,-0.13978,1
"2858",-84.87,40.38,161,1.48383,1
"2859",-86.08,38.62,139,0.66911,0
"2860",-85.77,38.7,127,0.50625,0
"2861",-85.9,38.98,118,0.49405,0
"2862",-85.77,39.52,80,-0.23624,0
"2863",-86.8,38.67,100,0.0399,0
"2864",-86.17,41.75,48,-1.15809,0
"2865",-86.77,39.28,103,0.13772,1
"2866",-87.25,38.28,110,0.0886,1
"2867",-86.77,37.95,96,-0.30882,1
"2868",-87.42,39.35,77,-0.37175,1
"2869",-87.3,39.45,85,-0.19015,1
"2870",-87.03,41.52,53,-1.00177,0
"2871",-87.27,40.12,102,0.18608,1
"2872",-85.07,38.75,171,1.29474,0
"2873",-87.53,38.68,92,-0.04467,0
"2874",-87.5,38.73,97,0.08109,0
"2875",-85.83,40.8,83,-0.10083,1
"2876",-86.93,41.43,52,-0.99902,1
"2877",-85.85,41.23,53,-0.73101,1
"2878",-87.18,38.67,122,0.6532,0
"2879",-85.03,41.43,70,-0.28399,1
"2880",-86.93,40.42,81,-0.13564,1
"2881",-86.92,40.42,90,0.07602,1
"2882",-87,40.47,84,-0.10781,1
"2883",-87.08,41.25,61,-0.73585,0
"2884",-86.35,40,178,1.45557,0
"2885",-87.48,41.67,44,-1.11476,1
"2886",-86.65,38.8,103,0.14156,1
"2887",-86.58,41.02,55,-0.90955,0
"2888",-84.97,40.17,141,1.0406,0
"2889",-85.82,41.22,53,-0.75124,1
"2890",-86.98,39.15,83,-0.24902,1
"2891",-94.2,41.03,60,-0.47505,1
"2892",-96.55,42.82,62,0.1627,1
"2893",-92.78,41.07,63,-0.44112,0
"2894",-92.87,40.98,62,-0.46383,1
"2895",-94.3,43.07,90,0.59367,0
"2896",-93.37,40.72,50,-0.73881,1
"2897",-92.78,42.77,81,0.2072,1
"2898",-95.3,42.67,93,0.59069,1
"2899",-96.02,42.98,69,0.39373,1
"2900",-91.92,41.78,59,-0.57038,1
"2901",-93.77,42.02,72,-0.13878,1
"2902",-93.6,42,65,-0.26859,1
"2903",-93.65,42,82,0.12158,0
"2904",-91.3,42.12,58,-0.49935,1
"2905",-93.62,41.72,55,-0.49477,1
"2906",-94.98,41.4,65,-0.10552,0
"2907",-94.95,41.7,65,-0.21904,1
"2908",-93.13,41.82,66,-0.27244,1
"2909",-94.05,40.82,55,-0.57103,1
"2910",-94.73,40.68,61,-0.33955,1
"2911",-92.27,41.9,53,-0.73677,0
"2912",-90.42,42.27,63,-0.36604,1
"2913",-93.55,42.87,86,0.3479,1
"2914",-94.48,40.6,70,-0.01018,1
"2915",-92.42,40.8,60,-0.56427,1
"2916",-91.75,40.77,55,-0.73114,1
"2917",-93.88,42.07,77,-0.0071,1
"2918",-93.82,43.07,76,0.11359,1
"2919",-93.38,42.42,77,0.06763,1
"2920",-91.17,40.82,53,-0.80806,1
"2921",-91.12,40.78,50,-0.91936,0
"2922",-94.87,42.07,69,-0.16044,1
"2923",-91,42.3,53,-0.57247,1
"2924",-95.82,42.07,53,-0.2752,1
"2925",-92.45,42.53,103,0.53716,1
"2926",-91.7,41.88,44,-0.92081,1
"2927",-91.65,41.98,45,-0.92078,0
"2928",-91.67,41.97,47,-0.83963,1
"2929",-92.88,40.72,60,-0.45637,1
"2930",-93.25,41,54,-0.66565,1
"2931",-92.67,43.05,87,0.20141,0
"2932",-95.57,42.75,75,0.40204,1
"2933",-91.07,41.9,54,-0.76854,1
"2934",-95.03,40.73,63,-0.35413,0
"2935",-93.73,42.73,82,0.25598,1
"2936",-93.35,43.13,59,-0.30609,1
"2937",-90.27,41.8,60,-0.55627,0
"2938",-90.18,41.83,58,-0.61271,1
"2939",-92.4,42.08,64,-0.3567,1
"2940",-93.3,42.03,72,-0.13078,1
"2941",-91.37,41.28,56,-0.77018,1
"2942",-92.87,42.23,70,-0.12581,1
"2943",-94.72,41,25,-1.46092,0
"2944",-93.32,40.77,57,-0.52496,1
"2945",-95.82,41.32,55,-0.19355,1
"2946",-92.12,43.37,71,-0.15956,1
"2947",-94.37,41.05,43,-0.9282,1
"2948",-94.9,41.3,49,-0.56285,1
"2949",-95.65,42.5,73,0.22279,1
"2950",-91.78,43.28,75,-0.14777,1
"2951",-91.38,42.47,62,-0.40371,0
"2952",-95.37,42,62,-0.04161,1
"2953",-93.65,41.53,47,-0.76145,1
"2954",-93.62,41.58,47,-0.74612,0
"2955",-94,41.55,50,-0.6414,1
"2956",-90.57,41.82,56,-0.62164,1
"2957",-91.57,40.7,62,-0.54894,1
"2958",-91.52,43.42,60,-0.55315,0
"2959",-93.47,42.67,78,0.13783,1
"2960",-90.7,42.4,85,-0.03865,1
"2961",-90.67,42.5,76,0.0175,0
"2962",-92.98,42.78,76,0.11227,1
"2963",-92.77,41.97,60,-0.41439,1
"2964",-94.12,41.5,49,-0.66649,1
"2965",-92.65,41.08,62,-0.47441,1
"2966",-93.1,42.37,72,-0.05486,1
"2967",-91.4,42.85,64,-0.32438,1
"2968",-95.32,41.03,58,-0.4271,1
"2969",-94.67,43.1,86,0.47258,1
"2970",-94.83,43.42,79,0.3382,0
"2971",-91.95,41.03,57,-0.57574,0
"2972",-91.8,42.85,68,-0.25522,0
"2973",-93.63,43.28,56,-0.41492,0
"2974",-94.2,42.5,68,-0.16699,0
"2975",-91.28,40.63,53,-0.89144,1
"2976",-95.4,42.5,75,0.24445,1
"2977",-92.67,42.1,61,-0.39292,1
"2978",-92.78,41.88,62,-0.39703,1
"2979",-95.72,41.05,71,0.08791,0
"2980",-95.67,41.02,69,0.0206,1
"2981",-95.68,40.97,64,-0.09692,1
"2982",-94.47,41.32,55,-0.54922,1
"2983",-92.73,41.73,65,-0.37294,1
"2984",-92.72,42.4,84,0.20481,1
"2985",-94.5,41.68,61,-0.32977,0
"2986",-91.1,42.78,60,-0.36712,1
"2987",-93.2,42.75,86,0.25014,0
"2988",-95.32,41.65,62,-0.2018,1
"2989",-96.48,43,66,0.21052,1
"2990",-95.53,42.48,81,0.35669,1
"2991",-93.3,42.3,76,0.04405,1
"2992",-94.22,42.72,76,0.11709,1
"2993",-95.47,42.32,70,0.2,1
"2994",-91.92,42.47,68,-0.24526,1
"2995",-93.55,41.37,39,-1.08323,0
"2996",-96.47,43.3,68,0.31138,1
"2997",-91.53,41.67,55,-0.78597,1
"2998",-93.25,42.52,69,-0.14884,0
"2999",-96.32,42.58,75,0.45275,0
"3000",-94.37,42.02,70,-0.05776,1
"3001",-93.65,42.3,84,0.27742,1
"3002",-93.8,42.93,75,0.1629,1
"3003",-91.4,40.4,50,-0.95455,1
"3004",-91.97,40.72,60,-0.64625,0
"3005",-93.1,41.32,53,-0.78153,1
"3006",-93.37,41.18,51,-0.73598,1
"3007",-93.53,43.42,68,-0.11458,1
"3008",-95.32,43.45,69,0.30861,1
"3009",-93.95,40.62,61,-0.52863,1
"3010",-91.22,43.37,64,-0.37414,1
"3011",-95.55,42.87,71,0.27715,1
"3012",-90.35,41.6,47,-0.91058,1
"3013",-90.42,41.58,41,-1.0729,1
"3014",-96.17,42.78,74,0.51702,0
"3015",-94.57,40.88,48,-0.72059,1
"3016",-93.75,40.75,56,-0.63267,1
"3017",-96.02,41.82,48,-0.40712,1
"3018",-95.78,41.63,61,-0.13856,0
"3019",-94.05,41.12,52,-0.71983,1
"3020",-91.45,42.48,56,-0.56696,1
"3021",-95.8,42.23,54,-0.21024,1
"3022",-95.78,42.17,55,-0.18164,1
"3023",-90.7,42.08,59,-0.50497,1
"3024",-94.83,42.9,78,0.31442,1
"3025",-92.87,42.97,76,0.0177,1
"3026",-92.9,42.05,69,-0.14697,0
"3027",-92.93,42.07,72,-0.07384,1
"3028",-93.2,43.18,62,-0.31117,0
"3029",-93.33,43.15,59,-0.30663,1
"3030",-94.77,41.25,45,-0.74063,1
"3031",-93.05,40.98,53,-0.68186,1
"3032",-95.18,43.38,72,0.22319,1
"3033",-93.3,40.83,57,-0.53683,0
"3034",-95.9,41.55,49,-0.41039,1
"3035",-93.1,41.52,61,-0.45404,1
"3036",-92.52,41.58,61,-0.47461,1
"3037",-94.3,40.68,76,0.08928,0
"3038",-91.55,40.95,64,-0.39809,0
"3039",-91.05,41.43,51,-0.82831,1
"3040",-91.05,41.42,48,-0.91731,1
"3041",-92.32,43.07,110,0.65801,0
"3042",-93.07,41.7,64,-0.29863,1
"3043",-93,43.07,89,0.34106,1
"3044",-93.22,43.45,71,0.00738,1
"3045",-95.38,41.32,64,-0.10307,1
"3046",-95.25,42.32,76,0.26759,1
"3047",-91.92,42.67,85,0.13345,1
"3048",-91.13,42,50,-0.81577,1
"3049",-96.1,42.03,50,-0.35698,0
"3050",-92.8,43.28,65,-0.30375,1
"3051",-93.77,41.03,51,-0.69276,1
"3052",-92.67,41.28,65,-0.49018,0
"3053",-92.43,41.02,59,-0.51747,1
"3054",-92.45,41.1,62,-0.41333,0
"3055",-92.92,41.4,57,-0.55515,1
"3056",-94.08,41.83,59,-0.33552,1
"3057",-95.37,42.92,82,0.45639,1
"3058",-95.92,41.83,44,-0.53923,1
"3059",-94.62,42.9,79,0.31228,1
"3060",-94.65,42.72,86,0.47491,1
"3061",-93.42,42.62,66,-0.18029,1
"3062",-91.57,43.08,69,-0.23376,1
"3063",-95.63,43.08,75,0.37345,1
"3064",-95.57,40.87,60,-0.25634,1
"3065",-92.9,40.82,55,-0.5982,1
"3066",-95.22,41.02,61,-0.39511,1
"3067",-95.47,40.97,68,-0.10607,1
"3068",-92,43.37,96,0.44936,1
"3069",-95.58,40.68,54,-0.4332,1
"3070",-96.17,43.43,68,0.31115,0
"3071",-94.62,42.4,71,0.11486,0
"3072",-94.98,42.43,81,0.33302,1
"3073",-93.8,41.28,53,-0.63497,1
"3074",-95.65,43.18,78,0.49937,1
"3075",-92.37,43.37,72,-0.11129,1
"3076",-95.85,43.18,73,0.43627,1
"3077",-95.38,40.77,54,-0.40947,1
"3078",-95.75,43.4,76,0.34404,1
"3079",-95.63,40.75,57,-0.36894,1
"3080",-92.2,41.33,55,-0.76085,1
"3081",-96.17,43.08,72,0.41031,1
"3082",-96.37,42.38,68,0.36747,1
"3083",-96.42,42.53,72,0.35446,1
"3084",-95.13,42.88,82,0.45876,1
"3085",-95.15,43.17,82,0.45739,1
"3086",-93.07,42.42,77,0.06582,1
"3087",-91.83,40.83,57,-0.6671,1
"3088",-95.18,42.63,95,0.58169,0
"3089",-94.28,43.38,74,0.16386,1
"3090",-95.75,40.82,60,-0.25345,1
"3091",-94.2,40.85,61,-0.40793,1
"3092",-91.13,41.77,55,-0.79975,0
"3093",-93.98,43.28,70,0.03563,1
"3094",-92.58,41.98,70,-0.16521,0
"3095",-92.85,41.27,63,-0.46238,1
"3096",-92.25,42.82,96,0.28053,1
"3097",-93.95,41.52,50,-0.66162,1
"3098",-92.02,42.17,62,-0.33952,1
"3099",-91.2,41.18,57,-0.7153,1
"3100",-91.68,41.28,49,-0.7706,0
"3101",-95.72,42.58,81,0.45997,1
"3102",-92.33,42.52,110,0.67564,0
"3103",-92.4,42.55,81,0.06895,1
"3104",-92.02,43.05,79,0.01658,1
"3105",-93.88,41.62,57,-0.46451,1
"3106",-91.48,43.27,61,-0.40878,1
"3107",-92.48,42.7,96,0.41886,1
"3108",-93.82,42.47,102,0.77955,0
"3109",-94.42,42.95,87,0.46953,1
"3110",-93.55,42.48,89,0.38981,1
"3111",-92.02,41.65,51,-0.82671,1
"3112",-91.02,41.6,59,-0.64171,1
"3113",-94.02,41.32,49,-0.70076,1
"3114",-93.92,41.95,64,-0.27975,1
"3115",-93.3,42.15,67,-0.21409,1
"3116",-97.22,38.92,49,-0.39077,0
"3117",-100.82,39.72,8,-1.47629,1
"3118",-98.98,37.08,31,-0.43927,0
"3119",-98.3,38.25,29,-0.74819,0
"3120",-99.55,38.47,14,-1.11976,0
"3121",-96.48,38.87,80,0.06243,1
"3122",-98.83,39.47,18,-1.25582,0
"3123",-98.08,37.15,52,-0.25417,0
"3124",-97.03,37.08,62,-0.14907,0
"3125",-99.77,37.2,11,-1.08814,0
"3126",-95.12,39.57,44,-0.83831,0
"3127",-96.77,37.43,57,-0.21166,1
"3128",-98.22,37.25,35,-0.57603,0
"3129",-101.05,39.8,8,-1.45373,0
"3130",-100.95,39.63,9,-1.3537,1
"3131",-96.98,37.67,47,-0.46807,0
"3132",-96.27,39.87,59,-0.1465,1
"3133",-95.97,39.6,89,0.4163,1
"3134",-98.03,39.18,27,-0.91167,1
"3135",-99.65,37.87,12,-1.16483,1
"3136",-97.62,39.83,32,-0.90055,0
"3137",-98.1,39.47,35,-0.6393,0
"3138",-97.57,39.12,30,-0.85908,0
"3139",-94.78,39.15,25,-1.54897,0
"3140",-101.53,39.62,21,-0.42532,0
"3141",-99.2,38.52,11,-1.42026,0
"3142",-96.4,39.5,73,0.16601,1
"3143",-96.67,39.68,53,-0.22337,0
"3144",-94.88,39.07,30,-1.35002,0
"3145",-96.78,39.9,28,-1.05325,0
"3146",-101.38,39.35,10,-1.13309,0
"3147",-97.87,38.77,30,-0.82306,1
"3148",-99.63,37.55,12,-1.17342,0
"3149",-99.52,38.12,12,-1.1559,1
"3150",-95.75,38.2,54,-0.44198,0
"3151",-96.88,38.08,47,-0.46929,1
"3152",-98.18,39.92,22,-1.21906,0
"3153",-96.25,38.65,60,-0.36507,1
"3154",-97.62,37.03,43,-0.50856,1
"3155",-96.65,37.3,67,-0.04719,1
"3156",-96.65,38.03,53,-0.35347,1
"3157",-98.43,39.52,25,-0.97571,0
"3158",-99.73,38.8,8,-1.57018,1
"3159",-96.5,37.12,77,0.13668,1
"3160",-96.13,39.72,84,0.35219,0
"3161",-96.3,38.82,49,-0.63009,1
"3162",-95.48,37.67,65,-0.40728,0
"3163",-97.02,38.97,78,0.26507,0
"3164",-98.32,38.33,20,-1.1052,1
"3165",-100.35,37.8,3,-1.65641,0
"3166",-95.93,39.43,76,0.08716,1
"3167",-98.53,38.52,14,-1.3395,0
"3168",-97.13,39.38,28,-1.04675,0
"3169",-97.28,39.57,24,-1.12311,0
"3170",-96.23,37.72,73,-0.00114,0
"3171",-95.33,38.93,48,-0.7815,1
"3172",-95.62,37.03,82,-0.0696,0
"3173",-95.63,37.07,72,-0.27648,0
"3174",-101.05,39.4,13,-1.0132,1
"3175",-101.07,39.38,13,-0.99187,1
"3176",-99.33,37.27,16,-0.93169,0
"3177",-100.12,38.9,6,-1.70388,0
"3178",-94.85,37.17,50,-0.82867,0
"3179",-97.67,39.57,28,-0.95216,1
"3180",-97.65,37.38,29,-0.82113,0
"3181",-96.55,38.37,44,-0.62061,0
"3182",-96.5,38.67,89,0.31437,0
"3183",-96.52,38.68,48,-0.63762,1
"3184",-98.82,39.28,28,-0.8261,0
"3185",-99.58,39.32,6,-1.91501,1
"3186",-101.2,38.12,0,-2.20437,0
"3187",-96.87,37.98,51,-0.34331,1
"3188",-99.73,39.63,4,-2.03687,0
"3189",-96.72,37.18,75,0.12237,0
"3190",-96.75,38.55,55,-0.36043,1
"3191",-100.42,39.62,16,-1.07434,0
"3192",-96.83,37.82,58,-0.18255,0
"3193",-96.28,37,85,0.11438,0
"3194",-96.82,38.42,56,-0.37553,1
"3195",-100.88,38.78,2,-1.96732,1
"3196",-95.8,37.28,52,-0.63701,1
"3197",-101.9,37,0,-1.95858,0
"3198",-101.9,37.05,0,-1.95127,1
"3199",-99.57,38.93,5,-1.93577,0
"3200",-98.23,38.72,14,-1.50219,0
"3201",-96.65,38.37,58,-0.26071,0
"3202",-96.77,38.42,39,-0.81767,1
"3203",-97.23,38.68,38,-0.71178,1
"3204",-100.52,38.13,2,-1.80506,1
"3205",-96.07,39.3,80,0.25904,0
"3206",-96.18,38.4,51,-0.5223,0
"3207",-96.2,38.33,51,-0.50037,1
"3208",-96.2,38.43,49,-0.5774,1
"3209",-97.12,38.9,61,-0.2525,0
"3210",-98.48,39.88,19,-1.28402,1
"3211",-96.1,38.85,40,-0.97385,0
"3212",-96.28,37.82,67,-0.16479,1
"3213",-97.03,39.55,32,-0.86208,1
"3214",-96.08,37.65,76,0.11823,0
"3215",-96.93,38.25,48,-0.46052,0
"3216",-94.7,37.85,74,-0.22729,0
"3217",-100.17,37.45,10,-1.08971,0
"3218",-96.42,39.7,71,0.14237,1
"3219",-95.83,37.53,79,0.22004,0
"3220",-95.35,37.47,63,-0.48907,1
"3221",-100.82,37.97,2,-1.69442,0
"3222",-100.82,37.98,2,-1.69678,1
"3223",-95.23,38.28,50,-0.74144,0
"3224",-98.15,38.52,22,-1.06814,0
"3225",-94.83,37.52,68,-0.44197,1
"3226",-98.32,39.5,26,-0.96668,1
"3227",-97.35,38.25,40,-0.63502,1
"3228",-95.98,39.65,83,0.30434,1
"3229",-101.7,39.37,10,-1.05032,0
"3230",-100.48,38.97,2,-2.1235,1
"3231",-98.77,38.35,14,-1.25865,0
"3232",-99.3,37.6,12,-1.11564,0
"3233",-96.45,37.35,83,0.26132,0
"3234",-95.88,38.1,57,-0.40839,1
"3235",-97.3,39.85,47,-0.3768,0
"3236",-96.88,39.9,34,-0.83796,0
"3237",-96.87,39.85,32,-0.89717,0
"3238",-98.77,39.6,10,-1.61478,0
"3239",-95.97,38.83,45,-0.85728,0
"3240",-99.33,38.87,10,-1.51918,0
"3241",-100.62,38.6,0,-2.57003,0
"3242",-96.98,38.67,33,-1.024,0
"3243",-95.53,39.85,109,0.72739,0
"3244",-95.27,39.85,120,1.00277,0
"3245",-99.83,39.38,14,-1.29745,0
