"","Freq","Incidence.Singleton","Incidence.Knockando","Incidence.White Horse","Incidence.Scoresby Rare","Incidence.Ushers","Incidence.Macallan","Incidence.Grant's","Incidence.Passport","Incidence.Black & White","Incidence.Clan MacGregor","Incidence.Ballantine","Incidence.Pinch (Haig)","Incidence.Other brands","Incidence.Cutty Sark","Incidence.Glenfiddich","Incidence.Glenlivet","Incidence.J&B","Incidence.Dewar's White Label","Incidence.Johnnie Walker Black Label","Incidence.Johnnie Walker Red Label","Incidence.Chivas Regal"
"287",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"288",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"289",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"290",3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"291",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"292",4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"293",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"294",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"295",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
"296",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"297",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"298",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"299",1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"300",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"301",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"302",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"303",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"304",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
"305",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"306",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"307",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
"308",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"309",1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"310",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"311",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"312",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
"313",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"314",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"315",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"316",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"317",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"318",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"319",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"320",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"321",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"322",9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"323",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"324",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
"325",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
"326",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"327",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"328",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"329",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"330",1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
"331",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"332",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"333",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
"334",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
"335",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"336",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"337",1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
"338",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
"339",1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1
"340",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"341",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"342",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"343",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"344",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"345",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"346",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"347",1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"348",8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"349",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"350",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"351",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
"352",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"353",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"354",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
"355",2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
"356",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
"357",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"358",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"359",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"360",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"361",1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
"362",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
"363",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
"364",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"365",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
"366",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
"367",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
"368",2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
"369",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
"370",3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1
"371",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"372",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"373",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"374",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
"375",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
"376",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
"377",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
"378",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
"379",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
"380",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"381",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
"382",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"383",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1
"384",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1
"385",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
"386",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
"387",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
"388",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
"389",1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1
"390",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
"391",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"392",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"393",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"394",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"395",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"396",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"397",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
"398",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"399",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
"400",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"401",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"402",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"403",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
"404",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
"405",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"406",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"407",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
"408",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
"409",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"410",2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
"411",1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1
"412",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
"413",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
"414",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
"415",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1
"416",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"417",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"418",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
"419",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"420",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
"421",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
"422",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
"423",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"424",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
"425",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1
"426",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1
"427",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1
"428",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"429",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"430",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"431",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
"432",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
"433",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
"434",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
"436",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1
"437",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
"438",1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"440",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
"441",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
"442",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
"443",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
"444",1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1
"445",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
"446",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
"447",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"448",1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1
"449",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"450",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
"451",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
"452",1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1
"453",1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
"454",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"455",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
"456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
"457",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
"458",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1
"459",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
"460",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
"461",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
"462",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
"463",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
"464",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
"465",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
"466",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
"467",1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
"468",1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
"469",3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
"470",2,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1
"471",3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
"472",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"473",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
"474",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"475",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
"476",1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
"477",2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"478",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"479",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
"480",1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1
"481",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
"482",1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
"483",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"484",2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
