"","gender","age","homework","desk","room","study","computer","software","internet","literature","poetry","art","textbook","dictionary","dishwasher","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV1READ","PV2READ","PV3READ","PV4READ","PV5READ","PV1SCIE","PV2SCIE","PV3SCIE","PV4SCIE","PV5SCIE","SENWGT_STU","possessions"
"4110","male","5",7,1,1,1,1,1,1,0,0,1,1,1,1,518.936,543.862,539.9673,547.7567,539.1883,542.0966,577.3822,593.4211,590.2133,535.6811,594.4983,603.8232,622.473,599.1608,567.4562,0.1036,10
"4111","female","5",2,1,1,1,1,1,1,1,0,1,1,1,1,551.3398,578.6026,596.5181,610.539,577.8236,639.5825,631.6394,653.88,662.6174,587.158,600.6527,607.1802,616.505,617.4375,577.3405,0.095,11
"4112","female","5",10,1,1,1,1,1,1,0,0,1,1,1,1,400.5375,361.5906,384.1798,331.212,377.9483,460.8627,480.7204,452.1253,436.2391,427.5016,435.9754,435.9754,439.7053,411.7307,396.8109,0.095,10
"4113","male","5",10,1,1,1,1,0,1,0,0,1,1,1,1,350.997,392.2807,336.9762,356.4496,416.4278,322.2835,420.9227,351.9554,381.6274,441.7733,332.749,411.078,348.6013,400.8206,406.4155,0.1036,9
"4114","female","5",1,1,1,1,1,1,1,1,1,1,1,1,1,394.4618,392.1249,439.6401,423.2824,419.3878,548.7928,474.922,511.4602,547.2042,544.8213,490.4327,427.956,451.2682,480.1753,492.2977,0.095,12
"4115","male","6",2,1,1,1,1,1,1,0,0,1,1,1,1,579.3815,550.5608,561.466,485.909,513.9508,650.3592,600.6386,580.59,559.7394,603.0444,641.6822,600.6527,626.7624,581.0705,592.2604,0.1036,10
"4116","male","4",8,1,1,1,1,1,1,0,0,1,1,1,1,533.1905,535.5273,572.1374,520.7275,538.6431,568.8014,544.743,574.415,524.6944,575.2169,576.9675,576.9675,590.9549,525.6807,585.3599,0.1036,10
"4117","male","5",3,1,1,1,1,1,1,0,0,1,1,1,1,469.084,486.2206,419.232,462.8525,437.1475,515.5522,548.432,519.562,532.3931,513.9483,484.3715,528.1984,482.5065,488.1015,458.2618,0.1036,10
"4118","female","5",10,1,1,1,1,1,1,1,0,0,1,1,1,504.1362,506.473,548.5356,536.0726,536.0726,564.123,574.449,667.3833,611.7816,611.7816,546.1954,553.6554,587.2249,583.495,571.3726,0.095,10
"4119","male","4",8,1,1,1,1,1,1,0,0,0,1,1,1,464.9556,448.5979,478.9765,497.671,444.7032,561.2631,570.0845,565.2728,568.4806,526.7795,505.166,535.9381,545.263,525.6807,475.3264,0.1036,9
"4120","male","5",12,1,1,1,1,1,1,0,0,0,1,1,1,575.9542,592.3119,586.0804,518.3128,544.7967,508.1743,517.7977,529.8269,495.3432,533.0346,558.5043,543.5845,574.3566,514.6774,552.9094,0.1036,9
"4121","female","5",2,1,1,1,1,1,1,0,0,1,1,1,0,468.2271,495.49,460.4378,484.5848,438.6275,473.0156,507.171,470.6327,476.1929,430.9172,507.9634,504.2335,499.5711,506.0985,493.0436,0.0247,9
"4122","male","4",4,1,1,1,1,1,0,0,0,1,1,1,0,406.769,373.2747,399.7585,379.5062,430.916,299.0271,301.4329,312.6601,308.6504,327.0951,379.0004,359.4181,365.0131,373.4054,396.7176,0.0328,8
"4123","female","5",0,0,1,1,1,0,1,0,0,1,1,1,0,391.1902,328.8752,395.8638,441.8212,390.4113,398.9065,407.6439,388.5805,412.4098,420.3529,401.4733,405.2033,430.3805,415.4606,446.2327,0.0328,7
"4124","male","5",2,1,1,1,1,0,1,0,0,0,0,1,0,512.4708,494.5552,532.7232,495.3342,534.281,418.5169,425.7344,482.6725,501.9192,477.8608,472.5289,475.3264,550.8579,590.9549,511.6934,0.0262,6
"4125","male","6",1,1,1,1,1,1,1,0,0,1,1,1,1,464.644,421.0235,471.6545,383.6345,423.3603,411.6201,408.4124,396.3832,389.9676,381.1462,452.0142,434.2969,436.1619,430.567,419.3771,0.0262,10
"4126","male","5",0,1,1,1,1,1,1,0,0,1,0,1,1,402.8743,454.2842,487.7785,456.621,483.1048,457.8122,469.0394,478.6628,502.7211,498.7114,528.1984,530.0634,583.2152,557.1056,541.2533,0.0262,9
"4127","female","5",0,0,0,0,1,0,0,0,0,1,0,1,1,254.253,267.4949,293.9788,234.0006,293.9788,274.7558,290.642,306.5282,277.9331,279.5217,309.53,329.1123,323.5173,332.8422,310.4625,0.0328,4
"4128","female","5",21,1,1,1,1,1,1,1,1,1,1,1,0,639.0481,577.5121,564.2701,589.9751,601.6591,544.1064,512.334,509.1567,587.7934,539.3405,590.8616,535.8448,562.887,628.1611,575.0093,0.0247,11
"4129","male","4",2,1,1,0,1,1,1,0,0,1,1,1,0,468.6166,470.1745,483.4164,446.0274,491.2058,424.9324,428.1402,448.9908,417.7149,447.3869,491.2719,471.6897,481.947,432.5252,455.8374,0.0262,8
"4130","male","5",5,1,1,1,1,1,1,0,0,0,1,1,0,433.2528,455.842,518.157,469.8629,505.694,516.3542,479.4647,519.562,514.7503,513.9483,475.9791,458.2618,536.5908,499.2913,512.3461,0.0835,8
"4131","female","5",4,1,1,1,1,1,1,1,1,1,1,1,1,427.9561,438.0823,464.5661,427.9561,463.0083,504.3114,511.4602,522.5806,508.283,512.2545,458.7281,433.5509,476.4454,438.2134,447.5382,0.0932,12
"4132","male","5",1,1,1,1,1,0,1,0,0,1,1,1,1,458.1788,442.6001,450.3895,443.379,414.5583,466.7138,441.8535,400.1523,407.3698,439.4476,554.5878,534.0731,429.6345,419.3771,448.2842,0.0835,9
"4133","male","4",10,1,1,1,1,0,1,0,0,0,1,1,1,485.5196,528.3611,543.9399,480.8459,499.5404,467.7563,482.9933,509.4575,486.201,477.3796,480.9213,503.301,550.8579,494.9086,444.5543,0.0835,8
"4134","female","6",10,1,1,1,1,1,1,1,0,0,1,1,1,653.1469,675.7361,658.5995,712.3462,675.7361,693.0395,737.5209,743.0811,711.3087,737.5209,673.9463,705.6509,681.4062,718.7057,705.6509,0.0932,10
"4135","female","4",8,0,1,1,1,1,1,1,0,1,1,1,0,616.3811,688.8222,672.4646,649.8754,641.3071,695.1842,712.659,710.2761,726.9566,708.6874,659.3062,670.4961,689.1458,689.1458,662.1037,0.0932,9
"4136","male","5",1,1,1,1,1,1,1,0,0,0,1,1,0,513.5613,513.5613,522.9086,483.9617,536.9294,503.6033,502.8013,546.9083,477.1391,554.9277,498.3588,526.3335,542.1858,479.7091,532.8609,0.0835,8
"4137","female","6",10,1,0,1,1,0,1,0,1,1,1,1,1,422.3477,415.3373,395.8638,384.9587,400.5375,424.3244,453.7139,444.9765,467.2172,387.7861,360.4439,399.6084,383.7561,416.3931,342.7266,0.0932,9
"4138","male","5",2,1,1,1,1,1,1,1,0,1,1,1,1,535.06,563.8807,528.0495,543.6283,489.1027,544.4223,567.6787,550.0359,567.6787,463.4258,543.398,536.8706,481.8538,522.8833,436.1619,0.0835,11
"4139","female","6",10,1,1,1,1,1,1,1,0,0,1,1,1,456.6989,459.8146,441.1201,466.0461,533.8137,460.8627,483.1034,494.2237,506.9327,581.5978,465.7217,475.9791,455.4644,477.8441,519.806,0.0932,10
"4140","female","5",16,1,1,1,1,1,1,0,0,0,1,1,1,543.0051,516.5213,558.5839,536.7736,528.9843,532.5889,519.8799,547.6808,533.3832,539.7377,517.2883,448.2842,517.2883,496.7736,466.0015,0.0932,9
"4141","female","5",20,1,1,1,1,1,1,0,0,1,1,1,1,625.5725,693.3401,717.4871,672.3088,663.7405,647.7638,676.359,705.7485,681.1249,678.7419,659.0265,701.9209,744.8154,667.4189,716.8407,0.0874,10
"4142","male","6",12,1,1,1,0,0,0,0,0,0,0,1,1,455.9199,487.0774,461.3725,472.2776,450.4674,392.3735,413.224,418.0357,369.1171,340.247,442.6893,479.0563,445.4868,407.2548,356.9004,0.1048,5
"4143","male","5",5,1,1,1,1,0,1,0,0,1,1,1,0,638.5808,645.5912,633.9072,601.9707,605.0865,663.9923,631.9145,663.9923,628.7067,619.0833,693.9015,651.9396,653.8046,665.9269,647.2771,0.1048,8
"4144","female","6",9,1,1,1,1,1,1,0,0,1,1,1,1,429.5918,431.1497,443.6127,407.0026,421.8025,448.392,427.7399,471.427,461.101,438.066,458.5416,438.0269,480.9213,433.3644,405.3898,0.0874,10
"4145","female","5",5,1,1,1,1,1,1,0,0,1,1,1,1,491.6732,496.3468,462.8525,488.5574,560.2197,504.5497,497.4009,463.2456,503.7554,566.5059,487.4487,495.8411,496.7736,500.5035,548.0604,0.1064,10
"4146","male","5",22,1,1,1,1,0,1,0,0,0,0,1,1,623.0799,643.3323,626.9746,647.227,559.986,640.6557,610.1818,596.5487,598.1526,542.8184,667.4189,689.7986,631.9843,657.1615,618.9295,0.1048,7
"4147","male","5",1,1,1,1,1,1,1,0,0,1,1,1,1,550.2493,582.9646,584.5225,635.1535,625.8062,505.0468,533.9168,525.8973,538.7284,577.2218,585.2667,573.1443,566.6169,598.3215,629.0936,0.1024,10
"4148","female","6",5,0,1,0,1,1,1,0,0,0,1,1,1,473.8355,494.0879,494.0879,485.5196,476.1723,536.3221,531.5563,542.6766,541.8823,575.2433,523.163,541.8128,551.1376,501.7158,521.298,0.1064,7
"4149","female","5",2,1,1,1,1,0,0,0,0,0,1,1,1,592.935,564.1143,573.4616,586.7035,567.2301,610.9873,599.8669,637.9938,612.5759,595.8954,609.6046,615.1996,644.1067,617.997,575.1026,0.1064,7
"4150","male","5",5,1,1,1,1,1,1,0,0,1,1,1,1,481.547,511.1466,548.5356,565.6722,529.0622,501.9192,483.4744,547.63,521.1658,513.1464,575.7553,548.7132,613.0548,628.9071,553.3756,0.04,10
"4151","male","6",1,1,1,1,1,1,1,0,0,0,1,0,0,437.4591,484.1954,497.4373,537.1631,495.8794,485.0783,473.8511,501.1172,496.3056,505.1269,466.0947,526.7065,522.044,538.8288,529.5039,0.1024,7
"4152","female","5",10,1,1,1,1,1,1,1,0,1,1,1,1,575.0974,613.2653,558.7397,603.1391,569.6448,569.9215,628.7004,625.5232,592.9564,568.3328,594.6848,646.9041,642.2417,633.8493,616.132,0.0874,11
"4153","male","4",0,0,1,0,0,0,0,0,0,0,0,0,1,430.8381,470.564,450.3116,424.6066,479.1323,331.4256,392.3735,357.8898,333.0295,354.682,389.5375,413.7822,414.7147,430.567,373.6852,0.1309,2
"4154","female","5",15,1,0,0,1,0,1,1,1,1,0,1,0,470.8755,512.9382,478.6649,462.3072,472.4334,554.0353,570.7158,554.8296,565.1556,527.0287,535.0056,567.6427,522.8833,524.7482,511.6934,0.1073,7
"4155","female","5",5,1,1,1,1,1,1,1,0,1,1,1,1,497.9047,469.084,506.473,506.473,453.5052,580.0092,553.0026,576.832,576.832,500.5782,542.279,534.8191,586.1059,586.1059,559.0638,0.1073,11
"4156","female","5",2,1,1,1,1,1,1,0,1,1,1,1,1,523.6875,488.6353,544.7188,522.1296,514.3402,560.9457,536.3221,637.9938,573.6547,586.3637,494.2559,482.1335,553.9351,508.2432,538.0828,0.1073,11
"4157","male","4",3,1,1,1,1,0,1,0,0,1,0,1,1,430.9939,452.8042,466.0461,483.1827,502.6562,356.8473,372.0843,352.8376,384.1134,430.6262,378.0679,379.9329,393.9202,399.5151,446.1395,0.1184,8
"4158","male","5",0,1,1,1,1,1,1,0,0,0,1,1,0,537.0073,505.8498,519.8707,561.9333,576.7331,504.1646,467.2751,468.879,523.4113,501.7588,481.1078,463.3905,468.9855,522.1373,520.2723,0.1184,8
"4159","male","5",1,1,1,1,1,0,1,0,0,1,1,1,1,592.1561,550.0935,592.1561,590.5982,547.7567,574.9764,556.5316,588.6094,530.0674,550.1161,569.5076,563.9127,619.862,587.2249,547.1279,0.1309,9
"4160","female","4",2,1,1,1,1,1,1,0,0,1,0,1,1,484.9743,465.5009,439.017,446.0274,480.3007,583.9013,539.4199,575.9582,503.676,544.1858,484.7445,481.947,482.8795,477.2846,470.7572,0.0219,9
"4161","male","4",1,1,1,1,1,0,1,0,0,1,1,1,1,629.3114,615.2905,635.5429,625.4167,654.2374,590.9351,584.5195,570.8864,577.302,588.5292,617.997,581.63,565.7777,590.0224,567.6427,0.1184,9
"4162","female","5",7,1,1,1,1,1,1,1,0,0,1,1,1,584.0551,604.3075,587.9498,568.4764,594.9603,599.8669,623.6962,584.7751,579.2149,632.4337,574.5431,600.6527,576.4081,526.0537,592.2604,0.1073,10
"4163","female","5",5,1,0,1,1,1,1,1,1,1,1,1,1,624.0925,606.177,659.9237,623.3136,595.2718,603.8385,604.6328,668.9719,632.4337,632.4337,568.5752,617.0645,648.7691,604.9422,622.6595,0.1073,11
"4164","female","4",2,1,1,1,1,1,1,0,0,1,1,1,0,589.8972,589.1182,594.5708,582.8867,578.2131,611.2256,583.4247,626.3175,631.0833,625.5232,606.8072,552.7229,615.1996,584.4275,604.0097,0.0219,9
"4165","male","5",5,1,1,1,1,1,1,1,1,0,1,1,1,429.2803,433.1749,438.6275,405.9121,430.0592,470.9641,391.5715,424.4513,388.3637,407.6104,503.301,410.9847,418.4446,358.7654,416.5796,0.1309,11
"4166","female","5",4,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,439.5622,441.1201,414.6362,414.6362,428.6571,449.1863,465.8668,430.9172,405.4993,434.0944,430.567,441.7568,410.0522,429.6345,437.0944,0.1073,5
"4167","female","5",3,1,1,1,1,1,1,1,1,1,1,1,1,668.5699,674.0224,658.4437,614.0442,678.6961,650.7028,707.8931,634.8166,656.263,680.8866,695.1138,731.4808,650.3543,632.6371,682.9914,0.0106,12
"4168","male","5",12,1,1,1,1,1,1,0,0,0,1,1,0,465.2672,450.4674,463.7093,433.3307,466.0461,466.7138,501.1974,493.9799,433.834,397.7465,505.4457,488.6609,504.5132,451.3614,458.8213,0.0897,8
"4169","female","5",6,1,1,1,1,1,1,0,0,1,1,1,1,439.9517,454.7515,412.6889,429.0466,426.7098,473.5716,499.7839,425.1187,491.8408,488.6635,429.075,442.1298,378.7206,431.8724,399.2354,0.0906,10
"4170","female","5",2,1,1,0,1,1,1,0,0,0,1,1,0,462.7746,506.3951,485.3638,485.3638,473.6797,559.5954,543.7092,515.1141,531.7946,525.4401,542.4655,518.2208,547.1279,514.4909,521.9508,0.0906,7
"4171","male","5",12,1,1,1,1,1,1,1,1,1,1,1,1,745.6068,620.9768,686.4075,684.8497,683.2918,761.8296,675.2195,716.1187,693.6642,728.1479,763.2786,711.9918,772.6035,728.7766,794.9832,0.091,12
"4172","female","6",5,1,1,1,1,0,1,1,0,1,0,1,1,521.5844,495.1005,488.869,508.3424,495.1005,562.4549,512.4134,502.0874,537.037,531.4768,553.7486,515.5166,508.9892,536.0313,555.6136,0.0872,9
"4173","female","5",6,1,1,1,1,1,1,0,0,1,1,1,1,470.4082,517.9234,453.2715,479.7554,510.9129,501.2931,591.8444,488.5841,527.5053,540.2143,478.1238,535.9381,471.5964,506.0985,496.7736,0.0872,10
"4174","female","5",20,1,1,1,1,1,1,0,0,1,1,1,1,553.9882,534.5147,518.936,512.7045,554.7671,590.3352,566.5059,591.9238,550.6197,576.832,531.2756,489.3137,531.2756,530.3432,545.263,0.0872,10
"4175","male","4",6,1,1,1,1,1,1,1,1,1,1,1,1,624.8715,613.9663,649.0185,630.324,656.8079,570.1647,621.4892,617.4795,651.9631,685.6448,610.5371,642.2417,665.5539,649.7016,717.7732,0.091,12
"4176","male","6",7,1,1,1,1,0,1,0,0,1,1,1,1,493.5426,472.5113,531.7105,516.9107,527.8159,473.0491,504.325,544.4223,556.4514,508.3347,461.4323,497.7993,513.6516,542.5587,508.0567,0.0897,9
"4177","male","5",5,1,1,1,1,1,1,0,0,0,1,1,0,581.4847,645.3575,622.7683,628.9998,593.1687,584.0383,614.5123,579.2267,633.7589,547.1489,582.5625,644.1067,628.2544,676.7438,617.997,0.091,8
"4178","male","5",4,1,1,1,1,1,1,0,0,0,1,1,1,525.2454,508.8877,556.4029,525.2454,565.7501,503.8438,460.5388,501.438,503.8438,535.9216,512.6259,487.4487,554.5878,512.6259,499.5711,0.091,9
"4179","male","6",2,1,1,1,1,1,1,0,0,1,1,1,1,479.2102,525.9464,457.3999,445.7158,445.7158,468.2375,538.8086,455.4064,452.1986,452.1986,528.1984,543.1182,514.2111,453.5994,453.5994,0.0116,10
"4180","male","6",0,1,1,1,1,1,1,0,0,1,0,1,0,471.4208,441.8212,428.5792,462.8525,429.3582,430.6262,429.0224,441.8535,437.8438,434.636,456.6766,396.9974,436.1619,470.6639,417.5121,0.0112,8
"4181","female","6",3,1,1,1,1,1,1,0,1,1,1,1,1,543.7841,526.6475,571.0469,534.4368,579.6152,523.0572,470.6327,547.6808,515.9084,531.0003,542.4655,521.0183,517.2883,465.069,519.1533,0.0882,11
"4182","male","6",0,1,1,1,1,1,1,1,0,1,1,1,0,412.5331,414.091,436.6802,424.2172,468.6166,430.5461,434.5558,471.4453,441.7733,459.4161,366.3185,413.8754,412.0104,414.8079,448.3775,0.0807,10
"4183","male","5",14,1,1,1,1,1,1,0,0,1,1,1,1,599.9455,620.9768,573.4616,616.3032,600.7244,538.0869,598.2328,519.6422,566.9569,558.1355,639.2577,635.5278,550.6714,608.4856,595.4308,0.0807,10
"4184","male","6",2,1,1,1,1,1,1,0,0,0,1,1,1,504.6035,496.8141,511.614,489.8037,505.3825,453.0807,505.2071,532.4733,501.9994,488.3663,487.8217,529.7837,535.3786,510.2014,484.0918,0.0959,9
"4185","female","6",1,1,1,1,1,1,1,0,0,0,1,1,0,407.6258,415.4152,421.6467,388.9313,380.363,425.913,455.3025,470.3944,431.4732,441.0049,426.1843,438.3066,447.6315,436.4416,387.0198,0.0878,8
"4186","female","5",0,0,1,0,0,0,1,0,0,0,0,0,1,417.2067,447.5853,383.7124,400.849,366.5758,382.1465,455.2231,401.21,411.536,379.7636,364.4536,402.6856,361.6561,349.5338,327.154,0.0878,3
"4187","male","5",2,1,1,1,1,0,1,0,1,1,0,1,0,463.7093,445.7937,426.3203,485.5196,459.8146,497.1877,470.7235,438.6457,470.7235,487.5644,471.8762,485.8635,483.9985,479.3361,499.8508,0.0106,8
"4188","male","5",1,1,1,1,1,1,1,0,0,1,1,1,1,501.1762,519.8707,480.1449,508.1866,505.8498,487.3238,440.811,470.4829,463.2654,433.5934,496.9601,466.188,473.6479,480.1753,427.0235,0.0112,10
"4189","male","5",1,0,1,1,1,0,1,0,0,1,0,1,1,525.6348,570.8132,550.5608,548.224,563.0238,500.3955,550.1161,498.7916,520.4441,497.1877,537.2436,615.5725,556.8258,583.868,568.0157,0.0807,7
"4190","female","5",1,1,1,1,1,1,1,0,0,1,1,1,0,502.6562,522.9086,428.6571,485.5196,453.5831,526.2344,538.9434,485.7246,516.7027,457.9237,511.6934,521.9508,498.6386,536.8706,459.4741,0.0882,9
"4191","female","6",5,1,0,0,1,1,1,0,0,0,1,1,1,664.5194,607.657,641.9302,712.0346,658.2879,681.1249,579.4532,596.1337,653.324,622.3459,703.7859,628.2544,620.7945,699.1235,626.3894,0.0878,7
"4192","female","6",1,1,1,1,1,0,1,0,0,0,0,1,1,384.3356,352.3991,334.4836,381.9988,370.3147,416.9373,412.1715,373.2503,406.6113,381.1934,410.2387,394.3864,346.8295,356.1544,349.627,0.012,7
"4193","female","6",2,1,1,1,1,1,1,1,0,1,0,1,1,469.1619,440.3412,455.9199,483.9617,442.678,436.4774,397.5562,443.6261,465.8668,470.6327,461.3391,369.0228,414.7147,451.0817,386.74,0.0878,10
"4194","male","6",3,1,1,1,1,0,1,0,0,1,1,1,1,563.8028,536.54,561.466,540.4346,540.4346,510.8208,515.6324,441.8535,503.6033,474.7332,511.1339,512.9989,493.4166,555.8933,483.1593,0.0106,9
"4195","male","5",6,0,1,1,0,1,1,1,1,1,1,1,1,464.4882,476.9512,487.8564,440.3412,452.8042,476.3371,492.376,499.5935,507.613,478.743,471.3167,489.9664,504.8862,490.8989,428.4222,0.0807,10
"4196","male","5",0,1,1,1,1,1,1,1,1,1,1,1,1,484.5848,501.7215,442.5222,479.1323,427.7224,451.7174,458.9349,423.6493,450.9155,405.2046,481.8538,454.8116,421.2421,477.1913,418.4446,0.0807,12
"4197","male","6",1,0,1,0,1,0,1,0,0,1,0,1,0,410.8194,384.3356,384.3356,466.9029,472.3555,383.8728,387.0806,387.0806,409.5351,370.2398,372.9392,373.8717,373.8717,395.3189,401.8463,0.0112,5
"4198","female","4",18,1,1,1,1,0,1,0,0,0,0,1,1,327.4731,339.1572,342.2729,372.6515,371.8726,416.2224,377.3012,413.8395,394.7761,395.5704,388.5117,375.4569,390.3767,379.1869,371.727,0.0468,7
"4199","male","4",5,1,1,1,1,1,1,1,1,0,1,1,1,315.3217,314.5428,309.8691,336.353,345.7003,429.8243,399.3504,416.9932,414.5873,420.201,442.1298,452.3872,433.7374,452.3872,454.2521,0.0549,11
"4200","male","5",12,1,1,1,1,1,1,0,0,0,0,1,1,512.0813,472.3555,528.439,564.2701,572.8384,516.9957,512.986,498.551,510.5802,519.4016,503.4875,510.9474,536.1246,528.6647,524.9347,0.0477,8
"4201","male","4",2,1,1,1,1,NA,1,0,0,1,1,1,1,552.1966,586.4699,579.4594,575.5647,565.4385,590.1331,609.3798,596.5487,613.3895,657.4965,605.8747,619.862,614.2671,631.0518,671.1488,0.0477,9
"4202","female","5",22,1,1,1,1,1,1,0,1,1,1,1,1,629.623,679.475,666.2331,633.5177,652.2122,663.65,777.2364,739.9038,710.5143,739.9038,650.6341,751.3428,701.9209,688.8661,704.7184,0.051,11
"4203","female","5",5,1,0,1,1,1,1,0,0,0,1,1,0,543.3167,553.4429,544.0957,565.9059,551.885,592.1621,554.8296,587.3963,554.8296,608.0483,553.6554,538.7355,576.9675,551.7904,554.5878,0.0468,7
"4204","female","5",2,1,1,1,1,0,1,0,0,0,0,1,0,430.9939,411.5205,374.9104,433.3307,395.1628,409.2325,440.2106,437.0334,487.0749,467.2172,386.0873,427.1167,443.9015,446.699,433.6442,0.0356,6
"4205","female","5",14,1,1,1,1,1,1,0,1,1,1,1,1,717.2535,696.2222,757.7582,765.5476,721.1482,680.0923,686.4467,765.0835,726.1623,710.2761,714.4163,769.433,802.0701,785.2853,720.9437,0.0406,11
"4206","female","5",1,1,1,1,1,0,1,0,1,1,1,1,0,568.9438,556.4808,547.9124,568.9438,554.9229,590.9707,554.4324,562.3755,590.9707,561.5812,644.0134,620.7012,589.9291,644.0134,644.0134,0.0356,9
"4207","male","6",2,1,1,1,1,1,1,0,0,1,1,1,1,497.1257,536.0726,505.694,546.9777,501.0204,507.613,493.9799,462.7041,522.048,470.7235,587.0384,581.4435,527.3592,576.7811,533.8866,0.0444,10
"4208","female","5",6,1,1,1,1,1,1,0,0,0,0,1,0,498.6836,512.7045,504.9151,517.3781,479.2102,515.5906,543.3915,551.3346,561.6606,532.2712,512.3461,524.4685,554.3081,569.2279,513.2786,0.0356,7
"4209","male","5",1,1,1,1,1,1,1,1,1,1,1,1,0,439.4843,460.5157,416.8952,420.7898,460.5157,436.9616,485.0783,479.4647,466.6336,469.8414,449.8695,513.2786,496.4938,507.6837,527.2659,0.0444,11
"4210","female","5",2,1,1,1,1,1,1,0,0,0,1,1,0,405.7563,409.651,395.6302,425.2298,397.967,509.2362,482.2296,405.9758,485.4069,456.8117,484.6512,446.4192,418.4446,487.4487,447.3517,0.0356,8
"4211","female","5",3,1,1,1,1,1,1,0,0,1,1,1,1,546.5104,484.9743,526.258,507.5635,487.3111,550.5403,506.0589,549.746,529.8882,509.2362,547.2212,504.3267,533.2339,551.8836,557.4786,0.0356,10
"4212","male","5",3,1,1,1,1,1,0,0,1,1,0,1,0,377.3251,367.9779,339.9361,370.3147,388.2303,422.3662,425.574,450.4343,440.009,452.0382,419.5636,433.5509,450.3357,436.3484,474.5804,0.0444,8
"4213","female","5",1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,394.7733,366.7316,438.3938,393.9944,349.595,505.344,442.5935,502.9611,448.948,426.7073,464.5095,430.0075,480.3618,459.8471,379.6531,0.0776,8
"4214","female","5",3,1,1,1,1,1,1,0,0,0,0,1,1,490.8942,479.2102,467.5261,463.6314,491.6732,453.7139,479.1318,494.2237,426.7073,481.5147,500.5035,488.3812,480.9213,435.2294,493.9761,0.0789,8
"4215","female","5",4,1,1,1,1,0,1,0,0,1,1,1,0,466.7472,443.379,418.453,460.5157,405.99,448.1537,522.8189,454.5082,445.7708,402.0837,488.1947,522.6968,443.4353,442.5028,399.6084,0.0224,8
"4216","male","5",11,1,0,0,1,1,1,0,0,0,1,1,0,533.7358,472.9787,553.2092,572.6827,507.2519,492.2958,480.2666,481.8705,485.8803,471.4453,550.5781,497.4263,593.4726,611.1899,497.4263,0.0751,6
"4217","female","5",10,1,1,1,1,1,1,1,1,1,1,1,1,473.1344,505.8498,456.7768,484.8185,491.05,571.0335,555.1473,532.9066,550.3814,563.0904,542.652,524.0022,552.9094,497.8926,529.5972,0.0789,12
"4218","male","6",0,1,1,1,1,1,1,1,0,0,1,1,1,538.6431,478.6649,546.4325,485.6753,503.5909,491.8147,466.1524,522.2886,458.9349,491.8147,539.668,544.3305,548.0604,524.7482,551.7904,0.0798,10
"4219","female","6",20,1,1,1,1,1,1,0,1,1,1,1,0,446.4169,461.9956,469.785,477.5744,464.3325,517.497,517.497,501.6108,511.1425,535.7661,510.7609,487.4487,490.2462,508.8959,498.6386,0.0789,10
"4220","male","4",1,1,1,1,1,1,1,0,0,0,0,0,1,495.1005,438.238,450.701,464.7219,483.4164,491.4939,431.348,388.8449,436.1597,458.6141,525.774,467.0272,491.2719,500.5968,552.8161,0.0751,7
"4221","female","5",4,1,1,1,1,1,1,0,0,1,1,1,1,476.0944,435.5897,491.6732,448.0527,459.7367,503.7554,386.9918,481.5147,484.692,461.657,520.0858,455.7441,508.8959,458.5416,452.9467,0.0789,10
"4222","male","5",1,1,1,1,1,1,1,0,0,1,1,1,0,410.5858,462.7746,448.7537,465.8903,435.5118,401.9968,429.2629,429.2629,438.0843,437.2824,441.7568,468.799,453.8791,466.934,479.9888,0.0798,9
"4223","female","5",3,1,1,1,1,1,1,1,1,1,1,1,1,472.3555,409.2616,493.3868,427.9561,446.6506,455.938,455.938,468.6469,417.8111,459.9095,432.3387,407.1615,442.596,415.5539,380.1194,0.0776,12
"4224","male","4",0,1,1,1,1,1,1,0,0,0,0,0,1,346.0118,324.2016,335.1067,368.601,367.0432,380.0235,347.1438,404.8838,383.2313,395.2605,377.1354,352.8907,388.3253,413.5024,408.84,0.0928,7
"4225","female","5",20,1,1,1,1,1,1,0,0,0,1,1,1,502.5783,547.7567,520.4938,496.3468,506.473,584.7751,587.158,553.797,561.7401,570.4775,510.7609,509.8284,525.6807,513.5584,493.0436,0.089,9
"4226","male","4",0,0,1,0,1,0,1,0,0,0,0,1,0,384.1798,363.1485,374.8325,374.8325,422.3477,424.9324,412.1013,415.3091,399.2702,463.4258,378.0679,371.5405,434.9496,405.11,437.7471,0.0928,4
"4227","female","6",1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,422.4256,409.9626,445.7937,416.973,450.4674,510.1099,460.0684,498.9896,449.7423,507.727,426.1843,404.737,432.7117,399.1421,460.6863,0.089,8
"4228","female","4",1,0,0,0,1,0,1,0,0,1,1,1,1,409.3395,385.1924,403.8869,389.866,386.7503,504.788,493.6677,482.5473,458.718,475.3985,410.0522,392.3349,421.2421,370.8877,443.6218,0.089,6
"4229","male","5",6,1,1,1,1,0,1,0,0,0,0,1,1,524.5443,565.828,484.8185,485.5974,497.2815,492.2156,574.816,517.0759,516.274,559.579,509.7352,492.0179,484.558,477.0981,492.9504,0.0928,7
