"","name","country.etc","pop","lat","long","capital"
"496","Minnedosa MB","MB",2550,50.25,-99.83,0
"497","Mississauga Beach ON","ON",4097,43.25,-79.08,0
"498","Mistissini QC","QC",1850,48.9,-72.2,0
"499","Mitchell ON","ON",4472,43.47,-81.18,0
"500","Moncton NB","NB",86763,46.09,-64.78,0
"501","Montague PE","PE",2019,46.17,-62.65,0
"502","Mont-Joli QC","QC",6146,48.58,-68.18,0
"503","Mont-Laurier NB","NB",6171,46.55,-65.75,0
"504","Montmagny QC","QC",9679,46.97,-70.55,0
"505","Montreal QC","QC",3280123,45.52,-73.57,0
"506","Moose Factory ON","ON",2086,51.25,-80.6,0
"507","Moose Jaw SK","SK",32074,50.39,-105.54,0
"508","Moosomin SK","SK",2170,50.15,-101.67,0
"509","Morden MB","MB",6455,49.18,-98.1,0
"510","Morinville AB","AB",8203,53.8,-113.65,0
"511","Morris MB","MB",1758,49.35,-97.37,0
"512","Morrisburg ON","ON",2763,44.9,-75.18,0
"513","Mount Albert ON","ON",2797,44.13,-79.32,0
"514","Mount Brydges ON","ON",2376,42.37,-81.48,0
"515","Mount Forest on  ON","ON",4903,43.97,-80.73,0
"516","Murdochville QC","QC",1143,48.97,-65.52,0
"517","Musgrave Harbour NL","NL",1101,48.42,-53.88,0
"518","Nackawic NB","NB",1001,46,-67.24,0
"519","Nakusp BC","BC",1707,50.23,-117.8,0
"520","Nanaimo BC","BC",86717,49.21,-123.97,0
"521","Nanticoke ON","ON",24858,42.81,-80.09,0
"522","Nanton AB","AB",1958,50.35,-113.77,0
"523","Napanee ON","ON",8301,44.25,-76.95,0
"524","Napierville QC","QC",3135,45.18,-73.4,0
"525","Neepawa MB","MB",3180,50.23,-99.45,0
"526","Nelson BC","BC",9834,49.49,-117.3,0
"527","New Glasgow NS","NS",20134,45.59,-62.65,0
"528","New Hamburg ON","ON",7491,43.48,-80.72,0
"529","New Richmond QC","QC",2221,48.17,-65.83,0
"530","New Waterford NS","NS",11263,46.26,-60.11,0
"531","Nicolet QC","QC",5276,46.22,-72.6,0
"532","Nipawin SK","SK",3928,53.37,-104.02,0
"533","Niverville MB","MB",2019,49.62,-97.06,0
"534","Nobleton ON","ON",3714,43.9,-79.66,0
"535","Norman Wells NT","NT",1055,65.29,-126.86,0
"536","Normandin QC","QC",2738,48.83,-72.52,0
"537","North Battleford SK","SK",20102,52.79,-108.29,0
"538","North Bay ON","ON",49664,46.3,-79.45,0
"539","North Cowichan BC","BC",33007,48.82,-123.73,0
"540","Norwich ON","ON",2685,42.98,-80.6,0
"541","Norwood ON","ON",1768,44.38,-77.98,0
"542","Notre-Dame-du-Bon-Conseil QC","QC",1482,46,-72.34,0
"543","Notre-Dame-du-Lac QC","QC",1550,47.6,-68.8,0
"544","Oka-Kanesatake QC","QC",1164,45.47,-74.08,0
"545","Okotoks AB","AB",15734,50.72,-113.96,0
"546","Olds AB","AB",7028,51.78,-114.1,0
"547","Oliver BC","BC",4650,49.18,-119.55,0
"548","Omemee ON","ON",1411,44.3,-78.55,0
"549","Onaping-Levack ON","ON",4390,46.63,-81.38,0
"550","One Hundred Mile House BC","BC",1738,51.65,-121.28,0
"551","Oqsuqtooq NU","NU",1140,68.64,-95.86,0
"552","Orangeville ON","ON",34113,43.92,-80.1,0
"553","Orillia ON","ON",30408,44.6,-79.42,0
"554","Ormstown QC","QC",1568,45.13,-74,0
"555","Oromocto NB","NB",8971,45.85,-66.47,0
"556","Orono ON","ON",1782,43.99,-78.62,0
"557","Osgoode ON","ON",2750,45.15,-75.62,0
"558","Oshawa ON","ON",251139,43.89,-78.86,0
"559","Osoyoos BC","BC",4317,49.03,-119.47,0
"560","OTTAWA ON","ON",885542,45.42,-75.71,1
"561","Outlook SK","SK",1956,51.5,-107.05,0
"562","Owen Sound ON","ON",22717,44.57,-80.94,0
"563","Oxbow SK","SK",1040,49.22,-102.17,0
"564","Oxford NS","NS",1271,45.73,-63.87,0
"565","Paisley ON","ON",1105,44.3,-81.28,0
"566","Palmerston ON","ON",2693,43.83,-80.85,0
"567","Pangnirtung NU","NU",1328,66.13,-65.72,0
"568","Papineauville QC","QC",1606,45.62,-75.02,0
"569","Paris ON","ON",10570,43.2,-80.38,0
"570","Parkhill ON","ON",1874,43.17,-81.68,0
"571","Parksville BC","BC",21166,49.33,-124.33,0
"572","Parrsboro NS","NS",1459,45.4,-64.32,0
"573","Parry Sound ON","ON",6551,45.33,-80.03,0
"574","Pasadena NL","NL",2199,49.03,-57.61,0
"575","Peace River AB","AB",5403,56.23,-117.28,0
"576","Peachland BC","BC",1306,49.77,-119.75,0
"577","Pemberton","Canada",1645,50.32,-122.82,0
"578","Pembroke ON","ON",15674,45.83,-77.12,0
"579","Penhold AB","AB",1839,52.13,-113.87,0
"580","Penticton BC","BC",38520,49.5,-119.59,0
"581","Perth ON","ON",6564,44.88,-76.23,0
"582","Perth-Andover NB","NB",1832,46.73,-67.7,0
"583","Petawawa ON","ON",11399,45.9,-77.28,0
"584","Peterborough ON","ON",76458,44.3,-78.34,0
"585","Petit Rocher NB","NB",2084,47.79,-65.73,0
"586","Petrolia ON","ON",5523,42.88,-82.15,0
"587","Picton ON","ON",4881,44.02,-77.15,0
"588","Pictou NS","NS",3697,45.68,-62.71,0
"589","Picture Butte AB","AB",1809,49.88,-112.8,0
"590","Pierreville QC","QC",2180,46.07,-72.8,0
"591","Pilot Butte SK","SK",1700,50.47,-104.42,0
"592","Pinawa MB","MB",1576,50.15,-95.88,0
"593","Pincher Creek AB","AB",3900,49.48,-113.95,0
"594","Plaster Rock NB","NB",1170,46.9,-67.38,0
"595","Plessisville QC","QC",7212,46.22,-71.77,0
"596","Ponoka AB","AB",6734,52.68,-113.57,0
"597","Pont-Rouge QC","QC",4996,46.75,-71.7,0
"598","Porcupine ON","ON",7697,48.47,-81.2,0
"599","Port Alberni BC","BC",21558,49.27,-124.82,0
"600","Port Dover ON","ON",5912,42.78,-80.2,0
"601","Port Elgin ON","ON",7237,44.43,-81.38,0
"602","Port Hardy BC","BC",4632,50.72,-127.5,0
"603","Port Hawkesbury NS","NS",3531,45.6,-61.35,0
"604","Port Hope ON","ON",11758,43.96,-78.3,0
"605","Port MacNeill BC","BC",2836,50.58,-127.1,0
"606","Port Perry ON","ON",7749,44.1,-78.93,0
"607","Port Stanley ON","ON",2697,42.67,-81.22,0
"608","Portage la Prairie MB","MB",12926,49.98,-98.31,0
"609","Port-Alfred-Bagotville QC","QC",15483,48.33,-70.88,0
"610","Port-Cartier QC","QC",5871,50.04,-66.86,0
"611","Portneuf QC","QC",2703,46.68,-71.88,0
"612","Powassan ON","ON",1259,46.07,-79.35,0
"613","Powell River BC","BC",12650,49.85,-124.52,0
"614","Preeceville SK","SK",987,51.95,-102.67,0
"615","Prescott ON","ON",4523,44.72,-75.52,0
"616","Price QC","QC",1836,48.6,-68.12,0
"617","Prince Albert SK","SK",34595,53.2,-105.75,0
"618","Prince George BC","BC",65376,53.91,-122.77,0
"619","Prince Rupert BC","BC",14719,54.32,-130.31,0
"620","Princeton BC","BC",2708,49.45,-120.5,0
"621","Princeville QC","QC",4056,46.17,-71.88,0
"622","Provost AB","AB",2106,52.35,-110.27,0
"623","Quebec QC","QC",647916,46.82,-71.23,2
"624","Quesnel BC","BC",13798,52.98,-122.48,0
"625","Rawdon QC","QC",4996,46.03,-73.7,0
"626","Raymond AB","AB",3404,49.47,-112.67,0
"627","Red Deer AB","AB",75099,52.27,-113.83,0
"628","Redwater ON","ON",2311,46.9,-79.63,0
"629","Regina SK","SK",175727,50.45,-104.61,2
"630","Renfrew ON","ON",7993,45.48,-76.7,0
"631","Revelstoke BC","BC",7539,51,-118.18,0
"632","Richibukto NB","NB",1288,46.68,-64.87,0
"633","Richmond ON","ON",3516,45.18,-75.83,0
"634","Richmond QC","QC",3498,45.67,-72.15,0
"635","Ridgetown ON","ON",3592,42.43,-81.88,0
"636","Rigaud QC","QC",2534,45.47,-74.3,0
"637","Rimbey AB","AB",2253,52.63,-114.22,0
"638","Rimouski QC","QC",39165,48.44,-68.54,0
"639","Ritchot MB","MB",1071,49.61,-97.12,0
"640","Rivers MB","MB",1176,50.03,-100.22,0
"641","Riviere-au-Renard QC","QC",2575,48.98,-64.38,0
"642","Riviere-du-Loup QC","QC",15265,47.84,-69.54,0
"643","Roberval QC","QC",9320,48.52,-72.24,0
"644","Roblin MB","MB",1921,51.23,-101.35,0
"645","Rockland ON","ON",9137,45.53,-75.28,0
"646","Rockwood ON","ON",2983,43.62,-80.13,0
"647","Rocky Mountain House AB","AB",6604,52.37,-114.92,0
"648","Rodney ON","ON",1179,42.57,-81.68,0
"649","Rogersville ON","ON",1198,46.72,-79.45,0
"650","Rosetown SK","SK",2271,51.55,-107.98,0
"651","Rossland BC","BC",3622,49.08,-117.82,0
"652","Rosthem SK","SK",1382,52.65,-106.33,0
"653","Rougemont QC","QC",1187,45.43,-73.05,0
"654","Rouyn-Noranda QC","QC",24109,48.24,-79.03,0
"655","Sackville NB","NB",2868,45.88,-64.35,0
"656","Saint Adolphe MB","MB",1198,49.69,-97.12,0
"657","Saint Andrews NB","NB",1795,45.07,-67.03,0
"658","Saint Anthony NL","NL",2437,51.38,-55.6,0
"659","Saint Catharines-Niagara ON","ON",320836,43.18,-79.24,0
"660","Saint George ON","ON",2685,43.24,-80.25,0
"661","Saint Jacobs ON","ON",1313,43.56,-80.55,0
"662","Saint John NB","NB",87150,45.29,-66.06,0
"663","Saint John's NL","NL",109555,47.58,-52.69,2
"664","Saint Leonard NB","NB",1339,47.17,-67.92,0
"665","Saint Marys ON","ON",6732,43.25,-81.13,0
"666","Saint Paul AB","AB",5384,53.98,-111.28,0
"667","Saint Quentin NB","NB",2189,47.5,-67.38,0
"668","Saint Stephen NB","NB",4481,45.2,-67.27,0
"669","Saint Thomas ON","ON",39398,42.78,-81.19,0
"670","Saint-Agapit QC","QC",2055,46.57,-71.43,0
"671","Saint-Alexandre QC","QC",1143,47.68,-69.63,0
"672","Saint-Alexis-des-Monts QC","QC",2022,46.46,-73.16,0
"673","Saint-Ambroise QC","QC",2022,48.55,-71.32,0
"674","Saint-Andre-Avellin QC","QC",1875,45.72,-75.05,0
"675","Saint-Anselme QC","QC",1868,46.62,-70.97,0
"676","Saint-Apollinaire QC","QC",2029,46.62,-71.5,0
"677","Saint-Augustin QC","QC",3975,51.23,-58.65,0
"678","Saint-Basile-Sud QC","QC",1280,46.75,-71.82,0
"679","Saint-Bruno QC","QC",2939,47.47,-79.43,0
"680","Saint-Canut QC","QC",3499,45.72,-74.07,0
"681","Saint-Cesaire QC","QC",3187,45.4,-73,0
"682","Saint-Cyrill-de-Wendover QC","QC",1283,45.93,-72.43,0
"683","Saint-Damase QC","QC",1354,45.53,-73.01,0
"684","Saint-Damien-de-Buckland QC","QC",1918,46.64,-70.67,0
"685","Saint-Denis QC","QC",1071,45.78,-73.15,0
"686","Saint-Donat-de-Montcalm QC","QC",1691,46.32,-74.22,0
"687","Sainte Anne MB","MB",1590,49.67,-96.67,0
"688","Sainte Rose du Lac MB","MB",1100,51.05,-99.53,0
"689","Sainte-Adele QC","QC",5487,45.95,-74.15,0
"690","Sainte-Agathe-des-Monts QC","QC",5727,46.03,-74.28,0
"691","Sainte-Anne-de-Madawaska NB","NB",1122,47.25,-68.03,0
"692","Sainte-Anne-des-Monts QC","QC",5621,49.12,-66.48,0
"693","Sainte-Anne-des-Plaines QC","QC",10718,45.78,-73.82,0
"694","Sainte-Claire QC","QC",2575,46.6,-70.85,0
"695","Sainte-Julienne QC","QC",3222,45.97,-73.72,0
"696","Sainte-Justine QC","QC",1153,46.41,-70.34,0
"697","Sainte-Madeleine QC","QC",2205,46.6,-73.1,0
"698","Sainte-Marie QC","QC",8766,46.43,-71.02,0
"699","Sainte-Martine QC","QC",2544,45.23,-73.8,0
"700","Saint-Ephrem-de-Tring QC","QC",1432,46.07,-70.96,0
"701","Sainte-Sophie QC","QC",1640,45.83,-73.87,0
"702","Sainte-Thecle QC","QC",1344,46.8,-72.5,0
"703","Saint-Fabien QC","QC",1161,48.28,-68.87,0
"704","Saint-Felicien QC","QC",8116,48.65,-72.45,0
"705","Saint-Felix-de-Valois QC","QC",3176,46.17,-73.42,0
"706","Saint-Gabriel QC","QC",2911,46.28,-73.37,0
"707","Saint-Gedeon QC","QC",1866,48.48,-71.78,0
"708","Saint-Georges QC","QC",21548,46.13,-70.68,0
"709","Saint-Germain-de-Grantham QC","QC",2152,45.83,-72.57,0
"710","Saint-Gregoire QC","QC",1241,46.27,-72.52,0
"711","Saint-Henri-de-Levis QC","QC",1385,46.68,-71.07,0
"712","Saint-Honore QC","QC",1748,47.72,-69.13,0
"713","Saint-Hyacinthe QC","QC",51633,45.63,-72.96,0
"714","Saint-Jacques QC","QC",2996,45.95,-73.58,0
"715","Saint-Jean-de-Dieu QC","QC",1165,48.02,-69.05,0
"716","Saint-Jean-Port-Joli QC","QC",1936,47.2,-70.27,0
"717","Saint-Jean-sur-Richelieu QC","QC",71867,45.31,-73.26,0
"718","Saint-Jerome QC","QC",55144,45.78,-74,0
"719","Saint-Josephe-de-Beauce QC","QC",3400,46.3,-70.87,0
"720","Saint-Josephe-de-Lanoraie QC","QC",1929,45.97,-73.23,0
"721","Saint-Josephe-de-la-Riviere-Bleue QC","QC",1212,47.43,-69.05,0
"722","Saint-Jovite QC","QC",4034,46.12,-74.58,0
"723","Saint-Liboire QC","QC",1410,45.72,-72.7,0
"724","Saint-Marc-des-Carrieres QC","QC",2367,46.68,-72.03,0
"725","Saint-Martin QC","QC",2118,45.95,-70.65,0
"726","Saint-Michel-des-Saints QC","QC",1841,46.67,-73.92,0
"727","Saint-Pacome QC","QC",1376,47.42,-69.95,0
"728","Saint-Pascal QC","QC",2474,47.52,-69.82,0
"729","Saint-Pie QC","QC",3045,45.5,-72.9,0
"730","Saint-Prosper QC","QC",3106,46.2,-70.48,0
"731","Saint-Raphael QC","QC",1280,46.78,-70.75,0
"732","Saint-Raymond QC","QC",3582,46.88,-71.83,0
"733","Saint-Remi QC","QC",4207,45.25,-73.6,0
"734","Saint-Roch-de-l'Achigan QC","QC",1041,45.87,-73.61,0
"735","Saint-Sauveur-des-Monts QC","QC",4886,45.9,-74.17,0
"736","Saint-Tite QC","QC",2464,46.72,-72.57,0
"737","Salaberry-de-Valleyfield QC","QC",38799,45.26,-74.14,0
"738","Salisbury NB","NB",1876,46.03,-65.05,0
"739","Salmo BC","BC",1126,49.2,-117.28,0
"740","Salmon Arm BC","BC",10100,50.7,-119.29,0
"741","Sarnia ON","ON",84053,42.99,-82.4,0
"742","Saskatoon SK","SK",199523,52.15,-106.66,0
"743","Sault Sainte Marie ON","ON",63031,46.53,-84.35,0
"744","Sayabec QC","QC",1708,48.55,-67.68,0
"745","Schomberg ON","ON",1301,44.03,-79.64,0
"746","Seaforth ON","ON",2880,43.55,-81.38,0
"747","Sechelt BC","BC",5982,49.47,-123.77,0
"748","Selkirk MB","MB",9618,50.14,-96.89,0
"749","Senneterre QC","QC",3240,48.4,-77.25,0
"750","Sept-Iles QC","QC",22304,50.22,-66.38,0
"751","Sexsmith AB","AB",1764,55.35,-118.78,0
"752","Shaunavon SK","SK",1631,49.65,-108.42,0
"753","Shawinigan QC","QC",49335,46.56,-72.75,0
"754","Shawville QC","QC",1614,45.6,-76.48,0
"755","Shediac NB","NB",4697,46.22,-64.53,0
"756","Shelburne NS","NS",1921,43.77,-65.32,0
"757","Shelburne ON","ON",4446,44.07,-80.2,0
"758","Shellbrook SK","SK",1173,53.22,-106.4,0
"759","Sherbrooke QC","QC",129907,45.4,-71.9,0
"760","Shilo MB","MB",1250,49.73,-99.97,0
"761","Shippagan NB","NB",2758,47.73,-64.7,0
"762","Sicamous BC","BC",2734,50.83,-119,0
"763","Simcoe ON","ON",13242,42.84,-80.31,0
"764","Sioux Lookout ON","ON",3777,50.1,-91.92,0
"765","Slave Lake AB","AB",7751,55.28,-114.78,0
"766","Smithers BC","BC",5442,54.77,-127.17,0
"767","Smiths Falls ON","ON",10693,44.91,-76.02,0
"768","Smithville ON","ON",3548,43.1,-79.53,0
"769","Smoky Lake AB","AB",1075,54.11,-112.47,0
"770","Snow Lake NT","NT",1196,64.18,-114.18,0
"771","Sooke BC","BC",6150,48.38,-123.73,0
"772","Sorel QC","QC",33238,46.05,-73.14,0
"773","Souris MB","MB",1769,49.62,-100.25,0
"774","Souris PE","PE",1292,46.35,-62.25,0
"775","South River ON","ON",1208,45.85,-79.37,0
"776","Southampton ON","ON",3594,44.5,-81.37,0
"777","Sparwood BC","BC",2266,49.77,-114.87,0
"778","Spirit River AB","AB",1170,55.78,-118.83,0
"779","Springdale NL","NL",2719,49.48,-56.1,0
"780","Springfield MB","MB",2085,49.88,-96.84,0
"781","Springhill NS","NS",3903,45.63,-64.05,0
"782","Spruce Grove AB","AB",17976,53.53,-113.92,0
"783","Squamish BC","BC",12700,49.7,-123.16,0
"784","Stayner ON","ON",4156,44.42,-80.08,0
"785","Steinbach MB","MB",9697,49.52,-96.68,0
"786","Stephenville Crossing NL","NL",1157,48.52,-58.42,0
"787","Stephenville NL","NL",6141,48.56,-58.57,0
"788","Stettler AB","AB",5558,52.33,-112.68,0
"789","Stirling ON","ON",2299,44.3,-77.55,0
"790","Stonewall MB","MB",4217,50.13,-97.32,0
"791","Stony Mountain MB","MB",1787,50.07,-97.22,0
"792","Stony Plain AB","AB",9044,53.53,-114,0
"793","Stratford ON","ON",30332,43.37,-80.98,0
"794","Strathmore AB","AB",10714,51.04,-113.4,0
"795","Strathroy ON","ON",13697,42.95,-81.62,0
"796","Sturgeon Falls ON","ON",6395,46.37,-79.93,0
"797","Sudbury ON","ON",111118,46.49,-81.01,0
"798","Summerland BC","BC",6296,49.61,-119.69,0
"799","Summerside PE","PE",14837,46.4,-63.8,0
"800","Sundre AB","AB",2412,51.8,-114.65,0
"801","Sussex NB","NB",4016,45.72,-65.52,0
"802","Sutton ON","ON",6765,44.3,-79.37,0
"803","Swan Hills AB","AB",1922,54.71,-115.43,0
"804","Swan River MB","MB",4238,52.1,-101.27,0
"805","Swift Current SK","SK",14683,50.3,-107.8,0
"806","Sydney Mines NS","NS",15331,46.26,-60.25,0
"807","Sydney NS","NS",32357,46.15,-60.17,0
"808","Sylvan Lake AB","AB",11327,52.31,-114.1,0
"809","Taber AB","AB",8259,49.78,-112.15,0
"810","Tavistock ON","ON",2688,43.32,-80.83,0
"811","Teeswater ON","ON",1186,43.98,-81.28,0
"812","Temiscaming QC","QC",1861,46.72,-79.08,0
"813","Terrace Bay ON","ON",2086,48.78,-87.1,0
"814","Terrace BC","BC",20203,54.52,-128.61,0
"815","Thamesford ON","ON",1870,43.07,-80.99,0
"816","The Pas MB","MB",6057,53.82,-101.26,0
"817","Thessalon ON","ON",1483,46.25,-83.55,0
"818","Thetford Mines QC","QC",22085,46.1,-71.31,0
"819","Thompson MB","MB",12261,55.74,-97.86,0
"820","Thornbury ON","ON",1995,44.55,-80.45,0
"821","Three Hills AB","AB",3087,51.7,-113.27,0
"822","Thunder Bay ON","ON",98237,48.42,-89.28,0
"823","Thurso QC","QC",2485,45.58,-75.23,0
"824","Tilbury ON","ON",4919,42.25,-82.43,0
"825","Tilsonburg ON","ON",15031,42.87,-80.73,0
"826","Timmins ON","ON",33319,48.49,-81.35,0
"827","Tisdale SK","SK",2815,52.82,-104.05,0
"828","Tofield AB","AB",1934,53.37,-112.67,0
"829","Torbay NL","NL",3029,47.65,-52.73,0
"830","Toronto ON","ON",4670783,43.65,-79.38,2
"831","Tottenham ON","ON",5166,44.02,-79.8,0
"832","Tracadie-Sheila NB","NB",2410,47.5,-64.92,0
"833","Trail BC","BC",9878,49.1,-117.73,0
"834","Trois-Pistoles QC","QC",3708,48.12,-69.17,0
"835","Trois-Rivieres QC","QC",120118,46.35,-72.57,0
"836","Truro NS","NS",20458,45.36,-63.28,0
"837","Tuktoyaktuk NT","NT",980,69.42,-133.01,0
"838","Tumbler Ridge BC","BC",1845,55.13,-121,0
"839","Tununirusiq NU","NU",865,73.04,-85.2,0
"840","Tweed ON","ON",1646,44.47,-77.3,0
"841","Two Hills AB","AB",1161,53.72,-111.75,0
"842","Ucluelet BC","BC",1567,48.93,-125.52,0
"843","Unity SK","SK",2061,52.43,-109.17,0
"844","Uxbridge ON","ON",9135,44.1,-79.12,0
"845","Valcourt QC","QC",2459,45.48,-72.32,0
"846","Val-David QC","QC",1215,46.03,-74.2,0
"847","Val-d'Or QC","QC",25479,48.11,-77.79,0
"848","Vallee-Jonction QC","QC",1220,46.37,-70.92,0
"849","Valley East ON","ON",16818,46.64,-81.01,0
"850","Valleyview AB","AB",1974,55.07,-117.28,0
"851","Vancouver BC","BC",1839314,49.28,-123.13,0
"852","Vanderhoof BC","BC",1464,54.02,-124.02,0
"853","Vankleek Hill ON","ON",2163,45.52,-74.65,0
"854","Vegreville AB","AB",5744,53.5,-112.05,0
"855","Vercheres QC","QC",4044,45.77,-73.35,0
"856","Vermilion AB","AB",4200,53.35,-110.85,0
"857","Vernon BC","BC",49307,50.27,-119.28,0
"858","Victoria BC","BC",289837,48.43,-123.37,2
"859","Victoriaville QC","QC",34040,46.06,-71.96,0
"860","Viking AB","AB",1119,53.08,-111.78,0
"861","Ville-Marie QC","QC",2841,47.33,-79.43,0
"862","Vineland ON","ON",2613,43.16,-79.49,0
"863","Virden MB","MB",3268,49.85,-100.93,0
"864","Vulcan AB","AB",1874,50.4,-113.25,0
"865","Wabana NL","NL",2290,47.64,-52.98,0
"866","Wadena SK","SK",1298,51.95,-103.8,0
"867","Wainwright AB","AB",5443,52.83,-110.87,0
"868","Walkerton ON","ON",5316,44.13,-81.15,0
"869","Wallaceburg ON","ON",10571,42.59,-82.39,0
"870","Walnut Grove BC","BC",21522,49.19,-122.62,0
"871","Warman SK","SK",3199,52.32,-106.57,0
"872","Warwick QC","QC",3352,45.95,-71.98,0
"873","Wasaga Beach ON","ON",7663,44.53,-79.99,0
"874","Waterford ON","ON",3071,42.93,-80.28,0
"875","Waterloo QC","QC",4078,45.35,-72.52,0
"876","Watford ON","ON",1738,42.95,-81.88,0
"877","Watrous SK","SK",1661,51.67,-105.47,0
"878","Waverley NS","NS",957,44.79,-63.61,0
"879","Wawa ON","ON",3507,48,-84.78,0
"880","Weedon Centre QC","QC",1210,45.7,-71.45,0
"881","Wellesley ON","ON",1782,43.47,-80.76,0
"882","Wellington ON","ON",2078,43.95,-77.35,0
"883","Wembley AB","AB",1592,55.15,-119.15,0
"884","West Lorne ON","ON",1560,42.6,-81.6,0
"885","Western Shore-Gold River NS","NS",968,44.57,-64.34,0
"886","Westlock AB","AB",5126,54.15,-113.87,0
"887","Wetaskiwin AB","AB",11327,52.97,-113.38,0
"888","Weyburn SK","SK",9325,49.67,-103.86,0
"889","Wheatley ON","ON",2054,42.1,-82.45,0
"890","Whistler BC","BC",11085,50.13,-122.97,0
"891","Whitchurch-Stouffville ON","ON",11845,43.97,-79.25,0
"892","White City SK","SK",1783,50.44,-104.35,0
"893","White Rock BC","BC",66499,49.03,-122.83,0
"894","Whitecourt AB","AB",8865,54.13,-115.68,0
"895","Whitehorse YT","YT",20340,60.73,-135.05,2
"896","Wiarton ON","ON",2513,44.73,-81.13,0
"897","Wikwemikong ON","ON",1446,45.8,-81.71,0
"898","Wilkie SK","SK",1178,52.42,-108.7,0
"899","Williams Lake BC","BC",14484,52.13,-122.14,0
"900","Winchester ON","ON",2596,45.1,-75.35,0
"901","Windsor NS","NS",3828,44.98,-64.13,0
"902","Windsor ON","ON",281545,42.3,-83.03,0
"903","Windsor QC","QC",5428,45.58,-72,0
"904","Wingham ON","ON",3086,43.88,-81.3,0
"905","Winkler MB","MB",8348,49.18,-97.93,0
"906","Winnipeg MB","MB",632857,49.88,-97.17,2
"907","Wolfville NS","NS",3490,45.08,-64.37,0
"908","Wood Buffalo AB","AB",41554,56.74,-111.43,0
"909","Woodstock NB","NB",4991,46.15,-67.57,0
"910","Woodstock ON","ON",34056,43.13,-80.76,0
"911","Wynyard SK","SK",1763,51.77,-104.18,0
"912","Wyoming ON","ON",2353,42.95,-82.12,0
"913","Yamachiche QC","QC",1260,46.28,-72.83,0
"914","Yarmouth NS","NS",7487,43.84,-66.12,0
"915","Yellowknife NT","NT",15748,62.46,-114.36,2
"916","Yorkton SK","SK",15171,51.21,-102.47,0
