"","loss","alae","limit","censored"
"998",24014,4177,500000,0
"999",24334,17688,1000000,0
"1000",24357,19934,250000,0
"1001",24464,1954,300000,0
"1002",24570,4919,500000,0
"1003",25000,360,75000,0
"1004",25000,387,500000,0
"1005",25000,535,-99,0
"1006",25000,583,1000000,0
"1007",25000,1084,500000,0
"1008",25000,1199,500000,0
"1009",25000,1652,300000,0
"1010",25000,2012,500000,0
"1011",25000,2588,1000000,0
"1012",25000,3094,100000,0
"1013",25000,4508,500000,0
"1014",25000,5230,25000,1
"1015",25000,5731,750000,0
"1016",25000,5998,100000,0
"1017",25000,6419,-99,0
"1018",25000,7004,1000000,0
"1019",25000,7057,50000,0
"1020",25000,7081,500000,0
"1021",25000,7227,500000,0
"1022",25000,7253,500000,0
"1023",25000,7920,1000000,0
"1024",25000,9089,25000,1
"1025",25000,9093,300000,0
"1026",25000,9814,1000000,0
"1027",25000,10726,500000,0
"1028",25000,13334,300000,0
"1029",25000,13948,300000,0
"1030",25000,15116,1000000,0
"1031",25000,16118,-99,0
"1032",25000,18118,75000,0
"1033",25000,18155,500000,0
"1034",25000,18238,25000,1
"1035",25000,20694,300000,0
"1036",25000,20737,-99,0
"1037",25000,22020,500000,0
"1038",25000,22857,500000,0
"1039",25000,22929,1000000,0
"1040",25000,26332,-99,0
"1041",25000,55472,300000,0
"1042",25000,56519,250000,0
"1043",25002,20999,1000000,0
"1044",25045,47560,100000,0
"1045",25187,18409,500000,0
"1046",25250,4389,300000,0
"1047",25396,45945,500000,0
"1048",25507,6782,500000,0
"1049",25700,3332,500000,0
"1050",25789,33437,300000,0
"1051",25800,2931,500000,0
"1052",25883,12181,50000,0
"1053",26000,1908,500000,0
"1054",26000,6111,1500000,0
"1055",26075,2316,300000,0
"1056",26250,4966,300000,0
"1057",26250,55213,500000,0
"1058",27000,2533,500000,0
"1059",27000,29273,300000,0
"1060",27300,1839,1000000,0
"1061",27500,2176,1000000,0
"1062",27500,2381,500000,0
"1063",27500,4211,1000000,0
"1064",27500,19887,1000000,0
"1065",28000,3111,500000,0
"1066",28130,14568,500000,0
"1067",28281,2350,500000,0
"1068",28333,6695,300000,0
"1069",28650,8034,300000,0
"1070",28750,12375,-99,0
"1071",29026,6384,500000,0
"1072",29890,2710,500000,0
"1073",30000,35,1000000,0
"1074",30000,657,1000000,0
"1075",30000,2172,-99,0
"1076",30000,3803,500000,0
"1077",30000,3829,500000,0
"1078",30000,3996,500000,0
"1079",30000,4850,500000,0
"1080",30000,4908,1000000,0
"1081",30000,5519,1000000,0
"1082",30000,6365,1000000,0
"1083",30000,7023,-99,0
"1084",30000,7439,500000,0
"1085",30000,7960,500000,0
"1086",30000,8312,100000,0
"1087",30000,9631,-99,0
"1088",30000,11353,500000,0
"1089",30000,12647,300000,0
"1090",30000,18728,500000,0
"1091",30000,20221,500000,0
"1092",30000,24706,500000,0
"1093",30000,38018,500000,0
"1094",30000,39831,1000000,0
"1095",30001,7890,1000000,0
"1096",30064,2208,500000,0
"1097",30750,8619,1000000,0
"1098",30811,19332,500000,0
"1099",31000,1395,500000,0
"1100",31005,14182,100000,0
"1101",31250,3851,100000,0
"1102",31428,23004,300000,0
"1103",31882,7237,500000,0
"1104",32000,5889,500000,0
"1105",32000,8930,500000,0
"1106",32000,10364,500000,0
"1107",32000,39297,100000,0
"1108",32500,798,500000,0
"1109",32500,2638,1000000,0
"1110",32500,3750,300000,0
"1111",32500,4404,1000000,0
"1112",32500,7839,1000000,0
"1113",32500,19667,500000,0
"1114",32500,27592,100000,0
"1115",33073,7845,-99,0
"1116",33333,11562,300000,0
"1117",33333,53048,1000000,0
"1118",33868,6715,500000,0
"1119",34000,40782,-99,0
"1120",34186,8190,1000000,0
"1121",34190,10853,100000,0
"1122",34625,23407,100000,0
"1123",34997,6681,1000000,0
"1124",35000,1330,1000000,0
"1125",35000,1577,1000000,0
"1126",35000,2442,300000,0
"1127",35000,3577,100000,0
"1128",35000,4500,300000,0
"1129",35000,4541,100000,0
"1130",35000,5553,1000000,0
"1131",35000,10112,500000,0
"1132",35000,17118,1000000,0
"1133",35000,19397,300000,0
"1134",35000,20399,-99,0
"1135",35000,25962,1000000,0
"1136",35000,46953,500000,0
"1137",35000,81128,500000,0
"1138",35104,7570,500000,0
"1139",36573,3242,500000,0
"1140",37500,6946,1000000,0
"1141",37749,16290,500000,0
"1142",37886,3128,1000000,0
"1143",37936,15550,300000,0
"1144",38065,6892,500000,0
"1145",38200,70922,500000,0
"1146",38696,78345,500000,0
"1147",38843,7883,500000,0
"1148",38998,3013,500000,0
"1149",39060,444,500000,0
"1150",40000,2019,-99,0
"1151",40000,3502,300000,0
"1152",40000,4440,-99,0
"1153",40000,9066,300000,0
"1154",40000,10177,1000000,0
"1155",40000,10747,500000,0
"1156",40000,15706,1000000,0
"1157",40000,21083,500000,0
"1158",40000,31532,100000,0
"1159",40000,44088,300000,0
"1160",40000,66524,500000,0
"1161",40052,4397,-99,0
"1162",40461,1469,-99,0
"1163",40500,617,100000,0
"1164",41000,20098,300000,0
"1165",41807,17560,1000000,0
"1166",41845,14127,300000,0
"1167",42000,7872,500000,0
"1168",42500,88534,500000,0
"1169",42717,14107,300000,0
"1170",43000,8392,500000,0
"1171",43000,29307,500000,0
"1172",43500,8007,300000,0
"1173",43500,12177,500000,0
"1174",44887,2178,-99,0
"1175",45000,1182,1000000,0
"1176",45000,1820,500000,0
"1177",45000,3009,500000,0
"1178",45000,4941,300000,0
"1179",45000,7735,500000,0
"1180",45000,9134,-99,0
"1181",45000,9250,500000,0
"1182",45000,10411,1000000,0
"1183",45000,17557,250000,0
"1184",45000,19167,1000000,0
"1185",45000,21841,100000,0
"1186",45000,23088,50000,0
"1187",45000,37529,1000000,0
"1188",45666,5103,500000,0
"1189",45955,3069,300000,0
"1190",46000,20440,500000,0
"1191",46250,18874,1000000,0
"1192",47370,11834,300000,0
"1193",47500,434,1000000,0
"1194",47500,815,-99,0
"1195",47500,2238,300000,0
"1196",47500,4956,-99,0
"1197",47500,5013,500000,0
"1198",47500,12856,1000000,0
"1199",47500,42966,500000,0
"1200",48000,3562,500000,0
"1201",48349,50611,500000,0
"1202",49050,17567,500000,0
"1203",49412,77477,-99,0
"1204",50000,55,50000,1
"1205",50000,480,-99,0
"1206",50000,500,500000,0
"1207",50000,1636,100000,0
"1208",50000,2165,1000000,0
"1209",50000,2280,50000,1
"1210",50000,2809,500000,0
"1211",50000,2881,300000,0
"1212",50000,2985,-99,0
"1213",50000,3048,-99,0
"1214",50000,3403,500000,0
"1215",50000,3565,500000,0
"1216",50000,3634,50000,1
"1217",50000,4094,50000,1
"1218",50000,4292,50000,1
"1219",50000,5441,500000,0
"1220",50000,5974,500000,0
"1221",50000,7669,500000,0
"1222",50000,8726,50000,1
"1223",50000,9231,1000000,0
"1224",50000,9609,500000,0
"1225",50000,10775,1000000,0
"1226",50000,11259,500000,0
"1227",50000,11725,50000,1
"1228",50000,12210,500000,0
"1229",50000,12344,300000,0
"1230",50000,15687,300000,0
"1231",50000,16303,1000000,0
"1232",50000,17768,100000,0
"1233",50000,25661,500000,0
"1234",50000,25922,500000,0
"1235",50147,21547,500000,0
"1236",50176,15000,1000000,0
"1237",50500,2606,300000,0
"1238",50899,18172,100000,0
"1239",51015,6445,500000,0
"1240",51085,5485,1000000,0
"1241",52500,11333,500000,0
"1242",54000,913,300000,0
"1243",54250,8312,100000,0
"1244",55000,830,300000,0
"1245",55000,2128,-99,0
"1246",55000,22981,500000,0
"1247",55000,24889,500000,0
"1248",55000,29327,500000,0
"1249",55651,23391,1000000,0
"1250",56057,48076,500000,0
"1251",56062,210,300000,0
"1252",57000,14709,500000,0
"1253",57500,10983,500000,0
"1254",57500,15484,300000,0
"1255",57808,38341,300000,0
"1256",58064,11863,500000,0
"1257",58101,12691,300000,0
"1258",59232,1108,500000,0
"1259",60000,2438,1000000,0
"1260",60000,4095,-99,0
"1261",60000,4519,100000,0
"1262",60000,4560,1000000,0
"1263",60000,4762,1000000,0
"1264",60000,6118,500000,0
"1265",60000,9812,-99,0
"1266",60000,42230,500000,0
"1267",60087,2580,1000000,0
"1268",60250,501863,500000,0
"1269",62079,17280,1000000,0
"1270",62500,12750,1000000,0
"1271",62959,27738,500000,0
"1272",63000,4881,300000,0
"1273",65000,559,500000,0
"1274",65000,5534,1000000,0
"1275",65000,6756,500000,0
"1276",65000,13762,300000,0
"1277",65544,27671,500000,0
"1278",65613,13319,500000,0
"1279",66933,19458,500000,0
"1280",67500,25767,500000,0
"1281",67500,160581,1000000,0
"1282",70000,1900,500000,0
"1283",70000,2333,100000,0
"1284",70000,4555,300000,0
"1285",70000,14253,1000000,0
"1286",70000,14878,300000,0
"1287",70000,22114,250000,0
"1288",70000,39247,500000,0
"1289",70001,7177,500000,0
"1290",71000,40,300000,0
"1291",71459,4633,100000,0
"1292",71710,2756,300000,0
"1293",72000,4966,100000,0
"1294",72500,799,1000000,0
"1295",73000,13391,500000,0
"1296",73000,15756,500000,0
"1297",73157,20495,300000,0
"1298",73614,214,500000,0
"1299",74700,16063,300000,0
"1300",74970,12608,-99,0
"1301",75000,574,-99,0
"1302",75000,3451,500000,0
"1303",75000,5542,500000,0
"1304",75000,6125,3000000,0
"1305",75000,6833,1000000,0
"1306",75000,11877,300000,0
"1307",75000,12851,75000,1
"1308",75000,15913,1000000,0
"1309",75000,17236,500000,0
"1310",75000,17687,250000,0
"1311",75000,19213,-99,0
"1312",75000,23566,100000,0
"1313",75000,26232,1000000,0
"1314",75000,30401,500000,0
"1315",75000,36703,500000,0
"1316",75000,46494,500000,0
"1317",75000,72060,500000,0
"1318",76100,1936,500000,0
"1319",76991,25949,500000,0
"1320",80000,4863,500000,0
"1321",80000,5985,1000000,0
"1322",80000,16731,1000000,0
"1323",82500,16452,500000,0
"1324",83500,8072,500000,0
"1325",84000,4730,1000000,0
"1326",85000,18284,100000,0
"1327",86311,37711,500000,0
"1328",86667,5792,1000000,0
"1329",87500,16677,300000,0
"1330",88000,2908,500000,0
"1331",88803,5203,1000000,0
"1332",90000,3367,1000000,0
"1333",90000,3764,500000,0
"1334",90000,5097,500000,0
"1335",90000,6959,300000,0
"1336",90451,18232,300000,0
"1337",92317,12965,1000000,0
"1338",92522,60435,1000000,0
"1339",93000,31812,500000,0
"1340",93868,89826,300000,0
"1341",95000,12398,500000,0
"1342",95963,14008,1000000,0
"1343",97000,8811,1000000,0
"1344",97000,18919,500000,0
"1345",98087,3944,500000,0
"1346",98844,12644,500000,0
"1347",99632,6431,5000000,0
"1348",99991,22092,300000,0
"1349",100000,557,100000,1
"1350",100000,1416,500000,0
"1351",100000,2287,1000000,0
"1352",100000,4842,100000,1
"1353",100000,7270,100000,1
"1354",100000,10312,1000000,0
"1355",100000,12815,100000,1
"1356",100000,13820,-99,0
"1357",100000,15268,300000,0
"1358",100000,17550,300000,0
"1359",100000,21166,250000,0
"1360",100000,22706,500000,0
"1361",100000,25034,500000,0
"1362",100000,25256,500000,0
"1363",100000,28013,100000,1
"1364",100000,30149,1000000,0
"1365",100000,34716,100000,1
"1366",100000,38516,100000,1
"1367",100000,71350,100000,1
"1368",100000,107192,300000,0
"1369",100000,211573,100000,1
"1370",101000,101622,500000,0
"1371",101276,4210,500000,0
"1372",101422,9513,1000000,0
"1373",103127,60487,1000000,0
"1374",103264,7434,500000,0
"1375",104518,4825,300000,0
"1376",104767,166893,1000000,0
"1377",105000,1782,-99,0
"1378",105000,35055,500000,0
"1379",108000,9516,500000,0
"1380",109500,31422,500000,0
"1381",110000,2004,300000,0
"1382",110000,7475,500000,0
"1383",110000,12143,500000,0
"1384",110659,48062,1000000,0
"1385",112000,17645,500000,0
"1386",115000,7571,1000000,0
"1387",120000,89365,1000000,0
"1388",120475,13098,500000,0
"1389",124999,2257,300000,0
"1390",125000,4249,1000000,0
"1391",125000,10093,300000,0
"1392",125000,11308,1500000,0
"1393",125000,13227,1000000,0
"1394",125000,14970,1000000,0
"1395",125000,19671,300000,0
"1396",130000,46359,1000000,0
"1397",130050,13364,500000,0
"1398",130555,18721,500000,0
"1399",135000,2229,1000000,0
"1400",135000,42863,300000,0
"1401",137500,99412,500000,0
"1402",138133,22464,300000,0
"1403",140000,4698,500000,0
"1404",140837,10292,1000000,0
"1405",145151,14082,1000000,0
"1406",149750,32370,500000,0
"1407",150000,4773,-99,0
"1408",150000,6695,1000000,0
"1409",150000,6945,300000,0
"1410",150000,12042,1000000,0
"1411",150000,20887,500000,0
"1412",150000,46507,500000,0
"1413",150494,1588,500000,0
"1414",151084,35252,1000000,0
"1415",151152,155640,500000,0
"1416",152744,6496,500000,0
"1417",153874,21354,500000,0
"1418",155885,4104,500000,0
"1419",157499,64690,500000,0
"1420",160300,17881,500000,0
"1421",161187,17601,500000,0
"1422",166500,21607,500000,0
"1423",167000,53829,1000000,0
"1424",168751,6114,500000,0
"1425",170000,38276,500000,0
"1426",178000,1031,500000,0
"1427",183095,5717,500000,0
"1428",184925,48811,300000,0
"1429",187113,180615,500000,0
"1430",192500,46777,500000,0
"1431",200000,277,-99,0
"1432",200000,7846,500000,0
"1433",200000,20095,500000,0
"1434",200000,23137,1000000,0
"1435",200000,27903,1000000,0
"1436",200000,61709,500000,0
"1437",200000,67782,1000000,0
"1438",200678,32414,1000000,0
"1439",209122,25116,1000000,0
"1440",210000,7357,-99,0
"1441",210000,63903,300000,0
"1442",215231,36573,1000000,0
"1443",215303,41532,500000,0
"1444",225000,6603,500000,0
"1445",225000,12720,2000000,0
"1446",225562,45613,1000000,0
"1447",235000,38157,1000000,0
"1448",244000,41946,500000,0
"1449",245834,63433,500000,0
"1450",250000,5448,-99,0
"1451",250000,24087,1000000,0
"1452",250000,55068,500000,0
"1453",251981,27774,500000,0
"1454",260000,11875,500000,0
"1455",270000,10530,500000,0
"1456",275000,3510,300000,0
"1457",275000,12271,300000,0
"1458",275000,15748,300000,0
"1459",275000,29638,1000000,0
"1460",278705,306072,500000,0
"1461",289146,21359,1000000,0
"1462",289428,23086,500000,0
"1463",300000,310,300000,1
"1464",300000,9819,300000,1
"1465",300000,25373,300000,1
"1466",300000,48619,300000,1
"1467",300000,55010,500000,0
"1468",300000,62321,300000,1
"1469",301090,68630,500000,0
"1470",316694,61706,-99,0
"1471",320000,36559,500000,0
"1472",337500,15358,1000000,0
"1473",365600,131678,500000,0
"1474",370005,56123,500000,0
"1475",371654,69658,500000,0
"1476",373915,10261,1000000,0
"1477",375000,28384,500000,0
"1478",379940,25670,500000,0
"1479",412998,45095,500000,0
"1480",432500,7294,500000,0
"1481",445000,28192,750000,0
"1482",449663,142227,500000,0
"1483",465000,27272,500000,0
"1484",474400,160265,1000000,0
"1485",475000,65248,500000,0
"1486",480529,186670,500000,0
"1487",496559,31738,500000,0
"1488",500000,15534,500000,1
"1489",500000,38242,500000,1
"1490",500000,49617,1000000,0
"1491",500000,55080,500000,1
"1492",500000,55388,500000,1
"1493",500000,280202,500000,1
"1494",500000,467246,-99,0
"1495",750000,2940,-99,0
"1496",838701,3662,1000000,0
"1497",854867,61239,1000000,0
"1498",1000000,43966,1000000,1
"1499",1000000,135653,1000000,1
"1500",2173595,134743,2500000,0
