"","group","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"366",1019,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"367",1019,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"368",1019,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"369",1019,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"370",1019,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
"371",1019,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
"372",1019,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"373",1019,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"374",1019,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"375",1019,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
"376",1019,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
"377",1019,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
"378",1019,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"379",1019,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
"380",1019,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
"381",1020,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"382",1020,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0
"383",1020,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
"384",1020,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"385",1020,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"386",1020,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"387",1020,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"388",1020,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
"389",1020,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0
"390",1020,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
"391",1020,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"392",1020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"393",1020,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"394",1020,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
"395",1020,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"396",1020,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"397",1020,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"398",1020,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
"399",1020,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"400",1020,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"401",1021,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
"402",1021,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
"403",1021,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"404",1021,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"405",1021,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
"406",1021,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"407",1021,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1
"408",1021,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
"409",1021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410",1021,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
"411",1021,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
"412",1021,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"413",1021,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"414",1021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"415",1021,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
"416",1021,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
"417",1021,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"418",1021,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"419",1021,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"420",1021,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"421",1022,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1
"422",1022,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
"423",1022,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"424",1022,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1
"425",1022,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
"426",1022,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"427",1022,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"428",1022,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
"429",1022,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
"430",1022,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1
"431",1022,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
"432",1022,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
"433",1022,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"434",1022,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"435",1022,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
"436",1022,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"437",1022,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"438",1022,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
"439",1022,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"440",1022,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
"441",1023,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"442",1023,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"443",1023,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
"444",1023,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"445",1023,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"446",1023,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"447",1023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"448",1023,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
"449",1023,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"450",1023,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"451",1023,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
"452",1023,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"453",1023,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"454",1023,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"455",1023,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"456",1023,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"457",1023,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0
"458",1023,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"459",1023,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
"460",1023,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"461",1024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"462",1024,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
"463",1024,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
"464",1024,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"465",1024,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"466",1024,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"467",1024,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"468",1024,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"469",1024,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"470",1024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"471",1024,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"472",1024,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
"473",1024,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
"474",1024,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
"475",1024,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
"476",1024,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
"477",1024,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"478",1024,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"479",1024,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1
"480",1024,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"481",1025,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
"482",1025,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"483",1025,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"484",1025,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
"485",1025,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"486",1025,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"487",1025,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
"488",1025,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"489",1025,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
"490",1025,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"491",1025,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
"492",1025,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
"493",1025,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"494",1025,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1
"495",1025,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
"496",1025,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"497",1025,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
"498",1025,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"499",1025,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"500",1025,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"501",1026,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"502",1026,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0
"503",1026,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1
"504",1026,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"505",1026,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"506",1026,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
"507",1026,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"508",1026,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"509",1026,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"510",1026,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"511",1026,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0
"512",1026,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"513",1026,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"514",1026,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
"515",1026,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"516",1026,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"517",1026,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"518",1026,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"519",1026,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"520",1026,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"521",1027,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"522",1027,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"523",1027,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"524",1027,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"525",1027,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"526",1027,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"527",1027,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"528",1027,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
"529",1027,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"530",1027,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"531",1027,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
"532",1027,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0
"533",1027,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"534",1027,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"535",1027,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"536",1027,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"537",1027,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0
"538",1027,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
"539",1027,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
"540",1027,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"541",1028,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"542",1028,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
"543",1028,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
"544",1028,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"545",1028,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"546",1028,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"547",1028,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"548",1028,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"549",1028,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"550",1028,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
"551",1028,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"552",1028,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"553",1028,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
"554",1028,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"555",1028,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"556",1028,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
"557",1028,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"558",1028,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"559",1028,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"560",1028,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"561",1029,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"562",1029,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"563",1029,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"564",1029,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
"565",1029,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
"566",1029,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"567",1029,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"568",1029,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
"569",1029,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0
"570",1029,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"571",1029,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
"572",1029,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0
"573",1029,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"574",1029,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0
"575",1029,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
"576",1029,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"577",1029,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0
"578",1029,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"579",1029,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"580",1029,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"581",1030,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"582",1030,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"583",1030,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
"584",1030,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"585",1030,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
"586",1030,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
"587",1030,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"588",1030,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
"589",1030,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
"590",1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"591",1030,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
"592",1030,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"593",1030,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"594",1030,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
"595",1030,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"596",1030,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"597",1030,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"598",1030,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"599",1030,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
"600",1030,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"601",1031,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"602",1031,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"603",1031,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"604",1031,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"605",1031,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"606",1031,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"607",1031,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
"608",1031,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"609",1031,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"610",1031,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"611",1031,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"612",1031,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"613",1031,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
"614",1031,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"615",1031,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
"616",1031,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"617",1031,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"618",1031,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"619",1031,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"620",1031,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"621",1032,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
"622",1032,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"623",1032,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
"624",1032,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"625",1032,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
"626",1032,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"627",1032,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"628",1032,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
"629",1032,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"630",1032,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"631",1032,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
"632",1032,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"633",1032,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"634",1032,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"635",1032,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"636",1032,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0
"637",1032,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"638",1032,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
"639",1032,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0
"640",1032,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"641",1033,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"642",1033,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"643",1033,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"644",1033,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0
"645",1033,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
"646",1033,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"647",1033,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"648",1033,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0
"649",1033,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
"650",1033,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"651",1033,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"652",1033,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"653",1033,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"654",1033,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"655",1033,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"656",1033,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
"657",1033,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
"658",1033,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1
"659",1033,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"660",1033,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"661",1034,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"662",1034,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"663",1034,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
"664",1034,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"665",1034,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"666",1034,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"667",1034,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"668",1034,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
"669",1034,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"670",1034,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
"671",1034,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
"672",1034,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1
"673",1034,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
"674",1034,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
"675",1034,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"676",1034,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"677",1034,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
"678",1034,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
"679",1034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"680",1034,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
"681",1035,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"682",1035,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"683",1035,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"684",1035,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
"685",1035,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"686",1035,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0
"687",1035,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"688",1035,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"689",1035,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"690",1035,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
"691",1035,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
"692",1035,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"693",1035,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"694",1035,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"695",1035,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"696",1035,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
"697",1035,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0
"698",1035,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"699",1035,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"700",1035,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"701",1036,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"702",1036,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
"703",1036,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
"704",1036,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"705",1036,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
"706",1036,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"707",1036,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"708",1036,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
"709",1036,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
"710",1036,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"711",1036,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1
"712",1036,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
"713",1036,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
"714",1036,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"715",1036,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"716",1036,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0
"717",1036,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"718",1036,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
"719",1036,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
"720",1036,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
"721",1037,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"722",1037,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
"723",1037,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"724",1037,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"725",1037,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"726",1037,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"727",1037,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"728",1037,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"729",1037,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
"730",1037,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0
"731",1037,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0
"732",1037,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
