"","WV01","WV02","WV03","WV04","WV05","WV06","WV07","WV08","WV09","WV10","WV11","WV12","WV13","WV14"
"448",2,1,3,0,3,0,0,1,2,1,0,0,0,0
"449",0,1,0,0,0,1,0,0,0,3,0,2,0,0
"450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",2,3,0,0,0,0,0,0,0,0,0,0,3,3
"452",0,0,1,0,3,1,0,0,0,3,0,3,3,3
"453",2,0,1,1,0,3,0,2,2,1,2,0,1,3
"454",0,3,0,0,0,0,2,0,0,0,0,0,3,2
"455",0,2,2,0,3,2,0,1,0,2,3,0,3,3
"456",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"457",0,0,1,1,0,1,1,3,2,0,2,3,1,3
"458",0,0,0,3,1,3,0,0,0,0,0,1,0,3
"459",2,0,0,0,1,0,0,0,0,3,0,0,0,3
"460",0,1,1,1,0,3,0,1,0,3,0,0,1,2
"461",0,3,0,0,0,1,0,1,0,0,0,0,1,3
"462",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"463",0,0,0,0,3,0,0,0,0,0,0,0,1,0
"464",0,0,0,2,0,0,0,1,0,3,0,0,0,3
"465",0,0,0,0,0,0,0,0,0,2,0,0,1,1
"466",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"467",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"468",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"469",0,0,0,0,0,1,0,1,0,3,0,0,0,3
"470",0,0,0,0,0,0,0,0,0,2,0,0,3,3
"471",0,0,3,0,0,2,0,0,0,3,0,1,1,3
"472",0,0,0,0,0,0,2,1,0,2,0,0,2,1
"473",0,1,0,0,0,0,0,0,0,0,0,0,0,2
"474",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",1,0,0,2,3,3,0,0,0,0,0,3,0,3
"477",0,0,0,2,2,0,0,1,0,0,0,0,0,3
"478",0,1,1,1,0,0,0,1,0,3,0,0,0,3
"479",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"480",0,1,0,1,0,0,1,0,0,0,0,0,3,1
"481",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"482",1,1,0,1,1,2,0,1,0,3,0,3,0,3
"483",0,0,0,0,3,2,0,1,0,2,0,0,1,1
"484",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"485",0,0,0,0,3,2,0,0,0,0,0,0,1,3
"486",0,0,0,2,3,3,0,0,0,2,0,0,1,2
"487",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"488",0,1,0,0,3,2,0,3,0,0,0,0,1,1
"489",0,0,0,0,1,0,0,0,0,1,0,0,0,3
"490",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"491",0,0,0,0,1,2,0,0,0,0,0,1,0,1
"492",0,0,0,0,0,0,0,0,0,3,0,0,1,0
"493",0,0,0,0,1,0,0,0,0,1,0,0,0,3
"494",3,0,1,1,3,1,0,1,0,2,1,0,2,1
"495",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"496",0,0,0,2,3,2,1,1,0,0,0,1,3,2
"497",0,2,1,1,3,2,3,1,0,1,0,3,1,3
"498",0,3,0,0,1,2,0,1,0,2,0,0,0,1
"499",0,3,0,0,0,0,0,1,0,0,0,0,0,3
"500",0,0,0,0,1,0,0,0,0,3,0,0,1,2
"501",0,1,0,1,0,0,0,0,0,3,0,0,0,3
"502",0,1,1,0,1,3,0,1,2,0,0,0,3,3
"503",0,0,2,0,0,0,0,1,0,0,0,0,1,3
"504",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"505",2,3,0,3,0,2,2,3,0,2,0,0,3,3
"506",0,0,0,0,1,0,0,1,0,3,0,0,1,0
"507",0,0,1,0,3,2,0,1,0,0,0,1,1,1
"508",0,0,1,0,0,0,0,0,0,2,0,0,0,1
"509",0,0,0,1,0,1,1,0,2,0,1,3,0,3
"510",0,0,1,0,3,2,1,1,0,3,3,3,1,3
"511",0,0,0,2,1,0,0,1,0,2,0,0,1,3
"512",0,0,0,0,0,0,0,3,0,1,0,3,0,3
"513",0,0,0,0,1,0,0,0,0,0,0,0,0,2
"514",0,0,0,0,0,1,0,0,0,2,0,3,0,3
"515",3,1,1,1,3,2,2,1,0,1,1,3,2,2
"516",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"517",0,0,0,0,0,0,0,0,0,2,0,0,1,3
"518",3,0,0,1,3,3,0,1,2,2,0,0,2,3
"519",0,2,0,0,0,0,0,1,0,3,0,3,3,0
"520",0,0,1,0,0,0,0,1,3,1,0,0,2,3
"521",0,0,0,0,0,0,0,1,0,0,0,0,0,3
"522",0,1,0,0,0,0,0,0,0,2,0,0,1,3
"523",0,0,1,2,1,0,1,0,0,2,0,1,2,1
"524",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"525",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"526",0,0,0,0,0,0,0,0,0,3,1,1,0,1
"527",0,0,0,0,3,0,0,1,0,3,0,2,0,1
"528",1,0,1,1,1,2,0,1,1,0,0,2,1,1
"529",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"530",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"531",0,0,0,0,1,0,0,1,0,3,0,0,1,2
"532",0,1,3,0,0,0,0,0,0,3,3,0,1,1
"533",3,1,1,1,1,3,1,1,0,3,0,0,1,1
"534",0,0,0,0,1,1,0,1,0,3,0,0,3,2
"535",0,1,0,0,0,0,0,0,0,0,0,0,1,3
"536",0,1,0,0,0,0,1,1,0,2,0,0,1,0
"537",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538",2,3,1,0,1,0,0,0,0,2,0,0,0,0
"539",0,2,0,0,3,0,0,0,0,0,0,0,1,3
"540",3,1,1,1,3,2,3,1,2,2,0,1,0,1
"541",0,0,0,0,0,2,0,0,0,0,0,0,1,1
"542",0,1,2,0,0,0,0,0,0,0,0,0,0,3
"543",0,0,2,0,3,0,0,1,0,0,0,2,3,1
"544",3,0,3,0,1,2,0,1,0,0,0,0,1,3
"545",0,0,0,0,1,0,0,1,0,0,0,0,1,3
"546",0,0,0,0,0,2,0,0,0,0,0,0,1,3
"547",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"548",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"549",0,0,1,0,3,0,0,0,0,3,0,1,0,3
"550",0,0,0,0,3,2,0,0,0,2,0,0,0,2
"551",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"553",0,0,0,0,3,2,0,1,0,0,0,0,0,3
"554",0,1,2,0,0,2,0,2,0,2,0,0,1,3
"555",0,0,0,1,3,0,0,1,2,0,2,3,1,3
"556",2,1,0,3,2,2,0,0,0,0,0,0,1,1
"557",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"558",0,1,1,0,3,1,0,2,0,3,1,3,2,3
"559",2,2,0,3,0,1,0,2,0,3,1,0,0,3
"560",0,3,3,0,3,1,0,0,0,3,0,0,0,3
"561",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"562",0,0,3,0,1,2,0,2,0,3,1,3,0,0
"563",0,1,2,0,3,2,0,0,0,1,0,1,3,3
"564",3,1,1,1,3,3,3,1,0,3,1,3,1,1
"565",0,3,0,0,1,0,0,0,0,2,0,0,1,3
"566",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"567",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"568",2,3,2,0,1,0,0,0,0,2,0,0,3,3
"569",0,1,0,0,1,2,1,1,0,2,1,2,0,3
"570",3,0,1,1,3,2,0,1,0,0,0,0,1,1
"571",0,1,0,2,3,2,1,0,0,1,0,0,1,1
"572",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"573",0,3,0,0,3,2,0,0,0,3,0,1,1,2
"574",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"575",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"576",0,2,0,1,0,3,1,0,0,2,0,3,3,3
"577",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"578",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",0,0,0,0,1,0,0,1,0,0,0,0,0,3
"580",0,0,0,0,3,3,0,1,0,3,0,0,0,1
"581",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"582",0,0,0,0,0,2,0,0,0,1,0,0,0,0
"583",3,3,3,1,3,2,0,1,0,3,2,0,0,2
"584",0,0,0,0,3,1,0,0,0,0,0,0,3,1
"585",0,1,0,0,0,1,0,0,0,0,0,0,1,2
"586",0,0,0,0,0,0,0,0,0,3,0,1,3,3
"587",0,1,0,0,3,0,2,3,3,3,0,0,1,3
"588",3,0,3,1,1,0,0,1,2,0,0,0,1,3
"589",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"590",0,3,0,0,0,0,0,0,0,0,0,0,0,3
"591",2,3,0,0,0,0,0,1,0,3,0,0,3,1
"592",0,0,3,0,1,0,0,1,0,3,0,2,1,1
"593",0,1,0,3,1,2,0,1,0,2,0,0,0,0
"594",0,0,0,0,0,0,0,1,0,1,0,2,1,0
"595",0,0,0,3,3,0,0,0,0,0,0,0,0,1
"596",0,0,0,0,3,0,0,0,0,0,0,1,0,3
"597",0,0,1,0,2,2,3,1,2,0,0,2,1,2
"598",0,3,0,0,3,0,3,3,0,3,1,0,0,2
"599",0,0,2,2,0,0,0,0,0,3,0,0,0,0
"600",0,0,1,0,1,1,0,0,0,0,0,3,1,1
"601",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"602",0,0,0,0,3,0,1,0,0,3,0,0,0,1
"603",2,0,2,0,3,1,2,0,0,3,0,0,1,3
"604",1,0,0,0,0,0,0,1,0,0,0,0,0,3
"605",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"606",0,3,0,0,0,0,0,0,0,2,0,0,0,3
"607",1,0,0,1,3,0,0,1,0,3,0,2,0,0
"608",1,0,0,0,0,0,0,1,0,2,0,0,1,0
"609",0,0,0,0,0,0,0,0,0,2,0,0,3,0
"610",0,0,1,2,0,0,0,0,0,3,0,0,0,2
"611",0,0,2,0,3,0,0,0,0,1,0,3,1,1
"612",0,2,0,0,0,0,0,0,0,0,0,0,0,3
"613",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"614",0,1,0,0,0,0,0,3,0,3,0,0,1,3
"615",0,0,1,0,3,0,0,1,0,3,2,1,1,2
"616",0,3,1,2,0,1,0,1,0,3,0,0,1,1
"617",0,1,0,0,3,1,0,0,0,3,0,3,1,3
"618",0,0,0,0,3,0,0,0,0,0,0,3,0,2
"619",0,0,0,0,3,0,0,0,0,1,0,3,0,3
"620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"622",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"623",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"624",0,0,0,0,0,0,0,0,0,0,0,1,1,3
"625",0,0,0,1,0,0,0,0,0,0,0,0,0,3
"626",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"627",1,0,2,0,0,0,0,0,0,1,0,0,0,2
"628",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"629",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"630",0,0,3,0,1,0,0,0,0,0,0,0,0,3
"631",0,0,0,0,1,0,0,0,0,1,0,0,0,3
"632",0,0,0,0,0,1,1,0,0,3,0,0,0,2
"633",0,0,0,1,3,0,0,0,0,1,0,1,1,3
"634",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"635",0,0,0,0,0,2,2,0,0,0,0,0,1,3
"636",2,1,0,1,3,1,0,1,0,0,3,2,1,0
"637",0,1,0,2,0,0,3,3,0,2,2,1,1,2
"638",1,0,0,2,3,2,1,1,0,0,0,0,1,3
"639",0,0,0,3,0,2,0,1,0,0,0,2,2,3
"640",0,0,0,0,0,0,0,0,0,0,1,0,2,1
"641",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"642",2,2,0,0,3,2,1,1,0,3,0,1,3,3
"643",0,0,0,0,0,3,0,0,0,0,0,0,1,3
"644",0,0,0,0,3,2,2,1,0,0,3,0,0,1
"645",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"646",0,0,0,0,3,0,0,0,0,1,0,0,0,0
"647",0,0,2,1,3,0,0,3,0,3,3,1,0,0
"648",3,1,0,0,3,3,0,1,0,3,0,1,3,0
"649",0,0,0,1,1,2,2,2,0,3,3,3,0,2
"650",0,0,0,0,0,0,0,0,3,0,0,0,3,1
"651",2,1,0,0,0,0,0,0,0,0,0,0,1,3
"652",1,0,1,0,3,3,0,0,0,0,0,0,1,0
"653",2,3,0,0,0,0,3,0,0,0,3,0,1,2
"654",0,0,0,0,3,0,0,0,0,2,0,1,0,3
"655",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"656",3,1,2,0,3,1,0,0,0,0,0,0,1,3
"657",0,0,0,0,0,0,0,0,0,3,0,0,1,2
"658",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"659",0,0,0,0,3,0,2,0,0,0,0,3,0,1
"660",0,0,0,0,0,0,0,0,0,2,0,0,1,3
"661",0,1,0,1,3,0,0,0,0,3,0,0,1,3
"662",0,0,0,0,1,0,0,0,0,0,0,0,1,3
"663",3,2,0,2,3,2,0,1,0,3,0,0,1,1
"664",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665",1,1,1,1,3,0,0,0,0,3,2,1,1,3
"666",0,0,0,0,3,0,0,0,0,3,0,0,0,3
"667",0,0,1,2,1,3,0,1,0,0,2,0,1,3
"668",0,0,0,0,1,2,0,0,0,0,0,0,2,3
"669",0,0,3,0,1,0,0,0,0,3,0,0,0,3
"670",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"671",0,0,0,0,0,0,0,0,0,1,0,0,1,3
"672",0,0,0,0,0,0,0,1,0,1,0,0,0,3
"673",0,2,0,0,1,1,1,0,0,3,0,0,2,0
"674",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"675",0,0,0,1,0,2,0,1,0,0,0,0,1,3
"676",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"677",0,1,0,0,0,0,0,0,0,2,0,0,0,3
"678",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679",0,0,2,0,1,0,1,1,2,3,0,0,2,0
"680",0,0,0,0,0,0,0,0,0,0,0,0,2,3
"681",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"682",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683",0,0,0,0,3,0,0,0,0,0,0,0,1,0
"684",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"685",0,1,0,0,0,0,0,0,0,1,0,0,1,0
"686",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"687",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"688",3,3,1,1,1,2,0,1,0,0,0,3,1,1
"689",0,2,1,1,3,0,0,1,0,3,0,0,1,3
"690",0,0,0,1,0,0,1,1,0,0,1,0,1,0
"691",0,0,0,0,0,0,0,0,0,3,0,0,1,1
"692",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"693",2,1,0,0,0,0,1,0,0,0,0,0,1,2
"694",0,2,0,0,0,0,0,0,0,3,0,0,0,2
"695",0,2,2,0,0,0,0,0,0,3,0,0,0,0
"696",3,3,1,1,1,1,0,1,2,3,1,0,1,3
"697",3,1,0,0,1,1,1,1,0,3,0,0,1,3
"698",0,0,3,0,0,0,0,1,0,2,0,0,0,1
"699",0,1,0,0,0,0,0,0,0,3,0,0,0,3
"700",0,0,0,0,0,0,0,1,0,2,0,0,2,3
"701",0,1,0,0,0,0,0,1,0,0,0,0,1,1
"702",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"703",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704",0,0,0,0,2,0,0,0,2,0,0,2,0,2
"705",0,0,3,3,3,2,0,1,0,3,0,3,2,1
"706",0,1,0,0,0,0,0,0,0,3,0,0,0,3
"707",0,1,0,1,0,0,1,1,0,2,0,0,3,3
"708",0,0,0,0,0,0,0,1,0,2,0,0,0,0
"709",0,0,0,0,1,0,0,0,0,0,0,2,0,3
"710",0,0,1,1,3,2,0,1,0,3,0,0,1,2
"711",0,1,0,1,0,0,0,0,0,3,0,0,0,1
"712",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"713",0,0,0,1,0,3,0,0,0,0,0,0,1,0
"714",0,0,0,0,3,0,0,2,0,0,0,3,0,3
"715",0,3,0,0,0,0,0,1,0,3,3,0,0,0
"716",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"717",0,0,0,0,3,0,0,0,0,3,0,0,0,0
"718",0,0,0,0,0,0,0,0,0,3,0,0,1,3
"719",0,3,0,0,0,0,0,1,0,1,0,0,0,3
"720",0,0,0,0,1,2,0,1,0,0,0,0,1,1
"721",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"722",0,0,0,0,3,0,0,0,0,3,0,0,0,2
"723",0,3,0,0,3,0,0,1,0,0,0,2,1,3
"724",0,1,0,0,0,0,0,0,0,1,0,0,1,3
"725",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726",2,0,0,0,0,0,0,0,0,3,0,0,0,0
"727",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728",0,0,0,0,1,0,0,0,0,1,0,0,0,3
"729",0,0,0,0,1,0,0,0,0,1,0,0,0,3
"730",0,0,0,0,1,0,0,1,0,0,0,0,0,0
"731",0,0,0,0,1,0,0,1,0,0,0,0,0,3
"732",2,1,0,0,3,3,0,1,0,3,1,0,1,0
"733",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"734",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"735",0,0,0,0,1,0,0,0,0,2,0,0,0,3
"736",3,0,0,3,3,1,2,3,2,2,0,0,1,1
"737",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"738",0,2,0,0,0,0,0,1,0,0,0,0,0,1
"739",1,0,0,0,3,2,1,1,0,3,1,2,1,3
"740",2,0,3,0,0,0,0,1,2,1,0,0,1,3
"741",0,0,0,0,3,0,0,1,0,3,0,0,0,2
"742",0,0,1,1,3,0,0,1,2,0,2,3,0,3
"743",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"744",0,3,1,0,0,2,0,0,0,0,0,0,1,1
"745",2,0,0,0,1,0,0,0,0,0,0,0,1,1
"746",3,0,0,1,3,1,3,1,2,3,3,3,0,3
"747",0,3,0,0,0,2,0,1,0,1,0,2,1,0
"748",0,1,0,0,0,0,0,0,0,0,0,0,1,3
"749",2,0,0,0,0,0,1,3,0,2,0,0,1,1
"750",0,0,1,0,0,1,0,3,0,0,0,0,1,2
"751",3,0,1,2,3,2,0,3,0,0,0,3,1,2
"752",3,3,1,1,3,2,0,1,0,3,0,2,1,2
"753",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"754",0,0,0,0,1,0,0,2,0,0,0,3,0,3
"755",0,0,0,0,3,2,0,0,0,0,0,0,0,3
"756",2,0,0,0,1,1,0,0,0,2,0,0,3,2
"757",0,0,0,0,1,0,0,0,0,2,0,0,0,3
"758",0,0,0,0,1,0,0,0,0,2,0,0,0,3
"759",0,0,0,1,0,0,0,0,0,0,0,0,1,1
"760",0,0,0,0,3,0,0,0,0,0,0,1,0,3
"761",0,0,0,0,3,2,0,0,0,0,0,0,0,0
"762",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"763",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"764",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"765",0,0,1,0,0,0,0,0,0,0,0,3,0,0
"766",0,0,0,0,0,0,0,0,0,3,3,3,0,3
"767",0,1,0,0,0,0,0,0,0,2,0,0,0,3
"768",0,3,0,0,3,0,0,1,0,2,0,2,1,2
"769",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"770",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"771",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"772",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"773",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"774",0,0,1,1,0,0,0,0,0,3,0,0,1,3
"775",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776",0,0,0,0,0,0,0,0,0,0,0,2,1,3
"777",0,2,3,0,0,0,1,0,0,0,0,0,0,1
"778",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"779",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"780",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"781",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"782",3,0,0,0,1,0,0,0,0,0,0,0,1,2
"783",0,0,3,0,3,0,0,0,0,3,0,0,0,2
"784",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"785",0,0,0,0,0,0,0,0,0,2,0,2,0,3
"786",0,0,0,0,0,0,0,0,0,0,0,1,1,3
"787",0,1,0,0,1,0,0,0,0,0,0,0,3,0
"788",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"789",0,0,0,0,1,0,0,1,0,3,1,0,0,3
"790",0,0,0,0,0,0,0,0,0,1,1,0,0,2
"791",0,0,0,0,0,0,0,0,0,0,1,0,0,3
"792",0,3,1,1,0,0,0,1,0,3,0,3,1,2
"793",0,0,0,0,1,0,0,0,0,2,0,1,0,2
"794",0,0,0,0,1,0,0,0,0,2,0,0,0,3
"795",0,0,0,0,1,3,0,0,0,0,0,0,0,2
"796",0,0,0,0,2,0,0,1,0,0,0,0,0,3
"797",0,0,0,0,0,0,0,0,0,1,0,2,0,3
"798",0,0,3,0,0,0,0,0,0,0,0,3,0,1
"799",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"800",0,0,0,0,3,0,0,1,0,3,0,0,1,3
"801",0,0,0,0,1,0,0,0,0,1,0,0,0,1
"802",0,0,0,1,0,0,0,0,0,0,0,2,0,1
"803",0,0,0,0,0,2,0,1,0,2,0,0,0,1
"804",0,3,0,0,3,0,0,0,0,2,2,0,0,2
"805",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"806",2,3,0,1,3,0,0,1,0,0,3,0,1,1
"807",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"808",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"809",0,3,0,0,0,0,0,3,0,2,0,0,0,1
"810",2,0,0,0,1,1,0,0,0,0,0,0,1,3
"811",0,3,0,0,3,0,0,0,0,0,0,0,0,3
"812",0,3,0,1,3,0,0,0,0,0,3,1,3,3
"813",0,0,0,0,1,0,0,0,0,1,0,1,0,3
"814",0,0,3,0,0,0,0,0,0,3,0,0,1,3
"815",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"816",2,0,0,1,0,0,0,0,0,2,0,2,0,3
"817",0,0,0,1,0,0,3,1,0,3,0,0,0,1
"818",1,0,0,1,3,2,3,1,0,2,0,0,1,3
"819",0,3,1,1,1,0,0,1,2,0,1,0,1,3
"820",0,0,0,0,3,0,0,0,0,0,0,0,3,3
"821",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"822",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"823",0,3,3,0,0,0,0,0,0,3,0,0,0,3
"824",2,2,0,0,1,0,0,0,3,0,0,0,1,2
"825",0,1,3,0,3,3,0,1,0,3,0,0,1,0
"826",3,2,0,0,0,0,0,0,0,2,0,1,0,3
"827",3,1,1,0,3,0,3,1,2,0,2,0,1,3
"828",0,0,0,1,1,0,0,0,0,0,0,3,0,3
"829",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"830",0,2,0,3,3,2,0,1,0,0,0,1,1,0
"831",0,0,0,0,0,0,0,1,0,3,2,1,0,3
"832",0,0,0,0,1,0,0,0,0,2,0,1,1,3
"833",0,3,1,0,1,3,0,0,0,3,0,1,0,3
"834",0,0,0,0,1,0,0,0,0,0,0,0,1,2
"835",2,0,0,0,0,0,0,0,0,0,0,0,1,1
"836",2,0,0,0,0,0,0,0,0,3,0,0,0,0
"837",0,0,0,0,3,0,0,0,0,0,0,3,0,3
"838",0,0,3,2,0,2,1,3,0,3,0,1,1,3
"839",0,0,3,0,0,0,0,0,0,0,0,3,0,3
"840",0,0,0,1,1,0,0,1,0,0,0,0,1,2
"841",0,0,0,0,0,0,0,0,0,3,0,1,0,3
"842",1,0,0,1,3,1,0,0,0,0,0,1,0,1
"843",2,0,0,0,0,0,0,0,0,0,0,0,1,3
"844",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"845",3,1,1,1,0,2,1,1,0,2,0,0,0,2
"846",0,0,0,0,0,1,0,1,0,2,0,2,1,3
"847",2,2,1,3,1,0,0,1,0,0,3,2,0,3
"848",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"849",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"850",0,2,0,0,0,0,0,0,0,0,0,0,1,3
"851",0,0,0,0,3,0,0,0,0,2,0,0,0,0
"852",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"853",3,1,0,0,1,1,0,0,2,0,2,0,0,1
"854",0,0,0,0,3,0,0,3,0,3,0,0,1,2
"855",0,0,0,0,3,2,0,1,0,0,0,0,3,3
"856",0,0,2,0,0,0,0,0,0,2,0,0,1,3
"857",0,1,0,0,0,0,0,0,0,2,1,0,0,2
"858",0,3,0,0,3,3,0,0,0,3,0,0,2,3
"859",3,0,2,1,0,0,0,1,2,2,2,0,1,1
"860",0,0,0,0,3,3,0,0,0,0,0,0,0,0
"861",3,1,1,1,3,1,0,1,3,0,1,0,1,3
"862",3,3,3,3,3,0,0,1,0,2,0,0,1,3
"863",0,1,2,3,0,0,0,1,0,3,3,0,0,1
"864",0,0,0,0,1,3,0,0,0,1,0,1,0,3
"865",0,0,0,0,0,0,0,0,0,1,0,2,0,0
"866",0,1,1,0,1,0,0,0,0,3,0,1,1,3
"867",1,1,0,2,0,0,0,0,0,0,0,0,0,1
"868",1,1,2,1,3,2,0,1,1,2,0,0,0,2
"869",0,0,0,0,0,0,0,0,0,0,0,0,1,2
"870",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"871",2,0,0,0,3,1,0,0,0,0,0,0,0,3
"872",0,1,0,1,0,3,0,1,0,0,0,0,0,2
"873",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"874",2,1,0,1,3,3,1,1,0,3,0,0,1,1
"875",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"876",3,0,1,1,3,1,1,3,0,0,1,3,1,1
"877",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"878",0,0,0,1,3,2,0,0,0,2,0,1,0,0
"879",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"880",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"881",0,0,2,1,1,0,0,0,0,1,0,0,1,3
"882",0,0,0,1,1,1,0,1,0,0,0,2,3,3
"883",0,0,0,1,0,1,0,1,0,2,0,0,1,0
"884",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"885",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886",0,1,0,0,0,0,0,0,0,0,0,2,0,0
"887",0,0,0,0,3,0,0,3,0,3,0,0,1,1
"888",0,1,2,1,0,1,0,0,0,0,0,0,1,3
"889",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"890",0,2,1,1,2,2,0,0,0,0,1,1,1,3
"891",0,0,0,0,0,0,0,1,2,3,3,3,3,0
"892",3,1,1,0,0,0,0,1,0,2,0,2,0,2
"893",0,0,1,0,3,2,0,0,0,0,0,0,3,3
"894",0,0,0,0,0,2,0,0,0,0,0,0,1,0
"895",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"896",0,1,2,1,1,1,0,1,0,1,1,1,1,0
