"","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11","I12","I13","I14","I15","I16","I17","I18","I19","I20","I21","I22","I23","I24","I25","I26","I27","I28","I29","I30","I31","I32","I33","I34","I35","I36","I37"
"179",0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1
"180",1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,4,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0
"181",1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,4,3,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0
"182",1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2,3,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
"183",1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
"184",1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"185",1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,2,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
"186",1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,4,4,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"187",1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,4,2,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0
"188",1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,4,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1
"189",1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,4,2,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
"190",1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,2,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0
"191",1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4,2,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0
"192",1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1
"193",1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
"194",1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,4,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1
"195",1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
"196",1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,2,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
"197",1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"198",0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,4,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"199",1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1
"200",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"201",1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,4,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
"202",1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,4,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
"203",1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,4,3,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1
"204",1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,4,2,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
"205",1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,4,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
"206",1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1
"207",1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,3,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"208",1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0
"209",1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"210",1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,3,3,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
"211",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
"212",1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
"213",1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,4,3,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
"214",1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,2,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
"215",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,4,2,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1
"216",1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,2,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1
"217",1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,4,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"218",1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,4,3,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
"219",1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1
"220",1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"221",1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,4,3,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
"222",1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,4,3,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"223",1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,4,3,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
"224",1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,4,4,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"225",1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,4,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"226",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"227",1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,4,2,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
"228",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1
"229",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"230",1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
"231",1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,4,3,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
"232",1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
"233",1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
"234",1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,2,3,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
"235",1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,4,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
"236",1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,2,2,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1
"237",1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,4,3,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
"238",1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,4,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
"239",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0
"240",1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"241",1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,4,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
"242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
"243",1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,2,2,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1
"244",1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
"245",1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"246",1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,4,3,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
"247",1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,4,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0
"248",1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1
"249",1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"250",1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1
"251",1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,4,2,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1
"252",1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,4,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
"253",1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"254",1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,2,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
"255",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
"256",1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,2,3,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
"257",1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,4,3,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0
"258",1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,4,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"259",1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
"260",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1
"261",1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,4,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0
"262",1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,2,4,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
"263",1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
"264",1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1
"265",1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,3,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0
"266",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
"267",1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
"268",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"269",1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,4,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"270",1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,4,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
"271",1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4,3,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0
"272",1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
"273",1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,3,3,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0
"274",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,4,2,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"275",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,4,4,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"276",1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,2,4,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"277",1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,4,2,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
"278",1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"279",1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"280",1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
"281",0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0
"282",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
"283",1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"284",1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,4,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"285",1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"286",0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
"287",1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"288",1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,4,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"289",1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
"290",1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,4,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1
"291",1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
"292",1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,4,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
"293",1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,2,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"294",1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,3,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
"295",1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,4,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1
"296",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,4,4,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
"297",1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
"298",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"299",1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,4,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"300",1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"301",1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,4,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
"302",1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,4,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1
"303",1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,4,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0
"304",1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,4,3,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"305",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,3,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"306",1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1
"307",1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,4,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
"308",1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,4,3,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1
"309",1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,4,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"310",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
"311",1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1
"312",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,4,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1
"313",1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
"314",1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,4,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1
"315",1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,2,2,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
"316",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"317",1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"318",1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"319",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,4,4,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"320",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,4,2,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
"321",1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"322",1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,2,3,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
"323",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,3,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
"324",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"325",1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,4,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0
"326",1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"327",1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"328",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"329",1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
"330",1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
"331",1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0
"332",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
"333",1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"334",1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,2,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"335",1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,4,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0
"336",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,3,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1
"337",1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,2,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"338",1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1
"339",1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,4,2,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"340",1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1
"341",1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0
"342",1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,4,3,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1
"343",1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,4,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
"344",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"345",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
"346",1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,3,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
"347",1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,4,3,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"348",1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
"349",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"350",1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,4,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
"351",1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,4,4,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
"352",1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,4,3,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"353",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"354",1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,4,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1
"355",1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"356",1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,2,3,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
"357",1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,3,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1
"358",1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0
