"","G30801","G30802","G30803","G30804","G30805","G30806","G30807","G30808","G30809","G30810","G30811","G30812","G30813","G30814","G30815","G30816","G30817","G30818","G30819","G30820"
"322",0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"323",1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"324",1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"325",0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1
"326",0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"327",1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
"328",0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"329",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"330",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"331",1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
"332",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"334",0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
"335",1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"336",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"337",1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1
"338",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"339",1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"340",1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"341",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
"342",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
"343",1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"344",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"345",1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"346",1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"347",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
"348",1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"349",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
"350",1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
"351",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"352",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
"353",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1
"354",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"355",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1
"356",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"357",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
"358",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"359",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"360",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"361",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"362",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"363",1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1
"364",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"365",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"366",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"367",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"368",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1
"369",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"370",0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"371",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"372",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"373",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"374",1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"375",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"377",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"378",1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"379",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"380",0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"381",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"382",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
"383",1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"384",1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"385",0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"386",1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"387",0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"388",1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"389",1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"390",1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
"391",1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"392",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"393",1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"394",1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"395",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"396",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
"397",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"398",1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
"399",1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"400",1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"401",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"402",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"403",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
"404",1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
"405",1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
"406",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"407",1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"408",1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"409",1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"410",1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
"411",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"412",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"413",1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
"414",0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"415",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"416",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"417",0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"418",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"419",1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"420",0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0
"421",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"422",0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"423",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"424",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0
"425",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"426",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"427",0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"428",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"429",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"430",1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1
"431",1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1
"432",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"433",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
"434",1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
"435",1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0
"436",0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"437",0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
"438",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
"439",1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"440",0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"441",1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"442",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"443",0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"444",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"445",1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
"446",0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
"447",1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"448",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"449",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"450",1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"451",1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"452",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1
"453",0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
"454",1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
"455",0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
"456",1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
"457",0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"458",0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"459",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"460",1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
"461",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"462",1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
"463",1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"464",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"466",1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1
"467",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"468",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
"469",1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"470",1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"471",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
"472",1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"473",1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"474",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"475",1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
"476",1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"477",1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"478",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"479",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"480",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"481",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"482",1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"483",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"484",1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
"485",0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0
"486",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"487",0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
"488",1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"489",1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"490",1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"491",1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"492",1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"493",1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
"494",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"495",1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"496",0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0
"497",1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1
"498",1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
"499",1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1
"500",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"501",1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"502",1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"503",1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
"504",1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
"505",1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"506",1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
"507",1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"508",0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
"509",1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
"510",0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"511",1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
"512",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"513",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"514",1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1
"515",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"516",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"517",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"518",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"519",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
"520",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"521",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"522",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1
"523",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"524",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"525",1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0
"526",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1
"527",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"528",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"529",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"530",1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
"531",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"532",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"533",1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0
"534",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"535",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"536",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"538",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"539",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"540",0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
"541",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"542",0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1
"543",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"544",1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1
"545",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"546",0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"547",0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
"548",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"549",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"550",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"551",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"552",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"553",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"554",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
"555",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"556",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"557",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"558",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1
"559",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"561",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"562",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"563",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"564",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"565",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"566",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"567",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"568",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"569",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"570",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"571",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"572",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"573",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"574",0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"575",1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"576",0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"577",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"578",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
"580",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"581",1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"582",0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"583",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"584",1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"585",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
"586",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"587",0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
"588",1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"589",0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"590",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591",1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"592",1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1
"593",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"594",1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
"595",1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"596",1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"597",0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
"598",1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"599",1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"600",0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"601",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602",0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"603",1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"604",0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"605",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606",0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
"607",0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
"608",1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"609",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
"610",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
"611",1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
"612",1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"613",1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"614",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
"615",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"616",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"617",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"618",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
"619",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"620",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
"621",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"622",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0
"623",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"624",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
"625",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"626",1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
"627",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"628",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1
"629",0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0
"630",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"631",1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1
"632",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"633",0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"634",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"635",0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"636",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"637",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"638",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"639",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
"640",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"641",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"642",0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1
"643",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"644",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
