"","idgroup","item1","item2"
"1362",81,NA,2
"1363",81,NA,4
"1364",81,NA,4
"1365",81,NA,4
"1366",81,NA,3
"1367",81,NA,3
"1368",81,NA,4
"1369",81,NA,4
"1370",82,NA,4
"1371",82,NA,3
"1372",82,NA,4
"1373",82,NA,4
"1374",82,NA,4
"1375",82,NA,3
"1376",82,NA,3
"1377",82,NA,4
"1378",82,NA,4
"1379",82,NA,4
"1380",82,NA,4
"1381",82,NA,2
"1382",82,NA,3
"1383",82,NA,4
"1384",82,NA,4
"1385",82,NA,4
"1386",82,NA,4
"1387",82,NA,4
"1388",82,NA,4
"1389",82,NA,4
"1390",83,NA,3
"1391",83,NA,3
"1392",83,NA,3
"1393",83,NA,2
"1394",83,NA,4
"1395",83,NA,4
"1396",83,NA,2
"1397",83,NA,2
"1398",83,NA,4
"1399",83,NA,3
"1400",83,NA,3
"1401",83,NA,2
"1402",83,NA,4
"1403",83,NA,4
"1404",83,NA,3
"1405",84,NA,4
"1406",84,NA,4
"1407",84,NA,4
"1408",84,NA,4
"1409",84,NA,3
"1410",84,NA,4
"1411",84,NA,4
"1412",84,NA,4
"1413",84,NA,4
"1414",84,NA,4
"1415",84,NA,4
"1416",84,NA,4
"1417",84,NA,4
"1418",84,NA,4
"1419",84,NA,4
"1420",84,NA,3
"1421",85,NA,4
"1422",85,NA,3
"1423",85,NA,4
"1424",85,NA,4
"1425",85,NA,4
"1426",85,NA,4
"1427",85,NA,4
"1428",85,NA,4
"1429",85,NA,4
"1430",85,NA,4
"1431",85,NA,3
"1432",85,NA,3
"1433",85,NA,4
"1434",85,NA,4
"1435",85,NA,4
"1436",85,NA,4
"1437",85,NA,4
"1438",85,NA,4
"1439",85,NA,4
"1440",85,NA,4
"1441",85,NA,4
"1442",85,NA,4
"1443",85,NA,4
"1444",85,NA,4
"1445",86,NA,4
"1446",86,NA,4
"1447",86,NA,4
"1448",86,NA,4
"1449",86,NA,4
"1450",86,NA,4
"1451",86,NA,4
"1452",86,NA,4
"1453",86,NA,4
"1454",86,NA,4
"1455",86,NA,3
"1456",86,NA,3
"1457",86,NA,4
"1458",86,NA,2
"1459",86,NA,3
"1460",86,NA,3
"1461",86,NA,3
"1462",86,NA,4
"1463",86,NA,4
"1464",86,NA,4
"1465",86,NA,4
"1466",86,NA,4
"1467",86,NA,4
"1468",86,NA,4
"1469",87,NA,4
"1470",87,NA,4
"1471",87,NA,4
"1472",87,NA,4
"1473",87,NA,4
"1474",87,NA,4
"1475",87,NA,4
"1476",87,NA,4
"1477",87,NA,4
"1478",87,NA,4
"1479",87,NA,4
"1480",87,NA,4
"1481",87,NA,4
"1482",87,NA,4
"1483",87,NA,4
"1484",87,NA,4
"1485",87,NA,4
"1486",88,NA,4
"1487",88,NA,4
"1488",88,NA,4
"1489",88,NA,4
"1490",88,NA,4
"1491",88,NA,4
"1492",88,NA,4
"1493",88,NA,4
"1494",88,NA,4
"1495",88,NA,4
"1496",88,NA,4
"1497",88,NA,4
"1498",88,NA,4
"1499",88,NA,4
"1500",88,NA,4
"1501",88,NA,4
"1502",88,NA,4
"1503",88,NA,4
"1504",88,NA,4
"1505",89,NA,3
"1506",89,NA,4
"1507",89,NA,4
"1508",89,NA,4
"1509",89,NA,4
"1510",89,NA,4
"1511",89,NA,4
"1512",89,NA,3
"1513",89,NA,3
"1514",89,NA,4
"1515",89,NA,4
"1516",89,NA,3
"1517",89,NA,1
"1518",89,NA,4
"1519",89,NA,3
"1520",89,NA,4
"1521",89,NA,4
"1522",89,NA,4
"1523",89,NA,3
"1524",89,NA,3
"1525",90,NA,4
"1526",90,NA,4
"1527",90,NA,4
"1528",90,NA,4
"1529",90,NA,3
"1530",90,NA,4
"1531",90,NA,4
"1532",90,NA,4
"1533",90,NA,4
"1534",90,NA,4
"1535",90,NA,4
"1536",90,NA,4
"1537",91,NA,4
"1538",91,NA,4
"1539",91,NA,4
"1540",91,NA,4
"1541",91,NA,4
"1542",91,NA,4
"1543",91,NA,4
"1544",91,NA,4
"1545",91,NA,3
"1546",91,NA,4
"1547",91,NA,4
"1548",91,NA,4
"1549",91,NA,4
"1550",91,NA,4
"1551",91,NA,4
"1552",91,NA,4
"1553",91,NA,4
"1554",91,NA,4
"1555",91,NA,4
"1556",91,NA,4
"1557",91,NA,4
"1558",91,NA,4
"1559",91,NA,4
"1560",92,NA,4
"1561",92,NA,0
"1562",92,NA,4
"1563",92,NA,4
"1564",92,NA,3
"1565",92,NA,0
"1566",92,NA,4
"1567",92,NA,4
"1568",92,NA,1
"1569",92,NA,3
"1570",92,NA,2
"1571",92,NA,2
"1572",92,NA,4
"1573",92,NA,4
"1574",92,NA,3
"1575",92,NA,4
"1576",92,NA,3
"1577",92,NA,4
"1578",92,NA,4
"1579",92,NA,4
"1580",93,2,NA
"1581",93,2,NA
"1582",93,4,NA
"1583",93,2,NA
"1584",93,1,NA
"1585",93,2,NA
"1586",93,3,NA
"1587",93,4,NA
"1588",93,2,NA
"1589",93,4,NA
"1590",93,4,NA
"1591",93,0,NA
"1592",93,3,NA
"1593",93,2,NA
"1594",93,2,NA
"1595",93,2,NA
"1596",93,1,NA
"1597",94,NA,4
"1598",94,NA,4
"1599",94,NA,4
"1600",94,NA,4
"1601",94,NA,4
"1602",94,NA,3
"1603",94,NA,4
"1604",94,NA,3
"1605",94,NA,4
"1606",94,NA,4
"1607",94,NA,3
"1608",94,NA,4
"1609",94,NA,4
"1610",94,NA,4
"1611",94,NA,4
"1612",94,NA,3
"1613",94,NA,4
"1614",94,NA,4
"1615",94,NA,4
"1616",94,NA,4
"1617",94,NA,4
"1618",94,NA,4
"1619",94,NA,4
"1620",95,NA,4
"1621",95,NA,4
"1622",95,NA,4
"1623",95,NA,4
"1624",95,NA,4
"1625",95,NA,4
"1626",95,NA,4
"1627",95,NA,4
"1628",95,NA,4
"1629",95,NA,4
"1630",96,NA,4
"1631",96,NA,4
"1632",96,NA,4
"1633",96,NA,0
"1634",96,NA,4
"1635",96,NA,4
"1636",96,NA,4
"1637",96,NA,4
"1638",96,NA,4
"1639",96,NA,4
"1640",97,2,NA
"1641",97,4,NA
"1642",97,4,NA
"1643",97,4,NA
"1644",97,4,NA
"1645",97,2,NA
"1646",97,2,NA
"1647",97,2,NA
"1648",97,2,NA
"1649",97,2,NA
"1650",97,2,NA
"1651",97,2,NA
"1652",97,3,NA
"1653",97,2,NA
"1654",97,1,NA
"1655",97,4,NA
"1656",97,2,NA
"1657",97,NA,2
"1658",97,NA,4
"1659",97,NA,4
"1660",97,NA,1
"1661",97,NA,2
"1662",97,NA,4
"1663",98,NA,4
"1664",98,NA,4
"1665",98,NA,4
"1666",98,NA,4
"1667",98,NA,4
"1668",98,NA,4
"1669",98,NA,4
"1670",98,NA,4
"1671",98,NA,4
"1672",98,NA,4
"1673",98,NA,3
"1674",98,NA,4
"1675",98,NA,4
"1676",98,NA,4
"1677",98,NA,4
"1678",98,NA,3
"1679",98,NA,0
"1680",98,NA,4
"1681",98,NA,4
"1682",98,NA,4
"1683",98,NA,4
"1684",99,NA,4
"1685",99,NA,4
"1686",99,NA,3
"1687",99,NA,4
"1688",99,NA,4
"1689",99,NA,4
"1690",99,NA,4
"1691",99,NA,4
"1692",99,NA,4
"1693",99,NA,4
"1694",99,NA,4
"1695",99,NA,4
"1696",99,NA,4
"1697",99,NA,4
"1698",99,NA,4
"1699",99,NA,4
"1700",99,NA,4
"1701",99,NA,4
"1702",100,NA,4
"1703",100,NA,4
"1704",100,NA,3
"1705",100,NA,4
"1706",100,NA,4
"1707",100,NA,3
"1708",100,NA,3
"1709",100,NA,3
"1710",100,NA,4
"1711",100,NA,4
"1712",100,NA,4
"1713",100,NA,4
"1714",100,NA,4
"1715",100,NA,4
"1716",100,NA,4
"1717",101,4,NA
"1718",101,2,NA
"1719",101,3,NA
"1720",101,4,NA
"1721",101,4,NA
"1722",101,2,NA
"1723",101,2,NA
"1724",101,4,NA
"1725",102,NA,4
"1726",102,NA,4
"1727",102,NA,4
"1728",102,NA,4
"1729",102,NA,4
"1730",102,NA,4
"1731",102,NA,4
"1732",102,NA,4
"1733",102,NA,4
"1734",102,NA,3
"1735",102,NA,4
"1736",102,NA,4
"1737",102,NA,4
"1738",102,NA,4
"1739",103,NA,3
"1740",103,NA,3
"1741",103,NA,2
"1742",103,NA,3
"1743",103,NA,3
"1744",103,NA,4
"1745",103,NA,4
"1746",103,NA,4
"1747",103,NA,4
"1748",103,NA,4
"1749",103,NA,3
"1750",103,NA,4
"1751",103,NA,4
"1752",103,NA,3
"1753",103,NA,3
"1754",104,NA,4
"1755",104,NA,3
"1756",104,NA,3
"1757",104,NA,4
"1758",104,NA,2
"1759",104,NA,4
"1760",104,NA,3
"1761",104,NA,4
"1762",104,NA,4
"1763",104,NA,4
"1764",104,NA,4
"1765",104,NA,4
"1766",105,NA,4
"1767",105,NA,4
"1768",105,NA,4
"1769",105,NA,3
"1770",105,NA,4
"1771",105,NA,4
"1772",105,NA,4
"1773",105,NA,4
"1774",106,NA,3
"1775",106,NA,2
"1776",106,NA,4
"1777",106,NA,3
"1778",106,NA,4
"1779",106,NA,4
"1780",106,NA,3
"1781",106,NA,3
"1782",106,NA,4
"1783",106,NA,4
"1784",106,NA,4
"1785",106,NA,1
"1786",107,NA,4
"1787",107,NA,4
"1788",107,NA,4
"1789",107,NA,4
"1790",107,NA,3
"1791",107,NA,4
"1792",107,NA,4
"1793",107,NA,4
"1794",107,NA,4
"1795",107,NA,4
"1796",107,NA,2
"1797",107,NA,4
"1798",108,NA,4
"1799",108,NA,4
"1800",108,NA,4
"1801",108,NA,4
"1802",108,NA,4
"1803",108,NA,4
"1804",108,NA,4
"1805",108,NA,4
"1806",108,NA,4
"1807",108,NA,4
"1808",108,NA,4
"1809",108,NA,4
"1810",108,NA,4
"1811",108,NA,4
"1812",108,NA,4
"1813",108,NA,4
"1814",108,NA,4
"1815",109,NA,3
"1816",109,NA,4
"1817",109,NA,4
"1818",109,NA,4
"1819",109,NA,4
"1820",109,NA,4
"1821",109,NA,4
"1822",109,NA,4
"1823",109,NA,4
"1824",109,NA,4
"1825",109,NA,4
"1826",109,NA,4
"1827",109,NA,4
"1828",110,NA,4
"1829",110,NA,4
"1830",110,NA,4
"1831",110,NA,4
"1832",110,NA,3
"1833",110,NA,4
"1834",110,NA,4
"1835",110,NA,4
"1836",111,NA,4
"1837",111,NA,4
"1838",111,NA,4
"1839",111,NA,4
"1840",111,NA,4
"1841",111,NA,4
"1842",111,NA,4
"1843",111,NA,3
"1844",111,NA,4
"1845",111,NA,4
"1846",111,NA,4
"1847",111,NA,4
"1848",111,NA,4
"1849",111,NA,4
"1850",111,NA,4
"1851",111,NA,4
"1852",111,NA,4
"1853",111,NA,4
"1854",111,NA,4
"1855",111,NA,4
"1856",111,NA,4
"1857",111,NA,3
