"","group","X1","X2","X3","X4","X5"
"931",47,4,2,3,4,4
"932",47,4,3,4,4,4
"933",47,3,2,3,3,3
"934",47,3,3,3,3,2
"935",47,3,4,3,1,3
"936",47,4,3,3,3,3
"937",47,3,3,3,5,3
"938",47,3,3,2,2,2
"939",47,4,3,3,4,4
"940",47,3,1,3,1,2
"941",48,3,3,3,3,3
"942",48,3,3,1,3,2
"943",48,2,1,2,2,2
"944",48,3,2,3,3,2
"945",48,2,3,3,2,2
"946",48,3,3,3,2,1
"947",48,3,4,3,2,3
"948",48,3,3,2,2,2
"949",48,3,3,5,2,2
"950",48,3,2,4,3,3
"951",48,3,3,2,3,2
"952",48,2,2,2,2,2
"953",48,4,4,5,5,4
"954",48,4,2,4,3,4
"955",48,2,3,2,2,2
"956",48,3,3,2,2,1
"957",48,2,3,1,2,3
"958",48,2,2,2,0,1
"959",48,3,3,3,1,3
"960",48,3,3,2,1,1
"961",49,4,3,4,3,3
"962",49,3,2,3,1,2
"963",49,4,2,1,2,3
"964",49,3,3,3,2,3
"965",49,2,3,2,1,0
"966",49,3,3,2,2,2
"967",49,3,2,1,3,3
"968",49,3,2,3,1,2
"969",49,4,3,3,4,3
"970",49,3,3,2,3,1
"971",49,3,3,3,3,3
"972",49,2,3,2,2,3
"973",49,4,5,4,3,3
"974",49,3,3,0,1,2
"975",49,3,3,4,3,4
"976",49,2,3,3,1,3
"977",49,3,3,2,3,2
"978",49,2,2,3,1,2
"979",49,4,3,4,4,3
"980",49,4,4,4,3,2
"981",50,2,2,3,1,3
"982",50,2,1,1,1,1
"983",50,1,2,2,1,2
"984",50,3,2,5,2,3
"985",50,3,3,3,4,2
"986",50,2,1,3,1,0
"987",50,2,2,2,2,2
"988",50,2,2,3,1,2
"989",50,2,2,2,2,1
"990",50,1,2,2,1,1
"991",50,3,1,3,3,1
"992",50,3,2,3,1,2
"993",50,2,1,1,2,3
"994",50,2,1,3,2,2
"995",50,1,1,2,0,1
"996",50,2,1,2,1,2
"997",50,1,0,2,1,2
"998",50,2,1,3,1,1
"999",50,2,2,2,1,1
"1000",50,2,1,2,1,1
"1001",51,5,4,4,4,4
"1002",51,2,3,4,4,3
"1003",51,3,3,3,3,2
"1004",51,3,2,3,1,3
"1005",51,3,2,3,3,1
"1006",51,3,4,4,4,4
"1007",51,4,4,3,4,3
"1008",51,3,4,3,3,3
"1009",51,3,2,3,2,1
"1010",51,4,3,3,3,3
"1011",51,3,2,4,2,2
"1012",51,3,2,3,2,2
"1013",51,4,2,2,2,3
"1014",51,3,3,3,2,3
"1015",51,4,3,3,3,3
"1016",51,3,3,2,4,2
"1017",51,4,2,3,3,3
"1018",51,3,2,4,3,2
"1019",51,2,2,5,2,1
"1020",51,2,2,4,2,2
"1021",52,3,3,3,4,3
"1022",52,4,3,4,3,5
"1023",52,3,3,2,2,2
"1024",52,4,4,3,3,4
"1025",52,4,3,4,3,4
"1026",52,2,2,3,1,2
"1027",52,4,3,3,2,3
"1028",52,2,2,3,2,3
"1029",52,3,4,5,2,3
"1030",52,4,3,5,4,3
"1031",52,3,3,4,3,2
"1032",52,4,3,6,3,3
"1033",52,3,4,4,2,3
"1034",52,4,4,4,3,2
"1035",52,3,4,4,2,3
"1036",52,4,3,5,3,3
"1037",52,2,1,2,3,2
"1038",52,4,4,4,3,3
"1039",52,3,4,4,3,2
"1040",52,3,3,3,3,3
"1041",53,4,4,5,2,4
"1042",53,4,4,4,4,4
"1043",53,4,3,4,3,4
"1044",53,3,2,2,3,2
"1045",53,3,2,2,2,2
"1046",53,4,3,5,3,4
"1047",53,4,4,4,4,4
"1048",53,4,4,5,4,4
"1049",53,2,2,1,3,2
"1050",53,4,4,5,2,3
"1051",53,3,2,5,1,2
"1052",53,4,4,5,2,3
"1053",53,4,4,5,4,4
"1054",53,2,2,3,3,2
"1055",53,4,4,5,3,2
"1056",53,3,3,4,3,3
"1057",53,5,4,5,4,3
"1058",53,3,3,2,2,3
"1059",53,4,4,3,3,3
"1060",53,4,3,5,3,3
"1061",54,4,3,4,3,3
"1062",54,1,0,3,1,2
"1063",54,2,1,3,1,2
"1064",54,4,4,2,2,2
"1065",54,3,3,4,4,4
"1066",54,2,1,2,2,1
"1067",54,4,4,3,4,3
"1068",54,3,3,3,2,2
"1069",54,1,1,3,2,1
"1070",54,2,2,3,3,3
"1071",54,2,2,4,1,1
"1072",54,2,2,3,2,2
"1073",54,3,4,2,2,2
"1074",54,2,2,4,1,1
"1075",54,3,4,4,3,3
"1076",54,1,2,3,2,1
"1077",54,2,1,1,1,2
"1078",54,2,2,4,2,2
"1079",54,2,1,3,1,2
"1080",54,3,2,2,2,2
"1081",55,3,4,2,4,4
"1082",55,4,3,5,2,4
"1083",55,3,4,4,3,4
"1084",55,4,4,4,4,2
"1085",55,4,3,2,4,3
"1086",55,4,4,4,3,5
"1087",55,4,3,2,4,4
"1088",55,4,2,4,4,4
"1089",55,3,2,3,3,1
"1090",55,2,2,2,1,1
"1091",55,3,3,3,3,2
"1092",55,3,3,2,3,4
"1093",55,3,1,4,2,4
"1094",55,2,2,3,2,2
"1095",55,3,2,4,4,3
"1096",55,3,3,3,0,4
"1097",55,5,4,3,2,2
"1098",55,4,4,4,4,4
"1099",55,4,3,4,3,4
"1100",55,4,3,4,3,3
"1101",56,3,3,3,3,4
"1102",56,3,3,3,1,2
"1103",56,3,4,4,2,3
"1104",56,2,2,3,1,2
"1105",56,3,3,3,2,3
"1106",56,3,3,2,3,2
"1107",56,2,2,2,2,2
"1108",56,3,3,2,2,2
"1109",56,2,3,3,1,1
"1110",56,2,3,2,2,2
"1111",56,2,2,2,2,2
"1112",56,3,3,4,3,2
"1113",56,3,3,3,3,3
"1114",56,4,5,2,2,3
"1115",56,3,1,3,3,2
"1116",56,2,2,1,1,3
"1117",56,3,2,3,2,2
"1118",56,2,2,2,0,1
"1119",56,2,3,1,1,1
"1120",56,3,2,4,2,3
"1121",57,2,2,2,3,2
"1122",57,2,2,2,1,1
"1123",57,2,0,3,1,3
"1124",57,2,1,2,2,2
"1125",57,3,3,4,2,3
"1126",57,3,3,4,3,3
"1127",57,3,2,1,2,3
"1128",57,3,2,4,2,3
"1129",57,3,4,3,2,3
"1130",57,3,3,2,2,2
"1131",57,2,2,2,2,2
"1132",57,2,1,3,1,1
"1133",57,3,3,4,4,2
"1134",57,3,1,2,4,3
"1135",57,3,3,3,3,2
"1136",57,2,2,4,2,2
"1137",57,3,3,3,2,2
"1138",57,2,4,2,1,1
"1139",57,4,3,4,2,3
"1140",57,3,2,3,2,3
"1141",58,5,3,4,4,4
"1142",58,2,2,3,2,1
"1143",58,3,2,4,3,2
"1144",58,2,2,3,1,1
"1145",58,3,4,3,3,2
"1146",58,3,2,3,3,2
"1147",58,3,2,4,3,2
"1148",58,2,3,3,2,2
"1149",58,3,3,3,2,2
"1150",58,5,3,5,5,4
"1151",58,3,2,2,3,2
"1152",58,4,4,3,3,3
"1153",58,4,3,3,4,5
"1154",58,3,3,2,1,2
"1155",58,3,2,2,2,2
"1156",58,4,4,5,2,3
"1157",58,3,2,3,2,2
"1158",58,3,4,3,3,3
"1159",58,2,3,4,2,3
"1160",58,3,2,3,3,4
"1161",59,2,2,3,2,3
"1162",59,3,3,3,2,2
"1163",59,3,4,4,1,3
"1164",59,4,4,4,3,4
"1165",59,2,1,3,1,2
"1166",59,3,3,4,2,3
"1167",59,3,2,3,1,1
"1168",59,3,2,2,2,3
"1169",59,3,2,4,2,2
"1170",59,4,4,3,2,4
"1171",59,3,2,2,1,4
"1172",59,4,3,4,3,2
"1173",59,3,2,4,2,2
"1174",59,4,3,3,2,3
"1175",59,4,4,4,2,3
"1176",59,3,2,2,2,4
"1177",59,4,2,2,1,2
"1178",59,4,4,3,2,2
"1179",59,3,2,3,2,3
"1180",59,2,3,3,2,2
"1181",60,5,6,2,5,4
"1182",60,3,3,4,4,3
"1183",60,4,5,4,5,5
"1184",60,3,2,4,4,2
"1185",60,4,2,3,3,2
"1186",60,4,5,4,3,3
"1187",60,3,4,4,3,2
"1188",60,4,2,4,3,3
"1189",60,4,3,5,3,3
"1190",60,3,2,4,2,2
"1191",60,3,3,3,2,3
"1192",60,3,3,4,2,2
"1193",60,2,1,4,2,1
"1194",60,3,3,4,2,4
"1195",60,3,4,4,5,4
"1196",60,3,3,2,3,3
"1197",60,3,2,4,2,3
"1198",60,4,3,3,3,3
"1199",60,4,5,4,3,4
"1200",60,3,4,4,4,4
"1201",61,5,4,3,5,5
"1202",61,4,5,2,5,4
"1203",61,4,4,2,4,4
"1204",61,4,3,2,3,3
"1205",61,4,4,2,3,4
"1206",61,4,4,3,4,3
"1207",61,3,3,2,3,3
"1208",61,3,3,4,3,3
"1209",61,4,4,2,4,4
"1210",61,3,4,2,3,2
"1211",61,3,2,3,3,1
"1212",61,4,3,3,4,2
"1213",61,3,1,3,2,2
"1214",61,3,4,3,2,1
"1215",61,3,3,5,4,3
"1216",61,4,4,2,5,5
"1217",61,3,4,4,1,3
"1218",61,2,2,3,2,3
"1219",61,2,2,4,2,2
"1220",61,5,5,3,4,5
"1221",62,2,2,1,0,1
"1222",62,1,2,0,0,2
"1223",62,3,3,5,2,4
"1224",62,3,2,3,2,2
"1225",62,3,2,3,3,1
"1226",62,2,2,2,2,2
"1227",62,3,3,2,1,1
"1228",62,3,2,4,2,3
"1229",62,2,2,2,3,2
"1230",62,3,2,3,3,1
"1231",62,3,2,2,2,1
"1232",62,4,3,4,3,4
"1233",62,3,2,2,2,2
"1234",62,3,3,3,2,2
"1235",62,2,2,2,2,3
"1236",62,2,3,2,1,2
"1237",62,5,5,7,5,6
"1238",62,4,3,5,3,4
"1239",62,4,3,5,4,3
"1240",62,4,4,3,3,4
"1241",63,4,3,3,3,3
"1242",63,2,3,4,3,2
"1243",63,2,3,2,2,2
"1244",63,1,1,4,0,1
"1245",63,4,3,3,3,3
"1246",63,3,3,4,2,2
"1247",63,3,5,2,2,4
"1248",63,3,3,2,2,4
"1249",63,2,2,3,1,1
"1250",63,2,2,3,3,2
"1251",63,4,3,4,3,2
"1252",63,2,2,3,2,2
"1253",63,4,3,3,3,4
"1254",63,3,3,2,2,3
"1255",63,2,3,3,1,1
"1256",63,3,2,3,1,1
"1257",63,2,3,2,2,1
"1258",63,3,3,4,2,3
"1259",63,3,3,2,4,3
"1260",63,1,2,4,2,1
"1261",64,2,2,4,2,1
"1262",64,4,3,4,4,3
"1263",64,4,4,3,3,4
"1264",64,3,4,3,3,3
"1265",64,3,1,3,2,2
"1266",64,4,4,3,3,3
"1267",64,3,4,3,3,2
"1268",64,3,2,5,2,3
"1269",64,4,3,5,3,3
"1270",64,3,2,5,1,2
"1271",64,3,4,3,2,4
"1272",64,4,4,5,4,4
"1273",64,3,3,3,2,2
"1274",64,3,3,4,1,2
"1275",64,2,2,2,2,2
"1276",64,3,3,4,3,2
"1277",64,3,4,5,3,2
"1278",64,4,4,4,4,5
"1279",64,3,3,3,1,2
"1280",64,5,4,3,2,3
"1281",65,2,3,4,2,2
"1282",65,3,4,3,2,3
"1283",65,2,2,2,0,3
"1284",65,3,2,2,3,3
"1285",65,4,3,3,3,3
"1286",65,4,2,4,2,4
"1287",65,4,5,3,2,3
"1288",65,3,3,1,4,2
"1289",65,5,6,2,3,4
"1290",65,4,5,4,3,4
"1291",65,4,3,3,2,2
"1292",65,3,3,4,2,2
"1293",65,4,4,4,4,3
"1294",65,2,1,3,2,2
"1295",65,4,4,3,3,2
"1296",65,3,4,2,3,2
"1297",65,2,2,3,1,2
"1298",65,4,3,3,2,4
"1299",65,4,4,3,1,4
"1300",65,3,3,3,2,3
"1301",66,4,5,3,4,4
"1302",66,4,2,3,2,4
"1303",66,4,4,1,3,3
"1304",66,4,4,3,4,2
"1305",66,3,3,4,4,3
"1306",66,3,3,4,3,3
"1307",66,3,3,4,3,2
"1308",66,5,5,3,4,4
"1309",66,2,2,3,3,2
"1310",66,3,3,4,3,3
"1311",66,3,3,3,2,3
"1312",66,4,4,3,3,3
"1313",66,4,5,2,3,3
"1314",66,3,2,2,2,2
"1315",66,3,2,3,2,2
"1316",66,3,3,2,2,2
"1317",66,3,3,3,1,3
"1318",66,4,3,4,3,3
"1319",66,3,2,4,3,3
"1320",66,3,3,2,3,4
"1321",67,3,4,2,4,4
"1322",67,3,5,3,3,1
"1323",67,5,6,4,4,4
"1324",67,4,5,4,4,4
"1325",67,4,5,4,5,4
"1326",67,3,3,2,4,3
"1327",67,4,4,4,2,3
"1328",67,3,3,4,2,3
"1329",67,3,4,2,2,4
"1330",67,4,3,3,2,3
"1331",67,5,3,4,3,4
"1332",67,4,4,5,3,4
"1333",67,4,4,3,3,2
"1334",67,4,4,3,3,3
"1335",67,3,2,3,3,1
"1336",67,3,4,3,3,2
"1337",67,4,5,5,4,4
"1338",67,4,4,3,4,3
"1339",67,3,3,3,4,2
"1340",67,5,5,6,4,3
"1341",68,2,1,4,1,1
"1342",68,3,3,2,2,3
"1343",68,3,1,2,2,2
"1344",68,3,3,3,4,2
"1345",68,3,3,3,2,3
"1346",68,2,1,4,3,1
"1347",68,3,3,2,3,2
"1348",68,3,3,3,4,3
"1349",68,3,2,4,2,2
"1350",68,3,1,2,2,1
"1351",68,3,3,3,1,3
"1352",68,2,1,3,1,2
"1353",68,3,2,3,4,3
"1354",68,3,2,3,3,1
"1355",68,3,2,3,3,3
"1356",68,3,1,2,2,2
"1357",68,2,1,3,1,1
"1358",68,3,4,2,4,2
"1359",68,3,2,3,2,1
"1360",68,3,3,3,3,2
"1361",69,4,3,3,3,0
"1362",69,4,4,5,3,3
"1363",69,3,4,4,3,4
"1364",69,4,3,4,3,4
"1365",69,4,5,6,3,3
"1366",69,3,4,3,3,2
"1367",69,4,4,3,3,4
"1368",69,3,3,5,2,2
"1369",69,5,5,7,5,1
"1370",69,3,3,3,3,3
"1371",69,3,5,6,2,3
"1372",69,3,3,4,2,3
"1373",69,3,3,3,4,3
"1374",69,3,2,2,3,3
"1375",69,5,3,4,4,4
"1376",69,3,2,3,2,2
"1377",69,3,3,3,3,2
"1378",69,4,4,4,4,3
"1379",69,3,2,4,1,3
"1380",69,6,7,7,6,4
"1381",70,3,2,2,2,2
"1382",70,4,3,4,4,3
"1383",70,4,2,2,3,2
"1384",70,4,4,2,4,3
"1385",70,2,2,3,3,2
"1386",70,3,2,3,2,2
"1387",70,4,3,3,4,3
"1388",70,2,2,4,2,2
"1389",70,4,4,4,4,4
"1390",70,2,1,5,1,3
"1391",70,3,3,4,2,2
"1392",70,3,4,3,3,3
"1393",70,4,3,4,2,3
"1394",70,3,1,3,4,1
"1395",70,3,1,3,2,2
"1396",70,4,4,3,3,4
"1397",70,5,3,4,3,4
"1398",70,2,1,3,2,1
"1399",70,3,3,4,3,2
"1400",70,2,2,3,0,2
"1401",71,3,3,4,3,2
"1402",71,2,1,3,1,1
"1403",71,2,1,2,1,2
"1404",71,2,1,2,2,1
"1405",71,3,2,4,3,3
"1406",71,3,2,3,4,3
"1407",71,2,2,2,0,2
"1408",71,2,1,3,3,1
"1409",71,3,3,2,3,2
"1410",71,1,1,1,1,1
"1411",71,2,3,2,2,2
"1412",71,2,0,3,1,1
"1413",71,3,3,2,3,2
"1414",71,3,2,3,3,2
"1415",71,3,2,4,1,2
"1416",71,1,1,3,1,0
"1417",71,2,2,3,1,2
"1418",71,2,1,1,2,2
"1419",71,4,5,3,3,4
"1420",71,2,2,2,2,1
"1421",72,4,4,4,3,4
"1422",72,3,3,3,3,2
"1423",72,3,3,5,3,4
"1424",72,4,3,5,4,3
"1425",72,3,3,3,2,3
"1426",72,4,3,4,4,3
"1427",72,3,3,4,3,3
"1428",72,3,3,3,3,2
"1429",72,3,1,3,2,2
"1430",72,4,2,3,2,2
"1431",72,3,4,3,2,2
"1432",72,3,2,3,2,3
"1433",72,3,2,3,2,3
"1434",72,4,3,4,3,3
"1435",72,3,2,4,3,2
"1436",72,4,2,4,3,2
"1437",72,4,4,4,3,4
"1438",72,4,3,5,4,3
"1439",72,3,3,3,2,3
"1440",72,4,4,3,2,4
"1441",73,3,4,5,2,3
"1442",73,2,1,4,2,1
"1443",73,3,1,2,1,2
"1444",73,2,1,3,0,1
"1445",73,3,3,4,2,2
"1446",73,4,3,3,3,3
"1447",73,2,0,4,0,2
"1448",73,3,2,4,2,3
"1449",73,3,0,3,1,2
"1450",73,3,2,4,2,2
"1451",73,2,2,4,2,1
"1452",73,4,5,4,3,3
"1453",73,3,4,3,3,2
"1454",73,3,2,3,2,3
"1455",73,4,2,4,2,2
"1456",73,3,2,4,3,2
"1457",73,3,3,3,2,3
"1458",73,2,3,3,3,3
"1459",73,2,2,3,2,2
"1460",73,2,1,3,3,2
"1461",74,4,2,3,3,4
"1462",74,3,1,4,2,2
"1463",74,4,2,3,2,3
"1464",74,2,2,2,1,0
"1465",74,2,2,2,0,2
"1466",74,4,2,3,4,3
"1467",74,2,2,1,2,2
"1468",74,3,2,1,2,3
"1469",74,4,3,3,4,4
"1470",74,3,2,3,3,2
"1471",74,3,3,2,3,2
"1472",74,3,2,4,1,2
"1473",74,2,2,4,2,1
"1474",74,3,1,3,2,2
"1475",74,1,2,2,2,1
"1476",74,3,3,3,3,3
"1477",74,3,4,4,2,3
"1478",74,3,1,2,2,3
"1479",74,3,3,4,1,2
"1480",74,3,3,4,2,3
"1481",75,4,4,3,3,4
"1482",75,3,2,3,2,2
"1483",75,3,2,4,3,2
"1484",75,3,2,3,3,2
"1485",75,4,4,3,4,2
"1486",75,3,2,3,2,4
"1487",75,3,3,3,2,3
"1488",75,3,3,5,2,3
"1489",75,3,3,4,2,3
"1490",75,3,3,4,3,3
"1491",75,2,2,4,1,1
"1492",75,3,3,4,3,3
"1493",75,3,3,4,4,2
"1494",75,3,4,3,3,3
"1495",75,2,2,3,1,1
"1496",75,3,2,2,2,0
"1497",75,2,2,3,2,3
"1498",75,3,4,2,3,2
"1499",75,3,4,5,3,2
"1500",75,3,2,2,1,2
"1501",76,3,3,2,2,2
"1502",76,3,2,4,1,2
"1503",76,4,4,3,2,3
"1504",76,3,3,3,4,2
"1505",76,4,2,2,4,3
"1506",76,3,1,2,3,2
"1507",76,4,2,3,2,4
"1508",76,3,3,2,3,2
"1509",76,4,3,3,4,3
"1510",76,3,2,3,2,3
"1511",76,2,2,3,1,3
"1512",76,3,4,3,2,3
"1513",76,3,1,3,0,0
"1514",76,3,4,4,2,2
"1515",76,3,3,3,2,3
"1516",76,3,2,4,1,2
"1517",76,4,3,3,3,3
"1518",76,3,3,4,2,3
"1519",76,4,2,3,3,2
"1520",76,3,4,3,4,2
"1521",77,2,3,6,3,2
"1522",77,2,1,3,1,2
"1523",77,3,3,2,4,2
"1524",77,3,3,4,3,3
"1525",77,2,3,2,1,3
"1526",77,3,2,4,2,2
"1527",77,4,4,4,3,4
"1528",77,3,4,3,2,2
"1529",77,3,4,3,2,3
"1530",77,3,3,3,2,3
"1531",77,3,3,3,3,3
"1532",77,3,4,4,2,2
"1533",77,2,2,3,1,1
"1534",77,1,0,3,1,1
"1535",77,3,4,4,3,4
"1536",77,3,3,4,2,2
"1537",77,1,1,2,3,2
"1538",77,3,3,4,3,2
"1539",77,4,3,4,2,3
"1540",77,4,4,3,3,4
"1541",78,3,2,4,3,3
"1542",78,2,3,1,3,1
"1543",78,3,3,3,2,3
"1544",78,2,0,0,2,1
"1545",78,3,3,4,3,3
"1546",78,2,3,3,2,1
"1547",78,2,2,1,2,1
"1548",78,1,0,3,1,0
"1549",78,2,1,1,1,0
"1550",78,4,4,5,3,3
"1551",78,2,2,2,2,1
"1552",78,3,3,3,1,1
"1553",78,3,5,3,3,3
"1554",78,3,3,4,2,2
"1555",78,3,2,2,1,2
"1556",78,2,2,3,2,2
"1557",78,2,3,4,1,1
"1558",78,3,3,3,1,3
"1559",78,2,1,2,1,2
"1560",78,3,3,4,2,1
"1561",79,3,2,3,2,1
"1562",79,4,4,2,4,3
"1563",79,3,3,4,2,3
"1564",79,4,4,3,4,4
"1565",79,5,4,5,3,4
"1566",79,3,3,4,3,3
"1567",79,2,2,3,3,1
"1568",79,4,3,2,3,4
"1569",79,4,4,4,3,3
"1570",79,4,3,2,3,3
"1571",79,4,4,4,2,3
"1572",79,3,2,3,2,1
"1573",79,5,3,3,4,4
"1574",79,3,4,4,3,3
"1575",79,3,2,4,3,3
"1576",79,4,4,4,3,3
"1577",79,3,3,2,3,1
"1578",79,3,3,3,2,3
"1579",79,3,3,4,2,3
"1580",79,3,4,2,3,2
"1581",80,4,4,3,4,4
"1582",80,5,3,3,4,4
"1583",80,1,1,3,2,1
"1584",80,2,1,2,1,1
"1585",80,4,4,2,3,3
"1586",80,3,2,4,3,3
"1587",80,3,4,4,3,2
"1588",80,4,3,3,2,3
"1589",80,4,3,3,3,4
"1590",80,4,2,3,3,4
"1591",80,3,4,3,3,3
"1592",80,3,3,4,2,3
"1593",80,4,3,4,4,4
"1594",80,4,3,4,4,3
"1595",80,4,3,3,3,4
"1596",80,3,3,4,3,2
"1597",80,6,4,4,5,4
"1598",80,3,3,3,3,3
"1599",80,5,5,4,4,6
"1600",80,4,3,3,2,3
"1601",81,3,3,4,3,2
"1602",81,3,4,3,2,2
"1603",81,2,3,3,1,2
"1604",81,5,4,2,1,3
"1605",81,3,3,3,3,3
"1606",81,3,2,3,1,2
"1607",81,3,3,3,2,3
"1608",81,4,4,1,4,4
"1609",81,4,2,2,2,2
"1610",81,4,5,3,4,4
"1611",81,3,3,3,1,3
"1612",81,4,3,2,2,3
"1613",81,2,4,4,1,2
"1614",81,2,2,3,1,2
"1615",81,3,3,3,1,3
"1616",81,5,4,3,3,4
"1617",81,3,3,3,0,3
"1618",81,2,2,4,2,2
"1619",81,3,3,3,2,3
"1620",81,3,3,4,2,3
"1621",82,4,3,4,2,4
"1622",82,2,0,2,-1,2
"1623",82,3,3,2,3,2
"1624",82,3,2,3,2,3
"1625",82,4,3,2,3,3
"1626",82,4,3,3,2,3
"1627",82,4,4,3,2,2
"1628",82,4,5,6,4,5
"1629",82,3,1,2,1,2
"1630",82,3,1,4,0,2
"1631",82,3,1,2,3,1
"1632",82,3,3,3,2,2
"1633",82,2,2,4,2,2
"1634",82,3,5,4,2,3
"1635",82,3,3,4,3,2
"1636",82,3,1,4,1,1
"1637",82,3,1,3,2,1
"1638",82,2,2,3,2,2
"1639",82,4,3,3,2,3
"1640",82,3,1,1,0,1
"1641",83,3,2,6,2,3
"1642",83,2,3,4,2,2
"1643",83,4,4,4,3,3
"1644",83,3,3,3,2,2
"1645",83,4,4,4,3,4
"1646",83,4,2,4,4,4
"1647",83,1,1,2,1,1
"1648",83,3,4,4,2,4
"1649",83,3,2,2,2,2
"1650",83,2,1,2,1,2
"1651",83,2,3,3,0,2
"1652",83,4,3,4,3,3
"1653",83,3,3,4,2,2
"1654",83,3,2,4,3,2
"1655",83,3,2,3,3,2
"1656",83,3,2,3,3,2
"1657",83,3,3,3,3,2
"1658",83,3,3,4,3,3
"1659",83,3,3,3,3,3
"1660",83,3,2,4,2,3
"1661",84,3,4,3,3,3
"1662",84,1,2,2,1,2
"1663",84,2,3,2,1,2
"1664",84,4,3,3,3,3
"1665",84,3,3,2,3,3
"1666",84,3,4,4,1,3
"1667",84,4,4,3,2,3
"1668",84,2,3,3,1,2
"1669",84,4,4,3,3,3
"1670",84,4,4,4,4,3
"1671",84,3,3,5,2,3
"1672",84,2,2,3,2,2
"1673",84,4,5,4,4,4
"1674",84,3,3,4,4,2
"1675",84,4,4,4,3,3
"1676",84,2,2,4,2,1
"1677",84,3,3,5,3,2
"1678",84,2,1,3,1,3
"1679",84,5,3,3,4,3
"1680",84,3,2,6,3,2
"1681",85,4,4,4,2,3
"1682",85,4,4,4,4,2
"1683",85,3,3,3,2,2
"1684",85,4,4,5,4,2
"1685",85,2,3,3,1,2
"1686",85,3,2,3,3,3
"1687",85,3,3,3,2,2
"1688",85,3,2,4,3,3
"1689",85,3,3,2,4,2
"1690",85,3,2,4,2,2
"1691",85,4,5,3,4,2
"1692",85,3,4,4,4,3
"1693",85,3,3,4,3,4
"1694",85,5,5,4,4,3
"1695",85,3,3,3,3,2
"1696",85,5,5,4,6,4
"1697",85,4,4,3,2,3
"1698",85,2,1,3,2,2
"1699",85,4,3,4,4,2
"1700",85,5,5,5,5,3
"1701",86,4,3,4,3,3
"1702",86,3,3,4,3,2
"1703",86,2,1,3,2,2
"1704",86,3,2,2,2,2
"1705",86,3,1,5,1,0
"1706",86,3,3,5,3,3
"1707",86,3,3,4,2,2
"1708",86,2,1,3,2,2
"1709",86,3,4,4,3,3
"1710",86,3,3,5,3,4
"1711",86,4,4,4,3,3
"1712",86,3,3,4,4,2
"1713",86,1,2,3,1,1
"1714",86,3,2,4,3,2
"1715",86,3,2,4,3,3
"1716",86,2,1,5,2,3
"1717",86,2,2,5,1,3
"1718",86,3,3,3,1,3
"1719",86,2,2,3,4,1
"1720",86,2,2,3,2,2
"1721",87,4,4,3,3,4
"1722",87,4,3,4,5,4
"1723",87,3,3,3,4,3
"1724",87,5,4,4,5,4
"1725",87,4,4,3,3,4
"1726",87,2,4,3,3,2
"1727",87,4,4,4,2,3
"1728",87,4,4,3,5,4
"1729",87,3,3,5,2,3
"1730",87,4,4,4,3,3
"1731",87,3,4,4,3,4
"1732",87,3,1,3,3,2
"1733",87,3,3,2,4,4
"1734",87,2,2,2,2,2
"1735",87,3,2,5,3,3
"1736",87,4,4,4,5,4
"1737",87,4,3,3,3,3
"1738",87,4,4,1,4,3
"1739",87,4,4,4,4,4
"1740",87,4,5,4,4,4
"1741",88,1,1,2,1,-1
"1742",88,2,2,4,2,1
"1743",88,3,2,2,3,3
"1744",88,1,1,2,1,3
"1745",88,3,3,3,2,1
"1746",88,3,2,3,0,2
"1747",88,3,2,3,2,2
"1748",88,3,2,3,1,1
"1749",88,0,2,2,1,-1
"1750",88,1,1,3,0,0
"1751",88,3,3,3,2,1
"1752",88,3,3,3,3,2
"1753",88,3,1,3,3,2
"1754",88,1,2,2,0,2
"1755",88,3,2,3,2,3
"1756",88,1,0,2,1,2
"1757",88,3,3,4,3,2
"1758",88,3,1,2,1,2
"1759",88,3,2,2,4,3
"1760",88,2,0,2,-1,1
"1761",89,3,2,3,3,3
"1762",89,3,4,2,2,3
"1763",89,3,4,2,3,2
"1764",89,2,1,2,1,1
"1765",89,2,3,4,3,2
"1766",89,3,3,3,2,3
"1767",89,2,4,3,3,3
"1768",89,2,2,1,2,2
"1769",89,4,3,4,4,3
"1770",89,4,3,4,2,2
"1771",89,3,3,3,3,2
"1772",89,3,2,3,1,2
"1773",89,3,3,2,4,3
"1774",89,2,1,2,2,2
"1775",89,4,2,4,4,2
"1776",89,3,3,3,4,2
"1777",89,3,3,4,3,3
"1778",89,2,4,3,4,1
"1779",89,3,3,3,1,2
"1780",89,4,4,4,3,3
"1781",90,4,4,4,3,3
"1782",90,2,1,1,3,3
"1783",90,3,4,4,3,3
"1784",90,4,4,3,3,3
"1785",90,4,3,3,3,2
"1786",90,5,4,4,5,4
"1787",90,4,4,4,3,3
"1788",90,3,3,4,2,2
"1789",90,4,3,4,3,2
"1790",90,4,4,4,5,4
"1791",90,5,5,4,3,4
"1792",90,4,4,5,4,3
"1793",90,4,3,4,3,3
"1794",90,3,4,3,2,2
"1795",90,4,4,4,2,2
"1796",90,3,3,4,2,3
"1797",90,4,4,3,3,3
"1798",90,3,2,2,2,2
"1799",90,5,5,6,5,4
"1800",90,3,2,3,2,3
"1801",91,4,2,3,3,4
"1802",91,4,4,4,3,3
"1803",91,3,3,3,3,2
"1804",91,4,6,4,4,3
"1805",91,4,5,4,3,3
"1806",91,3,3,3,3,3
"1807",91,4,4,3,3,3
